http://movie.douban.com/subject/2294255/	笑傲江湖
(5星)	 吕颂贤的令狐冲非常自然，梁佩玲除了妆化的浓了点其他都可以，配角实在是优秀，任我行在少林寺中那段百看不厌，岳不群演的真是像书中走出来的一样，最要称道一下的是东方不败了，TVB对于原著的把握可见一斑。            
(4星)	 这版的令狐冲不错            
(3星)	 当年就吐槽盈盈你的发型太囧了。。            
(5星)	 经典.            
(5星)	 令狐冲的经典——吕颂贤，还有那曲不能忘得“笑傲江湖”            
(4星)	 里边几首霑叔的歌太经典            
(3星)	 虽然盈盈有点老，但是吕颂贤是我心目中唯一的令狐冲            
(3星)	 喜欢这版本            
(NA)	 我喜欢吕颂贤版的令狐冲            
(5星)	 笑傲江湖里最好的一部，大赞吕颂贤            
(3星)	 盈盈。这俩字好。            
(5星)	 这版结局写的比原著好 两个版本的女主角都不搭             
(5星)	 个人觉得这是最帅的令狐冲            
(5星)	 任盈盈越看越美，令狐冲千古情圣            
(5星)	 吕颂贤版的令狐冲很风流倜傥来着，最喜欢的版本啦            
(5星)	 某叔叔最经典的角色            
(5星)	 比李亚鹏那版强多了~            
(4星)	 最喜欢的金庸男主~            
(5星)	 最最最爱啦。            
(5星)	 经典！不过结局是个杯具，五嶽剑派难再复兴。。。            
(3星)	 原来这部也是添哥监制的啊....看到祥仔了            
(4星)	 提到令狐冲，我只想到吕颂贤            
(NA)	 那段时间，天天幻想自己是个大侠            
(4星)	 这一版还不错的            
(5星)	 我心目中的笑傲江湖            
(NA)	 同性的爱，自古就有            
(5星)	 嘿嘿~~~好看好看，还是以前的好……            
(5星)	 只看这部笑傲江湖  哈哈            
(NA)	 最爱令狐冲            
(3星)	 还不错了。            
(5星)	 困境中依然洒脱才是笑傲            
(5星)	 吕颂贤版的令狐冲，演的最洒脱。            
(5星)	 就是这种浪漫            
(4星)	 很喜欢            
(3星)	 吕颂贤梁佩玲败于何宝生陈少霞            
(5星)	 笑傲江湖最经典的一个版本，黄金阵容。            
(5星)	 最爱~~~            
(5星)	 从那时起彻底为冲哥拜倒            
(5星)	 最近几天回味了一下吕颂贤的笑傲江湖，感觉不错，看了不知道多少遍了，堪称经典啊。比较遵循原著，武林的爱恨情仇，到处乱飞的各路太监呵呵            
(5星)	 最喜欢的电视剧。            
(3星)	 - -！TVB的演員實在太少了。            
(5星)	 吕颂贤神似也亦几分形似，是我心中的令狐冲            
(4星)	 令狐冲还像那么回事，任小姐似乎就木有那么惊人了            
(5星)	 经典版~~哈哈~            
(5星)	 绝对经典 吕颂贤的令狐冲太萌了！！！&gt; &lt;             
(5星)	 最爱的一版笑傲，最爱的一部武侠            
(4星)	 换个任盈盈我就打五星。。            
(5星)	 布景比较粗糙但精髓还是拍出来了，我只喜欢吕颂贤版的令狐冲。            
(2星)	 丑女            
(3星)	 重拍得很一般。但《笑傲江湖》是金庸武侠必看经典。            
(3星)	 不喜欢任盈盈= =            
(3星)	 一般            
(5星)	 一桶糨糊            
(NA)	 喜欢 笑傲江湖琴箫合奏那 曲子            
(4星)	 不错            
(5星)	 精品，经典            
(4星)	 经典的令狐冲！！！超喜欢里面的古琴和笛子的合奏曲！            
(4星)	 女主角不喜欢 喜欢小师妹            
(5星)	 令狐冲，最喜欢的金庸男主角            
(5星)	 内化，内化，无招胜有招！            
(4星)	 那曲笑傲江湖~黄霑啊            
(NA)	 梁佩玲的血盆大口...            
(5星)	 5星给吕颂贤。这是我最喜欢的版本了。吕颂贤把令狐冲的气质表现得很逼真。给我的感觉就好像原著一样。            
(4星)	 令狐冲的不羁在这部表现中表现恰如其分,对于江湖的无奈也有所,是最受欢迎的一个版本            
(5星)	 笑傲江湖的经典之作            
(5星)	 心中最爱的令狐冲~            
(5星)	 让我爱上古筝和古琴的电视剧            
(4星)	 金庸的小说里我最喜欢的就是令狐冲。            
(5星)	 令狐冲就是吕颂贤那个样子了吧。。 ^_^            
(4星)	 这个版本的笑傲江湖曲子特好听            
(4星)	 喜欢那首曲子……            
(4星)	 喜欢男主角            
(5星)	 最好看的一版~            
(5星)	 太经典，甩出张大胡子几光年。吕颂贤让令狐冲成为我心中金庸群侠第一人，骨子里的潇洒，出众风流            
(4星)	 小时候很是喜欢。            
(4星)	 个人觉得比央视版好            
(5星)	 记得当时还小 剧终了 久久不能释怀 暗淡了好多天~            
(4星)	 《笑傲江湖》中的经典吕颂贤，令狐冲的经典            
(4星)	 还是喜欢吕颂贤这版...            
(3星)	 这个任盈盈差了点            
(4星)	 任盈盈太丑了。            
(4星)	 迄今为止最不错的一版            
(4星)	 虽然我没看过原著，但我喜欢吕颂贤的令狐冲            
(4星)	 只记得那个变态的那谁谁，练个什么去自宫            
(4星)	 初三的回忆，很好看！            
(5星)	 最喜欢吕颂贤这个版本            
(3星)	 剧目是经典的，演员也是经典的丑。            
(5星)	 葵花宝典和娘娘腔。            
(NA)	 只有吕同学演的令少侠入的了我的眼，            
(NA)	 这版的令狐冲是最帅的 嘿嘿 口水            
(5星)	 最喜欢这个版本的笑傲江湖。看了N遍，都不腻。            
(4星)	 这个版本好看~            
(4星)	  想当初小学的时候看的  都没看懂。            
(5星)	 不枉此生的电视剧            
(4星)	 虽然主演是丑了点，不过我对于忠于原著的电视剧是非常有好感的！            
(NA)	 学生时代看电视的乐趣之一。那里面的令狐冲是我当时的偶像。            
(4星)	 最经典的琴箫合奏            
(NA)	 感觉吕颂贤就应该演令狐冲，正如翁美玲就应该演黄蓉            
(3星)	 绝对比李亚鹏强！            
(5星)	 最好的 笑傲江湖            
(NA)	 童年回忆系列            
(3星)	 喜欢吕颂贤版本的。            
(4星)	 沧海一声笑            
(4星)	 不论何时，想到笑傲江湖总是想到吕颂贤的令狐冲。当令狐冲失去他的小师妹时，我想：人生，到底有什么是不可失去的呢？豁达的人生，一切都可以失去，包括生命。            
(4星)	 从那洞里逃出来一段是为最经典            
(5星)	 难忘那一曲            
(4星)	 爱            
(3星)	 吕颂贤很有浪子侠气            
(4星)	 初中的回忆            
(4星)	 香港风格的武侠片，不错            
(1星)	 其实对他不感冒            
(5星)	  笑傲江湖 1            
(5星)	 我最喜欢的一版笑傲江湖了，吕颂贤演的要比李亚鹏好太多了，完全不是一个档次的            
(3星)	 任盈盈是我喜欢的类型            
(5星)	 呂生就係我心目中既沖哥啦﹗陳少霞的小師妹也很可愛…都應該係90年代無記重拍金庸拍得最好的一部…            
(4星)	 这是我看的第一版《笑傲江湖》，大概是先入为主了，再后来的都觉得挺别扭的。            
(4星)	 当年为了自家金老笔下第一本命少女于是看得很欢＝V＝            
(3星)	 任盈盈和令狐冲这两个人我是很喜欢的，可惜这个剧太多伪君子，看得有点累。琴瑟和鸣笑傲江湖，当真令人羡慕，我越来越喜欢梁佩玲了，她真的很大气。               
(5星)	 经典就不多说了            
(5星)	 无限热爱            
(4星)	 吕颂贤好帅！因为他喜欢令狐冲，而不是因为令狐冲而喜欢他！            
(5星)	 我的最爱，尤其喜欢吕颂贤            
(5星)	 相比李亚鹏版本，我更喜欢吕颂贤，不过这里的任盈盈太恐怖了            
(3星)	 这令狐冲演的真是不咋地，任盈盈更不咋地            
(NA)	 有你 我就是令狐冲 哈哈 我太傲慢了            
(5星)	 即便大家都说这部不好，还是喜欢那个有点痞痞的令狐冲。            
(NA)	 这是我不太喜欢的一部金庸            
(4星)	 喜欢这版的令狐冲。            
(5星)	 你点中我全部要害 我却只能远远看着你 祝你幸福            
(3星)	 男女主角都不是喜歡的,但是還是笑傲江湖裏比較喜歡的一個版本~            
(3星)	 笑傲江湖改编的电视剧里还算能看的            
(4星)	 任盈盈要漂亮点多好啊            
(4星)	 令狐冲            
(5星)	 看过的版本中最好的一个            
(NA)	 吕颂贤~~            
(NA)	 主角不好看            
(4星)	 剧情紧凑，人物表演到位，虽然主演们外形都不突出，但十分耐看            
(4星)	 这部还可以，不喜欢这里的任盈盈            
(NA)	 看过的第一版笑傲江湖            
(3星)	 任盈盈未免太丑了些            
(5星)	 至今还会哼主题曲            
(5星)	 潇潇洒洒的走,不问以后            
(3星)	 也就站起來了一個令狐沖            
(NA)	 小时候看过，印象不深了，有机会再看一遍。很喜欢吕颂贤版的令狐冲。曾经非常非常喜爱不羁的令狐冲。            
(5星)	 最喜欢的金庸剧，最喜欢他演的令狐冲            
(NA)	 百看不厌            
(3星)	 吕颂贤版的，看过~~~            
(5星)	 令狐冲是我最爱的武侠人物。前面加上“吕颂贤版”，此句依然成立。            
(4星)	 这部人虽然不怎么样，但是还是演得不错            
(4星)	 80%冲哥,100%仪琳。            
(4星)	 最喜欢这个版本了~            
(NA)	 爱上吕颂贤~！            
(4星)	 男主角很有令狐冲的感觉            
(4星)	 令狐冲非常好，任盈盈扮相却很败笔。            
(5星)	 最愛~！            
(3星)	 令狐冲不够灵，任盈盈太不漂亮            
(3星)	 小时就看电视来着了            
(5星)	 太喜欢这笑傲江湖曲了            
(3星)	 主角太丑！~情节OK啦~            
(3星)	 小时候看了一遍又一遍，现在想起来没有特别之处。再看了《笑傲》书之后，觉得这个版本的结尾改编的还是不错的。            
(NA)	 喜欢这部剧里面笑傲江湖的配乐。。            
(5星)	 最喜欢这一版            
(NA)	 看这部书用了很长的时间，使用手机看的，很慢，但看得很小心。也因此难忘            
(5星)	 印象中的经典            
(4星)	 喜欢吕颂贤            
(NA)	 吕颂贤的这版很不错            
(4星)	 留点进步空间，呵呵            
(NA)	 吕哥的古筝弹的不错咧            
(3星)	 不错的            
(4星)	 小时候~            
(4星)	 遥想当年。。TVB是俺的早熟启蒙。。            
(4星)	 不知道为什么大家觉得吕颂贤不帅，我还蛮喜欢的，但是这个任盈盈太丑了。            
(4星)	 算是很不错的笑傲江湖了，央视版的，吐死了            
(3星)	 太不漂亮了啊 郁闷 不过吕颂贤是不错的 够潇洒啊            
(4星)	 吕颂贤的令狐冲是我最喜欢的一个版本            
(NA)	 最爱这版！            
(4星)	 喜欢这一版，即使盈盈不是很漂亮，但是漂亮的演技完全足以弥补            
(4星)	 人物气质都很像原著！            
(5星)	 最爱的金庸电视之一            
(4星)	 喜欢里面的琴箫合奏～            
(4星)	 恩 吕师兄还是不错的            
(NA)	 比较恶心9演员）            
(4星)	 这个主题歌没话说             
(NA)	 额 想当年我是他的饭            
(5星)	 布景服装一般，可是演员演得很好            
(NA)	 土是土了点，比起发哥版的没什么太大进步，配乐还可以            
(4星)	 还是比较喜欢这版的《笑傲江湖》            
(5星)	 演员很不错，剧情删改少，场景道具特效太弱了            
(5星)	 就是任盈盈的血盆大口有点崩            
(NA)	 喜欢那段音乐            
(4星)	 经典            
(4星)	 演的很好，剧情改编的不错            
(4星)	 任盈盈太核突了            
(4星)	 z最帅的令狐冲            
(NA)	  这版还行～～嘿嘿            
(NA)	 笑傲江湖            
(3星)	 一直不是很喜欢            
(NA)	 喜歡這個版本            
(2星)	 罗哩罗嗦，给2星。            
(5星)	 心中最佳的笑傲江湖 儿时好之            
(5星)	 以前香港的武侠剧想不爱都难。在我心目中，令狐冲就是吕颂贤挖。那插曲音乐《笑傲江湖》的琴箫合奏增素太赞啦！！！            
(4星)	 实在觉得这个吕不帅，可是觉得也还满好            
(5星)	 就看这部才好            
(4星)	 看港剧最疯狂的时段            
(NA)	 反反复复看了很多遍，就是百看不厌，超喜欢令狐冲~~~            
(4星)	 令狐冲说，死在这里也不错。            
(NA)	 比周迅李亚鹏版好太多            
(5星)	 令狐冲啊~~~最爱的笑傲江湖~~~            
(NA)	 一般            
(5星)	 喜欢            
(5星)	 男主角酷！            
(4星)	 喜欢令狐冲，常常想着将来也要如他一样笑傲江湖。除此，喜欢吕颂贤的笑容，:-)            
(5星)	 很喜欢，呵呵            
(5星)	 潇洒如令狐冲，吕颂贤将他演绎的到位            
(5星)	 吕颂贤，梁佩玲我都蛮喜欢的            
(NA)	 ~~~~~~            
(NA)	 女主角也太難看了吧。            
(3星)	 吕颂贤版的已经算是最经典的了~只不过不太喜欢这个故事而已。。。            
