http://movie.douban.com/subject/2156704/	包青天
(5星)	 那时候觉得包拯帅的哦 我都不敢多看一眼的            
(4星)	 记得以前和外婆还有弟弟一起看的场面。            
(NA)	 好小好小的时候看的啊            
(4星)	 何猫！            
(4星)	 小时候的记忆 a            
(4星)	 童年回憶之一。            
(5星)	 那时候觉得展昭帅的完美。            
(4星)	 我记得里边还有人鱼呢。小时候看，跟看鬼片似的。特诡异。何家劲那叫一个帅啊。            
(3星)	 我承认我LOLI的时候苏过何家劲            
(3星)	 那段铿锵到不行的旋律   一辈子都忘不了了估计            
(4星)	 童年记忆            
(3星)	 也许还ok吧 真没太多感觉。。。就是包大人那感觉，我觉得很欠日！            
(5星)	 昨日看那东流水，你我远去不可回，今日乱我心，多烦忧......此段歌词取自台湾歌手现内地发展的黄安。            
(4星)	 小时候集了不少展昭的贴画，至今也觉得他是最帅的展昭            
(4星)	 回到小学时            
(4星)	 也是小时候看的            
(5星)	 想当年，对花样美男、帅哥酷哥木有任何概念的时候，我以为何家劲是最帅的。            
(3星)	 开封有个包青天……            
(4星)	 我怎么能忘记这个~何家劲的展昭！！当年风神俊秀的风采，我至今仍然不能忘记~            
(3星)	 开封有个包青天~            
(4星)	 曾经的经典            
(5星)	 包大人~~~~~~~~~~~~            
(NA)	 昨夜你家发大水 你妈变成老乌龟..            
(3星)	 完全记不得了            
(4星)	 何家劲太帅了            
(5星)	 包公额间的月亮曾经让我一度向往啊~            
(3星)	 日，好长，没看完            
(4星)	 比较经典``            
(NA)	 开封有个包青天，铁面无私辩忠奸。http://v.youku.com/v_show/id_XMjA5NDU4NA==.html鸳鸯蝴蝶梦http://v.youku.com/v_show/id_XMjA5NDY4NA==.html赞            
(3星)	 小时候还真是啥都看。            
(NA)	 小时候看的，现在都忘了。包青天的龙头铡、虎头铡、狗头铡挺有意思。            
(4星)	 当时觉得何家劲老帅了            
(5星)	 3566533212321623216.。。。。好吧这是吹竖笛的简谱~~~来人啊，说不好看的狗头铡伺候！            
(2星)	 我从小就觉得不好看            
(5星)	 张龙赵虎王朝马汉，史上最帅之展昭            
(3星)	 “开封有个包青天”开封应该把它当做市歌            
(4星)	 王朝马汉在身边~~~~~            
(4星)	 都快没什么记忆了``            
(4星)	 张龙赵虎王朝马汉～            
(4星)	 只记得当年 展昭好帅            
(3星)	 完全忘了剧情~只记得何家劲和金超群了。。。。。。            
(4星)	 特迷展昭，那时候做梦都是跟他飞檐走壁。。            
(5星)	 我的展昭啊            
(4星)	 王朝和马汉在身边            
(5星)	 当年展昭好有型 .。            
(4星)	 陪伴童年的電視劇            
(5星)	 展昭~            
(4星)	 唱念做打            
(5星)	 永恒的经典的展昭，何家劲。            
(5星)	 包包包青天~！            
(4星)	 小时候觉得展昭好帅哟            
(5星)	 始终没有完整的看过            
(3星)	 童年            
(5星)	 开封有个包青天~~~            
(NA)	 张龙赵虎……            
(4星)	 呵呵，這版的包卿，經典吶，            
(4星)	 包大人说话铿锵有力，还有，主题曲被洛桑改为——武则天^_^            
(4星)	 开封有个包青天。。。展昭，张龙赵虎，王朝马汉。。。            
(5星)	 第一个YY的人，掩面            
(5星)	 狗头铡伺候！！            
(4星)	 金超群是唯一的“包大人”            
(4星)	 何家劲o(∩_∩)o             
(5星)	 沒看過也會唱那個歌吧            
(5星)	 小时候的回忆啊......刚刚把它再重新回顾了一遍            
(5星)	 我喜欢展昭，很酷～            
(5星)	 经典总是不厌            
(4星)	 小学时看的            
(NA)	 都在看。那时。            
(4星)	 包老爷的经典样……            
(4星)	 狗头铡伺候！            
(4星)	 陈世美也只有包大人能够制服了！            
(4星)	 只记得鸳鸯蝴蝶梦和 Wei wu~~~~~~~~~            
(5星)	 不够黑            
(3星)	 剧情没印象  不过包公很COOL            
(5星)	 王朝马汉 抠泥鳅黄鳝            
(5星)	 还记得以前展昭出来的时候和表姐激动得不得了！            
(4星)	 经典啊，无话了            
(4星)	 我还会唱主题歌            
(NA)	 最喜欢这个版本的展昭            
(4星)	 故事的剧情其实没什么精彩的，主要演员演的好啊            
(NA)	 展护卫。狗头铡，龙头铡，虎头铡。王朝马汉，张龙赵虎。            
(5星)	 我主要是非常想要嫁给展昭~            
(NA)	 御猫  锦毛鼠帅啊~~~~包老爷气场真是大啊~~~无法超越诶··            
(5星)	 经典的“包、展、公”组合，如今三人聚首，再续经典，新包青天一定会一样好看            
(4星)	 经典            
(3星)	 追忆            
(4星)	 就记得歌曲了            
(4星)	 开封有个~包青天~铁面无私辨忠奸~            
(NA)	 开封有个包青天 铁面无私辨忠奸  还是蛮喜欢 公孙策的。可一到 少年包青天咋就变味儿了            
(3星)	 好像是拍了七八百集的一共            
(4星)	 谁都知道开封有个包青天，算经典了            
(5星)	 只有一个词：经典            
(4星)	 小时候            
(4星)	 小时候觉得何家劲超级帅~            
(4星)	 何家劲年轻时那叫一个帅气 展昭V5            
(5星)	 其实我想说……我已经记不清楚这个版本的包青天究竟咋样了，但是看到这个包拯我真的很想笑……肥音，你淫了|||            
(5星)	 初中时追了好久，周一至五每晚九点左右，那时一下晚修，第一时间就是赶回家看，包大人的正直、公孙策儒雅、展昭的正气            
(3星)	 包黑子、展护卫、公孙先生、龙朝马汉张龙赵虎...            
(4星)	 正义凛然的包公，法性和人性兼具，正所谓法理不外乎人情。            
(3星)	 小时候想嫁给 展昭            
(5星)	 小学时代每天晚上八点啊            
(3星)	 豆导演的那个单元？            
(4星)	 太早了，忘了。            
(4星)	 我肯定看过            
(3星)	 小时候觉得展昭超级帅啊！            
(NA)	 似乎只记得五鼠那集。            
(5星)	 “再审采花贼！！”            
(NA)	 当时是很经典的剧吧            
(5星)	 何加劲……            
(NA)	 是我小时候看的吗            
(4星)	 怎么突然不记得何家劲演的那个叫什么来着。。            
(3星)	 开封有个……包青天…… 以前觉得展昭挺精神的            
(4星)	 80后的都明白~            
(NA)	 断断续续看完了，比较经典，但还是希望有一天能抽时间连起来看            
(4星)	 其实我是看展昭的。。            
(5星)	 哦展昭。。。。。。。            
(5星)	 小时候 一大家人坐在爷爷家的电视机前看电视 特幸福            
(4星)	 开封有个包青天（童年回忆啊）....网上风靡《包青天穿帮镜头》呵呵，展昭大哥插剑鞘...现在的N多版本都真的没法比....            
(5星)	 当年花痴展昭好久            
(4星)	 最帅的展昭！            
(4星)	 好帅的展昭啊～～～            
(5星)	 经典！            
(4星)	 只记得展昭很帅，老包很黑，虎头闸锃亮            
(4星)	 经典啊~~            
(4星)	 儿时的回忆。。。            
(3星)	 鸳鸯蝴蝶梦我记得有一集包公头上的月亮能发光解除什么魔法屏障之类的东西的..这是神话故事么..难道是我记错了.......            
(5星)	 。。。            
(5星)	 当年迷的天天看            
(4星)	 哎，看来看去还是这个版的好看            
(NA)	 当年觉得展昭和师爷有一腿            
(5星)	 何家劲版的展昭很经典！            
(5星)	 片头片尾曲全都记得牢牢得            
(NA)	 剧。几千年来，城头旗换了又换，一切不过旧酒装新瓶；但，这片土地的老百姓，始终在坐等那么个清官、那么个救世主。            
(4星)	 我靠。。我一直以为这是港片。。            
(5星)	 最经典的一版！            
(4星)	 恩  那个闪闪亮的大刀……            
(4星)	 我貌似看过·······            
(3星)	 以前这剧好红，开封有个包青天……这句唱词，几乎成人众人口头禅            
(3星)	 最正派的包青天            
(5星)	 童年记忆            
(5星)	 最爱黑脸老包和帅哥展昭            
(5星)	 经典            
(5星)	 开封有个包青天 铁面无私辨忠奸没办法，看到“包青天”这三个字，这旋律和这歌词就自动蹦出来了。其实还是喜欢《新鸳鸯蝴蝶梦》。            
(NA)	 三个铡刀。            
(5星)	 小时候心中正义的化身。            
(NA)	 包青天活得太辛苦，笑一个吧            
(4星)	 红衣展超，我美好的童年回忆            
(4星)	 现在重播，感觉还是那么好看，尤其是狸猫换太子案            
(4星)	 经典             
(4星)	 劲昭            
(4星)	 哈哈            
(5星)	 虽然现在看有些崩溃……            
(5星)	 新鸳鸯蝴蝶梦经典哦 还是这个展昭经典            
(4星)	 开封有个包青天 铁面无私辨忠奸            
(4星)	 里面人物穿的衣服华丽丽的像戏服            
(4星)	 展昭帅死了。            
(4星)	 小时候过家家的范本。            
(NA)	 也是和姥姥一起看的            
(4星)	 看得是亚视的配音..小时候最爱的电视剧之一            
(5星)	 你和三环路一起来到了我身边            
(3星)	 开封有个~包青天，铁面无私~辨忠奸            
(4星)	 我的童年很幸福~~            
(4星)	 开封有个包青天。。。            
(4星)	 不错            
(5星)	 那时候多喜欢何家劲~展昭诶~            
(5星)	 经典！            
(3星)	 小时候的片子，对剧情没什么印象了。只记得看的时候在刮台风，兰溪还发大水了，兰溪台从早播到晚，外加滚动播放当时的水位。            
(5星)	 小时候的美好回忆阿，包大人            
(4星)	 经典，虽然历史不属实            
(4星)	 豆瓣推荐            
(3星)	 很早 很经典 师爷不错            
(4星)	 当年我能看出恐怖 魔幻片的感觉...            
(3星)	 开封有个,包青天,铁面无私,扁中间...            
(4星)	 经典啊，还有帅帅的展昭            
(4星)	 主题曲很好听哈哈            
(5星)	 展昭，偶滴第一个偶像。            
(5星)	 好多版本~            
(4星)	 当时觉得这脸还真黑啊……            
(4星)	 小时候超级喜欢展昭~~~            
(4星)	 开封有个包青天、铁面无私便种田            
(4星)	 何家劲很man~~~            
(4星)	 开封有个包青天!            
(3星)	 威严的包大人，睿智的公孙策，帅气的展昭            
(5星)	 开封有个包青天 铁面无私辨忠奸 相当经典啊 喜欢            
(4星)	 一遍吃梨一遍长抽刀断水水更流。。。            
(4星)	 我妈说我贼喜欢，我都忘记了……            
(3星)	 纯粹是给何家劲的。            
(NA)	 展昭帅得啊...p.s. 我现在想起包公，就直接指向金超群的造型。那已然成为一种定义了。            
(5星)	 现在还记得那个片头曲。。。。            
(4星)	 展昭~我的第一个偶像~            
(5星)	 电视再播一遍吧            
(4星)	 这结尾曲当时还刻意学的呢            
(NA)	 少年时代的回忆了            
(3星)	 还算有点儿意思            
(5星)	 展昭 嘿嘿            
(4星)	 只记得展昭是何家劲            
(4星)	    开封有个包青天。。。。            
(4星)	 经典之处就不多说了。其他的么，过去看得时候没觉得有什么问题，结果最近无意中看了十来集，发现一个特点：人们的智商在平时都还挺正常的，一到关键时刻就开始直冒傻气。            
(4星)	 那时展昭在我脑子里是无敌的！            
(4星)	 当时觉得何家劲很帅呢            
(3星)	 当年真是掀起一股包旋风~其实我比较关注里面长得比较帅的展护卫            
(4星)	 太经典了  这个包大人那么清廉正直  如果现在也有这种人多好啊            
(4星)	 经典！儿时的最爱啊！            
(NA)	 有人说我像老包，老包啊！！！~~~~(&gt;_&lt;)~~~~             
(4星)	 前段时间出新版了            
(3星)	 哼个主题曲来那啥            
(4星)	 现在被某大叔恶搞了，囧！            
(4星)	 应该没看完吧我？不记得了。            
(4星)	 莽几他了            
(4星)	 其实记不起剧情了            
(3星)	 我看的时候还不知道这是台剧~当时也不流行用帅这个字~大家只说展昭好英俊啊~            
(5星)	 回音版的老包才是最高！            
(4星)	 多的展护卫前来搭救            
(5星)	 好怀念呀~也正是这部电视，让我再也不能接受其他人演的包大人、展护卫和公孙先生了~~            
(5星)	 包青天和展昭题材的鼻祖在此            
(4星)	 经典老片，现在看起来一般            
(5星)	 这个超级怀念的说~            
(4星)	 当时超级哈展昭。。            
(5星)	 啊哈哈。            
(5星)	 大爱怎么这么多呢。。。。            
(5星)	 伴随着小时候的记忆            
(5星)	 虽然我也喜欢少年系列。。但是正统的角色形象非这版莫属。            
(4星)	 哈哈哈 历史的见证 重播永远没它的份            
(NA)	 何家劲，英气逼人            
(5星)	 當年的我，覺得展昭是多么的帥            
(5星)	 啊哈哈。            
(5星)	 不可替代            
(3星)	 当年爆红啊，断断续续总看了几集            
(4星)	 一直很好奇包公头上的月亮是胎记还是装饰啊            
(1星)	 记录            
(NA)	 小学时喜欢的            
(NA)	 何家劲，那个时候觉得他太帅了            
(3星)	 为什么你脑门要刺青？            
(3星)	 公堂那阵势一度给小学同班拿来当笑话            
(5星)	 当时那个展昭啊 迷了好久            
(NA)	 很小时候看的，记得好像有冤枉人的情节~原来铁面无私的包大人也会犯错            
(NA)	 江湖好汉……蹬蹬蹬蹬……王朝，马汉，蹬蹬蹬…            
(5星)	 想到了很小的时候坐在妈妈的怀里看这部电视剧。感动啊。。。            
(5星)	 小时候的经典            
(4星)	 只记得小时候觉得很好看了            
(5星)	 小时候看的电视剧 现在能看进去的真的不多 可是包青天我竟然看的津津有味~            
(5星)	 三年级。。。。            
(NA)	 开封的            
(4星)	 何家劲成就了展昭。            
(4星)	 这个才是真正的包青天            
(3星)	 哈哈，当年多么羡慕展大侠啊。。            
(5星)	 当年觉得展昭好帅啊，可是现在怎么都没印象了呢。。。            
(5星)	 开铡~            
(4星)	 帅哥 当时的标准就是展昭            
(4星)	 作为很久以前的片子，非常靠谱，有味道，就现代片来讲，技术方面不够完美。但是，剧本好啊，演员好啊……那时候的展昭，帅到掉渣啊……            
(5星)	 我的人生~~~            
(5星)	 我相信那时候老百姓的眼球都被这部电视给迷住了 欲摆不能            
(4星)	 新版也不错 原班人马            
(4星)	 昨日开封发大水。。            
(5星)	 太强大了，我们那个时候都在想什么            
(4星)	 从此对包公的唯一印象就是那个样子的，脸一定要黑得跟碳一样，脑门有个月亮弯，后来听某养生娱乐节目说，现在的什么注射肉毒杆菌注射在脑门上，如果技术不佳的话有可能出来个月亮弯，稀奇。话说话来当时的展昭也是超帅的~~            
(5星)	 当时觉得展昭帅死了，还在自家床上站着，披块电视机布当披风。。哈哈。。            
(5星)	 小时候外婆最爱看            
(5星)	 好官好片好人            
(3星)	 開封有個包青天……            
(5星)	 还是这个版本经典。。。            
(5星)	 我就记得咔嚓一声            
(5星)	 每年暑假就开始看，其实我看了还是很害怕的！到现在都记得！            
(5星)	 公孙先生赞的，金超群的包拯无人能敌            
(3星)	 廉正            
(NA)	 我爱包大人,我更爱展昭            
(4星)	 童年里看过觉得最帅的展昭与超有威慑力的包拯很多案件都非常有趣，但现在已经忘得差不多了            
(5星)	 小时候很喜欢这个片子,觉的展招很帅.....            
(5星)	 王~~朝马汉！            
(4星)	 虎头铡 展昭            
(5星)	 我小时候的HERO啊！！            
(4星)	 啊……新鸳鸯蝴蝶梦            
(4星)	 看了评论，我觉得这剧该改名叫《展昭》            
(4星)	 开封有个包青天~~~            
(4星)	 小时候很喜欢看的，其实现在已经没有什么印像了……            
(NA)	 周星星额头晒出的月亮应该追根溯源到这里吧            
(4星)	 当时就觉得何家劲好帅,包拯演的不错,现在觉得还是,就是忽然觉得何的发型有点不好接受            
(NA)	 小时候特喜欢展昭..            
(3星)	 孙鹏帅啊。            
(5星)	 童年梦。            
(4星)	 每一集质量参差不齐是最主要的毛病，有些集非常好，有些就不行了            
(5星)	 早期引起我迷看侦探片的引子            
(4星)	 豆瓣猜出来的 当时看的时候很喜欢来着            
(5星)	 陈世美负情一说，端得上千古奇冤！            
(5星)	 太多小时候的记忆啊...            
(5星)	 绝对的经典啊·· 就是那台词编的··太含蓄了·            
(NA)	 哇哈哈，开封有个包青天~铁面无私，辩忠奸~！            
(5星)	 long long ago            
(3星)	 好小的时候看的，就记得唱的歌是：开封有个包青天。。。。            
(4星)	 那个电视时代            
(3星)	 还行            
(4星)	 还是包公甩令牌够帅。            
(4星)	 童年的回忆。那时佩服包公。            
(4星)	 在无公正条件下对公正的诉求            
(NA)	 xihuan             
(5星)	 前两天和同学唱起来了包青天的片头曲，回味无穷，感叹我们老了。。哎。。。            
(4星)	 开封有果包青天~~            
(4星)	 曾几何时，您开铡刀我也不怕，所以多年之后，即便鬓角飞霜您也依然收视长虹。            
(NA)	 我小时候的梦想就是做展昭            
(4星)	 小时候看这部电视剧总是邪恶地在想“包公怎么还不铡人啊？”还有当时被片尾曲 新鸳鸯蝴蝶梦 吸引了            
(5星)	 经典呃呃            
(4星)	 超级无敌幸运月            
(5星)	 当年为展昭迷，只记得他那身红衣。            
(5星)	 开封有个，包青天~铁面无私，啦啦啦~~~~            
(4星)	 还是这个版本最经典            
(3星)	 猫和老鼠....            
(5星)	 一度忘记了展昭的容颜，却知道他是很帅很帅的。后来再看任何包青天或是展昭，都觉得丑的不配，心里恨了很久。还有他大红的衣服，总觉得太像新郎了。后来才发现，原来大家都和我一样。            
(4星)	 老包的说话语气很个性的说~            
(5星)	 经典的片子。            
(4星)	 还是金超群演的包拯好看啊，还是觉得那时候的展昭好看啊            
(4星)	 没多少印象了……            
(4星)	 开封有个 包青天 当当当            
(5星)	 童年的经典电视剧啊 当时可是着迷了  歌曲也好听            
(4星)	 当年包青天貌似比现在瘦点= =            
(5星)	 这个好怀念\(^o^)/~            
(3星)	 小学时看的电影。当时迷恋展昭，还买了很多“粘贴”。            
(NA)	 忘记            
(4星)	 包青天里的经典吧            
(3星)	 已经记不清具体的了……            
(3星)	 已经记不清楚了            
(5星)	 只记得金鱼那段啦。但从小我就没听懂包青天说话 囧            
(4星)	 当年的展护卫....            
(5星)	 当时大爱            
(3星)	 这个都能找到....日了            
(4星)	 永远的金何范三角。童年幸福的回忆。            
(3星)	 最喜欢这版的展昭。            
(2星)	 没太多印象了.            
(4星)	 展大哥很帅。。。            
(NA)	 小时候爱看的电视剧之一            
(4星)	 很经典的一部讲述包青天的故事。喜欢那一抹飞动的红影~            
(4星)	 那时候。算是最早的一部片子。小学时代。我记得我看过。            
(5星)	 静伴幼年时光的那一片深藏记忆的绝对领域52            
(4星)	 铁面无私包公审乌盘            
(4星)	 虽然年代久远到几乎记不起剧情，但我知道给它4颗星的评价一定不会错。            
(4星)	 天哪！！竟然导演是还珠格格的那个导演啊。。。            
(4星)	 …………            
(4星)	 喜欢展超            
(4星)	 何家劲那时候多帅个小伙儿，现在还是个中年帅哥            
(4星)	 那个时候每个人都会唱主题歌……            
(3星)	 展昭漂亮，公孙先生也秀气。            
(5星)	 绝对的经典。广为流传，金超群的这个包青天形象也仿佛成了历史上包公的代言            
(NA)	 我前不久刚在《读书》上看到一篇文章：关于中国的清官崇拜，讲述就是清官和它带给社会的种种影响。            
(5星)	 今天刚重新看了一遍，就看到豆瓣首页推荐了，哈哈            
(NA)	 儿时看电视的乐趣之一            
(5星)	 最帅的展昭            
(5星)	 经典            
(4星)	 小时候。。。            
(3星)	 哈哈            
(3星)	 就迷里面的御猫殿            
(NA)	 包展公孙的紧密合作，堪称团队典范。男生多半喜欢展昭，侠骨柔情，光明磊落，给我们树立一个好男人的形象，很多年后依然记得那一袭红衣。            
(4星)	 展昭很帅！            
(5星)	 小时侯超级喜欢            
(4星)	 其实我完全不记得这个片子演什么。但是何家劲是我第一个偶像            
(5星)	 何家劲里面很帅            
(NA)	 童年回忆系列 昨日你家发大水···你X变成大乌龟····            
(3星)	 小时的宅女必备电视剧！！帅帅的展昭啊~~~和包公~~~~            
(NA)	 经典中的经典            
(5星)	 昨日像那东流水            
(4星)	 新鸳鸯蝴蝶梦            
(5星)	 那可是和爷爷奶奶一起看。后悔当年不让爷爷给奶奶解说。奶奶不识字，不是很听得懂的。他对奶奶的温情，也就只有这么一点点吧。            
(4星)	 只记得展昭了。。迷恋啊！            
(4星)	 展昭是我的初恋！呵呵            
(4星)	 哈哈哈哈，居然还有这个            
(3星)	 那会相当热衷            
(4星)	 情节都记不清了……            
(4星)	 当年真的很喜欢，呵呵            
(3星)	 想起外婆了。。            
(5星)	 经典            
(3星)	 就对那首歌有印象了            
(4星)	 现在台湾偶像剧都太不严肃了。            
(3星)	 。。。。。            
(5星)	 展昭好帅            
(4星)	 小时候最爱看~            
(5星)	 童年啊童年...展昭啊展昭..口水啊口水。。            
(4星)	 这部剧是用来HC何猫猫滴            
(5星)	 经典啊，那个时候何家劲是我的偶像            
(5星)	 何等经典。            
(NA)	 新鸳鸯蝴蝶梦            
(4星)	 经典啊 狗头铡伺候～            
(NA)	 一直很怀念            
(5星)	 已经不记得他这部电视剧讲的是什么,只记得当时迷到不行            
(3星)	 张龙赵虎王朝马汉还有展昭            
(3星)	 王朝马汉，武则天            
(4星)	 那个新鸳鸯蝴蝶梦~            
(5星)	 绝对不能忘怀 包拯 展昭            
(5星)	 加上片尾曲，五星            
(5星)	 当年最爱何家劲~            
(4星)	 只记得展昭很帅 老觉得包公头上月野兔的标志可以发波……            
(4星)	 记忆中的连续剧            
(5星)	 小学时 最喜欢展昭 何家劲很像刘德华             
(NA)	 童年经典            
(NA)	 最早看的电视剧之一，经典台词：来人，狗头铡侍候。            
(3星)	 开封有个包青天            
(5星)	 当年难道不是必看的么囧RZ            
(NA)	 超级经典 之前看的时候 还是因为自己家里没有电视 还要跑到同学家去看 最近又有电视台在播放 即使是现在在看 也还是很喜欢            
(NA)	 记得其中的神秘部分            
(NA)	 我只记得展昭很帅  是何家劲吧            
(NA)	 《新鸳鸯蝴蝶梦》            
(NA)	 黑爷.月牙爷爷            
(4星)	 想起了童年            
(5星)	 红衣飘飘的展昭，正气凛然的包公，温文尔雅的公孙，一代人的回忆啊……            
(NA)	 从此喜欢了何家劲的展昭            
(5星)	 曾经的经典啊            
(4星)	 没看过的就是没有童年的            
(3星)	 经典            
(NA)	 小啊            
(5星)	 小时候的偶像            
(5星)	 在心中 帅帅的展昭啊···            
(5星)	 与白娘子一样，心中的经典            
(5星)	 儿时的记忆。。。            
(5星)	 那首经典的主题曲            
(5星)	 展昭是骚包            
(4星)	 经典！ 何版御猫~            
(5星)	 童年的记忆            
(4星)	 我小时候特别喜欢展召。            
(3星)	 对这歌的印象很深            
(4星)	 小时候很喜欢看的，而且包大人的月亮太神奇了呀。            
(5星)	 威武。。。。。。            
(5星)	 这版包青天太经典了！            
(4星)	 放了学就开电视，等看这个，在心中地位和新白娘子传奇差不多。            
(NA)	 哈哈 以前喜欢过展昭            
(4星)	 包青天现代还有吗?            
(5星)	 经典。何家劲，武侠小说里的侠就是酱紫。            
(3星)	 那个时间不是包青天就是新白娘子传奇            
(4星)	 歌曲特好            
(4星)	 N年前，都快记不清了            
(5星)	 那时候为了看这个跟爸妈斗智斗勇啊在那么娱乐没有极大丰富的年代，它变成了当仁不让的经典，成为了一个时代的娱乐标记让我们惦念至今            
(4星)	 其实剧情我都差不多忘完了            
(4星)	 何家劲也算是个经典吧            
(3星)	 开封有个~~            
(5星)	 我就爱老电视。。            
(NA)	 哎呀呀，我超喜欢这个！            
(5星)	 何家劲在我心里永远是最帅的展昭~~            
(4星)	 每天都在HC展昭大人中度过...            
(4星)	 童年的回忆啊！            
(3星)	 小时候的回忆            
(5星)	 经典嘛，上周六晚上还和N.N一起重温了            
(5星)	 小时後的回忆            
(4星)	 童年记忆。“开封有个包青天~”小时候，这歌一唱就很兴奋。            
(4星)	 铁面无私包青天，那个年代崇拜的偶像，学习的榜样。            
(5星)	 展昭超帅的            
(5星)	 这部剧的编剧实在让人佩服，不论剧情，语言非常精湛，足令《赤壁》之流无地自容             
(5星)	 超经典的包青天。            
(NA)	 包青天            
(5星)	 就记得红衣的展昭好帅啊！            
(NA)	 儿时最爱唱            
(5星)	 小时候超迷展大哥的~还有长风镖局也是~            
(3星)	 最喜欢这版的公孙策！            
(4星)	 童年童年            
(4星)	 只记得展昭很帅            
(4星)	 那首胡瓜唱的主题曲当时真的是每天都要唱个三四遍……            
(3星)	 真的找回好多童年回忆             
(NA)	 水滨月！            
(4星)	 小时候非常喜欢，一听到开封有个包青天就兴奋。            
(NA)	 经典            
(4星)	 真的很經典。            
(5星)	 经典            
(3星)	 呃 那个时候我实在是挺小的~            
(4星)	 童年的记忆……            
(4星)	 236集的包青天，你赢了～            
(NA)	 新鸳鸯蝴蝶梦。            
(4星)	 經典!            
(4星)	 其实完全不记得这部片子的内容了..只记得小时候特别喜欢..            
(5星)	 看到坏人被正法的感觉很爽~            
(5星)	 年头太久不记得了！            
(4星)	 小时候            
(NA)	 曾经，很喜欢何家劲而且，竟然有金超群的贴纸。。。            
(NA)	 超级好看~~            
(NA)	 小时候好崇拜里面的展昭哦            
(NA)	 霍霍霍……            
(4星)	 记得小时候一过春节我们电台就放包青天……            
(5星)	 何家劲好帅！！            
(4星)	 哈哈，在深圳。            
(5星)	 我人生中第一个偶像就是展昭何家劲啊。。。。            
(NA)	 小时候的记忆现在一个情节都不知道了臭记性            
(3星)	 很早了，剧情都记不清了。不过算包青天题材里最经典的一部            
(4星)	 包哥一届比一届搞怪了，可能先入为主吧，这位形象依然觉得经典，呵呵，在童年里留下很深的印象。那首主题曲，那时一直没唱明白，哈哈，理解能力够差的。            
(NA)	 童年的美好记忆            
(4星)	 哈哈哈，这部戏都有！            
(NA)	 经典电视剧！最喜欢这个版的公孙策了！            
(NA)	 現在看包拯的樣子有點好笑，哈哈！            
(4星)	 小时候觉得何家劲老帅的呀！            
(4星)	 当年巨喜欢展昭哪！！            
(4星)	 没有别的印象，只记得展护卫展护卫展护卫展护卫！            
(NA)	 估计地球人都看过...            
(4星)	 喜欢何家劲演的展昭            
(NA)	 包青天            
(5星)	 何家劲就是展昭，永远的展昭            
(4星)	 歌好经典            
(4星)	 虽然是断断续续看完的, 但很好看.            
(5星)	 看过n部包青天戏~~~~            
(3星)	 黄安的歌很好听            
(3星)	 太经典了……多谢展护卫前来搭救……哈哈哈哈            
(4星)	 记忆中每个周末，都是在家端着妈妈烹制的美味，看着电视里的包青天。以至于现在听到电视声才特别有家的感觉。这是电脑无法填补的记忆。            
(5星)	 开封有个包青天 嗨            
(4星)	 很经典。            
(4星)	 那会我真喜欢展昭大哥 呵呵             
(3星)	 当时也一集一集追着呢            
(NA)	 連烏龜同學都看過-_-||            
(NA)	 喜欢展昭哦            
(3星)	 小时候的娱乐            
(4星)	 片头曲还有《新鸳鸯蝴蝶梦》啊，有没有？！            
(NA)	 耶，那时候是在老爸买回的录像上看滴……            
(5星)	 喜欢展昭            
(4星)	 比那个啥少年xxx好看多了            
(4星)	 范儿            
(4星)	 喜欢喜欢，呵呵            
(5星)	 觉得展昭很帅~~~~~锦毛鼠也很帅~~~~~~~            
(NA)	 92年开始在TVB追。。。追了多少年。。            
(5星)	 经典啊经典            
(NA)	 小学看过，那时候也很疯狂滴。            
(5星)	 哈哈,回忆里的经典,虽然忘的差不多了.            
(NA)	 居然我当年曾经喜欢过展昭...            
(5星)	 何家劲版和焦恩俊版的展昭我都很喜欢。年轻真好！            
(3星)	 听说当年真的有个小孩儿在家玩儿包青天把姐姐给铡了……太危险了。            
(4星)	 基本都忘了            
(3星)	 经典老片呢            
(3星)	 包拯 展昭 新鸳鸯蝴蝶梦            
(3星)	 开封有个~~~~~~            
(5星)	 什么也不说了，童年的记忆            
(5星)	 何家劲借此片一度成为我的偶像            
(3星)	 也好老            
(4星)	 很好            
(3星)	 记忆            
(NA)	 太好看了            
(NA)	 为了看这个被老妈骂啊，泪奔……            
(NA)	 实际上情节忘光光            
(NA)	 看到它让我想起小时候。。。。            
(4星)	 我当年是把它当刑侦片看的~            
(NA)	 永远无法忘记的鸳鸯蝴蝶梦，永远无法忘记的展昭，永远无法忘记的那张月牙黑脸            
(NA)	 蛮经典的单元剧            
(3星)	 小时候很喜欢，现在记不得了            
(4星)	 虽然不记得剧情 但是小时候的回忆告诉我这部电视剧足够经典            
(NA)	 经典            
(4星)	 开封有个包青天 铁面无私辨忠奸            
(4星)	 小时候            
(5星)	 天呐，太经典的老片啦。谁都会唱“开封有个包青天……”还有新鸳鸯蝴蝶梦，哈哈哈，最符合包青天形象的金超群！最富正义感的展昭            
(4星)	 真的是很经典的电视剧，现在看来还是这样            
(5星)	 最好看的一部包青天了～            
(5星)	 童年经典            
(3星)	 不明白小时候怎么就那么爱追...也许因为帅帅的展昭，咔咔，当然还有惊心动魄的情节喇~            
(4星)	 主題歌很搞，很流行。内容一般。。            
(4星)	 我迷侦探剧的            
(NA)	 儿时经典            
(4星)	 经典            
(NA)	 小时候看的            
