http://movie.douban.com/subject/2148680/	创世纪
(3星)	 上下两部实在是看了我非常的久，ＴＶＢ的剧确实是很鸡婆超级罗唆的，这级别超过了珠光宝气了，不过内容和话语还是让我震撼，在钱的面前，人性都会变的！            
(4星)	 超豪华阵容，当年TVB几乎全员出动来拍这部剧，看得出花了很多钱，编剧也很强。            
(5星)	 老片子了 但很好看            
(5星)	 经典。。            
(5星)	 很长，经典，演员演技都很老到，看起来很爽，勾心斗角啊，那个年代的特色！            
(5星)	 长大了再看一遍 不止是tvb            
(5星)	 尽管很冗长,但是看了又看都不觉得厌~            
(5星)	 蛮喜欢罗嘉良的哇            
(3星)	 太长了..本来是四星的- -            
(5星)	 看了有五遍多了吧。神剧。            
(5星)	 罗嘉良演得最成功的电视剧            
(5星)	 一部戏看了七遍三个人实际上是一个人的三面青春 激情 创业土地 规划师 梦想            
(5星)	 这部实在太经典~            
(5星)	 初中时特喜欢看的TVB电视剧！            
(5星)	 虽然长了点。但是里面的演员都是实力派的。喜欢罗嘉良。            
(5星)	 一部很長的片子。- - 跟片名很相近。創世紀。。。            
(4星)	 喜欢张自力 坏也喜欢            
(5星)	 个人认为最经典的一部电视剧            
(5星)	 传说            
(5星)	 两个字  经典            
(4星)	 也算是TVB的经典之作，一播再播，喜欢里面的主题曲。            
(5星)	 绝对的鸿篇巨制，历史无法超越！            
(5星)	 罗嘉良so handsome            
(5星)	 经典中的经典啊，罗嘉良凭着这部红遍天啊            
(5星)	 建筑设计师 帅阿            
(4星)	 就是太长了··            
(5星)	 初中时候周末中央台连播的。。。叶荣添从那时候影响我直到现在了。。。            
(5星)	 我喜欢郭可盈            
(NA)	 always my type            
(5星)	 光看卡司阵容就很NB了。大气，恩怨情仇。许文彪！            
(5星)	 绝对的鸿篇巨制，明星无数多绝对的商战传奇，人性的丑陋在利益斗争中被无情的揭露出来不过疑问是：为了达到正义的目的，是否可以不择手段？太多可圈可点之处了，无愧经典            
(5星)	 第一部30集的眼神。。。演的太棒了（人生的成功轨迹应该是这样，一开始做事不折手段，无所不用其极，后来幡然悔悟，学会豁达大度，为人着想。）            
(5星)	 不知道会不会再看一遍！            
(5星)	 几乎隔年就会重温和回味的经典……            
(NA)	 很适合现阶段看,今天已经看到了23集.看完了。            
(5星)	 谁能有幸经历这样史诗般的一生呢？            
(5星)	 经典            
(NA)	 经典            
(5星)	 跨世纪力作能不经典么，我至少全集看过5遍            
(5星)	 高中时代最后的激励            
(5星)	 港剧中的经典            
(5星)	 爱上Lisa姐~            
(5星)	 特别喜欢            
(5星)	 阵容的豪华到了令人发指的地步。但它也验证了家族剧收视的江河日下。            
(4星)	 初中那会儿的大戏 很好看 只是TVB的剧集不适合重温            
(NA)	 重复看了几遍的片子            
(NA)	 很奇怪，竟然没有看完~~是因为明星太多，剧集太长了么？            
(4星)	 不错的，貌似从初中看到高中呢。里面一个男主角还是演《上海滩》许文强的呢            
(5星)	 tvb的经典            
(5星)	 永远的回忆            
(5星)	 除了演员让人喜爱，这部片的编剧更让我崇拜。            
(3星)	 太长            
(3星)	 看过，但不太记得剧情了            
(5星)	 好长的，很多演员。            
(NA)	 就是很爱看            
(5星)	 我的最爱            
(5星)	 看过三遍了，无聊时就翻出来看看，电视里叶荣添的闯劲感染了我，一辈子是有限的，而努力可以是无限的            
(5星)	 多年之后再看一遍，还是那么经典，每次听到戏中的主题曲还是那么振奋人心，仿佛像在激励自己勇往直前。            
(NA)	 巨经典            
(5星)	 创业人生啊，不过还是有虚构成分            
(4星)	 纠结的...            
(3星)	 比较经典的港剧            
(5星)	 叶荣添是我最喜欢的一个角色,即使我不是大叔控我还是喜欢叶荣添!!! 小时候看就喜欢 长大了看还是喜欢...！ 明星云集的大剧,最重要的是,真的好看!            
(4星)	 不喜欢看纯粹意义上的坏人在那边瞎折腾，所以后半段不喜欢，总体来说，很经典            
(4星)	 刚出的时候就看过了~当时不是太懂人们的纷争~现在回首，觉得，原来就是这样的啊~            
(5星)	 太好看了！            
(5星)	 商戰經典。            
(5星)	 没有永远的朋友，只有永远的利益？            
(NA)	 第二部很差            
(5星)	 又是一部经典港片            
(NA)	 明星堆出来的~            
(5星)	 不知道是看的第几遍了，还是喜欢。。。            
(4星)	 兄弟情谊,商场风云,TVB总能出一些大型的作品,佩服            
(4星)	 两个字：好长……            
(5星)	 106集，看了一个多月，不愧为经典！            
(4星)	 《珠光宝气》和《创世纪》很像，播出的时候都因为太长而为人诟病，但我相信，经过时间沉淀，《珠》必将可以比肩《创》，成为经典……            
(4星)	 就是太长            
(5星)	 不太喜欢这种勾心斗角的剧，不过这部很认真的看完的            
(NA)	 好久之前的事，不记得了            
(5星)	 确实很好看啊  每个人都一点不应付 和妈妈算起来 看过2遍了            
(NA)	 唉，还能找出没看过的tvb片子么            
(5星)	 看过好多遍啊好多遍啊~私人珍藏~            
(NA)	 我很喜欢张自立            
(NA)	 Tim...            
(NA)	 小学。。。            
(4星)	 值得一看再看的经典！            
(5星)	 张自力            
(5星)	 经典。            
(4星)	 一部典型的商战剧，典型的TVB制作模式，但是在这一部上达到了巅峰。众多实力演员，花旦小生倾情演出，人性、亲情、友情、爱情、阴谋、善良相互交织，每个角色都有亮点，很值得一看。其中的励志精神发人深思            
(5星)	 我心目中的永远的经典！！            
(5星)	 无论看多少次都这么耐看。还有古天乐快死的时候，插曲响起，我的眼泪就掉啊掉啊掉，经典= =+            
(NA)	 TVB的大戏总是让人爱不释手，最喜欢文彪和张自力。            
(5星)	 a house is not a home 什么都能挽救 只要曾经真过            
(4星)	 tvb一经典长篇电视剧！            
(4星)	 陈锦鸿死后就没印象了            
(5星)	 高三了，快高考了，中央八台却引进了此剧。每天下自习 每个人都飞奔回家，等着第二天拿来当谈资。            
(4星)	 后面不太好看            
(3星)	 不愧为港剧中的航空母舰。超长剧集的商战情仇，兄弟反目，看起来相当累。个人不是很喜欢这部，不是因为剧情不好，实在是有些部分看得容易血压升高。            
(NA)	 有够长的            
(4星)	 像我这一种男人，学不会怎快乐，就算简简单单幸福的角落，亦未寻获            
(4星)	 经典！现在大爱许文彪，曾经大爱马志强！            
(5星)	 当年跟兄弟们在宿舍看的，一帮兄弟热血沸腾~            
(5星)	 当时大爱啊            
(5星)	 经典。。！            
(4星)	 纠结的人生，TVB真会编~            
(3星)	 一点点无聊，怎么都是丁野的儿子啊            
(5星)	 终于看完了·······            
(5星)	 念念不忘            
(5星)	 经典大戏，但要坚持把它看完真的需要极大的耐心            
(5星)	 罗嘉良的经典之剧~~~~自这部电视剧开始喜欢罗嘉良~~~            
(NA)	 真是复杂啊~~~~~~            
(5星)	 虽然很长但还是觉得当时真是美好啊有这么好的戏陪伴我成长正好在2010年重温完毕从不同人身上看到自己的影子            
(NA)	 家族剧的第一部。非常棒            
(5星)	 阵容强大，很多人到现在都已经变成一哥一姐了！剧情也很不错！怎么创业，怎么成功，这部片子都教会了我们！            
(4星)	 儿时的记忆            
(5星)	 编剧强悍得伟大            
(3星)	 此剧证明冗长不是韩剧特有            
(5星)	 一百集啊...            
(5星)	 商战经典            
(5星)	 叫你不好好珍惜Helen！后悔了吧！            
(3星)	 古天乐            
(NA)	 经典就是经典！            
(3星)	 我不是很哈这部.            
(NA)	 想看第二遍            
(5星)	 港剧的经典            
(5星)	 超爱！！！            
(5星)	 终于看完了，不错，后面用了点快进            
(4星)	 我的第一部超長tvb            
(5星)	 以前就看过，太喜欢罗嘉良了~~就是有感觉。            
(5星)	 最喜欢的TVB男星，最喜欢的TVB电视剧            
(5星)	 明星众多            
(5星)	 绝对是最强大的家族片神作啊，那气势，其中最爱许文彪            
(5星)	 经典商战家族片            
(5星)	 老老老早以前了            
(5星)	 我一直希望海伦和荣添            
(4星)	 蔡少芬和古天乐好配。            
(NA)	 当时挺爱看的。            
(NA)	 好长            
(5星)	 太经典了^_^            
(5星)	 经典中的经典            
(4星)	 到陈锦鸿死之前都很好看。            
(5星)	 巨长啊，不过还蛮励志。            
(5星)	 撒叫经典！就是几麻袋眼泪！            
(4星)	 好看 但是不如之前的台庆剧 回归之后有些东西不得不考虑进去 不够纯粹了            
(5星)	 HELEN啊啊。几么强大的卡司。差1个就四大齐了。            
(4星)	 如果不是太長。我肯定力薦創世紀。            
(5星)	 看过好多遍的经典剧~            
(5星)	 10!!!!!            
(5星)	 06年才看的，但是很上瘾！            
(5星)	 喜欢张自力            
(5星)	 看了无数次的片子，真正看到了随着岁月变迁，一个人的性格变化。。心路成长。。。。            
(NA)	 呵呵 只看了汪明荃演的部分            
(5星)	 真是不错呀 tvb最成功的大作 很爱  陈慧珊 演的律师             
(NA)	 开头在perth拍的。。。很熟悉的场景            
(NA)	 罗嘉良让人又爱又恨 喜欢看这样的关于商场斗智斗勇的电视            
(5星)	 结尾圆满得宽泪满面OTZ！！            
(5星)	 央视很少播港剧，即使播出这部也是把100集压缩成不到80集。。。张自力。。。最可怜的角色            
(4星)	 就是长了点儿            
(NA)	 我只爱看TVB            
(5星)	 叶荣添。            
(4星)	 再大气一些更好            
(5星)	 喜歡羅嘉良.....            
(5星)	  TVB 的长剧经典            
(5星)	 大爱荣添这样亦正亦邪的人物，上等港剧            
(5星)	 喜欢郭可盈、罗嘉良、蔡少芬、古天乐            
(3星)	 总是不喜欢罗嘉良 商战 或者告诉我们没有平静的人生？            
(5星)	 咋有这么无敌的剧呢？》            
(5星)	 看过很多遍~最爱的TVB片，没有之一            
(3星)	 好长啊            
(4星)	 就是太长了            
(4星)	 比珠光宝气缜密多了。。。尤其是陈锦鸿一步一步从好人变成坏人。。。            
(5星)	 最爱的Tvb之一            
(5星)	 这才是真正的奋斗            
(5星)	 无法超越的一部港剧            
(5星)	 张自立~~~！！！            
(3星)	 后知后觉            
(5星)	 属于初中的那段记忆||永远的NO1，不可取替||现在的你是否还会同别人说，你有个很好很好很好的朋友，她也喜欢创世纪呢。。。            
(3星)	 好长。。。记得有古天乐。。。            
(5星)	 父母 兄弟 爱人 事业 这些生命中最重要的东西             
(5星)	 100多集 但仍然觉得未够 怎么说 教会我什么是亲情 什么是事业 什么是兄弟 好男人总是很多人爱的 可惜结局都不怎么好            
(5星)	 小时候看过多次的记忆犹新的经典剧集。            
(5星)	 捞家~~~~！！！！            
(5星)	 罗嘉良！！！！！！！            
(NA)	 阿姐汪明荃。            
(5星)	 大剧            
(5星)	 經典~            
(5星)	 高中时，每天中午一放学，总要以最快的速度骑车回家，为的就是能多看一会儿这部电视剧。超喜欢荣添，这个每次重温时都会给我带来勇气的人物，从此喜欢上了罗嘉良。            
(5星)	 人生绝对是一场夢            
(4星)	 【我最爱的⑩大情侣 之 张自力❤田宁】            
(5星)	 今时今日TVB估计是再也拍不出这样的片子了。            
(4星)	 经典TVB            
(5星)	 粤语版比国语版更好看啊！！！            
(NA)	 實在太拖沓了。            
(4星)	 相爱相杀的典型！            
(4星)	 只看过后面古天乐的部分，张自立演的很棒！！            
(5星)	 神剧~很长~教育了很多道理~每次看收获都会不同~80集~当初对珠光宝气也带有一样的期待~发觉神剧终究是达到神剧的境界            
(5星)	 那个长啊……人那个多啊……还搞了一个系列，一共三部MS……            
(NA)	 在重温            
(NA)	 不错            
(3星)	 没什么感触……            
(5星)	 那绝对是经典中的经典了            
(5星)	 喜欢里面蔡少芬的角色            
(5星)	 经典中的经典            
(4星)	 罗嘉良！            
(5星)	 很经典很纠结。众多一哥一姐和打牌龙套。            
(5星)	 第一第二部很赞 往后有点烂            
(5星)	 很经典很长            
(5星)	 从这部开始喜欢上看tvb            
(4星)	 老子不是那么多时间看长剧的……这很例外的^-^            
(5星)	 心疼自力～            
(5星)	 一个时代的记忆            
(5星)	 TVB的经典            
(5星)	 电视剧频道的十集联播又让我回忆起来这部剧 这部老剧真的很好看 从中可以读懂很多 不同的时间看都会有所领悟 TVB的经典啊            
(4星)	 长剧~看的时候觉得还行            
(5星)	 经典了！罗嘉良大爱啊！            
(5星)	 看一百遍都是可以的！！！            
(NA)	 Promise don&#39;t come easy            
(5星)	 不是老早就看完了的么。。。            
(5星)	 场面，局面都很紧凑，看得时候欲罢不能，很快就将百集看完了            
(5星)	 看过不下数十边，最喜欢的一部电视剧，情节紧扣，在高中看的时候明白了很多励志的道理，喜欢第一步叶荣添刚创业的情景            
(5星)	 让珠光宝气看看长剧是怎么拍的！！            
(5星)	 神作！            
(5星)	 港片，夸张            
(5星)	 很好。            
(5星)	 我愛它 張自力葉榮添什麽的理想型            
(5星)	 每次我心灰意冷的时候 都要看几集 叶荣添 是我爱的男人 并且是我的精神偶像            
(5星)	 全明星阵容~~~            
(NA)	 还行            
(5星)	 港剧里的最爱~            
(5星)	 没法再经典影响我最多的电视剧            
(5星)	 经典            
(5星)	 我心中永远的经典!不标注不行啦!            
(NA)	 恩            
(5星)	 太经典了，就是有点长。            
(NA)	 很喜欢荣添            
(5星)	 最爱TIM            
(5星)	 给六颗星可以吗？TVB最经典的了            
(5星)	 经典港剧啊            
(5星)	 我爱叶荣添，我爱许文彪，我爱张自力，我爱霍景良，我是不是太博爱了？            
(5星)	 TVB剧集中的大爱            
(4星)	 很想再看一遍，可惜太长了            
(3星)	 只记得这个好长            
(5星)	 TVB争气的世纪大局，罗嘉良果然能撑大局。            
(4星)	 Ada            
(5星)	 经典            
(5星)	 目前仍没有港片超越它。            
(NA)	 年轻时最喜欢的一部港剧。。还为了它买了一个游戏印象中。。靠            
(5星)	 叶荣添            
(5星)	 好经典啊。            
(5星)	 喜欢ada            
(5星)	 千禧年的经典，花了好几百买了整套盘，好好珍藏……            
(5星)	 绝对的大片，集齐了当时tvb的最强阵容，可谓是精心打造。            
(NA)	 TVB经典            
(5星)	 经典！            
(NA)	 喜欢的第一部香港片            
(5星)	 06年的夏天在深圳的酒店式公寓里用了两周一气看完，最晚的时候看到凌晨三点欲罢不能。我喜欢Helen，对“扫把星”Tim Yee又钦佩(上半部)又厌恶(下半部)。至于他为什么叫作扫把星，请看Zhang Kai同学06年在我blog上的留言。总而言之，没看过的同学们还是看看吧，后来TVB就再没什么剧超过这个的了。            
(NA)	 罗嘉良先生的几部片子都很叫好啊            
(4星)	 耐心看            
(5星)	 香港长篇中的经典之一            
(3星)	 评价很高的一部剧，可是我就是不喜欢捞家            
(5星)	 TVB的经典之作，明星阵容强大，故事情节跌宕起伏，编剧演技一流            
(NA)	 看过最长的剧，荡气回肠，天地系列终极篇            
(4星)	 很商业            
(5星)	 给五颗星都不够~~~~~~~~~~~~~~            
(NA)	 捞家是王道            
(5星)	 太好看了！太好看了！            
(NA)	 - -太折磨了啊。。。那编剧是BT            
(NA)	 重看，居然花了2年            
(5星)	 TVB            
(5星)	 情义            
(5星)	 大部头~            
(5星)	 商战剧，叶荣添后再无其他。最为钟爱的一部港剧。多年来承载着我心中隐藏的小宇宙。最挚爱的一哥。            
(NA)	 tvb 大爱之剧            
(5星)	 罗嘉良 1999            
(4星)	 确实还是不错的，兄弟善恶，谁对谁错            
(5星)	 嗯 没什么好说的了 最好的电视剧啊 力荐之 无语了            
(NA)	 上初中时在姐姐的推荐下一口气看完了１０８集，经典是我的观后感            
(NA)	 好经典的港片！！            
(NA)	 TVB最爱剧 Helen让我喜欢得不得了 我也要做那样的女的            
(NA)	 看多少遍都像第一次看            
(5星)	 很好看            
(4星)	 商战情感伦理片            
(NA)	 恩怨纠葛中有我最爱的男人和女人，最爱电视剧排行榜第一            
(5星)	 也是看了n遍还是好看            
(5星)	 非常值得看。            
(NA)	   一部值得去思考的电视.很好很好.   喜欢叶容添            
(NA)	 喜欢这部电视剧  很经典的商战片啊            
(NA)	 遥远时代看的            
(5星)	 favorite of the favorites            
(5星)	 还用多说吗？TVB永远的经典            
(5星)	 经典就是经典,不过不知道看多这样的故事会不会变的不信任任何人            
(5星)	 不容错过的港剧            
(NA)	 Lisa是个完美女人            
(5星)	 叶荣添的一生充满了传奇            
(NA)	 超级经典，最近又看了一遍            
(5星)	 叶荣添,你其实很爱许文彪吧..            
(5星)	 爱得不行。曾经败过一套正版VCD，心在淌血啊……喜欢叶荣添            
(5星)	 TVB的台庆剧，演员阵容强大。            
(5星)	 lisa的话就是一本人生的教科书！            
(NA)	 创世纪            
(4星)	 只喜歡古仔和ada那段            
(NA)	 不知不觉就看了不少～～不过始终没全过～            
(5星)	 最喜欢的一部电视剧            
(NA)	 我的最爱            
(4星)	 童年回忆            
(4星)	 比较经典的港剧!            
(5星)	 前50集很棒！文彪的人物设计很棒！            
(4星)	 小时候在电视机前追着看。。。巨作。。。            
(5星)	 看了又看            
(5星)	 TVB经典            
(5星)	 经典啊...            
(5星)	 超经典            
(5星)	 超好看，两部都好看            
(NA)	 这个喜欢蔡少芬            
(5星)	 喜欢陈锦鸿            
(NA)	 看了好几遍            
(NA)	 很经典的创业故事，兄弟情深，背叛，理想            
(5星)	 我最喜歡的其實是文彪和Lisa。            
(5星)	 里面的男女大多都喜欢            
(4星)	 不再讨厌罗嘉良了。            
(3星)	 不错。            
(5星)	 当所有人都阻止我的时候，我要做的不是放弃而是坚持！——叶荣添            
(3星)	 前半部四星，后半部三星，虽然后半部有我爱的古仔            
(3星)	 被压垮的作品            
(3星)	 要是flora拍这部剧的时候没去美国就好了            
(5星)	 又一部经典港剧..            
(3星)	 比较不错             
(5星)	 超喜欢            
(5星)	 情义、名利，不争。            
(5星)	 好长好长，以至于想再看一遍也懒得看了            
(3星)	 有好多我喜欢的演员            
(NA)	 太长了~~~            
(5星)	 莫名的激动.            
(NA)	 香港那点演员恨不得都在这里呢……            
(4星)	 错综复杂的剧情和人物关系，众多“熟脸”，主要还是看郭可盈~~~~            
(3星)	 TVB的大制作，确实好看。            
(4星)	 好犀利的一部剧，劲            
(4星)	 剧集长演员多阵容强虽然很多已经淡忘但是我不会忘记张自力（古天乐）抱着田宁（蔡少芬）在海边狂奔发疯的样子。。再配上 像我这样的男人。。。泪啊。            
(NA)	 那些日子啊            
(NA)	 创世纪            
(5星)	 [MSc] 经典长片 古天乐出现之后的下半部水准有所下降            
(5星)	 一本很经典的港片，看这本电视我当学习的            
