http://movie.douban.com/subject/4124395/	Only You 只有您
(3星)	 ending好笑又带泪~好假出戏好想笑又有点难过~倒是最后的主题比较喜欢到底感情要么付出..            
(5星)	 就是喜欢蒙嘉慧             
(3星)	 三颗星只是因为YOYO             
(3星)	 看完了。。一部蛮warm、蛮搞笑的片子。。结局有点被shock到了，太意外。。但是剧中其实有很多值得思考的地方。。            
(3星)	 小品..发现现在KC演小品真多，为了他看下.yoyo最后一集演的好~虽然他们已经不大配了            
(3星)	 现实中的温馨，没有天上掉下的金龟婿，没有衣来伸手的公主命。但其实，门当户对中有默契相守，患难与共中有真情相惜~结尾收的不好，不自然，小可惜。不过香港市民太牛了，动不动要求改结局，以后我看哪个编剧还敢让人死翘翘？继laughing哥和古灵精探之后，Kaka和阿King又要复活？            
(NA)	 查实蒙嘉慧同郑嘉颖不来电……            
(4星)	 有点煽情成分            
(5星)	 20-24集，看到要看的东西啦，24集30分钟左右，中式婚礼细节和感人的母爱。一口气看到第6集了。。。没找到想要的婚庆业的细节。。。不追了吧            
(4星)	 没想到结局会这样……            
(2星)	 一般，没有想看下去的愿望            
(4星)	 在近年TVB的电视剧里，算是很不错的啦。有些情节还蛮感人。我觉得编剧有点残忍咯。为了成就猪脚那对，硬是要把另一对写了个死亡的结局。我更喜欢另一对的。无条件付出。呵呵。爱一个人，也许就是心甘情愿去走他要走的道路。。。。而放弃自己要走的。            
(4星)	 YOYO和KC养眼            
(4星)	 近年来难得的一部温情又不失幽默的港剧.只是结局一对新人的惨死有点狗血.            
(4星)	 可以看..            
(4星)	 TVB又一反應港人結婚觀念噶劇集，對白很抵死劇情幾溫馨            
(3星)	 当一敏和夏天生正式在一起之后，我就没看了，感觉主线没了，没吸引力了            
(2星)	 结局太变态了吧!!            
(4星)	 最後阿King同Kaka死得太突兀～            
(4星)	 娘的什么烂尾。            
(5星)	 珍惜这一对新人呀!            
(3星)	 down的时候，只想看下港剧，有没营养都无关重要了，只要我高兴。            
(4星)	 港味好片儿~好多笑点~~            
(3星)	 结局狗血至极啊            
(3星)	 看TVB好无力啊            
(NA)	 电视剧里的爱情都是骗人滴            
(4星)	 快速看完~喜欢KC和YOYO的一对，还有很多喜欢的配角，最后一集KAKA和KING的死有点小遗憾~ 但还是不错的~——2011.8.12            
(4星)	 很可爱            
(4星)	 死人死的也太震撼了，有必要么。。            
(4星)	 平淡的过程，狗血的结局……            
(2星)	 第一集弃            
(4星)	 恶俗的结局，为什么要让阿king和kaka死呢？            
(4星)	 中年港女其实真的很可怜啦！            
(4星)	 好久么看TVB，演员们的鱼尾纹盖也盖不住啊。            
(4星)	 有帅哥            
(4星)	 田蕊妮和麦包太cute了~~~            
(4星)	 结局扣一星。            
(4星)	 携子之手，与子偕老。            
(4星)	 还ok啦            
(3星)	 我想我也是日久生情型的。            
(3星)	 对于wedding planner工作的期待加一星。。。不过蒙嘉慧演的中港女开头真的让人很愤恨啊。。。也许要到15集以后才会渐渐柳暗花明？结尾真的很狗血很狗血很狗血很狗血啊。。。我都无语了。。。结尾缘故生生减一星，为了让男女猪在一起也不用这么狗血吧。。。            
(3星)	 没看完，弃之            
(3星)	 难得的小温馨剧，只是为何要有死亡呢？            
(3星)	 现代版金牌冰人，蒙嘉慧老了            
(5星)	 輕喜劇得來又幾溫暖            
(5星)	 五颗星直到28集，结局无法接受            
(4星)	 结尾很贱 为什么不是阿蚊&amp;summer 我讨厌甜姐！            
(NA)	 yoyo本色出演。。。喵。。。。。            
(2星)	 除了蒙嘉慧和郑嘉颖这两个人我不知道这部剧还有什么值得看的            
(NA)	 最后的结局，无语了            
(NA)	 这结局太K了吧= =            
(3星)	 看起来不错···tvb很久不出好片子了            
(5星)	 这剧蛮惊喜的,虽然大打温情牌路线,但搞笑方面也挺新颖的,难得的是没嚼出一点温情戏里师奶片的味道,很多时候都给演员逗喷了...赞一个.            
(3星)	 都可以不用看完。后续：但是看完觉得好好看，喜欢郑嘉颖演的那个SUMMER呀。真爱无敌。            
(3星)	 鄭嘉穎大叔了還那麼帥那麼小夥兒。TVB演員年齡段整體較高 老臉在江湖上打拼多年 就連有些新新面孔都已而立。追了大半 實在無力結局了 就醬紫吧。            
(4星)	 没想到阿King和KaKa竟是这样的结局...大爱麦包和杜太！            
(4星)	 整部剧看下来，开头和结尾都泪了，但完全是两种不同的泪。阿King和Kaka好可怜T T            
(4星)	 最近一部能看下去的剧啊~更新好慢~~            
(3星)	 本來打算4星的，因為蒙嘉慧前半部份做得不錯，笑點到位。但是後半部份不給力。。只能三星了。            
(4星)	 要不是那个狗血的车祸，为了KCYOYO唐诗咏 我一定会给五星的！ 追完这部剧我要歇歇了~   2011开年来唯一一部我比较满意的港剧            
(4星)	 褂裙很好看！！            
(4星)	 越看越好看。            
(5星)	 越看越好看，郑大叔太有爱了。。。            
(4星)	 结局真的让我很意外很震撼。            
(3星)	 越往后看，越是觉得乏味。。越没觉得内容            
(2星)	 没看完，比较一般            
(4星)	 比想象中好看很多……            
(4星)	 后天的几集真的很一般，因为KC才给四星！            
(4星)	 哎呀呀，最后啊King和kaka的结局是在出乎意料啊。。为了给Mandy和summer铺垫也不用这么极限吧？！ 哭死我了。。。            
(5星)	 很搞笑啊~“原来以为他is a man……原来是wo man……”笑死……            
(3星)	 烂尾！！超烂尾！！！            
(4星)	 大结局死了一对情侣，导演也太狠心了，让他们死那么惨，泪奔~            
(4星)	 完全只是看男女主角,结果戏份还好少。            
(3星)	 结局竟然要另外一对死才能在一起~编剧怎么写的剧本~~            
(3星)	 笑中带泪，但是过分狗血，主要在于男女猪脚之间的感情发展不自然，尤其是为了让他们在一起而让楠竹初恋变JP，后来更让一对新人挂掉让人很不爽，为此扣掉一星。            
(3星)	 看着喜气 确实喜气 不过郑嘉颖和蒙嘉慧确实不来电 最后Kaka和景源的结局真是令人痛心啊            
(3星)	 没太大惊喜，郑嘉颖还是蛮帅            
(4星)	 田蕊妮 装嫩让我看的好那啥！            
(4星)	 结局败了            
(5星)	 TVB喜剧，没负担~            
(4星)	 结局很**            
(2星)	 形散神散            
(NA)	 郑嘉颖身材真好。            
(NA)	 每况愈下啊。看得我好忧愁。King和kaka死的真是戏剧化。为了大团圆结局，死的太杯具了。o(╯□╰)o            
(4星)	 结局太狗血            
(3星)	 喜欢看杨秀惠那张肉肉的脸 蒙嘉慧真的老了 跟郑嘉颖一点都不配             
(3星)	 什么狗屁结局！！            
(NA)	 陳美詩果個故事好感人            
(4星)	 想不到结局会是这样的。。。            
(3星)	 结局好狗血，干嘛死这么惨啊？~！！杜太演哭戏不太自然的说。。。            
(4星)	 没有人知道下一秒会发生什么（很合适情侣看的温情制作）            
(2星)	 看不下去            
(4星)	 寻常平淡间的感动            
(3星)	 看完后觉得是一部很普通的港剧,结局很感人,不像TVB一贯的大团圆结局的作风            
(4星)	 其实这样的爱情很完美不是吗？？？            
(3星)	 谁能告诉我这结局如此洒狗血为哪般么？king 和kaka。。。无语。。。太2 了            
(4星)	 又一部新剧，期待一下。花了一个星期，把这本片子看完了，一个个因为结婚发生的故事真的很感人。但是结局真的不好，为什么要这样的结局呢，真的是不喜欢。感觉是用两人的死，来换醒一个人的感觉。真的是败笔啊。            
(4星)	 最后的结局洒一盆狗血，何必呢            
(5星)	 Yoyo的搏命演出！其他演员也都很不错。只是看到最后未免替那死去的一对可惜。中间官恩娜演的一对很搞笑。田姐的家庭问题也够纠结的，但我想大家最终都应有好的结局吧。            
(2星)	 剧情拖沓，偶有感动            
(4星)	  KC和yoyo很衬！一众二三四五线的酱油瓶带出一个个酸甜苦辣的小故事，告诉你结婚是有多难！难又怎么样！一定要幸福快乐地在一起，否则就太对不起观众了！一星扣在罗里八嗦看见就烦的47姐...             
(3星)	 不喜欢结局！！！            
(NA)	 田田真有味道            
(3星)	 一直都很喜庆，很幽默，很热闹，结局却来了个残忍的悲剧，显得那么不搭调，那么突兀。编剧，居然用kaka和阿king的死，来警示活着的人要珍惜身边人。            
(3星)	 麻痹的大烂尾！最讨厌结尾死人搞煽情！分明不是悲凉基调的故事~            
(3星)	 一个开心的戏剧不改有这么一个结局的，就算要牺牲成全男女主，也不用这样吧。。。PS.好多人客串呀，黑社会夫妻那段太好笑了。            
(NA)	 嗯，女猪脚是甜姐。            
(3星)	 蒙女这这女主真酱油了啊~~期待下一部吧            
(3星)	 依旧不是很喜欢蒙嘉慧            
(4星)	 喜歡這種輕鬆簡單的小品單元劇。看著每對新人的點滴和最後婚禮的感動。讓人很能去體會幸福的感覺。馬曉晴的單元更是讓人反思了父母之感恩。唯一讓人悲劇的kaka和king也更加讓人反思。幸福不是必然的。珍惜眼前人是永遠值得去好好學習的一課。            
(4星)	 结局为什么要死一对couple！！！世间最珍贵的事情不是未得到和已失去，而是拥有            
(4星)	 温馨电视剧~~ 可惜不喜欢蒙嘉慧            
(3星)	 一般            
(4星)	 一直喜欢TVB的温馨小品。。严重怀疑大结局又换编剧了，要不然怎会如此脑残！！            
(4星)	 为了化解男女主角的价值观上的不合 牺牲king和kaka太不值了...很温馨一部剧 没有反角也可以看的很投入            
(3星)	 配角的牺牲，只为成全主角            
(4星)	 kaka同阿King……唉……也没换来YoYo和KC的结婚戏……结局真是峰回一转再转/PS：一直想抱怨片尾那个像凤姐一样的姑娘啊……            
(3星)	 第三集            
(5星)	 越看越好看，不过后面结尾有些悲凉。。为什么都大结局了，不能完美呢？！还要死人，明明看了开心的一部剧，最后看完心里有点不舒服            
(4星)	 开头和结尾都有点弱，编剧有happy ending情节，所以牺牲了阿king和kaka成全了summer和阿文            
(3星)	 蒙嘉慧老了。。            
(3星)	 靠，这是谁想出来的结局啊！！！刚开始的时候故事确实挺感人的，可是老毛病再次发作。这结局，让人接受不了啊！！！！            
(3星)	 越到后面越没劲……真是慢的受不了了，最后还为了两个主角能在一起，还牺牲了两个配角，要不要这样呀，突然在最后插入那么一小段又仓促又不协调的情节，真是的            
(4星)	 好好看哪 很sweet            
(3星)	 中规中矩，只是结局安排的那场车祸完全没预料到，也太夸张了点。            
(4星)	 称得上笑中带泪的作品。角色都好可爱，尤其阿蚊summer和斋哥，其实麦包演技和祥仔不分伯仲吧。三处印象深刻：一是阿娟以为阿泽死了，拼命捶他胸口；二是印度式的婚礼，虽然那个老爷诸多挑剔，但有获得就有妥协，很感动；三是最后阿King和Kaka之死，太突然了。            
(5星)	 11.4.3 看完            
(3星)	 越看越喜欢 越看越温馨            
(4星)	 最后一定要搞两个人死才安心吗？！！            
(2星)	 很一般            
(5星)	 看到这样一句评论，yoyo很美，迟暮了也很美，是的，yo有一种岁月也难以抹去的美丽。一部关于婚姻和爱情的单元剧，应该是最近看的最好看的一部TVB剧集。同时也弥补了与敌同行里的小遗憾。CK与YOYO            
(4星)	 除了狗血结局，一切都很好。的确死的很假的说。            
(4星)	 其实这部戏的主角很多!最后kaka同阿King既死真系令人无耐!不过这戏其中一些情节很感人!            
(4星)	 又可以了解一个行业，喜欢TVB的此类剧集。            
(4星)	 本来很好的剧，结局编剧脑残了==个人理想，生活态度，真的可以因为一件事情改变么？这种改变会延续一生么？不得而知。            
(4星)	 最后为什么死咗一对             
(4星)	 中途弃了，郑嘉颖残了            
(NA)	 烂结局烂结局 为了男主女主在一起居然炸死男二和女二            
(3星)	 同第一集哭了 T T            
(4星)	 主打温情的剧 想不到居然有那么多一众小花~~            
(3星)	 又是一轮追剧的苦战...无聊。。。yoyo各种无感 结局各种水            
(4星)	 婚庆公司背后关于婚礼的小故事，单元剧小故事还是很有意思的～家庭温馨片看的还是很温情的～除去结尾太狗血以外｀｀｀            
(3星)	 结尾那场车祸也太悲催了吧。。。。最近港剧的结局都异常的莫名以及狗血。            
(3星)	 比较让人失望的一部片子，特别最后因为那么悲的事，才让人明白了道理，太惨了~            
(5星)	 大爱 郑嘉颖！            
(4星)	 大结局看的好纠结吖.阿king同kaka就这么走啦。我哭了.            
(4星)	 如果是完美的结局那该多好~如果说kaka和阿king不用被车撞死，还车子爆炸那该多好！真搞不懂TVB的编剧脑子里被塞了什么，你要证明珍惜眼前人也不至于让kaka死吧~这么美好的一对~最关键Mandy和Summer最后也没有步入婚姻殿堂啊~网上说的对，有营煮妇是后续~李司棋才是主角            
(5星)	 戏里夹着很多对爱情的思考            
(4星)	 结局怎么这样啊。。。            
(3星)	 结局太狗血。。。            
(4星)	 各式各样的恋爱观、婚姻观、伦理观，百感交集！            
(4星)	 其实我是去看司棋姐的。不过kaka和king也死得太冤了吧！            
