http://movie.douban.com/subject/5401730/	千山暮雪
(4星)	 虐            
(3星)	 虽然其他演员的感觉一般  刘恺威演得还真挺不错              
(4星)	 剧情 取景 演技。。都不错。。男猪脚帅。。女猪脚也看着顺眼了。。大陆偶像剧在进步            
(3星)	 男主演的很好，剧情和女主太虐了。。。            
(3星)	 莫禽兽，实在是太虐了！！！！            
(4星)	 啊。一星给留下肯德基，一星给钱江城市阳台，一星给杭州大厦运河码头，一星给刘恺威演技。。噗。我觉得我好凶残~对结局大不满！再扣一颗！            
(5星)	 莫禽兽真心戏骨。温峥嵘飒，慕振飞帅，萧山每每让我想到石延枫。慕长河和莫禽兽相爱相杀的也很动人。            
(NA)	 楠竹演的真是活了，刘恺威必红！！            
(3星)	 不知如何评价 女主和男主都真心不待见            
(5星)	 好看阿真心好看            
(3星)	 有点雷。。。我一直以为这是一个讲斯德哥尔摩综合症的故事。。。。。。。。            
(4星)	 冲着刘恺威和温峥嵘给的四星。。。女主的颜好在我到后面也看习惯了。。。其实减了的话还是很美丽的。。。            
(3星)	 莫绍谦把“爱是做出来的不是说出来的”贯彻的太好了。。。。            
(NA)	None
(4星)	 编剧很赞。            
(5星)	 女主角圆圆的好可爱啊  皮肤真好啊 眼睛真漂亮啊 头发真黑真顺啊            
(2星)	 额滴神啊，掐死童雪吧…………胖也就算了，衣服难看得受不了啊…………            
(5星)	 好喜欢~            
(1星)	 小说原本就烂，拍成电视剧不能弥补反而比小说更烂！            
(3星)	 追了几集，感觉也看不下去了。匪大的书又被糟蹋了一部，真不应该先看书的，对这部剧失望，失望来自于女演员吧。刘恺威还凑合。            
(5星)	 这样的故事虐到不行了。。。。。泪点低的女生还是绕道吧！            
(3星)	 只看男女主互虐片段            
(3星)	 现在的电视剧道德观完全没底线了吗            
(1星)	 尼玛真没办法勉强自己看下去啊尼玛我还是很喜欢刘恺威的尼玛这女的太幻灭太幻灭太幻灭了！！！！！！长得幻灭演得更幻灭！！！尼玛是哪里找来的演员啊！！！！！！肿么上位的啊！！！！！！！！！！！！！！！！啊！！！！！！！！！！！！！！！！            
(2星)	 超级讨厌僵尸脸男主，太烦这种斯文败类看着就一副阳痿相的眼镜小嘴挫男            
(3星)	 怎虐怎来啊            
(5星)	None
(2星)	 换个女主就好多了。一直想看，可是刚看到她的那张脸就受不了了，只能关掉。唉！            
(3星)	 好想看啊 喜欢男主 但是女主太丑了 还是算了！！！            
(2星)	 还是去回味一下小说吧            
(4星)	 除了女主肥了点，衣服丑了点，还能看，尤其男主，绝对惊喜            
(1星)	 太丑了女猪,真的是猪!跟书上差距大惨了!!!!!!!!!!!!!1            
(5星)	 瑕不掩瑜，更何况女主还是比较耐看的，编剧改的相当不错，刘恺威演技简直没得说，非常有突破，不给5星我觉得对不起这么高质量的剧！            
(5星)	 就是喜欢颖儿啊~~~不管你们说什么            
(5星)	 虐爱之作，重口味的快去看。男主角帅死了，            
(5星)	 痛心的爱，纠结的恨            
(5星)	 我为什么那么喜欢男一号。。。就是这种话不多，有思想，真心就要要行动看的见，而不是语言。。。看的我那叫一个揪心啊，这么认真的看，这么认真的感受，老妈喜欢这种调调的电视剧，推荐给她看~            
(3星)	 没意思····            
(2星)	 演员集体比我想象中老15岁，而且慕振飞也长的太搓了吧。            
(NA)	 拍摄角度很好。            
(5星)	 20集后，觉得胖胖演技进步很大。戏中最深的印象是兽兽三次的哭，一次是孩子不小心流产后，兽兽愤怒掐着胖胖的脖子留下的眼泪。第二次是妈妈死了，兽兽那一场死别。最后是抚摸着胖胖设计的背影玻璃后撕心裂肺的生离。。整部剧我最被虐的是兽兽要去自首时去婴儿房推摇篮的那场戏。            
(4星)	 其他都挺好的。但是女主真心太~~~~~~~~~~~不美丽了！！！！            
(3星)	 揪心是揪心...只是女演员们、真是，尤其主角~            
(1星)	 世间最丑女猪..这个鬼样子.. 让我给负分吧!!            
(4星)	 满足小言的各种幻想，刘恺威真是太帅了，戴眼镜和不戴眼镜的各种帅。。。20年才出一个的帅哥。。。这么说真是很夸张的真实。。            
(3星)	 胖兔越看越可爱，禽兽越看越有爱            
(5星)	 觉得女主长的不丑啊，这长相放一般男人都算喜欢看的了吧，挺可爱的说，男主角有时候看象吴尊啊，演技真是太好了！！万年不看这种门阀斗争恩怨情仇电视剧的我跟着我妈看了一点就看进去了，真心觉得好看啊。            
(4星)	 爱死刘恺威。            
(4星)	 剧情还行，就是很小言很小言很小言。            
(5星)	 说实话还是蛮好看的，比玛丽苏的宫廷剧好多了。编剧演员配乐都不错。刘恺威和颖儿我都爱！            
(2星)	 看不下去，OMG            
(5星)	 结局太尼玛虐心了。禽兽就是一个悲剧，从头到尾都那么那么惨。。。             
(5星)	 年度最佳改编电视剧。胖兔，让审美回归正常吧。。。禽兽，刘会长要红。            
(3星)	 给三星就是冲这男一号的，他演的确实不错，与小说人物严重符合，还有演他太太的也不错，可惜女主还有另外两个男主太差了，否则一定是好剧。            
(5星)	 很久很久，很多年很多年没有这样一集一集的看一部内地剧了            
(4星)	 女主还行吧！把她说的也太惨了            
(3星)	 好虐~~            
(4星)	 好看。这就够了。            
(3星)	 围观莫禽兽ing~~~            
(4星)	 编剧功力，男主演技可见一斑            
(4星)	 很虐心啊，最后几集超好看，海边小木屋很温馨浪漫，大结局很感人。            
(5星)	 我不理解为什么那么多人骂女主，难道他们只是为了看美女？            
(4星)	 莫绍谦这个角色，我会记很久。。。            
(5星)	 果断五星.            
(3星)	 哎- -  越看越无趣             
(4星)	 看完了。刘恺威好帅            
(5星)	 本剧今天追着看了一遍，感觉剧情挺吸引我的，虽然未看到结局，也看到网上对女主角人选的争议，但是单纯就这部戏，以及剧中大部分演员的表现来说，这部戏绝对不是烂片，我之所以打五分，是觉得现在的分太低了，希望为这个据的最终档次和评分，向高一些做定点微薄之力吧~            
(4星)	 冲着匪大才去看的……            
(1星)	 女主先不说，男主的长得。。。特别是嘴！！！他能别老是静态就那摸样么，自认审美很大众，但男主的脸实在实在不能忍受！本来看剧就不多，但若是俊男美女，表演正常，不管剧情是啥都能吸引我，这部剧俺已经无力吐槽了。。。而且QJ神马的，这种不是应该上法制节目么==            
(5星)	 我就爱看了，尼玛你们自己不是个胖子啊，哈哈哈，爱这种调调            
(4星)	 完整追下，刘恺威的歌迷死我了            
(4星)	 我居然看哭了，啥子情况，好虐            
(4星)	 对于这部剧 我真心不知道该怎么说。            
(1星)	 女主角真难看            
(4星)	 继步步惊心之后芒果台又把我虐了……            
(5星)	 威爷帅得没话说，眼神瞬间秒杀了我啊。            
(5星)	 有人撕破脸是为了恨，有人撕破脸是为了爱            
(5星)	 和老三快迷死这个电视剧了。。。刘恺威真是帅啊！。。演技太好了，将莫禽兽演的淋漓尽致~~~            
(1星)	 真的，我都快哭了，能不能演的有点水平，真的不好，毁了这本小说。。。            
(1星)	 引用oo的评论“丢，生命不能承受之雷啊”男的丑，女的更丑，真的是生命中不能承受之雷啊！！！            
(5星)	 相爱相杀 极致的爱恨            
(3星)	 我真心不知道 我竟然一集一集的就这样看下去了这个剧 是图的什么。。我好像也没那么喜欢刘恺威啊。。虽然我觉得他很帅。。anyway 总体感觉这个剧很廉价，女主。。无力吐槽 将就看下去还是可以的。不好看是肯定的，但是也没有那么难看，一般般吧。            
(NA)	 好狗血，我看的好带劲            
(2星)	 看了十分钟。。。。            
(3星)	 一个有初恋情结的斯德哥尔摩综合症患者的故事。            
(4星)	 一个颖儿你毁了全剧啊。。。T T从后十集才适应童雪的单调表情= = 若不是女主肯定给5星 刘恺威真的演的不错啊 全因为你和剧情才给4星啊 大爱匪的书 最后的那个我爱你真的催泪了啊            
(3星)	 看不下去了~~女主啊女主            
(4星)	 我觉得很好看！女一有点婴儿肥，但还算可爱嘛            
(5星)	 真的很喜欢。是我理解的真爱。真爱，不一定要在一起的，但是一定要为对方付出所有的。            
(3星)	 我真的什么电视剧都会看，而且看哭得稀里哗啦了。。。            
(1星)	 情感剧集的没落。再怎么掩饰也不能改变这就是个已婚男人和小三的故事。            
(4星)	 即使对它有万般吐槽但我还是被虐死人的剧情和禽兽的男主迷住了- -。。。。ps本来想打5星的但是最后一集让我改成了4星            
(3星)	 虽然可能狗血...            
(3星)	 编剧是不知道别墅区很难打车的么？？？            
(4星)	 居然迷上了这部剧！！！莫绍谦这个禽兽！！！好腹黑好喜欢！！！童雪的性格比起匪大的书里面太软弱了就是。。            
(3星)	 女主真是各种玛丽苏            
(2星)	 我觉得吧戏是好戏但被某台拍逊了，而且对比下造作的明显            
(3星)	 女主丑得让人忍无可忍！            
(5星)	 世上再无莫禽兽。            
(3星)	 我实在太爱看虐戏了。我承认我心里扭曲~哈~PS：刘恺威整形得好肆无忌惮啊！！！            
(5星)	 还不错的电视剧。花了点心思。            
(4星)	 忽略一切缺点的感想：编剧你帮大忙了，锅边你有点才。以后悲情男主角能不能别那么惜字如金沉默寡言闷骚，早说，多说一句“我爱你”会死嘛？  挑个能hold住场的男主角真的很重要。温峥嵘的演技非常好,很亮。内地言情剧拍成这样已经还算到位了...  这么郁结的天气看了这样一个郁结的结局，心            
(5星)	 除了女主，其实算是很有诚意的一部剧。多一颗星给男主，尼玛太帅了！谁叫我就爱这种穿西服装B的范儿，再说人家的演技和力气也是有目共睹的啊！            
(4星)	 刘恺威好帅的！            
(5星)	 内心戏 很难演            
(3星)	 老子没看完            
(5星)	 我真觉得没那么雷，本来想给4星的，但看豆瓣评分这么低，我就高一点~            
(2星)	 我错了，我不该好信。。。。看书的时候就觉得八点档。。居然还拍成电视剧了囧啊囧            
(5星)	 真爱不息            
(1星)	 一集定生死，总裁烂文衍生的烂片            
(5星)	 真的不错！！爱上莫绍谦了怎么办？            
(1星)	 尼玛，这三观不正的恶心又低俗的剧集是怎么通过广电审核的啊            
(4星)	 女人哎 看这戏 还是很变态的希望有这样一个男人在身边            
(5星)	 这绝对是一部让人惊喜的电视剧，剧情不新颖，主角不算太出彩，服装造型制作都有不足，但是剧情不罗嗦有节奏，每两集都有小高潮，台词给力还不矫情，主角也算有个性，很想让人继续看下去.....这一年看过最吸引人的电视剧...            
(3星)	 男猪脚养眼 女猪脚喔no            
(5星)	 渐入佳境，很不错！男主贴近小说，女主也越看越顺眼，女配气场强啊！男主真心帅啊！            
(4星)	 如果禽兽和童雪在一起了，那我这辈子            
(5星)	 到底是谁虐谁呢？少谦虐童雪还是童雪虐少谦？还是颖儿虐全国观众呢？？？？清纯的女演员这么多，怎么会选上她呢？？？？？            
(1星)	 不知道为什么，人人都有丑恶情节，我接受了烂剧的狂轰烂炸            
(5星)	 这剧哪里雷了哪里雷了哪里雷了            
(NA)	 那么多烂片中，能看到这么一部天天追得片子，不容易啊。。。唉            
(1星)	 群众的眼睛是雪亮的，自己看分数            
(NA)	None
(3星)	 芒果太个bt!!!为什么不在一起！！！            
(1星)	 我就看了两眼传说中的神奇女主！不要嘲笑我！！            
(3星)	 陪妈妈看了两集，如此三观不正内容单薄的小说能改这么多集真是强大。不过还是去不掉的矫情台词……            
(4星)	 刘恺威也太帅了吧！！            
(5星)	 剧情是比较好的，演员演得都挺到位的，都是很喜欢的。有人说女主难看，可我觉得是很清纯很可爱，刚毕业的大学生如果不是这样恐怕又有很多人说是俗气吧，人总是有那么多的要求。            
(NA)	 喜欢虐恋啊            
(4星)	 多一颗星打给男主，女主居然是88年的……            
(3星)	 俩字：坑爹。一星给禽兽，一星给温峥嵘，一星给刘雪华。            
(4星)	 虽然剧情其实是很狗血的胆识由于演员选得好然后演的也不错加上本人比较爱这种自己别扭的一身劲的人类，故，其实我很喜欢看啊亲~~~            
(3星)	 看小说的时候觉得匪思我存文笔幽默，情节洒狗血，实在是一部好的小言；看电视觉得，女主清纯，男主俊帅，情节也很虐心，总之看了没坏处~            
(1星)	 嘛的 女主太丑了！萧山太俗了！            
(2星)	 来看黄片哦            
(4星)	 虽然有点傻逼的造型 但是我还是觉得挺好看            
(5星)	 真心觉得很好看！编剧灰常强大牛逼！！！！！！！！！            
(5星)	 莫禽兽            
(3星)	 爱与不爱谁能决定  你已是我不悔唯一             
(NA)	 笨得像猪的女猪脚。            
(5星)	 结局很悲催····· 郁闷            
(4星)	 我从小到大的斯文禽兽的梦想达成了……            
(1星)	 幕咏飞，你把童雪弄死了，和莫邵谦好好过日子吧！！！典型小女生YY……受不鸟~！！！            
(1星)	 男主角的嘴好丑好丑            
(3星)	 三十集千山暮雪啊终于看完啊 有执念的人让人佩服又同情啊 慕咏飞十年青春换不回一颗浪子心啊 莫绍谦全盘在握却逃不过情感劫啊 简直像看完一本知音故事集啊 观后感是人人都要伤得起啊            
(2星)	 这个女主让人无语            
(4星)	 最爱匪我思存。什么时候开始刘恺威变得这么的帅，从TVB离开之后！来了内地果然机会更多了，非常希望他更好，很帅，整容就是不一样的。大学看过小说，看电视剧非常希望有个happy ending，但是只能和小说一样，大家各自离别了。据说这是为了续集做铺垫，我只是想知道他们最后有没有在一起而已。            
(5星)	 作为有原著的电视剧纵使在选角上不能尽如人意但是演员的演技也补足了。而且故事情节没有太大变动 很忠于原著。口是心非只会让大家都伤痕累累。            
(5星)	 没办法。我就爱着狗血剧情            
(5星)	 虐死了            
(3星)	 弃剧。。帅哥也无法挽救莫名其妙低智商的情感线了。。            
(4星)	 其实也不是那么的难看嘛，我脚的虐恋已经蒙蔽了我对女猪脚五官的欣赏，莫禽兽演的雀湿不错，还好没让小哇演，不然我肿么忍心让他和这种女猪脚演戏%&gt;_&lt;%            
(4星)	 虐心纠结的恋情，无力抵挡抗拒！！！            
(3星)	 这三颗星都是给恺威的～～            
(3星)	 刘恺威就你挑大梁了，看这部剧让我想起一首歌 阿姆的love the way you lie            
(3星)	 为了匪我的原著来看的，也不想多评价什么，就是看小说的时候哭得很辛苦但看电视剧的时候没有            
(4星)	 10月30日看到14集了。            
(1星)	 求容嬷嬷整死女主。            
(5星)	 够狗血，够纠结，爱恨情仇交织的一部电视剧，符合我恶俗的审美观。            
(1星)	 每天都陪母上看个20来分钟，作为连我妈都认识的演员，刘恺威是很帅。不过女主真的丑得让人蛋疼            
(2星)	 看了半集。。这么丑的女猪脚也有人潜的下手？太饥不择食了好吗？            
(4星)	 色戒版一帘幽梦            
(1星)	 虐恋真的不合适拍成电视剧吧。光看预告我就觉得好变态。。就算是真爱，我也劝女主别和男主一起。神经病是该送医院的。。            
(5星)	 我爱刘恺威！！！！！！大爱大爱！！            
(4星)	 为毛要给四颗星？！连我自己都不相信。。。镜头细节处理的太过粗糙 女主肥肥的大只。。但是 但是。。。。男主演的好好喔 完全激起了内心里小受的一面！！！我就爱这样的男主设定！！！            
(2星)	 刚看两集就觉得为什么要宣传小三的爱情啊...这是一种什么精神...长得不好看身材也不好=。=            
(3星)	 看到五集半 没有时间去网吧看了 我又果断弃剧了 像弃吸血鬼日记一样果断            
(3星)	 小说给5分，电视剧抵消了4分，为几位演员的努力给两分            
(5星)	 满足了我对心中言情小说男猪的所有幻想。            
(5星)	 虐的心痛啊..            
(4星)	 编剧男主拯救剧集            
(4星)	 整体来看已经不错了，虽然女主角很苦逼，但瘦下来会是小清新的。。。。大结局是我最爱的原著结尾，手机里留下我爱你神马的，虐shi人了~~~泪奔ing~            
(4星)	 刘恺威童鞋帅得一逼子啊！！！            
(2星)	 这个女猪实在太丑，莫太太整死这个2货吧。。。。。            
(5星)	 男主帅            
(1星)	 真心很差劲            
(4星)	 不要这样的结局呐55555555555            
(3星)	None
(NA)	 修改后的剧本比原著合理一些。张晨光和刘雪华，演技太好了。女主确实胖了点儿。            
(1星)	 女猪太胖！！！            
(4星)	 被虐的爱情            
(NA)	 本来觉得女猪脚就一般丑，看到网上那么多人骂她，我觉得是非常丑了……            
(1星)	 去客厅的时候，瞄到我妈在看，停下来看了一点，第一次看到这么粗壮的女主角，脸那么肿，是去哪里找的。            
(1星)	 真的是太次了            
(1星)	 女主深深地伤害了我…            
(4星)	 男主的演技是大家有目共睹的            
(5星)	 五星给婴儿肥女主，那么多人骂她没演技，为什么我觉得还好？！！！好吧！我近视眼            
(2星)	 毁灭经典啊 一颗星给匪大 一颗星给刘恺威            
(3星)	 三星都给刘恺威 女主角欣赏无能            
(5星)	None
(5星)	 强烈要求拍续集 这样才完整            
(5星)	 I love that story.            
(3星)	 看过匪大的书类型，人物都爱虐。。。这个服装怎么像上个世纪的感觉，女主角也有点怪异，没看电视剧。。。真心觉得还是来不及说我爱你的演员挑的好演得好。。。            
(2星)	      你知道我当初看小说时多喜欢这部小说这位女主角么   可是现在这部剧彻底把我的《千》毁了            
(4星)	 千万不要重男轻女            
(3星)	 场景，道具都不错，演员也不错，就是女主角壮了点，想宣传健康美也要循序渐进啊~~这样太突然了，我一下子接受不了。整部片好像没打光一样暗暗的，我看着看着总产生穿越到民国的感觉。剧情改得不错，演员演得也不错            
(1星)	 我操。。手飞起来了。。            
(1星)	 刘恺威2星，女主-1星，加起来一星。            
(5星)	 大家没有发现现在剧情渐入佳境了吗？而且女主的服装现在也越来越没有那么雷人了。。。其实女主长得也还挺清纯的。。。只是胖了一点点而已，我觉得男女主角还是很符合原著的。。不喜欢的是振飞悦莹和高兴。。。            
(2星)	 呃，看这部电视剧，在考验心理素质的同时，让大多数女孩都变得更加自信！            
(2星)	 看着刘恺威在戏中小表情小眼神儿，还好没毁了莫禽兽~~~俩颗星给他，以后你可以是禽兽专业户了~~~            
(5星)	 真好看！這就是一個女傻逼和男瘋子互相折磨到最後女的變成瘋子男的變成傻逼的能量轉換過程。。。以及周邊無數瘋子傻逼圍繞著他們的故事。。。。            
(3星)	 作为匪大的忠实粉丝，不得不说，搬上荧幕的小说几乎不会得到太多好评~女主角好重口味啊重口味，没气质啊没气质……            
(3星)	 为什么我总是猜得到下一集要演什么 为什么为什么…… 我知道的太多了……JQ太狗血了 好磨叽啊好磨叽……            
(1星)	 看到那个女主角后，我就再也不发忍受了~~ 直接崩溃换台！！ 各种扛不住啊~            
(4星)	 只看刘恺威啊~~~~结局好社会主义啊！！！            
(NA)	  这女的实在太丑            
(4星)	 看到最后决定还不错了            
(1星)	 剧情设计得有问题，人物性格不讨喜            
(1星)	 本来打算陪舍友看的，然而女主角从颜到演技直接将我秒杀。这电视剧果然励志啊= =            
(2星)	 哈哈，原来是为了男主角看的，第一集看到女主角雷死了。。            
(2星)	None
(4星)	 看过小说，男主角和想象中差不多，女主还是更喜欢书里的感觉⋯⋯温峥嵘这些年真的老了⋯⋯既然让童雪看到了手机，应该是圆满的结局吧～～～            
(1星)	 太恶心了，正室的婆婆和弟弟一起欺骗正室，帮小三说话，什么叫被迫娶，尼玛有人用枪指着你娶啊，娶了10年冷暴力，三观好不正的电视剧，原作者是吃屎长大的吗            
(4星)	 瞄过两眼原著，是不是觉得改编比原著更吸引我，觉得女主很耐看很对胃口的我是少见的异类= =~评分这么低真心不至于。。。            
(1星)	 太虐心了            
(5星)	 千山暮雪真的好好看,恺威演的好棒喔,看了之后成了他的粉丝,感觉他身上有种人格魅力和强大的气场,支持他!支持千山暮雪            
(1星)	 = =女主角能瘦下脸不！！看了两秒果断关了！！！            
(3星)	 女主，你真心让我看不下去！            
(5星)	 还是很不错的啊。。。雪儿 还是很好看的啊  剧情很给力刘恺威气势强到爆啊 当年看凤穿牡丹 哭死啊            
(4星)	 除了女主比较胖，电视演的还是不错的            
(NA)	 男主角挺帅的            
(5星)	 纯粹是为了刘恺威  坑爹的结局啊            
(5星)	 结局让我泪奔，只能给五星了。            
(1星)	 360度无死角圆脸的女主和改编后狗血的剧情让我再也看不下去了，现在的电视剧都流行这么娇柔做作揣着演得戏剧表现形式么！！            
(3星)	 再次证明：电视剧成品永远没有原著美。            
(2星)	 一星给刘恺威，一星给原作            
(3星)	 意淫程度远超步步惊心            
(2星)	 我果然老了            
(2星)	 罹患急性胃炎在家休息的时候看了这部剧，看完四集胃顿时又开始疼了。1.女主太丑演技太差2.还商战呢，家族呢，也太幼稚太拙劣了。不过这怨不得编剧，这就是千山暮雪这部书的水平。两颗星，全为了刘恺威。            
(3星)	 我就喜欢变态 我就喜欢虐 让虐心来得更猛烈些吧            
(3星)	 有点傻            
(3星)	 我给刘恺威5星，帅爆了简直，女主太潜规则了扣2星            
(1星)	 太丑了而且温峥嵘的演技太好啦，让我想起天使的诱惑，倒要选演员的时候也不至于这么潜规则吧            
(2星)	None
(3星)	 有道是：越骂越红；全当消遣，何必认真。值得一提：凯威的气质太赞，目前大陆男艺人没有能和他PK的，演技也可以。            
(1星)	 女主一副白痴样 。。            
(2星)	 除了男猪的腹黑的气质，其余都是屎坨坨，一星男猪，二星原著            
(5星)	 很精彩啊！            
(1星)	 女猪脚太丑了            
(1星)	 被女猪脚吓疯了            
(1星)	 我很纳闷这部剧为什么豆瓣评分这么高？女主很残，编剧佷残，有木有？            
(3星)	 我想说……小说比电视剧好看多了……不过刘恺威演的还成~支持咏飞灭了童雪~和莫绍谦双宿双栖~&gt;&lt;~但是刘恺威的发型怎么弄得跟民国片儿似的……            
(5星)	 这剧真是我的调调。            
(4星)	 看完只想说句：莫禽兽，我要把你圈养起来。编剧改编的很好，导演的节奏也很好，男主很给力，完全禽兽感，温御姐演的太棒了，慕振飞的形象也越来越讨人喜欢，每个角色的形象都很饱满，美中不足的一颗星给那坑爹的造型师和女主时而坑爹的状态。            
(3星)	 给三个星只为了刘恺威。。。            
(NA)	 邂逅匪我所思            
(3星)	 不喜欢女主角，演的不好            
(4星)	 一星给刘恺威。一星给温峥嵘。一星给偶尔一个角度还不错的女主。一星给匪大的原著            
(3星)	 我觉得那里面演的比较好的演员是两个配角，一个是张晨光，一个是温峥嵘。发现张晨光比岳耀利还能喊，温峥嵘演霸道的人最合适不过了            
(1星)	 先不说女主长得太颠覆我对小说里人物的YY  这开场的剧情我就受不鸟了 还有女主那一脸苦逼样儿 我勒个去吖 哪是我心目中亦刚亦柔敢爱敢恨的童雪吖             
(1星)	 女主能去死么？谢谢！            
(2星)	 情节改的完全不忠于小说，史上最丑女主横空出世。            
(1星)	 移不动那一颗星的距离期，真的我无话可讲，难看啊。就是男主帅气。其它的不加以评论。            
(3星)	 对女主角无语            
(5星)	 其实看久了女主角也没那么难看。。就是好胖啊,明知上镜会显得更胖为什么就不晓得要减肥。。。            
(4星)	 还是拍的不错的～            
(2星)	 一颗给男猪脚，一颗给他老婆。女主实在是。。无法用言语来形容了。            
(5星)	 好好看！！！            
(5星)	 莫禽兽   噢耶！            
(NA)	 除了童雪的扮演者，其他都挺好的。这尼玛童雪的扮演者是被潜了还是有强大的后台？            
(5星)	 女主差了点。。。超稀饭小说里的莫绍谦。。。。            
(1星)	 给一星因为温峥嵘刘雪华张晨光。想给零星是因为女主。            
(1星)	 为了匪大而看，结果真是，都用iphone还有种民国剧的感觉呀，到处都是暴发户呀，坑爹呀，有木有。            
(5星)	 怎么说呢，一开始是抱着批判的眼光去看的。但是不得不说剧中的每一个演员都很棒演的很到位。虽然改变了很多···还是让我哭了很多次            
(5星)	 今年看的最棒的一部电视剧！！            
(3星)	 小说更虐是因为女主身份的设定还是在校的学生。唉，这演员找得真是。。。如果能让早几年的董洁来演多好。            
(NA)	 这个电视看得我很纠结，对莫绍谦这个男人既爱又恨，才看到第六集，继续等待看            
(1星)	 。。。。。。。。。。。。。。。。。。。。            
(3星)	 十分钟弃，乡土气浓厚。            
(3星)	 終於看完了            
(5星)	 haokan            
(4星)	 后妈的小说好看但不能常看，很容易心碎死，这是看第二部她小说改编的电视剧。看到整体演员感觉上不会差到哪里，只是女主你演戏前不能减一下肥吗？看完后，能不能再拍个番外篇，虽能想像各种美好，可是想看莫禽兽幸福的样子。最后刘恺威，以后姐会很关注你的~~~你不要沉没了，不要接太烂的戏。            
(4星)	 冲虐的痴的份上，我觉得这部剧也挺纯，挺激情的，可是还是有点雷。(有快进过一点点)            
(3星)	 一起旅游那段太有爱了呀            
(2星)	 不是它有多好，而是我有多无聊…            
(5星)	 刘恺威好帅啊            
(2星)	 个童雪真是一言难尽啊一颗星给刘恺威，一颗星给编剧，戏剧冲突写得不错。            
(NA)	 烂到爆，对匪也快粉转黑了吧…            
(1星)	 难看            
(2星)	 男主角很帅，演得很好；女主角和配角太烂了            
(4星)	 剧情还行真心觉得女一应该减肥了再上镜            
(5星)	 老娘快被虐死了 永远像倒数第二集一样不好吗！！！快拍续集！！！            
(1星)	 真让人失望。女主角又胖、又丑，还装嫩，里面有一句台词是“爸妈，你们看，我又胖了”，其实我在心里骂“姑凉，你本来就很胖。”匪大的文都很有质量，但是这个电视剧真不敢恭维。            
(1星)	 这片子三观也太不正了吧，剧情也狗血，男一号就长了一副负心汉的样子，女一号看着挺清纯，就是有些胖。整个剧情感觉就很山寨，太能YY，很难让人信服这个故事。            
(1星)	 讨厌芒果台！讨厌女猪脚！讨厌大饼脸！讨厌改编！各种讨厌！好了，还是回去看小说吧！后妈，求你了，别在糟蹋你的小说了！            
(3星)	 演员选的不好，较差，有些毁了这本小说。            
(3星)	 看完小说的再看电视的，真伤不起，不过男主演得还可以咯，只是知道他是整出来的时候，看他的表演就觉得好僵硬啊！以为结局会有惊喜，木有想到还是和小说差不多！            
(5星)	 你们别这样，我觉得女主角还是有动人的地方的，况且这部电视剧不错啊，分打高一点嘛            
(2星)	 无语的结局，差劲的服装，肤浅的演员，都齐了！            
(4星)	 等了半个多月终于看完了，可竟然没有看到他们在一起，我了个去啊，我要大团圆好不好。            
(2星)	 女主啊，这是偶像剧啊，偶像剧，你颜已经让人无力了，能不能衣裳穿得修饰身材一点啊，咋那么肿涅！二星给男主和咏飞            
(3星)	 我已经无力吐槽女主了            
(1星)	 一颗星是给刘恺威和温峥嵘的            
(3星)	 虐            
(3星)	 这剧要是把女主的戏全剪光就牛逼了。刘恺威好帅好帅~~~            
(4星)	 既然是狗血剧，何必非要做出个开放式结局来找骂？其实还有好多情节不合逻辑...            
(1星)	 吐~女主一脸            
(NA)	 刚开始看，情节很吸引人，还不错哦！            
(NA)	 童雪悦莹都是天人啊，导演也不容易，哪里找来的啊。。。一开始还觉得刘凯威不错，现在越看越觉得像整出来的，整个失望            
(1星)	 我根本不想看，只是评价差，亲，麻烦以后不要改编原著好吧            
(2星)	 为毛我居然会看这剧。。我最近是忒闲还是咋的贱手要去点。。这样的女主是肿么找出来的我擦。。匪大的小说给毁了。。不过这本我本来就不是特别喜欢。。            
(3星)	 叫你改编，毁了佳期如梦又毁了千山暮雪，要不是刘恺威还有那么点儿禽兽劲儿，真想给一分            
(5星)	 喜欢禽兽的眼神。即使外界的批评声强烈。我也不会动摇。其实呢。觉得现在的人真的不理会别人的感受就把话说出来。都不会换位思考的、。说话没经大脑。这就是冷漠的社会造成            
(4星)	 还行啊  莫绍谦真是  邪魅 专制 专注 魅力无限啊 电视剧比小说好看            
(4星)	 我就想打五星不要拦我 对极品腹黑男完全无免疫力 但是这草泥马的结局老子要扣一颗星啊混蛋！！！            
(1星)	 女猪脚是我见过最寒酸的哦，只有李智楠稍微能看下。。但为什么一直白痴地打手语。。手语不流行哦，要学好英语哦~虐恋什么的，最有爱了。。不过这部很虐观众哇。。。屁股电视台当观众全是傻子么！            
(4星)	 禽兽那为爱受伤的痴狂模样。            
(3星)	 还是想吐槽女主……            
(3星)	 女主长的，╮(╯▽╰)╭，女主能瘦点就好啦            
(1星)	 尼玛呀！！！！女主！！！受不鸟了。。。            
(2星)	 结局你妹坑爹啊            
(3星)	 纯爱剧集。爱的卑贱却不廉价。有些剧情和台词还是挺雷人的，不过整体框架及其底色还是可以的。免强给三星。            
(3星)	 太忠于原著了也！这结局坑爹吧！看小说时就觉得坑爹，电视剧怎么照着拍啊！！            
(5星)	  虽然女主的造型太丑了。但是其实还好啦,. 大爱男主...            
(4星)	 只为刘恺威不满意 女猪脚            
