http://movie.douban.com/subject/4046891/	刑警
(3星)	 Carson为什么要死。。。。。T________T            
(4星)	 应该说各种案件除了尺度变大了以外 没有特别高的水准 主要的看点还是人物之间的纠葛  苗侨伟越老越帅是不争的事实  宣萱演技纯熟无可厚非 胡定欣从来没有这么好看过。。。  演Carson的那个在这部剧里表现相当不错            
(3星)	 纯看演员，剧情实在太弱智            
(5星)	 2010年唯一追的TVB剧，自《家好月圆》以来唯一看完的TVB剧，虽然剧情尚有不给力之处，结局也有点意犹未尽，不过演员演得很好，让我发现了三哥这位美好的大叔，追得又兴奋又开心又有心伤之时，很满足。            
(3星)	 看的比较多了            
(4星)	 20101212 老戏骨就是老戏骨 精彩！            
(4星)	 编剧还是有些粗糙，但也算是部好剧，有些案子也着实恐怖。喜欢三哥和宣萱的桥段，追它很大程度因为这两人。因为对赌场风云的印象实在太过深刻，云初恋于MK终于达成完美            
(5星)	 魔鬼之路，可以是由善意铺成的。            
(3星)	 老套路，没新意，需要强调的是黄日华就是个sb。。。            
(3星)	 比想象中的好，最近烦萱萱。            
(3星)	 11            
(NA)	 时间是把杀猪刀 但比较近几年的剧已经不错了~            
(4星)	 大美女演的,怪吓人的            
(5星)	 喜欢宣萱和三哥啊  不过你们不在一起是好玩些但你们在一起我更高兴这个世界本来就不公平，他有一套自己的运转法则，当没能力去改变它时只有去适应它，当有能力去改变它是由有许多的不公平发生，这就是一种周而复始的悲哀我喜欢老男人            
(5星)	 冲着3猪脚，给5星吧            
(4星)	 虎头蛇尾~前20集很喜欢，后10集看得出编剧有点马虎了~最后Carson死了，真是可惜。。。            
(4星)	 二虎  萱萱   尤其黄日华  我是冲着他来的  回忆港片时代            
(4星)	 老男人演的不錯。            
(4星)	 还好，苗侨伟很帅，黄日华后来好阴暗            
(4星)	 Carson为嘛挂了！哎呀，我现在好喜欢王浩信哦~            
(4星)	 算是近年来TVB还可以的戏了。            
(3星)	 感觉悬念不够，都是纠结在证据，证据，还是证据。法律固然有漏洞，地下判官不可取。            
(3星)	 看破案时再看那些高龄演员的谈情，感觉就是那么怪。。。。            
(3星)	 宣萱看着好像没很老，苗侨伟也是。不过黄日华保养得欠点火候。            
(4星)	 那个密室杀人太雷了，完全就是柯南的剧情orz港剧的刑侦真是我的大爱            
(4星)	 你敢说Stone的想法是错的吗？            
(NA)	 没有快进的港剧，难得            
(5星)	 最后搞得有点像七宗罪...            
(4星)	 喜欢萱萱才追的，不错            
(3星)	 看完后，萌上了三哥。            
(2星)	 越到后面越接受不了黄日华的角色。            
(4星)	 剧情不错。就是。老了。全老了。除了三哥还风韵犹存些些。。黄日华已经不能看脸了。萱萱圆了一圈，双下巴啊。。你让我如何当作不存在。超龄的主角阵容。你们能不能多保养保养？            
(NA)	 结尾太仓促了点~            
(5星)	 Carson啊!!!!!!!!!!!!!!!!!!!!!!!T口T            
(4星)	 三哥很有型啊~~~然后卡诗两个挺有爱的，越看越搭——可惜定欣大小姐没拿到女配——阿诗多么给力啊！            
(3星)	 挺一般的~~~            
(5星)	 字幕错到七彩嘅？？！！好睇！            
(4星)	 好锺意MAD SIR囖~~~虽然剧情比较容易估。。            
(3星)	 重口味。            
(4星)	 案件都拍得很好，老演员就是不一样啊            
(3星)	 黄日华 + 苗侨伟            
(4星)	 魔鬼之路，也可以由善意开始。            
(4星)	 近期TVB中算不错的剧,还是喜欢看那些&#34;老人家&#34;演戏            
(4星)	 一如既往地喜欢宣萱。里面发现胡定欣这次演的真是不错！            
(3星)	 tvb剧现在也走双线模式了            
(3星)	 我是看感情线来的。            
(4星)	 苗侨伟这老孩子真帅！            
(4星)	 Stone和夜神月有点像            
(4星)	 这个结局很坑爹啊~~            
(3星)	 和老媽一起看完的, 唉... 港劇真的越來越沒有劇情可言了, 黃日華的演技太贊, 最後一集那個瘋癲的樣子讓我想起了丁蟹...            
(4星)	 carson死了怎能不减一颗星。            
(5星)	 最后stone把手铐拷到MAD手上时 我感动了~            
(NA)	 靖哥康哥都老了~            
(4星)	 我是冲着黄日华和胡定欣去的……可是他们俩都没有好的结局……            
(4星)	 +个星给3哥            
(4星)	 那 做人呢最重要的就是开心            
(3星)	 3.5吧~~            
(3星)	 前10集还行，后面实在不怎么样。。。。            
(4星)	 黄日华前面多好一男人，一想到最后成那样。。咳。。            
(3星)	 Mad Sir太帅了。。。            
(NA)	 本周就可以看到结局了，鸡冻不已！            
(3星)	 忍不住要吐槽一下……中弹流血后还要给做人工呼吸活跃血液循环，Mad sir是桃谷六仙转世么？可怜的男配女配啊。。。            
(4星)	 很反应现实，其实有点同情stone，靠一个信仰活了那么久，到头来所有人告诉他是错的。很多事，在法律和证据面前的确无能为力。            
(3星)	 魔鬼之路，可以是由善意铺成的            
(5星)	 肤浅的被苗三哥秒了....            
(4星)	 本来是奔着宣萱和胡定欣去的~后来发现是部男人戏~不得不说，三哥真是太帅太有范儿了，和stone sir很有爱~让我从宣萱的方便面头和胡定欣的中分当中缓过来~定欣这两年的确受重用些了，但是角色反而没有以前出彩。。。定欣也好，祥记也好,我就说不想他们那么红啊~            
(3星)	 算近几年tvb刑侦局不错的了，但是地下判官这个设定跟去年看的一部日剧一样，跟双面法医也打了个擦边球。tvb现在难道只能靠抄点子才能拍剧出来？            
(4星)	 Carson真喺死得荫工。。            
(4星)	 魔鬼之路 可以由善意铺成            
(4星)	 还是与敌同行好看，一星给强阵。老人的聚会~~~            
(5星)	 分数过低 其实演的算不错的~~~给五星 希望分数能拉起来~~            
(4星)	 进年还看得下去的港剧            
(3星)	 演员是老的好，剧情是仿的妙            
(3星)	 前部分几吸引，后面好一般，无d吸引咯            
(3星)	 一般般, 黄日华演得几好            
(3星)	 3.2            
(4星)	 虎头蛇尾了...anyway, TVB style            
(5星)	 一直都很喜欢看警匪片，这部越来越进步的纠结！很给力的片子！            
(NA)	 妹妹对姐夫是有爱的吖有爱的~            
(4星)	 比较好看的电视剧，我喜欢三哥和宣萱的搭配，我也喜欢胡定欣在这里面的形象，Carson死的很惨，但是无法恨东升，因为开始的时候，他的出发的确是好意。没有人支持他，没有人肯定他，他还背着15年的冤狱，我想说，这样遭遇的人如果可以人生观正常，那才叫奇怪。            
(5星)	 大结局的配乐太棒了！完全把我带入剧情中，意犹未尽&gt;_&lt;            
(NA)	 看至第9集            
(5星)	 难得一部TVB剧我完整看完的            
(5星)	 结局真的很BL            
(4星)	 欧耶！追得挺开心的一部！            
(NA)	 黄叔演技有很大提升，坏人啊~~~            
(4星)	 想不到自己竟然够胆看完            
(3星)	 开头不错，可惜和义海豪情一样虎头蛇尾，人物刻画粗糙，演员表现一般，黄日华演什么角色都是那个表情，剧中案件也很狗血没个好看的            
(4星)	 很紧张很刺激，好久没看过那么好看的TVB剧了。。。            
(5星)	 哎，两部台庆剧我都给了5颗星，因为都很给力~编剧太坏了，竟然让carson死了，伤心啊~还好最后mad sir和阿kim有情人终成眷属啊~anyway，案件还不错，最后我就是很不待见stone sir 咯            
(4星)	 演苗侨伟前女友的江美仪 好美！            
(4星)	 真的烦死stone和kim了！三哥最帅啊            
(4星)	 我真的觉得很好看！怎么地吧！宣萱啊~~~            
(5星)	 一看就停不下来``            
(4星)	 很不错，剧情不落俗套，结局有深度有意思。整部剧集都拷问了很多司法的公平性。地下判官其实，情感上我是赞成的。现在社会需要地下判官，因为现在的社会的良心已经变得很小了            
(5星)	 carson 点解要死啊。？            
(5星)	 精彩，看了又爱又恨，苗和黄的演技超级棒，但是carson的死有点无法接受。            
(4星)	 以暴制暴是行不通的啊            
(3星)	 好不好看只能说是跟哪部相比了            
(3星)	 案子们虽然个个变态，但平均两集解决问题还是太无聊了；还是喜欢黄日华多点，苗侨伟不能再耍帅扮嫩了，而且不怎么喜欢他和宣萱的对手戏，还在那里你不相信我我不相信你吃醋来吃醋去，从赌场风云就觉得怪怪的；卡诗还不错，胡定欣还是少演一点定型坏女人有前途；还以为编剧真的会狠心来一个七宗罪呢            
(NA)	 不喜欢stone sir            
(4星)	 mad sir萌。。苗萱配。。案子又多又紧凑，冧~~            
(NA)	 周末大放送            
(4星)	 一开始觉得好看，后来又觉得不怎么地，但是后来真的是有噱头。            
(3星)	 老演员还是给力的，最后那个场景莫非是模仿七宗罪？是不？是不？不得不说，好失败！            
(3星)	 黄日华不行了还是不要硬撑了五哥还是这么年轻啊            
(5星)	 一个月的时间，终于与A组的同僚们一起度过！            
(3星)	 不可妄求绝对的正义....            
(5星)	 好久没看过这么赞的TVB了 太赞太赞太赞！！！            
(4星)	 很不错            
(4星)	 很久没看过这么给力的港剧了。三哥和华哥的演技超赞，但是刑警里的大惊喜就是Carson！！！强烈鄙视导演和编剧赐给Carson的悲惨结局！            
(5星)	 只是想说，好变态的警匪片，结局竟然是这样~虽然MADＳＩＲ是正面角色，但是我还是觉得ＳＴＯＮＥ是对的～            
(5星)	 黄日华和苗侨伟实在太给力了！            
(4星)	 其实该剧说的问题很现实 法律漏洞            
(5星)	 终于看完了啊！！！            
(5星)	 看得我一把鼻涕一把泪！！            
(4星)	 mad sir 很帅 很可爱            
(3星)	 长剧集 我果然挑战不来 果断的放弃了            
(4星)	 carson为什么要死啊？？？SI东升，你真的应该SI！！！            
(3星)	 宣萱那张拉皮的老脸啊，真的看不得了，想当年演月下红娘的时候是多么水灵啊……两位虎的表演还是很精彩的            
(4星)	 唉，干嘛安排Carson挂掉呢？            
(5星)	 影片虽然是经典的警匪片，但并没有落入俗套。影片中的石东升一身正气，如果是在古装片中他就是一代侠客，但是现代社会由于他无奈的经历，只能演化为一代“魔警”，虽然犯法，但不免引起大家的同情。现实社会，如果有一个这样的人，相信很大一部分人还是认同的，但毕竟电视还是电视。            
(4星)	 其实剧情一般,只是苗侨伟太帅了~~!!!            
(5星)	 还没有看完就忍不住要来评级一下了，因为实在太好看啦。尤其每一集的结尾都会悬疑地让你去看下一集。好喜欢Mad Sir，呵呵，看来对射手座男人很是没办法，不知道结局怎么样，期待中......            
(3星)	 里面的案情真残忍，看完后应该挺多人会留下后遗症吧，我想，不管了，我答应自己这是最后一部电视剧！            
(5星)	 是冲着黄日华去看这部电视的，不过电视真的很精彩。            
(4星)	 三哥是我看这部剧的主因，老男人越活越有味道，虽然案子不是很精彩，不过还是有很多出彩的地方，双重人格那个案子就看的我睡觉都有点怕怕。            
(4星)	 看到carson死佐，好不捨得。。。阿詩好可憐。。。PS：TVB的撞衫情況很嚴重！！~追看很久的戲。。。            
(5星)	 前面很不错 但是现在20多集就感觉太仓促要结尾了呢。。。。            
(4星)	 华哥的深眼袋，三个的眼角纹。于是穿越回去看射雕            
(5星)	 mad sir！太喜欢你了。            
(NA)	 郭靖杨康重现江湖，不过这次是黄日华亦正亦邪，苗侨伟还是挺帅滴            
(5星)	 苗侨伟啊~~~~~            
(NA)	 快闪最有爱了=0=虽然我一开始是冲着黄日华去看的……            
(NA)	 我爱三哥。            
(4星)	 不错            
(4星)	 就Carson的死，不能不说是跟Mad sir有很大关系，你找个人做卧底就好了，人家做到一半找你来帮忙你还脑瘤发作，然后发作完人都死了。之前Mad sir就诚实导致人家坐了15年的冤狱，在后来又派个卧底还想把STONE给抓进监狱，这都上辈子做了什么孽啊？！            
(4星)	 这个警察我觉得有点变态掉了            
(5星)	 戏本身给4点5，但是三哥、华哥再加上萱萱，这部戏就不能不力荐了！            
(4星)	 stone真的成魔了。             
(4星)	 还算不错的一部剧            
(5星)	 TVB今年最好看的一部刑侦剧            
(4星)	 喜欢mad_sir这样的男人            
(NA)	 　石东升(黄日华)，重案组沙展，十五年前是一个正直火爆的警察，因一时冲动，牵涉一宗谋杀冤案，被判终身监禁，坐了十五年冤狱，因为有新证据发现而被无罪释放。　　升出狱后，表面上对冤狱一事表现豁达，只要求复职当回警察，但暗里却执意要查出当年冤案的真相，誓要把真凶绳之以法。 但当升查知冤            
(4星)	 故事还是不错的，而且情节往往出人意料，喜欢~            
(4星)	 会记住最后那句话，“魔鬼之路，往往是由善意铺成的”。            
(3星)	 结局亮            
(4星)	 还在追。。            
(4星)	 好喜欢MAD SIR。。。。。            
(4星)	 正在看            
(NA)	 2010.12.08            
(4星)	 老面孔，刚开始有点老套，后面越来越精彩            
(NA)	 呵呵，总体来说不错，可是觉得少了些什么，也许是当初的那些感觉            
(5星)	 比《公主嫁到》好看多了            
(4星)	 郭靖杨康            
(4星)	 三哥~~~~~~            
(4星)	 苗三哥和黄Sir确实老了,眼角纹很深,尤其是黄日华,想当年演天地豪情里的甘树生多帅啊,三哥倒是越老越有魅力了,年轻的时候反倒没什么感觉,剧情不错            
(3星)	 继续肥皂生活            
(4星)	 有点突破的警匪片            
(4星)	 这世界充满了神经病            
(4星)	 烂尾的感觉= =            
(5星)	 越后面越精彩。最后的画面好            
(NA)	 stone sir 后来变得阴险可怕啊，果然15年的错判冤狱给他造成很大的心理影响。mad sir 正义的象征，好男人。            
(NA)	 观看中            
(5星)	 黄日华演的很给力            
(2星)	 还好啦，消遣。            
(5星)	 演员阵容很给力，老帅哥魅丽不减当年。            
(4星)	 觉得苗侨伟比黄日华帅气~            
(4星)	 点解要Carson死啊~~~~~~可怜的诗啊~~~~~~~~~~            
(NA)	 黄浩信就是我的菜！！！            
(4星)	 宣萱我一直喜欢，三哥还是帅但过于lightman，二妹姐啊虽然老态还是可爱。。。如果没有黄日华和小定这部片子就更喜欢了。tvb你敢不敢多拍几部探案片给我们看？(编剧是硬伤 其实是三颗半了)            
(5星)	 为了风度犹存的黄叔叔，也要给五星！整部剧都很不错，三哥给力萱萱给力连胡定欣小妹也很帅气很可爱~            
(5星)	 都是喜欢的演员            
(3星)	 很少这么追一个电视剧。“郭靖”不再是那个郭靖，“杨康”也不再是那个杨康~~~            
(3星)	 看到8集看不下去了，情节太简单，很墨迹，人物冲突很单一，没什么新意，就是传统的港片，在这么下去，要放弃港片了~~            
(4星)	 HK的警匪片，年少时的回忆，好中意！            
(5星)	 很精彩呢  爱死苗侨伟了            
(5星)	 魔鬼之路也是可以由善意铺成的。。。            
(3星)	 开头很吸引人,可是谜底揭开的太早,后面都没太大意思了;套用剧中的一段话:&#34;魔鬼之路,可以是由善意铺成的.&#34;            
(4星)	 歲月催人老啊，黃日華的特寫鏡頭很驚悚了，三哥倒還仍然風流倜儻            
(5星)	 黄日华的演技 三哥好萌\(≧▽≦)/            
(5星)	 比读心神探好多了。            
(NA)	 后面越发的没意思~~            
(3星)	 不得不说,毕竟是老江湖,&#34;四哥&#34;和&#34;靖哥哥&#34;威风不减当年,不过毕竟是岁月不饶人,总是一代新人换旧人啦!TVB一直都很适合拍警匪片,想我最早还因为看剧想当法医,儿时梦想了,也亏得TVB把各种事件杀人方法都想透了,这年头,编剧也不容易啊            
(4星)	 每个案子都是重口味            
(3星)	 港剧就是港剧，逃不出一贯的套路。前一半尚可，后一半感觉是为了人物编剧情，有点牵强。不如陀枪师姐。            
(5星)	 从《射雕》到《刑警》，时间真的是一把刻刀，但我反而觉得现在的他们更吸引我，这部剧里面有扣人心弦的案子，有每个演员的精湛演技，我怎么能不给五星呢？            
(NA)	 我承认我是冲着苗侨伟和黄日华看的，，，，，            
(4星)	 这么大岁数还这么有魅力，没道理呀没道理……            
(3星)	 浮夸啊！！！！            
(1星)	 编剧还停留在10年前的水平，能写这种一出场就让人看出谁会死掉谁是凶手的剧情请自重。            
(3星)	 虎头蛇尾不好看，剧本糟糕，浪费好演员。。。            
(4星)	 结局不是我想看到的，我很难过            
(4星)	 94喜欢黄日华和宣萱~；郭靖和杨康都老了，哎，时光啊，祭奠下；港片的亲情总是让人很感动，觉得很温情！感情线太复杂了吧？！三哥，哇咔咔！每个人心中都有个魔：魔鬼之路，可以是由善意铺成的！            
(4星)	 结局不美好！全剧里最喜欢的Carson死了！！！            
(2星)	 编剧也是个花心货，案子和身边事交织，不过失去以前港剧的耐心和认真，非常轻浮随意地掠过，想什么都包括，结果什么都讲不好，构思已够不上脉络了。撑到黄日华变坏后，彻底没了兴趣（跟他没关系），哪天也许还会看完吧。            
(4星)	 靠！CARSON竟然真的死了！！编剧你妹的 我要去导演的微博里哭！！！            
(3星)	 三哥宝刀未老!            
(3星)	 因为法律的漏洞而变坏的警察，越看越心寒            
(3星)	 受不了黄日华，以为自己很大牌！！            
(NA)	 多年后的黄日华，苗侨伟，依然魅力相当！            
(4星)	 2010年            
(5星)	 爱mad 苗侨伟            
(3星)	 情节还是很吸引的            
(3星)	 正在看的港剧，警察题材的我是不会放过的，虽然这部片子里不是青春偶像明星云集，不过老牌香港影视演员的场也是要捧捧的~~            
(2星)	 虎头蛇尾 浪费了好演员            
(4星)	 TVB最近这两年难得好看的警匪片。            
(2星)	 话说，剧情挺烂的，还没柯南精彩噶...反正看了头就知道结果了！            
(4星)	 虽然编剧有这样那样的漏洞，但是不可否认很久没有看到这么深刻体裁的港剧了，黄日华，给力！            
(3星)	 剧情有点老套，案子查起来特别拖沓，纠结，看得很不痛快。可能跟这两日看多片子相关，以及跟之前看的《读心神探》节奏感比较快，而较合我口味相关。不过三大主演我都很喜欢，宣萱真的怎么都看不出来年纪。。。            
(NA)	 两虎之争，不在红颜~~            
(5星)	 很不错 很好看            
(3星)	 TVB的刑警类片子已大不如以前了，案情较粗糙，人物心理也不够细致，但这部在今年也还算可以了。。。            
(4星)	 TVB近几年算是比较好的破案片            
(3星)	 只是为了看三哥和宣萱，消磨时间。我喜欢的TVB演员都逐渐淡出无线，还是去看吸血鬼吧。            
(4星)	 喜欢三哥 但是觉得黄日华 能不能去整下眼袋- - 看的满揪心的            
(4星)	 个             
(4星)	 结局增加了好感度。。。。            
(4星)	 岁月不饶人啊，黄日华和苗乔伟的皱纹可真不是吹的            
(3星)	 我是为了五虎将看的，三哥还是那么有型，宣萱的戏份太少了            
(4星)	 结局不给力啦            
(4星)	 我对宣萱和mad sir失控了            
(4星)	 喜欢看警匪是其次的，主要是冲着苗侨伟来的，大爱三哥呀            
(NA)	 为什么黄日华猥琐成这样了呀。。。。。            
(4星)	 案件经典，没什么新鲜的，凶手也出现的很早，主要看怎么收集证据，最主要看点就是看两位主角之间的争斗，整部剧都很紧张紧凑，没有烂尾。Mad sir真系好型呀~~魔鬼之路，有时是善意铺成的。            
(5星)	 Mad Sir真是太帅了~            
(4星)	 很不错的一部电视剧，每天都在等着更新，我在想是在什么样的情况下，一个人的心理会走向扭曲。            
(4星)	 必须演技派            
(4星)	 不錯  惡魔的道路往往是由善意鋪成的            
(3星)	 三哥。            
(3星)	 无剧情。和TVB之前的侦探破案的片相差甚远。            
(3星)	 结尾。。。            
(4星)	 没以前看TVB警匪片的激动了，难道质量下降了。（钥匙那个桥段引用了柯南里的）            
(4星)	 真是老当益壮，很精彩            
(3星)	 破案唔得，感情戏又唔得，实在追不下去了，加多粒星比三哥            
(3星)	 杨康蜀黍与郭靖蜀黍的重逢~            
(5星)	 苗侨伟太有味道了!!!Carson好可怜啊~            
(4星)	 又爱又恨的一部戏呀。。。            
(3星)	 没结局的结局啊。。。            
(4星)	 很喜欢Carson啊            
(4星)	 不习惯黄日华变恶人            
(4星)	 Carson呀。。。            
(4星)	 虽然我还没看《义海豪情》，但我已经觉得这部片比《义》好看，后者张力太大，太刻意，我还是喜欢三哥邪邪的笑多一点~~捧红一个王浩信，第一次看黄日华演反派，值！            
(4星)	 三哥太帅了            
(3星)	 我以为有推理~但没有~~            
(3星)	 stone sir  太讨厌了  看着看着就像扁他！            
(4星)	 港片味十足，几分惊悚，让人越怕越想看            
(4星)	 看的挺不给力的！            
(5星)	 当杨康爱上宣萱，可是宣萱的心里只有郭靖。。            
(5星)	 蛮好看的，天天都有看            
(4星)	 主要是喜欢苗侨伟。            
(4星)	 不错啊，还蛮喜欢carson的啊            
(4星)	 三哥、华哥都給力，不过我还是比较喜欢三哥。。。            
(5星)	 好看~~~苗侨伟 迷死了            
(5星)	 蛮吓人的。。是我胆子小 还是各位的胆子大啊。。            
(NA)	 看了好久啊。终于看完了。蛮赞的。现在我要去看看83版射雕。看看苗侨伟黄日华当年的样子。嗯。            
(4星)	 苗侨伟不错            
(5星)	 苗侨伟真帅！黄日华真悲剧！            
(5星)	 卡诗很有爱～可惜最后是个悲剧，这咋整的捏            
(2星)	 这片子我看到10集再也看不下去了            
(5星)	 好久没有看到这么好看的警匪片了            
(5星)	 冲着两个老将看的，最后喜欢上了胡定欣和王浩信的组合            
(5星)	 三哥！！！！！            
(3星)	 【“魔鬼之路，是可以由善意铺成的。。。。”好像是圣经里面的一句话吧。。。呃，我不是基督徒】            
(NA)	 刺激            
(4星)	 比三哥噶角色深深迷住啦~ 老戏骨不愧系老戏骨，三位主角都演得好到位~            
(4星)	 苗侨伟挺帅。。。黄日华老了好多 不过演技不错            
(4星)	 carson不走就更好了            
(4星)	 后面的案子越来越重口味……            
(4星)	 虽然有些模仿的痕迹，虽然有些人的演技不咋地，虽然有些台词白痴······但因为有黄日华、苗侨伟、宣萱和胡定欣，4颗星~            
(4星)	 在现在的tvb中算好看的了!            
(5星)	 魔鬼之路，可以是由善意铺成的！STONE SIR，一个正义十足的警察。始终未放下十五年的冤狱。知法犯法这绝不是对正义的解读，每个人都有自己的责任。季羡林老先生曾在书里写道：对大多数人而言人生是没有意义的。自以为是的英雄主义只会害了自己和家人。对于现在社会的公平，绝大数人都在质疑。法制和人            
(5星)	 趕在2010結束之前慶倖我看了部好劇！認識了這位雖然老但魅力不減的大帥哥！我愛Mad Sir~~~            
(5星)	 其实挺好看的~ 可是靖哥哥最后变坏啦~不要不要 我不看啦~ 苗侨伟也美男迟暮啦 想当初那个杨康~ 口水口水~            
(4星)	 黄日华的鼻孔好大！！！案情太简单了，感情戏又很敷衍，都不知道感情是主线，还是案情是主线。在里面mad sir 真不错，不管是在公事，还是在感情方面。觉得他哄女生超有一手，值得学习。            
(5星)	 苗侨伟越老越灵 嘻嘻            
(4星)	 我表示很想看又看不到……神啊给我一个翡翠台……            
(5星)	 强烈推荐三哥的表演超级棒，很赞            
(2星)	 现在TVB的电视剧情节都太经不起推敲。我觉得黄日华也没有表现出来主任公的心里变化, 表演过于流于表面. 编剧啊, TVB不能花钱花功夫在编剧上面嘛。 有时候宁愿看老的港剧也不愿看新剧了。            
(3星)	 两个中年男人演技都未褪去，还行            
(NA)	 结局太仓促了！Carson怎么就这么没了呢？阿诗怎么办呢？！Mad和Kim结局虽好，但太戏剧化了点，相比之下，编剧对阿诗太苛刻了。            
(NA)	 这部拍的有点恐怖的。不能忍受Carson死掉。青云和正初在这部剧里圆满了。            
(3星)	 果然是岁月催人老啊。。。。没想到Carson最后居然死了。。            
(5星)	 很好            
(4星)	 当年五虎的两大将+萱萱的组合很美好 作为警匪片的质量说句实话不是很高 尤其后面几个案子 华哥近镜头表情是让人感觉到岁月沧桑 三哥很潇洒 萱萱成熟了哈 PS:依旧强烈感觉TVB后备不足啊            
(4星)	 看完义海看刑警，觉得胡定欣好分裂            
(3星)	 期待下集。。。            
(5星)	 喜欢萱萱            
(4星)	 mad sir很好            
(4星)	 黄日华，处女男            
(3星)	 两个老人家~            
(4星)	 还凑合吧。            
(4星)	 为什么让carson死了啊  我恨编剧!!!            
(4星)	 为什么要让carson死……我表示很不解很诧异很气愤很抓狂，不过阿诗太看得开了，竟然很快就开心的活着了……好歹怀念一阵……吧……期待王浩信下部片了，火了！！一个carson倒下了，千千万万个王浩信站起来了！            
(4星)	 虽然不年轻了，但是这两个sirs还不错            
(4星)	 看着这部句点之作~回忆的尽是从前~岁月留下的痕迹和不变的记忆~            
(3星)	 还是不错的，虽然好多老面孔~~            
(NA)	 看不下去 天那~~            
(1星)	 完完全全的山寨剧！太太失望了！什么都搬过来抄！一点诚意也没有！狗血！            
(4星)	 虽然演员都老了，不过拍的很不错            
(4星)	 还以为石东升出来会成为一个超级好警察，没想到竟然是这样的结局，没想到~~~            
(4星)	 最后，让我无尽的腐了一次。。。            
(3星)	 果然3哥最帅，落入宣萱魔掌啦，命苦啊我~            
(NA)	 也就那么回事吧            
(4星)	 反正就是，比我近年看得所有的TBB（其實也就三套= =）都做得好。Stone這個角色雖然突兀但至少很豐滿。案子做得雖然有點模式化但至少有點猜頭看頭（頭兩個除外）。最後的結局然我恍然了《七宗罪》和《肖申克的救贖》，不過始終還是弱化了電影的強度。所以最後三星半四捨五入得四星。            
(4星)	 案件比较重口味 可惜都太仓促 不过重点不在此 靖哥哥+杨康的老男人组合之魅力才是看点            
(5星)	 好看 好听 好好欣赏 ！！！            
(4星)	 苗侨伟啊！！！！！这个角色好中意啊            
(4星)	 老帅哥人人爱            
(4星)	 狂粉MAD SIR~            
(3星)	 一线之隔，会有截然相反的结局            
(3星)	 没看完。太老套了。            
(5星)	 还不错呢，除了结尾有点俗            
(4星)	 黄日华老啦，苗侨伟老啦，宣萱老啦。。。            
(4星)	 觉得卡神很帅，哦            
(3星)	 28集Carson死的时候哭的稀里哗啦的，好喜欢Carson啊，感觉戏剧的冲突来的太刻意 。8过，我开始喜欢苗侨伟了也。            
(3星)	 Carson不能死啊            
(4星)	 最初是为了三哥和宣萱。。。现在依旧是。。。            
(4星)	 靖哥哥疯魔了表示接受唔到咯~~~            
(3星)	 案件细节，更复杂暴力了～            
(4星)	 十几年前的排挡，今日换过来演。有人说，mad+stone，是疯狂的石头。。。我疯鸟。我真的对TVB很有感情，我希望TVB能拍出能更多影响一代人的作品，就像影响了我一样。            
(4星)	 夕阳红演技好!            
(5星)	 苗侨伟帅呆了，五十岁的人，三十岁的性感~~~~~~~~~~~~~~~            
(3星)	 结果太让我失望了！！            
(4星)	 为了看三哥（和宣萱）！！！！            
(3星)	 越看苗侨伟越赞~~~            
(3星)	 感觉就是日剧的JOKER 不被原谅的搜查官            
(5星)	 最爱三哥            
(5星)	 黄日华演变态真合适！            
(4星)	 结局居然是这样，carcon真的死了 我以为死不掉的呢。唉，当年的杨过哥哥跟郭靖哥哥啊。。。。。            
(4星)	 总算出了本能看的警匪剧。。。            
(5星)	 看到后面比义海好。。            
(NA)	 最后几集看得毛骨悚然，对这个反派大叔一点爱都木有。还差十分钟结局的时候心想，与敌同行跟此剧比简直就是青春励志剧啊，结果竟然又吐便当了=。=            
(4星)	 起码不烂尾了            
(4星)	 大爱tvb的警匪片            
(3星)	 都是老人嘞~~~~~开局还不错，越到后面案情太过简单，剧情矛盾，漏洞一堆，还把carson给写死了。。。唉            
(3星)	 前一半还不错，后面情节就弱智了点            
(3星)	 看了6集，貌似就随着TVB刑侦剧套路走，演员虽有点老，但还是蛮喜欢的。不知后面如何啊，期待一下把对于这样的结局，还是比较少见的，没有看到stone sir的回头，比起其他剧到最后主角的必定幡然醒悟，觉得还是挺抓住我的心的。可惜carson死了，真的好可惜，是我绝对没有想到的            
(5星)	 Stone &amp; Mad宝刀未老，赞！这部剧胡定欣牺牲大了 不过确实很性感            
(4星)	 有三哥，直接给四星            
(4星)	 以后看到黄日华就去揍他。            
(3星)	 还没看完呢。结局估计stone又要搭进去了。╮(╯▽╰)╭            
(3星)	 看了两集，原因不明的被我弃了            
(5星)	 非典型的TVB经典侦探剧，没有模仿，没有曲折离奇的案情，除了最后仓促的结尾。            
(5星)	 carson就不能不死么            
(4星)	 决定修改减一星，不过最后那句话不错            
(2星)	 在看巾帼大结局之前想给三颗星的，可自从看完后一对比，这部片更加失望。            
(5星)	 热血刑警剧。            
(4星)	 我喜欢的悬疑警察剧。            
(5星)	 挺好看的！！            
(4星)	 最后手铐那段总算有点创意。。。。苗大叔一如既往的帅啊。。。            
(NA)	 因为这个世界上没有好男人，所以编剧让Carson死了...            
(5星)	 喜欢            
(3星)	 这个老黄的新片子。。有点失望。。哎。。太久么拍了大概。            
