http://movie.douban.com/subject/1453238/	海贼王 ワンピース
(NA)	 用了三个星期 看了4多集 感觉非常不一般            
(5星)	 我的最爱！            
(NA)	 最爱            
(5星)	 、草帽海贼团.!不灭的精神.！            
(5星)	 海贼王是世界上最好看的动漫！！！！！！！！！！！            
(NA)	 没啥说的 看过的都去看吧 哥不到3个星期刷了400集            
(5星)	 one piece 我的最爱，现在还在追随着，我十分佩服 綄尾荣一郎 的想象力，为我们刻画了一个神奇热血的世界……路飞 佐罗 娜美 乌索普 山治 乔巴 罗宾 弗兰奇 鼻歌 这支震惊世界的海贼！！！！！向前冲！！！冲向新世界！！！！！！！             
(5星)	 用来打发时间咯~每一集够短够轻松（这是原来写的，现在觉得，这个！也可是叫做动画里面的经典啦！！真的有“很庞大的世界观”在里面...by铁林姐）            
(5星)	 第452集 ，终于赶上连载了。            
(5星)	 经典之作，值得好好观赏的少年热血漫画~            
(4星)	 热血啊            
(5星)	 剧情，画风太赞了！唯一不满的就是出的太慢了！！！            
(5星)	 海贼王,跟了N多年的动漫片，4百多集了吧，故事的主题是梦想与友情，很MAN的一部动画片，期待以后可以跟孩子一起看            
(NA)	 = =比起现实世界的梦幻，还是喜欢这种梦幻世界的现实。能够激励人心，我只是不能放弃，我的梦想。            
(5星)	 超级大推荐~~虽然现在没耐心跟动画了，只看漫画更新，声优都超赞的~动画值得看哦~~            
(5星)	 一部好的动漫。很好            
(5星)	 good 我的最爱            
(5星)	 虽然很长，却真的是激动人心，很难用一句话形容，但是这是唯一一部能弄到我哭得动画            
(5星)	 正在看            
(4星)	 就是太长了            
(5星)	 热血第一！！！！！！痛苦流涕            
(4星)	 白痴最可爱            
(4星)	 虽然我喜欢海贼王 很喜欢 但是它的动画 我不恭维``  真的不好看 说真的 我宁愿 海贼王就是24集完结的类型的 化物语可以长篇连载`这样才好嘛``            
(5星)	 人的梦想，是永远不会结束的            
(5星)	 无上的最求！！海贼最高！！            
(5星)	 猜不到下一步会怎样  永远新奇的好动画            
(5星)	 我决定结束了 one piece!!!!!!!!!!!你在我心中的动漫地位始终不变 排名第二！（因为第一实在是太强大，灌篮高手）            
(5星)	 最爱！~            
(4星)	 记忆我那逝去的时间            
(5星)	 嗲！赞！            
(5星)	 不错            
(5星)	 梦想！伙伴！！            
(NA)	 我老了。看这个一点静不下心啦            
(5星)	 热血            
(5星)	 三大民工漫画之神作。路飞王道！！！            
(5星)	 我在对的时间  对的年龄  怀着对的心情  看了这部对的ONE PIECE            
(5星)	 日本动漫中绝不能错过的一部            
(NA)	 梦想与友情的激荡！            
(5星)	 路飞的坚强，勇敢，执着，对同伴的关怀，责任深深打动了我。特别感动，有的时候还热泪盈眶。他们都怀揣着梦想，为了梦想坚持、奋斗。            
(NA)	 追得好辛苦。。。            
(4星)	 463。Sanji，你要不要这么有爱的。越来越像西游记了我已经没什么信心追下去了。而且艾斯要是死了的话路飞成不成长的都不重要了。WT把艾斯还来啊你怎么不向98学学猪脚派永生定律，唉，吐槽不能了，这份无力感...            
(5星)	 迄今为止最好看的            
(5星)	 最爱！！            
(5星)	 大爱            
(4星)	 看的漫画剧情个的四星，画面确实很烂。。。            
(5星)	 梦想，热血，航海，伙伴……            
(5星)	 一直激励着我。            
(5星)	 我最最最喜欢的一步动漫了            
(5星)	 神作!最爱!            
(5星)	 热血动漫，友情至上，忠实原著~大爱            
(5星)	 这个没的说！            
(4星)	 开始几十集很好看，后面越来越啰嗦，就没看下去。            
(5星)	 这部动漫非常热血，非常精彩（也很长..）我真的在路飞身上学到很多东西，对同伴，对生活，对义气，勇气，责任....还有..佩服他的神经粗条..很好的动漫。            
(5星)	 除拉好就好,因为画风不好而不看的人,那真的是你的损失啊.            
(5星)	 绝对是当今日本少年漫画的巅峰            
(5星)	 神作！索香王道！            
(5星)	 还是爱索隆.太萌中井了.....            
(5星)	 喜欢那种简单的追求！            
(5星)	 无论台版 港版 大陆版，为什么正版漫画翻译的远比动画烂？            
(5星)	 把我也带到海上去吧！！！            
(3星)	 不喜欢热血。。。但还是被拉着看了。。。            
(5星)	 热血的青春 BH的人生            
(5星)	 最爱看的动画片.            
(5星)	 热血，友情，睇得开心，有时会被感动得一塌糊涂            
(5星)	 超爱超好看！！！！            
(5星)	 !!!!!!!            
(5星)	 膜拜，追剧很多年。。。            
(5星)	 希望我老年痴呆前能看到结尾             
(5星)	 总有一种力量会让我们泪流满面。我会等它出完！            
(5星)	 热血的青春！            
(5星)	 那一船的人都是奇迹~~因为香吉士还一度想过嫁给厨师，哦哈哈~            
(NA)	 绝对满分            
(5星)	 长篇中的最高峰，个人感觉            
(4星)	 少年漫画不就是热血么 ~~~ 这部就是~~~~看了跟噬魂师的感觉一样 就是热血沸腾啊~~~应该算是经典了吧            
(4星)	 虽然没有看过很多集。但他们都是为了自己的梦想而去努力的人。很鼓舞人。            
(4星)	 看了50+集。。。目前已放弃。。。            
(5星)	 一直追的动画。。            
(5星)	 少年，热血，梦想，友情            
(5星)	 没什么好说的            
(NA)	 喜欢！            
(5星)	 神作二字不为过            
(5星)	 很热血~虽然才看了一点~抱着不能落伍的心态看的~不错~            
(5星)	 op乃神作!!            
(NA)	 还没出完……            
(5星)	 不屈不挠～            
(5星)	 我的事业            
(5星)	 追了你好多年            
(5星)	 力荐            
(5星)	 啥都别说／／／            
(5星)	 看海贼王很好，里面有伙伴也有梦想，一个梦支撑着好多的梦。            
(5星)	 必将是经典，如果说儿时是在看灌篮高手，那么步入青年后就是海贼王~            
(3星)	 农            
(5星)	 好久没追了            
(5星)	 本来想给十个星的~~            
(5星)	 从小到大，没有变成迷、变成丝、变成族，许是世界太无趣了，许是自己太不解风情了，但是这一次却心甘情愿地、不得不地成为了OP的Fans            
(5星)	 热血            
(NA)	 很热血　很感动！            
(4星)	 世界时追求自由的世界！            
(5星)	 我的至爱！            
(5星)	 很经典的一部动漫            
(5星)	 超喜欢乔巴的 好可爱哦~            
(5星)	 乔巴乔巴、。             
(5星)	 好看的无法形容            
(5星)	 进行时。。。大野热推。410            
(5星)	 我们天空见            
(5星)	 累的时候，我总要看看他，得到一点儿鼓励~            
(5星)	 海贼王带给自己的……是无法比拟的震撼和感动……            
(5星)	 如果说这是一部励志片，我绝对不否认！            
(4星)	 爽！看动漫总比沉迷网游强吧？            
(5星)	 热血的漫画  伙伴间的友谊 梦想的执着  每每看到无脑的路飞 嬉笑之余 会产生一种心潮澎湃的激情            
(5星)	 搞笑 感动 友情            
(5星)	 最爱路飞            
(4星)	 后来又没关注了            
(5星)	 唯一一部让我一边看一边哭的动漫            
(4星)	 没能看下去。            
(5星)	 给我力量的绝对经典！            
(5星)	 TAT            
(5星)	 高三暑假的时候就疯狂地看，跟着剧情一起哭一起笑~~路飞的那句，因为我们是同伴~！换了N个场景依然能感动得我稀里哗啦的~热血的真谛啊~！好喜欢索隆~但是剧里的戏份是在是太少了太少了啊            
(5星)	 看东海和乔巴那段时内牛满面啊……            
(4星)	 初中看的，追不下去            
(NA)	 喜欢乔巴～            
(5星)	 OP是难以超越的经典            
(5星)	 永远的指针！还有梦想哦....快乐、勇敢的追啊...            
(5星)	 作为男人还说什么那？直接最高分吧！！！            
(NA)	 则劲            
(5星)	 充满热血的大作，太精彩了，世界观设计的超好            
(5星)	 yo 神作            
(3星)	 很成熟很标准的商业动画,太长,弃.            
(5星)	 ...            
(4星)	 每次看到路飞傻笑，心里会很畅快~            
(5星)	 我心中最好的热血动漫，WT是一个想象力和创造力一直超前于你的鬼才！            
(5星)	 看到100多集，当中放弃无数次，后来被很多人激励着重新拾起来看，但还是对这样的作品无爱。。。搞笑热血感动的程度也没大家说的那么神，大概真的是气场不合吧。。（几年后的更正：空岛之后才开始真正好看起来，而且绝对可以五颗星水平了）            
(5星)	 大爱            
(NA)	 廣電你封電驢，我就用優酷追海賊王！哼！            
(5星)	 大家都知道。不说了            
(5星)	 神作无敌！伙伴万岁！            
(5星)	 热血与梦想            
(3星)	 哎，我out了            
(5星)	 神作！            
(NA)	 终于跟上了最新进度了！非常好的一部动漫！            
(NA)	 never give up            
(5星)	 在名為信念的旗幟之下~！            
(5星)	 -439            
(5星)	 最欣赏里面的卓洛。了不起的男人!            
(5星)	 不会变的海贼王❤            
(5星)	 每个人都只有自己的梦想，并为之奋斗着   爱死你们了   好想一起去冒险啊！！！！这个很能给我励志            
(5星)	 热血，感人            
(5星)	 生命诚可贵，自由价更高。若为伙伴故，两者皆可抛。            
(5星)	 终于可以告一段落了 继续努力的活下去            
(NA)	 它给人的是以种生命力的感觉，给人的感染和影响事是百分百的            
(5星)	 大坑,望眼欲穿...            
(NA)	 再见，热血青春            
(5星)	 非常非常棒的片子！            
(5星)	 没什么好说了            
(3星)	 太聒噪太假，特意搞笑的地方很傻。            
(5星)	 虽然人物画面不怎么样，但是剧情很吸引人            
(5星)	 one piece是永远的最爱！            
(5星)	 超级超级好看!            
(5星)	 绝对经典 无可匹敌            
(NA)	 我的最爱。。            
(NA)	 很喜欢的卡通，喜欢路飞，秀逗而坚强            
(4星)	 good            
(5星)	 ...很爱啊....路飞和索隆挺配的..            
(5星)	 一部经典，长不是最能衡量的标准，我建议尾田早点收尾，在有生之年再发挥点余热，构建这个世界会限制思路~投入的越多，限制的也就越多            
(5星)	 我很喜欢,值得推荐!            
(5星)	 不想看了            
(NA)	 好长……            
(5星)	 这就叫经典~~            
(5星)	 挺好的            
(5星)	 永久指针            
(5星)	 路飞船长！伟大航道也带我一起去啊！            
(5星)	 啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊！！！！无限放光的眼神！            
(5星)	 神作            
(5星)	 每次看的时候都会无比怀念以前看火影的时光 那时候海贼王跟火影是差不多时间出的 我都看火影没看这个 现在住院每天看电视放海贼王 挺搞笑也不错哈            
(5星)	 路飞!            
(5星)	 除了美战看得最久的一部动漫~            
(5星)	 好好看```豆是出得慢```            
(5星)	 超级好看~~~要找一个时间重头到尾再看一遍！！！            
(5星)	 你没看过，才会说不好看。            
(5星)	 大爱，不看遗憾啊·            
(5星)	 爱死了            
(5星)	 和谐异常的牛逼哄哄            
(4星)	 喜欢 乔巴~~            
(4星)	 挺好的一部动漫            
(5星)	 除了每周进度慢，找不出不喜欢它的理由，ONEPIECE，我想要像路飞一样，乐观，大气，胆大，不畏权威，爱护伙伴，这是这部漫画最让人感动的东西，我们现实中总是被迫妥协，但真的有效果吗？            
(5星)	 神作            
(5星)	 我的天            
(5星)	 从看第一集开始就这么一发不可收拾的追到现在~居然已经5年过去了~            
(5星)	 永远的元气100%            
(NA)	 讲述梦想的动画,电视剧,电影,都是感人的..            
(5星)	 为着梦想的一群人，永远大笑的路飞~~~巨爱啊            
(NA)	 一生不看后悔之作            
(5星)	 超喜欢。最近晚上回家时，卫视正在播，一边吃饭一边看，超级享受啊            
(5星)	 无法不爱路飞一伙，无法不爱火拳艾斯。帅惨了！！！一部感动并快乐着的漫画。            
(NA)	 看了前面一部分，不完整啊不完整            
(5星)	 带些无理头的故事,夸张的言语对话及动作,扣心的冒险,剪不开的友谊.            
(4星)	 说实话只看到六十多话。我承认这部挺不错，但就是不想看了            
(5星)	 可好看了！            
(3星)	 只能说越来越傻气的动画            
(NA)	 一部经典，觉得他能赶上七龙珠的高度，一直在追，喜欢漫画多点，如果有一样喜欢的朋友，加我哦！            
(5星)	 有爱的路飞草帽海贼团，以及四皇，王下七武海，海军等。            
(4星)	 伙伴之爱啊，我能有那么明确的ONE PIECE梦想就好了            
(5星)	 喜欢里面的团队精神，也喜欢他们的个性，喜欢喜欢。。。。。真的很不错            
(NA)	 好看            
(5星)	 我愛你們 請加油 繼續夢想和航程。            
(5星)	 要成为海贼王的男人！            
(5星)	 梦想和人性的拷问            
(5星)	 如果说有什么书能让一个有梦想的少年流泪的话、我想海贼王就是这样的书。            
(NA)	 海贼王是无法被超越的经典，原以为火影已经是七龙珠以后另外一个极端高峰，但是看了海贼之后才觉得真正的友谊是什么。            
(5星)	 又感动又有趣的故事，每个人物性格都很鲜明。喜欢！            
(5星)	 超热血！            
(5星)	 经典之作            
(NA)	 路飛說  同情是不值得拼上性命的            
(5星)	 爱爱爱爱爱爱爱爱爱不够啊~~~&gt;_&lt;我们一起去冒险吧！！            
(5星)	 非常可爱的剧，非常可爱的人物，弄得我也很想去当海盗            
(5星)	 我是要成为看完one piece的男人。            
(5星)	 对这种史诗巨作，仅仅五颗星，完全体现不出它的精彩。            
(5星)	 还用评论个P            
(NA)	 感动常在~            
(5星)	 热血 酷            
(NA)	 最爱香吉士and乔巴and布鲁托            
(NA)	 泪水与欢笑            
(5星)	 经典~~~不灭的神作啊~！！            
(5星)	 最爱~            
(5星)	 单纯，梦想，执著，友情！            
(5星)	 挚爱            
(5星)	 好~喜欢            
(5星)	 让我流泪最多的一部动画，人，始终是要有梦想的。            
(5星)	 勇往直前的精神。。            
(5星)	 且不说那不靠谱的恶魔果实，OP的确是一部好片子            
(5星)	 从第一集开始看 买碟通宵看  内牛满面看 一直到现在热血啊~~~            
(5星)	 我要吃肉            
(5星)	  我们都有梦想 都该实现的梦想            
(5星)	
(5星)	 瓦最爱的动漫！            
(NA)	 最爱路飞 又傻又热血             
(5星)	 看海贼也有7年了  中途也看过很多漫画  一度的将火影，死神，海贼一集不落的看了很久。不过到目前为止也只有海贼依然坚持不懈。            
(5星)	 爱你不是两三年            
(NA)	 某一年看的很热血。            
(NA)	 超赞            
(5星)	 BEST CARTOON            
(5星)	 迄今最爱的一部，动不动就看得热血沸腾 内牛满面..就是不怎么爱看他的OVA版本～            
(5星)	 我也就偶尔热血那么几次            
(4星)	 被迫看的额...            
(5星)	 大爱~~~            
(5星)	 感动和梦想，等结局估计要到孙子辈了。            
(5星)	 opopopop~~~            
(5星)	 好看            
(5星)	 太好看了 热血青年啊            
(5星)	 最爱海贼.......            
(5星)	 神作，极力推荐~~~~            
(4星)	 后面托剧情太严重，只跳着看！            
(NA)	 最爱            
(3星)	 看到330没爱了..一直没追            
(5星)	 集数:n哈哈...哈哈哈...|||            
(5星)	 太慢啊太慢。。遗憾的是。。为什么英雄人物非要配个英雄血统来增加优越感。。潮流如此，不予评论。。希望有生之年不要连载完。。            
(NA)	 热血动漫！！！！我爱！！            
(5星)	 梦想，热血，友情，我们的草帽海贼团XD            
(5星)	 one piece！！！！！！！！！！            
(5星)	 经典            
(5星)	    喜欢鲁夫,喜欢他可爱的模样,还有他为了同伴出生入死的精神.            
(5星)	 最求理想，永不放弃！！            
(3星)	 前 80 集还不错, 过了 100 集就越发感觉自己过了看动漫的年纪            
(5星)	 最爱，一直跟到完结为止。            
(5星)	 我只求 有生之年能看到结尾            
(5星)	 陪伴过7年~            
(5星)	 赞赞赞赞~~~            
(5星)	 永远的one piece!永远的海贼王！喜欢路飞，但我更喜欢ACE！他太帅了             
(4星)	 luffy最可爱            
(5星)	 si ki.            
(5星)	 超棒！！！~            
(5星)	 依旧是热血啊            
(5星)	 不止一次 看着看着哭的一塌糊涂  不过 热爱终身的动漫  神作 海贼王            
(5星)	 慢慢地等待它的结束            
(4星)	 路飞一行人的狂热旅途            
(5星)	 动画基本不看了 漫画每集必追！大手笔神作！            
(4星)	 虽然看得不多，但感觉到是个好作品，如果我再小几岁肯定会追...画风有个性，背景很美很细致。内容也是我最感兴趣的~~            
(5星)	 不用说很好看。300多了都还是没觉得像火影那样老是回忆。还有些无聊的任务故事             
(5星)	 虫子喜欢的。。。确实很不错的说~！            
(NA)	 刚开始看的时候觉得是一部热血漫画，越看越觉得它更像一部青春励志剧，一部只有梦想和友谊的青春励志剧!!            
(NA)	 日本             
(5星)	 它总让我很开心             
(NA)	 经典，继续追载中...            
(5星)	 呵呵 梦想和热血            
(5星)	 BLEACH,ONE PIECE,GINTAMA...构筑了俺热血的初三 = =            
(5星)	 热血热血啊。。。。想象力很不错。。。喜欢。。。            
(5星)	 也是裹脚布，不过不只是开始的时候精彩~~呵呵~            
(5星)	 哟呵呵呵，超级喜欢OP啊！！            
(NA)	 看海贼王已经成为了一种习惯            
(3星)	 何處是盡頭？？？？？？？？？？？？？？？？？            
(5星)	 早就改看漫画了。动画的原创垃圾无比，可是音乐不错。            
(5星)	 梦想与友情的经典之作            
(5星)	 这是我挣钱的原动力有钱了买全套单行本镶金边一代一代传下去供我的子子孙孙膜拜            
(NA)	 动画没追下去....低头....            
(5星)	 虽然看起来很热血、可自己不知道哭得有多伤心、            
(5星)	 什么都不说了　眼泪哗哗的...我不是看加勒比海盗和因为德普爱上海贼....而是这之前我心里一直就有海贼的梦想，因为路飞，因为海贼王，因为友情和梦想，因为永远都在的前方            
(5星)	 追吧追吧，梦想之花绽放在新世界的天涯~            
(5星)	 超爱的            
(5星)	 最爱呀最爱~!!!!!!!!            
(5星)	 史上最棒！！            
(5星)	 圣斗士、灌篮高手、海贼王，都是少年最不能忘怀的记忆            
(5星)	 海贼王 海盗路飞            
(4星)	 热血 但是漫画比较好看            
(3星)	 这么多年了好像激情消退了很多            
(4星)	 因为我喜欢声优中井和哉，所以爱屋及乌。            
(5星)	 好喜欢呢。。。 乔巴~佐罗~当然还有路飞~\(≧▽≦)/~啦啦啦            
(5星)	 挺有趣的            
(5星)	 我是跳着看的，因为没有太多时间补完，但是我看的那部分都是我喜欢的！很开心~            
(4星)	 到后面越来越有看头了，能去掉一些分支情节就好了，剧情应该紧凑点            
(5星)	 447/N伙伴的友情 霸者的意志            
(5星)	 一直等啊~~~~一直等~~~~~~~看一集就会上瘾的动漫~~~~~~            
(4星)	 很好看..尾田大叔很强            
(5星)	 热血得令人沸腾！  王道唷！            
(5星)	 海贼王！！！最强！！！！！            
(NA)	 喜欢鲁夫 喜欢厨师  他们都好喜欢的   拍的也很好哦            
(5星)	 不开心吗，去看海贼王            
(5星)	 总有一天，我会聚集起一群不输给任何人的伙伴，找到世界第一的宝藏。            
(NA)	 海贼王312            
(5星)	 超赞啊~~~~~~~~~~~~~            
(NA)	 这个怎可能米看过，            
(5星)	 太喜欢。            
(3星)	 漫畫較好，動畫節奏太慢。            
(5星)	 热血，感人            
(5星)	 超喜欢这部动漫            
(5星)	 关于梦想 有关友情不喜欢在他们在小岛失忆的情节，没点伤心他们不再认识自己的朋友了……            
(5星)	 五星仍然給WT            
(5星)	 万丈光芒，前进！            
(NA)	 这个。。虽然没看到底。但剧情老感人额。            
(5星)	 热血得一塌糊涂的6年..你是照亮我的光明            
(5星)	 有史以来最伟大的漫画!!!            
(5星)	 必须的。            
(4星)	 漫迷            
(3星)	 太血腥 太暴力            
(NA)	 喜欢路飞            
(5星)	 正在进行的经典            
(4星)	 太多了，累，不看了            
(4星)	 没看完。喜欢有三把佩刀的索隆。            
(5星)	 很少着迷于什么。实在有，那就是海贼王。 无关爱情，友情，梦想。            
(5星)	 强烈推荐，太逗啦！            
(5星)	 每个孩子都有过的海贼梦！            
(5星)	 简直是经典中的经典。            
(5星)	 让我活在另一个世界！..oO            
(5星)	 出完一定会买全一套            
(5星)	 梦想与伙伴            
(5星)	 最爱~            
(4星)	  ‘我是要成为海贼王的男人！            
(5星)	 人是应该这样活的吗？            
(5星)	 到阿拉巴斯坦篇結束都超經典，後面就拖戲嚴重了，唉            
(5星)	 越来越拖沓了             
(5星)	 我的精神粮食之一呢~            
(5星)	 放弃动画转看漫画...动画太过分了回顾越来越长情节越来越拖! 而且最重要的是动画把罗宾画变形了!!!!!!!!!!!!!!!            
(5星)	 从头哭到尾，又从头笑到尾，为这群海贼们喝彩，没有任何理由            
(5星)	 里面的热血和冒险精神令偶痴迷，疯看了一阵子~~~有很多集，俺都是张着嘴巴看完滴~~~哈哈~~~真有想象力~~~而且和火影比起来，觉得故事构架更合理一些~~~            
(5星)	 超爱~            
(5星)	 我最爱的动画热血，热血一部关于梦想和伙伴的动画，每个故事都让人泪流满面            
(5星)	 喜欢            
(4星)	 玩网游时最好的伙伴            
(5星)	 热血之王            
(4星)	 大长篇的热血少年漫，难得不嫌烦梦想、努力、友情，当然要赞~            
(5星)	 超棒超棒的說~~~~~~神作~~~~~去大海尋找自己的夢吧~~~~~            
(4星)	 至今看的都是当时跟着室友看，太长没办法跟，但确实是一部适合喜欢热血友情的人看的动画。            
(5星)	 王作 目前在追漫畫 。。。            
(5星)	 被他们的友情，执着和梦想所感动~真的很好看！喜欢            
(5星)	 让我坚信梦想这个词            
(4星)	 “我要成为海贼王！” “我要成为世界第一的大剑豪！” “全世界最精确的海图，由我来画！” “ALL BLUE，我一定会找到！” “我要成为勇敢的海上战士！” “我要成为真正的万能药，最伟大的医生！” “历史正文，我一定能发现！” “世界上最棒的船，我来让它成真！” 《海贼王》告诉我们，人，因为梦想而伟大，，，很搞笑的 也很感动励志，，如果有空闲时间，，可以看看，，不过有点长，，很多集，，            
(5星)	 一切的一切都很喜欢            
(5星)	 追求梦想.朝着梦想努力..有了奋斗的目标..            
(5星)	 超级好看！！！！            
(4星)	 偶是才开始连载的时候看的            
(5星)	 恩，现在每个礼拜每个礼拜的期待ING            
(5星)	 啥也不说了，让我热爱并会一直看下去的动漫，热血热泪共存            
(5星)	 终于追上进度了，为了这一伙儿人笑了太多次，也哭了太多次。All for one,one for all，这才是真正的伙伴。再出十年我就再等十年！            
(5星)	 让人热血沸腾的片子。感动于梦想，就是要夸张，要呐喊！            
(4星)	 你就扯到世界末日吧            
(4星)	 很喜欢那种自由自在的感觉            
(5星)	 最初的感动            
(5星)	 热血的少年漫画，梦想、友情的交响乐，与欢笑和泪水合奏            
(5星)	 啊啊~~现在唯一还能让我用平常心追的就只有你了            
(5星)	 love op            
(5星)	 追...            
(NA)	   ~太搞哒~~岸坚持跟~~~腻稀饭鸟~~            
(5星)	 在看 舍不得把后面的一下看完 得有小半年没看了            
(5星)	 目前最喜欢的动画片，还好玩了            
(5星)	 永远的OP精神，对我而言，OP在司法岛之战之后，在黄金梅利号沉默之后，就算是完结了，是的，我热爱的是精神，不是血统。            
(5星)	 让我们为梦想加油吧！            
(NA)	 注定我会追随着把你看完的！！            
(5星)	 最爱看的动画片            
(5星)	 MD 烧船哪一集看的我哭的稀里哗啦的 气客修！            
(5星)	 居然可以激励我对生活的动力 还有什么可说的             
(5星)	 就是最爱的~            
(5星)	 我恨不得打六星            
(5星)	 劈波斩浪 热血沸腾            
(5星)	 绝对喜欢，乐观的鲁夫带来了无限的欢乐            
(5星)	 梦想~前进(香吉士就是色了点儿，其他都很好啊~厨艺那么棒。路飞的脑子是什么做的？哎)            
(5星)	 集集都看            
(5星)	 终于连花近10天看完了。            
(4星)	 曾经很喜欢。但是不知是我越来越老，还是他越画越糙，放弃了            
(5星)	 Op可看性在哪？已经远远超离它的剧情，就是每次看完的感动。            
(5星)	 &#34;伙伴&#34;一词写的很感人,情节很不错,够吸引人吖,冒险,但是这个词就是让人热血了,海盗,在读网络小说中十分向往了...            
(5星)	 我的最爱~~~            
(NA)	 日本             
(5星)	 Jan.2009            
(4星)	 一直在看，一直在追            
(4星)	 这是评价是针对动画的。            
(5星)	 OP王道！！            
(5星)	 大愛~~~~~愛愛愛啊~~~~            
(5星)	 梦想不可耻，热血至上！            
(NA)	 曾经 疯狂地迷恋的夏天            
(5星)	 如果只看一部动画就这个            
(5星)	 追了一年多的动漫，一部搞笑却充满感动的作品，心中也有追逐梦想的冲动~~            
(5星)	 很喜欢，            
(5星)	 神作            
(4星)	 每个人都有自己的梦想，感动的哭了几次            
(5星)	 這是迄今為止我看最多遍花最多時間哭最多次的動畫明明是勵志搞笑片的說……嘛            
(5星)	 ~~~~伟大啊~~~!!!            
(5星)	 可是现在更新很慢！我又还有几个5年啊！            
(5星)	 好暴了！            
(5星)	 ONE PIECE~~我们要为自己的梦想。。奋斗。。            
(5星)	 梦想真的是一个很好的东西            
(5星)	 最喜欢的动画片..好像阳光..            
(5星)	 世代继承的意志，时代的变迁，人的梦，这些都是挡不住的。   只要人们继续追求自由的答案，这一切都将永不停止！               
(5星)	 雖然是08年才開始看的..但是覺得三百多集還是很短..想說真好愛..            
(NA)	 热血男儿            
(5星)	 One。。。。            
(5星)	 永远最爱！！！            
(5星)	  可以热血沸腾,可以热泪盈眶,可以开怀大笑! 感觉有伙伴在身边的日子不会孤单,更不会难过            
(3星)	 太沉重            
(5星)	 热血！友谊！梦想！！            
(5星)	 我最喜欢的动画片。航海。伙伴。阳光。食物。梦想。勇气。欢乐。危险。洒脱。信任。            
(5星)	 永远的海贼王，永远的热血和感动            
(5星)	 不说它好看的话就实在是对不起自己了~            
(NA)	 哭了N次a               
(5星)	 曾今某段时间的精神支柱~            
(NA)	 超爱            
(5星)	 没有理由不爱            
(3星)	 很多人喜歡看，但偶么有看全！！            
(5星)	 有梦想的旅途！！            
(5星)	 他们各安其位，尽其所能的发挥他们生命的能量。抱着死的觉悟。            
(5星)	 太长了            
(5星)	 hahahaha 经典中的大爱 大爱中的经典            
(5星)	 我追到现在的千年老坑了，复古式的画风真的很不错啊，热血而感动，即能娱乐也算有一定深度            
(5星)	 为数不多的主角讨人喜欢的动画            
(5星)	 一股热流在体内流动。就是只有眼泪和傻笑已足够。275-278很感动            
(5星)	 目前最爱的长篇动画（我想吃肉...)            
(NA)	 又热血了 我立志要成为&amp;&amp;……%……的人            
(NA)	 没看完呢            
(3星)	 一直这样下去，我真的会疯的，什么时候是个头呀            
(5星)	 从来没有这样的漫画让我百看不厌，不知是羡慕还是憧憬，只要看着他们继续坚强走下去，仿佛也会拥有更大的力量，希望我也能成为他们的一员，即使只是想像。            
(5星)	 友情+热血+胜利. 这就是JUMP少年漫画!            
(5星)	 漫靈宝贝之一            
(4星)	 看到打完CP9....哦...那令人发指的原创剧情与拖戏手法我自动无视了...            
(NA)	 热血小青年..            
(5星)	 最爱            
(5星)	 连载一辈子吧            
(5星)	 一连很多集一起看很不错...            
(5星)	 大长篇一般会有两个极端，喜欢的会来评高分，不喜欢的不会来，来了也不会给高分            
(5星)	 有点无厘头，但有时看一下也有不少的感触            
(5星)	 很热血            
(5星)	 同伴            
(4星)	 看到２００多没坚持住。。。            
(4星)	 励志            
(5星)	 关于梦想和伙伴的故事~是我最喜欢的动画~            
(5星)	 我目前看过的租好的一部长篇，真的很出色，热血沸腾            
(5星)	 如此伟大。            
(NA)	 因为一个朋友去看 然后喜欢上了            
(4星)	 001 - 523            
(4星)	 看到现在还没弃            
(4星)	 没看完。。。            
(5星)	 正~~~500话以上故事还很能吸引人的超棒作品！             
(5星)	 wow~~~~~~~~超棒！            
(NA)	 先看动画,没来得及拍的再看书            
(NA)	 海贼王            
(5星)	 喜欢  超喜欢            
(5星)	 搞笑            
(5星)	 热血漫画，不错~            
(5星)	 没有终点的幻想世界。            
(5星)	 神作~~            
(5星)	 啊啊啊啊～～～大家都来看啊～～～～～～索龙～～～～～            
(NA)	 海贼王，无意中看的，觉得不错。            
(5星)	 梦想             
(5星)	 索隆            
(5星)	 与我,这早已不是一部动漫.如果OP继续连载50年,我就再当50年的OP Fan            
(NA)	 不懈追逐中……            
(5星)	 在梦想远离的年代寻找梦想的感觉            
(5星)	 关于梦想的故事            
(NA)	 就两个字 喜欢 改天重头看            
(NA)	 进去了。。就出不来。。            
(5星)	 这是一部很单纯的漫画，强烈的人格魅力完全可以掩盖第一眼觉得简单的画风。            
(5星)	 很攒啊~就是不知道要什么时候出完啊~            
(NA)	 实在是经典中的经典            
(NA)	 实现梦想的征程，不一定非得背负惨烈的过往            
(NA)	 看了好几年了            
(5星)	 热血的代名词。。。感情太细腻的孩子们应该看看。。。大条有大条的感动            
(NA)	 海贼王我当定了！ 信仰            
(5星)	 相信 朋友 热血 梦想            
(5星)	 我的最爱！！！            
(5星)	 有梦想...有伙伴...            
