http://movie.douban.com/subject/2190925/	鉴证实录 鑑證實錄
(4星)	 其实我已经不太记得详细剧情了，现在想起来，那个时候觉得他们都好酷，好白领，呃，现在脚得偶好白痴            
(5星)	 “家原”是杀人凶手。让我郁闷了很久……            
(4星)	 到现在看到电视有播也还是忍不住坐下来看            
(NA)	 林保怡挺可爱            
(NA)	 红白蓝三色塑料袋            
(5星)	 经典港剧！            
(4星)	 I很好，II里小堂菜为什么要死呢……想不通编剧的变态逻辑            
(NA)	 是我在大学时代最喜欢的电视剧~！            
(5星)	 很喜欢这部戏还有偶大爱的BF            
(5星)	 我的Dr.Lip。。            
(5星)	 小平头和陈慧珊是我心目中永远的TVB银幕情侣~            
(NA)	 林保怡最经典的片            
(5星)	 喜欢陈慧珊的法医 最后变成了剩女             
(5星)	 嗯，这个很经典！            
(4星)	 都好多年了             
(5星)	 喜欢这对~            
(5星)	 林保怡搭陈慧珊....非常喜欢哇~            
(4星)	 又是一部80后的经典回忆！            
(5星)	 那叫一个帅啊            
(4星)	 一向很喜欢TVB的探案剧集。情节很吸引人。            
(5星)	 陈慧珊~HOHO~林保怡~HOHO~            
(5星)	 TVB的经典警匪片之一。            
(NA)	 蛮好看的饿            
(5星)	 那年头的警匪推理片都挺不错的。            
(5星)	 TVB裡的經典之作~            
(4星)	 歌好听，剧好看            
(NA)	 怀旧的            
(4星)	 经典TVB...            
(4星)	 港版CSI            
(4星)	 看了这个，我有非常强烈的念头想做医生。            
(5星)	 我爱上那个外表冷酷内心温暖的女医生，那个喜欢眯起眼睛坏坏的笑的男警官！虽然不是俊男美女的搭配，但是他们身上的魅力让他们变成最闪亮的明星！            
(4星)	 童年的记忆哇.算是TVB启蒙警察剧.当时看的时候那叫一心潮澎湃.            
(5星)	 超级喜欢陈慧珊演的聂医生。            
(4星)	 曾经被吓的不轻啊。            
(4星)	 小学的记忆            
(4星)	 TVB较早的值得推荐的片子            
(5星)	 绝配林宝怡陈慧珊            
(5星)	 喜欢陈慧珊这种气质。。。            
(5星)	 黑色的couple。宝言出尘的气质            
(4星)	 2000            
(3星)	 小时候看完一直做噩梦~~            
(4星)	 喜欢这类电视            
(3星)	 不如Bones。            
(5星)	 系列经典~            
(4星)	 现在回想起来，较之刑事侦缉档案前几部，鉴证实录的案件更经得起时间的洗礼。警匪剧永远是TVB的标志，水准也都很持平（起码在那时是）。那时候，法医几乎成为我最想要从事的职业。后来我才知道，像我这种看柯南都会被吓得不敢晚上一个人的人，是不可能的。聂宝言是陈慧珊的代表作，相信大部分人都是            
(4星)	 电视时间            
(4星)	 珊姐啊。。。            
(5星)	 经典中的经典，跟大时代、妙手仁心一样的经典            
(5星)	 超级喜欢啊！！！            
(5星)	 经典            
(5星)	 经典的Pauline，经典的Flora            
(5星)	 在没有CSI的时候，香港的侦破电视剧 特别有味道。。            
(3星)	 一直很喜欢陈慧珊和林保怡搭档，百看不厌。            
(5星)	 林保怡！宰！            
(NA)	 初中看的，当时很喜欢，现在肯定不会了……            
(5星)	 很经典的组合，陈慧珊林保怡，超级喜欢！欢喜冤家            
(4星)	 最近电视剧频道还不停地在放，关于林保怡还真的挺有实力的            
(4星)	 33啊~            
(4星)	 法医法医～～            
(NA)	 主题曲很棒            
(3星)	 法医，很酷的职业。只是在相亲时，的确有点困难。            
(4星)	 谁　么有环真　千变的个性　谁　独有慧根　世事透彻看清            
(NA)	 。。。            
(4星)	 从这部，开始喜欢林保怡和陈慧珊，陈慧珊很有气质的说            
(NA)	 陈慧珊            
(5星)	 当时看的时候就希望陈慧珊和林保怡一起，觉得他们两个好配。而且剧情有的时候吓人到我晚上会不敢睡觉……呵呵……            
(5星)	 心中经典前三位！            
(5星)	 经典。            
(4星)	 |2181:3891|            
(5星)	 某种意义上的最爱之一OTZ            
(5星)	 小时候看了想当法医了            
(5星)	 林保怡最高！            
(5星)	 看了很多次了~~没办法就喜欢法医~~还有更重要的是老大啦~~~            
(4星)	 法医法证有了新认识            
(5星)	 因为这部剧，喜欢上了林保怡和陈慧珊。。他们两个很般配呀也是因为这部剧，对法医这个职业充满向往，还买了本书研究过            
(4星)	 以前的 挺经典            
(4星)	 还是要求有点低。            
(3星)	 华数上看的            
(3星)	 初中消磨时光的电视剧。            
(5星)	 曾Sir&amp;Dr.聂            
(3星)	 当年就蛮喜欢的一对演员。。。            
(NA)	 很好！林保怡很老大！            
(5星)	 没啥说的，超好~~ 喜欢陈慧珊，喜欢林保怡~~ 演技派的~~             
(5星)	 很久了            
(3星)	 是这部戏让我知道法医很酷，也是这个让我喜欢陈慧珊和林保怡的            
(3星)	 我钟爱的 花旦小生             
(5星)	 第一次印刻在心里的港剧···红白蓝塑胶袋···            
(3星)	 哦靠。。。这片感觉就是TVB破案的典型啊。。。            
(5星)	 小时候做梦都是曾家园和聂医生~            
(5星)	 绝对的经典            
(5星)	 我就记得很恐怖，当时可把那个纯情的小屁孩儿吓坏了            
(5星)	 偏爱TVB的悬疑片，回忆中的经典            
(5星)	 说不好看你忍心吗？            
(4星)	 林保怡巨帅...            
(5星)	 很喜欢的。就想喜欢《刑事侦缉档案》一样。就是那个年代的。现在看还是一样的喜欢！            
(5星)	 每次重播必捧场            
(4星)	 一直忘不了鉴证实录里男女主人公最后的错过与思念，那是种残缺美、忧郁美，始终留有一种念想的美吧，在十八岁时被打动了。而后来兜兜转转，总逃不开暧昧的魔咒。是爱的能力与技巧的缺失么？有些东西确实是需要学习的。现在了解，应该不晚吧。            
(4星)	 TVB            
(4星)	 开启年少时法医的梦想            
(5星)	 心疼小唐菜~~编剧居然让小唐菜就这么死掉了~！！！抗议抗议！！！小学某段狂看破案剧集时的其中一部·哈哈~            
(4星)	 法政題材~依然吸引~            
(4星)	 经典，编的很好。造就了经典的剧，经典情侣档。只可惜2没有能延续下去，编剧把人物关系搞杂了～            
(4星)	 当时超喜欢曾家原和聂宝言的~            
(NA)	 Bowie啊            
(NA)	 看了800遍的电视剧，经典中的经典，聂医生让无数女孩子都想成为她，我也是其中一个...            
(5星)	 从鉴证的角度分析案件            
(5星)	 女法医和男警察 ……还有比这更配的吗            
(5星)	 从98年喜欢到现在            
(5星)	 很好很好很好的一个系列~很喜欢陈慧珊这样的知性美女~~林保怡演出同样出彩~            
(5星)	 TVB已经多年没有如此经典的大戏了            
(NA)	 好            
(5星)	 超爱晓棠和暗恋她那个男的的配对            
(4星)	 哈哈，那时喜欢上小眼睛            
(5星)	 对这个是由衷热爱的，由此及彼到了法证，喜欢宝言和家原……            
(5星)	 最喜欢的男女主角演的            
(NA)	 看了这部，我才有当法证人员的念头滴。。            
(4星)	 回頭看過真的太多懷念，確實是經典。脫口而出的總是叫他曾sir什麽的。配樂推動劇本的造就            
(5星)	 看了十几遍了把。。。里面的案件我倒着都背的出来了。。            
(5星)	 小棠菜~~            
(4星)	 既然大家都说好看......            
(4星)	 陈慧珊!~            
(NA)	 看了n遍。。。            
(4星)	 只是看过。~~~            
(NA)	 感情是两个人的事，以为是成全，其实错的，忠于自己的感觉，感情不计较谦让……            
(3星)	 有线电视收不到BTV1天天下午爬房顶换接天线看鉴证实录  有一天晚上性幻想了陈慧珊   记得清楚的情节是含她的尖下巴            
(5星)	 最爱之一~            
(5星)	 矮油，我太喜欢聂医生了。陈慧珊，偶像之。            
(5星)	 看了一遍又一遍            
(4星)	 记得以前上学总没看全~~这下满足了~人生更完美喽~            
(5星)	 让我对法医心生崇敬~~~            
(5星)	 比较经典了            
(5星)	 应该是从《鉴证实录》开始喜欢林保怡的吧            
(4星)	 还是童年回忆和姐姐一起看~~害怕，但还是看。。。到现在都想不通            
(5星)	 我最钟爱的港剧之一            
(3星)	 可怜的小棠            
(4星)	 很不错很不错。            
(5星)	 喜欢率真的小唐菜            
(5星)	 喜欢TVB~            
(5星)	 大愛啊~聶醫生~~Flora~~            
(NA)	 一起等待            
(5星)	 那时候真是风靡全大陆吧。。。。            
(4星)	 挺经典的            
(NA)	 陪伴过我的            
(NA)	 那时候还没看过csi            
(NA)	 经典            
(5星)	 膜拜的地位            
(4星)	 我竟然被吓到过            
(5星)	 当时的经典            
(5星)	 95分。天生一对~            
(NA)	 我很喜欢里面的陈慧珊,有智慧,又独立,嘻嘻            
(NA)	 TVB。肯定看            
(5星)	 推理类的题材很精彩。            
(4星)	 高中暑假喜欢看的电视剧            
(4星)	 虽然很害怕...但是还是很好奇看法医这个...            
(NA)	 我最爱的破案片之一啊            
(4星)	 过瘾            
(3星)	 tvb的电视剧，有我没看过的么，古装除外            
(5星)	 曾经那么的喜欢这种推理局 看了一遍又一遍            
(NA)	 超爱的！佷迷聂医生的！呵呵            
(4星)	 小时侯看            
(4星)	 很久以前看的，回忆很美好            
(4星)	 有几处还是比较精彩的。            
(NA)	 还是很哈这类的~~            
(3星)	 很好很强大 不过记得当初还是希望老大和小唐菜在一起的……            
(NA)	 经典法医剧            
(4星)	 不错的            
(5星)	 精彩了。陈慧珊太有feel了            
(NA)	 好看  好看   过了怎么久再看看也可以```            
(NA)	 陈慧珊的经典            
(5星)	 不错            
(5星)	 秒杀我的就是保慧恋哇！            
(NA)	 我爱刑侦            
(5星)	 觉得陈慧珊和林保怡演情侣很好~            
(NA)	 超喜欢的，顶~            
(NA)	 还是看杀人案好            
(5星)	 那阵子哭着闹着要当法医~话说，现在还是很想当~~            
(4星)	 很不错 伴我长大的TVB            
(NA)	 确实经典！            
(4星)	 8岁时看的这部片子,从那以后就梦想当法医,也喜欢这个职业.现在在读卫校,算是影响一生吧            
(NA)	 也是很喜欢的破案电视剧            
(5星)	 陈慧珊 / 林保怡 / 李珊珊 /            
(4星)	 小学的时候 我们一起看过的电视剧只是你不记得了            
(4星)	 林保怡和陈慧珊的组合经典之作            
(4星)	 很经典的            
(NA)	 我的最爱            
(4星)	 林保怡的角色都蛮喜欢的，哈哈……小唐菜呀小唐菜            
(NA)	 doctor lip            
(4星)	 那时候超喜欢陈慧珊            
(5星)	 经典。。。            
(NA)	 最爱!            
(5星)	 高科技，稀饭。            
(NA)	 小学时看的            
(4星)	 还是比较喜欢林保怡            
(NA)	 看他张大的啊!            
(NA)	 remember......            
(5星)	 经典不再来。            
(5星)	 小时候看的第二部推理剧，也巨好看。            
(5星)	 喜欢陈慧珊            
(NA)	 破案看的很精彩啊            
(4星)	 好看,喜欢歌            
(4星)	 这片子。狂经典。宝言和家原，绝配。            
(3星)	 香港一系列职业剧中的一部 不喜欢小棠菜 没有理由            
(4星)	 曾经超喜欢！            
(4星)	 典型的港剧，算是很吸引人的。            
(5星)	 经典            
(5星)	 第一部好看            
(NA)	 只为陈慧珊            
(5星)	 啊啊啊啊。。。超级好看·！！！            
(4星)	 TVB呀TVB            
(NA)	 破案,法医鉴定都有的经典            
(5星)	 还不错 看过两遍貌似            
(NA)	 喜欢看这种侦破案件的片子            
(3星)	 哟点点怕...            
(5星)	 系列剧，职业是警察，里面有很多精彩的案例。            
(4星)	 和医生什么有关的电视我都喜欢看            
(5星)	 我是这样喜欢上Flora的            
(5星)	 嘿咻            
(5星)	 我的审美观和爱情观            
(5星)	 經典的case            
(5星)	 小唐菜 哈哈            
(5星)	 陈慧珊+林保怡，小时候一度觉得他们就是一对            
(NA)	 说起来看港剧长大的，忒怀念老风格            
(5星)	 绝对的经典            
(NA)	 鉴证实录             
(NA)	 以前还行蛮好看的            
(NA)	 都属于恐怖片级别了            
(4星)	 哈哈，陈慧珊是个才女啊            
(5星)	 最喜欢的TVB            
(5星)	 Flora和Bowie的經典，沒話說！            
(4星)	 间奏的那段弗朗明哥，亮丽的一塌糊涂~            
(4星)	 喜欢陈慧珊            
(4星)	 满好看的            
(5星)	 就因为这部片子我还想当法医            
(NA)	 当时好喜欢陈惠姗！            
(4星)	 港剧的经典            
(4星)	      经典之作~            
(4星)	 喜欢            
(5星)	 爱上港剧，就是因为这部戏。唉...岁月蹉跎，当时不是一般的投入呢            
(5星)	 嘿嘿，记得某晚被此电视剧吓得作恶梦……            
(5星)	 懷唸我們的聶大醫生，大愛，大愛。            
(5星)	 喜欢林保怡，呵~~            
(3星)	 原来世界上还有很多恶            
(NA)	 看了好多遍了            
(4星)	 有一个案件我好像还是不知道凶手。。。            
(3星)	 害怕红白蓝塑胶袋。            
(3星)	 看TVB的人都知道            
(4星)	 当时还是蛮经典的            
(4星)	 每次放，我都必看            
(4星)	 喜欢陈慧珊            
(NA)	 不错            
(NA)	 蛮好看的。。。。            
(5星)	 曾经因此想当法医            
(NA)	 喜欢宝言            
(NA)	 之前不喜欢林保怡            
(4星)	 tvb又一经典            
(3星)	 不错            
(5星)	 my favourite            
(4星)	 聂宝言这个角色很有气质，从事的职业很特别，演员也有特别的气质，我喜欢。            
(4星)	 也是我最爱港剧之一～2部我都爱经典            
(4星)	 喜欢这样的            
(NA)	 一个一个的破案小故事，看起来挺有味道的            
(NA)	 好看            
(4星)	 记得有段时间疯狂的喜欢这部剧，还把一个玩具猪命名为家原：）朋友也买了一个小一号的，命名为宝言：）曾家原他妈和小棠菜她爸真是一对“八婆”啊            
(3星)	 很好很有感觉            
(NA)	 过堂风广泛广泛            
