http://movie.douban.com/subject/2224813/	十八岁的天空
(1星)	 根本不符合中国高中的现状            
(3星)	 算是国产校园剧稍微好一点点的戏了            
(NA)	 好好。            
(4星)	 保剑锋跟倪景阳搭的还不错。            
(NA)	 有过感触            
(2星)	 模仿痕迹过重，笑料少，缺少放牛班片子的感动和创意            
(5星)	 情节很轻松的片子同学很可爱 老师很可爱            
(4星)	 觉得古老师还是很帅~            
(4星)	 国内校园片里相对靠谱的了            
(4星)	 老崔            
(5星)	 虽然演技都不怎么样，但是故事很触动我。            
(3星)	 那时青春            
(1星)	 .....狗血            
(NA)	 青春~~            
(NA)	 哎，说点啥呢...好多年前看的了，那个小眼的女老师真有气质~            
(4星)	 现在还会翻看的...            
(5星)	 初中时候看的偶像剧，最喜欢蓝菲琳！            
(NA)	 叼莫乱 =。=            
(3星)	 和《高三》不能比啊~~            
(2星)	 保剑峰的面上……我给两颗星            
(4星)	 老师很搞            
(4星)	 还不错的，嘎嘎            
(2星)	 最大的感触：矫揉做作，虽然样子好的人不乏。            
(5星)	 唯一一部描述高考的同时让我感动的戏。虽然拍摄的手法比较落后，所谓的女主角的样子也很是一般，就冲着其中的青春岁月，给它5星。            
(4星)	 看的时候还不到18岁，看过之后只记得金莎还有主题曲红色石头            
(4星)	 起码，它记录过我的青春……            
(5星)	 我觉得我高中的语文老师（年轻的时候）长得有点像保剑峰~好多人说我像倪景阳！~            
(1星)	 烂！            
(3星)	 18岁的时候看了18岁的天空            
(4星)	 雨季里包含着努力与恋情            
(4星)	 大陆校园偶像剧中的经典之作            
(3星)	 还可以只是对于高三太不实际了音乐很好听 赞            
(4星)	 高考前的人是这样吗？？？？？？？            
(5星)	 保剑锋            
(4星)	 陪我挨过升五年级的那个寒假···第一次数学不及格···让我被压迫了一个寒假··            
(3星)	 就是一青春剧。            
(3星)	 。。。。。。。。。。太天空了··            
(3星)	 模仿的太假            
(4星)	 个性迥异的高三学生。真羡慕他们有这样真正因材施教的老师。            
(5星)	 内地一部不错的片            
(3星)	 其实难忘的是属于我们自己的那段青春岁月，18岁的那片天空~            
(3星)	 高中时超爱看的。保剑锋很帅，倪景阳在里面也不错，还懂篮球规则。            
(4星)	 关于高中生的故事，一个老师如何带领着这些学生成长的故事。            
(NA)	 这个我竟然也看过            
(4星)	 国产校园剧拍成这样不错了            
(3星)	 总之新世纪后的(?)的国内校园剧总是不如我意……然人太喜欢了囧RZ            
(4星)	 我18岁前就没看过这样的片子……            
(4星)	 十八岁的天空被高考涂成灰白色。            
(NA)	 [2003]            
(3星)	 在《极道鲜师》之前看还好，当时看时觉得保剑锋超帅，和倪景阳很关配            
(4星)	 虽然模仿的痕迹重了些，但校园小帅小美谁不爱呢。            
(3星)	 抄得有人看就算是成功            
(2星)	 假            
(4星)	 这学校多好啊。古越涛搞笑到不行。            
(5星)	 保剑锋真是帅啊啊哈哈。            
(2星)	 国产号称偶像剧 我当然要看看 也当然给个不赖的分数 2星 呵呵 谁让你拍的！！！            
(3星)	 就这样，有点小假…            
(3星)	 我是十八CM的天空            
(NA)	 呵呵，高考啊~~~~            
(3星)	 男主演演得不错            
(3星)	 校园故事，没有勾心斗角，只是青涩的感情            
(3星)	 有点不太真实            
(3星)	 喜欢保剑锋的幽默~            
(4星)	 无处而不自得。            
(5星)	 我们总是轻易地忘记：原来自己也会长大，原来父母也会变老。            
(5星)	 好看！！            
(NA)	 我学校            
(4星)	 这里面的保剑锋真的挺帅的            
(3星)	 老师是个好老师，对所有的孩子都充满了希望．            
(2星)	 依然在感慨我居然看过！            
(3星)	 应该是让金莎为人熟知的电视剧了            
(3星)	 当时还感觉主角挺帅的，后来就吐了..            
(2星)	 唉，没什么可说的，太不真实            
(3星)	 有點扯，但能感受到師生的真情            
(1星)	 垃圾。石延枫那样的自恋男摆酷男，啊啊啊，容我咆哮一下。。            
(5星)	 我也想如此简单~~~~            
(NA)	 假            
(4星)	 想當年老娘一看完結局馬上用電話線連上網絡用一小時一首歌的速度硬是把裡面的插曲主題曲都給下完了。            
(4星)	 高考生活            
(NA)	 保剑锋啊保剑锋！            
(3星)	 还是上初三的时候看的，当时就经常会幻想我在那样的一个班，现在知道永远都不可能，电视剧永远都是来源于生活但又高于生活的            
(NA)	 我也好想这样过啊 所有人都喜欢            
(3星)	 比较一下现在的班主任，哎....            
(NA)	 可苛求刚成年的人怎么去成熟，在那个年纪，就该是羞涩的稚嫩的            
(3星)	 金沙在里面很漂亮            
(5星)	 如果学校里的老师都是这个样子的，那该多美妙啊            
(3星)	 男性都挺傻            
(4星)	 我很喜欢的，虽然            
(3星)	 那时候我们是学生            
(4星)	 石延枫也太恶心了吧。            
(NA)	 十八岁的天空更宽阔更悠远，是的，我相信现实            
(NA)	 看了大部分            
(3星)	 如果高三要是这样 就好了            
(1星)	 很假            
(4星)	 高三那年看的            
(4星)	 保剑锋在里面变得好有活力，挺搞笑。             
(NA)	 近几年看的            
(3星)	 歌十分好听，当年的纯真时光。            
(3星)	 電視臺老播，反復播，經常播，拼命播....            
(4星)	 老师挺有个性滴            
(3星)	 呵呵 裴佩和古越涛很配~            
(4星)	 好想喝妈妈熬的粥            
(4星)	 老师很帅~哈哈~学生很酷~            
(3星)	 古越涛这样的老师，太少了。            
(NA)	 不错            
(NA)	 喜欢喜欢 恩 很好很青春            
(2星)	 假．．．            
(NA)	 很励志的片            
(4星)	 在还不是十八岁的时候看的            
(NA)	 其实很晚才去看它 的            
(4星)	 从这个连续剧认识了保剑锋。蛮喜欢他的性格的。            
(4星)	 绝对的青春。            
(4星)	 题材还行，保剑锋蛮帅的            
(4星)	 一开始拍的真是好。。。然后编导竭尽了。。。故事就平淡了。。。            
(5星)	 不错.            
(4星)	 要是真有这么好耍的中学 我一定去上            
(4星)	 在我们高中拍的～            
(4星)	 当时很爱石延枫，可能还小的原因吧..现在看到还有台在放，看到这个男的长相我都觉得快崩溃了..            
(4星)	 无关爱情            
(NA)	 高三畢業....其他偶像劇...我都看完了..            
(3星)	 喜欢帅哥，呵呵            
(NA)	 音乐很好            
(4星)	 山寨版GTO虽然保剑锋和反町隆史比差了点可还是能看滴            
(4星)	 哈哈，青春励志剧，就这样看看也不错~            
(4星)	 伴随了我青春的纪念            
(3星)	 i hardly forget i lovely high school            
(3星)	 傻傻的内地偶像剧~            
(3星)	 演技不怎么样，剧情还行            
(4星)	 没啥印象了……            
(3星)	 纯属找乐            
(4星)	 还蛮喜欢金沙的            
(3星)	 电视老放~看过好几次。。            
(NA)	 看了两遍，反映青春。            
(NA)	 自己都２４了，还喜欢６年前的生活            
(NA)	 还行            
(NA)	 喜欢保剑锋和李智楠            
(4星)	 挺逗的            
(4星)	 高中岁月            
