http://movie.douban.com/subject/5908482/	49日 49일
(3星)	 本来想说，这部剧还不错的。女主楠竹都深得我心，不成想搞了个这么恶俗的结局。我受不了了~~            
(4星)	 狗血的結尾……            
(4星)	 韩剧比国产剧好的一点就在于 不会把人描绘成非黑即白的形象 坏人有他的无奈 好人也并非完美            
(NA)	 即使最爱的人不在了 也要幸福的活下去            
(4星)	 结局。。。。。。            
(4星)	 也想找到属于我的3滴眼泪            
(4星)	 结局太意外了 还有 追着看的电视终于大结局了 各种不舍啊            
(5星)	 49日。三滴真心的眼泪。我会找到么            
(5星)	 很现实啊！            
(5星)	 隐藏真实内心比不知道还要辛苦很多....关于亲情。，友情。爱情，深刻的诠释了..            
(4星)	None
(5星)	 智贤的爸妈失去了一个女儿，又找回了一个。宜景失去了宜秀，可是找回了爸妈。最可怜的就是韩江了。。。49天里，只能面对宜景的身体和智贤摸不到的灵魂，终于等到智贤醒过来，却只换来一天的相伴。如果没有那么爱，就不会那么痛了。。。            
(NA)	 各种狗血 各种雷 评分怎么这么高？            
(2星)	 原本的评价“冲着结局，给个4星。”现在我想说，该死的编剧，什么破剧。短时间内我不会再看了。            
(4星)	 看了一半的剧。。。            
(3星)	 题材很新颖 结局很迷离             
(4星)	 今天刚看完了，看完以后好像也没有特别值得回味的。我是典型的景秀配，其他的我基本上是跳着看完的 。            
(4星)	 整体还不错，结局还算没坑爹，依景就是有时候看不好看有时候还行，演技不错，瓷娃娃也还行吧，最后上电梯表情挺不错，江越看越帅的类型，有男人味，部分情节有雷            
(3星)	 知道结局这样就不看下去了...            
(3星)	 立意还不错，剧情粗糙了点，赵显宰真滴老了，哎哎~            
(5星)	 全部完结 觉得编剧好有种~！居然可以把结尾写得这么曲折！！！！！！！！！！！！            
(4星)	 结局。。= =|||             
(4星)	 前18集都多好看的。就是最后两集，太狗血，结局也是，太狗血。            
(5星)	 蛮好看的，好多年没完整看过一部韩剧了。喜欢韩江喜欢赵显宰。            
(4星)	 借用优酷的一句话：49天 狗血结局大反转。。。最后一集，布满狗血和雷电。。。            
(5星)	 优点：是我最有耐心追的一部剧，非常好看。缺点：结局有点狗血，但反而很实际。但是，姻缘结果以及人生意义的表述太仓促了。有点硬。特别是解释眼泪是仁晶的时候，拍的不好，就像硬掰的一样。            
(3星)	 结局要不要这么牵强 要不要这么狗血 orz 。。            
(4星)	 剧本本来挺不错的，算是超越一般的韩剧了，可惜结局太狗血，生生拔高成了一励志片，OH NO~~            
(NA)	 结局太让人痛苦了，恼死了！            
(3星)	 转折有点大啊，一般般            
(5星)	 触碰到心的电视剧！            
(NA)	 到了最后，哭的稀里哗啦的，编剧很赚人眼泪，智贤和仁秀都离去了，剩下伊景和韩江，虽然结局有点悲伤但是这样的结局也是符合情理的，我这样想象，智贤和仁秀在那个世界会幸福，伊景和韩江在这个世界会幸福，不一定在一起，只是有因为有这样的朋友，都有同样离去的重要的人，而幸福。。。。            
(5星)	 虽然结局有点不尽如人意，但是，想想，也算是对我2个月来关注的安慰吧。            
(5星)	 结局……            
(5星)	 为什么总是失去了才知道珍惜。            
(5星)	None
(5星)	 真心不喜欢这个结局~！            
(3星)	 前面还行，后面到底是神马玩意啊！！！！！CP和我想象中的完全不一样= =            
(4星)	 创意是很好的，过程是精彩的，结局是烂尾的！            
(NA)	 把每一天当作最后一天去活            
(NA)	 结局很是出人意料，习惯了happy ending，反而有点不能接受！不过总得还是不错的。如果都能猜得到结局，未免显得编剧有点弱了！            
(5星)	 看之前一个演员都不认识，看完这部剧直接登上我心中韩剧排行榜一位！太好看了！力荐！            
(4星)	 结局有些悲，但我基本满意，49天确实就像一辈子那么长，感悟到了很多            
(NA)	 哭屎爹了,,,最后还不是要屎,,,,虽然心情平静欣慰地走了,,            
(4星)	 结尾出乎意料。不是happy ending也不是sad ending。            
(5星)	 感动。。棒子演技真不错哇~哭屎人捏            
(4星)	 挺喜欢~            
(5星)	 郑日宇你到底换了几套衣服啊。。。            
(5星)	 怎么说呢我个人比较希望看到李瑶媛和赵显宰在一起，但两个灵魂共享一个身体和两个男人谈恋爱这样的情节真讨厌。结局虽然很多人骂，但还是稍微安慰了我一下。            
(4星)	 除了结局都喜欢            
(5星)	 珍惜活着的时光！            
(5星)	 把每天都当成最后一天生活着，这样的励志，难得不是？干嘛大家都骂了            
(4星)	 前面再怎么好，结局真是伤不起啊……            
(NA)	 姐姐你的美瞳都快掉出来了！            
(5星)	 结果太让人想不到了。。。。哎。我还是很喜欢戏剧的结局。。。因为至少不会绝望。。。            
(5星)	 很感人！用心生活，热爱生活，因为生命是那么美好！            
(4星)	 虽然中间还是拖沓了 但是不得不说是一部好作品。            
(1星)	     浪费表情。            
(4星)	 李瑶媛演技很好，郑日宇很像。原来像宋那样活着，是意识到已永远失去你。在得到以前。            
(5星)	 我爱赵显宰！！！是部非常好的片子！！！郑日宇的演出非常惊艳！南奎丽像个BARBIE，真心不像人类的脸。。。。李瑶媛的腿真心细！。。。。            
(4星)	 这是姐追的第一部韩剧啊！！！！坑爹的编剧，稀烂的结局！！！！！            
(5星)	 结局太狗血了 光最后一集就能拍成一部电视剧了！！！！            
(NA)	 结局真坑爹，前18集是4星，看完真的想打1星，还是忍住了。            
(4星)	 尼玛为啥不是happy ending!!!!!!            
(4星)	 新颖的剧情，但貌似是个狗尾巴的剧，李瑶媛出场很无感，但是一人分饰两角实在精彩，越看越美型，很久没有因为剧情感动。都说悲剧才是真正的经典，但是为了追求高深立意刻意的悲就真是一个惨了，作为drama，还是人性一点好。            
(4星)	 结局好出人意料，人生确实有很多事情是我们没有办法控制的，编剧好强            
(4星)	 三分都是给前十八集的= =再加一分给韩江=A=【影评http://movie.douban.com/review/4955235/】            
(4星)	 加长版反转剧啊！            
(4星)	 四星半              
(5星)	 开始也不太喜欢智贤&gt; &lt; 但是死了真的很可惜 韩江真帅=u=            
(NA)	 很喜欢里面的两个女主角。里面有一句话。我忘了~\(≧▽≦)/~很好            
(4星)	 其实最后两集没看。            
(5星)	 喜欢韩江，忠犬型的男人            
(5星)	 用两天的时间看完，真的很感动。            
(NA)	 如果现实中也可以让我遇到这种爱,那我也会舍不得死去吧            
(5星)	 超级超级好看的剧            
(4星)	 终于跳出了韩剧既定的圈圈~            
(5星)	 每一天都当作最后一天来度过            
(5星)	 g            
(2星)	 = =不想多说什么了~            
(4星)	 灵魂脱体附体脱体附体。。。不过蛮好看的就是结局有点那个。。。            
(5星)	 用生命意外的49天，感悟生之命中无法感悟的重量，感恩生之命中的一切你们出现的时间。            
(4星)	 追的第一个韩剧            
(2星)	 我今天早上给的四颗星，看了大结局的介绍，我决定给2颗星。            
(5星)	 太好看了~            
(5星)	 冲级强烈            
(4星)	 把每一天，都当做是最后一天来活着。            
(4星)	 李瑶媛的表情好木好奇怪            
(4星)	 结局太雷了！小郑同学的造型每一个都那么帅~:D            
(4星)	 韩剧已经不是人们那样的框架了，也会很有创意的···            
(4星)	 终于完结了~~~~截止到19集都还好好的，为毛编剧把结局弄那么牵强~~~~居然成了两姐妹~~~~~我扣你一颗星~~~~~            
(5星)	 情节很特别，所以给5星。            
(2星)	 闺蜜强烈的推荐~~~而后看的，结局是脑残版的，看到18集就好            
(5星)	 蛮好看~！            
(5星)	 结局太悲了。。55555            
(3星)	None
(4星)	 蛮有意思 冲着男主角长得像阿信才追着看的呀            
(5星)	 我就这样陪着女主渡过了夜晚清醒 白天酣睡的一段日子 也曾在classic电力耗尽的凌晨四点开始恐惧 假想自己是一个四十九日旅行者。我确信我的生命中不会有一个韩江一样的人 因为爱而能够清晰的辨别关于你的一切            
(3星)	 看了2集，韩剧近来总是突破连连…灵魂互换灵魂附身人妖之恋神马的。类似死神的帅哥调度员男配更有男主气场我觉得。            
(3星)	 结局就是一个BUG！            
(4星)	 别出心裁，好看，情节精彩            
(5星)	 很好看，李瑶媛好漂亮，演的也很好，故事情节也挺有新意的            
(5星)	 编剧很有才            
(4星)	 不错            
(5星)	 非常棒的韩剧，让我又有回归韩剧的冲动了，可爱的李瑶媛，帅气的赵显宰。能活着真好，好想再一次找到爱的感觉！            
(4星)	 后半段哭死了！            
(4星)	 像男主角韩江这种man是千年不遇的...ending的确狗血了点，KAO，伤心            
(4星)	 还真猜不到是这样的结局。            
(4星)	 人终究会死去，面对人生。爱着伤害你的人 同样重要。            
(4星)	 這部戯的好處是, 看厭了一個女主角可以換另一個看,,,            
(3星)	 饰演申智贤的演员整形整到假的让人无法忍受，两位女主演技个顶个的垃圾，不过剧情还不错，结局拆了所有重要CP，烂尾到让人无语。除去结尾不提，PC还是适合演这种不真实到让人羡慕的童话爱情啊，爱就爱了，管你有没有逻辑讲不讲道理 = =            
(5星)	 大爱，没有往日韩剧的腻歪感，虽然题材不新但却是少见的韩剧。            
(5星)	 真心的推荐啊            
(5星)	 好好看。。。每天都在等待~            
(NA)	 啥破编剧啊~~~泪奔            
(4星)	 不一样的容貌，不一样的声音，谁能透过这些不同，看透眼底深处的相似？            
(5星)	 这是一部看完以后会引发很多思考的剧            
(NA)	 结局很狗血            
(4星)	 ”这世上到处都是障眼法，你看到的可能都不是真的，而真的，你又不一定那幸运能看”            
(4星)	 四集+最后一集。弃。比以往的韩剧来的深刻。但是我本来想看温暖热闹的氛围，却被这几集阴郁了一天。            
(NA)	 起码活着            
(5星)	 坑爹啊！！！！！！！！！！！！！！！！！！！怎么会这么好看！！！！！！！！！！！！！！！呜呜呜呜呜，眼泪都让编剧赚光了！！！！！！！！！！！！！            
(5星)	 很有哲理的片子。。            
(2星)	 看不下去。。。            
(4星)	 最近很揪心李瑶媛。            
(5星)	 很到位的演技！！！好聽的音樂！！！好久沒有這麼讓我上癮的韓劇了            
(5星)	 很喜欢李瑶媛，太有福相了 哈哈~~~            
(4星)	 以前我总觉的不要知道自己的死期好，现在看来如果知道死期，真的能更珍惜生命。用49天看清周围的人比较开心呢？还是糊里糊涂的过一辈子开心呢？刚开始看的时候我觉得我一定能收集到三滴百分百真心的眼泪，可是后来我想，我能吗？如果我附身到别人身上，你能认出那是我吗？            
(4星)	 好喜欢赵显宰啊~~~            
(4星)	 结局很有被编剧摆一道的感觉            
(4星)	 爱一个人，是喜欢她的躯体，还是她的灵魂？因为这个人很特别。            
(5星)	 自从失去亲人后，我常常对自己说要好好珍惜，不管是亲人、朋友、还是身边的过客~~有时候会设想，假如我是主人公，那三滴眼泪会是谁流的呢？会有人为我流那三滴眼泪吗？            
(4星)	 还不错            
(5星)	 确实剧情吸引人，往往出乎意料，却好像又在情理之中            
(5星)	 18集之前超好看。但19、20集，哎，太结局太让我失望了            
(4星)	 必须说，开始看南圭丽的脸确实不太自然，不过看太多以后还挺顺眼的，真的有小孩子得感觉，其实她演得还可以吧。            
(3星)	 觉得 那个李瑶媛比南奎丽好多了。。。。            
(4星)	 对这个结局表示满意            
(4星)	 结尾有点差强人意            
(4星)	 女主角的皮肤不是一般的好。哪个算女1号呢？            
(5星)	 大爱！大赞！            
(NA)	 好看，我本来是个一点都不迷韩剧的人，可是这部电视却让我追的紧张，让我想了很多……迫切知道结尾的感觉            
(5星)	 每周必看            
(5星)	 还差2集了            
(5星)	 很爱这部韩剧，人间的情感是复杂的！好与坏都是相对的，人生得一知己已经足够了！谁又能说自己身边的朋友会如何看待自己的真心呢！            
(5星)	 雖然不是大團圓結局，但是這個結局確實讓人值得回味。。。活著的人都因為過世的人而活的更有意義， 很不錯的結局雖然編劇多次暗示， 也隱約感覺到智賢和宜景之間一定有著某種聯繫， 但是沒有想到會是姐妹， 這應該事編劇對劇中兩位老人的惻隱之心吧~~畢竟白髮人送黑髮人這種事太殘忍。。。            
(3星)	 女二的故事虽然是老套，却还是唯美感人            
(3星)	 想看李瑶媛才看的，有点扯，郑日宇的造型和角色最扯，不过确实讲述了一些人生的道理：当面对生死时，自己以及身边的人都会越发清晰地意识到想珍惜，舍不得的人和事物；当经过一场生死的洗礼后，人们会把每一天当做最后一天幸福地度过，它拿走了什么，但也给予了什么。            
(4星)	 虽然最后的结局让人很唏嘘，但它仍很吸引人            
(5星)	 我爱江...江!!!!!!!            
(4星)	 每周等的更新太慢了,结局怎么是这个样子滴！！            
(5星)	 还在看...很紧张很吸引的情节~女主角太可爱了~            
(3星)	 结局也太反转了吧。不喜欢。            
(5星)	 不是控颜，我是来看衣服的            
(NA)	 很感人，喜歡裏面鄭日宇不同著裝，還有江的癡心。劇情很棒！            
(5星)	 感人至深~洗沁心灵~            
(4星)	 喜欢阿江。想拥有一个像他一样的，就算是朋友。            
(5星)	 不仅仅感人。而且我觉得剧本很有意思。写的很有新意。演员演艺的也十分到位。韩剧一直在发展呀。            
(3星)	 哎，至少现在我不是很满意这个结局，也许我的思想还没有到达那个深度。。            
(5星)	 剧情超级紧凑很有深度            
(5星)	 不错的韩剧，很催泪。            
(5星)	 三滴眼泪全都得到了，醒来之后如何面对韩江啊！期待啊！            
(NA)	 都是希腊人            
(5星)	  很好 啊 。。。 看了 就知道哩            
(4星)	 听说结局不好，不过前面还是很好看的，推荐~~            
(4星)	 呃。。不错啦，演员都喜欢，但剧情不是我的菜。。小宇很萌，赞一个            
(4星)	 觉得不错呢，感情挺细腻也挺感人的~            
(4星)	 破结局。。。故事是很好。。            
(NA)	 啊啊。。。女猪脚好像充气娃娃、。。。            
(4星)	 撇开编剧撇开演员，单说故事之后的思考，尽管看见的不一定真实，但是比起回忆过去更重要的是珍惜眼前。            
(2星)	 看到第二集就看不下去了            
(5星)	 首部按韩剧的播出规律一周一周追过来的片子，本是为了赵显宰去看。但现在却最喜欢李瑶媛，一人分饰N角，真是演技派。她有着并不惊艳，却让人没法讨厌的那种颜。49日很好的延续了《秘密花园》开创的灵异+爱情风，每集结尾吊足胃口，另外，韩国四月美景尽收其中，精美小物件儿也是热卖中。            
(4星)	 宜景和宜秀的纯爱让我感动。            
(NA)	 韩剧低迷期的佳作。            
(5星)	 女生都好漂亮啊，很标准的韩式打扮啊，故事也很好啊            
(5星)	 题材很不错，李瑶媛我很是喜欢啊！            
(2星)	 不懂为什么分数这么高... 男女猪脚都不喜欢 李瑶媛是演技很好啦 就是... 不喜欢吧... 剧情有点拖拉 最后居然醒了 不感人了...            
(3星)	 跟着看了一部分。还行            
(5星)	 其实我觉得那个结局也不错的，但是好多人都不喜欢啊。。。。            
(5星)	 超爱的韩剧之一,就是结局有点狗血            
(3星)	 这结局合理但不合情。伤害了我的心灵啊~~            
(3星)	 还是看不了韩剧。            
(NA)	 爱情其实很简单。            
(5星)	 至少看到现在为止 还是比较有爱的            
(4星)	 看完了 本来是可以给五颗星的剧 可是结尾不成全我喜欢的两个人在一起 让我流太多眼泪了 扣一颗星!!!!!!!!            
(5星)	 旁观者清            
(4星)	 三滴泪，三种情。            
(5星)	 伴着泪水~伴着感悟~伴着这49日看完的~~把每一天当成49日~~            
(5星)	 喜欢这个结局，给人一种虽悲尤喜的感觉。还有江在牢里说的那句话。            
(4星)	 坑爹的结局硬是让我改了评价！！！            
(5星)	 看尽世态炎凉            
(4星)	 剧情跌宕起伏了吸引人往下看了诶~~~            
(5星)	 男演员很帅            
(5星)	 秘密花园后唯一惊艳的韩剧~            
(NA)	 结局太伤人 我再也不相信爱情了~！            
(5星)	 很有意思的电视剧，发现赵显宰是个耐看的男人！            
(5星)	 爱是人生的主题            
(5星)	 没有戏码的至纯爱情～            
(4星)	 爱苹果脸~~            
(5星)	 从第一集就能紧紧抓住观众的神经，一改韩剧的拖沓，结局有些意外，但也在情理之中...差点错过的好剧            
(4星)	 最近韩剧频繁 ~            
(4星)	 结尾有点很仓促啊            
(5星)	 。            
(NA)	 最后一集有一种 这货不是韩剧  的feel              
(5星)	 非常值得一看的剧。层层相扣。很奇特，跟晴也是暗暗涌动。。各个演技都超一流！            
(3星)	 又一部类似秘密花园题材的韩剧,前半剧情还是挺吸引人的，越到后面越难收尾的感觉.最后结尾的大反转，莫名其妙让女二死掉，真不知道bj什么思维.为了结尾不落入俗套而别出心裁,却适得其反....另外,李瑶媛长得也太平民化了,演技也未必有多登峰造极吧....            
(NA)	 还不错~我都跟着揪心            
(5星)	 终于找到可以吸引我一直看下去的剧了 ~~!!!            
(5星)	 真心待人，换来的也许只是别人的嫉妒和怀疑，可是即使这样也还是要真心待人。            
(5星)	 2            
(NA)	 最近一年看的最好看的韩剧。和偶像剧            
(3星)	 前面18集不错，结局太狗血。。            
(5星)	 最近看的很不错的一部韩剧，坐等结局啦~~~            
(5星)	 近来的韩剧让众多韩剧迷们看到了韩剧力图创新的努力，这是其中一部，推荐啦~而且是赵显宰退伍后的复出之作哦，不错~结局哭惨了~            
(NA)	 能否搜集到你的一颗真心眼泪。            
(3星)	 靈魂互換似乎是最近韓劇的主打，韓劇的模式化已經病入膏肓了，創新才能獲得成功，模式複製總是要被挑刺的多。。。期待下一季佳品            
(4星)	 看结局之前就被剧透了，但真正看时并没有觉得那么悲哀。49天里，智贤慢慢成长，看到了一直默默爱自己的人。重生。            
(4星)	 不可逆转的命运            
(5星)	 最后的最后，我才知道这是怎么一回事。            
(NA)	  好久没看韩剧了。。很值得看的一部韩剧哦            
(5星)	 剧情我还看的下去，主要是帅哥多            
(5星)	 喜欢这种题材            
(5星)	 好久没看到这么真诚不浮夸的韩剧了            
(4星)	 很不错！韩剧的形式这两年来是越来越多了~~            
(5星)	 结尾狗血了。            
(5星)	 仔细想想 这个结局其实很不错了 ...            
(5星)	 我觉得最赞的韩剧啊啊啊 江啊~~~~ T 3 T             
(4星)	 别人推荐的，看完之后觉得还不错，不会让你觉得看完之后是浪费时间，结局不一般。            
(5星)	 两对小情侣的爱情，让人很揪心。即将迎来的结局，希望是完满的。            
(NA)	 因为剧情、因为丁一宇~~            
(4星)	 结局太不考虑大众心情了呀~~~而且太没逻辑啦= =不过算了，整部剧的BUG连我这种人都能查找出那么多。美好的终究是存在的啊。            
(NA)	 求解，求解。　有谁没被吓到的。啊啊啊啊～～～～～～            
(5星)	 超乎想象的好. 有没有3个人能真心为我哭泣 btw南奎丽好漂亮.             
(4星)	None
(5星)	 果然不是美好大结局。=。=            
(NA)	 为了赵显宰&amp;郑日宇            
(5星)	 今年最佳            
(4星)	 其实只要18集就够了            
(5星)	 虽然最后的结局虐到不行让人好想把编剧送去坐电梯，可是却传达了温暖感动和祝福，教活着的人珍惜每一天，珍惜身边人            
(5星)	 好久没有追韩剧了。。            
(4星)	 讨厌这个结局。讨厌讨厌            
(4星)	 赵显宰和李瑶媛在气场上其实很不搭。            
(5星)	 剧情有创意，让人有强烈地追看的感觉。李瑶媛表演很给力。郑日宇很帅啊            
(4星)	 结局仓促而狗血            
(5星)	 非常不错 剧情很好            
(5星)	 看完了！整体来说好不错！就是结尾有点让我这样喜欢完满解决的人受不了啊！我还生产了里面的剧服！嘻嘻！http://superday.taobao.com            
(5星)	 世界上会有谁 会为我流下那纯洁的三滴泪呢？  非常好看的韩剧呐 如果我们阻挡不了坏人向我们靠近 如果我们改变不了命运的齿轮 那么我们就用善良的心去爱和努力吧 至少让身边的人幸福 把每一天 当成最后的四十九日            
(4星)	 韩剧就是能将灵异事件写的如此动情            
(5星)	 又是灵魂出窍的故事~听说还不错 ps:听说烂尾了==  还看不看呢。。。。。为啥要杯具呢。。。纠结啊~就算是这样为什么要让我知道呢。。。。            
(4星)	 还是有那些理想中的完人，爱灵魂多于样貌。不一样的容貌，不一样的声音，谁能透过这些不同，看透眼底深处的相似？爱一个人，是喜欢她的躯体，还是她的灵魂...            
(4星)	 我要看白烂恶心happy ending的大团圆结局啦！！！尼玛编剧最后玩你妹的励志啊！！            
(NA)	 我会用那49天来做什么。            
(4星)	 更新完的那周就看完啦，很不错，现在妈咪也在看            
(5星)	 哎呀！我的妈呀！最后一集太让我崩溃了！！真是太能出乎意料了。剪不断，理还乱。唉~            
(5星)	 如果，我在49天找三个真正爱我人的眼泪我找的到吗第一部守着更新看完的韩剧            
(4星)	 可怜的南圭丽 一部剧只换过一套衣服             
(4星)	  故事可以 結局太瞎            
(3星)	 赚眼泪啊。。。结局肿么这样啊 。。。            
(5星)	 好不容易有戏看……            
(NA)	 反转剧～            
(4星)	 编剧在最后一集把大家都吓到了，有点创意的。最后的两棵树的画面很幽默的说。            
(5星)	 编剧是变态!! &gt; &lt;            
(5星)	 好无语的结局。            
(3星)	 其實這個超現實主義的情境還不錯的，可惜第二集開始就各種俗氣了，雖然我也想不出不俗氣怎麼寫...沒辦法，總得有些突轉發現來支撐20集吧~~            
(4星)	 收集到了三颗眼泪又如何，原谅，宽恕，忏悔，重新再爱，那么，这个世界还有什么是永恒的？友情会因为男人分裂，爱情会因为背叛而破碎，还有痛入骨髓的还念终究会被遗忘，这个世界，还有什么值得坚守。既然没有所谓的永恒，也没有所谓的誓言，那么，我们该怎么继续，该怎么义无反顾地去爱？            
(NA)	 最后两集，集狗血，反转，耍无赖之大成。            
(2星)	 年度坑爹剧！！！            
(4星)	 其实蛮好看的一部剧，只是结局被编剧给毁了，给三星            
(5星)	 剧情编得让人无法停下来 女主的演技无可挑剔 喜欢调度员 心疼伊景和伊秀            
(4星)	 结局有点遗憾            
(5星)	 大爱。            
(5星)	 好不容易,半夜起来追完了.就是这样的结局.真狗血//好人没好报.好伤心...高丽棒子肿么编剧的...!            
(4星)	 如果你现在看到的这个我不是我，那么我会看到一个怎样的你？            
(4星)	 蛮有意思的。            
(4星)	 可惜是个后妈啊，把残忍当深刻            
(NA)	 人生有时候和你看到那个并不一样。没有一个人能完全了解另一个人。            
(2星)	 女猪脚整了还是像大妈 气质是没法改变的好吗！！！！！！一星给郑日宇的身高            
(4星)	 结局太变态了             
(5星)	 很好看            
(4星)	 要是没有结局绝对是五星的剧。。。            
(4星)	 好看好看啊，女主角演技好呀。剧情慢慢的有点赶            
(4星)	 只剩结局，不想看            
(4星)	 哭了 值得一看 活着已经是再好不过的事情了            
(5星)	 想法很特别   49天溢满感动            
(5星)	 郑日宇明显成熟了~            
(4星)	 成也结尾，世界上哪来那么多的团圆大结局...败也结尾，太仓促了吧这也...            
(4星)	 太讨厌这个结局了！！！讨厌讨厌！！！！            
(4星)	 真爱她，即使换了面貌也会在茫茫人海中认出她。真爱她，爱上她的灵魂，在她已不是他所认识的她。            
(3星)	 结局啊            
(3星)	 编剧 就是因为您 我才把好评改了的 ！！！！            
(4星)	 除了结局还不错~这几年来第一部看完的韩剧了哈哈            
(4星)	 我在心跳加速……最终好心的编剧让我在心跳过速前停了下来            
(5星)	 如果只有49天，你有信心找到三地爱你的人地眼泪么？现实与虚幻交错，每个人都不得不面对真实的自己，隐藏的爱恋、愤怒、痛苦、私欲~~很有意思的也很新颖的一部片。            
(5星)	 灰常好看灰常好看！！赵显宰，啧啧~结局不给力啊！            
(NA)	 很好看 看到了18集，但是最后一集显得很草率。。            
(4星)	 朋友推荐，我还真的挺喜欢的，看来你们知道的            
(5星)	 结局不太好            
(NA)	 追不下去！！！！！！！！！！！            
(5星)	 喜欢！可以看到人世间的各种面。。。。。。            
(4星)	 气质女神～郑日宇特米了            
(3星)	 出于没有想到最后结局给的3星==！活着的明明就是一类人，角色安排的太不合理了。            
(5星)	 结局让我很伤            
(4星)	 拍到后面估计又要烂尾~不要烂尾啊啊啊啊            
(3星)	 韩剧能得三星的已经算是好的了            
(4星)	 快点结束吧 大团圆结局吧            
(NA)	 最近一直在追这部戏，很喜欢，戏里的人的穿着，感情，随着剧情的发展，总有小的惊喜，希望结局是幸福的，我不太喜欢悲情结局            
(4星)	 老早就听说结局是个悲剧，所以对这个结局还算满意吧，最心疼的就是韩江了，故事节奏也都很不错。            
(3星)	 实在讨厌天真无邪的脸！！！ 李瑶媛就应该前面那种冷面  附身之后的服装和发型实在太13了！！            
(3星)	 无亮点。 = =            
(4星)	 有點爛尾的感覺            
(4星)	 情节很别出心裁. 如果你有49天的还魂日,你能弄到三滴救命眼泪吗? 不敢想象,期盼的过程肯定无比揪心痛苦. 南奎丽真是像瓷娃娃一般.            
(4星)	 结局还真反转说。。。            
(5星)	 真尼玛坑爹呀！！！我翘班看完的呀！！！确定了不是悲剧才入的呀！！！最后怎么会全死光的呀！！！这么明显的杯具结局怎么会被我看成和的呀！！！瞎了眼呀！！！            
(4星)	 结局不给力            
(5星)	 结局悲情的。哎。            
(4星)	 看前面那几集的时候不停地按着快进看，直到韩江对宋伊景有所怀疑是智贤和原来宋伊景一直深爱的男人是时间使者的时候才细细观看，还是值得把结局看完滴。韩江的哭最让人揪心啦。。。            
(4星)	 不喜欢结局。            
(4星)	 ，，这更新能快点不，，，期待啊            
(5星)	 最喜欢的是那段暗恋时光。            
(5星)	 一边看一边哭，纸巾都不够用，看了那老些韩剧，这是第一个让我哭的，我果真受不了生于死的，亲情友情的感动            
(5星)	 比较好的韩剧，感悟很多--珍惜一切。            
(3星)	 最后一集漏洞百出！！！两滴眼泪明明掉下来的时间不同，怎么会几乎同时到达智贤的项链里面？两个人明明脸盘差那么多，竟然是姐妹？！编剧是圆不回来了才想着至少给智贤父母一个好结局吧            
(5星)	 难得韩剧拍成这样  超级好看 真心痛            
(5星)	 目前看过的最揪心的韩剧了，哭死了，超级超级超级纠结的爱情和命运。真心爱你的人是谁？            
(4星)	 挺感人的一部剧。结局小乌龙。整整19集都为了活下来而努力。第20集终于活过来又死了。不过这可能就是命数无常。最后一集后面小拖沓。整部剧调度员大出彩。不再是演《搞笑一家人》那个傻小子了。o(*￣▽￣*)o             
(3星)	 李瑶媛不错嘛 HOHO            
(5星)	  喜欢出乎意料的剧情            
(5星)	 哎 哭的我稀里哗啦的。            
(5星)	 真心的眼泪原来那么难拥有            
(5星)	 很好看~~不会有看几集就看不下去的感觉,每一集都很精彩~~            
(4星)	 这个编剧太讨厌了。智贤最后还是死了!!!!            
(4星)	 南圭丽的假脸，让人联想到日本充气娃娃~~~~~            
(4星)	 T T苦逼的我忍着蚊子看完了。。。人生需要不完满的结局。            
(4星)	 结局啊结局，你肿么了            
(4星)	 哎，现在看韩剧，算不算大恶不摄哇～            
(4星)	 有那么点儿  嗯  虚幻了            
(3星)	 ==电视剧总是让人越看越不喜欢，特别还是韩剧            
(3星)	 嗯.. 虽然剧情都有d新意.. 但系总觉得编剧得唔系好好.. 尤其女主角智贤同宜景.. 前后相差太远了吧?!! 一个baby face到咩咁.. 一个就成熟到爆.. 果个宜景个样好老啊.. 都唔系偶像剧噶.. 晕死..            
(5星)	 看来看去，最爱你的永远是你自己            
(5星)	 重剧情的人，一定要给五分好嘛！虽然韩剧虎头蛇尾的真理我是真心懂！            
(4星)	 韩江啊，你的如斯深情……            
(4星)	 大半夜被虐的内牛满脸啊。            
(5星)	 喜欢善德女王李媛瑶，这部剧让我开始怀念SG的金社长了，诶……玄彬opa早日回归啊！！！            
(5星)	 韩江好帅啊！            
(4星)	 结局编的太牵强了~为啥非得把两个女的扯上血缘关系啊~            
(5星)	 只要有勇敢和满怀希望的心。看过的最好看的韩剧。            
(2星)	 这尾烂的无话可说，原来前面神马都是浮云......            
(2星)	 这是这是什么结局啊。。。。            
(5星)	 很特别的剧，一直在追！追到最后的结局，让我有点无奈，有种无力感，剧中人都得到了救赎，看剧的我们呢            
(NA)	 江~            
(4星)	 题材很喜欢，似乎很催泪。。。            
(5星)	 很温馨            
(4星)	 剧本肿么可以写这么好！ 要是能静音那就完美了            
(4星)	 坑爹的大结局。            
(4星)	 受人指点，看到第18集时果断弃剧，就当完结 =______,= 。            
(3星)	 没意思            
(4星)	 喜欢韩江            
(3星)	 有点拖沓            
(4星)	 狗血的韩剧啊 女主死亡 姐妹关系 嗷嗷            
(5星)	 我认为的最好看的韩剧，甚至超越了大家心目中的经典《蓝色生死恋》，不看后悔，看过对人生，对亲情友情爱情都会有感触的一部剧。            
(5星)	 剧情环环相扣不拖沓 很值得一看             
(4星)	 挺吸引人的。            
