http://movie.douban.com/subject/2154743/	封神榜
(5星)	 姜子牙爷爷~~            
(4星)	 喜欢这部 嘿            
(4星)	 小时候觉得妲己好漂亮好漂亮，那里面的美女偶都喜欢~            
(NA)	 最漂亮的妲己老了            
(NA)	 还想看……            
(5星)	 经典之作！！！！            
(5星)	 还是这个妲己最漂亮            
(NA)	 苏妲己迷倒了小时候的我。。。            
(4星)	 恐怖片            
(4星)	 儿时的记忆            
(5星)	 炮烙            
(3星)	 这个可是拍了又拍啊.不知道什么时候才能折腾够了.            
(5星)	 童年的记忆！            
(5星)	 儿时的恐怖片、科幻片启蒙。            
(5星)	 神的传说，传承经典            
(4星)	 傅艺伟太美了。            
(4星)	 说实话小时候我很乡巴，但都觉得他很山寨但傅艺伟的美丽与妖艳，完全让我继续看了下去 这就是找一个漂亮演员的必要 如今啊 还是她，让我又去回味，傅艺伟 你太漂亮了！            
(5星)	 妲己就是这里知道哒~扮演者是当时老红了的女演员傅艺伟( ⊙ o ⊙ )啊！            
(4星)	 当时觉得很奇幻了，还有就是妲己演的真不错            
(3星)	 中国第一CULT            
(4星)	 神的传说！            
(4星)	 记得那时好多人窝在我家等着看这电视，哈哈~~            
(5星)	 帅锅很多            
(3星)	 小时候看全了内            
(4星)	 姊妹篇是《新白娘子传奇》            
(5星)	 小时候天天看···            
(5星)	 有段时间指着这电视剧活            
(4星)	 那些姜子牙啊雷震子啊，印象深刻呐~            
(5星)	 给满分纯属感情因素            
(4星)	 当年的美哪吒！            
(5星)	 对我来说这个版本的封神榜是最好看的            
(3星)	 貌似很小的时候看过这片子            
(5星)	 靠，谁说不好看老子打谁            
(5星)	 拍摄尺度够大胆。            
(5星)	 天朝女演员里没有比妲己更好看的了，后来她去哪了呢？            
(5星)	 英俊的太公，英俊的三太子，各种英俊            
(3星)	 剧情香艳            
(4星)	 好神奇的人            
(NA)	 小时候其实没怎么看明白，光知道有个妖精。            
(3星)	 额滴神那……还有这片子            
(5星)	 童年啊！            
(3星)	 当时还觉得吓的不行..            
(5星)	 无法超越的经典。            
(4星)	 现在只记得土行孙 和 狐狸精附身的妲己（真的很漂亮，是傅艺伟吧）            
(5星)	 给狐狸精最后的尾巴吓成失眠            
(5星)	 俺至今仍记得片头曲歌词            
(4星)	 儿时的经典            
(4星)	 我的性启蒙片            
(5星)	 这是一部超越性的神作，我觉得现在很多片子的特效还不如他呢~            
(4星)	 逃课回家看的，看完了在回学校拿书包            
(4星)	 谁让我是看着这些剧长大的呢            
(4星)	 就记得美丽的妲己了            
(NA)	 小时候看的            
(4星)	 杨戬好帅            
(5星)	 那个华丽丽的妲己啊，小时候觉得我一个女老师长得特像她……还有，衣服穿得真少……            
(4星)	 现在看我们最纠结的是技术问题，其实那个时候的眼光是崇拜啊            
(4星)	 记忆不真切了，好像一岁多的时候……            
(5星)	 我哪会看妲己估计跟纣王一德行，真tm美的没边了            
(4星)	 童年的恐怖片~~~            
(5星)	 說真的，演技很好，不像現在的電視劇越來越做作            
(5星)	 妲己可真漂亮啊            
(NA)	 故事还行，就是演员一般般喽            
(4星)	 蓝天野            
(NA)	 印象太深了。不过内容全忘了。            
(5星)	 当时觉得很好看！！            
(5星)	 傅艺伟那时候好漂亮            
(5星)	 妲己很漂亮            
(3星)	 酒池肉林就是这样？==||            
(5星)	 不能超越的经典。            
(NA)	 儿时的记忆 记得当时 还不是人人家都有电视的 还记得妲己很美            
(5星)	 那时看的还是黑白电视            
(5星)	 傅艺伟演的太好了~~            
(NA)	 狐狸姐~            
(5星)	 小时候超喜欢  我当时以为它是四大名著之一了            
(5星)	 神作~~~记得哪吒老帅了~~~            
(4星)	 特美好的回忆啊。            
(NA)	 魔幻色彩是如此吸引我            
(5星)	 姜子牙啊姜子牙~蓝天野啊蓝天野~那叫一个仙风道骨啊~            
(NA)	 童年记忆里的经典            
(4星)	 小时候是觉得故事好看，长大后看觉得演员挑的真是好看            
(5星)	 没得说的,经典啊,风景美得不得了,人物也是相当的漂亮,很有异国风情的!            
(4星)	 妲己很漂亮            
(5星)	 就是害怕神神鬼鬼的~~可是经典是挡不住的            
(4星)	 小时假很喜欢看的一部片子。。。。            
(5星)	 好看            
(4星)	 当时被称为太露骨的片子            
(5星)	 我老喜欢姬发了~            
(5星)	 看来看去，印象最深刻的还是 姜子牙。。。            
(3星)	 只记得傅艺伟很好看            
(4星)	 说实话，剧很粗糙，但是小时候看得如醉如痴            
(4星)	 花开花落~~            
(3星)	 很漂亮妲己~~~我看封神榜就是看妲己的！！！            
(5星)	 小时候 封神榜和西游记是每年暑假必看的  现在的新版根本不去瞧一眼  永远的经典  片头片尾曲也相当棒 很喜欢            
(4星)	 整体来看很不错，但后面几集不怎样，那些妖怪还难看的要命！印象最深刻的就是妲己和我们的子牙师叔了，子牙师叔最后就应该升仙！            
(3星)	 吓人……            
(4星)	 我那一去不复返的童年啊~~~            
(3星)	 傅艺伟挺好看的，演妲己演的挺好。。安            
(5星)	 估计是我小时候记得的看的第一部连续剧            
(5星)	 MS当时被吓着了            
(4星)	 小时候当A片看的            
(NA)	 为什么重播再看再也不复当年了呢~~            
(NA)	 这版妲己漂亮            
(4星)	 小时候看了会做恶梦的恐怖片。            
(5星)	 傅艺伟=妲己！更喜欢谭咏麟的深情忧郁            
(3星)	 害怕呢            
(4星)	 就记得比干问人家没心能活么。别人都说不能，他就死了。当时我还想呢，那别人都说能，他不就活了么。            
(NA)	 遥远~~~遥远~~~            
(5星)	 小时候多爱~            
(4星)	 HAHA小时候看的时候 很迷周武王。。。。 无法理解            
(3星)	 妲己很坏            
(3星)	 这个妲己还真是到位。            
(5星)	 小时候迷得            
(5星)	 当时看到快结局的时候，正逢某位重要同志离世，电视停播，郁闷啊            
(5星)	 老了老了。。。妲己阿～～我的女神～～            
(4星)	 按照这版服装设计的世界观，希腊实出于中华            
(4星)	 小时候还有顺口溜，天天放学背着书包回家路上念叨叨..都忘记了，只记得什么饼干什么心的...            
(5星)	 傅艺伟赞            
(4星)	 小学五年级的记忆，当年的绝对大片            
(3星)	 商朝难道与罗马时代有关 穿的太像了            
(4星)	 蓝天野的姜子牙太姜子牙了！            
(4星)	 小时候的回忆苏妲己            
(4星)	 印象最深刻的妲己~            
(5星)	 很吓人的剧...            
(4星)	 当年就这程度也把我吓得不轻            
(5星)	 额滴最耐 因为太神奇了            
(4星)	 还记得那个人被挖掉了心脏，然后遇到了一个卖菜的，问，这个菜有心吗？            
(4星)	 现在已经多数多不记得了~            
(4星)	 原来我小时候追过不少黄金档嘛。。            
(3星)	 经典到我都吾记得剧情了            
(3星)	 太老的电视剧了~~基本不记得了，就不做评论了~~            
(4星)	 很B级             
(4星)	 几乎把神话部分剔除了。但是很经典！            
(5星)	 童年的回忆。。。。这个版本的哪吒是我第一个萌的帅哥来着~            
(5星)	 傅艺伟版苏妲己是绝对的经典了，后来的范冰冰、林心如什么的完全没演出狐狸精的范儿！每当你看到傅艺伟版的苏妲己，你就会因为认为她太有女人味儿而产生认为范冰冰、林心如是男人的错觉，嗯，这确实是错觉            
(4星)	 小时候很喜欢，还录了录像带看            
(5星)	 早生个几百年，小仙未必不会名落榜单之外！            
(4星)	 依稀记得傅艺伟的美貌.....            
(4星)	 我操 儿时的国产cult大片！            
(4星)	 还记得5年级的时候疯了似的往同学家里跑看这部剧            
(3星)	 仍然害怕            
(4星)	 在我脑袋里觉得这个片子很恐怖，气氛很是阴森。。。童年的记忆            
(4星)	 记得这剧恐怖的很露骨，炮烙，挖心，虿盆，剖腹，剔骨的演绎样样齐全，怪不得现在不重播了。当年还买过电视剧版的故事书疯狂迷恋。狐狸精漂亮的让人觉得她再坏也是好人，纣王好像萨达姆。            
(5星)	 经典             
(3星)	 这造型还挺有奴隶社会的感觉……            
(5星)	 真好看            
(3星)	 神作！希腊服饰 传统鬼狐妖仙故事，一批真正的如假包换的俊男美女，这不是经典谁敢称经典？            
(4星)	 小时候回忆的经典            
(NA)	 这个版本印象极其深刻……            
(NA)	 童年的记忆。小学。            
(NA)	 那个时候天天不敢睡觉幻想妲己会来找我。            
(3星)	 国产中精品            
(3星)	 好吧 我承认 我曾经有过早上四点钟爬起来看这个电视剧的经历...            
(4星)	 阐教的一群神仙，竟然有如此多的卑鄙小人= = 反倒是助纣为虐的截教众徒，让人敬佩。哎，不过到头来哦，还是封神榜上走一遭了。            
(5星)	 这是我小时候看过的最恐怖的电视剧。            
(5星)	 小时候超爱看            
(5星)	 经典中的经典！            
(4星)	 小时候的美好回忆阿，神仙，斗法，太有意思了            
(4星)	 相当之怀念            
(2星)	 当年就感觉这是部科幻片...            
(4星)	 感觉好真实。小时候看还有点怕怕，炮烙            
(NA)	 回忆里  很好看的片子            
(5星)	 那时候是多么的喜欢神神怪怪~            
(5星)	 很黄很暴力            
(4星)	 经典！！！百看不厌~            
(4星)	 我姥姥可爱看了。            
(4星)	 在当时还是不错的            
(5星)	 那是看得怕怕的            
(4星)	 也是夏天的童年回忆.            
(5星)	 无法超越的经典 不重播了T.T            
(5星)	 想起童年美好时光            
(NA)	 傅艺伟的妲己太经典了——            
(4星)	 小时候可以看的神话剧，除了西游记就是封神榜了！现在虽然特技效果好，但拍出来的却少有当年的经典！            
(4星)	 我只记得妲己了~还有一个被挖控双眼的女鬼            
(5星)	 虽然特技制作在如今看来似乎很拙劣，但这并不影响它在我心中的地位。另外，近些年的电视剧神话作品比如宝莲灯（及其前传后传XX传），我觉得有点低估我们的智商...            
(3星)	 小时候就怀旧，童年时看的这个电视剧，然后认为他破坏了我幼年时对《封神演义》的记忆，觉得电视剧情节太简单，神怪也很弱，万仙阵什么的也没有···            
(5星)	 大王~~~            
(3星)	 好像和老爹一起看过            
(4星)	 虽不会再看，但是经典不容置疑            
(NA)	 香艳。。。            
(4星)	 中国式超能英雄大战。最喜欢有勇有谋，堪为大将的杨戬。多年后发现原来他就是那个和孙悟空老过不去的小心眼：二郎神。唉~ 不仅感叹，官场毒害人啊~~~            
(4星)	 还是我外婆的至爱            
(5星)	 相信这部剧会是深藏在每一个80后的童年回忆里的。。。            
(5星)	 愿生命化作那朵莲花            
(5星)	 这五星，都是打给当年的            
(4星)	 儿时的记忆，现在想起来特技做得很差，呵呵            
(NA)	 呃 好多年前的回忆了呢            
(1星)	 效果太差了            
(4星)	 小时候的大爱，号称中国第一部高科技剧~            
(5星)	 小时候吓得不敢看。。现在看，还是这版妲己还有角色好看，造型也喜欢。男的都帅。。呵呵。。            
(NA)	 当时的傅艺伟，天仙般的美呀            
(NA)	 恐怖            
(NA)	 小时候还觉得好神奇，现在看看有点囧，但是演员是很实在的很漂亮            
(5星)	 童年美好回忆            
(3星)	 看过，特技很挫            
(2星)	 当时的卖点是所谓特技，但那个特技实在是劣质得不行，当时就很不喜欢。还有那些打斗和道具服装十分的不好！            
(3星)	 狐狸精是这里来的~            
(3星)	 当时看多惊艳啊，傅艺伟是很漂亮的            
(5星)	 其实拍的相当不错的，又严谨，演的又好！！！            
(5星)	 纣王~`那形象可真绝了~            
(5星)	 小时候看得晚上不敢关灯睡觉，老做恶梦了。永远的妲己啊            
(3星)	 没什么印象了。。。            
(5星)	 对我来说这比西游记，红楼梦，水浒传，三国演义，都要经典...            
(4星)	 妲己好美，里面的哪吒不错            
(4星)	 到现在还是觉得金巧巧跟傅艺伟很像= =            
(5星)	 神，这片儿无敌了，裹个布片儿就敢上镜头了，真佩服当年的整个剧组成员，最强大的是我小时候是把这片儿当色情片看的。当年资讯真是不发达啊、我真是愚昧啊            
(5星)	 好片!            
(4星)	 小时候特别喜欢看这个。            
(4星)	 妲己好漂亮呀妲己好漂亮            
(3星)	 這片子就是拍的太早了。特技實在無法恭維。主題曲是譚校長唱的……            
(4星)	 记得小时候觉得傅艺伟长得太漂亮了。还有个说要挖眼睛的镜头让我吓了好久。            
(4星)	 就为了看美貌的妲己~            
(5星)	 让生命化作那朵莲花            
(3星)	 虽然很古老，但那时候看的时候觉得演得非常不错            
(4星)	 二十年前的美好回忆，尽管现在看起来是粗制滥造！            
(5星)	 我爱妲己            
(3星)	 只记得到处都是白烟            
(5星)	 我，我喜欢那个哪吒            
(4星)	 很经典，最经典的一版了，无法超越，即使什么都比那时候好，但是没有老版有感觉            
(4星)	 童年回忆~            
(4星)	 小时候档恐怖片看的啊。特别是苏妲己出来的时候            
(NA)	 当时初中在何老师那点吃完中饭每天都看            
(5星)	 90年代大陆电视剧的经典名作啊...不看不行，必修课            
(5星)	 这可是我从小到大没几部每天晚上等着看的电视。虽然里面的特效今天看起来有点弱了。            
(5星)	 小时候觉得姜子牙好神奇啊            
(5星)	 早期大型国产cosplay剧，重温起来绝对喜感！XD            
(3星)	 印象深刻的是挖心那集，老婆婆卖的空心菜。。。厄。。。            
(4星)	 小时候每次生病看了这个就没事了，呵呵            
(4星)	 本科的时候居然还在宿舍电视看过一次，太搞笑了            
(5星)	 傅艺伟那时候多美呀，汤镇宗在大陆混了不少好戏            
(5星)	 当时觉得很NB            
(4星)	 小时候拿它当恐怖片儿看来着，对小娃娃来说忒吓人了。还记得过门儿不，把比干还是谁弄到烧红的铜柱上，然后闪光，变成一骷髅架子了，吓得我            
(4星)	 小时候看的，2点印象深刻，苏妲己很漂亮，比干挖心很恐怖            
(NA)	 没事解解闷            
(4星)	 现在看起来有点小儿科了，但是这是我看的第一部电视剧            
(3星)	 不错            
(5星)	 不知道是小时候什么时间看的。只记得当时家里还没有电视机，天天跑去别人家看。看完后，都会唱着那主题曲回来，“花开花落，。。。一个神话。。。就是浪花一朵”怀念我的童年。            
(5星)	 各种成语典故的出处啊。狐狸尾巴终于露出来了，助纣为虐，狐狸精            
(5星)	 傅艺伟那个苏妲己演的真是太好了！！            
(NA)	 牙签穿指甲依然是我的噩梦...            
(4星)	 陪嗲嗲看了N遍~~            
(4星)	 印象最深的是把一个女的扔到全是蛇的坑里，啊~~~            
(4星)	 虽然现在看起来那里面的造型有点奇特,但不失为一部经典.妲己好漂亮啊.为什么现在的翻拍新版大多无法超越当年的版本呢?            
(4星)	 小时候的回忆啊            
(NA)	 百看不厌            
(5星)	 姜子牙，我喜欢！晚上在TV前守着看的日子很美好啊            
(3星)	      姜子牙            
(4星)	 就是很经典，可惜特效太差            
(3星)	 还是这部经典            
(4星)	 小时候觉得那些法术好神奇，好高级。。。            
(3星)	 我不大喜欢那人物，总体来说我看不下去= =……            
(5星)	 我真的真的非常非常喜欢这个电视剧             
(NA)	 小时候看这部电视的时候晚上都不敢一个人睡觉。。            
(4星)	 这部算是最经典的了（在后来的封神榜中）            
(5星)	 我喜欢            
(4星)	 配乐不错，很多是古琴曲。服饰很原始，每个人都戴着头盔。纣王和妲己看的艳舞简直就是交谊舞嘛。土行孙都可以找到美女，这就是天意啊。女娲娘娘的心理有点问题。姜子牙和老婆简直就是繁衍工具。这个版本的哪吒是最不像女人的。神仙也参加战斗，跟古希腊神话故事差不多。            
(NA)	 不爱看 我奶她老人家爱看，，上映日期1990.....囧            
(4星)	 陪伴着一起长大的电视剧除了西游记，白蛇传，恐怕就数的上封神榜了。到现在全家人都还记得弟弟喜欢看这个，那是他着迷一样.            
(NA)	 小时候最喜欢看啦。            
(3星)	 老片，经典的，不说什么了            
(5星)	 当年差点儿没吓死我            
(3星)	 不可替代            
(3星)	 小时候很喜欢狐狸精            
(3星)	 啊，主题曲真不错            
(3星)	 当时看时觉着还蛮恐怖..            
(5星)	 哪吒很帅啊            
(3星)	 姜子牙同志很好，苏妲己女士也很好            
(4星)	 姜是我的姓……            
(5星)	 小时候的神作。。。            
(4星)	 第一部看完的神怪系列，小时候一个暑假来回看三次。            
(4星)	 小时后觉得妲己太漂亮了            
(5星)	 花痴了无数人的片子，尤爱蓝天野~            
(4星)	 小时候多么喜欢的电视剧啊，哎~~            
(4星)	 这妲己那妖媚啊            
(5星)	 傅艺伟 最妖艳动人的妲己            
(3星)	 那里面都穿得好暴露~            
(5星)	 当年的经典。印象中这部片子无限好看，但重新找出来看，只一个字，土，哎，可能真的是审美变了吧！            
(4星)	 小时候好喜欢。现在看，哎，还是太老老。。。            
(5星)	 那时候的神作呀，还有一个 新白娘子传奇 哟～            
(4星)	 人生第一部可以称之科幻片的电视剧，觉得很神奇，很好看，很过瘾，几年之后再看看，觉得那时的效果好粗糙，但是已经占据了很重要的位置，难以磨灭的印象。            
(4星)	 做噩梦鸟            
(NA)	 片头曲好恐怖哦            
(4星)	 呼唤电视分级            
(4星)	 那个吃儿子的肉，是真恶心            
(5星)	 经典版本            
(4星)	 小时候觉得哪吒和伯邑考最帅！特别是伯邑考，脑壳上戴的那么大个金箍箍要好多金子才打得起哦~~好洋盘哦~            
(5星)	 妲己那个妖媚啊            
(5星)	 最美的妲己最有神话FEEL            
(NA)	 小时候觉得超级神奇，后来高中在教室午休的时候和同学一起看，不记得哪个台放的，突然发现很多动作傻的让人发笑。说明我们长大了吗            
(5星)	 陕西 岐山 每年都要播放几遍！            
(NA)	 看了这部电视之后，我的姐姐要我扮演苏妲己，她饰演大王~            
(4星)	 对道具师很无语……            
(3星)	 忘记讲啥了 片头曲有个镜头是“炮烙” 最怕看这个            
(5星)	 都是回忆啊- -# 老了            
(5星)	 太好看了            
(4星)	 好像小时看有些镜头还害怕来着= =            
(3星)	 告别 告别···            
(NA)	 记忆啊            
(4星)	 小时候天天看……            
(4星)	 记得小时候很喜欢里面一个男配角，出来没几集就0ver了，但还是很喜欢，因为很帅嘛。忘了哪个角色了            
(NA)	 越老的越经典，因为缺少了技术上的支持，演员的表现能力被充分体现。。喜欢这个版本傅艺伟的苏妲己            
(3星)	 傅艺伟是个绝色美女！            
(4星)	 小时候觉得刑罚那边还蛮恐怖的……            
(4星)	 相当怀念            
(4星)	 吓死我了，小时候。            
(3星)	 童年的回忆            
(NA)	 依稀可以记得那个年代苏的穿着很恶心            
(5星)	 虽然当年的特效很垃圾，和新版的一对比，绝对完美，更何况，傅艺伟的妲己形象太经典了            
(NA)	 很经典。童年觉得仅次于白娘子 西游记的佳作。            
(5星)	 小时的经典啊，哪吒好帅。            
(4星)	 很认真的片片～魔家四将 土行孙～            
(5星)	 小时候最喜欢的            
(3星)	 看了很多年了，但是一直记得的是二郎神好帅            
(3星)	 貌似当年很火，学校里姓苏的老师一概叫妲己            
(4星)	 在当时还是很火的，和射雕差不多            
(NA)	 儿时的记忆            
(4星)	 童年的记忆            
(5星)	 经典             
(5星)	 比较不错的一版！            
(NA)	 记忆。。。            
(4星)	 当年之爱至今都很认真地在对待呢＝3＝而且这分明是个超时代剧XD！            
(3星)	 迷迷糊糊的看过 我不喜欢这种魔幻类型的 不真实            
(4星)	 里面的服饰很个性呀            
(4星)	 小时候看挺吓人的            
(4星)	 虽然制作的很粗糙，但在那时候还是让我们喜欢的不得了            
(5星)	 小學以前最愛的劇集 很雷的雷陣子==以及那些給我幼小心靈留下隂影的角色們            
(5星)	 最好的封神榜版本最好的姜子牙、最好的妲己最原型的武王、纣王等等            
(5星)	 很是经典            
(5星)	 我们呢个时候 没有太绚丽的舞台服装但是 大家都很努力的吧经典呈现到了 儿童的眼前 很喜欢 就是有时配乐 可怕了点            
(5星)	 童年的神话经典　傅艺伟很漂亮            
(4星)	 有些效果看着挺假的，但小时候看着还是挺不错的            
(5星)	 很不错            
(5星)	 看了之后就想当狐狸精！            
(3星)	 酒池肉林，额。            
(3星)	 看的时候太小。现在再看重播感觉有点假，但是仍然很怀念，那时基本上天天在家对着黑白电视等着看这个。            
(NA)	 记录            
(5星)	 经典啊！            
(5星)	 现在要是按照原来那样拍，把那些法术什么的做好一点就更绝了！~            
(5星)	 虽然有点老了，但在当时还是相当经典的。            
(5星)	 虽然情节很扯，化妆很烂，特效很假，但是小的时候还是看的津津有味，那帮现在已经过气的明星们当时好年轻啊            
(4星)	 很小的时候看的            
(5星)	 至少在我心里是难以逾越的我心里的妲己就是傅艺伟；心中的姜子牙就是蓝天野还有主题曲，觉得超经典，词曲与剧情意境结合的天衣无缝            
(5星)	 傅艺伟的妲己太有神了            
(5星)	 当年每晚的等待...            
(3星)	 小时候老爸还老催我看            
(5星)	 比范冰冰演的好多了！            
(5星)	 相当不错，除了特效还可以更好，不过那个不是重点了。            
(5星)	 很喜欢主题曲            
(4星)	 好            
(NA)	 蓝天野的声音我至今记得，那一辈人的台词功底真好            
(3星)	 对妲己的印象很深刻            
(3星)	 就记得人肉馅饼            
(3星)	 小时候看老吓人的来            
(5星)	 怎么看都是这一版的最好            
(4星)	 那时觉得里面的妲己是世上最漂亮的女子~~整部剧仙气很足，演员大都气质好            
(5星)	 妳turn me on all my violence gone            
(4星)	 经典，里面女的穿得很暴露，有的场面血腥，应该归为三级            
(4星)	 傅艺伟的狐狸精，好！            
(4星)	 还是很好看的            
(4星)	 儿时的记忆啊            
(4星)	 最经典的版本最惊艳的苏妲己            
(3星)	 布景道具比较现代，狐狸精绝对经典版本！            
(NA)	 那时候觉得傅艺伟长得简直忒好看咧～            
(NA)	 曾经，当恐怖片看的            
(NA)	 这个……有点老            
(4星)	 记得当时最喜欢哪吒。            
(4星)	 现在看起来有点傻            
(4星)	 以前的封神榜没有现在的华丽，但觉得经典多了……            
(5星)	 儿时最爱            
(3星)	 貌似是我小时候的噩梦......那时才2岁吧            
(5星)	 现在看它不见得多好看，但是留在我心里的记忆让我不得不打五星。            
(3星)	 80后 85前的应该都看过吧 记得里面有很多恐怖画面啊。。不过傅艺伟演的狐狸精真是挺美的            
(4星)	 好看！让我学到很多历史知识！            
(5星)	 迷人的蓝爷爷！！！！            
(3星)	 老早个苏搭级叫好看啊。            
(4星)	 杀人不见血！哈...            
(4星)	 早期的血腥神鬼片            
(4星)	 小时候看妲己惊为天人啊！！~            
(3星)	 小时候看的, 觉得妲已很漂亮`~~ 我个人理解,, 狐狸精就是从这部电视开始说的吧            
(4星)	 愿生命化做那朵莲花，功名利禄全抛下            
(5星)	 真的很想再看一遍，喜欢那哪吒            
(5星)	 小时候看，会害怕            
(5星)	 没看过这部电视剧的童年是不完整的童年。            
(4星)	 昏君无道，讨伐之。            
(5星)	 估计是我看过次数最多的电视剧了            
(4星)	 拍的槽了点………………            
(NA)	 现在回头看，还是有些怪异的。。            
(5星)	 一个老外心目中的CULU经典            
(5星)	 封神榜            
(4星)	 勾引不成~~做成肉饼来吃。。。            
(4星)	 很妖的旦妃            
(5星)	 时代不同了，现在再看，这部电视剧其实漏洞百出，但是当时的感觉是难以忘怀且无可替代的。            
(4星)	 很有趣~很多奇怪的装束            
(4星)	 入学前看的剧吧            
(NA)	 很小的神话，心里都有阴影了 ~            
(5星)	 陪我度过很多个暑假            
(2星)	 都好像圣斗士啊……但是哪吒演员很萌-v-            
(3星)	 这部里的妲己好漂亮～            
(5星)	 傅艺伟的一双电眼，太妖媚了。            
(3星)	 小时侯看这个电视剧，让我觉得以前的老祖宗真不简单。想上天就上天 想入地就入地 呵呵 长大了才知道 原来那是我们的意想！呵呵，真是傻到家了            
(5星)	 大爱            
(3星)	 小时候看的喜欢妲己那时候            
(4星)	 忘记特了 印象中还不错            
(NA)	 妲己妲己~~~            
(4星)	 小时候            
(NA)	 似乎是小时候想看却总是看不全的一部电视剧。            
(4星)	 小学三年级看的，囧            
(4星)	 好经典啊。。            
(3星)	 里面人都很奇怪，说话很奇怪，做事很奇怪，穿衣服更奇怪~那个朝代没有冬天吗？            
(3星)	 小时候看过 虽然看不懂  呵呵            
(2星)	 以前就不喜欢，苏妲己的装扮看上去就非常廉价。            
(NA)	 记忆都模糊了。。。            
(NA)	 某年春节除夕放的第一集。。。不记得哪一年了。貌似90？            
(NA)	 史上最美的妲己。            
(5星)	 经典啊~花开花落  呵呵            
(5星)	 很经典吧.            
(NA)	 但是没看全。            
(4星)	 儿时经典的记忆。            
(4星)	 美人神仙主题曲            
(4星)	 伴我成长的神话            
(3星)	 小时候看的，现在还哼得出主题歌～～～            
(4星)	 童年的记忆了，傅艺伟真的很漂亮啊            
(3星)	 =口=            
(3星)	 小时候爱看“愿生命化作那朵莲花 功名利禄全抛下~~”            
(4星)	 现在重播的时候看觉得有点傻，但是当时来说真的很经典，我们家还用录像机录下来看呢            
(5星)	 以前百看不厌，现在一看就厌            
(4星)	 古老的视频特效……然而还是很有爱啊~~            
(3星)	 不用说：老            
(3星)	 上海记忆的封神榜。            
(3星)	 当时很火            
(4星)	 很小的时候看的～～那时候真的挺喜欢～～傅艺伟那个漂亮啊            
(3星)	 记得当时报纸有个评论，纣王的卧室太现代了。。。            
(NA)	 1990年，那年才7岁，傅艺伟是我心目中最漂亮的女人，虽然今天的她已经老了，但我还是这样认为....里面还有太多神奇的角色了，后来很多想象出来的好玩故事也源于此            
(5星)	 封神榜            
(2星)	 服装太汗。            
(NA)	 小时候被那个王后挖眼后的现身吓个不轻            
(NA)	 花开花落。。。            
(5星)	 妲己很漂亮            
(4星)	 从此喜欢上了神话故事 蓝天野是个好演员~            
(4星)	 放学时看多看少            
(4星)	 我K，当时觉得傅艺伟演的狐狸精好漂亮啊，哈哈哈，那时我好小啊，读小学，记得有一天晚上妈妈出去干活了，只剩下我和姐姐看这个，刚好放狐狸精出来吃人的那一集，我们俩好害怕又很想看，就用扇子挡着，一有觉得会恐怖的镜头就用扇子挡掉，笑死了……            
(5星)	 全是小时候的观影感受。            
(5星)	 拍了多少遍封神榜  还是怀念最早的啊            
(4星)	 小时候每晚抢着要看，结果好多次都被赶去睡觉了，那时候睡眠真充足~~~            
(4星)	 记得自己曾经很喜欢，长大后却又完全没印象讲什么的了            
(5星)	 最怕尾巴了            
(NA)	 愿生命化作那朵莲花……            
(4星)	 小时候看的真有被吓到~那个姜皇后被挖眼睛的惨样儿。。            
(3星)	 其实拍的也不怎么样。            
(4星)	 我家里还有磁带呐～～～            
(4星)	 在这么多封神榜之中，觉得这部最为经典，无论是从演员阵容上看，还是剧本编排上。尤其是当年的傅艺伟给人留下了深刻的妖冶形象。            
(NA)	 最棒的一版封神榜，科技的进步反而带来新版的低劣质量            
(NA)	 很久很久以前,我看过            
(5星)	 这版好经典            
(NA)	 看得不多，有点后悔。以后找来补            
(NA)	 经典之作            
(4星)	 原來傅藝偉是妲己~~            
(3星)	 小时候觉得傅艺伟姐姐真漂亮。。。            
(NA)	 经常跑人家看这个来着。觉得神奇来着。            
(NA)	 这片子还是老的经典            
(NA)	 封神榜            
(4星)	 好看!            
(NA)	 很小的时候看的。            
(5星)	 妲己好漂亮            
(NA)	 该妲己吃！            
(3星)	 当时极爱看，现在，唉，只对傅艺伟很有印象            
(NA)	 陪妈妈看的            
(4星)	 给我留下不少心理阴影            
(NA)	 涂成蓝色的雷震子            
(3星)	 小时候最喜欢看的就是封神榜 小龙人 新白娘子传奇和西游记            
(4星)	 印象最深的时候，有次广东台在凌晨播。每次都跟老妈约定要看的，可我总也起不来...            
(3星)	 小学时候看的？那个时候觉得妲己好坏好坏呀，现在觉得傅艺伟当时好美好媚呀。那个时候觉得蓝天野（是不是那个袁野呀？十六岁的花季）好帅好帅呀，现在觉得当时我的眼光好傻好傻呀。            
(4星)	 很有年代感~看了这部剧以后~就觉得傅艺伟怎么这么漂亮~！            
(NA)	 中国人都看过             
(4星)	 回想当时的一些镜头，觉得到现在也不过如此，神奇啊~~~            
(5星)	 在当时，这部电视剧的造型应该是十分前卫的            
(NA)	 1990年            
(NA)	 小时候最恐惧的人就是妲己。。。            
(NA)	 小时候看时还有点怕。特别是妲己卖白菜吃心那集。            
(3星)	 千年的神话            
(5星)	 在当时特效制作水平较低的情况下，这部电视剧已经非常吸引人了，而且演员的水平和现场的布景确实比后来那个版本更贴近现实。            
(4星)	 商朝人不是野人啊。。。。            
(5星)	 那个年代算是很暴露的了。不过拍摄技术实在不敢恭维            
(5星)	 额，好久远！            
(5星)	 童年的记忆了            
(NA)	 小时候看得，忘记了            
