http://movie.douban.com/subject/3330144/	巾帼枭雄 巾幗梟雄
(5星)	 好好看,我是四奶奶帮的,耶!            
(4星)	 好剧~很久没看到这么有味的剧了。人生能有几个十年~            
(NA)	 好看。            
(NA)	 去年tvb评价最好的一部戏，但我始终没看下去。可能我还是不能接受港剧拍古装题材吧            
(5星)	 虽然我觉得这剧就是事赶事 但是柴九和四奶奶这种感情还是被描述的很有感染力的 郑翠雯的剧基本上都是好题材            
(5星)	 人生有几多个十年 最要紧的就是奋斗（粤语）            
(5星)	 这世上，有种关系叫知己。            
(5星)	 黎耀祥同埋四奶奶赞XDDDDD            
(5星)	 最好看的tvb电视剧！            
(5星)	 痛快，很久没有看过这么精彩的港剧了！！！要是以后胡定欣的演技能跟邓萃雯一样，那就太棒了~~~~            
(4星)	 看第一集的时候哭得稀里哗啦，入了主题后反而没多大感觉。各角色性格鲜明，正邪分明，反派都魅力欠缺。宝琦是个奇女子，她在什么环境下都能冷静思考，放开胸怀，见识也多，比起和柴九的知己情怀，我还是更喜欢她和蒋乔的相濡以沫。ron不够出彩，阿敏母女俩也很招人烦，这条线没意思也在情理中。            
(5星)	 赞好剧            
(5星)	 跌宕起伏的情节，看得热血沸腾，所以看了两遍            
(5星)	 这几年看过的港剧里比较喜欢的~            
(4星)	 欣赏剧集对四奶奶和柴九间感情的把握，情义深重但绝无暧昧。邓萃雯的表现非常精彩，四奶奶的善良仁厚、敢做敢当，举手投足、乃至一个眼神都被她发挥的淋漓尽致。另一被广泛接受的人物柴九，角色倔强和略显浮夸的性格都很适合黎耀祥。两位主角默契的对手戏尤为令人难忘，注定成为TVB又一经典组合。            
(5星)	 不断高潮〉〈            
(5星)	 很棒！邓萃雯和黎耀祥演的都很棒！期待第二部！            
(5星)	 此片强在处处高潮无闷场，主角演技够风骚，最重要的是，基本上好人都终于不是被坏人欺压的笨蛋了……            
(3星)	 一个有计谋，有眼界的女人~~            
(4星)	 好看的片子，柴九演的很好，让人恨到骨子里又让人爱到骨子里，情节很棒            
(4星)	 感人至深的知己之情            
(5星)	 09年的经典！！！人生有几个十年？！            
(4星)	 真热血 好看            
(4星)	 终于看完了 不禁感叹一句:除了四奶奶都他妈死光了!  TVB的编剧实在是喜欢强奸人的意志  不过演员演的都很好 尤其是柴九 演技自然 比雯女还好 最中意他那句:人生有几多个十年 最重要是活的痛快!            
(4星)	 个人认为TVB近几年最好的作品            
(5星)	 人生有几个十年，最要紧的是痛快！            
(5星)	 柴九哥好型！！！            
(4星)	 人生有几多个十年？！            
(5星)	 好看好看！喜欢邓萃雯！！！            
(3星)	 冲着雯女去看的 但最后觉得祥仔比雯女出彩 最后船上那个眼神是女人都挡不靠            
(3星)	 狗血剧情，好人陆续全死了，坏人一点儿毛病没有全部活到最后一集。BUT，邓萃雯的演技很到位！！            
(3星)	 可能对演员比较无爱吧 虽然双主演都拿了视帝视后 可无爱就是无爱 不过剧情确实挺好            
(NA)	 巾帼遇上枭雄~            
(5星)	 看的我眼泪汪汪啊 不管是四奶奶还是柴九 不过还是羡慕他们 人生有几个十年 经历该经历的 不管是伤痛还是欢喜             
(4星)	 黎耀祥的表现是一大亮点！            
(5星)	 台庆大获全胜必须是有原因的            
(4星)	 如果没有邓萃雯，我不会选择追看这部剧            
(4星)	 唉            
(4星)	 剧情有点忒狗血了，不过还是黑好看··            
(5星)	 好看~            
(4星)	 不错~~            
(5星)	 不喜欢古装剧，是因为听说此剧大热再又去补看的，人生有几多个十年啦，确实很励志，值得一看            
(5星)	 人生有多少个十年，最重要的是活得痛快！            
(4星)	 不错            
(NA)	 没出来之前就相当期待了            
(5星)	 太经典了这部戏.TVB最好的一部戏!四奶奶和柴九演活了.            
(4星)	 黎耀祥很不错，敖嘉年也很不错，就是邓萃雯的角色太神化了，吴卓羲也只是个花瓶。            
(5星)	 人生有多少个十年...柴9非常出色            
(5星)	 近年来难得一见的好剧啊             
(5星)	 非常喜欢这部剧，一开始看了片花很没感觉，后来慢慢地看，越来越喜欢了！难怪是09年TVB收拾率第三的作品！雯女的演技很棒！也是从这部剧才真正开始关注吴卓羲，抽风吴卓羲！            
(NA)	 这个赞一下            
(5星)	 人生能有几多个十年。经典            
(4星)	 我的柴九~~~~~~~~~~~~~邓萃雯就是质量保障            
(5星)	 人生有幾多個十年啊！！！柴九好嘢！！！            
(5星)	 雯女演的太好了 还有祥仔 歌也很好听            
(3星)	 那句“人生有多少个10年”太刻意了吧！听了无数遍，想不吐都难            
(5星)	 很有个性的两位主角，故事和人物塑造都较有新意。            
(5星)	 套用监制李添胜说过的，最好的感觉可能不是唱歌之时，亦不是听歌之际，而是曲终人散，余音尚在，那种低回的眷恋。本片就是如此。。。            
(5星)	 好！！！            
(4星)	 编剧很成熟，之所以少给一星，是有的地方做戏的痕迹过重。为戏而戏，虽很有看头，但不够真诚。            
(5星)	 雯女。。爱。            
(5星)	 这个是没的说的，好看的，没有追，一口气看完，很爽            
(4星)	 男女主角的演技很有发挥。            
(5星)	 好戏！雯女的戏很精彩，黎耀祥的戏也好！算是近几年TVB很出彩的戏~            
(5星)	 经典。            
(4星)	 柴九哥也太有型了吧            
(4星)	 挺好看的，大奶奶每次使诈都得逞不了，不会让你看得纠结。            
(3星)	 就是一部普通的TVB，点解这么高的分呐！！            
(5星)	 黎耀祥很出色的片子...            
(4星)	 邓萃雯大家之范            
(4星)	 短小精干的电视剧。喜欢看这样的商战片，虽然，比起内地的《大染坊》还是差了一些，但是依然算是最近比较少见的好片。            
(4星)	 很有气场！            
(4星)	 年轻蒋乔那对很萌啊XD            
(4星)	 电视剧很容易让人沉迷啊            
(5星)	 人生有几多个十年，最重要的是要活得痛快。            
(5星)	 绝对值得看！视帝视后联袂演出的片子，那可不是盖的！“人生有几个十年，最重要是活得痛快！”好个柴九，好个四奶奶！期待《义海豪情》~            
(4星)	 不用说了，很喜欢，小猪很棒，爱死他的眼神            
(5星)	 黎耀祥的演技实在是精彩            
(5星)	 邓萃雯 黎耀祥 就凭这两个名字已经够了            
(4星)	 劇情演技都不錯，一個女人的大戲            
(5星)	 人生有几多个十年，最重要是活得痛快！             
(5星)	 大爱邓萃雯，很有戏            
(NA)	 去看邓萃雯的~果然很有魅力！！            
(5星)	 强大的力量不是来自武功高强，而是平凡人物的内心。精彩的画面不是只有俊男靓女，而是时刻揪心的感动。很喜欢这部剧。            
(4星)	 柴九的一生还真是传奇啊。。。不过四奶奶陪他去上海这段好似有点浮夸。。。            
(4星)	 人生有多少个十年人是求生的不是求死的看得我眼泪婆娑            
(2星)	 其实一点没觉得好看            
(4星)	 人生有多少个十年啊哈              
(NA)	 不错，觉得《家好月圆》好看，不错～～            
(5星)	 09年港剧中的两大神作之首，权谋、为人处事、情义。            
(5星)	       虽然依旧是好人好到死，坏人坏到颠的老套路。但是情节紧凑，不拖沓。柴九这个亦正亦邪的角色做男主还是蛮有意思的。看多了欧美剧的爱情动作，再看这部男女主终篇都没有过亲密接触的精神练爱，还真难得啊，老少咸宜！    人生能有多少个十年，难得一部姐没有拉快进的港剧~就5星了！            
(4星)	 看了一天一夜，看完了。后面稍有些拖沓，整个情节还是比较紧凑。家族争斗故事，是看了金枝欲孽之后看的。“四奶奶帮”            
(5星)	 一帮老戏骨撑起的场面            
(4星)	 人生有多少个十年啊~            
(4星)	 果然邓萃雯适合女强人。不过还是没有如妃那么让我痴迷啊            
(5星)	 啧啧啧。。。499&amp;79~            
(5星)	 很棒，有气势不乏味。一步步牵动着观众的心，希望TVB多拍几个这样的好剧            
(5星)	 难得            
(5星)	 女强人，有点太完美了，人性被扭曲了            
(3星)	 TBB末世的口水片            
(4星)	 爱的真谛是理解            
(5星)	 太有本事的女的思想不可能简单真性情的男的值得尊重            
(4星)	 得到公众的认可才是关键            
(4星)	    有些情不只介乎于请与爱之间     说不清楚，但很明白！蓝颜知己或者红颜知己不需要那么多的言语            
(5星)	 当之无愧的09TVB剧集王 四奶奶和柴九让人不是一般的让人热血沸腾 那句“人生有几多个十年”真是闻者动容啊~~            
(4星)	 还不错。TVB难得与爱情无关的电视剧，柴九亦小人亦英雄的角色不单薄～            
(5星)	 大爱邓萃雯啊啊啊啊我决定升四奶奶为tvb我的最爱第二！第一是83射雕。。            
(NA)	 好看，精彩，痛快！            
(5星)	 人生能有几多个十年！            
(3星)	 嗯，主角很强大，老爷很喜欢。            
(4星)	 邓萃雯的经典。。。            
(4星)	 坎坷的柴九            
(4星)	 比起来还是喜欢大宅门            
(5星)	 一个巾帼，一个枭雄，同为知己，竟能肝胆相照，生死相托，不是不令人喟叹。原来，不只是爱情才令人心醉神迷，友情，亦是可歌可泣。             
(5星)	 已经被大众以及我妈所肯定，我就不多说了~~当然最近有点审美疲劳了。我还是很期待第二部的~~            
(3星)	 还不错哟，在看《毕打》的时候，一度非常喜欢黎耀详，后知他已婚袄。。。遂放下了，哈哈哈            
(5星)	 人生有几多个十年，最重要系活得痛快！            
(4星)	 柴九哥很冲动，但是正是因为这样才一步步爬到这样的位置。宝琦很聪明很会做人这样的女人太过完美，打着灯笼也难找的。            
(4星)	 演技派就是演什么像什么。从里到外            
(4星)	 去年TVB颁奖典礼最佳男配角的时候说欠黎耀祥一个奖好久了，今年就变成最佳男主角了。。先不论之后是否有潜规则，黎耀祥确实演的不错。            
(4星)	 问同学借的牒 基本除了吃喝拉撒睡以外一直在看 原本用来打发时间 没想到是真的看上瘾了 太精彩了 无论人物剧情都超一流 怪不得09TVB台庆会颁那么多奖给他们 应该的            
(NA)	 恩！不错~            
(5星)	 超好看            
(4星)	 09年视帝视后飙演技的一部戏。。可以。。。~柴九哥：人生有几多个十年？            
(5星)	 太爱邓萃雯了            
(5星)	 做女人就做这样的。            
(5星)	 厉害的女人            
(5星)	 每一集都是精华！制作团队很棒！演员更是没的说！            
(4星)	 又是一部能让我花很长时间看完的电视剧，满精彩的，尤其是邓萃雯，啧啧，这演技这气场，强！            
(5星)	 很好，演员都很努力，吴卓羲可以忽略，反派很到位            
(3星)	 不知为何如此红。            
(NA)	 看一次感动一次，更深理解和感悟            
(5星)	 看的慷慨激昂            
(4星)	 雯姐和祥哥都演得非常好，于是这部剧真正令我心动的地方，不是四奶奶如何为黎明百姓如何如何，反而是她和柴九之间那说不清道不明的情愫。可惜蒋必正……真是个极背景的角色，所谓的能撑大梁，就是拿着个棍子追着自家不长进的大哥打么？            
(4星)	 雯女一向懂得挑剧本，这次靠这样一部小制作获得视后也算是得偿所愿。            
(5星)	 出来很久才看得。没想到那么好看。。剧情写得很好啊。我也是四奶奶帮            
(4星)	 坦荡的一塌糊涂            
(5星)	 这部真是09年的巅峰之作了，邓萃雯一向是演技派，而且凭借这部拿掉了不知道多少个奖，实在是好看，精彩啊            
(5星)	 看了兩遍~劇情非常好。喜歡柴九的角色            
(5星)	 真的不错~~~视帝视后都出自这部啊~~能不看么~~人生有及个人十年啊            
(4星)	 乱世中权谋立。这部戏摆明了是捧黎耀祥的，就跟金枝欲孽摆明了让雯女咸鱼翻身一样，作为最佳绿叶的雯女也算是送佛送到家了，捧着祥仔二十年的奖都一次性得完了。不过祥仔的演技的确每一部都有在进步，比马浚伟好多了            
(5星)	 口碑很高~虽然对雯女不太感冒~还是看下~好。。看完了~修改一下·~~口碑好果然不是吹的。。。很精彩。。那个。。。祥发叔这个角色。。值得斟酌。。            
(5星)	 让米国编剧都汗颜的剧本            
(5星)	 巾帼与枭雄。人生得一生死至交。于他们。生死何憾。又是邓萃雯哟。加上柴九。俩戏骨~            
(3星)	 我只记得四奶奶和柴九.            
(5星)	 值得一看 每一集都很精彩            
(NA)	 经典中的经典，TVB难得一见的经典。其实整出故事经典的地方只有两个，一个是小人物柴九的描写，还有一个是柴九和四奶奶之间的感情不是爱情却高于爱情。            
(5星)	 有种明知不可能存在缺不愿放弃期待的期待。因为，那感情，太美了：）真的。            
(3星)	 有点墨迹            
(NA)	 以前只知道邪不压正，但看过这部戏知道原来是必须要在邪恶面前坚持自己，才能真正不被邪恶压倒            
(4星)	 從義字入手 的確有新意 演技當然沒話說            
(NA)	 喜欢邓萃雯，剧情也好！大家奋斗吧，人生能有几个十年！            
(4星)	 好看            
(5星)	 \(^o^)/~            
(5星)	 四奶奶和柴九是伟大的            
(4星)	 永远的四奶奶            
(4星)	 黎耀详是模子。。。阿拉羲羲就是帅亚~哇哈哈哈。。。            
(4星)	 不错            
(3星)	 剧情太套路了。            
(5星)	 2010.1 海宁出差  How many roads must a man walk down before they call him a man            
(4星)	 高潮迭起，算是近年港剧中难得一见的精品了。            
(4星)	 最深刻的是那句 人生能有几多个十年 。。。。云云            
(NA)	 还是挺感人的            
(5星)	 人生有几多个十年            
(3星)	 剧本很俗套哦,但演员很棒.....            
(5星)	 演技派，紧凑的剧情...            
(3星)	 人生有几多个十年            
(4星)	 如果世间真有所谓知己，可以如此两肋插刀只为对方着想，此生真可以无恨了。            
(4星)	 谁让它打出的宣传口号是香港版大宅门            
(5星)	 如果放在几年前，我不会给五星。给五星是因为近年来实在没有令人看得投入的剧了。大家都演得很好，雯女和祥仔就更加不用说。值得看，值得看。            
(5星)	 好像没有人说不好看            
(4星)	 好看阿好看。大爱邓萃雯。            
(3星)	 最后那段话冷到我  简直是悼词哦  追悼会上用很好            
(5星)	 很久没有这么着迷地看一部TVB剧了            
(5星)	 真心给5星  柴九 演得有血有肉！            
(4星)	 跟着师傅 学粤语            
(4星)	 集集都留低D悬疑~~            
(5星)	 爱一个人，并非一定要在一起。            
(NA)	 四奶奶......柴九：人生有多少个十年啊？            
(5星)	 超爱邓萃雯，现在的她扮演的角色不论是内心还是外在，那种“强势”都可以挥洒自如。所有演员的表现都可圈可点，好剧~            
(5星)	 世间什么爱叫纯洁~好一个巾帼，枭雄。乱世造英雄            
(4星)	 了不起的义气，喜欢的类型，这部戏完全不是看演员，而且看剧情，这样的效果很值得一看            
(5星)	 四奶奶和柴九的故事            
(4星)	 说实话，巾帼枭雄这主题意义直到剧集后半部分才突现出来，知己情难也是在后半部分才突现出来．TVB剧情太套路了，节奏虽然不错，但也只能是3星，因这电视爱上黎耀祥，所以追加一星，4星吧！            
(5星)	 09年tvb最好的剧~            
(4星)	 精彩  赞            
(5星)	 本來叫红粉商人，等了半天，結果名字改了。不過質量還是沒變，一樣贊！現在說要出續集，義海豪情，很是期待。            
(5星)	 我赞枭雄暖过苏童。我爱柴九胜过五龙。            
(4星)	 有一次假期下的一个巨高清的版本            
(3星)	 很精彩的一部剧 不愧拿了TVB那么多大奖            
(3星)	 很好的剧本很棒的演技就是没办法热爱的演员            
(4星)	 大爱雯女。            
(5星)	 死也要看 让人欲罢不能            
(NA)	 就看 鄧萃雯嘞            
(5星)	 正啊~~雯女滴戏一直都好好~~终于上位啦~！            
(4星)	 人生有几个十年，最喜欢的一句台词，最喜欢的演员邓萃雯            
(4星)	 柴九哥说人生能有多少个十年....我说我以为不会再有港剧让我掉眼泪....            
(NA)	 有些感动的情节。            
(5星)	 终于可以当次红花老            
(4星)	 其实我觉得剧情有点狗血。。。            
(4星)	 人生有多少个十年~~~            
(4星)	 人生有几多个十年！最紧要活得痛快！            
(4星)	 老戏骨1234号啊            
(5星)	 09年看过的最棒的电视剧！            
(5星)	 人生能有多少个十年            
(5星)	 人生得一知己足矣，即使不能相守，但可相知            
(NA)	 挺好看，虽然依然是港剧套路，但是邓萃雯真得演得好。            
(4星)	 2009年看过最好的港剧！邓萃雯等表现确实不错。            
(5星)	 非常好看的港剧，最近几年难得的好片。蒋乔年轻时候真的很帅呀！            
(5星)	 剧情紧凑~~            
(5星)	 这个世界，除了爱情，还有伟大的友情，我更欣赏后者            
(5星)	 比起《宫心计》，《巾帼枭雄》更值得人看第二遍，不知道为什么，《宫心计》老是在《巾帼》前面出现.....            
(5星)	 某人居然把最后几集跳掉了。。很好看啊 四奶奶高大全无敌 还有白求恩 人生有几多个十年！            
(5星)	 4奶奶聪明过人，柴九忠肝义胆。            
(5星)	 实至名归            
(5星)	 邓萃雯,黎耀祥.谢雪心.一群戏骨闪耀整部剧集..可怜我的欣欣，我是看演员表有她才看的.结果又是个半跑龙套的...5555            
(5星)	 人生有几多个十年啊！            
(NA)	 不错哦，今年的最佳男女主角和最佳剧集得主~~~            
(4星)	 小蝶宝刀不老            
(5星)	 很久没有看过这么像样的片子了..            
(NA)	 很喜欢的片。。。。            
(NA)	 也是很喜欢的片子！            
(5星)	 铁血保镖+溏心风暴。恭喜雯女和小猪。            
(4星)	 其实我冇睇过几多，但喺我爹D妈咪都话好梗就喺好咯，难得万千星辉民意了一次            
(5星)	 正如柴九哥话，人生有几多个十年，最紧要痛快 看得痛快！            
(5星)	 柴九鞭笞彭樫的时候真是大快人心，人生有几多次机会，人生有几多个十年！痛快            
(5星)	 从巴仓那拿移动硬盘过来看的电视剧，确实很好看。很精彩，只是个人觉得有些情节有些唐突，不是很好，。不过不影响整部电视剧的经典。            
(NA)	 邓萃雯就是压的住台            
(5星)	 越到快要结局的时候，剧情的发展显得有些做作无力！            
(5星)	 目前看过的最好看的电视剧！！！！            
(5星)	 2009年最热的剧集啊。。今年柴九哥同四奶奶从年头威到年尾啊。柴九哥：人生有几多个十年！！            
(NA)	 好剧...戏精的对决            
(5星)	 太好看了，喜欢吴卓羲！            
(5星)	 演得非常不错，邓萃雯果然上升到老戏骨了            
(5星)	 精彩            
(5星)	 人物性格很真实            
(4星)	 黎耀祥很精彩！            
(5星)	 好看好看！！！            
(4星)	 这是一个爱情故事四奶奶跟柴九相遇应该第一眼就知道对方是自己一生所求于是任外面炮声隆隆两人眼光相接处便情意汹涌另大奶奶演技极好            
(4星)	 柴九！！！            
(5星)	 两位主角炉火纯青的演技令人折服！            
(5星)	 邓萃雯在剧中的性格，在现在，绝对是女强人，喜欢她，好怀念她的《我和春天有个约会》！商天娥在《我和春天有个约会》的时候，多喜欢她的，现在发福得，不晓得啷个形容，            
(4星)	 人生有多少个十年，一定要活得痛快！            
(5星)	 没有四奶奶我就不看了            
(4星)	 一个女人的辛酸啊            
(5星)	 邓萃雯的演技了得    大爱大爱                
(5星)	 柴九金句“人生有多少个十年！”没有义海看的那么痛快，衰人斗了很久才败掉，其实到20就可以结局了，没必要再出来个长毛贼！和义海如出一辙的雷同，不亏是同一个编剧编的！可恨2部的男女主都没有挑明关系，非常之遗憾！            
(4星)	 传统的坏人看着可恨，好人老是遭殃的戏。很喜欢男女主角没有感情戏，违反了TVB的常规，今年的最佳，实至名归。            
(5星)	 当初本本不想追此剧。谁知看了之后一发不可收拾。当时就觉得里面人人演技派，却不曾想，半年后，TVB视帝视后最佳女配角最佳剧情编剧都是他们的。这次回家，和妈妈又看了一遍。人生有几多个十年，最要紧是痛快！            
(5星)	 精彩~还是精彩~人生能有多少个十年啊？重要的是活的痛快~好的电视剧看的痛快~小人物一样充满了人性的光辉~~有目标并为之努力的人才不白活，当自己面临死亡也能觉得人生无憾想必那一刻是幸福的~剧情高潮迭起~赞~~            
(5星)	 不愧是获奖之作，的确是有两下子，四奶奶四奶奶            
(5星)	 人生有几个十年。。我们要加油~~            
(5星)	   经典啦·····演了一辈子配角，一上位就拿视帝            
(4星)	 黎耀祥的演技真棒            
(5星)	 经典            
(3星)	 抱着看《创世纪》《流金岁月》这样商战剧的心态来看此剧，看下来发现是个言情剧，当然撑死也只能给三星。其中一星是给邓，另外两星是邓在戏中的性格让我想起某个刚正不阿又柔肠百结的朋友。对应起来我应该是柴九，她是四奶奶，然则性别（属性？）和剧中刚好相反。最近发现此人竟也最喜港剧。情何以堪            
(5星)	 邓萃雯 黎耀祥 演的的确是很好            
(5星)	 巾帼与枭雄，看两只顶尖老戏骨同台飚戏！            
(4星)	 还不错，老人家的戏            
(5星)	 奖王，全城大热。柴九~~            
(5星)	 喜欢邓萃雯由来已久，当年的《我和春天有个约会》之后的信任，形象危机，在今天能够重新夺回TVB最佳，实属不易。支持            
(4星)	 人生有几个十年？            
(NA)	   以前看过一个媒体人的博客，说是香港狗仔最近拍到她的照片是一个人买窗帘。一个女人到了四十的年龄，风风雨雨、起起落落都经历遍了，光明阴暗、爱的恨的都看得淡了，剩下的就是安安静静地过自己的生活            
(4星)	 撇去一小部分不太合情的段子和某些个人英雄主义，“巾帼”、“枭雄”的演技真没话说~~~            
(5星)	 很不错的电视剧，昨天才看完大结局，听说10年还有续集，很期待~            
(5星)	 好看好看！            
(5星)	 09年最爱的TVB剧啦。四奶奶和柴九哥真的棒啦            
(5星)	 2009年TVB众多自产剧集中感觉是看得最让人热血沸腾和感动的一部！            
(4星)	 邓萃雯真的很不错~            
(5星)	 很好··            
(4星)	 今年看的TVB里最好的一部～            
(NA)	 很好看了，邓萃雯是今年TVB的视后。因为最近的台庆剧把之前这部剧的风采挡了下，大部分人认为靓靓会拿视后，最后还是给了这部剧，确实我觉得这部戏比宫心计 富贵门好看，淡然这2部也很好看了            
(NA)	 很棒的片子·······            
(3星)	 邓萃雯就是个擅长智慧型狠角色的女演员~            
(5星)	 正如最后蒋必正所讲，做人呢，要像他的亲妈那样谦和，但是也要像他四妈敢想敢做。            
(4星)	 结局怪怪的。。。            
(4星)	 人生有多少个十年?最重要是活的痛快!            
(5星)	 一天看完，没有快进。四奶奶，柴九，很多人的形象还是立在那儿。尽管人物有点儿好的过分，但是仍然不影响其可观赏性。好片，值得一看，获得奖项实至名归。            
(4星)	 黎耀祥终于主役...内牛            
(4星)	 顶柴狗哥            
(NA)	 人物性格饱满，演员演技超群，结尾 很 回味，值得一看            
(5星)	 很喜欢这部剧的背景音乐。鬼魅的悲伤。让人觉得惆怅。好像在过一种山中岁月的生活。特别是发生蝗灾，和最后结局处。剧中人都没有声音。只有日记的旁白。感觉很好。有看电视如看书的感觉。            
(4星)	 黎耀祥好戏！！！            
(4星)	 后悔晚追了...幸好追晚了~            
(4星)	 无得弹啦            
(4星)	 其实不是很好，可是却是近几年低迷港剧的一个亮点了            
(5星)	 忘不了柴九上船前看着四奶奶的眼神            
(4星)	 够霸气  我喜欢            
(4星)	 要有耐心            
(5星)	 柴九好嘢！            
(5星)	 期待巾帼枭雄的第二部！！！            
(5星)	 超喜欢邓萃雯的这个角色，还有黎耀祥的柴九，一个巾帼，一个枭雄！精彩!            
(5星)	 好看的要死～主角配角哪怕是酱油们都非常到位～绝对剧情取胜            
(5星)	 记得那时候考完试已经回家了，又从深圳跑回了珠海，自己一个人窝在宿舍把它看完了。“人生有几多个十年。”            
(5星)	 不错~不过我讨厌那句“人生能有几个十年~”            
(5星)	 四奶奶和柴九之间的感情。。。。。一部很不错的片子。。。剧情也不走寻常路            
(5星)	 四奶奶。柴九。            
(4星)	 男女主角的演技值得肯定，不过剧情一般了，搞得和宫心计般，又是几个女人之间的那点破事，主题完全可以是以米铺商战为主，所谓巾帼枭雄，不单单是跟家里几个斗来斗去。TVB的片子一直在走下坡路啊            
(5星)	 的确是很好看的，剧情很紧凑。            
(3星)	 没同事说的那么好看，可能我一心N用了点            
(3星)	 恩 ~~还不错 ~~绿叶当主角了!            
(5星)	 近几年看过最好看的一部tvb的戏  很让人入戏柴九说那句“人生有几多个十年”很让人振奋            
(4星)	 邓萃雯和黎耀祥的演技不是盖的啊……剧情中间有些拖沓，但是整体来说不错。            
(4星)	 人生有几个十年，要痛痛快快——柴九            
(4星)	 比较喜欢邓萃雯，所以看了，很不错的一部TVB剧！这次得奖也蛮多的，祝贺祝贺！            
(4星)	 难得的不俗气的tvb好剧            
(3星)	 香港的连续剧 好戏剧性 有点假 有点做作！！            
(5星)	 实在很精彩            
(5星)	 人生得一知己，死而无憾。活着就应该无憾。            
(3星)	 哪点好看了，很一般啊，老一套            
(4星)	 编剧挺不错，邓萃雯也演得还不错            
(4星)	 虽然剧情有点不过瘾，但是为了柴九哥，值了            
(4星)	 蒋四奶奶的原型是不是秦始皇曾为之建女怀清台的那个寡妇清？            
(5星)	 人生有几多个十年?最重要是活的痛快!            
(3星)	 好片！            
(4星)	        看了金枝欲孽，喜欢上说话办事很爽快的“如妃”邓萃雯，不知道她现实中是不是也是这么爽朗~~~       今年TVB的最佳女主角也是雯女，加上最佳影视剧，竟然看了个通宵看完了；雯女还是很好哦~~~            
(5星)	 柴九是个悲情的人物.......还是一如既往喜欢雯女的说.......            
(5星)	 四奶奶，亦如龙四爷            
(3星)	 看多了这种剧，已经有免疫力了            
(5星)	 很好看！不错不错！            
(5星)	 四奶奶太帅了！            
(NA)	 值得我花一天一夜的时间看完它            
(5星)	 不错的片子             
(5星)	 四奶奶帮            
(4星)	 等着续集            
(NA)	 柴九哥和他的九姐，亚哈哈哈哈哈~！！！！！            
(3星)	 就是为了看邓萃雯而已~            
(5星)	 TVB回光返照之作，很精彩            
(5星)	 刚刚看完，最后还是没忍得住，为柴九哭了一场。。。            
(5星)	 柴九 佩服！            
(NA)	 看的好痛苦，终于结束，人生能有几多个十年作为最大的亮点，也只是给该片一个可以继续煽情，继续拖曳，继续敷衍的借口            
(5星)	 大义女人            
(3星)	 不知道为毛会大热，剧本真的一般。。cast不错，大爱雯女本来还期待岳华变奸            
(4星)	 四奶奶赞。。。            
(5星)	 绝对力荐，黎耀祥的演技真是不错，很好看的片子~~~~~~~            
(NA)	 看这片子，每集都想抽大奶奶几个耳光！还有那个没出息的必文~ 最可恨的是祥发叔，是非不分的！            
(5星)	 巨精彩            
(NA)	 人生有多少个十年，最重要的是活得痛快！~ 非常不错的            
(5星)	 非常之精彩            
(NA)	 很好很强大~            
(5星)	 我今年就靠这部戏了~            
(4星)	 剧情有些牵强            
(4星)	 四奶奶和柴九，凭着这部剧两人拿了视后和视帝啊            
(4星)	 除了前两和后两集,5star            
(4星)	 其实这部剧今年拿奖还挺实至名归的，因为今年个人觉得TVB成功的剧集真就寥寥无几了，这部剧还算其中比较好的~~~~演技也没得说            
(4星)	 黎耀祥太扭摆了            
(4星)	 一直都觉得TVB的配角演技最厉害，在众多美女帅哥中都不逊色的，黎耀祥驾驭角色相当出彩，柴九有情有义，看着解气            
(5星)	 雯女！！！            
(5星)	 是真的很好看。。            
(NA)	 非常好看。邓萃雯演绎的事绝对完美的女人形象。            
(3星)	 女强人不易做            
(5星)	 情节不错，邓萃雯饰演的四娘实在是一个伟大的女人！            
(NA)	 人生有几多个十年~~~            
(5星)	 四奶奶  嗷嗷  女性典范视后绝对@            
(4星)	 用不到一天的时间看完- -             
(5星)	 不能再好看了.ps.我怎么觉得4奶奶不是最忙的人,白朗大夫才是最忙的人,            
(4星)	 人生有几多嗰十年，最紧要喺活得痛快！果然是今年TVB台庆大胜剧，睇得痛快！            
(5星)	 真是一盆接着一盆的狗血扑向我啊~~~~~不过，那个心脏长偏的桥段可不可以不要再用了？？            
(5星)	 人生有几多个十年！所以没有一集的剧情拖沓。情节紧凑至此，演员充满张力的表演，让我感激TVB：在2009年快要结束的时候，还能看的如此好片！            
(5星)	 09年度最好的剧了~            
(4星)	 是金子总会发光的~            
(5星)	 情节一环扣一环，很喜欢。            
(NA)	 比起白痴宫心计，有料到惊天动地            
(5星)	 看了，想了，印象很深刻；柴九的变化，柴九的爱情，柴九的口头禅，...            
(5星)	 不拿视帝视后，天诛地灭。            
(4星)	 演技派表演就是比其它几部耐看            
(5星)	 ☆☆☆☆☆——《巾帼枭雄》，很热血的片子。看完很久了，看的时候热血和感动交替，有泪有笑，剧情这么紧凑的片子在tvb其实不多见。怎么想都是赞扬的话，那就不写这么多了。            
(4星)	 人生得一知己，足矣            
(5星)	 对TVB重拾信心！            
(4星)	 09年ＴＶＢ视帝视后            
(4星)	 D            
(5星)	 真的好看             
(3星)	 种种风争皆应思想太狭隘            
(3星)	 人生有多少个十年……o            
(4星)	 好看            
(5星)	 人生有几多个十年！            
(5星)	 四奶奶好嘢~~            
