http://movie.douban.com/subject/1863923/	鹿鼎记
(5星)	 我最喜欢的一个版本。            
(4星)	 死小子运气太好了            
(5星)	 百看不厌            
(3星)	 虽然陈小春一直不被看好 但演出来也并不差～  浑然天成～            
(5星)	 最经典的金庸电视剧            
(5星)	 一直觉得这是马浚伟最帅的样子，真正的玉树临风，丰神俊朗，挺拔的让人心醉            
(NA)	 还有什么好说的 凉风有信 秋月无边             
(NA)	 最喜欢这一版的韦小宝了            
(4星)	 好看！！            
(3星)	 陈小春确实讨女人喜欢哇            
(NA)	 这个版本最经典            
(4星)	 嘿 这个真心经典。            
(4星)	 The Duke of Mount Deer.            
(4星)	 双儿！！！！！            
(5星)	 经典呀~~~            
(NA)	 里面的小皇帝长的很讨喜~~            
(3星)	 觉得这是最好的一个版本            
(4星)	 女演员再漂亮点就好了。。。            
(5星)	 忘了，这个也是我老爸的最爱~~我觉得陈小春演的很不错的~ 各种改编都挺到位的~             
(5星)	 超爱看~~~            
(4星)	 很好看的一版，就是演员普遍长得一般            
(4星)	 特喜欢陈小春这样傻得可爱的韦小宝            
(NA)	 小春就是小宝            
(5星)	 永远的经典            
(4星)	 我觉得这是把韦小宝诠释的最好的一部            
(5星)	 小春~\(≧▽≦)/~            
(4星)	 經典的版本            
(4星)	 虽然韦小宝老点 虽然女演员都不怎么样 但是总体还是很不错的啦            
(4星)	 個人認為最經典的一部鹿鼎記。            
(4星)	 兒時的記憶`~            
(5星)	 反复看了很多遍            
(5星)	 我看了不止一遍呢。。。小学二年级暑假看的~~不过挺骄傲的就是那时候鹿鼎记的书已经看了一遍了我说的吧。。。我看书早~~            
(NA)	 恶            
(4星)	 比明哥好多了！哼            
(5星)	 超级喜欢，看了不下七八遍，喜欢陈小春演的韦小宝，经典……            
(5星)	 最经典的就是这一部了 看多少遍都不厌哪            
(3星)	 陈小春版的韦小宝，有点猥琐            
(4星)	 陈小春的韦小宝始终是我心中的经典。            
(5星)	 陈小春形象很是符合            
(4星)	 我觉得还是这部比较好看，人物我也很喜欢。            
(5星)	 最喜欢的版本～特别是那个脑内小剧场～～            
(NA)	 最最经典的版本啊            
(3星)	 我们心中的经典版。            
(3星)	 不喜欢陈小春            
(3星)	 一直不大喜欢鹿鼎记这个故事            
(5星)	 很喜欢，无论是陈小春还是马浚伟            
(4星)	 这一版其实不错的            
(4星)	 原来那会就重要梁小冰啦            
(4星)	 马浚伟！            
(4星)	 真有够经典的            
(5星)	 最经典的鹿鼎记，超赞的陈小春            
(5星)	 看了又看百看不腻            
(5星)	 40集被我看到500集的电视剧...台词被记住            
(4星)	 八面玲珑  非常运气            
(5星)	 原来已经12年过去了= =            
(4星)	 拍的太棒了 大家大概最喜欢这部的韦小宝了            
(5星)	 马浚伟            
(3星)	 金庸作品里都说这个是巅峰，但我觉得那是男人的想法，我还是不喜欢韦小宝            
(4星)	 虽然陈小春长着张马脸，但还是先入为主喜欢这版……双儿是贤惠的极致            
(5星)	 永远忘不了的初中暑假的笑声            
(3星)	 比起张纪中的好太多            
(5星)	 无论重播过多少次都会看的电视剧            
(3星)	 从书本开始就不喜欢鹿鼎记，所以不管谁演的我都不爱看             
(NA)	 陈小春版的我觉得还可以！            
(5星)	 小马那时候叫一个嫩啊~            
(4星)	 挺好看的            
(4星)	 现在重放的话，还会再看的            
(3星)	 也很经典，陈小春很有意思，不过觉得这剧怎么有点小邪恶啊！            
(4星)	 又是部童年回忆            
(5星)	 这一版是至今最好的            
(5星)	 各种重播我都看！            
(4星)	 还不错            
(5星)	 太好看啦！            
(5星)	 最好看的电视剧，没有之一            
(4星)	 最喜欢小春的这个版本了活宝一只嘎~            
(4星)	 痞里痞气陈小春…            
(4星)	 小春版的小宝最传神 无人可替            
(5星)	 大爱！            
(5星)	 最搞笑的一部 最好看的一部 多情又专情的韦小宝。。。哈哈  你爷爷的爷爷            
(5星)	 伴随着我们的青春期，想着自己是不是也能找七个老婆            
(5星)	 据说是最忠实原著的            
(5星)	 居然还是没看全            
(5星)	 你爷爷的            
(4星)	 陈小春以高龄出演了至今无人能及的电视剧版韦小宝。（梁朝伟版的太过英俊了，韦小宝身上的市井流氓气反而显现不出来了）            
(NA)	 马浚伟的康熙实在让人印象深刻。            
(5星)	 最为忠实原著的一部。            
(4星)	 虽然不太喜欢这部，但是结尾是我所欣赏的            
(4星)	 没有完整看完过……            
(4星)	 就对这个有印象            
(1星)	 很不喜欢金庸这部作品！            
(5星)	 还是山鸡哥的韦小宝演得最好            
(5星)	 百看不厌            
(4星)	 陈小春很适合这个角色            
(4星)	 你阿爷            
(4星)	 这个版本最好！            
(5星)	 看来看去还是小春版的鹿鼎记最有看头            
(4星)	 重温一下。最喜欢的一部电视剧。前段时间重温，一共45集，看到24集看不下去了。有点弱智。果然经典神马的有时还是埋藏在回忆中比较好。第一次打5颗星，第二次打3颗星。折合一下，4颗星            
(4星)	 不说了 绝对经典！            
(NA)	 大爱            
(4星)	 还是最喜欢这个版本，活宝，运气也算超级好吧~            
(3星)	 这版妙在很多韦小宝的心理活动拍得趣味盎然。            
(4星)	 陈小春真的很适合韦小宝            
(5星)	 最喜欢这个版本。很搞笑。            
(NA)	 最好看的版本确实是春哥版的            
(NA)	 那时觉得挺好玩的            
(5星)	 哦 小春 小春 难道你是小宝转世？！            
(NA)	 看过很多遍的电视剧            
(4星)	 唯一看过的鹿鼎记，依然觉得这部最好！            
(5星)	 小宝。。。7个。。。。            
(5星)	 小春怎么结婚了……            
(4星)	 看过好多遍的经典啊            
(5星)	 陈小春版的韦小宝才够味道！            
(5星)	 百看不厌            
(3星)	 没啥感觉。            
(NA)	 最经典            
(4星)	 陈小春个小痞子演活了            
(5星)	 这个版本有人说不好吗-_-|||            
(4星)	 最先看最喜欢这部鹿鼎记了            
(3星)	 还是这个版本的鹿鼎记最好看，想当初的马浚伟帅啊，里面的很多个女主角也很喜欢！！            
(5星)	 小宝啊小宝，你是多少猥琐男的偶像啊。            
(5星)	 。。。。            
(5星)	 最赞的小宝和最难看的七个老婆。。。            
(5星)	 其实，相当欣赏韦小宝那种性格的人。            
(5星)	 典型的陈小春式的幽默！            
(5星)	 赞！～特喜欢韦小宝的独白            
(4星)	 经典啊            
(5星)	 经典经典。有时间的话，我一定再温习！            
(3星)	 天地会也太傻了。            
(5星)	 意外地看了很多遍= =            
(4星)	 陈小春的巅峰之作~            
(5星)	 巨经典！！            
(5星)	 那时候天天守着看！！经典！这版最经典！            
(5星)	 陈少霞演的双儿前无古人,后恐怕也难有来者            
(5星)	 太经典了，小宝！            
(NA)	 还是陈小春演的最过瘾、贱样、            
(NA)	 经典哇。。。            
(4星)	 我是真的喜欢那个白嫩嫩的康熙弟弟。            
(5星)	 超级喜欢            
(4星)	 韦小宝，最爱。            
(NA)	 比较喜欢这个春哥            
(5星)	 小春搞笑 他脑子里一瞎想就黑了 然后他就跳出来了 特别逗乐            
(4星)	 第一次看鹿鼎记就是这版本，很不错~            
(5星)	 百看不厌            
(3星)	 我觉得没有一个美女            
(5星)	 最好的 《鹿鼎记》            
(4星)	 还行            
(5星)	 可惜女人太丑了            
(4星)	 陈小春啊，即使多年之后，还是觉得他最像小宝            
(5星)	 还是喜欢这个版本。            
(4星)	 这版很接近原著~            
(4星)	 鹿鼎记就这一版好看呢            
(4星)	 个人觉得陈小春还是比较适合韦小宝这么个角色的。。。            
(4星)	 太经典了，好玩~            
(3星)	 完全靠陈小春在撑戏            
(5星)	 爷爷的            
(NA)	 真觉得黄晓明的那个猥亵啊，还是喜欢陈小春的            
(5星)	 鹿鼎记这版最好看，很好看！~            
(5星)	 小宝女人真多            
(5星)	 很糍的            
(5星)	 最喜欢陈少霞版的双儿            
(NA)	 好WS！真的好WS~☆  【捶桌】            
(4星)	 港片的佈景依然這麼爛……然則玄桂王道無比亮眼，很好很強大。馬浚偉帥呆了。            
(NA)	 还是陈小春的比较搞笑            
(NA)	 唔 大腐 大爱             
(5星)	 阿珂真的灰常美~            
(5星)	 当年的陈太啊。。            
(NA)	 TVB             
(3星)	 爸爸的最爱。            
(5星)	 当初一集不落的看电视看的啊，夸张到可以把剧本背出来，最后很感人，陈小春演的真的很像韦小宝            
(5星)	 就是觉得 陈小春把韦小宝的那种猥琐给演绎出来了            
(4星)	 10年啦到现在还有一些情节没看全……            
(5星)	 小学的某一年暑假 每天都搬着小板凳跟我哥在电视机前面等着看这个....            
(5星)	 小时候和爸爸天天守着看            
(5星)	 这么多版~还是觉得陈小春最像韦小宝~            
(3星)	 我还真是从头到尾的看过一遍，有一年的红得不得了，所有电台都在播。现在只记得马骏伟很帅，陈小春特逗。            
(5星)	 我爱陈小春..            
(4星)	 陈小春确实把韦小宝演的活灵活现            
(4星)	 陈小春演得不错的。            
(4星)	 好几年前还和表哥争双儿和阿珂那个漂亮...当时我觉得阿珂漂亮...            
(4星)	 我一直觉得陈小春长得像我叔            
(5星)	 看了这么多版本只有陈小春是个严格小痞子            
(5星)	 TMD不给五星怎么可以。            
(4星)	 还是觉得陈小春的小宝最好,,虽然里面女的不是很PL            
(5星)	 陈小春稍微老了那么一点，但是小玄子是很好的            
(5星)	 陳小春是最傳神的一個韋小寶了。哈哈            
(4星)	 只此一家啊小春童鞋千秋万代一统江湖~            
(5星)	 看了这么多版本的  感觉还是陈小春能够把韦小宝的市井气表演出来            
(5星)	 唉，张纪中出钱为这个版本增色，真是一个乐善好施的人啊            
(NA)	 估计韦小宝就是陈小春的那样吧~~~~            
(5星)	 怎么多韦小宝当中，唯有陈小春演出了韦小宝的个性，喜欢            
(5星)	 鹿鼎记这个是最好的啦~其他版本都不合我胃口..陈小春已经把小宝的形象定位啦~            
(4星)	 演的很好            
(4星)	 男人成为韦小宝这样的枭雄也不错~~            
(3星)	 马浚伟比较帅            
(5星)	 没的说，超经典            
(5星)	 姥姥家经典~            
(4星)	 很无厘头，却是最喜欢的一版            
(4星)	 我觉得算样本了            
(5星)	 陈小春与生俱来的痞气            
(5星)	 很搞            
(5星)	 喜欢喜欢喜欢~~            
(5星)	 百遍不厌            
(5星)	 好玩啊好玩            
(3星)	 还行            
(4星)	 小春挺有意思的            
(5星)	 经典中的简单完美之小宝            
(5星)	 当年很喜欢。。。            
(4星)	 小桂子，你怎么能这么对小玄子……            
(3星)	 The Duke of Mount Deer……            
(5星)	 鹿鼎记里最喜欢这部,陈小春扮演的```            
(5星)	 很经典            
(5星)	 哈哈！            
(5星)	 我心里最经典的一版鹿鼎记            
(5星)	 爱上陈小春。            
(4星)	 小人物也有大智慧            
(5星)	 哈哈哈.无法超越.痞子就是春哥这样,就是女的丑了点.....特别是那公主啊......            
(4星)	 当看烂了所有金庸武侠之后，反而比较喜欢看鹿鼎记了，小人物世俗，小人物真实            
(3星)	 还好 当时喜欢            
(4星)	 最纠结的是小宝的年龄和各种女猪脚的长相。。。            
(4星)	 我更喜歡馬浚偉            
(5星)	 陈小春身上的痞气是黄晓明永远也表现不出来的~~~~            
(4星)	 喜欢梁小冰的阿珂            
(5星)	 小时候天天等着看的            
(5星)	 小春演的是经典。            
(5星)	 还是陈小春演活了韦小宝。导致我妈一直认为陈小春不是什么好人。苦了人家了。            
(NA)	 没有梁朝伟版的味道。            
(4星)	 基本上觉得我的评价是多余的，恐怕没有人没看过吧。            
(5星)	 经典            
(1星)	 这苏荃丑得……            
(5星)	 最喜欢这一版~            
(NA)	 最喜欢这版了，陈小春痞痞的感觉很不错~            
(5星)	 最好的小宝！暑假看的真着迷啊！            
(NA)	 这部戏里。。除了大家所说的经典。。我是看上了皇上的男色吧。。。            
(NA)	 真好看！            
(4星)	 比张卫健既好睇~~小宝与康熙太假啦~~            
(4星)	 小春演的最好   原来做人是门那么难的学问。。。            
(5星)	 经典之作，至今仍没有能超过这个版本的版本            
(5星)	 小宝和康熙演神了，演神了！            
(5星)	 鹿鼎记几版中最好看的            
(4星)	 袂派            
(4星)	 虽然陈小春不帅，但是真的很符合韦小宝的形象，骨子里有点痞。。            
(5星)	 很经典！~暗地里，喜欢马浚伟演的小皇帝！~哈！~            
(4星)	 佩服韦小宝的斡旋努力            
(3星)	 不错            
(5星)	 陈小春演的不错            
(4星)	 挺好玩的            
(NA)	 小学时候的记忆            
(5星)	 百看不腻，陈小春绝对是活脱脱的韦小宝            
(4星)	 其实我也不知道我当年为什么看它这么多遍            
(4星)	 论到电视剧版的鹿鼎记，陈小春的当然是最经典的，那个猥琐男黄晓明，看着就恶心~@            
(5星)	 “你爷爷的”小宝是个宝            
(4星)	 方怡不好看+1            
(5星)	 港剧普通话配音中的极品。。。            
(5星)	 我喜欢这个版本~            
(5星)	 那么多版本 就喜欢这个而已~            
(5星)	 看来看去，还是对这版最有感觉            
(4星)	 对几个女的睡一床印象深刻..            
(5星)	 这版最经典            
(3星)	 小时候看觉得挺好的，现在觉得真弱智            
(5星)	 7个仙女！            
(5星)	 记得这还是很久以前大概是高中时候看的呢，那时候间断着看没觉得特别好，最近又看了一遍，觉得简直太经典了！剧本，演员，演技。。。都是最佳的！            
(5星)	 n个现存tv版本里最好的一个            
(NA)	 哈哈哈哈最喜欢这一部            
(3星)	 很萌马浚伟——以及，拍的的确很有趣            
(5星)	 很好看            
(3星)	 陈小春的戏路感觉很啰嗦            
(5星)	 最喜欢陈小春的版本~            
(5星)	 百看不厌啊........正准备让人帮着下载来再温习一遍捏........            
(5星)	 小时候很喜欢            
(NA)	 超喜欢得，看了有多少遍了~如果现在电视还有播，我绝对会再看一遍的            
(5星)	 叱咤红人！！！            
(5星)	 看了N遍，百看不厌啊            
(4星)	 个人觉得这是所有版本中最好看的，最经典的。。。陆陆续续看过很多次，从这部戏开始，知道了马浚伟。。。            
(4星)	 这一版拍的不错，陈小春演还是蛮适合的            
(NA)	 最爱韦小宝            
(5星)	 最现实的小宝            
(4星)	 最经典了~~~            
(5星)	 经典版本无法超越            
(4星)	 太经典了。            
(5星)	 经经经...典            
(NA)	 好！            
(5星)	 陈小春演的韦小宝真的很棒            
(4星)	 这个是我第一次看的鹿鼎记，也是我最喜欢的鹿鼎记版本            
(5星)	 小春哥哥            
(5星)	 爱爱爱！            
(5星)	 曾经的经典            
(5星)	 经典 超喜欢            
(5星)	 小春演的好~没说的~            
(NA)	 最搞笑的韦小宝^-^            
(5星)	 经典中的经典 虽然7个女主角不咋地             
(3星)	 陳小春的韋小寶，與當年梁朝偉的韋小寶相比，多了一份油嘴滑舌，少了一點古靈精怪。            
(5星)	 陈小春这版估计没人能超越了            
(NA)	 “皇天在上，后土在下，我这一生一世，便是上刀山，下油锅，千刀万剐，满门抄斩，大逆不道，十恶不赦，男盗女娼，绝子绝孙，天打雷劈，满身生上一千零一个大疔疮，我也非娶你做老婆不可”            
(5星)	 特别棒，以至于我质疑，自从上小学后，我品味一直都没变过~            
(5星)	 最经典的韦小宝，最爱的双儿            
(4星)	 陈小春真适合啊            
(5星)	 绝对的经典！            
(4星)	 14 、5岁的记忆            
(5星)	 太经典了……            
(5星)	 小春太适合小宝这个角色了，演活了~就是老婆们的长相水平都不太高            
(4星)	 很喜欢很喜欢，哈哈            
(4星)	 这不是所有版本里面最好看的吧，陈小春就是韦小宝，呵呵            
(5星)	 太经典了~            
(4星)	 haokan            
(NA)	 很好笑 陈小春就是韦小宝的代言人！深入人心            
(5星)	 喜欢陈小春 很喜欢 非常喜欢            
(5星)	 小流氓变叱咤红人&amp;惊艳马浚伟            
(4星)	 好看呢。。。那时最喜欢龙儿了            
(5星)	 非常非常赞，看过很多韦小宝，陈小春塑造的这个是我觉得最接近书中描写的~~            
(2星)	 就是不怎么喜欢            
(4星)	 看了无数遍……不但再也不想看其它的版本……而且还不想看其它的陈小春……            
(NA)	 因为韦小宝喜欢上了陈小春            
(5星)	 ”你最喜欢哪一版鹿鼎记？“”韦小宝演那版“            
(NA)	 现在看依然会爆笑            
(5星)	 我的最爱，呵呵            
(5星)	 经典！            
(5星)	 還有誰能超越小春演的韋小寶?ps.國語配音也配的不錯的說            
(4星)	 还是觉得这个版本最经典~            
(5星)	 从此爱山马浚伟...小春很可爱..            
(4星)	 金庸的本子，四个字：经典港剧。            
(4星)	 我眼睛就是看这搞坏的…            
(5星)	 好看啊~~最好的一个版本            
(5星)	 经典啊经典，搞笑            
(5星)	 最喜欢的一版            
(5星)	 超爱陈小春版的鹿鼎记            
(5星)	 陈小春与很多女人的故事...             
(NA)	 小学的周末准时9点起床不吃早饭，不换衣服，跑到楼下，斜躺在沙发上看湖南台连放到12点。每次都想7点起来早点看，每次都起不来- -            
(5星)	 个人感觉最经典的一部。无论是马浚伟演的小玄子，还是陈小春饰的小桂子，应该是无法超越的吧。小玄子最后那失落的眼神，真真的刺痛了我。            
(5星)	 就这个版本的好看。张纪中垃圾。            
(5星)	 山鸡小宝的形象深入人心            
(3星)	 搞笑，皇帝哥哥很帅            
(5星)	 你爷爷的，我自愿以及强迫的看过很多遍            
(5星)	 哦我是突然想起桂玄了            
(5星)	 我最喜欢的鹿鼎记版本~            
(4星)	 后来再看，才知道这里大有腐物！            
(4星)	 最痞的韦小宝~小春痞得好自然啊~            
(5星)	 最喜欢的版本就是这一版了，虽然陈小春长得是不怎么好看，但是，我觉得这是在绝对忠实原著的基础上拍的，而且陈小春把韦小宝的市井流氓气很好的演绎出来了，我觉得很好看。            
(5星)	 小春，电视上看了好多遍，百看不厌            
(4星)	 有7个老婆的 ····            
(NA)	    小学时跟着妈妈租碟看滴~~~  小春啊小春 呼呼~ 这个名字好(⊙o⊙)…哈哈             
(NA)	 那时候我们好迷马浚伟 现在再看他好像没有那个魔力了            
(4星)	 最爱看的一版了~~            
(5星)	 经典~~            
(5星)	 鹿鼎记里最好的版本，小春一个人撑起了整个剧情            
(5星)	 看了无数遍了。            
(4星)	 还是这个比较经典            
(3星)	 小春版的一般            
(4星)	 我最喜欢的一版《鹿鼎记》            
(3星)	 恶搞            
(3星)	 刘玉翠演技真好            
(5星)	 陈小春气质非常契合韦小宝...            
(5星)	 喜欢陈小春的混混嘴脸            
(5星)	 niubi             
(5星)	 小春哥演的最佳。所以给5星。            
(2星)	 史上最烂韦小宝            
(5星)	 最爱里面的康熙            
(4星)	 嗯。            
(NA)	 此春哥无赖倒是无赖，但也忒老了点...            
(4星)	 陈小春的这个版本算是比较好的了            
(5星)	 最喜欢这一版            
(4星)	 男人的梦想,表现得好,特别是关系复杂的心理活动,搞笑而又深刻            
(5星)	 鹿鼎记的经典之作            
(5星)	 一提起韦小宝，我就想起陈小春的样子，哈~            
(NA)	 真好看阿。经典，最夸张的就是记得当时几乎所有电视台都在播！！！            
(NA)	 金先生最后解构了那个他一手建构起来的江湖            
(5星)	 韦小宝之经典~~~            
(4星)	 是最喜欢的鹿鼎记版本            
(5星)	 陈小春就是韦小宝吧            
(5星)	 嘿嘿，最喜欢这版来着~            
(5星)	 大爱！最爱！的！电视剧~~怎么看都不腻吖            
(5星)	 简直是个经典！            
(5星)	  春哥 演的最出色            
(4星)	 我觉得 陈小春演的很好 很贱            
(5星)	 笑死我了。            
(5星)	 TVB经典..各个卫视轮流播不厌.. 不过背景差了点            
(4星)	 经典哦。。            
(4星)	 这才是春哥            
(5星)	 经典            
(NA)	 百看不厌            
(4星)	 那时候第一次对陈小春有了印象            
(4星)	 喜欢小春的版本。            
(3星)	 啊哈，小春版自然最好!            
(5星)	 虽然金庸的这部名作翻拍过很多次，但1998年的这部陈小春版韦小宝却是给我印象最深刻的一部。虽然这个小桂子看着像中年大叔一般，但陈小春把这个人物演得的痞气逼人、十足无赖却又聪明狡猾，最接近我所理解的书中的韦小宝。另外，陈少霞饰演的双儿太可爱了，感觉完全盖过了梁小冰饰演的阿珂。            
(4星)	 其实我觉得这个做得并不精良，但是就是这么个“山寨版”的效果，才反衬出小说的喜剧性。            
(4星)	 最痞的韦小宝            
(5星)	 最好就是这版啦~            
(5星)	 最经典的一版            
(5星)	 这版超级大爱啊！除了女主角们长得丑点，陈小春演的超级完美了！            
(NA)	 这版比较好看            
(4星)	 断断续续。都不知道完整的看过没有。中学时代延续到高中的故事。            
(NA)	 真的不是很喜欢迅嫂            
(5星)	 陈小春=韦小宝            
(NA)	 这部最为经典··            
(5星)	 只爱小春拍的这个,经典@_@            
(4星)	 这个版本的鹿鼎记做的最好了。            
(4星)	 比黄晓明好多了！            
(4星)	 我爱双儿            
(5星)	 最喜欢的一版            
(4星)	 还是老版好看            
(4星)	 经典!!            
(NA)	 我爸妈的最爱。            
(5星)	 俩字 牛逼             
(5星)	 在众多版本的鹿鼎记中，这部片子里韦小宝的七个老婆可以说是最不美的，但由陈小春饰演的韦小宝却是我认为最像韦小宝的，可爱、机灵，这样的男人要是在现实生活当中，无法不吸引女孩子喜欢，当然，前提是，他只能要一个老婆。            
(4星)	 男人们一定是很羡慕韦小宝的。            
(3星)	 这个版本虽然女人不够漂亮，但小宝很出色。            
(4星)	 小春版本最經典            
(3星)	 还是原著好看点            
(5星)	 还是这一部好看些  陈小春气质很符合            
(3星)	 这个小宝够流氓气，就是有点呆头呆脑            
(5星)	 最好的《鹿鼎记》影视版本，同时也最尊重原著，甚至是部分改动也比原著精彩。            
(4星)	 叫我一声好哥哥，哈哈哈            
(5星)	 个人认为是TVB金庸剧最经典的，双儿的改编尤其赞啊，双儿是我最喜欢的金庸女子，是这里的双儿！沐剑屏和曾柔也很喜欢。胖陀陀的选角绝对无法复制。            
(5星)	 很好看，非常喜欢。            
(5星)	 最好看的鹿鼎记            
(5星)	 经典啊经典！！            
(4星)	 春春好可爱！            
(5星)	 看了多个版本的鹿鼎记最爱的还是这个。其实和原著不是很一样，几个姑娘也没后来的版本里的漂亮。但就是这本看着特对味。            
(NA)	 最经典啦~~春哥            
(5星)	 我喜欢陈小春演的韦小宝            
(5星)	 陈小春版的最好            
(5星)	   小春哥的演技真的没法说了。            
(5星)	 小学看过的~当时乐翻了~哈            
(5星)	 超级好看呀~~~！！！            
(4星)	 逗的，呵呵            
(NA)	 少年回忆系列            
(5星)	 小春童鞋就是小宝，有谁有异议吗，无视，驳回，反对无效            
(3星)	 这个是第几个版本？？？            
(4星)	 之喜欢小春的小凳子。            
(5星)	 最经典的了            
(5星)	 一直都觉得这个版本的韦小宝最神似            
(5星)	 哈哈            
(5星)	 哇啊啊陈小春我爱你            
(5星)	 最爱这一版。            
(NA)	 除了CXC太丑有点不能接受外，其他都不错。            
(4星)	 陈小春简直就是小宝化身。            
(4星)	 女的都不错            
(4星)	 喜欢这版            
(4星)	 个人比较喜欢的版本~            
(NA)	 无数遍了            
(5星)	 比较喜欢这一版            
(5星)	 信春哥，上大学。            
(5星)	 陈小春几乎等于韦小宝~            
(4星)	 最好看的鹿鼎记            
(5星)	 很轻松            
(5星)	 看过的鹿鼎记还是这部最最好看 。            
(4星)	 个人不是特别喜欢，虽然非常经典            
(4星)	 古惑仔版哈~~~            
(5星)	 最经典的一版，从小看到大~            
(5星)	 双儿真好            
(5星)	 经典+搞笑            
(NA)	 这部鹿  最好看，个人认为。            
(3星)	 我还是觉得韦小宝的这个不叫爱情。            
(4星)	 虽然不是每个老婆都美若天仙，但戏挺好看            
(4星)	 哈哈 陈小春 太有才了～            
(5星)	 逢播必看的            
(4星)	 最好的韦小宝，最搞笑的编剧~            
(4星)	 张卫健真是埋汰了韦小宝。还是陈小春演得好。            
(4星)	 我爱陈小春！            
(5星)	 最经典版本的鹿鼎记，小春将小宝身上的那股市井流氓气演的入木三分。马浚伟演的少年康熙也是英俊非凡，踌躇满志。            
(5星)	 强大的陈小春            
(5星)	 最好看的一部            
(NA)	 经典            
(5星)	 桂玄党。。。。            
(5星)	 韦小宝那么多老婆~ 我我我我也要后宫!!            
(5星)	 小宝虽然表面圆滑怕事，但是关键时刻总是机智过人，又始终做到忠义两全，让人在哈哈一笑之余，不免佩服他的待人处事之道。            
(5星)	 |4332:4476|            
(4星)	 還是喜歡這個版本            
(5星)	 金庸出名之作  精彩            
(NA)	 还是小春演的经典。。。            
(NA)	 看了星爷的小宝再看陈小春的小宝，简直是两码事            
(5星)	 经典版。            
(5星)	 最中意的一版~            
(NA)	 陈小春这版最搞笑了！            
(5星)	 喜欢马浚伟的康熙，孩子气的可爱；小春的小宝，虽然长得不咋地，但这部片子还是让我喜欢上了这个小无赖。            
(3星)	 真的有他这样的人……可以让女人心甘情愿的与人分享丈夫……            
(5星)	 暑假的味道~            
(5星)	 还是最喜欢这版！            
(1星)	 最恶俗猥琐最真实的韦小宝            
(5星)	 小春...            
(4星)	 陈小春很韦小宝。            
(5星)	 我只能说这是属于陈小春的鹿鼎记，TVB经典中的经典！            
(4星)	 最好的版本            
(5星)	 啊哈哈哈哈！！！！看过五遍还是想看            
(5星)	 不可超越            
(4星)	 阿珂            
(5星)	 最经典的一部鹿鼎记，黄晓明演的垃圾            
(5星)	 最后那几集有点受不了，但也看出了韦小宝的忠义 侠骨 之情，体现他正直重情义            
(4星)	 经典　小宝和皇帝都很不错　七个老婆也不错            
(5星)	 陪老公一起看的，经典            
(5星)	 最经典的鹿鼎记            
(4星)	 经典的版本            
(4星)	 还是最喜欢陈小春这一版的~~~~            
(3星)	 7个老婆，乐不死你。            
(3星)	 我喜欢陈小春这个版本的            
(5星)	 o(∩_∩)o...            
(NA)	 最喜欢的版本            
(NA)	 最爱这版            
(5星)	 小春演的真的比黄晓明好。            
(4星)	 马浚伟这里还是很帅的             
(5星)	 演活了，就是老婆有几个丑了。            
(5星)	 这个就是顶点了            
(5星)	 最爱            
(5星)	 做到最好~~            
(5星)	 还是很搞笑            
(4星)	 经典            
(NA)	 陈小春版的韦小宝是我至今为止看过最好的~            
(5星)	 经典,不多说...            
(4星)	 陈小春~            
(5星)	 这个版本的最好看            
(3星)	 电视上重播的话也还会看看==            
(5星)	 小春，太赞了啊            
(5星)	 因为没有看过原著 所以在我心里 韦小宝就是陈小春演的这个样子滴            
(5星)	 哈哈 梦想中的人物            
(5星)	 我和猪头都喜欢这个版本的            
(5星)	 鹿鼎记我最喜欢的版本            
(5星)	 俺觉得马浚伟特帅~            
(5星)	 这个不是经典哪个敢叫经典了！！！黄##张##真是令人发指！！！            
(4星)	 应该说陈小春是演韦小宝演得比较好的，神气活现。然后戏里的皇帝也不错的，应该说这是比较经典的一部了吧            
(5星)	 看了無數次~爸爸媽媽一直都喜歡看-_-!            
(NA)	 老片子            
(5星)	 大功告成！            
(NA)	 一个流氓的发迹史，这正是这个社会的正常现象，不过是夸张表现而已            
(NA)	 我最爱建宁 别人不疼她 我疼她            
(4星)	 喜欢双儿。            
(4星)	 我觉得还是陈小春的小宝 最流氓，最下等，最好玩，最欠~！最喜欢 （害羞）            
(NA)	 拍得不错老婆不漂亮            
(NA)	 这个版本也经典。            
(NA)	 小宝代表着一个至高无上的境界            
(5星)	 猫拍的直接没敢看……原谅我吧~~阿弥陀佛这一版也算不错            
(4星)	 你爷爷的            
(5星)	 鹿鼎记当然要看陈小春版的了。            
(4星)	 最好看的鹿鼎记            
(5星)	 我和宝贝又重新下载来看了一遍            
(NA)	 最喜欢版            
(4星)	 很搞的……            
(5星)	 最爱这版，韦小宝是韦小宝，康熙是康熙，量身定做一样。            
(5星)	 超级无敌喜欢的韦小宝            
(NA)	 经典            
(NA)	 小春演的真不错~            
(3星)	 金庸笔下俺最喜欢的人物之一～            
(5星)	 像            
(NA)	 最经典的鹿鼎记~            
(5星)	 我印象里的陈小春自此就没再变过~            
(5星)	 感觉这部不错            
(NA)	 经典组合            
(5星)	 陈小春版韦小宝也是个暂时无法超越的角儿。            
(4星)	 2010-9-3还想再看一遍哇            
(4星)	 果然还是这一版最高！            
(5星)	 娇唤一声小宝吧 还有我的小玄子            
(NA)	 很喜欢的，聪明机智的男人惹人爱            
(NA)	 还是喜欢陈小春这版            
(4星)	 还是这个版本的好~            
(4星)	 狗皇帝...            
