http://movie.douban.com/subject/4300597/	月之恋人 月の恋人～Moon Lovers～
(NA)	 不怎么地            
(1星)	 除了翔太，几位雷雷的演员哦            
(4星)	 木村你的魅力无限大！ 好萌！            
(5星)	 大爱林志玲，姐姐所有的戏都会追不过这部纯爱剧还是没什么逻辑+毁上海形象。。。            
(2星)	 大神和志玲姐姐都成了花瓶！有点囧~~            
(3星)	 处于凑热闹看的片子。意外收获么就是绵羊翔太喽~~~凉子JJ也当然不会让我失望D 很喜欢里面的凉子 木村么 不发表意见喽~~            
(2星)	 志玲姐在一堆小日本中显得好大只有木有？！            
(2星)	 ごめんなさい            
(2星)	 唉····不评论了= =            
(NA)	 刚看了第二集 人在上海的时候就想念欧洲 已经不想去日本了  可是还是在生活上有联系在欧洲的时候就想念上海  拍的也太破了 第二集的发展又给上海女人的传说抹黑了  什么让他爱上我再狠狠丢掉  狗血剧情啊  可是还是想念上海和向往从前的日本生活             
(4星)	 结局太感人了，好朋友变男女朋友才是王道。其实有点意外，本以为秀美才是女主，不过不喜欢林志玲，最后没有霸占了大神，很好很好。力挺二宫真绘美，能跟情敌做好朋友，果然不是一般人            
(2星)	 被浅野大妈雷得那叫一个天雷滚滚。。但是为了大神。。为了凉子JJ。。我还是边想吐边继续自虐着。。Orz            
(2星)	 我不能忍受我加筱原凉子姐姐演如此垃圾片            
(2星)	 神马跟神马嘛            
(3星)	 老套            
(2星)	 看了几集，之后不了了之了~~            
(NA)	 剧情有点小混乱。却无法阻挡我想看下一集~~            
(3星)	 两个我的大爱聚头，必看~~            
(NA)	 超级超级喜欢木村和蓧原凉子 超级喜欢 不喜欢林志林            
(4星)	 结局太猥琐了，林志玲竟然没有跟木村大叔在一起，真是的，浪费我感情            
(2星)	 不喜欢就是不喜欢            
(3星)	 一颗给木村，一颗给凉子，一颗给松。田            
(2星)	 实在很能丑化中国人的形象。偶买噶，志玲阿姨雷人不倦...            
(3星)	 大神你能演点像样的纯爱剧嘛？亲爱的筱原凉子~~~一颗星给你的            
(NA)	 天呐怎么能有一部日剧拍成这样~编剧是怎么想的啊~            
(4星)	 本着爱国的情怀，很希望040可以打开日本市场，让日本人狂迷中国美女像日剧迷爱木村一样。尽管40的演技那么挫......            
(5星)	 看得我....  大神阿.你眼神太有爱了吧.            
(4星)	 爲了涼子姐姐            
(4星)	 只是来看大神            
(3星)	 剧本戆大。。。志玲姐姐还是适合拍广告~木村最高~            
(3星)	 备胎转正还蛮喜欢二宫的性格            
(4星)	 结局还是 这样 有点难过啊 但是还是挺好的             
(5星)	 暂时还是很迷茫的剧情。。。            
(NA)	 话说。。。志玲阿姨的最后挣扎的杀猪音，真是让我惊艳了。。。            
(1星)	 看不下去了，以为志玲JJ只有自毁形象演出比较有看头。后来才明白进军日本市场没成功的原因，拖累了木村。            
(4星)	 除了040其他都挺好……我真觉得挺好的==b（10.7.11）            
(3星)	 第二集不好看了。。。            
(4星)	 除了林志玲其他不错            
(3星)	 社长好坏~有看头~            
(1星)	 还能更烂吗？            
(NA)	 如题。凉子凉子～            
(3星)	 06            
(5星)	 正中软肋。还是毫不犹豫地给了五星。            
(5星)	 好看。 喜欢。            
(2星)	 一部戳到我狗血之魂的作品 妈的好萌啦！ 顺便说如果最后有倾向是说女主是凉子的……我就不看了！好不容易支持一次040好吗|别让我失望！            
(3星)	 除了最后一集 其余全是垃圾。。            
(4星)	 作为一个讨厌魔都的中国人来看这部戏还是太雷了            
(3星)	 ......我瞠目结舌,无话可说。囧得我风雨飘摇。            
(3星)	 nnd，惊天大雷，维萨狗血剧里都捎上我喜欢额陫优啊cn。。。。            
(2星)	 。。。。            
(3星)	 往好处看，其实还是挺养眼的            
(1星)	 笑而不语            
(5星)	 我愛死結局。            
(2星)	 莫名其妙的编剧            
(3星)	 木村演囧片。。。            
(1星)	 ……            
(NA)	 看得不痛不痒。很无力。            
(2星)	 第二集就開始打瞌睡            
(2星)	 泥轰人说中文我真的觉得好鬼子（剩你妹啊- -） 我是来开眼界和猎奇的。    06果断弃剧。谁要等到6月28。            
(3星)	 3颗星给某俩只baga            
(2星)	 受不了某人的声音，另希望翔太气场再大些。            
(4星)	 我来观摩一下040的。。            
(2星)	 越来越像棒子戏，当大神转过头看见志玲姐姐令人喷血的身材，那个表情萌翻我了            
(2星)	 最后水螟那个看起来还是不错了哟……你回去就是剩吕，呵呵~~~~原来结局就这样的说……把中国拍得这么穷（日本人yy的本领还不是盖的），当040的嘴和木村的 嘴贴在一起时，我估计万千少女心的那个碎啊，然后准备掀桌了……            
(NA)	 弃。。。但是我觉得林妹妹很认真~            
(NA)	 大神啊 拍新剧了 还在等待收看中 。。             
(2星)	 天雷轰顶，弃！            
(2星)	 除了大神和凉子姐姐，这剧让我很失望            
(3星)	 冲着大神和翔太我也得看啊！！凉子姐姐实在是太好啦~里面囧子也不错，只是这剧情。。。。最后它是硬掰成大神和凉子姐姐在一起的吧。。。o(╯□╰)o            
(3星)	 最近的剧都是最后一集才给力，之前都干嘛去了            
(2星)	 TOT            
(3星)	 对比着十年前的剧一起看的 不得不感叹岁月无情 不是皱纹的问题 是气场 气场这东西啊 真的差好多 也有可能角色本身太颓废了 不适合他            
(NA)	 最后还是蛮感动的。月亮椅子好漂亮。北川镜子很可爱啊            
(2星)	 剧情太傻，人更傻……失望：（            
(2星)	 很久以前看的。。一直忘了点看过            
(NA)	 我弃剧，太狗血了点，一直提阿曼波，还有那个恶心的叫明的男人一直出现            
(3星)	 偶滴神啊 第一集就雷得外焦内嫩 居然还好死不死地跑去上海拍 我怎么不记得现在上海有人穿着肮脏的工作服梳着零乱的双马尾拿着红色的横幅坐在地上抗议啊？ 他确定他没穿越去七十年代嘛？？？            
(3星)	 既然是看美女 就姑且把演技抛一边            
(NA)	 雷死我啦!我宣布,你赢了!            
(2星)	 好喜欢大神 = = 林志玲有很努力的演~我后悔了。。。            
(3星)	 因为结局才给三颗星            
(5星)	 告诉你，040，这五颗星是给木村、凉子、还有翔太的！！！            
(3星)	 志玲姐，你的胳膊会不会放...            
(3星)	 神速的日剧。。            
(3星)	 为小乔姐而看的 最后一集有萌点            
(3星)	 虽然很喜欢凉子姐，但是这样的结局也太扯了~~~            
(4星)	 结局我喜欢，哈哈            
(1星)	 还能再恶心人点儿不？            
(3星)	 看在大神的面子上三星。至于内容还真让我崩溃。            
(3星)	 所以说，大妈加入这部剧就是一个悲剧，尽管结局还是如人意的，但是由于这位麻雀变野鸡的大妈突兀地加入导致最后不知道怎么处理只好很牵强地草草交代两句，使好好一部纯爱剧变成悬疑剧。不过冲着最后浅野大妈遂民心给了凉子姐姐和大神一个美好的结局，还是给三星            
(4星)	 本来能挺好看的，结果让编剧给糟蹋了。            
(2星)	 真真是来争收视率的啊...木村见到灰姑娘林志玲，只因为她猜出谜底“アメンボ”后，就开始对她倾心，月下那句[おまえが欲しい]让我打了个寒战，而林志玲呢，在演了半小时后的灰姑娘后，倏然性感大现身...这前后对比...ps：可怜的阿部力，为啥要女装出场？            
(3星)	 只看了第一集就觉得是很弱的一部剧，林志玲和木村的搭配实在是。。。。汗一个。。。。结局还行吧。。。            
(3星)	 某些地方看的我愤青的小宇宙燃烧想一锅盖拍死松田翔太，某些地方我又期望看下去，然后我发现我是周围当中唯一一个欣赏林志玲的女生。            
(3星)	 莲介真的太帅啦。不过看到后来，真的太没劲了。            
(3星)	 林志玲太令我纠结了            
(2星)	 第一集看完，看第二集就被剧情雷翻了，弃之。            
(2星)	 志玲姐姐都把自己弄成这样了，哎，咱能不捧场吗。。木村大叔很帅啊，很有操控欲。还有onego，没想到里头连配角都这么大牌，得捧捧场了。。            
(2星)	 也许是我太敏感，不过有必要这么贬吗            
(4星)	 外国人眼里的上海破破烂烂的。。。            
(2星)	 唉，木村又如何            
(3星)	 我比较满意他俩好了            
(1星)	 本来是打算抱着恶趣味研究一下的，观察了两集实在没看头。弃之            
(1星)	 我是特地来吐槽的，把上海拍得雷也就是算了，还TM把人拍得更雷。            
(3星)	 才看了一集, 林志玲对着木村说&#34;ki sa ma&#34;的那幕好搞笑, 不过说中文时, 就变成那个改不了的娃娃音. 还有就是, 水黾和男扮女的那人雷得不行啊.             
(NA)	 我勒个去..........  神经病结局            
(5星)	 “在天雷滚滚与花痴成灾间纠结…”恩！五星            
(3星)	 ……至少结局很美好。            
(2星)	 我觉得败笔就在于林志玲，长那么高还装可爱，实在受不了！            
(4星)	 只要是为了看某人。。。            
(3星)	 支持下还是很帅气的木村大神和扮丑出镜的志玲姐姐……最后还是快进看完了所谓结局...            
(2星)	 实在受不了林志玲 我多么爱大神都让我受不了这破剧            
(2星)	 偏见            
(4星)	 冲着这美好的结局和凉子姐姐，大神，前面再怎么变态，还是给了4星！            
(5星)	 上海？上海～？上海！！            
(2星)	 实在不敢恭维呀！            
(2星)	 志玲姐姐一说日语，我的鸡皮疙瘩就从胳膊一直到手指！莫名其妙的纯爱励志，从头到尾我都没看出秀美到底做了什么！！！            
(3星)	 直接跳结尾看的。。。            
(4星)	 纯粹是为了木村、翔太。这林志琳做作了可以。快40岁了还尬风骚。希望她快点消失。。            
(3星)	 囧子如果不和山P传绯闻，根本不可能这么红！为什么总是有人想利用山P的人气！！！            
(2星)	 最后结局好            
(NA)	 我真的觉得整套剧很喜感            
(2星)	 大神咋接了这么二的剧啊，040在里头堪比雷神。放弃            
(2星)	 神（经病）作不解释╮(╯▽╰)╭            
(5星)	 好看极了~~            
(3星)	 明星阵容啊            
(3星)	 其实《月之恋人》是一部穿越剧，讲的是男女主人公在80年代的上海和2010的东京之间反复穿越的故事~            
(1星)	 嗲妹干嘛出来捣乱啊。我不看了            
(1星)	 天雷滚滚。。。俺恨死这个剧了！！！            
(3星)	 只有一头一尾配得上月九这个名头            
(3星)	 木村大叔果真到最后还是不要了志玲阿姨娶了筱原大妈。            
(NA)	 实在太雷。。。。            
(NA)	 关于中国的一切 志玲姐姐怎么接拍啦 真够恶的  稍微沾边中国人的 都搞得这么欠扁 坚持着看完 筱原凉子真是美  最终话才看到感情所在 结局不错            
(2星)	 身為木村劇的忠實FANS，再怎樣差都想支持下去，但是這部實在讓我受不了！！很失望。。。            
(3星)	 （感谢编剧让我们坚持到最后一集的人们在此相遇 终于剧终人散尘埃落定 夏季再见）            
(3星)	 没有了吐槽的力气。。。            
(NA)	 大家都 有点 累            
(3星)	 结尾深得我心 但是还是免不了的混乱···            
(3星)	 其实还行啦.....如果缩短一半时间的话......三个女主都不错噢....            
(1星)	 看的浑身难受            
(4星)	 隔了这么久才看最终话 = =            
(2星)	 原来不谈情不说爱最后也可以在一起。            
(4星)	 为了木村也要看             
(2星)	 终于把这烂片啃完了……            
(2星)	 别看            
(2星)	 这部戏让我看得很挖血。。。不想标松田翔太和北川。。松田，love shuffle的你哪去了，北川 零秒出手的你哪去了！            
(5星)	 最后选对了人啊~~            
(3星)	 除了040、北川以外，完全是梦幻卡司。。。。我的凉子姐姐啊。。。帅气。040要把我气死了，丢死人了，日本话讲不好就算了，连中国话都好像不会说了。尽管最后的最后比较梦幻，大神还是跟凉子姐姐在一起了，但是我觉得凉子姐姐好委屈，TMD！！            
(NA)	 林志玲，你给我去死            
(NA)	 篠原哈灵            
(NA)	 大神還是老了。            
(3星)	 借用番长的话：“编剧是韩国人啊”            
(2星)	 拖累了            
(3星)	 一个字，追，为了看志玲姐姐版本的灰姑娘~            
(3星)	 可惜了那么多大牌            
(1星)	 听说 葵拒的是这部？            
(2星)	 3集弃追…………            
(3星)	 太雷人了。。。            
(4星)	 还是对040无感。凉子JJ和大神才有爱。            
(3星)	 说到底秀美还是个打酱油的嘛~最后的婚纱有爱~            
(2星)	 金融危机也不用接这样的片子养家吧，大神！            
(3星)	 到现在没看最后一集······就这样吧。            
(3星)	 冲木村来的            
(2星)	 我为凉子姐姐看下去！            
(3星)	 上海不是这个样子的啊啊啊啊。。。            
(3星)	 这结局让我太怨念了！！！！！            
(3星)	 什么乱七八糟的剧情跟人设。。。            
(3星)	 大神，你要穿多高的内增啊啊啊啊啊~~            
(3星)	 我爱志玲姐姐~~~            
(5星)	 木拓            
(2星)	 这样的组合，那样的戏。。。            
(2星)	 非常跳跃式的看完了。还是觉得筱原凉子最耐看。            
(4星)	 木村啊！            
(NA)	 看了一集 弃！！！            
(3星)	 好像还没有下面评论说的那么不堪吧？LZL第一集最后出来的时候真蛮惊艳的，同为女人的我都看愣了。真想帮木村接住点儿他的眼袋……美人迟暮啊啊啊            
(1星)	 边吐边看了三集，弃，这部剧确定不是在挑战中日关系？            
(2星)	 狗血            
(NA)	 林志玲。。。日剧。。。囧            
(3星)	 卡斯非常强大嘛，40姐姐的日语跟翔太的中国话一样让人吐血，干啥一定要扯到上海......浅野大婶，你就拍拍日本不行么？！            
(5星)	 不知道为什么还是很感动~            
(3星)	 最后一集真是救赎了大家！篠原涼子，厉害！            
(4星)	 我勇敢的忍受到了最后一集～～～～我每次看着月亮的镜头就觉得应该是凉子跟木村走在一次～～～结果证明我的预测还是可以的啊            
(2星)	 那两星是打给里面做的家具的~~~~~~~            
(3星)	 北川很可爱            
(1星)	 半星给凉子，半星勉强给木拓。太他妈妖娆了。原来是浅野大妈啊……那就不用解释了-------------------两集弃，原来我真的敌不过浅野            
(3星)	 看志玲姐姐的 木村拓哉真难看            
(2星)	 好像这个结局有很多人都猜到了嘛~~没劲            
(5星)	 md。。难道木村到50岁也一样会那么有杀伤力吗？！？！我真觉得林志玲演的挺好的。。难道是因为我对她期望值太低的关系。。？            
(2星)	 冲着卡斯去的，结果有点儿被雷着。演员是中日都有的，编剧是韩国的，国内生活是回到解放时期的，上海没有银座，怎么会有伪娘满街乱跑。            
(3星)	 只喜欢柚月而已            
(2星)	 哎~我的大神~            
(1星)	 这不是月之恋人啊，这明明是惊雷闪。            
(3星)	 不带这么虐人的            
(3星)	 结局搞笑吧！！~~            
(4星)	 最后木村大神和凉子在一起呀最合我意~~这种感觉的真好呀……另外捏也很喜欢景子那条线的结局，景子呀…哥妹呀…看着我心痛啦……唉……然后关于林志玲姐姐她那个真的算是这样啦，嘛……看都后面的剧情反而觉得不应该用林志玲啊，太抢眼啦……话说这算复仇吗= =翔太虽然是出卖但是不讨厌耶…            
(NA)	 真是雷声滚滚的一部日语港剧啊。。。            
(3星)	 40姐爆发了看得我莫名其妙            
(NA)	 喜欢凉子JJ！            
(NA)	 忍了三集弃了。。。志玲姐姐我恨你！            
(2星)	 完全坚持不下去，大概就看了5集。            
(3星)	 日本人对于中国的控制、歧视、高高在上的情绪表露无疑            
(4星)	 我就知道绝不会让木村和志玲在一起的因为不能亏待默默无闻的筱原尽管现实中往往相反！            
(1星)	 林志玲真是煞风景            
(3星)	 因为最后木村和筱原凉子一起了，所以觉得还不错，虽然依旧很狗血            
(3星)	 筱原凉子..            
(2星)	 大神接戏还是要当心哪。            
(2星)	 受不了志玲姐姐，看不下去了            
(4星)	 景子很可爱            
(NA)	 难看的发型 发福的倾向。弃。            
(2星)	 不太行            
(NA)	 天龙八部！！！！！！            
(2星)	 林志玲火辣，我一女的都流鼻血了；是挺差的，很多东西不合情理            
(NA)	 MLGBD看了那么多年日剧还是被自己想追的阵容搞到一集弃，浅野大妈您可以的！            
(3星)	 结尾牵强的要死。。这一男三女到底是怎么做到这么纠结的啊啊啊啊。。。            
(2星)	 真狗血的剧情，可惜了大神、凉子姐姐、景子姐姐和志玲毒药了……            
(NA)	 本来想要收藏这部剧，看完后觉得没那个必要~            
(2星)	 没看完的一部剧。留爪印。            
(1星)	 弃            
(2星)	 晕死,这林大姐...            
(3星)	 有点雷。。。。。纯粹为了看大神吧。。。。            
(3星)	 还我大好河山！！！！我居然忍着看下来了，不容易啊……            
(3星)	 我心爱的翔太君值3个星星，剩下的...自重吧.....            
(3星)	 弃了            
(2星)	 超乱的日剧，纯是为了翔太的！！！            
(3星)	 吼吼~~志玲姐姐VS木村，有点……莫名其妙            
(2星)	 有点想anti，为了shota先忍着。。            
(3星)	 林大美女整个的太不和谐了~越看越雷~没有木村大叔撑着的话 这剧估计得变成午夜剧了。。            
(4星)	 不错不错，支持木村~~型            
(2星)	 我给了2星的两部之一，编剧坑爹呢！！！！！！！！！！我冲林志玲姐姐看的，想害死爹啊！！！！！！！！！            
(3星)	 3集弃。。。            
(1星)	 叔可忍婶不可忍。弃。“这是一部众多知名日本演员在中国演绎的韩剧”            
(3星)	 月九你可不可以不要这么雷到销魂。此剧完全可以吸引PCF了.看到最后竟然最喜欢囧子的角色，忍不住哭泣的傻傻的柚子。真的是.....2.0.我鸭梨太大了            
(2星)	 一颗星给囧子一颗星给凉子一颗星给绵羊一颗星给熊猫装一颗星给抢戏的大叔们。治愈系女王040姐姐扣三颗星……            
(2星)	 半途弃了            
(NA)	 沒堅持到最後一集==            
(3星)	 好失望啊，结尾结得那个叫莫名其妙~            
(4星)	 不管木村再老还是会把我米的神魂颠倒啊!            
(NA)	 果然是哪儿拍像哪儿的剧，这片子活生生拍成了国产剧色调            
(3星)	 如果删除040的所有片段，还算是一部不错的日剧。中国工厂部分全部都太假了玷污这部剧的内涵啊。            
(4星)	 因为你一贯受伤的表情。还是令我很心痛            
(4星)	 哎            
(3星)	 大神的剧居然坚持不到结局，对不住了~            
(3星)	 冲着松田翔太看的~~他怎么演中国人……雷到            
(3星)	 怎一个无语~~被骗的感觉。            
(3星)	 弃了            
(3星)	 剧本很失望 并且烂尾 拖了好久才把最后一集看了 大神啊……唉            
(3星)	 要不是因为凉子姐姐我就不看了            
(2星)	 志玲小姐的中文和日文同样不好...            
(3星)	 姐很无语            
(3星)	 真的，除了翔太和凉子傻妈的颜，我真的不知道这片子还有什么看点……OTZ            
(4星)	 是我老了吧，木村什么时候出落得这么帅。时光对于某些男人来说，真是一个最好的化妆师。这部剧我会追下去的            
(2星)	 目前而言，不伦不类-=========大概看了三话，我实在被林志玲小姐雷个不轻，她在里面简直就是个精神病患吧……喜欢RYOKO，但实在没有存在感大神没什么好说的，从来就不是我关注的，但也不anti就是了            
(2星)	 我对凉子姐姐的爱和对大神的期待都抵不过林志玲最后那段钢管舞，自戳双目吧。阿姨一出，谁与争锋啊！一集弃。。以后真的要看见浅野绕道走了。            
(2星)	 “哦马诶噶猴戏一”            
(2星)	 喜剧片。不打算追了。            
(1星)	 = =。。。我真是一星都不想给            
(3星)	 太傻了~林志玲这个日语不是怪的一点点。。。内容到还不错，总之太傻了~            
(NA)	 囧囧囧             
(NA)	 sucking            
(2星)	 虽然知道浅野大妈的剧必定是雷的，可是做好了充足的心里准备依旧被雷得风中凌乱天昏地暗，大神、凉子姐姐拜托乃们以后选剧本的时候把眼睛睁开行不~~~~            
(3星)	 看得我越来越。。。            
(5星)	 蛮好看的哈            
(4星)	 为了最后一集把评价改为4星。果然是囧子小姐最得我心。嘿            
(4星)	 大神好帅！！！！！剧情一般。。。设定一般。。拍的一般，只有大神。。。&amp;凉子姐姐~~~~            
(3星)	 终于决定弃了……如果后续好我再翻出来补好了。卧槽谁来告诉我月恋和素直怎样共存=   =|||            
(NA)	 不错，木村志林姐姐筱原凉子都是我一直很喜欢的，前不久刚看了北川景子演的《Dear Friends》,和感人的友谊            
(3星)	 2集弃。            
(1星)	 林志玲演的真干。。烂片子。。            
(2星)	 1、EP01真是让我浑身起了鸡皮疙瘩~虽然日剧里总是少不了找到XX就能找到幸福之类的说辞，但是这里也太硬掰了吧。。2、林志玲姐姐从一走路不稳的丫头立马变成黑色皮裙的性感麻豆，简直让人觉得匪夷所思。3、那个什么”民“，请问大白天来参加开幕也必须穿人妖装吗？为了感人，也太乱拍了。            
(2星)	 一颗星给筱原JJ，一个星给囧子            
(NA)	 额地神啊 又挖坑了-----------------额地神啊 居然看完了            
(NA)	 幸好结局还算圆满~            
(1星)	 小光光是跑腿的＋追星族，如果给她正脸多一点就多给一星            
(3星)	 可怜的志林姐姐 被骂的要死！！！            
(3星)	 看了三集，放弃。。。            
(NA)	 唯一亮点就是林志玲突然不娃娃音了            
(4星)	 林志玲的演技不敢恭维。久保田的主题曲很不错。            
(3星)	 水黾。。最后你是个错误答案。。            
(2星)	 哎。。都是因为林志玲。。。            
(3星)	 总算放完了，kimula桑好去休息了。这么烂这么别扭的剧情，辛苦您老拉！凉子JJ和景子酱，表现不错，值得嘉奖！            
(3星)	 第一集有点小囧，凉子有anego的影子，还是很喜欢。。。翔太的造型没有旋爱里好看，有点阴暗的感觉。。。040挺囧的。。。木村，终于理解为什么这么多人喜欢他了。。。看到凉子哭就太揪心了，还好，结局很欢乐啊…（凉子姐姐的婚纱造型有点小雷~~）            
(2星)	 穿西装的やくざ动迁组喊着“我要强拆”在上海是没有的，他们通常是喊着“better city better life better ShangHai”开着推土机来的。结伙席地给政府添堵的工人上海也是没有的，通常他们会在信访办下跪着等着被组织学习世博精神的。            
(3星)	 浅野大妈+40婶婶完克大神+凉子姐+翔太君+景子酱...水黾v5, 水黾荡漾...            
(3星)	 还好结局是跟凉子姐姐在一起了。。否则就给不了三颗了。            
(3星)	 6            
(NA)	 開始的時候還真讓我挺喜歡的，最後卻讓人看到煩，所以沒有看完就over了            
(3星)	 《月之恋人》结局就是：景子向木村表白，大哭一场；林志玲向木村表白，大哭一场；凉子向木村表白，大哭一场……            
(3星)	 月宫恋一直支持到尾,终于如愿以偿.也是自己心情的写照吧~            
(3星)	 大神这次要腹黑了            
(4星)	 没有评论的那么难看。正统日剧一部。            
(2星)	 看了两集~继续观望            
(2星)	 奖励绵羊君和囧子一人一颗星             
(2星)	 怎么看得下去…            
(3星)	 4个硬币代表爱，椅子放在一起拼成月亮的弧线，大神和凉子在一起才是正解！最终回回到了大神以往剧集的水准，如果之前的7集可以重拍......大爱凉子最后的头纱~~            
(2星)	 我实在没有勇气把他看完了 原谅我            
(4星)	 演员各个都喜欢。。。            
(2星)	 やっとアメンボはハートになった！            
(3星)	 大神的剧，必须要看个开头的。            
(NA)	 明显那最后的SHOW就是040专场 不过我真没感动...凉子姐姐 气场堪比女一..            
(3星)	 11.01.11如果这部剧集没有木村，那我还看什么呢？林志玲就是个花瓶，木村的那副Style和车和眼镜真是帅呆了！~松田翔太貌似很娘啊！~结局有点囧！~            
(4星)	 给四颗星都是看在大神的面子上……= =            
(1星)	 受不了了，弃。            
(4星)	 陆家嘴和闸北在大神的drama里成了上海的“最高”和“最低”            
(4星)	 刚从上海回来，现实的上海比剧中场景奢华多了。还有为什么美女总要用扮丑来证明演技呢？这好像是八竿子打不着的两件事            
(4星)	 还不错，决定追下去，希望会越来越好            
(3星)	 志林JJ学日语也很辛苦啊 不过剧里没个我喜欢的就是了            
(2星)	 四个字：天雷滚滚。真是太惊悚了ORZ。。。把日剧当棒子剧糟蹋，富士你是不是吃错药了拜托如果月九已经堕落到这个地步，乃不如把月九的空缺让给别家吧 = =林志玲的演技真是惊天动地的残ORZ一点也不夸张。。。。能残成这样也实属不易啊ORZ            
(2星)	 日本人说中文是如此销魂。。。。040姐姐说日文也同样销魂啊。。。。            
(2星)	 可惜了大神~~。。            
(NA)	 一看到林小姐表演就很无语了，在纠结到底要不要看下去……            
(4星)	 浪费了强大的卡司拍了这样的纯爱剧 问题是我还是为了月宫看的津津有味            
(NA)	 弃            
(3星)	 有大神和anego。。就是绝配了。。为什么有040这个生物的存在呢            
(3星)	 木村的神话被毁了，这剧应该叫雷之恋人            
(3星)	 木村大神还是很帅的，北川景子是漂亮。。。但是剧情有点雷了。。林志玲讲日语也嗲得让人起鸡皮疙瘩。。            
(4星)	 大神用了30%的演技在应付那些女人，如果想作为转型之作就彻底失败了，唯一的看点就是大神的脸。最后一话，怎么看凉子姐姐怎么会想到anego。。。            
(3星)	 雷个立死！！！这一季的日剧能坚持下来的都是勇士！！！            
(3星)	 开始恶搞和腹黑，最终变得朴实又可怜的剧啊            
(2星)	 烂            
(NA)	 草 一集就弃了            
(3星)	 还是不喜欢林志玲~还有就是木村拓哉老了~            
(NA)	 剧本完全可以拖出去枪毙五分钟了，阵容……不用说了，日剧天王和天后级别的人物外加近年来暴红的美站真人版的火星战士以及公认的台湾第一美女……OST不错，剩下的……我想看志玲姐姐卖肉   - -            
(1星)	 编剧在做梦            
(2星)	 可怜的志玲姐姐被强迫穿越了。。大叔你要是每集都扑上来“我要你我要你”可行不通~            
(3星)	 先给五颗星，多久没有激情追剧了，关键词：木村，上海，林志玲P.S.看评论超搞笑。看完了，虽然最后一集很好看，但还是只能给三颗星，那四个硬币画出一颗心很有趣。            
(NA)	 这算什么意思。算了就当看美女了。            
(4星)	 真不知道是好是坏，反正肯定比不过日剧黄金时代的大神剧喽！不能期望过高，等着吧！看是要加颗星还是减颗星            
(3星)	 木村杯具～挑了一个烂剧本！            
(3星)	 真不喜欢林志玲。。。里面上海的形象真差。。。。其他都不错            
(2星)	 大神与志玲姐姐水池边的嬉戏，从此在我心中他走下了神坛。            
(1星)	 我只看了第一集就已经无法忍受             
(1星)	 我始终很喜欢长塚京三            
(2星)	 这一点很不符合逻辑台湾腔真别扭            
(3星)	 看过一集，被雷了            
(2星)	 草草收场了，唉，大神杯具了            
(3星)	 无论何时都被大神秒杀的体无完肤T.T            
(NA)	 几个喜欢的人在一部戏中，赞！            
(5星)	 有我在 就是神剧            
(3星)	 Engine之后的又一个低谷            
(4星)	 爱耍酷的木村拓哉和女工040的爱情故事！            
(3星)	 木村拓哉老了啊~~木箱子木箱子            
(2星)	 终于完结了。要不是为了筱原凉子。。是说040你真的早就应该回老家了。翔太前半段很有feel，后半段很残。。。啊，你说木村？他现在应该后悔死了吧……编剧太狗血不想评价。            
(3星)	 在VC上看到这部的资源，冲着木村的头像点了进去看看的，没想到里面居然有040，于是好奇的下了和GF一起看了第一集，看完后两个人对着040的表演以及狗血的剧情(仅限第一集)还有某些桥段吐槽了一晚上，完全当雷片来对待的。一星给木村大叔，一星给松田正太，一星给凉子和景子            
(2星)	 唉，真是杯具啊，把上海拍成那样，还以为没有解放呢，真是……对此，还是对日本人表示很强烈的BS。　　040我就不提了，整一个NC。阿部力好好的就被毁了，翔太的中文我不予评论。好，整部剧就看凉子姐姐了，还是很灵的。当她和木村在一起的时候，我知道，原来我看的是日剧……            
(2星)	 志玲你知道最大的毛病吗？你像个没有爱与勇气的木偶             
(2星)	 弃。志玲姐姐你可以再乡下人一点么            
(3星)	 我是因为木村才给这么高分的，但愤然还有筱原凉子。            
(5星)	 040你到底走不走！！！            
(4星)	 终于熬出头了。四星仅限于最后二话。            
(2星)	 完全是040惹的祸，害惨了村哥            
(4星)	 喜欢木村在里面的服装以及凉子的手机。            
(4星)	 喜欢凉子姐姐演的角色 最后的结局最喜欢！！            
(2星)	 啧啧，华丽的后期也遮掩不住几位主演的鱼尾纹啊（040除外，居然一点皱纹都木有太BH了)，所以你一群大叔大妈你不拍个什么商战啊神马内斗啊你拍个毛的纯爱剧啊……抢不过山P他们的。。            
(1星)	 拜托以后不要让美女林演戏,和木村对比太强烈了(演技方面)　例：「貴様！」            
(2星)	 冲着强大阵容而来，尤其期待木村和凉子的戏。最后我只能说，这戏是雷剧之王啊！            
(2星)	 脚本太烂 结尾太2            
(3星)	 看着大神跟凉子姐 实在不忍心给再低了 浅野大妈也太神奇了竟能把剧编成这样 好好的人被剧黑了 相当考验人的剧 因为看完了开始讨厌很多人啦 T T 虽然最后大妈让毫无头绪的让大神跟凉子姐在一起了（估计怕被人骂死）但是弥补不了她的烂剧 就让一切都停留在大神说：お前が欲しい 那里吧            
(1星)	 坐等疯子剧诞生            
(5星)	 大神依然帅气            
(3星)	 这个组合我真是……            
(4星)	 只因为有他            
(2星)	 一边看小说一边看剧~            
(5星)	 志玲啊，我都不好意思看了，后面的热舞也太别扭了...            
