http://movie.douban.com/subject/2147129/	萤之光 ホタルノヒカリ
(4星)	 属于后廊的夏天。我果然有点大叔控。            
(5星)	 我爱部长！！！！！！！！！            
(NA)	 好可爱的小莹，好有魅力的部长。只是结局有点草率了。找到一个可以让自己舒服做自己的人是幸福的。            
(4星)	 干物女之wikipedia剧。            
(5星)	 喜欢绫濑遥的可爱角色，干物女的生活简单而快乐~~            
(5星)	 真的被狠狠地感动到了呢！年轻女孩总向往着和山屿一样的王子谈恋爱。美丽的心动，绚烂的约会，做着当公主的美梦。傻宫就是这样一个女孩，爱上的不是那个人而是那个感觉。部长才是那个走到她心底的，爱着的人很高兴他最终找到了。            
(4星)	 我最爱的大叔！            
(5星)	 如果不是前几集女主过于做作 此剧实在称心如意            
(5星)	 爱上日剧            
(4星)	 有时候，只是想要一个浪漫温暖的故事~            
(4星)	 喜欢绫濑遥 才去看的这部  没有非常非常好看  但已经是很不错的了            
(4星)	 部长不错哦            
(5星)	 藤木真是帅到爆了。。绫濑遥也是乖到不行。。            
(3星)	 藤木叔叔简直是耐死人儿了！            
(5星)	 部长太有爱了            
(5星)	 腐女也會當道的。            
(4星)	 简直就是自己的真实写照啊！超喜欢这样干干净净的剧情，又是不废脑筋的剧！看起来欢乐的电视剧我都挺喜欢的~            
(5星)	 期待2            
(5星)	 看到小萤和恋人一起生活后躲在卫生间紧张补妆的画面，忽然领悟到宅人的快乐所在，宅就是完全释放自己的自由自在的存在。如果在自己的屋檐下还要费尽心思掩饰自己而取悦别人，那该把自己藏到哪里去呢？:(            
(3星)	 喜欢：那房子，还有部长！哈哈~            
(3星)	 还不错，我是冲着藤木叔去看的加藤和树，果然还是很无感啊            
(5星)	 以后偶要和偶男盆友分开睡，只有周末一起睡，啦啦啦啦            
(4星)	 小加啊！你忒善良的。。            
(5星)	 看了4次~            
(NA)	 看了两遍，发现最喜欢藤木直人啊~~~遥也很不错啊            
(5星)	 果然，部长是最好的！            
(5星)	 很轻松的剧情，爱上那可爱的大叔，不过感觉很出彩的是大叔边上那个男人，哈哈~            
(5星)	 鱼干女也有爱情~            
(5星)	 雨宫萤是个很可爱的小姑娘。。。            
(5星)	 嗷，让我在夏天看我自己的剧吧~这就是我的生活方式，干嘛要为别人改变自己~            
(5星)	 太有意思了~~            
(4星)	 看完后我才知道我还叫干物女！            
(5星)	 老天請賜我一個部長吧            
(5星)	 大爱~~~            
(4星)	 喜欢就要说出来……非常喜欢那个有后廊的家~那只很萌的猫~~            
(4星)	 我也很干物。。            
(5星)	 哈 挺喜欢的            
(5星)	 部长！            
(4星)	 了解了 鱼干女的存在            
(5星)	 部长部长  我也要一个部长！~~~~~~~~~            
(5星)	 可以从小萤身上找到一点自己的影子 O(∩_∩)O哈哈~            
(5星)	 还是部长最好            
(5星)	 男二又悲剧了。            
(NA)	 我也快干物了。。            
(NA)	 我已经走上这条不归路。。            
(4星)	 我承认我也是 干物女            
(5星)	 老男人是宝            
(5星)	 藤木，还是藤木，爱死这样的“领导”了            
(4星)	 干物女            
(4星)	 被剧情萌到了……            
(4星)	 干物女其实没什么不好，至少自己开心着呢~            
(3星)	 有点夸张            
(5星)	 好夏天的感觉。配上Aiko的歌，就更加有坐在屋檐下摇着蒲扇消暑的意味。            
(5星)	 只有宅女才懂~~~            
(4星)	 5星未满~当年傻宫真的很漂亮~藤木越来越像周星星童鞋了。不囧打量傻宫像研究外星生物的眼神真可爱~~~现实生活中如果忽然和自己的上司住在一起，那真是世纪大灾难啊！！！上班受尽折磨，回来还要看到那张让人痛恨的脸，真是做梦都会哭醒~            
(3星)	 写实题材，偶像内容            
(5星)	 好看            
(4星)	 蛮嗲~            
(4星)	 我收回。。。我绝对米有这么BC啊。。。            
(NA)	 好看，藤木果然是不会让人失望的            
(5星)	 一个平凡干物女的故事。很适合夏天看。            
(5星)	 平凡的小日子            
(NA)	 部长            
(3星)	 马马虎虎            
(4星)	 蝈蝈推荐的，还不错，勇作干物女~            
(NA)	 神呀赐我一个部长..送我坐直升机看烟花的票```~            
(5星)	 超喜欢那有喜感的结局，部长和干物女都太可爱了~            
(5星)	 看了心情很好的日剧，人物可爱透明            
(4星)	 挺可愛的            
(3星)	 宅女迎来的爱情            
(5星)	 干物女宅的形象            
(5星)	 为什么呢……为什么呢……            
(5星)	 部长~~~            
(NA)	 我家藤木大叔啊啊啊……            
(4星)	 喜欢绫濑遥才看的 也因为那个流行语啦蛮好看 喜欢萤大大咧咧 傻里傻气的样子冲天辫 直接喝罐装啤酒 然后大声感慨 天然的生活~            
(5星)	 最喜欢啦            
(5星)	 happy夏季档+2            
(5星)	 突然很怀念那年的夏季。我爱部长的后院。铺张报纸。我们喝酒吧。等天晴，去看电影吧？            
(3星)	 听说我又看过 但好像没看完            
(4星)	 女主角超级好看            
(5星)	 部长才是王道            
(5星)	 轻松搞笑心动基本上都有。个人超喜欢的。因为很容易找到共鸣。            
(4星)	 干物女优            
(3星)	 喜欢绫濑遥            
(5星)	 宅女的梦想啊，哈哈            
(5星)	 部长sama。。。。音乐大爱            
(5星)	 不得不感叹藤木的演技，不经意间流淌的眼神，娓娓道出对傻宫的怜爱，很蒙～～同样蒙蒙的眼神，藤木的就是含蓄的噙着感情的，手嵨就是呆滞的，差距啊～～好吧，我就是大叔控！            
(5星)	 最爱的日剧。老天啊，送我一个部长大人吧！！！！！            
(5星)	 藤木演的最好的片之一，本色演出吧~绫濑遥也挺有片中角色的那个范儿……            
(5星)	 我想恋爱，给我一个部长吧            
(4星)	 wojiushizhainv~~~            
(4星)	 本身喜欢的是莹和优华那段 如果你是那么坏的人就好了。但是现在是第十集，部长 说 你在着迷于我的侧脸么。。。呀~            
(4星)	 萤之光里的绫濑遥真的很喜感，藤木部长貌似也从这剧开始越来越符合好男人形象了。干物女其实很快乐，如果身边有藤木，有加藤和树。            
(4星)	 从今以后你不会喜欢我以外的男人了，死了也不会，投胎以后也不会！            
(4星)	 真实很重要~            
(5星)	 绫濑遥和部长真是欢喜冤家绝配。剧情很不错，夏天看起来很清爽。            
(4星)	 我也想要一个部长～！            
(5星)	 是我继前年的LF之后 找到的难得好剧 看完后有久违的满满幸福感            
(NA)	 太阳何时照耀我的鱼干人生？            
(5星)	 用藤木大叔代入XY实在是太美好了……            
(3星)	 女主挺可爱的            
(4星)	 男二残。。            
(4星)	 咋办 俺就是喜欢加藤和树……            
(5星)	  给我一个藤木部长哥哥吧             
(5星)	 希望最后我们不要错过彼此，坐在心爱的后廊，身边陪着和你拌嘴的人。            
(5星)	 十颗星也不够的夏天。真好啊, 那样的傻宫和那样的部囧。            
(NA)	 我也宅着。。。            
(5星)	 綾瀨遙真的很可爱，想我很早喜欢的一个网美dodolook,里面也找到很多自己的影子            
(5星)	 搞笑又温馨~            
(5星)	 藤木大叔啊~~            
(3星)	 女主的装扮很喜欢，还有就是有喜欢上一个大叔……            
(5星)	 被叫不囧真的很卡酷一..            
(5星)	 产生很多共鸣 尤其是那个乱七八糟的房间和家居服            
(5星)	 很好看.很喜欢绫濑遥的性格~当然藤木大树也功不可没啦~!!            
(5星)	 笑死我了哈哈哈&gt;&lt;            
(4星)	 这男猪头男二号也都忒完美了，女猪头你有赚到哦~            
(3星)	 阿土本来以为他是干物女没想到…………、            
(5星)	 部长~~~~(*^__^*) 嘻嘻……，蛇女，龟女，轮胎女。。无脸女~~            
(5星)	 为毛我总在每个冬天想去重看这部写夏天的剧            
(5星)	 我喜欢部长大叔！            
(3星)	 不囧~            
(5星)	 很适合夏天的电影，喜欢他们的日式庭院。            
(5星)	 不囧~~~            
(5星)	 每个傻宫都想有个部长。。            
(4星)	 部长！            
(5星)	 傻宫            
(NA)	 给我安慰。。。宅女好可怕            
(4星)	 藤木直人 国仲凉子 绫濑遥 +1            
(5星)	 正在看第七集，一直都在呐喊，部长，抓紧对傻宫说我爱你吧！！！！！！！！！            
(5星)	 太可爱了 太逗了~~            
(4星)	 曾经觉得我以后就会成为绫濑遥所扮演的那样的宅女，完全复合我的性格，宁可在家也不出门。            
(5星)	 找一个真正了解你的人~            
(5星)	 同愿：赐我一个部长吧~            
(4星)	 ★★★★☆。大好き。            
(4星)	 寒假看夏日剧，完全体会不到夏日萤火虫的感觉~~很清新的日剧，很日式的日剧，让我体会了夏日的日本，最浪漫的是穿上和服和自己最爱的人坐上直升飞机看东京烟花大会。东京是个浪漫的城市。一口气就看完了，很轻松，有笑点，又很感动，很喜欢~            
(4星)	 很宅的女主角，很随意的生活，那样的白领生活别有一番滋味吧～～            
(4星)	 一觉醒来，干物女仍是孑然一身的干物女            
(5星)	 如果宅女真的那么容易得到爱~            
(3星)	 原来我是干物女。。。但是那个女的好爽啊！有帅哥陪玩而且还是两个！！！不过最后居然跟离过婚而且有孩子的老男人好了。。。我支持那个设计师啊！！！            
(4星)	 居然很真实~不造作~我爱部长阿~            
(4星)	 什么才是真正的爱情？或许我们每个人都不知道。或许就像Stef说得那样，我们爱谁，只有若干年才知道。            
(4星)	 我觉得倾向于文艺片,喜欢女主角和男2号            
(5星)	 小遥，很可爱，，大叔很有爱----不错，O(∩_∩)O~            
(4星)	 虽然有点虎头蛇尾，但是还是喜欢干物女形象的绫濑遥            
(NA)	 喜欢部长大人的侧脸            
(5星)	 不愧是漫画改编...充满想象力            
(NA)	 最好不要在看完  求婚大作战  后 看 这个  ....不然部长的 戏份是完全看不下去的..            
(5星)	 部长 很灵            
(5星)	 让人觉得夏天美好的日剧            
(5星)	 大叔控啊~~~            
(5星)	 结局有点出乎我的意料。。。果然还是老男人好么。。。            
(3星)	 气质很好，但并不很好看……剧作上有一点问题……            
(NA)	 藤木直人真是百分百份的好男人            
(4星)	 小誠很帥,但是對愛情忒不執著了..唉唉.還是部長比較可愛~~~            
(5星)	 改变我人生观的剧 力荐            
(5星)	 好看哇！干物女也挺可爱的，还有贤惠的部长，呵呵~喜欢日式的房子，有小小的庭院……            
(4星)	 簡單輕快清新宜人一根筋的雨宮,莽撞的雨宮,努力的雨宮,賴皮的雨宮,可愛的雨宮會逗趣的部長,能包容的部長,悶騷的部長,細膩的部長,理性又感性的部長,恰到好處的部長❤            
(4星)	 有美大叔藤木直人~简单的办公室恋情 还好还好 很好的消遣之作 可以不停的笑啊~            
(5星)	 好看好看！完全就是干物女的真实写实！            
(5星)	 经常推荐给朋友的。很搞笑。            
(4星)	 很可爱            
(5星)	 大叔好好。小诚也不错啊。雨宫萤，你也太幸福了吧。            
(5星)	 说实话，真的很喜欢，喜欢角色和故事            
(5星)	 大叔  大叔！！            
(5星)	 嘿嘿。。。爱上藤木直人。。。            
(5星)	 很可爱。            
(5星)	 小萤~部长~这部剧太棒了啦~~            
(4星)	 两个男猪都挺帅； 情节细腻            
(NA)	 好看的不得了！            
(4星)	 部长！部长！！            
(5星)	 简单说明了 并非只有心跳是恋爱的感觉 踏实也是种爱情 我们爱的是人 不是恋爱本身            
(4星)	 藤木蜀黍配小遥好有喜感呐，大萌大萌~~~100%完美的蜀黍            
(NA)	 有点烂…            
(5星)	 干物女万岁！！！            
(5星)	 很让人放松的片子~夸张的鱼干女            
(4星)	 我自己            
(3星)	 绫濑遥在此剧的形象真的很好玩，可是我难以接受，看了3集，想弃            
(5星)	 アホ宫sang~选择那个可以展现真实的自己的人，对吧？            
(5星)	 真实的傻宫~不灭的萤之光~部长有眼光啊！！！温暖啊~~~I love you just as who you are!            
(3星)	 学会了一个词，干物女。            
(NA)	 所有人看完一个反应 部长~~~            
(3星)	 部囧.....            
(5星)	 赐我一个部囧吧~~            
(NA)	 睇完又睇，睇完又睇            
(4星)	 好！小萤和部长在一起了就好！没有打五星是因为最后竟然没有亲亲！讨厌！            
(4星)	 此部长只应天上有             
(NA)	 真的很喜欢这部片 本来觉得和树长得不怎样 可是后来越来越爱他 冷冷的 却散发着一种迷人的魅力.其实我更希望小莹能和小诚在一起.            
(5星)	 日剧怎么都那么好看！            
(3星)	 可是。誠。她那麼努力。你的喜歡怎麼可以那麼膚淺。            
(NA)	 女主角有点傻，但是傻人有傻福哦，还是很不错的            
(5星)	 鱼干女~            
(2星)	 做作- -            
(NA)	 真实最可贵            
(4星)	 果然是日剧啊。。。。为什么明明知道是这个样子还是坚持着把这么狗血的剧看完啊。。。。JUL15，突然想想，現在我懂了。。升級至4星            
(5星)	 这部剧伴我度过了一个美好的夏天，哈哈，我好喜欢夏天！！记得同时看的还有《Life~人生》，每当被小步虐死了的时候我就把这个翻出回味。然后我知道了什么叫 “宅”“干物”。。。也很喜欢这样OL题材的日剧，很嗨皮呀！！最后超迷藤木大叔很长一段时间。。。            
(NA)	 对于剧中的干物女，我有很深的共鸣啊            
(4星)	 有傻宫和不囧的夏天真是美好~            
(5星)	 从剧情到演员，都对我的胃口~~~            
(3星)	 看看。。。但生活还是那么杯具。。。            
(5星)	 日剧一贯的很干净很生活的场景，干物女似乎也不那么贫瘠了，而藤木直人饰演的部长则实在是。。。超赞！！            
(NA)	 不喜欢绫濑遥            
(5星)	 呵呵，适逢此剧才恍觉自己也属此行列啊。。            
(5星)	 最喜欢的日剧第一名！！积极可爱真实活泼清新的情节让人好喜欢！部长那样完美型的闷骚和可爱的小萤真是天生一对            
(5星)	 这个，完全理想型的部长            
(5星)	 大好きだった            
(5星)	 哈哈~~鱼干女&amp;部长~~超爱的~~            
(5星)	        深有同感，我也很宅。现在真的变成大叔控了，藤木直人很帅，成熟男人的范儿。谷原章介也不错，喜欢《不能曲的女人》的他。            
(5星)	 不囧我耐你！！！！！            
(5星)	 20岁看的，噗～            
(5星)	 怀念夏天的后廊，希望它一直存在            
(4星)	 好吧，俺就干物女一枚。。。但俺没有部长。。。这真是悲哀！            
(5星)	 绫濑遥，我见过最可爱的宅女！            
(5星)	 太可爱了，小遥……            
(3星)	 我爱山田姐            
(NA)	 傻宫莹~            
(4星)	 喜欢那个大大的房子。            
(4星)	 部长是重点            
(5星)	 小遥、很有趣的片子、            
(5星)	 哈哈哈 我可爱的绫濑遥 和直人在里面很配呢~~            
(4星)	 内心很纠结的女滴~~ 发消息的场景绝对有共鸣~~~            
(5星)	 神哪，赐我一个部长吧！就是不太满意小萤和部长之间的互动太少            
(5星)	 温馨的电视剧，好看            
(4星)	 刚开始看，先这样。不过绫濑遥好漂亮呀！~绫濑遥跟藤木直人都好好玩~~~            
(5星)	 干物女 。。。算了 还是闪闪有人爱啊 囧rz            
(4星)	 偶也是这样的啊            
(4星)	 轻松            
(5星)	 怎么说呢，我要给五星的，因为这部剧实在太适合我了！但……但这结局也太仓促了吧！喜欢部长ing！！！            
(5星)	 爱上大叔~~部长~~            
(4星)	 反应现代女性的特别            
(4星)	 社长 &gt;_&lt; 帅！            
(5星)	 除了加藤和树演的那个，其他一切都很有爱~~            
(5星)	 喜欢这样的干物女啊~            
(4星)	 緩緩的溫馨劇            
(5星)	 没想到是部很好看的剧呢，看封面的话，肯定不会希望自己也是这样的女子，事实呢，我好像就是这样的人呢，哈哈            
(5星)	 看完之后，也学会在床上滚来滚去，大叫三声，“不囧”了。            
(5星)	 非常爱  小萤    藤木直人大叔            
(4星)	 这套戏不错啊结局温馨，部长是好男人啊。。            
(4星)	 小瑶好Q啊            
(5星)	 你怎么老当炮灰啊...简单的小故事,因为做炮灰的你而华丽了...            
(5星)	 貌似我也是干物女            
(NA)	 从此深深地喜欢上 綾瀨遙             
(5星)	 绫濑遥好可爱啊！！！            
(4星)	 喜欢はるか啊~~ 部长也挺可爱的            
(4星)	 干物女            
(3星)	 有人说如果部长不是藤木直人演的，一切假设将不复存在。想想也是，正常情况下谁会眼睁睁看到一年轻女孩弃同年纪的男友于不顾，转头相差十多岁的离异中年男的怀抱？片名只是噱头，感觉剧情很不入肉，上班OL，下班运动衫按理是常态，难道回到家还要涂脂抹粉，蹬双吓人的高跟凉拖四处转悠，累不累啊~            
(NA)	 看的时候就觉得那女主角的生活就是我现在的生活~~            
(5星)	 080115-17            
(5星)	 温馨            
(4星)	 能让心情变好            
(3星)	 烂尾~            
(5星)	 好一个没头没脑的~~            
(4星)	 励志的越来越喜欢绫濑遥            
(5星)	 最佳治愈良品！            
(1星)	 我讨厌这部日剧            
(4星)	 女主很可爱 青春无敌。手岛放弃萤就是青春最伤感的事。            
(5星)	 太写实了 写实我的生活= =            
(5星)	 好喜欢部长，嘿嘿            
(4星)	 闷骚大叔+干物女            
(NA)	 干物女大好～            
(5星)	 神啊也请赐给我一个毒舌部长吧！            
(5星)	 遥mm好可爱 好可爱            
(4星)	 结尾的时候忍不住一边笑一边哭了，只有喜欢也是有无法逾越的障碍的。到底什么样的人才是合适一起恋爱的人？理想和憧憬都不是生活的真相啊~            
(5星)	 宅女们站出来，有谁不喜欢这部戏么~~哈哈            
(5星)	 看了这部戏后对绫濑遥有所改观            
(4星)	 赐予我一个部长吧~不过，这样的男人，只存在偶像剧中吧            
(5星)	 綾瀨遙的傻大姐形象是不可抹灭的。。。。哈哈            
(4星)	 干物女啊，干物女，话说我希望结局是王子的，我是不是比较幼稚啊            
(3星)	 剧情真的不怎么样。怎么说呢。主角设定也一般。。            
(5星)	 果然最适合恋爱的是夏天呀~            
(NA)	 很轻松的剧,喜欢小遥才看的,里面小遥的穿衣可以供上班族参考....            
(4星)	 请珍视这份感觉 珍视好不容易又坠入爱河的自己 不囧说了这番戳到我泪点的话啊  很认真很努力的珍视了一段感情，想要好好的开始在自己的人生里给另一个人腾出一块地方来，结果却是悲催到不堪回首 那又怎么样，不能怎么样             
(5星)	 开头很好笑,结局很温馨我也想要一个部长啊!!!            
(5星)	 部长。。。。神啊~赐我一个部长吧~~~~            
(NA)	 很有趣，很温馨            
(5星)	 小遥很可爱             
(4星)	 我爱部长。            
(4星)	 部長~            
(5星)	 喜欢那房子，那庭院，那风铃，还想种向日葵。。谁在家不鱼干？            
(5星)	 天然呆&amp;不囧！            
(5星)	 偶也素干物女额~不囧真是老帅哥哟~            
(4星)	 “不囧”，我的最爱！！！            
(5星)	 小遥的宅女形象跟我差不多~哈哈哈~原来宅女都一样~            
(5星)	    不囧~            
(5星)	 干物女很多，部长只有一个，那是小萤的。            
(5星)	 喜欢萤的生活，自由自在~~            
(5星)	 我的化身，干物~~            
(5星)	 太受不了部长了，naohito这次真是又帅又不面瘫！            
(5星)	 神啊~~赐给我一个部长~            
(4星)	 宅女啊~鱼干啊~部长啊~我是多么滴向往啊~            
(3星)	 藤木大叔=v=            
(4星)	 haruka⋯不知道为啥觉得藤木配不上haruka            
(5星)	 因为这部戏 我成了大叔控·····55555555555555绫濑遥好可爱 好漂亮~~~~藤木君也是帅到一个不行··            
(4星)	 部长很温柔。从这部戏才觉得绫濑遥的戏也有可看之作，以前看过的《鹿男》，《脑神探》什么的，只觉得眨巴着一双天真的有点无知的眼睛只显得她可爱了，并没觉得她演戏好看。            
(4星)	 有趣，不过不太喜欢一开始女主太懦弱的样子。部长万岁~            
(3星)	 木屋不错，情节就不推敲了，伪干物女。三星半            
(5星)	 很喜欢女主角~            
(4星)	 藤木GG超级帅            
(NA)	 看完啦看完啦~~不囧还真是可爱呢~~            
(3星)	 还不错            
(NA)	 部长，部长……            
(5星)	 超级好看~~太可爱了，就是因为这个喜欢绫濑遥的            
(4星)	 鱼干女...部长,以后就辛苦了            
(5星)	 实在是太可爱了，看一遍笑一遍。神啊……赐给我这样一个部长吧！            
(5星)	 好看哈~            
(5星)	 忽然发现，那个傻宫其实很可爱。            
(4星)	 直到最后的结尾也没有让人失望。            
(5星)	 bu jiang ...哈哈....但是有些贱人叫起就讨厌...哈哈            
(5星)	 最爱部长！！比较只在某个地方努力的HOTARO来说，一直在努力的部长才是本剧的亮点！            
(4星)	 终究是个落了俗套的干物女。但仍可一看。            
(5星)	 好看！！！！藤木直人很可爱。            
(5星)	 明明是HE 却不知道为什么 一直一直 哭到说不出话来            
(5星)	 非常时期就回味不囧好了~            
(5星)	 收藏！提出经典的干物女概念。还是在家时最自在、最美丽，迟早要找个人一起在家里自在、美丽。            
(5星)	 点滴成就感动            
(5星)	 那年的夏天.            
(5星)	 回复原本状态的小萤跟部长，GOOD~            
(5星)	 可爱啊~~~            
(4星)	 间间断断地看的这部日剧.觉得女主角很白(白痴的白)很可爱(^-^)            
(3星)	 赐我部长！！！            
(5星)	 凌濑遥你就是傻宫～～～再也没有比这个更适合你的了，哈哈～～～藤木直人在这里面是非常地帅啊～～有趣的大叔，比求婚里的角色好太多了～～～            
(4星)	 原来在家穿运动服就是鱼干女。。话说在家不穿运动服那要穿神马？/部长部长部长，部长只应天上有啊~            
(1星)	 我看第一集就睡着了            
(5星)	 喜欢。虽然女主有时装傻过头            
(5星)	 我爱部长~~~~~~~~            
(5星)	 啊啊啊啊~~~不囧！不囧！！不囧！！！            
(5星)	 被预言会变成这样  也很好嘛            
(5星)	 即使现实里只有万分之一的可能性，但至少我们知道了如果发生的样子            
(5星)	 部长，我懂了，别人叫你木头是有原因的，原来你的演技是面瘫派的啊\(^o^)/~            
(5星)	 10星！！為毛豆瓣不能評10星！！部長一人占9星！！剩下1星給故事，有共鳴……我也要部長！！！！為毛我躺在家裡就遇不上部長！！！            
(2星)	 知道了“干物女”这个名词；有些事情，很有同感            
(4星)	 冲绫濑遥去的            
(5星)	 不囧！！！！！！我爱你！！！            
(4星)	 喜欢的剧情，就是讨厌她做事的态度，纠结的不行啊。            
(4星)	 好看。            
(5星)	 8.5分了！！！！            
(5星)	 秋秋在进大学前就推荐了吧 拖到现在 充满力量 可爱的绫濑遥 帅呆的藤木直人 OH YEAH。。。火速开看第二部            
(NA)	 中意那个后廊 怀念萤火虫             
(5星)	 直人大叔的好温柔，熟男魅力了，外加吐槽哦；加藤和树，歌听得不多，演技很一般，感觉还好；绫濑はるか最舒服的剧了。一下午加半个晚上看完了，很感动很搞笑，虽然没特别深奥的讲道理，但有些东西确实触及到某人内心了。            
(5星)	 部长~~~~~~~~~~~~            
(5星)	 好萌好萌部长好萌            
(3星)	 清新 喜欢社长大叔的感觉             
(5星)	 再看一遍的时候，发现果然这部还是心里的NO 1，因为不习惯也不喜欢阴暗片。看了女主之后还改了qq的昵称，其实鱼干女也不错，是个很真实可爱的女孩子，更喜欢部长那样的人，温暖的为别鱼干女着想的人，就是要找个了解自己，接受自己的人一起生活吧            
(4星)	 哦，话说因为唯爱我对綾瀨遙一直十分反感，但是这部剧实在是太逗了，笑疯了，不过干物女拖沓的作风有时真的让我大为光火啊~            
(5星)	 喜欢白衬衫的部长~~            
(5星)	 部長那一抱，太感動了。            
(5星)	None
(4星)	 呃。。。。。这就是我的生活状态            
(NA)	 呵呵 挺好的 不知道再应该说点啥            
(NA)	 看完之后，觉得自己也是干物女啊。不过，我要去哪里找个那样的部长啊，好像拥有那个后廊            
(3星)	 春天啊，给我一只部长吧~~~            
(4星)	 俺就不买账 狗血的官方配            
(4星)	 哈哈~部长~~~~            
(4星)	 宅女万岁！            
(3星)	 哇 笑翻特了  满好的呀为什么不允许人家穿运动衫啦 舒服呀            
(4星)	 绫濑遥的剧我也只是看过白夜行 但是一看到她正式点的装束就觉得她心机阴沉 心胸狭隘 完全不觉得可爱啊 运动装的时候 还觉得不适应。。。藤木直人这个大叔就可爱多了啊 我中意您的小腿啊。。。            
(5星)	 轻松好看养眼，还能苛求什么哩            
(5星)	 在考试期间看的我很开心。。            
(NA)	 恩 英治光            
(4星)	 09/10/29            
(4星)	 不囧啊不囧...你就是那新世纪的新好男人代言人啊~~~            
(4星)	 看了会很欢乐的~~            
(5星)	 适合夏天看的喜剧.有些台词打动偶了.部长迷死偶了.这十多集的剧永远不删了.            
(NA)	 令人满意的完美结局- -            
(2星)	 怎么没有第二部的页面？太脑残了！！！！！！！！实在受不了了。完全破坏了第一部里还行的印象            
(4星)	 大叔很有腔调哦，喜欢~~            
(4星)	 人人心中都有一个干物女~            
(5星)	 请赐我一个部长吧~我zenzen就是那干物女啊……            
(4星)	 花泽类也变成不囧同学了啊。。。            
(NA)	 太喜欢可爱的绫濑遥了            
(4星)	 不错，喜欢～～～            
(5星)	 藤木酱太帅~大爱！            
(3星)	 又没撑完= =无聊了            
(4星)	 O(∩_∩)O哈哈~  虽然是看的不是很全 可是喜欢 不错呀            
(5星)	 恩，恩，我不是干物女，藤木部长最高~            
(5星)	 那个夏天 喜欢喝着啤酒 看萤之光 喜欢剧中人物的生活状态！            
(5星)	 绫濑遥太可爱了，从这部片开始喜欢她了            
(5星)	 ホタル那恍恍惚惚又拼命三郎的可爱性格就不用说了，重点是 原来部长可以这么帅            
(NA)	 现实中会有部长么？能遇到么？            
(4星)	 绫濑遥真是可爱啊我也是干物女。。。            
(3星)	 小萤            
(4星)	 结局还不错，如果是宅女，基本都会喜欢这部剧的^^            
(5星)	 轻松的一部片子，喜欢大叔            
(4星)	 没人会不爱不囧~            
(5星)	 两个我都喜欢~~            
(4星)	 比起雪鏸，她还是更适合演干物女。。。            
(5星)	 请上天也赐给我一个部长吧！~            
(3星)	 我大概就是干物女            
(3星)	 哼            
(5星)	 很多实用知识啊!            
(4星)	 同一屋檐下的男女            
(4星)	 老早以前开始看了，看了好几年。直到今天才看完啊。结尾很日剧啊。不过我倒是并不讨厌那种生活。是一种解压的方式。一点也不邋遢的。呵呵~~拖拉的看完了。            
(5星)	 HARUKA终于摆脱了白夜行带给我的阴郁形象。。。部囧你也终于算是不再当花瓶了。。。            
(3星)	 一个宅女的爱情史            
(5星)	 太可爱了            
(5星)	 干物女做不得~            
(4星)	 喜欢藤木SAMA。。。这大叔很受，很气质~~~            
(5星)	 可爱的电视剧 喜欢喜欢啊            
(5星)	 好看好看~~            
(4星)	 整个剧也就3星吧，4星给藤木直人            
(4星)	 好纯情呐  让枯萎的我又少女情怀了一把            
(5星)	 最爱之一            
(4星)	 部囧~~！！！！            
(4星)	 部长~~~哈哈哈哈哈            
(4星)	 恋爱。            
(5星)	 賜我個部長吧！！！            
(5星)	 部长居然就是那个被甩了的多田老师，啊~~~            
(NA)	 好看 喜欢小莹               
(5星)	 很搞笑，很放松的片子            
(5星)	 吼吼 找到组织了 原来我就是传说中的干物女            
(3星)	 我是没什么大感觉的，就是藤木哈帅。不过那个女主……古怪的性格有点像我            
(4星)	 我很喜欢部长同志。            
(5星)	 想来我也是这样的宅女 呀呀呀            
(NA)	 不错            
(5星)	 我的部长何时来啊啊啊啊啊啊啊啊啊~~~~~~~~~~複雑な心境の時には　ごろごろ転がるのが一番いいんです.部長！！！！！            
(NA)	 我也这样滴 ...            
(5星)	 “不囧”是完美男人的模板！            
(5星)	 觉得绫濑遥几靓女！            
(3星)	 凌濑演的太夸张，剧情也很俗套，比较萌男二            
(5星)	 感觉就像现实中自己的生活状态            
(4星)	 还不错~大爱藤木直人！老男人就是有味道。            
(5星)	 直人也就没几部可以看的片子了……            
(NA)	 鱼干女，，颇不错的剧，，            
(5星)	 不囧~~~            
(4星)	 请给我一个部长一样的男人!哈~            
(4星)	 鼓励我!!!（话说我看这个的时候一直在纠结。。。。）            
(5星)	 大四的时候在最艰难的毕业论文奋斗期看的剧，很好笑也很励志！看到自己的影子～呵呵～            
(4星)	 宅人一只。是个问题丫。            
(5星)	 干物女万岁!!!!            
(NA)	 06年的夏天，滞留的广州站，有小萤~            
(3星)	 除了干物女这个词，就是一个巨老套的三角恋嘛...最近日剧看多了，烦了            
(4星)	 让我这干宅女也遇到个极品不囧吧！            
(NA)	 萤火虫萤火虫满天飞。            
(4星)	 呵呵干物女的恋爱            
(4星)	 干物女。。。就如现在的我~喜欢小遥和部长地上打滚的画面，超喜感~            
(5星)	 请给我一个部长            
(5星)	 温暖的部长和一个干物女的幸福生活。            
(5星)	 神啊，请赐给我一个部长吧～            
(5星)	 腐女干物女鱼干女.            
(3星)	 真像            
(5星)	 五星以致部长的美腿            
