http://movie.douban.com/subject/4303681/	欢乐合唱团  Glee Season 2
(5星)	 四颗半星给音乐 半颗星给最初一两集的惊艳            
(5星)	 an introduction to music            
(5星)	 大爱。            
(5星)	 我咋觉得没有第一季好看了捏            
(5星)	 让我深深的爱上了一个给 BLAINE             
(5星)	 越来越有爱，编剧很给力！            
(4星)	 听歌的首选            
(5星)	 我爱死这部剧了            
(4星)	 the music is more worthy of attention than the story i think. Love the songs.            
(5星)	 结局很伤感            
(3星)	 神马结局- -不想看下去了            
(5星)	 如童话般美好            
(NA)	 唱唱跳跳的多欢乐            
(4星)	 歌不错听的            
(4星)	 关于剧情已经无力吐槽            
(5星)	 歌舞部分还是很棒！人物关系有朝Gossip girl看齐的趋势，编剧乱点鸳鸯谱！！！！！            
(4星)	 听歌就好。。。            
(5星)	 狗血剧  我喜欢            
(3星)	 歌和剧情更上一层楼了。            
(5星)	 BK的美好啊，各种百老汇的好听的歌啊，剧情各种洒狗血啊，怎么能让Sam和Mercedes在一起啊！！！！！！            
(3星)	 还是第一季好看...第一季看了好几遍~第二季情节什么滴真的不行啊！            
(5星)	 喜欢第8集得婚礼，太有爱~~            
(NA)	 弃了            
(NA)	 未看完。弃。            
(NA)	 glee的剧情神马的都是浮云 歌才是正道            
(5星)	 第二季更精彩！            
(4星)	 剧情越来越浮云了……            
(5星)	 Quinn你敢再美一点么。。。好喜欢Santana的声音。。。sing baby just sing            
(5星)	 Fucking love            
(4星)	 好混乱的私情 Rachel嗓子的确好 但是唱啥歌都只有两种调调 dull            
(3星)	 剧情完全看不下去了             
(5星)	 既然没进前10，那就得再来一年，哈哈~            
(3星)	 R和F在一起了怎么可以啊！！！！死编剧！！！            
(2星)	 chaos            
(4星)	 有个别集还是很赞的 觉得男人里帅的要数artie和mike cheng，女人都很好看哈哈            
(4星)	 金球颁奖看见你们了~            
(4星)	 有好有坏gaylee            
(4星)	 剧情越来越弱了            
(2星)	 只看了几集 觉得没有第一部好了            
(4星)	 不看剧情只听歌            
(4星)	 新增的两对couple好有爱啊~~！！吼吼。不能看剧情，就听听他们假唱好了。            
(3星)	  有点儿受不了剧中人听歌时候骤然显露出来的那种陶醉范儿了。            
(4星)	 除了音乐...越来越有鸡肋倾向....            
(3星)	None
(4星)	 让人看得有要唱歌跳舞的想法~急切要实现            
(5星)	 你们要继续加油啊，不过剧情不能再狗血下去了...            
(3星)	 不知道为什么就突然火了==都是以前上晚自习不敢看别的的时候才看的            
(5星)	 情节比上一季好看点，歌唱得也更好了~            
(5星)	 等待第三季。            
(2星)	 呕……这扯淡的剧情……果断弃剧两星完全送给歌舞            
(4星)	 santana puckerman没有在一起啊- -            
(4星)	 精华其实在最后几集            
(5星)	 结局没有第十五集给力啊！！！！！！            
(5星)	 百看不厌呐！            
(3星)	 剧情越编越狗血，唯有听歌了，再这样下去快弃剧了！            
(5星)	 哎呀第三季要毕业了哇~!            
(4星)	 kurt and blaine!!            
(5星)	 每周都有那么专业的乐队陪着练习，刚拿到乐谱大家就可以在一起和声，羡慕的内牛满面。。            
(4星)	 没情节啊。。当MV看吧。。。            
(4星)	 最后三集非常棒！期待他们明年能赢！            
(5星)	 绝对正点~            
(4星)	 虽然有那么几集混乱的狗血剧情= =            
(5星)	 第二季的开场几首歌很给力啊！总体喜欢第二季的歌超过第一季吧            
(5星)	 看的很HIGH~~~            
(5星)	 Doing great, keep going, keep pushing.             
(4星)	 音乐很棒！            
(NA)	 加长版MTV的风格依然没有变，但是我依然吃这一套- -。BTW,女主减肥了？            
(4星)	 快快快快~~~！            
(4星)	 这一季还是第二集最好看。。。            
(NA)	 非常扫盲。。好多歌            
(4星)	 “还有一年。”            
(4星)	 剧情。。。听歌！！！            
(5星)	 get it right             
(NA)	 still good            
(4星)	 最喜欢的sue老师最后转变好大。。有点失望 还是喜欢她坏坏的样子  剧情什么的有点弱 还是靠演员的喜剧和音乐剧表演撑着。            
(4星)	 找来客串，预算有加吧            
(5星)	 奇奇葩葩            
(5星)	 狠好啊！！！            
(4星)	 于是接下来要追哪部..啊啊啊啊啊~!!!            
(NA)	 只看过S02E07一集，为了Gwyneth，听说要二度客串，很期待。            
(3星)	 剧情不咋的了。            
(5星)	 冲着音乐加一星。。            
(4星)	 Klain我的爱~~只有你们俩最好了~~音乐比第一部更赞            
(4星)	 结尾有些糟烂，不知道下一季编剧要怎么集合合唱团呢？            
(5星)	 如果纠结在剧情，那就输了！            
(NA)	 除了青春一无是处啊            
(5星)	 有了原创 更加完美。            
(4星)	 歌舞太赞了，比上一季多了很多潮歌            
(4星)	 歌舞片为毛这么流行？            
(4星)	None
(NA)	 Finn就是个木讷愣头青。            
(4星)	 这混乱的剧情.......不过歌还是那么好听哈~.......            
(5星)	 C-H-R-I-S C-O-L-F-E-R            
(NA)	 虽然歌依旧好听，但是剧情实在是不敢恭维，几乎没剧情，又是gay又是les还来个bi。。。感情纠葛也很幼稚，唉。。。在这样下去肯定要被砍了。。。            
(4星)	 剧情一如既往的烂俗啊....不过在其中发现很多好歌...而且突然惊觉Britney已经成长成了一个多么美丽性感的妞呀~还有Kurt和Brain！！俩孩子特别有爱啊=v=            
(4星)	 唱唱跳跳，歌真的很好听，看着没负担，有时真的需要这种电影电视剧。            
(4星)	 For good song....love love love            
(5星)	 2011.1.11-2011.5.27            
(4星)	 music！！！！！just enjoy it！            
(4星)	 哥们你敢不敢不挑贾斯婷碧波儿来恶心人==            
(4星)	 杰西！！你最后出来打了一下酱油！！毒舌太萌了捂胸口倒地&gt;&lt;以及鞋老师为毛你不是GAY，做百老汇基友团少见的直男很自豪么= =            
(5星)	 Miss Rachel Berry,我对你已经到厌恶的程度了……还有Finn!大挫男！！！            
(5星)	 结局各种温馨。。            
(3星)	 果然是高中3年..最后搞个什么总冠军..这个路线看样是很明显了..看样这个剧也就最终3季了吧..不管是质量还是本身的剧情走向应该都是这样考虑下下一季要不要追呢            
(4星)	 男女主角不唱歌就好了            
(4星)	 好平淡啊，唯一期待的就是搅基了。。。            
(4星)	 剧情越来越超展开了            
(5星)	 Sarah语录：Harry Shum Jr. is not cute. He is super cute!            
(3星)	 情节狗血 讨厌女主             
(4星)	 越来越无聊。。。            
(4星)	 歌不错~剧情...还能怎么搞            
(5星)	 目前心中排前3的剧,歌都很棒~            
(4星)	 继续            
(3星)	 第一季结局是什么都没拿到，决定了第二季可以重头再来一遍~但是高中能有多长？这季改变了方式，变得更MV了...            
(4星)	 结局没兴趣看了……就这么过了吧            
(5星)	 音乐甚是好听啊            
(5星)	 等第三季            
(4星)	 好听的歌曲，肥皂泡的剧情            
(4星)	 怎么感觉歌木有以前好听了- -            
(NA)	 赞·            
(4星)	 冬歇期快点过去吧            
(4星)	 真心希望第三季完满结束就不要有什么后续了。。。大家可以开心地毕业，小情侣们可以好好地在一起，编剧不要再把人物关系弄得更混乱啦~~            
(3星)	 很青春很励志,很好看,演员全是百老汇的，歌声不会让你失望            
(5星)	 远好过第一季 Santana开始抢戏了好开心哈哈哈            
(4星)	 一开始是不爽它打败大爆炸那么多次 不过真的挺好看            
(5星)	 里面的歌好听啊！还有喜欢KURT!            
(5星)	 不减力，多感动。            
(5星)	 音乐无敌            
(5星)	 期待3            
(4星)	 剧情上真是各种乱七八糟的配对……不过这季的音乐依然很棒，虽然不是很喜欢原创的几首，但是翻唱的几首非常出彩。            
(5星)	 爱死这帮天才了            
(NA)	 小甜甜那集蛮出乎意料地好。圣诞那集重在剧情了，歌曲有点单薄。KURT的表现比上一季好。SANTANA在这一季也比较出彩。反倒是RACEL在这一季很一般。            
(5星)	 落幕            
(4星)	 第二季的歌太棒了~            
(5星)	 剧组定位很成功            
(5星)	 赢很厉害，输得起更厉害。            
(3星)	 热烈庆祝kurt和Blaine在一起!!!            
(5星)	 哎呦这结局。。。不过说真的他们每次比赛唱的歌都是最难听的。。。哈哈第三季肯定赢掉nationals啦~            
(4星)	 可以得到一些好听的歌~            
(5星)	 继续拉着听音乐            
(4星)	 curt和那哥们赶快在一块吧            
(5星)	 如果你爱唱歌 如果你爱欧美音乐 如果你中意歌舞青春一类的影片Glee 你一定要睇            
(5星)	 鞋老师很有爱~~~~比我的校园生活丰富充实的多-0-            
(5星)	 希望ＮＤ你们在下季最终　　获得　　　ｃｈａｍｐｉｏｎｓｈｉｐ～～～            
(3星)	 最后一集开始向GG方向发展，我已经对这狗屎的剧情忍无可忍了。            
(5星)	 各种有爱加励志！            
(4星)	 音乐音乐            
(5星)	 超棒的美剧，轻松的情节+优质的歌曲……谁能不喜欢呢，这可比GG们成天乱来乱去的NP关系好多了……            
(4星)	 如果没有18——21集那些拖后腿的部分能给五星。            
(4星)	 Glee的歌还是没话说的，剧情就一般般啦。            
(4星)	 渐入佳境            
(4星)	 等到拿冠军了，剧就完结了            
(5星)	 12th,still feel honoured for your guys~            
(5星)	 都没人喜欢SUE的吗            
(5星)	 Q来个solo吧。。。            
(5星)	 目前更新至S02E10了~            
(4星)	 为什么只有10集？感觉好像没有演完一样。剧情越来越狗血了，可音乐越来越好听了！            
(5星)	 超爱超爱~~~歌都很赞！！            
(3星)	 格温妮丝·佩特洛！！！            
(3星)	 往后只看歌舞精华版了            
(5星)	 歌很好听 赶快给KURT安排个男友吧编剧同志            
(4星)	 2010-2011年度完整追的最后一个完结的美剧在今天也结束了，下个星期，就没有星期二看Make it or break it,星期三看Glee，星期四看How I Met Your Mother，星期五看The Good Wife的日子了，人生顿时失去意义。（捶地。。。）            
(3星)	 剧情演演就没了……            
(3星)	 只能说还是一贯的水准，如果要我弃剧，我选择这一部~~后半部分还算比较精彩            
(5星)	 music is amazing~~!!! 第二季的ending这么更第一季那么莫名的相似捏？？不过依然大爱！！            
(NA)	 对于这部美剧，他可以充分的让人们感受到美国的校园生活，最出彩的还是里边的音乐，棒极了！            
(5星)	 唱歌跳舞很带感耶~quuin很漂亮，希望第三季会有人和她好~            
(4星)	 继续忽略剧情欣赏歌舞，几首原创很不错哇。Brittany比第一季好看得多，Kurt和Blaine很有爱~            
(3星)	 剧情越来越无聊...            
(NA)	 剧情一季比一季狗血~不过好在jessie回来了~            
(5星)	 第二季也很给力啊，大嘴SAM、 MIKE  !            
(4星)	 中间几集真的很不错            
(3星)	 有点傻            
(4星)	 姐就是在追这剧……            
(4星)	 第七集里面Gwyneth Paltrow 客串，雨中曲和Umbrella放在一起remix。实在很好            
(5星)	 没有emma的世界真美好            
(4星)	 有雨中曲~~大爱            
(4星)	 金发的加盟真是明智！            
(5星)	 完了 Finn的角色已经快要被毁了 无脑男啊~~~            
(5星)	 再过一季他们都毕业了，是不是要换演员了？            
(4星)	 第三季什么的 再说吧。。。            
(4星)	 SANTANA真美~！            
(4星)	 感觉没第一季给力啊~            
(5星)	 哇charice也加入了呢~~不错不错~            
(5星)	 光是为了听歌就可以得满分了。。。            
(5星)	 16集！！经过无味得像白开水一样的几集之后，终于在21集Rachel唱出了天后水准的my man！赞~            
(4星)	 18            
(4星)	 编不下去了么编不下去了么编不下去了么            
(5星)	 心头大好            
(5星)	 最爱puck            
(4星)	 除了音乐还有什么            
(5星)	 这一季很不错。歌曲依旧给力 比上一季多了许多励志的元素。最后一集看得我热泪盈眶啊~~            
(NA)	 给力合唱团，歌不错~            
(5星)	 很讨厌女主，不过第二季他的戏份好像少起来了。。。喜欢菲律宾才女唱的listen            
(3星)	 第二季沒第一季好了 不過歌還是不錯的~            
(5星)	 为了there you are改到4星！为了I love you改到5星~            
(5星)	 剧情虽然很屎  但歌曲超级好听！！！！！！！！！            
(4星)	 歌曲五星 剧情一星            
(5星)	 沒看完，看不下去。            
(5星)	 听歌专用剧            
(5星)	 虽然没有第一季那么好看了            
(5星)	 爱老虎油舒斯特~~~~~~            
(5星)	 音乐和画面真的是太太太太赞了 剧情Ok 至少演员们没有像S1一样轮着爱 Santana和Brittany这对儿大放异彩啊~            
(4星)	 依旧很赞，只是比起第一部。。。            
(3星)	 我是来听歌的            
(4星)	 我觉得看剧的人需要比这些演员还要有耐心，两年了还没拿到冠军。            
(3星)	  就是喜欢看唱歌跳舞啊。            
(5星)	 i want hole you hand、、、            
(4星)	 中間regional時候那兩首original真的很好聽 看得我很感動            
(4星)	 歌舞一如既往的高质量，剧情有时很渣但是有时还是挺治愈的。            
(5星)	 除了時境秀和情境喜劇外，還有無限大的耐心可以看的影集，有幾集真的很感動人阿~ ex sue姐姐的葬禮            
(4星)	 歌不错~            
(5星)	 终于看完了呀！！最后一集没有第一部的final那么给力那么激动！！前面歌曲真的超级好听后面有点不对我胃口诶= =而且为神马要让brittany和santana搞les啊我很喜欢天然呆和artie诶= =finn和rachel还有jesse的三角恋已经完全不想看了好吗！！还是喜欢Q            
(4星)	 喜欢Jessie大过Finn            
(4星)	 結尾各種不給力...............            
(4星)	 结局这级真无聊。。。            
(5星)	 比上一季好很多            
(5星)	 原以为第一部regional，第二部national拿下就over了，但我错了，米国作为一市场经济国家，怎么可能让反响如此之好的剧就这样随便over掉，national必须拿不下！GLEE的各位，national搞砸可不是因为霸王龙啃了犹太人，而是此剧太火！            
(4星)	 人人都爱小金毛...            
(4星)	 剧情很渣但是为了里面的歌曲也要追下去            
(4星)	 喜欢Brittany和Artie这对儿            
(5星)	 真喜欢Duet. 这剧越来越gay了....Blaine真有爱啊&gt;&lt;            
(5星)	 爱音乐，爱glee.glee最给力。            
(4星)	 这季的剧情比第一季还狗血，但还是有Kurt不错的。最后两集不错。Dianna还是很美，短发也美XD            
(3星)	 果然是2季。            
(4星)	 带着第一季的回味，暂时还没感到第二季的出彩，期待精彩的爆发点~爆发点来了！各种榜单歌曲~各种couple~我自认不够腐，但看到那个kiss还是好萌啊，我想我是萌的真爱……            
(4星)	 比第一季弱 有几集还是很跳            
(4星)	 米有第一季有趣了，但歌还是很好听            
(NA)	 为啥第二季这么二。。以前咋没发现呢            
(4星)	 看到第十集；3集关于信仰，它是一种力量；5集洛基恐怖秀很有趣，释放压力；10集是温馨的圣诞节，结尾歌曲 fahoo fores dahoo dores 很给力；11集又是麦克杰克逊舞曲的精彩僵尸秀。22集最后只得了全国比赛的第14集glee 酗酒和party都是我不喜欢的内容            
(NA)	 生活也应该这样过。            
(5星)	 结束了，虽然离题，但是更感人了            
(4星)	 这季到底完结了没啊？？            
(5星)	 终于成了一家人            
(5星)	 Do what you want            
(4星)	 无敌的SUE老师            
(4星)	 感觉没第一季有趣了            
(5星)	 前几集很棒            
(3星)	 放弃了            
(4星)	 每一季的結局都落敗！唉~~也許編劇這樣才能寫出下一部的作品啊！我打賭下一季他們肯定拿獎！！            
(4星)	 没那么热衷了            
(1星)	 为了综合某些脑残的过高评分，我毅然将本想打3星的打到1星。扫瑞sue！            
(5星)	 剧情无视 歌真NB            
(5星)	 快出新的吧我没歌听了。。。。。。。。。。            
(5星)	 虽然很俗.. 但是真特么励志凹~            
(4星)	 剧情又杂又乱，快进只看歌舞            
(5星)	 有几集渣的我都想弃了。。。还有我不要大堆大堆的流行。。。            
(5星)	 布布特辑真是惊艳啊 每集的歌曲都很IN~~赞一个            
(5星)	 美剧 音乐 FOX            
(5星)	 原创很讨喜。            
(4星)	 很欢乐的帅锅美女养眼剧～            
(NA)	 越来越厌恶男女主            
(NA)	 追不下去了。。。            
(4星)	 新一季快快来            
(5星)	 音樂沒S1那樣到位，情節略嫌混亂，但還是覺得很好看。            
(4星)	 抛去狗血的剧情，追赶欧美流行音乐从glee开始。            
(4星)	 比第一部好些了，话说第三季大嘴男不参演了那Mercede怎么办            
(4星)	 喜欢这个剧            
(3星)	 brittana fan            
(5星)	 这季有爱! santana和天然呆 哦耶!            
(5星)	 剧情是扯淡，音乐才是王道~~ Kurt的恋情希望能好好保持下去            
(5星)	 剧情忽略，歌超赞！            
(5星)	 好歌不断。            
(2星)	 剧情怎一个弱智了得。。            
(5星)	 just perpect!!!            
(4星)	 人物關係越來越混亂了……米國淫啊……唉……            
(5星)	 超爱！追剧折磨人..            
(4星)	 一把年纪仍然对音乐剧没有抵抗力            
(5星)	 看后就觉得有梦想有激情，生活才叫生活！！跳起来唱起来~~~~~            
(3星)	 我怎么 我怎么……堕落了            
(5星)	 - -虽然真的很讨厌瑞秋            
(5星)	 最后一集的歌不出彩啊            
(4星)	 女主角真的是惨不忍睹啊Finn求你爱别人吧……            
(5星)	 正在追            
(5星)	 最爱的是Kurt，如果我是男生，我也会跟他搅基的            
(NA)	 喜欢kurt喜欢rachel!!预览了telephone,唱得很不错            
(NA)	 这是啥子结局哟~ 感觉像是没讲完一样，算了，要是得了冠军就真的该结束了= = 为了听歌曲也要接着追下去。。。            
(5星)	 真好。            
(2星)	 = =看不下去了 太脱节了 女主又有点犯贱。。。。不看了            
(3星)	 SO2EO2系布布专题~~看到后面略显无聊了。可能剧情不适合我。            
(5星)	 glee就没话说了            
(2星)	 尼嘛！！！！！！！            
(3星)	 除了britney那集印象深一点，其他整的一季都在干嘛啊！出柜合唱团啊！            
(4星)	 中段一度水平下降。后来几集又好了            
(4星)	 基情镜头令我震精了            
(5星)	 季终集唯一的亮点就是For Good！呃~我家美妞儿的短发样子也漂亮~另，真心想把29岁那货无视掉...期待第三季！            
(3星)	 2010.10.06            
(5星)	 坐等第三季啊。。听歌听歌            
(5星)	 快回归！            
(4星)	 每看一集都心情愉悦啊            
(3星)	 我擦！你还有第三季！我都不想看了！            
(4星)	 个别集还不错，尤其是几个特别集（except born this way），就是剧情越来越无力，好多歌也很无感            
(4星)	 只不过结局又乱了            
(5星)	 给力合唱团。。            
(4星)	 只看致敬BS的那集，还不错            
(5星)	 Gleeeeeeeeeeeeeeee！            
(4星)	 新季上映，劲头很足。小甜甜特辑没有预料中那么好，但也算不错。希望接下来编剧水平再往上提一提。            
(5星)	 巡演据说很给力呢，期待第三季~我爱Kurt~~            
(5星)	 glee cast 里面的歌真心赞            
(3星)	 剧情上好点就更好了            
(5星)	 这一季也太有爱了吧~热情期待下一季。            
(5星)	 16集 看哭了  发现他们穿的衣服都.....            
(NA)	 sluty sluty MTV            
(5星)	 越来越不错了~            
(4星)	 第二季略微逊色了。            
(4星)	 每次比賽我都會覺得別人隊唱得比new direction好...            
(NA)	 看了第二集 不想再看下去了 太无趣了~~~~            
(3星)	 有些失望，果断成为狗血剧！本季努力增加其他队员戏份，降低了sue姐的出场率，但sue姐出场必有看点！santana努力上位却始终不如金发Q抢眼！Blaine和kurt终成眷属绝对成为本季亮点！改编曲的吸引力不如第一季来的强烈。。。            
(5星)	 每当累P了的时候，只要看一集就觉得一切都算不上什么，所以它是我唯一追的剧情电视剧。这一季相较上一季充实饱满很多，歌声依旧，以前大爱Kurt，而在这一季，我也开始喜欢上不漂亮且刻薄但是一开嗓震惊四座的rachel。最后一集，全国冠军赛，他们得了12名，whatever，热望第三季！            
(NA)	 歌舞 我的菜            
(3星)	 歌真的不错            
(5星)	 真好看~            
(5星)	 就知道你们最后赢不了哈            
(3星)	 歌是挺好听的，就是剧情太狗血了。。            
(5星)	 继续追~！            
(4星)	 剧情神马的基本就是青春片那一套，但是里面那些歌翻唱得绝对给力啊~第一季出的那三张（还是四张？）OST现在还在小ipod四星列表里翻滚着&gt;_&lt;            
(4星)	 越来越喜欢这部片子。这一季里代班老师那几集很赞，歌很动人。            
(4星)	 继续            
(4星)	 后来几集变得纯粹听歌去了，里面的关系弄的也太复杂了啊~~~别人都不爱吃窝别草，他们是在窝里打转转啊。            
(5星)	 Rachael 弄了刘海真的好好看            
(4星)	 小金发男感觉很好很好。像当年的maxxie-----现在看了都不激动了。。。            
(4星)	 s1有种郁郁不得志的特质让这剧不流于娱乐化，s2从中间集数开始剧情狗血淋头、纠结烂俗，另啥热唱啥虽热闹但也让glee彻底走向泡沫剧，季终的安排是要暗示s3会继续狗血么。。。            
(4星)	 我怎么总觉得年轻的声音比原唱好听呢……不过真的很80’……            
(3星)	 只有音乐是亮点，情节狗血。但目前由于是上升期所以反映还是很好。            
(4星)	 预感在慢慢失去对这个剧的好感……            
(4星)	 就喜欢看为那些傻缺又微不足道的事儿唱唱跳跳。            
(NA)	 又是一个快到剧终终于忍受不了弃的。。。。。。。。。            
(5星)	 不论剧情是有多么狗血和NC，追逐梦想总是让人感动的，看他们下一季在最后一个学年后何去何从~~            
(5星)	 剧情真的要加强了！！！！但是歌曲还是义无反顾的大爱！！！            
(5星)	 大爱鞋老师~             
(4星)	 always singing不过 倒是出现了我非常喜欢的sam大嘴巴~哈哈 此外 我还很喜欢santana和brittany  傻傻的非常可爱            
(5星)	 第一集就已经相当热闹了，歌曲依旧强势，期待。。。            
(5星)	 季终,期待下一季            
(5星)	 glee就是glee，一上来就给力！必追！            
(5星)	 AWESOME!            
(NA)	 没剧情啊没剧情            
(5星)	 05            
(2星)	 又变成杂交实验型的剧了            
(4星)	 高高兴兴听歌            
(4星)	 为毛刚看了E01就觉得好看嗷            
(5星)	 突然发现我好认真在看这个剧，虽然我已经说我不看剧情，只听歌了            
(NA)	 剧情烂到一定境界了...不过mr shoe有肌肉！            
(4星)	 好煽情的一季呀，好几次差点哭出来            
(NA)	 剧情太狗血。听歌吧~ 演员们都变成当红炸子鸡了 这就是小年轻的天下啊~            
(NA)	 本来下定决心要弃的= =            
(2星)	 娘了个腿的还找得到比这部更基更狗血的剧不E13彻底让我决定弃了【Kurofsky的线可能还会去翻下            
(4星)	 2010.09.23 ~ 2011.10.22这一季的开头几集差劲到我想弃剧，谁知后来竟峰回路转，出现了N集开播以来的最佳水准，玫瑰碗那集更是经典中的经典。            
(3星)	 gaylee            
(4星)	 情节实在一般 歌真的很不错~            
(5星)	 可以看出编剧对第二季的野心很大，前半季都在bully和come out等话题上下功夫，的确博得了整个LGBT群体的好感，但无法掩盖的是在其他支线上的缺乏铺垫苍白无力和部分人物的严重走形。但是我还是好爱它。下一季brittana线请给力啊！编剧别再男女关系上狗血了！尽情的gay吧！            
(4星)	 Goodbye Nationals, Hello Last Year.            
(2星)	 山寨经典才使经典愈发弥足珍贵.1个星星给darren的teenage dream,1个给结局,我想起了伍迪的曼哈顿,赫本的早餐,墙壁之间和西区故事.rachel和finn你们还可以更恶心点吗???            
(4星)	 姐被剧透了... 还是我手贱!!! 下季要走神马路线...            
(5星)	 glee很棒~            
(4星)	 乱七八招 本季完            
(3星)	 剧情混乱，搞基又搞拉的            
(4星)	 把Finn换掉吧~~~            
(5星)	 light up your dream,miss rachel berry!            
(5星)	 必须赞~！            
(5星)	 编剧故意的哈，为了继续努力，你故意不让他们进十强！但是我还是必须给你五星，因为这群人唱的太棒了！            
(4星)	 又失败            
(5星)	 坐等第三季national冠军了。            
(4星)	 就是喜欢鲜艳的画面和欢乐的歌曲～            
(5星)	 终于看掉了最后一集，纽约纽约，很令人激动兴奋            
(4星)	 最喜欢的角色是Lauren！            
(4星)	 听歌不看剧情。放弃追S3。还有更好的。            
(3星)	 真没第一部好看，但每出一集我都还是第一时间看了，但真的不能和第一部比。。。            
(5星)	 其实我只是单纯的为了听歌。            
(5星)	 ！！！！！！！            
(4星)	 Freak club.Cause we born this way.Also,gaylesbian club...            
(4星)	 剧情好瞎            
(5星)	 看不到了。。。            
(5星)	 Still amazing!            
(5星)	 喜欢僵尸舞，太爱了            
(5星)	 五颗星~为好听的音乐以及各种有爱的CP            
(5星)	 2010年4-12月的生活就是：吃饭·睡觉·看glee            
(NA)	 真好看啊啊啊            
(NA)	 不追了，没心思接着看            
(5星)	 青春一去不再来了             
(5星)	 有六星吗            
(5星)	 第三部一定要圆满啊！            
(4星)	 这季的主线有点乱，为了明星客串，剧情也没有第一季的振奋和感动，但仍是glee~            
(3星)	 點都不喜歡的劇情我竟然都追了那麼久啊，終於看完這季，下季不知道還有沒有興趣繼續咯            
(5星)	 期待season3            
(4星)	 只要不停比赛就有的看            
(3星)	 弃了            
(5星)	 结局也太伤感情了~除了中间剧情有点小混乱其他还好~总体还是给五星XD 还有当初是谁告诉我这片子是电视剧版歌舞青春的！！！            
(5星)	 等第三季            
(5星)	 我最喜欢的美剧，没有之一            
(5星)	 Welcome back~                 
(4星)	 快快更新哦～～            
(5星)	 GLEE!!!!!!!!! 终于把第二季看完了！！！！太好看了！！！！！！！！！！！12名也是好！！！！！！！！！！！！！！！！！！！！！！！！！            
(4星)	 Rachel and Finn bring me some different thought of lovers.第二季结尾好欢乐。真好。            
(4星)	 超爱Kurt &amp; Blaine              
