http://movie.douban.com/subject/3546712/	一起来看流星雨
(NA)	   结局很差劲！！！！！知道结局是那样一开始都不会看的            
(3星)	 雷雷更健康            
(2星)	 真的很山寨，看了一点 没什么看头。            
(4星)	 可能是内地的第一个偶像剧在很多地方都有不足的地方但是大体上我觉得还是不错的有的人物造型上的确有些雷人还有就是广告打得太醒目在剧情上个人觉得还是不错的但大结局差强人意不知道是不是为了拍续集坐下铺垫总体上喜欢看偶像剧的朋友们还是可以看看的            
(5星)	 呃```我只能说:没别的,只因我是个正宗的护卫艇.[闪]            
(2星)	 南京最近很冷很潮湿,有了雷阵雨的陪伴，这个秋天不再有老虎，大家一起来淋雷阵雨吧！            
(5星)	 这部戏可能在很多人心里都是山寨的，但在我心里它是原创的，《流星雨》的5大主演，加油！            
(1星)	 俞灏明的造型果真雷人，山寨到哪都不成功，女主角看起来好嫰，面部表情总感觉极为做作..唉..芒果台不愧山寨大王。            
(NA)	 那些植入式广告有点雷            
(NA)	 还可以.......            
(3星)	 雷阵雨吧，呵呵，我很人品地把它看完了，情节拖沓，广告灌水，俞灏明造型雷死人，还要拍续集呜呜苍天啊            
(3星)	 我们一起来看雷阵雨...            
(NA)	 断断续续看过几集~~~每次看完都失眠。。。            
(5星)	 结局不是太完美            
(2星)	 给这部剧打分实在是太难了，三星及以上真是配不上，一星又对不起我看完这个雷剧所花的时间，毕竟看的时候雷并欢乐着，就两星吧……            
(1星)	 真过分，为什么豆瓣没有0颗星            
(5星)	 杯具了            
(1星)	 我就是为打一星来的其实我想打0啊            
(3星)	 好在有张翰。。。            
(4星)	 虽然是大家公认的雷剧可是，雨荨和云海在雨中 荨抱这云海哭泣时 还是看出了感动            
(4星)	 很雷很搞的一部山寨剧，不过不经意地就看了一遍，感觉比较轻松            
(2星)	 当我知道片尾曲是曾轶可唱的时候。我再减了一颗星            
(NA)	 好雷，彻底雷。。。。            
(1星)	 张翰好帅但大结局让人优点失望            
(3星)	 内地的偶像剧能这样已经不错了            
(2星)	 不知道该怎么评，只整个剧情来讲差强人意，人物设定大有问题，端木磊那样的也算忧郁的，情节细节处理很有问题，最有问题的是这是偶像剧不是打广告的，真要谢谢导演了，又不是好莱坞商业大片，即使是人家也没那么过啊！！！            
(3星)	 其实真的没有媒体说的那么雷…除了那个大妈头和第一集的长达几十分钟的关于“猪”的讨论…            
(5星)	 棒            
(3星)	 大家不要这么偏激呀~~~~            
(3星)	 片尾曲很好听~~~让我感慨青春            
(3星)	 其实一般偶像剧都很假            
(3星)	 魏晨超帅的……张翰笑起来也很好看哦虽然整部剧还是蛮雷人的……            
(1星)	 实在受不了            
(NA)	 我们承认给你带来了收视率，不过只不过是因为我们想看你到底有多雷。剧情幼稚让人猜测编剧是否是还没结婚恋爱经验缺乏的女生，否则如此缺乏生活经验以及恋爱经验？            
(2星)	 这。。。好雷            
(5星)	 唯一的败笔，女一号发型凸显出90后小女生非主流的幼稚。其他，很雷人，成功的雷到很多人。            
(2星)	 很雷很搞笑            
(1星)	 长得帅有钱时我的错吗？！            
(3星)	 很山寨，很雷人．．演员的造型特差了．．．            
(5星)	 一部具有喜怒哀乐的电视剧            
(3星)	 唯一加分的就是魏晨的叶烁，至于背景音乐，分身情人，雨痕，我要的飞翔都不错            
(NA)	 哈哈哈哈哈            
(5星)	 看到大结局的时候，我哭了！            
(1星)	 鸡巴毛啊!!!!!靠你妈!!!演员都他娘的去吃屎吧!!!!!            
(3星)	 跟随潮流嘛，雷阵雨，不看白不看            
(1星)	 雷雷更健康。。。            
(NA)	 !!!！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！            
(2星)	 张翰还挺帅的            
(2星)	 哈哈雷            
(4星)	 很雷!            
(3星)	 开始很排斥，但了解到他们付出了很多努力来拍了这部戏，所以值得尊重            
(5星)	 好帅            
(1星)	 为什么说流星雨很差呢？一部好的电视剧是让人看后还会回头再看的。可是我看完这部之后就不想再看了，因为我已经知道了这部电视剧的赞助商了。            
(1星)	 丢人丢人丢人 果真是一群脑残            
(3星)	 我只能说 剧情挺搞笑的 我只能说 云海占有欲挺强的 我只能说 端木挺娘的 我只能说 叶烁挺专一的 我只能说 上官挺夸张的            
(5星)	 我觉得山寨不山寨无所谓，只要好看就行。            
(2星)	 剧情不连贯写的断断续续的真是怀疑编剧的能力            
(5星)	 别的没什么  只喜欢翰翰            
(1星)	 雷阵雨其实还是为这个燥热的暑假带来了暴寒的感觉~功不可没            
(3星)	 那个富家公子喝香飘飘？那个富家公子穿美特斯邦威？那个富家公子用步步高复读机？那个富家公子用潘婷？那个富家公子用同方笔记本？那个富家公子送礼送常德藕粉+黄金搭档？最B T的 伸出一只脚 我这个是全球限量版的鞋 你赔的起吗？ 仔细一看 阿迪王。。。。             
(3星)	 我觉得还好呀  张翰笑起来真好看  很干净  真好             
(2星)	 雷之重口味——看完这剧我就贵族了么！？            
(4星)	 我爱死里面的广告了！！            
(NA)	 哇哈哈。。。。不能不笑。。            
(3星)	 ...以前没觉得内谁丑,怎么现在变这么丑- -             
(5星)	 不错不错！            
(1星)	 除了那女主角长得还行外，其他的，我心碎了            
(5星)	 太好看拉  ！！！            
(NA)	 俞灏明简直比以前还要丑。            
(5星)	 怎么能不推呢！啊哈哈~            
(1星)	 你咋不雷死我呢            
(NA)	 就是結局太倉促了。還結個尾就好了            
(1星)	 恶心，还不足以形容我看了第一集就看不下去的心情。就跟在下水道儿长大的几个主角似的，外形……呵，化妆师我真TM葱白您，您颜色没学过？就这种农贸市场货你也好意思拿出来当高级学院的校服显摆？我看喜欢这剧的人也真没见过什么大世面。粪坑台早就不想要脸了，诋毁和收视就是他们的宝藏！            
(1星)	 很有乡土气息的哟            
(3星)	 雷雷更健康            
(1星)	 给一颗星已经很给面子了，如果可能我真想给负五颗星啊！！！难道中国的电视剧就真的只能靠雷靠山寨了吗？真是悲哀啊！！！！            
(1星)	 怎一个雷字了得            
(5星)	 真得很喜欢！！！结局啊！不满意！喜欢张翰，郑爽，俞灏明，魏晨，朱梓骁！！！呵呵！！！            
(3星)	 不管怎样，帅哥美女总是很吸引我的。            
(NA)	 虽然雷人却在特殊时期还是看了 张翰和郑爽的感觉表演还算可以            
(3星)	 冲着魏晨去的，剧情不咋地            
(5星)	 本土自制剧诶~ 雷是雷了点 可凡事都有个过程 所以掌声鼓励以表支持~~严重鄙视只会骂骂咧咧人身攻击的人 永远不要剥夺正在努力的人的翅膀 那也会是你起步的那一天别人会给你的保证韩国车也是由国民支持才从有了今天 本土自制偶像剧本身起步就晚 如果没有民众的支持那还怎么赶得上甚至超越            
(1星)	 啊哈哈哈 长成这样还F4？白泉社招你惹你了？！每年夏季必有一雷，有了山寨网王，神说这算什么？考验勤劳勇敢智慧善良中国人民的心理素质这还不够！ 于是我们一起来看流星雨~！ 然后大家都被流星雨砸死了~!            
(2星)	 找雷的最后，免疫能力大幅提高，要命的是萌上了男一。。杯具了            
(NA)	 那个演花泽类的像樱桃小丸子的花轮.            
(3星)	 张翰的长相和身材是我喜欢的类型。            
(NA)	 今天终于看完了它，每天在看着，被莫名的冲动驱使着，不管电视剧里面的广告多少，但是剧情还是比较不错的，一群狂放不羁但又温柔的男生，一个敢于和“恶势力”斗争的女孩子，最后楚成为了最后的天后，把云海从失忆中解救出来，里面似乎充满了感动，那种最最纯情的感动，就是要使都是草根出身就更真实了            
(3星)	 毕竟是新人额~ 其他就算了吧不过有几首插曲还是不错的~只不过出现了在这里。。。            
(1星)	 没见过这么无脑的电视连续剧了我看了一眼就。。。哎，不想说什么了真的是几个上镜的人凑一起来糊弄观众            
(NA)	 没多大感觉，可以用来打发时间，帅哥美女加上景色宜人——养眼！            
(4星)	 这剧 让我喜欢张翰            
(1星)	 培训的时候，寝室的电视搜不到几个台，居然有芒果台，god，前前后后被强迫看了大概总时间有一个小时，反正，我快被雷死了            
(1星)	 没看之前我还可能会看看名爵的车，因为电视剧，绝对不会买名爵！            
(3星)	 厄~除了男一号张翰~~其他的不想多说了~尤其俞大妈您可以再丑点儿~= =|||            
(5星)	 为了这个结局            
(2星)	 雷人。。。            
(3星)	 自己都用“雷”来宣传了            
(4星)	 至少戏里的爱情让我喜欢和感动            
(1星)	 一起来看雷阵雨，小心被雷劈死……剧情重新编排之后真是雷的没话说了，和绝对制服少女这烂片一水准            
(1星)	 见过插广告的，没见过这么恶心插广告的            
(4星)	 其实很不错啊            
(2星)	 怎么说呢..我热爱一切能给我带来欢笑的事物，以上。            
(1星)	 没得说。烂到无以复加。简直是对经典的一种侮辱            
(NA)	 雷到外焦里嫩            
(5星)	 喜欢大白牙  招风耳  小新眉            
(1星)	 终于看了传说中的雷阵雨(ˇˍˇ）            
(1星)	 雷雷更健康            
(1星)	 不好看……男主角好丑啊……            
(NA)	 真是够恶心的电视剧            
(4星)	 不错            
(3星)	 这个剧~怎么说~看电视感觉很有笑点，看网络觉得很无聊。我竟然看完了这部非常没有逻辑性的肥皂剧……            
(5星)	 即使很虚幻，但很美好            
(2星)	 只看。魏晨剪辑版。            
(1星)	 我超级讨厌棒子，但即便是这样，棒子版的我也忍着恶心看完了。因为实在是喜欢这故事。但是大陆版的，我实在是忍不下去，看到第六集就收手了。还是道行不够啊！            
(1星)	 雷死人不偿命            
(1星)	 土到死            
(3星)	 把娱乐精神进行到底~~其实蛮好看~~            
(2星)	 我被蚕丝蛋白精华给华丽丽地雷到了。。Ps：纵然郑爽深得男生们欢喜，我还是看她就觉做作。。魏晨，你怎么可以这么丑，无五官，无气质。。            
(3星)	 如果可以的话，我还是比较愿意看的            
(1星)	 太俗的一部电视剧   打死不看            
(1星)	 什么玩意啊~死晕            
(3星)	 前面几集的确非常雷，后面就正常了，广告什么的也不会让人反感了。演员嘛，觉得俞灏明挺无辜的，因为他从造型到演技都让人崩溃，虽然他也很努力，但是认可度比较低吧，其他的人都不错……发现那个快男陆虎，真是太BH了，演了那个郭蓉蓉，差点没认出来。            
(1星)	 想给零星的 没有·看了这么多年电视 很少有这样不敢看的            
(3星)	 断断续续看了几集，乐得不行了，其实可以当喜剧来看，估计小同学回喜欢。            
(5星)	 平生不看雷阵雨，纵称雷人也枉然。不被这样雷一次，人生是不完整的！            
(3星)	 我也喝香飘飘，我也用舒蕾，我也穿美特斯邦威，我也用同方，oh my god，原来爷也算个富翁！            
(1星)	 献给脑残的90后。。。。。哈哈我娱乐了~            
(3星)	 虽然广告多了一点。。。且俞灏明童鞋的造型差了一点。。。（他本人还蛮好看的。。。）不过诚意可嘉。反正是不用大脑的休息片。。。外，最喜欢上官瑞谦童鞋。            
(4星)	 不差。喜欢聪明的芒果台。            
(5星)	 wonderful~            
(4星)	 好长。。好拖沓。。不看么又难过。。看了么又纠结。。结局么也模糊。。唉。。不过应该还算可以。。            
(5星)	 ！！！！            
(3星)	 还在坚持中，觉得这么多F4的版本，还是喜欢韩版的，真的如人家说的比流星花园浪漫，呵呵。这个版本的就觉得有些台词很雷，有时候觉得有些脑残来着            
(3星)	 我只喜欢艾利斯顿~            
(1星)	 还好吧！            
(NA)	 怎么想得出去拍呢？花泽类会烫出那个中世纪的发型吗？会带复读机吗？            
(5星)	 喜欢国产电视剧至少是支持吧非常支持什么事都是从先模仿再自己创作的超顶            
(2星)	 其实我都不好意思说我在看了……            
(2星)	 无语            
(3星)	 一颗给剧组多个月的辛苦，一颗给我灏明，一颗给我晨晨。            
(1星)	 有谓胀肚胀腹胀肠胀请看            
(1星)	 剧情改动的也太……人物形象也太……广告痕迹也太……总之太雷人了~~            
(5星)	 无聊的时候，是很好的打发时间的方法……不要就因为人家“雷”，就把它看扁了。            
(3星)	 跟内地其他此类电视剧相比。除了广告问题。其实没有想象中的雷。。。。            
(5星)	 我觉得是值得一看的偶像剧            
(2星)	 最雷的是 这部电视打的广告词就是“雷倒众生的流星雨”            
(5星)	 《一起来看流星雨》加油！            
(5星)	 横好看  竖好看   怎么都好看            
(5星)	 非常喜欢看一起来看流星雨特别喜欢郑爽和张翰            
(2星)	 服装造型太雷了    编剧糟蹋了花样男子的好剧本  花样男子可是拍一部红一部啊            
(5星)	    楚雨荨那么漂亮,我超级喜欢她的~!还有慕容云海,我觉得他好帅哦,我爱死他们了!            
(2星)	 这部电视剧真的很雷人，骂声的确也很多，但是收视率还是全国第一，这让我觉得中国人额，一边骂还躲在一边乐呵呵地看，让我挺无语~            
(1星)	 光是想象都觉得恶心了~~ 娘哎~~            
(NA)	 好看好看 !            
(4星)	 haokan            
(4星)	 太山寨了~~花泽类的形象啊~            
(3星)	 其实抛开所谓的山寨不山寨，至少看起来不会像其他大陆电视剧那么无聊。            
(NA)	 没法评            
(4星)	 喜欢女主角，真年轻啊            
(1星)	 够恶心的了~~广告大的也太假了吧！什么“这么好的头发应该用舒蕾蚕丝蛋白洗发水”            
(4星)	 之前听说要拍这个，压根就没去关注，觉得没必要。后来居然在我们学校拍，暑假了就冲这个看的，越看越不错哦，应该是说湖南宣传的很好。云海越看越帅，雨桪其实很可爱的。所以还是值得看的            
(3星)	 哈哈哈~~~~我天天看~~~~~~大家要有娱乐精神~~~~~~            
(5星)	 实在不错            
(1星)	 档次过于低了。。女主角那个做作劲儿啊！男的既然家里那么有钱，干嘛全开荣威啊。。梦中的车竟然是MG!!!            
(5星)	 雷成这样！不容易啊~！像你这样的头发是应该用蚕丝蛋白护理的```            
(2星)	 没法形容了...勉强的2星，以资鼓励！            
(NA)	 赞            
(3星)	 很抱歉 我看了你兩眼            
(5星)	 除去白痴的广告商们.....我平心静气地看....张翰和朱梓骁的表现不错....为了在充满非议与舆论的世界给予鼓励.我给五颗星.....真的想骂人...天娱你炒作不带这样的！！！！！！！！！！            
(1星)	 一起来看流星雷            
(NA)	 真的很陋，我已经笑咯。本来俞灏明都还不错的，但被这部戏帅气的发型毁咯。            
(NA)	 不好评啊            
(1星)	 一起去看雷阵雨啊！！！！！超雷！！！！！！！！            
(NA)	 毫安后，上等兵艰苦法深刻机后来 老女地方            
(1星)	 oh shit!            
(1星)	 脑残。            
(1星)	 白到家...            
(1星)	 这场雷阵雨下的真久。。。            
(1星)	 惨不忍睹            
(5星)	 太娱乐了！            
(1星)	 吐            
(NA)	 雷啊！！！！！！！！！太雷了            
(1星)	 滚滚流星雷...            
(2星)	 绝对的山寨版。。。。女主角貌似不是很符合‘杂草’的剧情角色吧！！            
(3星)	 还可以            
(5星)	 的            
(NA)	 哈哈            
(1星)	 雷死人。太NC了。            
(5星)	 雷倒众生```真是可以载入史册啊!            
(4星)	 剧情老套，可喜欢有他们演绎的美丽故事。就是喜欢张翰的霸道。            
(3星)	 比想象中好~            
(4星)	 就喜欢云海，            
(1星)	 雷的我全身颤抖!!!!            
(2星)	 天雷，不过看在支持国产的份上就给2颗星吧。中国国情拍这种富豪大帅哥的片子还是有点不合适，跟猴子抹粉似的            
(1星)	 捶地撞墙~哇哈哈~！我要好好学习将来去芒果台当编剧~！！            
(1星)	 不爱看，又是模仿曾经的经典剧目，已经够经典了，就不要再模仿了            
(4星)	 类的服装果然很雷人！！O(∩_∩)O哈哈~            
(2星)	 无言....            
(NA)	 我舍不得给星`            
(1星)	 看在原著的面子上，多打一颗星。            
(1星)	 &#34;看不下去&#34;算&#34;看过&#34;么?            
(NA)	 很奇怪，这么被人恶心的山寨剧，我居然看的津津有味，而且集集等待在家，呵呵，恶心也要看！            
(1星)	 有没有半颗星？            
(2星)	 俞灏明的“花泽类”，我靠，真想骂人~~姐姐我不能忍了~~支持的，顶一下~~            
(NA)	 因为都说“雷”让我想一探究竟，终于三个大男人在十点多坚持看了第一集的一大半...   女主角很漂亮！              
(1星)	 能把流星花园拍的这么难看的很不容易啊。从台湾到日本到韩国，他怎么就干拍。            
(3星)	 不要总带着怀疑的目光去审视一切，这至少是一个充满勇气并值得肯定的开始。再允许我花痴一下张翰~~~续集快点拍吧            
(1星)	 勉强自己看了20分钟，简直惨不忍睹，如说韩版的剧情垃圾，至少还有美女帅哥养养眼，要不学学服装打扮也行，可是国内版的，哎，看了20分钟，雷了18分钟，PS&#34;还有2分钟是广告            
(1星)	     是  雷阵雨 不是流星雨            
(1星)	 雷阵雨            
(1星)	 我不的不冒出来写一句 真的很雷很阵雨            
(NA)	 其实还是蛮原创的，只是有些地方受不了            
(3星)	 人丑了点，广告多了点，剧情雷了点，但是，至少它让我笑了。还有，让我搜集了四个版本的《流星花园》了            
(NA)	 就冲它这么雷 看看去~~            
(1星)	 响应号召            
(NA)	 雷到内伤。。。            
(5星)	 美特斯邦威。广告满天飞。            
(2星)	 雷啊。。。            
(1星)	 一起去看雷星雨还差不多= =            
(3星)	 剧情还好吧？没演技，发现某人嘴歪啊            
(1星)	 怎一个俗字了得，人土，穿的土，演技也土，还硬生生要套在这么经典的偶像故事上，当笑话看            
(1星)	 不堪到极点为什么21世纪还能拍出这种劣剧不说任何东西单单是最基本的诚意都没有一点诚意都没有就是想打广告！！！！！！靠            
(2星)	 作为一部寒冷的喜剧片来说，还是可以推荐的。为什么非要让他成为青春偶像剧呢？？            
(1星)	 其实这部片子网络的关注度这么高 也算是成功滴            
(1星)	 雷阵雨/流星锤            
(5星)	 雷的我精神抖擞            
(3星)	 喜欢hanhan            
(3星)	 认识了~~朱梓骁            
(NA)	 带给我们快乐……不知如何评星            
(1星)	 国产灾难大片。。。            
(NA)	 魏晨好帅的，张瑜也是，朱梓骁也不错哦！郑爽TOO瘦了！太美了！            
(1星)	 好吧……小安，我也想被雷了- -            
(2星)	 啊哈哈哈哈哈！雷死我啦~~~            
(1星)	 我只是来打差评的            
(1星)	 因为我的戏份太少...            
(1星)	 太山寨了太雷了个广告打的。。。唯一的亮点是女主角很漂亮很清纯            
(3星)	 其实也还好啦            
(5星)	 难得这么雷。极品啊。            
(1星)	 噩梦啊噩梦！！！！            
(1星)	 雷就一个字..被忧郁的回眸深深的雷倒.            
(1星)	 芒果台的目的达到了。。。。。            
(5星)	 好看            
(1星)	 该死的驴脸~！            
(1星)	 雷阵雨还差不多            
(3星)	 覺得有點雷人..女主角還不錯 但是...俞翰明的造型真的不敢恭維啊..配音不喜歡..還有 感覺很山土氣息~            
(1星)	 经历过考验的我会更有抵抗力！！            
(1星)	 我震惊了            
(1星)	 这是惊天雷啊，怎能不力荐？            
(3星)	 还是蛮好笑的啦~男主的部分少了点霸气，多了分可爱~            
(1星)	 如题            
(1星)	 太差劲了            
(1星)	 真是垃圾 鄙视自己看了一半            
(5星)	 真的挺不错的，不像外界传言的那样，而且，可以跟其他几个版本的媲美，并不是什麽山寨版。其中的女主角很漂亮，我很喜欢，还有慕容云海的扮演者，霸气中不失可爱，很有看头哦，希望大家赶快来看看，蛮不错的哦。            
(3星)	   喜欢云海  喜欢他的执着            
(2星)	 最经典的就是 今天 他带我来了美特斯邦威……            
(5星)	 原来没报多大的期望   但说真的  最近一直在看   觉得挺好看的   除了里面的一些台词    还有他们的校服  我忍受不了  整体来说   不错的电视   对于内地偶像剧这块领域   这部剧做到现在这样 已经很难能可贵了            
(NA)	 喜欢里面的云海，阳光可爱，单纯真诚            
(1星)	 雷死人不偿命。            
(2星)	 这名字也真损，不过确实拍的太无聊了，看在上过镜的面子上给两颗星            
(1星)	 真的很难看啊~~            
(5星)	 好看！！！！！！！！            
(1星)	 呃……无语了，在芒果台瞄到的。虽然以前在放韩版的时候就有比较过各个版本……果然还是最差的……            
(NA)	 怎么一个雷字了得!            
(5星)	 雷阵雨..            
(5星)	 偶像剧是一个趋势，在台湾，日本，韩国之后，中国也拍摄偶像剧。对于台、日、韩的剧情以及他们的世界观，爱情观并不适合我们，大陆拍个励志的，从传媒角度来说，我觉得应该支持。            
(3星)	 虽然前面两集雷了点。后面还是可以接受的。张翰笑起来真的真的是很灿烂很拉风啊~            
(4星)	 不可否认，我喜欢慕容云海和楚雨寻的爱情。            
(5星)	 good            
(1星)	 果然是硫酸雨，名副其实啊            
(3星)	 流星雨，虽然很雷，但也有美好的童话            
(1星)	 不是一般雷。哈哈。。。            
(2星)	 一颗星是必选，第二颗说明囧囧还是十分可取的哈哈。            
(3星)	 其实，这是一部喜剧片。。。笑SHI我了            
(5星)	 给四颗星是因为“端木雷”哥哥太恶了...其他什么都会ok            
(5星)	 超赞的            
(4星)	 虽然很雷很山寨，还是很感人，而且演员长相比台湾、日本、韩国的强太多了。            
(1星)	 不说演的怎么样 就配音就太恶心了  本来上次引进的《我的亿万面包》就因为配音被骂成一片啦 自己的片也用上一套的配音演员 实在是很恶             
(3星)	 有时候也要雷一下自己的眼睛！否则容易审美疲劳！            
(1星)	 看过一集，无法继续坚持。。这是一部笑话。            
(1星)	 俞灏明那个花泽类，啊哈哈哈哈哈哈哈，装B的眼神，忧郁的神态，整死我了            
(NA)	 网络上的评价可是不怎么好，我对此沉默。因为没看过之前的那些。是在威海旅行的时候看的，话说我家根本没有湖南卫视。            
(NA)	 所谓青春偶像剧嘛！就是轻松的，需要那么恐怖的打击人家吗？而且，大家都演得不错。我喜欢这部剧！！！            
(4星)	 老实说偶尔看得很High。            
(1星)	 ——你为什么和他在一起 不和我在一起——因为他学习比你好            
(1星)	 山寨的很彻底。            
(1星)	 不带这么吓人的！            
(1星)	 請自備各種避雷器械··            
(3星)	 雷到第二部~            
(1星)	 想挑战一下，看了第一集的几个镜头~自作孽啊~胃口马上不舒服了            
(2星)	 人物造型方面让人失望            
(3星)	 国内偶像剧拍成这样已经不错了，还是鼓励为主。            
(1星)	 此剧可用来磨练意志力            
(1星)	 为什么最差的只有一星呢            
(1星)	 单纯看H1            
(1星)	 看看到底能雷，能囧到个什么地步～好了，看不下去了～～～            
(3星)	 一起来看流星雷 暴汗啊~~            
(5星)	 太好了 我喜欢             
(1星)	 这就是我自我感觉的啊，玉米表喷我~            
(2星)	 实在是。。不敢恭维。。内地其实也不缺帅哥哪能就整这些个人。。排场演技就更那啥了。。种种都完全没法跟台湾（日本韩国）版的比。。想起开心盛传的帖子。。XXX。。你妈妈喊你回家吃饭。。            
(1星)	 现在很想知道，为什么不可以打0颗星。只能说幸好最近看了芙蓉姐姐的演唱会练胆子，要不是现在都不是仅仅外焦里嫩了。            
(5星)	 一起来看流星雨 好好看！好棒~支持f4与荨！            
(2星)	 山寨            
(1星)	 好吧，我是看到标题才来的，压倒性的优势……本来本着宽容的态度看的，还是受不了……我完美的类~~555555~~~~怎么可以这样~~~~~~~~             
(1星)	 想笑的时候就转台看看北..现在给一星 估计看完 连一星都不想给了.提议豆瓣创个负星..俞童鞋 你的包子脸该减减了,腻肥勒~            
(1星)	 多么傻逼啊..............            
(1星)	 垃圾作品            
(1星)	 可以作为研究当代恶俗品味的有力材料            
(NA)	 一道去看硫酸雨呗，雷着雷着就习惯了            
(5星)	 期待续集            
(3星)	 台版流星花园的大陆改良版，它把脱离现实的部分稍微改正了一些；娱乐时看看，顺便回忆一下当年的台版，感觉也挺好。只是最后云海出车祸那两集实在让我接受不了，有些拖沓了。我觉得如果剧情停止在热气球，会更好            
(1星)	 一群没有脸蛋没有演技的路人彻底毁了“花样男子”也毁了“大陆剧”。            
(1星)	 囧囧囧囧很有神啊~            
(1星)	 没看过但我就是打一星。那图片真好！let‘s fuck together            
(2星)	 看人，故事没法看~            
(1星)	 有0星么？没有更雷，只有最雷！！狂抽，流星雨。跟巨型陨石差不多。。。            
(3星)	 我是来看翰翰的。            
(2星)	 越到后面越没意思            
(1星)	 恶到我无话可说……            
(2星)	 雷人指数，超五星……            
(1星)	 我很厚道的看了几个片段。从造型开始，那真是，土帅土帅的。            
(NA)	 雷雷雷  囧囧囧             
(4星)	 只是觉得于灏明的造型是在太雷人了，中国的造型师是吃屎的还是怎样？！            
(1星)	 俺也是来保持队形的            
(2星)	 雷就一个字~~~            
(3星)	 其实没传说中那么难以入目啦。            
(1星)	 豆瓣众们太强大了~~~XDDD            
(5星)	 灏明哥是神！！！名爵更神！！！！！            
(1星)	 真是雷人啊～～我一点也看不下去了            
(2星)	 呵呵，风格似乎很台湾，剧情有些弱智，但张翰确实不是一般的帅！            
(1星)	 太丑啦~~~~~~！！！！！！！！！！！！！！！！            
(1星)	 一起来看雷阵雨- -囧无敌了。。。            
(NA)	 这个F4太丑了。。。。            
(1星)	 治疗抑郁症的良药~            
(1星)	 我会看！但是不理解            
(5星)	 好看            
(1星)	 晕死~~~那个白菜头            
(NA)	 什么结局啊。。。            
(1星)	 分明是抄袭，还口口声声说是原创我小妹喜欢看那是因为她没有经历过《流星花园》那个年代            
(5星)	 都下雷阵雨了不给5星怕遭雷劈。。。。。。。            
(1星)	 确实是 硫酸雨            
(5星)	 我觉得很好看啊 期待续集 希望续集里云海和雨荨不要再有什么挫折了 不然我就要纠结死了~            
(1星)	 花泽类啊啊啊啊啊TAT 强烈建议豆瓣启动负分系统！！！！            
(1星)	 没话说~            
(NA)	 很假            
(1星)	 太山寨了，太乡村了~~~~~~~~简直没法形容，是我看过的最雷的流星雨，简直有雷死人不偿命的潜力~·            
(3星)	 搞死了  硫酸雨  哈哈哈哈    魏晨不错~本来我是想看灏明的 但大妈头实在是让我望而却步……            
(1星)	 评分好低，一起去看硫酸雨吧！！！！            
(5星)	 这部剧总是能消散我内心中的阴霾.            
(1星)	 以为我们观众都是低智商吗～～            
(NA)	 怎么定义这些垃圾人拍的垃圾片啊 你Y的就继续残害青少年吧             
(NA)	 　　　我认为这部电影很有观赏性，剧中的人物我也很喜欢，管别人怎么说，吃鸡何必还要啃鸡骨头            
(3星)	 想给个平均分以上的评价，因为虽然雷点很多，却并不是一无是处。PS：不知道什么时候培养出的腐女倾向一直在叫嚣：让魏晨和朱梓骁在一起吧~~~~            
(1星)	 完全拜倒在广告的脚下            
(1星)	 全民山寨            
(3星)	 1.打发时间 2.回忆母校 3.舒缓压力 4.骂骂广告 5.雷雷更健康……值得推荐！赞！！！            
(3星)	 其实挺好笑的            
(1星)	 除了雷什么都没有,~            
(1星)	 令人退避三舍的牛b烂剧/关键问题是 只有“想看”“在看”“看过”三项/于是我无奈的选择了“看过”            
(1星)	 能给半颗星嘛？            
(1星)	 天雷滚滚~            
(3星)	 虽然是因为 实在没什么剧可以看了   如果不是拿流星花园做宣传的话  这部片 还是有可取之处的~~~~   就是   为什么管厦大 叫艾***啊~~~~~~            
(3星)	 怎么冲着咱学校和厦门也得看            
(1星)	 一起来看雷阵雨            
(1星)	 ......            
(3星)	  太過於 緊張 的 生活 工作 ..需要 這樣 俗 的 東西 來 調解 下 心情            
(1星)	 雷雷更健康。            
(NA)	 不知道说什么好，可能是大陆的风俗导致在搞笑的青春偶像剧题材拍的实在是。。。。希望还在海岩身上啊             
(1星)	 阿迪王···            
(5星)	 山寨你值得拥有！            
(5星)	 超级超级超级超级超级超级超级好看好看好看            
(1星)	 雷冒烟了            
(3星)	 男主女主还是不错的哈～            
(1星)	 无话可说            
(1星)	 绝对崩溃            
(1星)	 这个雷阵雨确实没辜负广大人民的期望……我说女主你就不能去找个好点的戏接么男主们这么雷人你是咋坚持下来的？            
(1星)	 我认真地看完一集哦~然后我实在忍不住了哦~            
(1星)	 只是为了打分。。。！            
(3星)	 我在流汗            
(1星)	 看到这些个评价估计主角儿们都要哭了.......            
(1星)	 虽然只看了第一集...但...已经让我觉得这个评分系统没有负分是很不合理的 而且这片子应该定义为广告片            
(1星)	 大家一起来创造豆瓣差评纪录！            
(NA)	 一起来看雷阵雨。            
(1星)	 简直雷死我了.....不过心情不好看看雷阵雨再看看评论..会很搞笑..雷雷更健康..不过注意适当程度,雷死人不偿命...            
(5星)	
(1星)	 这部雷剧居然还是有粉丝哎，真是林子大了，什么鸟屎都有脑残起来，连鬼都害怕            
(4星)	 虽然山寨...            
(5星)	 支持国产，哪有批得那么差            
(2星)	 被雷的外焦里嫩的！~~            
