http://movie.douban.com/subject/4913214/	恶作剧之吻 장난스런 키스
(4星)	 还不错            
(2星)	 女主角好丑            
(3星)	 其实，多看几集，男主的鼻孔也变得能忍受，女主的小眼睛也算可爱了~~            
(4星)	 半当中和宿舍的一起看的 ~\(≧▽≦)/~ 白胜祖太好玩了...            
(3星)	 比台版本的强，不过喜欢圣祖的妈妈            
(4星)	 o&gt;.&lt;o            
(4星)	 追到现在了            
(3星)	 剧情一般！            
(2星)	 呆不啦叽的面瘫男猪脚 犯花痴的腊肠女主角             
(2星)	 看到女猪就没有看下去滴勇气了  可怜的金贤重啊  悲催啦            
(3星)	 失望多过惊喜，编剧对于原著情节的取舍和安排实在令人不敢苟同            
(5星)	 喜欢金贤重            
(4星)	 虽然豆瓣上的分很低但是我爱这版多过日版和台版很多啊。是呐，能够像吴哈妮那样整个世界中只有白胜祖一个人也很好啊。            
(2星)	 看了半集，就坚定了我不看的信心！你很好！！            
(5星)	 贤重在里面超帅。吖吖吖吖。            
(5星)	 很喜欢，觉得不错~漫画原著也看过~            
(3星)	 没意思            
(2星)	 只不过把演员换成棒子。。。。。情节一模一样啊！            
(2星)	 不得不比啊 台剧拍的好            
(5星)	 女主角刚开始很丑 后来很好看 服装也都挺的~哈哈 今年按照这个剧买衣服啦~哈哈哈            
(2星)	 贤重演得不好没意思            
(2星)	 我不得不说，这个不怎的，甚至连服装造型都不怎的，多么怀念很多年前借录像带看日版的感动。            
(4星)	 生活就是需要一部这样的剧，一部就好            
(2星)	 支持台版，韩剧为啥非得把女主角白痴化暴力化呢，花样男子也是一样，女主角都刻意得看不下去了            
(4星)	 一路看下去，越来越有爱！小白和honey的眼神交流很棒！            
(4星)	 无聊时看看            
(1星)	 看了一集，还真...没敢再看第二集~~            
(3星)	 我是冲着金贤重看的，结果看了几集实在坚持不下去。还是《我结》里的生菜夫妇可爱            
(NA)	 sweet！            
(NA)	 为了我喜欢的贤去看的            
(5星)	 花痴必看            
(5星)	 看久了真的觉得还不错呢。女主角越看越可爱，金贤重演的很好，有很多小细节。            
(5星)	 女主越看越有爱。So sweet！            
(3星)	 金贤重好帅！我冲着金贤重去看的！            
(5星)	 虽然剧情没什么期待的、但贤重oppa还是很帅啊。嘿嘿、            
(4星)	 比起台版来，这部相对人更真实了些，结尾honey说，开始喜欢上当护士，不仅仅是因为胜祖，还因为有种成就感。不仅仅是因为爱一个人所以有了的梦想，很幸福。            
(5星)	 有眼缘的人总是让人忍不住看下去~            
(2星)	 比较烂的一次恶吻，失望            
(4星)	 令人轻松的电视剧 没有负担感 让人甜蜜的渴望爱情            
(4星)	 我家的贤，不顶绝对不行~~            
(3星)	 还是钟爱台版，但是总的来说很不错了            
(3星)	 看到这些场景，就会想起郑元畅和林依晨……            
(3星)	 还是台版的好看~本来湘琴很可爱的　这里面演的　我很讨厌的            
(3星)	 因為是《宮》的導演拍的我才看，不然才不看。。還是台灣拍的好哇~            
(5星)	 好帅就好哈~            
(4星)	 真的是给贤重的。。。            
(1星)	  没有拍出感觉来。。。。            
(4星)	 吴哈尼~~哎呀这一部戏怎么如此快的就结束了捏。。            
(5星)	 怎么办呢 贤重 我…~~            
(5星)	 比郑元畅的好多了            
(2星)	 女猪脚太不好看了0.0 看到就不想看了。没有林依晨版的好看            
(3星)	 哈哈，还蛮好笑的啊= =            
(3星)	 第一季太没劲了。节奏灰常慢。往后忍住就好了。            
(2星)	 看了一半，弃~            
(3星)	 男女主角的戏份不够，乱七八糟的人一大堆            
(3星)	 将近尾声了。突如其来的爱，总让人觉得不真实。最近我开始悲观了。。。            
(4星)	 覺得鄭素敏演得還不錯，善良、真誠，毫不做作。雖然是路人臉啦……看久了還是挺可愛的。賢重嘛……總是讓人感覺無論是戲裏還是戲外對女主都毫無感覺的樣子。            
(3星)	 要不是为了江直树 绝对看不完的片子韩版真不怎样            
(3星)	 2010            
(4星)	 还行吧，拍的不够精致，很多桥段粗枝大叶，演员年轻，演技有些浮。            
(4星)	 很多人都沉浸在金贤重魅力中 但是我觉得 其实我们喜欢的是入江 喜欢的是直树 喜欢的是白胜祖 但是日台韩版的男主确实个有魅力 不得不爱啊            
(1星)	 韩版女主丑到家了            
(3星)	 人物很帅~剧情嘛~~还行吧~没什么花样~~我表示男二演的很傻~            
(1星)	 韩剧神马的去SHI。。            
(2星)	 因为先看坏男人在先，所以一下看到女猪，没了兴致。跟台版比太做作了。            
(4星)	 因为金贤重才看的···            
(4星)	 剧情真是没法和台湾的比~瞿友宁导演的注意细节真是太难超要~相比之下韩版未免略显粗糙~但是贤重真的很帅~如果没有他，收视率应该会更惨~            
(2星)	 sorry            
(3星)	 男主鼻孔好大。。。            
(3星)	 剧情真纠结!!            
(5星)	 我们金贤重            
(3星)	 金贤重长得太阴柔了，还是我家小综帅            
(3星)	 金贤重太帅了，为了他我会一直看下去            
(3星)	 金贤重没有直树的味道啊 花瓶 花瓶也、            
(4星)	 衣服倒是挺好看~            
(3星)	 以韩剧打发时间            
(5星)	 金贤重主演的，难道会不好看么？！！超级好看啊啊啊啊！！            
(5星)	 开始看我也觉得不好看，但是越看越好看啊！！！            
(NA)	 韩版很不错.喜欢郑素敏            
(3星)	 之前选角,开拍一直充满了期待,看第一集就崩溃了，节奏太慢,后来慢慢好了点,不过还是台版的好看~            
(NA)	 没错，我是泡沫剧的爱好者...            
(3星)	 想看看跟台湾版的相比，是不是更加傻B            
(3星)	 星全都只给我男人 郑素敏 你长那么丑还出来吓人 去死吧！！！！            
(3星)	 16 （1-12）贤重一人定乾坤，（13-16）清水煮白菜            
(3星)	 能坚持追看完毕 连我都被自己感动了~            
(2星)	 只能说画面满好，剧组下了大手笔包装，虽然还有做作之处。内容上和台版的太相似，就没有太大看的欲望            
(5星)	 从第一集的不怎么样。。哈哈。。到现在。我沉迷            
(3星)	 挺有爱的            
(4星)	 觉得湘琴有点难看，还是喜欢林依晨版的            
(5星)	 我狠喜欢贤重！！！            
(3星)	 不得不说，女主角真的爆丑。。。。好像几部恶作剧之吻女主角都不好看哦~~~~倒是男主角不错哦~~~~            
(3星)	 只能说般般~有些幼稚~            
(5星)	 减压什么的来看的。当时正好是压力重大时期好。所以很好地陪伴了我。            
(4星)	 只看男猪。。            
(NA)	 纯粹是因为贤重才看~~比较粗糙            
(4星)	 没有漫画、日版、台版经历的我就是没压力吗？            
(3星)	 ～金贤重很帅不得不承认但是台版深入人心太难超越了            
(4星)	 10集开始女二变得很讨厌诶..完全就是精分了么..哈尼可不可以讲话的时候舌头别伸出来..太2了。。女主太2还一直单恋完美男主。。看一遍悲催一次            
(4星)	 其实我觉得还行 就第一集太假了点 后面还不错~！ 女主算耐看行的 第一眼不怎么样 越看越觉得还蛮可爱的            
(3星)	 看在贤重的面子上才给3星的~  看了两集就不想看下去了~哎~            
(1星)	 还可以更烂一点吗，女猪可以再更丑点吗            
(3星)	 为了把版本凑齐而坚持看完，幸好它有点自知之明迅速收尾            
(3星)	 小贤这个酷男不太酷。            
(4星)	 比较有爱，大爱小爱。            
(2星)	 女主整没整啊？还有男猪那HLL的鼻孔啊。。。            
(3星)	 唯一的感动就是字幕组在直树告白那段是按台湾版翻译的，台湾版的感觉再次的温暖。其他因为剧情发展太快太粗糙，挺失败的…            
(NA)	 看着看着就没有了兴趣            
(3星)	 喜欢这个故事，很温暖，但是总觉得不如台版的            
(3星)	 还行            
(NA)	 实在不能和Takashi大神比较啊，惨不忍睹，看不下去啊看不下去            
(4星)	 好看 真的越来越好看  不像很多剧 越看越没劲   真的推荐看哦好看  真的很好看  没有台湾版本的蠢的不行  这样的甜心才是正常人啊    那有像台湾版本的蠢到让人跳过不想看了   韩国版本的有比较人性  我觉得很温馨  很好  ！男女主角深爱着对方的爱情真的很让人羡慕嫉妒！            
(2星)	 怎么不找金素恩来当女主角啊，她很漂亮也很可爱啊~~这个，真的不敢恭维~            
(3星)	 都不知道要不要继续......看完了...不记得了...            
(4星)	 贤重依然是那么帅。            
(5星)	 明明很好看啊，不知道为什么在韩国收视率这么低。            
(3星)	 太仓促。为神马不好好发展剧情。            
(1星)	 除了男主，其他任何一点我都看不下去- -            
(4星)	 比起台版的，女主演的比较正常点            
(1星)	 男主女主都不约而同的有副死鱼眼！            
(NA)	 喜欢韩剧的无厘头，哈，很消磨时间            
(NA)	 3.5            
(5星)	 很好看，很梦幻值得等待            
(2星)	 没什么大意思......金贤重比画样男子上舒服....败在女主角身上啊。。。 哎。。。漂亮不漂亮先不说~~~不招人喜欢~不可爱。            
(1星)	 贤重的美颜也不能挽救的烂剧啊！！！            
(3星)	 有点小傻。            
(3星)	 天知道我居然还有时间看完了最后两集。。比起漫画和台版的，感觉差远了。。            
(NA)	 一般般            
(4星)	 冲着wuli小贤去的            
(NA)	 风格与《我的野蛮王妃》一个样，都几年过去了，韩国的电视剧怎么没有一点突破！最近有点迷恋大陆拍的都市剧，比如《媳妇的美好时代》            
(3星)	 金贤重还是一如既往的帅。            
(4星)	 比想象的好看            
(2星)	 《恶作剧之吻》是我最喜欢的一部戏，看了反复不下5遍，每一遍都有不同的感动。出于挑刺的心理看的这部剧，果然很垃圾。中日韩三版我都一集不落的看了，台版果然是我的最爱。            
(5星)	 很好看，从第2集开始            
(3星)	 如果可以看过前2集，那后面还是可以的。            
(5星)	 很搞笑的~~~~~~~            
(3星)	 虽然剧情完全照搬，一点创意也没有，但是金贤重还是很帅啊~ 好吧，我也鄙视自己很花痴。            
(2星)	 第一集都看不下去，有够强的，没有看过比这个更差的改编了            
(3星)	 对金贤重实在不感冒，女主模仿尹恩惠的痕迹太重            
(NA)	 拍了又拍，同样的剧情，看不下去，就看了一集的一部分。            
(4星)	 因为剧情太相似，所以没坚持到最后            
(2星)	 日版台版。真的太经典了，这个版本看了一集，看不下去了。            
(3星)	 看在比较忠于漫画的份上，，，三分嘛            
(3星)	 有点失望，不过金贤重还是蛮帅的，至少进度蛮快还不错            
(3星)	 女主=成宥利+尹恩惠 （丑版）            
(5星)	 我看过最好一般的真人 恶作剧之吻骨灰级漫迷 人格保证             
(3星)	 感觉节奏太慢。。。            
(NA)	 金贤重就是适合演这种调调的。看了3集，还是台版的好看呀。            
(1星)	 蠢。。。。。。。。。            
(5星)	 贤重依旧这么美好~演技也提高了很多~！            
(3星)	 终于知道为什么我后来看不下去的原因了。因为我出戏太早了，因为金贤重和郑素敏假戏真作明显了。XDDDD            
(3星)	 不管别人怎么说，我还是很喜欢金贤重版的~~我觉得，这是台日韩三版里，最棒的一版了，最像漫画中的江直树~~~有感觉~~~            
(4星)	 我真的觉的还行，演员都很可爱，琴子和朋友、情敌、父亲之间的的感情很丰满，至于结局，反正冬天来了，很应景。            
(NA)	 一般化            
(4星)	 勁搞笑！！            
(5星)	 还可以，反正我觉得很好看呵呵！！！            
(3星)	 贤重好帅啊 女猪不说了- -            
(3星)	 终于  哎               
(3星)	 女主看起来好像尹恩惠。            
(4星)	 okay啦，越看越好看。想不通为什么收视率那么差，泡菜国大妈的口味真是奇特。            
(4星)	 男主角比较好。。。            
(2星)	 只有男主角好看而已            
(NA)	 看帅弟来的            
(3星)	 纯偶像剧.. 不知为什么.. 最后雨中的那个画面一直留在脑海..             
(2星)	 大爱小重 女主倒我胃口            
(5星)	 光是看着金贤重的表情都觉得很好玩了。女主角没有台版的可爱，不过情节还蛮可以的。我还是很喜欢片尾那些泰迪熊熊哦~            
(2星)	 弃            
(2星)	 还是日剧的最经典拉            
(4星)	 我只是单纯的找刺激。。。完全的羡慕嫉妒恨            
(3星)	 = = 我能完整看完的电视剧不多  虽然这个也没看完            
(4星)	 其实挺好看的啊            
(3星)	 又没追完            
(4星)	 给男主的。            
(3星)	 好吧 堕落了 不要看不起我嘛~~~            
(3星)	 明明就是《宫》嘛！导演的节奏把握真的很弱！弃剧。            
(2星)	 金贤重明明很帅啊！为什么比起面对郑元畅的时候，我会更加思念柏原崇呢？            
(3星)	 女主一如既往的老虎老鼠傻傻分不清楚呀...            
(5星)	 个人觉得比台湾版的稍微差了点 但是还是蛮好看的 台湾版的真的是经典啊 我看了不下3次了            
(NA)	 每个人心里都有一个直树，不是你的直树才是直树！！！我想说这版我喜欢~···            
(NA)	 还是觉得台版好看啊！！！！            
(2星)	 为了看电视，我连这个都接受了。可见网速有多烂。            
(5星)	 金贤重真的好帅…不明白听了那么就doubles501的歌怎么楞没发现这样一个人才特别是最后几集结婚后 郑元畅当然也笑的很迷人 但是金贤重的笑是没办法直视的 甚至停下来深呼吸 嘻嘻现在突然结束了 人生也没什么亮点了            
(2星)	 就知道会恶心的不行            
(4星)	 女主角巨丑！！！            
(4星)	 小白~            
(4星)	 虽然是翻拍台剧，情节都一样，但韩剧就会比较有条理，看起来比较真实。            
(1星)	 装13            
(5星)	 贤加油！！！            
(2星)	 情节木有台湾版的紧凑 有点草草了事的感觉 我个人觉得还是台湾版的最好看~            
(NA)	 高中的时候就看过了。。            
(4星)	 已经没药救了……不喜林依晨的那版的湘琴，金贤重小卷发很Q，但是依旧没演技，只会笑啦            
(5星)	 金贤重帅死了！！！            
(2星)	 原来恶作剧之吻也可以这么难看            
(3星)	 金贤重还能不能演其他类型的角色呀，演来演去都是这样自作清高的！而且让人感觉近视眼的厉害！            
(3星)	 干吗要烫头发！            
(3星)	 可能期待太大，实际效果没有那么好。不过不耽误看帅哥。哈哈！金贤重啊！脑中还是我们结婚了里面的印象深刻。。。            
(3星)	 不知道是不是女主  扫兴。。金贤重这戏没把气质没出来得了            
(3星)	 拍的够漫画  但我也没挺住  女主已经不行  男主也有残的趋势……            
(5星)	 我觉得这5星完全是冲着男人和情节去的= =。。怎么说的，嫉妒明朗的爱情和长远的幸福吧= =。。。。。。。。            
(4星)	 因为金贤重所以追的，虽然觉得没有台版的好，也不赖的卡~~~            
(3星)	 整容还能整得再过一点么？            
(3星)	 除了金贤重很帅之外，真没什么兴趣。。。湘琴直树永远是经典。。。            
(2星)	 我，，，我看不下去了。。            
(3星)	 如果没有金贤重，我想我是不会去看。还是台版比较好看。            
(3星)	 还是台版好看啊~~~~直树，金贤重还是没那气质，阿金同学，悲惨的夸张与假~~~~太无聊，凑合看吧！            
(3星)	 无论是日版还是韩版永远都超越不了小综和林依晨的版本，台湾版的恶吻已经成经典了！就跟台版的流星花园一样早已深入民心！            
(2星)	 对于已经看过台版和日版的我来说，这一版真是抄袭得让人无法忍受。。            
(5星)	 因为有了贤重，一切都美好了            
(3星)	 其实，这部剧开始还不错，只是，后面越来越糟，尤其是结尾，草草收场~不过，里面女主的发型真的很不错啊~            
(3星)	 我觉得比台版的。。。。剧情就不谈了 太高深。画面还是漂亮多了。            
(4星)	 喜欢郑素敏演的吴哈尼，没有平日里韩剧女主角里那种大吵大闹的装可爱的情形，哈尼是一个很努力的孩子~  喜欢她            
(4星)	 我完全是沖著男主來的.            
(1星)	 受不了            
(5星)	 觉得超越了台版  真的很搞笑 虽然郑素敏并不是十分的迷人  但是演的自然不做作  好看              
(4星)	 因为世界上没有这样的直树，自己又做不到象琴子那样，所以恶吻才这么经典阿～～～            
(3星)	 金贤重...很帅            
(3星)	 其实还可以啊~虽然细节描写匮乏，缺少张力，缺少爱，但是我喜欢贤重O(∩_∩)O            
(3星)	 16集就完了？真不给力啊。台版拍的那么长，有两部之多。            
(3星)	 剧本节奏快了点，有些情节交代的模糊，让人觉得金毛演的是爸爸而不是性格偏差的天才。            
(3星)	 满可以   女主角不是很好            
(3星)	 纯粹打发时间的片子             
(3星)	 棒子最喜欢搞翻拍这种事了!            
(3星)	 感觉上应该比台湾版好看多了，至少剧情节奏算快 :)            
(5星)	 喜欢  百看不厌    喜欢漫画   喜欢金贤重            
(4星)	 蛮喜欢这种单纯的韩剧。因为现实生活中不存在，所以才珍惜！            
(1星)	 男的整的离谱，女的整的失败            
(4星)	 我想要一个江直树。很想很想很想...            
(2星)	 女猪脚让人难以忍受！！            
(2星)	 看到女主后就不太想看，我想韩国的整容业开始衰退，因为现在都流行自然美的女主。            
(3星)	 结局有点让人失望啊..~            
(3星)	 还是那句老话 除了金贤重 没有看点- - 可我为什么追完了。。费解            
(3星)	 因为金贤重才看的，很帅气，演技啥的，剧情啥的，不说啦，看这种片子就是图个乐和，干嘛挑人家那么多毛病~~~~            
(5星)	 因为看过台湾版的很精彩，所以很期待韩版，因为韩版每次翻拍都有不一样的亮点！            
(NA)	 欸            
(1星)	 此剧无下限            
(NA)	 反正你一笑 我就完全沒有免疫力了            
(3星)	 台版才是经典            
(3星)	 当解闷的不错！            
(5星)	 冲着金贤重看的，女猪真的不怎么样，就是山寨版的尹恩惠，不过金贤重演技提高不少哈，完全完美~            
(4星)	 贤重最高~            
(2星)	 小贤的演技有待提高编剧太不给力了，圣祖的性格编得太诡异了，哈尼很可爱            
(4星)	 虽然好多人给差评 但是金贤重的笑容 白胜祖的妈妈 只要好看就行 管这么多做什么            
(5星)	 大爱金贤重            
(2星)	 因为喜欢郑元畅，就算剧情已经滚瓜烂熟，我还是愿意去看，其实金贤重的不错，女主角也是越看越顺眼的。几个星期就没有看的欲望了。。。。。            
(5星)	 让世界上多一些湘琴吧。            
(4星)	 超喜欢他现实中的个性演技不错            
(3星)	 姐欣赏无能了 女主 求你割双眼皮儿吧            
(5星)	 越看到后面发现，其实还不错的。主要是男猪太帅了            
(2星)	 女主..是一个败笔            
(2星)	 和台版没得比的。。。。            
(5星)	 这是我心目中最完美的入江直树            
(3星)	 虽然很喜欢金贤重，但女主太次了。            
(1星)	 你妹的能换个男主吗            
(2星)	 各种烂啊。。浪费这么好看的剧情。。。            
(NA)	 这里的阿金真是不能忍。。。            
(5星)	 贤重！！！            
(3星)	 15集真是看得我目瞪口呆....            
(NA)	 感觉这个版本的直树比台版里面的来得更人性一些。对湘琴的心理转变也表达得更明显一些。毕竟漫画改编。大同小异吧。            
(2星)	 确实像有些人说的，有点像宫。不过男主角的妈妈大概是最漂亮的一个，女猪也没那么白痴的讨厌了~虽然对这个女演员本身无感~            
(NA)	 虽然不喜欢金贤重 剧情很俗套。。。勉强看看了            
(1星)	 金贤重的脸.........            
(3星)	 我喜欢贤重            
(5星)	 喜欢金贤重呀。。            
(1星)	 女主角太丑，越看越丑。实在是看不下去            
(4星)	 坐等每周3,4 的更新  O(∩_∩)O不过说真的 没有金贤重 这片真的没法看叻            
(5星)	 大爱啊。。。韩剧是拖沓。但是人家细节处理到一定境界了。。            
(3星)	 久违的韩剧，只是为了男主角而看。。。的确无台版的小综依晨来得经典自然啊！！            
(5星)	 很有趣呀！俄。。。。。。。终于完结了&gt;&lt; 以后不看连载了&gt;&lt;~~~ 等的我那个累啊！            
(4星)	 wuli賢重!!!!            
(4星)	 再见，白胜祖。。。            
(4星)	 有如此OK的脚本为基点，外加小新郎参演，以轻松愉快的心情看下来就好了。            
(4星)	 我只能说，我看的是囧贤少爷，不是剧。            
(NA)	 最近超迷腹黑男的，哈哈            
(3星)	 金贤重的发型像山P。女猪脚虽然丑但是耐看 慢慢觉得很可爱。偶像剧偶像剧。            
(NA)	 00后的时代到来了            
(5星)	 小贤新剧 力挺~            
(3星)	 女猪脚一~点~都~不~漂~亮！            
(NA)	 就是看金贤重来了这是...            
(4星)	 后来变得好看了.. 还喜欢 可爱呢  看让我觉得温暖美好的片子 third kiss Cup13            
(5星)	 蛮好看的 是目前在更新的韩剧中  最喜欢的            
(3星)	 我的韩版直树啊            
(5星)	 我觉得结局算不上仓促了 就是要这样的速度才行嘛……毕竟小贤的演技实在是搞不出什么花样了……但 还是喜欢 嘿嘿            
(5星)	 日版是绝对的经典，但是韩版的也很好看，故事情节不会完全追随日版，有些细节很有趣，对于翻拍来说，只要拍的好，同样值得期待。            
(4星)	 我发现电视剧的女主角都是越看越有味道。            
(4星)	 2010.09.14——第一集 金贤重            
(1星)	 大小鼻孔和撑不开眼睛，其他做作的配角。            
(4星)	 不同國度,不同地區,總會有不同的味道呈現出來            
(2星)	 我想说！！！女主角怎么能这么丑啊！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！            
(3星)	 恩 喜剧  恩 贤重            
(3星)	 其实我觉得吧 还行            
(2星)	 其实想给3星的~因为金贤重真的很养眼~但我讨厌棒子！带着个人的感情~我只给2星！            
(5星)	 冲着贤重也要看啊 男主女主飞快的进入状态满集都是粉红啊 这样也好一些好过台版等粉红等到脖子都长了呢 小综也不错啦            
(3星)	 还是台版 经典             
(4星)	 挺好看的，个人认为三个版本中排第二。            
(4星)	 虽然感觉不及台版的好，但是剧情套路是无敌的~~个人觉得还是可以看的~~            
(3星)	 要不是看在小白的颜上 唉~            
(4星)	 真的是美男的...            
(3星)	 感觉 ，小贤演技上去 了，恩恩            
(3星)	 因为台版才决定追下去            
(5星)	 嘻嘻~~~喜欢            
(4星)	 總之覺得比臺版好看。            
(1星)	 靠啊，完全看不下去，果断弃！            
(3星)	 原來對女主角可謂厭惡之極..可是看著看著也還行..原本嘛女主角就不需要漂亮聰明..[林依晨那個演得太蠢的我也可以接受了..我是在稱贊她的演技哦..粉別拍]..金賢重私也可以接受..應該會一直看到完結..畢竟這種灰姑娘劇情俺這個年齡段是十分待見啊啊啊..少女總愛做夢的            
(4星)	 sweeeeeeeeet~            
(1星)	 丑女！这么看看柏原崇是帅            
(4星)	 金賢重。完全為了你來看看的，不過直樹這個角色還是沒人能超越柏原崇。            
(3星)	 围观下。            
(3星)	 有贤的CUT版本就好了。。。。            
(3星)	 怎么大家都爱看这个？            
(5星)	 有感觉。。            
(3星)	 没想到结局是这样的            
(3星)	 还是台版最经典。。。凑合吧。。。o(╯□╰)o            
(2星)	 只看了5分钟……女主……额……            
(NA)	 perfect ending.....            
(3星)	 为什不让尹恩惠演呢，她在宫里面的感觉和这个很像啊，除了那部之后还没看到她什么好的作品            
(4星)	 这个坑终于结束了~结尾有点不尽如人意~不过，韩版的女主聪明点、男主没那么cool，似乎这样才更真实一些~最大的亮点：只有在韩版里才觉得阿金这个角色其实很可怜，平平也付出了那么多年的感情，怎么却没有回报呢？唉~            
(NA)	 女主角很丑演的很假，那个妈妈演的更假，一点也不自然，难看失败，还是台湾版的好感            
(3星)	 女猪怎么就这么丑呢~还是台剧比较上台面~后面比前面有劲            
(1星)	 金贤重那不是冷漠 是面瘫吧  我早就受不了他了 娘哟 为毛他会觉得自己很帅 ！！！！！！！！！！！！！！！            
(3星)	 呃呃呃，评分好低哦~            
(4星)	 喜欢里面的金贤重            
(4星)	 金贤重太帅了！            
(3星)	 我也只是爲了看看金賢重            
(5星)	 每一对甜美的情侣背后是不是一定会有一个伟大的知道牺牲的人呢？看到百胜祖和吴荷妮幸福的时候差点忘了那个伟大的峰俊古！总希望大家都幸福可能这是一种念想吧~~不过看着这么幸福的电视剧心里也会有一点小小的安慰吧~~            
(3星)	 嘿嘿 各种版本都有精彩之处 不过此版本收尾太仓促了            
(4星)	 就是喜欢贤重而已            
(3星)	 2集之后就直接弃剧            
(1星)	 为什么豆瓣没有零星的            
(NA)	 我家贤重~~~~比台版有爱            
(3星)	 到了中后期变得有些个愚蠢 但是我还是看完了            
(5星)	 男主角阳光帅气型，女主角可爱耐看型~好遗憾只有那么短就结束了。。。喜欢演员们，但是导演和编辑其实不是太令人满意。。            
(3星)	 终于看完了...= =            
(5星)	 好看好看            
(3星)	 女主好丑 金贤重好木            
(5星)	 网络版拍得好温馨，好幸福~            
(5星)	 很初恋啊~金贤重很帅~            
(3星)	 每一次亚洲大比拼时，棒子都是垫底的那位            
(1星)	 女猪脚 实在实在是……要是没有金贤重 估计连1星都没了            
(3星)	 我喜欢女猪的衣服和包包~            
(2星)	 垃圾~~女猪太丑金贤重跟一死鱼一样僵直            
(2星)	 原来林依晨这么美，郑元畅的面瘫脸这么让人怀念啊。弃剧            
(3星)	 这么好的一个故事，被毁成这样我也无语了。。。就算是为了贤重也撑不下去的烂戏，两个主演的演技对剧有影响，导演和编剧更是夸张，到后面很明显就是懒得拍了，常常是一个long镜头到底，也不切换视角什么的，啧，越制作越粗劣！没有那个实力就别翻拍恶作剧，想要拍好还不下功夫，夸张的了得！！            
(4星)	 我就是喜欢这种烂俗的剧情 偶尔春心荡漾一记没什么不好以前看的时候会想以后也要有这样的男生 现在看就会想 如果真的碰到了我才不要类 难搞死了            
(NA)	 女主像韩智慧和尹恩惠的综合体            
(2星)	 多出一颗星是给我们家贤重的。。。雷剧不解释。各种审美不能。我怀念汪大东的阿金怀念死了。。。。。。。            
(5星)	 谢谢,陪我度过了最初那段难熬的日子            
(3星)	 。。还行吧= =            
(3星)	 看在贤重的面子上。。。            
(1星)	 太烂了，剧情没新意，急急忙忙的感觉            
(2星)	 实在看不下去            
(2星)	 我想说女主角虽然长的挺弱智的，不过有时候还蛮可爱的诶。。。            
(3星)	 这个女主实在是……            
(3星)	 看过台版的，觉得这个很奇怪，那女主角太嫩了。不过体现的文化不一样。贤重的妈妈像宋慧乔            
(4星)	 女主角差强人意~            
(1星)	 一片注定杯具的翻拍片，缺少日剧的首创的优势+柏原崇惊人的美貌，也缺少台剧别具一格的温馨+男女主角宛如天生情人的默契，男女主角化学效应不浓，缺少独特卖点，难以延续前两版的成功            
(3星)	 就目前来看挺忠于漫画的，金贤重的演技进步了不少，女主很可爱，剧情很可乐            
(4星)	 金賢重一副山下智久的樣子，看上去就像似曾相識，像《宮》一樣的橋段，結果部分有唯美的小熊。看下去還能接受賢重的角色，越看越甜蜜。還挺創新，還有EP版，故事繼續下去。            
(3星)	 这部片子证明了不虐男主的韩剧不是好韩剧            
(1星)	 韩国棒子滚开，太玷污作者的心血了！！！            
(1星)	 这回你说她没动刀子我信            
(3星)	 女主太丑，看了很多集还是受不了，男主烫发很好看，蛮喜欢的，整部剧没什么特别，一般般            
(2星)	 整部片子充斥莫名其妙,台词和主角的表情态度老断,难道是棒子天生感情含蓄,思维超常?            
(5星)	 嘻嘻 好看的             
(5星)	 吴荷妮和白胜祖的小爱情！什么事都有可能的！            
(3星)	 关于这部嘛....漫快版,日本版,台湾版都看过拉.....韩国版也非要看的!            
(NA)	 好吧，我承认，这部就跟流星花园一样，怎么拍、谁拍、拍成什么样我都会看一遍，可是，就两集我差不多拖拖拉拉了一周才看完，什么才能战胜这想要弃剧的心啊，麻烦天堂的多田薰姐姐告诉我吧            
(2星)	 女主角被林依晨演成个傻子之后我就对这部漫画感到惋惜 如今有来个丑八怪来演女猪 没表情的男猪也再也没什么吸引力了            
(3星)	 先看的花样，没有特别喜欢贤重，然后才看的我结，然后深深喜欢上了这个小新郎啊，因为贤重因为这部片子才看的~~~            
(5星)	 我的心里住了个白胜祖～            
(5星)	 曾是温馨~~            
(3星)	 金贤重的演技果然还是。。。歌不错            
(1星)	 恶。。。            
(3星)	 还是看完了。嘻嘻。            
(3星)	 最差就这个版了，忍不住还得“快进”            
(5星)	 我的妈，怎么感觉完全是抄袭台版的？？！！连台词都差不多欸！！只是从国语变成韩语而已。。。==“            
(NA)	 冲着金贤重看的。其实还可以。            
(4星)	 完全追的贤重和恶作剧之吻，这两个招牌啊            
(5星)	 虽说此剧评价不高，不过却是三版里我最喜欢的，好久没有追看韩剧了，给5星。            
(4星)	 结局太草率了            
(2星)	 我 是冲着贤重去的，结果无比的失望，看了6.7集，已经是我的极限了。。。            
(3星)	 帅气的 帅气的看韩版花样男子的时候 也没这么喜欢金贤重啊            
(4星)	 为了看金贤重，这女猪脚也太。。。哎。。。可怜阿拉小贤了            
(4星)	 四颗星全部给金贤重。。完全是为了他才看的。。女猪真的好丑。。终于看完了。。完全是抄台版的。。无语。。            
(1星)	 我1分给金贤重= =            
(NA)	 我对女猪的讨厌从坏男人延续到这部。。真是丑啊。。            
(2星)	 傻完了！            
(3星)	 那个男女主角什么的。。。也太让我失望了吧。。。。男衰女败啊            
