http://movie.douban.com/subject/1417946/	成长的烦恼 第一季 Growing Pains
(5星)	 童年向往的生活            
(4星)	 长啊长，烦恼啊烦恼            
(5星)	 原来Jason一家住在长岛啊。。。。。            
(NA)	 爱死了~~~百看不厌啊~~~            
(5星)	 人生中第一部美剧，和剧中的人一起成长            
(5星)	 蓦然回首，已经过去这么多年了的说            
(5星)	 童年的回忆啊，伴我成长。            
(5星)	 这个。。。70和80后的应该都看过吧            
(5星)	 忍不住还得找出来推荐，每个人成长的回忆            
(NA)	 童年记忆啊~ 恐怕是最早看过的美剧了~            
(5星)	 看N遍也有新鲜感            
(4星)	 My first amercian sit-com, loved it            
(4星)	 幼儿时开始看的启蒙剧            
(5星)	 当时超喜欢呢~可现在看已经没感觉了...            
(4星)	 恩...童年整天看，特喜欢            
(4星)	 小时候为数不多的美剧            
(5星)	 童年的经典，伴我成长！            
(5星)	 这应该算是最早的美剧了吧            
(5星)	 好亲切啊 陪伴了我那个成长的时代 多年后才知道我有多喜欢它            
(5星)	 有几颗星给几颗星            
(5星)	 在我眼中，伯纳还是那个上学忘穿裤子的小孩，但现在他却要去保卫我们的国家了……上帝保佑我们            
(5星)	 Mike Mike～～            
(5星)	 小时候看的，觉得很有意思，不过现在基本上情节都忘了，我现在唯一难回忆起来的是，每次我看这个就傻笑            
(5星)	 青春的必要组成部分。            
(NA)	 Mike很逗。            
(5星)	 以前每年必看的剧，只要电视台播都要看，百看不厌。            
(5星)	 童年。            
(4星)	 伴随童年成长的一部片子，记得一到假期尤其暑假就会不停的重播，算是最早接触的美剧，温馨亲情轻松的一部经典家庭喜剧。            
(5星)	 美剧初体验            
(5星)	 百看不厌。            
(3星)	 青年人            
(NA)	 童年喔            
(5星)	 经典的才是永恒的~            
(5星)	 永远的童年记忆            
(5星)	 95分            
(5星)	 喜欢，就是喜欢            
(5星)	 初恋总是美好的，想念Julie Costello            
(5星)	 靠，想当年。            
(5星)	 超爱的            
(NA)	 As long as we got each other.             
(5星)	 悼念波纳            
(5星)	 最棒的一部家庭喜剧，永远的经典，老少皆宜，受益终生。            
(NA)	 演哥哥Richard &#34;Boner&#34; Stabone 的 Andrew Koenig 死了            
(5星)	 要有十颗星就打十颗了            
(4星)	 共同记忆            
(5星)	 五星级，更多的是美好回忆            
(5星)	 看过部分            
(5星)	 经典就是经典！！！            
(5星)	 all my growing pains            
(5星)	 真太经典了~~现在还在翻看~~            
(5星)	 非常喜欢            
(4星)	 那是还很理解不了那里的幽默..            
(5星)	 mike seaver were here, here in the bottom of our hearts            
(NA)	 美剧启蒙            
(5星)	 多少遍都不会腻！            
(5星)	 到了现在还是一遍一遍的再看            
(4星)	 小时候的Ben很Q            
(5星)	 经典无需赘述            
(5星)	 小时候心中幸福家庭的典范            
(4星)	 还挺逗的。            
(5星)	 完美家庭            
(5星)	 空前绝后的电视            
(5星)	 经典            
(5星)	 童年的回忆            
(5星)	 现在才发现,原来迈克和路克有着HLL的JQ!            
(5星)	 百看不厌            
(NA)	 为了赶回家看这个，我可是付出了血的代价哦……            
(5星)	 哎呀~~好东西啊！成长中的烦恼~~成长中的经典~            
(5星)	 应该会永远记得模拟火山爆发的那一幕。            
(5星)	 Mike~            
(4星)	 第一部美剧吧            
(5星)	 快乐的西弗一家，童年最美好的回忆。顺便赞一下，上译厂的配音真是好啊            
(2星)	 老师放的...比较无耐》。。            
(5星)	 里面还有小莱昂纳多            
(5星)	 百看不厌！            
(5星)	 可爱的Ben            
(5星)	 三个小孩睡完午觉起来的快乐时光...            
(5星)	 很爱~很快乐            
(4星)	 小时候的大爱            
(5星)	 我心中永遠西弗一家。永遠的傑森，永遠的麥琪，永遠的邁克，永遠的凯萝，永遠的本....永遠的NO 1。            
(5星)	 记得小的时候最爱看的就是这个。现在再看原声版，反倒想念过去的配音版。它让我在小的时候知道生活可以是这样的。            
(5星)	 漫长暑假的最爱。。并且。。我一直到上了中学才知道它的英文名字叫growing pains。。很喜欢Mike~            
(NA)	 很小的时候跟我哥一起看过  但印象真的是很深刻  超级搞笑            
(5星)	 绝对绝对绝对绝对的经典~看过自知。            
(5星)	 OH Mike            
(5星)	 经典，人生第一部美剧            
(5星)	 百看不厌            
(5星)	 我小时候的梦想。            
(4星)	 很久之前在电视上看过, 好搞笑..看到不愿吃饭!            
(5星)	 看的时候我可能跟ben差不多大，还是喜欢国语的配音版            
(5星)	 上小学的时候一到周末奶奶就调好台叫我去看也许是因为里面有她想说但不知怎么说的东西吧~谢谢奶奶            
(5星)	 童年的经典！！现在更想看原版了。            
(5星)	 第一部美剧            
(5星)	 百看不厌。            
(5星)	 太太太好看了……喜欢看全家福。。喜欢看这部剧时的冷气（因为是夏天）……            
(5星)	 哈。小时候爱。。            
(4星)	 当年看这个剧的时候，很小很小。。。            
(NA)	 记得绿叶频道一直放，不知道现在还放不放。            
(5星)	 小时候看的,现在教育台重温,天那,那时之后还有新落山机警察与闪电侠与夜行人等美剧            
(5星)	 美好的儿时回忆，经典。            
(5星)	 成长的烦恼            
(5星)	 非常喜欢这个电视剧            
(5星)	 美好的回忆。。            
(5星)	 超迷的。将来要带着宝宝一起看。            
(5星)	 很喜欢小时候的Ben~            
(4星)	 最近绿叶台又开始每晚连播了。那个时候我才初中。MIKE有一张稚嫩但是英俊的脸。他的爸爸妈妈都还年轻。时光不再。为何勾起我的无线留恋。            
(5星)	 百看不厌...            
(5星)	 最先看的美剧            
(5星)	 其实我现在每天晚上还在看。。。            
(5星)	 看着他长大的...才发现同样是成长却差别如此大...            
(5星)	 最近教育台在放，每晚守候，呵呵~            
(5星)	 Let me stay at childhood forever.            
(5星)	 和谐的一家            
(5星)	 超级喜欢Jason，希望自己能成为一个他那样的父亲。            
(4星)	 存在于一个时代的经典美剧。            
(5星)	 小时候超爱的电视剧            
(4星)	 就记得搞笑了            
(5星)	 非常棒！喜欢故事里的一切，我要给自己的孩子看！            
(5星)	 一直伴随我成长，喜欢这样的家庭，无数的快乐，同样被我所珍藏            
(5星)	 永远的经典啊~            
(5星)	 可爱一家人            
(5星)	 美剧启蒙            
(5星)	 小时候的美好记忆            
(5星)	 已经无需更多的评论了            
(5星)	 每年暑假的必备品            
(5星)	 经典~~~            
(5星)	 神剧            
(5星)	 最好的家庭伦理片，杰森，我心目中完美的父亲、丈夫角色。            
(4星)	 地位可与西游记想媲美，伴人成长的好剧集。            
(5星)	 你看到了么 9.3分            
(5星)	 - - 重新看一遍            
(4星)	 呵呵~不错。            
(4星)	 小时候对美国的影响都是它给的            
(NA)	 童年的一部分            
(5星)	 最美好的电视剧回忆。            
(5星)	 Show me that smile again! 教育台你敢再放20年么?            
(5星)	 第一部接触的美剧，大爱~童年时代的记忆...            
(5星)	 永远的经典            
(5星)	 经典无比，我都想嫁给迈克了我            
(4星)	 哦哦~~一代人的回忆哇            
(4星)	 接触的第一部美剧... Ultraman那个时间段放的.... (明明那时我还学龄前...)            
(5星)	 成长的烦恼，成长的回忆，成长的一切。            
(5星)	 小时候很喜欢看 很搞笑也充满温情            
(5星)	 只为儿时记忆中的美好            
(5星)	 童年的经典啊~~            
(5星)	 令人遗憾的是后来这几个演员的人生……            
(4星)	 4.5            
(4星)	 成长的记忆            
(5星)	 如果没什么错的话是看的第一部美剧。            
(NA)	 太经典了！！            
(5星)	 重看多少遍都不会腻，希望能打十星            
(5星)	 小时候很喜欢看的一部剧            
(4星)	 小时候看的            
(5星)	 喜欢这一家子            
(5星)	 我看的第一部美剧啊。。。好多年前。。。            
(5星)	 只能用经典这个词。            
(5星)	 渴望自己永远都不失去本的天真，卡萝儿的智慧和迈克的洒脱。            
(5星)	 这是我最喜欢的电视剧，没有之一             
(5星)	 一代经典            
(5星)	 绝对的经典            
(5星)	 the childhood M            
(5星)	 真希望永远不要结束            
(NA)	 很小的时候一家人一起看的，很欢乐的剧，最小的小孩最可爱啦            
(NA)	 估计是看的第一部美剧 当时还小不知道外国人在里面傻笑什么。。。。。。。。。。嘿嘿            
(5星)	 就是好看            
(5星)	 第一步美剧            
(5星)	 最喜欢的一个情景剧之一！            
(5星)	 好看            
(4星)	 总之就是= =百看不厌            
(5星)	 俺童年的美好回忆            
(5星)	 很小的时候看过中文配音的            
(4星)	 真的是曾经的记忆啊。。。还是很不错的。。。            
(5星)	 美国！！！影响了一代人！！            
(5星)	 经典            
(5星)	 不容易啊，拍成这样            
(5星)	 不断重温……            
(5星)	 小时候的记忆            
(5星)	 每个中国人都会喜欢吧            
(5星)	 喜欢的第一部美剧            
(5星)	 O(∩_∩)O哈哈~            
(5星)	 美好的回忆 爽朗的笑声 源自于平凡的生活            
(5星)	 ~~~            
(5星)	 谁没看过请举手            
(5星)	 Growing Pains~            
(5星)	 这么好看明显满分的 就是正版的只有第一季 郁闷            
(5星)	  很经典。。新版的也不错。            
(5星)	 神剧            
(5星)	 我一定会把英文版看完的~            
(5星)	 我的80后回忆            
(NA)	 hhh            
(5星)	 show me that smile again~            
(5星)	 经典中的经典            
(5星)	 上海教育台的台剧，天啊又重播了            
(5星)	 百看不厌呢。原来只看过第一季。mike的配音变了就像换了一部剧而陌生呢。            
(NA)	 伴随我们成长            
(5星)	 麦克！麦克！！~柯克卡梅隆~~~~小时候的莱昂纳多~哈哈哈！            
(5星)	 五星评价只适用于那个年代            
(4星)	 还是OK经典的            
(5星)	 我爱着一家人            
(5星)	 看的第一部美剧，伴随我儿时的快乐时光，80后的孩子们成长中不可磨灭的记忆。可惜主角车祸了。            
(NA)	 天哪, 我今天才知道原来这里也有迪卡普里奥.            
(5星)	 没有烦恼，哪来的幸福生活            
(5星)	 大爱大爱超级爱            
(5星)	 经典啊！            
(5星)	 狠狠狠狠欢乐。哈哈。            
(5星)	 成长的烦恼，就是一本人生的教科书            
(5星)	 不管多少年。。。都是经典            
(5星)	 陪着我一路长大，自从成长的烦恼后，其他的喜剧很难让我笑得起来。并且N年以后，还专门买了碟片收藏起来，遗憾的是国语发音的，被骗了5555555            
(5星)	 传统美国家庭的爱的教育 现在还有谁会如此用心的去做一部电视剧            
(5星)	 绝对的经典!真的很难接受看到了结尾，好像必须承认自己也长大了!            
(5星)	 怀念            
(5星)	 为我的童年！干杯~            
(5星)	 没想到狠久狠久以前,我们就开始看美剧了...            
(5星)	 内牛满面啊....小时候那么执着看的电视剧..            
(5星)	 经典！经典！经典！            
(5星)	 没看全~~经典不容置疑~            
(5星)	 永远的经典！杰森 麦琪 麦克 卡萝尔 本恩 克里斯 ……   他们是我的家庭成员……            
(5星)	 最后一集有莱昂纳多，中间一集还有布拉德皮特，以前看都没发现。。。隐藏的真深啊            
(5星)	 美剧启蒙篇，还发现小时候好看的人长大了很容易变形，比如　ｂｅｎ，男人还是要保持身材的好            
(5星)	 童年的记忆，暑假里总是放的片子。现在为什么电视里再也不放了！            
(5星)	 经典，百看不厌~            
(5星)	 童年记忆            
(5星)	 这可比《家有儿女》带劲多了。            
(5星)	 可能是第一个接触的外国电视剧，童年的无限回忆，超五星推荐            
(5星)	 赞            
(5星)	 这大概是我们这代人最早接触的美剧啦            
(4星)	 又见小时候。            
(4星)	 百看不厌.            
(5星)	 总让我想起小时候            
(5星)	 经典 没啥说的了            
(5星)	 有回顾了遍英文版的，找的我苦死了            
(5星)	 经典的记忆……            
(NA)	 当年寒假熬夜就为看这个，N看不腻呀&gt;.&lt;!            
(NA)	 帅 帅 帅 每个成员都帅            
(5星)	 儿时的记忆。            
(5星)	 陪伴我成长的剧集……凝聚的是说不出的经历……            
(5星)	 伴随着这部片子淡去的还有最美好的童年            
(5星)	 太经典了，很像重温一遍，可惜网上都找不到英文原版的片源            
(5星)	 陪伴我成长的一部经典~~            
(4星)	 小时候看的            
(4星)	 小时候很喜欢看            
(5星)	 一直没有看完过的喜剧            
(5星)	 教育3            
(5星)	 这个可以打十颗星            
(5星)	 不曾抹去的记忆            
(5星)	 真的是..................百看不厭!!!!!!!!!!mike還真是美男咧~            
(4星)	 入门美剧            
(5星)	 前四季真是非常精彩，可惜孩子大了成长的东西就少了。            
(5星)	 真是好遥远的事情了。            
(5星)	 温情的家庭喜剧~巨蟹座的最爱~            
(5星)	 真正的第一部美剧！还是加里森敢死队？？。。。。。            
(5星)	 始终觉得这部是跨越了语言民族国界的经典喜剧，真实自然而美好。            
(5星)	 太经典了，小时候的最爱啊！！！！            
(5星)	 经典！！！ 在我成长的过程中有此片伴随，是我的幸运!            
(5星)	 看过几集，还不错。            
(5星)	 我的童年            
(4星)	 小时候的家庭美剧记忆之一            
(5星)	 当本恩也长成大小伙子的时候，越发怀念当时表哥表姐住我家的日子，三个人躲在房间偷看《成长的烦恼》，初三的表哥会在报纸上发表豆腐干大小的文章，收到女生的情书给我们看，折纸飞机……            
(5星)	 应该是最早接触的美剧了吧，经典            
(5星)	 我儿时思想的启蒙            
(4星)	 没看全            
(5星)	 经典，连我爸妈都喜欢看的            
(NA)	 第一部美剧 当时还小的很            
(5星)	 天！老友记的前辈！配音强悍！            
(5星)	 这个最赞了！童年的回忆！MIKE!            
(5星)	 不退色的童年回忆~            
(5星)	 高中以前是坚定的本控，长大一点后就更喜欢迈克了 =_= 还是喜欢迈克的第一个女友啊 TT 上海台配音的辉煌年代撒~~负责迈克的三个配音演员都很棒！倪蔚佳CV的本很不错 =W=            
(5星)	 最好看的美剧 和六人行一样 这个适合家庭~            
(NA)	 儿时看的真入迷            
(5星)	 我硬盘一直保存            
(5星)	 不退色的童年回忆~            
(4星)	 小时候的最爱            
(5星)	 一家的孩子从小长到大,我也从小看到了大...            
(5星)	 散落在童年的每一处。            
(5星)	 80后全都看过的美剧            
(5星)	 i love mike            
(5星)	 在我最最深的记忆里面，有它的一个位子            
(5星)	 我的最爱            
(4星)	 原来美国人也一样，锅碗瓢盆，儿女成群。多么“生活”的一部剧集，今天看来，一点也不过时。            
(5星)	 伴我成长，其实，大人和小孩都在成长。            
(5星)	 太经典了！最爱的美剧之一。            
(5星)	 谁能拥有这样的一个家？            
(5星)	 不知看了多少遍            
(5星)	 可能算是我看的第一部美剧了            
(5星)	 绝对经典 我要让我小孩以后也看这个~ 极力推荐！            
(5星)	 重温下，还是那么令人愉快！            
(5星)	 绿叶台重播了，断断续续重温~            
(5星)	 大爱！            
(5星)	 经典~            
(5星)	 经典，没别的了。            
(NA)	 小时候为了看growing pains，午睡时间都牺牲了，后来妈妈陪着看，呵呵 。那时候超喜欢michael            
(5星)	 童年啊..............            
(5星)	 FRIENDS啊 GROWING PAINS 这些都好哈但是上次问个28岁的美国大叔居然说米看过！？            
(4星)	 没啥可说的……对了，听说有迪卡普里奥，但我从来没看到过，囧。。。            
(5星)	 我最喜欢的一部电视剧            
(5星)	 经典中的经典　我喜欢ｂｅｎ            
(NA)	 有意思 不过比较老了            
(4星)	 这几个孩子，都挺牛的            
(5星)	 一路陪伴我成长啊！小时候看的是中文配音的！大学看原版的连听力+口语！            
(5星)	 孩提时代的印记。            
(5星)	 好温馨的回忆。。。            
(5星)	 如果你想学习幽默，这是套非常好的教材。            
(5星)	 几乎看完全集            
(5星)	 经典中的经典，尤其对我来说            
(5星)	 Good for kids            
(5星)	 10星 10星  N个配角 前面的配音 喜欢死了 虽然他们长大了没怎么看前面的真的很好看            
(5星)	 迈迈迈迈克！            
(5星)	 跟着一起长大。。            
(5星)	 陪我走过成长的日子~            
(5星)	 小时候美好的回忆            
(5星)	 童年啊童年            
(5星)	 那个年代的笑料百出，这个年代的理解万岁            
(5星)	 小时候绝对不可磨灭的记忆。            
(NA)	 很早的美剧了...曾经上课当听力练习放过..            
(5星)	 I looooooooove Micheal~            
(5星)	 永远的经典~好爱他们一家            
(5星)	 成长的烦恼 和 人人都爱雷蒙德 美剧最初的记忆            
(5星)	 多么可爱的家庭            
(4星)	 我童年的一部分            
(5星)	 唉 啥都不说了            
(5星)	 温暖的有笑有泪的弥漫进整个生活的成长的烦恼            
(5星)	 超喜欢看的，只要电视台放就追下去看，一直想要个哥哥或姐姐的~~迈克好帅~~~哈哈            
(5星)	 家喻户晓了～            
(5星)	 从小伴着我长大            
(5星)	 實在是很很很喜歡            
(NA)	 家庭　温暖　            
(5星)	 绝对是电视剧史上的经典            
(5星)	 经典！！！！！！            
(NA)	 经典的不可思议。            
(5星)	 本恩!~爱死他啊            
(3星)	 我们都已经长大……            
(5星)	 看的是记忆            
(NA)	 伴我度过少年时代的Seaver一家，常看常新。片子拍了好久，剧中的小主人公们都从毛头小子和黄毛丫头变成了帅哥靓妹，自己也在不断地观看中慢慢长大。            
(NA)	 永远的mike！特喜欢carol在有一集中的一声&#34;Mike!&#34;            
(5星)	 非常感人！~            
(5星)	 经典            
(5星)	 大爱阿！！            
(5星)	 最爱最爱的美剧            
(4星)	 小的时候看过，一看演员的照片，好熟悉            
(5星)	 噢 爱爱爱爱 爱爱爱爱            
(5星)	 成长的烦恼，我们都有过            
(4星)	 怀旧            
(NA)	 成长时不在烦恼~            
(5星)	 超级喜欢Mike！            
(3星)	 每只鼻孔塞4支铅笔的迈克 迈克 迈克            
(5星)	 童年的回忆~Kirk Cameron真是帅啊~~~&gt; &lt;            
(5星)	 第一部美劇。小時候看和現在看都一樣經典。            
(5星)	 经典！！！！！！！！！！！！！！！！！！            
(5星)	 oh my childhood            
(5星)	 绝对的经典，陪伴80后度过童年的一部经典影片。            
(5星)	 本尼你为什么要长大            
(4星)	 断断续续的陪妹妹看第一季都没看完            
(5星)	 陪伴我一起长的美剧。。。也是第一部看的过美剧。。话说那个1到10季啊。。。            
(5星)	 经典            
(5星)	 本~~~            
(5星)	 太喜欢啦，俺看的第一部美剧，哈哈            
(5星)	 很经典！            
(5星)	 经典~~小时候一直看~~老爸看不不懂还不让我看，于是就偷着看            
(5星)	 太经典的家庭喜剧，我喜欢迈克啊！            
(5星)	 从小看到大.            
(NA)	 show me the smile~            
(NA)	 这个貌似是除了越狱外我看的比较完整的外语片            
(5星)	 Mike曾经是我的爱！！！            
(5星)	 亲爱的~            
(5星)	 曾经疯狂地热爱过这一家人~            
(NA)	 你是不是80后？            
(NA)	 很开心看了它总是。            
(5星)	 经典            
(5星)	 童年...            
(4星)	 只是很怀念            
(5星)	 哈哈我非常喜欢，去死吧家有儿女            
(5星)	 美式家庭            
(5星)	 边吃晚饭边看            
(5星)	 经典            
(4星)	 这就是生活。            
(5星)	 经典中的经典 不管是教育 还是戏剧 一定要听国语配音版本的            
(4星)	 儿时的记忆啊            
(5星)	 Growing up~            
(3星)	 真的很烦恼            
(4星)	 最早看的美剧之一...真的够喜剧            
(5星)	 不可磨灭的记忆            
(5星)	 受不了配音 找不到原版 小时候的温暖            
(5星)	 很不错            
(5星)	 儿时接触的第一步美剧            
(5星)	 童年的回忆            
(5星)	 到现在还是很喜欢看            
(5星)	 太经典了!永远的成长的记忆!不过,恐怕也是大多数90左右及90前的人看过吧~            
(5星)	 绝对的经典昨天看了央十的《人物》讲述了剧组近几年的重聚，昨晚就突然很难入睡了，呵呵            
(5星)	 看他们成长我从来都觉得快乐。            
(5星)	 经典啊经典~我要有这样的爸妈就好了~            
(5星)	 童年的回忆.有这样一部电视剧伴随着成长,真是幸福.            
(5星)	 迈克超帅.......            
(5星)	 陪我长大的美剧            
(5星)	 mike mike miek            
(NA)	 偶然的机会，看到莱昂那集，哈哈。            
(5星)	 小时候百看不厌，算是美剧启蒙剧吧            
(5星)	 重温经典,还是很好看            
(5星)	 最早在教育台放，很喜欢看~~            
(5星)	 大儿子和小儿子都很帅！只是小儿子长大后砸就变得那么丑了            
(4星)	 应该是偶看的第一部美剧吧? 哦, 不对, 还模糊地记得加里森敢死队啥的.            
(NA)	 经典的笑料.            
(5星)	 很喜欢迈克            
(5星)	 不多说～懂得入            
(5星)	 经典            
(4星)	 小时候的事啊~            
(3星)	 小时候欢乐的记忆            
(5星)	 喜欢迈克 因为他像死了一个人            
(5星)	 太经典了,VC上有第一季国语版的下载，画质尚可            
(4星)	 this is called ideal.            
(5星)	 经典            
(5星)	 美剧在我生命里的第一个烙印            
(5星)	 真不错            
(5星)	 当时大学的英语老师竟然说没看过此剧。内心鄙视数次。没看过成长的烦恼，你还好意思当英语老师吗。（当时我还和谐）            
(NA)	 经典            
(5星)	 大爱~只要电视台播，我就乐此不疲地看。            
(3星)	 纠结..........            
(5星)	 五颗星是一定要的！            
(3星)	 和谐的一家啊，不过貌似场景和装扮有点儿脱离时代了啊~~~            
(5星)	 我感觉比老友记好～            
(5星)	 从小看到大的情景剧，大儿子实在是太可爱了···他们在成长的同时我也在成长·            
(5星)	 人性教育启蒙            
(5星)	 ……本他长残了            
(5星)	 我爱波纳            
(5星)	 我和姐姐的美童年            
(5星)	 儿时的记忆            
(5星)	 最喜欢的家庭喜剧了            
(5星)	 也是一部看了无数遍的连续剧            
(5星)	 童年的美好记忆            
(5星)	 以前写作业的时候偷偷看。。            
(3星)	 看不出妙處。。。            
(NA)	 看过后，明白了许多            
(5星)	 Who Didn&#39;t Watch This!?            
(5星)	 我有一套！....英语学习版.  &gt;。&lt;            
(NA)	 看了心情很好的电视剧...很有家的味道...            
(4星)	 快忘光了，小时候看的，好像没啥大必要再看一次了            
(5星)	 看着它长大的。            
(4星)	 三十岁的ben=口=            
(5星)	 在当时，可是每晚必看            
(5星)	 看着这部片子长大            
(NA)	 我记忆中的经典            
(NA)	 以前最火的美劇了吧。。。            
(5星)	 配音倍儿棒 高二了还在看呢            
(5星)	 经典～～            
(5星)	 瑞西            
(5星)	 怀念啊            
(5星)	 永远的经典            
(5星)	 喜欢的另一部情景剧             
(5星)	 影响人生观            
(NA)	 看了好多年。。            
(5星)	 儿时和妈妈共同的回忆~            
(5星)	 童年的欢乐，塑造性格的一部连续剧            
(4星)	 还可以 以前是用它学英语            
(NA)	 长大以成人？只是概念问题吧，值得一辈子到死去思考。            
(5星)	 很好看            
(5星)	 因为迈克才有了 my curly hair~~            
(NA)	 永远的记忆            
(4星)	 上小学时 天天陪叔叔看 要知道我叔是个很无趣的人 没想到 这个！！！            
(4星)	 人生第一部美剧啊            
(NA)	 这怪不得我没看全 电视就没放全么……            
(5星)	 永远无法超越的美剧经典 我爱每一个人            
(5星)	 开开心心            
(5星)	 看过的第一部美剧            
(5星)	 没的说             
(5星)	 永远理想版的爸爸妈妈和兄弟姐妹。            
(4星)	 谁成长时没烦恼啊……            
(5星)	 学英语口语不错            
(NA)	 美好回忆            
(5星)	 百看不厌            
(5星)	 经典啊。小时候不觉得怎么好。。长大了很喜欢的时候却找不到好的资源了。。            
(5星)	 经典 经典！            
(5星)	 启蒙式的美剧，然后一发不可收拾            
(5星)	 地方台播的时候老跟老爸老妈一起看            
(2星)	 最爱mike            
(5星)	 从小看到大的电视剧，很可爱的一家人！            
(3星)	 学英语,..            
(5星)	 不用多说~            
(5星)	 记得很小的时候看得            
(5星)	 伴随着我成长的记忆            
(5星)	 经典，童年~~            
(5星)	 童年啊童年            
(5星)	 like it            
(NA)	 我的成长            
(5星)	 伴我长大            
(4星)	 小时候看的，第一部美剧吧，温馨的家庭，mike的微笑这么多年了还印象深刻            
(5星)	 哈哈哈 嗨~麦克！            
(NA)	 成长的烦恼很多            
(5星)	 喜欢麦克！            
(5星)	 我想没有人会不喜欢迈克的。（*@ο@*）             
(5星)	 经典回忆，胎教必备            
(4星)	 青少年们            
(5星)	 从小看到大            
(4星)	 美好的记忆啊，哈哈哈~            
(5星)	 太喜欢了，大学又看过一遍！！            
(5星)	 看不厌啊～～太赞了！            
(5星)	 美国情景喜剧片             
(5星)	 小学毕业的暑假偷偷看的。百看不厌！            
(4星)	 非常喜欢这一家子            
(5星)	 经典！            
(NA)	 一起成长            
(4星)	 回忆            
(5星)	 我最喜欢的美国长篇连续剧之一            
(3星)	 哈哈            
(5星)	 給孩子看的 有教育意義            
(4星)	 我的小学英语老师配音的            
(5星)	 最喜欢的美剧之一，对整个人成长的影响都很大。            
(4星)	 就是喜欢这超美国的感觉！            
(5星)	 之前很迷这个。            
(NA)	 ben就是可爱。            
(5星)	 同样是美国式的幽默，很喜欢看            
(5星)	 best of the best~~            
(5星)	 唯一从电视上看的美剧            
(5星)	 嘿嘿、、于是机器娃娃到底叫什么。。不知都能不能搜到。。            
(5星)	 啥也不用说，美剧热爱的开始            
(4星)	 不是仅仅一笑而过            
(5星)	 十分经典的经典            
(5星)	 想再看一次。            
(5星)	 年轻时看成长的烦恼，年纪大了看老友记            
(4星)	 在我还穿个笑裤衩随便乱跑的时候我就在我姐的带领下看了这连续剧.即便我现在还记得当初的稚气,我也再没有看过了.不是不愿意,是没有机会.            
(5星)	 喜欢到没治,,            
(5星)	 童年···            
(4星)	 最后一集里，他们一家人团坐在地板上吃匹萨饼。            
(5星)	 太经典了，就不用说什么了            
(5星)	 经典中的经典！！            
(5星)	 还需要说什么呢？每年都要看到            
(5星)	 则颈！            
(5星)	 成长            
(5星)	 怀念啊~            
(4星)	 如果不算马丁叔叔的话，这是懂事以来看过的第一部美剧，留下多少相同的青春记忆            
(5星)	 带来无限快乐            
(5星)	 最爱~            
(NA)	 太经典了 ，大爱的            
(5星)	 反复反复，反反复复地看            
(5星)	 永恒            
(5星)	 上中学时，最爱看的一部电视剧。            
(5星)	 永不衰败的经典！            
(5星)	 萨宁么看过呢~            
(2星)	 满以前的了            
(5星)	 好，有记忆            
(5星)	 第一部美剧！绝对的经典            
(NA)	 挺逗的咧~            
(5星)	 话不多说，五星！            
(5星)	 从小大大从来没有改变过对这部戏的喜欢。            
(5星)	 如果说我小时候对什么美剧痴狂，那就是她了。所谓经典。            
(5星)	 以前喜欢迈克`            
(5星)	 经典老片啊！可以算是小时候最喜欢看的电视剧了~            
(5星)	 赞！！            
(3星)	 难忘把答案写在鞋底上的那集            
(5星)	 巨帅的Mike！            
(5星)	 呵呵 曾经的最爱            
(NA)	 看的不全，，，太多集老            
(5星)	 很小很小的时候就看.这么多年记忆犹新这个是我的第一次接触美剧            
(5星)	 儿时的记忆。            
(3星)	 鞋底美            
(5星)	 美好的童年回忆~~片头很不错~            
(5星)	 童年回忆！            
(NA)	 应该是我看过的最早的美剧~            
(NA)	 孩时的记忆            
(5星)	 第一部美剧            
(5星)	 极爱            
(5星)	 最爱，已下载英文版（刻碟）            
(5星)	 印象中看了几集，好像完整的看看            
(5星)	 我小时候最迷Mike，喜欢没长大的Ben，觉得自己可能是下一个Carol~            
(5星)	 经久不衰的经典            
(NA)	 好            
(5星)	 我的童年啊~~~            
(5星)	 这应该算我人生中第一部美剧吧...呵呵            
(5星)	 记载了俺的童年            
(5星)	 超经典 ...... 万人空巷的片子            
(5星)	 童年的回忆            
(5星)	 越来越觉得家有儿女是照这个片子在学            
(5星)	 重温，这样的家庭真幸福啊，陪我成长            
(5星)	 很喜欢            
(5星)	 从小学开始看的。。            
(5星)	 经典，80后都看过。            
(5星)	 超超超经典，小时候最最喜欢的美剧，现在看也很有意思            
(5星)	 美国式的子女教育            
(NA)	 美剧            
(5星)	 good series            
(5星)	 至今为止仍很喜欢，喜欢他们家每一个人，一个充满爱和温暖的家庭。            
(5星)	 one of my favourites!! Nothing&#39;s gonna stop us!!            
(5星)	 童年哇，姥姥家的记忆            
(NA)	 教育台老播出            
(5星)	 无法超越  最好的情景喜剧            
(NA)	 看过但不多            
(5星)	 没有哪一部电视剧让我看了这许多年……最开始只觉得这是我看过最富感情的配音的外国片~~后来再看便说是为了练听力，但任谁都知道看电视学英语的说辞是噱头~~再后来每看一遍就每专注于一个人~~至今我仍惊异于该片上映很久后依然保持更新。我常常把他们的照片由小看大，就当作同他们一起成长，并为着客串在其中的曾经年幼的名角大大的激动！我们各自有着相同又不同的烦恼，可不管怎么说，可是我们都在成长，并将继续成长下去，所以我们都一样！            
(5星)	 經典的情景劇！~~有笑有淚的感人劇集            
(5星)	 超级搞笑~~很怀念！            
(5星)	 看着长大的            
