http://movie.douban.com/subject/4317617/	妮基塔 Nikita
(NA)	 maggie Q真是适合特工啊杀手啊什么的角色呀~~~也太好看了！怎么长得都！¯﹃¯            
(4星)	 最后一集下了猛药啊...下一季可以期待一下...            
(5星)	 噢哟 还不错哦            
(4星)	 很容易看进去的呀，为男主萌！            
(5星)	 大爱大爱~~            
(5星)	 个人魅力无穷大。            
(NA)	 美女、杀手！            
(3星)	 考虑要不要追第二部==+            
(5星)	 这个片子不错，不错！            
(5星)	 很有意思的谍战片 看到了很多人性的一面             
(3星)	 Maggie Q的英语也太好了吧~            
(4星)	 需要爱，勇气和聪明            
(4星)	 大爱Q姐            
(NA)	 等更新是件痛苦的事            
(3星)	 剧情蛮紧张的            
(4星)	 比较喜爱~等待下季            
(4星)	 总体其实不错，剧情比想象的好。            
(3星)	 身材好正- -            
(1星)	 .......应该被砍掉的美剧            
(3星)	 她老了。            
(1星)	 剧情前两集基本可以理清，没什么悬念吧，情节有点粗糙，大概是对每个事件叙述都缩短来描述，没有电影的细致，也没有电视剧的长篇大论，想到一出是一出，看官们只能被动接受了吧            
(5星)	 好看            
(4星)	 看好niki不看好alex            
(5星)	 第1季剧情还不错，希望不会像prison break            
(1星)	 主角干瘦平胸， 实在是不吸引人。剧情弱智， 对话垃圾， 角色模仿前面的痕迹很重， 有东施效颦的感觉。完全看不下去。             
(5星)	 太给力了~赞Maggie Q，霸王花啊            
(4星)	 打发时间还是可以的。            
(NA)	 Maggie Q身材依旧那么的棒，只是看脸蛋确实老了些了。岁月不饶人啦。。。不过气质还是在那的，很不错的。。。            
(3星)	 美人傲骨。            
(4星)	 好纠结，要等到1月27号才能回归            
(5星)	 大爱Alice.!            
(3星)	 比较喜欢动作片            
(4星)	 编剧...后期别泄气            
(5星)	 挺刺激的MaggieQ            
(5星)	 夢中情人.......            
(3星)	 为毛我对亚裔女人也有爱对动作片也有爱。。。            
(4星)	 岁月还是在她身上留下了痕迹            
(4星)	 正翻了！MaggieQ啊……            
(5星)	 很喜欢的美剧，剧情紧凑，演员的演技都很棒            
(3星)	 看了一半，不像追的剧~            
(4星)	 好帅！            
(4星)	 very hot            
(3星)	 顶下maggie Q吧，身材很爆~            
(4星)	 ungeilivable   =.=  好慢 好慢            
(3星)	 我觉得最后Nikita肯定能搞垮组织，哈哈            
(3星)	 我承认，我是来看Maggie Q的            
(4星)	 越来越有意思.            
(3星)	 Birkhoff真是太可爱了            
(4星)	 剧情还是能牵动人心            
(4星)	 Maggie q 相当有气场啊            
(4星)	 ！！！            
(4星)	 Maggie Q身材真是没话说~            
(3星)	 觉得有点重复内容，，但是还算是紧张刺激            
(4星)	 正在追的一部美剧            
(NA)	 无聊透顶            
(3星)	 以任务为线索的电视剧，是我的case            
(5星)	 继赤裸特工之后，再一次出演杀手。娇小的身材却干练。很有味道。            
(5星)	 娱乐性很强。            
(4星)	 嗜血娇娃回来了            
(3星)	 除了Maggie Q。。我决定弃剧。。嗯             
(3星)	 漏洞太多了！不想再追了。反正我知道自己还是爱M.Q的！            
(4星)	 内容一般             
(4星)	 她的转型之作，爱啊            
(3星)	 喜欢女主角            
(4星)	 爱看MaggieQ ~~            
(4星)	 没觉得有多特别，但是还是再追，舍不得弃，Maggie Q很赞            
(3星)	 脸太长 胸太平！            
(4星)	 挺喜欢，跟！            
(3星)	 剧情千篇一律啊            
(4星)	 还可以。看见她我为何想起吴彦祖。。。            
(4星)	 有点女权的理想主义。还是不错嗒            
(3星)	 2011.5.24-22(本季完)            
(4星)	 Maggie Q越拍越憔悴//每集都可以來個峰迴路轉搞得我都沒激情不緊張了//基情比愛情更美好啊淚目。            
(3星)	 真的是太瘦了、            
(NA)	 看了两三集之后不想再看下去了            
(5星)	 Maggie Q looks absofuckinglutely fabulous ！！！！            
(5星)	 看完了看完了，要不是美剧休假我早就看完了。冷艳杀手什么的最喜欢了。            
(NA)	 正义女超人，没想到对这种有枪战的剧我也一路追过来，可能对亚裔人种比较有好感吧~            
(5星)	 所以美国人就是喜欢奥特曼呀。个人主义加英雄主义。变成性感版的就比较有收视率。困惑的是美国人喜欢的是这种身材的么？            
(5星)	 此类题材的都不会错过，更何况是MaggieQ            
(4星)	 MaggieQ 总有一种无法抵挡的神秘魅力             
(4星)	 是因为学姐看了。。。所以就下下来看了。。。女超人嘛~卡卡。            
(NA)	 不错，美女加枪战加斗智加爱恨情仇            
(5星)	 前面做任务升级、后面打怪升级- -|||不得不说、前面比较平淡，最后2集才是高潮！越来越好看~真心的。            
(4星)	 这剧还行吧 对CW的剧不能要求太多。。            
(5星)	 挺给力的，除了动作不是超级给力的感觉            
(4星)	 快点出啊。Maggie Q好酷啊。I love you！            
(5星)	 略拖沓            
(4星)	 总体剧情是喜欢的，虽然有些小设定很烂，而且很容易猜出下一步，但是maggieQ的女杀手形象真的太帅了，让人忍不住喜欢上这个女主角，嘿嘿。所以推荐大家看看。希望出两季，太少的话不过瘾，太多的话，就像其他美剧。偶可受不了            
(4星)	 一切为了MaggieQ             
(3星)	 全剧的亮点就是性感的maggieQ。。。真得是让人难以克制的性感啊。            
(5星)	 好美！！！！！！！！！！！            
(5星)	 Maggie姐，你已成功加入我的榜样排行榜，hot~~~            
(4星)	 MaggieQ 混的漂亮！            
(4星)	     还行吧，光看mq就ok了，确实很帅啊。就是不能想剧情的细节，稍微细推一下就觉得剧情编得很粗糙。而且这个场面也实在感觉投入很低啊，训练整天在个地下室里，好歹弄个小岛吧，不知道关在地下室能训练出什么来。我是冲着首个东方面孔的主角去的，希望多出几集吧，这个画面还是挺好的。            
(NA)	 我是用下半身思考的动物,鉴定完毕            
(3星)	 相比柴火妞来说，我还是喜欢肉弹            
(4星)	 华裔大美女~~喜欢喜欢~~动作给力~~剧情也好~~一直再看~~现在等回归~~            
(4星)	 又停播！！停播你妹啊停播！！！            
(4星)	 QQ 和 Michael，大爱啊大爱，Michael太帅了！            
(4星)	 michael帅气            
(5星)	 Q姐很好看            
(4星)	 各种诈尸+扫射+谍战 爽歪歪            
(4星)	 maggie Q还是缺少一个胸器啊。。。            
(4星)	 就冲Maggie Q的各种美！！            
(3星)	 出得慢。            
(NA)	 热烈推荐            
(5星)	 看的好爽啊，期待12集            
(3星)	 果然是打不死的小强            
(5星)	  MaggieQ 身材比例好好，剧情也赞            
(2星)	 荒废，每集都很废            
(3星)	 MaggieQ太老了！            
(3星)	 我还是觉得那个妞在汉语语境下更美            
(3星)	 少看两集还不错，看多了发现每集都差不多。。。            
(3星)	 这个不咋样，剧情发展不够紧凑，前面跟了看，后来就几个礼拜看一集。看第一季结局的时候觉得这才是应该要有的调子。            
(5星)	 灵光~            
(5星)	 第一季就这么轰轰烈烈地结束了，太多地惊喜与震撼，明年我再看第二季。            
(3星)	 等第十集等到发疯，等到后又一直没看，弃了。            
(4星)	 稀里糊涂的就看完了，神马正义不正义，都是浮云儿..我就喜欢那身材，就喜欢那要命的气场...            
(5星)	 太帅了~~            
(3星)	 做消遣看的。            
(5星)	 就是喜欢MAGGIE Q.剧情即使有点老土.但是还是很刺激.            
(3星)	 弃剧            
(NA)	 性感~~            
(3星)	 冲美女q去的。。            
(NA)	 Maggie真帅            
(3星)	 Maggie Q太帅了。            
(3星)	 美女效应            
(4星)	 挺帅气的~            
(4星)	 和老婆一块看的。开始挺好，不过感觉剧情越来越难以维持了。这alex在组织内部横冲直撞，鬼鬼祟祟，各种小动作，都没有被发现。难道武器库连个监控都没有？            
(4星)	 最后总会有人排着队倒戈- -            
(4星)	 冲着Maggie Q才看的。            
(5星)	 如果Michael不和Nikita宅一起我就弃剧!            
(5星)	 很佩服编剧            
(5星)	 太好看了·~~喜欢MQ~喜欢Mike~~很喜欢这种类型的片子 哈哈~            
(4星)	 很精彩！            
(5星)	 太赞了  ~~~~~~~~            
(3星)	 原本就是只是冲着美女去看的，别的没有期待也就没有失望            
(5星)	 精彩            
(5星)	 我喜欢maggie Q  花痴ing            
(4星)	 没事打发时间看看。            
(4星)	 MAGGIE-Q好漂亮的……只是在这里面有那么一点老呢            
(5星)	 主要是朝李美琪去的。。            
(3星)	 开始几集还好、后面就是不断的重复重复、、            
(4星)	 maggie Q 是看点，但是不可否认她还是老了            
(3星)	 看了几集，发现主线情节太过简单，卖点为maggie的性感与武器，过于老套了吧……            
(4星)	 M哥，乃好不要再打酱油了……            
(4星)	 完美的女人            
(5星)	 MaggieQ真帅，还有Michael深邃的眼神，Alex的激进，Amanda的变态，Tom死前的眼神...狡猾的percy,owen也挺帅的就是榆木脑袋！            
(2星)	 麦基Q是排骨            
(4星)	 MAGGIEQ挺漂亮的！            
(NA)	 第一集里有个回合她还没出手枪就掉了啊貌似 我晕死。。bug很多有些地方也够扯的可是现在完全是在期待M和N的故事而看。。。。            
(4星)	 剧情真的不错，就是Maggie Q实在是看着不顺眼啊，怎么看怎么怪，头那么大感觉跟个豆芽菜似的，哎~~            
(4星)	 Maggie Q，不要太性感。            
(5星)	 卧槽最后一集真是跌宕起伏阿曼达中途又杀出来成了最出彩的角色！！！alex终于离开了nikita！！！卧槽卧槽！！！！            
(3星)	 打得拖沓            
(5星)	 很帅气呢~            
(3星)	 越来越没劲了            
(3星)	 还可以~~~我还是更喜欢吸血鬼日记            
(4星)	 这是在哪里拍的啊            
(4星)	 挺喜欢Maggie Q的，第一次看她的《赤裸特工》就觉得这妮子不错，果然啊~~~终于拍电视剧了，哈哈哈            
(4星)	 MaggieQ身材很棒、题材很好、很吸引我。            
(4星)	 就是来看麦基寇的。如此美艳不可方物的女士演普通人观众是不会同意的！！！只有杀手妓女以及类杀手类妓女才够劲道！！！！            
(5星)	 结局完全没想到 amanda太强了 完全黑马反转            
(3星)	 maggie Q身材真辣。。我就是奔这个            
(5星)	 感觉动作片就是过瘾~~~太酷了~            
(5星)	 太棒了，成熟的女人格外有魅力            
(4星)	 16集很强大！            
(3星)	 小Q太瘦了 这僵硬的脸看来是打了不少肉毒菌看了一集就放弃了 不够吸引我。。。            
(NA)	 除了MAGGIE Q的性感外，也没有什么看点了。            
(5星)	 光看q姐就够了！            
(3星)	 冲着MaggieQ去看的，结果却有点失望，本来在我看来特别性感的一个人，在上面去显得有点力不从心，或许真的是太瘦小，她的女杀手看起来更需要保护，不像Angelina Jolie，甚至都不及Megan  Fox。            
(2星)	 额 我究竟是听了谁的劝说来看的 但是看完了哟！            
(1星)	 大烂片~~Maggie Q老了            
(4星)	 看完了，好看期待后面作品！            
(3星)	 个人感觉 剧情一般 Maggie Q  也一般            
(4星)	 qqqqq            
(4星)	 maggie 。。。。老了。。。。            
(3星)	 还不够欢乐吧··想想··小时候最喜欢的就是霹雳娇娃·为甚·因为欢乐···= =            
(NA)	 美女金刚闹翻天。            
(5星)	   很喜欢            
(3星)	 从一开始关注nikita，到现在眼光全放在女二身上……            
(5星)	 好看~~~            
(NA)	 很有味道的女人            
(5星)	 我竟然再追这个剧……            
(5星)	 很喜欢m，身材超棒@            
(3星)	 暂时只看了两集。。。情节不算新颖。。。第一集就把那个暗线给暴露也太没意思了吧╮(╯_╰)╭            
(NA)	 NIKITA~~~~            
(3星)	 弃            
(5星)	 五颗星给超级hot的美女们！            
(4星)	 越来越狗血啊            
(3星)	 弃剧            
(3星)	 度过我的休闲时光            
(4星)	 Maggie Q真诱人。            
(3星)	 美女，枪，暴力，情色， 阴谋论，反正能卖座的东西都堆砌到了一块儿。心里极其鄙视自己浪费了周日的大好时光，但还是一集接一集的坐在沙发上看完了第一季。 唉， sex sells。            
(4星)	 最终她将演变成塑造政府形象的有一部美国版红色连续剧，扣一分。            
(3星)	 看的时候和朋友讨论说这个剧BUG真多，但是不妨碍我们各自在家追看。其实除了美女和枪战基本没剩下可以看的东西，我们依然每集不落的看着，并有意忽略它所有的漏洞。这不，第一季就这样没了，可以等下一季了。            
(NA)	 虽然有点假，但越往后越刺激，转折转折转折……聪明的alex渐渐转变成中心人物，喜欢小alex,漂亮纯真～            
(3星)	 Q很好看             
(NA)	 老套了点            
(2星)	 一男一女，没完没了～～            
(3星)	 不追了，人物太少，平板无奇            
(3星)	 情节还不错，关键是冲亚裔主演的面子去的。            
(4星)	 美女，特工，动作片，顺便听听英语练练耳朵~~~            
(3星)	 1看到中间的时候就对不停的回忆产生厌倦2跟一群也是经过训练的人打架他们怎么也打不中你却一打一准3对于一个政府都难对付的组织 你一个人要复仇自保兼顾所谓的维护正义还要不乏感性(最后Nikita都快成知心姐姐了动不动就掉泪)这有点困难吧4我不是一定要追求真实性 只是剧太散了 有待提高            
(4星)	 Q姐依然很风情            
(5星)	 我内心肯定流着暴力的血.            
(4星)	 Fantastic! I love Mq            
(2星)	 果断放弃了……            
(3星)	 女特工和黑组织的那些故事            
(3星)	 看看美女就成，情节嘛......            
(NA)	 看第一集的时候对maggie-Q大为改观看到第三集以后对这个剧情没有什么感觉了            
(NA)	 当初看Nikita就是冲着Maggie Q去看的 题材还算我喜欢的 就一直看下去了 期待第二季            
(3星)	 弃之......            
(3星)	 好评的多是男生吧            
(3星)	 看完第1季11集            
(3星)	 剧情没法看。只能看演员。两个女主角演技都不错。mag演得特别好。就是脸长身短。            
(5星)	 很好看            
(4星)	 中间几集有点罗嗦            
(3星)	 越往后越精彩。            
(4星)	 自从迈寇和NIKITA联手我就不看了            
(4星)	 Maggie Q很销魂            
(4星)	 感觉还没完……            
(4星)	 michael太可爱了哈哈            
(3星)	 只是看看而已            
(2星)	 我最终看不下去了。这本来是一个爽快的动作片，非要弄出忧国忧民的假正经，MQ从头到尾苦瓜脸让我实在无奈了。布景啊剧情啊什么的，敢多花点钱弄精细点吗，拖沓无聊得要死了            
(5星)	 女版波恩            
(NA)	 看到我考试都失眠.哈哈.不错            
(NA)	 绝美的特工间谍片， 喜欢Maggie_Q             
(4星)	 还不错            
(3星)	 唉啊            
(4星)	 第一集最后看见那个猪头，我又想看第二集了。            
(4星)	 不错啊~Maggie的身材还是那么火辣~！不错，看不出来是孩子他妈了啊，就是胸小了一点            
(4星)	 第一季还不错，后面很难续情节。            
(1星)	 挺SB一剧            
(5星)	 这一季是追着看完了，期待下一季。            
(3星)	 光有动作美女果然是无法让我坚持啊……刚开始挺有趣，后来几乎每集情况都差不多就无聊了啊……一天到晚停播神马的，弃。            
(4星)	 MQ还是很美的            
(3星)	 Q胸大点还能有点吸引力，没继续看的想法了            
(3星)	 大阴谋论的背景下，美女，复仇，情爱，暴力，悬疑，拥有所有特点，也就没有了特点            
(5星)	 Michael drives me CRAZY!!            
(1星)	 上了日本鬼子当。            
(4星)	 MaggieQ演得还不错            
(5星)	 太赞了，没看过旧版的，但新版的maggieQ太棒了，不要再拿她的性感做广告了好不好，他演技很棒            
(5星)	 结局太出乎人的意料了!!!!!            
(4星)	 弃了            
(5星)	 至少现在还很好看。第一季的最后两集感觉非常棒。            
(4星)	 可以作为重新认识maggie Q的机会吧，呵呵。            
(3星)	 好多美女啊，身材超好的~\(≧▽≦)/~。更新很慢，没耐心追了，看到10集就放弃了            
(3星)	 其实还可以，但不会继续看了            
(3星)	 虽然剧情很狗血~            
(3星)	 我倒是要看看她怎么把组织给弄残~            
(3星)	 soso             
(5星)	 仰慕            
(4星)	 别被砍            
(5星)	 I LOVE MAGGIE Q!!!!!!!!!!!!            
(4星)	 额 特工很适合她            
(5星)	 shane west 最帅            
(3星)	 就是为了看M的长腿            
(4星)	 我的dream girl            
(4星)	 尤物与特工。            
(5星)	 看过7集之后不想再看任何美剧日剧。。。非常精彩~！            
(NA)	 不想说什么了，已经两个星期没消息了。            
(4星)	 感觉还不错，貌似我们寝室就我一个人喜欢看？            
(4星)	 maggieQ好正~            
(4星)	 还可以啊            
(4星)	 啥时候才有第二季啊            
(4星)	 女主角犹如神话中的天使，总是在最需要的地方如期而至，动作大戏。期待第二季。            
(3星)	 情节能多给点高潮么？            
(4星)	 阿Q很是强悍            
(5星)	 男猪脚是我的菜            
(4星)	 有木有第二季？？？我觉得好看呢~~~            
(3星)	 后面比前面好看            
(5星)	 剧情很紧张 maggieQ 演得也很到位 7集开始渐入佳境            
(4星)	 和大家一样，我只是去看MaggieQ 的            
(5星)	 帅呆了            
(4星)	 目前看到第九集，Maggie Q还是很有魅力的。。            
(4星)	 性感的Maggie Q比任何女特工都美            
(4星)	 近镜头 MQ还是老了            
(4星)	 8错8错 Maggie Q真的十分养眼啊             
(5星)	 爱MN的JQ~            
(4星)	 当M和N深情一吻的时候，这部剧就圆满了。            
(3星)	 说实话，看这个片子完全是因为maggie Q火爆的身材（内心小小的邪恶一下）看了之后觉得整个片子的感觉还可以！            
(2星)	 看了两集，除了美女，没什么看头            
(4星)	 女主果然很霸气.             
(3星)	 Maggie Q真的不好看。。。            
(4星)	 绝对好看            
(3星)	 Maggie真是太。。。太迷人了，那小身材，那气质，我的目标。更新到第13集。            
(5星)	 爱死Maggie Q.  在剧中颇有女侠风骨，穿的衣服也很有型，哪有卖的?            
(4星)	 这个结局其实我想说。我并不期待第二季了。            
(4星)	 很精彩，只不过集与集之间联系不是特别大，这种美式剧情我们真的很难接受，每一集都是一个独立的故事，也同样使得我们看了一集后会觉得后一集没有太大的期望            
(3星)	 M小姐好瘦 太瘦了            
(3星)	 故事的叙述手法略有些死板。。但是美女杀手一直都是我热衷的题材~~  话说，也许让Lost Girl的女主角Anna Silk来演的话更精彩一些~   。。看了两集就放弃了。。。            
(4星)	 Maggie Q美呆了            
(4星)	 为什么CW的追到后来不是追基情就是追粉红。。。            
(5星)	  看了1-9，觉得很不错            
(NA)	 更新忒慢            
(3星)	 打斗真的很假             
(3星)	 总的来说狗血了            
(4星)	 michael能再帥點否            
(3星)	 总觉得剧情不愠不火的。。而且感觉很多地方都有点假            
(4星)	 剧情和Q姐的美腿还是很有看头！            
(4星)	 最后一集还是不错的，不过前面真有点太扯了。            
(1星)	 剧情弱智……            
(4星)	 = =MAGGIE Q很赞            
(5星)	 非常酷~给劲~            
(NA)	 看到第九集 弃            
(5星)	 剧情相当紧凑 结尾很有悬念啊            
(3星)	 看前两集还挺有兴趣的，后面的故事跟前面的故事差不多，就又了无新意了            
(5星)	 漂亮            
(3星)	 Bug无限的低智商片，一贯的CW风格。冲着MQ去的，表现中规中矩，剧本太烂了。。            
(NA)	 总觉得Alex做的太明！            
(5星)	 和吸血鬼日记一起剧终！            
(2星)	 没什么特别的。。。            
(4星)	 现在觉得武打版的MAGGIE挺帅的！            
(NA)	 好看，性感的美女！            
(4星)	 MaggieQ气质非常好，但是明显比以前老了点。剧情很精彩！            
(3星)	 不大喜欢女猪脚            
(NA)	 身材很美丽。            
(1星)	 组织里面竟然米有监控？？？？？？越来越不合理，放弃了            
(4星)	 剧情有点假，但还算吸引人，估计这次停播编导应该考虑剧情的问题了。。            
(5星)	 Maggie Q。性爱名单第一人。            
(4星)	 最后的结局就是，大家都反啦。。。。好欢乐啊。。。            
(5星)	 虽然没有以前看过的Black angle的剧情精彩，但胜在maggie q够迷人~~就一直追下去吧            
(2星)	 剧情不尽合理            
(4星)	 这个和《剑雨》相得益彰，说明任何组织对于大龄女青年而言，发什么都不如发老公来的实在            
(4星)	 ...我就是来看美女的 长腿瘦腰我的菜。。可惜胸太小了点            
(4星)	 Very nice!            
(3星)	 MAGGIE Q演技比较水            
(3星)	 我真不好美剧这一口.......            
(4星)	 god, get a room~            
(5星)	 MQ对此类角色的驾驭程度无懈可击,非美艳不可述            
(3星)	 MaggieQ            
(4星)	 SEXY!I LIKE IT!            
(4星)	 主角的身材还是不够强壮            
(4星)	 麦克好帅啊。。。口水。。片子实在很狗血 四星是给麦克大叔的。。。            
(NA)	 spy 题材  混血的脸庞   期待nikita 与Michael会有个happy ending            
(4星)	  MaggieQ美，，四星吧。。剧情跟动作就忽略吧。。。            
(5星)	 一直跟的美剧    因为有性感的Maggie Q            
(4星)	 迈克很帅，nikita很强悍            
(NA)	 奥！！我的最爱            
(5星)	 啊啊啊。第二季没更新啊            
(4星)	 1:切实感觉到MQ很美。5:能不能聪明点先打断BOSS的一条腿阿，笨！9:臭BOSS只会坏事。 跌宕起伏，很紧张，期待下一季。            
(3星)	 MaggieQ            
(4星)	 加长版赤裸特工吧~~            
(NA)	 剧情还算紧凑吧～MaggieQ真漂亮～我还是喜欢格蕾…            
(4星)	 偶然发现这个片，一口气连看九集，一转眼就到了凌晨两点半，内容不是特别新颖，但是整体效果不错，我很喜欢，或许是因为女主角吧。推荐大家有空可以看看。            
(4星)	 MaggieQ还有“Alex”还是很值得一看的            
(4星)	 女版007            
(3星)	 间谍片对我来说就是励志片 喜欢MQ Shane West让人冷感。。            
(5星)	 最喜欢Alex和Tom的感情戏。            
(4星)	 第一季忘记给完结了            
(4星)	 看了一集，还将就~~MaggieQ没有以前漂亮了~~或说好多美剧都喜欢揭米国的黑幕啊~~            
(3星)	 就那样吧。。            
(5星)	 剧情当然诸多狗血，但我就是爱Maggie Q!            
(5星)	 Maggie Q这个女人真是很有魅力，难怪当年吴彦祖那么喜欢她            
(4星)	 实话交代 反正大家都是来看Q姐的... 囧.. 那个翻译“尼基塔”真的很雷... 另外就是那个“嗜血娇娃”是什么情况？？？？【好吧赶在第二季之前看完了...还是那句话 反正我是来看美女的 你们呢...  = = 另外那个Alex 为么我越来越讨厌她            
(NA)	 太过于精明了啊            
(4星)	 第一季完结 季末的结局似乎既埋了伏笔能拍第二部 又像是能结束的结局为被砍做准备... CW已经公布了续订的消息 那就期待九月回归咯~            
(4星)	 maggie Q實在是太帥了，身材超棒，sexy，最後Alex會不會和amanda成為第二個percy呢？            
(4星)	 女主角你太神了吧。。。有必要么。。。。剧情一般般，看完第一季没有想追下去的感觉。            
(3星)	 Q姐啊。。。。就是剧情有时候也太玄了吧            
(NA)	 太帅了 喜欢的第一步特工电影就是MQ演的赤裸特工  嘿嘿 很稀饭·            
(4星)	 超级爱~·还有谁比她更合适这个角色呀~            
(3星)	 剧情过于简单了  =。=            
(3星)	 还可以，美剧空档时候可以看看，直觉此剧2季内砍档            
(4星)	 消磨时光。            
(NA)	 追着看的，主要看女主的那份酷劲，无它            
(5星)	 总体还是很不错的！和老爸一起看完的，虽说比007差远了，但还是感到相当紧张刺激的！            
(3星)	 对maggie Q不是很感冒，不过这部剧最近很热门。关注下~            
(4星)	 爲maggie Q而來.            
(3星)	 之前追了几集，不温不火，果断弃。。            
(4星)	 现在已经出了9集了，每集一个故事。Maggie Q很sexy,Melinda Clarke也很喜欢。期待下一集。            
(5星)	 无所不能的特工            
(3星)	 还行            
(NA)	 女人啊……销魂的是身材            
(5星)	 每集都很吸引人~节奏紧凑            
(NA)	 性感滴女银~            
(4星)	 还不错的            
(4星)	 Percy落魄的样子太带感了（¯﹃¯）Amanda果然是幕后boss！（莫名自豪）FOX这回名单出得神速CW你也快出真相吧...要是Nikita也砍了那我就真的考虑改变方向主追英剧了...T皿T            
(5星)	 给力            
(5星)	 觉得女主角很性感，很有魅力，是正义的化身。            
(4星)	 情节有时会觉得比较老套，但是MaggieQ真的很性感撩人            
(4星)	  Maggie Q 好瘦哦。。            
(4星)	 终于看到他俩在一起了。            
(5星)	 体育不及格 永远都成不了尼基塔            
(3星)	 显然MaggieQ已经不如当年那么年轻，但却成熟出另一种韵味，但是目前剧情却越来越没有相像中那么抓人，不知道接下来会不会有好故事            
(3星)	 中途放弃            
(4星)	 居然有blur的音乐做背景 哈哈 ~            
(NA)	 如果一季季看下去，除了身材，还有什么好吸引。            
(4星)	 我完全是为了看MAGGIE Q。她要是再添上个6,7斤肉，这个片子会更好看。            
(3星)	 女超人形象，无所不能，其实除了外表，戏里还剩下什么？            
(5星)	 第二季快点出瓦！！！！            
(5星)	 不错的。出来小M老了。但是动作很利索。情节也合理。。不错不错            
(NA)	 还可以的说            
(5星)	 好久好久好久不看美剧。承认是冲Maggie Q去看的- - 。            
(3星)	 一般，就是漂亮            
(5星)	 MaggieQ真给力！            
(3星)	 MAGGIE Q 皮包骨头            
(5星)	 豆瓣评价不给力呀 冲着MQ也要满分呐            
(3星)	 IRIS + 赤裸特工            
(5星)	 Maggie Q!!!!!!!!!!!!             
(3星)	 又开始追了            
(3星)	 MaggieQ的动作场面很帅气，除此之外暂时没看到该剧有什么新意，我会在其他剧集的空档之间来看。期望后面的表现会越来越好，不要被台里咔嚓……            
(5星)	 电视剧的价值在收视率 收视率在于有没有人喜欢看 我看着挺爽            
(5星)	 非常精彩            
(3星)	 M小姐的个人秀            
(4星)	 联想到越狱，，，主角是女的。。。。。            
(3星)	 尼基塔和比基尼有什么关系么？，maggie q老了啊，本片我把它和doll house分为一类，略有逊色            
(3星)	 有点感觉的台词：look,we all wear masks, every one,every day and sometimes we wear them so much, we forget who we really are.            
(3星)	 典型的美剧，不过我喜欢这个美越混血            
(4星)	 竟然还不错            
(5星)	 等死我啊！            
(4星)	 越往后越精彩            
(NA)	 还行啦，不至于难看            
(3星)	 剧情很明了  看了几集 便搁置了。            
(NA)	 不更新了            
(3星)	 瘦弱的MQ怎么看都不像一个身怀绝技的特工            
(5星)	 自从看了碟中谍三，MaggieQ就给我留下了很深的印象，尽管她很瘦，但还是蛮有气质的~            
(3星)	 大长脸辛苦了！            
(NA)	 真BUG啊            
(4星)	 maggie Q 超性感            
(3星)	 之所以选择看过是因为以后不打算看了一开始还行后来，老套路，老剧情，太假就失去看的兴趣了            
(4星)	 后期几集不错            
(4星)	 Q婶好身材，好身手！            
(NA)	 very good            
(2星)	 maggie Q 假假假假假            
(1星)	 第一集都狗血的没话说了            
(5星)	 精彩 毫无拖泥带水            
(3星)	 美腿呐，羡慕，嫉妒，恨阿！            
(4星)	 有时候真得感觉美剧的精彩程度丝毫不亚于电影，在短短的40分钟里，#尼基塔#nikita第一季09集,，迈克尔和ALEX两条线同时进行，一主一辅，同时中国大量穿插回意，这是好的CUT通常的做法，每个人都有自己的故事，但对比起女人的故事，男人的显然要更精彩！这是我跟NIKITA第一季            
(3星)	 弃了            
(3星)	 看了一集~不是我的菜！            
(4星)	 觉得只有第一季也够了            
(4星)	  MaggieQ isbeautiful~~            
(5星)	 很好看的一部剧，剧情紧张，情节紧凑，各种悬念~很喜欢~~希望不要成了一个坑            
(5星)	 我就知道Amanda会倒戈的。。            
(3星)	 麦姐之作，美剧对于特工的一贯特征的无所不能，打打杀杀一下子让我想起了“邵特”里的朱莉            
(4星)	 好喜欢Q姐            
(3星)	 跟到第九集 感觉太假 不想跟了            
(4星)	 这个类似的片子太多了，幸好有Maggie Q，而且看上去到目前为止，编剧也还行。其实我想给3.5颗星。            
(NA)	 还可以 不过老套路剧情都猜出来了            
(5星)	 第一部还算不错，最后一集拍的也很妙，期待第二季咯~~~            
(4星)	 Maggie Q很迷人，情节有点老套，不过节奏感还挺强的            
(3星)	 打死不看第二季。            
(3星)	 我看不下去了....            
(4星)	 美艳特工+知心姐姐=NIKITA剧情很给力，我就是爱这种FU啊FU            
(3星)	 比不上谍影            
(5星)	 挺好的~            
(3星)	 不合胃口 个人认为尼基塔开外挂 过分牛B了            
(4星)	 Maggie Q是坚持看这个剧的原动力……当然Michael也很有爱&gt;U&lt;            
(5星)	 给力啊。            
(1星)	 别说了 大腿比剧情更重要             
(4星)	 黑盒子神马的让我有在抄袭越狱的感觉不过超喜欢ALEX            
(4星)	 挺cool的，帅帅的maggie q            
(4星)	 季末几集更亮点            
(2星)	 太粗糙了            
(4星)	 这种类型的剧还是挺对我的胃口的，期待第二季！            
(3星)	 很一般，期望太高，失望就高            
(4星)	 第二季快点快点            
(4星)	 虽然剧情挺狗血的 但Maggie Q演得着实不错            
(4星)	 来拦maggie q 的。 故事真的很俗套            
(4星)	 越来越fascinating~            
(4星)	 爱看点不动脑的剧集，看来真是上年纪了。            
