http://movie.douban.com/subject/1786742/	情深深雨濛濛
(2星)	 你残酷你无情你无理取闹……            
(3星)	 全是熟面孔。雷点不少，值得恶搞。            
(3星)	 唯一喜欢苏有朋的时候            
(4星)	 我哥第一次跑龙套~            
(5星)	 虽然琼瑶剧的看点就只有那么些个 但是还是很迷恋民国上海 再者 这部片子里面带给我的美好感觉实在是太深刻了啊 忘不了            
(3星)	 就觉得杜飞有意思。。            
(3星)	 琼瑶阿姨啊~            
(1星)	 揍琼瑶！！！            
(4星)	 歌好听！            
(3星)	 小时候的我，多爱看啊            
(3星)	 有时哼起《兰花草》就想起这戏 苏有朋在这里面这搞怪            
(3星)	 你跳呀,外白渡桥!!!            
(NA)	 这歌我还是挺喜欢的，就是喜欢这些充满着大上海风尘味的歌            
(3星)	 哈哈            
(5星)	 离别的车站。            
(3星)	 行为艺术            
(3星)	 一哭喊我就抓狂。。。            
(4星)	 笑。。。我小学的时候就看了，我爸妈说这样不好= =            
(4星)	 当年...            
(3星)	 当年看的鼻涕一把泪一把            
(4星)	 还是不喜欢男一号。。。            
(3星)	 我比较喜欢杜飞~~            
(3星)	 电视台轮番轰炸不看行么，当年精神文化是何等饥渴啊            
(5星)	 我爱里面的赵薇。那些情歌很真挚啊。不过尤其是杜飞和方瑜的台词太琼瑶味了。            
(3星)	 想起读小学时下午做完作业晚上还跟妈妈一起守着电视看。            
(4星)	 最早接触爱情的时候吧。。。。。。。。。。。。。？            
(4星)	 一直喜欢林心如~~里面林心如的造型好漂亮啊~~~书桓太花了~杜飞又帅又搞笑            
(3星)	 oh 书桓~~~~ - -            
(4星)	 当年看哭过…            
(3星)	 这个也是从头看到尾的。。            
(5星)	 我敢打赌，没人看此片的次数有我多！            
(4星)	 我真的觉得这戏拍得很认真            
(NA)	 赵薇演的好。唱的一听就是王菲调教出来的。            
(1星)	 现在真是一秒都看不下去了 那时连一秒都舍不得错过 囧==！            
(3星)	 典型的囧瑶阿姨风= =            
(4星)	 歌声最能代表剧情的价值  让爱永久  为爱牺牲            
(5星)	 小时候的经典            
(NA)	 我一定是NC了，十年前傻乎乎迷恋的东西现在无聊的时候竟然又看了一遍。            
(3星)	 矫情- -            
(4星)	 如萍不是一点点的贱啊~哎~            
(2星)	 饶了我吧！！！            
(3星)	 当年看这个居然有看哭，多纯情的小姑娘啊            
(4星)	 从几年几年前的角度来看，还是可以的，嗯嗯。            
(5星)	 以前很爱的，带有以前的回忆            
(5星)	 我爱依萍的敢爱敢恨，爱依萍的爱，痛依萍的痛。            
(1星)	  你听我解释 好啊你说呀 我~~ 我不听我不听            
(3星)	 我小学为神马那么喜欢看= =            
(5星)	 很爱很爱赵薇的陆依萍，敢爱敢恨，坚强倔强，讨厌书桓的左右摇摆，讨厌的如萍的莫名无辜善良，其实最有心机的一个。。。            
(NA)	 无意间发现狗血泼面的作品我已看过不少了，-_-|||            
(2星)	 怀念一下那年的李郁姑娘            
(4星)	 怀旧啊哈哈哈哈哈            
(3星)	 小时候天天在CCAV8追着看= =            
(4星)	 当年            
(5星)	 不是说有多好看，只是没有他们就不构成所有有关童年少年及美好假期的回忆。            
(4星)	 那时候暑假看了不下五遍            
(2星)	 你别过来，让我飞~~奔过去我们撑住你！！            
(3星)	 最后那一句句我爱你还真是很感人呢。            
(3星)	 年少不懂事啊            
(3星)	 10年  历史感            
(NA)	 某程度上，觉得自己跟依萍挺像的，他们的故事都很轰轰烈烈啊.....            
(5星)	 最近我又看重播了。。。            
(NA)	 感人            
(NA)	 不喜欢太长还有不喜欢古巨基！！            
(3星)	 最近电视台在放,受不了依萍的妈妈每次讲台词都要大喘气. 现在看来,惋惜了已故的方瑜,也不那么迷依萍了.  这些天开始注意林心如,真的太美好了! 忽略台词,这还是部温暖的剧的.            
(3星)	 AUV            
(1星)	 ！@#￥%……&amp;×（）））））））（×&amp;……我为什么会看过～            
(NA)	 一边起鸡皮一边怨恨一边看，也许就是那时开始自虐自己看不喜欢的电视剧吧            
(4星)	 其实大家不必打分这么苛刻吗~~至少在我初一的时候觉得还是蛮好看的~琼瑶阿姨伴随我们成长哎……            
(3星)	 又是还珠格格人马。。琼瑶老戏。。四角恋。。回忆。。            
(NA)	 没看完..            
(NA)	 当年那个激动人心啊            
(5星)	 完美的回忆 哈哈哈            
(3星)	 纠结大剧~~！！            
(4星)	 唉。。。狗血啊 恶俗啊 也只有小孩子能被骗到了 多打的一颗星是给杜飞的            
(4星)	 重温            
(NA)	 现在的话，是绝对不会看这类琼瑶剧了==            
(3星)	 看过就好            
(3星)	 小时候追得很厉害。            
(5星)	 为什么芒果台不翻拍它呢            
(4星)	 讨厌如萍            
(3星)	 =_=谁没看过啊！！！！！！！            
(3星)	 李副官打雪琴   我最爱的情节~            
(3星)	 啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊            
(3星)	 羡慕那种感情。生死不离。            
(3星)	 磨磨唧唧地            
(3星)	 5            
(4星)	 每个80年代生的孩子都该看过。爱情启蒙片。            
(3星)	 在cctv8和俺妈一起看完的~  飘走。。。            
(4星)	 初中时天天跑回家看            
(4星)	 我想说如萍和杜飞那条线 还是很 萌的好不好。尤其喜欢如萍。            
(3星)	 喜欢里面苏有朋演的杜飞，对于剧里极力塑造的赵薇演的依萍和古巨基演的何书桓相当讨厌，就是不喜欢，不喜欢！！            
(5星)	 这星给的不是片子本身，是给和一大家子人男男女女牢牢少少围在一起看这片的心情和时光没看过琼瑶戏简直就等于没在8090年代活过            
(4星)	 我当时很喜欢杜飞的~~            
(5星)	 挺好的怎么分那么低。。            
(NA)	 2010暑假又看了一遍            
(4星)	 个性执着如依萍，苦难总是比较多。“我找不到我的刺了”，听到依萍说这句话的时候，真的很心酸            
(5星)	 我说我以前怎么看过这么多这种类型的言情，而且当时看的时候都超痴迷。哎。            
(3星)	 那时看 赵薇那被王雪琴压迫的可怜样 心痒痒            
(3星)	 其实蛮感人的额。。。            
(3星)	 ￢￢            
(4星)	 如果电视有重播，我依然会看的一部剧。无谓肉麻，不论雅俗。            
(2星)	 看到古巨基那张嘴我就无语了            
(2星)	 唉            
(4星)	 何书恒            
(3星)	 还好，这些东西没毒害我            
(4星)	 每次一虐如萍就莫名其妙的开心...那时候的林心如真的有点惹人厌啊...            
(3星)	 受不了古巨基...在上海又看到那座桥了，现在栏杆被漆成了红色，亮亮的，被毁了            
(2星)	 每次看到重播都很无言。            
(3星)	 初中时候我妈拉着我看的。。。其实巨不喜欢            
(3星)	 诶 我妈的最爱。            
(3星)	 琼瑶。。。            
(4星)	 太经典了            
(3星)	 怎么说呢~呵呵 呵呵  呵呵 ~            
(4星)	 我真的很迷琼瑶剧。。。。            
(NA)	 只想到放假时，各大卫视循环播出，播到让人吐得片子！            
(5星)	 小学必看  赵薇的歌都蛮好听            
(NA)	 最厉害的一部            
(3星)	 我不说什么了。。            
(5星)	 啥也不说了~            
(1星)	 之所以一颗星我觉得全毁在古巨基上了，在他身上我看见了小马哥的影子。。。            
(5星)	 经典            
(NA)	 琼瑶剧的魅力还是有的。陆飞爱的死去活来            
(NA)	 雷人            
(4星)	 杜飞太衰了            
(5星)	 是因为有赵薇才来看的            
(4星)	 还是不错~就是依萍在甲板上找自己的刺的那块，让我着实雷了一把，琼瑶阿姨啊。。。            
(3星)	 明明知道很狗血，还是在无聊的时候忍不住看，看了又起鸡皮疙瘩            
(3星)	 古巨基那个鲶鱼嘴巴~            
(3星)	 和老妈外婆一起看了不知道多少遍的QY剧，充斥回忆的其实是家庭温馨了。            
(4星)	 = = ！经典            
(4星)	 当时太好看了            
(4星)	 感动过一代人 迷过一代人            
(4星)	 集搞笑偶像饭后剧于一身的片子。。其实还有点好看。。。             
(3星)	 大妈的确是狗血了，我的确也是看哭了            
(4星)	 前几天又看了一遍，觉得还行~            
(5星)	 有点做作            
(4星)	 小时候放一遍看一遍            
(NA)	 还是经常看 为什么？            
(1星)	 现在真是一集也看不下去，直觉得腻歪。            
(5星)	 一直跟着他们哭。琼瑶奶奶你太牛了。。            
(4星)	 里面那么好看的方瑜可惜已经逝世了......            
(3星)	 romance in the rain  囧            
(4星)	 情深深 雨濛濛。。。            
(NA)	 你害我考试期间对着电视机发傻            
(4星)	 感动过            
(3星)	 其实剧情不错的。。。虽然的确狗血。。。如果放在中世纪欧洲背景下也许更多人追捧。。这就是不知道哪来的崇洋媚外倾向啊。。。。orz...我承认我也喜欢那风格。。。            
(4星)	 初中时看的原著。却觉得歌词才是精髓：情深深，雨蒙蒙，多少楼台烟雨中，记得当初，你侬我侬，车如流水马如龙，尽管狂风平地起，美人如玉剑如虹。            
(4星)	 依萍。我真怀念。            
(NA)	 太美好了！我爱琼瑶阿姨！            
(5星)	 百看不厌            
(4星)	 记得前年还是上年重温了，看琼瑶婆婆那哀怨情仇，那冷酷无情无理取闹看得我真痛并乐着，哈特别那主题曲，如今还天天唱给同为听。            
(2星)	 不要折磨观众            
(3星)	 哎。。。。。。。那些年代。。            
(3星)	 重播无数次的剧，我也会重复地去看。无知的年幼时光全被这类剧打发了。。。            
(4星)	 这个真是不知道看过多少遍了 每次还都哭。。。。            
(3星)	 我真的点都不喜欢古巨基- -....            
(NA)	 我就是讨厌 古巨基！ = =。没办法             
(5星)	 最琼瑶。            
(3星)	 不评价            
(3星)	 妈妈喜欢看，我也跟着看            
(2星)	 琼瑶奶奶大发慈悲没有找马景涛。            
(3星)	 当时觉得还行，为什么现在越看越雷。。            
(4星)	 谁没看过?            
(5星)	 满分！~就是喜欢这个片的颜色，那么明媚啊~无聊时候乱换台，只要重播这个，就一定看的！~~~歌很好听            
(4星)	 无聊时看看吧~~            
(NA)	 现在想起来真够狗血            
(NA)	 琼瑶了            
(4星)	 那天还唱主题曲内            
(3星)	 还行吧，那时很喜欢小燕子和苏有朋，就看了            
(NA)	 年轻时            
(3星)	 不懂事的时候            
(2星)	 有一搭没一搭的看过几集            
(3星)	 清楚地记得是小学三年级。劲爆狗血。            
(2星)	 琼瑶阿姨永远劲爆。            
(NA)	 我看过这个，我想笑。。。            
(2星)	 书桓~你别过来，让我飞奔过去……于是我斯巴达了T~T            
(4星)	 情深深雨濛濛 捧从了一直半红不红的古巨基。还有他那首歌《好想好想》。            
(3星)	 我还是正太时全看这种了、、悲剧啊            
(4星)	 一种很莫名的吸引            
(3星)	 无聊的琼瑶剧            
(5星)	 很不错~ 喜欢~ 挺经典的~~            
(2星)	 狗血            
(3星)	 肥皂剧的典型- -也是鼻祖            
(3星)	 台词~噗            
(2星)	 我居然看过此剧？是的，太惭愧了            
(1星)	 我讨厌何书桓 我讨厌古巨基演的何书桓！！！            
(NA)	 现在再看雷点很高啊            
(3星)	 狗血的可以            
(4星)	 其实都是怀念分啊..方瑜都挂了..            
(4星)	 还算得小小的经典。            
(3星)	 91去上海以后，说有一回春游去了拍片的地方，特别激动。想想也是好几年了，都要上大学了。            
(3星)	 煽情            
(3星)	 曾经爱听里面的歌            
(1星)	 我为么要评这个。。。好吧我放假常看，还有西游记和还珠格格新白娘子传奇。。。            
(3星)	 苏有朋让我大开眼界，像变了一个人，演得很棒！            
(4星)	 我还蛮喜欢看滴            
(3星)	 一般般            
(3星)	 以前总觉林心如和苏有朋比较配，当他们在一起后，又没有赵薇和苏有朋的那种戏剧感了··            
(3星)	 我觉得应该所有人都看过吧。            
(3星)	 琼瑶式爱情            
(3星)	 呃。。。当年跟着奶奶看的= =            
(2星)	 你无情你残酷你无理取闹！            
(3星)	 够了！最怕看見這部····糾結····趙薇明明應該和蘇有朋配！            
(3星)	 又是琼瑶哭死你不偿命的桥段~            
(3星)	 ＝＝            
(3星)	 每晚必追的连续剧。            
(3星)	 目睹拍摄 目睹ZW拒签名            
(5星)	 喜欢《好想好想》。。。            
(5星)	 我看过几遍都不知道了 嘿嘿            
(3星)	 我喜欢古巨基~~~虽然琼瑶阿姨的作品实在太狗血……            
(3星)	 身边有好多朋友喜欢这部剧，爱情故事是主线。既然爱了，就不后悔，总会幸福的啦            
(3星)	 增加了杜飞这个搞笑人物，注定不是原版的悲剧了            
(1星)	 前几年看过，小时觉得还行，长大后就很讨厌这部剧啦~~故事好假哟            
(3星)	 你无情无耻无理取闹            
(3星)	 我小时候真捧琼瑶奶奶的场。。            
(3星)	 狗血的剧情            
(5星)	 从头看到尾~全是喜欢的人！~            
(5星)	 白玫瑰 饭粘子            
(4星)	 少年时候喜欢的            
(3星)	 不可否认我看过，最后一集印象最深刻，嫩俩相聚滴时候大家都在哭，就我自个儿憋不住滴笑= =+            
(NA)	 很喜欢            
(NA)	 琼瑶式            
(2星)	 不喜欢古巨基巨夸张的表演            
(NA)	 我一辈子都记得 当年因为喜欢古巨基才花17块5租了34集的VCD ！看完后彻底讨厌了他…            
(3星)	 以前租片看。古巨基这样好奇怪。。。。            
(3星)	 呵呵。。。看来我主要是被主流电视台腐蚀长大的。            
(4星)	 还好            
(1星)	 卧槽。            
(2星)	 囧            
(3星)	 好肉麻啊            
(1星)	 消遣不错            
(5星)	 中央一套总是回放。            
(NA)	 疯狂痴迷说明我们那时太年轻。。。            
(3星)	 小学五年级因为没有看该剧而无法加入某人与某某人的对话，耿耿于怀至今。。。            
(4星)	 认为比较好的琼瑶剧吧，其实初中时很欣赏如萍，还有杜飞，可是现在，杜飞还有，如萍没有了吧            
(4星)	 看的时候喜欢可云            
(2星)	 以前还喜欢过还珠格格类，现在看看汗死            
(4星)	 当年火的啊。。。            
(5星)	 感觉还是很经典的，据说和原著有出入~也是看过很多遍的片子            
(4星)	 一晃，就是10多年了            
(NA)	 － －            
(3星)	 我室友都能背下来，纳闷啊，她为什么这么喜欢……            
(4星)	 喜欢里边的歌舞。            
(3星)	 裹脚布~~~战争加爱情            
(3星)	 剧情拖沓。。。            
(3星)	 这里面苏有朋还是很可爱的&gt; &lt;            
(2星)	 煽情造作的对白            
(4星)	 曾经和妈妈在电视机前一起看呀看重播~~            
(3星)	 想当年这戏还是很红的             
(2星)	 琼瑶的片子里有几部是不琼的？            
(3星)	 我妈妈感动的哭啦。可我为什么觉得挺无聊。已经过了迷恋赵薇苏有朋的时期了吧。            
(NA)	 那时真小，居然看这么言情的东东，嘿嘿…            
(3星)	 几个姑娘都好好看哦            
(3星)	 爱恨情仇            
(4星)	 还珠的余热            
(4星)	 我觉得挺好看哈。。            
(3星)	 杜飞很可爱……呵呵！            
(1星)	 矫情得。。。。啧啧。。。。            
(NA)	 初二那年每天晚上等着湖南卫视看这个，然后把剧里所有歌的歌词都抄在本子上，带到学校去跟大家一起唱            
(4星)	 每当听到这首歌就想起高一的夏天下了夜自习走出教学楼的场景~            
(3星)	 属于琼瑶的风格，年少的时候还能忍受，现在估计不行了~~            
(NA)	 那时候是不可能不看的，太火了，电视台天天播，不看也不行了            
(3星)	 只看演员，无视酸话            
(5星)	 爱看            
(NA)	 …………………………            
(3星)	 虽然有好多不好的地方。。。但是好像播来播去里面的歌大多数人都会来几句。这也是神奇的力量啊。。呵呵            
(4星)	 老上海            
(NA)	 咳没啥看的，老是悲剧            
(4星)	 以前看的很“啧劲”的            
(4星)	 情深深雨濛濛            
(3星)	 琼瑶奶奶。。。。。            
(4星)	 那个充斥着琼瑶剧的年代已经渐渐离我远去了，哎~            
(4星)	 琼瑶片            
(3星)	 当年我还追看来的...            
(4星)	 喜欢如萍和杜飞            
(1星)	 在我仍痴迷言情剧的时候能够令我看得寒毛直竖，不容易啊。至此我对古巨基童鞋退避三舍。现在回想这情节，雷啊！唯一一颗星送给苏有朋童鞋，为这部肉麻至极的剧增添了点笑点和亮点。            
(3星)	 讨厌古巨基            
(4星)	 稀罕可云            
(4星)	 我小学时特爱            
(4星)	 嘻嘻 阿赵薇是现在才会唱歌的哦            
(3星)	 杜飞太可爱了，讨厌何书桓。在爱情里犹犹豫豫的男人就不是个男人！            
(3星)	 多少楼台烟雨中！            
(3星)	 穷摇阿姨滴...偶尔也看看...            
(NA)	 只能看人不看剧情            
(4星)	 不错  虽然剧本相比改编很多，但别有一番风味    与近年的又见一帘幽梦相比  好太多了            
(4星)	 我觉得还是挺好看的。。。。。;)            
(NA)	 小学六年级的集体回忆……那时我还能用竖笛吹出里面的所有插曲呢            
(3星)	 以前断断续续看过，后来电视上但凡重播我就换台，实在受不了，朋友经常在KTV糟蹋“离别的车站”。            
(3星)	 总的来说。。。我不喜欢这个片子。。            
(3星)	 浓妆艳抹唱歌比较美~            
(2星)	 不喜欢也不讨厌。            
(3星)	 哈哈哈。            
(4星)	 以前是很喜欢看的啊            
(3星)	 矫情的台词            
(5星)	 我和娘亲都喜欢看。我就是喜欢古巨基演的何书桓。            
(3星)	 算看过吧，只是那个旋律回想起来实在有点倒胃~            
(3星)	 傻            
(3星)	 不想看也没办法都重放了不知道几次了            
(3星)	 书桓：依萍依萍，自从相遇，我的眼心中只有你可云：我的孩子。。。            
(NA)	 情深深雨蒙蒙……            
(3星)	 歌好听            
(3星)	 好吧 真的也看过很多遍            
(3星)	 电视里放了 好多遍啊            
(NA)	 穷摇            
(2星)	 对琼瑶一直不感冒 觉得挺恶心            
(5星)	 这种经典片子看了几十遍了，五星一定要的            
(3星)	 大象放屁，好想好想。。。            
(3星)	 那个年代的人····            
(4星)	 古巨基怎么演怎么看都是囧！！赵薇不是和苏有朋一对让我怨念非常久。。。- -            
(3星)	 书桓走的第一天，想他。书桓走的第二天，想他想他。            
(5星)	 这部剧其实挺好看的，应该算挺经典的，现在这几个主演，都没那个时候漂亮了~怀念啊            
(4星)	 看了很多遍            
(5星)	 真是经典，想乐一下的时候一定要看古帅锅滴~~~俗出境界，就是好片啊~~哈哈……古帅锅，你可逗屎我了……            
(3星)	 跟媽媽姐姐一起看 看到親親還捂眼,,            
(3星)	 琼瑶剧...            
(NA)	 真不是故意看的 当年好多台在放            
(3星)	 能不看么能不看么，那么多台播放            
(3星)	 其实，我能明白依萍，那种心里的声音不被别人听到的痛苦。自己的倔强却不容许自己有丝毫的放纵……刺猬的刺，有的两头都是尖的……            
(5星)	 林心如可美了~            
(1星)	 记得SOHU网易以前可以拼图，背景放的就是它的主题曲。好想好想，还是蛮好听的            
(4星)	 一个年代的视觉满足            
(4星)	 真挺喜欢的 虽然很多雷点...            
(3星)	 看在雪姨的份上            
(5星)	 夜上海...夜上海...我的~~夜上海            
(5星)	 算是第一部琼瑶剧~            
(NA)	 赵薇的表现太完美了            
(NA)	 小燕子后遗症。            
(NA)	 古巨基            
(4星)	 對於男主我表示非常無感，無感到極致            
(2星)	 一个时期一个喜好。这怕是第一次赶上时代潮流了。但总是别人早换了几种口味，还是恋恋。            
(3星)	 和爸妈打游击看的电视剧            
(1星)	 给不给一星是个值得思考的问题。            
(3星)	 琼瑶阿姨你雷死我了,……            
(NA)	 琼瑶式的爱情。。            
(NA)	 好看            
(4星)	 好低的分。。。            
(NA)	 那时候一集不落的看 其实 赵薇 真挺漂亮 现在有点老了            
(3星)	 其实我还是真的挺佩服琼瑶阿姨的。。。。给了我的童年各种阴暗的恐惧。。            
(3星)	 有点儿恶心……            
(4星)	 很靓            
(NA)	 至今还记得许多杜飞的经典语录            
(2星)	 想想真白痴            
(5星)	 虽然现在看来很雷，可是当时是真心喜欢着揪心地看着呢~            
(4星)	 依萍跳江露内裤~            
(3星)	 台词虽然搞笑恶心，但还是可以看看的。            
(4星)	 琼瑶             
(3星)	 琼瑶阿姨那令人愉悦的忧伤啊！            
(4星)	 当年还是不错的就是看林心如不爽~            
(4星)	 还不错啦,,喜欢杜飞和如萍,,            
(1星)	 好吧，我承认我看过，言情的过头了            
(3星)	 受不了何书恒和依萍还有如萍啊！！爱来爱去的，肉麻兮兮的，特别不喜欢如萍这个角色特假，到后面去做战地护士的时候就还好了，杜飞很搞笑啊，雪姨很坏啊，不过演技没话说啊~~            
(4星)	 狗血但我从来没有看腻过&gt;&lt;            
(3星)	 没有书好 结局太圆满了            
(3星)	 琼瑶            
(NA)	 囧，原来我看过很多琼瑶剧            
(4星)	 貌似比还珠看得还算完整  而且N次。。 没办法  电视台。。。            
(2星)	 那个时候赵薇不美            
(4星)	 琼瑶的经典            
(3星)	 狗血又一部哇，电视里翻来覆去的重播。古巨基很有某人的影子orz，杜飞太可爱了，里面的人都没事找事            
(3星)	 琼瑶```唉,不知道该怎么说了```总是那么的煽情```我快受够了```            
(3星)	 确实有点太煽情            
(4星)	 当时感动的一塌糊涂。            
(5星)	 非常感人。。虽然有的台词有点恶囧            
(3星)	 我爸很爱这部的            
(4星)	 何书桓的恶心和杜飞的搞笑。            
(3星)	 曾经很痴迷，不让看偷着看，还一遍又一遍。现在再碰到，立马转台，多看一点就会有看大海的感觉~ 唉，我曾经的青葱岁月。            
(4星)	 很喜欢杜飞^ ^            
(3星)	 喜欢赵薇            
(2星)	 被改得乱七八糟，只剩下一个壳了。            
(2星)	 台词太搞！            
(3星)	 我就是奇怪那时候大家就好开放啊书桓和依萍各种亲啊= =            
(4星)	 其实OK啦            
(5星)	 我喜欢！！！            
(5星)	 好吧，我还蛮喜欢的，每年都不知不觉会看到            
(3星)	 穷摇阿姨啊穷摇阿姨~            
(5星)	 阿姨的功力还是相当深厚地渗透到了各个时代            
(4星)	 你的书桓我的依萍~            
(1星)	 呕~            
(4星)	 旧家庭。旧社会。            
(3星)	 原声不过。            
(3星)	 好吧，不管怎样我全看了            
(2星)	 当年为了看赵薇跳河那一场戏，前面半部戏我一连看了三遍，终于给我等到了，跳完河我就没接着看下去了!            
(5星)	 赵薇的惊喜制作，貌似可云的戏份多余了点            
(4星)	 我还记得当时看的时候电视是10点还是11点播 我就华丽丽的熬到那个点看 欲罢不能 外公都睡了我还在看...貌似是这样? 汗 挺好看的 结局不错            
(5星)	 这部电视剧，在我心中是完美的~            
(3星)	 小学的时候看得了，那时候只是因为喜欢赵薇，因为受环朱影响，就觉得小燕子只适合永琪，那时候就不喜欢，只是耐着性子看得。            
(3星)	 陪我长大            
(4星)	 天哪~~现在不知道为什么那个时侯那么迷~~~？？            
(3星)	 3.5星。            
(4星)	 更喜欢原著的悲凉结局            
(3星)	 琼瑶剧就是这样，一边批评里面的剧情，一边无奈地看下去。            
(1星)	 这片里就挑不出一个顺眼的主            
(5星)	 那个时期，赵薇是电视剧女王，《情深深雨蒙蒙》让所有人看到了赵薇的演技。            
(3星)	 那时候怎么会觉得赵薇唱歌好听的……            
(4星)	 这部剧总会触发我莫名其妙的泪点。。。            
(4星)	 经典电视剧。            
(4星)	 现在看觉得当时赵薇是那么年轻稚嫩清纯漂亮~演的很好，比现在很多偶像剧好多了！            
(3星)	 看了很多好多遍，恶心了            
(4星)	 世界只在你眼中            
(3星)	 -，-我只是來評一下            
(2星)	 最讨厌何书桓!            
(5星)	 今天重新看它，竟让我潸然泪下……            
(3星)	 当时看得蛮啧劲额            
(3星)	 呵呵            
(3星)	 当肥皂剧还成            
(4星)	 想当年喜欢的不得了            
(3星)	 大家应该都看过了吧            
(4星)	 就是喜欢她呀。。            
(3星)	 虽然时代剧情老套，但是看得时候还是笑了很多，流了不少的泪，也曾咬牙切齿的捏紧了拳头……            
(3星)	 最近看这部电视剧,有点痴迷.其实是被依萍的坚强,敢爱敢恨所打动.虽然它的台词确实过于诗情画意,但我想诗情画意的面对生活,也是一种解脱.我认为生活有时需要虚幻一点.我部否认我喜欢着部电视剧,因为的不真实~            
(2星)	 CCAV8每逢假期必放            
(3星)	 - -！有著經典的瓊瑤式台詞的片子。            
(4星)	 浪漫啊            
(NA)	 书桓，你不要过来，让我飞奔过去            
(3星)	 从前无聊时看过            
(4星)	 看了无数遍，美好的回忆，感谢琼瑶大妈和有爱的演员们            
(4星)	 古巨基的眼睛放电啊            
(4星)	 我和我妈妈一起看            
(3星)	 琼瑶阿姨，如果是现在我绝对不看这样的电视剧的。当年太小了            
(3星)	 最后一段实在太恶了你别动，我过来。            
(3星)	
(2星)	 哎……琼瑶阿姨的电视剧在我还没有智商的时候是个很好的时间消磨帮手            
(3星)	 女：你无情，你冷酷，你无理取闹！   男：你才无情，冷酷，无理取闹！   女：我哪里无情，哪里冷酷，哪里无理取闹！   男：你哪里不无情，哪里不冷酷，哪里不无理取闹！   女：好——就算我无情，冷酷，无理取闹！   男：你本来就无情，冷酷，无理取闹！            
(3星)	 无爱……看一集跳三集也没有觉得落掉什么            
(5星)	 我不知道当时为什么那么那么地喜欢这部剧？            
(3星)	 高考之前每晚追看啊            
(4星)	 老上海还是很诱人的，只是这个卡司审美疲劳了            
(3星)	 赵薇跟古巨基不配，林心如和苏有朋不配~~~~超纠结的琼瑶剧            
(4星)	 当年看的那个激动啊，尤其是陆萍跳海的那段            
(3星)	 苏有朋只有演杜飞的时候我看得顺眼            
(3星)	 想当年真傻，这样的电视居然看了N遍            
(3星)	 重新看这部剧 想起了以前的时光 想到了你 和剧中某人有点像            
(NA)	 好想好想~好想好想~好想好想和你在一起~反正膈应死人不偿命。            
(5星)	 对这个有特殊的怀念            
(5星)	 情 雨            
(3星)	 骗小孩            
(4星)	 个人最喜欢的琼瑶剧。可以恨，也可以爱。            
(NA)	 歌蛮好听            
(1星)	 琼瑶剧都狗恶            
(4星)	 又是很彪悍的看了好几遍            
(3星)	 快背下来鸟……            
(4星)	 那个时候这片应该算是经典了吧。            
(3星)	 太恶心了            
(4星)	 2007            
(3星)	 为了赵薇            
(3星)	 最讨厌那个自以为是的何书桓了。头脑简单的杜飞倒是很招人爱。            
(5星)	 记得是偶和老娘在暑假一起看的            
(2星)	 被琼瑶奶奶呕死了            
(NA)	 琼瑶大妈出品，必属装逼~            
(3星)	 喜欢书桓和如萍订婚那段……            
(4星)	 深情啊            
(2星)	 这个太煽情了~无法接受~            
(3星)	 雷人的台词...你无情无义无理取闹            
(3星)	 电视里放过N+1遍的说……            
(3星)	 挺好的            
(3星)	 以前看的时候觉得还可以。最近重播，只看10分钟就笑出来了，太煽情，我大概是老啦！            
(3星)	 唉，基仔还是唱歌好...            
(5星)	 依萍            
(NA)	 磨机            
(NA)	 怎么能没看过琼瑶奶奶的经典呢。            
(3星)	 依旧NC- -怎么办、现在看看那些琼瑶片都很NC啊~            
(3星)	 当年傻傻的看来的,突然发觉古巨基的演技还可以.            
(3星)	 闹心            
(4星)	 曾经哭过            
(3星)	 古巨基的书桓演得还成，最喜欢依萍跳外白渡桥那段，忒虐            
(3星)	 2            
(NA)	 本应情深不寿，依稀记得她一袭蓝裙，面纱后泪光晶莹的动听歌声，这与那个门边的失意男子或者也并无牵绊            
(1星)	 恶心死了、、、            
(2星)	 自从看了他 古巨基变成了我心里最恶心的人之一            
(4星)	 跟原著改动到底多大啊            
(3星)	 OMG！琼瑶剧。。。            
(3星)	 高中时候追风小燕子看的。。。觉得好一般。。。可是班里居然有女生哭得眼睛都肿了来上课。。。好无语。。。            
(4星)	 高三那年，中午还跑很远的路回家，就为看个结局。。。            
(3星)	 我妈贼喜欢            
(4星)	 小时侯对琼瑶 还挺着迷的。。小时侯啊小时侯            
(NA)	 哎            
(5星)	 不爱琼瑶 但是爱杜飞 傻傻的惹人疼 让人爱            
(5星)	 好看。            
(3星)	 那些笑料挺有意思。那些男人的行为值得嘉奖。至于爱来爱去。太复杂。            
(4星)	 我的眼泪都献给了你            
(3星)	 ......            
(2星)	 无限销魂囧            
(4星)	 其实这部还不错。            
(2星)	 穷摇阿姨……            
(3星)	 趁着当年小燕子风，这部电视剧还是不错的            
(4星)	 很好打发时间            
(NA)	 司令大人            
(5星)	 琼瑶奶奶的经典作品，五颗星，没商量            
(4星)	 古巨基！！            
(4星)	 cctv8            
(4星)	 中学时代的初二茶余饭后我们的话题。那时候。常常在某个周末趁着家里没人悄悄打开电视来看。虽然作业也没做完。            
(3星)	 看了很多遍。。            
(3星)	 前几天还看过。当时很迷。            
(3星)	 太长            
(4星)	 很喜欢主题歌            
