http://movie.douban.com/subject/3882839/	千谎百计  第二季 Lie to Me Season 2
(3星)	 套路几好吖            
(NA)	 不知道为什么。。看了一半。。提不起兴趣了            
(4星)	 不明白为什么在美国收视不好.不过Tim Roth的演技真的很好,反映的也是些很温情的东西在里面.            
(3星)	 主角的戏份过多了，其他人完全无视了            
(5星)	 一部还不错的美剧。。挺喜欢            
(5星)	 Tim在里面太厉害了，那观察力真不是一般人~~            
(4星)	 没有第一季这么精彩！！！            
(4星)	 蛮好的~~~            
(NA)	 大爱Tim大叔~~~~好喜欢他的眼睛。很有爱啊啊啊~~            
(NA)	 其实一切有是那么的简单！            
(3星)	 没兴趣再追了            
(NA)	 看了，没记住什么            
(3星)	 Lie to me .Love me .            
(5星)	 嗯嗯~还是蛮喜欢这类型的~            
(5星)	 非常喜欢莱特曼博士的帅气与胸有成竹            
(4星)	 对心理学很好奇            
(5星)	 我常幻想，对我男友说：别对我撒谎，你的一举一动都逃不出我的眼睛！            
(5星)	 好看呀            
(NA)	 很喜欢Lightman            
(5星)	 这第三季啥时候出~            
(5星)	 等着６月份更新            
(5星)	 喜欢这个片子的大树哈哈哈            
(4星)	 感觉没第一部好了            
(5星)	 6~~            
(5星)	 S1更好看。。。继续等。。。            
(3星)	 第二季有点闷骚啊。。。能不能有点亮点和高潮啊。。。我开始认真考虑要不要看第三季了，再这么闷一季肯定放弃            
(NA)	 感觉挺有意思的。。剧情也不错。。有继续看的欲望            
(4星)	 没有第一季精彩，主要是被那个多重性格的女娃给震到了，太鬼扯。算是其中的一个败笔，也就是这个败笔让我提不起兴趣继续追了。            
(2星)	 看过CM和bones 觉得lie to me 真的就没什么了。。。            
(5星)	 唯一有爱的中年不美型老大叔（除爹外）……            
(5星)	 姑娘是爸爸的前世情人！            
(3星)	 看过十集以后，放弃。。与第一季相比，情节有些牵强。            
(5星)	 我喜欢男主角歪着脖子走路和问话的样子            
(4星)	 立意有点意思，纯粹的心理破案。但是我不打算追了            
(4星)	 第二季就没追了            
(3星)	 看了10集左右决定放弃追看的，模式比较单一。            
(4星)	 lightmen名气越来越大，案子也越接越大，稀饭，我就不怕事大。无所不在的人文关怀很合我胃口，我是著名的假慈悲            
(5星)	 大爱TIM ROTH            
(5星)	 看完之后就学着分析~~~费脑子的美剧，不过我很喜欢            
(3星)	 没有第一季;来的精彩,倒是加重了不少好莱坞的味道。这真的还是lie to me么，不是打着lie to me称号的好莱坞所谓大片？            
(4星)	 万恶的广电总局            
(NA)	 行为心理学是一门艺术，一门教人如何撒谎的艺术，这样的剧一定不能让男盆友看！！！            
(5星)	 相当不错~@            
(5星)	 既好看，又实用            
(3星)	 Season 2的剧情明显不行, 担心啊担心, 男女二主角都是我的最爱...Dear Lindsay, Dear 1900.             
(5星)	 Tim Roth彪悍的演技～            
(NA)	 看完后，自己都有那么点神经质，哈哈。你在撒谎吗?            
(4星)	 我挺喜欢这个主角的 他女儿也很酷 哈哈            
(NA)	 呵呵，男主角帅呆啦            
(3星)	 木能继续追下去            
(NA)	 情节很吸引人            
(4星)	 比第一季好看些。大叔对众女说love的腔调。            
(5星)	 看过后再看别人撒谎，你就会发现他们多莫不自然            
(5星)	 现在特喜欢看别人的表情~~            
(4星)	 最近看过的比较精彩的美剧了，但是有的情节确实设置的比较xx...            
(5星)	 不论科不科学，算是可以吊住眼球了。            
(2星)	 较之第一季水平直线下降            
(5星)	 很好看 只是不知道是否这真的是门如此引人入胜的科学！            
(5星)	 柯南升级版            
(3星)	 同类没CM好            
(4星)	 不如第一部吸引，都成历险记了~            
(NA)	 好看 好看 蒂姆的 太好了。可惜不出了             
(4星)	 我比较喜欢心理学。所以也喜欢心理学的电影。这个的确不错。            
(4星)	 即使后面感觉不新鲜了，其强大的实力也很明显。            
(4星)	 不得不说.. 比起第一季...  第二季对我的吸引力还真是下降了不止一点点..   很多集都是快进过的...        可能加上智商元素.. 有几集我还没看懂.. . - -  还是第一季才是王道..              
(4星)	 适合午休            
(5星)	 好看            
(5星)	 超爱            
(5星)	 剧情很扯，题材很广，主题鲜明，不错，值得一看            
(NA)	 什么时候更新啊？等得好着急啊            
(5星)	 虽然有点夸张，还是很值得一看的！            
(5星)	 大爱！            
(5星)	 谎言的背后            
(4星)	 没第一部好看            
(5星)	 容易落入俗套            
(3星)	 刚开始是有点儿迷这个牛人，可后来每一集都在repeat，没意思了就。            
(4星)	 第二季的大叔更突破了，科学家也会不按规范办事啊，有意思            
(5星)	 待续            
(NA)	 诶~~~超好看            
(5星)	 非常好看，非常实用，非常有意义            
(3星)	 水准下降的什么样            
(4星)	 一开始很有趣，后来有点缺少新意，Tim Roth的表演还是无可挑剔的            
(5星)	 居然还有个译名是“你骗我试试”，哈哈哈哈            
(5星)	 极为有趣的知识学科，微表情的研究，这样的人生似乎无趣，似乎充满探索和真相。            
(4星)	 好吧，Lightman你说什么就是什么吧            
(4星)	 还是第一季好看点，感觉第二季做得有点过了~            
(4星)	 你骗我试试……这个翻译名……            
(NA)	 小R推荐我看的，不过没坚持下去，我都全神贯注的在看GG，加之没时间，不过感觉是部好片子            
(3星)	 S02越来越假            
(5星)	 新追的美剧，还不错啊~            
(3星)	 一集一个故事，就看了几集~            
(3星)	 don&#39;t lie to me~            
(NA)	 因为这部片 我特地买了行为心理学的书来看 然后 我知道了 这辈子 基本上成为lightman是不可能了 这基本上1亿个人出一个            
(3星)	 关键在T叔。一定会继续看下去。            
(4星)	 可以从里面学到很多东西。但是多看几集也不过如此了            
(4星)	 不错的美剧，和我以前追的感觉不同~不过到第2季就慢慢开始平淡            
(4星)	 第二季没第一季惊艳了            
(5星)	 基本是一集一个故事，只是单纯一条线发展。区别于第一季的每集两条线。看点还是有的，不过有时连续看很多集会有点闷，还有感情线发展很混乱…不过还是有想追下去的意愿。四星半吧。            
(5星)	 总的来说我比较喜欢这种剧情的形式···            
(3星)	 第二季远没有第一季那么吸引人了            
(3星)	 日 6月才回归            
(5星)	 Doctor Lightman!!!你太牛叉了！！！            
(NA)	 Lightmen，你能看看我的生活在哪里吗？            
(5星)	 什么时候我也能有这技术            
(3星)	 10集… 我就当这一季完结了。。。            
(5星)	 好看好看            
(5星)	 虽然这部剧拍的很神奇，但是，在现实中很难观察到每个人的细微的表情吧，个就不得不到处装上摄像头？？不过作为一个推理剧和犯罪心理学剧而言，还是满不错的~            
(3星)	 我一直指望看出点house的味道，总是差点～可惜了lightman实在是BG属性太强想yy都困难            
(3星)	 又一部迟迟不回归的——我把3弃了            
(5星)	 想知道答案最关键的是问对问题~你会比学会辨别谎言看到更多，most of these regards to &#34;American Dream&#34;.            
(3星)	 除了第一集之外没什么惊喜，过于拖拉，看不下去~            
(4星)	 知道他痞，可就是喜欢他痞。            
(5星)	 觉得不如第一季精彩，有些内容比较接近美国本土的政治、时事，不太能理解，大概是有文化差异吧。            
(NA)	 不错，好玩            
(5星)	 第一集又来精神分裂~想当年Hero中的Jessica。美国人还真是好这口。            
(NA)	 我是为了看大叔而看的对不起～～～            
(5星)	 attractive~            
(3星)	 跟到后面不想跟了            
(5星)	 好啊好            
(5星)	 第三季快出撒 墨迹            
(5星)	 超赞！！            
(5星)	 第一季很赞的。            
(5星)	 说话的时候眼睛往右上方看的，说你了，哈哈，讲大话了吧            
(5星)	 还在追~~Lightman超有味道，看得我也开始观察研究人的面部表情肢体语言了。            
(4星)	 第二季前十一集真的是以前看过的啊。。。            
(3星)	 我不喜欢这种片。。这个大叔也没什么帅的 搞得自己很冷酷很英明似的，累死人咯 不看啦            
(5星)	 赞            
(5星)	 lightman那口英音太难懂了……            
(3星)	 越来越没趣了            
(NA)	 喜欢TIM ROTH抑扬顿挫的英国口音，《海上钢琴师》里的表现也很出色。而且他是金牛座，很踏实闷骚的一个星座，哈哈，我喜欢！            
(5星)	 快更新吧            
(5星)	 故作艰深的让我垂涎不止，就好这口儿悬乎的，追着看            
(3星)	 好久好久之前了。。。看了几集没意思，有点模式化没新意            
(5星)	 越来越人性化～～～            
(5星)	 蛮好看，呵呵，男主角一副痞子样            
(NA)	 6月份回归……等着            
(4星)	 等11集··            
(5星)	 很好看哦~并且可以运用实际            
(3星)	 第二季越来越向警匪片靠拢，脱离了原来剖析人性和犯罪动机的主题。但是也不用只放10集就over了吧？            
(4星)	 为什么到第十集就放假了……            
(4星)	 我就是爱这个剧爱到要死怎么办。            
(5星)	 还蛮特别的角度            
(5星)	 喜欢他的牛津，他的纹身，他的英腔，他的义气，他的love，他的实验室，他的不放纵，他的运筹帷幄            
(4星)	 居然没有第一季来得好看。            
(4星)	 这季看的时间跨度好大啊            
(4星)	 很神奇。剧情也很精彩。不过越往后越偏离主题了。后来无意中发现这哥们原来是《海上钢琴师》那个钢琴师。哈哈，形象百变啊，不过他还是痞一点比较好，不然没什么特点。            
(3星)	 水平下降 不爱看了……            
(4星)	 很好看 虽然重复性很高 但还是很好看            
(4星)	 Lie to me, just do it            
(5星)	 除了犯罪心理外最感兴趣的美剧            
(4星)	 第十集要到六月才出 不追了 第四集最好看！！！            
(5星)	 至少从这里我能感受到很多深层的东西，远远超过了谎言！            
(4星)	 还是不如第一季惊艳            
(5星)	 DR.Lightman is gorgeous            
(4星)	 看后让人想了很多觉得人生不会杜绝谎言，善意的谎言也要再三再说吧            
(4星)	 看多了  就没意思了            
(3星)	 看到后面有点失望            
(3星)	 嘿嘿 看你能不能骗过我            
(3星)	 我想知道這兩對曖昧的結果是什麽 劇情越來越乏味            
(5星)	 怪叔叔 我最爱~            
(4星)	 有些意思            
(5星)	 Tim Roth不得了。            
(NA)	 下一集何时出啊            
(3星)	 一季比一季差，还是看第一季的经典好了            
(5星)	 主人公的性格不喜欢。。。操着英式英语口音的大叔。            
(5星)	 虽然结局只有被发现            
(5星)	 赞，没二话！            
(4星)	 了解别人内心的同时也开始慢慢了解自己            
(4星)	 看了颇有收获的片子～ 既有情节 又有看点            
(NA)	 从中学到很多下意识行为的意义            
(5星)	 看了越多的LIE TO ME越开始怀疑一切。讨厌欺骗。如果真的能从一个细微的表情里读出内心，到底是好还是坏。那时，你还能够相信谁？            
(4星)	 善意的谎言可以被谅解，但罪恶的谎言最终还是会被拆穿，赤裸裸的公之于众            
(3星)	 只看了前几集觉得不如第一季的好看 哎呀 干嘛翻译成骗我你试试 很很很乡土阿            
(4星)	 谎言无处不在,后来宁愿相信,也不愿意拆穿.毕竟真相很疼.            
(4星)	 很牛很经典。很有吸引力、            
(NA)	 看了两遍了。再看看再看看~~还有么。            
(4星)	 更新的太慢了，考验人耐心哦！~            
(4星)	 第一季好看。。。。            
(NA)	 lie to me ,停播了，盼望第二季            
(5星)	 喜欢男主角，气场很大            
(NA)	 帅大叔啊帅大叔。。            
(NA)	 等啊等，你倒是出啊            
(4星)	 沒有一驚艷的說 且春休也夠了吧            
(NA)	 看的时候一定要认真的看，发现细节，lightman太帅了            
(4星)	 什么时候才能更新            
(5星)	 原来那些分析真的是有道理的..谁能告诉我会不会有第三季???            
(3星)	 没什么意思耶~            
(5星)	 叫你识破谎言            
(5星)	 爱上蒂姆            
(4星)	 等新 ...6月            
(4星)	 cal是海上钢琴师。。。            
(5星)	 陆陆续续总算追完了········            
(4星)	 其实看这片才费脑子，编剧挺牛狗的，就是不迎合观众的平均智商，收视率上不去而已            
(5星)	 越看越精彩~            
(5星)	 剧情大部分满棒，制作还不错            
(3星)	 社会需要这样的能人，法律需要这样的能人，但是对于一个女人来说，这样的人却令人压抑，正如Cal的老婆说的，她之所以离婚，是因为她不希望当自己穿着丁字裤的时候，她的老公却在观察她眼睛和脸上表情的变化。            
(NA)	 看了第一季就不想继续看下去了，不喜欢男主的做派，主观、武断，大概还自以为很有魅力很酷……            
(5星)	 莫名其妙的被砍··莫名其妙的没看完            
(NA)	 很喜欢的            
(NA)	 不追了……            
(NA)	 人类的行为学是门大学问，看的很晕            
(5星)	 超好看的，大爱男主角，对心理学有兴趣的朋友可以看看            
(4星)	 当你冷静地面对交谈者，敏锐地捕获细节和微表情，才可以发现言语背后的真实            
(NA)	 最爱的美剧～            
(4星)	 他们会让你觉得，说谎是一件很困难的事            
(4星)	 第一季前三集还能当科普看，后面就越来越忽悠了。……            
(5星)	 终于追着看完第二季了，好看！            
(NA)	 好看            
(5星)	 you dare to lie to me?            
(5星)	 我们的判断力会因此而改变吗？            
(NA)	 这个片挺好的。推理挺好看的。是越狱之后的第二部比较喜欢的片。            
(5星)	 依然的好，为什么就是不出了？            
(4星)	 焦急等待第三季ING~            
(3星)	 看到某一集，17还是18来着，几乎以为重回绝望主妇中的紫藤街了，Karl还真有总统候选人的范儿            
(3星)	 本来心怀期待，无奈编剧似乎江郎才尽了，sigh。。。            
(5星)	 看后对身边的人的微表情，很在意~~~~哈哈~~~中毒            
(5星)	 爱死这种通过观察微表情的推理了，越看越崇拜编剧            
(5星)	 学会这招，天下无敌            
(NA)	 看五集以内的话还是挺有意思的 不过看多了就觉得老一个调调...            
(4星)	 学习学习            
(4星)	 就是海上钢琴师的主演，看后学会很多骗人方法（男女通用）。            
(NA)	 赶紧出第三季~！            
(3星)	 - 有点扯了。- -            
(4星)	 主角演的太过            
(5星)	 U just can&#39;t dislike it. It&#39;s fantastic.            
(4星)	 虽然没有第一季那么吸引人，但是....还等着呢            
(4星)	 微表情是一门学问。真希望ligntman和Foster在一起啊~ 不过那是不可能的。 另外发现Lightman有自虐倾向。            
(4星)	 等待第三季            
(5星)	 还是第一季最好看~            
(5星)	 tim roth！威武的大叔！            
(NA)	 amazing~            
(5星)	 大叔!!!            
(4星)	 Lightman和Forster。。。。唉            
(5星)	 很有意思的美剧，可以学习一下心理学。            
(4星)	 2010.8.12。 今天看12集，我又愛上你了。哈哈。            
(4星)	 第一季的开头十分吸引人，追了几集之后就感到乏善可陈，还是坚持看完了，第二季丰富了很多            
(3星)	 看多了就觉得没意思了            
(NA)	 为什么不出新的剧集了            
(NA)	 越来越没看头了 还不如看CM            
(4星)	 居然有翻译成“你骗我试试”....orz            
(4星)	 插曲有比上季用心。            
(3星)	 烂尾了。。。            
(4星)	 虽然没有了第一季时候的新鲜感，但是这类剧情总体是吸引我的~~            
(5星)	 细节决定成败            
(5星)	 对最后一集有点失望，但是要说第二季的剧情比第一季更紧凑更有意思啊~！Foster和Lightman的JQ继续吧哈哈哈！！            
(NA)	 就不待见Tim Roth。。            
(4星)	 第一季很好看，第二季开始有些审美疲劳……            
(4星)	 买盘看的，不知道是不是全的            
(4星)	 有些神奇 有些夸张             
(NA)	 不知道大叔什么时候归来 我控大叔            
(3星)	 越看越有劲            
(5星)	 不容错过的~            
(4星)	 喜欢主角~是1900的耶~            
(4星)	 比第一季略逊一筹            
(5星)	 TimRoth 叫我怎能不爱你啊。。。            
(3星)	 丧失了让人追下去的欲望。渲染人性过多脱离了第一季的剧情特色，变为了一个披着测谎外皮的情感剧。            
(5星)	   卷卷你不许对我说谎  我可以看出来的哟             
(5星)	 非常好。            
(5星)	 第二季没有第一季好看            
(3星)	 一集一个故事，有时候显得牵强            
(4星)	 通过人细枝末节的表情就可以推理，实在是让我这个喜欢推理犯罪类剧集的人不能放过~从第一季第3集发现就一直再追            
(4星)	 doctor lightman~            
(3星)	 越编越混乱            
(4星)	 追下去的原因大概不是因为很好看，而是因为还没腻。。。。。。仍然讨厌那个年轻的男助手。。。            
(NA)	 超爱英国口音的  love             
(NA)	 后边的竟是重复的推理，想看点新鲜的            
(NA)	 很期待回归            
(5星)	 想知道对方有没有骗自己吗？看lie to me吧            
(5星)	 不错！            
(NA)	 到底还播不播啊（掀桌ing~）            
(4星)	 要聚精会神的看            
(4星)	 没办法，还是喜欢Tim Roth这个老痞子~那句评论真好哇：作为爱人，你是个让人抓狂的存在。            
(4星)	 这样的男主角，还有曾经的Bette，我能不追吗！            
(NA)	 lie to me ~~try it !            
(5星)	 佩服TIM的演技            
(3星)	 初看很神奇，再看千篇一律            
(3星)	 看了第一季的，觉得很合我的口味。故事的节奏很不错哟。我觉得是侦探的类型，不过第二季把握不好就循环下去了。希望不要呀            
(4星)	 我要是看人家脸抽搐一下就晓得他要干啥子好爽! Lightman的女儿萌~            
(5星)	 精彩的对白，剧情明显忽悠            
(3星)	 这个剧起起伏伏的不过还是期待第三季            
(5星)	 好看的很            
(5星)	 谎言瞒不住细心的眼睛            
(5星)	 大爱这部美剧 只是觉得 如果真实世界中有这样的人 一定过得很寂寞            
(5星)	 很纠结的，我是在开学的前一周看的。然后白天弹琴，晚上看Lie to me的第二季。本来某好心学长给了我一个ftp,很清晰的DVD格式，还有可以选择的字幕，可惜——现在用不了了            
(4星)	 情节容易腻            
(NA)	 感觉在里面可以学到不少行为心理学，很有趣很不错的一部片子~！            
(5星)	 对微表情很感兴趣            
(3星)	 第一季比较精彩            
(3星)	 没第一季好看。。。每一集都落入一个固定模式了            
(NA)	 很好看  不过我还是烂尾了            
(4星)	 刚开始看觉得不错，通过微表情推理让人觉得新鲜感十足，但看到第二季就觉得没新鲜感了，有些地方推理的也不是完全合乎情理~不过还可以一看~            
(NA)	 - -不知为什么，对此越来越没爱。。            
(4星)	 有点压抑            
(NA)	 刚看好激动，最近有点感觉扯了。            
(3星)	 开始觉得内容科技感很强，很有悬念而且剧集把很难懂的东西细致入微的表现了出来，特别的是觉得tim roth的演技超级棒，与《海上钢琴师》相比，你会觉得那是一个全新的roth。第二季明显编剧有些黔驴技穷了，案例举得不生动，故事拖沓，不过演员们很卖力，总算是让你能够坚吃看完，期待新一季            
(5星)	 Dotor Lightman的“高效”生活、工作能力是值得我学习的～            
(NA)	 他为什么不刮胡子?            
(3星)	 not as good as season one.             
(NA)	 第二季里的Carl 总是用自己的弱小身躯受伤为代价去揭示真相, 没有第一季更加引人入胜.            
(2星)	 只看过半集，加上评语我就给关了。            
(4星)	 看过第一季，期待第二季lightman和foster的火花，不过貌似没有啥实质性进展的说。。。            
(3星)	 三星都是给tim的            
(NA)	 越看越爱~TimRoth              
(3星)	 依旧是每集一个小故事，没有新鲜。            
(4星)	 精彩剧情            
(NA)	 第一第二季类似的，故事不同而已。。。。            
(NA)	 等啊等啊等啊等。终于等到了。但为啥等到的是个没正行的大叔囧。            
(4星)	 又能练听力,又能...真好            
(NA)	 值得一看，非常喜欢            
(4星)	 还是被砍了，不过也就开始有个新鲜，后来就没意思了~总是那个吊儿郎当的样子~            
(4星)	 感觉没有第一季抓人,不过还是不错的~            
(NA)	 只有暧昧没爱情             
(5星)	 完胜第一季啊            
(4星)	 杀时间。            
(4星)	 一切为了萝莉            
(3星)	 没第一季好看了            
(4星)	 一直迷恋侦探类的片子。就像从小看柯南一样。因为他的海上钢琴师而爱上他的眼睛            
(4星)	 看不下去了，到此为止吧            
(NA)	 觉得比第一季更吸引人，Cal和Foster ^^            
(5星)	 多了一个成员，更为精彩            
(5星)	 Tim大叔赞！            
(4星)	 zoe你快點出來~~            
(5星)	 期待新一季            
(5星)	 我喜欢这个老男人            
(5星)	 大爱            
(4星)	 Tim Roth is a charming man. &gt;&lt;            
(5星)	 第3季呢?            
(4星)	 第二季没第一季好看，这是一般追美剧的定律。。。            
(5星)	 8.5            
(NA)	     让我知道你撒谎了。            
(5星)	 感覺比第一季少點什麽……            
(5星)	 同上 当年的&lt;海上钢琴师&gt;的大叔            
(4星)	 很好看~~~EM也变得很厉害，哈哈            
(4星)	 更侧重于人的描写,而不单单是技术层面.            
(4星)	 总算看完了第二季，开头有点审美疲劳，接着看下去还是很吸引人哦~ 也许是因为在港的时候没得选择吧。总之还蛮期待第三季的~            
(5星)	 越来越爱~            
(3星)	 第三季有点想弃...            
(NA)	 消遣地，继续看下去            
(5星)	 Tom Roth！！！            
(3星)	 第一集很不错，对于脸部所谓的微表情还是觉得有那么点可信。可惜越看到后来就越荒诞了。            
(4星)	 领略过第一部的风采与精妙， 非常的期待更新的第二部。 但愿可以给我一个让我追剧集的理由！            
(3星)	 后劲不足            
(4星)	 女儿很漂亮            
(4星)	 像日剧一样的，一碟只有5集- -            
(3星)	 越来越无聊了···难怪被砍···            
(5星)	 两个有一腿的博士...            
(5星)	 我喜欢看的类型 ^_^            
(5星)	 就算是为了大叔。还有大姐。还有小妹妹。            
(5星)	 坐等第三季 ！~            
(5星)	 ——you just lay.——yeah            
(5星)	 lightman大叔很有愛.loker很帥.em很可愛.            
(5星)	 很喜欢这部美剧，很值得一看~~喜欢cal大叔，真TM老逼啊~~            
(NA)	 越来越玄乎了。还好最后几集的水准回升。只有1900大叔最出彩，其他都是大配角。            
(5星)	 比第一季好看~            
(3星)	 每个人都撒谎，只是为什么撒谎不一样。第二季质量下降很厉害，弃之。            
(5星)	 追着看啊~~            
(3星)	 继续关注            
(5星)	 很好看            
(5星)	 同样精彩 。。            
(NA)	 让人一看放不下的好美剧！            
(5星)	 推荐~~            
(4星)	 小小的感受:不如第一季来的震撼了。。。            
(3星)	 看到后面就没那么有劲了……            
(4星)	 11集过后的漫长等待，LTM的表现还是可圈可点的。            
(5星)	 很不舍的看到“本季完”            
(3星)	 当谎言沦为边缘            
(5星)	 第二季的剧情比第一季更丰满，更跌宕起伏，10集一季还是很不过瘾。期待第三季，也希望编剧的想象力保持旺盛~            
(5星)	 He sees everything.It&#39;s all on our faces.            
(3星)	 S1迫不及待看完 S2断断续续            
(4星)	 感觉有几集不如第一季 第十集不错  不过很期待第三季              
(3星)	 208 看不下去鸟啊= =            
(4星)	 行为心理学的魅力            
(5星)	 good            
(5星)	 我想知道我看完11集，是不是就已经看完了？||Foster与Lightman的关系需要值得八卦，「与性爱无关的」呢点貌似不符嘛。。。||经过20+集的洗礼，还还未能接受Tim Roth就是1900那个帅锅。。。。内牛满面啊～～～～            
(3星)	 第二季没有第一季好看！            
(5星)	 第三季阿~~            
(NA)	 忽视观众的角度，观众没法参与进去，套路了。            
(3星)	 第一季还不错 可惜第二季太没意思了...            
(5星)	 impressive            
(2星)	 才第二季，就显无趣，下一季不打算追了            
(5星)	 休息了。            
(NA)	   偶像 喜剧  比较起来更值得一看            
(4星)	 好好看            
(NA)	 cool            
(5星)	 已经没有第一季的水准了~！            
(4星)	 0.0……居然停播了，会持续关注.......是一部很不错的推理剧..............            
(5星)	 很好            
(5星)	 没有第一季的精彩，但还是我喜欢的调调~            
(3星)	 我逐渐逐渐跟不下去了``大头虾还乐此不疲            
(4星)	 第二季没第一季好看。。。我觉得。。。            
(5星)	 A  scientist&#39;s job is to verify.            
(5星)	 看完的第一部美剧。            
(4星)	 你知道，一般小成本的电视到了第二季一般都会变成大制作。            
(3星)	 每多看一集，我就想减少一颗星            
(5星)	 cool~~~            
(NA)	 看一半 弃            
(2星)	 不知道为什么就是提不起兴趣了。素质下降也不见得，不过收视是真的下降了。            
(3星)	 没第一季带劲            
(NA)	 一直在追            
(3星)	 第一季好看            
(NA)	 超喜欢~            
(4星)	 第二季开始剧情有些闷的说。。。            
(3星)	 是不是第一季太精彩以至于第二季已经不剩什么了            
(4星)	 不知道为什么，觉得比第一季差那么一点，但是还是很精彩~            
(5星)	 TIM ROTH依旧英伦韵味 剧本耐看性好很多             
(4星)	 Lightman的英國口音很真讓人意亂情迷啊            
(5星)	 xixi            
(5星)	 越看越喜欢...            
(4星)	 Well, 理论内容没有 Season1 多，对主角有神话之嫌            
(3星)	 第一季更有料。这季开始穿插感情线了，真怕他往感情剧肥皂剧过渡。。            
(4星)	 比第一季刺激，更能抓住人的attention~            
(4星)	 相比第一季來說第二季沒什么亮點            
(4星)	 惯性思维迫使我不得不去看第二季。            
(NA)	 啥时候第11集啊=。=            
(2星)	 看不下去了..            
(4星)	 快点更新快点更新快点更新~~~            
(5星)	 我喜欢看。。。            
(3星)	 审美疲劳            
(5星)	 终于更新了！！看的我心潮澎湃激动万分啊~！！            
(5星)	 一部很不错的美剧，在这个美剧泛滥的年代找到一部与众不同的美剧，真是幸福呐~看的很过瘾，我买了一二季，用了四天时间就看完了。主演lightmen博士是海上钢琴师的男主角，很有个性，喜欢他的表演。            
(5星)	 绝对好看！！            
(4星)	 恩，看越多评论就越觉得我怎么好像专注地跟大家都不一样。（当然，不同不包括大叔）啊。话说我在专注什么来着。。。。看到完结，有点意兴阑珊，太多离合。说是故事有点做作，说是生活，那太难过。            
(4星)	 第20集，3‘19：墙上繁体字“麻将乐园”。没了辨识表情的科学理论支撑，整个剧情显得太苍白无力。            
(5星)	 已经能够稍微运用些技巧了。看到第18集。            
(4星)	 感觉没有第一季好看。追不下去了。            
(3星)	 主人公感情线拖拖拉拉是美剧常态么,?            
(5星)	 第二季比第一季好看，剧情丰富！            
(3星)	 好吧，更喜欢第一季。顺便，萝莉她很可人。            
(3星)	 有被拿掉的危险            
(5星)	 大叔！我喜欢你！            
(5星)	 很精彩的电视剧            
(5星)	 第二季没有想象中糟额。还是不错的。            
(5星)	 等待第三季!            
(4星)	 每集没有创新，显然分析的也没有第一季要细。不追了，继续CM。            
(3星)	 坚持不下去了⋯⋯越拍越遭～～～            
(3星)	 哎，看不动了。放弃。            
(3星)	 看不下去的要果断弃掉！            
(5星)	 超好看的，从第一季就爱上了。可惜第三季明年才有。。。            
(5星)	 还是很精彩的电视，支持！            
(5星)	 怎么就这么看完了！！！！！我得多挂恋我的tim roth啊！！！！！！            
(5星)	 很好很强大！！！            
(5星)	 不知道为啥10集以后就找不到视频可以看了            
(5星)	 很喜欢的美剧、、、            
(4星)	 ...如果所有恶意的谎言都被揭穿，我们的世界会是纯白色的吧。。。            
(5星)	 哦，好吧，第二季真是没有第一季好看了，越来越没意思了，但是我还是舍不得弃他。            
(5星)	 S2没S1好 但还是非常喜欢            
(5星)	 超牛逼 侦探迷应该看看            
(5星)	 不是每个人都有微表的            
(4星)	 有才的大叔总是那么性感            
(NA)	 18            
(3星)	 越来越无趣了            
(4星)	 百看不厌            
(3星)	 这一季已经没什么嚼头了...            
(4星)	 没有第一部内种新鲜感了            
(3星)	 so so            
(5星)	 Cool!            
(5星)	 哈哈，让我们继续“读脸”吧！            
(4星)	 没再续着看了。。。            
(3星)	 已经审美疲劳，罪案类还是要看cbs            
(4星)	 比第一部差额，也许是没有什么太大改变吧            
(5星)	 下一季什么时候来            
(4星)	 Good luck            
(3星)	 看了两天，有点审美疲劳。不过，这个英国老痞子总是习惯结束一段话时称Love，这个字眼比honey更sweet...配乐还是很好。第六集居然看到阿凡达的预售广告。。。            
(4星)	 不错，就是后面的发展应该多点转变            
(5星)	 啊啊啊继续追            
(4星)	 请继续往下拍啊.            
(4星)	 有些观察方面的知识可以适当用于生活。            
(5星)	 完结了么·········            
(5星)	 lightman,foster什么时候可以在一起            
(3星)	 有点假了. 都他妈跑中东去了.            
(5星)	 比第一部粗            
(5星)	 感觉第二季刻画方面比第一季好些。。。            
(5星)	 继续第一季的狂热，追Dr.Foster            
(5星)	 第二季渐入佳境 期待回归            
(2星)	 变屎了！            
(5星)	 精彩 特喜欢那个音乐            
(5星)	 不管，依旧爱。只是美剧美剧让我等到死过去了，唉唉唉，难两全啊            
(5星)	 迷翻了tim roth 大叔 大爱英音~~~            
(3星)	 原谅我没有追美剧的耐心。。。            
(NA)	 一样的感觉            
(4星)	 没以前好看了            
(5星)	 在追。强烈推荐S02E01。            
(5星)	 第二季质量直线下降TT            
(3星)	 一星是给KW的。。。Fox是想毁了这剧么？            
(5星)	 明显超越第一季，更好看了~~~            
(4星)	 有点感觉在没有新意的怪圈里挣扎了。编剧啊，你的灵感呢？            
(NA)	 每日看有没有更新，是件痛苦又甜蜜的事。不看你会后悔。            
(4星)	 我很少追的 这是第一部~            
(3星)	 Ep 10~            
(3星)	 比不了Season1            
(5星)	 超级好看~~推荐~~            
(5星)	 oh yeah~            
(4星)	 不如第一部            
(5星)	 信任与不信任之间 难道只能通过表面么？            
(4星)	 有的对中国人没用，中国人太会装X了            
