http://movie.douban.com/subject/4861422/	怪侠一枝梅
(NA)	 我爱诗诗            
(NA)	 无法抗拒            
(4星)	 霍建华好帅帅帅帅啊啊啊哈哈哈            
(4星)	 这部武侠剧很潮的么            
(5星)	 不经意间听见了爸爸看《怪侠一枝梅》时的诗的台词，恰好听见了诗的细心，她在不经意间，早已点亮了歌笑的生活。            
(NA)	 梅梅啊~~赞一个~~            
(3星)	 看人，看人~恶搞，恶搞~            
(4星)	 歌哥很酷；梅花布景太假；明显每个事件都在同一个地方拍的；前面比后面好看。            
(3星)	 漫画分镜头比较给力，剧情有点薄弱， 腐女们倒应该都满足到一塌糊涂。            
(1星)	 = = 这个。。唉 算了我都不好说神马了。。 偷韩国人的 还偷成这样。。god～            
(4星)	 回家前那晚上边收东西边放着看。。。            
(5星)	 和韩版的比果然还是很好看的~ 霍建华的形象瞬间重新树立起来了~ 吼吼~ 马天宇也终于拜托了在我心目中花瓶的形象了~            
(NA)	 基。。。            
(4星)	 唐人李导必出腐品相爱相杀什么的最有爱了，就算简介么也不能掩盖女主是包无求阿，比如射雕神雕有人敢说那雕是主脚的么，严哥颜太帅对比原著泪满襟            
(4星)	 表示男主是华叔没有胡歌真是一阵欣喜（啊喂。前五集够格打5星，后面的25集又换编剧了吧，狗血和硬伤不断。诗诗同学虽然有点木但演技有进步，华叔的打戏真是够我多打一星了，更不要说华叔那个眼睫毛闪啊闪的，小马同学的戏子扮相让我想起了小花。。外加其实各位配音演员才是最大功臣啊啊啊            
(4星)	 公子喜欢~~~~~~~~·            
(4星)	 景天：我妹妹怎么和白豆腐搞上了- -lll            
(5星)	 !!~~我超爱此剧~虽然是老套的古代警匪片~但是每个人的故事都挺有趣~特喜欢里头的对白、插画、打戏!!~~四位主演深得我心啊!!~~尤其是霍大帅~欧耶!!~`大爱啦~            
(5星)	 很稀饭三娘和小梅捏~            
(5星)	 很有爱            
(5星)	 ！            
(5星)	 一个紧挨一个的悬念，打破传统的武侠套路，加入漫画元素，让它别具一番风味……好爱男主            
(4星)	 ``````怎么说呢` ```大学里看的   够解闷了最好笑的 就是那句“歌哥”            
(5星)	 虽然这部电视剧还是有这样那样的小缺点，但确实很喜欢这部电视剧啦！好久没有看到内地拍出好看有没山寨的电视剧了，画面精致，主演长得也不错，虽然有些情节还是有逻辑上的硬伤，不过剧情好看能吸引我们就够了，总比看某水果台那些所谓中韩合资的青春励志偶像剧好吧...            
(5星)	 唐人最近的剧都是相当给力的说  霍GG在唐人的打造之下 风格大变 PS:我超级期待步步的             
(4星)	 断断续续看，嗯，很好看~            
(4星)	 最后两集是高潮。戏还不错了。            
(5星)	 好久都没有看到这么好看的武侠剧了~~            
(5星)	 很好看很好看。 爱死了啦。一定要续集！！            
(5星)	 帅哥美女登对，颇具有观赏性            
(5星)	 最近很萌的片子            
(3星)	 一般            
(2星)	 漏洞百出！美女是支持我看下去的唯一理由啊！            
(4星)	 其实吧。。那个。。我觉得还蛮好看的。。。。。            
(NA)	 每一个人都拥有生命 但并非每一个人都懂得生命 不了解生命的人 生命对他来说是一种惩罚很喜欢四个人的那份感情人活一世，有很多路可以走说不清哪一条是对，是错霍建华的戏越来越好看了马天宇的小梅也让人眼前一亮萧正楠同学演的挺好的，期待你主演的戏            
(5星)	 很好看。            
(NA)	 GOOD            
(5星)	 好豆腐            
(NA)	 为什么我看的是30集？            
(4星)	 这是仙剑番外篇么？            
(5星)	 还是IPTV给力···工作之余，不，工作时的娱乐            
(3星)	 没啥好说的，纯属打发时间.            
(3星)	 四个高人 行侠仗义 谈情说爱            
(4星)	 情节紧凑，画面精致。算是电视剧里的上品。            
(4星)	 什么腐剧啊，我怎么觉得是热血剧？！就是剧情有点虎头蛇尾，破绽百出。伪娘，傲娇什么的也很好。            
(3星)	 比狄仁杰还厉害            
(4星)	 中国的电视剧最能拍出勾心斗角和层层迷雾下的结局，离歌笑的智商很抢眼~            
(NA)	 剧情依然狗血，但是有不少新意，在国产电视剧中算是很不错的了。            
(5星)	 女主角不错            
(5星)	 很不错            
(4星)	 就爱脑残剧╭(╯^╰)╮            
(4星)	 好久没看国产电视剧，有所进步啊!!!            
(NA)	 纯为了娱乐，但是没想到这么粗糙的片子分数这么高。。。            
(5星)	 主角都是大爱            
(4星)	 很腐            
(5星)	 是电视剧点映片拉            
(5星)	 虽然特技做得有点儿家，还是最近很不错的一个武侠            
(3星)	 后面实在.....            
(4星)	 柴梅不解释！！！！！            
(5星)	 介个不是腐剧还能怎么解释！             
(5星)	 一开始是为了白豆腐而追看了。看完了，意犹未尽。            
(4星)	 这部片子值得推荐的            
(3星)	 有点看头            
(5星)	 在这里，越来越喜欢霍建华和刘诗诗。他们一枝梅组合扶弱济贫，一起面对困难，谁也离不开谁。还有离歌笑啊离歌笑，实在是什么困难都难不倒他。原来“离歌笑”是这么个意思，很意味深长            
(5星)	 难得有这么紧凑不让人出戏的国产剧……            
(5星)	 新概念武侠片，放松心情~~            
(4星)	 还8错..能够拿来打发时间啊哈~            
(NA)	 刚看完，有点狗血。            
(3星)	 未看完，编剧一直是唐人的硬伤，这次也不例外，到现在能记起来的也只有蛐蛐的段故事了……可惜以古风见长的画面这次也没有亮点，只除了那一片桃林稍好，惟有中间穿插的漫画倒是颇有新意，也没有做作之感……            
(5星)	 漫画的元素很新鲜，马天宇的女装很亮，刘诗诗的燕三娘比以往突破多了。本身故事情节有很多bug经不起推敲，但是就整体质感来讲，还是比较不错的。结局很完美，我喜欢\(^o^)/~            
(4星)	 马晓梅肿么可以这么可爱！！！和那大块头就是一对来着~~~我是腐女~啊哈哈~~            
(4星)	 设定山寨Leverage，剧情设置很好。个人不喜欢女主角的性格，所以看不下去了。以及他们的制服是想多猎奇……            
(2星)	 不好看，虽然有时候听煽情的            
(4星)	 道长……我爬回来看看……T T            
(4星)	 这本电视剧还是做到众多的突破，综合古龙小说的悬疑夸张，融合金庸小说中的刻苦感情（当然古龙里边也有）的细腻之处!但是有的时候还是避免不了，为了宣传主角，特别忽略了配角的饱满程度！特别最后，严世蕃刚开始被吹的神乎其神，结果随后处处计策失误，不带这样忽悠观众的！            
(4星)	 刘诗诗好漂亮- -            
(5星)	 我又花痴了~又萌又腐的片啊~            
(5星)	 看到“大明京师锦衣卫”这几个字，我好激动啊~可到后来才知道、、            
(4星)	 各种爱.            
(5星)	 这个片子腐的没天理了，大把的帅锅，淡定受，娘c受，变扭攻，还有众多配角攻受们，也许编剧是个腐女……            
(5星)	 霍爷好帅！！！！            
(5星)	 结局是所有演员所有演员上台谢幕吗            
(NA)	 毛毛的打戏哟在影视城拍的吧（废话= =算了看人=333=            
(4星)	 太欢乐了~~哈哈哈            
(4星)	 我一会儿在看金田一 一会儿在看柯南 一会又只在看霍建华的睫毛            
(4星)	 我个人觉得蛮不错的 = =            
(5星)	 故事情节紧凑             
(4星)	 梅梅 呵呵            
(5星)	 多给霍建华几颗星吧~这是出于对长卿的喜好~~            
(5星)	 应无求简直就是史上第一悲催坏蛋，貌似离歌笑每次受伤不是旁人造成就是自虐......            
(5星)	 做人应该为离别而高歌欢笑，那时候我不懂，后来我发现，为离别而哭，内疚，痛心是因为在一起的时候为没做好而哭，原来是为了自己的不懂珍惜而心痛，拥有的时候懂得珍惜，离别的时候才不会有遗憾，离别不就是为了迎接另一个全新的未来开始吗，不是应当值得高歌欢笑吗？            
(4星)	 大陆剧做到这份上不错了            
(5星)	 有爱的国产剧哈哈哈天涯八卦上的乱8增添了此剧的喜感哈哈哈            
(5星)	 不错，挺有意思的，感觉离歌笑挺神的。刘诗诗，还是挺喜欢的，要是换成唐嫣就更给力了            
(4星)	 有些台词很有启发性啊~镜头很特别，看得出来还蛮用心的没有全部看完，但是感觉人物都很有个性，在国产电视剧里面真的算不错的了~            
(4星)	 演员好，节奏紧凑。赞~老霍很迷人。            
(5星)	 只要有勇气和信念就能创造奇迹，侠义之士在乱世劫富济贫反腐反贪伸张正义，人间自有公正在，一切妖魔奸佞最终都会得到惩罚。            
(5星)	 表示完全被霍建华雷到。这孩子太欢乐了漫画配的很给力~            
(3星)	 如果看电视剧的话会比较好.电影版的..快进很多...台词也很萌...=.=             
(3星)	 为嘛他要和她在一起 为嘛 掀桌！            
(5星)	 刘诗诗真的很美诶~女侠梦~~~还有马天宇演的挺好的啊~每次叫歌哥都听得我肝颤~~~~            
(4星)	 很腐很傲娇~  其实我觉得还挺不错的。。            
(5星)	 哇哈哈~~            
(4星)	 很好看哦~~~吼吼~            
(4星)	 比我想象的好看点。。            
(4星)	 喜欢里面的严世蕃，真够有脑子的！            
(3星)	 算是打发时间的一个选择吧            
(4星)	 为我的秀花按个狗爪印！            
(4星)	 【离歌笑。拥有的时候不珍惜，离别的时候才会悲伤。若离开是新的开始，应当高歌欢笑。】和爸爸一起看完的，这样的机会已经越来越少了。            
(4星)	 比想象中的要好，节奏快漫画相当不错，虽然和人物不太像，但是有新意对眼和囧字脸很搞笑            
(4星)	 光飞鱼服就值得一看了！各种美，各种恶趣味，混蛋，能不要这么给力么！豆瓣你什么时候能把电影和电视分开来，还有，这片子不是30集的么？            
(3星)	 16集。這個滿是BUG的我居然看了這麼多……越到後面劇情越TM狗血得不能看了……賣腐也沒有用=v=            
(5星)	 其实我不是很喜欢老离的台词唉~~~~            
(4星)	 出乎意料的好看呢！            
(4星)	 还蛮好看的。喜欢荆如忆            
(NA)	 还是不错的，对小马的看法有了些改变，            
(5星)	 中国的新武侠，挺好看的。韩国的一枝梅过后，能在中国看到这种题材的电视剧，挺喜欢的，喜欢霍建华，刘诗诗的造型也很好~            
(5星)	 国产剧精品！！            
(3星)	 反腐剧            
(5星)	 为什么给5星，因为，公子喜欢～～～            
(4星)	 多的那颗星是给美人君和诗诗的 还有唇红齿白的大驸马！！！            
(4星)	 还不错~~            
(5星)	 小梅嗷嗷嗷嗷大萌神！            
(4星)	 妹妹，喜欢。            
(5星)	 也许这个电视剧制作的不是完美的，但是表达方式是我头一次看到的，漫画和电视剧穿插播放，我觉得特别好；而且，有点喜剧色彩，适合现在80后和90后吧            
(4星)	 如果没有那些说教就好了 故事情节不够复杂            
(4星)	 近年来拍得比较不错滴！！！！！很有今古传奇的感觉撒~~~            
(5星)	 我喜欢！~~哈哈哈            
(4星)	 看了前两集 感觉相当好 唐人向来精致的画面和相当符合我节拍的吐槽 还有凌厉的剪辑和漫画式的过度插入 盛赞一个~！            
(4星)	 霍霍，多接些这种萌剧就对了。俺的心，搪不牢了~~~            
(5星)	 蛮不错的武侠剧，虽然也有内容拖沓了些，但以每个小故事来讲述4个人的传奇经历最后来个大串联皆大欢喜结局，至少给我自己感觉是近几年少有的好剧本。期待第二部能带给我们更多的谜题来解。喜欢马天宇演的小梅，比较有意思的一个人物。            
(4星)	 还不错哦。。            
(5星)	 好！好！            
(4星)	 腐就一个字。严嵩你个S星老大爷！            
(4星)	 给力！！霍叔迷人啊~~=3=            
(4星)	 是奔着那潇洒的漫画人物去的 意外地发现了马天宇小盆友 真是男大十八变啊 越变越娘了            
(4星)	 很少看国内的偶像连续剧，不错，挺给力的。就是喜欢看起来傻呼呼的搞笑份子，其实才是最牛逼的高手。哈哈哈哈哈哈哈哈~            
(5星)	 不一样就是不一样，看来就知道了            
(3星)	 不是我的萌点= =            
(3星)	 喜欢小梅的出场。            
(5星)	 真的不错 以前国产的少年包青天 和大宋提刑官我还是都比较喜欢的  这个也是相当不错 不但有意思而且还穿插轻松喜感的情节  我完全是演员来的  霍建华是我非常喜欢的一个演员 而且让我觉得眼前一亮的是萧正楠的反派角色和马天宇的反串  相当出彩了            
(4星)	 节奏挺紧凑的 不错~            
(2星)	 虽然越长大越觉得电视剧扯，这部电视剧也不免俗，但放寒假不能不看电视剧！            
(4星)	 是我太久没看电视剧还是电视剧进步了= =没怎么看过这么给力的 霍建华演的很有味道XD              
(NA)	 就那么回事吧...            
(3星)	 表示只为看画面~            
(4星)	 喜欢诗诗、哈            
(NA)	 一~枝~梅-离歌笑总受同好会............看了2集  锦衣卫众忠犬洒狗血那段别太ALL离 有~~~木~~~有               
(5星)	 主要是看刘诗诗的，没想到还不错。            
(3星)	 很久没看狗血剧了            
(5星)	 虽然有些桥段明显抄袭，不过作为国产剧，已经很不错了。            
(3星)	 在妖魔横行的世道里，有一群人，正在为着明天拼命            
(4星)	 在国产电视剧中，算是比较强悍的一部了。            
(4星)	 哥前哥后三分险啊。。。终于看完啦，还真适合过年的时候看的            
(4星)	 演员选得挺不错的。霍建华的离歌笑又帅又酷，那沧桑的感觉让人看了心疼；刘诗诗的燕三娘造型非常好看，感觉她男装很帅气，很有灵气的一个演员；最惊艳的就要数马天宇了，貌似男女皆宜，男装就是个大男孩，很青春，女装让人眼前一亮的感觉，而且很喜欢他的嘴唇，真是很像女孩子。总之这部片子值得一看。            
(5星)	 喜欢里面的情节，我最喜欢的就是片尾曲【天堂鸟】了，我曾经一天都在听，绝对不是夸张的哦~支持霍建华和刘诗诗\(^o^)/            
(2星)	 霍建华……还是喜欢你……没有办法呀            
(4星)	 有人说“腐腐更健康”大家一起腐吧~            
(4星)	 小梅跟柴胡 哇咔咔 很有点配哦&gt;&lt;            
(5星)	 来硬哥时不时的来几个斗鸡眼  很有趣~            
(4星)	 就喜欢看这种闯荡江湖的，路见不平的。            
(3星)	 刘诗诗很美，痞子一样的霍建华很帅。            
(4星)	 四颗星完全是奉献给强大的颜和强大的基情，剧情神马的都是味精~~~            
(5星)	 大爱刘诗诗            
(5星)	 感情戏再浓点就好了            
(5星)	 唐人有史以来的完美大结局！            
(5星)	 这电视剧才他妈的是中国范儿啊！！！            
(2星)	 轰——            
(4星)	 寒假回家看电视~这不，很好嘛            
(4星)	 超级讨厌男一猪 但是觉得男八猪超有爱 萧本：公子喜欢 噗~            
(4星)	 霍建华演古装武侠的感觉真是越看越爱，那扑朔迷离的眼神啊~~其它几个主角都不错，表现的很符合人物角色。欠缺的是剧情，看的没什么滋味~搞笑的镜头也很棒啊，霍建华，我彻底因为这部戏爱上你了            
(5星)	 跟仙三是同一类型的，很喜欢！白豆腐变成了离歌笑，华哥还是一样给力！特别要说的萧正楠TX，演的应无求真的还蛮不错的！欣赏他还是从他演的甘至峰开始，应无求算他目前为止演得最好的角色了，相信很多观众都会喜欢他的。不过，要说坏人，无人能撼动顾惜朝在我心中的至尊地位。希望他们都有更好的作品            
(3星)	 只是因为我还比较喜欢霍建华和刘诗诗 剧情 演技 都没什么感觉              
(5星)	 不错            
(4星)	 超出期待了，就好，卖萌卖腐偶都买单~            
(5星)	 各种有爱咩~超喜欢霍建华的说~            
(5星)	 各种搞笑~也不乏感动~            
(4星)	 四个人挺有特色的哈~~蛮有劲的~~话说还是三娘是我喜欢的类型= =            
(4星)	 细节可以处理好些            
(NA)	 有些部分很牵强啦            
(4星)	 还不错吧。            
(5星)	 喜欢离歌笑这名字的含义。我说这可不可以在腐点？梅梅和无求一定是受！柴胡和歌笑指定是攻！一定一定的！            
(4星)	 消磨时间不无聊~            
(5星)	 很棒的电视剧            
(4星)	 挺有爱的~~               
(4星)	 寝室一起看热闹得很~            
(4星)	 难得的精美制作！~成就新经典            
(3星)	 剧情逻辑有问题啊，不过有帅哥看            
(4星)	 没看完，看不下去了。。。            
(4星)	 很给力的剧。在剧情或搞笑间，有真情流露。团队，友谊，爱情，责任，正义。不算失败的唐人剧。            
(4星)	 虽然很多地方有硬伤  谁让这cast我喜欢呢 太长了···            
(3星)	 这个看了智商会变低。。。            
(4星)	 腐啊            
(5星)	 霍GG太美好了，从颜到演技，看不够耶            
(5星)	 漫畫很給力。馬天宇讓人眼前一亮。            
(4星)	 能拍出这个来我真挺欣慰的。            
(5星)	 萌            
(4星)	 醉生梦死离歌笑!爱爱爱!眼神太给力叻!            
(5星)	 人人都爱离歌笑=.w =            
(5星)	 三娘啊，希望你不只是个替身而已。            
(4星)	 霍建华还是演古装帅啊~马天宇的演技比我想象好很多            
(4星)	 哈哈 霍大叔笑起来太蠢了            
(4星)	 够我消遣咯            
(5星)	 美艳动人风流倜傥器宇轩昂的离歌笑选霍建华扮演真是此剧的一大败笔！            
(4星)	 马天宇娘得还不错嘛- -纯正腐片一枚            
(5星)	  介个不是腐剧还能怎么解释！             
(3星)	 还真厉害……梅花可以常年开……            
(5星)	 霍建华你个老男人 我爱死你了！！！！！！            
(4星)	 虽然很多地方处理地很粗糙兼之造假，但总体还不错，至少还有看下去的兴趣，也算是最近剧荒中的一个莫大的安慰了。而且我最喜欢那个啥公子，都蟋蟀的那个，真传神～            
(3星)	 可圈可点            
(3星)	 有些雷人            
(4星)	 马天宇真妩媚啊真妩媚            
(4星)	 霍建华，你的睫毛要是长在我身上该多好呀!            
(5星)	 长卿和龙葵的组合，8错8错。。。意外的是情节虽老套，但是很紧凑。。。最后，居然有刘诗诗，依然美丽动人。。。            
(5星)	 霍长卿越来越有范~            
(5星)	 精彩，搞笑，四个人各具特色。插画很给力。想说一句，其实，包来硬也是个傻男人突然觉得唐人出品的古装剧都蛮有看头的            
(5星)	 唐人选角的眼光历来毒辣，剧情只想给3分，演员弥补了遗憾。马天宇让我狠狠的惊艳了一把            
(NA)	 喜欢马天宇  阳光的笑容            
(3星)	 不要把它当一枝梅，就可以当做一部还不错的古装片看下去了，挺不错的            
(4星)	 角色表现还成，可是结尾······            
(4星)	 怪哉乎？漫画画的有意思。。。            
(5星)	 =-= 其实我是看都办有人说 白豆腐眼神很销魂才看的=-=  不过确实很好看的说            
(5星)	 好看阿，发现马天宇有小受气质阿。            
(5星)	 很有意思的新型武侠剧！~很有创意！跟以往的武侠剧只有打打杀杀有很大区别！他是在本质上给予问题最好的解决！给我一种耳目一新的感觉！虽说他还是继承了以往主角怎么砍都砍不死的惯例！但是运用脑力的本事可是一般大侠所比不了得！不管怎么说这部电视剧很不错~希望大家也能来关注他！            
(4星)	 很清新的风格，除了严嵩之外，对所有人物的刻画都很真实与自然。荡气回肠却无做作之感。欠缺的地方，就是情节不合逻辑之处不少，然而瑕不掩瑜，终究是难得的武侠精品            
(4星)	 霍建华  刘诗诗            
(5星)	 又知道了另外一点东西！            
(5星)	 六年后再度花痴霍建华！            
(5星)	 不错的            
(4星)	 唐人出品，值得信赖            
(NA)	 耍帅和真帅是有区别的，不过还是可以看            
(4星)	 马天宇太给力了吧            
(5星)	 赞！！！帅哥美女卖腐欢乐神马的 唐人你最得我心！！！            
(NA)	 纯粹为虚度人生而看            
(5星)	 好！            
(5星)	 精彩！！质量这么好的电视剧在今日太难得了！！！！！！！！            
(3星)	 就让大陆剧在翻拍的激流中溺毙吧            
(5星)	 很赞！！            
(4星)	 娘娘腔卖萌最受不了了~ 哈哈哈哈哈哈……            
(4星)	 正在越来越无聊中，不过已经是瘸子里的将军了            
(5星)	 应无求真是没有最贱只有更贱的贱种极品            
(NA)	 看不下去             
(5星)	 不经一番寒彻骨 怎得梅花扑鼻香~            
(5星)	 歌哥~~~离叔~~~~让我好一个花痴啊~~~【霍哥要崛起啊~~~            
(4星)	 各种萌各种腐各种暗黑各种傲娇。。嗯。。我不得不感叹下马宝玉的演技越来越好了，各种看点，哈哈！            
(5星)	 近年难得的好剧~！            
(4星)	 传统武侠剧没落很久，多年没有一部武侠能看得下去，这部戏算是一种新的尝试，勇气值得鼓励！希望武侠剧能开辟出新的路子！            
(4星)	 跟仙剑3有的一拼！            
(5星)	 一起吃苦的幸福 等天地梅花开 是肝胆相照一剑一树 狭路重逢再战江湖 传千古 义结一树            
(4星)	 每当燕三娘喊马天宇“梅梅”的时候，我心上都会涌起一股恶寒。            
(5星)	 又腐又萌，技术赶不上Leverage，情节还是可圈可点滴~~            
(3星)	 評分怎麼那高，看來我還是不適合這類型的。真的製作滿精良的~但是朝廷腐敗啊貪官啊破案啊什麽的真不是我的菜。霍建華和SS的感情戲讓我支撐的看完了= =囧。            
(NA)	 二就一个字            
(5星)	 挺好的~~            
(4星)	 国人制作 唐人总算还好有进步空间吧            
(4星)	 我最后一集没看。后来也没想去看。所以我打四星吧。            
(5星)	 大佬很爱应无求，这才是真男人，铁汉子~            
(2星)	 剧情实在够脑残，神马叫漏洞百出啊，连找茬都称不上，直接全是茬了，找都不用找。。。当搞笑剧看看就好了。。。话说霍建华还是帅的，冲着他的话这个脑残剧情还可以忍下去，看看帅哥么也养眼的。。。对了，还特别喜欢漫画中的燕三娘的形象，大眼睛的女神偷，哇哈哈，够销魂~            
(4星)	 唐人的制作还是非常的精美，从演员到服装、背景。难得的是不少台词还挺富有哲理，关于爱情、正义和人生，在特定的剧情和配乐下让人颇有感慨。            
(4星)	 因为公子喜欢！！！！！！！            
(5星)	 有意思            
(4星)	 小梅很美……            
(4星)	 看了前2集，剧情紧凑，难得一部古装武侠剧没有废话，比较喜欢，接着往下看看，唉......很遗憾，后面剧情漏洞较多。            
(NA)	 又雷又腐又欢乐 话说这剧的服装竟然还蛮考究(忽略坑爹的围巾) 锦衣卫飞鱼服很对制服控胃口嘛            
(NA)	 看完了看完了，好看             
(5星)	 虽然扯淡了点，演技差了点，但是就是喜欢！            
(NA)	 和仙三有些像……为嘛一到霍建华的情史就无比墨迹啊，总是让人快进……真人加漫画还是很给力的，只是御驾亲征才带了不到10个人啊，哈 哈……            
(4星)	 大陆的剧看顺眼的不多。            
(5星)	 好雷好雷的武侠片，无聊时相当好的消遣~~~            
(5星)	 反贪腐，我喜欢            
(5星)	 迷恋   三娘～～～嘎嘎            
(NA)	 还是看得有点小辛苦~            
(5星)	 觉得很不错            
(5星)	 绝度支持~比韩版的好万倍~充满智慧，大气十足~            
(4星)	 情节上众多引用借鉴甚至抄袭改版之处。。。老霍这回表现还可以，马天宇新人惊艳，多一星给刘诗诗。            
(5星)	 我是多大年纪了。。还爱看这种武侠剧~哎。。。。            
(4星)	 梅梅一声“歌哥”，我瞬间扶墙不起。。。太销魂了~~~            
(5星)	 很不错的电视剧  特别是马天宇  就算有不足 雷人 什么的  也值了            
(5星)	 国内难得可以回味的武侠剧            
(3星)	 应无求得不到离歌笑，所以坚定不移地要毁了他，我得不到的别人也别想得到。霍建华的演技太装了，拜托请再自然一点吧。            
(NA)	 ︶《怪俠一枝梅》好看的呀 霍建華額造型又回到歸海一刀了 比徐長卿好太多太多閙～有愛有愛╰            
(5星)	 好            
(5星)	 萌！大爱！            
(4星)	 漫画和电视剧之间的切换不错，要说的是，虽然画风模仿外国作品，但是制作精良            
(5星)	 “为自己所爱的 梦想的 命中注定的义无反顾地坚持下去...不经一番寒彻骨，怎得梅花补鼻香呢..”多年不追着看电视剧，2011刚开头就破了...囧萌剧，台词神马的最给力了。            
(NA)	 确实蛮酷炫的。但情节真的还蛮不自然的。无应求，从头到尾都为了如忆。可怜可恨的人儿啊。            
(NA)	 漫画的过渡段还挺巧，服装不错终于回归人间了（吗呀你看其他古装剧那都是哪路的神仙妖魔啊），剧情大处没犯什么严重错误，相比同类国产剧已属奇葩。里面的各个角儿都是我爱的人啊~诗诗我好喜欢你，羞涩表白。。。&gt;////&lt;            
(5星)	 演员很对口味，剧情很抓人心，适时又加点煽情和搞笑，蛮喜欢的~            
(3星)	 现在烂电视太多了，唐人的虽然也没有尽善尽美，不过一直坚持自己的独特风格，加上认真的态度，发展前景看好。不过唐人的故事情节感觉还是很弱，而且每个电视剧都略嫌拖沓，有的美女演技不给力。造成的奇怪效果就是很多人喜欢唐人的演员但看不完电视剧……            
(4星)	 霍建华帅哦~            
(5星)	 终于看完了！非常精彩。。。。日剧看多了突然看大陆剧不习惯了 哈哈 三十集看死我了            
(3星)	 各种雷各种囧各种萌各种腐。。            
(5星)	 用了很多局部特写，一些镜头语言鲜少在国产剧里见到，惊艳            
(4星)	 凡是开了头，就收不住了            
(NA)	 原来电影是直接从电视剧里面剪辑出来的。。。那我該標看過還是在看呢(⊙_⊙)?            
(5星)	 挺好玩的            
(4星)	 霍建华演技有待提升，还是白豆腐的角色适合他            
(4星)	 认真你就输了，各种弱智剧情，蹩脚台词，纯图个乐。。。            
(3星)	 这个剧的编剧真的是硬伤啊，而且电视剧没资金真的是大问题啊，不过好在情节快，有漏洞也就算了吧            
(5星)	 霍建华~~~            
(5星)	 很喜欢燕三娘这个角色.单纯的喜欢.            
(5星)	 好看~~            
(4星)	 蛮好看的，马天宇很适合梅梅这角色，笑死我了            
(3星)	 很萌很傲娇            
(4星)	 想了想还是+颗星给斗眼诗吧~            
(2星)	 很无聊的片子，剪辑再好，剧情苍白，对白浅陋，有什么看头？高清都不足以让我产生兴趣，可看性真的低到一定程度了。            
(4星)	 国产电视剧的曙光！（暂且不来计较烂尾的问题……）            
(3星)	 腐吗？还好啊~            
(NA)	 马天宇真的是惊喜又惊艳！！！ps男二愤怒的质问，你们情何以堪？            
(4星)	 很好看 漫画风格有爱 角色大都很萌            
(5星)	 国产武侠剧的重大突破革新。没有太过狗血的剧情和狗血的武功。没有过于脸谱化的人物。            
(5星)	 感觉很不错的一部，加入了漫画元素，CP也很有爱~其实一向比较偏爱唐人的电视剧~            
(5星)	 挺不错的            
(4星)	 霍建华总是那张苦逼的脸……剧情还行吧，中间穿插的漫画还蛮喜欢，片头曲不太给力            
(5星)	 心中的电视剧no.1，爱上了梅梅和马天宇            
(4星)	 其斯柴胡是个帅锅~~~            
(5星)	 好看的武侠剧            
(4星)	 浮云的云~            
(5星)	 超好看            
(3星)	 哎呀~终于看完了~其实吧，还不错~有点喜欢女主了，然后小期待下步步惊心吧~            
(4星)	 萌点不要太多，就差腹黑了！离叔请黑化！~            
(4星)	 中途没有追着看 结尾有点仓促啊~马天宇演的还不错哈 刘诗诗就。。。            
(5星)	 主要是人长得好看~里面的漫画也很好玩~            
(5星)	 看了四集还不错  各种腐  各种萌  各种狗血  各种欢乐~~~            
(5星)	 霍建华和萧正楠明显有一腿呢么，公子喜欢！            
(5星)	 霍建华很帅 颜都不错 打斗很精彩~！            
(4星)	 小梅深得我心，哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈~~~~漫画神马的，虽然不是很有新意，但是非常合拍，制作上算用心了~            
(3星)	 我以为是电影来着的            
(2星)	 好吧，尽管我这么喜欢霍霍，也还算喜欢诗诗，可依然无法忽视它的雷点。我投降。            
(3星)	 梅梅，哈哈            
(5星)	 我喜欢~            
(5星)	 真的很棒啊            
(4星)	 其实不错额，拍的很漫画的            
(4星)	 演员比较吸引我，故事情节衔接性太差了。            
(NA)	 笑暴            
(5星)	 RPG感满载！            
(5星)	 台词其实很给力            
(NA)	 15集弃 果然这个剧还是在电视上我才能看下去- -            
(5星)	 从应无求开始，这部片子开始变得不同。很久没有熬夜看片过了=D 可惜看完后还是替应无求不值。有些人满口侠义，自己做错了却不敢承认。而有些人，虽然为世俗所不容，却有自己的坚持和执着，有什么错？气死我了……不入戏不入戏，擦。 说正经的，这部幸运地能在豆瓣拿8以上分数的片子            
(4星)	 好喜欢建华哥和诗诗姐啊！            
(3星)	 前面几集看得好开心的。后面没兴趣了。            
(5星)	 最喜欢看美女帅哥，有情有义的武侠剧了            
(4星)	 不错，挺喜欢刘诗诗的。            
(5星)	 萌！很萌！非常萌！            
(5星)	 我喜欢马天宇~O(∩_∩)O哈哈~            
(3星)	 不要太纠结于众多的硬伤，那你可以看到这个剧很多比较优秀的地方。另外男主角选的可能最失败。            
(4星)	 啊好看！            
(NA)	 介个角色是编剧和导演为马天宇的那么娘气量体裁衣的吧！萧正楠的古装真的很有韵味。刘诗诗近两年貌似出镜率很高啊！            
(4星)	 狗养的这句骂人真给力....霍建华比演天下第一的时候演技好多了.......整体剧情有点拖沓总觉着20集这个故事就可以讲完~            
(4星)	 我喜欢贺小梅            
(5星)	 中国的唐人不是盖的！！！            
(5星)	 O(∩_∩)O哈哈~不说什么····            
(5星)	 漫画风格不错            
