http://movie.douban.com/subject/2978224/	流星花园 流星花園
(4星)	永远的花泽类~
(5星)	那年看疯了
(4星)	曾经的F4挖、、、、
(NA)	浪漫
(5星)	好哇！！经典！！
(5星)	你们懂的。
(5星)	经典
(5星)	这是童年的记忆~怎可忘记呢
(1星)	以我初二时的欣赏水平来说，这个片子就很难看了。当然，以我现在这样不相信爱情一说的角度来看，本片胡扯到家。
(5星)	第一部偶像剧..
(5星)	当时一宿舍的大男生熬夜通宵看此剧，边看，边骂，骂了又笑，笑了再看 （中间夹杂若干沉默的鼻息，抽泣…也许是幻听），整夜沉浸在欢乐祥和的气氛中…所以记忆中对此剧欢喜的不得了。还有那庾澄庆经典的《情非得已》……为了当年留在记忆中那些欢乐的情景，为了曾经买的F4《流星雨》CD
(4星)	完整看过的第一部也是唯一一部台剧……||||
(4星)	红极一时
(5星)	台湾偶像剧的开山鼻祖怎么能不给5颗星，虽然现在看起来有点青涩有点土，但是之后的偶像剧有哪一部还会像《流星花园》那样给你以梦幻般的新鲜感呢？10年来，中国可以称之为街知巷闻真正大红的电视剧只有两部，一部是《还珠格格》，一部是《流星花园》。尤其对于80后，我的青春啊！
(5星)	这也是经典之作！
(5星)	凡那个年代的人都看过吧，当然要看，必看，看好几遍
(5星)	年少的记忆啊 
(4星)	台剧的经典之作吧。。无人能超越的花泽类！
(4星)	看过很多吃，重温一遍遍。虽然普通哈蹩的难受
(5星)	这个就只有小时候暗落落躲着父母看的回忆了 但是是绝对的经典。
(NA)	永远的F4
(3星)	哇，高中追的剧集现在回来看看。。。也就那么回事。。。
(5星)	烂熟于心的情节与对白
(4星)	毕竟是经典~~
(3星)	多小的时候看的啊   喜欢配乐  郑钧的流星雨  戴佩妮的我要的爱 还有那首perfect moment。。。。
(5星)	不可否认第一部搞的人恍惚
(5星)	美神道明寺~
(5星)	从次迷上大s~你的美真的是全方位的~无所不能~
(5星)	最经典！！其他版本闪边去... 
(4星)	嘿嘿 年幼无知的时候就看这个
(5星)	哎哟~世界的F4啊~开创了台湾偶像剧的先河~
(4星)	我也是大一的暑假才把它看完的，是挺好看的，比别家的强多了
(5星)	当年痴迷道明寺
(NA)	重温
(4星)	每个版本都会栽在道明寺手里
(4星)	那时高一 想到就很好
(4星)	说不爱是假的……我都爱哭了……看了一天加一个通宵才看完……还用被子蒙着电脑……
(3星)	3星半
(5星)	以前很喜欢，是我们青春时总是羡慕的那种校园爱情，希望有个帅帅的富家子爱上我们这种灰姑娘，用我们的真诚还有善良打动人家。所以那个时候很羡慕杉菜，有那么多帅帅的王子怎么都就围着她转呢，真的是幸福死了。
(5星)	鼻祖。。。。
(5星)	还记得初二时候找同学借盘看的~在同学家看完前几集，意犹未尽，到家之后依旧兴奋不已，向我妈介绍里面的情节。高一暑假看了两集再也找不到当时的感觉。祭奠只属于那个时代的青春的悸动。
(4星)	那时候很疯狂
(4星)	做早操时，大家会说：我看到第**集了!
(5星)	对仔的爱从此开始。。。
(5星)	看的第一部青春偶像剧~
(4星)	是因为前段时间的韩版和山寨版雷阵雨才想着要看流星花园，说实话这个电视剧播的时候我应该才小学快毕业，没看过，只记得那时候确实万人空巷，看了觉得不错，对韩版和山寨完全没兴趣啊。。（除了还蛮想看看山寨的雷人程度）
(NA)	其实当时觉得挺好看…
(5星)	那时的入迷程度啊...台湾偶像剧的鼻祖，记得自己好久都在做着一个白日梦，要是他们中的某一人是我哥哥该有多好啊...
(5星)	流星一超经典的
(5星)	经典到不能再经典了~
(NA)	看了这个才知道原著有多么好看
(5星)	她和他们在我心里的地位是无可取代的
(5星)	影响我太多太多的一部剧，永远都不会忘记
(3星)	当时看不错
(5星)	年轻的 F4 比较永恒 ...
(5星)	我妈比我更喜欢看。
(4星)	流星花园最好的版本
(3星)	看的第一部偶像剧~~~~
(4星)	曾经的经典
(5星)	当年迷得很离谱，期限长达两个月。由于类，心悦诚服地承认世间真有美男子
(5星)	在当时就是经典，要不是这一部这么成功，就没有日版和韩版
(3星)	我看过 不会引起大家对我人品的怀疑吧？
(5星)	众多版本中 最爱次版 道明寺太可爱啦~~
(4星)	很小的时候看的，蛮喜欢的。不管怎么说比什么流星雨的好看
(4星)	真不明白自己为什么把这么久远的片子又拿出来看，不止看了一遍的片子，但是重温了还是那么的好看，虽然他们的演技青涩到现在看上去是多么的假，多么的傻，但是曾经伴随读书时代的我走过来，让我明白帅哥是什么样子的。美好的事物是多么让人怀念。
(5星)	。。。。
(3星)	台湾偶像剧始祖~
(5星)	永远的经典
(3星)	第一代偶像剧啊~~~~
(3星)	所有的偶像剧都这个模式
(5星)	经典
(5星)	那个时候的仔仔哦~
(3星)	呃……反正当时喜欢
(4星)	回想起来,这部片子才开始播的时候,人气之旺.
(4星)	蛮好看的
(4星)	连我妈都迷他们
(4星)	没想到，九年后第一次看竟然会大爱。言承旭的原因吧，越看越好看
(5星)	其实很经典啊
(5星)	小学三年级第一遍 高一第二遍 2011.04.02- 04.07第三遍. 不管 人生第一部偶像剧 再加上这么多年 还是喜欢甚至说某种意义的“爱”類 不管 我要打五星了
(4星)	类啊~~~
(NA)	好看
(5星)	童年的记忆
(5星)	日本漫画改编的就是好看啊～ 经典
(4星)	不可否认，是我看的第一步台湾电视剧
(4星)	台湾偶像剧鼻祖，那一年我高一……
(5星)	台湾偶像剧的巅峰之作~
(5星)	经典的嘎，儿时的记忆
(4星)	第一次看到大S，当时觉得美呆了。像个芭比。
(5星)	也算是心中的经典了。。。
(4星)	经典~
(5星)	如果F4没有解散 我...
(4星)	我们这批人应该没有人没看过吧，四星怀念那段大学生活吧
(5星)	我心中的偶像剧经典．．虽然现在看来很不杂样
(5星)	一直被追赶，从未被超越！
(5星)	不管时间过好久,这都是一部经典的偶像剧！！！
(4星)	经典的台剧……
(5星)	很纠结的给了五星，因为他实在到不了五星的水平，但是对于我又是那么意义非凡，那么感动，大概所有的时候都在期待一个道明寺那么诚挚又幼稚的爱情吧。
(5星)	当年的我就是给5颗星的~哈哈~
(5星)	最有味道的杉菜...
(4星)	经典
(4星)	还可以
(5星)	实在太经典啦~~~ 虽然有点儿那个···
(4星)	第一部我耐心看完的台巴子的偶像剧
(5星)	偶像剧的经典
(3星)	当年很喜欢
(4星)	当人人都去看的时候你不得不看了。。
(4星)	第二遍看，大学时代的回忆啊虽然衣服看上去已经跟不上时代了，但是Jerry Yan和大S永远是我心中的道明寺和杉菜
(5星)	很经典的偶像剧，前不久又看了一遍，依然能感动人，和现在的很多台剧不一样，无法超越的经典。PS：总觉得那是大S的巅峰时代。PSS：无论什么时候听到《你要的爱》，还是会很感动。
(4星)	仔仔太帅了！！中间插映的画面很唯美啊！
(4星)	道明寺好可爱哦。。
(NA)	里面的人物个性鲜明~~
(4星)	怎么说呢, 台湾气息很浓重的偶像剧,可似乎也是我看的第一部偶像剧, 那时F4挺火的, 不过我就只迷吴建豪..
(4星)	年轻时大家看疯了的片子
(5星)	初中的梦想
(4星)	现在想想，F4的造型都是土的掉渣，可是架不住人帅！当年真是红的发紫了。
(NA)	曾经迷过仔仔啊。
(5星)	青春期的记忆与爱~
(4星)	那个时候的经典。
(5星)	前阵子用手机又看了一遍
(5星)	初中記憶。
(5星)	一段年少时光。
(5星)	当年超喜欢暴龙的凤梨头，其原因可能是因为很像吴奇隆。也许我习惯了对比
(NA)	现在已有了韩版，日版，和大陆的山寨版，但我认为最为经典的还要数，台湾这版，百看不厌
(5星)	看的第一部台湾偶像剧，经典！
(2星)	干笑而过- -
(5星)	完全经典，是偶像剧的转折点，喜欢杉菜因为这个看了漫画喜欢杉菜妈妈，老师，管家，配角演的都不错笑点很多，第一部改编的很棒
(5星)	翻拍了无数遍，最终还是觉得这部最经典...
(4星)	引领我进入偶像剧大门的经典开山之作
(3星)	记忆
(4星)	当年很爱
(NA)	呵呵，为什么很多电视剧都上演灰姑娘的故事．．
(4星)	高中～
(5星)	经典的迷恋着。初一的那个我。------------------流星花园。
(3星)	在他流行的时候，我真是一集没看，，在他不火的时候，，我看了，，并觉得不是那么好看
(5星)	鼻祖
(3星)	真是“偶像”剧啊。
(4星)	偶像剧入门，还记得当年。。。
(4星)	其实已经没什么印象了，但绝对比雷阵雨好，有机会想再看一遍…
(5星)	经典
(5星)	心中的经典~无论是七年前第一次看还是现在重温
(4星)	最喜欢的一部连续剧 一直的经典
(5星)	看的第一部台湾偶像剧。。
(4星)	当年的校园经典！上初中的时候每天在学校都听同学在谈论。。。
(5星)	属于80后偶像剧的回忆~
(4星)	看了就知道，什么是猪头
(3星)	鼻祖- -
(4星)	我高考前每晚都用這個來催眠。。。
(5星)	这么多年还是一样好看的电视剧~!!
(5星)	虽然现在翻拍了很多版本但是还是台湾的这部最经典
(4星)	适合年轻时候的我的心境内~ 杉菜滴爸爸妈妈太搞笑了~ 
(5星)	绝对经典的台湾偶像剧!!!永远的仔仔!!!
(4星)	看过的第1部台湾偶像剧 在小学6年级喜欢上了仔仔自己最喜欢的类的版本
(NA)	偶像剧的始祖，包含了偶像剧的绝大多数必备元素，改编漫画的偶像剧中也是比较优秀的，再与最近的《一起来看流星雨》相比，强啊，强啊，太强了！
(5星)	所有的流星花园里 最爱这一部
(5星)	重温了下，还是台版的最好，只有这里有道明寺
(5星)	重新看了一遍，依然是那么经典
(NA)	最爱台湾版
(NA)	偷偷看的稀里哗啦的偶像剧
(4星)	现在看看那个时候的服装，特别是道明寺同学的，怎一个囧字了得，不过剧情还是蛮喜欢的
(5星)	我的第一部偶像剧啊
(4星)	风靡一时啊~~~
(NA)	无法超越
(3星)	当时很喜欢 能给5星 可是现在看来。。。也没有人需要我们推荐了吧
(3星)	遇见童年的回忆。。。
(3星)	是看完所有版本之后才重新看的这个。自然少了很多新意跟期待。也已经完全不能体会它在那一代人内心中无法取代的位置跟不可磨灭的记忆。遗憾。
(5星)	只有两个字 经典啊~
(3星)	是个80后都看过~~
(5星)	我想，给任何评价，都是依照当时初见的心情吧～
(5星)	那时年少，月考完通宵看完的。
(5星)	这部片子除了经典不想说别的了。我还对小志哥哥的整个宿舍带去了福音。
(5星)	客拉斯科
(5星)	那个年代的无可替代~~
(4星)	有了雷星雨的对比…台版的真无比经典无比好看……
(5星)	这部剧可不能简短评论了~都是回忆啊~
(5星)	经典的东西
(5星)	初中那会看的，仔仔一出场我就爱了他七年，后来喜欢有内涵的男生了，呵呵，不过还是会关注他滴。再后来发现真正帅的是言承旭诶！我滴妈咪哦
(5星)	青涩的记忆。。~
(4星)	经典偶像剧
(5星)	哇噻，不能有没看过的吧？我妈都被迫无奈的看了n遍盘……
(4星)	最喜欢仔仔！
(5星)	此后就没有好看的台剧了。
(NA)	当年只有流星的雨
(5星)	还是很喜欢
(3星)	偶像剧鼻祖了吧。
(4星)	我知道主题老套 但。。。年纪小时 就是喜欢看啊。。。
(5星)	小时候觉得太好看了。。。
(NA)	一起来看流星雨
(5星)	我看的第一部台湾偶像剧  那时还在上初二 每天晚上偷偷的看电视  早自习的时候和同学在书本后面偷偷的高谈阔论  至今还会时不时找出来看看  再也不会有一部偶像剧让我这样了  大s版的杉菜真的是出彩的
(5星)	高中时候可是追着死看的电视剧，很是喜欢~~~追忆当年的流星雨~~~
(5星)	我看过最经典的两部偶像剧，一个是流星花园，一是战神，
(4星)	说真的，打四星是为了那时完美的仔仔
(NA)	被芒果台的雷阵雨闪了一下~~
(5星)	当时看的时候简直是痴迷，人人都看
(4星)	看的不是剧，而是回忆。。。
(4星)	8年前第一次看，当时就是通宵看完的。今年回头再看，还是会觉得挺不错的。喜欢大S版的杉菜
(NA)	国名大妈的出现让人更加怀念那个没有天涯的JJYY没有自己猜测后面的狗血剧情的单纯观赏帅GG靓JJ谈情说爱的年代。
(5星)	我的启蒙偶像剧，独一无二。
(5星)	五星不是因为它拍得多么好，不是因为其中意味深远，而是因为它代表了我们最还念的那段青葱岁月，连结起了我们的年少岁月。就像FF说的，2001年谁不知道流星花园啊。
(5星)	这是当代几乎所有偶像剧的开山之作，蒙骗少女及师奶们的灰姑娘与白马王子的故事从此泛滥成灾。。那时很青涩，那时很美好，那时F4红的一塌糊涂，从泰国到首都到农村，小孩子们的衣服上都印着那几颗人头 时光荏苒啊
(NA)	偶像剧的鼻祖
(4星)	那时候才初三，听同学撇剧情也很有意思，苗新宇有全套的碟片，很贵，还卖给网吧。前几集有类的时候比较好看，后面无所谓的人加进来就可看可不看了。
(4星)	原来这么多年了，不可否认——是好看
(4星)	看了那么多F4，只想说，这里面的才真的是花样男子，特别是仔仔，像从漫画里走出来一样，之后真的就再没见过他那样气质的男主角了
(4星)	这个比日本、韩国的好睇，小S做得唔错。
(3星)	怀恋...
(3星)	大学不的课~让我明白一个道理。电视剧是不能回头看的，大S他们的衣着真是不堪入目。电视剧只能留一个念想。和电影的区别，正如同新闻与小说。
(NA)	花泽类
(5星)	最最经典~
(5星)	多经典呀！相比雷星语！
(4星)	年少轻狂的梦。
(5星)	经典~~
(4星)	虽然有脑残的剧情，但是还是有经典的对白和人物演绎。看完觉得言承旭还是蛮帅的咯
(5星)	不知道看几遍了，多年以后还是觉得很好看
(4星)	轰动一时的台剧，现在很难有剧集超越这个巅峰了。虽然演技都不咋的，场景也很简陋，后来的剧情也显得拖沓，但这不影响这部剧集成为一个经典。
(5星)	很經典
(4星)	初二流行的电视剧。后来的人们。爱情跟作法都有深深的模仿的痕迹。
(5星)	我恶俗了恶俗了恶俗了~萌阿寺萌美作萌西门萌花泽连青和也没有放过~可惜了是删减版但是我肯定受不了比这更纠结的剧情~淡定啊要淡定啊~~~~~
(4星)	青涩记忆里的美梦
(5星)	当初那个迷呀，看了不下四遍吧。。。。。
(5星)	道歉有用的话要警察干嘛。- =
(4星)	还是不错的只不过后来模仿的太多了..
(4星)	大S和赵雅芝其实笑起来挺像，而且怀疑S模仿赵
(4星)	伴随着02年的流星雨看的，当年真的好红！~
(4星)	确实挺好看
(5星)	经典啊经典~开山鼻祖~
(4星)	不愧是台湾偶像剧的鼻祖!
(4星)	当初算是很成功的力作了~
(5星)	果然还是 经典
(4星)	经典 虽然有点 ..low
(5星)	看过那么多的版本，还是台湾的好看。
(4星)	经典
(5星)	经典，不是用日韩版能用钱能砸下来的 
(5星)	唉～～支持原版，反对山寨，怕了湖南卫视
(5星)	我心中的经典~~
(5星)	经典中的经典
(3星)	现在极度想不通，想当初怎么可能会轰动到有点不正常！！！奇怪！！！
(NA)	师祖！！！
(4星)	当时真的火到不行的电视，开创了偶像剧时代
(5星)	偶像剧开山鼻祖
(5星)	没我们演得好，不过尊重前辈给个五星吧
(4星)	突然想起了15岁的我
(4星)	喜欢里面害羞的道明寺。
(4星)	曾经的必修功课。
(5星)	绝对的经典，但第二部实在太让人失望，可以忽略不计
(4星)	经典~~
(4星)	很感人
(3星)	太怀念了，噗
(3星)	我……不想多讲……
(4星)	本色演出、青春逼人
(4星)	台湾偶像剧始祖，F4里喜欢花泽类，但是，如果真的相遇，只会擦肩而过，彼此都是对方的路人。
(4星)	大学期间窜红每个宿舍的经典之作
(NA)	當年很流行的說。不過是在流行後才看的。= =。
(4星)	年轻那会学校机房里人人都在看
(5星)	我整个少女时代的芳香。
(NA)	以前看的，现在觉得也就这样了，适合给低龄人崇拜崇拜
(4星)	五年级阿。
(5星)	浪漫、疯狂、不切实际，这是我对这个片子的印象，不过，确实是一部经典好看的片子！
(5星)	我还是那个爱幻想的少女吗？
(5星)	当时觉得挺好看的，初中了。。
(5星)	绝对是经典中的经典、、、。
(5星)	后来陪同学看了点觉得有点受不了，但是大部分女人当年都为这个疯狂过吧?
(4星)	觉得蛮好看的
(5星)	当年真红啊~
(NA)	好吧，看过一两集，当时就打从心底地觉得真的土到掉渣。从此奠定了我对台湾偶像剧的厌恶。。。
(5星)	经典哦~
(5星)	华语偶像剧难以逾越的经典
(4星)	有点做，又蛮好看的
(NA)	中学时候就看了  现在感觉这片子没有意思
(5星)	经典啊！隔了快十年再看还是爆笑。
(NA)	哎，还是在09年才完整看完的，现在觉得一点都不好看，真不知道当时怎么会这么红。
(5星)	偶像剧的始祖么= =
(4星)	经典，值得一看。
(5星)	当年看的第一部湾湾偶像剧 其实还是迷恋过的..
(5星)	现在看不知道……
(4星)	我觉得这是最好的版本、、
(5星)	经典中的经典
(NA)	爱花泽类忧郁的眼神所以就无法自拔的爱上了周渝民
(5星)	曾经美好回忆~
(5星)	一切的開始
(5星)	台湾偶像剧经典 ~
(4星)	虽然现在看来觉得简直无法忍受，但是确实是开了一个先河啊！
(4星)	最接近原著的版本。
(4星)	虽然不是很喜欢 但是它也风靡一时。。。
(4星)	当时才初中
(NA)	偶像剧启蒙啊
(4星)	08奥运开幕式之前，看完第二遍~ 其实挺好看的，虽然男一和男二演得象白痴..
(5星)	经典
(5星)	经典台剧
(5星)	力荐~!!!!没有理由!!!唯一理由就是我们都是青春的花朵~~哈哈!!!
(5星)	第一次接触台湾偶像剧。
(NA)	还是第一部好看。。。
(5星)	永远的经典永远的道明寺
(5星)	人生第一部偶像剧
(4星)	纪念那段时光
(1星)	什么东西嘛（已过青春期）
(5星)	绝对的记忆啊
(5星)	啥也不说了，台湾偶像剧开山之作，地位不容动摇，2002年曾熬夜看来着
(4星)	其实真的还是蛮好看的，虽然演的有点傻...要从台湾偶像剧历史地位上考虑其意义..
(5星)	天涯上讨论当年看流星花园的帖子都让我感触良多
(NA)	那时候还真傻，哈哈
(4星)	在这部片子掀起狂潮的时候我竟然做到了不闻不问，并且等到两年之后才看。真是佩服那时候的定力啊
(4星)	其实真的蛮经典的，台剧的启蒙之作
(4星)	现在再看会觉得演员在里面的造型有些土~~但当时这部片可是迷倒了不少人~~
(5星)	偶像剧阿.
(3星)	对我来说是台剧的终点
(4星)	因为这个迷恋言承旭3年。
(5星)	仔仔
(5星)	小时候的超爱。。可后来觉得有点傻。。。但还是喜欢的。。。
(4星)	难得我觉得不错
(4星)	虽然现在看来流星花园很幼稚 但是当时的确感动到我了。。年幼的我吧 呵呵：）
(5星)	那年我还年少。那一场梦延续了4年。
(5星)	每一部偶像剧
(4星)	想当年很喜欢，追得厉害。。。
(4星)	当时~~~~~~~~~~~~~~~~~~~~~~~~
(5星)	台湾 流星花园 F4 
(4星)	当年的大爱啊~ 看了无数遍，有的镜头看了无数遍的平方，怎么就那么爱了呢说不清了……
(4星)	不是拍的演的多出色 只是流星花园的那段回忆 属于太多人 无法忘怀当年 我们还年少
(NA)	那么经典呢
(5星)	不得不说……这部剧承载了我年轻时候的一段时光…………
(4星)	还是旧版的好
(3星)	其实我没有看完==
(4星)	当时简直让这部剧弄疯了，纪念一下，F4啊！！！
(5星)	曾经相当迷恋~
(4星)	曾经的偶像们啊
(5星)	我的台湾偶像剧启蒙老师~~让我认识了仔仔 ~~O`YEAH`
(4星)	我想至少最终这一部变成电视剧 版的经典...
(5星)	标志着台湾剧正式在大陆崛起
(3星)	好几年前看的
(NA)	当年24hrs不间断播放。我部vcd阿~
(5星)	还是最喜欢台版
(5星)	那时经典的偶像剧
(4星)	经典
(5星)	青春的影子
(1星)	幼稚的童年~~~！
(3星)	总算看完了。就最后几集比较好吧。
(5星)	好看啊，上大学在网吧熬通宵看完的。看完就挺激动。感觉在它之前，台湾是没有偶像剧的。
(4星)	很少看过的的偶像剧之一
(NA)	最喜欢看
(NA)	当年的
(4星)	|2409:3808|
(5星)	那个时候 哎呀 女生那个痴迷呀 
(3星)	初中时大热
(4星)	爲什麽大家那時候都喜歡類
(NA)	超级喜欢 也许被人说我幼稚 但是 就是喜欢 喜欢道明寺对杉菜爱情的真挚和坚持 
(NA)	曾经年轻过
(3星)	相较于现在让人倒胃口的所谓偶像剧，突然发现当年此片红遍大江南北也不是没理由的。作为一些回忆里必不可少的消磨品，它也许还算不上垃圾文化。
(4星)	虽然谈不上喜欢不喜欢了已经但还是很中意当年这剧流行那段时间的感觉的＝V＝
(5星)	喜欢大S\(^o^)/~
(NA)	那是一段不可复制的记忆！
(NA)	经典
(4星)	大爱仔仔。、花泽类。。
(4星)	大一时候每晚守在宿舍看的片子。最喜欢的镜头是F4出场，从车里出来的时候。现在看已经完全没有了感觉，觉得有点做。所以还是留在记忆里比较美好。
(NA)	古老的
(5星)	算是人生的第一部偶像剧，现在看来很是弱智，但当初的确为它疯狂过。
(4星)	越有脾气的女主角，男主角越爱。
(5星)	没话说的。连卡通版也记上。都很有爱。我那少女般纯纯稚嫩的心呐~~~~虽然当年高考在即，伦家还是坚持不懈把它看完，相当对得起曾经有过的——青·春·期呐~~~#￥%……—*%￥￥%……—%……—……滚！拍死你这不要脸的，你青春期拖那么久！我乐意我乐意，有钱难买我乐意。。。
(5星)	想当年  那个红啊    偶像剧的元祖
(5星)	无可逾越的经典
(3星)	因为电视台放了，所以看了。。。= =
(NA)	一个时段的疯狂....
(4星)	这是一场很大的闹剧，看着它你可以很爽，因为里面的事和人都是我们注定不会遇到的……
(5星)	过了这么多年，我还是喜欢。
(3星)	7年后重看，剧情老套，感觉不再！
(3星)	当年很喜欢
(4星)	經典..看了兩次
(4星)	重温经典，现在看看觉得编剧漏洞多，排场服饰人物造型都超土气。不过流星花园开创了台湾偶像剧的先河，还是有纪念价值的哦
(5星)	道明寺啊&gt;&lt;重溫青春～
(4星)	成为今后所有翻版的鼻祖，不能被任何版本替代
(5星)	风靡了那个时代。类。
(2星)	实在不想承认当年我也看过
(4星)	很回味道明寺一個人對著窗戶跳舞的那段，像個孩子
(4星)	台湾偶像剧开山之作
(4星)	以前真係好中意嘎~
(NA)	第一部偶像剧,看着玩儿呗~~
(4星)	还是喜欢这部的人设，剧情还是日版好
(4星)	其实这部片子有其经典之处
(4星)	雖然今天再看有點雷人額。
(4星)	读小学的我迷惨了！
(NA)	看的第一部台剧
(5星)	轰动，轰动，我饿被轰动过，哈哈哈
(1星)	SB的生活方式，毫无意义的人生
(4星)	类还蛮原版的
(4星)	人生第一部偶像剧啊。。。
(3星)	现在看觉得很傻X 但是寒假去印尼玩惊愕的发现在热播
(NA)	妈呀。。。第一次知道可以上网down电视剧就是这部了。
(5星)	看看多少个版本，就知道台湾版多火！
(5星)	当年火的不行，然后被骂的不行。可是记忆中，还是只有这么一部偶像剧能让我回味悠长。
(5星)	看完感觉还是很感动～～想翻出来回忆下
(4星)	台湾偶像剧的开山始祖～
(4星)	好久远的说
(NA)	为了看最后一集，匆匆的逃离家长会。之后是与妈妈的争吵……呵呵，原来我还记得
(4星)	嘿~当时还真觉得好看的。谁要说没看过，那真是撒谎吧~
(4星)	当年很喜欢。
(5星)	经典台剧之一，花泽类的眼神让我迷恋了好久
(5星)	看过韩版知道台版的魅力了。
(4星)	那年的痴迷如今只剩回忆
(NA)	突然的推薦…
(4星)	第一部看的台湾偶像剧，当时是初中刚毕业，问班主任借盘看的，全班轮一圈
(4星)	那时真的很好看~
(4星)	曾经觉得很好！可是已经不能看第二遍了！
(4星)	喜欢空手道御姐道明椿（庄）~
(5星)	台湾偶像剧里的经典！！！
(NA)	台湾的最经典
(5星)	纪念的是回忆
(4星)	每个人都有的记忆吧 很美好
(5星)	比韩国，日本的都好看！大概也会比将来的山寨的好看！
(5星)	就第一季挺好看的 之后没再继续看 灰姑娘跟富家子的故事
(5星)	一个代表性的东西~
(4星)	曾经的经典，大学生的最爱。
(1星)	偶看第一集的时候就睡着了，从此以后再也不看台湾偶像剧了
(3星)	今天看起来简陋，但曾经还是经典。
(5星)	靠！那年为了它还被可恶的陈彩虹同志当众批评！超丢脸！
(NA)	因为漫画，当初居然哭了。傻傻的
(5星)	类，你的背影总让我心疼！
(5星)	这部片子承载了太多人的回忆。偶像剧开山作，见证了花样美男时代的来临。
(5星)	这个剧真是承载了多少人滴回忆呀呀
(5星)	para siempre
(5星)	年轻时的回忆啊，呵呵呵。。。
(NA)	中考后的暑假
(4星)	那时候它就是红...你不承认也得承认那时的仔仔真好看~~~
(4星)	话说这部剧应该是风靡那个年纪的中国少男少女了吧~现在在日版韩版的花样相比之下·看来很是粗糙~但无可否认其中的某些经典是无法复制的~
(5星)	太好了无敌好
(5星)	偶像剧启蒙！
(4星)	年轻的时候还是被感动过的。。。
(5星)	偶像剧鼻祖。当时迷得我晕头转向。
(5星)	那个时候的花泽类啊
(3星)	初中超红的 我们班女生还组了A4 
(2星)	不知道为什么那时候谁不迷那五个人啊就我硬是不感冒，哎~
(3星)	回头看看，还蛮有意思的
(4星)	那个时候
(4星)	当年还有些不屑，回过头来看发现是还不错。。
(5星)	有强力推荐的选项吗，我第一次熬夜就是因为看它，然后发现自己站起来都不会走路了
(4星)	这两天在看
(3星)	我承认我真的不喜欢台湾偶像剧，这部例外
(5星)	人生中的第一部偶像剧哦。。弄得我都这把年纪了还是个梦幻美少女~~哈！
(5星)	无可替代
(4星)	偶像剧的启蒙啊
(5星)	好看，小时候看，看的是热闹和帅气，长大了再看，看到了好真好纯的爱情。唏嘘……人生的感悟与经历有关，之前的评分是4，我改成了5.
(5星)	当时多风靡一时的剧啊~~
(3星)	好多年前的事了。~那时好像蛮好。
(3星)	不管怎样也不能抹杀我看过它的事实……
(4星)	青春
(5星)	曾经为这剧疯狂过  后来看了日版  才知道 我疯狂的只是那样的爱情
(NA)	疯狂的年代怀念那个时候
(4星)	传说中的偶像剧入门...?
(5星)	突然发现居然还没加~
(1星)	不是垃圾可以形容得了的 毒害青少年
(NA)	我是后来才看的 没多大感觉
(4星)	小时候的记忆~偶像剧的始祖啊
(NA)	突然记起
(NA)	……
(5星)	开创了一个时代。。。
(5星)	偶像剧里的经典了
(4星)	这片子书写了太多的过去.当我90块的vcd已经播不出来,我仍有回忆.
(NA)	回顾了一下~闹不懂当年为什么如此迷恋这样的东西……
(5星)	两个字：经典
(NA)	高中两个晚上的疯狂
(5星)	这个当初很喜欢的~~
(5星)	时代经典
(5星)	当时很喜欢看的~喜欢道明寺~
(5星)	还是这个最经典，韩国和日本拍的都不怎么地，还是这个有节奏感
(4星)	曾经沉迷于此...
(4星)	偶像剧
(5星)	经典
(5星)	最爱花泽类
(NA)	还真没看全了
(5星)	那时候的回忆很真切！
(3星)	曾经红极一时的偶像剧~~ 外面常听到有在放F4的歌~
(NA)	当然迷过
(4星)	台剧的巅峰
(2星)	靠
(4星)	经典呀
(5星)	梦开始的地方
(5星)	属于80后的回忆吧。嗯，重温流星花园，还是很怀念。或许我不会再看台剧，但是永远忘不了这部。
(4星)	台湾偶像剧的开山之作
(4星)	经典~！
(5星)	经典。
(3星)	曾经挺迷恋的
(5星)	喜欢 杉菜的劲头 道明寺的单纯可爱 和花泽类温柔得化不开的眼睛
(4星)	最好看的偶像剧嘎嘎
(5星)	重温了一遍，经典中的经典啊
(5星)	现在想起来才发觉里面出现了太多的破绽，有钱人的生活不是想象就可以这样真实的演绎出来的。当时的流行是符合了我们年少时候的所有的期待吧，但是怎么说呢，起码现在想起来的时候还是觉得很好，很有童话的感觉。要比现在的台剧好太多。
(3星)	哈 我有一套碟那时侯有多疯狂这会都不敢想像 
(4星)	停留在年少的记忆~简单的爱情...呵呵
(NA)	当时很痴迷。。。
(5星)	挺经典的
(3星)	内地第一批偶像剧 那时候我还小
(5星)	看了多少遍我都数不清了。。。
(NA)	无庸置疑，绝对偶像剧中的经典
(5星)	很喜欢   当时超级迷    现在翻出来看还是很有感觉  虽然很烂  但是也是看的第一部偶像剧
(4星)	对比起来，台版还算好的啦
(3星)	花泽美
(5星)	这是我看的第一部偶像剧，也是每年都会看的剧。也许有人说幼稚，不过我真的很喜欢那种感情的真挚，还有遇到挫折坚持走的勇气。苦难之中才能体现情感的珍贵。花泽，我的最爱
(NA)	回忆。
(3星)	有幸在禁播之前完整的看了一遍
