http://movie.douban.com/subject/4751653/	怒火街头 怒火街頭
(4星)	郑嘉颖很赞！！
(5星)	不错的，就是短了点
(4星)	上半年TVB唯一追到最后的。贞贞死的好可惜。KC这部演的很意外！！坐等第二部！
(4星)	法律题材，情节比较紧凑。交织爱情，客串的妞都正点。
(4星)	还是比较喜欢
(3星)	我觉得只能算还行吧 KC要赞一下！
(3星)	我其实没觉得这片子好看,不过那段我宿舍电视刚搬来,图个新鲜.
(5星)	KC果然没然我失望啊。。。
(5星)	里面反映很多社会问题，有笑有泪。kc演的law霸是亮点之一。
(4星)	林子善上位了哇~··李璨琛进军电视剧了呀···总是 还可以嘛··
(NA)	tvb经典台词 那 做人最重要的就是开心！
(3星)	依旧是冲着郑嘉颖去看的。还不错。
(5星)	一如既往不爱X2啊……没了Bosco就算了还我KC！！虽然KC还是娘了一点但这部剧角色太棒了最后两集看的太入戏了TVT！SamLee的加入真的点睛之笔亲你好帅啊好帅啊好帅啊！对贞贞的死接受不到TAT！
(4星)	很少看TVB剧，不过这部真的不错~值得推荐。男女主角在里面算是有突破了~
(NA)	刚刚看完了大结局~~郑嘉颖好帅滴！！
(NA)	搞笑的港剧。老戏骨就是不错。
(NA)	纯纯的港味。。。
(4星)	算是不错的了……期待续集吧
(4星)	这部片让我对胡杏儿有了特别多的改观,也许是很喜欢王思苦这个角色.....
(3星)	还能看看...不过案子貌似简单了点...
(4星)	近期来讲，比较好睇噶港剧都系得呢套噶咋~
(2星)	只能说编剧yy的够可以的，什么都提高到正义的高度，就连妓女都是，振振有词的说着尊严，一边接客一边谈论着高尚的爱情，本来希望至少能看看庭上的辩论吧，结果，显然的那是演讲，一把眼泪一把鼻涕的，只能说，编剧过于yy了。。
(4星)	唯一影响给五星的原因是胡杏儿...
(4星)	狗血是有的，但绝对是不主流不碍眼的~
(3星)	也就是这样啦.
(4星)	刚开始看觉得不好看 其实还是Ok的 听说还要拍续集
(4星)	民间法律，都应该看看
(4星)	承认是偏心胡杏儿乌溜溜的大眼睛和郑嘉颖笑起来夹死人的鱼尾纹，全剧剧情紧凑，有出乎意料之点，有情理之中之境，主题曲相当的靠谱。
(5星)	今年最好看的TVB剧，很感人，也体现了香港的街坊文化，不错
(4星)	冲着郑嘉颖和李灿森去看的 两个人萌点满分啊
(4星)	郑嘉颖果真是媳妇熬成婆做了男一，演的还不错的说~~~~只是这个片名，真是搞。。。。
(4星)	难得我还能从头追到尾的剧，虽然明显结尾仓促，为续集铺垫。
(4星)	又搞笑又鼓励寻求正义又关乎弱势群体又呼吁道德良心
(4星)	贞贞不要死！！！！全剧唯一一个让人疼惜的角色。不稀饭女猪脚，就算卧底式复仇也不能改变她在我心中的虚荣虚伪形象。正义——需要多么勇敢辛苦的坚持……
(4星)	典型港剧
(5星)	咦，为什么我这么喜欢关礼杰呢
(5星)	law霸这种好男人,真是电视里才有的了
(3星)	李灿森演的社工是亮点，剧情实在太狗血，编剧是不是真的写不出好剧本了？男女主角的关系有点莫名其妙，这20集可以缩短到10集讲清楚的，总体来说，这部片子真是够低成本的。
(5星)	前两天看还是8.1，如今又跌了两个点。不过我的感觉相同，后6-7集的确没一开始新鲜感十足。最后一单case建立在主角被谋杀的基础上ms又扳回一点吸引度。whatever，KC真是没话说了，如果有10颗星，全部给他！深水埗生活的邋遢搞笑，庭上的辩词和充满正义感的表情，岂能不爱？
(5星)	這套劇，贏在劇本和選角。節奏明快，是tvb近年出品少見的。KC搭杏兒其實早已不新鮮，但同樣的組合，數年後落在唐基明的手上卻得到的劇烈的化學反應。今年僅看過的兩套tvb都是KC做男一號的，都是那種不修邊幅的市井男，擺脫了以往的花瓶框框，是繼《與敵同行》后的一次蛻變。 
(5星)	TVB一向如此！
(4星)	无疑是今年最好的一部。
(4星)	案情白痴 但KC演出又搞又柔又酷那味道 撑起整部戏
(5星)	律政剧就该这样才好看嘛！终于不再是一看就知道谁是凶手的2货了！监制编剧导演演员配乐都有水准，赢在整体强！P.S.  KC老迷人了～
(4星)	不错的律政港片哦！
(3星)	也还好吧，案子没有那么精彩，KC和胡杏儿还是有火花滴~嘻嘻！
(4星)	7.5/10，好久没有这样惊喜又自然了。集数长短相当值得某些剧集学习。
(4星)	tvb的電視劇總是有很多固定臺詞固定劇情,有些顯得做作.真是很糾結貞貞怎麼最後死了,整部電視劇一直強調公平公正,雖說pk最後入獄得到應有的懲罰結局,可是為什麼這個一生坎坷的女人在好不容易能實現夢想又遇到一個愛自己,自己愛的人,最後卻落得這樣的下場
(3星)	后半部分好看多了。。。。
(3星)	KC真的很努力了，但还是有哪里怪怪的，胡囧囧变胡美丽了，早该整了，不顺眼这么多年。剧情不严谨，到最后也没说清楚给老婆下药那人的结局和严婆婆祖孙的后续，还有富家子打死人怎么算。
(NA)	Law.霸说话的时候咋总是同一副表情哟
(3星)	难得有一部不算抄袭的，女主就被我扣了一星，剧情弱再扣一星。
(4星)	结局有点马虎
(5星)	好好看！可惜只有20集！
(5星)	你知道我是不客观的。
(NA)	港剧都这样
(3星)	米佐治蛮可爱的。ps：好人不是这么当的！！！
(3星)	后半部完全不行.........
(3星)	总的来说还可以
(5星)	我喜欢的TVB，还有超级有样的KC 郑嘉颖，喜欢喜欢，等看续集
(3星)	嘻嘻 託福的小插曲~~
(4星)	今年上半年最好看的TVB剧集了。有一些看以前TVB剧集的感觉了。情节，人物都蛮不错的。
(5星)	越来越喜欢郑嘉颖了~
(5星)	太好看了！！！
(4星)	有点无聊，但是还是看完了
(4星)	KC演技真是越来越好，脱线的样子萌坏了。杏儿还是老样子，最可惜贞贞&amp;阿钉这对，剧情有点单薄，感觉就是把每个人物身上的案子过一遍，不过瘾啊。
(5星)	法律之外另一种诠释。喜欢郑嘉颖的角色。
(5星)	不拖沓很感动，原则和底线很重要。
(4星)	近年来难得的好港剧
(4星)	如果结局不那么潦草，应该更好看。
(3星)	开头很不错，有点惊喜，但是最近TVB电视剧虎头蛇尾的太多了。郑嘉颖表情太奇怪
(3星)	胡杏儿还是演智障比较适合
(4星)	很搞笑!
(3星)	此剧让我对郑嘉颖刮目啊，原来伊可以一点都不奶油的啊。结局太狗血减掉一颗星。
(5星)	就是好看吧。
(NA)	tvb这两年难得拍得好看的戏。卡司阵容不大的剧往往能出意想不到的效果，喜欢米佐治和索腿天后，以前没发现陈敏之的腿这么长啊啊。
(5星)	其实没多好，但是是堕落的TVB今年最好的
(5星)	贞贞后来死了，你知道么。
(5星)	近阶段难得一见眼前一亮的港剧。主题歌很带劲
(3星)	胡杏儿的发型哦。。。。。。
(3星)	第一集还很带感，到后来完全模式化，坏人先占上风最终还是好人胜利啊什么的，这套路太老了吧！
(3星)	随便看看还行。
(4星)	对郑嘉颖改观，连同埋鱼尾纹都中意啊！但案子都让律师破了，还让警察活吗！
(4星)	典型TVB剧，有看头。只可惜结尾太仓促了。果断第二部。
(3星)	又是虎头蛇尾
(4星)	law霸！~
(4星)	结尾有点仓促，其他的都很好~
(3星)	律师可以当警察用了
(4星)	辩论的环节实在精彩
(3星)	挺一般的。。。
(4星)	法政先锋后看过最好看的啦
(4星)	比今年TVB其他的剧都好看
(4星)	近两年甚至三年来看过的最好的TVB。
(3星)	为什么法律戏变烂了
(5星)	少见的律师题材剧，可看性高
(1星)	殘破的劇情，薄弱的庭辯，拼湊的感情，是今年TVB最爛的劇本
(3星)	好耐都唔体部港剧~比美剧养大左个胃口~就好难再接受翻港剧d剧情~
(4星)	還不錯啊~~鄭嘉穎果然適合這樣痞一點的角色。不過好短，20集就沒了。
(3星)	胡杏儿超级做作~··
(4星)	可以一看，够轻松，也有情节。李灿森非常不错。都市童话。
(4星)	唔知几好睇喔~~~
(2星)	这部剧不咋滴呀~最后还是靠着妨碍司法公正赢得了官司，就不能真正真正的打一场吗？郑嘉颖和胡杏儿的演技也不咋滴，综合评价，就是不咋滴
(4星)	TVB不求上进很长时间了，搞得我那么钟情港剧的人都不得不去看别的剧；这部剧最烂的是片名，完全搞不懂什么东东，要不是因为看到评价很好根本不会看，郑嘉颖和胡杏儿虽然演技不算十分出众，不过也算可以了。关礼杰酱油打的十分之彻底，林子善还挺可爱的。
(NA)	一般
(3星)	前18集看的还挺舒服的，19集怎么就这么堵啊。看个电视剧而已，搞出人命不太好吧
(4星)	还不错，男主角在这里很有魅力
(5星)	好看！！！算是近年来TVB时装剧中比较出彩的一部，剧本好，演技好，就是片名不太好。光看这名字，还以为是古惑仔呢。
(3星)	开篇还不错，后期就越来越无力，KC和X2的演技都好颓。
(NA)	改变了对郑嘉颖的看法，看来他演技不错~胡杏儿就不提了，始终喜欢不起来。。。李灿森嘛，还是演混混最合适
(4星)	个人觉得里面最靓的是第五婷~
(4星)	推陈出新
(5星)	原本因为主角的关系我跑去看了花花，结果这部剧真是给人意外的惊喜，比花不知道好看多少，这才是TVB该有的水准嘛，吃蛋糕那个桥段好sweet~这种粗活不用你做，让女孩子们来嘛
(3星)	开头还挺有趣的，到后来就沦落为卖感情了，故事没有很好地展开
(5星)	今年终于出部人看的戏了……
(4星)	kc现在好喜欢演外表邋遢，内在很pro的角色，帅。X2也是越演越好；配角都不错。
(4星)	TVB的剧真的是越来越不行了，这部算是最近几部里比较OK的了，但有些地方还是不怎么样。
(4星)	律政 搞笑
(3星)	卡司很强大，部分细节比较精彩，但是整体比较松散。不如律政新人王和潮爆大状
(3星)	郑嘉颖越来越男人气概，以前多邪里邪气一小白脸啊，现在时多么表面嬉皮内心沧桑感的英俊男人嘎！
(4星)	还不错~越往后看越想看下去，可以看看哦
(4星)	貌似近几年，完整看下来的一部电视剧~~
(5星)	好就没看过这么好看的TVB剧了 绝对是今年上半年的最佳港剧
(3星)	作为一个资深TVB迷，这部剧还是不错的，起码我看完了
(4星)	结局一般。。。
(4星)	怎么这么快就大结局了呢 555.
(4星)	罗宾汉呐！
(4星)	還是不喜歡胡杏兒。。
(4星)	虎头蛇尾，越看到后面感觉越扯……
(5星)	好看的，郑嘉颖痞子腔好给力的呐
(4星)	为什么最近老觉得TVB的剧都结束的很急匆匆。。。
(4星)	可以说上半年最出彩的剧集
(3星)	虎头蛇尾+充满槽点的案子+HX2的妆！发型！演技！！
(4星)	好久没看港剧了，这个还不错。
(5星)	还可以，几个男主角都很有性格。就是我喜欢的女生，一个命运多舛，一个是我不知道名字的配角，只有腾丽名好像还可以，但是她的发型我不太喜欢。。。
(5星)	司法公正，这是我看过之后印象最深的四个字。
(3星)	编剧想象力太差
(2星)	结局好突然，还快，贞贞好坎坷。
(3星)	看情不是看案
(3星)	为啥TVB老是烂尾呢？  开头蛮好的  当中很突然  结局很烂。
(4星)	不同以往的律政剧,律师的无厘头式的取证或手法都让人耳目一新,但结局有点草草了事的感觉,配角和一些感情戏都还蛮刹风景的...郑嘉颖演的不错昂~
(4星)	无限感叹啊……
(3星)	做戏~~对港剧已经完全抵抗了~~~随意的看着看着还是弃了~~最多三星~
(4星)	算是2011上半年最佳啦，虽然我也很讨厌陈敏之死了..据说要拍续集...
(4星)	ok啦
(4星)	好久没对TVB的剧提起过兴致了，law霸很有爱啊。
(3星)	如果不是被前半段骗了……
(5星)	主题曲太带感了，情节也好看，演员也给力
(4星)	掉一颗给蛋疼的结局
(5星)	演员都蛮喜欢0.0主题曲霸气 前半段好看
(4星)	这部剧的名字和内容完全不搭嘎，三滴汗！主要讲案件和律师打官司的，还不错！TVB最拿手的就是律师剧和刑事剧了~~~
(3星)	我老公每次看到胡杏儿都会说她好丑……
(3星)	故事一般丰满，但law霸真的很爱王思苦，爱情不是空头支票。
(4星)	不喜欢ending
(4星)	感觉短了点啊。。
(4星)	前半段太过平淡，后半段总算中规中矩。Law霸的演技，没有好到能得视帝。贞贞是个个性人物，但也没看出需要多么厉害的演技。对胡杏儿的讨厌进一步减少。石修哥，这样讲话是要急死人咩...
(NA)	tvb啥时能不那么虎头蛇尾
(NA)	我稀饭编剧~
(4星)	演员都不错，就是案件本身太弱了。
(3星)	女主角o(︶︿︶)o 唉，遗憾...
(5星)	最近比较好看的港片了
(2星)	如今TVB是一剧不如一剧
(4星)	TVB今年上半年最好看的剧
(4星)	木有故事正常的女性就这么没有市场。。
(5星)	最喜欢破案题材啦，穿插的感情戏也戳人，赞
(NA)	贴近现代，贴近年轻生活的律政剧集
(4星)	在今年滴TVB里面算还可以看的了~~
(NA)	案子有点雷。。。
(4星)	题材、制作、演员都不错啊，郑嘉颖和胡杏儿的组合挺衬的。关礼杰虽然残了点，还算不讨人厌，林子善终于摆脱了一回马仔、小弟形象了。还有，石修的大反派很值得一看。
(3星)	老实说，男女主角我都不喜欢，破案推理都是十分低能那种，只是众配角很出彩，阿钉，阿直，还有依然那么男人味，帅气加霸气加演技出众的石修哥！！！
(4星)	不一样的郑嘉颖。感觉很棒！贞贞没跟阿钉一起有点小遗憾。
(4星)	香港地风味很足啊  好想去深水埗吃小吃  郑嘉颖这次的确很亮眼
(4星)	庭上辩论很精彩，内容轻松搞笑，结尾小感动。
(3星)	案子能不能再鸡毛蒜皮，再蠢一点啊。。胡杏儿虽然发型还行吧，那张脸还是那么那么丑啊。。不过里面郑嘉颖很可爱啊~~最后一个故事结尾算是有一点点意外吧，没想到LA什么都知道还配合她，把她的罪证换成了那么可爱的视频~里面男人的品味都有问题啊，一个喜欢妓女，一个喜欢有两个孩子的家庭主妇。。
(3星)	前10集4星，后10集2星！狗血的一塌糊涂，当警察和法政都是吃白饭的啊？？！！全剧真心不待见王思苦
(4星)	喜欢痞痞的郑嘉颖。
(5星)	哈哈哈！曾好看。
(4星)	除了那个从来都讨厌的男一，不错剧。
(4星)	虽然案情漏洞多如筛孔，庭辩过程低龄幼稚，角色个性跳脱无逻辑，但我还是看出了点港剧久违了的奋进、拼搏、乐天知命、关注民生的内核。 烂尾是不可避免的，选择性失明吧。
(3星)	不太一样的律师剧，幽默风趣，但是依然与公正公义息息相关
(5星)	郑嘉颖....oh!!!!!
(4星)	漏洞，吐槽点神马的还是很多的。但总体来说算是很不错的一部。期待续集。
(5星)	~~
(3星)	就那样吧
(4星)	这样的男人谁不爱，期待续集！
(4星)	在《 點解阿Sir係阿Sir》和《花花世界花家姐》2部让人无语的剧之后,终于TVB出了部像样的,也难怪放后面播,不然之前2部谁看啊~真是的~不过《怒火街头》虽说不上虎头,却有点蛇尾的感觉~是不是为出续集做准备啊?哼哼~你睇~Law霸嚟喇~哈哈哈~
(3星)	更看好阿丁
(4星)	郑嘉颖不错。胡杏儿看了她好几部剧就是喜欢不起来，长得不好啊，演技也一般，怎么红的......
(5星)	结局小失望，这是我看得最快的一部剧！
(4星)	1赞演员（LA很适合黄子华，不过KC很不错 改观） 最赞林子善和滕丽名一对 2赞主题曲 3赞刑侦题材回归（虽然漏洞较多）4赞理想主义 批 本来我觉得这个电视剧至少也要30集才够 结果结尾只用了一集 摆明有续
(4星)	结局太草率。但还算值得看看
(4星)	郑嘉颖笑起来很好看。
(4星)	坑爹的大结局！
(4星)	结尾的两集太草率太敷衍太狗血了！！
(4星)	给结局
(4星)	陈敏之亮了~
(3星)	一部非常有教育意义的电视剧
(NA)	真是傻瓜，大家都是成年人了嘛。。。港剧总太短，好像不够精彩
(4星)	胡杏儿有突破哦~
(5星)	结局还不错
(3星)	也就。。还行吧。。
(5星)	Kevin+Sam必须五星！
(3星)	最后的结局很是模糊，或者说不够精彩。
(4星)	20集，不长不短，刚刚合适，有点可惜这么好看的连续剧才20集，仔细想想如果拍到三四十集也许就没这么精彩了。
(3星)	挺喜欢里面的配角的 要不是胡杏儿 这片子还真挺不错的
(5星)	我就知道胡杏儿是卧底嘛。最后蛮感人的
(3星)	胡杏儿……哎
(4星)	香港现代剧是非常有看头的，可惜它就是集数少了点，还没有看到罗力亚和将伯奇的正面交锋就可惜了！
(4星)	结局输了点，tvb很多好剧都是衰在结局了。不过这也算是今年一部好剧了。
(3星)	一切以出续集为目的的结局，都是坑爹的。
(5星)	难得TVB有部好剧看了。我答应你了是5星的，也值五星。
(5星)	让我想起十岁以前我的梦想是做大状。。。难得的好剧啊，虽然结局有点小悲。。。
(4星)	追了这么久，给我来这样的结局，TVB不是都喜欢大团圆的咩、
(5星)	感情波动性不错~ 包括喜怒哀乐, 而且本人很欣赏TVB的法律相关剧, 拍的真实又同时follow现代技术更新..最最最中意的是这剧里的主要原则之一是&#34;法律是为人民而造的&#34;..并且随时提到这点
(3星)	哈哈哈哈哈 嘿嘿嘿 啊 哈哈哈~~~~ 高兴就行
(5星)	不错的片子，熬通宵看完。
(4星)	KC！
(4星)	权利 公义
(4星)	虽然并不同意编剧的倾向，却是可供讨论律师职业伦理的很好素材。节奏还是偏慢，不像美剧那么舒服。
(3星)	我表示 什么时候都不喜欢 胡杏儿~
(3星)	我终于看到连李灿森和滕丽明都中年发福了！
(5星)	law霸王思苦~期待第二部
(5星)	好好看啊，据说有第二部在筹备中。K.C演得挺好的。但是胡杏儿就真的不敢恭维了。发型还是演技还是演得哪个人物性格都很讨厌。陈敏之的演技还是不行。李灿森演得不错，就是有时候好像收不住戏，表达地过了头。觉得里面演得最好的就是L.A和P.K。特别是P.K。但是总体这部剧还是不错的啦。
(5星)	大结局肯定是煞费苦心的  以至于大结局之前的几集草草了事
(5星)	几好睇，郑嘉颖演技提升哦
(NA)	羅力亞让我辈男人自叹弗如。
(3星)	如果这是tvb还能看的一部剧，我只能说TVB让我越来越失望了
(5星)	Law霸!!!真男人!!!好sweet的结局啊!!!!
(4星)	点解系law霸坐监呢种烂结局啊！我接受唔到！恨透Kris...
(NA)	不错，喜欢，故事讲的是司法律师，还有警探破案情节，李灿森演的真棒！
(3星)	一直觉得郑嘉颖很帅气 在这里虽然是个流氓律师却仍然很帅气 
(4星)	郑嘉颖居然还不错，难道老了就不再挑了
(4星)	还不错啊，四人组好有爱~
(5星)	挺好看滴。。。教人要正直
(NA)	其实挺没劲的
(4星)	郑嘉颖的眼生好可爱啊~~~~
(5星)	片头曲很好听呢 剧情也走的TVB路线啊 嗲！ 今天回家要补上咯
(4星)	有意思
(3星)	罗利亚！
(4星)	ok好看爹  就系太短了
(4星)	最近TVB最好看得剧了，搞得我居然不讨厌我以前一直特别恶心的郑嘉颖了，奇迹。。。
(3星)	其实编剧还可以。
(4星)	主题有启发，但情节单薄，演技参差不齐。。。。。。值得思索。。。。。
(4星)	结局有点狗血，前面还不错。又认识了一个演员 陈敏之
(4星)	尼玛。。。最后两集哭死我了 见不得阿钉那副样子啊还有陈奂仁的主题曲 还有片名 加起来各种爱！！！
(3星)	这个还蛮好看的。挺现实的。
(4星)	难道是成步堂龙一重出江湖?
(4星)	永远虎头蛇尾，最后集我都没心思看了~~
(5星)	必须得追看的
(4星)	四星半！拖了那么久，终于看完了！KC怎么那么嗲！帅气+痞样，彻底征服我了！LA和KRIS的感情也蛮打动我的~贞贞的死的确让人小遗憾~看完这剧我又要感叹律师的脑子好，还有法律和人情之间的取舍真的很难~今年TVB意料之外的好剧！希望年末能获奖！——2011.7.22
(3星)	2011年可看性较高的一部。案子和人物性格都能在壹号皇庭中找到翻版，和经典比差远了。
(5星)	真的讨厌胡杏儿
(4星)	郑嘉颖和胡杏儿的表现都很出色，剧情也很不错！
(NA)	好看好看
(4星)	很好看~
(4星)	港片能到这样，不容易了！虽然依旧烂尾%……
(3星)	场景加分。不再是粗糙的室内场景。
(5星)	郑嘉颖真好看~与这几年的TVB有一定区别
(5星)	这是我近两年来看到比较不错的港剧了。支持。哈哈。郑嘉颖的角色第一次那么给力。不错不错。
(3星)	点了看过也显示不出来，讨厌！！！
(5星)	港片就是港片，相当快餐
(5星)	正！呢几年就追过呢部剧了！！
(4星)	好鬼钟意
(5星)	罗霸很帅啊啊，还会偷菜·~
(4星)	很不错的tvb连续剧！！！
(5星)	和弟弟2个人都在猛追这部电视剧
(NA)	上面的律师把警察的工作都做完了。还真是全面啊。。
(NA)	港劇一貫作風,圓滿!yeah
(NA)	贞贞我不想你死啊。。。
(3星)	KC有突破，但演得太用力了，不够自然流露。剧情越来越粗糙。
(3星)	有虎头蛇尾的嫌疑
(4星)	郑嘉颖演痞子越来越顺手了，观众也越看他越顺眼
(4星)	差点因为片名和KC而错过这部剧，比想象中好看很多，我终于稍稍摆脱了一看见KC就自动脑补江玉郎的状况。配角个个都很有爱，最爱林子善和滕丽名这一对。
(4星)	很久没看TVB了
(4星)	喜欢law霸
(4星)	主题曲很不错。
(3星)	胡杏儿在这部的扮相还过得去,不像以前那么丑得让我倒胃口,所以才勉强决定看这部的.郑嘉颖这部跟only you那部是一模一样的表演跟人物塑造
(1星)	电视剧都是很傻的，拍出来就是找骂的
(4星)	中午休息的时间都给了港剧
(3星)	ipad里随便看看
(4星)	今年不错的TVB剧，有点看头。
(5星)	妓女也是人，也需要被尊重。工作不分尊卑，分的是良心！赞一个！
(3星)	律師這個職業簡直沒有存在的必要 完全就是給犯人脫罪而生的 除非都是LA這種伸張正義的律師。還是有很多不錯的地方 比如打官司之外的生活 主题曲好屌~但最後兩集看的好悶o(￣ヘ￣o) 鄭嘉穎都大叔了還扮嫩 不過真的混帥~胡杏兒甜美死了 還有笑窩！米佐治是亮點 阿釘是不是太夢幻了點啊
(4星)	最中意概女主就系贞贞~
(3星)	最近几年片子中算好的了。TVB真是难出佳作了。哎。
(4星)	还是tvb的老戏路，讲律师和案情的。虽然没什么新意，但我还是爱看港剧。
(4星)	郑嘉颖出彩，最后一集那是一个感人啊~
(5星)	人物都还比较有爱 杏儿看看也就看惯了
(5星)	tvb的通病，虎头蛇尾。。。总的来说，算不错
(2星)	老实说我根本看不下去。。。
(4星)	赞~浓浓TVB味！
(3星)	我就是喜欢胡杏儿..
(4星)	结尾的太潦草了吧！！！
(3星)	忍胡杏兒忍的是內牛那個滿面啊！！！
(3星)	思苦...
(4星)	案件述说简单了点，个别还很凌乱，但总体剧情很适宜，不是那种纠结的多变恋情片，总体是部以剧情为主的，还是不错的。
(5星)	差点被名字误导而错过的好港剧
(5星)	正~~!!
(4星)	結局得很倉促!!
(3星)	本来是要给四个星星的，这两年TVB很少出看的进去的剧集了··终于来了个怒火街头···结果居然只有20集就匆匆结局，过于仓促了，并且太多不合理的情节
(3星)	一般
(4星)	剧情去得唔够尽
(4星)	还不错 蛮喜欢的 看到15集的 就是穿帮的镜头有点多  特别是贞贞的腹部 跟北姑打架的时候 是露的 我记得
(4星)	好看！
(3星)	胡杏儿~李灿森~恩是我喜欢的~原来讨厌郑嘉颖~因为他总演那种装b角色~恩这个LA还真可爱~终于走次亲民路线了~感觉比较良好~~只不过其实这三兄弟都是要么有背景要么是小开要么是低调。。。让我感觉这个社会真是不靠谱。。
(4星)	平民律师
(4星)	近期算比较可以的了。
(5星)	回到了港剧的记忆啊～大爱粤语啊～
(4星)	因为这部剧，开始认真看郑嘉颖。
(NA)	P.K.怎么会那么蠢说出杀人凶器来呢~~~
(2星)	两个演戏都把吃奶的劲儿摆上台面的，真的很难有火花
(4星)	挺搞笑的.. 有看点
(4星)	接地气。本来对郑嘉颖和胡杏儿都不喜欢,看这部剧时竟没生出一丝反感。配角出彩得很，每个人都有看点。
(4星)	TVB的片子都会被狗血的结局毁掉。
(4星)	如果想了解社工，这是一部好电视剧。
(2星)	除了李灿森都是丑咖 最近的TVB没好货了
(4星)	好久没有看到好看的港剧了，这部很精彩，杏儿越来越漂亮
(4星)	片子不错，有几段胡杏儿和KC都演得不错，看了让人很入戏的感觉！~
(4星)	LAW霸这角色很另类很不错一大突破呀！opppps李灿森都来TVB拍剧了~果然世界之大无奇不有呀！女主胡杏儿我一向不讨厌，比起佘诗曼，杨怡，这位我还是力挺的！
(3星)	看到开头猜到结局的TVB剧，胡杏儿的着装发型还蛮搭的。。短发系mm可以参考一下
(3星)	挺好看的，雖然我不怎麼喜歡胡杏兒
(3星)	出彩的是演凤姐的陈敏芝,有种眼前一亮的感觉.胡杏儿又担主角,但很不幸地演得像个配角一样.戏份虽然多,但存在感太簿弱了...
(4星)	还不错了，也就这样。
(5星)	额，要拍续集了，演员很给力，编剧也要加油啊
(4星)	每次看完TVB的律政剧我都有冲动去念个法律研究生= =|||||
(3星)	虽然男主帅，不过不符合我的口味啊。男三貌似不错，总是很绅士的样子，比较可爱。改变对胡杏儿的看法了。以前不喜欢，现在觉得熟了一点没那么涩口了。不过看到14还是15集的时候就真的看不下去了。
(4星)	LAW霸跑监狱里去陪PK……
(3星)	演员很好，也很搞笑，就是案情太弱了
(4星)	不错~事实证明胡杏儿还是适合浓妆啊。。。
(NA)	在看最后一集了！
(4星)	还是不喜欢胡杏儿。
(4星)	现在港剧怎么了 到最后都要死个人 有意思伐
(5星)	喜欢郑嘉颖
(4星)	不错~
(5星)	最新的tvb破案连续剧，很好看很搞笑
(5星)	有新意，关注社会底层。
(3星)	结局直接扣星星，狗血得我要吐了！！！！！
(NA)	反正就是喜欢看港剧
(4星)	几搞笑。
(4星)	还不错
(4星)	片头曲《没时间后悔》很喜欢，有一段时间没看港剧了，看太多了，套路都知道是怎么一回事，不过喜欢法律或法律从业者还是可以一看的。
(3星)	本来大期待的一部戏，结果很失望。首先是胡杏儿的角色很不讨喜，又及她真的长得越来越奇怪了；郑嘉颖演了八阿哥之后我开始对他改观，但是又觉得他在TVB已经被定性为不羁浪荡型小生，外加片酬4000大洋一集的传闻，觉得他很掉价；本来很期待林子善跟李灿森的，后发现这两个人表演好生硬哦……
(4星)	近期TVB最能看的剧
(4星)	我就是去看郑嘉颖的
(4星)	不错的片子，值得追看
(4星)	郑嘉颖第一次给我演得好的赶脚啊！！！
(4星)	摆脱佘诗曼的郑嘉颖没那么讨人厌╮(╯_╰)╭
(4星)	还算精彩啦~~
(5星)	轻松搞笑，有意思！
(4星)	结局好快呀……N久不看港剧，现在女猪脚都变这样的发型了=v=剧情还是原汁原味的就好！
(4星)	蛮好看 可能是追着看得关系 KC真的是邋遢的死 越发喜欢演改哈角色 不过很适合他 胡杏儿我觉得可以接受
(4星)	郑嘉颖还是那么有味道啊哈哈哈
(5星)	很不错的。
(4星)	结局好潦草。
(4星)	CK完全放开噻
(5星)	超级好看啊~越来越喜欢郑嘉颖和李灿森啦
(3星)	开头还好，越到后面越没劲，有点虎头蛇尾
(4星)	还可以吧，主题曲很给力，开始喜欢郑嘉颖了
(4星)	为了KC，排进行程
(4星)	不稀饭结局
(4星)	这种半吊子的感觉深得我心
(4星)	难得拍出香港气息的职业剧。
(5星)	看的时候感到一股正义感从体内的小宇宙爆发出来！
(3星)	也不是很好看啦，主要是实在没啥好看的。。
(4星)	2011年不错的一部
(4星)	追NCIS追的都忘了还有TVB了，我错了我错了，不能厚此薄彼，补上补上~
(3星)	这女人真难受看着。。。。。
(4星)	这片郑嘉颖很帅。。。就是丁家富不大真实
(2星)	看了前两集，话说，现在的TVB都是中途弃看，坚持不下去啊。。
(3星)	2011年6月
(4星)	结尾太草率了吧~
(4星)	很久没有这么好看的戏了。
(4星)	啊灿是个笑点!
(4星)	烂尾呀~~
(4星)	近几年，难得一见的TVB传统风！
(4星)	期待续集
(4星)	顶
(3星)	啊
(5星)	劲
(3星)	是法庭辩论的剧，但更多的是对人性的追究，对庭外的人性纠葛的深探，这不仅是律师应该看到的，也是凡人想事时应该有的多种想法！虽然估计到思苦在最后是玩无间道，但真没想到另外一个计划也在进行着，这样的牺牲，这样的公义我想只有在香港才会好，对比美剧中的公义的泯灭而法庭的争辩，我看到人性！
(4星)	挺好看的，郑嘉颖很帅
(4星)	随便看看的
(3星)	虎头蛇尾之作。感情线太多专业范不足
(4星)	郑嘉颖在这部剧中算是突破了，不错。
(5星)	今年ＴＶＢ最好的剧
(4星)	tvb这类型的剧还是蛮对我胃口的。
(3星)	贱贱的郑嘉颖还是满可爱的，剧情什么的就……哎，TVB的俗套
(4星)	好看~
(4星)	对tvb有种特殊的钟情。
