http://movie.douban.com/subject/4195601/	女人最痛
(4星)	 一贯的TVB风格，还是很爱            
(1星)	 类似女人唔易做，但难看            
(4星)	 米雪声音原来这么嗲啊            
(4星)	 痛过后 更坚强            
(4星)	 果然够痛            
(4星)	 女人戏~tvb的专长~如果这个世界真的有阿Nick这样的男人的守护是女人的幸福，可惜他只在戏里~如果真的有Jackie这样的女人不会为了感情所牵绊，她出现在每个角落，可惜不是~大爱Noble姐的淡然            
(4星)	 感叹下，张可颐真的是老了~~Jackie其实是幸运的，无论她做了什么，最后大家还是原谅她了~~她为了上位使手段可以理解，但是出卖朋友，我实在接受不了，让我很厌恶~~            
(3星)	 够狠            
(4星)	 没别的  我就喜欢马德钟蜀黍... 哈哈哈            
(5星)	 我也觉得她不值得他原谅,可是最后还是挺难过的.....            
(4星)	 大爱张可颐~            
(4星)	 Jackie这角色接受不了            
(4星)	 同时在看女人最痛和电视剧版的杜拉拉，之前觉得杜拉拉的场景只是不搭，毕竟电视剧不是电影，看了女人最痛，才发觉杜拉拉李的DB公司真的像一小民企。不仅仅只是场景不好而已。            
(5星)	 电视剧            
(3星)	 价值观不同的女人故事，对于这部剧，不知道是哪个环节出了问题，总觉得高潮不够，完全是凭着讲女人故事这个中心才让我看下去，而非故事本身，演员不是演的不好，但绝对不能算他们最出众的表现吧            
(3星)	 几中意睇            
(4星)	 难得第一次追剧...without TVB完美大结局，我感到很失落…阿NICK是好男人啊好男人，其实最后我突然觉得钱先生是真心的…不过都是chi lam那对最好拉～最后姚的出现我郁闷…喜欢lily ho            
(4星)	 一个女人越是成功，她相对也会失去更多东西，或许做得好真的不如嫁的好            
(4星)	 现在女性的真实写照 女人最痛。化妆品只能粉饰外在。到底该选择幸福的婚姻还是成功的事业 鱼与熊掌 从来不能兼得。            
(5星)	 人最重要知道自己想要什么   女人~既然选择了这条路,再痛也要走下去!            
(3星)	 陪我妈看……            
(5星)	 比内地职场戏好看多了            
(4星)	 虽然不是我喜欢的圆满大结局，但也很理解这样的结局，总的来说不错            
(4星)	 苦情戏到钩心斗角戏= =。。。            
(4星)	 身为女人，选事业或爱情，是个大问题。            
(4星)	 有小小感慨，在这个社会下，其实男女一样都很痛。            
(3星)	 无意思~            
(4星)	 鱼和熊掌还是不可兼得            
(4星)	 Jackie简直是妖魔            
(3星)	 结局有点点出乎我预料.. （港剧的套路）            
(NA)	 不想追了，等蜗居。            
(4星)	 意料之中的结局~~            
(4星)	 除了一些TVB的程式化情节，故事走向、结局和人物还是不错的。只是想说，没有一种人生和性格是必然的好或者优越的，也不要企图改变别人或者被改变。痛，是最切肤的一种感受，无论好坏，自己承担；也许这就是独立女性的成长和选择。            
(NA)	 作为近期本人屈指可数的追完的港剧，我实在想说，TVB的水准啊。            
(4星)	 今年最好的港劇~            
(5星)	 職場！            
(5星)	 迷恋化妆品            
(5星)	 好看啊。            
(4星)	 前半部比后半部精彩。            
(3星)	 越到後面越難看             
(5星)	 四星            
(5星)	 欲望無法滿足的恐怖女人！            
(4星)	 不太喜欢结局~            
(4星)	 就算剧情很俗套 但就是好看            
(4星)	 虎头蛇尾啊。。。TVB越来越不给力了。            
(4星)	 我爱TVB!虽然over了，但接挡片更赞！            
(5星)	 米雪真是好看            
(4星)	 对TVB失望不是一两天了，没想过会喜欢上，冲着张可颐的号召力去的，却发现编剧功力还OK，都市剧写出了亮点，回忆穿插，节奏信息量都很饱满，三个女白领的境遇很有代表性，决定追了……            
(5星)	 睇剩最后0.5集唔忍心睇落去。但系知道J同N始終唔喺一齊嗰陣，覺得真系好遺憾。J只系事業心重咗啲，其實我覺得佢真系一個好好嘅女人。唉。或者，我應該學J，因為我都做唔到事業愛情兩兼顧，咁就不如學J咁放低愛情，事業至上喇。            
(3星)	 港剧总是虎头蛇尾~            
(4星)	 比想象好看 结局出乎意料maggie的选剧本眼光没有辜负我林志华没有辜负我            
(4星)	 Jackie最爱的只有事业吧。            
(4星)	 不错的戏 张可颐演技很好啊 但是感觉老了不少 老戏骨的威力永远是那么强大 但是 在我心中 永远超不过那些经典            
(3星)	 还行吧　对张可颐没什么好感            
(4星)	 我没有米雪的宽容去原谅jacket，这结局太完满得不得人喜欢。            
(4星)	 原來成功既女人。。一定要付出好多野。。所以我不是成功的女人。。            
(3星)	 虎头蛇尾……失望            
(NA)	 1,2,3,4,5give up            
(4星)	 演员很好。            
(4星)	 办公室比杜拉拉洋气多了。            
(3星)	 希望这次二小姐不要让我失望            
(4星)	 觉得可颐没有以前靓了，不过还是中意，女人，怎么选择都痛            
(4星)	 结局是我没想到的。TVB很少没有大团圆嘛。            
(4星)	 因为Jackie减掉一颗星~  受不了那么虚伪，不择手段的人了~而且结局是不太草率了点~            
(4星)	 其实成功成为一个女强人并不一定非要搞到自己众叛亲离。            
(3星)	 这部剧越看越狗血，后面的都是跳过去的。今天大结局了。            
(4星)	 自从看过《富贵门》之后，对马德钟的态度稍微有点好转，现在对他的角色渐渐开始有改观了。马德钟和陈国邦的对手戏让我想起了《搜下留情》里面的两人，貌似角色性质互换。PS：感觉陈国邦剧里的风格类似李思捷，（我接受唔到咯。）不管怎样，都是一亮点。PSS：男人真的没有女人痛阿。            
(4星)	 结局把我郁闷到了……张可颐……唉~~~伤心了！            
(4星)	 里面的职场，远胜杜拉拉。Jacky为一个认可，执著搏杀，不惜一切，她不想输给所有人，最终却输掉了所有人。只叹Nick，这个爱她至深的男人，关怀鼓励尊重包容，为她做尽所有，最后只伤重远走。惟愿人生如Noble，情深义重，坚强勇敢，从容淡定，有爱有子有友有事业，妇复何求。            
