http://movie.douban.com/subject/5247088/	法证先锋3 法證先鋒Ⅲ
(4星)	 人类已经阻止不了TVB卖萌了！！要不要这样集体耍帅啊亲！！            
(4星)	 最近TVB是没有人演了嘛，徐子珊怎么看也不像个madam，装腔作势的。            
(4星)	 更新太慢，天天等            
(4星)	None
(4星)	 黎耀祥比欧阳震华好多了             
(4星)	 算是习惯吧、剧情还是照样喜欢，变态我有点难接受啊、男的选角我都不怎么喜欢、            
(NA)	 感觉。。。像没结束==            
(3星)	 精髓尽失~四个主角全无火花~~~案件没有亮点而且情节拖沓            
(4星)	 还……好吧。EVA明明很好，偏要写得那么不择手段，胡定欣演技也灰常棒，切。            
(5星)	 很还看，看着法政们好羡慕哦...厉害            
(4星)	 还可~张可颐还是蛮美的~            
(1星)	 TVB真是坑爹无下限，再BS一下自己，这样的烂片居然都看完了，看完了，看完了，我是有多无聊了啊！！！            
(4星)	 老气的TVB 你可以说是复古            
(3星)	 木有1、 2 好看            
(3星)	 对TVB剧的熟悉程度，已经到了猜得出感情线路了 肥皂啊泡沫啊╮(╯▽╰)╭            
(3星)	 虽然没前两部好看，但也还算可以 越看到后面越坑爹 编剧太差了            
(3星)	 崩坏了啊，泪奔中            
(3星)	None
(3星)	 一声叹息啊            
(4星)	 Angel不该死~~            
(2星)	 最后烂到想砸电脑啊。            
(4星)	 还在追中。            
(5星)	 剧情还可以。表示热度不会因演员的变动而降低。            
(5星)	 喜欢张可颐~~~            
(3星)	 TVB啊TVB，这是闹哪样了            
(4星)	 不喜欢徐子珊和吴卓羲. 张可颐太老            
(3星)	 睇开日剧，里D高科技真“高”...不过本身中国同日本之间科技就系有距离，里D差距可以接受，不过睇得有点郁闷了            
(3星)	 TVB也只能这样了            
(4星)	 最后那个变态杀手吓死个人啊，终于知道自己胆子真小啊            
(4星)	None
(3星)	 情节老套，不过很好地展现了香港刑侦科技的发达            
(4星)	 前面还蛮精彩的，就是偶尔出现的表示高科技的乱码让人觉得搞笑和多此一举。            
(3星)	 一般般。。。 这个徐子珊，演啥不像啥，哎            
(4星)	 还是最喜欢法医……新的Madam完全没气场啊……            
(3星)	 徐子珊你真是不论TVB怎么捧都红不起来。。。一到你的戏就想转台。。。            
(NA)	 结局很莫名啊！            
(4星)	 不错，TVB，超级喜欢黎耀祥，但是这个结局是不是有点平平啊？            
(4星)	 第四步听说发证是马国明啊！！！重案有黄宗泽啊！！！最重要的是法医！钟嘉欣回归呀！！！我要哭了！等！！            
(4星)	 徐子珊就是個捧不起的阿斗 TVB老是便宜她             
(2星)	 这种不知所谓的电视剧还是少拍为妙！！！！！！            
(5星)	 为了黎耀祥，发证的片子一般不难看            
(4星)	 没有看过1、2，感觉还行，就是猪脚光环太闪耀            
(2星)	 美剧看多了，这片子两集就看不下去了,, sorry..            
(4星)	 尼玛谁说jim是最后大boss的@_@我就不相信            
(4星)	 人物有些过于完美了，设备未免也太先进了吧，要都是这样案件好容易破。            
(3星)	 难道还会有续集？？            
(2星)	 虽然没有了欧阳震华和林文龙，但是前面几集下来，感觉还好还好            
(NA)	 为什么都不喜欢这部剧呢？我就挺喜欢的啊！没有了欧阳震华怎么样，有黎影帝啊，没有了林文龙怎么样，有张可颐啊！            
(5星)	 先进的高级的            
(3星)	 最终 还只是个狗血片而已            
(5星)	 终于看完了。。。            
(3星)	 为什么那么多人说好看，我觉得拍的很粗糙啊，还没当年的鉴证实录好看。            
(3星)	 重案组人员大不如前，madam凌太hold不住场面了结局啦~            
(4星)	 TVB都是好演员 演的好啊！！            
(4星)	 看这态势果然应该有第四季。。还是能看看的~~就是感情戏再少点就好了~~            
(4星)	 还有第4部吧。。            
(4星)	 普通法律普及性很强            
(3星)	 终于看完了，编剧好差劲。稍微能看点的人都是打酱油的，tvb的品味理解不能            
(4星)	 有的案件有点恶心。。。还不错。没有看最后一集。因为听说结局太仓促            
(NA)	 技术先进，剧情老套。看到两个中老年盆友恋爱真是受罪啊！            
(2星)	 酱油们要不要这么没有存在感啊，以后有案子就柴叔可颐轮番上阵各种推理最后锁定目标madam徐再喊声抓人就ok拉，整个香港警力瞬间解放，两集弃。            
(3星)	 有点烂            
(2星)	 呃，超级讨厌搞个什么化验就一屏幕的010101010101011，然后各种剪辑切换特效，以为这就可以忽悠人了啊。            
(4星)	 每次结束一部心仪的TVB就会觉得空虚和落寞，我向宅女逼近了。。。。            
(3星)	 最喜欢Ken！            
(4星)	 结尾很烂，不过对法证先锋是有情结的，不舍得低分            
(4星)	 还不错            
(NA)	 我觉得徐子珊在这部戏里很漂亮            
(3星)	 Madam &amp; 阿Wind最后要不要那么笨啊?????            
(4星)	 万能的法证部和没有存在感的重案组...喜欢阿Ken和Angel那一对~~可惜......            
(NA)	 如果当成是一部伪·超人片的话 其实不算糟糕 但这是法证啊 太多槽点了            
(4星)	 黎耀祥和徐子珊都演的很好 结尾不喜欢            
(3星)	 太一般了            
(4星)	 法证先锋            
(3星)	 法医和鉴证技术都不知道经历了多少跨越式发展，但是TVB的电视剧无论是剧情还是表演都还这么老套，不过观众就是买帐啊。另外，吴卓羲实在太帅了，徐子珊实在太漂亮了！！            
(3星)	 没有前两部好看 广告植入太多 什么牌子的电脑都有             
(3星)	 还是第一部比较深入人心，没有欧阳震华，没有小柔的法证先锋总觉得差了点什么。            
(5星)	 室友推荐的，整个寝室疯狂在追            
(4星)	 未完待续            
(4星)	 追电视是件无比痛苦的事            
(3星)	 木有胖胖，木有Dr.cool，木有小柔，木有逸升，木有madam ma，我这看的是啥？还是法政先锋嘛？编剧们把刑侦剧改成了言情剧，那拜托再改个剧名好不好？好吧，看在张可颐和陈展鹏的面子上，给个三星。。。            
(3星)	 看完了。花开堪折直须折，这部估计是主线人物死的最多的一部哦？            
(3星)	 越看越失望，编剧的水平的降低，还是自己的要求在提高            
(4星)	 典型的犯罪港剧。普及港法的同时，几条感情线的灌入刚柔结合，比较符合大众的口味。不过，谈了数十年的老观念至今仍强行植入，未免有些牵强。让人怀疑这似乎是港剧本铁的精神要求。偏爱张可颐的干练，瘦的叫人心疼。            
(4星)	   知识宝库无穷尽呀～            
(4星)	 其实个人觉得还可以，虽然剧情很一般，人起码是看得下去的，突然觉得徐子珊顺眼了很多，陈茵薇和萧正楠的搭配很可爱，但是最后两个女人死的莫名其妙，真的没有必要啊~            
(3星)	 现在看到13集也就是个勉强三星的水准            
(4星)	 要珍惜眼前人！            
(3星)	 案子都一般            
(3星)	None
(3星)	 喜欢陈茵媺.....结局真是恶俗又狗血~唯一的精华是pro sir 和eva的法庭戏。            
(4星)	 剧情不够吸引人            
(2星)	 看了一部分就看不下去了。一点也不如前2部好看。最不喜欢的就是那个女警察，好假好做作。            
(3星)	 唉~白盼了这么长时间，比前两部差的多啊！            
(NA)	 压轴一案搞得太easy了吧毛得半点意思。。。            
(3星)	 单男女一号来说 更喜欢第三部的张可颐及黎耀祥             
(4星)	 物是人非呀。。。            
(3星)	 黎蜀黍我爱 但是还是怀念欧阳震华~            
(3星)	 没了欧阳震华、蒙嘉慧真是食之无味啊···            
(3星)	 喜欢的角色每次都会死掉 = = 这到底是个什么情况啊。。。真够虐的            
(4星)	 最近在追得一部港剧...不喜欢Angel和Eva的结局...            
(3星)	 结局一般~案情一般~            
(5星)	 Angel就这么死了就这么死了就这么死了就这么死了。。。。。。            
(5星)	 不错的。 第三部还是有很多看点的。个人表示张可颐非常适合演法医的这个角色。 mandy和pro sir非常配            
(3星)	 结尾导演对ewa也太毒了点吧，害的我一晚上都做噩梦            
(4星)	 还是不错的说！            
(3星)	 怎么感觉还没完，难道还要出续集？            
(5星)	 很好看，但是angle为什么要死呢，happy ending多好牙。。。。正名怎么办牙？in a word ,黎耀祥 张可颐选的很好，希望吴卓羲是黄宗泽来演。。。。徐子珊长得不错牙。。。            
(4星)	 aimee~~~            
(3星)	 这年头 不是十项全能是做不了法医和法证的 这年头 重案组的高级督察只要会交朋友和摆pose就可以了 这年头 结局都是会坑爹的。。。所以希望法证Ⅳ的卡司、脚本会比较让人满意吧。。。            
(NA)	 欧阳振华 你快回来            
(4星)	 没有前两部精彩，但一样珍惜这样的时光。            
(3星)	 真是很一般啊，各种装……            
(3星)	 案情太简单啦……            
(5星)	 虽然还是有雷点，但是案情比谈情说案那些要高级多了……然后四个主角都挺给力的            
(4星)	 结局雷了一雷-2-            
(1星)	 爲了上來打這一顆星，我忍了你三十集了，這是一堆什麽shi？？？？但是這套白癡腦殘劇證明到一件事，沒有@黎耀祥Wayne hold不住的角色，即使是用爛筆寫出來的爛角色，都能為他化腐朽為神奇。            
(5星)	 很好看好吗？！！angel和ken的爱情很简单却很感动，喜欢钟学心，张可颐的演技让人不爱都难，该柔情时柔情，犀利时犀利，感动时感动，好剧是好剧            
(4星)	 无tvb不狗血~~~为了老黎还是啃完了，还是一天追一集，真是可耻             
(4星)	 几个女人跟我说香港的警匪片那么恐怖。。我无比鄙视的说你们这群loli...然后这部拍成了灵异片的警匪片彻底让我lolilized==!            
(3星)	 案情一点也不新颖，看了开头就知道结尾。            
(3星)	 看完就只值得三星了            
(4星)	 比一二两部逊色,但丝丝入扣,让人一直想看案件的侦破过程            
(4星)	 男人四十一枝花，黎耀祥四十多开始绽放了╮(╯▽╰)╭            
(5星)	 我就猜到自助餐廳的Jacky哥哥那樣兒的肯定得出點事兒嘛   沒想到留到ending    是為法證4做鋪墊?            
(3星)	 看CSI都已经开始挑刺了，何况是没有胖子的法3。。吃饭的时候当消遣吧。。            
(3星)	 案件单薄，没有吴卓西果断弃了好嘛~            
(4星)	 不得不吐槽啊！！！！法证先锋也可以变溏心风暴啊！！！！尼玛还有刘三好哇！！！！20集以后这是什么和什么啊            
(3星)	 没以前好看            
(5星)	 同第一部一样好睇，因为冇蒙嘉慧果断比五星            
(3星)	 烂尾剧            
(4星)	 一定要拍这种的大结局吗~~~            
(3星)	 主演演的都不差,可惜人设太装了,配角为主角服务.剧情案件稍弱.高sir绝对是亮点,当然wind少也很有爱.            
(4星)	 很高科！也总能引发道德思考            
(4星)	 余中健案很精彩。徐子珊的嘴蛮性感的。            
(5星)	 吴卓曦为毛在里面演那么呆的角色啊，，，            
(3星)	 总的来说这部远远没有1好（2因为我对某演员有偏见所以没看）。案子好弱，我都能一眼看出凶手是谁。虽然我挺喜欢张可颐的，可她演的法医莫有古法医有感。（好吧，我真是女纸）至于Pro Sir你真舍得你老婆吗，虽然你老婆强势了一点，但十多年的感情，人家也知错了，你居然还能……那是什么离婚理由。            
(3星)	 势必要拆散一对呐。。。            
(2星)	 案情唬烂剧情白烂又狗血。。还好你们陪我看            
(3星)	 没有一二部经典。。。            
(4星)	 终于看完了            
(5星)	 很好看啊             
(3星)	 不知道是不是TVB看多了，麻木了，看3总是觉得没有前两部精彩，没法入戏。。编的不太靠谱            
(3星)	 徐子珊去死！伤不起的圣母圣父！！！            
(2星)	 鐘爺爺和凌媽媽亮點啊！！！！！            
(3星)	 为什么老是要找徐子珊来演啊啊啊啊啊            
(4星)	 ...........大结局怎么就走了一个...还以为都走了呢....            
(3星)	 细节方面粗糙了些，推理部分也感觉没什么悬念，感情戏就更不合情理，倒是比较喜欢这部戏中徐子珊的角色。            
(3星)	 没有前两部好看，难道是因为CSI最近拍的实在是太好的原因？            
(4星)	 Angle完全没必要死啊。。。结局最后小丑之死是个大伏笔啊！            
(3星)	 消磨时间其实还是不错的。。大结局雷死            
(3星)	 陪我看张可颐            
(4星)	 那啥，继续死人继续续集。。。            
(3星)	 死了那么多人            
(4星)	 怎么都还是有点遗憾            
(3星)	 编剧···= =            
(4星)	 虽然各种装逼，不过我对这类香港破案片着实没有抵抗力~            
(3星)	 每次一有案件，就看见一帮穿着西装的“黑社会”。            
(4星)	 结局有点儿弱吧。为毛angel要死啊真是没明白。徐子珊演技比以前好点儿但是还是挺渣的。            
(4星)	 黎耀祥~哇啦啦~            
(3星)	 忍住不吐槽 好歹也陪学姐追了一个多月的直播 - -            
(4星)	 张可颐老了……还有最无语的徐子珊            
(4星)	 其实没必要弄死Angel吧，没必要雯雯马上“妈咪妈咪”地叫。还有各种2..            
(3星)	 搞死Angel大扣分！            
(3星)	 跟CSI神马就不要比了，大家看看的同时一起吐吐槽多欢乐，这年头tvb剧就这功能            
(3星)	 没有了我的佘诗曼加欧阳震华搭配 梗系逊色好多啦!柴九做呢d都唔搭噶.            
(3星)	 不喜欢pro sir和mandy这一对，不喜欢这样的剧情安排。。。最后那么快就欢乐的喊上了新妈妈，哎            
(2星)	 是不是真的有那么多异口同声？？？越看越没意思            
(3星)	 神雕侠侣里的周伯通和程英，十几年后居然演情侣了，看见别人写的评论，笑死了            
(4星)	 帅啊            
(3星)	 越后面越烂，结局坑死爹了。            
(5星)	 三十五岁，发现真爱。            
(4星)	 港剧也只有警匪片才会让我追得如此起劲了。这类片子宣扬的是--我就是要搞办公室恋情！本兔子就是要吃窝边草！尼玛，Jim和Eva就这么成了炮灰，好伤心。萧正楠还是很正啊，相比之下，吴卓羲就路人得多了。。。            
(NA)	 张可颐变好老啊。。。真可惜 美人儿~~~ 一般 真的太一般了             
(5星)	 不要嫌弃这部戏好么，张可颐还是很PP的！！！            
(4星)	 一切感情戏对于破案剧来说都显得有点多余            
(NA)	 编剧nc，居然让Angle死了，她可是无伤大雅的女四号啊！！！！多可爱一姑娘！！！！！            
(3星)	 到最后还被墨镜给雷了一下，虽然更爱原来的演员，但是平心而论新演员也蛮讨喜。台词和剧情已经懒得吐槽了，港剧你瓶颈了吧吧吧            
(4星)	 尼玛结局真是装B啊            
(NA)	 更新好慢啊~才第十三啊~第一次追更新啊~我很迷TVB啊~            
(4星)	 主角一人一分...            
(3星)	 好烂尾            
(5星)	 29完~            
(NA)	 追了觉得也没那么差            
(NA)	 終於看到大結局了  好吧angel死了還是有點小悲劇的  結局果斷不喜歡啊┭┮﹏┭┮            
(3星)	 TVB是真喜欢莫名其妙把人写死哎。。。不惜让整部剧的质量极速下降，让观者觉得编剧乃白痴。。。            
(3星)	 一般的港剧。            
(3星)	 张可颐显得好老啊            
(3星)	 吐槽点太多....三星是给小定和那个意料之中的片尾案子，居然会悬念了，胡斐这一刀是劈啊还是不劈啊？中间10集没看。P.S.喜欢郭少芸。            
(3星)	 如果不是‘TVB’的，我不会加上第三颗星，没有功劳也有苦劳。            
(2星)	 没看过1&amp;2，对原班人马毫无感情基础之上，仍然觉得3很糙啊，Madam徐同志完全撑不起架势啊，Dr.张造型也完全不好看，剧情更没劲，唉，悲伤...            
(1星)	 一部整个法证被一个律师玩得团团转的连续剧，我完全不想再看下去了，去死吧。            
(5星)	 法证三这算什么结局啊            
(5星)	 有我喜欢的可颐就够了。            
(3星)	 我喜欢的陈茵薇和胡定欣肿么都死了。。只剩黎耀祥            
(3星)	 剧情无力到我只能看吐槽贴来抚慰自己骂人的心，EVA同志死不瞑目....于是，郁闷之下我又倒回去看CSI：LV第十二季弥补我受伤的心灵......            
(2星)	 没有法政，只有乱。            
(4星)	 虽然很不错，不过还是想念欧阳震华，呜呜            
(3星)	 吐槽点太多，完全一部搞笑片来的。。            
(5星)	 他们不是有定位apps么，怎么不知道用，还查什么土质。。徐子珊有几集感冒了吧，声音都变了……没得看了            
(3星)	 很狗血的剧情。。。            
(4星)	 看在前两部的份上才看的            
(3星)	 烂尾了。。            
(3星)	 我承认我是为了徐子珊才看的            
(4星)	 有当年看香港警匪片和破案片的感觉            
(5星)	 很不错，剧情开始难猜了            
(3星)	 浪费时间的一部剧            
(5星)	 祥仔可帅了            
(4星)	 还是跟前两部的演员比较有默契， 这个。。高科技。。有点做作。。堆的老戏骨比较多，但是新人也超多，以为能取得平衡。。其实还是让观众失望了。。三星给剧情，一星给喜欢的演员们。大结局挺刺激也还好 不过有点假 不知道是会拍第四部还是全体出动表示办案效率社会好风气会继续弘扬下去呢？加油吧演员            
(3星)	 这案件都是让小孩子看的吗            
(4星)	 哎··看来又为第四部埋下伏笔··            
(5星)	 超爱Pro Sir.            
(5星)	 看完2以后期待已久的            
(3星)	 案子太短，不过装备挺齐全，11集挺好，布sir和布太对质很爽啊！在男女主的感情上处理很失败，没有心有灵犀的感觉，倒是很强的第三者插足的感觉，把之前对周大状的有点讨厌的感觉倒是都抵消了，死得惨呀            
(4星)	 虽然不如一二部，但是还是可以看的，唯一的就是太突出法证、法医的能力，把警察的能力降得很低。            
(3星)	 浑不知狗血二字如何书写。在此受教。实在等不到震华兄出镜呐。再，看来搞基是大势所趋，连编剧都考虑到这里去了。            
(5星)	 这部里面的惊喜是萧公子，好喜欢呢，以前都没留意他，tvb以后多捧他下~祥仔、二小姐和小定都有保持水准，连徐子珊也变得顺眼了ps：后母的故事是不是大时代里面的呀？期待续集            
(3星)	 。。。其实我挺喜欢EVA的，不知道为什么，而且胡定欣也演得很好啊！可是编剧的那个意思我也明白，诶诶诶！那个阿WIND是打酱油的嘛？！徐子珊选高SIR算了啦！还有，在看了真相之后突然觉得，陈展鹏有点小帅啊~还还有，徐子珊是不是整容了啊！比以前难看了==今天结局了！简直就是坑爹啊！绝对的烂尾啊！            
(4星)	 总的来说还不错            
(3星)	 越来越难看……            
(3星)	 雷点在于法医跟化验师查案功力比警方还强……然后这两人还在一起了= =这组合无敌了……            
(3星)	 结局略显俗套            
(2星)	 看了十分钟 觉得有点装还有点二            
(3星)	 目前跟到6.没啥太喜欢的，不知道为毛看徐子珊越发的顺眼了。黎耀祥一张苦大仇深的脸……案子目前也就天眼少女比较抓眼球。再跟跟看咯            
(4星)	 整体来说还是不错的，萧正楠表现抢眼~pro sir和eva还挺搭，不怪。ron和徐子珊就是打酱油的。angel的死牵强附会，是为了让她死而编的。保哥真不错。            
(4星)	 虽然这部已经不是法证先锋的法证先锋3把欧阳胖子换成了醒哥，但我还是可耻的追了下来，追了下来，下来，来，来，来。。。            
(3星)	 港剧已无新梗 一切尽在掌握……            
(NA)	 追剧的赶脚啊。            
(3星)	 没有前几部好看啦~讨厌的z3终于变得正常了一点，不再是土爆丑爆的针织衫加高腰花苞裙了，可是这造型明显是copy陈法拉的吗。。。angle为什么最后死了，好喜欢她啊！！！期待4，又是大换血。。            
(3星)	 潜行狙击里Jodie死了，法证先锋里Angle死了，为什么TVB拍戏这么虐心。既然现实不美好，为什么不能让人们看多点完美的剧情？还有，他们破案的偶然的巧合实在太多了，削弱了推理。            
(3星)	 张可颐老的都认不出来了。。。            
(4星)	 真心觉的收视率神马的都是前2部的功劳。最后居然这样结束，烂尾啊，还要拍下一部么？见好就收呗            
(3星)	 2011.11 为什么要把Angle写死？            
(3星)	 看完了林奕华的《Wait for HK》，港剧的空虚感再次涌上心头。我们需要的是思想。            
(NA)	 发现一二部一点都不记得了。。            
(3星)	 没有1,2好看            
(4星)	 终于看完了~~~            
(3星)	 冲着“法证先锋”四个字去的 毕竟前2部留下了深刻印象            
(4星)	 。。。没有了熟悉的演员，本来是不抱什么期望，但是看了觉得还是很给力啊。。            
(4星)	 跟潜行一样。觉得结尾有点弱——！            
(4星)	 稀饭~~~重口味~！            
(4星)	 看着真像CSI，不过感觉上把Pro Sir和Mandy的能力过于夸张了，什么都懂。。。            
(4星)	 这结局= =明显要有4啊。。。。。            
(3星)	 结局有点尴尬，两对情侣有点尴尬，没想到angel会死有点可惜            
(3星)	 结局真是渣            
(3星)	 整个大团圆结局会死啊！            
(4星)	 张可颐还是在金枝欲孽里最灵啊。这里面始终觉得她的面容有点怪了。。是整过了么？            
(5星)	 蛮好看的，每天追更新，呵呵！剧情也蛮吸引人的。            
(3星)	 一人一个pad 太坑爹了吧  不过发觉黎耀祥越来越有型了，剧情的话还是前两部好点            
(3星)	 徐子珊hold不住madam的气场，张可颐是真的老了，萧正楠还是挺帅的，虽然很猥琐，但我还是要说我最喜欢的是陈茵薇。。。            
(3星)	 mark 张可颐            
(4星)	 真的好看，精彩，不过更新太慢，一天一集.终于完了，可惜结局依然悬疑            
(4星)	 结局很无奈，Angel死的太快了，都没铺垫的~~            
(3星)	 狗血的结局 是打算拍4吗            
(3星)	 基本无悬念。。。            
(2星)	 徐子珊现在是随处可见啊！！！！！1            
(4星)	 感觉有点抄袭美国CSI犯罪现场~但是看起来还凑活了~主要是徐子珊终于摆脱以前的形象了~这次正常了~~            
(4星)	 后面几集还是看得不开心滴            
(3星)	 其实吧…………………………有点假            
(4星)	 案情虽新，但是还是一二部的主角比较养眼！！            
(3星)	 怎么感觉这部戏感情戏要多过破案！            
(3星)	 徐子珊是我最喜欢的TVB女演员，目前追了10集，觉得她演女警还是有点不像。||终于看完了，最后几集还算终于有点高潮了，最后一群小丑死在大庭广众之下，让我很想看看这是个什么案子，可惜在这时候大结局，哎，如果有4的话，希望剧情能给力点。            
(4星)	 虽然不讨厌z3，但是确实木有前两部madam做的到位。            
(4星)	 剧情不错，除了结局坑爹            
(4星)	None
(3星)	 坑爹的结局。。。            
(2星)	 还有续集？            
(5星)	 其实还是蛮精彩的 虽然不是原班人马            
(3星)	 离奇的不是案件是那些高科技破案工具啊。。。            
(3星)	 哎呦喂……终于完了……近几年TVB剧集有一个共同特点：一近尾声斗开始鬼扯，一集比一集鬼扯……我唯一想感叹的是：萧正楠真的好舒服啊，为撒子紧到不红也？            
(4星)	 缺点：没前两部好看。。            
(4星)	 没有欧阳震华的法证先锋。TVB近期流行用death留下深刻印象，该死不该死的都可以去见死神。感情戏过多，而且转折快得令人难以接受。案件吸引力唔够，不用猜凶手到底还能有多少悬念啊。。还有各种新鲜名字解释各种不懂各种没记住。好吧，有法证4我还是会看的。            
(3星)	 看了十集基本知道后来怎么发展，太多的巧合，案子不精彩。            
(3星)	 这部电视剧的人气就是用法证先锋1 2 的人气累起来的。。。吴卓羲就是来打酱油的。。。 .            
(4星)	 1.不靠谱啊不靠谱，原来参加葬礼是要戴墨镜的啊。2.看出来了现在不流行大团圆，能拆一对算一对。3.结局明显一个“未完待续，请看下部”，这是坑爹啊~             
(4星)	 开始很不喜欢Eva，最后突然觉得她很可怜……还有，一看到张可颐的脸就忍不住大生感慨。            
(3星)	 吓死老娘了            
(4星)	 仓促完结呢。            
(4星)	None
(4星)	 pro sir~            
(4星)	 虽然每个案件都很一般，没多大的看点。但是pro sir 魅力无法挡啊。一星给黎耀祥。            
(4星)	 狗血大结局 爆炸两次 = =             
(NA)	 越来越难看了            
(3星)	 大换血 LYX还是没有正气范  坐标轴御姐范还不够 还是无比怀念以前的那两部            
(4星)	 额。。为嘛让angel死了嘛。。。            
(3星)	 虽然没有欧阳正华、林文龙、蒙嘉慧，也没有郑嘉颖。但是有黎耀祥、张可颐。最后觉得还是胡定欣最出彩。可案情确实太无力了。            
(3星)	 弃了，我实在受不了心中的法证先锋每集花特么5分钟讲案子大部分上演无聊的感情戏了……其中一星给吴卓羲=v= 你帮我坚持了好几集（够            
(4星)	 好久木看tvb的剧了，用这个回归一下吧~            
(3星)	 angel的死和坑爹的结局使我减了一星            
(5星)	 穿越了穿越了~~            
(3星)	 现在TVB结尾都喜欢走这种路线了么？潜行狙击是，这部也是。还是为了拍续集打基础吧，哎各种突兀。Anyway，30集也一个多月了。            
(3星)	 1、警察开会不用幻灯不用白板不用电脑不用笔记本，都尼玛一人一个ipad啊！  2、作为生化砖家，尼玛里面的英文单词我就听懂一个氯化钠啊！！  3、警察常做酱油，拍档终成眷属，与主角抢妹子不得好死            
(3星)	 第一个案子真是各种神展开啊= =            
(1星)	 和前两部差距太大了，也许我是先入为主了吧，总之就是没法看，个人觉得太垃圾...            
(3星)	 如果张可颐的脸部那么别扭或者她再年轻个20岁，这个片就更好了            
(4星)	 好中意张可颐&gt;x&lt;~~~加油~~~!!!（我唔制啊，我唔要呢个结局啊，我要人齐啊~！）            
(4星)	 看完了55            
(4星)	 好专业啊            
(3星)	 咩半身不遂啊~咩终级BOSS啊~在哪里在哪里~~这就大结局了？笑盈盈的就二婚叫老婆了~脑残的就喊妈咪了~要死的救到医院了都能心脏衰竭~不要死的围在火场都能一脚把门踹开飞出来活命~尤其是回忆angle的剪辑里，演员戏份太少导致画面只能重复那几样~果然秉承了TVB一贯头大尾巴小的坑爹            
(4星)	 没有了欧阳震华的法证先锋总感觉少了点什么~            
(3星)	 整个法三看下来，没有一个案子有很深印象啊，不要说拍案叫绝了，连“原来是他”的感觉都丝毫没有。印象比较深的几个角色是搞笑的高sir，卖萌的萧正楠，可怜的胡定欣，腹黑的唐诗咏，可爱的巴士哥哥。。。最后要说，吴卓羲真的一点存在感都木有            
(4星)	 结局死angle真心太扯…            
(4星)	 要不是Eva鬼迷心窍就不会跟pro sir离婚 要是她不去美国Mandy就不会跟pro sir在一块也就不会差点被杀 要是她不回来Angel也就不会死…她自己也就不会死            
(2星)	 客观说应该有3颗星，为了最爱的张可颐加一颗，可是，徐子珊小姐硬生生吃掉两颗……            
(4星)	 喜欢张可颐和黎耀祥 ，剧情还算精彩            
(3星)	 tvb的家具摆设都不肯花血本。胡定欣是我坚定要喜欢的人了～演技真是很棒！人也美～最后angel的死 桑了我的心            
(4星)	 一集一集追得好辛苦呀```            
(4星)	 真搞不懂你们为什么都不喜欢徐子珊，我看她就挺有性欲的啊。            
(3星)	 哎，悬疑破案的TVB一直是我的爱艾，可是这不编得好荒诞啊，演员也没有亮点可寻，做为TVB的台庆剧，还是有些些失望的。。。            
(3星)	 只是套用了法证先锋的名字而已 = =+            
(4星)	 看完以后，唉，Angel死的也太亏了点吧。。            
(4星)	 有二小姐的戏当然要追了，其实对这个系列前两部一直无感的，觉得没有以前的刑侦剧如陀枪、鉴证精彩，但第3部萌点确实还是有的，10集开始冲突激化了哦：）/渐入佳境型,tvb近年能一开始就吸引人最后又不烂尾的戏太少了,所以前弱后强也还行吧            
(2星)	 黎生，我再俾你面，呢个戏也净2分啊，用嚟做台庆剧，tvb系自甘堕落咩？            
(5星)	 挺好看的            
(NA)	 没有佘诗曼和欧阳震华。哎。又有徐子珊！还好有胡定欣、            
(4星)	 黎耀祥的pro sir有不同的风格 张可颐不错。其实除去耍帅 整体比2好。预计会有4的...            
(5星)	 什么啦~最后为毛死了那么多小丑啦~讨厌伐啦~结束了伐啦！            
(4星)	 嘻嘻 在追紧 好好看。最喜欢两个火星人。            
(4星)	 二小姐演技依然强悍，结局一声尖叫瞬间落泪，国配的功劳~~第三部看得是演员，剧情中规中矩无伤大碍。我心中的年度最佳剧集。            
(4星)	 没有佘诗曼！！没有钟嘉欣！！郭晋安！！这样的演员阵容太符合我心意了！！最爱的小定！大家不喜欢但我偏爱的徐子珊！！要再有陈法拉就完美了！            
(4星)	 为什么结局总是那么夸张 平淡就不能结束了么            
(4星)	 先进发证技术的展示，案件悬疑度不够。            
(4星)	 案件不够迷离，胜在节奏快            
(3星)	 好怀念欧阳sir啊~            
(3星)	 为啥每次去案发现场，总是要带拉风的魔镜呢，想不透~            
(3星)	 追得辛苦啊！：（            
(4星)	 追剧到结束的时候总是最畅快也是最空虚的时候==+            
(3星)	None
(3星)	 真爱向来值得等待。真的喜欢港剧，虽然这些年有些没落了。。            
(3星)	 追了一个月，总算追完了，虽然有些案子傻了点，不过还可以了，就是一班警察太没有存在感了，最后枪还被人踢飞，害得Angle死得那么可惜，而且Z3和Ron真心不像情侣…张可颐的样子和原来都不一样了…至于柴九哥……看了一圈感觉还是和九姑娘最配了……            
(4星)	 香港的电视剧总需要有个陪葬的，不会给你大欢喜            
(1星)	 女主是小三小三小三！外加开外挂各种开！            
(3星)	 没了欧阳震华很失望 看完才觉得还不错            
(2星)	 好久没追过TVB了。。。这次难得追一下，有点小失望            
(3星)	 角色全换 这几个人都不喜欢 勉强看            
(3星)	 潜行狙击看过不久，对法政的演员不感冒            
