http://movie.douban.com/subject/3314870/	潜伏
(5星)	 孙红雷、姚晨突破之力作            
(5星)	 萌上大姚了            
(5星)	 得看 必须得看            
(5星)	 讨厌孙红雷却爱上余则成            
(5星)	 孙红雷真是没话说了。从此也过上了潜伏的生活。            
(4星)	 终于追了部电视剧            
(5星)	 不错的国产片，一口气看完的，很让人激动的情节，没有烂俗的结尾，不错不错            
(5星)	 节奏挺快的，和一般的电视剧不同            
(5星)	 这部电视剧是内地谍战片的一个标志，而且这部剧的主题曲听着很过瘾。            
(3星)	 看了真是的“余泽成”们的下场，就不觉得精彩了，而是残酷。就事论事，结局不喜欢，但是也许那个结局已经不是最差了            
(3星)	 虽然有些硬伤，但还是能看下去滴，结尾比较深刻，不错看            
(5星)	 让我学会处事            
(4星)	 演得可以            
(5星)	 扣人心弦            
(5星)	 对于翠平和晚秋的感情我觉得太琢磨不透了。晚秋爱慕余，而翠平和余是假夫妻。翠平知道晚秋愿意为余做小，而且一直念念不忘。连晚上把床上的男人想象成翠平的男人都能对翠平说。我真不知道怎么来分析这两人的关系。也许他们这种特殊的关系也与他们两个特殊的性格有关吧。希望能看到对两人的经典分析            
(5星)	 GCD毫无人情            
(5星)	 帅气，正义            
(5星)	 第一次看孙红雷演这样的角色，挺不错的            
(5星)	 伟大的信仰            
(5星)	 意犹未尽~            
(NA)	 看过之后，成了孙红雷的粉丝            
(5星)	 好看！            
(5星)	 太好看了            
(5星)	 难得的一部好片！            
(5星)	 很好看，比较符合现实。            
(5星)	 把“党国”作简单的替换，故事一样精彩            
(4星)	 这部电视剧告诉我们，任何“党”都是不厚道滴...            
(5星)	 花了两天时间看完这部电视剧，都说是谍战片的经典，而我却是被里面的爱情戏吸引着看下去的，说到底，我也只是想看姚晨和孙红雷是怎么相恋的，呵呵~~            
(5星)	 有哭又笑            
(4星)	 很少喜欢看谍战剧，一般的谍战剧都拍得太假，没什么意思，潜伏里面一些台词还有演员都蛮好的，导演很厉害，演员也是            
(4星)	 两个世界的人 在恐怖的社会 让人都为之揪心 但仍然碰撞出耀眼的花花             
(5星)	 太经典了！            
(5星)	 近两年最好看的电视剧，没有之一            
(5星)	 精彩            
(4星)	 结局让我郁闷            
(5星)	 人活一世，总得信仰点什么，如果不偏执，那么这漫长一生，凭何挨过？当代没有战争，是我等之幸，但所信由高落低，又是我等之不幸。信良心，信爱，信光明的一切，哪怕仅仅这种信仰，也在现在这个颠覆年代，被某些人阐述为虚伪。人行于世，当脚踏实地，人仰首望天，当胸怀光明。            
(NA)	 哎……这个也不好打……            
(5星)	 国产剧的经典，好久都没看到类似的了，但是结局太悲了吧....            
(4星)	 前半段编得较好            
(NA)	 因为有姚晨，所以好看！            
(5星)	 看了无数遍了。。。            
(5星)	 比越狱更真实            
(5星)	 好电视            
(5星)	 到位！            
(4星)	 都流行过了，我才来看            
(5星)	 相当精彩！力荐给大家。孙红雷的表演实在是没说的。而且整个故事都很扣人心弦。只是当我看完这个故事的时候，心中失落。一直写完解放后余能和翠平恩爱的过下去，只是结局让人心揪。。。            
(5星)	 配角们更抢眼            
(5星)	 超经典，不过有点虎头蛇尾的感觉，意犹未尽呐！            
(5星)	 很神……            
(5星)	 相当不错，看完以后觉得孙红雷以前演流氓真是白瞎了。            
(5星)	 得过不少奖了吧！不用多说啦！            
(5星)	 完美            
(5星)	 8错            
(3星)	 有味道~            
(5星)	 拍的很不错，雷哥演的也特棒。。            
(5星)	 这个电视剧确实挺好，拍的比较真实，喜欢~            
(NA)	 在贫瘠的文化市场的今天，这算是佳作了。            
(5星)	 精彩            
(3星)	 话唠成灾            
(5星)	 你让我知道，在那个铁与血的年代，爱情有多卑微而坚忍。            
(4星)	 李涯，我内心永远的痛~~~~~~            
(5星)	 我伟大的祖国            
(NA)	 真的好美丽，那夜天津城上的炮光如烟花般寂寞而温暖，一地的灰烬宛如他们的坚持，隔着远远的距离站定了，彼此目光的温度穿过荒芜的逃难人海，照耀着革命与爱情的纠缠            
(NA)	 喜欢~            
(5星)	 拍的还不错，高潮迭起，节奏也比较快，大有进步。收尾也不错。强烈推荐。当局现在的尺度好像还是有些气量的。            
(2星)	 期望太大，反而没甚意思            
(5星)	 永远潜伏在我的记忆里            
(4星)	 呵呵，这个自不必多说，难得的好电视剧啊~~~可以算得上比较有脑子的电视剧了            
(4星)	 一口气看完的            
(4星)	 在家复习考研的时候看的，感觉考研就像潜伏，任重而道远呀！！            
(5星)	 好好好好好好            
(NA)	 这么生活好累，向地下工作者致敬！没有伪装，没有欺骗，没有谎言，没有虚弱，没有尔虞我诈。单纯安静的生活下去……            
(5星)	 看过老孙的最好的电视之一！            
(5星)	 虽然被人批了这个电视剧有非常多的破绽，但是作为普通的把电视作为娱乐的我而言，我还是很喜欢孙红雷的小眼睛和姚晨的大嘴巴．当然最爱的还是我们英姿飒爽的傲君姐姐，只是孙红雷后来就跟姚晨搞在一块的这段，我对傲君姐姐还是深表同情的            
(5星)	 职场潜规则，人际厚黑学。为信仰战斗，为未来牺牲            
(5星)	 是我看过的国产电视剧中最好的！！！！！！！！一个字！！！！太他妈好了！！！            
(5星)	 最经典的碟战片，结局也很有悬念，不看太遗憾。            
(5星)	 近来最好看的电视剧            
(3星)	 结局至此，从此人生落寞            
(4星)	 嗲 特嗲了            
(NA)	 是我今年看过最好的一部剧            
(5星)	 让不爱看战争时代电视剧的我也为之吸引。。。            
(5星)	 绝不可能有第二部潜伏            
(5星)	 一部让人感动的电视剧，一个让人遗憾的结局。当看到翠平和余则成在机场相遇的那一幕，久久的深情相望，带着泪也带着笑，心灵上有一种深深的感动和触动，每次看到这一幕，自己都会掉下泪来。网上很多人说为什么要给这样一个结局。有人回答说：当时的情况，他们的生活就是这样的。余则成在找翠平，可是，回答说：找到了也不可能在一起了。听到这话，心都碎了。翠平抱着孩子久久的望着山下的路，而则成已经和晚秋成亲了。那句话，我会奋斗终身的。很感动也很敬佩。说句土点的话：今天的生活，真的来之不易。            
(5星)	 男女主角都不怎么喜欢，但是还是一集不落地看完了，剧情很不错，演员演得也很好            
(5星)	 精彩            
(NA)	 看的过程中禁不住屡屡幻想 如果我是他们的同志..乐            
(4星)	 结局太让人难受了            
(5星)	 世间最累心的职业恐怕就是潜伏的间谍了，余则成在黑暗与茫然中发现爱，可是现实却如此折磨人            
(3星)	 我承认我这个人就是不“欢型”哈，总是什么风刮过了才踩尾巴。这两天我在看潜伏，看到20集了，主要搜狐高清老是可劲儿推荐。翠平两眼放光还是有小郭姑娘的影子啊啊啊。期待后面传说中的未经上级批准的床戏。            
(5星)	 经典！            
(5星)	 这片子也可以当作职场经典来学习。            
(5星)	 一个字自此流行：潜伏！引用孙红雷最后说得一句话：“我喜欢潜伏，刺激！”诸多时候，我在其中看到了自己，看清楚了优点和不足，可以引领我成长的都是精彩的。            
(4星)	 一个人无论在哪种环境中都需要良好的心理素质去应对随时的突发状况．余则成给我们树立了一个值得学习的榜样．            
(NA)	 我就想知道，余则成心里，到底更爱哪个？            
(5星)	 很好看            
(5星)	 让我第一次觉得中国电视剧也是有无限潜力的。真喜欢孙红雷。            
(NA)	 想当时看得我那叫一个惊心动魄啊！！！            
(5星)	 《潜伏》是中国这几年电视剧里少有的精品。            
(4星)	 还可以            
(NA)	 嘴上全是主义，心里全是生意。            
(3星)	 教育片，但貌似不是教育爱国主义的故事主线剧情还可以，支线基本没有，大于8岁估计就能看懂推荐看一下《对手》，那才是一部真正的电视剧            
(NA)	 好看结局有点残忍            
(5星)	 第28集 看到余则成手抖着翻译暗号 鼻子就莫名的酸了起来~            
(5星)	 很感动            
(5星)	 真的不错~真真假假~            
(3星)	 结局略带苦涩，但很真实。反动的美帝国主义为了宣扬其价值观会拍出大兵瑞恩那样的电影，同样的我们也能搞出这样实在的东西来。一句话：“个人算个P呢”。我就看了结尾两集，看后我就想，余则成在经历了建国/文革/改革开放后的仅60年岁月里，他会不会思考当初的所谓信念？会不会有喝两杯的惆怅            
(5星)	 男女主绝配            
(4星)	 电视上看的时候一集一集追着看完，看完了一点再看的欲望都没了            
(NA)	 “我这个贼，只惦记 ，不偷”。印象深刻。            
(5星)	 好片子~不錯不錯~~            
(NA)	 情节扣人心弦，人物形象饱满，每个人物都是那么可爱            
(5星)	 真的很不错！            
(5星)	 大爱至圣            
(5星)	 崇拜。            
(4星)	 赢在情节和节奏！            
(5星)	 杠杠牛B。真的。杠杠的。好多年没这么服一部电视剧了。只要你看进去可绝对就出不来了。有看头！力荐。            
(5星)	 也许是从这里开始喜欢孙红雷的戏，也开始佩服姚晨，更加惊叹这个制作班底，这是谍战主题的第一部吧。。。            
(3星)	 无视背景好了            
(5星)	 逻辑推理强劲，引人入胜            
(NA)	 妈妈推荐我的，看了2遍            
(5星)	 每次遇到危险的时候，余则成都能逢凶化吉，反败为胜，剧情很紧凑，现在的这么好的电视剧已经不多了            
(NA)	 职场进化手册            
(5星)	 这么经典的 都忘记评了            
(4星)	 老天真的是公平的，无论怎样遗憾或者无可调合，它都会用某种方式来弥补。            
(5星)	 超级好看!喜欢结局!            
(5星)	 这个电视剧告诉我们：大陆的电视剧在进步。            
(5星)	 办公室文化            
(5星)	 难得一见的虎头豹尾，情节紧凑，人性的真实历历在目，想不出更好的结尾了！            
(NA)	 呼哈~！原型是学校的老教授啊~            
(5星)	 无论是剧情还是心理描写都是很到位的~~            
(5星)	 很好的内容，孙红雷演绝了，大转型呀。结尾太可恶，也让这部红色电视剧变的半红不白。            
(NA)	 情节让人深思            
(5星)	 信仰。            
(NA)	 拖拖拉拉看了3个月， 终于看完了。。。一句话， 拍的挺好的。 第一次觉得姚晨漂亮， 第一次觉得孙没有黑酷扮相也能cool 到底。             
(4星)	 很不错哦,,,情节很刺激            
(3星)	 要是我没看过暗算 会给4颗星            
(5星)	 guggugu            
(5星)	 似乎讨论办公室哲学的人比讨论电视剧本身的人还多啊            
(4星)	 这个结局让我就像吞了苍蝇一样难过。。。            
(5星)	 超级好！！！力荐！！！            
(5星)	 近几年国产剧的经典之作            
(NA)	 希望能在人人信仰金钱的世界里找到别的信仰。            
(5星)	 大爱余则成，大爱孙红雷的演技，大爱姜伟的导演与编剧            
(5星)	 很好            
(5星)	 喜欢.超级喜欢.所有类型片中.这个最好.            
(4星)	 算是比较经典谍战题材的电视剧了            
(5星)	 很好 孙红雷酷B了            
(5星)	 NB            
(4星)	 潜伏 人间正道是沧桑  这两部出片的时间差不多，立意也差不多，个人认为后者更好一点。因为自己是两部片交差着看的，所以有时候会有种感觉，这是一部片子，而孙红雷只演了一个人，就是那个时代的他自己，如果他存在于那个时代。不可否认的是，他演的很认真。。。            
(NA)	 喜欢~~孙红雷纯爷们            
(5星)	 孙大哥..            
(4星)	 人生就是一场潜伏，主角就是我们自己~            
(5星)	 第一次看这种题材的，真好看            
(NA)	 一部难得需要动脑子的电视剧            
(5星)	 能鞭策自己。很现实。            
(5星)	 办公室政治的翻版            
(5星)	 绝对的好片，真正是这部戏让我开始喜欢孙红雷            
(5星)	 哈哈 姚晨一出现 瞬间好看很多            
(5星)	 非常好看的连续剧，但是结尾让人很不爽，真实的让人绝望。也许，那样才是那个年代最真实的写照，但是，真的真的让人感觉很不爽！            
(4星)	 比较好看的电视剧            
(4星)	 每个情节都让人提心吊胆            
(5星)	 非常赞。。。作为间谍剧，几乎找不到情节的漏洞，太难得了，编剧是天才            
(5星)	 爱上孙红雷！！！            
(5星)	 啥都不用说了，潜伏是我看过的最优秀的国产电视剧。就情怀上来讲，也比所有香港的电视剧都要厚重。            
(5星)	 那个年代的标记...            
(5星)	 支持余则成的是信仰还是良心？            
(5星)	 啊啊啊啊啊啊啊啊啊啊~受不了这结局，我不要~~我受不了了~~~~~            
(5星)	 戏演的很好            
(4星)	 其实，是在冬天的看的            
(NA)	 好剧            
(5星)	 其实生离比死别更惨。。。            
(5星)	 “良知”与“信仰”是这部电视剧传递的两个关键词            
(5星)	 巅峰之作            
(5星)	 巧妙利用别人的矛盾，不错的职场潜规则教学片。            
(4星)	 仁者见仁，智者见智            
(NA)	 这是我认为大陆到现在最成功的连续剧            
(4星)	 贼好            
(5星)	 不是谍战片，看出商业片来了            
(NA)	 逗笑中透露着智慧与忠贞             
(5星)	 大爱眯眯眼            
(5星)	 相当的不错。不错。不错。            
(NA)	 越往后越扯淡，还好不长            
(5星)	 个人认为孙红雷的主演当之不愧，充分演出了一个潜伏者所应具有的一切，包括憨厚的笑，每次听到我都觉得完全把别人的眼睛蒙蔽了。            
(5星)	 如果结局不是这样……            
(5星)	 好看 没的说            
(5星)	 你想要什么，它就有什么。            
(4星)	 和爸爸在中医院看完的            
(5星)	 经典啊            
(4星)	 超智慧型~            
(5星)	 第一次对国产剧这么热衷，第一次觉得孙红雷很酷，还是觉得姚晨很火爆！看完后觉得职场是一个黑洞。然后，更加期待电视剧《杜拉拉》了！            
(5星)	 喜欢看这种题材的电视剧，喜欢孙红雷；嘿嘿            
(5星)	 国内第一谍战片非潜伏莫属!!! 每个角色都诠释的很完美啊... 多拍些这类优秀作品比党性教育强...btw, 晚秋蛮可爱的 (*^__^*) .            
(5星)	 看到了战争的另一面，无烟的战争更惊心动魄！            
(5星)	 好看            
(5星)	 死别的假象，生离的结局，很不错            
(5星)	 爱死了~            
(5星)	 喜欢有内涵有思想的人，喜欢孙红雷。            
(5星)	 剧本扣人心弦，很喜欢这类电视剧，演员演出也很到位，不错            
(5星)	 潜伏绝对是我最喜欢的电视剧，我简直是看了一遍又一遍，每次电视台在播的时候我就又会跟着再看一遍，当然最喜欢的余则成和翠平的桥段，其次就是余则成和他们办公室人斗的时候，余和其他女人的时候我看都不想看            
(5星)	 难得看这类片子~            
(5星)	 等不到，等到了 。            
(5星)	 　终于看完了，结尾有点出人意料，但是还是觉得很刺激，很有看头！觉得是孙红雷作品中的比较有代表性的了。推荐大家去看。            
(NA)	 很喜欢孙红雷……            
(5星)	 特别好看！！！            
(4星)	 还可以吧。但是孙演技稍差，两个女主角扮相都太……            
(4星)	 感觉有必要记录一些电视剧            
(5星)	 孙红雷演技的飞跃。一个处心积虑的男人的工作态度。被组织摆弄摧残的揪心结局            
(5星)	 这绝对是今年最经典的一部电视剧之一！因为潜伏，爱上孙红雷，爱上姚晨，然后再回过头去回顾他们之前的作品，更加爱他们！潜伏绝对是一部值得好好品味的戏！            
(5星)	 潜伏            
(NA)	 还是好看。            
(4星)	 细密紧凑的情节，立体的人物群像，压抑深刻的情感表现。虽然存在政治符号般的烙印和细节可推敲的漏洞，但总体而言仍是一部内地难得一见的好作品。            
(5星)	 演技没话说            
(5星)	 惊心动魄，斗志斗勇            
(NA)	 很不错啊~！            
(NA)	 前面很搞笑~~~笑死了~~~到结局就哭死了。。很惨吖            
(5星)	 跟爸爸看的...还不错~~            
(NA)	 喜欢姚晨演的角色            
(4星)	 不待见孙德长相大嘴芙蓉我也不喜欢她在里面的角色            
(5星)	 结局让我足足难过了半个月··            
(NA)	 从编剧到表演都十分精彩，不容错过！ 看小眼孙红雷和大嘴姚晨在战火纷飞,勾心斗角的民国三十八年跌宕起伏的爱情            
(NA)	 还是有左蓝的时候好看~~翠平踢马队长那一脚也相当的有气势哈哈            
(5星)	 不错,看了好几遍!            
(5星)	 孙红雷，大爱~~            
(3星)	 我不看剧情，不讨论真实，只看表演，只看孙红雷。。。            
(3星)	 超不喜欢结局！神！余则成简直就坠入了无间地狱！！！！            
(5星)	 近年最好的国产电视剧            
(NA)	 很精彩！！            
(5星)	 很少连续2天看完一部电视剧，让人想一直看下去的感觉，太赞了～～最后那一集的感伤……会让人很疼惜……            
(5星)	 李涯的角色最吸引我            
(5星)	 其中有句话让人深思：我年轻时也有很多梦想，可是你看看我现在，除了衰老和贪污的那点钱以外，还有什么？            
(5星)	 令我受益非浅，又乐趣无穷的好剧！大陆少有的好剧！            
(5星)	 终于还是不得不承认我只是一个小女人。看机关算尽，不过是佩服。但结尾当翠平生生的回到车上，当则成展开双臂如母鸡扑翅，当翠平抱着孩子站在高高山岗遥望，当则成与其他女人再结连理，眼泪便不可遏止的滑落。太不值了，历经苦难，还是让晚秋那女人捞了便宜；历经苦难，十年后的中国还不是民不聊生？            
(3星)	 看一遍很不错，却无法再看第二遍，无原因            
(5星)	 看了之后很萌孙大叔！            
(5星)	 爱死这部剧。            
(NA)	 我爱的孙红雷`            
(3星)	 原来看起来不搭的人也可以走到一起，明明气场很强，却要很低调的隐藏起来。            
(5星)	 好看的板            
(5星)	 很棒，孙红雷的片子，看过的都很棒            
(5星)	 精彩！            
(4星)	 其实想看他们的爱情。            
(5星)	 最早看这部戏是被姚晨演的&#34;乡下&#34;人的动作给雷到的,作为90后的我照道理是不会喜欢这种历史题材的电视剧的,但是&lt;潜伏&gt;还是吸引了我.            
(5星)	 让人心动不已            
(5星)	 好看            
(5星)	 没有靓丽的服装造型，但却深入人心！！非常崇拜这样的人！！            
(NA)	 紧张刺激            
(NA)	 很经典的一部人斗心斗电视剧            
(5星)	 小眼睛 阴着呢            
(5星)	 铁一样的男人。            
(5星)	 演员们个个都表演得很自然一点都不做作。反观同一档期的一部电视剧忘了叫什么名字。抗日题材的。正派演员都是黑色的脸，日本鬼子是个白脸。看着看着就恶心了。不知道为什么。            
(NA)	 不错。。。也熬夜看完的。。。            
(5星)	 潜伏的好不是一句话能说的完的            
(5星)	 三流的出身 一流的阵容 超一流的表现力            
(5星)	 这个这个...拍的太好了!!!            
(4星)	 一直喜欢孙红雷的片。怎样的人生信仰，潜伏让我们看到了小角色的坚强。            
(5星)	 孙红雷~~~~            
(5星)	 好看            
(5星)	 一口气看完！好看！            
(5星)	 喜欢陆桥山            
(5星)	 不记得看了多少遍，真好看！            
(5星)	 不错，今年就看孙红雷了，强力推荐！            
(5星)	 就是喜欢，百看不厌～～～喜欢机智冷静的余则成，喜欢可爱真挚的翠平，或许这样的结局他们的爱情才能更加长久～～～～            
(5星)	 一部必须看的片子！            
(4星)	 耐看            
(5星)	 哎~~结尾悲哀哦            
(NA)	 不再年少 不再莽撞 当我对着镜子一遍遍学着余则成说话 办事的模样 我突然发现 我被《潜伏》拽着 逃离了青春 一夜长大            
(5星)	 风雨如晦的年代里奢侈品的爱情            
(5星)	 很不错            
(3星)	 着眼点比较小，故事有点牵强，制作也比较简单，权当娱乐看看。看到最后穆晚秋变成潜伏人员和余则成在一起了，觉得比较扯。            
(5星)	 有点美剧的感觉了            
(NA)	 余则成，大鸡蛋，我煮你……            
(5星)	  参考《看天下》杂志封面            
(5星)	 额,看过， 哈哈,发现现在大陆拍的电视剧越来越精彩了,喜欢孙红雷还有姚晨            
(3星)	 感觉上要比真实地间谍生活要单纯太多了符合主旋律的描述            
(NA)	 一口气看完的，说不出什么吸引了我，但真的夜已继日的看了。            
(4星)	 革命道路艰辛呀~            
(5星)	 谢若琳 李涯            
(4星)	 还不错 虽然又有漏洞            
(5星)	 刚刚看完……有时感觉和看《越狱》一样紧张            
(5星)	 帅，不是弱帅，文人比硬汉帅。            
(5星)	 马奎被日伪收买了？            
(NA)	 结局看着很让人意想不到            
(4星)	 很好的电视剧，情节构思好，情感流露自然。            
(5星)	 人在江湖身不由己...实在是太好看啦，泪流满面            
(4星)	 男女主角水火相溶，结局有些出人意料            
(NA)	 它是一部三十集的长剧，只有看全的人才有权利发言，也只有看过的人才知道那里的惊险和跌宕，辛酸与付出。到底是什么让那个年代的人们不惜舍弃生命和爱情，信仰？？难道是为了所谓的今天的我们的幸福生活？如果是那样，我觉得我欠了余则成和翠平。            
(4星)	 两个主演的表现很好 但越看越不想谍战片,而是一部职场潜规则的教学片... 有点雷人~            
(4星)	 哈哈，小胖子，我还想看，还想着折磨你。            
(NA)	 反正我喜欢。。。            
(5星)	 不错哦            
(5星)	 信仰，中国人奇缺的东西。            
(4星)	 孫紅雷演技太好啦            
(4星)	 挺喜欢里面姚晨扮演的翠平            
(5星)	 喜欢孙红雷   姚晨逗死我了            
(4星)	 还不错            
(NA)	 嘿嘿~超欣赏孙红雷的表现~演得超好~            
(5星)	 上半年最好看的国产电视剧。以前以为孙红雷只适合大开大合的戏路，没想到隐忍的戏路也能驾轻就熟，只是之后对孙红雷就有些审美疲劳，再看人间正道是沧桑就没能看下去。            
(4星)	 很不错的一部片子！演员的演技很好，看完这部片子肯定会喜欢上孙红雷的。另外，片子比较有内涵，尽管作为一部影视作品里面难免有虚构和夸大的成分，但看完之后还是挺让人感动的，试问“信仰”是什么？信仰为何有如此强大的力量？我想这是一个小到个人奋斗、大到国家建设的严肃话题，值得我们深思。            
(5星)	 跟着我爷爷看就喜欢上了-。-            
(3星)	 据说精华在于夫妻在家装同事，同事之间搞暧昧。真实绝望的城市感情生活的写照。            
(4星)	 隐藏是一种本领            
(NA)	 为什么要是这样的一个结局那?            
(5星)	 好看好看好看~~~            
(5星)	 暑假和爸妈一起看了很多关于间谍的电视剧。。。。            
(5星)	 从头到尾的刺激。本人认为这是孙红雷最彰显表演张力的作品，非常喜爱。            
(5星)	 情节很紧凑，不过最后有点潦草            
(5星)	 哇！爱不释手！            
(4星)	 组织上把翠平派来，纯粹是不懂地下工作的表现。            
(4星)	 孙红雷演技不错，喜欢姚晨            
(5星)	 总算是人看我也看过了            
(NA)	 没看完整，但感觉很好看的            
(4星)	 真好看            
(5星)	 大好！！！至爱！！！            
(5星)	 剧荒的情形下看的，还真的看出味道来了            
(5星)	 嗯。我觉得好看、            
(5星)	 小眼睛孙红雷魅力可不小！剧情紧凑严密，很棒的大陆谍战片。            
(5星)	 哈哈哈            
(5星)	 少有的好片子            
(5星)	 很久没有一个让我坐下来没有跳着看完的电视剧了。特别喜欢这里面的姚晨，没想到她也是演技派的，真的很可爱。还有小雷也是，依然是风采迷人。他戴着眼镜低下头的时候真的很像白岩松啊！！            
(4星)	 合情合理　　无奈中有点搞笑　　环环相扣            
(5星)	 亮剑以后就没看过这么好看的国产军事题材电视剧了，孙红雷，姚晨，演的都很好，只能说太好看了，只是最后的结局有点残酷，            
(4星)	 好~            
(NA)	 感觉还是很难得的国产            
(4星)	 有到位的表演和顺畅的故事以及偶尔紧张的小高潮。            
(NA)	 经典            
(NA)	 因为同学说俺很像大嘴巴的姚晨，因为数次被人直呼郭芙蓉，俺就跑去验证：悬疑度八错，揪着心一直看到最后。结论：近年来挺好的一部连续剧。总算没侮辱群众智商。鼓掌！            
(NA)	 结局竟然看流泪了            
(NA)	 不错，以前不怎么待见孙红雷，通过这部电视集觉得他还是不错滴。            
(4星)	 最近几年唯一跟爸妈看到一块的电视剧，唯一看完整的电视剧            
(5星)	 很好!            
(5星)	 紧张 刺激 搞笑 感动            
(5星)	 经典国产剧！~            
(5星)	 最美的永别最美的眼泪            
(5星)	 好看，恨不得一下子全看完            
(5星)	 幽默  人性  紧张氛围            
(4星)	 自己人窝里斗，实力不一般，，，            
(5星)	 吴站长的表演最为可圈可点。            
(5星)	 很好看！！            
(5星)	 迷上了潜伏，敬佩余则成            
(5星)	 让你看得很投入。            
(5星)	 人际关系很重要            
(4星)	 不错的作品，拍得很智慧            
(5星)	 难得能让我等着看的电视剧            
(5星)	 好~~~            
(4星)	 一部挺好看的电视剧，只不过巧合过多成为编剧的硬伤，另外，处理的不够细，很多晚间戏都能听见院子里麻雀的叫声。            
(5星)	 最开始断断续续的网上看到《潜伏》的好评。说这部剧是如何如何的精彩。抱着看看的心态去看，没想到真的很精彩。我没看过《武林外传》，对姚晨不了解。我知道她是一个特干净的人。看了《潜伏》以后觉得她太可爱了。人也漂亮。孙红雷自然就不用多说了。实力派的啊。就是我对结局不满！            
(NA)	 很不错，还能帮助我们提升系统化思考的能力。            
(5星)	 从本片开始到结束仿佛一个轮回，莫非这是余则成们的命运？            
(5星)	 国内少有的谍战好戏，孙红雷的转型代表作            
(5星)	 朝朝代代都是如此            
(5星)	 责任的重量。最舍不得的都舍得了。            
(NA)	 gh看过 就她品味吧说什么结尾不能接受..所以没看。后来听说里头有办公室潜规则去看了。主演演得呀也太演了吧挺次的居然还得奖了可见我忒不靠谱啊 配角还成比较自然到位尤其是吴刚 演过光荣的愤怒            
(4星)	 每天守到凌晨12：45，悲伤到2：30关掉电视留下的只是余则成悲戚的笑容，时代的悲哀。晚秋比翠平更让我心痛整部剧都显得那么阴郁，犹如最近的天气已经很多年没看电视剧，这次却如此的痛彻心扉            
(3星)	 跟着老爸老妈一天两集的看完了，其实吧...            
(NA)	 中国的间谍片，好看            
(NA)	 好笑，剧情也不错            
(5星)	 剧情环环相扣，好！            
(5星)	 近年，看过的为数不多的电视剧之一~            
(4星)	 孙红雷的演技真的太好了，真是演什么像什么啊            
(5星)	 好……            
(5星)	 和小囧同学要再看一遍~ p.s.之后每晚吃饭时会看1-2集，看样子囧很喜欢。            
(NA)	 嘻嘻，这个我看过，非常的过瘾，非常的细腻，我很喜欢。            
(5星)	 原以为是悬疑剧，结果是放了偶像剧核子的爱情剧。原谅我的浅薄。            
(5星)	 一直觉得潜伏是部爱情戏，三个女人代表了一个男人一辈子可能会遇到的三种女人：清纯、志同道合和日久生情。何去何从，剧情有了最贴切的交代，就是如此吧，就是如此呵呵。            
(NA)	 居然越看孙红雷越像rain，越看翠平越像自己。。诶            
(NA)	 编剧要把观众当正常人了才能写出好剧本，《潜伏》的编剧做到了。            
(5星)	 精彩！帅气！爽快！            
(4星)	 精彩~值得看！            
(NA)	 我喜欢            
(2星)	 不是很喜欢。。。不过孙雪红演的很好            
(NA)	 近期的不可多的优秀电视剧！            
(NA)	 难得觉得中国电视剧可以拍得这么紧凑。在快点，咱们和上美剧的pace就完美了~~            
(4星)	 看爸爸看的那么入迷，我也想看            
(5星)	 近几年看过的最为优秀的国产电视剧，上一次觉得国产电视剧还能让我这么看的是《大宅门》：）            
(NA)	 我算什么。我根本一点也不算什么。            
(5星)	 连着几天时间看完，意识早已被剧情所牵扯，从一开始看就停不下来，谍战的精彩让人大呼过瘾，结局让人略有所失，却也合乎情理            
(5星)	 其实我不太爱看这个时代的电视，但无意看了一小片段后便上瘾了            
(4星)	 很不错的一部电视连续剧。剧情大体上算是吸引人的            
(4星)	 如果抛开国共，那么就是萝莉，御姐，女王之间的战斗，人气御姐左蓝命薄早死，女王翠平孤苦伶仃，萝莉晚秋则坚持到了最后            
(5星)	 超好看！最后超感动！            
(NA)	 抢救了国内市场很长时间没有看国产片，只能说继士兵突击后我的爱            
(NA)	 其实每个人都是一名潜伏者。在不同的场景里扮演着不同的角色。无疑，余则成是成功的，他之所以成功，关键在于能时刻理解所在场景的规则，同时又能坚守自己的本色。这是一种技巧，是人类社会的艺术。            
(4星)	 挺不错的大陆片，值得看！            
(5星)	 生离            
(4星)	 孙红雷演的内心戏演的很好            
(5星)	 还不错            
(5星)	 挺好看的~            
(4星)	 那些鲜为人知的事儿，正视历史么            
(NA)	 吸引我，信仰，演技            
(5星)	 看过很鸡冻            
(5星)	 太棒了！！！            
(5星)	 不错            
(4星)	 好看的剧            
(5星)	 力荐            
(5星)	 知道為什麽CC踢V不讓播嗎? 因為這是最真實的國產片            
(4星)	 两党从根本上说是没啥区别的 不择手段啊            
(5星)	 一直不清楚问什么最后一集的时候我党的联络人说话一下子变得傲慢甚至无理了呢~余则成问找没找到翠平时那句&#34;见面的又能怎么样，你们永远都不可能在一起的&#34;真是伤人            
(5星)	 情节紧凑，精彩            
(NA)	 前段时间用两个下午突击完了。意犹未尽的感觉。结果关上电脑梦见了续集！哇！我太有才了！原来真正是爱情不是甜言蜜语，不是约会与拥抱。而是融入在柴米油盐中，浸透在每次心疼的眼神中！同时也让我终于看到了真正的智慧与执着。原来爱和智慧都是出与心的！            
(NA)	  因为这部，开始喜欢孙红雷的。。。             
(5星)	 好看。这男人真聪明。            
(5星)	 信仰，信念            
(5星)	 命___            
(5星)	 恩。。。很有爱。。            
