http://movie.douban.com/subject/2229479/	穿越时空的爱恋
(4星)	 希望朱棣哦也            
(NA)	 恩 穿越的早期代表作            
(4星)	 原来我看过这么多言情的电视。。。好汗颜            
(NA)	 张庭            
(3星)	 最早的穿越            
(1星)	 坦白说真的是消磨时间，与吴宗宪的四大金钗有的一拼，太烂了            
(3星)	 好像后面都没看啊            
(5星)	 因为这部剧而喜欢上了穿越            
(5星)	 很早以前看哒，而且还是穿越！            
(4星)	 穿越..555555，怀念死了            
(4星)	 搞笑了~            
(3星)	 我真的什么都看过～            
(5星)	 很有意思，算是开创了穿越的先河了            
(3星)	 迷过迷过，还纳闷为什么回到现代就没了呢            
(3星)	 我想看穿越~~~~~~~~~~~~~~~~~~~~~~            
(4星)	 酒窝美女            
(NA)	 看了不知几遍，可是再次看到还是会看，第一部穿越剧的魅力啊            
(NA)	 我喜欢这个结局，不知道建文帝来到现实世界之后后续如何            
(5星)	 很好笑。            
(NA)	 高中老师讲明朝说建文帝失踪了，底下人一片：他和小玩子穿越了~老师无语。。。            
(4星)	 当时看这电视剧还是在南安台看的还是福建电视剧频道呢，有点忘记了，不过肯定这两个台都有播放过的。里头张庭演的小丸子真的太好玩了，而徐峥演的皇太子也蛮痴情的。挺好看，穿越时空的爱恋，情节也蛮搭的。            
(4星)	 当时看的超欢乐的            
(3星)	 不知道为什么我mama喜欢看这种类型的。            
(3星)	 这个穿越很无趣！            
(4星)	 小玩子太搞笑了            
(3星)	 电视上放的时候我竟然断断续续看了好多集= =            
(3星)	 看着玩            
(5星)	 因为这部电视剧,才喜欢徐峥            
(4星)	 喜欢这简单的轻喜剧，挺热闹的~~            
(3星)	 穿越启蒙。            
(4星)	 真的挺喜欢张庭的。现在都没看到她拍的戏了。            
(4星)	 曾经看得巨happy无比。            
(NA)	 喜欢张庭和徐峥~            
(4星)	 呵呵喜欢张庭            
(4星)	 小学的时候最喜欢看的，看了这个之后喜欢上了张庭，这部剧在当年其实算很不错的！            
(4星)	 穿越            
(2星)	 这好像是穿越的先河- -            
(4星)	 恶搞了历史，不过也因为这不电视剧，让我开始研究明史，哈哈朱允文的善良真的不适合坐在帝王的位置上            
(5星)	 很感人 很搞笑 穿越剧的早年品种！还有历史感~            
(3星)	 将我们的思绪一下子带到了明朝……            
(3星)	 一般……虽然蛮喜欢两个主角的，但这里的……哎，一般般了……            
(4星)	 一直很喜欢这部剧，白看不厌的感觉，快乐的小玩子~~            
(3星)	 哈来来的，虽然有的地方还满搞笑并且跟着历史走            
(3星)	 这才是第一部穿越剧啊            
(4星)	 看的第一部穿越剧            
(4星)	 小时候爱啊            
(4星)	 印象不错            
(4星)	 印象中是第一部穿越时空的电视剧            
(5星)	 小学时候我超喜欢。。。            
(4星)	 好像是穿越的鼻祖。。。            
(5星)	 我怎么能忘了这部电视剧？片尾曲太经典了，现在都经常听到。剧情确实荒诞，可以它拍出来就是为了弄笑你的，笑都笑了，也被小玩子和朱允炆的爱情感动了，虽然都是天大的扯淡，但是你都感动了，难道还不承认吗？烂片，但是我喜欢~            
(4星)	 小时候挺爱看的            
(5星)	 似乎是第一部穿越的片子，自此之后出了一堆堆的穿越小说。            
(4星)	 电视里每次放都会看            
(3星)	 以前觉得还好，后来翻出来看就觉得有点作了            
(2星)	 算是早期看得穿越剧之一，当时周围那么多人喜欢看~我就是看不下去~            
(4星)	 太逗了            
(3星)	 张庭小姐很喜感~            
(5星)	 就让你走。            
(NA)	 大爱张庭~            
(2星)	 有点恶俗            
(3星)	 其实我总觉得张庭很温暖啊~~            
(5星)	 觉得好好看的            
(3星)	 电视上看的，这种题材当时算少，看起来还算新鲜            
(4星)	 这个当年也是租片来看的 必须挺一下            
(3星)	 酒窝美女~~很早的穿越片了            
(2星)	 纯属搞笑            
(4星)	 啊.我总是能想起和弟弟妹妹在一起的画面.            
(2星)	 画质有点差            
(2星)	 很戆的穿越            
(3星)	 现在不解为什么原来可以把它看完！            
(4星)	 蛮小的时候看的了            
(3星)	 貌似是我看的第一部穿越电视剧，是不是至今唯一一部不记得了            
(4星)	 朱棣和他侄子朱允炆那些不得不说的事            
(5星)	 其实我果然很喜欢徐峥？            
(4星)	 刘莉莉还是军艺戏剧系的学姐呢             
(3星)	 超越题材，对朱允炆的消失很有YY小说之风，。            
(3星)	 在当年算是很新颖的题材了哈哈。。喜欢张庭。。。两个酒窝，超美的。。。            
(3星)	 阡陌大叔忽悠了多少席绢fans来看此剧啊            
(5星)	 从此爱上徐峥，爱上万弘杰            
(3星)	 我看过的电视剧真多啊，什么类型都有            
(2星)	 穿越            
(4星)	 朱允炆来了现代……            
(1星)	 更恶心            
(4星)	 经典//不过最近电视上竟然又重播了= =，你们这种旧货都翻出来，翻不厌么。            
(5星)	 当时看的时候还是很喜欢的            
(3星)	 男主角·······ORZ·············我是冲着张庭和席娟的文去的···············虽然拍的囧囧的··················            
(5星)	 将爱情肆无忌惮的挥霍心都碎了还要计较些什么无论你想要什么都让你带走。。。            
(3星)	 不可篡改的历史            
(5星)	 &gt;&lt;            
(4星)	 张庭，如今你都生宝宝了            
(4星)	 电视里在放的时候我至少不会换台。但只要广告我就觅下一个台去了。            
(NA)	 傻女有傻福，搁到现代，我要是这样的，不知道活不活得下去……            
(4星)	 这才是最早的穿越剧好吧。            
(5星)	 中国在穿越题材没兴起的时候拍了一部好看的穿越戏，等满世界都是穿越小说了，一个拍穿越的都没有了！！！            
(4星)	 嘿嘿，当年看过的电视剧还真不少            
(4星)	 很好看噢。。这部电视剧播的时候貌似刚升入初中。。安徽台的周末大放送一天10集，我躲在家里从早看到晚。。。看到结局。。这部电视剧到让我曾经有一度把明朝的历史研究了好一段时间            
(4星)	 历史终归是历史，没有人可以改变命运，可能真是应了MKS的话，历史的必然性            
(3星)	 这个穿越故事想当初还满喜欢的，当初还没有关穿越的电视剧集，这个故事本身就还满吸引我。            
(4星)	 我就是喜欢张庭呢，把这个小宫女演的太好玩了~            
(1星)	 原来 穿越可以追溯到这么古老的电视里            
(4星)	 这部戏真的很囧，但是重看的时候我还是笑出来了，张庭的喜剧才华在这部戏里得到充分展现，老四很帅，允文很受，老二好搞笑啊，哈哈哈            
(4星)	 经典穿越剧            
(3星)	 妹妹很喜欢，害我看了好几遍            
(NA)	 真傻            
(3星)	 早期的穿越啊~~            
(4星)	 这片还行。。当年看的很欢乐啊。比现在的国产武侠片好多了            
(3星)	 我喜欢女二号            
(4星)	 穿越剧的鼻祖啊~~~            
(4星)	 小学时， 我好迷的            
(3星)	 看看还好，第一部穿越，但是男主也打扮的忒不帅了点            
(NA)	 穿越……            
(3星)	 之后穿越文就出现了...            
(3星)	 别人看了五年。。然后我看了。。            
(5星)	 我实在是很主观的说我很爱这部电视剧 前几天又完整的看了一遍 主题曲都会唱 启蒙我的第一部穿越             
(3星)	 对朱棣的那个反派老婆好感非常囧……            
(3星)	 努力的穿吧            
(3星)	 近日此剧与明月的书同时看，别有一番滋味            
(3星)	 小学四年级看的前段时间重播还是很带劲            
(NA)	 徐峥很可爱..我人生的第一部穿越电视剧            
(NA)	 偶看的第一步穿越哦            
(5星)	 记得喜欢了很久            
(NA)	 我觉得好看，当时还超想看它的续集，可惜没有，唉...            
(2星)	 古代            
(3星)	 穿越剧的鼻祖~            
(3星)	 穿越系列 貌似也是比较早的  不过它过了之后就不稀饭了            
(3星)	 穿越始祖席绢            
(4星)	 穿越剧的鼻祖吧。。 哈哈            
(5星)	 超爱这部~！张庭无敌可爱~剧情也不错~前10集很搞笑            
(3星)	 搞笑。            
(4星)	 其实没什么亮点，不过就是很喜欢，我有点喜欢虐的感情            
(3星)	 张庭还是一样的可爱啊            
(5星)	 第一部穿越剧~            
(3星)	 觉得剧情设置还不错，其他服装什么的不咋的            
(NA)	 总是看不到最后 郁闷            
(4星)	 穿越的鼻祖……            
(2星)	 难得不喜欢里面的所有演员            
(3星)	 最近江苏台在联播，无聊中又看了一遍……当时觉得挺雷的，现在再看，发现比如今的一些穿越好很多……            
(NA)	 还可以！挺好看的~            
(3星)	 犹记当年的仙仙和皇太孙……            
(4星)	 不知道为什么很喜欢看...            
(3星)	 穿越时空，不悔爱恋            
(4星)	 02年能预料到 穿越 会火，不容易啊~~哈哈哈            
(3星)	 这种片子放一边就够了，别再放了/....            
(3星)	 还是挺有意思的            
(4星)	 最后終于終結初三的這個怨念,挺搞笑            
(4星)	 国产古装剧里算不错的了            
(3星)	 我知道为什么我历史不好了....            
(3星)	 不是很喜欢这风格。。。            
(3星)	 还好            
(5星)	 如果能穿越就更好了。            
(4星)	 很喜感的电视，尤其第一集很欢乐，当年极少完整看过的电视之一。在穿越题材尚少的当年，这片着实值得一看            
(2星)	 虽然狠喜欢徐峥 虽然            
(4星)	 小玩子太可爱了~            
(3星)	 开始还是挺有意思的。应该是开创了穿越的先河了吧，从此以后一发不可收拾了。            
(4星)	 主题歌不错。男猪脚很猪。。            
(3星)	 算是一部穿越经典电视剧了吧。。。            
(3星)	 烤鸭一下            
(5星)	 小玩子太可爱了            
(3星)	 开始都挺好笑，挺开心的，只是后来慢慢的有些沉重。所谓结局，应该还是幸福的吧            
(2星)	 很扯            
(3星)	 喜欢张庭和徐峥。。安            
(NA)	 我记得有一句暗号是大话西游里边的            
(4星)	 张庭我爱你！            
(4星)	 被搬上银幕的穿越故事=v=            
(4星)	 穿越的鼻祖么。            
(3星)	 前面很讨喜后面很悲伤~            
(2星)	 太傻了            
(3星)	 呵呵，明朝那些事儿            
(NA)	 被秦王萌到了；            
(2星)	 呃，。。。无聊又有点儿滑稽的早期国产电视剧            
(NA)	 n年以前看过，很喜欢。现在重温，没甚感觉，是我老了罢。            
(4星)	 哈哈哈 我喜欢仙仙            
(4星)	 以前百看不厌的。超喜欢小丸子。            
(5星)	 依然很小的时候看得，而且集集不落，很喜欢张庭的。            
(2星)	 媽呀，我就記得男主角的牙齒其實是看不得            
(NA)	 看过的唯一一部穿越。            
(1星)	 糟蹋剧本            
(3星)	 莫名的结局            
(4星)	 怎么着也算穿越鼻祖了啊            
(3星)	 我觉得挺好的吖....            
(NA)	 穿越的始祖            
(5星)	 看了好几遍  曾经被个中故事感动的泪眼朦胧  喜欢小呆瓜的憨憨傻傻 喜欢小玩子的精灵古怪             
(3星)	 山寨            
(4星)	   让我至今记忆犹新，很好看            
(5星)	 小丸子和朱允文最后一定是在一起了啊。            
(5星)	 难得的穿越题材电视剧。。。。            
(5星)	 很经典的穿越。。名字是借着席绢阿姨的。。。            
(NA)	 我非常的喜欢            
(5星)	 我就喜欢，想看续集            
(3星)	 不知道这个算不算穿越始祖···            
(3星)	 童年，假期，电视            
(NA)	 电视台反复重播，对这部戏已经无感了。张庭依旧可爱，徐峥还是不喜欢。            
(5星)	 现在还喜欢那首歌曲            
(4星)	 穿越之前和回到21世纪好看            
(5星)	 2007            
(2星)	 张庭笑的很假..            
(4星)	 除了寻秦记 这是我最早接触的穿越..            
(4星)	 我看过的第一部穿越类型的电视剧o(∩_∩)o...挺好看的            
(NA)	  貌似是第一步以穿越时空为题材的电视剧。。            
(3星)	 这个挺有新意的            
(4星)	 看了《明朝那些事儿》，决定再看一遍            
(5星)	 笑笑够了！            
(4星)	 这算是穿越的鼻祖么？            
(3星)	 还行吧……            
(3星)	 轻松 搞笑 张庭还是挺可爱的            
(4星)	 看了解释，终于发现是完满结局，然后转天涯一段评论作为我的看法：《穿越》的剧本很好的，男颜虽然不怎么样，但是演技超棒的，小玩子那个徒弟王爷，可逗乐了。　　难的是即便整个剧服装道具都很廉价样的，可是尊重史实和民俗方面，实在是穿越之作里的典范。            
(4星)	 张庭你太可爱了            
(4星)	 构思很棒~~~            
(4星)	 喜欢小丸子。。            
(NA)	 上学时候看的，怪傻的            
(3星)	 很喜欢徐峥   不过在剧里感觉他有点傻  学习了明朝历史            
(5星)	 看明朝那些事顺便翻出来娱乐下，当年我也超爱的~~~~小呆瓜~            
(NA)	 阿爷 我看过的穿越之中的鼻祖啊            
(3星)	 酒窝美女,我喜欢.            
(3星)	 虽然没看完~不过感觉还可以~~            
(NA)	 最早的穿越电视剧？我蛮喜欢演朱棣的演员的。不过张婷是再是太喳了……哦，徐峥哦，感觉还是很可爱的&gt;_&lt;女警的那个完全不行- -            
(5星)	 看了无数遍            
(5星)	 蛮搞笑的片子。其实这种穿越时空的题材的片子拍出来都会比较吸引人，这两年穿越小说那么流行，经典的作品又那么多，粉丝也多，真不知道为什么就没人筹拍将穿越小说改编成电视剧呢，绝对火！            
(3星)	 讨厌徐峥张庭            
(3星)	 为了看徐峥            
(3星)	 对国产剧不能要求过高,比起来台湾的偶像剧更恶心            
(NA)	 據説是電視史上最帥的朱棣。。。            
(4星)	 荒诞中透出真实            
(NA)	 呵呵，回想高中的日子。            
(4星)	 看这片子，已是几年前的事情了。整部片子，应该算是比较轻松的，张庭的表演，还有那木讷的徐峥，让人看着蛮开心的。结局，真情流露，蛮感人的。记得那时候，还为此跟着哭……呵            
(4星)	 超级喜欢的            
(3星)	 看过两遍，第一次断断续续，第二次看全了            
(4星)	 很喜欢。            
(3星)	 那时穿越还不流行，所以突然觉得新奇好玩。张庭还是很可爱的。这么多年以后看 明朝那些事 第一次看正史的 朱允炆 和 朱棣 。突然想重看一遍这部片。            
(5星)	 因为张庭+徐峥。还有那时候看电视的感觉，所以给五星。            
(NA)	 传说中的穿越~~            
(3星)	 原来现代人跑到古代是这个样子啊~            
(3星)	 原来这就是穿越。。。            
(NA)	 小呆瓜            
(NA)	 仙仙=。=我想起凤仙姐了            
(3星)	 哎呦。好吧。            
(3星)	 那是年少···            
(4星)	 好歹这是第一部清明穿拍成电视的，我这个穿越女也是要铭记一下的。            
(4星)	 苦情戏            
(4星)	 很好玩`~学到些许历史知识..            
(4星)	 最应该拍续集的电视剧            
(4星)	 让我对这段历史有了深刻的印象，我这“立白”感谢它。            
(3星)	 我也想穿越。            
(3星)	 哈～喜欢皇帝爷爷～～好可爱～            
(4星)	 从那年开始关注朱棣~            
(4星)	 没发现我看过那么多的电视剧            
(NA)	 好看            
(NA)	 穿越时空的爱恋            
(4星)	 我的穿越启蒙            
(3星)	 爱情剧。朱棣的演员脸熟，feel刚刚好。            
(4星)	 我只是看徐峥而已OTZ！看他就满足了！            
(4星)	 很好看，张庭相当漂亮，徐峥还是一如既往的可爱，剧情很有新意也很累人，不过还是不错的。            
(3星)	 那么早就开始流行穿越了嗦。。 哈哈            
(4星)	 我想喜欢古装剧的女孩都会有这样的幻想吧？嘿嘿……要是我也能穿越下时空，去下古代，那该多好呀……^-^            
(3星)	 三顆星都是給烤鴨的～～            
(NA)	 感觉是我看的第一部穿越            
(4星)	 为什么到现在了穿越文这么流行？明明很早就有穿越电视剧了。。。            
(4星)	 很喜欢的穿越剧　搞笑加感人            
(4星)	 这里开始喜欢张庭            
(3星)	 说真的..书都比电视剧好看..囧            
(3星)	 很搞            
(5星)	 小时候看的，今年寒假又重温了一遍，并且终于看到了结局。            
(4星)	 小时候非常喜欢看            
(1星)	 这啥啊            
(4星)	 爱上烤鸭鸭~~            
(4星)	 好吧。。。我喜欢穿越。。。我喜欢张庭。。。结果就是这部剧看了N遍。。。            
(5星)	 呃~关于这部剧~无数次被恶心的主题曲雷到~~还是坚持看完了且看了N遍~张庭的小丸子好可爱·那时的徐峥还没发胖啊~风度翩翩有一点傻傻的朱允炆~~嘻嘻·            
(3星)	 当年很多同学都爱此剧，某同学在写同学录时，还把此剧列为最爱            
(3星)	 小时候很喜欢张庭的。还有原来那时候我就看穿越了哈哈。            
(4星)	 第一次遇上穿越类。            
(4星)	 爱死张庭了 不过也是部单纯用来消遣的片子            
(5星)	 第一部登上电视台的穿越时空的古装现代结合的作品            
(1星)	 我当初傻丫了            
(1星)	 绝对是第一次接触穿越～            
(4星)	 我好喜欢这位“酒窝”美女            
(4星)	 很喜欢            
(5星)	 喜欢张庭~~            
(3星)	 徐峥在里面非常可爱，然后就没有印象了            
(3星)	 看了几集 印象最深的就是张庭的笑容。现在比较少看到她笑得这么纯粹了。看不懂剧情，画面陈旧，就没继续看了。            
(3星)	 我当时还没觉得穿越雷            
(4星)	 我喜欢他们傻乎乎的恋爱            
(4星)	 看过的第一部穿越那时候穿越还没有这么大众~~            
(3星)	 张庭很可爱。            
(NA)	 挺有意思的            
(4星)	 主要是喜欢男女主角            
(4星)	 很轻松。。不需要考虑太多逻辑。。高兴就好。。            
(3星)	 啊！无语地看过。            
(3星)	 搞笑型的，很搞笑。            
(3星)	 电视剧嘛，都有点傻~~~~            
(4星)	 这样的电视剧也算剧情上有突破了            
(NA)	 特想看续集，朱允文怎么在现代生活 哈哈            
(4星)	 笨笨的呆呆的，也很可爱            
(4星)	 当年觉得很不错呵呵            
(NA)	 很想看它的续集,不知道,会是怎样的.            
(4星)	 挺逗的            
(3星)	 两大主角都很喜欢            
(5星)	 喜欢他，没有理由！            
(3星)	 纯洁如白纸的感情            
(NA)	 从此发现这个题材泛滥了            
(NA)	 没的说的爱            
(4星)	 天下无不散之宴席。这是大陆第一部穿越剧吗？            
(2星)	 不喜欢,纯粹打法时间            
(5星)	 穿越的很有趣            
(4星)	 好看            
(3星)	 哈哈,很搞.实话说,对里面的烤鸭印象很深.还有,呜呜呜呜...我是因为这个电视剧才知道朱棣的,才知道靖难...我的历史老师会气死的!!            
(3星)	 一般，观看地址：http://www.tudou.com/playlist/playindex.do?lid=852173&amp;mode=0            
(3星)	 纯扯淡。。。            
(4星)	 少年青春交界时的补集。            
(3星)	 挺佩服她的，什么都会            
(4星)	 古董窃贼玩穿越穿到明朝让朱元璋的晚年多了一些欢乐            
(NA)	 爱，应该是古今不变的吧...            
(4星)	 虽然恶搞，但我还是蛮喜欢的            
(3星)	 听小静说她以前看过内容一样的言情小说，不过不是烤鸭店是做肯德基。。。            
(NA)	 爱情            
(4星)	 笑笑就算了。结局不悲才好。            
(4星)	 记得是初中时候看的，当时很感动，女主角的确很有魅力，不演戏可惜了。。。            
(3星)	 好在没有改了历史            
(4星)	 其实我是喜欢主角而已            
(5星)	 看的第一部有关穿越的东西.            
(3星)	 这个还不错。            
(4星)	 每当想到这个就不知道应该笑还是应该哭，怎么和我当初构思的小说一个样？？？            
(4星)	 很搞笑，也很喜欢，看了小说之后才看电视，感觉还好啦！            
(NA)	 这两天看这个，好开心~            
(3星)	 嘿嘿 很有劲的片            
(NA)	 很傻的一部片子            
(4星)	 男女主角都很可爱。            
(2星)	 看过几集，没什么印象了            
(NA)	 已经没有印象了，就记得讲的是元朝时期的事情            
(NA)	 当时挺喜欢张庭呢            
(5星)	 超可爱的小猴子……            
(NA)	 不可能再去看            
(4星)	 真有这样的事2010年又评：看到有个人评论说是“ 反正就是乱七八糟，图个乐”，呵呵，好像真是耶…            
(2星)	 不怎么喜欢徐峥，哪里有点皇子的样子？            
(5星)	 喜欢啊~~            
(NA)	 穿越时空的爱恋            
(4星)	 当年的最爱            
(2星)	 = =            
(4星)	 如果我也能穿越时空。。。            
(4星)	 不知道为什么,就是喜欢看这类剧情的.            
(NA)	 每晚守候，呵呵            
(4星)	 看了这个电视，我才搞明白朱棣和朱允文那段恩怨纠葛，那个搞笑的结尾啊……            
(NA)	 呵呵 特别特别喜欢 小玩子的性格 所以网名一直从那时用到现在~~~            
(3星)	 构思还不错            
(NA)	 张庭，徐铮。关乎大明朝建文和朱棣的故事            
(NA)	 穿越时空的爱恋            
(5星)	 张庭的笑绝对挡不牢啊~~还有那片尾什么“太多的借口 太多的理由 为了爱情我已付出了所有....”话说这人的歌每次都听得想流泪啊，所以一般不听。            
(4星)	 挺好玩的            
(3星)	 好早的片 不过还行 那时很爱看.&#34;古书上可没写他那么帅&#34;好深刻,小玩子说朱棣.            
(NA)	 席娟            
(NA)	 现实。历史。交错。爱到无法自发，那段历史太美。            
(NA)	 穿越剧。纪念下            
(3星)	 大嘴巴张庭            
(2星)	 呃，真的有这么一段风流史么，不可能吧~            
(4星)	 超级喜欢的一部穿越电视剧            
(4星)	 记得当时很喜欢这部可爱的“小猴子”……            
(3星)	 纯属找乐            
(4星)	 也是看过小说。还不错看。主角也蛮喜欢的            
(NA)	 想象力的产物            
(2星)	 一般            
