http://movie.douban.com/subject/5965670/	潜行狙击
(4星)	 还行，追的一部TVB的连续剧，结局不喜欢，也不喜欢香肠嘴。            
(4星)	 妈的。。。还有谁去做卧底。。。            
(3星)	 一般了 演员除了黄宗泽 都不是我的菜             
(5星)	 laughing sir!~            
(4星)	 能想到一半！往往会让我惊喜！            
(3星)	 追完了！什么狗屁结局！            
(5星)	 啊，其实我最喜欢阿檬和腊青。            
(5星)	 若从一个整体去认识一个UC我觉得辣姜先系最佳人选。从学警毕业，到比上级提拔，到基层古惑仔，然后社团重要人物，同时心理出现矛盾，不断警醒，最后人格分裂，随之从白变黑，滥杀无辜，疯狂犯案，结果系沦为变态狂魔，死于警枪下。除了黑同白当然仲有蓝但系蓝并不系黑白之间。系UC最初的梦想。            
(NA)	 最后跟laughing对视的人是谁            
(4星)	 laughing好帅！结局太瞎！！            
(4星)	 结局啥子 玩意儿哦            
(NA)	 连结局都是这么疑点重重。              
(5星)	None
(3星)	 奸角總是殺食一點！某集某個角度覺得Co哥令我想到奇勒基保呢~ / 他跟Paris的愛~            
(4星)	 对于大结局，我感到非常不满。该死的没死，该活的挂了。laughing sir 最后看到的究竟是who。姚可可居然死而复生了，那跛co究竟死了没，相当戏剧。还有辣姜肿么有种新警察故事的赶脚。不过madam jo  居然在警察都到了得情况下还放手了，真是想不通。不过最喜剧的是爆登居然喜欢苏星柏。。。哈哈哈            
(5星)	 两年前我就已经很爱你了拉哥            
(5星)	 很精彩的片子，跌宕起伏            
(4星)	 人生第一次追TVB剧，结尾无力吐槽了。什么都好，每个演员，每个角色我都喜欢。等待下一部，狗血到这份上也值得。            
(5星)	 情节还是蛮紧凑的，好看~~ 谢天华很有型~ laughing 哥的古惑仔腔调十足。不是明星的话，他出街肯路人定当他是一个刺头。。。            
(4星)	 硬是因为结局减的一颗星，倒不是很讨厌巴黎史，看在有续集电影的份上。。。哎哎哎哎哎哎。 了            
(4星)	 前五集真的很吸引人，后来的剧情就有点拖，结局也是有点。。。。。。。。            
(5星)	 徐子珊竟然没死………………            
(4星)	 结局不好~            
(NA)	None
(4星)	 历史性的用两个晚上和一整天看完 年轻力壮就是好。            
(5星)	 电影快出吧！！！            
(4星)	 剧情都很好，但是那个坑爹的大结局，真心是讨厌哇！！！             
(3星)	 很多人喜歡，但我卻一點feel都沒。fala的演戲還需要加強啊。            
(4星)	 2天看完30集结果等到一个超级大悲局的人伤不起啊，可以再狗血点其实Madam Jo是假死吗？            
(4星)	 局中局得太裸连。剧情节奏不如电影来的刺激。台词“ye sir”得太多。结局的伤感小小的影响了一下我的心情。最后搞那一明显的神秘。哎~怎么看完之后有点内伤！但，还是期待有续集。哈哈哈哈            
(5星)	 laughing sir同埋跛Co我都好中意滴喔~~~            
(5星)	 爱啊！！！！！            
(3星)	 帽子好丰富            
(4星)	 结局扣了一颗星            
(4星)	 谢天华真的很有魅力啊~            
(4星)	 全局最讨厌姚可可了，尼玛竟然安然无事！！结局太狗血，要拍续集也不用痕迹这么重吧！！！！            
(5星)	 中意跛CO~学会一句话：为了上位，没有底线。。。O(∩_∩)O~            
(4星)	 其实挺好的，就是tvb的剧里面都是熟面孔啊~~~~~            
(5星)	 laughing。。。            
(2星)	 里面的人死都死不干净，总有办法能活着。真TMD恶心。            
(NA)	None
(5星)	 还是看完了..laughing正点！            
(5星)	 laughing，你要好好的生活下去。            
(4星)	 今年目前为止看得最好看的两部剧之一，另一部是黎明之前            
(4星)	 结尾不好            
(5星)	 好看！！！            
(4星)	 小明上广州~~~~            
(4星)	 拖完的。最后一幕是什么？！！！！！！！故弄玄虚            
(NA)	 结局哭惨了            
(3星)	 结局有点太扯了，喜欢谢天华！            
(4星)	 真的很不错，除了没有好的女角。看最后的镜头，估计还会有下一部。慢慢期待吧。            
(5星)	 叼姚可可竟然无死            
(4星)	 让我想起09年实习时，坐在格子间看《学警狙击》，然后把所有人的网速都变得很慢很慢            
(4星)	 哎，人老了，30集的电视剧看了好久，大结局为了煽情而死人显得多余。很多无间道、黑社会、PTU等等电影的影子，不过电视剧的深度始终比电影差一截，这一部向各种港片致敬的TVB剧总的来说在电视剧里还是算不错了。            
(5星)	 好好看哇~~~又帅又有型~！！            
(5星)	 好坑爹的结局！            
(4星)	 只能说除结局外一切都爱。             
(4星)	 跟《义海豪情》比还是差了一点，不过也算是TVB这两年的上乘之作了。laughing哥实在是迷死人啊！！！还有阿檬，我怎么那么喜欢她啊，我要是个男的一定会找这种类型长相的！看大结局的最后镜头，应该是还有续集吧？什么时候能出来啊？一个字，等！再一个字，看！            
(4星)	 演卧底以后就不要找其他人啦...(徐子姗的眼睫毛好难看)            
(5星)	 今年目前为止TVB最好的剧，可是结局太让我失望了。我要看Laughing和Jodie结婚啊            
(4星)	 结局太苦逼了！！！你妹啊，你以为你是多隆啊，还心脏长在右边！！！右边你妹啊！！！            
(4星)	 前面不错，后面有点狗血，卧底来卧底去就那么几个人，黑社会不发现才怪            
(4星)	 laughing神话再现，结局好突兀，感觉madam没气场能力也不足，喜欢立青，Bosco的爱情隐忍决绝轰轰烈烈，爱到极致，却又痛到极致，挺虐心的！            
(5星)	 喜欢laughing哥~~~不满意最后的结局。            
(5星)	 前20多集十分行云流水 后小半程有点赶了 各色线索人物为了剧情需要而出现交待的有点牵强 但整部剧除了laughing在撑 其它演员也都有份撑到 看起来十分之爽 laughing的身材实在太好了 令我非常受不了 腊青又实在有够可爱 意外捡到宝            
(NA)	 从22集跳到30集。有空再把中间的补了            
(3星)	 剧情感觉有点像无间道。故事结构还好，不过有些地方有些奇怪，黑社会也不是傻瓜一个卧底反复用，真的不会穿帮么？ 还有结局很不好，死的死，坐牢的坐牢。。。一点不圆满么～～～            
(4星)	 真是变幻莫测啊！            
(4星)	 追着看完，大爱。可惜结局太悲伤，Jodie死得好冤，Laughing也因此入狱，一路太辛苦我想要一个happy ending。。            
(NA)	 小明快来厦门找小红啊 不要上广州啦~            
(4星)	 结局坑爹            
(5星)	 喜欢陈法拉。编剧还不错。            
(4星)	 果然还是男人戏比较好看            
(3星)	 两天看完 为了看完            
(4星)	 希望还能看到Laughing Sir~            
(4星)	 徐子珊好丑!!!            
(4星)	 如果不是这个狗血的结尾肯定是五星啦。            
(3星)	 清纯的妹子怎么可以死            
(4星)	 带点侦探、刺激情节的。。就是不喜欢这个结局，为神马阿让女主角死掉了呀。。郁闷，而且男主角还在坐牢，在牢里碰到了个人，在想是不是导演想着要拍续集的，先埋下伏笔呀~~而且男主角的名字laughing貌似以前哪部港剧中出现过。。。。。            
(4星)	 laughing哥系港版Jack Bauer            
(5星)	 大爱谢天华            
(5星)	 喜欢 不需要理由~            
(4星)	 还有续集？            
(1星)	 这部戏把我女朋友变成花痴了，我恨它！            
(4星)	 我突然就厌倦了邪不胜正的戏码。            
(4星)	 看到最后才知道原来laughing和蘇星柏是一对~！            
(5星)	 总之，黄宗泽的演技真的是，没话说！让人捉摸不透真实的他是什么样子            
(5星)	 真好看~            
(5星)	 好久没看过这么好看的港剧了，悬念迭起啊，除了结局实在太坑爹了。不过如果是为了续集那暂且原谅好了            
(3星)	 讨厌狗血的结局！            
(NA)	 laughing哥的勇敢和负责。jo的专业和小小女子的性子，攻sir的睿智和大胆。co的不怕死和深情。让我爱的，陷得，太深。            
(5星)	 谢天华看着好年轻！ 强烈推荐！            
(4星)	 没人不爱laughing哥！            
(4星)	 毁就毁在两个女的都不行，特别是一号。            
(5星)	 还蛮好看的。浪费时间的剧情不多。也可能是我看的不大仔细。以及喜欢大家都喜欢的laughing哥。            
(3星)	 结尾结的也太模糊了吧            
(4星)	 结局坑爹啊！！！laughing系列有点疲惫            
(5星)	 Laughing你上位啦～ 黄宗泽一如既往地喜欢你！            
(4星)	 看完啦~~            
(1星)	 被骗了            
(4星)	 还是有老套的细节出现，但是纵观TVB这几年的电视剧质量，这个赞！！            
(3星)	 过程很粗糙，结局很悲剧。            
(4星)	 可不可以不要让Madam Jo牺牲……            
(4星)	 一分完全是为了谢天华加的，中间有很多漏洞，最受不了是微波炉那段，整个剧情败在一个结局上。PS:最后几集很有基情。            
(5星)	 剧情很紧凑也很有吸引力，相当不错，但是结局有些拖沓和狗血，最后的伏笔明显要拍续集            
(4星)	 呜……我真的已经无法保持一颗纯真客观的心看剧了，雷达可不可以别那么勤劳的自始至终都时刻咻咻咻的扫描基情啊OTL 剧情勉勉强强算是入脑了，但是收尾……喂，太仓促了吧！这是留了多大的悬念啊（ノ*-_-*)ノ┴—┴            
(4星)	 TVB很久不见的佳作，就是结局太悲惨了些            
(4星)	 作为第一次看TVB就看到这样的片儿满足了~但是结局太欠喷了啊！我怀疑跛Co一整部都在做laughing sir的线人！然后俩人还要再继续鼓捣！！！            
(5星)	 我也要做古瓦仔！！！！            
(5星)	 好看            
(4星)	 不得不说 黄宗泽还是很帅的= =            
(4星)	 不错的TVB剧，谢天华演技很好的说。期待第二季林峰华丽出场~~            
(4星)	 上一次看TVB电视剧都不知是几年前了！            
(5星)	 我情愿刘松仁是大奸角也不要陈法拉死掉。。            
(5星)	 真的好好好好好感看！！！            
(5星)	 已经接近五星了，近年的片子中少有的好片啊            
(4星)	 尼玛还有续集。。。要再给谢天华配个女主角么            
(5星)	 laughing和疑似挂掉的跛co 以及挂掉的爆登和没挂掉的蜡青 你们的恩怨缠绵(＞人＜;)            
(4星)	 看到25集的时候还是要打五颗星的，但是结局太烂了！！！            
(NA)	 很好看..            
(4星)	 结局算个什么事儿啊            
(5星)	 故事不错，就是应了句“好人没好报”的结局。            
(5星)	 好中意跛co~~黄宗泽~~            
(3星)	 剧情越往后越弱智，黄宗泽当社团老大，气场还是不够啊~~~            
(4星)	 比起一贯的警匪片，卧底的题材着实不错。官与匪的界限，正与邪的评判标准，归根到底还是“坚持”与否！——最后Jodie掉下去一幕灰常之眼熟，编剧果然够狠，一季“玩”不够！            
(3星)	 后面的结局太差了有点虎头蛇尾了，那枪战真不是一般的垃圾........前面的二十五集还是不错的。            
(4星)	 你还想来电影版?            
(4星)	 设计的出人意料……虽然结局能猜到一部分，总体挺好的            
(5星)	 TVB很久没有一部能让我追着看完的电视剧，虽然每段爱情都不美好结局~但活着，总是有希望吧            
(4星)	 真真假假~~~怪说不得警匪一家~~~~~AUV~~~黄宗泽和徐子珊的感情戏有点虐啊……很对我胃口的乱世孽缘那种~~~\(≧▽≦)/~            
(4星)	 这两年里蛮不错的警匪片了，当然还有那个无限魅力的laughing哥~~            
(4星)	 快把姚可可换下来！！  喜欢阿檬啊！！            
(4星)	 为了一如既往的laughing 四星吧~虽然后半部分那个什么以太会的情节是各种山寨没气场……            
(5星)	 拉菲哥。。。。            
(NA)	 大爱laughing啊~~~~            
(4星)	 TVB也走烂熟的 悲情路线了··            
(5星)	 laughing go的表演！！  无尽的卧底片~             
(3星)	 虎头蛇尾            
(4星)	 给我一杯望晴水，换我一夜不流泪。laughing gor。            
(4星)	 中规中矩，不是很喜欢里面的演员，结局有悬念，据说还有电影版。            
(5星)	 很精彩，一人多面，多人多面，满足各种观众的喜好~就是结局情节发展不太合理~            
(5星)	 我中意你啊Laughing SIR!!!            
(5星)	 tvb 拍的不错的一部   剧情还可以            
(NA)	 作為TVB的fans實在不覺得這部戲到底有多出彩多好看居然網路上大家都在討論 難不成都沒看過以前經典的TVB劇？珊姐的狀態也遠遠不如08年時 而天華是不是永遠就擺脫不了Laughing Gor這個角色了 同樣是臥底題材，如果說好看的話，那還是EU來的好看。TVB也就這點能耐，靠著一點梗無限拓展下去。            
(NA)	 还是TVB得风格，个人感觉没有那么那么好。。。挺喜欢madam jo这样感觉的            
(4星)	 结局太烂太烂。但回头一想，如果社会中的真实事件都是大团圆结局，我们又何来那么多悲伤？也许编剧是想告诉我们，理想肯定是丰满的但现实注定是骨感的。喜欢TVB的值得一看，越来越喜欢陈法拉了，不过她还是长发好看。            
(NA)	 我爱laughing            
(4星)	 为什么徐子珊一出现就放恶心的音乐。            
(NA)	 一天看完···            
(5星)	 这部剧算是印象较为深刻的了。TVB有时候电视剧并没那么多营养。            
(3星)	 感受就是，即使是再坏再阴险的大Boss，人品再怎么不好，情品也依然是没的说的。你说，那些人品和情品都不好的，点算吖。            
(3星)	None
(5星)	 应该算是最近TVB剧最好看的。            
(5星)	 超爱Laughing哥            
(5星)	 难得完完整整没有快进看完的片子，跌宕起伏，猜不透结局。题材也较新颖，专门刻画卧底。            
(5星)	 laughing哥不帅但是很man，小胡子黄宗泽很有味道，为什么那么多人不喜欢徐子珊呢，我觉得她还蛮性感的啊，这个角色也很适合她~爆登向立青坦白对Michael的爱的那一段还蛮搞笑的~            
(5星)	 期待laughing的第五次任务            
(4星)	 去西塘的路上陪朋友看了一集            
(4星)	 第二部咩时候出阿.            
(4星)	 真的是看不得徐子珊，面无表情其实就是装气势呢在那，一不敢笑，一笑就丑态毕露了。法拉虽然演技还需再磨练，但是颜无敌，黄宗泽脸是怎么了，感觉老的有点快。一路追来最大的惊喜是蜡青，真的是太萌了，期待以后大红啊。Laughing嘛表现一贯的好。            
(5星)	 laughing！！！            
(3星)	 我为了结局不打五星了。妈的，，，结局太让人无语了，所有我看到二十七集在知道后面的剧情后就不再看了。年纪大了接受不了悲剧。            
(4星)	 结局真狗血            
(5星)	 就是最后有些情节挺奇怪的            
(NA)	 结局不太欢喜=  =            
(4星)	 为什么就红了？            
(4星)	 最后辣姜竟然玩电锯惊魂。。。            
(5星)	 真虐心..!!             
(4星)	 总之：绕！            
(3星)	 最弱是台词            
(4星)	 其实我觉得结局很好了 不知道为什么那么多人喜欢madam jo 反正我是一点都不中意她 她杀爆登 所以co哥杀她 一命还一命 没什么不该死的 倒是co哥和paris的虐恋情深让我很感动=-= 爆登最后也没说出那份情好凄美哎- -            
(4星)	 喜欢黄宗泽演反派            
(5星)	 看完就是好伤感！            
(4星)	 剧情发展一直都不错，就是结局太烂了。            
(5星)	 laughing太萌了！！！瘸子虽然是坏人但是也好萌！！！就是徐子珊实在是败笔啊！！！那个香肠嘴恶心死了！！！madam太杯具了。长这样已经死两次了。。。续集快点出啊！！！其实我觉得岚姨很漂亮。。            
(5星)	 和几乎所有TVB一样，结尾弱了~但冲着开头的工夫和几个人物刻画，怎么着也值五星了~！laughing的走红太有理了！            
(4星)	 不知道有多少人在辣姜死掉的时候哭了。就像laughing说的，卧底也是人，有血有肉，有泪有笑。如果可以选择，为什么会选择不做个好人呢？因为有些时候，那些人，就是没得选择。他们无法选择背叛自己的心，无法选择新生活，有时候心已死，身犹在。染黑了又要怎么漂白？生活其实就是个玩笑而已。            
(4星)	 Fala真好看. Bosco真有型.            
(4星)	 我比较喜欢michelle同可可那段，这是为什么呢。            
(4星)	 最近越来越觉得TVB的剧集没什么可看的了，不过这部剧倒是给了我惊喜。总以为结局已定的时候，情节的发展总来个180度大转弯。最终的结局没有落入“你好我好大家好”的俗套，留下了遗憾和悬念 - 最后一幕，Lauging在狱中看到的那个人应该是苏星柏吧。总之，是一部不错的剧。不过，请TVB以后别再用这            
(4星)	 抖包袱集团，最后的悬念很大哦            
(4星)	 等续下去            
(5星)	 当两个人必须死一个的时候，你就会知道，究竟谁爱谁多一点            
(4星)	 到处都是卧底！            
(4星)	 黄宗泽这次也是一大亮点啊            
(4星)	 苏星柏            
(4星)	  不錯啊~~不過是反轉之後再反轉。最後一集太坑爹了！！！！            
(4星)	 结局实在...无言!            
(4星)	 laughing同beico有型的，编剧到最后很烂梗，心脏长右边这种戏码都出来了...阿檬长的很像贾静雯，徐子珊真是一大败笔，实在是没有眼缘啊...            
(4星)	 虎头蛇尾，如此狗血的结局，导演是年少缺钙还是长大缺爱啊……            
(5星)	 因为商业，正义和爱情都死无葬身之地            
(5星)	 非常感人~~            
(5星)	 若干年后第一次一口气看完的TVB，真是不容易啊！因为有我喜欢的谢天华和演技大飙升的黄宗泽，估计可以拼视帝了这次。陈法拉的酒窝真可爱，真心讨厌徐子珊的香肠嘴。            
(3星)	 什么烂结局            
(3星)	 不喜欢这样的结局~            
(5星)	 终于看完了            
(3星)	 女律师的工资很低嘛，穿来穿去都是那件红色的小外套。短发的陈法拉也不好看。            
(4星)	 太能编了。。。            
(5星)	 连续看了怒火街头和真相，这部最好看！！！            
(4星)	 用来打发时间不错~            
(3星)	 结束了吗？哦，结束了。诶？结束了？！            
(3星)	 卧底，还是卧底？到底有多少卧底？            
(3星)	 TVB好久没这么好看的戏了，虽然还是有点虎头蛇尾，但剧情紧凑，人物都有各自的魅力。能看到《无间道》的影子，却没有电影能够仔细推敲，很多细节非常奇怪，例如莫君岚偷取挂号信一段，最后都把那一团纸球拿走了，开始的耽搁时间做什么，只为表现Harry的担心？牵强，而且Ray不可能事后不知道，也不追究            
(5星)	 结局怎么会那样太不符合tvb了 不过还是好好看            
(5星)	 结局太不满意了啦。不该死的都死了。最想她死的那个居然还活过来了。（蜡青最后变好帅。）            
(5星)	 把卧底片弄得好像美式剧情片 确实很好看 一口气一口气            
(5星)	 看！完！！了！！！果然结局很坑爹啊，而且本来还想着Paris死掉了真是大快人心的结果竟然没死！太坏了...            
(5星)	 最后两集╮(╯_╰)╭相当木意思……            
(3星)	None
(4星)	 黄宗泽终于看起来不那么二了~~~~~            
(4星)	 什么烂结局。            
(NA)	 结局一点都不好看神马的&gt; &lt;            
(4星)	 大家都在看，我连电影院都没去都在家里面看。。觉得黄宗泽好帅来着。            
(3星)	 中學時代的香港警匪片熱情不在            
(5星)	 太好看了！！ 必须5星啊！            
(4星)	 除了黑和白，原来还有蓝色            
(3星)	 好久没看tvb            
(4星)	 越来越喜欢Bosco了            
(4星)	 剩下那个星不给是因为Madam Jo和最后那个画面！！            
(4星)	 决定了，以后养只puppy取名就叫laughing            
(5星)	 结局不好            
(3星)	 看到后来不知不觉就腐了。。。。攻sir真是人生的赢家            
(5星)	 Laughing sir演技太好            
(3星)	None
(5星)	 点解?            
(NA)	 两对的爱情 还是很值得看的 但是结局看不懂            
(5星)	 我爱LAUGHING阿- -            
(5星)	 laughing gor必五星啊~~            
(NA)	 卧底生涯            
(5星)	 各种关系复杂，TVB经典的学警系列啊。爱爱爱。最爱黄宗泽，不管他是什么身份，对她的爱始终没变过啊。那么呢么爱。            
(3星)	None
(2星)	 看了10集，弃...            
(4星)	 这结局看得我纠结得啊            
(4星)	 如果苏星柏真杀了姚可可 我会觉得编剧是彻彻底底的脑残            
(4星)	 结局去死行么？            
(4星)	 好看，就是有好多卧底来掩盖剧情的薄弱撒~~找不到理由就是卧底饿            
(4星)	 还不错，很紧凑。。。。不过这个结局就是：编剧要你活，想死都死不了。。。。神马心脏在右边=。=            
(5星)	 谢天华演的很好啊，而且很帅很有型~            
(4星)	 算是这些年来，看过剧情紧凑，演员基本到位，好看港剧            
(3星)	 越看越坑爹~            
(4星)	 TVB太能忽悠人了，搞得你每天欲罢不能。            
(5星)	 今年TVB好剧很多嘛~~~开心！            
(4星)	 铁打的Laughing Gor，流水的Laughing 嫂            
(5星)	 好看到屎！！！！！创世纪后很少有让我看完提不起兴趣看别的的港剧了。            
(4星)	 剧情饱满，一炮到底，意犹未尽的结局很容易操作续集。爆登和辣姜是最喜欢的两个角色，爆登完全可以单出一集写耽美；辣姜可以丰富一下，写心理历程。            
(NA)	 拉风哥最拉风！！！            
(4星)	 Madam Jo真的死掉了喏！忒狗血了，老可怜的喏，拍2部死2部。看不起香肠嘴，长那么丑还要抢戏，诅咒下一部继续流产！！！            
(5星)	 又陷进去了...            
(4星)	None
(4星)	 喜欢laughing，喜欢蜡青，喜欢龚sir，喜欢剧情一波三折，但不喜欢结尾的悲情。。。且漏点太多，陈法拉死的时候，很不合逻辑啊。。。一个臂甩就可以把她晃到下层楼的楼面上啊，非得让她来个华丽的坠落呢，可怜的laughing啊，监狱里的最后身影是谁呢？为下一部做好铺垫了吧？呼呼，蜡青的时代来啦            
(NA)	 又见港剧            
(5星)	 结局有点不爽。。。            
(4星)	 狗血结尾不影响我观剧心情。谢天华怎么就变帅了呢。明明长得很普通啊。。            
(5星)	 反正隔一阵子就有个花痴的机会=。=    黄宗泽帅得掉渣。。。            
(5星)	 全是两大男主角啊            
(5星)	 有没有更多右位心！！！            
(5星)	 香港人心脏长偏的几率怎么这么高啊！！！            
(4星)	 徐子珊依旧讨人厌~            
(4星)	 这个结局太那什么了，是恐惧片？。。。。。不过laughing哥确实是个神话。哈哈            
(5星)	 不由的说这部剧不错，不管是谢天华的表演还是黄宗泽的演技都很出彩，一环扣一环，环环出彩，是今年港剧当中的一部好片。            
(4星)	 laughing蛇吖~            
(4星)	 多年后再追TVB。            
(4星)	 第一次用“追”的方式看港剧，应该说是一部不错的警匪片。《潜行狙击》很多地方都借用了《无间道》的情节，但是比起《无间道》中不留余地的生生死死，《潜行狙击》显得更加柔和，至少满足了我对陈永仁这个悲剧英雄的另一个可能结局的妄想。            
(5星)	 支持黄宗泽~~~~~~~~~~~~~~~徐子珊这里太漂亮了~~~~~~~            
(4星)	 最近还不错的编剧，还不错的演技            
(4星)	 laughing sir~~~不过，TVB以往都是大团圆结局的呐。。。            
(5星)	 谁说TVB是治愈系的。。尼玛坑爹的结局啊             
(4星)	 近几年TVB难得的好片儿~但是为毛徐子珊不一起死了？            
(5星)	 简单，好看            
(NA)	 看来还有后续，TVB准备把laughing这个资源榨干。            
(5星)	 好喜歡徐子珊！！！黃宗澤的演技越來越好了。不知是否因為陳法拉的角色不討我喜的關係，laughing sir應該配更好的女人。            
(4星)	 其实我喜欢的角色是姚可可。。。            
(4星)	 结尾狗血了。。            
(4星)	 看点是Laughing. 可圈可点是蜡青. 最后导演很聪明,知道此片必红留了个大伏笔.期待潜2..            
(3星)	 烂尾的厉害。            
(5星)	 好久没看过这么好的港剧了            
(3星)	 这就叫叫好叫座？            
(4星)	 好久都没有这样水准的TVB剧了            
(3星)	 其他什么都不说，Paris这个角色最后竟然没死，确实牵强。要是直接死了还和之前她在监狱里对madam Jo说的那番话有照应。而且，我觉得跛Co演杀她的那段的时候还表现得挺不错了，真是浪费了。心脏在右边这种事情，我真是吐槽无力。            
(4星)	 laughing咯            
(5星)	 虽然结局我不喜欢~但整个过程都是我最爱的~            
(4星)	 少一颗星的败点在于跛CO和徐子珊的吻戏太求多老            
(5星)	 好正的剧            
(NA)	 2011-09-11 2:00 终于把潜行狙击看完了。梁笑棠痛失爱人，苏星柏赔掉性命，最有争议的姚可可最后居然没死……最后出现的以太会个个都是业界的精英，犯过N次的国际大案，最后就那么被突破了，着实令人无语。其实我真没有看懂最后的结局是什么意思？最后在梁笑棠门前经过的是哪个角色，纠结~            
(4星)	 laughing和姚可可大律师一起吧！！！结局真是气死！            
(5星)	 点解都系喊咗...点解都系死咗...唉..最后果幕系咩意思???????            
(NA)	 结局坑爹啊！！！太不符合逻辑了！！！！结局悔了这部戏            
(5星)	 绝对完美！！！            
(4星)	 好久没看TVB了            
(4星)	 终于都追完了, 原本想打五分来着, 哎, 这破结局看的真心窝塞, 什么烂鬼Ending啊, 就是好人都没好下场就是了            
(NA)	 虽然悲剧比大团圆给力，可是，要不要这么给力啊。。。还有，最后那幕，这是要拍续集么？            
(3星)	 TVB近年还能看的一部片，剧情马马虎虎，女主演技都比较烂，男主们是唯一看点            
(3星)	 改不了的虎头蛇尾……唉            
(5星)	 真心好喜欢呢！最爱最爱laughing吖~            
(4星)	 结局用得着那么狗血咩？            
(4星)	 从出现以太会开始整个就low掉了好吗 一直low到狗屎结局             
(4星)	 laughing sir好掂，TVB唔掂，咁嘅黑社会真系有结局咁痴线            
(3星)	 漏洞多结局烂            
(4星)	None
(4星)	 呐，说到底呢，还是和普通港剧没什么区别            
(5星)	 有位童鞋说得对，上半年《怒火街头》，下半年《潜行狙击》。。。三对情侣都是火花四溢，虽然laughing跟jodie的感情线弱了点，没有跛co一对的腹黑，巩sir一对的纠结。            
(4星)	 TVT 为什么大结局会这样……            
(4星)	 电视剧版无间道呀 结局很反转            
(4星)	 算是TVB一大突破了！            
(5星)	 卧底什么的tvb拍得最有爱了~~            
(3星)	 三星半吧 黄宗泽越来越帅了 T_T            
(5星)	 讨厌看悲剧！！！！凭什么白白赚我眼泪！！！呜呜呜呜呜。。。。。            
(5星)	 每个人都不是神，都有血有肉，当然更是有对有错            
(4星)	 求那个神秘人！            
(3星)	 一般的港剧啦，跟风看的。            
(4星)	 期待后续或者说是电影版啊！！！            
(5星)	 你妹的，让JODIE死。            
(4星)	 不知道是不是不太对口味..有时候总觉得laughing的表情过于浮夸..最后的结局实在是有点瞎..编剧你是想基情四射嘛?女的干嘛全死了?..要知道不是happy ending我一开始就不看了..生活已经够悲剧了..            
(4星)	 整个剧都很不错  剧情稍微有点不大合逻辑....但无伤大雅唯一觉得郁闷的是结尾.. 心脏有异于常人的概率好多啊 怎么又是长在右边!!!!!!TVB下回能否搞个不一样的救人法!!!!!!!!!!这一幕起码看过5-6遍了!!!!  一颗星就扣在这里.......            
(5星)	 TVB的万年男二配们开始有熬出头的日子了！！！加油~~！！！            
(5星)	 剧本是喜欢的。            
(NA)	 这么长 看完只记住甜美的女主给编剧整挂了 猪扒女和演技爆好的男主互相虐来虐去好纠结            
(5星)	 很不错！！不过最后paris没死的设定真是太无语了，吐槽无力            
(5星)	None
(4星)	 對結局好失望            
(5星)	None
(5星)	 严重顶啊，样样都好掂啊            
(5星)	 精彩啊。终于让我看到大结局了。            
(5星)	 不错，很刺激！~            
(4星)	 苏星柏好痴情啊 稀饭稀饭 希望如网上所说 他才是最大卧底 四个好人~~            
(3星)	 烂尾阿            
(5星)	 尼玛我简直想给六颗星好嘛！！！！太好看了啊，《金枝欲孽》之后我好久没看这么让人振奋的港剧了啊！！！而且laughing哥也太帅了！！！视帝绝对是你的了！！没人能跟你争！！！只是TVB的剧一般主角不能终成眷属，果然尼玛就把陈法拉给弄死了啊！！！尼玛30集看过来容易吗，竟然让laughing哥坐牢！！！            
(3星)	 开始很精彩，但追完感觉有点点虎头蛇尾呢。。。。。。            
(NA)	 唉 出来混迟早是要还的...            
(4星)	 TVB的警员片一向不错            
(NA)	 算是第一次追TVB的电视。一天一集好痛苦啊。但是好好看。喜欢CO和可可这一对。            
(4星)	 辣姜这个人物的确值得去深思一下，黑与白的变奏，不是每个人都可以分得清，也不是每个人都能把控得当——人生就像斑马，有黑也有白，就算黑的洗不掉，至少还会有白色存在。剧情主打的两端感情在我眼中竟不如巩sir与岚姨……            
(4星)	 为什么结局要这样嘛，乱七八糟的。            
(3星)	 其实还好。tvb的女演员相比男演员弱掉许多了。            
(4星)	 肿么这个剧最近那么火 我也凑个热闹！ 30集 从昨天晚上开始看 终于看完了~ 马马虎虎啦 虎头蛇尾的 本来港剧就该看个欢乐 没想到结局如此狗血~~~~             
(2星)	 水准差很多呀～内来内去的，太搞了～            
(4星)	 都几多唔合理既剧情            
(4星)	 烂尾！            
(4星)	 .....最后两集真他喵的shi = =            
(3星)	 不值得辣嚒多人推荐啊- -|||||            
(NA)	 不要這個結局！！！            
(2星)	 Laughing哥有一个就够了。不需要之二之三来毁掉经典。            
(NA)	 微波炉心脏色盲各种喜点，也比不上那句我做小我做小我做小&gt;&lt;卧底竟然是循环可反复利用材料，香港黑社会都在各自平行空间么            
(4星)	 很多人在追，所以我也追了            
(5星)	 CO哥！！！！！辣姜哥！！！！！狗头sir!!!!!!            
(5星)	 大爱laughing sir的痞子范儿！            
(4星)	 因为狗屎结局少打了一颗星！！！！！！！！！编剧去死去死！！！！！！！！！！拉风哥真的很骚包！ Madam Jo我最爱！美丽可爱！黄宗泽演Michael真是在这个剧里很无感。。。。徐子珊是败笔= =有碍观瞻            
(4星)	 这结局...            
(4星)	 Laughing很有型啊，不过结局太狗血了            
(3星)	 laughing哥的传奇估计还结束不了            
(4星)	 这么基情的剧，烂尾了            
