http://movie.douban.com/subject/3873960/	我的青春谁做主
(4星)	 剧本比奋斗饱满.更加现实            
(3星)	 赵宝刚的电视剧还是很喜欢的            
(3星)	 真的~很琼瑶            
(4星)	 看到小样儿和方宇 我对老公跟自己的未来更有信心了！！            
(4星)	 很励志~~            
(4星)	 很好看，既有幽默的情绪又有为理想奋斗的激情            
(4星)	 呃...喜欢青楚...但不喜欢周进            
(2星)	 把奧迪當鳳凰買            
(4星)	 有些观念很好            
(4星)	 大段台词可没奋斗顺畅呀            
(NA)	 吾非谁的谁!            
(4星)	 喜欢三姐妹。            
(NA)	 赵清楚，一个知道自己想要什么的人            
(NA)	  比较喜欢            
(4星)	 跟《奋斗》一样的励志电影            
(4星)	 比奋斗强            
(4星)	 赵宝刚的电视剧，看多了就腻了。            
(4星)	 人物有点脱离现实            
(4星)	 王珞丹，也是喜欢的。            
(5星)	 看完感想很多，收获不少            
(5星)	 编剧语言很牛，但情节有点假~~            
(4星)	 家庭环境的熏陶还有培养十分重要，遇见真挚的朋友以及最终依靠的肩膀是不可或缺的。            
(5星)	 我的青春我做主！            
(4星)	 人生再多的苦难都会过去，要坚信！向现实中的“钱小样”们致敬！！！            
(5星)	 收获            
(4星)	 情节比较假 不过还是挺有教育意义的            
(5星)	 这片看的我一直沉浸在思考里。。不能白乐呵            
(4星)	 小样儿 高齐~            
(4星)	 喜欢赵青楚            
(5星)	 个人觉得这部电视剧比奋斗要深刻和实际，更能让我产生共鸣            
(3星)	 青春~~自己做自己的主~~            
(4星)	 女人能挡整个天~~这个女权的家庭啊…            
(4星)	 台词中有很多道理            
(4星)	 如果不能改善结果，那就完善过程。            
(4星)	 霹雳同学的小衣服挺好看            
(5星)	 真不错。说实话感觉比奋斗好很多。有情节，有教育意义，演员演的都挺好。总之就是很喜欢啊。            
(4星)	 基本还算真实吧，有些场面也感同身受的            
(5星)	 非常喜欢小样，性情爽快，喜欢高齐，父母们理想的女婿，人生有目标，有规划。喜欢杨尔，大大咧咧，事业有成，个性鲜明。            
(2星)	 一般~很一般~            
(4星)	 有些电影或电视，是会让人在看的过程中思考自己的！这个就是！            
(4星)	 有点脱离现实，还不错            
(4星)	 本来没什么好感的，但听好多人说还不错，就看了~还行            
(5星)	 很“奋斗”。            
(5星)	 印象深刻的是，他们都很有&#34;才&#34;，出口成章，每个人都这样，很多经典的话。其他嘛，大家都说了。            
(NA)	 80后大多数都会喜欢吧，特别是在北京飘荡的孩子们。理想的生活。            
(5星)	 青楚啊～～～            
(5星)	 有书的            
(4星)	 不靠谱            
(4星)	 青春年华的爱情            
(NA)	 青春的样子            
(5星)	 他们的青春很精彩~            
(5星)	 很不错的国产剧，小样很可爱            
(3星)	 没有奋斗好看吧。            
(3星)	 前十集很爱……越往后越看不下去了……            
(3星)	 还好！~            
(4星)	 比 奋斗 现实。            
(3星)	 已经不错了，就是看不惯傻老娘们            
(3星)	 还算不错吧。比较喜欢赵子琪那类型的；比较羡慕李霹雳那样的，钱小样那样的就不咋地了。            
(3星)	 奋斗姐妹篇            
(5星)	 喜欢小样。喜欢北京！            
(3星)	 3个女儿与母亲斗争的经历            
(3星)	 新式侦探片            
(NA)	 我们这一代人思想、观念、迷茫与困惑。            
(3星)	 还行，可以看看。            
(3星)	 满青春的~~不过剧情满假~~            
(4星)	 钱小样啊，我还是喜欢米莱多一点。            
(4星)	 小样的乐呵劲。我喜欢。            
(NA)	 没看完。但是结局给看了。            
(3星)	 看过零星的一些，没看到最终结局，因为从网上别人的帖子早就知道了，就想看看王络丹是不是真的很疯癫。果然。。超级。。囧。。。剧情演员都很囧。。。            
(5星)	 期待的真实，其实又有距离。            
(4星)	 最喜欢的是高齐，但总觉得这种人太过理性，不会真的存在~喜欢霹雳的一家人，杨尔的风雨彩虹式教育太逗了~哈            
(5星)	 里面姥姥的话要听啊....            
(4星)	 台詞挺逗的！            
(4星)	 赵青楚这个角色我喜欢            
(4星)	 很不错，那么多年对广电淫威下的片子已经失去信心了，这个发现很大            
(2星)	 这部剧没什么故事性可言，选取了一个特殊家庭几个败家女的故事作为背景加入一些时尚笑话勉强成为一部小说，编剧不懂医疗不懂法律不懂洋务甚至连基本的社会常识都不懂，整剧漏洞百出，还有就是王珞丹的表演实在是太做作。            
(5星)	 很好 就是电视剧吧            
(4星)	 没奋斗好看，但是也还不错，值得现在的我们和家长看看            
(NA)	 快进剧。不同性格不同价值观的碰撞，有点思考。            
(5星)	 《青春..》是夸张了点不过不浮躁 如果你惧怕或鄙视幼稚呢 你就会觉得它幼稚             
(4星)	 我只看钱小样跟方宇            
(4星)	 挺贫的            
(4星)	 还行吧。            
(3星)	 2009            
(4星)	 不错呀，不过还是奋斗更好看            
(5星)	 “理智与情感，是人生中最难做的一道题。用感情覆盖理智是幼稚，完全理智是空谈。成熟的标志是把两者分开，可以用感情去看问题，但是必须用理智去解决问题。”            
(4星)	 虽然不太看国产电视剧，额，可是大家都在看，所以我也被拖下水了。按晋江的分类就是高干类的都市言情文啊......很好很强大，狗血的一塌糊涂，可以和琼瑶奶奶早期的作品一拼高下。好吧，得承认的是，台词很精道，每个人都是一个哲学家，相比之下，我这个文学学士的文凭算个屁。            
(5星)	 很励志            
(NA)	 看过之后会好好想想怎样做主青春            
(4星)	 好...            
(3星)	 就那么个样子,有点造作            
(NA)	 最近一年唯一看完整的电视剧            
(5星)	 青春由谁做主？喜欢小样，却知道自己在慢慢地变成赵清楚——正确的时间做正确的事情。            
(4星)	 跟奋斗一个风格，语言风趣幽默            
(3星)	 就当个电视剧看吧            
(3星)	 80后的电视剧，很有赵宝刚的风格，但是全都是奋斗的影子，里面说话挺有意思，清一色的北京味            
(5星)	 最感动的是亲情 第一次流下了眼泪 中间很感人            
(4星)	 好看~~！            
(5星)	 感觉特亲切，很喜欢这种形式的贫啊~            
(5星)	 喜欢小样百折不挠的精神            
(5星)	 比奋斗更贴近生活，看哭了我两晚上，被小样方宇找米的爱情感动得一塌糊涂            
(4星)	 很过感慨。。。帮助自己反思            
(NA)	 和奋斗太像，又无法超越奋斗，夹缝中的设计缺陷            
(5星)	 现在社会给人灌输的成功观念太单一，你们年轻人追求的无外乎是赚钱、成名，给自己贴上成功标签，千篇一律、千人一面，这是典型的唯结果论。其实不是所有得到结果的都成功，也不是没结果的就失败，我一辈子的体验，是成功藏在过程里，将来回头看，乐趣不在最后撞线那一下，结果是买东西的赠品，好了算赚的，不好也没什么！            
(NA)	 ok 看啊             
(NA)	 真虚            
(4星)	 比奋斗好看            
(3星)	 后半段不好看            
(4星)	 喜欢小样和方宇,觉得他两而试着呢个部片子的主角,也是比较贴近现实的一对,经历的过挫折,终于成熟和完满            
(4星)	 哭了好多次了，觉得剧情很不现实，不过比之很多侨情的偶像剧好了很多。不过这片子有曲线煽情的嫌疑            
(1星)	 喜欢的女孩推荐看的，感觉不怎么样，但打算要继续看完。不喜欢这电视剧，但喜欢那人。这烂片都这么高分！终于看完了，这么乱都能搞成大团圆！            
(3星)	 也不能说看完吧。。只是断断续续的看着            
(NA)	 哎  还是没看完  连续剧对我来说是个关卡啊 过不去            
(5星)	 又哭又笑            
(5星)	 青春奋斗的故事，青春中有自己，但更有朋友，亲人还有事业。青春就像关于这些的故事书，每个人都有自己的故事，谁都不能代替。也许曾羡慕他人的青春，但只是羡慕，然后继续走自己的青春。剧中人物感觉个个能言善辩的，动不动就出名言，生活中可以借用一下。            
(4星)	 还可以... 王珞丹很成功            
(NA)	 相当好            
(5星)	 深刻。            
(4星)	 生活中的我们就像是他们一样，在经历了事情后开始成长，开始面对现实的生活。但在这现实中却从来都不放弃希望和理想！            
(4星)	 还不错            
(4星)	 我好喜欢钱小样，向她学习，，            
(5星)	 2009.4.17——4.25            
(5星)	 比奋斗好成千上万倍。            
(4星)	 雷蕾酷的乃            
(5星)	 真是好看，台词够经典。哈哈            
(3星)	 远远没有奋斗好看！！！            
(3星)	 很傻很天真，但是我喜欢，坚持看了十集。有收获的，一下想不起来，只记得——工作后可以穿短裙——连做律师的青楚都穿。            
(5星)	 钱小样大多数人的生活~~~让我们努力生活吧~~生容易，活容易，生活不容易            
(4星)	 2009.07.29            
(5星)	 喜欢他们每一个人 最爱高齐            
(3星)	 只能说，我乐了。。。我只记得谁的青春谁做主。。。我总说不对。。。            
(3星)	 For ideal?            
(5星)	 我看到了坚持的力量.            
(4星)	 还不错看~            
(2星)	 实在是很拖沓            
(4星)	 蛊惑心灵            
(3星)	 还行，折腾的挺热闹的            
(3星)	 看不下去了。            
(NA)	 比较 可以              
(4星)	 王络丹长得好好看            
(4星)	 最喜欢杨尔一家，太逗了~~            
(3星)	 没有想象中的好……            
(3星)	 关于奋斗，关于理想。不是我喜欢的类型            
(4星)	 赵宝刚同学还是很擅长这一种题材的嘛 看完以后超有结婚的冲动            
(NA)	 竟然有人说象青楚。真是太不了解我了            
(5星)	 非常值得看的一部片~~老少皆宜            
(3星)	 一般般            
(3星)	 惯性...权且扫了一遍            
(4星)	 鲜活的人物。 我喜欢。            
(3星)	 语言作秀            
(4星)	 我们家的简写，可惜，我没有周晋那样的姐夫~~~            
(NA)	 my favorite            
(5星)	 非常能够引起青年人的共鸣！            
(5星)	 很好的问题，各有各的回答。做老大，还是老二？            
(4星)	 台词很棒            
(3星)	 青春就是最大的资本            
(3星)	 人比较矫情，但是很多话耐人寻味            
(NA)	 傻逼            
(4星)	 感觉比奋斗要好看一点            
(4星)	 32完，090621            
(4星)	 姥姥的话是真理，青楚很漂亮，其余都是奥迪广告...            
(NA)	 属于一次性看完的那种，当肥皂剧看了，最后得出结论是：确实是部电视剧            
(NA)	 不错            
(4星)	 这部被称作奋斗姐妹篇的电视剧比奋斗更奋斗，要是在描写子女和父母间激烈对抗的场景少一点，那就更好了．这个面有点突出过分了吧．．．            
(4星)	 相比三个女孩儿，更吸引我的是他们父母的所言所为。            
(NA)	 我的青春我做主！            
(3星)	 支持央视~            
(NA)	 09年6月            
(5星)	 比奋斗好看一百倍            
(3星)	 有点假过头了...跟奋斗比差远了去了==            
(3星)	 感觉还是有些不现实....            
(5星)	 活力，又见青春无敌啊            
(4星)	 有时候性格太自我了也不是什么好事！            
(3星)	 奋斗1的时候,同事说我跟米莱很像,到这部,我爸说我跟小样很像,为了自由,为了爱,什么都可以不要..但是我觉得我没她们俩勇敢...            
(3星)	 北京话很逗            
(3星)	 。。。            
(3星)	 一个字 假            
(4星)	 关于青春的故事，关于梦的奋斗            
(5星)	 还是喜欢米莱多一点。。。。            
(4星)	 我的青春真的能我做主么？            
(NA)	 就这样，在我们断断续续见面的一个月里看完了所有的剧情！感谢cctv,感谢深圳卫视！！            
(4星)	 我觉得比奋斗好，虽然依旧不真实。最喜欢霹雳。            
(5星)	 路 走自己的            
(5星)	 符合我们的一代，喜欢钱小样！好样的！            
(4星)	 成天嚷着要做主，到底谁是谁的主？还是奋斗好看。            
(5星)	 很好看。            
(5星)	 喜欢那些诙谐的语言            
(4星)	 。。。一开始挺喜欢的，中间挺烦的，最后还是挺喜欢的。。。            
(5星)	 年轻，就是一种态度            
(3星)	 比奋斗实际点            
(3星)	 我们面临跟他们一样的选择和徘徊有种同病相怜的认同和对未来的恐惧真是可笑~！小时候做梦都想长大，总觉得青春扭到我们费现在，真的要飞了心中却有种说不出的酸楚和怯懦            
(5星)	 很得瑟，很喜欢。            
(NA)	 虽然还是电视剧，但是偶想说，8错，还是8错的。值得一看的。            
(3星)	 整部剧小样　方宇　和妈妈们很值得一看            
(5星)	 喜欢清楚，可爱，理智。            
(4星)	 两天一夜一口气看完的，哭死了            
(4星)	 我的小医生高齐啊            
(3星)	 有點贖罪的味道，依舊happy ending.            
(4星)	 青春的时候犯的错，都还好补救            
(5星)	 这两年看过的精彩电视剧之一，力挺啊            
(3星)	 不如奋斗。杨晓芸啊杨晓芸·            
(3星)	 虽然有点脑残，好歹比&lt;奋斗&gt;心狠手辣            
(3星)	 刚开始挺喜欢青楚的，后来觉得越来越不像她了，真是美人难过英雄关啊~~要是我，在欺骗的最初就不会再度信任，有些事情可以原谅，但是不能遗忘。            
(4星)	 我就是不喜欢青楚。            
(4星)	 你也开奥迪我也开奥迪~不过总结的真~不错，姥姥太牛了！            
(3星)	 需要努力的。            
(NA)	 爱情，事业，未来，如何选择            
(4星)	 台词比剧情吸引。            
(4星)	 我爱方宇 可惜我不是钱小样            
(NA)	 国产电视剧还是赵宝刚的好，和奋斗一样，一样的年轻人，一样的京味，不过没有奋斗好看            
(3星)	 还好我有闲，不然恨死你            
(3星)	 虽然已经比奋斗贴近现在时了，但是制作还是差了点            
(5星)	 很有意思            
(4星)	 好深刻的电视剧!比&lt;奋斗&gt;好看            
(4星)	 生命在于折腾。喜欢钱小样            
(5星)	 没日没夜关在略略潮湿的小房间里对着电脑看   一遍又一遍  一边排斥一边继续            
(NA)	 喜欢里面的：样儿            
(4星)	 华子，加油。。            
(4星)	 一代人x=一代人            
(NA)	 8错。            
(3星)	 看到第十集了没继续看下去的激情了。。前面的对话不错。。            
(2星)	 只爱普通话            
(NA)	 到后来 就平淡了  都猜得出结局了            
(5星)	 近来看过的不错的电视。            
(4星)	 |2835:5151|            
(4星)	 小样，跟你一起做个蚁族            
(4星)	 挺真实的故事，也是好艰难的故事            
(4星)	 整体还可以，虽然有点不太现实，但是比上奋斗已经好上很多了。高齐太完美了，现实中真有吗？我想我还是现实一点比较好。我的青春我做主！            
(4星)	 方宇~            
(5星)	 觉得还不错喜欢他们三个特别是王璐丹            
(NA)	 小样儿不错            
(4星)	 首先，里面太多的权利，发言权、争取自由的权利其次，赚钱对他们来说好像太容易了，他们追求的更多的是精神领域的实现，他们活在另一个境界，我太落伍了            
(5星)	 看过该片，很搞笑但是也很现实！            
(NA)	 青春，要做自己            
(4星)	 不知道，距离我们的生活有多远……            
(5星)	 确实还不错            
(4星)	 有一些冲突和感触            
(4星)	 家里长辈的话都恨经典。剧情倒是一般，没有让人觉得爱情可以抵挡一切，因为那么多现实摆在面前后，仍旧在一起的小样和方宇让我感觉就是一虚构的故事。            
(4星)	 welldone!xiaoyanger~!            
(NA)	 比起奋斗1来说，这部比较好看。比较年轻奋斗的感觉，台词很经典... 就是陆毅8咋地儿            
(5星)	 看的我又笑又哭，非常过瘾。            
(4星)	 不错，帅哥靓妹，还有对人生的成长感悟。            
(5星)	 幸福是什么?猫吃鱼,狗吃肉,奥特曼打小怪兽~            
(3星)	 语言幽默，剧情不是很好。没有吸引            
(4星)	 台词跟给人上课似的            
(4星)	 比矫情奋斗好多了            
(4星)	 活得真勇敢            
(NA)	 有点矫情            
(5星)	 说来真是妖孽了啊。。。爸爸疯狂迷上这部电视剧后，我跟着他一起看的。电视台放的不说，没跟上节奏后还在线网上补全了。。。越来越潮的爸爸= =！补充：觉得高齐实在是太惨了，这么好个男人。。。哎。            
(NA)	 就喜欢王络丹的这种性格            
(4星)	 反映部分生活，也有部分是值得推崇的理念。            
(5星)	 哈哈。蛮感人的。。一直哭。。。高齐真是稀有。。我估计我最多就一小样。。当然怎么都比不上。            
(5星)	 好看，喜欢高齐            
(4星)	 方宇。            
(2星)	 感人后总跟着缺心眼来气人演员找的也太忠于第一部了，没个性            
(3星)	 因为王珞丹。            
(4星)	 喜欢方宇            
(3星)	 比较能看得内地电视剧            
(3星)	 最喜欢的角色是姥姥；最羡慕的角色是雷蕾；成为高齐是没指望了，做个目标吧……            
(NA)	 一群活的让人羡慕的人            
(4星)	 这个应该叫奋斗。。。            
(4星)	 对白还是蛮有意思的。。。怀念那大把的青春啊!            
(4星)	 老实说，我觉得比奋斗好看。            
(4星)	 赵宝刚导演影响我们这代人啊！不错啊，起码是正面的！            
(4星)	 平凡才是真么？            
(NA)	 我们都应该担负起自己理想的责任            
(3星)	 五一时，我爸在看，其实在睡觉，我么看两眼然后继续上网。印象有二。1，当得知我的青春谁做主这个是陆毅演的后，素曰：陆毅。。。他还有青春么？2，里面人的名字都很囧。。。什么清楚，小样，霹雳，真hll的把我霹雳到了。好吧还有一个是里面所有人都和监狱有着说不清道不明的关系            
(4星)	 把国语拼凑出了经典的台词！            
(5星)	 我的青春我做主            
(3星)	 不真实 不过有的语言还挺有意思            
(4星)	 拍的多好的大陆连续剧啊            
(5星)	 一会儿大声笑一会儿哭得跟个泪人儿似的看完了这部电视剧。我在思考。。。            
(NA)	 太好看了，《奋斗》姊妹篇，语言幽默到不行。特喜欢钱小样的饰演者王络丹。            
(5星)	 2009.超喜欢的青春励志剧.            
(3星)	 小米            
(5星)	 青春谁做主。            
(NA)	 不错的,            
(4星)	 海报真雷，前面是两对儿，那后面的雷蕾和霹雳是怎么个回事哦？设计海报的大人您玩同人？            
(4星)	 不比奋斗啊。。。            
(4星)	 还行~            
(4星)	 霹雳太帅了吖~爱呢            
(3星)	 在我看来.有异议            
(5星)	 喜欢里面的场景，有我所熟悉的和不熟悉的北京；喜欢Happy Ending，让人有幸福的感觉；还有，高齐，也许他是最吸引我的原因。            
(4星)	 就为了看小样跟方宇            
(2星)	 这个剧情难道还不够雷人吗？......有些台词倒是不错，给两星            
(3星)	 中间情节有点磨叽，情节不太真实            
(3星)	 奋斗过后只有作女！！            
(5星)	 好看啊好看            
(NA)	 果然迷恋赵宝刚的拍摄风格            
(3星)	 比《奋斗》好看、真实            
(2星)	 刚好有存货刚好有空。不看白不看            
(4星)	 高齐。            
(3星)	 没看完，也不想看完了            
(3星)	 王珞丹，绝对的制服身材~            
(5星)	 探讨家长与孩子的问题。北京味十足。            
(4星)	 我很想公正的说。我看没有什么感动的地方。不过其中的语言学了不少……            
(3星)	 除了有些地方烂煽情...而且重要的是,太意识形态理想主义了.但是是个好片子.老太太很厉害..            
(4星)	 特别真实，那些父母的演出同样不比年轻人逊色。            
(NA)	 非常喜欢这部电视剧 尤其是剧情里一些人物的语言 非常的经典 那些对于成功的诠释 对于爱情的诠释 对于家庭的诠释等等 不正是我们现在所遇到的问题吗 而这部电视剧给了一个很好的回答 有关青春所遇到的责任 困难 等等 很值得细看的一部电视剧 甚至觉得它胜过奋斗            
(4星)	 感觉还不错            
(4星)	 反映现实，放大现实．            
(4星)	 青春。像烟花一样绽放。            
(4星)	 有人说我就是像钱小样一样，认不清现实一直往前钻，可是我乐意！            
(3星)	 真的还行。人不潇洒枉少年老鼠和大米的幸福~            
(4星)	 基本守着电视看下来的，不容易，在家庭关系方面看得尤其受用＝V＝            
(NA)	 好长好长            
(NA)	 我觉得高齐真不错            
(4星)	 虽然有点不真实，但还是很好看的。有些对白也挺有意思的。            
(3星)	 为什么高齐不和小样在一起？？？            
(5星)	 好，有教育意义            
(5星)	 贪恋那种为理想奋斗的感觉，贪恋那种为青春努力的感觉。感动。            
(2星)	 太假了             
(3星)	 里面的几个妈妈挺真的!            
(4星)	 誰的青春與此雷同 最後發現  蒼夷與坎坷在真情面前原來是那麼的微不足道  20歲的我 仍然處於感性大於理性的人生階段 不管未來怎樣 都不能阻擋我向前的信念 今天天氣真是美好            
(NA)	 代表着我们这个年代的青春故事~~            
(NA)	 喜欢故事情节；喜欢演员们的表演；喜欢这群孩子们的家长；喜欢赵导的拍摄手法，喜欢这群年轻人的生活方式，更喜欢的是那份电视剧中传达的爱。            
(NA)	 虽然尽力模仿奋斗的感觉，但是赵琳和陆毅的演技实在不敢恭维，活脱了大陆典型的没事找事、爱情、利益纠葛的套路，只有在王珞丹出场时，才让人觉得这部片子是在讲80后的年轻人，而不是一群大树大妈们的勾心斗角。。。。。            
(3星)	 杨尔说话很经典，搞笑            
(5星)	 扯淡扯过了劲，也能扯出精彩，淡出鸟来            
(NA)	 32完            
(4星)	 喜欢赵小样            
(5星)	 在漫长的火车上“被看过”，但是是精简版的，五星给的是中国铁路            
(4星)	 总能从里面听到我想听到的话。            
(4星)	 挺好玩的            
(5星)	 剧本对口，台词对味，好剧，沸腾的青春那~最爱的是钱小样~            
(4星)	 D            
(4星)	 比奋斗靠谱            
(5星)	  比《奋斗》实际点     喜欢她们的个性            
(5星)	 看的时候都舍不得一口气看完，爆喜欢高齐，渴望遇到他那样为爱不怕付出不计较回报的人···ps.虽然这样有点天真···            
(4星)	 白痴女主角进化为正常人。            
(4星)	 两代人的对话父母：一切为了孩子好，所以按照我设计的路去走总没错！孩子：每个人的价值观不是完全一致的，我有权去选择自己的路！            
(5星)	 比奋斗好看，好的喜剧就是这样笑中带泪的            
(4星)	 赵导的两出青春戏，台词比剧集本身更出彩。喜欢王珞丹这个丫头，就是可爱~            
(3星)	 孩子们希望妈妈看 但是当了妈妈谁也不会那么做 拧巴            
(NA)	 很好看．比奋斗好看多了!觉得编剧特厉害!每一集都有看点!            
(4星)	 比起奋斗更喜欢这部。            
(5星)	 很做主 很奋斗 很现实 很折腾            
(3星)	 话依然经典 依然折腾            
(5星)	 感同身受            
(4星)	 奥迪,奥迪,奥迪,啥时候我也能自己有一辆呢.高齐是个好人,是个好男人,是个21世纪绝无仅有的好男人.            
(3星)	 北京真他媽賺大發了。。。。。。。            
(4星)	 好看!            
(3星)	 没看完。。。            
(3星)	 喜欢弹钢琴的ZYC喜欢架子鼓的WLD这样。            
(5星)	 人见人爱的高齐……            
(4星)	 很少追电视剧·不错·            
(4星)	 青春没有对错，成长始于困惑。            
(3星)	 不喜欢            
(3星)	 终于木有看完            
(2星)	 把心理活动都变成台词的电视剧，太矫情了，受不了。            
(5星)	 比《奋斗》更丰富，更有意义更贴近生活能看到了现实的残酷面，去接受现实面对现实抗争现实区别于《奋斗》中大家躲在可以逃避现实的心碎乌托邦里            
(NA)	 还成 小样挺可爱的            
(4星)	 比奋斗好。            
(5星)	 编剧贴近现实，合情合理。每位演员的表演都很到位。我是在家和爸妈一起看的，大家都说好！            
(NA)	 好看 不过奋斗更好看             
(5星)	 我非常非常喜欢！！            
(5星)	 很赵宝刚的片子，赵琳真漂亮            
(4星)	 我的青春 我做主            
(4星)	 3代人之间的交流与矛盾，有些想法挺贴近我的，之前的奋斗总觉得和我还是有段距离，像80年代前期的            
(2星)	 骗二傻子的            
(4星)	 好看，还是喜欢珞丹，憧憬清楚。            
(4星)	 怎一个纠结了得，好在结局还能让我满意~~~            
(NA)	 看完后我怎么感觉自己和钱小样挺像的勒~~有时间打算把《奋斗》完全看一遍~~            
(3星)	 我老了，这么青春的电视剧大概是给80、90后看的。不过喜欢姥姥说的话            
(4星)	 小样儿～～            
(4星)	 在小家没日没夜的看~~~还有还有，不许对着小样傻笑个没完            
(4星)	 昨晚通宵才看完...吼吼            
(3星)	 喜欢青楚和高齐            
(5星)	 我的青春我做主            
(4星)	 不错~不错~~台词是所有搞电视滴值得一学滴~            
(4星)	 顶陆毅            
(2星)	 没奋斗好看了，太假，对话说教太多~不过蛮喜欢方宇和小样这一对，够率性~            
(5星)	 看过一半，再把前半部补上。呵呵            
(5星)	 青春二部，延续幽默。            
(4星)	 感觉比更火的奋斗要好~            
(4星)	 我很喜欢姥姥            
(4星)	 他们的身上的自己的影子...喜欢台词尤其是杨尔的，乐死我了...            
(4星)	 因为高齐，所以完美~            
(NA)	 不错哈，难得有点意思的片            
(4星)	 这是第一次比较认真的看大陆的电视剧            
(3星)	 年轻真好~            
(2星)	 不够真实            
(3星)	 三星半            
(4星)	 像小样一样执着，像方宇一样承担，像青楚一样理性，像周晋一样勇敢，像霹雳一样奋斗，像高齐一样善良            
(3星)	 完全没有第一部好看，看了一半就弃之了            
(NA)	 好看……            
(5星)	 喜欢里面的每一个角色            
(NA)	 白百合   ！！！！！            
(5星)	 我的青春我做主             
(5星)	 绝望与希望还有梦想            
(4星)	 我的青春我做主~            
(5星)	 幸福就是猫爱吃鱼，狗爱吃肉，奥特曼爱打小怪兽。            
(NA)	 我批判地看……没啥意思……            
(4星)	 教育、成长、爱情、责任。。。。。            
(3星)	 剧本还是不错的，不过演的有点儿假，太矫情了            
(4星)	 比奋斗好多了。。            
(4星)	 挺不错的！            
(NA)	 还能抓住青春尾巴的时候努力吧 给自己打气            
(3星)	 7个女人一台戏……            
(NA)	 很有奋斗2的感觉            
(3星)	 台词经典~故事太假~            
(4星)	 特搞笑！喜欢青楚！            
(5星)	 喜欢王珞丹            
(5星)	 我的青春，我来做主            
(NA)	 励志超赞！《奋斗》的翻版！对王络丹改观！80后正成熟！给她们撞板的权利！            
(3星)	 希望不要让大家失望，比奋斗好那么一点点，唉            
(5星)	 理想、责任            
(4星)	 姥姥最牛B            
(NA)	 一群年轻人，坚持自己的爱情，但是为什么剧中只从不同的侧面去表现坚持爱情，青春的坚持，还有很多包括爱情在内的东西            
(5星)	 年轻的时候就应该这样！找一个高齐似的男人！            
(5星)	 比《奋斗》深刻！！！            
(4星)	 我的青春我妈做不了主            
(5星)	 我也成丹磁啦~O(∩_∩)O哈哈~            
(3星)	 没有 奋斗好看            
(4星)	 挺喜欢里面陆毅和赵子琪的~~            
(3星)	 比《奋斗》强点            
(4星)	 没人可以复制青春            
(4星)	 老太太的好些话，很精辟～～            
(3星)	 还好还好~可以用来消磨时间            
(3星)	 整体剧情感觉一般  但是总是偶尔会有小感动的情节出现....            
(NA)	 还行            
(5星)	 喜欢你没道理            
(4星)	 本来不喜欢米莱   但是这里面的小样让我爱上了王珞丹的表演            
(5星)	 或许那里面的青春有着我们拥有的相似的情节。            
(4星)	 一开始我最讨厌青楚，后来发现只有她还算可爱。            
(5星)	 满好的.            
(3星)	 在那个不能上网的日子里，天天看新闻，电视据，顺便就看这个啦。            
(NA)	 忽而就看到了青春的那份执拗            
(5星)	 思想  思想  观念  观念   情感  情感            
(3星)	 我喜欢高齐            
(3星)	 没看全，因为实在受不了残掉的赵子琦～            
(4星)	 台词挺逗，看的我一会儿哭一会儿笑，没奋斗好看            
(NA)	 五一看完了。我爸爸妈妈很喜欢，为它着迷。我舍友喜欢，着迷too。我隔壁舍友着迷three..我有些着迷..            
(4星)	 挺有趣的            
(4星)	 向高齐学习！            
(NA)	 充满活力，让我更加热爱生活。热爱奋斗，很励志，因为每个人都为理想在努力。            
(4星)	 我妈认为比奋斗那只有一堆年轻人的来得要好，起码她在这看到了自己的影子，我觉得要比奋斗来的更诚实，更有可能让观众带入自己，对白也很戏谑            
(3星)	 好假。。            
(5星)	 看完很愉快            
(3星)	 刚回来时看了几集 一般            
(4星)	 喜欢里面的对白            
(5星)	 灰常喜欢。            
(4星)	 呵呵。喜欢小样~            
(4星)	 看了之后觉得比奋斗实在，不过情节有些拖沓，里面杨家三女儿也是中国妇女的典型缩写，我们家就这样~            
(4星)	 有钱人和没钱人的故事            
(4星)	 谁都不知道            
(5星)	 让我看到了和《奋斗》不一样的东西            
(1星)	 都市神话 冷……            
(5星)	 台词太经典了            
(5星)	 不一样的青春一样的活力            
(3星)	 逃不了看到奋斗的痕迹            
(3星)	 永远青春那该多好     由我做主行吗?            
(NA)	 不及奋斗，太理想化了            
(NA)	 真實虛假的結合體，自己分辨吧。            
(4星)	 我喜欢杨尔~！呵呵，我也喜欢结局~            
(NA)	 幽默语言不错，励志嘛免了            
(NA)	 200905            
(5星)	 钱小样 方宇  我的最爱            
(4星)	 也就是自己都稀里糊涂的岁月，决定了以后所有的人生。坚持啊。。是多么重要的事情            
(4星)	 可以说是奋斗的翻版            
(4星)	 三星半！            
(4星)	 每个人物都有自己或周围人的影子，拍摄的场景因为是自己生活的城市，看着格外熟悉，亲切。            
(5星)	 我觉得比奋斗要好看点。力荐            
(4星)	 我爱方宇。哈哈哈。            
(NA)	 和爸妈一起看            
(5星)	 适合80后，喜欢台词            
