http://movie.douban.com/subject/3882759/	绯闻女孩  第三季 Gossip Girl Season 3
(NA)	 美国偶像剧 第三季越来越扯淡 但是为了CHAUK BASS还是一直追把            
(5星)	 Chuck and  Blair            
(NA)	 哇            
(3星)	 J就是个bitch！还我CB和NS（怒吼            
(4星)	 chuck是好好先生!下季没他我就不看~            
(5星)	 迷恋的厉害了。。。哈哈            
(4星)	 太乱了...不过bc还是蛮有看头的            
(5星)	 让一切回归原点            
(3星)	 没第二季好看            
(4星)	 第一季刚刚看到第四集，很多人似乎喜欢s和n，我却更喜欢b和c，小众吗？            
(4星)	 期待更新            
(5星)	 腔调啊            
(5星)	 我是从它出第一季第一集的时候开始看起的，一直跟到今天。故事终于在一片纠结之后又归于平静。希望C&amp;B能有一个happy ending            
(4星)	 next time when you forget you are Blair, try to remember i am chuck bass            
(3星)	 剧情越来越不靠谱了 赶快完结吧            
(4星)	 呸!第三季糾結了這麼久居然讓我最愛的C&amp;B分開,最狗血的是居然讓C中槍了!!什麽狗屁編劇啊!            
(2星)	 more and more chaotic            
(NA)	 大爱啊大爱！秒杀众生啊。            
(3星)	 看过，但是很失望，一部不如一部。            
(3星)	 其实还在继续追的人完全只是因为喜欢里面的人，而不是剧情本身了，芒果台你又要拍这个了嘛？你又毁了我喜欢的电视剧了啊`            
(4星)	 惯性追剧，追CHUCK~            
(3星)	 只看过一季，再也不想看下一季了，剧情很一般，我基本上把它拿来当时尚杂志看。不过里面的音乐真的不错。            
(4星)	 BC是看这部剧的唯一动力了            
(2星)	 越来越不靠谱了……            
(4星)	 一季更比一季烂，不过C和B还是很温馨，支撑着我继续追下去            
(5星)	 我喜欢 不管别人怎么想            
(NA)	 我看的是Fashion...            
(3星)	 纠结            
(3星)	 一開始看GG的時候，會覺得“哇，歐美人的青春生活好混亂”。不過畢竟堅持的從第一季看到了第三季，（雖然現在也有點看不下去的感覺），能看著別人的成長，在一定的意義上還是給自己有某種意義上的啓發吧。            
(3星)	 一场互换“衣服”的游戏，虽然混乱，但是“衣饰”的华美还是能赚足人们的眼球            
(NA)	 扯就扯吧，谁让我喜欢C呢~~            
(5星)	 越来越扯了            
(2星)	 看完就直接疯了...我们去撞墙吧......            
(NA)	 无止境等待中~~            
(3星)	 B&amp;C的爱情理论，别人不会懂            
(2星)	 第二三季基本上是跳着看完滴。            
(NA)	 美剧其实看到最后都是一个感觉，关系乱。不过还是很喜欢这些敢于直面人生的鲜活人物            
(4星)	 我还是很喜欢的            
(3星)	 越来越混乱 越来越失望            
(5星)	 恋爱关系乱的超乎想像～            
(4星)	 了解美国富家子弟的成长经历            
(3星)	 喜欢Blair和chuck那对            
(5星)	 一二三季一起看，让我成熟了……            
(3星)	 进一步的纠结= =希望B&amp;C能维持下去！            
(4星)	 其实我还是喜欢S的            
(4星)	 感情乱            
(2星)	 唉。除了英语发音我已经没有动力看下去了。            
(4星)	 结尾狗血- -            
(3星)	 华丽的衣裳、乱七八遭的人物关系，            
(3星)	 太纠结了            
(3星)	 人挺好看，情节好傻，莫名其妙            
(4星)	 有谁见过长达3季的广告大片。But i love it.            
(5星)	 GG那是大爱的，XD            
(4星)	 第三季里见证了chuck的成熟了。。。            
(5星)	 年轻人的社交圈，又不同于中国。剧情进入白热化，渐渐明朗            
(2星)	 没有第一季第二季好，开始拖沓扭曲的让我有些不想跟了            
(3星)	 期待tyra的客串。。。            
(5星)	 喜欢S 喜欢B            
(4星)	 比起一二部衣服更好看了 但是剧情 ··~~            
(5星)	 好看 。            
(4星)	 呃，华丽丽的服装，性感的S,但是，为啥就那几个人男女关系乱七八糟，这个那个的真是汗~~喜欢第一季里的little J,后来怎么变得那么没意思了她。。            
(5星)	 超好看~~！众多坑~~！！= =            
(NA)	 真的好好看。。            
(NA)	 一样的把戏，一样的乱搞。。。            
(3星)	 除了甜蜜的B和C，没得不敢直视的N，其他没什么好看了。S继续像脱轨的火车，V能不能给我弄个清爽点的造型？特别是那头乞丐油发。希拉里真是太肥了，而且在剧中跟其他人的气质很不搭，显得很平民。但是听说冬假回来后，B和C就要分了。希望不是真的呀。            
(3星)	 18岁以下看看算了。。。            
(3星)	 当剧情狗血到一定境界之后我没有兴趣再看了。            
(4星)	 完全的排列组合 最滥交的变成了最专情的 编剧傻掉了            
(5星)	 喜欢~~~            
(5星)	 打发时间的良物~~            
(4星)	 觉得C是活该,可看到C最后吃枪子了还是同情一下.            
(3星)	 S3以后正式弃掉。DB去死去死！！！            
(4星)	 冲着小B去的，看到第一季的海报是我是高中生，就相中了B的长相。再看了几集，看不下去。。。到三是我已经是大学生了。。。。。            
(3星)	 这结局真特么悲催            
(5星)	 我辛苦守了几年了·            
(5星)	 真希望继续放下去~            
(NA)	 如果说这就是生活那么，我都干了些什么呀？》            
(2星)	 无限坠落的曾经的神剧,G怀上了Dan的小孩儿是神来之笔，无论真假，哟            
(4星)	 混乱 太混乱             
(4星)	 C好得不真实。。。C别死！！            
(3星)	 只有b与c的才是懂得爱的人，其他人的“爱情”对他们来说只是游戏，合则海誓山盟，不合就立刻分开。因为他们的爱里没有“责任”二字。            
(NA)	 受不了了我追不下去了.. TAT            
(5星)	 不一樣的高中            
(3星)	 第一季还觉得不错，到后面就越来越无聊，情节和线拉的过于松散，人物关系不紧凑，即使演员养眼，又能怎样呢》            
(4星)	 这季的最大成功之处就是把little J变成了十足的bitch            
(2星)	 烂了 混乱            
(3星)	 没以前的好看...            
(4星)	 誰都可能            
(NA)	 时好时坏            
(3星)	 越来越狗血了            
(3星)	 没追完，放弃了            
(4星)	 太乱了……            
(4星)	 看过一点  哎 外国的孩子发育的好早            
(5星)	 B和C太甜蜜啦~            
(5星)	 C，许多女孩子的dream man,与第一季相比，越来越有魅力，爸爸的离去真的会让一个人长大，让一个人成熟，让一个人迷人            
(5星)	 很喜欢，从S   B之间的每次吵闹看出友谊的珍贵喜欢S  是从她的说话方式开始的  觉得很值得自己学习还有就是美剧的一大特色吧剧情真复杂啊，不过也就是这样大家才觉得根由看透不是么，嘿嘿            
(4星)	 第三季都乱套了..            
(4星)	 快回归吧！！！3月8            
(3星)	 我喜欢chuck胜过nate，感情纠纷乱的无法用言辞形容。本不想继续看下去，谁知导演为了提高收视，让我心爱的Hilary Duff加盟了进去，我想、还得继续追下去...一起跟着疯吧。            
(5星)	 很青春的连续剧，只是里面的关系有点点混乱            
(NA)	 ……支持BC，纠结的第三季            
(5星)	 woderfui            
(3星)	 还好吧            
(4星)	 衣服还是很好看 剧情还是很混乱            
(3星)	 S继续惹麻烦~我继续关注BC~            
(4星)	 喜欢~            
(3星)	 挺好看的            
(3星)	 - - 最爱 chuck~话说 这片里的人怎么都那么滥情。chuck变专一。专一的变滥情            
(4星)	 狗血到无以复加。            
(5星)	 x.o.x.o gossip girl~            
(5星)	 I LOVE CHUCK~~            
(4星)	 只能说越来越白烂了~竟然还是停不下来            
(5星)	 喜欢~            
(3星)	 越来越没意思，看了两集就看不下去了            
(4星)	 还不错            
(3星)	 一季不如一季....看的我烦躁...            
(5星)	 华丽丽，期待第四季            
(3星)	 越来越乱            
(4星)	 美剧更新太慢折磨人            
(4星)	 从这里开始确定喜欢C这样的看起来有点邪恶的男人            
(4星)	 chuck魅力无限~            
(3星)	 看了一半，突然就不想看下去了……关系太乱了。我最爱的chuck bass和blair分手了。我也就不想关注了……接下来你们爱干嘛干嘛吧~我最喜欢的chuck bass            
(NA)	 还是第一季好看。现在越来越鸡肋了。。。别拍第四季了吧，免得遭来骂声一片。PS:NS不能分            
(2星)	 依然走乱配乱拆路线.....习惯是很美的..反正S&amp;D就是注定的！            
(3星)	 BC组合真happy~倾向SN组合！！大家鼓掌！！唉。。。我想看辣妹的出场~但是为啥不更新？！            
(5星)	 继续爱Chuck中            
(5星)	 ……混乱永远不会停止            
(4星)	 很美国...可是衣服好看...            
(3星)	 关系越来越复杂，但是既然看到现在，复杂一下也无妨。我们的寝室活动之一。。（第三季结束了，我可以来补充了。结局彻底无语，但是当看她成为习惯时，要求就不那么多了。BTW，看大家的影评还是很有意思的，笑s我了)            
(4星)	 这季很扯。            
(3星)	 讨厌Dan , 喜欢B和C            
(4星)	 只可以说看得让人舒服~期待久违的下一集~            
(5星)	 学习时尚 体会美国上流社会的文化——自由而随性            
(4星)	 cb...            
(4星)	 果然是上层生活啊            
(5星)	 嗯。就这样。为了亲爱的B&amp;C。            
(3星)	 看人去了            
(3星)	 编剧拖出去打 枉我那么喜欢S1 越编越烂 看在有人有衣服看的份上还有3星            
(5星)	 复杂到一定境界 可是就是喜欢里面的衣服！            
(3星)	 就是看剧情，看完了和没看没什么两样。感觉里面的人好滥情，还是喜欢中国式抒情。            
(3星)	 纯属消遣            
(4星)	 本来很喜欢nate的，可是ms编剧不爱他，把他编的好奇怪，跟每个女人都有一腿，怨念啊~            
(2星)	 管他呢！听力和口语貌似见长了。            
(5星)	 很休闲            
(5星)	 大爱。在等更新。            
(4星)	 终于看完了！            
(4星)	 Fashion，却也让我看清了现代的爱情——没有天长地久，只有曾经拥有。当然也要珍惜身边每个真正关心你的人，不要让嫉妒、猜疑蒙蔽了双眼，更不要好心办坏事。            
(4星)	 真能折腾             
(4星)	 美国上流社会的男男女女。喜欢B多过S。让我疑惑的是，为什么要几个朋友之间以排列组合的方式一起谈恋爱呢？怪怪的。大概国情不同。            
(3星)	 混乱的男女关系            
(5星)	 简单的故事，就是喜欢B和C            
(4星)	 喜欢小J的装扮，也挺喜欢这小女孩性格的，会耍心眼，但是不讨厌。C真是无比迷人啊，那恶魔般的性格，我喜欢~            
(4星)	 Nate这个内敛的小男人哦~~            
(4星)	 BC。 i&#39;m not chuck bass without u            
(NA)	 呜呜，第十三集还在等待哦。。。            
(3星)	 纯粹的消遣了            
(4星)	 为了Chuck和Blair~            
(4星)	 看了第一部开始喜欢C 看了第二部开始很喜欢C 看了第三部开始狠狠喜欢C 这片子里面C就像一点（恩 恩 恩 貌似评价有点。。。。）一点香菜，少了他就很没有趣味，至于B和C的感情 真的 我感觉有了没有就是这样，不管是c和S 还是C和B C的感情依然是片子里面最让我心动的            
(NA)	 分分合合            
(NA)	 America&#39;s fire, the series。            
(NA)	 第三季——混乱的关系            
(5星)	 爱不释手```            
(3星)	 越来越无趣了            
(4星)	 fell good            
(3星)	 已经放弃了            
(3星)	 一个字，太乱了            
(3星)	 光怪陆离            
(4星)	 喜欢……            
(5星)	 大爱   C~            
(3星)	 就一二季我看完了，后面没耐心了。            
(4星)	 一直追。。。算是很喜欢的美剧            
(3星)	 有点纠结。            
(4星)	 等的好辛苦             
(5星)	 只剩时装和帅哥靓女了~！            
(4星)	 乱就一个字            
(3星)	 好多天前就看完了继续追 纯因为 里面女人的 个人魅力味道            
(5星)	 很养眼 还有我的LADY GAGA             
(NA)	 从第一季开始每一集一集的等，等一个星期只为看40多分钟。等的日子美好看的日子开心。始终追随你们·····大爱S            
(4星)	 关系翻来覆去 没有开始的时候的精彩 热情也消减了            
(4星)	 纠结久了会让人失去看下去的耐心。            
(2星)	 不好看            
(3星)	 一个字 乱！            
(5星)	 一如既往追，但是人物关系已经用尽了就不新鲜了            
(3星)	 没法老婆超稀饭            
(4星)	 我有点看腻了……这季里喜欢nate~            
(5星)	 超爱BC，服装超靓，只不过男女关系上就是那么个圈子里面，老是相互转手。            
(4星)	 一定要看高清，衣服，音乐，演员都不错            
(5星)	 看完了，很期待第四季            
(NA)	 离我好远，吃饭时候抱着电脑看的。            
(2星)	 不做评论            
(3星)	 不得不说，在第一季确实没认清chuck，他其实挺好。作为朋友第二季特别特别不喜欢dan啦，，，太让S失望啦            
(4星)	 虽然很喜欢纽约 但是还是看不下去了~ 单纯的交叉组合 难道是为了发现什么隐性基因            
(4星)	 N和S在一起了。虽然结局不是那么完美，但是起码N对S的感情流露就让我很满意了哈哈哈~            
(4星)	 下季不看了.            
(3星)	 不为剧情            
(3星)	 我觉得从E12 开始 拍的好了            
(3星)	 从第二季开始变成了无聊的换友游戏。。。不过还是想看到最后看不到最后了。。。            
(5星)	 剧情狗血到极点，六个主角间几乎试过了所有的排列组合，如果后面真搞同的，我完全欢迎。但是，美丽就是卖点，永远不变，相当于以生活为背景的T台秀，比看时装周要有趣多了，如果我看过时装周的话。            
(4星)	 等待13ing            
(4星)	 帅哥美女丫            
(NA)	 Great!We all have the same age,the same special、feeling、love,...            
(NA)	 (*^__^*) 嘻嘻……正在追啊。。。GG停播期还真长。。。都等不及了。。。            
(NA)	 乱~~情爱只是游戏            
(3星)	 更新太慢了            
(4星)	 狗血的完结            
(5星)	 小J真是越来越赞了呢··~    BC的关系我可是早就看好了哦。。              
(4星)	 就这样吧，每集一点点的变化，为什么还推荐，因为实在太喜欢B和C了~            
(5星)	 突然不播了，郁闷.........            
(2星)	 烂尾了。GG一上来多帅气多拜金一片，拖沓了。            
(NA)	 嗯，人物的打扮值得去看            
(4星)	 难道这就是真的美国大学?            
(5星)	 chuck变成了绝世好男人，记得有一级，Blair睡着了Chuck走到她身边轻声说：早知道你在这里，我就早点回来了。好感动啊～            
(5星)	 不能再狗血了= =整個純看衣服了            
(2星)	 第一、二季看衣服，第三季看到10集，over了 实在看不下去            
(NA)	 值得看很多遍的电视剧~~~~很好看            
(5星)	 Chuck~            
(5星)	 好喜欢啊！从一到三都看啦！很多台词很经典~            
(5星)	 非常喜欢 这部片子 很主流凌乱的美国上层社会 很现实 很疯狂 很。。。。呵呵 适合年轻人看 呵呵             
(5星)	 看着这几个学生之间的各种奇妙的事发生着 看着女主角身上的漂亮衣服 这就够了            
(3星)	 越拍越乱，都搞过了看你怎么拍下去            
(5星)	 愛愛愛不完。            
(NA)	 BOO SHOOOOOOOOT!!!!!CW吃屎。13輯還不播。我等得吐血了。            
(3星)	 片子的技术层面没什么说的，很好很时尚，故事节奏控制的也很好。但本人很讨厌这种人际关系和价值观，所以看了一半放弃……            
(4星)	 为什么卡在了12集？为什么卡在了12集？这么好看，为什么会停播？为什么会停播？            
(3星)	 oh,poor C            
(5星)	 大爱~~~~~~~~            
(5星)	 很好看。。更新好慢啊。。。            
(3星)	 看chuck````              
(4星)	 渐入佳境！            
(2星)	 花花绿绿的奢靡娇淫之作。            
(3星)	 太无聊了 这里面的爱情完全是导演在玩连线游戏              
(NA)	 没意思了，已经            
(5星)	 第三季的BC戀情真浪漫            
(NA)	 完全为了帅哥美女            
(4星)	 感觉最好看的是第1、2季。但第3季也不错。            
(5星)	 两年了，谢谢。            
(4星)	 够狗血。。。。            
(2星)	 这两分是给剧里的美女的。。。            
(2星)	 你能让快餐式爱情有点美感不？            
(3星)	 爱来爱去的            
(5星)	 腐烂生活，无奈人生。就是混乱的富家子弟的生活写照，不过有些还是能教育人，学会实在的活着。            
(3星)	 越看越没有意思了。            
(4星)	 贱妮去史去史。            
(4星)	 我看gossip girl  完全是为了看B和C的.............            
(4星)	 几乎所有的人都痛恨Dan，不过Dan和Olivia恋情是本季最大的亮点，Serena已经被边缘化了，错综混乱中，显然所有人开始慢慢长大。            
(4星)	 我就喜欢Chuck&amp;Blair            
(5星)	 我以为chuck只能是假死。            
(4星)	 有点乱 有点乱            
(5星)	 B耍诡异的可爱，为C的付出，古典耐看的长相，真是越来越喜欢了。S越来越讨厌了。傻×一只，自负耐不住寂寞，自大==好讨厌。果然blonde不是我最爱的调调。            
(5星)	 没见过关系这么复杂的=。=#            
(4星)	 最爱第三季            
(5星)	 最爱啊最爱～            
(NA)	 Blair是我比较喜欢的女孩，其实也不知道为什么，敢爱敢恨吗？？我也无法说清楚她是什么样的人            
(4星)	 就是追s帮b&amp;c呀。真的好乱呀。快点回归。            
(3星)	 一直么放弃追的剧--虽然越来越么意思 但是习惯了。。。            
(NA)	 看时尚看衣服看八G就是不看剧情　太狗血了            
(NA)	 生活很奢靡  装扮很时尚 剧情也越来越混乱            
(4星)	 最喜欢的美剧，帅哥美女，画面很时尚~最喜欢B和C            
(3星)	 越看越失望            
(NA)	 呃，人美衣服美，好看            
(3星)	 依然时尚，可是情节在哪。            
(4星)	 编剧大人，您就把NS给我吧            
(4星)	 无论之前发生了什么，斗成什么样，得知S车祸，所有的人还是不顾一切地第一时间赶到~就爱这样的感情！PS：越来越喜欢C，and越来越讨厌J（被欲望蒙蔽的）            
(NA)	 没看完            
(NA)	 华丽丽地继续            
(5星)	 真的很喜欢这部剧，不仅让我了解到美国上东区的奢侈生活，还能让我接收最时尚的服饰信息哦            
(3星)	 看不下去了……            
(5星)	 就是好看~            
(4星)	 帅哥美女看着养眼            
(5星)	 坐等第四季            
(4星)	 当chuck如此温柔的待blair，当serena继续做些胸大无脑的事情，看GG真的只是，只是一种消磨            
(3星)	 喜欢Chuck和小B在一起，但是不太喜欢Dan.NATE也不错。总体来说没有什么特别的剧情，爱情在里面不值一提，换男/女朋友比什么都快，但是里面的服装时尚元素很不错～～            
(1星)	 美国人大约是没看过偶像剧的，于是GOSSIP能够大行其道。还有比这更混乱更无聊的美剧了吗？            
(5星)	 BC大爱。            
(4星)	 无语，杯具。杯具。GG还能存活多久            
(3星)	 Leighton Meester好肥好肥丫，肚子上都好几层褶子了吧            
(4星)	 gossip是我从第一季开始追的，直到看到第三季，我依然喜欢第一季。可能是后面的人物关系实在是太混乱，致使我这种坚定支持S的人，看不下去。到了到第三季，就无比的喜欢B&amp;C。不管怎样，剧中的服饰还有很亮眼，而且从英语学习的角度来说，语言也是最in的。希望接下来回归的剧情，能更加优。            
(3星)	 越来越闷啊~            
(5星)	 Chance Crawford 太帅了！~            
(2星)	 GG3很烂，之前两季都很好看。男女关系就是排列组合么            
(5星)	 向往的  糜烂生活·······            
(5星)	 就是复杂            
(NA)	 看不下去了，太乱搞了。。。。            
(4星)	 s&amp;n  能不能走到最后            
(4星)	 太久了，接起来看好辛苦            
(NA)	 我愛BC戀            
(NA)	 继续期待            
(NA)	 杂交人生。不过美剧还是轻松的，相对国产的压抑来讲。            
(4星)	 奢华            
(4星)	 练听力和口语不错的选择~~            
(4星)	 很好看的哦            
(4星)	 555555555。。。Chuck 怎么能这样结局。。。。。。            
(3星)	 狗血的第三季终于完结了，最后还留下一个最纠结的结局，所有的情侣都被拆散，G又重现江湖要给D带来惊喜。编剧太可以了，让他们都互相搞过了。真是讨厌死LJ了，什么事、谁的事，她都要插一脚，以至于所有人都排挤她，而她自己也受到无限伤害。真想看看第四季还有什么搞头。            
(3星)	 改名叫排列组合吧            
(2星)	 PPS沒有歐美劇場了，然後其他地方也不更新了，作孽丫~~~~            
(4星)	 看第一季时觉得有点乱乱的，一路看来，慢慢喜欢了。            
(4星)	 珍爱生命 远离GG             
(4星)	 SN怎么还是不在一起啊！！！！！！！！！！！！！！！！虐心啊，NATE王子殿下~LOL            
(4星)	 喜欢chuck            
(3星)	 衣服很好看            
(5星)	 chuck大爱，，，，，，，，，            
(3星)	 一片混乱            
(4星)	 Chuck可不可以不要死？！            
(4星)	 期待第四季~~~            
(NA)	 还不错            
(4星)	 C死了?想看B的神情。S和N又分了~D一向不喜欢的说~G又来搞局面了~期待第4季~            
(5星)	 真的很羡慕他们的生活~            
(NA)	 听语音语调~            
(3星)	 狗血啊狗血            
(NA)	 很莫名的 就cut了说什么要等要3月才有littleJ 的下一集..%#$^@$&amp;%            
(NA)	 喜欢对话，服装，氛围，just like that feel~~~            
(NA)	 看不下去了            
(5星)	 C&amp;B ,go ,go            
(NA)	 有点闷~没看完            
(5星)	 B&amp;C大爱            
(3星)	 人物关系错综复杂，来来去去，似乎眼看要回归原点了，却遇上这样那样的阻碍。王子与公主都不是省油的灯，chuck and blair，爱恨交织，是注定不能在一起，还是上天就如此折磨他们呢。第四季啊，快来吧！！            
(NA)	 期待归来啊，不过编的越来越不靠谱了            
(5星)	 从第一部开始，这部美剧还没火起来的时候我就在看了。一直追到现在，也许不是因为剧情了，是一个惯性了。            
(5星)	 When you forget you&#34;re blair ,remember I&#39;m Chuck Bass.终于撑到了最后一集，这一季看的真是揪心啊，我要Chuck和Blair在一起！！！            
(4星)	 越看越纠结，什么时候出s4啊？？            
(3星)	 一棒子贱人 哎            
(5星)	 。。。。我要怎么说这个该死的编剧。。。看的我心绞痛。。。。第四季。。。不要再这样折腾人了啊&gt;_&lt;            
(5星)	 绝对的八卦~~Crazy            
(3星)	 还行吧 前两部不错 第三步就不行了            
(NA)	 明知各种混乱，还是在看            
(5星)	 Paradoxical sensation！            
(NA)	 看到第3,决定不看了..            
(3星)	 大爱blir&amp;chuck、s            
(4星)	 已经追了这么久，不得不承认它陪我度过了大学时光            
(3星)	 太纠结…………            
(5星)	 烦死了，NN的什么冬休期嘛 等得脖子都长了.......            
(2星)	 彻底狗血，弃剧            
(4星)	 第三季不知不觉甘就睇晒，期待第四季，感觉第三季堪比第一季了，第二季系最无聊的            
(4星)	 越来越喜欢Chuck了，希望他和B一直这么下去，虽然知道剧情不会这么安排            
(3星)	 gossip girl教会了我们排列组合，drop了            
(4星)	 越来越乱            
(3星)	 学英语，看帅哥美女，看漂亮衣服，喜欢Chuck和Blair这对            
(4星)	 坏男人变痴情男。。。            
(4星)	 比较关注的            
(3星)	 激情的年轻人们。天下除了爱，似乎容不下其他的东西了            
(3星)	 越来越不好看了……已经打算不追了            
(3星)	 S一遇到老爹的事就不淡定，除了衣服好看人好看配音好听，已经没什么好眷恋的了。            
(4星)	 既然你留了个这么纠结的结局给我，那我就小小地期待下第四季那个继续纠结的开头            
(NA)	 又要等到3月，快d出來吧            
(3星)	 似乎不如前两季好看哦            
(5星)	 甚嚒都不說了~！劇情忽略~！Gaga ~！My God~！有妳就囿了完媄~！舉杯~！            
(5星)	 喜爱美剧            
(NA)	 无聊之下还是开始了S3不顾剧情 总之是俊男美女外加时尚造型            
(4星)	 一出乱伦剧..还是chuck最迷人             
(NA)	 越来越乱了            
(NA)	 喜欢时装，追赶时尚的潮流人士，看大牌在青年男女身上如何演绎，无聊的故事情节，千篇一律的贵族灯红酒绿。为何火的一塌糊涂，着实让人摸不到头脑，也许娱乐的现在就存在着看客的娱乐而已....            
(3星)	 第三季  情节太乱了...  我看不下去了            
(4星)	 I am chuck~~~~最爱chuck.....            
(4星)	 变来变去，继续乱伦……            
(4星)	 混乱又c蛋的第三季我就不说什么了……             
(5星)	 很经典的偶像剧,很喜欢.尤其是Chuck,在第三季,很招人喜欢!~            
(NA)	  喜欢看有N的任何一个部分，自认为他是这部剧里面最穷的纨绔子弟，却最务实。            
(NA)	 烂结尾            
(4星)	 我知道人物关系编得很缠绕，但看着角色就开心。喜欢Serena。等待第4季。            
(NA)	 上流社会的韵事。。。。不过故事都在不停的反复呀。。。            
(4星)	 就是一群人。一个跟一个全部混乱。全部配完对后加新人进去。不过我喜欢。嘿嘿。            
(5星)	 虽然有点混乱 可是还是不错的            
(1星)	 太乱搞了，几乎没有不乱搞的            
(4星)	 So the next time you forget you&#39;re Blair Waldorf,remamber,I&#39;m Chuck Bass,and I love you.            
(3星)	 越来越狗血的剧情如不是一直在看 我就真的放弃去最它了            
(NA)	 没看完。。            
(4星)	 我喜欢看的。。            
(4星)	 一个字 乱            
(2星)	 一季比一季差 。            
(5星)	 好看！真的是.....            
(NA)	 敢不敢快出啊            
(NA)	 越来越乱越来越乱.........            
(3星)	 到有爱的时候居然休息了..还得等到三月份            
(5星)	 等待更新            
(4星)	 不错吖~~我爱B&amp;C couple~!            
(3星)	 一季不如一季            
(3星)	 O(∩_∩)O~呵呵~追了好久            
(5星)	 喜欢B&amp;C的搭配，在这一季中二人的爱情让人看起来就觉得幸福。CHUCK，他总是给人惊喜。喜欢他低沉性感的声音和对爱情的执着与专一。            
(3星)	 除了chuck……你们都不吸引我……nate有几集也很好……            
(5星)	 我追了三年的剧集啊            
(4星)	 高三开始的第一部美剧。            
(1星)	 垃圾            
(3星)	 有意思么？            
(3星)	 一直停在了12集~个人认为这集是亲近为止三季里头最好看的一集，Chuck跪倒在医院，Blair的安慰，无疑标志着他们的成熟。GG也趋于成熟了~            
(5星)	 GG的编剧，你知道我有多佩服你吗？那么多乱得一丝不苟的情节你咋想出来的？人美，衣服好看，剧情纠结又不算太落俗。总体还是很赞的~            
(3星)	 越来越乏味            
(5星)	 超喜欢            
(4星)	 看完结局多给一个星            
(4星)	 不错 比第二季好看            
(4星)	 第一季不错，后面感觉越来越过分了也许是看腻了            
(4星)	 承袭了美剧一季比一季烂的传统，不过Queen S依旧那么美，哈哈            
(4星)	 差距啊~            
(3星)	 是个典型的美剧，情节起伏跌宕，但却为了迎合跌宕的情节弱化了人物，使本来很丰满的性格变得一个个都很善变，有时白痴，有时可爱，有时精明，有时神经，反正除了是亲戚的，一般所有的男猪脚已经把所有女猪脚睡过一遍了。            
(4星)	 越拍越离谱。。。            
(NA)	 还是喜欢Blair和Chuck~            
(4星)	 C真的是支撑我一直看下去的动力，其他人真是越来越疯狂!            
(NA)	 gossip            
(4星)	 是不是最近没出啊？            
(3星)	 坚持不下去了            
(NA)	 很现实的青春剧，不过好像停播了，内伤呀            
(4星)	 好吧 我想说其实我觉得这季最好看            
(NA)	 有辱美剧一贯的编剧水准。            
(4星)	 擦 真是不爽！            
(2星)	 Serena就是只鸡···            
(5星)	 就是人物关系搞得每个人跟每个人都在一起过，真不希望到最后像实习医生格蕾样被我抛弃了            
(NA)	 当年第三纪一处来，看了第1集就看不下去了。裹脚布一般的剧情。还是喜欢第1-2季            
(4星)	 岂一个乱字了得            
(4星)	 故事已经很白痴了，看这个完全是为了看衣服，汗            
(3星)	 浮世欢。惯性使然，还是会追着看。            
(4星)	 当练习听力啦！            
(NA)	 纯粹看她            
(NA)	 时尚            
(5星)	 09年12月中旬之后就一直没有更新，，，期待啊            
(3星)	 粒粒乱嘅关系            
(5星)	 还蛮赞的一部美剧~我喜欢布莱克 莱弗利            
(3星)	 oh Chuck怎么能就这么中枪躺在地上了呢！            
(3星)	 排列组合。。。不过超喜欢chuck            
(3星)	 Chuck，让人又爱又恨的男人.....            
(5星)	 i love it            
(5星)	 大爱Blair            
(4星)	 再一次觉得剧情还凑合，没外界说的那么不堪            
(3星)	 Serena，你就瞎做吧！            
(5星)	 结局太狗血啦！！！！我要NS还有BD在一起。我再也不要看到J了！！            
(4星)	 说实话练练听力和审美观还是挺不错的。            
(4星)	 糜烂的上东区生活 久久不能想通的是 那边的小孩怎么能有心思兼顾学习和勾心斗角呢-0-            
(5星)	 CBCBCBCBCBCBCBCBCBCBCB            
(5星)	 爱死我家Chuck Bass            
(3星)	 依旧奢华，故事细碎            
(NA)	 越编越没谱~            
(5星)	 喜欢男女主角，喜欢演技，喜欢服饰，喜欢气场！            
(3星)	 剧情狗血，只是喜欢衣服            
(4星)	 狗血了点，但依旧是我打发时间的好剧啊，等第四季            
(5星)	 不错的片子，谎言早晚要被揭穿，人又是那样的脆弱，人性之途在何方？            
(NA)	 Fad            
(NA)	 i like Chuck Bass,            
(5星)	 终于解决掉了   第四季你还能怎么演…………            
(4星)	 更喜欢B            
(4星)	 越来越混乱的剧情，男女配对的不断变换，真想问是不是这一群男女全都一一搞完了，这部剧就终结了，如果按照排列组合来算的话，那就真的还有的演了，还不包括其中的复合分手再复合。不过不得不承认，里面的时装都很漂亮，SERENA也确实美艳动人，尽管她最近几集都傻傻的......            
(NA)	 喜欢c 哈哈 越来越喜欢 感觉c在3里面有点统领全局的意思呢 。。。            
(3星)	 额。。。撑着看完第一部。。。跟着看完第二部。。。居然还有第三部么。。。好吧，一个字，乱，一句话，奢华的乱~偶倒是觉得那几对老的比较有爱。。。            
(NA)	 只有第一季不错            
(4星)	 .......            
(4星)	 even though sometimes it&#39;s ridiculous, it has a nice and wonderful ending all the time.            
(5星)	 大爱            
(3星)	 越来越无聊了。            
(4星)	 距离感的美            
(4星)	 除了chuck真是让人越来越喜欢，其他越拍越没意思。            
(4星)	 华丽            
