http://movie.douban.com/subject/6129693/	我可能不会爱你 我可能不會愛你
(5星)	程又青和李大仁，最好最好的朋友，习惯到已经忽视对方的存在，原来最长久的存在会是最平淡的真实，也是最沁人心脾的幸福。
(5星)	让人思考的偶像剧。
(5星)	真的是太虐心了
(NA)	这是一个关于特别的朋友的故事。。。
(5星)	E1，你不在的时候，周围都是你的影子，原来真是如此。E3，打着电话突然就出现在门外，瞬间飙泪，这么低劣的桥段 还是会让我幻想。E4，喷泉相遇 妙不可言。E5，结尾对话，李大仁的某些神情 那么眼熟 让人心疼。E10，“如果你爱我 你会来找我。”E12，磁带 清唱 澄澈而忧伤。
(5星)	只要是喜剧收场，过程让我怎么哭都无所谓。
(4星)	最后一集脱节了其他赞。
(5星)	觉得自己好像程又青..还是我想要标榜程又青..分不清啦...总之好好看喔...TT
(5星)	最爱的剧集之一^^很久没这么放肆的流泪了
(4星)	 虽然剧情有点扯 台湾腔太腻…可是还是被结局秒了…李大仁大好！  一把年纪了还被俗套偶像剧秒了……诶真是= =
(4星)	每集时间长了点。。嘛，还是不错的。。
(5星)	蛮好看的。
(4星)	不是每个人都骄傲似程又青，也不是每个程又青身边都有一个李大仁。。
(5星)	很好看，台湾很难得出一部这样的偶像剧
(5星)	 不看可惜了
(5星)	忠犬型男人，哪个女人拒绝的了
(5星)	每周追着，跟美剧们一起周期律动。近年来太有质量的湾湾剧。我爱李大仁，可惜他是“限量版”。||看完见好多人想要有个李大仁，其实看看剧名英文，想要一个这样的人，更需要in time with you。
(2星)	前3集惊为天人，后面慢慢各种俗套....有点追不下去了
(5星)	那些似曾相识。
(5星)	少女时的幻想，是F4。熟女时的梦想，是李大仁。可是世间太多程又青，却只此一个李大仁。
(NA)	好文艺好小清新啊。。这部剧的背景音乐真是有够烦啊。。不过还能看了。。
(5星)	其实中间无趣了，但最后一集太幸福爆棚了
(5星)	我努力不爱你 憋的好辛苦
(NA)	不一般的台湾偶像剧
(4星)	现在看到第四集，觉得是一部不错的电视剧。
(4星)	大仁和又青幸福的剧情太短了有木有啊T T
(5星)	最后一集是在搞毛。。
(5星)	喜歡那個三十歲的&#34;老&#34;女人，喜歡她的做事風格，人格魅力和對待生活的態度。喜歡那個總是默默支持她的永遠停留在高中那一年的“他”。這是我最嚮往的感覺吧，被懂得。 終於看完了。
(5星)	 其实这不过是电视剧是吧是吧是吧。
(5星)	快乐若没人分享快乐就只剩一半，于是大仁为了以一直呆在又青身边，以有情的身份隐藏爱情，体会一半的快乐。
(5星)	颠覆大批反感台剧人的印象。
(NA)	拥有也许不会是 失去的开始
(NA)	越看越沒意思。李大人好悶騷，看的很心急。
(4星)	改变了我对台剧的印象，不拍泡沫爱情剧，台剧也许会值得更多人关注。还要说句里面几位主演还是挺给力的~喜欢林依晨的自然有张力的表演!
(5星)	看最后一集，这便是最好的幸福。
(5星)	让我YY的很彻底~
(NA)	我爱这个和张士豪一样纯净腼腆的李大仁
(5星)	非常不错的台湾剧，跳开了过去的狗血幼齿，各种小清新，小感动，台词很赞，歌也很好听，很应景，林和陈都演得很好，很有共鸣
(5星)	这不是偶像剧，是电视版文艺片。平实亲切，触动很多。大爱~
(5星)	只能说男女之间果然没有纯粹的友谊。陈柏霖把李大仁演的太好了！台剧好久没有这么好的剧了~
(5星)	仿佛看见了过去的自己，现在的自己，以及未来可能的自己
(4星)	不一样的偶像剧。适合女生看。
(5星)	适合老娘这种外表现实向往小清新的奔三剩女。。。
(5星)	我希望我的快乐 你能够明了
(4星)	林依晨转型很成功啊~ 熟女妆扮很nice,但是花痴的我更喜欢陈柏霖啊~！！ 虽然他长胖了不少，不过当年的急速青春里的大帅哥可是永久的青春的记忆呀~！
(4星)	熟女守则！！
(5星)	看着他们接吻，真变扭。原来朋友真的不适合成恋人。
(4星)	我竟然又开始看偶像剧＝＝
(5星)	剧情慢慢的，偶有小波浪，感觉是在喝一杯醇香的茶，适合细细品尝，该剧包含了很多经典台词，很到点上，我个人觉得看了以后获益良多，还有，喜欢瞿永宁导演的拍摄手法，拍得很好看。
(5星)	头一次，在两个人的身上都见到了自己的影子。
(5星)	好看~！
(5星)	大结局甜死了！！
(1星)	嗯，李大仁很好。默默地奉献，默默地爱。李大仁很不好，很温吞我不喜欢这样的感情，虽然细水流长，可是硬生生的把一个女人拖到30岁了还不说出口，让这个女人担心自己成为剩女，烦恼自己嫁不出去。这样的男人要来干嘛！！！陈柏霖真的不是我会喜欢的类型。发型好土
(4星)	多想有个李大仁。。。
(4星)	比较受不了朋友变成爱人这件事，只是无奈在成为朋友之前就已经爱了……
(NA)	如果我看过你看过的世界，走过你走过的路，是不是就能更靠近你一点。
(5星)	像在看电影。。。好看
(4星)	我可能不会爱你/ 我不可能会爱你 / 我可能爱你 / 我太爱你.
(4星)	不一样的偶像剧。。喜欢两个演员。。
(4星)	一群80后大人之间以及跟跟几个90后脑残之间的爱情博弈，初步鉴定完毕。
(5星)	最后一集真的是让我从头开心到尾，各种甜蜜秀不够有木有！这就是看偶像剧的终极目标啊…之前酝酿的各种吐槽都无力了，为了这最后的结局也要给五星啊！
(5星)	每个人都想要这么个李大仁
(5星)	结局太甜蜜~看得我好鸡冻。
(4星)	缓和的爱情
(4星)	台剧难得一见的高水准……
(5星)	结局很完美
(5星)	好想一边吃年糕一边看哦 很嗲很台 但是戳中感动
(5星)	林依晨的演技真的。真的。。。
(4星)	除了陈又青 其他人设都几乎无感......
(4星)	柏霖还是一副永远不会老的样子 依稀间看见小士的影子 不想一下过了这些年
(4星)	还是平安跟林凯感觉好点，不是我可能不会爱你，而是我们可能不会在一起。这货还是偶像剧，不够虐。
(3星)	如果没有最后一集 会四星
(5星)	我不要大房子，不要大宝石，我只要啤酒拉环戒指和我的最好的朋友，永远在我身边。
(4星)	为毛我就看不下去
(4星)	因为结局减一星 好朋友在一起真尴尬= =
(4星)	不错。。最近都有看
(5星)	熟女感情指导
(5星)	恍然间还能看到17岁的袁向琴和张世豪。30岁的他们验证了岁月的意义 ，只是，湘琴依然执着，小世却不再勇敢……
(4星)	当结局如我所期望的那样结束时，我却没有了预期的激动。因为，从此以后你再也没有办法抱怨大仁的温吞和又青的钝感；没有办法在大仁的爱里感动了；没有办法破口大骂丁立威的混蛋了……所有情绪的起伏都随着他们的幸福生活而剧终了。。
(4星)	很有启发意义又贴近生活的一部高水准偶像剧。最后一集宜家、那帮损友以及狗狗太抢镜了啦！希望我三十岁时，也能有如此丰盈的生活。
(5星)	很爱的结局
(4星)	不是随便谁都那么好命 身边随时都有个李大仁的
(5星)	短小精悍~~一朵小奇葩呀~~赞
(5星)	完美的爱情啊...程爸妈、白叔跟最后那只呆狗超可爱～
(4星)	不是偶像剧，是小清新剧 +10086
(4星)	清新又清醒的言情小道理
(NA)	细水长流
(5星)	--&#34;拥有，就是失去的开始？&#34;--&#34;当然不是！拥有，其实是故事的开始...&#34;Our story begins,and it will never end.
(NA)	因为太爱了，所以才不可能会爱吧，就像两个熟悉的人不想破坏现有的关系，因为彼此都太爱对方，所以才不可能会爱你。。。至少这部剧的名字我很喜欢。。。
(5星)	每周追得很辛苦的大爱的写给我们这些人的剧
(4星)	杀时间挺好的
(5星)	最近被台湾的电影，电视各种感动。。。
(4星)	太虐李大仁了
(NA)	喜欢
(5星)	最近老是看见苦逼的男二号，害得我少女心泛滥。但现实是，我不是程又青，也不会有李大仁。
(4星)	大任哥~难得台剧不俗不可耐
(5星)	Happyending什么的就是 谁说我不可以！
(5星)	真心求一个李大仁！！！！！！！！！！！！！！！！！！！！！！！！！
(5星)	难得追一回台剧；看看身边到最后谁会一直陪在你身旁
(5星)	只不过缺少点共鸣
(5星)	程又青，李大仁
(5星)	给我一个李大仁吧。
(4星)	结局狗血了。。。
(5星)	我想我应该 应该不会爱你
(5星)	一边看着他们彼此的爱慢慢的娓娓道来，一边肆意的留着眼泪，很久很久没有这样哭过。但是伴着陈柏霖的这首插曲，眼泪就莫名其妙的泉涌了。有太多的习惯我们以为只是习惯，失去才懂得珍惜。珍惜身边的一切吧，简单就很美好。马上就要结局了，很怕结束了，就没有可以期待的了。希望有更多的好剧可以让人温
(4星)	11集是败笔啊，剩下的都是完美
(3星)	这么高的打分好无语。。。
(4星)	爱你十五年你会没感觉？！程又青，你跟李大仁浪费了多少光阴。
(4星)	台词不错，有些地方还是有点装，情节还是无新意。可能真是太久不看偶像剧了~
(4星)	当年的张士豪还是这么讨人喜欢啊。。。
(5星)	我可能不会爱你，因为从得到的那一刻起就是失去的开始。
(4星)	李大仁只是程又青的李大仁，对于其他人来说，不过是个渣。不过，我还是喜欢和程又青在一起的李大仁。
(4星)	同学说好看，试试。别扭，十多年的朋友变老公？
(5星)	难得有脑的台剧
(3星)	蓝颜红粉,一直想写的剧本
(5星)	灰常好看！！！！！！！！
(5星)	我真的感动到了 我看过最正常的台剧
(5星)	绝对五星。好久没碰到这么好看的台湾连续剧了。
(4星)	再也不是偶像年纪的他们和再也不是追偶像年纪的我们，蛮有深意的，我更想标记她为都市情感剧！
(5星)	这是我看过最满意的大结局！
(5星)	最近都在跟进这部片，说实话，我不是把她当做一个偶像剧来看的。我不得不折服于陈柏霖对于这类片子的驾驭能力，他真的可以把所有的片子都表演成一种自然而然的台湾文艺小清新的片子。我爱程又青的个性，喜欢她独立的心态，嫉妒与羡慕于怎么会存在李大仁。。。在每个暖暖的午后抱着牛奶自己欣赏。。。
(5星)	哪里来的纯友谊。。随后一集脑子里全是Yesterday Once more
(5星)	不需要-怦然的感觉，不需要神马moment，只需要一个李大仁~~~
(5星)	某些人是狗改不了吃屎的。。还我不能活在没有你的城市。你怎么不去死呢......
(5星)	大剧终 最后一集两人太腻了啊摔！ 结婚有这么一众损友还真是别具特色吧哈哈
(5星)	愛很大 有好多種 愛到不知道 也是一種愛【可惜李大仁不是批量生產的。噗~
(5星)	很温暖，很细腻的情感偶像剧
(5星)	有这样一个懂你珍惜你的大仁就嫁了吧 。。。  一般人是很难找到了。。 维尼拍的电视剧永远都是那么的细腻
(5星)	想起不知道有谁谁谁包括自己，都曾经是李大仁~看了这片，才知道原来我们都在错过和被错过中辗转前行。为了不再错过，加倍珍重现在的李大仁，那个正在爱你的李大仁。
(5星)	再见，程又青。再见，李大仁。
(5星)	这一次认真看林依晨的戏，不错
(5星)	很不错的电视剧。
(5星)	可能是适合现在的心境，剧情很小清新，触及到了某些内心，追着看的感觉挺好。
(5星)	15年的爱。好幸福。
(NA)	用拍电影的心拍电视剧，好难得。
(5星)	各种好看~ 
(4星)	闺蜜推荐，确实不错
(4星)	难得的贴近生活的肥皂剧，很熟悉亲切。。忽然也惶恐，希望不会碰到别人的李大仁。。
(5星)	治愈系小清新。
(5星)	结束了。sweet ending。其实即使没有在一起，也不会遗憾吧。以友情的名义爱一个人，爱到最后，只剩下祝福。
(4星)	就像quin说滴，我们身边也有一个李大仁 只是不帅。。。一个美丽的童话，花痴一下就够了。
(5星)	不是灰姑娘与王子 只是程又青与李大仁 生活中有多少李大仁也在这样默默守候 换个角度这个李大仁可能是他亦或许是她
(5星)	每个女孩的一生中都有一个李大仁，但不是每一个都是程又青。。。
(5星)	以友情的名义爱一个人
(4星)	小清新
(4星)	纠结啊~~
(5星)	Nic~Nic~求gay蜜！【寧可自己一個人 也不想呆在一群人的角落 視線只容得下自己的遠方 所以看不見四周 很多事情 如果別人沒說 我都感覺不到 嘖 這樣講起來 [自我]跟[傻]好像差不多耶 （——是單純 明快 不拐彎抹角） ——9】陳柏霖我愛你啊~
(3星)	看到第六集实在是看不下去了，剧情太拖沓冗长，ms每一集都是为了说一条熟女定律。一集80分钟也是在挑战我的极限，男主不要这么龟毛好不好，弃
(5星)	蓝颜。
(5星)	美好的调调，略拙却纯真的爱。因为需要“聊一聊”，所以不在一起的话应该会受不了的喔~祝你们永远幸福！（就因为大仁对你这么好，所以很多女孩子都羡慕你垂涎他呢，你可要好好珍惜啊~）
(5星)	20岁前命运安排她“克”他，20岁后她的心灵开始慢慢依靠他。谁不想要个李大仁？
(5星)	好久没看到这么有内容的剧了
(5星)	看到陈柏霖又能回到17岁变回 蓝色大门 里的张士豪 我简直泪奔好吗。。。看到林大小姐终于演了一个正常的女性而不是脑残女我再次泪奔好吗。。。看到导演大发神功硬把一偶像剧拍出了台湾小清新 我不泪眼婆娑的打5星我对得起谁啊？表演到位 该文艺文艺 该世俗世俗 很懂女人心。向所有不SB的偶像剧致敬！
(5星)	五星的偶像剧真是不多了。好好珍惜吧亲。补：豆妞那一句影评说得特心酸，李大仁。就我这状态，你还是别出现在我生命里了。
(5星)	我怎么可能不爱你 李大仁！
(5星)	在33床上一起看完的，喜剧结尾，等到了三十岁可以再看一遍~！
(5星)	现实生活里，程又青是批量生产，而李大仁就是限量发行…… 确实好看。。
(5星)	喜欢李大仁温吞的性格和默默地付出
(5星)	这个真的真的真的真的好看啊！最近迷得不行了！李大仁~~~程又青~~~~~
(5星)	风格很清新。
(4星)	特别的朋友！
(5星)	好看，熟女准则，初老并不可怕，很励志。
(5星)	瞿友宁是个浪漫可爱又有才情的胖子
(4星)	剧情拖沓了。。。不过是happy ending
(4星)	应该是看过最好的台湾偶像剧了。。对林依晨的看法有很大改观，当年演的傻逼小女生现在却能把熟女诠释的这么好（虽然她的确是整了）。。想说，每一个&#39;程又青‘都需要一个&#39;李大仁&#34;来成就吧
(5星)	每周一追至今未断，难得！
(5星)	今年的台剧之光啊！
(5星)	这货真不是台湾偶像剧 大结局平安那段还真是直戳泪点。。
(5星)	难得有情节有内涵的台剧
(5星)	摆脱了一般台湾偶像剧的窠臼，是一部比较成熟的，有思考的作品。ps 世上有很多程又青，但李大仁真的还挺稀有的。又ps 大仁哥最后一集。。他原来有这个功能键啊；觉得在抛硬币那段结束就挺好，虽然导演是想甜一下吧。
(5星)	靠这个治愈了我一天。。。
(5星)	现在都很少看到这么好的偶像剧了。12集看得我稀里哗啦，13集的大转变让我眉开眼笑。其实我还是觉得悲剧比较有魅力，虽然遗憾，但魅力在于那个纠结的过程。
(5星)	可不可以一直下去，播到93集
(5星)	在这个偶像言情泛滥的年代里面， 看够所有的华丽和骄傲这部戏的简介就已经打动了我
(2星)	看不懂，有点儿没营养。
(5星)	啊啊啊啊啊啊啊十颗星都不够给啦！！！！！！！！！！！！！！！
(5星)	看过质地最优的台剧（所以根本没有办法不给五星好嘛）张士豪他长大后没有遇到阿孟，却追到了程又青...陈柏霖和林依晨演技很赞，剧情设计流畅而不拖沓，最后一集无比甜蜜（心情不好时可以一看再看喔）导演似乎极其热爱虚实交错的镜头，但每次呈现都小难过唷...:)
(3星)	..越来越离谱 没看完 大概是因为我没有过李大仁吧 
(5星)	从第一集开始，慢慢觉得这个故事，好感人，不像那些没营养的台剧，大仁的爱很压抑，拼命告诉自己不要爱，看了好揪心，希望不要是一个无望的爱的结局
(4星)	不嘬怎么成戏...朋友变爱人，确实需要勇气吧。那之后就会少了那个重要的朋友，不开始就不会结束，说不定若干年后年华不在，我们的身边还有彼此的时候会感谢彼时不够勇敢的自己。吐槽：第八集往后就越来越偶像剧了我要看不下去了= = 观后感...尼玛太幸福太完美了吧!!!呜呜呜
(5星)	身边还是没有这么一个李大仁的好
(5星)	有这样的一个男性朋友也很不错
(5星)	我在自己感情最艰难的时候, 我在看这部片。然后我想获得一点力量, 从这些很遥远的美好里。我坚持, 是因为, 我喜欢你。
(3星)	李大仁的形象只是一個想像中的完美對象。好到就像他住在程又青的腦袋裡面一樣。雖然它滿足了大眾的幻想，給了美好願望一次實現的機會，但是這劇情也太冗長拖沓了吧，，，，人生已經夠迷茫了，您的節奏也太慢了吧，，，，，
(5星)	死宅女一定爱死李大仁贴心和温吞，就是不说我爱你，就是要陪你流泪陪你伤心
(5星)	每周必追剧，超爱……拍的太文艺了……男女主角都很喜欢……
(5星)	有时候，为了爱情，我们真的放弃了太多了。为了爱情，我们还可以放弃多少……
(5星)	被大仁感动...
(3星)	这是一部励志剧咩？还多励志！不过里面的炮灰男女配真的好惨，生生是为了要这两个人在一起而存在的。
(4星)	不浮夸，不造作，近几年难得的好剧，不过结尾太过刻意失了原有的静谧。
(NA)	文艺啊，男女主别纠结了=  = 
(4星)	拥有李大仁的 最温暖的 时光
(NA)	处处妥帖，处处温暖的文艺片
(3星)	前3集还不错 越来越拖拉没深度
(5星)	哎...你有沒有一個感覺，我們的十七歲，好像不過才是去年的事。
(4星)	四颗星都给李大仁
(5星)	超级好看啊！！！！！
(5星)	如果我什么都不用说。
(5星)	我有一个李大仁
(4星)	台湾的偶像剧，真是很久没看到这么靠谱的。
(5星)	不想只做好朋友 不是不喜欢你 是早就喜欢上你了
(5星)	越往后越好看！！！但是到后来，我又觉得拖沓了，看完第十二集，老子又要改回满分了~~~
(5星)	就是更新慢些，不过这么多年了，终于有几部能让我不拿鼠标一只点点点的看过去的电视剧了。这部剧很好。写出了很多人的心声。
(5星)	跟程又青很多地方真像，连感情经历都这么像。
(5星)	摆脱了以往偶像剧的狗血情节设置，林依晨陈柏霖深情演绎，平淡中透着哲理~
(4星)	坚持着把后面几集看完 其实已经完全无感了 为什么要把一部电影的内容硬拉成13集每集80分钟的电视剧...
(5星)	看到了自己、、、
(4星)	女人都希望有个大仁哥
(5星)	很喜欢这部~
(5星)	他永远知道你要什么，你永远有一些只想跟他说的话，而你们的相处方式让你非常安心，因为他总说：我不可能爱你……
(5星)	没有起起伏伏，细水长流也别有风情
(4星)	这部剧，让我回忆起了自己对爱情的种种迷茫、种种纠结、种种急切与安慰。太多太多哦的情节和台词触动了我的内心，现在只希望程又青能早点知道李大仁的心意！~~
(5星)	台湾偶像剧的制作水准有提升~
(5星)	我不是程又青，却想要个李大仁。
(5星)	两年来第一部看完的偶像剧~
(5星)	徹底愛上李大仁
(5星)	妈呀，结局幸福得我想哭~ 难得国语能有这么好的电影~“其实认真去面对的每段感情，一定都会有收获。……所谓的收获，也许是快乐、美好记忆、甚至婚姻。就算最后的结果是再见，也还是有一种收获――认清我们自己。”
(5星)	也许这世上真的有“对应”你的那个人吧。。。比如你要做公主身边真的有个仆人，你要做主角身边真的有个配角，只是那个人。。。你时常找不到吧。。。
(3星)	这种朋友人人都想要吧。。。李大仁
(5星)	很棒的陈又青情很棒的李大仁
(5星)	因为害怕失去，所以不敢拥有。依旧是偶像剧的爱情，不是谁都能有个李大仁，因为我不是程又青。
(5星)	程又青真的很狮子，所以我懂她
(5星)	看着你的背影，我已得到幸福，赠与李大仁，以及过去的自己
(5星)	一种如小溪般渐渐流过的感动
(4星)	好难得的小清新风格，画面处理有时候像mv,刚开始6集左右情节简单，但是有必要的起伏，淡淡的慢慢引人入胜。林依晨演技提高很多啊～陈柏霖跟这个剧本很搭。看着舒服啊～
(4星)	这是一个好朋友上位的成功的例子
(4星)	喜欢里面的“初老症状”和“熟女原则”，但两个人太纠结了
(4星)	杯具男二 电视剧就是电视剧 真实的人生中怎么可能 在你愿意结婚的人向你表白以后 你就发现你已经订婚的男友出轨了呢 纹身男的设定很悲催的说 如果男二不出轨 这戏也就演不下去了……
(3星)	林姐姐真不太适合演太过强势的人...
(4星)	还不错诶~
(4星)	唉，爱情这件事~~~~~
(NA)	就算是陈柏霖也不能阻止我放弃的念头了！！
(5星)	关于友情
(5星)	追了整整三个月零一周的更新，也只有柏霖能让我有这个耐性。老公我爱你，哈哈哈哈哈。
(3星)	好吧，三集弃。。。台偶不适合我了
(3星)	看双鱼男谈个恋爱累死人了好么！！！！
(5星)	初老的我…… 
(NA)	很棒的友谊彼此这么了解，早该在一起了
(5星)	我又开始相信爱情了~
(5星)	我的李大仁在哪里。。。
(5星)	可惜，现实中的李大仁，不是这个样子。
(5星)	从不看台湾偶像剧因为够没营养够狗血，但看到这么多好评不免好奇的看了，和以往的大不相同，确实不错。
(4星)	E09,done
(5星)	难得的好戏
(5星)	因为是跟你&#39;一起&#39;看的,这才显得更完美.
(5星)	是我看过近N年来高水平最好看的台剧，没有之一！
(5星)	维尼导演好屌！拍得真好！！！
(5星)	俊男靓女，独领风骚！
(4星)	每集里面都有令人深思的哲理 爱就是件令人痛苦并快乐的事
(5星)	刚看第一集，其实国中和高中的时候明显是李大仁对程又青更加好一点，可是我也好喜欢程又青啊，为什么我才二十二就开始有【初老症】了
(5星)	也许男女之间真的没有纯友谊，那些所谓的友情，不是爱情的萌芽，就是爱情的残余，或者，明明就是进行时，却还要打着【友谊万岁】的幌子……
(5星)	好看
(5星)	结局幸福死了！！！
(4星)	又是瞿友宁哦~~~李大仁又给许多姑娘的心上种下了一颗期许的种子。
(5星)	小清新。发现台剧都很有意思，会有一些很精辟的话语，比如每集开头结尾的那一个句子。真是替李大人着急，岳父岳母都同意了，你还犹豫个屁啊。你的哪些猪朋狗友，都可以甩了，不到最后一集，就是不揭你的老底啊。林依晨演戏非常可爱，看偶像剧都看出演技来了，额的神啊！可是，暗恋在现实之中往往悲剧！
(NA)	又一次深刻证明了，男女之间果然不会有纯友谊的，如果你可以保有这样的友谊，那请记住，那个人一定在深深的爱着你
(3星)	拖的我实在没有耐心去评论了。。。
(5星)	很喜欢，很不一样的感觉
(5星)	很喜欢，很不一样的感觉
(5星)	丁立威怎么那么帅，才更新到第九集！！好想有个像李大仁这样的闺蜜
(4星)	终于不傻了！！
(NA)	三十岁真是可怕,所以活在当下
(NA)	想说，情节一般，但还是学到了好多
(4星)	李大仁啊！陈柏霖说他身边就有这样真实存在的例子。唉…自己感觉幸福就好。
(5星)	珍惜拥有的一切，努力生活
(5星)	让我爱上了高跟鞋~
(4星)	我怀念我的17岁，但我也渐渐开始喜欢现在的自己。一开始我以为它太现实，结局的时候才发现，它还是个偶像剧。世界上可以有很多个程又青，可是却难有一个李大仁。
(4星)	大仁不计小人过 小人不开心是大仁的错
(3星)	看过一集，有点新意的台剧。
(5星)	谢谢大仁哥，让我在奔三的年纪又做了一把少女梦
(5星)	每一集里的小细节都足以让我感动的稀里哗啦 我可能不会爱你 但我终究是爱你的 纠结了十三个星期 终于看到了这个 Happy ending~ 还好他们拥有彼此今天 
(5星)	又青姐这个魂淡...
(5星)	我只能说~维尼导演也太强了~每部片子都太中我心中的萌点了~继《恶吻》之后，最爱的电视剧~我。可能。不会。爱你~
(5星)	我们需要这样的优质偶像剧！！
(5星)	李大仁啊李大仁~给我一个李大仁！
(5星)	如果我身边也有一个李大仁
(5星)	我想我不會愛你 只是也許。。。。。
(5星)	喵咪，这剧简直是大龄女青年的噩梦……会让我们想入非非的
(5星)	我可能不会爱你，我怎么可能不爱你？！
(4星)	前12集都让我心疼死大仁啦，最后一集天的腻歪有木有。。。。哦哦 爱死大仁啦
(4星)	大仁哥。。。
(5星)	看了后会重新向往真爱，这就是优质偶像剧的作用。
(5星)	如果可以我想评十星！！！
(5星)	台湾难得的不是灰姑娘和王子的爱情故事，特别朋友——你我身边都曾存在的，我们一起成长，走过你曾走过的路，看过你曾看过的风景。不是不会爱你，而是太爱你啦！
(5星)	我也不相信世界上有纯友情，审视一下身边的人，说不定不用像又青一样成为大龄剩女，不过就算是，人生也是无限可能啊
(5星)	当在全家样板房的沙发上那一刻开始，注定所有的美好都将历久弥新，所有的伏笔都得了升华，从容的剧终，各种亲亲腻歪真是百看不厌，圆满的结尾，谢谢带给我的一个好梦。
(5星)	外人着实羡慕这样的爱情，但其实身处当中的人也是痛苦的吧。李大仁明明有深爱人却不敢表白，怕丢失，又只能看深爱的人一次次在爱情中受伤；程又青苦在有爱自己的人在身边却不知，茫茫人海中苦苦寻觅那个他，伤心伤身又伤情，但是，但是，我们为什么还会羡慕想要这样的爱情？想要这样的李大仁？
(5星)	是我看过最好的台剧
(5星)	听同学推荐的，她说里面的陈柏霖怂样有点像我，于是我就奇怪了，跑去看了，后来觉得还不错，就一直在跟。是不是她喜欢我呢，哈哈哈
(5星)	9.3分！！！
(5星)	可以看的肥皂剧
(5星)	过程有多纠结，结局就有多美满。太温馨，太感动，太好看了。
(3星)	狗血。。。
(5星)	台剧这么高分诶
(5星)	李大仁很好，是每个女生理想的另一半吧。程又青坚强到令人心疼，有个懂她的李大仁很幸福。
(NA)	看了一集，弃。没有感觉就是没有感觉。
(5星)	很久没看过那么好看的台剧了！！推！
(5星)	李大仁是个笨蛋。
(5星)	我看了后面的剧本。。。啊啊啊
(5星)	并不是所有的哥们都能变成情侣的 15年前的李大仁就已经爱上了陈又青 不是吗
(5星)	偶像剧几乎和二都能搭上边，但是这部电视剧让我有种看小说的感觉， 林依晨演技不错，把各种情绪表达的很好，陈柏霖演的很不错。
(3星)	不管怎么样，作为好朋友的李大仁请一直都在！！！！
(5星)	不是脑残剧
(4星)	n久没看偶像剧，但是看到朋友在看禁不住诱惑也步入行列，感觉挺好的，赐我一个李大仁吧~~~~~哈哈哈
(5星)	我可能不会爱你=我爱你
(5星)	我的李大仁已随时光消失不见了！
(5星)	你是谁的李大仁  谁又是你的程又青。 完结啦 舍不得 最后一集略狗血 但是哥当没看见好了！
(5星)	别扭的够可以。但是却又很有道理。初老有初老的好~~ 
(4星)	慢慢等着更新
(5星)	爱惨了这部剧！
(5星)	享受李大仁的小受～这部剧的台词句句都是经典啊～真的打破了以前台湾偶像剧那种蛮俗的风格！林依晨驾驭熟女也驾轻就熟～绝对是今年最值得一看的电视剧。
(5星)	让人思考的电视~方头狮子程又青。
(4星)	刚开始的喜欢李大仁，但是清醒之后，我明白，如果我注定不是程又青，何必让我遇见李大仁
(4星)	从第五集后，李大仁的话，句句戳心！！！
(4星)	后面的剧情稍显拖沓
(5星)	李大仁和程又青才是我们的现实，丁力威根本不配，林越来越漂漂了
(5星)	人人都想要个李大仁，都想是那个程又青。但是人人都怕遇到别人的李大仁，爱着他们的程又青。好了，我看完了··
(5星)	李大仁好深情~~可惜程又青一直被蒙在鼓里~~
(5星)	呜呜呜呜李大仁
(NA)	不能拥有的一切，其实早已有命中注定的主人，在某个moment，他们终会相遇。
(5星)	身边要是有个「李大仁」就好呢 (╯3╰)
(3星)	青梅竹马，不是竹马煮了青梅，就是青梅弃了竹马。
(5星)	女一太魅力，男二弱爆了
(4星)	突然希望有个像李大仁这样的“好朋友”，随时随地把你挂在心上，一个看清看透你，却又一直努力地在默默守护你的人。
(NA)	好看
(5星)	这真的是我看过评分最高的电视剧了，9.3。。。
(5星)	我想写一篇长长的影评来总结我对这部剧的百感交集
(5星)	期待
(5星)	程又青希望李大仁可以永远在自己身边，不管是做朋友还是爱人。如果所有的朋友在经过了爱情交往之后仍然可以保留友谊，李大仁是不是也就不会拧巴这么久了~ 
(5星)	非常不错，年度最爱的剧
(5星)	五星是给第13集的呦~
(3星)	评价这么高？你们看过九局下二出局么?
(5星)	错过一点却已错过太多。。。
(5星)	一反以往台剧的各种矫揉造作有电影的赶脚 相较于其他台剧 the best ever!
(5星)	这个故事还是告诉我们男女之间没有纯友谊。不过比一般的偶像剧还是深刻点，蛮小清新的
(5星)	挺不错的，让自己觉得自己也老了。。但是只需要一个男人就好，像女主角那样活着，太累了
(5星)	编剧 剪辑 导演 都很好 从前不喜欢的演员 现在看来是实力派
(5星)	就算是普通人，也总是需要那样一个忠实的fans，来成就独一无二的人生。所谓情人眼里出西施，自然是因为姑娘都梦想要成为西施。于是她们要找的，并不是所谓另一半，而是人生最辉煌的舞台。
(5星)	我觉得有史以来最好看的一部台剧，颠覆了以往王子与灰姑娘的脑残剧情套路。里面无论是男女主角、老配角、场景设置、道具、音乐等等非常多的元素都选得很好！赞赞赞！！！
(5星)	四星半吧，男二突然转变有点扯，男女主真走在一起的感觉还是有点怪
(4星)	很久没有看到这么有意思的台湾连续剧了。演员都不错。
(5星)	当之无愧的五星
(5星)	超久没看偶像剧了~~很喜欢~~~都忘记什么时候开始喜欢陈柏霖的了~应该是年轻时候的事了~~初老了。。。 
