http://movie.douban.com/subject/5908504/	我的如意狼君
(5星)	 哎 啊有意思 明明只是一刀 又没捅到心脏 及时去医院不就没这么多事了嘛 这编剧想搞成悲剧也别设计成这么脑残的死因啊 太没有说服力了 这么好看的电视剧就不能给个happy ending嘛！            
(3星)	 男主一心求死不容易            
(5星)	 如果徐芯不是牛奶糖，是不是等不到佟本善。。。烂结局啊！！！没见过真么烂的结局啊！！！！！！            
(4星)	 所谓的债都是要还的~~结局其实在意料之外，情理之内~当一切都太顺利的时候，不安的威胁其实越来越近了~            
(4星)	 徐芯的个性真让人喜欢。结局理解不能，请换一个结局会更好些            
(3星)	 我觉得前面好看一些，后面有点烂俗了，结局也很讨厌，虽然也差不多猜到是这样了            
(2星)	 韩版《坏男人》的相关版。。。就是男猪脚比较对我口，所以看了一下午TTT            
(3星)	 报仇的人生谁肯给安个好结局，美国人就会整成心理变态，中国人就是不报不行，死了也要报。new点是失忆后当第二人生，这样我们就相遇很多世了。。TAT            
(2星)	 21集未完给的评价，只能说这狗血洒得一点技术含量都没有，若不是黄浩然这张还算清新的面孔，是看不下去的~~不是说女主角脸太大，只是这也比男主大太多了吧~~~剧情不想多说~脑残~像我这样竟然把它看完的更是脑残加手贱            
(4星)	 妹啊，坑爹的结局！！！啊！！！            
(5星)	 看了那么多年TVB，觉得近几年越来越差了，实在让人看不下去。可这部，没什么TVB大牌，但真心喜欢，之前就觉得黄浩然不错，一直演着男配，这部里给人很有感觉，演出了那种有故事历经沧桑的感觉。现在每天追，虽然看到13集觉得剧情开始有那么点点牵强了，但还是非常不错的。至少俺看的哭了好几次            
(5星)	 结局太鸡血了！！            
(3星)	 结局烂透了！            
(4星)	 喜欢，但，不应该看最后一集。。。。T^T            
(3星)	 本来觉得一直挺好的，就败在结局了。            
(4星)	 下一世见。            
(3星)	 就这样，一般般吧，但是片名是在太“标题党”了~            
(5星)	 超级好看，绝逼好看。。。。。            
(4星)	 有佟本善就有奇迹。下一世见。            
(5星)	 重逢之后又是分离。。那又何苦再相见呢？            
(3星)	 哎哟黄浩然假情假意追妹子可帅啦~~&gt;/////&lt;结局让男主浮夸地在街头摸爬滚打是闹哪样？！！高家大小姐真好看~            
(3星)	 结局我已经无力吐槽 佟本善这种身上中刀 蠕动一天都要去河边 死都要上船的精神 把我感动了 2012 是真的来了            
(3星)	 竟然是杯具            
(3星)	 周丽淇黄浩然的演技没到火候，有些微妙的戏处理得平凡，浪费了设计。            
(5星)	 千万不要被雷人的片名所吓倒。剧情一点不雷。而且居然不是大团圆的结局。。。男猪的死让我唏嘘不已。。。真是让人战栗的悲剧啊。            
(5星)	 我觉得比TVB好多年度大剧好看多了。剧本很好看。演员也很到位。靠！大结局是什么玩意。            
(5星)	 很多人求不了一生一世，而我們可以有兩世……下世見。這樣的結局，足矣。            
(4星)	 最后。。。。。哎。。            
(NA)	 复仇什么的我喜欢．．．谈朋友什么的就．．．太．．．            
(4星)	 八百年不看港剧！还弄个这结局！剑雄哥又苦逼了！            
(3星)	 结局太坑爹了。。            
(3星)	 乍看很狗血的片名，可是添哥的制作岂会让人失望？故事不错，黄浩然戏路广了，当男主了，但我依然怀念新扎师妹的剑雄哥~~Niki的演技怎么看都是一样，她那像哪咤的发型让我吐槽无力……不过整个人也不讨厌啦~~~TVB的民初街那叫一个假，节省成本影响观感。结局很白痴狗血荒谬，烂尾了            
(4星)	 怎么是悲剧            
(3星)	 不愛民國劇            
(4星)	 结局怎么这样啊            
(3星)	 周丽淇很清新……这部剧是个悲剧，但是开头那几集很好看，很温馨的感觉。也很喜欢这个时代的fashion！！            
(4星)	 实在看不下去结局。不看之。            
(4星)	 为了女一看的，到最后最爱的竟然都是女二的戏份......            
(5星)	 印象深刻            
(NA)	 鬼扯的大结局            
(4星)	 黄浩然演这种腹黑男好帅。。。。。。。。。。结局比较坑爹。            
(4星)	 前面20集都好看，故事跌宕紧凑，看得我都一直紧皱眉头跟着咬牙切齿。可是为嘛要来21集啊？！自寻死路非要不团圆，想不通啊接受无能啊！！！以及，李浩帮牛奶糖松开眉头的动作，分明就是金洙元对吉罗琳的经典动作啊，穿越感十足啊有木有！！！            
(2星)	 就为了打破传统结局吗？！呃……可这个结局也不咋的啊~~            
(4星)	 和韩剧坏男人的故事相似度挺高嘛。            
(NA)	 近段时间看得有点意思的香港电视剧            
(3星)	 最后一集真是败笔，本事哥你受伤不赶紧去医院一直在地上爬啊爬啊是闹哪样？！            
(3星)	 看不看最后两集都知道结局是什么了。。其实还蛮好看的。。            
(4星)	 TVB还是放弃走美剧路子，多搞点这种传统种目吧。            
(4星)	 港版韩国《坏男人》            
(3星)	 天涯上传说的好看，我就看了。结果掀帘一看，原来是腹黑男和励志女的爱情故事，黄浩然虽然帅，但真心感觉他老了啊。故事虽老套，但至少不是惨不忍睹，打发时间可看。            
(4星)	 结局太唔似tvb了= =            
(3星)	 有那个力气跑去码头，跑去医院早就救回来啦，真是吐槽无力。            
(4星)	 结局太牵强了            
(3星)	 这个season新剧里面可以看看的，其他的就算了            
(5星)	 整个概念模仿了韩剧《坏男人》，但还是有港剧的特色在里面的，演员也都很卖力，周丽淇一如既往地入戏，黄同学的美男计还行，就是缺了点气场。看了结局，还是决定给五星。            
(5星)	 姚子羚开始漂亮了 曹永廉的哥哥演的很到位 大结局狗血失望            
(4星)	 想到了千谎百计，我当真喜欢这类片            
(3星)	 这什么结局嘛。。。我情愿把20集当结局。。。            
(4星)	 无法抵御nikki，仲要加埋黄浩然添~~~~            
(4星)	 结局太坑爹            
(3星)	 打发时间还可以            
(4星)	 没有最后两集,我可以给5星的            
(4星)	 本事哥!!!!!            
(5星)	 感人之作！！！！            
(3星)	 最后一集是凑集数吗！！！！            
(3星)	 黄浩然能不能再突破点。。            
(3星)	 喜欢姚子羚啊！结局狗血直接扣掉一颗星！            
(3星)	 爱黄浩然……但那是这是什么狗屁结局…………            
(4星)	 尼瑪的，結局也太坑爹了，硬生生因此給少一顆星。。。。。。            
(4星)	 结局你能不能不要这么狗血！！！！！！！！！！！！！！！！！            
(4星)	 复仇剧，所谓的命运，很多时候都是因为自己心中的放不下而引起的。很喜欢牛奶糖和李浩的爱情，可惜最后没有在一起……剧很好看~            
(4星)	 还行吧。            
(4星)	 给4星，扣除的1星，单纯因为结局。            
(3星)	 剧情还是狗血了。不过胜在有些小清新气息~给3星半。            
(3星)	 7.3 为悲剧而悲剧...            
(4星)	 不错哦            
(4星)	 仇恨，爱情，勾动着一个人生存的意志，或许有的人无辜，或许有的人活该，只是在混乱的人生中说不清什么是应该或不应该......            
(4星)	 烂尾            
(5星)	 五星的原因有三。1，主题曲甚美，悦耳动听。2，剧情很靠谱，演员中规中矩外有时候会有惊喜。3，结局没有流于俗套，没有像TVB一贯作风，失踪/受伤的男女主角会再最终突然出现，就这样戛然而止，拿捏准确。            
(3星)	 爱情阴谋论！            
(4星)	 周丽淇还是相当喜欢的，故事还是很拖沓的，结局真不好，“下一世见”？我只想要这一世，今世~            
(4星)	 其后若相见，可认出声线。唔其实高尔乔好可怜。——话说黄浩然有个我很爱的本事：演男一演着演着就成了男二了，演男二演着演着就成男配了。。这部戏他居然没有被抢戏。。真是个奇迹。。。            
(4星)	 李添胜的民国剧没得说！虽然黄浩然，你演什么我都想起剑雄哥，哈哈哈！谁说结局不好的！在我看来，结局太好了，高尔乔做得好!            
(5星)	 男人要是骗起人来，太可怕了……            
(4星)	 这两人看着还挺般配，周丽淇气质，不过女人真是经不住岁月蹉跎啊，有点皱纹了结局烂尾太坑爹太侮辱观众智商了            
(4星)	 大结局有点狗血            
(4星)	 雖然不是很喜歡民國劇，但是李添勝出品，應該都還不錯吧。。至少劇情目前看起來還是流暢，也沒有特別的囧點。。只是高夫人真的太狠了~~還有，為何兩兄妹，總是妹妹比較成才？...坑爹的結局，還是happy ending好。            
(4星)	 我就是喜歡男女主角相互折磨啊，折磨完了就沒看點了，而且結局好夢幻            
(4星)	 TVB难得一见的小清新，主题曲真好听~~~            
(3星)	 感觉还行            
(4星)	 至爱腹黑男啊 。喜欢喜欢 。            
(5星)	 我认为，这是2011最好看的TVB剧。这就是佟本善的奇迹。            
(NA)	 姚子羚难道真的要上位了么……            
(5星)	 。。。。不仅是这个，，，各方面都很与时俱进啊。。。。。。。。。终于看完拉            
(4星)	 开头开的无比美好，复仇复杂程度一般，难得的是久违的TVB风格的偶像剧味道，我只会把20集当做大结局，让那凌乱的21集去吧。。。。            
(3星)	 21集之前4颗星，21集1颗星，平均只能给3颗星了。            
(5星)	 不懂为什么分数这么低。。。            
(5星)	 令人惋惜的结局             
(4星)	 低调的好剧，结局有点坑爹。。其实我蛮萌尔乔和本善这一对的，看起来很有爱啊            
(3星)	 剧情像是韩剧 坏男人            
(3星)	 抄韩剧《坏男人》。 黄浩然很入戏，周丽淇一般。配角D戏都好好。            
(3星)	 被狼字诱惑 可是其实还好 尤其竟然是悲剧。。。            
(4星)	 想看大团圆结局…            
(3星)	 结尾实在让人难以理解            
(4星)	 还不错看么，niki哭起来可真美，黄浩然本来也待见，腹黑什么的也是我的菜，追了。【追完结局，尼玛啊，悲成这样是要闹哪样啊，亲，团团圆圆不是很好，还得我新年第一天郁闷！！！】            
(4星)	 我只看今生，来世见有个毛用啊！            
(5星)	 我宁愿，故事落入俗套，前两世他们太苦，第三世，一定要做个平常夫妻            
(3星)	 拿掉最后一集就4星，加上就1星。恕我睇不明，太老鼠屎了吧！！蛮好的一部剧，最后要不要为了悲剧而悲剧啊，各种剧情漏洞直接把我从共鸣中弹出            
(3星)	 卡司比較中意 不過周麗淇的hairstyle好囧 劇設不是很吸引我 暫且擱置            
(4星)	 片头曲真好听啊。黄浩然驾驭男主的功力愈发娴熟了~            
(5星)	 黄浩然你终于熬出头了！            
(4星)	 蛮喜欢的。周丽淇的感觉很温暖，故事也注定了很凄美。。。            
(4星)	 其实还是挺好看的，但是剧情实在是太像《坏男人》了。姚子玲真的需要表扬，演技好好多。            
(3星)	 完全的言情小说...男猪幼年受创伤+各种苦逼的成长+回来复仇+青梅竹马+女猪失忆+完美男二+豪门争产............吧啦吧啦...全元素            
(2星)	 还没到悲情戏已经苦大仇深了。。。。            
(NA)	 刚看时：黄浩然要回到《情陷夜中环》的水准了么，好激动≧▽≦；看完时：宁愿男主像《情陷夜中环》那样，像《火蝴蝶》最后给留一线生机也好啊555            
(3星)	 小言就应该有小言的样子，整啥BE啊            
(4星)	 终不是以大团圆结尾            
(4星)	 结局的确刻意了点。但不得不说，这样比较美。“下一世见。”还有，主题曲真的很好听。            
(5星)	 为什么会是这样的结局  李浩和牛奶糖还是没有在一起呢            
(4星)	 不喜欢结局啊             
(4星)	 點解結局會係咁咖…………TAT            
(5星)	 TVB年度最佳~有HLL的撒狗血，有折磨死人的虐恋情深，还有朦朦胧胧的基情。。。。无数次感动，几度落泪，不是老娘老了，是真的拍得很好~~            
(4星)	 结局不合逻辑，为虐而虐，看得人心酸。但总体而言仍不失为一部好剧。            
(4星)	 还挺处心积虑的 这就是传说中的一个愿打一个愿挨            
(4星)	 所谓因果循环，敌不过宿命，不过，总觉得最后这个悲剧有点刻意啊            
(5星)	 我噻，钟绍图！！！！！！！！！！            
(4星)	 我是真的很喜欢黄浩然啊。            
(3星)	 酱油妹不愧是打酱油的。。            
(4星)	 为嘛我觉得周丽淇和陈敏之长这么像啊...怎么又是悲剧啊！！！            
(4星)	 好喜欢 求续集            
(4星)	 这部剧只有20集！！！            
(3星)	 結局扣掉一整顆星，想煽情煽過頭了。前面都還算不錯吧！            
(4星)	 TVB终于有了几张不让人生腻的面孔。非常不喜欢的结尾。            
(NA)	 苏了黄浩然穿大衣的小蛮腰这种事怎么可以随便说////////            
(4星)	 好看…可是结局好虐心…黄浩然终于昂起来了…            
(4星)	 呜呜 为什么会是悲剧。。。。            
(4星)	 不复仇还好            
(4星)	 因为结尾是个悲剧，于是我要扣掉一颗星！干嘛要让佟本善死嘛~说的没错，后面高尔乔杀他的那段，完全可以忽略不拍的嘛~要让牛奶糖和李浩下一世见，这虐不虐啊！！！N妹真心演得好啊，哭戏又让我想到了凌加恩呀~黄浩然真帅~            
(4星)	 21完            
(5星)	 好好的一部剧被坑爹的结局给毁了。减半颗星。            
(4星)	 老套，哈哈            
(3星)	 本来可以加一颗星的，结果又被结局毁了……            
(3星)	 牛奶糖            
(4星)	 佟本善哪能西特了。。十年之约。。啧啧            
(4星)	 剧情意外的好，虐虐更健康            
(4星)	 本来三星的，另外一星给主题曲~~~            
(3星)	 看看非TVB当家小生花旦演的怎么样吧。虽然非一线演员，但是看到最后好不错，就是每次出现小朋友的场景是在受不了，啦啦啦啦啦啦啦的，还拍手，为什么非得把童年排成空中楼阁不是现实中的样子呢，非要表现出小朋友的纯真与可爱吗，看上去像脑残。。结局故意不弄成大团圆的            
(2星)	 尼玛结局假的都不想评价了哦。狗尾续貂噢。            
(3星)	 不是说悲剧的结局不好，而是悲剧的结局搞得这么没逻辑，太脑残了，好好的一部片子被结局给弄残了            
(4星)	 忽略大结局            
(3星)	 一如既往地烂尾。            
(3星)	 感觉一般  就是配曲有一些和天与地一样   太尼玛惨了            
(4星)	 如果不是看过‘坏男人’此剧或许评分会高出一点点，就拿二十集做结局好了，结尾有那么点虐。            
(4星)	 黃浩然適合這樣的戲。后半不如前半，大結局太狗血。            
(3星)	 尼玛  编剧大人你是不是脑子有并病啊 什么三生三世啊 人家就是要一生一世 这辈子才是最重要的好不好 &gt; &lt; 难道说您老要拍我的如意狼君2？？？？            
(4星)	 冲着主角来看的... ^^            
(3星)	 因为这首歌  给5星  但是 看完之后 只能掉到2颗了。。。搞不懂为啥要21集，，，            
(5星)	 剧情相对于《巾帼枭雄》的话 还是算平淡一些 没有大气大落 大快人心的情节 但是就是简单平凡的爱情故事 但是越简单越细腻的东西 越容易打动人 只是结局太悲哀 李浩最终都没有跟牛奶糖一起             
(4星)	 这名字不错            
(4星)	 又是一部除了结局其他都很好的剧，tvb最近到底有多少剧烂在了结尾上            
(3星)	 烂尾            
(3星)	 小清新周丽淇，苦逼黄浩然配乐不错            
(5星)	 01 - 19 停留在最美好的地方吧。。            
(NA)	 1            
(4星)	 剧情挺好；阵容欠缺；结尾太弱。            
(5星)	 不管剧在咋样，有Niki我就一定看            
(5星)	 NIKI演的好自然            
(5星)	 比台庆剧好看多了            
(3星)	 总算开播了~~            
