http://movie.douban.com/subject/5395263/	男人帮
(3星)	 三个娘们啊            
(5星)	 挺有人味的!            
(5星)	 轻松明了节奏快            
(5星)	 除了王珞丹的角色不讨好。。。            
(3星)	 情感问题指南            
(4星)	None
(4星)	 这算是怎样的一个结局，究竟是结束还是开始。没人知道也没法知道。我想我终究是不懂爱情，不懂爱情中的是与非错与对 我知道的是，已经抓在手里的 就别轻易放弃。            
(4星)	 笑一笑也挺好，不过阿千的演技太差，其次是孙红雷，除了黄磊对型外，其他两个，只能说挑演员的导演是个白痴            
(5星)	 好喜欢。            
(1星)	 一直觉得赵宝刚的电视剧那么受一部分人追捧就是因为耍！贫！嘴！不好好过日子天天卖萌你以为好日子是你们吵吵架拌拌嘴说几句网上流行的搞笑台词过出来的啊。。还有王珞丹你能不能不演傻大姐了我看着累得慌啊！！！！            
(4星)	None
(1星)	 弱智。            
(1星)	 烂而再烂之红雷出品。            
(4星)	 阿千不错            
(5星)	 有愛、養眼、宅、萌、基、腐，中老年以下給差評的腦袋都給驢踢了。            
(3星)	 比想象中差很多，孙红雷这个形象我可是接受不了，黄磊还不错，延续一贯的风格。不过这故事中的爱情都挺奇怪的，个人表示不能理解。            
(4星)	 看到第七集，觉得看不下去了……//还是看完了 = =            
(5星)	 爱情里的困惑            
(3星)	 广告拍的真好。            
(4星)	 男人帮就是文艺男青年的YY            
(2星)	 看不下去，不看了            
(NA)	 狗屁结局，放什么东西！            
(3星)	 没多大意思            
(NA)	 如果生活都能像这样，在错误的结局中盛开一朵美好的的花朵，那该多好            
(4星)	None
(1星)	 实在很无聊，就看了一集。我看男人帮不应该叫男人帮应该叫男人装。太装B了。。一群老男人，老女人还卖萌。。看不下去了。。            
(5星)	 逐情男女，各自徒劳奔波            
(4星)	 因为生活太无聊，所以看到稍微逗乐的片子都会耐着性子看下去，孙红雷扮演文艺青年，看着压力很大。            
(4星)	 很久没看一部电视剧hold不住了，初老症，看去吧就！            
(3星)	 看不完，主要是看不下去了。。。            
(3星)	 还好            
(4星)	 台词在理            
(3星)	 双结局...            
(5星)	 剧本真好，最后我哭了            
(2星)	 在电视上三三两两的看了 说什么男人的“欲望都市” 跟美剧的差距还是那么大 不过这么多年过去 俞飞鸿每次都那么惊艳。。。            
(3星)	 孙红雷=败笔            
(4星)	 挺搞的~~  有很多经典名言啊~            
(4星)	 还行吧。。。。电视剧啊电视剧            
(4星)	 爱看，有意思，但因为过火的广告果断弃剧了            
(4星)	 俞飞鸿也有哎!!!!!!!!            
(5星)	 太现实了，城市里的爱情演绎得面面俱到            
(1星)	 中国人的生活还没好到能像电视里描绘的那样，跟欲望都市差远了，生活水准不一样，看了几集，确定一点，我越来越讨厌王珞丹，让我想起一个认识的超级矫情的人，哎。            
(4星)	 不见得有多不俗 但是很多话确实挺经典的 能顿悟一些东西            
(4星)	 虽然顾小白很矫情，莫小闵的大脑门总是让我忘记看她的脸，但罗书全的后知后觉、懦弱还是挺有意思的！这种悲剧后重演大团圆结局还是很有赵导风格啊，往往悲剧是从一件是开始的，然后就一发不可收拾，直到失去一切。不过，人生不是电视剧，并不是所有男人都这样！            
(3星)	 开始还行，越看越显得冗长拖沓            
(3星)	 啰啰嗦嗦            
(5星)	 植入广告可以 但可不可以高明一点点 。。。            
(4星)	 减到20集就更好了- -            
(NA)	None
(4星)	 有点是自己找虐的感觉。。。            
(4星)	 说实话··没有我期待中那么好··毕竟比较的是奋斗··之类的···但是··看完之后··有一种说不出的感觉··是对上面讲述的·友情··爱情··还是什么的产生了共鸣··我说不出来··但是那几个男人··女人中微妙的关系··让我有所思考            
(1星)	 作弊做掉            
(4星)	 虽然有些卖萌，但是演技说明一切，是不是最后都逃不开大家欢喜的大结局。但是人生总是喜剧开始，悲剧收尾的啊，有时候。            
(NA)	 远不及传说。。            
(4星)	 还蛮搞笑的···结局不太满意            
(4星)	 看男人逗贫呗 ！            
(NA)	 神经兮兮秀台词。是赵宝刚的风格。可是为什么每次看到黄磊都想到的是 “许小宁”“许小宁”and“许小宁”= =剧集是一段压缩饼干讲道理一段黄桃罐头水无比。  只看了几集。            
(4星)	 更喜欢第一个结局            
(4星)	 为了第一个镜头的，一帘白日幽梦， 加分， 哈哈            
(3星)	 一帮还不错的演员 拍出了一步挺烂的剧 他们的爱情都来的莫名其妙的 或者 大家都是一见钟情吧 不过 很喜欢这个剧结尾的方式 有一个略带伤感的现实 也有happy ending  生活就是这样矛盾吧             
(NA)	 挺搞笑的，别纠结在细节上了，只是电视剧而已            
(NA)	 王珞丹演的真做作，又不美            
(4星)	 严重喜欢第一个结局            
(1星)	 孙红雷装嫩真是惊为天人。。。看了半集撑不住了。这台词写的也够坑爹啊。            
(4星)	 朋友看完说我的性格像莫小闵-_-|||  不过看到她跟小白恋爱的时候 我确实想到了原来的自己 看着看着就流泪了 /(ㄒoㄒ)/~~            
(5星)	 就是觉得挺现实的，有一些东西是我们能够感受到的，确实存在我们身边，不是逃避就能解决的，引人思考            
(NA)	 因为宣传明星多才看的，没看完，没劲            
(3星)	 孙红雷担起了男版Carrie的重任，Charlotte则由黄磊搞定了，Samantha和Mirranda则被一个不认识的脸一人搞定了。            
(1星)	 做作的要命             
(2星)	 对白很文艺，剧情很傻逼。。。脱离现实太离谱            
(NA)	 8月10日，建了个叫男人帮的群，全是大学兄弟。。不想这么巧，同名的电视剧出来了，好吧。不看不行了            
(5星)	 怎么感觉还没有开始就要结束呢，很喜欢孙红雷，大哥多拍好电视剧啊。。很喜剧，很喜欢            
(3星)	 神神叨叨碎碎念 图个乐呵呗            
(3星)	 真心无聊！完全看不下去。。。。。。。。。。。。            
(3星)	 和老公每晚都在看的电视。要不然就得各玩各的。 那更没意思了。还是喜欢皆大欢喜的结局。咩            
(1星)	 我愿化身石桥，受五百年风吹，五百年日晒，五百年雨淋，求姚老师别在C到和孙老师搭戏。            
(4星)	 赵导的风格  赤裸裸的现实  可能电视太直白了              
(4星)	 其实这是部很不错的剖析现代男女的片子，只是真的太高端了。没有房贷没有车贷，整天在外滩喝咖啡下西餐馆子，说教的一切都是纸上谈兵站着说话不腰疼的主。生活不是这样的，至少大多数人都不是这样的，大家还在想着怎么买房怎么对付丈母娘。不是谁都能自己在外头不用管自己的爸妈的。少一星就是这个原因            
(2星)	 我一般对电视剧也不置可否，因为基本不看。这回，抱着批判的心态看了二十集《男人帮》。只能说，猪脚的名字起得真好——罗书全，顾小白，左永帮，《男人帮》据说是帮男人解决生活感情的困惑的，好嘛，“全白帮”！不仅帮不了男人，还会置他们于死地，那点儿花花肠子都画出来了。咄，看你们往哪儿跑！            
(3星)	 当个诡异的片子来看吧，我只想说里面的男人都很2            
(2星)	 实在无法忍受艾米这个臭傻逼 怎么这么丑 它那个嘴 看到又不能抽她的感觉有多痛苦！！！！！！！！！这也可以当演员 去死干净好嘛            
(4星)	 一集讲一个故事，前半部广告真是TMD的多，后半部正常了也精彩了。编剧的功底很好，其实整个故事在29集应该结束，这才有点残酷现实的味道。可惜最后估计制片方还是观众方一定要大圆满剧情，你看这不是扯淡么。。。不过话说回来我看到里面friends的桥段还是有一些的，不过比爱情公寓里的少            
(1星)	 没有任何深度和逻辑，每个人演员都在不停的装逼，也没有自己角色的性格特点。所做的事情所做的话完全和自己的角色毫不相干，整天瞎折腾。非常非常失败。            
(3星)	 神搓搓            
(5星)	 文艺清新~            
(NA)	 文艺男青你上不起            
(3星)	 赵宝刚越来越不行了            
(3星)	 赵宝刚的又一都市童话都市武侠            
(4星)	 我是个俗人，所以喜欢最后那个恶俗的大团圆结局。            
(4星)	 除了有点像“一群有钱人的游戏”这一点= =            
(3星)	 这是一部男人们在不断装傻犯贱的电视剧吗？            
(5星)	 生活中你可能是顾小白，罗书全，左永邦的结合体            
(3星)	None
(4星)	 顾小白怎么能这么好玩！！！            
(5星)	 可以看到 生活的影子            
(3星)	 看过Sex and the city之后看此剧，不知从何处吐槽起……台词么，呃，感觉好2……            
(4星)	 东方卫视马上就演完了，一部爱情教育片，好看！            
(4星)	 戏里面的每一个场景餐馆咖啡店都是我经常路过or去过的地方。最喜欢的是阿千，米琪，潇潇，顾小白的大衣高领毛衣各种围巾。NO14 小闵结尾告白 实战mark.             
(1星)	 说话能再作点吗！！！孙红雷能再娘点吗！！！剧情能再狗血点吗！！！尼玛的！！            
(4星)	 我是个俗人 就喜欢HE             
(3星)	 三分之一的剧集很有意思，下班之余看起来很放松，我还是比较喜欢孙红雷要死不活的表演方式，很戏剧化。            
(3星)	 那个配乐，真的是业余，明明是秀台词的桥段，非要放抒情的曲子。这电视剧成本多少？            
(1星)	 装B版的欲望都市 永远只能是穿着围巾打着广告 SUCKs 像屎一样            
(4星)	 有时候有些话讲的挺到位的            
(3星)	 本来是冲着孙红雷和王子文去的 没想到里面最喜欢的是冯丹滢            
(5星)	 看了男人帮后，我得多出多少褶皱啊！太逗了，也太有哲理了，永远支持孙红雷，支持雷哥！            
(5星)	 挺现实挺实话的一部剧            
(5星)	 很多台词让人深思 孙红雷的演技还是很好 黄磊在里面也不错 但是觉得汪俊给我一种娘的感觉...            
(5星)	 大有获益匪浅之感，哪些吐槽的人，好好想一想里面教你得一些道理，一些技巧。。。            
(3星)	 进度很快，完全感觉不到恋爱的那种氛围啊....=-= 感觉就是讲大道理            
(4星)	 好科教的片子~            
(3星)	 有情感 但是不生活            
(4星)	 三个男的，绝对算得上是有钱人了，外滩，陆家嘴，高档咖啡厅，好车，动不动就去豪华餐厅，而且在上海，感觉像富二代            
(4星)	 难得的连续剧。            
(3星)	 EP02，弃，呵呵            
(4星)	 很犀利的言辞，接近现实与乌托邦之间，夸张了那些画面            
(5星)	 笑点很多！            
(2星)	 贫嘴和广告是要有限度的            
(2星)	 剧情七拼八凑，对白不知所云，演技麻木生涩，看得我云山雾罩，跟吃了迷药似的。这是赵宝刚没睡醒瞎拍着玩的吧            
(4星)	 唤醒广大女同胞们。包括我。。。            
(4星)	 我们活在这个世界上 每一年 每一天 每一个小时 都在成长 我们不知道下一秒会发生什么 也不知道把上一秒放在哪里 有一些东西我们盼不到 有一些事情我们回不去 但每次想到你带给我的变化 我就充满感激 我想起你 就是想到现在变得更好的自己 这样的自己是你到给我的 你还好吗 我很想问问你 有时候我会没有            
(4星)	 青春過後想把自己的青春寫成故事，但是當你在看別人的故事裏看到自己青春的故事時，你才發現原來那時的自己是多麼的混賬與任性！！            
(5星)	 很好，言词很犀利，绝对是生活经验的一种积累。            
(5星)	 蛮好的            
(4星)	 30集2天看完，还可以。            
(4星)	None
(3星)	 特别喜欢阿千和艾米，特别是阿千，剧情有点绵长，王珞丹没意思。            
(2星)	 无聊             
(4星)	 男人和女人            
(3星)	 妈咪在看 跟着看了一点点 女人很好看 男人很迷人 但是剧本身也就那样了            
(3星)	 为了王珞丹和姚笛而看的，但是说实话，确实很无聊 。。。。             
(NA)	 最近的国剧怎么就走台词搞笑路线呢 还这么多植入广告            
(2星)	 难看。。。孙红雷演的像个神经病。。            
(5星)	 给男人看的，更是给女人看的            
(2星)	 对白做作、剧情生硬，看了三集，有点浪费生命。            
(4星)	 游离于爱情与时尚的边沿……            
(3星)	 本来给4星 尼玛满电视剧的植入广告 -1            
(5星)	 笑到抽 哇哇哭 八百年不看国产电视剧 看一次竟让我如此“抽” 。。。            
(2星)	 王珞丹等演员的表演做作无味，虽然片子文艺且话题都很贴切现在，但是我觉得还是没什么意思            
(4星)	 終於看完了。。            
(3星)	 男版欲望都市，就是各种爱情形式，异地恋、姐弟恋、同性恋、等等等。。。            
(5星)	 满集的olay和特仑苏！！！            
(4星)	 因为有孙红雷所以才看，不过比想象的给了自己更多惊喜。最后两集还是很有味道的。            
(3星)	 看了几集，发觉除了“贫”没啥意思，几个不务正业的男人，在女朋友问题上瞎折腾。            
(2星)	 拖沓，但算治愈            
(2星)	 看不下去，除了黄磊            
(3星)	 虎头蛇尾的感觉，后面不好看~            
(2星)	 植入了多少软广告，一群神经质，想不通孙红雷会接这种片子。。PS我越来越喜欢姚笛了..            
(4星)	 孙红雷造型太丑了，松垮牛仔裤后面一片菊花灿烂            
(5星)	 有点意思            
(4星)	 我就是感动             
(1星)	 看了三集，弃了。麻痹，就是一个加长版混合大广告            
(2星)	 没忍心看下去 哪里好看了            
(1星)	 这么烂的电视剧还不能不看，强迫症啊强迫症。。。            
(2星)	None
(5星)	 珊莉：能守住自己最初的那份爱，并且一直守下去。爱护他，不离不弃，那才是最难的，也是最应该做的。            
(3星)	 这片儿会红的            
(4星)	 太逗了！            
(3星)	 我喜欢里面的植入广告 特别是在京东仓库看到莫小闵的各种男朋友  虽然一些道理那么刻意 但是疯言疯语的还是让人接受的 最后的结局也给了两个 我喜欢第二个 但是我从来没想过第一个 我觉得我是那么的片面啊 有机会就好好爱吧 木有 看着电视剧就好了            
(2星)	 一群60后70初的老男人都非得跟80后谈恋爱，差了十几岁，都能叫叔叔了。让你尽搞老少配，恶心！祝死编剧生女儿必嫁猥琐老头子！            
(4星)	 我对潜伏无动于衷，不过这回是真爱上了阴阳怪气的雷哥。做么，有点，不过我理解为剧情需要，越到后面越好看，看了1集就放弃爱情公寓的人当然桑不起，其他人值得一看，特别是男人。女人也可以，不过看了后对男人的招数就太熟悉了，容易对生活失去兴趣。            
(3星)	 这世上原来都是低智商的。。            
(2星)	 各种贫，装！            
(5星)	 感觉好多骂的人，是那种 好似 被揭了伤疤的“泼妇” ，在大街上骂街，以此来掩饰尴尬和不安。。。。。。            
(4星)	 少见的生活喜剧！！！！！很精彩！            
(2星)	 就是扯淡~~~            
(3星)	 谁要告诉我精髓在哪 我就直接看最后一集了好不好啊……            
(5星)	 特别喜欢赵宝刚的电视剧，特别温馨，幽默，而又深刻~孙红雷的旁白特别有味儿，喜欢黄磊的傻乎乎的可爱，，哈利波特的造型很适合他，阿千长的像全智贤，，最后出现的珊利是个亮点~喜欢她最后跟孙红雷分手时的说的话，特知性~            
(3星)	 挺贴合中国实情的喜剧，当然和欲望都市之类的美剧相比节奏时有迟滞，还是需要拖拽才能看得下去            
(3星)	 一笑而过。            
(2星)	 本来觉得赵宝刚的片子还是比较有保障的，这部又打着男版欲望都市的旗号，结果看了一点觉得实在不怎么样，可能每个人角度不同吧，反正给我的感觉就是想走高雅和玩儿语言艺术，但结果就是台词都是垃圾一般的废话~            
(4星)	 结局有点坑爹。。。            
(4星)	 happy 一下。            
(2星)	 看了3集，剧情有些扯，貌似导演想把该剧打造成很搞笑很有哲理的爱情圣经，但是不是太冷就是神经兮兮太做作，最让人崩溃的就是他在剧中N次重复告诉我360杀毒很好用！            
(4星)	 开始看觉着很欢乐^-^   中途一度不想继续看下去   结局还是让我感动了一把            
(3星)	 兩性話題的電視電影， 大都會用女性的角度來做切入點， 因為女性天生的敏感和細膩， 但是《男人幫》 很大膽的從男性的角度來討論兩性話題， 當然它也不可免俗的把男主角設定成為一個編劇， 一個心思也許比女人更細膩而且敏感的男性，於是野葛男主角配了兩個配角， 理論上來說他們的觀點才是更切實際的~            
(2星)	 够了！            
(4星)	 这个剧除了有些广告实在太硬了，起它的都还挺好的            
(3星)	 正看。很搞笑啊。            
(1星)	 真心看不下去了，奔着黄磊去的啊我！整个剧本就是在搬弄俗得不能再俗的人森道理，一套狗屁不通，神经兮兮的!真心不待见王珞丹，丫就只能留齐刘海!太乡村了。。。            
(5星)	 男人女人都该看的电视剧!            
(1星)	 你把观众当弱智啊。现在的导演有了钱就瞎拍烂片。越来越烂。            
(1星)	 白痴一般的装傻卖萌S            
(5星)	 有黄磊就力挺啊  黄老师不仅课讲的好，电视剧任务演的也帮！            
(2星)	 童佳倩一出来，姐就不想看了。。            
(5星)	 一群人用一种近似弱智的方式来探讨那些男女间经久不衰的感情问题。冷幽默，精辟            
(4星)	 教科书            
(4星)	 知不知道开车不能打手机啊。干导演的都没学过交通法么。            
(3星)	 非常2B的电视剧，非常            
(2星)	 看了十多集，弃。。。有些台词还是不错的。喜欢amy和阿千。            
(5星)	 之前这种是不看的，现在都市工作，看到这三个人的感情，太有感觉了。            
(NA)	 如题。抱着希望看了一集，简直是被 一群白痴吓得关了电视。            
(4星)	 第一，我爱黄磊。第二，我爱黄磊。第三，我爱黄磊。            
(1星)	 又一个没有营养的快餐剧            
(4星)	 喜欢的结局还是29的结局，觉得吧，人生有那么多不同，如何重来。是怎样就是怎样了、、生命本是一场漂泊的旅程,遇见了谁,都是个美丽的意外            
(4星)	 猪脚太贫了，拍个电视剧实在太拖沓，水份太多，看弗下去，最后的婚禮挽回印象分            
(4星)	 得不到的永远在骚动  被偏爱的 都有恃无恐  玫瑰的红 容易受伤的梦  握在手中流于指缝 又落空!            
(1星)	 做作，瞎贫，有劲么？            
(NA)	 植入广告也太多了点吧            
(5星)	 值得看也不解释            
(4星)	 还不错，挺有意思。            
(5星)	 喜欢看 一句台词念到断气  损人损得特惨的剧            
(4星)	 很显然，到后来编剧自己hold不住了            
(2星)	 看不下去了            
(3星)	 说实话，我两个结局都不喜欢T T            
(1星)	 竟然还能得7.5分。。。            
(3星)	 左永邦挺有意思            
(4星)	 或许寄希望太高，看完之后反而觉得比较轻松。电视剧里出现了新颖的时光倒流，两个结局让人们的遗憾，可以有，也可以没有。哭了，笑了。变得好玩笑好随意。我庸俗的喜欢大团圆的结局，因为我是个孕妇。乐呵呵的看完总比抱着遗憾结尾来的轻松、快乐。有的台词还是不错的，但是广告的置入痕迹过于明显，不            
(2星)	 无聊的剧情，赤裸裸的广告，可惜了两大男主角，导演不行啊            
(5星)	 48个小时看完了这部电视剧，说真的，真的明白了好多，像梳理一样把我懵懂的年代到现在滤清了思路，好片子，影响力很深刻            
(4星)	 理论终究还是理论，理论跟不上事情的变化~            
(5星)	 每个人内心都是一个神经病，把生活过的跟演戏一样 也未尝不可。开心就好。            
(4星)	 特贫，没事找事。            
(3星)	 中间跳过几集，要不实在有点儿受不住。这年头大陆电视剧太窘迫了，就那么些个家长里短的事儿看着添堵。从这个角度来说这剧拯救了广大群众。但我也真心失望，感觉这剧本实在有点儿玩儿大、玩儿过了，孙红雷装嫩又装娘，女人们又都很做，不靠谱的很。反正放着当广播剧听了，也挺有乐子            
(2星)	 浪费时间呀            
(4星)	 就喜欢没事er找事er和那种不知道怎么回事又急得要死的事er...看得挺欢乐~~            
(5星)	 最后两集真让人感动。            
(3星)	 搞笑基因不错，娱乐题材不错！孙红雷有点让人失望！            
(4星)	 喜欢里面耍贫嘴 不喜欢结局 我是俗人 也许这就是生活 但是还是觉得结局走向了另一个极端            
(1星)	 一开始还挺新鲜，看到最后假的要死            
(5星)	 句句戳进心窝子啊            
(2星)	 十条评论九条都是在骂，可分却打的相当高，嘿嘿，这就说明了很多很多问题            
(5星)	 你们觉得骂一白痴是傻逼~你们自己就聪明起来了？~我觉得挺好看的~当然第一次是被强奸的~第二次第三次渐渐的也就喜欢上了~~            
(4星)	 看看 有好处            
(3星)	 太后现代 电视连续（？）评书 有些段子挺好笑的 不过整体不行 里面的女的也都太瘦了吧ToT 黑丝的年代            
(4星)	 实在不喜欢王珞丹。 。             
(1星)	 360杀毒，果断一分            
(3星)	 孙红雷的冷幽默，王珞丹的烂演技            
(5星)	 好嘛，看完第29集觉得就该别重写结局了，可看完第三十集还是觉得happy ending才是最讨喜的嘛            
(2星)	 无病呻吟的赵宝刚哎.....            
(5星)	 挺好的，每个单身中青年都可能在这片里看到自己的影子，是能带来共鸣与思考的那种片子。刚开始只看了几个片段，认为这是给文艺青年看的娱乐2片。无聊看了几集，发现有点意思。看了10几集，铁了心看完了30集。 生活经历不够的装逼青少年可以过几年再来看。            
(5星)	 有点夸张有点荒诞，中国大陆电视剧不能要求太多            
(3星)	 看过了 也就这样了··突然觉得··            
(1星)	 只看过一个镜头，果断一星，四星谁打的？            
(3星)	 孙红雷变娘了，植入广告很多，观点很老套，情节有些莫名，随便看看            
(5星)	 给了我当年看《奋斗》时候一样的感觉。虽不真实，但在那些夸张的笑料之下会让你有所感悟，有时顿悟。            
(NA)	 《男人帮》讲述三个男人瞎扯淡、发神经病，周围人配合一起瞎扯淡和发神经病的过程，除了开头的旁白可以吸引我以外，个人感觉这部剧很糟糕！失望！            
(4星)	 对白很逗，最看不惯的是莫小闵的发型真是够丑            
(1星)	 山寨货！            
(3星)	 什么时候男的都开始戴大围巾了？？？看了2集，弃之！            
(5星)	 好看，很现实，很无奈，很纠结            
(4星)	 有些情节是有点2，但是还是会明白一些东西。发现以前的做法多么可笑。还有骗人要么就骗一辈子。            
(2星)	 因为不太好，但是是中文的，基本上可以不太费脑子的轻松看完。算是我的休闲电视剧了。。。。。和欲望都市的水平还是差太多了！！！！顾小白一定没读过什么书！！！！            
(3星)	 爲了黃磊才看 但是劇情無力 過分追求臺詞的貧            
(4星)	 刚开始诙谐又不乏哲理的风格吸引了我，但是看到中间觉得有点夸张和无聊，但是到了最后几集，又越来越喜欢，特别是结尾尤其精彩~~喜欢第二种结局，温暖~~让人笑中带泪~~            
(4星)	 孙红雷的造型太骚包了，尤其是花牛仔裤，黄磊依然是妇女之友。话说是成本有限嘛，都做了那么多广告，人物造型还是如此的单调。            
(4星)	 难得看部国产的！！不过真心很喜感！！            
(1星)	 很垃圾的骗子，擦  娘娘腔的独白，时下流行的文艺青年  还有二  逼形象化身的孙。。。。。。。。广告泛滥。明明是片场在上海取景  全据都是京腔耍贫。。。孙红雷  垃圾 看不下去了            
(3星)	 04年的好想好想谈恋爱真的是让我惊艳一把。。。此剧甚是一般 欲望都市痕迹太重            
(4星)	 挺好玩，第一集王珞丹和孙红雷对手戏很精彩。王珞丹秒杀我啊…………            
(1星)	 看到孙红雷的顾小白 我就恶心的不行            
(3星)	 演技浮了点。。剧本还成            
(1星)	 宝刚老矣，尚能饭否？            
(NA)	 看到14  有点看不动了            
(4星)	 不管你喜不喜欢 反正我挺喜欢            
(5星)	 比家的n次 我的青春好多了去了,尽管很秀台词,看多了腻,可是孙红雷很有爱那,有人给别的国产剧5星,我就给男人帮5星            
(1星)	 看见王珞丹就pass。。。再加上孙红雷的老男人卖萌。。。我真是吐槽不能。。。这年头有个正常的戏真不容易！            
(2星)	 搞什么飞机 PS王珞丹的刘海有够丑            
(3星)	 纯粹为了黄磊看的，从叔惠到书全，再胖就真的成叔叔啦！            
(4星)	 強大的陣容，有時間一定要看。瞎折腾的一部剧，从头到尾能有很多感悟，但是总觉的感悟归感悟，总是依旧在感情线上徘徊，看了心里很乱，编剧又给不出自圆其说的办法。到了最后，吗，美好只能靠想象了            
(4星)	 有意思啊，有意思……            
(2星)	 三个老男人闲着无聊勾搭无数小女生的故事，社会导向很不好啊，没看完弃之            
(3星)	 装逼的文艺青年，坎坷的爱情道路            
(5星)	 每一集都很经典，既让你欢笑，又让你思考。            
(4星)	 挺有意思            
(5星)	 黄磊的卖萌大戏。            
(4星)	 什么东西都不能一呼百应，面面俱到。开启一个新的领域，尝试一种新的形势，并且引起了广泛的讨论，这已经就是成功了。更何况，里面的广告做的那么的直接坦诚，我反倒不厌烦了。还不错。            
(3星)	 黄磊 赞一下            
(4星)	 中间有几集比较有亮点，有感悟，但总体来说不说赵宝刚以往的戏那么吸引人，致命缺点是广告太多太多了……            
(3星)	 开始新鲜，觉着好笑；后来就审美疲劳了。。。男人们开始讲故事就变得不那么男人了。。。男人们的故事果然不如女人们的好看。。。            
(5星)	 看完了，感觉还行，支持一下。。。。。            
(NA)	 王珞丹怎么能这么丑！！！绝逼丑！！！            
(NA)	 说白了就是一普通青年、一文艺青年、一二逼老青年之间的爱情故事。            
(NA)	 我想我是很喜欢看男人帮里的女人们，的衣服们            
(1星)	 不但傻B而且装B，也就有那么两句台词还算逗            
(1星)	 男人帮...脑残帮            
(3星)	 装逼装的很恶心            
(NA)	 Your sayings did not impress me...            
(3星)	 男版欲望读书~男人一起聊感情聊生活聊事业，挺不错的~            
(3星)	 教科书            
(4星)	 有矫情有造作，但还是有看头            
(2星)	 我看男人帮是冲着俞飞鸿的。            
(3星)	 看看笑笑行了，别当回事，娱乐娱乐挺好，但还算不上能给推荐的评分！            
(5星)	 很喜欢这片子，虽然开头的时候看得恨不得杀了所有只知道看美女的男人，后来才发现这不是男人的问题，而是女人太容易活在自己想象中的世界，以为真的有所谓的“就算你毁容了我依然爱你”的爱情故事。男人帮把现代的爱情故事很好地诠释出来了，还真是每个女人都该修的一门课，而且学校是不会教的。            
(4星)	 29……………………            
(4星)	 恩&gt;,&lt;在宿舍里突然控制不住地笑 好丢人。。。好久没看电视剧了            
(4星)	 最爱潇潇。看完29集就可以了。当你拿真心对待一个人的时候，定时炸弹便随之开启。你不知道炸弹爆炸后会带来什么，但是你的生活会发生一些改变。            
(4星)	 赵宝刚的一贯风格，贫。上海滩的故事北京的爷们，孙红雷也太娘了吧。            
(2星)	 好二啊，为了不变成更二的货，不看了。。。。。            
(4星)	 虽然很多白痴傻X脑残，但是就是触到我的神经。啊喔~后面的情节，特别是我喜欢的左永邦和米琪呀，还让我感动到不行了！            
(1星)	 什么啊，垃圾！            
(4星)	 关于男人。 关于爱情。            
(5星)	 视觉很独特，演员很强悍，笑点足            
(5星)	 应推广成为男性必备情感教程 本来听过催泪歌儿做足前戏准备伤他一把好感 谁知杀出个最后一集… 有多少真能重来？至死方休…            
(3星)	 各种风衣，各种围巾，各种中兴android，，，还有点  欲望都市            
(3星)	 最后很现实吧，男的女的其实都可以看看，看看对方想说，又不能说的那些话            
(3星)	 配乐很不错！            
(4星)	 改变国产观众的观赏习惯，还真是任重道远            
(4星)	 阿千不错，王珞丹的刘海太难看了，我又不厚道的把小闵认成米莱了，amy太能作了……要不要把女人的逻辑弄得那么暴强的……片头曲听着有点干……各种京东360特仑苏中兴果汁果乐……这个是情景喜剧，嗯……为毛每一对都要分一次手才发现是最爱……两个结局挺好，至少最后没这么堵心……            
(3星)	 编剧太扯蛋了。无语。模式倒还算新鲜。            
(3星)	 让人想到了&lt;好想好想谈恋爱&gt;.但男人们放在一起唧唧歪歪不真实,太矫情. 黄磊在里面太屈.             
(5星)	 哲理            
(2星)	 一集弃（噗            
(4星)	 还可以吧 就是和现实差太远了            
(1星)	 非常难看！没有一个人不是神经病！            
(1星)	 尼玛烂到要死            
(3星)	 编剧残疾了            
(2星)	 这是什么剧？几个人不停的在那儿说，不停的纠结，归根到底 看不下去            
(1星)	 艾米长得好像曾哥            
(2星)	 立领衫过时了 现在每集换一条围脖 当时我就傻逼了 OK 我不较劲 我就是吃饭时候看一乐子 吃完饭。。关电视            
(4星)	 顾小白太逗了！不错看！            
(5星)	 一年多来看的第一部电视剧，不错            
(4星)	 有些道理挺受用的            
(2星)	 很无聊的片            
(3星)	 从爱左永邦开始看这个剧~如果接受女人们在一起叽叽咕咕地讨论爱情的种种，那男人为什么不能聚在一起也讨论讨论这些呢？当然女人之间绝大部分在谈这个话题，可能男人谈的比较少，而此剧就是把这些很少的讨论集中起来展现，我觉得蛮好的。            
(5星)	None
(4星)	 有些看得挺感动的，有些弱得不行~孙红雷王珞丹俩大傻缺不解释~喜欢罗书全阿千~潇潇和米琪都挺让人唏嘘的，有时遇见的人会影响一生            
(3星)	 红雷兄着实不适合扮文青..女的也就米琪还行...            
(4星)	 我是没有文化的人，我觉得这个还不错啊，虽然有点恶心            
(5星)	 奇了怪了，老是有人会说，看了两集果断放弃，您想表达什么意思，您高雅？您理智？看完了整部的又说广告植入太疯狂，您可以不装360嘛，您可以不用中兴嘛，您可以不穿阿玛尼嘛。都爱看不看！            
(NA)	 还有好多事没做但还硬是先看完了。也许原因就在于，每一集剧情似乎都是自己经历过。朋友经历过。甚至是将来可能经历的。就像很多原来暗藏在角落里的那些想法情绪的碎片被狠狠地整理了一遍。不过有些东西确实适合静悄悄地躺在角落里吧。有时候生活真的很虐、但也并没有太糟糕。            
