http://movie.douban.com/subject/3732807/	双头犬 オルトロスの犬
(4星)	 本来是因为66才追的，却意外的萌上了泷泽演的臣司和水川！某种程度上对臣司的喜欢超过了对凉介。其实当初看的时候完全没有腐他俩兄弟的想法←啊喂我真CJ！一直希望水川跟泷泽能有个美好的结局，最终未能如愿。关于结局，有点遗憾，但也说不上应该是怎样的结局才满意。PS，对超能力无爱啊T T            
(2星)	 Takki也拯救不了了..........            
(3星)	 泷泽，没道理！至于锦户。。真的要我说什么么。。。            
(4星)	 设定是好的，就是编剧有点= =是部腐剧            
(3星)	 没看完。。            
(NA)	 什么是真正的神之手和恶魔之手~神之手是否能拯救人类，还是给人类带来灾难            
(5星)	 本来takki就够瘦了,还有更瘦的锦户亮..拥有神之手的恶魔的灿烂微笑!!            
(3星)	 第一话还觉得挺好看的。。。之后越发觉得烂尾            
(4星)	 拥有非人之力，必不容于这人世。还没看到结局。想来以能力消失或以死亡来结束。否则就难得我心了。            
(4星)	 剧情挺紧张的，又有帅哥看            
(3星)	 完全是冲着这两人追的~~            
(3星)	 看完一公升眼泪以后看的这部片子，感觉锦户亮还是蛮有可塑性的，不过真的有这种能力，世界还真是跳三跳~            
(4星)	 看帅锅来的！            
(5星)	 . 最后的最后 原来恶魔之手来解决神之手 并不是杀死他的意思            
(2星)	 日剧励志，韩剧。。。不说了。。。这个片子没有扯过多儿女私情啥的，不错的日剧            
(NA)	 请在一起。            
(5星)	 神作。            
(4星)	 好吧，我承认我私心orz            
(5星)	 小亮的演技真好太好看了            
(3星)	 嗷…偶像劇來著…            
(3星)	 圣母与闷骚的对决            
(NA)	 大赞两个帅哥~~~~~不行了~帅！            
(3星)	 我喜欢的两男明星 久违的泷泽 感觉良好 轮廓更深了 演技也较以前更甚了 锦户亮也是不输前辈 类似的 题材少见 喜欢看            
(4星)	 555 恶魔其实是天使            
(4星)	 某人的发型真残            
(4星)	 罢了            
(3星)	 俩帅哥演绎的故事，没什么太大的意思！！我纯属看的是帅哥~~~            
(2星)	 只看到了 强壮的龙泽 记忆中的那个俊秀少年 已然不复存在了至于这个片子 只能说 有几个改编成电视剧是成功的            
(2星)	 说实话 一般般 没看过 韩版得 ～水川得角色让我很是不喜欢～            
(5星)	 俩美男搭戏，好看            
(3星)	 剧情太墨迹....等不下去了            
(NA)	 长得很好            
(4星)	 兄弟萌啊。。            
(4星)	 泷泽秀明帅的了！！！！！！BL倾向太严重了~哈哈哈哈哈哈！！            
(5星)	 善与恶,从来就不是绝对的            
(5星)	 ····为了泷泽秀明 ···不过不太喜欢结局 最近最好看的日剧            
(5星)	 剧情很烂阿…………            
(4星)	 故事还是很不错的~            
(4星)	 龙泽明秀怎么就老不了呢……(⊙o⊙)哦喜欢！            
(4星)	 萌=3=            
(5星)	 喜欢锦户亮o(∩_∩)o             
(5星)	 秀明哥哥是在是太美了！！            
(3星)	 。。。            
(2星)	 虽然有帅哥 不过狗血剧 真的有很烂            
(2星)	 弃了，越到后面越没啥吸引力            
(4星)	  为何锦户你总是演这么虐的剧呢……            
(5星)	 很好看呢~~ 大爱锦户亮~~            
(NA)	 期望很高，看了两集，没有看下去的想法了            
(5星)	 冲着泷泽去看的            
(4星)	 喜欢泷泽秀明的变化，小亮也很不错            
(5星)	 如果拥有神力而不依赖，就将可以操控神力而不是被操控，要治好病而不仅仅是出卖人格。            
(2星)	 麻美，小亮都不在闪闪发光            
(3星)	 看到预告之前挺期待来着，可是觉得不怎么好看            
(3星)	 剧情不想说 啥都猜到了。。。锦户亮一脸没睡醒眼睛半开柔柔顺顺的样子实在太受了 takki终于也到大叔的年龄了 长成那样居然还是个腹黑攻君 女主炮灰了吧            
(5星)	 这部剧还是很喜欢的呢，，因为有泷泽呢，，很喜欢他呢，，锦户亮也不错呢。。。。            
(4星)	 最后的结局比较狗血……            
(4星)	 泷泽的颜...口水啊.....向世界宣告你的能力....和我一起成为神....超萌的台词....FINAL太BL了....JQ啊....话说我被SHOCK了...泷泽是无敌的.....            
(3星)	 zzz            
(4星)	 开始觉得不好看，后来越看越带劲讲人性啊~~很真实的人性~~            
(2星)	 追不动。            
(NA)	 龙崎臣司是我第一个苏的日剧男主。虽然这部剧很多瑕疵，但龙崎这个角色实在是正中我萌点= =。            
(3星)	 大头残了咩？你屁眼看人的吧。剧情差了点。            
(5星)	 哎，看到他们，我都想腐一下，兄弟爱啊~~            
(4星)	 非常有深意的电视剧 ，不拖塌，9集搞定，比电影的内涵更深，欣赏日本这类电视剧的拍摄企划。            
(4星)	 迷戀瀧澤秀明！            
(3星)	 看了一集。不打算追的烂片。            
(3星)	 除了泷泽，还真没有什么吸引我的了。当年《魔女之条件》里的小光阿，至今仍是我日剧里的最爱……            
(4星)	 题材蛮独特的，不过感觉拍得一般……            
(NA)	 龙泽演的不错啊            
(5星)	 剧情很强大，期待到我去看日文原版            
(4星)	 泷泽身背白色羽翼的天使翅膀那一幕很经典~~~~感觉女主是花瓶。。。            
(4星)	 剧很精彩，人很帅            
(5星)	 期待龍澤回來拍的第一個劇的。最後咋就結尾了、不知道怎麼回事呢。就沒了？我靠的            
(3星)	 精彩的时候 它却要结束了            
(4星)	 挺喜欢。            
(5星)	 takki已经帅到极致了 哈哈！ 亮亮也不错 很受的面孔 和某人真是相配！其实也期待了一下女警姐姐和takki最后在一起 结果完全失望            
(1星)	 。。可是喜欢RYOCHAN            
(5星)	 ねぇ、お前はどっちがほしい。            
(4星)	 泷泽秀明在这里面真帅！            
(4星)	 瀧澤同學，真是帥的不行！小亮，我繼續無視你可以嗎？喜歡不起來啊，汗！            
(NA)	 乖乖 两个大帅哥足以让偶无视剧情            
(4星)	 我逃避，只是用错了方式            
(5星)	 好看 情节紧张 双主演都很卖力            
(5星)	 反映了人性，很真实，很感人，不看到最后不知道不觉得好看~~~            
(5星)	 其实只是为了八乙女光~            
(NA)	 实话说我还是很喜欢这部片子的，有很多人觉得泷泽变丑了，可能是因为和他以前那么漂亮的样子有点差别吧。可我不这么觉得，我一直都很喜欢他，以前的他是那种凄美，现在变成有点男人味有型了。至于锦户亮这个食草系男生以前不是很喜欢，但是他就是很红，看啊看的也就习惯了。也给腐女们留下不少想象空间            
(3星)	 情节一般性，当初就是冲着泷泽秀明和锦户亮去看的，但是总觉得泷泽秀明这么多年了，演技还是没有升华，蛮可惜的            
(NA)	 虐人剧。。两个人互相虐啊~有腐点。。两人演的很到位，内心的挣扎以及角色的遭遇刻画的让人印象深刻~结尾很微妙。。 以上~            
(NA)	 只是觉得岁月果真无情，泷泽还是老了。。。            
(4星)	 好好的剧好好的主演，谁叫编剧脑残            
(4星)	 还不错，毕竟泷泽秀明还有锦户亮。剧情还行。不过日剧都有点点心理变态。            
(NA)	 看了几集，就没在看了，从来都不会觉得日剧拖拉，但是这一次……，等到我很有空的时候再回来看吧。。。。            
(3星)	 除了结尾有些那什么的之外，其他都蛮好，tataki越来越成熟了            
(3星)	 比预想的差太多            
(5星)	 在超能力面前，人性的贪婪与丑恶就会暴露无遗，人类自己才是最可怕的一个力量！            
(5星)	 泷泽秀明X锦户亮，这cp养眼啊养眼~ 搞到最后居然是兄弟啊兄弟~ 除了兄弟爱看不出别的奸情啊奸情~ 如果他们能联手的话那就完满啦完满。P.S 最后他们两个互相理解了，然后手牵手掉到了河里，然后在水中微笑对视的时候，真希望来个狗血的“水中换气”的镜头。。。            
(NA)	 很久没看日剧了，这次看感觉很不错，单集剧情化的设定让人觉得比较拖沓和内容幼稚，但是剧中讨论的问题还是比较有意义的            
(2星)	 评两星是给TAKKI和RYO面子。剧情很俗套，剧情发展可以猜得出，大结局生硬。用9集的内容讲一个地球人都知道的道理。            
(NA)	 虽然有6酱，还是很垃圾            
(2星)	 又腐又NC            
(3星)	 冲着泷泽的回归去的，还行吧~~相比之下锦户亮童鞋要好好锻炼一下咯~~            
(NA)	 喜欢锦户亮            
(5星)	 兄弟爱最美了！            
(4星)	 漫画的剧情，人性的体现。。。            
(4星)	 除了结局剩下的都很好 狗血的结局 兄弟两个为什么不能在一起啊 要有腐女的精神……            
(4星)	 总体来说还是不错的一部片子，takki终于拍拖傻傻的角色了，转型的挺成功的，6的眼睛也终于从8点20变到将近9点15了。对于平原绫香的客串记忆比较深，“翼をください”和“ ミオ．アモーレ”唱的好啊~            
(3星)	 解解闷～            
(NA)	 弃            
(3星)	 有点混乱 只是女警察太菜了 从头被罪犯揍到尾            
(5星)	 一緒に行けば。            
(4星)	 为了ryo去看的.. 还有水川..两个人又合作了呢= =.. ryo这次的角色比较有爱..对泷泽秀明没感觉了..            
(NA)	 泷泽君 真的跟以前不一样了            
(4星)	 oh。最后一集的时候好感动。真的一位锦户亮会亲手杀了泷泽秀明，说了一堆好感动的话。都流泪了我。            
(5星)	 结局挺感动的，有些意想不到，神之手，恶魔之手，终究要这样结束，靠微笑的力量也可以改变世界啊……            
(5星)	 很好看            
(4星)	 泷泽的演绎很到位，剧情有点拖沓，看完结局觉得这部片子虽然有说教的嫌疑，但还算得上是一部制作精良的好片。            
(2星)	 烂片中的一朵奇葩。。不过。。小亮我还是很喜欢的！            
(4星)	 觉得是一部引人思索的好片子！明明是神之手！可在人的无限欲望之下，却成了像恶魔一样的东西！            
(3星)	 好嘛。。 我就看了一集            
(3星)	 纠结中的纠结= =+除了最终话的JQ以外没啥好看的= =+            
(5星)	 其实没看多少。但因为66一直想看完。66和PAP阿但是剧情实在太拖沓了，坚持不下去。我举得我是一开始定位错误。这不是推理剧，是家庭伦理剧            
(2星)	 剧情不好,BUG太多。锦户亮还是很喜欢的            
(3星)	 一星给大头、一星给66、还有一星给小光。。木了。。反正泷泽秀明横竖也摸不死锦户亮锦户亮也横竖摸不死大头  ╮(╯_╰)╭            
(3星)	 虎头蛇尾            
(3星)	 有些过于故弄玄虚了，整体气氛上的营造还不错！            
(4星)	 烂结局啊烂结局!! 哥哥跟弟弟怎么没有幸福的在一起!!!            
(4星)	 很有哲理的故事，好非好，坏非坏，完全看你站在什么角度站在什么层面看问题            
(5星)	 因为甲流闹得，结局拍的不喜欢            
(NA)	 莫名其妙就看完了，要不是有亮大爷和takki，还有一直微感的水川麻美            
(5星)	 才不傻呢= =！兄弟爱什么的最讨厌了&gt;_&lt;            
(3星)	 看一次就可以了，但那结局~~所以，其实本来就不应该设定女主这件事，你们自行解决            
(2星)	 多么期待的剧啊，竟然如此狗血            
(4星)	 有帅哥有帅哥~~本来是冲着泷泽看的这部剧，看完后觉得锦户好帅~~            
(4星)	 如果没有事先被剧透。一开始真摸不清泷沢秀明在想什么。很好看。虽然猜到了结局。            
(4星)	 有了小亮和泷泽秀明，我管他剧情是不是狗血~            
(4星)	 还不是为了秀秀才看的，怎么看都有奸情            
(NA)	 横竖都没看完的剧。TAT。            
(3星)	 takki一如既往的帅气            
(2星)	 剧情比较虚，感觉好像是一群火星人的故事            
(5星)	 ryo呀ryo呀= =            
(4星)	 要是哥俩同时具有两种能力，他们会怎样生存下去呢？            
(4星)	 基情四溢、、、            
(NA)	 原谅我吧，都拍得这么暧昧了，怎能不yy……            
(3星)	 只是去看6爷的，这剧情太狗血了            
(NA)	 还是秀明最爱            
(3星)	 腐女们的最爱吧，虽然我不是冲着这个看的，但发展的实在是有点看不下去的感觉，幸好两位男主演的还不错            
(4星)	 正义与邪恶相互交错，每个人都在寻找自己的生活轨迹，kiss麽麽两人的泪痣，滝沢在里面的演技很有爱！            
(NA)	 挺不错吧~~            
(4星)	 看了就知道妙处= =+            
(5星)	 就是喜欢看帅哥耍帅啊～好“萌”喔～小泷和阿亮若有似无的兄弟情，剧情本生也很紧张刺激。            
(5星)	 还不错~我蛮喜欢的~尤其还是takki和小亮演的~剧情蛮紧张的~还不错啦~哈哈~            
(4星)	 PAPA已经好久没演剧了，怎么我都要捧他一回，而毒舌小亮继续着他温柔又暴力的本色，虽然我对剧情有些无语，但是他们和麻美MM都演得很好。最后需要吐槽的是，谁TM加的那么无聊又没技术的动画！！！            
(3星)	 拖沓。。。            
(3星)	 这不是starcrossed吗            
(5星)	 心疼Takki.喜欢Ryo忧郁的眼神。还是很希望渚能跟龙崎在一起            
(3星)	 深刻，但不是很明白结局            
(NA)	 本来是想看泷泽秀明和女主有点什么的，结局真是太不满意了            
(3星)	 前面还好，结局很仓促，真是狗血            
(4星)	 TAKKI就是如此让人心疼。。            
(3星)	 卡斯很喜欢，但是美剧的多人编辑模式明显水土不服了。            
(NA)	 为了看两大帅哥才看到的~这样的题材~我实在不感冒~            
(5星)	 演员阵容。绝对气场！            
(3星)	 ==纯粹为了儿子才能坚持            
(4星)	 我的口味果然和大家不一样，我喜欢黑头发的被说老了的泷泽秀明。挺好看的一剧为什么收视率这么低啊            
(3星)	 看了一半。。。很久没见的龙泽君。。。            
(5星)	 一开始完全被两个帅哥主演吸引的，但是但后来才发现剧情越来越有趣了~还是要说句TAKKI在里面实在是太帅啦~~~            
(3星)	 如果这个世界真有了神之手 和恶魔之手...会变成什么样...应该不会这么简单就结束战斗吧...            
(3星)	 第7话很值得一看，其他都比较弱，分不清楚的天使与魔鬼            
(3星)	 我发现 日本人是不是比中国人还接受不了主角死亡？怎么老整 死了又莫名其妙在最后出现这套            
(5星)	 哈靈的兩個男人...演技不是蓋得...喜歡啊~~~~貌似秋季唯一仔細跟的一部劇，其他都跟到一半或者看一點就丟掉了，唯有它堅持到最後的...            
(4星)	 俩人都很帅            
(4星)	 看的时候就想到了黑执事。就是自身矛盾这一点想到的。自我本身就是个极端矛盾体，面对诱惑的迷惑、动摇、坚定。但感觉看的有点沉重的。            
(NA)	 完全是冲着卡司去看的剧，看完了也没有让我失望，有点峰回路转的感觉。takki的白衣囚服真的萌啊！            
(3星)	 虽然结局不甚满意，但是整体还是不错的。            
(5星)	 泷泽秀明太帅了！终究还是靠岁月的积淀让魅力倍增啊！年纪大了才有腔调！演技大赞！水川mm果然是美女！我被这部剧完整地萌杀了~            
(3星)	 结局不怎么地            
(3星)	 弃            
(3星)	 题材本很有意思~可惜拍出来总是有所不足，很可惜~！            
(4星)	 鼻血+狗血            
(4星)	 日本永远钟爱超能力，却永远把持不好它。            
(4星)	 悪魔の手と神の手            
(2星)	 莫明其妙            
(5星)	 奇异的设定，世界没有绝对的黑白，没有绝对的好坏，takki一出谁与争锋            
(4星)	 完全是为了泷泽秀明来看的，不过真的好腐啊~~            
(4星)	 非常护短滴认为剧情没有那么差。小亮眼睛一眯，你就更想上去捏几把——典型的小受脸啊啊啊啊啊啊。碧井老师，我可以回归高中时代吗？但是水川大姐啊，你真的很炮灰很炮灰很炮灰，相当不讨好的角色……PS:JQ，连我这个自认为不腐的人都看出满当当的JQ来了            
(NA)	 帅哥帅呢，蛮好看的            
(5星)	 喜欢青涩的泷，喜欢成熟的泷            
(4星)	 我觉得蛮好看的，为什么收视率不是很高呢？？？            
(5星)	 Oh~太灵了~            
(4星)	 其实都是好人^^            
(2星)	 “你爱的太深了…为了我……”            
(4星)	 只为看一眼泷泽秀明。            
(2星)	 这里面的泷泽秀明怎么看怎么像阿杜啊！还是民工版的！            
(3星)	 浪费水川去做炮灰- -            
(5星)	 TAKKI和RYO就是本剧的萌点&gt;&lt;终于看完了= =            
(5星)	 天使or恶魔？？ 泷太帅咯~~            
(4星)	 好吧 作为腐女我完全是去YY了            
(4星)	 剧情一般，但是两位男主角是真的不错的说            
(5星)	 剧情什么的都是浮云~JQ才是最重要的（指！            
(2星)	 一星给takki，一星给ryo            
(NA)	 生命里一定有一个人与你如双生，纠缠不清。            
(3星)	 对不起我一周一集追着看！！！            
(4星)	 结尾太史了            
(3星)	 Takki！            
(3星)	 人物很喜欢~~看了开头几集，继续追了            
(3星)	 没有看完。。还真无聊。。            
(4星)	 看了一集= =懒得看了。。。。。            
(5星)	 09...泷泽秀明            
(3星)	 冲着锦户亮去的..后面,哎,狗血的不行..            
(3星)	 看了1集。。            
(4星)	 这都能腐？            
(3星)	 虽然目前还没有看完。只看到第6集。但是那明月光的主题曲，那两个人的Kizuna，还有那相忘于江湖的结局，都让我不打算看下去。            
(3星)	 动漫feel。            
(3星)	 俺家秀秀还是那么帅XD            
(4星)	 看日剧就是一种消遣..这部剧能称得上是很好的消遣..貌似看的所有剧里都有锦户亮。。            
(3星)	 很萌很有爱            
(3星)	 看的时候很过瘾，看完了却不明白导演想要表达什么，守财奴也是。            
(NA)	 为毛小亮要被安个如此温柔的角色||||||||||            
(3星)	 很好的故事架构，很傻的故事情节            
(3星)	  锦户亮             
(5星)	 只有一句話……為毛受苦的總是瀧澤！            
(4星)	 推荐，演员演得很到位，剧情紧凑，有点犬夜叉印象。哥哥冷酷却有着可以医治病痛的双手，弟弟善良却有着可以变成死神的双手（犬夜叉里以刀为原）最后的结局有点错愕，虽然在情理之中却又觉得未尽。秉承了日剧一贯的作风。。。            
(4星)	 本以为是一个十分老套的情节设定，后来发现越看跟自己猜测的越不一样。            
(2星)	 看了一集，不好看            
(4星)	 烂尾啊烂尾！败笔了。。。            
(2星)	 除了越来越诱人泷泽秀明就没什么可看的了。水川MM角色很不讨喜，锦户亮演的不错，但一直不是我的重点。啊～～越来越爱泷泽了（=3=）            
(5星)	 不一样的选择，都来源于内心最真实的想法，两个人，都是就自己对世界的看法来决定自己的命运......            
(3星)	 3星是给人的= =+++            
(3星)	 其实这个剧情还蛮莫名的...看的就是TAKKI和RYO的演技对决            
(3星)	 看到后面就觉得没劲了            
(3星)	 亮亮果然没法和泷泽秀明比啊。。。            
(4星)	 两枚大帅哥真养眼            
(NA)	 两个帅哥，还是龙更帅            
(3星)	 你给我的爱太深沉！            
(3星)	 谁来告诉我看点在哪里！哪里！            
(5星)	 NICE            
(3星)	 PAPA老了            
(2星)	 神之手与恶魔之手却有着与自己能量相反的人格，真是够纠结的。。            
(2星)	 看了一半没兴趣了题材一开始有意思 后来很无趣            
(3星)	 真的是凤头蛇尾            
(3星)	 有点小创意            
(4星)	 泷泽秀明也变大叔了 哎这个cp太有爱            
(NA)	 不好看嗳...泷泽十八变,一点都认不出来了...            
(4星)	 创意不错，结局也不错            
(2星)	 开头和结尾不能衔接，反差太大。            
(4星)	 对人性刻画地很深刻。            
(3星)	 烂尾            
(3星)	 结局还挺感人的。            
(3星)	 男主角太帅了，水川的话，看多了觉得其实也还不错……            
(5星)	 让人会深思的一部剧    救人 和 杀人  在主观上总是觉得救人是件好事 可是看了之后 却有很大的思考 说不出的感觉 可是深入人心            
(4星)	 两个男主角都很帅啊，爱死了~剧情也不错，听好看的。最后都哭死了。。。还蛮期待泷泽秀明和水川麻美的感情戏的，太少了。啊哈哈哈            
(4星)	 如果没有小泷，就只有2星了。另外，女主角有点傻傻，是漂亮，但是没有气场。            
(NA)	 因为龙泽看了下去= =鬼P编剧。            
(4星)	 泷泽秀明在剧情里帅呆了~            
(4星)	 美剧似的日剧，还是两个男主强大，秀明和小亮亮。。。哈哈。。。            
(4星)	 狠狗血滴剧情，8过兄弟情，禁断滴ooxx，俺两眼那个放光～            
(NA)	 锦户亮那眼皮到底是怎么长的？            
(4星)	 整体不错，俩J家帅哥，剧情新颖，出人意料，结局俗套了            
(3星)	 RYO 和 TAKKI 火花！！！其实这个设定挺好的。66的演技真的很好的！！！            
(3星)	 看了几集而已~就不想看了~就是觉得不想看了            
(4星)	 6爷和大头是支撑我看完此剧的动力~            
(4星)	 不错不错            
(4星)	 唉唉 都是老桥段了            
(2星)	 人设太棒，剧情太弱……            
(3星)	 没意思            
(4星)	 即使只有一半像，还是忍不住会专注于他的脸，想要捕捉一些记忆里的影子。唉……不该看他演的片子的。决定以后不看了。这本不是那么催泪的剧才对。            
(5星)	 小亮你好可怜，老被泷泽骗。剧情安排的很紧凑，也很有悬念，值的一看            
(5星)	 帅哥耶~            
(5星)	 锦户亮~喵~            
(5星)	 最爱HIDEAKI            
(2星)	 很XX，很不好看，我纯粹是看脸的，以上            
(3星)	 锦户亮一点小萌 剧情一般般 有些地方逻辑不行            
(3星)	 挺有意思的剧有步步深入的感觉虽然一开始就有端倪但也不是直接切入那个人人猜得到的结果，还蛮喜欢这样肠子被挠得痒痒的感觉的。            
(1星)	 失望至及！！！！！            
(4星)	 帅哥。。。讨论人性的问题，日剧不管是什么类型的，到最后都会发现，啊，原来是部励志片，情节安排的相当紧凑，泷泽的气场忒强大了，锦户亮相比下一点光亮都没有了。在看了一堆很狗血的日剧之后，近期几部还算不错，当然这部的结局也很狗血。。。            
(5星)	 日剧的经典            
(4星)	 微腐.....导演好咸湿啊...时刻特写锦户亮的巨根......为神马那么大……………            
(5星)	 真的很好看，关于人生的一些省悟。。。            
(4星)	 华丽丽的J家剧。            
(4星)	 又是帅哥组合，又是漫画改编的。故事情节非常奇特，不过还是很不错的作品。觉得泷泽秀明的演技进步了。            
(3星)	 只是为了看看人而已。。。            
(NA)	 看不下去..弃..            
(4星)	 人性这个东西。            
(4星)	 不可思议的            
(NA)	 泷泽秀明 锦户亮~            
(5星)	 很好看！！！！！！！！！            
(3星)	 剧情就那样吧……一般观众就是冲着泷泽秀明和锦户亮去的吧，真是有爱啊~ 这种剧情里的女主总是很碍眼呐……            
(4星)	 瀧澤秀明~ 把你的力量賜予我~~            
(4星)	 滝沢秀明 变帅了 &gt;_&lt;但此剧滴结局实在是不疼不痒 8理解            
(3星)	 09.11.27貌似应该漫画会比日剧更好看些！~除了最后的人性揭示和两大BL日剧男的演绎，似乎没也不怎么样！~            
(3星)	 咋说好呢……28岁的泷泽秀明已经不能用好看来形容了，阴暗中有种说不出的勾人和魅惑，不明白怎么有人老是为了满足自己的某种情结而希望他长不大呢。锦户亮越看越像陈坤啊，我汗……故事很扯淡，不过我承认我是来看颜的            
(5星)	 毛毛。。亮爷你怎么不和你哥在被窝里亲热！雷翻我们小众的调情两兄弟之恋。。。。。。。            
(5星)	 一口氣看完的.            
(5星)	 一颗星给主题，一颗星给六六，一颗星给大头，一颗星给结局，一颗星给歌            
(5星)	 无法选择的命运，爱与恨的交错。原来有时候平凡也是一种幸福！            
(4星)	 滝沢太帅 6纠结的表情太搞笑 难道真是腐剧？            
(4星)	 话说不喜欢水川演的那角色，结局好匆忙哦            
(4星)	 除了结局不喜欢，觉得有点莫名之外。这部剧还是满有意思的，拥有治愈能力的恶魔和拥有杀伤能力的好人，很纠结            
(5星)	 锦户亮迷离的眼神~~            
(4星)	 你帅我也帅            
(4星)	 龙泽。。。。亦正亦邪的感觉。。。。一不小心又通宵了            
(3星)	 還是挺細膩的，心理描寫。有些日本人的味道。滝沢秀明真是好看呐……            
(NA)	 纵然恶魔也许是看透世情的天使，只是不为人所理解而已。但是，有祈求他人理解的必要吗？            
(3星)	 终于看完了 拖拖拉拉了很久 其实故事还是挺无聊的 不懂为什么人这么轻易的会发生变化 从好人一下子变成坏人 从坏人又一下子变成好人 太天真一点了吧            
(4星)	 原来是叫锦门亮么？……= =！！！锦门亮……            
(4星)	 卧槽，兄弟什么的能不那么萌么！！！！！六爷你果然是黑色的！！            
(2星)	 NC编剧...浪费卡司啊...            
(4星)	 劇情很溫馨但結局真的很雷……ps。更雷的是居然有人覺得那法醫可愛。我都嚇哭了。            
(4星)	 这部剧的所有评论让我自叹不如。。。真正的日剧迷是怎么样的。。评论比片子更牛。。。哈            
(3星)	 这样的黑皮从 虐的我好爽呀            
(3星)	 我只能说...这部剧的设定还是很吸引人的....但是....我所不明白的是...做什么非要在里面加一个白痴的女主角啊....——|||            
(5星)	 有些能力对人类来说是不配拥有的，我们现在已经拥有某些这样的能力了么。。。。。。            
(3星)	 很想看 亮的牙齿好齐 又白又齐的            
(2星)	 巨废！！！            
(4星)	 冲着水川麻美去的。。。不过居然发现剧情还不错的列，“恶魔之手”和“神之手”的较量麽，呵呵，推荐下。。。            
(4星)	 最后一集泪奔了。。。我有预感一定会出SP的            
(NA)	 小锦同学~···长的真是无害啊！            
(3星)	 弃了。。            
(3星)	 这么萌的电视剧不看是损失~            
(NA)	 可以            
(4星)	 节奏不太好，但拍得颇用心。            
(3星)	 我果然不是日剧控..快进着把它看掉了..            
(5星)	 男主都好帅            
(5星)	 太好看了！！！！...多么让人不能不yy的一对兄弟啊~~但是为什么他们最后没有在一起生活呢T___T...遗憾            
(4星)	 虽然烂尾，但还是不错，可怜的洞洞....            
(5星)	 剧情的冲突真的很棒            
(3星)	 这一切都是为啥米为啥米？没看懂这个逻辑啊龙泽秀明长大明显没有正太状好看            
(4星)	 恩，，，没想到，，，他是个好人&gt;&lt;&#39;，，，            
(2星)	 不好玩~就脸好看~            
(2星)	 狗血又雷还很腐~我竟然还看完了~纯粹为了龙泽秀明和手撕鸡啊我容易么我.            
(4星)	 泷泽的颜很正。。。但是ryo同学就为什么一直要一副苦大仇深的表情。。。            
(4星)	 哥哥用自己的方式保护着善良的弟弟。弟弟的存在是为了让哥哥能够更加幸福地生活着。            
(2星)	 小亮的戏 想关注一下·            
(4星)	 名字真难记            
(4星)	 越后面越狗血            
(3星)	 莫名的看上了，莫名地结束了，没有看懂……            
(4星)	 信不信摸死你，哈哈            
(4星)	 最后几集，居然让我落泪了。            
(NA)	 泷泽出场就是对锦户亮无情的打击编剧灰常水，结局看得崩溃。。。            
(4星)	 劇情頗特別，有美劇 &#34;超異能英雄&#34; 的調調，不錯~            
(3星)	 虎头蛇尾，立意随着剧情却越来越不明，最后的温馨逆转十分诡异，基本上为了看头仔坚持到了最后……日剧，你的好东西难道真的不再- -            
(5星)	 这么好的一部剧！怎么能不推荐呢！！强推强推！！！！            
(4星)	 拥有天使的心灵却掌握一只死亡的手。拥有魔鬼的心理却掌握一只复活的手。人类，你们会选择谁            
(4星)	 好想說“力薦”，可是...平心而論，故事的結尾處理的真是糟透了！收尾太快，導致人物交代不清。雖然可以理解‘給觀眾更大的想象空間’，不過我真的很不喜歡！ＰＳ：題材很好～開頭絕對能抓住大眾的心；演員亮點～兩大超級帥哥（有我最愛的TAKKI）。所以除去最后一集，一切都是玩美的～            
(4星)	 喜欢锦户亮~~~\(≧▽≦)/            
(4星)	 超喜欢神之手~~~            
(4星)	 冲亮爷给的四星！            
(NA)	 教育意义深刻~~很受启发！！！            
(4星)	 剧情真的是很不靠谱+狗血特别是最后一集，不过两人的颜还是挺闪的。都这样了干脆整成DM剧吧~= =难得我接受兄弟+年上攻。反正跟哥哥总攻弟弟总受（雾）的强大气场相比编剧的原意完全弱的无感觉了。另最后一集有那么几秒种居然有一点点逆了╮(╯_╰)╭。话说这两人的关系拍的时候不会笑场吗~            
(4星)	 算X狗血的结局了            
(4星)	 泷泽虽然老了，依旧很秀气~            
(4星)	 本来想打满星的无奈好好的剧本在结构上有的地方显得拖沓，除了开始没有带给大家更多的悬念和起伏2大帅哥的配合自然不用说大爱啊~~~结尾的时候幻想“弟弟下班，哥哥起摩托来接，水川目送2人环抱的离去”啊~~~~~~~~~为什么结尾那么的无情趣            
(4星)	 好久没看到还算像样的日剧了，这个不错……            
(3星)	 看了个开头，没看下去，觉得一般。            
(4星)	 不错            
(4星)	 其实做一个平凡人真的很好            
(3星)	 看帅哥的话是不错的            
(3星)	 “你的爱太深刻……” “你知道我是想要的……”  - [] -||| 鳌头很大，没有想象中的好看。不过反正是看人……            
(4星)	 最终话漏洞百出~基情无限~            
(3星)	 泷泽最嫩得时候我没萌上他，现在他残了，却因为这部囧剧萌上了，大头你残的好……            
(4星)	 完全是被主演们吸引过去的，但是总觉得剧情有点奇怪。            
(4星)	 takki...            
(5星)	 最后一集 真是 兄弟爱啊~！            
(4星)	 6爷万年受气场秒杀了某。            
(3星)	 我一直都说takki跟ryo长得像。。。他俩果然演兄弟了Orz。从来没有那么不爽水川过，都是编剧的错，编剧就是一傻逼，纯的            
(4星)	 好久没看到好看的日剧了，taki跟6爷的表演都不错，顶            
