http://movie.douban.com/subject/4914642/	回家的诱惑
(NA)	 陪外婆看电视的成果.....和外婆一起用绍兴话骂着不是人啊, 这个畜生, 然后发觉其实也挺好看的XDD            
(1星)	 又是一部让人边看边骂的片子~~这世界是怎么了？            
(1星)	 芒果台这是真相了！！！            
(3星)	 1、报酬这事儿刚开始看还是很爽的,不过见好就收吧,何必赶尽杀绝。2、都说凌潇肃“本色出演”，悲催啊，不过洪世贤还真是集男人各种丑恶嘴脸于一身啊。3、糟糠之妻咸鱼翻身是要有雄厚财力做支撑的。4、高文彦哪里去找。5、看到最后就想“太长了，怎么还不结局啊”！！！            
(2星)	 还是最初的好。            
(1星)	 陪人看的= =            
(NA)	 不知道有多少人注意，林品如在化身高珊珊复仇的那段，戴的项链，都是铁链状。            
(5星)	 我在我老娘的带领下·将其从头看到尾·一网打尽！            
(NA)	 还是很好看的 品如变漂亮以后真是太刺激了 所有女人的偶像            
(2星)	 我竟然将这么个大烂片从第50集看到第60集。。虽然前面50集没有看（根本不用看，差不多就明白是那么回事了），我真的觉得我堕落了啊，我这就面壁去啊~            
(NA)	 恨得牙痒痒，但还是很过瘾！            
(3星)	 个真是挑战我耐心啊            
(2星)	 = = 无数的吐槽点啊~~            
(1星)	 那电视谁拍的啊，韩国味的媳妇、台湾味的婆婆、北方内地味的老公、香港味的小三、主旋律味的公公、言情味的男二、劣质偶像味的女三还是女四、南方内地味的娘家妈他们是走过草地青青，穿穿过流水淙淙，历经千难万险，数遍天上的星星，才在一起的，有木有！！！！！！！——天涯网友的回帖，甚贴切            
(5星)	 很不错的电视            
(2星)	 当笑话看的大海永远淹不死人多任几个妈绝对有好处            
(2星)	 好吧，我只能说被翻拍的又臭又长            
(1星)	 这部电视剧很能锻炼人 平时看国产片我只会一边看一边玩手机 这部片子却能无聊到让我一边玩手机一边看书一边听音乐偷空看两眼。。。而且即使这样居然还不会因错过剧情而产生疑惑~是不是灰常强大？很垃圾 要说人物 呃 我喜欢艾莉。。。= =            
(NA)	 真的很。。没劲。。不想打分。            
(2星)	 剧情十分拖沓，本片编剧的脑子经常进水。            
(1星)	 磨叽的韩剧风格，剧情真的很能编            
(3星)	 只看了最后            
(4星)	 喜欢迟帅和秋瓷炫啊~            
(NA)	 long            
(NA)	 这部电视剧挺好看的   剧情峰回路转 晚晚都有追耶~            
(1星)	 我怎么想的，昨晚居然看了一会儿……然后真希望我不是男人，因为男人会蛋疼……看这个尤其蛋疼            
(2星)	 这个世界真的是没有最雷，只有更雷。。。。。            
(1星)	 顶妻子的诱惑，剽窃来的剧情浪费资源，看过妻子的诱惑在看回家的诱惑真垃圾            
(4星)	 哈哈 喜欢看是因为和家人男友一起看~            
(3星)	 狗血剧情 打发时间 满足人们八卦欲望而已。            
(NA)	 我无聊到看这种剧。。。            
(3星)	 贱人    从看就开始骂   后来直接不想看了             
(NA)	 我看得很起劲OTZ……我喜欢女主那张脸╮(╯▽╰)╭             
(3星)	 坚持看了68集……又看了129集的原版            
(2星)	 一星给香之，一星给小神龙哥哥，其他真的没啥可说的了。            
(2星)	 看了开头，必须看到结尾。            
(1星)	 翻拍的这么烂            
(2星)	 一堆山寨手机......要了亲命了            
(1星)	 脑残儿童欢乐多~            
(1星)	 漏洞多，车要撞到人还不减速，房产证不结当事人就可以拿高利代........多的说不完            
(3星)	 真的很罗嗦，却很想往下看，秋瓷炫的衣服都好漂漂啊~            
(2星)	 好粗糙……可是……可是我怎么还在追？！答：只为看个结局！            
(3星)	 我居然看了这种戏            
(2星)	 就一个词，脑残，两颗星是给李彩桦的            
(1星)	 我其实很想打负分，看在女二号坏的够格上我给了一星。PS：真想捆凌某某一巴掌，无关乎离婚绯闻，只关乎烂的扯淡的演技还有那张欠揍的脸。。。            
(NA)	 其实凌潇肃是姚大嘴的炮灰吧 华谊的水军绝对是刚刚的             
(2星)	 太长了，拖沓的一塔拉！            
(NA)	 杂乱且狗血，话说艾莉的儿子怎么会蜂蜜过敏涅？难道。。。            
(3星)	 迟帅哥哥&gt;&lt;            
(4星)	 狗血啊。好看！我喜欢雷佳音。凌潇肃身材还不错……但是说话太奇怪了。            
(1星)	 我脑残的看了一眼脑瘫剧。。。。            
(2星)	 没啥意思，冗长            
(1星)	 总有一部垃圾到哭的电视剧能够红遍整个中国大陆。            
(2星)	 女编辑吧，把男的都写成什么样了            
(2星)	 我不要一部国语！内地版本的妻子的诱惑            
(4星)	 无比狗血~太狗血了~怎么可以这么狗血呢···            
(1星)	 太弱智了！            
(NA)	 有点喜欢凌潇肃，我觉得他是西安的好男孩。 你们慢慢等大结局吧 姐今天看完了 2011.3.28··            
(2星)	 俗套大杂烩了……            
(3星)	 我华丽丽彻底底堕落的罪证！            
(2星)	 感觉剧情挺乱伦的，秋瓷炫演技还不错。            
(3星)	 很不错的题材            
(1星)	 就为了给个差评才收藏，这么狗血的剧情有没有！！！！！！！！！！！！！！！！！！！！！！！            
(3星)	 充满矛盾的人生            
(2星)	 这样的电视居然还这么多集！！！             
(3星)	 看的纠结啊!            
(3星)	 翻拍能力巨强，连主题曲插曲都是一样的。            
(3星)	 做作业时无聊就搞部通俗易懂的电视剧看看·······            
(1星)	 媳妇非要看,可是,真的很恶心阿,拍这种弱智的电视剧作甚阿作甚            
(3星)	 看在里面所有美女的份上 3星 啊秋瓷炫 洪妈妈那个老美女 李彩桦贱女人气质 虽然我真不觉得她漂亮 但真的贱得很给力啊 洪妈很贱但真的挺漂亮的 秋瓷炫大美女 要是我是男人有这种老婆天天笑醒啊 巴戈搞笑脸 洪爸爸就是情深深雨蒙蒙里面那个天天“白玫瑰”的老板 林妈妈很脸熟 凌潇肃- -            
(5星)	 狗血狗血还是狗血！纠结纠结还是纠结！边骂边看！            
(NA)	 如果哪个女的爱看《回家的诱惑》，我就用《不要和陌生人说话》来折磨她！            
(1星)	 恶心死我了            
(5星)	 现在好多人都看这个。。。跟着他们看了一点，挺不错的片子~~教你们如何对付小三！！哈哈，，其实没有必要互相折磨了，，放弃吧，这样对彼此都好的！！            
(1星)	 演员选的比棒子的养眼多了，剧情小儿科！！！凌潇肃的苦逼脸啊。。。。。。            
(2星)	 和韩国的没法比啊~早两年就看过了 落伍咯            
(3星)	 报复开始以后还不错            
(3星)	 唯一比韩国好的就是够短。            
(NA)	 电视剧里的坏人还真是幸福呀，人情关系也因为癌症而变得简单又快乐，什么私生女什么背叛，最后和谐的呀~~纯粹是空虚无聊寂寞女的消遣剧~            
(NA)	 我已经吐槽无能了            
(4星)	 - -！我果然是无聊寂寞了            
(1星)	 你是有多烦啊 本来我很恨你的好不好现在你让我情何以堪啊！！！！！！！！            
(4星)	 真没想到 最后三集我是快进看完的 坚持了这么多 我实在是受不了了是不是和《孔雀翎》一样换了导演啊啊啊啊啊 最后集体婚礼时看到亲友团都笑的跟花儿一样 变态 变态！不过 最后 我发现这一剧最有魅力的人竟然是洪世贤！！            
(1星)	 狗血            
(2星)	 。。剧情和韩国的某部片子相似- -            
(4星)	 感触很多，有空写影评~            
(5星)	 看的我那一个纠结。。。            
(2星)	 尼玛 凌潇肃好贱            
(NA)	 既然选择翻拍了，剧情、台词都是一样一样的连配乐歌曲都比较可以接受那能不能有些像样的服装、道具最起码看着能赏心悦目一些，可是，这部剧里找不到一丝亮点，看来国产剧和韩剧的差距真是太大了，宁愿盯着字幕看原版的也不想浪费时间看这个垃圾片，偶尔调台看2眼不算~            
(NA)	 让人觉得自己是受虐狂的点数据            
(5星)	 报复的快感其实掩饰不了内心曾经的伤痛            
(5星)	 秋瓷炫的确是个好演员，眼睛里边有内容            
(1星)	 完全抄袭            
(1星)	 编剧是脑残            
(1星)	 这尼玛什么2b电视剧？？            
(NA)	 呃呵呵呵            
(3星)	 虽说是翻拍棒子的。。但我真的没看过棒子的妻子的诱惑。。            
(3星)	 我的天哪，终于看完了，我做了什么孽啊，就是一不小心在电视上看了两眼而已，弄得我千方百计找到全集，看完了，纠结死了，什么电视剧。那对精神病终于死了，哎……            
(5星)	 豆瓣上的人就是装，明明爱看得要死，分还给那么低，哈哈            
(NA)	 唉。。            
(NA)	 这片也太欢乐了吧，擦。算了，看半集就够。            
(3星)	 那个高珊珊才是咆哮帝吧！！！            
(1星)	 mlgb，sb一样的脑残剧，我手贱才会看。人生公开第一骂献给芒果台和诱惑            
(1星)	 雷到爆。。。我想说 问什么台词都不改改呢            
(3星)	 有点向“裹脚布”的趋势发展~~~~            
(1星)	 烂死了。连歌都一样            
(1星)	 陪妈妈看的，不是我的菜啊！            
(5星)	 坚强的人只能救赎自己，伟大的人才能拯救他人            
(NA)	 不想说神马。。            
(2星)	 前面看了集。中间看了一点。结局看完了一整集。怎么觉得那两个人一死，大家的心结都打开了，人也开心了，头也不痛了，也不计较了，不争了，不闹了。原来一整部戏的中心点就是“艾丽和世贤要去死”。他们死了就太平了。题目应该叫做《去死吧》            
(NA)	 你就不能争点气 那演绎技术？ 不值得姚晨爱啊              
(3星)	 珍惜生命远离韩剧            
(3星)	 不就无聊打发时间看么，不就当个娱乐看么。用得着这么较真么            
(1星)	 凌霄肃演自己怎么还这么差劲啊            
(3星)	 完全是山寨的“妻子的诱惑”！！            
(1星)	 陪朋友妈妈看的狗血剧-_-```            
(NA)	 哈哈！！            
(1星)	 被逼看这电视，，实在受不了……            
(3星)	 看电视剧训练耐心            
(5星)	 傻逼高珊珊= =。            
(3星)	 虽然剧情很扯，但是老设悬念，还是吸引我去看            
(1星)	 阿媽天天看……orz            
(3星)	 前半段2颗星，后半段4颗星，除了一些硬伤，还是可以一看的~            
(NA)	 额...凌潇肃演的人有一种说不出来的怂~            
(3星)	 很狗血，我依然每天看。我想知道，它到底有多狗血            
(5星)	 品如！！！            
(1星)	 瞄了十分钟，果断一星。谁看打谁！！            
(NA)	 玩豆瓣的人都看不起这种剧吗~~我居然还在看~~~一个不喜好韩剧的人            
(1星)	 这种电视剧有什么意义，完全就是照搬韩版~~~            
(2星)	 收视率高是因为放在芒果台上映的~可是真的很不dj，特别是那个凌霄肃的演技和声音，哪里像个富家公子的样子，和戏里其他人格格不入的感觉，还有那个真的高珊珊，你是咆哮马的弟子吗？？？？            
(3星)	 终于看完了，被湖南台抻死了~            
(3星)	 哈哈虽然山寨又狗血但是看女主复仇有一种变态的快感            
(1星)	 芒果台你敢不敢不要总是山寨！！！！！！…… 以为走捷径了 ，其实很招人恶心！！！！！！！！！            
(NA)	 。。。。。。。            
(1星)	 什么狗屁玩意 还有第二季            
(1星)	 无论是《妻子的诱惑》还是《回家的诱惑》，都告诉了我们一个道理：跳海是死不了的。。            
(NA)	 狗血 但是偶还是看了。偶承认偶是俗人。            
(2星)	 山寨啊山寨啊。。。            
(1星)	 把女人都写的这么狠毒，男人都这么笨，由几个女人摆布，当观众是傻瓜啊，这片子能使人学好吗            
(2星)	 原来跳海这么不靠谱，跳两都没死一个。。。。。            
(2星)	 MB的我就觉得里面叫尚恩的小孩长得真是又丑演戏又蠢...太小了就不要牵出来，您等长好看了再说好吗亲！！！！每次看到就想掐死选演员的人好吗亲！！！！            
(1星)	 剧情太狗血，很多道理都不通，不过我还是看了，囧，连续剧就是这样吧，不看完就闹挺。            
(1星)	 我在至少超过四个地方，把这个看了，            
(1星)	 超级狗血小三翻拍棒子搞笑夸张虚假片，最狗血的是，我还看了啊啊啊啊啊啊啊            
(2星)	 其实我是为了看 迟帅。            
(NA)	 谁也不知道下一秒会发生什么、            
(3星)	 韩剧的老套路 但是没养眼的演员 唉            
(4星)	 一开始只是想去看秋瓷炫的 因为她在大旗英雄传的表现实在是令我很吃惊 不过感觉好像她又回到楚留香的角色了 赞她一个             
(1星)	 是好剧不过可惜是抄袭的            
(3星)	 明朗少妇成功记            
(1星)	 不要山寨ok ?            
(NA)	 伪韩剧也就伪了，女主角还是韩国找来的……            
(NA)	 剧情老套~ 不过林品如变身以后确实比较精彩，不喜欢女人太懦弱            
(3星)	 也是看了好久的、            
(NA)	 木哈哈哈哈哈哈哈哈哈             
(3星)	 我是有多无聊            
(3星)	 。。。为毛你喜欢看这种东西。。            
(3星)	 最喜欢那姑娘了            
(2星)	 囧囧雷剧...无力吐槽....            
(1星)	 山寨版!!!!!!            
(2星)	 我是决不会因为讨厌凌潇肃就给一星的！！！但是我真的不知道后30集还有什么意义！！！前三十集还是可以看的！！！            
(3星)	 感觉女主“公公”这个角色是里面唯一一个不脑残的人，其他的我都想掐死~~~            
(2星)	 我就进我妈房间的时候瞄了呀。。天雷滚滚啊。看评论居然有人说拍的很细腻，。细腻你妹啊            
(1星)	 劈腿男的演技不是一般差            
(5星)	 艾丽就是打不死的小强            
(3星)	 感觉像是翻拍的韩国的女娃的诱惑            
(1星)	 两集半，我的极限了。。。            
(2星)	 在海南的日子，每晚看到十二点，真是没脸没皮啊，什么狗血剧情啊，凌潇肃真讨厌，演技讨厌！            
(3星)	 这尼玛的林萧肃伤不起啊            
(4星)	 没看过原版 还可以啦 某人的本色出演嘛 不晓得到底是抓住时机还是炒作 不过林某人确实不咋滴            
(1星)	 老实说我很蛋疼，所以上来看看到底有多少人看过这么烂的电视，没想到豆瓣之大果然无奇不有，居然有这么多人看过，还有这么多人写过简评，还有人写影评，omg，这是多么无私的国际主义精神啊，多么高尚的爱国主义情操啊！            
(2星)	 看开头猜结尾，老妈在看，就不说什么了~男猪这手机看着好山寨的样子，怪不得马桶台在放。好久没看迟帅了，之前的印象还停在《金粉世家》和《小神龙俱乐部》，话说这部剧就你最正常了~╮(╯▽╰)╭，ps：奇艺推广语xxx“本色演出”，哼哼哼~            
(4星)	 我现在怎么喜欢这种电视剧了。。。也许岁月确实会改变人吧。。。不过剧情确实极其荒诞。。。但也有点内涵吧。。。            
(1星)	 看来确实是有烂剧受虐控 很烂很烂 却依然偶尔会看那么几眼  我就是要看你到底有多烂多做作  前段时间的宫 这次又是回家的诱惑 越烂越有收视率 芒果台 您就继续将烂剧进行到底吧~            
(2星)	 额 秋瓷炫算韩国巨星吗？？？不喜欢这种剧，感觉太戏剧化太夸张。            
(5星)	 林品如很美，先入为主，看韩版的觉得接受不了            
(1星)	 假的彻底            
(1星)	 我想不通，为什么女主用韩国人？明明大陆翻拍的片子，请全部用中国人好吗？《妻子的诱惑》是部狗血剧，我也是勉强看完的。《回家的诱惑》根本就是部烂剧，我看都看不下去！            
(1星)	 给小神龙俱乐部的一颗星            
(3星)	 一般            
(3星)	 属于那种随便挑一集出来看就可以猜出全部剧情的电视剧            
(3星)	 陪妈妈看            
(4星)	 极品电视剧越来越吸引我了。            
(NA)	 看完烂片之后心情不是一般的好            
(1星)	 这电视剧就是在挑战人们逻辑能变得多混乱。            
(3星)	 觉得主题曲蛮不错的            
(3星)	 虽然是山寨剧，不过看的也过瘾。。。。每晚追看两集，果然是适合上班族的消遣小菜。。。            
(NA)	 我觉得弄了这样的结尾，编剧实在是很善良的。。。            
(NA)	 其实不好看。很牵强的剧情。很狗血的演技。只是喜欢和室友一起做一件事情的感觉。            
(1星)	 差的不能再差了            
(NA)	 我不觉得艾利有多坏，其实最坏的就是洪世贤，不怪别人啊。俗话说，一个巴掌拍不响啊，她再坏，没人配合也不行啊。另外洪世贤的衣服我也觉得都偏大，不好看，不如高文彦的衣服穿得帅。还有凌霄肃对姚晨，果然是本色出演啊~~~            
(2星)	 无聊的仿韩剧，假死了            
(2星)	 看了三四集就果断拖黑了…            
(3星)	 衣服很美            
(NA)	 凌潇肃整个面瘫爷。。。            
(NA)	 怎么说呢这片子 咳 有点脑残吧 哈哈大家搜索一下 bt影视 最新更新 www.btmov.com有你想看的哦 你懂的 嘿嘿            
(3星)	 就是诱惑惹得祸啊            
(1星)	 奔着凌潇肃的本色演出瞅了瞅~真的~凌潇肃你算玩完了~            
(2星)	 我依然不能接为什么凌霄肃要拿山寨iphone            
(1星)	 出了女主角很漂亮之外，完全没啥好看的，配音一坨屎            
(NA)	 哈哈哈            
(4星)	 我总看芒果台的自制山寨大剧就木有人鄙视我么。。。我觉得他们的山寨剧还不错也木有人鄙视我么。。。如果没看过原著，觉得芒果台的山寨剧还真挺好看的。。。            
(3星)	 消磨时间的片子，唉            
(2星)	 看着玩            
(NA)	 我可以打负星吗？            
(3星)	 矮油            
(NA)	 看了中间，韩国人的表演真假。。。            
(1星)	 看了一眼觉得可怕到不行的电视剧  雷啊  简直是天雷            
(1星)	 女的全是妖精，男的全是白痴。母的一心想祸害人，公的一心只想嫖。果然是绝配。            
(1星)	 kao，我们班好多小女生都是这破电视剧的死忠，而那个女生竟然连《交响情人梦》第一话都看不懂！呜呼我国民！            
(NA)	 回家的诱惑更新到49集了，每晚更新2集观看地址：www.gm0759.com            
(5星)	 非常不错            
(NA)	 结局是和谁在一起了....            
(1星)	 凌潇肃演得实在是烂啊，都本色了怎么还演不好！演的一点不像富商公子哥，没有演出那种优越感，感觉就一穿着西装的打工仔！台词说得也很烂！扮演高文彦的演员倒演得不错！另外，觉得两个女主角演得太假，品如在表现复仇、心眼等的演绎方式与艾利都一样，固定的表情~太表面、机械化，成了脸谱化的人物！            
(4星)	 其实我就是为了看坏女人最后是怎么倒霉的ps：迟帅怎么看都还是小神龙一哥，凌欧巴演技着实不如他前妻            
(3星)	 看了一半不想看了，直接跳第二部            
(1星)	 昨日在朋友电脑上看到秋瓷炫不雅照，200多张吧，好像还有部电影叫生死决断？无语的很，大跌眼镜。            
(1星)	 这家伙把我乐的呀            
(5星)	 我好喜欢这部电视剧，深深地被剧情所吸引，也为品如的复仇而揪心！希望品如会越走越好，希望爱情能代替仇恨！            
(1星)	 支持一下            
(4星)	 片子不算烂，但只为了看迟帅            
(3星)	 - - 原来只有4.4分啊，表示没看过原版的我觉得还行。            
(3星)	 看某某本色出演            
(1星)	 这个剧情看着很想吐            
(3星)	 越到后边越不怎样了            
(3星)	 一部电视剧而已~现实应该没有剧中的那么善良            
(3星)	 山寨连续剧，女主还算有点气质，看着不累            
(3星)	 我觉得还行啊。。。本来想看看妻子的诱惑的，结果一看，129集。。。还是看看这个传说中的“山寨版”，就如同手机，用山寨的，其实也还行吧。            
(1星)	 没有最雷，只有更雷            
(2星)	 这么难看~差评真么多，哪来的捏么高的收视率啊！            
(1星)	 演技有木有！！！有木有！！观众伤不起伤不起！！！             
(1星)	 中国人演韩剧，挺不错！我觉得姚辰也比较有眼光            
(3星)	 额  我受不了我自己   竟然在看这个剧。。。当初看妻子的诱惑已经被害的很惨了  没想到现在竟然看起了山寨版。。。鄙视完了  其实女主演的还行   看久了以后对其他人也可以忍受了。。。最初我只是想看女主变身以及男女主的感情戏的。。。 只看了几集 over            
(5星)	 太欢乐            
(2星)	 偶尔看一下            
(4星)	 还是很欣赏凌霄肃。            
(4星)	 逗乐            
(1星)	 哈哈哈哈！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！            
(2星)	 这么长这么山寨这么狗血 在网上看看分集介绍就行了            
(NA)	 卧室有电视啊亲！ 一边修指甲抹脸什么的一边瞅瞅还是挺欢乐的~            
(1星)	 山寨啊山寨。。。操蛋的湖南台。。。            
(1星)	 可不可以再恶心点            
(1星)	 看了10秒钟，被雷翻。。。            
(3星)	 山寨韩剧            
(4星)	 改编的很成功，最起码不用听翻译的声音了.但不应该是改编，是挪            
(NA)	 看了一集，立马关电视，凌潇潇那个僵尸脸可以当演员吗？？？另外这个片子山寨到如此无耻的地步，别说情节台词了，连主题曲都是一样的，居然还有这么多人看，这就是广电封杀韩剧港剧的好处，黄金时间段都被烂片占领，还有一大批人看得津津有味            
(NA)	 好看            
(5星)	 天天等，天天盼，拉扯着狗血的剧情，酷似自虐，又心甘情愿。            
(4星)	 尼玛的三儿，尼玛的贱男。            
(3星)	 我觉得蛮好看的啊            
(2星)	 我竟然在陪妈咪看这个，很狗血很狗血。看到凌霄肃就想吐。本色演出咧~~~            
(3星)	 女一没有女二演技好，只会微笑和弄头发            
(2星)	 应该叫“灰姑娘复仇记”！            
(2星)	 哈哈哈哈哈哈哈哈哈            
(1星)	 一星给迟帅！！！凌潇肃还真是本色出演            
(2星)	 剧情超级纠结，还有凌霄肃真的不该拍这部电视剧，这不，，，，，            
(3星)	 没看过原版，但这一版够复杂的，还蛮解闷的            
(2星)	 纳闷，韩国人都来国剧了。。。            
(3星)	 背景很相似哇  下半部啥时候有哇            
(1星)	 神马烂片，拍的假到不能再假。凌潇肃的演技还真烂，普通话又差，难怪不红！            
(3星)	 文彦还是健佑好            
(2星)	 凌潇潇本色演出，各种狗血怪异，竟然还能火成这样= =            
(1星)	 我只能说，NC的编剧造就了一部不能自圆其说的NC电视剧。。。            
(3星)	 2011.3.12—3.25。。。两周，每天。            
(NA)	 高珊珊和高文彦最相配了！            
(5星)	 湖南台放太慢了伐。            
(3星)	 小虐虐~~~            
(NA)	 凌的本色演出么？            
(3星)	 她们俩开打以后我就觉得没有那么难看了            
(2星)	 怎么就敢一点都不改！            
(1星)	 我草他老娘，没看过，但是马桶台必出烂片。还有啊，中国的脸都丢尽了，韩国人怎么看我们啊。翻牌也要改改啊。好吧，我承认我看过妻子的诱惑，但演技实在无法相提并论。            
(3星)	 想看品如转变的那一瞬间，结果被那无语的音乐给搅和了。。            
(2星)	 生化大片 武侠片             
(2星)	 一头雾水。            
(3星)	 虽然相当的山寨，毕竟只要看过妻子的诱惑就不会看了，可惜凑巧我只知道妻子的剧情，没看过，所以面对恋香当年的女主角，我还是看了一些，还成吧，如果不是非要对它有什么特别要求的话            
(3星)	 。。。复仇神马的，果然爱看。。。越来越向妈妈极别靠近。。。太长了。。。秋瓷炫演技不行啊，走极端的艾利，受不鸟            
(2星)	 现在这些演员的演技可真差啊！林品如唯唯诺诺的样子真给女人丢脸，还有韩国式的行礼，唉，这还是中国女人吗？！！！！             
(NA)	 ！！！            
(1星)	 凌潇肃   把男人的无赖演绎出来的~~~            
(2星)	 、、、很单纯的看了第一集，觉得好熟悉，就忍不住来看评论了。 能学的这么像连配音都可以直接用了，真的很不容易。。。。。感慨！            
(3星)	 感觉还行 就是现实中哪有人不要脸到这么明目张胆呢 还是个女人 有点自尊好不好             
(1星)	 尼玛这也叫电视剧啊！！            
(1星)	 看见凌某某就恶心            
(NA)	 纯粹是抱着八卦心理去看的。要不是凌童鞋出那档子事儿，我想收视率也不会这么高吧……看女猪脚复仇好欢乐，小三去屎去屎！！！            
(3星)	 虽然雷人 但无聊的时候看看复仇剧挺过瘾 何况还是原配战小三！            
(1星)	 受不了。。。。            
(3星)	 很喜欢品如自我蜕变复仇的部分，原来一个人真可以脱胎换骨，重新来过~            
(3星)	 凌潇肃太丑啦            
(1星)	 傍着同学看了一点，很难看，山寨还做成这样。。。一星给迟帅。小神龙俱乐部。            
(1星)	 sb凌霄肃，演技太差了            
(1星)	 剧情太狗血，不符合逻辑，演员表情夸张，配音太差。            
(1星)	 为了凌潇肃喧喧闹闹的绯闻去看了一下这部片，跳跃式的每集看5分钟。坦白讲，凌潇肃演技还是可以的，说话都挺自然，可能这就是传说中的本色演出。韩国那女的也不错，前后转变能演得还挺好。李彩桦演技还是很破！剧情就超破，来去品如讲的就是要为我死去的孩子报仇。艾丽就一直在抓狂，世贤就黑脸            
(3星)	 搜索过百万。            
(3星)	 我觉得艾利的坏是很低级的坏啊，把周围的人都得罪了            
(1星)	 很差很差 湖南台是赚钱赚疯了，广告多不说，每集开始都是上集重复内容，估计只有三分之二是当集内容，巨烂无比            
(2星)	 拍的糙，模仿痕迹太重了            
(2星)	 1.我是来看秋瓷炫的2.这就是传说中的广告中插播电视剧？4.此片最牛逼的地方就是，你只要看了片尾曲和片头曲就知道了60集的内容。。。。            
(3星)	 大爱迟帅~~~卡卡~~~            
(2星)	 这么山寨的电视我竟然也时不时的看看，我都佩服自己了            
(2星)	 剧情完全照搬也就算了，问题在于编剧在严谨性方面根本完全不考虑。能不能不要这么假？？？？？            
(5星)	 期待下部的上演，喜欢品如转型后的样子。            
(2星)	 虽然觉得演的很吓人~但是我居然还是在看~天天跟小野等着看女一号华丽的变身~然后狠狠地报复----变身后，作的让人恶心！看不下去了~——难道我们开始怨妇了？！恐怖~~            
(1星)	 品如大变身！！！！！！            
(3星)	 我很大压力有没有！！！！！！！！！！！！！！！            
(1星)	 看了十分钟，背不住了，太扯淡了。。。            
(2星)	 芒果台变懒了、连名字和主题曲都不愿意改，直接原版抄。            
(1星)	 抄都不会抄，女的就真的不能说了，迟帅这么个角儿怎么堕落到这份儿上了，看在他有张脸，勉强算个250，里面其余男的个个是傻X。那个女主角能不能不要再用柔光镜了，法克，我真的忍受不了一片雾蒙蒙的感觉，老娘要换屏幕了！            
(1星)	 看到预告就想吐槽，模仿你妹            
(1星)	 凌霄肃困了吧，看的我们很也困广告N多就算了。一集剧情回忆起码一半，注水凑时间？            
(3星)	 凌潇肃没演技。。李彩桦好漂亮~            
(5星)	 真的太好看了！可是太少集了！在百度搜索~~~~~“ dy9电影网 ”都可以看到33集了！情节超给力~~~品如变得好坚强~~~看 世 贤 移 情 别 恋 爱 上 高 珊 珊 ， ， 0 0 艾 莉 遭 报 应 把 。 。1            
(2星)	 每天10点一家人都看得很欢乐。。我爸还跟我一起边看边吐槽=3=            
(2星)	 很有韩国风。女性主义题材，不错。            
(NA)	 本着看凌潇潇本色演出的态度来看的，一个烂人红了一部电视剧            
(4星)	 还行。据说跟妻子的诱惑类似了。            
(2星)	 终究是没看完的一部，评语是很无语。            
(3星)	 编剧脑子被门挤了            
(NA)	 没办法忍受了不看了。。。烂。。。            
(1星)	 木办法 宿舍集体行为            
(3星)	 刚开始很气愤，后来有点意思，最后又无聊了，肥皂剧。。。。            
(4星)	 品如的完美蜕变  讲述了一个精彩绝伦的复仇故事很好看   去看看吧！！            
(1星)	 贱逼湖南卫视！！！别的节目做得还不错，怎么这个就做得那么捞逼！广告多不说，还每集都重复那么多。你以为你是谁啊　收买了谁谁谁！还不给到网上查            
(1星)	 演高三三的真是奇葩，疯子！恶心！            
(NA)	 yeah~!我就是爱看这个恶俗片~~~            
(1星)	 上T小三和凌霄肃这辈子也算基本玩儿完了            
(1星)	 其实只有半颗星。。            
(1星)	 其实这就是老凌的本色出演么！！！有没有！！！有没有！！！有没有！！！那真是毫不做作。。。            
(1星)	 看了一点。。。。喵的。。            
(3星)	 剧情很烂，很烂，消磨时间            
(2星)	 演员实在不给力，比韩国版的差太多。快进的都没耐心了。放弃。            
(1星)	 最近湖南卫视放映的，泡沫剧一部            
(1星)	 难看到爆            
(3星)	 没看过妻子的诱惑，就看看山寨版的吧，期待品如是如何复仇的。            
(1星)	 这么弱智的片子是怎么拍出来的？一晚上我边看边骂，边骂边看，不断挑战弱智的底限。我也为评论此剧而羞耻。            
(1星)	 =&#34;=凌霄肃真好意思接这戏，自己演自己应该挺自在的！            
(1星)	 有这工夫山寨韩国垃圾，不会自己写个像样点的剧本？棒子们要笑死了，瞧瞧中国的SB电视台，只会玩咱剩下的。自己写个剧本能浪费你几个脑细胞？别说我是粪粪，那天换台的时候看到此剧，女2让男1去自己家，男1一脸冷漠不屑地说：去你家还能干嘛，还不就做那点事。OMG，差点没给这台词恶心死。            
(4星)	 算是放得比較好的國貨~看見艾麗這幫人遭殃的時候，有當年看見皇后和容嬤嬤受罰的快感~            
(1星)	 能把一部那么好看的剧翻拍成这个样子  也够牛掰了            
(2星)	 额，就当我一眼也没看。            
(3星)	 为了秋瓷炫 多打一颗星            
(NA)	 很无聊            
(2星)	 抄吧抄吧            
(3星)	 只看迟帅~~~            
(2星)	 跟着宿舍里的人肥皂一回吧...Just弄点儿共同语言...            
(3星)	 打发时间！            
(3星)	 虽说是翻版山寨 但没棒子版墨迹。            
