http://movie.douban.com/subject/3198015/	绯闻女孩  第二季 Gossip Girl Season 2
(4星)	 我爱s            
(4星)	 混乱的一踏            
(4星)	 华丽！喜欢blair,nate!            
(NA)	 S&amp;D，随着他们感情的结束，中止了我继续的念头            
(5星)	 喜欢。等着第三季。            
(4星)	 可看而不可遇的感情 希望第三季B能和C还在一起不过看起来有明显的年龄差异            
(4星)	 没有第一季好看            
(4星)	 欣赏彼岸多姿多彩的世界            
(NA)	 s            
(4星)	 唯一看点就是bc            
(5星)	 光看看美女帅哥就足够了            
(3星)	 第一季看的是故事内容，第二季看的是主角彼此的感情，是一部会让我不知不觉变成剧中的J的电视...            
(5星)	 very good             
(NA)	 可以这么说，只喜欢Chuck&amp;Blair~            
(NA)	 除了乱还是乱~！各种乱            
(NA)	 看了N遍了，主要里面N和B的音色很棒，百听不厌~            
(4星)	 2009            
(4星)	 喜欢boss和b 在一起的感觉。。            
(4星)	 B            
(NA)	 朋友   爱情 总是在某些时候不能两得我偏爱seriena，那种对朋友的包容，对爱情的热情 我爱她，就像爱自己在某种程度上来说，我觉得自己很像她            
(4星)	 越来越混乱了。。。不过还是好喜欢S。。。Dan走开~！！！            
(4星)	 剧情真的是……只看服装搭配了            
(5星)	 好看！            
(3星)	 看什么来着？衣服，鞋子，包包，妆容。。。。。。养眼片            
(NA)	 关于人性的探讨.            
(NA)	   最有张力的我想是Black和Chack的分分合合，他们总是这样的吸引我的眼球，让我忍不住追了一集又一集~~            
(4星)	 越来越纠结…………            
(NA)	 不管怎么样。。这部片子 有教育意义！ 是千真万确的！ 是个温暖的故事！            
(4星)	 我还是觉得Chuck蛮好            
(4星)	 还是坚持看完了、、、B和C这一季不负众望一起了瓦，            
(4星)	 funny still            
(4星)	 就让它这么乱下去吧~~~            
(4星)	  喜欢B女王的感觉。。。            
(4星)	 看。            
(NA)	 狗血剧情无极限            
(4星)	 bc是我唯一的指望……            
(5星)	 看起来不累，很放松。还有就是，一看就知道是砸大钱拍的。            
(3星)	 第二季较之第一季,逊色多了,牵强附会的扯进一些无须有的事情为了继续下去这个故事,没得必要了,感觉,   但还是看完了,,,或许这也就体现了美剧的吸引了,让你觉得不好看,还忍不住看完了            
(3星)	 和第一部比太狗血了。要不是爲了我的BC，都不想再看下去。=[            
(2星)	 太乱了 有点离谱了！！！            
(4星)	 看编剧如何再把第三季瞎下去            
(2星)	 第一颗星给Little J. 第二颗星给B的n次眼泪.             
(5星)	 很棒，看的很过瘾！            
(2星)	 第二季把排列组合定律运用地淋漓尽致，无聊无聊。            
(4星)	 I like Ed·维斯特克             
(NA)	 到了第二季。其实要是把他们的对白都自动翻译成中文的话，其实很雷。            
(2星)	 情节够跌宕够狗血  好  cut  到此为止没看下去的欲望了            
(5星)	 很有passion             
(5星)	 第二季要比第一季较为紧凑，继续期待第三季。            
(5星)	 必看的美剧            
(NA)	 ！            
(5星)	  喜欢b&amp;c 希望有好结局            
(5星)	 we love chuck bass            
(4星)	 喜欢的原因：1。帅哥美女云集2。看看上东区富人们的生活3。靓衫靓衣4。混乱的生活vs不变的友情            
(4星)	 兴头不高的时候调整心态            
(NA)	 喜欢S            
(NA)	 快节奏 大家都是聪明人            
(2星)	 好没创意的剧情，            
(4星)	 我的喜爱总是不能长久。依然没有把这一季的结尾看完。看一帮熟悉的面孔在戏里折腾，彼此人生互相交集。心中有所念想也许生活会有动力的多。            
(5星)	 时尚感很强，语速很快的一部美剧            
(3星)	 不如第一季，感觉连接不上去            
(4星)	 没第一季好啊。            
(NA)	 期待下一季~有两点有漏洞            
(3星)	 第二季充满感情上的背叛，不断地劈腿，能好的都好遍了，真不知道第三季还会怎么演~~~            
(3星)	 就一个感想。。太乱了。。不排除该季编剧有脑残的可能性。。            
(4星)	 Chuck 让人有点小感动。。。            
(3星)	 越拍越不靠谱~            
(3星)	 等它没把我等得累死。我就这么一庸俗的人。能把我怎么着吧！            
(4星)	 还是很无聊            
(4星)	 混乱的剧情还是让我坚持看下去了。。            
(4星)	 停停歇歇，终于把你看完！！小J小J。。。            
(NA)	 大爱，等待Season 3            
(NA)	 chuck, 你变得好帅我受不了            
(3星)	 明显没第一季好看 关系更混乱了            
(4星)	 衣服很不错 生活也很不错 就是人物越来越乱            
(5星)	 很不错，B让人又爱又恨，觉得很像生活中的自己，死爱面子，但是有屡次受挫，邪恶的魔女            
(NA)	 looking forward to season3            
(5星)	 啊我喜欢GG~~            
(5星)	 事实上。这部剧结束已经有一段时间了。但我刚刚才把它看完。嗯。他们高中毕业了。嗯。我也是。接下来是新的大学生活。非常喜欢《gossip girl》以及剧里的每一个角色。爱他们。让我受益匪浅。这样。            
(NA)	 越演越狗血的剧情啊 不过还是蛮喜欢看的            
(2星)	 不能说片拍得不好，只是这上层社会勾心斗角的主题让我反胃            
(5星)	 you know you love me,xoxo gossip girl            
(3星)	 服装比第一季差好多，剧情也逊掉了一点            
(4星)	 完全没想到B会爱上CHUCK。。。。。            
(4星)	 ok            
(NA)	 慢慢被吸引，觉得不错的片子~~            
(3星)	 their relationships are just arranged and then rearranged...&gt;&lt; well, but still couldnt give up watching it...            
(5星)	 除了c&amp;b的感情揪心，演员养眼的养眼，剧情无聊的无聊            
(4星)	 美剧与中国的连续剧的不同就是美剧看起来不过瘾。。。。比起《老友记》和《越狱》来说，绯闻女孩不算以情节取胜的美剧。情节发展混乱的可以。            
(5星)	 英文发音很清晰，虽然看的时候被那种纸醉金迷的奢华生活吓到，也不太认同那么乱来的开放过度的美国人，但单从看偶像剧和血英语的角度来看，还是蛮不错的美剧~            
(5星)	 等三            
(5星)	 不错，等待第3季            
(NA)	 乱            
(4星)	 S,,!大爱~!!!            
(4星)	 GOSSIP,GOSSIP,GOSSIP.            
(5星)	 很喜欢S，还有B和C之间的游戏抑或爱情。            
(4星)	 大爱SNCB~~            
(3星)	 各种搭配已经用完了。。            
(5星)	 好看极了            
(NA)	 BC            
(5星)	 还是好喜欢，特别是S！~~~            
(4星)	 比第一季还要精彩。他们的高中生活结束了。。。大学一定更精彩，因为gossip girl也要上大学了。。。。。。。            
(4星)	 友情  爱情  继续混乱            
(5星)	 刚开始是因为超靓既YY和美人帅哥吸引我，慢慢的发觉探讨的问题还有点深度喔~最欣赏里面的人敢爱敢恨，B&amp;S的友情也很触动~            
(2星)	 第一季还行，第二季开始就越来越混乱⋯⋯怎么说呢，里面的人物关系让我感觉编剧在进行随机排列组合，只能说她数学排列组合学的还不错⋯⋯            
(2星)	 软广告，鉴定完毕。            
(3星)	 一句话：大不如前            
(4星)	 剧情有点扯...期待第三季            
(4星)	 刚开始觉得高中生装成熟挺别扭的，没想到越来越精彩，可是第二季收尾时剧风突转让我有点不能接受。几个主角越看越顺眼，网络下的不是高清版，所以有关时尚的元素因为画质而大打折扣，后来看报道才发现自己真的错过很多。期待此剧继续~~            
(5星)	 就是喜欢b&amp;c   一直期待着第三季~            
(5星)	 期待第三季。。。            
(5星)	 I really love it            
(NA)	 who am i ? that&#39;s a secret that i never tell. so xo,xo GOSSIP GIRL            
(NA)	 就是几个主角搞不清楚得搞啊            
(NA)	 无语            
(4星)	 看她们总有惊喜，莫名其妙的谁和谁在一起，但是后来有点太乱了，不过，为了看他们到底还能怎么折腾，先追一下吧            
(4星)	 CHuck好帅，只是后来……唉也是写实来的……乱套了            
(4星)	 期待第三季~            
(NA)	 很喜欢，期待SEASON 3            
(NA)	 快出第三季吧！            
(5星)	 恩。。喜欢DAN和B，喜欢里面的音乐。。第一季的歌都淘出来了            
(4星)	 没看完其实。。            
(3星)	 个人觉得明显没第一部好看！颠来倒去就是那三男三女在谈情说爱，除了兄妹乱伦还有B看不上D以外，全都配对过了            
(4星)	 喜欢B和Chuck`            
(5星)	 看完这里，突然失去兴致了。            
(4星)	 以前看第一季的时候觉得不怎么样，而且他们的生活是普通百姓们接受不了的，奢侈糜烂的生活把他们打扮得很成熟...可是慢慢看下去才发现，在光鲜成熟的外表下，他们还是很小孩子气，甚至是个无助的孩子，希望得到父母的爱...            
(NA)	 还好的是Chuck终于和B在一起了            
(4星)	 话说越来越纠结..            
(NA)	 chuck美啊            
(4星)	 向往的            
(4星)	 很大胆~很high~            
(5星)	 超级喜欢~^^            
(5星)	 chunkchunkchunk            
(5星)	 虽然所有的角落都充斥着丑闻，但是我所能够感受到的除了感动还是感动喜欢B和C的KISS，甜蜜而温馨。            
(4星)	 赶不上第一部            
(NA)	 。。            
(4星)	 上东区浮华欲望的世界，单纯而又复杂            
(3星)	 没有第一部好看            
(5星)	 很喜欢b和chunk            
(NA)	 光看品牌 忽略了剧情..            
(5星)	 等待第三季            
(4星)	 啊啊，總覺得S和D真的是糾纏不清啊            
(NA)	 C和B的爱情，纠结的要命，不打算继续追下去了，不然，还得继续纠结            
(NA)	 lossing attractiveness...            
(4星)	 GG的第二部关系变得乱七八糟,如果说第一部凸显了S和D.那第二部讲的全是B和C.依然爱Queen B.            
(NA)	 看的有点累。。。            
(3星)	 复杂的那个什么··            
(3星)	 怎么说呢？因为，也许，可能。。。。就是如此而已            
(4星)	 乱乱的            
(3星)	 越来越烂            
(NA)	 第三季什么时候能出呢?最喜欢Serena，从第二季就开始讨厌dan了            
(4星)	 最后BLAIR 和CHUNK在一起的时候，感动的哭了。            
(3星)	 看着第二季有种咀嚼鸡肋骨的感觉：嚼之无味，弃之可惜。很无奈吧，想当初连夜追看第一季的疯狂，还是认为值得的，因为有时尚的外衣和C&amp;B迷惑的恋情，而到了第二季，剧情的兜兜转转和人物个性的反复无常，以及CB恋情的阴晴不定，让我失望不已，其中跳过很多无聊的情节，终于大呼过瘾看地到了结局            
(3星)	 只剩BC讓我有興趣。。            
(3星)	 男女关系越来越排列组合。除了时尚。            
(3星)	 可以用来打发时间            
(5星)	 真想让chuck大干几个回合            
(NA)	 前两季都全部看完，关注第三季中。            
(5星)	 没多大悬念，但是很值得一看            
(4星)	 华丽丽的继续，闹听吧。            
(3星)	 各种颠覆我各种观 受不鸟            
(4星)	 主要学习口语...学习剧本创作理念...原来故事要这样讲！期待第三季~NYU~~            
(NA)	 从出来第一季的时候就一直追看            
(NA)	 Chuck and Blair ,cheer for the couple.Serena and Dan,lose the key to the soul.Nate,Jenny,Vennesa, trible is trouble.            
(4星)	 chunk            
(4星)	 剧情基本可以忽略，帅哥，美女，名车，豪宅，潮衣            
(4星)	 总的来说就是年轻人那个感情纠结啊，里面每个人都有可能在一起，哈哈，不过现在十分看好B&amp;C，期待第3季！            
(4星)	 了解美国上流社会，奢侈荒淫······一个远离我们的世界，我们爱通过电视剧去窥视。            
(4星)	 恩~~总感觉人物关系越来越复杂了，就在几个人身上绕圈圈，不过最后B和C在一起还是很让人开心的            
(4星)	 比第一部好看很多            
(5星)	 C居然对B说i love u了，这片子还怎么拍下去            
(3星)	 格局不高            
(NA)	 开始是同学介绍的！后来自己开始追着看，每个星期一集，实在太辛苦了！不过都是值得的            
(5星)	 ok            
(5星)	 结局超美的！！！！我爱chuck！            
(5星)	 喜欢，喜欢，喜欢~~BC王道            
(4星)	 这个人物纠结啊...一会儿和这个好 一会儿又和那个乱搞...有点受不了反复不定...但还是很想看！！~~~哈哈哈 我已经习惯了...            
(5星)	 Queen B Forever            
(3星)	 pretty guys everywhere......情节很@#￥%&amp;……的。。。养眼剧            
(5星)	 很空无            
(3星)	 为了chuck继续看。。。orz            
(4星)	 太乱了  不过还是挺吸引人的~~            
(NA)	 快点出第三季啦。。。。            
(4星)	 纠结，并期待着            
(5星)	 喜欢反复            
(2星)	 看恶心了。。。            
(3星)	 越来越狗血的剧情            
(3星)	 看完有点不知所谓的感觉，就“纠结”二字可以概括            
(2星)	 放荡。。。            
(4星)	 看过就忘，打发时间的片子，唯一记得的就是他们过节那几段。            
(4星)	 C的头发有些搞笑...            
(5星)	 XOXO GOSSIP YOU KNOW YOU LOVE ME            
(5星)	 有些混乱。最初一点都不喜欢Chuck，后面慢慢的，觉得他好有男人味啊！不喜欢Dan，乖学生的表面隐藏着一颗耐不住寂寞的心。            
(4星)	 乱关系~在继续~            
(3星)	 是啊。第一季还行，到了第二季就乱七八糟的，疯狂了。            
(5星)	 超赞的，，，，，喜欢内特，，，，，，，，，，，，，，，，，内特            
(3星)	 剧情不咋地，很乱，没有那种看了还想看的感觉比较关注剧中的时尚元素            
(3星)	 剧情太乱            
(5星)	 算是美劇中個人比較欣賞的一部片子了！符合我的口味，大大滿足了我的虛榮心！            
(5星)	 迷上美剧，GossipGirl 很时尚，很青春，我喜欢blair,任性的公主，却很真实……            
(3星)	 每次到了第二部，人物关系就开始混乱了，哦MY CHUCK            
(5星)	 总之，我要追……一直……BC的爱是我不能割舍的！            
(4星)	 结尾无力。。。            
(4星)	 CB一定要在一起！            
(3星)	 第2季太乱了..看得没好大兴趣了            
(5星)	 喜欢，虽然对中国的高中生来说，这部片一定会带来不小的负面影响，但是我觉得中国的父母绝对值得一看！青春期的少男少女们，一不小心就会走入困境，真希望你们能帮一把，是理性而温柔的帮一把，而不是责骂，不是愤怒！            
(3星)	 是要叙述些什么呢``            
(NA)	 从开始就把这个当做养眼的剧目，但是在缺少剧情支撑的情况下，着实没办法再追下去了。            
(3星)	 已然不如S1            
(3星)	 第一季 精彩...第二季 糜烂...            
(NA)	 一般，不如我的期待            
(5星)	 chuck  最爱···            
(NA)	 越到后面越无聊~怎一个乱字了得            
(3星)	 没有第一部好看            
(NA)	 乱            
(5星)	 剧情很好            
(4星)	 越来越不真实，不过依然养眼            
(4星)	 它反映了现实社会中人的一种本质，让我们思考            
(5星)	 一拨接一拨的回忆  只想好的方面             
(5星)	 从冬天看到了秋天，，终于是看完了。第二季的结尾是我乐意看到的，B&amp;C终于在一起，哈哈，期待第三季。            
(5星)	 他們的世界很精彩,可是也很寂寞...他們有我們不能擁有的物質生活,可是卻不見得有真正的幸福....很期待8.31的第三季,哈哈...貌似越來越成熟風....            
(3星)	 就是喜欢里面的衣服~            
(4星)	 开始还不错，到后来就很纠结，人物剧情编排有点不合理            
(3星)	 乱啊            
(3星)	 那关系真的不是一般纠结.. 看不下去了.            
(5星)	 算是最喜欢的美剧吧。还算蛮有意思，但是第二季比第一季差些。期待第三季。            
(NA)	 可以学习英语啦~！            
(5星)	 喜欢b &amp; c在一起！！！！            
(NA)	 第一次看了一集，觉得肤浅，后来闲下来，决定重看，就又看了两集，咋就没发现有啥好看呢？又是一帮人乱七八糟，也没发现谁长得特别好看啊。。            
(NA)	  错综复杂的感情纠葛，在每个人的心里都有自己的秘密，可是每个人的猎奇心，加上网络的广泛传播，将每个人的秘密公布于众，暴露无遗，人人评论。让人怀疑爱情友情亲情。。。但是不容置疑的是，他们有自己的长处和优点，小B很CHUCK之间的爱情让人深思，一段真真的感情到来之前会有错误的遇见。            
(4星)	 时尚。~·            
(NA)	 本来要放弃跟了，不过冲着第二季的结尾决定义无反顾的继续第三季拉            
(4星)	 人物关系乱死了            
(4星)	 没看完，但很不错            
(4星)	 有點看不下...            
(NA)	 编剧让里面只要是男的和女的就能排列组合的一个一个搞来搞去,最后实在没花头搞了就写起LILY的往事了,有点写不下去的味道,幸好还有个私生子,期待第三季的大学生活            
(5星)	 好看            
(4星)	 更喜欢第一季，期待第三季            
(2星)	 滥交……滥交剧            
(5星)	 虽然纠结，但是是这么的喜欢·            
(4星)	 喜欢Blair 和chuck    嗯嗯    我要看第三季   啊~~~~~~~~~            
(4星)	 学人话斋，题GG，系题衫同学英文。之不过我好中意CHUCK，有地真性情又有的衰仔。仲有，暑假题左twilight，我个人觉得，啊CHUCK可以做到男主，哈哈，幻想中            
(NA)	 看看他们糜烂的生活也好            
(NA)	 my dear blair&amp;chuck..finally..haha            
(3星)	 关系也太乱了点...            
(5星)	 看看接下来还能在这几人关系中编出什么来。。。            
(NA)	 disaster            
(4星)	 揭示了最奢华的生活。让我们平民艳羡的奢靡            
(4星)	 很不错……竟然越来越喜欢chuck了……            
(NA)	 混乱的关系，精彩的绯闻。。。。。            
(4星)	 太喜欢B了            
(5星)	 GG的一切我都喜歡。            
(NA)	 期待第三季。。            
(3星)	 越看越没意思~~            
(4星)	 这一季有更多人性的流露，主角们越发可爱了            
(3星)	 继续乱搞男女关系。。C我越来越爱你了。。。            
(NA)	 没有办法抵挡的魅力人生，八卦无处不在            
(4星)	 剧情很狗血，不知道编剧是不是要所有人都在一起一遍才会收手。更受不了的是V也能和N在一起，N真的好帅，实在是不喜欢那个V呐。看的更多是人，是时尚，喜欢B，喜欢C，更喜欢的是G，他们的共同点，天真无邪的脸，邪恶的手段，但是却吸引着更多人去喜欢他们，点燃偶心底处小小的邪恶感。            
(5星)	 真TM受不了。。这乱的。。。要不是刀架在脖子上我是不会看的。。。            
(4星)	 一群少男少女的疯狂逸事胜在时尚，有头脑，不落俗套搞多点BUG，更过瘾，期待第三季            
(NA)	 很不错的一部美剧~~~~~虽然主角们对于爱情的迅速让人有些费解，但是那些场景都很美，那些演员也都是男俊女靓。最喜欢的是B和C这一对，欢喜冤家。            
(4星)	 到了第二季真的蛮喜欢Chuck的            
(5星)	 关系越来越复杂了!!            
(4星)	 剧情挺烂挺乱的。但是,我要推荐她，她是一场视觉盛宴。所有的一切物品，太漂亮了~~！！！衣服鞋子发带包包餐具水晶杯家具装修妆容~~~~            
(NA)	 喜欢serena的热情奔放，不拘一格。在我心中她就是个女神，虽然她曾经是那么的叛逆。我的朋友希望能和她媲美。            
(3星)	 極其混亂！            
(4星)	 现在本本桌面都是Blair&amp;Chuck...            
(NA)	 渐渐开始喜欢CHUNCK了，原来看第一季的时候还蛮讨厌他的....            
(5星)	 真的很喜欢B！            
(4星)	 that&#39;s how I know what is  a truly MFEO~            
(4星)	 挺好看的，很时尚的感觉            
(4星)	 期待第三季！            
(4星)	 欢喜是欢喜~否过这编剧也复杂了点~后来的关系让我很是废脑啊~~            
(4星)	 queen B~            
(5星)	 勾心斗角 尔虞我诈 一次让你看个够            
(3星)	 这个剧情发展。。。不想说什么了～能不能有点新鲜的。。。            
(3星)	 season2比较无聊            
(3星)	 中途离场`期待第三季`            
(5星)	 没法比啊没法比 让中国高中生现实落差更大了            
(3星)	 就当看帅哥靓妹吧,跟上时尚的脚步.            
(NA)	 Seriena的声音很特别啊。。。            
(3星)	 特乱            
(5星)	 我喜欢，帅哥美女很多            
(4星)	 好好fashion啊，期待第三季呢！大爱欧美风 喜欢S &amp; N            
(NA)	 他们上的是高中吗？            
(5星)	 虽然有点色。但是情节很喜欢。            
(4星)	 没第一季好看，，            
(NA)	 其实是无聊的青春爱情，用了无敌的highfashion和无法抗拒的帅哥美女还有混滥的私人生活，成了最大的看点。每个演员在戏外的生活也成了焦点~            
(3星)	 I love Chuck~~            
(NA)	 喜欢Seriena和chuck            
(NA)	 乱了乱了~上东区糜烂生活的升级版~~不知道大家对第三季还有多少期待呢            
(5星)	 真的很喜欢 期待第三季            
(NA)	 很好打发时间的片子            
(5星)	 很喜欢。。。可看完之后没多久就忘了怎么回事了。。。看来我记忆真的很糟糕。。。。            
(4星)	 由于seriena和dan的结局越来越糟糕，所以有点可惜，但是blair和chuck很吸引人            
(4星)	 有点乱            
(4星)	 结局很美好            
(4星)	 我發現我居然也和他們一樣上大學了 好懷念s1的時候，第二季里24集chuck很感人..b跟n說：tonight is just feel like memory...也許幻想成真就是一種破滅吧...            
(NA)	 好看  喜欢S C            
(NA)	 i    love it            
(NA)	 依旧挺精彩的~            
(5星)	 虽然有些纠结 但是还是希望3快快到来            
(4星)	 B和C终于在一起啦～～～            
(4星)	 不喜欢这张海报。。感觉很糟糕。。跟什么什么似的。。完全没了青春爱情的感觉。。            
(5星)	 准备看第三步            
(3星)	 看了十来集。。check和blair的情感路线没了 所以就放弃了。。            
(4星)	 越来越乱~ 生活如NATE..竟然没有那么喜欢S和Lonely boy了  众望所归 喜欢B和C            
(4星)	 s            
(3星)	 我竟然看完了？            
(5星)	 虽然分手剧好多，但生活不就这样么？我们不过就是路人！随时都会有人走掉。他们只是放大的真实！            
(4星)	 纯粹娱乐 顺便练习听力            
(4星)	 总的来说好过第一季，越是道德糜烂的人越要给自己找冠冕堂皇的理由，真正的婊子是先立好牌坊的            
(5星)	 很养眼~            
(4星)	 华丽。。。            
(4星)	 很美国阿~            
(4星)	 对 Chuck Bass 的看法完全改变了。            
(4星)	 后来有点。。太折腾了。。乱套了。。。不过比越狱4强。。PB最后我直接不能忍。。            
(3星)	 除了结局。。这一季真是扯谈再扯谈到我已经无言了。。。            
(3星)	 要撑到第七季呢孩子，才第二季就乱来了，好失望            
(4星)	 哇哈哈哈！！！！剧情嘛.....呃.....很赞的服装，演员（脸蛋和身材），很棒的音乐，很爱纽约，时尚，只就是当季的高端时尚，品味，这就是当前较好的着装品味不过情节还是扯了点.....要是湖南台哪天也要自己拍千万别看了！！！千万别！！出去上面所说，剧情真.....不过会追看的            
(5星)	 cool            
(3星)	
(3星)	 第一季看完喜欢C,第二季看完喜欢N，D是永远的讨厌鬼！其实剧情不如绝望的主妇诶~            
(5星)	 喜欢little J的fashion show、、、超喜欢第二季的结局，C&amp;B            
(4星)	 乱交片            
(5星)	 没办法，太爱这部片子了。我是视觉动物。no  也很感情。我爱little J            
(4星)	 从头到尾的混乱，结局更是越发的乱~            
(3星)	 太乱了~！            
(3星)	 关系越来越乱.            
(4星)	 Chuck Bass这个人物刻画的太好了，有太多太多地感动。I love Chuck!            
(NA)	 BC            
(5星)	 一直大爱。            
(4星)	 呃。。。所有人都轮了一遍，狗血的编剧。BN实在赏心悦目，但是BC才能点燃我的小情绪。青春偶像剧嘛，还会继续追下去的。            
(3星)	 这一季的剧情写的还真烂……尤其是感情。。。            
(4星)	 服饰很养眼，片子就像Gossip本身一样，意义不大，但是无聊时候看起来也欲罢不能。            
(NA)	 有点纠结。。。期待下一季            
(5星)	 漂亮的衣服 漂亮的角色 渐入俗套的剧情            
(4星)	 呃，一堆整天爱来爱去整来整去的孩子。。            
(3星)	 明显没有第一季好看...把DAN塑造的实在是太恶心了!!            
(5星)	 喜欢！！            
(4星)	 没有第一部好看            
(4星)	 i like season one more.            
(NA)	 花1整天过完我的三八片瘾 就对这群毫无道德感见异性就爱的傻X没感觉了            
(5星)	 Manhattan&#39;s gossip is in everywhere, anytime            
(4星)	 额。对于这部美剧放弃了。他们只是在不停地inner-fucking。            
(4星)	 校园剧是总有一群人追随的，剧情还是很吸引人的，但是男女主角的关系实在是太乱了（剧情是不乱），就差B和丹在一起了，不是吗？            
(NA)	 goosip girl~goosip girl            
(4星)	 整体来说比较喜欢S2            
(3星)	 就这么几个男男女女纠缠来纠缠去...到最后是不是谁都互为情侣.然后剧就结束?            
(4星)	 最后两集很好            
(4星)	 奢华的物质~奢华奢华奢华~剧情没有变化……            
(5星)	 乱啊乱。            
(3星)	 感觉比第一部乱了很多……            
(4星)	 B and C ,finally...            
(4星)	 练GRE词汇的绝配~            
(2星)	 越看越无聊。。            
(5星)	 S...B...            
(3星)	 第二季非常的混沌- -            
(NA)	 很多人说浮华，但是里面包含着爱情，友情，事业~我喜欢S            
(3星)	 小圈子里的反复无常。            
(1星)	 =_=!   就是换妻俱乐部            
(4星)	 第二部的关系太复杂了，完全就是把里面的男女排列组合了            
(NA)	 很养眼。            
(4星)	 总觉得没有第一季那么好看...            
(4星)	 还不错的，就是人物关系好乱啊            
(4星)	 上东生活很糜烂            
(4星)	 剧情反复，人物复杂。不过视觉效果很好。有泪也有笑。            
(5星)	 最后的吻真是震撼！            
(2星)	 反反复复的。。。            
(NA)	 我忍~但连一集也没忍住            
(4星)	 很少有一部剧包含了各种各样我讨厌的人，但是GG做到了。。。很少有一部剧让我只爱里面的坏角色，GG同样做到了~B和C这一对让人纠结的人终于在一起了~他们不算是好人，但是骨子里的骄傲太像了，虽然第二季最后，他们甜蜜的在一起了，但是不会一直幸福下去的。。。其实，两个太像的人不能在一起，BC就是太像了。。。LILY这对也很招惹我待见，D的老爸很有魅力的男人~其他人都不予置评，除了N的长相还不错看，性格没一个我喜欢的~~            
(4星)	 喜欢CHUCK和BLAIR在一起            
(4星)	 封面的场景没看见            
(5星)	 B&amp;C有S&amp;R(GONE WITH THE WIND)的影子            
(4星)	 恩 不错 2天看完的            
(4星)	 衣服很美,前面还行,后面太拖沓了~            
(5星)	 第二季更精彩            
(3星)	 啧啧。            
(5星)	 至爱的&#34;S&#34;,很喜欢说的坦坦荡荡。            
(3星)	 男女关系太乱了%            
(NA)	 为了赚钱不断的拍。。。。            
(3星)	 第二季开始弱智了            
(5星)	 B.&amp;C.            
(5星)	 好温暖好温暖好温暖的一季！！！            
(5星)	 期待第三季~            
(4星)	 每一集都在 花生骚~            
(5星)	 第二季显然没有一好看了，剧情混乱，不过主人公们依然光鲜，是个看点            
(3星)	 第一季还不错，第二季就完全成了里面男女的一次排列组合            
(3星)	 这不是八卦··这是淫乱····            
(2星)	 无病呻吟+拖拖拉拉            
(3星)	 曼哈顿的多金下一代们……够奢侈、够混乱……            
(5星)	 B和S还是觉得B美 S干嘛就是喜欢D V怎么能攀上N N最帅了 C和B就是绝配 D整个就是小人！ J演技还是。。。可以的            
(5星)	 大爱呀～～～            
(3星)	 男女猪脚排列组合分别谈场恋爱···编剧吃啥的吖···            
(4星)	 我们都爱gossip..            
(4星)	 越来越混乱的关系。口语一如精彩。            
(4星)	 各种纠结的情感啊！但又是各种美美的衣服和主角们~            
(4星)	 太好看了。！百看不厌。！            
(4星)	 Chuck Bass， Scorpio! 期待第三季~            
(3星)	 第三季越来越混乱            
(5星)	 混乱  复杂  但是很爱            
(5星)	 B和C终于在一起啦            
(4星)	 真的没有第一季好看了，但还是要追看老三的            
(5星)	 仅当长见识来看            
(5星)	 是不是要追到老啊            
(4星)	 追逐、            
(5星)	 华丽让我更热爱生活啦，哈哈            
(4星)	 大家一起搞吧！            
(4星)	 极度纠结。。。。。。            
(5星)	 很好看的美剧，剧情发展快，突然！人物关系乱到不能再乱，但是每个人都很真实，直接。每个人都像王子和公主，又都是充满邪恶的。总之很爱。。            
(5星)	 毛线团            
(5星)	 就冲丫是Gossip Girl 哈哈            
(3星)	 从这里开始觉得，chuck才是靠谱的人，nate真是靠脸活着的~            
(3星)	 无论是谁都可以在一起            
(3星)	 剧情总是在这几个男人和女人的相互感情纠葛中进行，有点不能接受了~chuck都失去了应有的魅力~            
(4星)	 打发时间还是很好用的            
(3星)	 总觉得没有第一季的好看。。。硬着头皮看完的！等下，我有看完吗。。。貌似好久了，都不记得它演的什么了            
(4星)	 很美国。。。。。            
(4星)	 学口语的好片子            
(5星)	 BC！！！！！=3=            
(4星)	 片头的配音是我的最爱，哈哈 Veronica Mars~怀念一下下            
(4星)	 finally, B &amp; C together            
(NA)	 唯一的作用是可以学学怎么打扮穿衣服            
(2星)	 只有养眼            
(3星)	 几个人乱搞。越看越纠结。支持B and C。            
(2星)	 无趣            
(5星)	 不解释            
(4星)	 意犹未尽...会有第三季的...            
(5星)	 B&amp;C&#39;S happy endingXDDD            
(4星)	 哎，为什么一定要互相折磨对方呢...            
(5星)	 love it!            
(4星)	 可怜的Blair大学可怎么过啊            
(4星)	 B&amp;C绝配啊~~大爱            
(4星)	 等待第三季...            
(5星)	 我爱Chuck~嘿嘿嘿~            
(5星)	 青春飞扬            
(5星)	 乱配            
(4星)	 越上流 越下流            
(4星)	 同上~            
(NA)	 初三看的第二季隔了一年后。现在高二再把剩下的看完。哈哈也隔太久了吧。            
(3星)	 太拖拉            
(4星)	 chuck最终还是说了，我也爱你。             
(3星)	 狗血            
(3星)	 IM CHUCK BASS            
(5星)	 一开始剧情有点乱，但到最后很感人            
(4星)	 等着第三季呢            
