http://movie.douban.com/subject/3901388/	我爱我家
(NA)	 算是看過的第一補國產的室內喜劇            
(5星)	 中国最好的情景喜剧，没有之一，这部剧对国内情景剧的影响是~~~~走自己的路，让别人无路可走。            
(5星)	 心里的经典            
(4星)	 经典经典，太赞了            
(5星)	 啥也不说了，经典中的经典，即使现在看来也毫不过时            
(5星)	 中国第一部情景喜剧文老爷子驾鹤西去，可惜了，看到他走的新闻时，非常难过            
(4星)	 小时候看的相当痛快，插曲都是一时流行            
(NA)	 吃饭时间必看剧。            
(5星)	 里程碑            
(5星)	 怀念。。。            
(5星)	 永远的经典            
(5星)	 真经典，里面有很多很多东西的原型...特爱听志新白话，结果他还没演几集就走了...            
(NA)	 老爷子笑的好有特色            
(5星)	 绝对的经典 情景喜剧的巅峰            
(NA)	 经典家庭情景剧            
(5星)	 认为是国内情景喜剧最好的一部            
(3星)	 我真的是一集都记不起来了~~~            
(5星)	 爷爷 好走~~            
(4星)	 看过一部分，还成~~CCTV8            
(4星)	 小时候的回忆啊...            
(5星)	 群星荟萃            
(5星)	 我爱我家            
(5星)	 就是比武林强1000000倍！！！！！！！！！！            
(NA)	 童年            
(NA)	 真的无法被超越了么，20年了快            
(4星)	 曾经的记忆            
(NA)	 好玩，毕业那会的精神寄托阿，看了不少集。            
(5星)	 好怀念啊 你说要是有DVD版该多好            
(5星)	 他是首创，他无法被超越。            
(4星)	 情景剧鼻祖            
(5星)	 爱看            
(4星)	 也是物是人非。            
(NA)	 掌声            
(5星)	 现在再看还是不错            
(5星)	 可爱的一家人...            
(5星)	 我童年的美好记忆啊！！！！！！！！看多少遍都会由衷的傻笑  喜欢很二的和萍大妈  还有我们的“贾媛媛”小盆友  吊儿郎当的“二叔”  死要面子OCD的老傅。。。。。            
(5星)	 青春记忆            
(5星)	 百看不厭~            
(4星)	 那个，小寡妇，后来到底怎么样了            
(5星)	 谁也挡不住の经典            
(5星)	 巅峰之作~            
(5星)	 第一次接触情景喜剧，童年的记忆啊，超五星推荐            
(5星)	 吃晚饭时候的最爱            
(5星)	 这算是最早的家庭轻喜剧吗            
(5星)	 一家子没事抽风型的，哈哈            
(5星)	 喜欢了这么多年            
(5星)	 现在看还是很搞笑            
(5星)	 跟成长的烦恼一样经典~！            
(NA)	 太逗了！            
(5星)	 很生活，很搞笑，很深刻，很中国            
(NA)	 超好看的            
(5星)	 我最近重新看了一遍。。很搞笑。英达的经典之作阿。            
(4星)	 第一首片头曲 词句句都写得很好            
(5星)	 看我爱我家的日子里，我的青春啊~            
(5星)	 小时候看 笑得不行            
(5星)	 看过的第一步情景剧。当时对于这种电视剧还比较好奇。            
(5星)	 看几百遍都不带腻的。            
(5星)	 可以算中国情景喜剧之父            
(5星)	 最喜欢里面的爷爷啦...            
(5星)	 怀念啊~            
(5星)	 简直就是爱不释手，现在没事的时候也要放出来 重温经典。            
(5星)	 那个年代  离我们不远  但是我很怀念            
(5星)	 真正的经典，基本上每集都有笑点，剧本都经得起推敲。相比之下，武林外传有注水的嫌疑……            
(5星)	 国产情景喜剧开山杠鼎之作            
(5星)	 大陆最经典的情景喜剧!后来的情景喜剧都或多或少地有我爱我家的影子~            
(5星)	 还能说什么，看一遍笑一遍。看完最后一集，就想哭            
(4星)	 不错            
(4星)	 经典            
(5星)	 震烁古今            
(NA)	 坚持中国风            
(1星)	 每次听到那老头的声音 我就恶心            
(5星)	 陪我度过了一段快乐的日子！            
(5星)	 看的时候觉得很政治 但政治得却很可爱            
(5星)	 很搞，很好玩            
(5星)	 没啥说的了，经典至尊，如果非要挑一点毛病的话，那就是为啥不配个字幕呢？还是有些北京话不大好懂的。            
(5星)	 永遠的經典啊。。百看不厭。。前無古人後無來者，無人能超越它。            
(5星)	 就好这口            
(4星)	 中国情景剧鼻祖            
(5星)	 在PPS上看的经典轮播，和平失忆的那段，让我好感动，一家人为了和平把家里的装修和衣服，称呼都变了，好感动。            
(4星)	 算是我看过最好笑的国产情景喜欢了            
(5星)	 回味            
(5星)	 不可超越的家庭喜剧            
(NA)	 美好回忆．90年代．            
(5星)	 哈哈也看了2.3遍了 和喜欢的人看过            
(NA)	 吃饭前的开胃菜吃饭后的新娱乐那些热忱人们的脸和笑伴随着自行车的时代和豆浆油条的清晨每一天都是新的不是亲人胜似亲人我爱我家            
(5星)	 我没看过比她再好看再难忘的情景剧！            
(5星)	 这盒碟是我家的宝            
(5星)	 已经忘了差不多了，但该剧的地位不可动摇。            
(4星)	 怎么每次看 都会有没看过的 什么时候才能全看过呢            
(4星)	 不错～            
(NA)	 平平淡淡，最真挚的幸福。            
(5星)	 成长的印迹，永恒的喜爱~            
(5星)	 我心中永远的神作！！！            
(5星)	 最爱看的国产喜剧，没有之一。            
(NA)	 中国情景喜剧惟一的经典。迄今为止。            
(4星)	 以前没觉得那么逗呢，现在看来别有一番乐趣。大爱宋丹丹 哈哈！            
(3星)	 现在想想也没觉得什么..            
(5星)	 陪伴的。。            
(5星)	 太经典了            
(5星)	 不可超越的经典！观众席上的陈凯歌、冯小刚。。。            
(5星)	 太好看啦            
(5星)	 我看过最好的情景剧……国产的……            
(5星)	 遥远年代的家长里短。            
(5星)	 很经典            
(NA)	 喜欢里面这个老头子            
(5星)	 全家一起看，其乐融融。            
(5星)	 目前为止中国最经典的情景喜剧,没有之一            
(4星)	 喜欢文兴宇爷爷。            
(NA)	 好            
(5星)	 大陆还有什么电视剧，能对现实有如此辛辣的讽刺？粱左乃神人也。。。如果他活到今天，又会怎么样呢？            
(5星)	 最经典的情景喜剧！            
(5星)	 前部分好 后半部分也不错            
(5星)	 大爱            
(5星)	 经典！！！！            
(5星)	 力荐~ 是因为好多年前喜欢看，现在自己应该过了那个年纪了            
(5星)	 国内的还是觉得这个最经典            
(5星)	 老人的辞世我们都很悲伤，他曾给我们欢乐……            
(5星)	 绝对的经典            
(4星)	 绝对的中国经典！            
(5星)	 中国情景喜剧的开山鼻祖，也是中国情景喜剧的绝唱，不会有可以超越的同类剧            
(5星)	 最爱的情景喜剧。            
(2星)	 很无聊的东西。            
(5星)	 在武林外传之前，是中国最好的情景喜剧            
(5星)	 看啊看，看不腻            
(5星)	 宋丹丹和老爷子挺出彩在里面            
(5星)	 我对现在的什么家有儿女、武林外传没什么感觉。            
(5星)	 我的最爱            
(5星)	 国内最好看的情景喜剧            
(5星)	 一直没有看完全版            
(5星)	 永远的经典            
(5星)	 绝逼的牛逼啊。。。。。            
(5星)	 超级爱看            
(3星)	 经典的，老爷子给我的感觉就像小丸子的爷爷            
(5星)	 还是小时候看滴.....            
(5星)	 力挺！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！            
(5星)	 高中住宿生活，每天的节目            
(5星)	 文兴宇老爷子            
(5星)	 情景喜剧的经典啊。百看不厌的我爱我家+武林外传`哇哈哈            
(4星)	 当年火的很。。            
(5星)	 其实是我国内情景喜剧最爱没有之一TT3TT！！            
(5星)	 好像年年电视里都有放  而且我都看            
(5星)	 D            
(5星)	 强赞呗。无数遍。背下了已经。。。            
(5星)	 情景喜剧之首，百看不厌            
(5星)	 我觉得很好，那音乐真的让人怀念。            
(4星)	 不愧为喜剧的经典            
(5星)	 经典，没什么说的了            
(4星)	 还是挺搞笑的            
(5星)	 没办法！~只有强烈推荐！~片尾曲也推荐！~            
(5星)	 童年的记忆            
(3星)	 我爱我的家，无论走遍海角天涯。            
(4星)	 看过几集，没有全看            
(NA)	 小时候乐的胃都抽筋            
(5星)	 一个词语形容 搞笑 再送一个词 百看不厌 想想你的武林外传就知道了 呵呵！！！            
(4星)	 最成功的家庭喜剧            
(5星)	 无与伦比的经典，不落俗套的笑点~            
(5星)	 超喜欢            
(5星)	 必须顶一个!            
(5星)	 最近又重温了一遍这个，我觉得这个可以当作中国情景喜剧的经典，从剧本表演到内容，即使时隔20年，也不觉得落伍            
(4星)	 假期常看啊            
(5星)	 白看不厌，真是百看不厌，，，这是我最喜欢的电视剧            
(5星)	 百看不厌            
(NA)	 必修课            
(5星)	 reviewing it...still so funny            
(4星)	 经典            
(NA)	 我家豆豆最爱看            
(5星)	 喜欢这个欢乐的家庭            
(4星)	 甭管别人怎么说，偶就喜欢刘星~            
(5星)	 这个瓦有全套VCD，喜欢啊            
(4星)	 曾经最爱的电视剧            
(3星)	 远不如成长的烦恼            
(5星)	 中国情景喜剧片            
(5星)	 经典呢。            
(5星)	 在东四的一座危楼，很有熟悉感            
(5星)	 情景剧大神            
(4星)	 剧本一绝；梁左的逝世，国之大损失！            
(5星)	 经典            
(5星)	 大陆有史以来最好的一部情景喜剧，至今未被超越            
(4星)	 有没看过的吗            
(4星)	 还能写出这种档次的东西吗？你们丫，我觉得不成            
(5星)	 最经典的室内喜剧了·            
(5星)	 最好的一部情景喜剧            
(5星)	 搞笑且真实反应了90年代人们的生活            
(NA)	 = =英达巅峰之作……            
(5星)	 永远是最经典的情景喜剧            
(4星)	 只记得很热闹            
(4星)	 4.5            
(5星)	 文老先生已离我们远去了。看这个我权当纪念他吧。            
(5星)	 小时候最喜欢的喜剧拉··经典的··            
(5星)	 在广播中听了无数次，每次都能让我很快乐的一家人            
(5星)	 情景喜剧的开山之作很喜欢            
(4星)	 我觉得没有那个什么什么什么什么连续放了很多部的流星小雨的片子好看。。。            
(5星)	 大爱！！！背诵之！！！            
(4星)	 情景喜剧发端            
(4星)	 吃早饭看容易喷...            
(4星)	 挺逗~            
(5星)	 中国最好的情景喜剧啊！            
(4星)	 中国最好的情景喜剧。            
(4星)	 有人没看过吗？            
(5星)	 超爱!一定要买来收着!            
(5星)	 国内最好的喜剧连续剧            
(5星)	 什么是改革大潮            
(5星)	 情景剧的经典            
(5星)	 中国第一部情景喜剧            
(4星)	 跟着80后怀把旧~            
(4星)	 可爱的家庭            
(5星)	 国产情景喜剧的经典之作            
(5星)	 我想说这是绝对永远的经典            
(2星)	 爱看花絮            
(NA)	 kill time~            
(NA)	 总是看过的            
(2星)	 瓜的板~~            
(5星)	 再看一遍，那可爱的老头子啊~            
(5星)	 中国式幽默的经典            
(5星)	 超级经典，值得收藏            
(5星)	 百看不厌啊            
(NA)	 傻笑过。。。            
(5星)	 很喜欢            
(3星)	 讨厌情景剧就是从这里开始的            
(5星)	 经典中的经典，百看不厌            
(4星)	 嘻嘻,当时的经典吧.            
(3星)	 还是喜欢自己家乡的《一家老小向前冲》啊。            
(5星)	 一直觉得复明老人很像我姥爷。            
(5星)	 最好的情景喜剧之一            
(3星)	 看过几集，不喜欢文老头            
(5星)	 心目中的中国式喜剧最最最经典央视中午放的时候笑得老子前仰后合            
(3星)	 小时候一道送午饭的菜            
(5星)	 老片啦，喜欢            
(5星)	 不知看过多少遍了，坐在电脑前打开一个小游戏，顺手打开随便哪集，能消磨一整天            
(5星)	 中国情景喜剧的巅峰。            
(NA)	 经典            
(2星)	 我一点都不喜欢            
(3星)	 当时很火            
(5星)	 每次听到片尾曲都会一阵激动            
(NA)	 再看都不觉得乏味的剧            
(5星)	 百看不厌            
(5星)	 我太喜欢了            
(NA)	 我爱我家            
(5星)	 看到能把台词都背熟的地步，依然能开怀大笑~            
(4星)	 儿时的回忆 具体的东西不记得了啊 不过真的经典            
(5星)	 爷爷已走            
(4星)	 蛮不错的情景喜剧，有很多剧集很逗。爷爷的角色很搞笑            
(NA)	 一起开心            
(4星)	 内心的平安那才是永远~            
(4星)	 很经典的情景喜剧！            
(4星)	 喜欢            
(5星)	 带给我最多的欢乐是我的教学片，也曾经是我往上爬的资本            
(NA)	 最喜欢的情景喜剧            
(NA)	 最经典的情景喜剧！            
(5星)	 梁天的小眼睛，o(∩_∩)o...            
(5星)	 太太太太太经典了            
(NA)	 电视，碟            
(NA)	 欢笑中，难忘的温情，我爱我家，我喜欢这样的温暖：）            
(5星)	 超级经典的情景喜剧。            
(NA)	 我妈妈一直不太喜欢那个老头儿 还好吧            
(NA)	 情景喜剧之父            
(2星)	 这部戏让我从小对中国情景喜剧产生了抗拒情绪，直到很后来很后来以后。。。            
(NA)	 确实很不错            
(5星)	 我一直认为，这是中国历史上最好的电视剧，没有之一。            
(4星)	 伴我走过很长的一段时光，留下的是欢乐的回忆            
(4星)	 亲切的搞笑            
(4星)	 真的很逗人!            
(NA)	 幸福的一家            
(5星)	 喜欢撒            
(5星)	 一定要买碟收藏            
(5星)	 第一步超级搞笑，赢得全国观众喜欢的室内剧            
(4星)	 情景喜剧的经典作品，现在看仍能笑得前仰后翻。            
(5星)	 世上已无梁左，中国空前绝后的情景喜剧            
(5星)	 电视剧            
(5星)	 非常之逗，记得老先生戒烟那集，“一天抽一根2米长的雪茄也是蛮有挑战性的嘛~~”如今又看别有一番感受。            
(5星)	 从小看到大            
(5星)	 最好的中国情景喜剧            
(NA)	 这个,这个嘛~~啊!            
(4星)	 就是喜欢            
(3星)	 没有东北一家人好看，后者更逗！            
(5星)	 地球人都知道            
(5星)	 最喜欢傅明老人            
(5星)	 永远的最爱            
(NA)	 最早的情景喜剧            
(3星)	 很早的一部家庭喜剧            
(2星)	 不太喜欢。            
(4星)	 无法不看的经典。            
(5星)	 前无古人，后无来者            
(5星)	 一个巅峰            
(5星)	 小时候很喜欢，那时候还真笑个不停            
(5星)	 基本百看不厌            
(NA)	 很经典            
(5星)	 我们情景喜剧的里程碑呀            
(5星)	 这个是电影？            
(NA)	 做父母前应该看看            
(5星)	 太经典            
(5星)	 情景喜剧经典            
(5星)	 和家里人一起看 回忆美好            
(5星)	 不错的呵……            
(5星)	 精典            
(5星)	 经典的情景喜剧。            
(NA)	 无比经典            
(5星)	 特别爱看，尤其喜欢里面的文老爷子，可惜...高三最后阶段每天晚上回家也一定要看上两集的            
(NA)	 一般            
(5星)	 真是一部好作品啊!!!!            
(NA)	 爷爷像我的爷爷            
(5星)	 这么久了，觉得还是很逗，经典就是经典。            
(5星)	 我能看懂的情景喜剧还真是不多……            
(5星)	 到现在中国还没有哪个情景喜剧能超过它            
(5星)	 怀念的            
(4星)	 时间越久越觉得好看            
(4星)	 我很喜欢，特别是文老爷子！            
(3星)	 小时候最爱看的情景剧，现在看看觉得一般了。            
(5星)	 百看不厌!贫得有味!            
(5星)	 喜欢哈　            
(NA)	 要感谢安公公借给我这套碟 怕是有几十遍吧。我那段时间犯强迫症....            
(NA)	 还好            
(NA)	 放假回家只看的两部电视，室内情景剧？            
(4星)	 挺逗的            
(5星)	 最喜欢的情景喜剧，几乎是唯一喜欢的            
(4星)	 早期的家庭喜剧            
(5星)	 上世纪90年代的经典室内场景剧。            
(5星)	 少年时永恒的记忆～经典呀！！            
(4星)	 中国情景喜剧开山作, 也是经典作            
(NA)	 小时候那是多么爱看的情景剧啊...话说那时候也没几个情景剧吧...            
(NA)	 蛮好看的            
(3星)	 试图超越成长的烦恼？难            
(1星)	 非常扯            
(NA)	 第一部我喜欢的大陆情景喜剧，至今无人出其右。            
(5星)	 从小看了好多遍了            
(5星)	 已不记得看过多少遍我爱我家了，但每看一次还是忍不住捧腹大笑，最爱这部剧将宏大的语言用于日常琐碎得生活，反差的巨大制造无穷的笑声和回味。            
(4星)	 算得上是第一部情景?            
(5星)	 至尊神作            
(5星)	 看你也千遍也不厌倦            
(4星)	 爷爷不在了5555            
(5星)	 超级棒……看过好几遍。传说有人看过100遍。            
(4星)	 难以超越的            
(5星)	 中国最好的情景喜剧！里面的爷爷特可爱，呵呵！            
(5星)	 经典中的经典            
(5星)	 几十年了，以前在中央2套看的，一直喜爱            
(4星)	 内地难得的优秀情景喜剧。            
(3星)	 小时候看的            
(5星)	 经典啊            
(5星)	 小时候一家人看，特逗            
(NA)	 我喜欢，经典阿            
(5星)	 看了8遍，很多台词熟到可以背下来            
(NA)	 剧本都快会背了吧。            
(5星)	 经典！后来的国产情景喜剧都跟它差的远，hoho            
(2星)	 不热爱            
(4星)	 还是笑的出来的 不像现在            
