http://movie.douban.com/subject/2154868/	戏说乾隆 戲說乾隆
(5星)	 正义的化身            
(4星)	 小时候就爱看这些~~~            
(3星)	 铁打的女主角。            
(4星)	 印象中戏说的第一部电视剧            
(4星)	 当初觉得很好看-_-|||            
(4星)	 挥之不去的旋律~            
(3星)	 。。。            
(4星)	 赵雅芝真美            
(5星)	  当年我。。。迷恋郑少秋太多 导致模仿起那个女人            
(4星)	 真正的风流倜傥啊            
(5星)	 山川载不住岁月的。。。还记得那首歌            
(3星)	 啊            
(4星)	 山川载不动太多悲哀            
(4星)	 芝姐和秋官的合作太经典的了             
(4星)	 童年啊童年···            
(5星)	 喜欢            
(3星)	 山川载不动太多悲哀，岁月经不起太长的等待。。。            
(5星)	 这个在当时简直火的要命            
(5星)	 最初记忆中的俊男美女~            
(4星)	 山川载不动太多悲哀，岁月经不起太长的等待。春花最爱向风中摇摆，黄沙偏要将痴和怨掩埋。            
(NA)	 皇上见一个爱一个。喜欢主题曲。            
(5星)	 绝对的经典~当年还买了主题曲的磁带！             
(5星)	 哎呦，再见小时候            
(5星)	 小时候很喜欢～～            
(3星)	 别说，当年还看得挺乐，还乐了好一阵。            
(4星)	 还是喜欢沈芳            
(5星)	 赵雅芝一人演三角，和乾隆谈了三遍恋爱，现在看来好囧，当时觉得很浪漫            
(4星)	 赵莎莎~~~还有春喜！            
(3星)	 应该看过，虽然一点儿剧情都不记得了，但还会唱歌~            
(5星)	 我喜欢郑少秋            
(5星)	 记忆中的美好，一直都不会变。            
(NA)	 这部戏让我记住了一个风流倜傥的乾隆和帅气的郑少秋。            
(5星)	 赵雅芝怎么就那么漂亮呢~            
(5星)	 片头曲很好听啊            
(3星)	 童年回忆            
(4星)	 儿时的记忆。。。            
(5星)	 那个时候我跟大哥天天盼着念着看这部电视剧，现在已经忘了剧情了，但是很渴望能回到过去            
(4星)	 小时候看的，喜欢春禧            
(5星)	 对这部电视剧也是：爱到不能爱。反而不知道说点什么。            
(4星)	 小时候的心头爱···            
(4星)	 曾经的经典~~~            
(4星)	 哈哈。。。山川载不动太多悲哀，xxxxxxx            
(4星)	 当时俩人也不小了，但是看着还都挺好看的。            
(5星)	 曾经的大爱呐。            
(NA)	 小学那会一直哼唱里面的歌~姐姐会用6孔笛子吹奏            
(4星)	 少秋你好风流            
(4星)	 只在记忆中了~            
(5星)	 最初的梦想            
(NA)	 年轻时候的美女和帅哥恩爱的故事~            
(4星)	 秋芝配呀 经典            
(4星)	 喜欢第一个故事。            
(4星)	 他那扇子是真的假的            
(5星)	 经典            
(3星)	 红尘一笑成一梦啊！回忆……            
(NA)	 小时候跟姥姥一起看的，赵雅芝真美~~            
(4星)	 童年记忆啦            
(5星)	 全都忘了，除了歌&amp;广告            
(4星)	 貌似是幼儿园的时候看的..            
(5星)	 山川载不动太多悲哀，岁月经不起太长的等待，山花偏爱向风中摇摆，黄沙将要把痴和怨掩埋……            
(4星)	 童年的记忆！            
(4星)	 小时候看的咯            
(4星)	 没啥印象了……            
(4星)	 当年和同桌小赵疯狂热衷于此剧            
(5星)	 经典！            
(5星)	 儿时的欢乐            
(NA)	 旧影            
(4星)	 貌似小时候比较迷            
(5星)	 戏说乾隆的主题曲是我目前唯一会弹的歌了。。。=. =            
(4星)	 戏好看，歌好听。山川载不动太多悲哀，岁月经不起太长的等待。爱到不能到，聚到终须散，繁华过后成一梦。            
(NA)	 看过  没印象~~~~            
(5星)	 万人空巷            
(4星)	 童年记忆...            
(4星)	 这个歌吾会唱~            
(NA)	 我妈爱看            
(5星)	 太经典了，大爱            
(5星)	 只记得喜欢，却忘了为什么。            
(5星)	 我只要那个丫鬟就OK 真的~~还是台妹            
(4星)	 音乐很经典~            
(5星)	 这部戏基本老少皆宜，那时应该没上小学，好像编了许多顺口溜            
(5星)	 小时候的挚爱            
(4星)	 记忆经过沉淀，发酵，越发显得美好，你怀恋的，不过是曾经的岁月而已            
(3星)	 经典。            
(5星)	 山川载不动太多的悲哀~~岁月经不起太长的等待~~            
(4星)	 小时候，我也想想乾隆一样帅气招人爱。            
(4星)	 又是暑假时间哦。            
(5星)	 这个真的没得说，真的是经典的不能再经典了！要是有人说不好，估计会遭围殴吧？！反正我不敢~~~            
(4星)	 难忘的经典啊 - -            
(4星)	 话说已经不记得了，好久远的，不过依稀记得是当时很喜欢看~            
(4星)	 那时候喜欢赵雅芝演的所有            
(4星)	 快成了我童年爱情剧启蒙了...             
(5星)	 小时候特别爱看·~~            
(5星)	 哎，，，            
(4星)	 让我感觉皇帝很可爱的错觉            
(5星)	 再看一遍~            
(4星)	 雅芝姐！            
(3星)	 看得比较早....            
(NA)	 三段故事 三段情缘 同样的演出者，剧里的歌到现在还会唱            
(NA)	 童年回忆，片头曲当年也很流行，也很爱听，记得当时我还专门去买电视原声带            
(5星)	 这个皇上才是我心中真正的皇上。。。帅，风流，有文采，又浪漫。。。            
(5星)	 小时候看过很多遍……            
(4星)	 山川载不动太多悲哀，岁月经不起太多的等待            
(5星)	 童年的回忆~~            
(5星)	 第四部不好看……            
(5星)	 山川载不动太多悲哀            
(4星)	 到现在为止我听到那个音乐就有点激动            
(NA)	 歌好戏也好            
(3星)	 都这年代了，xpy就表看了。。。            
(5星)	 哎、小时候看的那个上瘾哇！            
(4星)	 小时候熬夜也得看 不看睡不着觉            
(4星)	 经典            
(4星)	 这组合太王牌了            
(4星)	 当年和爸妈一块看的            
(4星)	 小时候会给五星，现在给三星，综合四星            
(5星)	 小时候最喜欢的电视剧之一            
(5星)	 看了N多遍！~百看不厌哦！~            
(NA)	 山川载不动太多。。。            
(3星)	 好像是陪妈妈看过的            
(4星)	 只看了部分            
(4星)	 那个时候的郑少秋真是“玉树临风”四个字的大成——现在的伪靓仔们都碰死好了。            
(4星)	 当时觉得好            
(5星)	 有些忘了。主题曲很棒。            
(3星)	 虽然很胡扯，但是很娱乐            
(3星)	 后面2部越拍越审美疲劳了。            
(NA)	 山川载不动太多悲哀，岁月经不起太长的等待。春花最爱向风中摇摆，黄沙偏要将痴和怨掩埋。一世的聪明，情愿糊涂，一生的遭遇向谁诉？爱到不能爱，聚到终须散，繁华过后成一梦 啊，海水永不干，天也望不穿，红尘一笑和你共徘徊。            
(5星)	 山川载不动太多悲哀。            
(5星)	 迷的一愣一愣的            
(4星)	 为什么小时候留给我们的都是经典  小时候电视观看            
(5星)	 好久远，记不清了，只记得小时候灰常喜欢            
(5星)	 四爷太帅，芝姐太美。            
(4星)	 久远到我已经记不清了 只记得赵雅芝的美            
(5星)	 赵雅芝的五颗星。            
(5星)	 想不通，怎么都想不通，当年怎么就觉着好看的，里面的歌我还会唱呢~~~            
(5星)	 小时候的美好记忆 爱情的最初启蒙            
(5星)	 当时最喜欢赵雅芝了！            
(5星)	 经典就是经典            
(NA)	 史无前例            
(4星)	 一辈子都忘不了的 电视剧- -0 就因为这电视剧 我的左大腿留下了一个永远掉不了的 疤!!!!!!!!!!可怕的郑少秋!!!!!1            
(4星)	 小时候心想怎么会有这么好看的人？            
(5星)	 小时候不看第二天就插不进同学的讨论            
(4星)	 贾六 春喜儿~哈哈            
(5星)	 风流的四爷，迷人的芝姐。            
(4星)	 四星是推荐给我的记忆            
(4星)	 这是经典，郑少秋那个帅啊            
(4星)	 印象中看过的最早的连续剧，郑少秋版是最有魅力的乾隆！折扇刷地一打真是帅翻了~            
(5星)	 一年级在公车上每天早晨唱着这首主题歌            
(4星)	 喜欢看到郑少秋和赵雅芝演一对的电视剧            
(5星)	 难忘经典            
(4星)	 片头曲是经典            
(4星)	 山川载不动太多悲哀岁月禁不起太长的等待春花最爱向风中摇摆黄沙偏要将痴和怨掩埋一世的聪明情愿糊涂一生的遭遇向谁诉爱到不能爱聚到终须散繁华过后成一梦啊海水永不干天也望不穿红尘一笑和你共徘徊            
(4星)	 那个时候最喜欢的就是郑少秋和赵雅芝            
(4星)	 那时候看是N年前了，当时就学了一句：英姿飒爽！果然，古装里上一辈跟下一辈甚至下下辈长的都一样的~            
(4星)	 贾六儿。。。            
(4星)	 宝柱 贾六            
(4星)	 再看，发现索拉旺的扮演者长的非常像梁朝伟。            
(3星)	 赵雅芝。。。            
(3星)	 有人脸识别障碍的我硬是没看出来三个女主角是同一个人演的！            
(5星)	 这个时候起发现秋官很帅，赵雅芝很美……            
(3星)	 您甭说您没有看过阿            
(4星)	 秋官配芝姐，绝配            
(5星)	 好喜欢好喜欢赵雅芝和郑少秋，他们搭档的剧集基本全部不放过            
(NA)	 小时候非常喜欢，赵雅芝跟郑少秋才像一对呢            
(4星)	 回忆            
(4星)	 赵雅芝真美~            
(3星)	 哈，陪我奶看的~            
(4星)	 已经没什么印象了 金钟奖杨宗纬唱的歌让我想起了它            
(3星)	 看电视剧通常就是这样：一边觉得不好看，一边把它看完            
(3星)	 乱糟糟，遭遭已            
(4星)	 大约一年前，又看了一遍，觉得没想像中这么好看啊，这才知道有些片子只有在那个岁月中看才是经典的，为了不去破坏那份经典，只能不再看了。如果不是看了最后一遍，我肯定给5颗星的。            
(5星)	 问情            
(NA)	 喜欢死程淮秀了！            
(4星)	 看的第二部电视剧            
(5星)	 童年的记忆            
(4星)	 不错，皇上有派头            
(4星)	 哎~我只记得腰间的软剑。。。            
(5星)	 郑少秋+赵雅芝            
(4星)	 嗲            
(4星)	 这部电视剧的第一部，赵雅芝扮演的程淮秀与郑少秋版的乾隆真是一个如梦似幻的完美搭配，那时候好希望他们俩人真的是夫妻啊，呵呵            
(3星)	 那是我们还很小            
(3星)	 童年时的回忆^_^            
(4星)	 我小时候最喜欢赵雅芝了~哇塞现在看还是觉得好看，就是多少有点悲情...            
(5星)	 主题曲印象极其深刻            
(4星)	 双掌相合淋漓鲜血眉头微皱满眼怜惜是我对男人最初的定义。            
(4星)	 就记得乾隆很爱摸鼻子……喂，这不是楚留香啊！            
(4星)	 小时候觉得郑少秋很帅~！赵雅芝巨美，不过现在仍旧很美            
(4星)	 这些陪伴我成长的电视剧            
(5星)	 歌曲不错，很大气，一听起来就会到小时候在电视机前搬着凳子的时光            
(3星)	 小时候很喜欢看，记得播大结局时，跟着王杰的《来生再续缘》哭得稀里哗啦，还以为永远也看不见了 - - 别笑话，因为现在也同样不能预料到10年后社会会发展成啥样，^_^            
(5星)	 因为这个苦练了多久的扇子功，后来才知道，原来那扇子是特制的            
(4星)	 都快忘记了，还想重看一遍。            
(3星)	 就记得那个演碧莲的好像演个宫女吧            
(5星)	 耐看，陶醉            
(4星)	 怀旧的狗血剧集啊……            
(4星)	 竟然看过一阵子            
(4星)	 赵雅芝好漂酿啊            
(5星)	 郑少秋很帅哦            
(4星)	 忘了具体的了            
(4星)	 三部，小学时看的，抄歌词、买“粘贴”，总之耽误学习啊。。。            
(5星)	 还是童年的味道～ 那帅气的四爷～ 虽然小时候对赵雅芝一个接一个的角色有点混淆，那时候就不明白为啥四爷这么多情&gt;_&lt;            
(4星)	 已经记不清剧情了...            
(4星)	 童年美好的回忆            
(4星)	 陈淮秀这个名字对我很有亲切感            
(4星)	 雅芝的角色我还是喜欢素贞来着            
(5星)	  经典 音乐的旋律我还记得            
(4星)	 当时可是全家都看啊            
(NA)	 小时候的记忆            
(5星)	 爸爸小時候看過噠            
(4星)	 印象最深的就是那首片头曲了，“山水载不动太多悲哀...”，经典啊经典            
(4星)	 都忘了演的啥了亏小时候还看过n遍呢            
(1星)	 操 大烂片            
(4星)	 怀念！！幼儿园的记忆。            
(3星)	 现在回看是经典了吧.            
(4星)	 那个时候可喜欢郑少秋老......            
(3星)	 戏说的乾隆品味越来越低            
(5星)	 小时后最早看过的连续剧吧            
(5星)	 四爷风流倜傥，秦淮秀英姿飒爽，最喜欢四爷显露身份时，旁人那种大惊失色的表情            
(NA)	 那时候把我妈妈迷的            
(5星)	 那时的秋官多帅，赵雅芝一直都这么漂亮……            
(5星)	 多少年后我才知道第一部里的那3个故事里同一个大美女，是赵雅芝阿姨啊。。。            
(4星)	 皇上很花            
(4星)	 哇靠 郑少秋耶 赵雅芝耶            
(4星)	 香艳啊。。。            
(4星)	 80的穿越梦是不是从这里开始的，如此的浊世佳公子，赵雅芝也是绝代的气质大美女            
(3星)	 N年前看的            
(3星)	 不记得了快            
(5星)	 TVB的经典古装大戏之一。            
(4星)	 哈哈            
(5星)	 好看啊。。            
(5星)	 淮秀！淮秀！芝姐这么多年了还保养得这么好！太强了！            
(3星)	 歌声。            
(5星)	 哇，我第一个喜欢的男明星就在这个剧里诞生了。            
(5星)	 想当初都躲起来看            
(4星)	 “山川载不动太多悲哀”想起主题歌起我依旧鸡皮疙瘩一地……            
(5星)	 经典            
(4星)	 很好看的拉   哈哈哈哈哈            
(4星)	 当时觉得郑少秋 老帅了~            
(5星)	 标准俊男靓女养眼极了而且主题曲和片尾曲都灰常好听            
(4星)	 小时候成天看            
(NA)	 简单的曲子……            
(5星)	 小的时候看的很有味道  现在没感觉了            
(NA)	 童年回忆系列 等等等等  等等 等等等  等等 等 等 等 等            
(4星)	 很小的时候看的，只喜欢看第一部分            
(5星)	 郑少秋和赵雅芝..暧昧了三十年..            
(4星)	 那个主题曲！！！            
(4星)	 恩，这么多年后重看，肯定会发现一些有点窘迫的地方，不过，对台词反倒惊艳了。            
(4星)	 细时超爱郑秋官。            
(5星)	 谁不想当乾隆。。。            
(4星)	 当年真的很火            
(3星)	 重温不下去            
(2星)	 不知小时候怎么了，爱看这个...            
(4星)	 小时候我妈老看……            
(NA)	 好喜欢            
(4星)	 小时候很喜欢的一部港片~~            
(4星)	 很小了            
(4星)	 小时候看的真带劲，乾隆那扇子用起来帅呆了，但总比剑短一截，打斗时看的心惊肉跳            
(4星)	 少秋哥太风流倜傥了            
(5星)	 最爱淮秀            
(4星)	 那时候就算不错的了~            
(3星)	 我讨厌郑少秋            
(4星)	 不得不承认秋官是最帅的乾隆            
(4星)	 斗情            
(5星)	 小时候被迷的乱七八糟的....那主题曲更是...            
(5星)	 小时候特爱看            
(4星)	 做皇帝真好～            
(4星)	 童年的回忆阿。。。。            
(4星)	 绝配的两个人            
(3星)	 香帅也好，乾隆也好，终归只数秋官            
(4星)	 经典             
(5星)	 超棒            
(4星)	 那个时候的郑少秋正大红大紫~            
(5星)	 好经典的说~            
(5星)	 经典呀~~            
(4星)	 很经典的。虽然已经么什么印象了            
(4星)	 当时最搞不懂的就是为什么乾隆看到性格不同的但是长得一模一样的人都会喜欢，他就不会找个长得不一样的人来喜欢吗？            
(5星)	 我爸很喜欢             
(3星)	 这种故事，差不多性质的，放一起太多了，也腻味！            
(4星)	 |1958:3805|            
(4星)	 看得很零散可我肯定是看完了的囧！还是程淮秀最中我意XD！            
(5星)	 山川载不动太多悲哀···            
(NA)	 那时觉得郑少秋实在是太帅了。。。。            
(4星)	 小时候跟妈妈一起看O(∩_∩)O~            
(NA)	 堪称经典            
(4星)	 具体情节已经记不得了，只记得，很喜欢~            
(5星)	 回忆            
(NA)	 小时候就知道帅锅长什么模样了            
(4星)	 小时候的最爱            
(5星)	 主题曲到现在我还会唱呢！~~            
(5星)	 小學時爆喜歡！買了好多劇照拍畫 每天拍着玩 哈哈            
(4星)	 当年好喜欢的　尤其那首问情            
(NA)	 秋啊……芝啊……啊啊啊啊啊啊……            
(5星)	 扇子当武器，腰带是把剑，得瑟！            
(4星)	 童年的记忆            
(4星)	 给赵雅芝和郑少秋！            
(5星)	 不说什么了，我从小就爱上郑少秋和赵雅芝了……            
(4星)	 小时候一到点儿，就会准时的搬个凳子在电视机前守着~~那时觉得郑少秋很帅，最爱赵雅芝~~~据说里面还有张庭咧~            
(3星)	 剧情都不大记得了，但是那音乐还没忘。            
(4星)	 小时候超喜欢            
(4星)	 赵雅芝好漂亮，主题曲也很好听            
(NA)	 哈,那时候连爱情是什么都不知道,但还是一集不落地看了.            
(4星)	 不用说了，我小时候的经典片子            
(NA)	 必须看过啊- -            
(5星)	 最爱程淮秀～            
(5星)	 看着秋官穿龙袍和人打架的样子，真是帅极了！！@_@            
(NA)	 几支主题曲写的不错！当年的老帅哥美女也很吸引人，第一次看从人情角度写帝王的戏。。。            
(4星)	 小时候的心态来说，推荐~赵雅芝啊~美的类            
(5星)	 这个居然是TVB的=..=            
(4星)	 永远都爱赵雅芝            
(4星)	 很小的时候看得其实已经不太记得内容只是一直记得很好看            
(4星)	 小时候笑死了 贾六和宝柱 哈哈哈            
(5星)	 想当年还上小学呢时候不知有多爱这套剧了~            
(NA)	 小时候            
(4星)	 当年可劲儿学习郑帅甩扇子啊...            
(5星)	 小时候就觉得他们俩无比般配啊            
(NA)	 好老的片子            
(5星)	 就没见过比他还帅的皇帝~            
(NA)	 好漂亮的雅芝姐姐            
(5星)	 那会赵雅芝那个美啊，郑少秋帅啊～            
(3星)	 就记得名字了，忘了内容            
(5星)	 少年时的最爱，现在还是喜欢            
(4星)	 好喜欢赵雅芝            
(4星)	 小时候可喜欢了，哈            
(3星)	 记不太清楚了。看的时候太小了。            
(4星)	 童年啊            
(4星)	 那时觉得赵雅芝可真是漂亮啊            
(5星)	 如何说是好呢？那是我第一次觉得世间竟有如此完美的一对男女。            
(NA)	 经典            
(4星)	 当时喜欢程怀秀            
(5星)	 除了雅芝的美秋官的帅贾六的贱春喜的嗲什么都不记得了，对了，人们都不好好说话            
(NA)	 是它陪伴着我的童年            
(4星)	 为了主题歌。。。为了 我的爱            
(4星)	 美丽的赵雅芝            
(5星)	 经典啊经典            
(3星)	 久远            
(NA)	 曾经，那个火呀            
(5星)	 儿时记忆            
(5星)	 赵雅芝- -            
(4星)	 小时候超级喜欢,,,现在看这个只是为咯看赵雅芝,,,真的漂亮啊~            
(5星)	 小时候``看着它 长大的。            
(NA)	 小时候看的            
(4星)	 郑官啊,帅!赵姐啊,还那么漂亮            
(5星)	 美好的记忆~~ 不过现在有时再重温发现某些台词挺傻的            
(NA)	 讨厌的乾隆 你比不上雍正拉。            
(4星)	 2009年会尝试温习下的2009-11赵雅芝气场很强大~盐帮的义薄云天            
(3星)	 香港真是没有美女了。乾隆的审美眼光也太狭窄了。            
(4星)	 当年可喜欢了= =还是那句话，怎么小时候看什么都觉得好啊。            
(4星)	 皇帝美雅芝美~            
(4星)	 那时的古装戏真是很耐看啊！            
(4星)	 老片子啊，赵雅芝真是美~            
(NA)	 又一个美女帅男的配合            
(4星)	 当初喜欢得不得了，现在再看觉得有点好笑，话说乾帝一而再，再而三得同三个长得一样的女人谈恋爱，您，不，审美疲劳么~~~            
(5星)	 四爷是我当年的偶像！！            
(5星)	 最爱的电视剧            
(NA)	 四爷，我年少时的一抹粉红            
(5星)	 那片尾曲！            
(5星)	 虽然现在看来很一般，但是永远都是我们记忆中的永恒经典            
(5星)	 想当年我是那么小就哼着那首歌            
(5星)	 当时很喜欢类不过好像风流了点            
(3星)	  香港 连续剧             
(5星)	 赵雅芝太美了~            
(NA)	 喜欢那个主题曲，很小很小看的~郑少秋在那个时候很帅哦            
(5星)	 还是记得很好听的歌曲!            
(4星)	 春喜儿~            
(5星)	 当年真的是万人空巷。我还为此练习开合扇子。三部里面最喜欢金无箴，漂亮有才华。            
(4星)	 不过至今都没看出郑少秋哪里帅。。            
(3星)	 喜欢赵雅芝演的闫怀玉。            
(NA)	 超爱剧之一～片头曲那个好听啊～角色绝配～            
(3星)	 那时候看的感觉，赵雅芝怎么那么漂亮啊            
(5星)	 最爱的一部古装电视剧，想不到也是1994年的。。。。            
(3星)	 也忘光光啦            
(3星)	 尽管已显老态，赵雅芝的气质还是无人能敌            
(5星)	 经典的乾隆！！            
(4星)	 ...hoho 小时候天天等着看            
(5星)	 必须是5星            
(3星)	 经典            
(3星)	 记得是以前放暑假的时候电视都会播放的，常常的午后消遣            
(5星)	 喜欢但估计第二遍是不会看了定格            
(5星)	 美女。。。            
(4星)	 “戏说”的确好玩            
(NA)	 小时候的晚餐~            
(NA)	 喜欢赵雅芝啊。。。。            
(NA)	 有点早了            
(5星)	 呵呵，四爷推荐            
(4星)	 绝对的经典~~我的盐帮帮主啊！            
(5星)	 小时候那个喜欢呀            
(4星)	 赵雅芝当年还是很漂亮地...            
(4星)	 小学时候看过，现在都忘记得差不多了            
(4星)	 当时挺迷.            
(3星)	 那时候他们两个真的很红            
(4星)	 让小时候的我魂牵梦绕的一部电视剧。            
(4星)	 喜欢第一部和第二部            
(4星)	 对主题歌印象深刻            
(5星)	 多美的赵阿姨呀，多帅的郑伯伯呀~            
(4星)	 四爷、贾六、宝柱、春喜、还有不停换的女主角            
(5星)	 这电视剧太青春了            
(3星)	 小时候看过的片子，现在看已经没有原来的味道了            
(4星)	 以前记得奶奶喜欢看。那还是在老房子。            
(4星)	 那时的郑少秋……            
(3星)	 一样的老            
(NA)	  很激动的期待时...            
(5星)	 赞            
(NA)	 小时侯特喜欢看的电视剧！            
(NA)	 这部和新白娘子传奇认识了赵雅芝             
(4星)	 从这一部电视剧开始喜欢上赵雅芝的            
(NA)	 山川载不动太多的悲哀            
(3星)	 怀念``            
(4星)	 问情。            
(4星)	 儿时的最爱。。            
(NA)	 只记得对里面的那丫鬟挺有好感 那俩小太监也不错 以上            
(3星)	 看到它让我想起小时候的那个下午。。。            
(NA)	 几乎记不清了            
(3星)	 四爷拈花惹草记~            
(4星)	 很经典的电视剧，小时候看了很多遍～～～            
(5星)	 当时太喜欢了            
(4星)	 记得以前放假的时候一直会放的            
(NA)	 赵雅芝            
(NA)	 秋芝呢~            
(4星)	 给我懵懂的少年时代增添了不少乐趣            
(4星)	 太喜欢那首主题曲了,有感觉~~            
(NA)	 5岁看的连续剧,现在还记得...            
(3星)	 从这部戏开始 我了解到乾隆丫就一流氓~            
(NA)	 经典啊！            
(5星)	 经典~~            
(5星)	 很喜欢“答应”--春喜这个角色，多讨人喜欢呀！片中配乐相当经典，还有主题曲也很好听。每一部的爱都很缠绵很痴情，宝柱和贾六也好可爱啊，和春喜在一起这个铁三角很无敌啊            
(NA)	 爱芝姐，爱秋官            
(4星)	 当时超喜欢看呢            
(4星)	 赵雅芝，美得不可方物。            
(4星)	 嗯，从这开始就认定皇上如果不是武林高手那就是扯淡！            
(5星)	 少秋  雅芝              
(3星)	 郑少秋太帅了            
(5星)	 喜欢赵雅芝            
(4星)	 第一次開始羡慕皇帝，可以博愛            
(4星)	 被郑少秋电死了。赵雅芝总是那么那么...            
(3星)	 没啥印象，小时候看的            
(4星)	 经典            
(5星)	 赵雅芝演的电视剧中最喜欢的一部。还有：片尾曲是王杰唱的！            
(5星)	 聚到终须散            
(NA)	 倒是想有机会可以再看看            
(4星)	 那时候女孩子在一起最喜欢讨论自己喜欢哪个赵雅芝            
(NA)	 小时候的记忆            
(5星)	 帅啊！！！ 此剧开始让我爱上了清代的帝王戏~~ 特别是讲康雍乾的~~~            
(5星)	 看过很多很多遍，嘿。到现在有时还K主题曲《问情》，最爱江南除霸程淮秀那段            
(NA)	 小学的记忆了 都忘了演了什么 那时候选择真少            
(NA)	 山川载不动太多悲哀            
(5星)	 这……童年回忆啊。很喜欢这个赵雅芝的~            
(NA)	 很久以前，香帅            
(3星)	 趙雅芝 分身有術~~            
(5星)	 sigh，当年看四爷和沈芳亲嘴还会脸红呢            
(5星)	 每次重播必看之～～～            
(4星)	 现在就记得乾隆很花,里面的美女很多!            
(4星)	 那时的他们真是年轻啊！            
(4星)	 上幼儿园的时候“看”过lol            
(5星)	 小时候和妈妈一起看的            
(NA)	 喜歡喜歡，還能說什么            
(4星)	 喜欢年轻的郑少秋            
(NA)	 山川载不动太多悲哀··            
(4星)	 看过无数遍            
(NA)	 戏说乾隆             
(5星)	 哈哈哈啊哈哈            
(5星)	 当年那个火啊，不过这个乾隆也太闲得发慌了，老跑出去招摇。。。秋官和芝姐绝配！            
(5星)	 记忆中 这是我看过的第一步电视剧 很是喜欢 貌似音乐也很不错            
(4星)	 郑少秋、赵雅芝，现在还是觉得很有味            
(5星)	 小时候赖在表哥家不肯回来就是因为这剧。            
(NA)	 在印象中，那个赵雅芝……            
(5星)	 还没有多少电视剧可以选择的年代里，有这样的作品，已经很幸福了            
(4星)	 你说都这么老的电视剧了，我偶尔还翻出来看。喜欢蔡幸娟的歌：山川载不动太多悲哀，岁月经不起太长等待。提醒我要珍惜珍惜再珍惜。珍惜父母身体健康的时候，珍惜爸妈在我们生命中的日子，珍惜爱我和我爱的人，珍惜我拥有过的和现在还拥有的，珍惜我是不缺胳膊少腿还不算笨的人，珍惜别人对我的友善和我对别人友善时带给我的快乐。            
(4星)	 当时挺爱看的电视剧~话说~郑少秋还真是好看~            
(NA)	 郑氏很经典的作品。            
(4星)	 岁月经不起太长的等待。跟奶奶一起看过的电视剧            
(NA)	 很古老的回忆，金童玉女配。            
(5星)	 当时将郑少秋和赵雅芝推到高潮。            
(4星)	 看港剧最疯狂的时段            
(4星)	 当初贼拉喜欢……            
(5星)	 至今看来仍是经典            
(4星)	 江山载不动太多悲哀 岁月经不起太长的等待…            
(5星)	 麻麻，我要改名字，我要叫盐帮帮主程淮秀！            
(NA)	 小时候非常喜欢的电视剧。主题曲很好听            
(4星)	 当年谁没被秋官迷倒……            
(5星)	 记得当时非常着迷~其他都忘了……            
(5星)	 跟爸爸美好的回忆 守在家里看它             
(4星)	 经典的来            
(5星)	 儿童时代最喜欢的男主角、女主角            
(4星)	 江山在不懂太多悲哀，岁月经不起太长的等待            
(5星)	 好喜欢啊!            
(5星)	 那个时候最黄金的档            
(NA)	 两个漂亮的人，几个有意思的跟班，台词在当时也是比较有意思，            
(NA)	 好看            
(NA)	 整一个戏说！不过也算郑少秋与赵雅芝的又一次成功合作。这里的演技比楚留香传奇要好得多。            
(5星)	 经典啊            
(NA)	 前段时间还温习过            
(5星)	 记得当初刚上小学，每天都不想去上课了！            
(NA)	 很经典，小时候            
(NA)	 看过,但已经不记得情节了            
(3星)	 当初觉得这俩主角好登对啊。            
(4星)	 如此经典的电视我竟然忘了讲啥子的了～            
(3星)	 小好看～            
(3星)	 当年秋哥好帅呀            
(3星)	 童年的胡思乱想            
(3星)	 不怎么记得了            
