http://movie.douban.com/subject/1786755/	冬日恋歌 겨울연가
(1星)	 我怎么那么那么那么看不上棒子啃啃唧唧的东西呢            
(2星)	 太假，不喜欢            
(5星)	 我最喜欢的一部韩剧，经典。            
(5星)	 经典            
(4星)	 久久的韩剧 虽然没有东京爱情故事那样再次心动加心痛 但是拥抱的姿态很自然            
(5星)	 说不上力荐，只是有些片子，书或是音乐与回忆相连。            
(4星)	 明明只有20集，电视台偏分成四十集放，妈的，当时我能把它看完真不容易，恩，又一部完完整整看完的韩剧。            
(4星)	 粉喜欢的韩剧            
(3星)	 我咋恁不爱看裴勇俊...            
(3星)	 失忆症            
(4星)	 一直迷恋着开头两个人的邂逅。            
(4星)	 说是韩剧里的经典，当年就租片子看了。其实个人觉得一般。            
(4星)	 很浪漫的爱情经典韩剧            
(2星)	 没太大意思。。。            
(4星)	 朴龙河已经死了。。。            
(5星)	 经典~~~~！            
(5星)	 大爱~~看了n次了，还那么喜欢~~            
(NA)	 最早完整看完的一部韩剧，心中的经典            
(4星)	 簡介寫的好像有珍和翔赫本來是一對，俊祥是第三者從中介入似的，有珍第一集就表明她和翔赫不是戀人關係了，寫簡介的人要注意點，有誤導嫌疑啊，像我這種超討厭不忠的人先看了簡介就不會想看了            
(4星)	 有点长~~挺凄惨的。。。            
(5星)	 我终于明白了……这部五年级的时候看的韩剧在心中地位已经无可动摇了……            
(3星)	 一点都不明白身边的人为什么会哭，感觉是韩剧的老套剧情            
(4星)	 裴勇俊咋那么帅呢~~~~~~前提是带上眼睛！            
(4星)	 美好的初恋，自杀的伤痛。            
(NA)	 怪折腾的滴～～第一次觉得～～裴勇俊还不错嘛~~70分            
(5星)	 心中永远的经典            
(5星)	 想当年看的时候，哭得稀里哗啦的~            
(4星)	 早晨听广播的时候记起来了。男二号都自杀了。蹉跎的岁月啊。。。            
(3星)	 编剧脑袋被门挤过。不过男主角的脸很好。            
(4星)	 不知怎么，最喜欢的是前面几集             
(4星)	 受同学影响看的电视～故事还行，就情节太纠结了·            
(4星)	 四颗星，是给他们的高中生活那一段            
(5星)	 内牛满面啊~            
(5星)	 最爱裴勇俊。。。。            
(NA)	 该用怎样的词去描述冬季恋歌里的裴勇俊。我想是“温暖”，温暖的笑容……            
(5星)	 结局并不算悲剧 不过也挺揪心的。。很唯美 喜欢冬日里安静的感觉            
(NA)	 好拖沓            
(4星)	 还算可以的故事            
(5星)	 每当天开始变冷，就会想看这个剧，只看裴勇俊的部分            
(5星)	 崔智友，气质女王！  冬日恋歌，让我看到了围巾的美好`            
(4星)	 俊尚            
(3星)	 哎对这种题材爱不起来            
(NA)	 初中时。。。            
(5星)	 初恋都是难忘的。            
(3星)	 不算太煽情， 情节很离谱。 主要冲着崔智友看的            
(5星)	 这是我看的第一部韩剧！小学5年级阿～            
(3星)	 就记得那年冬天的雪了……            
(4星)	 韩国就是很多30多岁的人还来演高中生= = 裴勇俊真是有味道！里面好多花哨的围巾哦~            
(4星)	 又是韩剧悲情戏一经典吧！            
(5星)	 这个裴勇俊还是··比不上···情定大饭店那个            
(4星)	 哇塞 那时裴勇俊把我迷的神魂颠倒的 发梦还梦到呢             
(5星)	 大爱            
(4星)	 裴勇俊的笑容的确很有魅力啊。。崔智友也是韩国少有的实力派女明星呢。。所以这一部才会那么受欢迎~~也是在这一部韩剧中，我爱上了那 望不见尽头的道路两边，参天大树冠冠相接，连成了一座座拱形的门，路面上铺满了厚厚的落叶。。一派大自然的气息，美极了！幻想着，有哪一天，带着我的那个他。。。            
(5星)	 知道我的童话情结哪来的，就是小学观看留下的，以为爱情就是折磨            
(NA)	 爱情的启蒙剧~            
(4星)	 还是电视上看的呢            
(3星)	 缘分 怎么错都不过            
(4星)	 寝室长力荐   裴勇俊大叔其实是实力派~            
(4星)	 喜欢那件大衣            
(5星)	 崔智友的大衣和裴勇俊的围巾~~            
(4星)	 似乎是初中时候看的？那时候网络还不普及，电视上韩剧还没泛滥。当时记得是放假中，还是新年的时候，播得第一集，和姐姐一起看的。那色调真够纯的。那时到是《蓝色生死恋》没看，似乎不喜欢关系复杂来西又哭哭啼啼的戏，于是在当时风靡之时，唯独我没看。            
(4星)	 韩国人就是喜欢兄妹恋情            
(5星)	 貌似是后来大把车祸，失忆的鼻祖。。。认识裴勇俊，崔智友就是从这部片子开始的。话说当时第一眼看的时候挺失望的，相比较同一系列的蓝色生死恋里的帅哥美女，那个落差啊....但是后来看多了反倒是喜欢裴勇俊所散发出来的内在气质了....当时年少，花痴啊....            
(5星)	 近期重温，裴勇俊，真的让人无法抗拒……            
(4星)	 难忘。。            
(4星)	 当年那叫一个唏嘘啊！！            
(5星)	 曾一度迷恋裴勇俊......            
(NA)	 那会死疯狂的看 看到对里面的台词倒背如流            
(5星)	 很爱很爱            
(4星)	 觉得很美吧，崔智友真漂亮            
(4星)	 看了不會想要快進的長篇電視劇。            
(1星)	 节奏太太太慢            
(4星)	 雪景好看呐~            
(4星)	 哎..            
(5星)	 最爱的韩剧            
(NA)	 当然还是裴勇俊~            
(2星)	 不明白为什么这么受众            
(3星)	 小时候就觉得对男女主都无感。。            
(5星)	 冬恋里的裴勇俊永远是最爱            
(4星)	 韩剧里还是凄惨的故事演绎的最感人~~废话不多说，初恋很美好，后面很凄惨            
(5星)	 当年从头哭到尾 每集都哭            
(5星)	 很难忘记吧~恢恢            
(5星)	 最让人想起初恋的韩剧            
(3星)	 结局是什么，我忘了。            
(5星)	 很唯美的雪景,喜欢崔智友            
(5星)	 最爱~~~            
(NA)	 我的高中生活~~~~~~~            
(4星)	 早期悲伤韩剧            
(4星)	 看过的位数不多的韩剧之一            
(3星)	 还不错            
(5星)	 催泪啊            
(5星)	 传说中的韩剧始祖。。            
(5星)	 第一次看还是在小学五年级的时候，看过之后就不曾忘记，虽然不是看的第一部韩剧，却是迄今为止最喜欢的一部，虽然故事情节依旧符合韩剧特色，但是喜欢恰到好处的男主角和女主角，喜欢唯美的画面，喜欢纯洁的初恋            
(5星)	 永远都觉得很经典的恋情            
(5星)	 看过的第一部韩剧，我最爱的两部韩剧之一！            
(5星)	 每次看都很有感觉，音乐也很好听            
(4星)	 当年我还剪了个维珍头～            
(3星)	 我们今后永不见面，彼此只要记得对方的好就行了。。。            
(5星)	 我看的第一部韩剧~~很唯美~~节奏很慢~~很慢~~            
(5星)	 good~~~~~~~~~~            
(5星)	 怀念他抽烟的样子             
(4星)	 大爱~            
(5星)	 很美很感人~最后两集的拖沓仍不掩佳作~演技来说是4部曲里最佳一部~缅怀 朴容夏            
(5星)	  看得我 的眼睛累的啊，哭的啊，都长泡了            
(NA)	 爸爸还帮我买过这部。。可一直没看-0-             
(5星)	 不要笑我 好咩            
(5星)	 这五分是为其中的音乐给的，太完美了            
(4星)	 啊，裴勇俊！            
(4星)	 很美~            
(5星)	 这个..代表一个时代啊..            
(3星)	 一般般吧            
(5星)	 小时候最喜欢的韩剧            
(3星)	 没感受            
(3星)	 为了崔智友            
(NA)	 20100714            
(4星)	 男女主角真叫一个俊男靓女，那衣服穿的真叫一个妥帖适合，皑皑白雪上的简单毛衣大衣与围巾让人第一次发觉原来冬天也可以这么平凡舒服的美            
(5星)	 过程纠结了点，但真的看了好几遍            
(5星)	 大学的时候超级爱爱的唯美爱情悲剧            
(5星)	 北极星的爱            
(NA)	 美好。            
(4星)	 小时候最喜欢的韩剧            
(5星)	 第一次看大概是初一的时候，发现每再看一次就越想再多看一次。好喜欢这样哀伤的童话却有大团圆的结局。惟珍和俊尚，你们让我明白第一次有多么重要，相爱有多么不容易，能相守是多么的珍贵……最近，又开始重看了，虽然每一个情节每一个镜头都那么熟悉，但第一次看时的感动却更强烈了！            
(4星)	 经典经典经典            
(3星)	 第一次看的时候，我觉得世界上没有比裴勇俊更惨的人了。            
(3星)	 当时多么喜欢裴勇俊呐。            
(NA)	 伤感            
(5星)	 大爱大爱            
(5星)	 曾经让我幻想了多少年，曾经让我感伤了多少年！但是...时光仍然泯灭不了我心中的那段回忆！            
(5星)	 背景音乐经典            
(4星)	 经典永远是经典。            
(4星)	 金相奕..你有什么想不通的???走好啊~~~            
(5星)	 最最爱的一部韩剧，可惜的是相奕再也回不来了            
(4星)	 初中时看的 那阵觉得真好看...            
(4星)	 在大学的第一个学期，在有雪的城市邂逅这部凄美的电视剧，因为她，开始了我的哈韩年代，因为裴老大，我给自己起了灿宇的网名，并沿用至今~~冬季恋歌将与我的大学城市一同成为心中深深的珍藏~~            
(5星)	 其实我还蛮喜欢裴勇俊和崔智友的            
(4星)	 其实之后才觉得崔智友真的好难看啊！            
(5星)	 国庆长假，再看一遍，超级喜欢~~~找到了那种为爱而心痛的感觉~            
(5星)	 记忆里擦不去的回忆~            
(3星)	 太悲剧了……            
(3星)	 看的第一部韓劇            
(4星)	 尽管不甚喜欢裴勇俊，但故事还是不错的，况且我很喜欢崔智友那个类型的美女。            
(4星)	 多气质的短发啊            
(4星)	 还算好看的韩剧。            
(4星)	 话说我的韩剧起步该算是很早的了，这还是借的VCD看的呢。            
(5星)	 很老很老的片子 那时候棒子还不这么猖狂 韩剧也不这么脑残 虽然身为日饭 但是我始终无法忘记惟真再一次看见李民亨是的表情 崔智友一辈子 没有超越郑惟珍            
(4星)	 萌裴勇俊            
(5星)	 我最喜欢的韩剧之一            
(5星)	 喜欢!            
(4星)	 小学= =            
(4星)	 有雪，有你。因为你，爱上冬季。            
(3星)	 想当年啊            
(4星)	 很美的冬天……            
(4星)	 忘了情节，忘了结局。记得很好看            
(4星)	 很唯美，很喜欢的片子            
(NA)	 最向往的爱情。最喜欢的女子，最钟情的男人。            
(5星)	 这是我看的第一个韩剧，电视上断断续续看了，但没啥感觉，后来在网上完整看了一遍，演得真好            
(5星)	 依旧感动！！！            
(3星)	 我妈的又一部最爱            
(3星)	 裴勇俊现在看，笑容还是很杀            
(3星)	 韩剧就是美好到极致之后毁灭一切，剪掉后面的纠结就好了。            
(5星)	 和妈妈一起看的，难过得无以复加，第一次爱的人就是难忘记哎怎么会这样子的啦..!!!!            
(4星)	 这也是一部了解韩剧的必看剧目。            
(NA)	 经典！！            
(5星)	 那个时候刚刚开始看韩剧~ OST 太美了            
(5星)	 经典！            
(5星)	 很喜欢两人间的感情，也很喜欢这两个角色            
(4星)	 莫名的喜欢            
(5星)	 个人认为，4部中最感人的，好看好看好看啊            
(4星)	 当时不喜欢男女主角 看了就开始喜欢了 现在还是不是很喜欢 哈哈            
(5星)	 爱了裴勇俊哈哈久。。。我曾经的梦中白马王子。。            
(3星)	 当年很喜欢，结尾太狗血……            
(4星)	 恋爱需要缘分            
(4星)	 老早老早放假偷偷看电视的时候追的剧，记忆中的经典            
(NA)	 看过好几遍了，现在还想看，算是韩剧中的经典            
(3星)	 主题曲出彩, 别的没印象            
(5星)	 不管他人如何评价韩剧，当年它确实陪伴了我很长的岁月，是我人生的一部分。而且现在的韩剧与以前的就不是一个概念，时代的痕迹原来在短短的10年之内就能如此清晰地展示出来，我想那应该是一带导演、编剧的梦，当他们离开当年的梦境或被他人替代之后，我们就远离了那个时代。            
(3星)	 第一部疯狂的韩剧，冬天的背景。雪人，独木桥，难忘的情节，还有最后的屋子模型。当时觉得裴勇俊很帅，眼睛成了帅哥的标志，现在看来其实也不是很帅            
(5星)	 经典就是那种你能反复的去看还不觉得恶心的            
(1星)	 我最看不进去的韩剧就是这个！！！和蓝色生死恋的距离也太大了吧            
(4星)	 爱上郑维真，真是惨。连着两场车祸，惨。不过两位演员演得很好。特别是崔智友，高中时实在是很俏皮。的确不愧为“雪天使”            
(5星)	 很喜欢惟真            
(4星)	 虐人            
(4星)	 好苦            
(5星)	 我这是我所有看过的电视剧里面最喜欢的一部 画面很漂亮 故事情节也很不错   人物选的夜很合适  很唯美的一部电视剧            
(3星)	 没什么太大的感觉            
(5星)	 曾一度痴迷            
(4星)	 不说了.            
(4星)	 他俩真是绝配啊！            
(3星)	 这俩人不顾一切的要在一起 完全忘记了周遭那些个可怜的爱着他们的人              
(3星)	 当年骗了我不少眼泪            
(5星)	 经典之作。            
(4星)	 一貫悲劇的結局。記得當時還很迷戀裴勇俊的書生氣。            
(3星)	 磨叽            
(4星)	 经典的我故事，留在记忆里的那首“从开始到现在”            
(NA)	 太伤感了。沉重的爱情~            
(3星)	 画面唯美，剧情一般            
(4星)	 当年超级迷裴勇俊啊...还梦想着当建筑师，参加播音社..好吧，如今老了回头看只是遐想啊~            
(4星)	 刚好男女主角我都挺喜欢的~            
(3星)	 遥想当年···            
(NA)	 很经典的爱情剧，冬季的纯白!            
(4星)	 老韩剧 失忆系列            
(3星)	 音乐很好听            
(5星)	 怀念朴勇河 善良的人 演艺圈里少见的一颗无暇原石            
(NA)	 很久了            
(5星)	 爱上崔智友的纯净感，好片子            
(4星)	 记得还好最后没有悲到结束，不知道有没有记错。。。            
(5星)	 总是会让我流眼泪的电视剧，我不知道是因为喜欢裴勇俊崔智友才喜欢这剧，还是因为喜欢这剧而更喜欢他们            
(NA)	 张锡湖(Seok-ho Yun) 四部曲            
(3星)	 韩剧的启蒙教育吧。那是韩式失忆症的开始。我还有一双裴勇俊袜子呢            
(5星)	 初中看的！哎！岂能只用经典形容，呵呵，小时候看到额啊            
(3星)	 师奶杀手啊！            
(4星)	 你们绝对不可能在一起，因为太面了。四季导演的所以加一颗星。            
(4星)	 我也不知道为什么            
(4星)	 四部曲之一            
(NA)	     o(∩_∩)o... 还是挺好看的~~            
(5星)	 崔智友怎么都好看            
(NA)	 如何对待初恋：是选择记住还是忘记...            
(4星)	 骗人眼泪。。            
(5星)	 有你在就好~            
(5星)	 我的偶像剧启蒙之一，因为这部剧对眼镜男很有爱~那时候入戏很深，手机壁纸、电脑壁纸都是裴勇俊，天天听mp3里的OST，觉得自己就是女主角，简直要悲伤死了。。。那时候真年轻啊！            
(NA)	 我实在不适合看唯美的韩剧爱情故事。            
(NA)	 大一时蹲在床边看完            
(4星)	 裴先生真XXX的帅~ 不过为啥被撞的总是他啊？            
(3星)	 小学时看的，哭得蛮伤心的            
(5星)	 曾经很怀念的冬恋啊。。            
(5星)	 永远永远的经典，租碟看的            
(4星)	 看得了两遍，第三遍忍不住了……有些时候太慢了……            
(3星)	 勉强看完了~            
(3星)	 冬            
(5星)	 经典不容置疑。。。            
(4星)	 大爱裴勇俊的高一时代            
(3星)	 裴大叔最帅的一部戏，之后便雷人的一发不可收拾。为那雪景和围巾加分。            
(4星)	 悲情过分冗长.            
(NA)	 第一次看是高二夏天，随后每次寒假都会看，“喜欢的东西会看很多遍”。它有我高中大学时的很多回忆。            
(5星)	 唯美。OST巨经典            
(4星)	 一般漂亮的女配角都是坏人            
(4星)	 喜欢            
(3星)	 被说成是蓝色生死恋2.。。。。有点矫情。。。虽然不是很喜欢。。但对着电视我还是把它看完了。。。            
(NA)	 算是韩剧经典之作了。张信哲的主题歌很好听             
(5星)	 看了两次，第一次不懂为什么那么多人喜欢，后来自己也挺喜欢的。            
(4星)	 那个时候在上初中 早恋的时候 看的还是很感动的 还有那首《爱上你等于爱上寂寞》还有阿妹的《知道》            
(5星)	 看过的第一部韩剧~很多第一总是让人记忆犹新，就像这部剧里的故事，初恋总让人用一辈子时间来忘记            
(NA)	 冬季。            
(4星)	 那个调调的泡菜剧还是不错的。多纯啊。。。            
(5星)	 然后就喜欢上了眼镜哥哥。            
(5星)	 韩流经典，很爱裴勇俊。            
(2星)	 闷            
(3星)	 老片子            
(NA)	 电视剧的画面做得像电影一样唯美，早期的韩剧真是不错。很喜欢看重逢那段，互相误会但又彼此吸引，同一个男人爱上两次。海边那段真是伤到最深，心疼。不过后半段的节奏还真是让人崩溃的慢。虽然很多年没看了，但是始终记得俊相问什么样的女人会在第一次见我的时候看着看着就掉下了眼泪，要多深的爱才行            
(4星)	 多经典的俩人啊~            
(4星)	 又一部经典,小学六年级一直到初二的最爱,那时觉得裴勇俊真的是很温暖,现在依然觉得笑起来温暖的男人很像冬日阳光            
(NA)	 挺好的            
(5星)	 那首从开始到现在，可让人低吟一生。。。            
(4星)	 裴勇俊！！*——*            
(5星)	 当时好喜欢            
(4星)	 有点长啊            
(4星)	 不叫一个纠结么。。            
(4星)	 当年为它伤了多少情……            
(4星)	  裴勇俊 ！！！！！！OMG            
(4星)	 裴大哥当年的确很帅...迷倒一片师奶和LOLI...            
(5星)	 裴勇俊，崔智友的组合太经典了            
(5星)	 经典            
(5星)	 我说不出为什么感动。不必牵手，无需拥抱。是你吗？是你。是你。是你。是你。            
(4星)	 因为说是蓝色生死恋第二部才看的            
(NA)	 爱的也太缠绵了吧            
(5星)	 这是我看的第一部韩剧~很感人            
(5星)	 不管時光怎麼流逝，刻在心裏的人，是永遠都無法忘記的。            
(5星)	 曾经为了这部片子躲在医务室装生病；记忆中第一次吊瓶也是为了这部片子：学生时代的一场梦            
(3星)	 初中看的··             
(5星)	 为什么小时候会那么喜欢呢...            
(5星)	 唯美            
(5星)	 小学看的韩剧，可以说是印象最深刻的一部，也是最喜欢的一部            
(4星)	 老妈的最爱，我还是喜欢开头那一段。太唯美，爬墙那段现在记得都很清楚            
(2星)	 不爱 拖拖拉拉反反复复给车撞2次。您没啥写就别写了 俺看的人也累得慌 不过崔智友终于换发型了 难得难得。。。            
(3星)	 当年看的时候觉得真好看，现在想来也许只有那个时候才会觉得好看吧            
(NA)	 高中时候疯狂喜欢看的韩剧，很喜欢戴眼镜的男生！喜欢那种漏出白白牙齿的微笑~。不过男主角失明后的造型有点逊色！            
(5星)	 唯美的爱情            
(5星)	 当年的我哭得稀里哗啦。想想自己很天真。            
(5星)	 为啥我就是喜欢朴龙河演的那个银捏？            
(4星)	 里面的主题曲不管韩语，中文的都好听，裴勇俊红到日本去了，师奶杀手            
(4星)	 崔智友挺舒服的看着，淡淡的。不错。就是情节太老套            
(5星)	 when you meet the right, maybe that&#39;s only a tragedy...            
(4星)	 还可以            
(3星)	 相比蓝色，这部比较好，其中有很多值得国内电视剧导演借鉴的地方~            
(4星)	 勇样sanma啊            
(4星)	 当时也觉得非常感动..= =            
(3星)	 朴永俊帅吗？            
(5星)	 大概是我看过最经典的韩剧了            
(5星)	 我看 的第一部韩剧，把它奉为韩剧经典了，以后我再没滥看韩剧            
(5星)	 男主人公好像我同桌 呵呵！！              
(5星)	 一直被模仿，从未被超越            
(3星)	 好温暖的围巾~            
(4星)	 原声碟打满分 片满分 四季中个人觉得这部最好            
(5星)	 韩剧启蒙剧啊啊啊。            
(5星)	 误会是不需要被原谅的!我爱小俊俊小俊俊爱我!初三那年我更狂的爱上!            
(3星)	 最後怎麼樣了？            
(4星)	 裴勇俊~~我爱~~            
(4星)	 第二批韩剧。。音乐比剧情更胜一筹            
(5星)	 好感动~~~这是我看的第一部韩剧~~~~~~~~~~~            
(3星)	 裴勇俊一定要戴眼镜啊。。。            
(4星)	 那个不懂世事的纯情年代....            
(4星)	 隐忍隽永的爱            
(NA)	 27楼永远的冬恋！爱死它了！浪漫的雪景，动人的音乐，凄美的爱情，绝美的画面，无与伦比，太美了！韩剧中的桂冠！！！绝对经典，多少年过去了，我还在一遍又一遍的看它！为美丽青春的男女主角的美丽爱情唏嘘！每一次都是那么感动……Love it forever!            
(3星)	 崔智友的风衣，以及裴勇俊的围巾，引领了当年的风潮            
(5星)	 爱的美丽！            
(4星)	 裴勇俊啊 裴勇俊 像我舅舅哈哈            
(5星)	 爱情            
(5星)	 想当年迷死裴勇俊了~~~            
(4星)	 看过的第一部韩剧~            
(5星)	 什么叫做初恋？这就答案。            
(5星)	 my favorite~~~            
(5星)	 初中对这部剧要用痴迷二字形容，虽然现在已不复当年的狂热程度，但冬季恋歌绝对是少女时期最美好的回忆之一            
(5星)	 边做功课边看的，结果功课不做了，尽在看片子            
(4星)	 看的第一部韩剧            
(3星)	 当时好像打着蓝色生死恋续集之类的名号，但是结果···虽然就算还不错吧，但是，要跟蓝比的话，实在是有差距的···            
(5星)	 从此，爱上冬日，总感觉冬日是最适合恋爱的季节，因为此时此刻，她最需要的是你的温暖            
(5星)	 关于韩剧经典的记忆~~~一片纯白啊            
(3星)	 和媽媽一起看的，。。。韓劇果然不太適合我            
(3星)	 没有裴帅的《情定大饭店》好看，但是不过还行啦对于18岁左右情商的人来说算不错的，起码比山寨台剧好            
(5星)	 我看的第一部韩剧.            
(3星)	 喜欢柔真的小手套~            
(4星)	 剧情永远老套~不过音乐都不错~            
(4星)	 让我看了好几次的电视剧，每次看都会想起那个初三，跟佩他们半夜三更熬夜看碟的日子            
(4星)	 和《下一站，幸福》有点像(ˇˍˇ）～            
(5星)	 我都看了七八遍了             
(5星)	 我爱崔智友            
(3星)	 哭哭啼啼            
(NA)	 喜欢过裴勇俊            
(NA)	 没看哭            
(NA)	 当时就是因为看了这部剧，就喜欢上了男主角。才知道自己要找的另一半就是这一型的            
(3星)	 看韩剧的年代一去不复返了。            
(4星)	 啊，那暖暖的冬日温情啊            
(NA)	 最爱的韩剧            
(3星)	 太拖沓.            
(4星)	 经典韩剧以及经典韩剧路线，看过的第一部韩剧，于是连改编的大陆版都看过一遍，无愧于其经典之名            
(NA)	 裴大哥的标准微笑。你红过，就好。好好生活，就好。因为至少你曾经愉悦过大家            
(5星)	 最喜欢的韩剧 看了无数遍            
(3星)	 喜欢看前面剧情，失意之后的故事罗利啰嗦，看得烦了。            
(5星)	 原色的木地板，暖暖的阳光，白色的袜子，他用脚步丈量着房间，她含泪看着一切。——没想到这部剧给我印象最深的竟然是这个画面。            
(4星)	 唯美的画面            
(5星)	 当时哭的不行了！            
(5星)	 韩剧最完美的开头            
(5星)	 记忆最深刻的韩剧            
(5星)	 大愛。            
(5星)	 我儿时的疯狂所爱啊 为什么给分那么低！！！            
(3星)	 崔智友最美的时期吧......            
(4星)	 很纠结的剧情。现在印象最深的还是裴勇俊和崔智友在漫天飞雪里笑。多美。            
(4星)	 虽然经典，然而实在太拖沓……            
(4星)	 感觉到后面太过冗长，分了半天，愣是两人没在一起，哭来哭去···有些拖沓了，不过还是很感人，至少我贡献了点眼泪给它~            
(3星)	 小时候很爱看            
(4星)	 上高中时看的，沉迷了一段时间            
(5星)	 不真实的最美好的梦当年一度在眼泪里看完的经典            
(5星)	 裴叔的魅力就是惊人，引的我去买了套正版VCD，当时怎么能抽成这样呢？            
(5星)	 比较早接触韩剧的时候看的            
(NA)	 韩剧影响最深的作品~~            
(5星)	 结局惨了点！~但还是蛮好看的！~            
(NA)	 有那么伟大的爱情么 ？            
(3星)	 小裴的围巾很帅气……            
(3星)	 同类型的墨迹剧只能忍受一部啊            
(5星)	 虽然很恶俗 但是很经典            
(3星)	 韩剧的经典套路：男主角撞车——两次……            
(4星)	 从此，失忆的人越来越多了            
(3星)	 为了裴大叔才看了，情节有点拖沓，最后都想快进到结局了            
(5星)	 算经典的韩剧乐.            
(4星)	 经典中的经典，现在很多电视剧套路都是从这里开始的            
(4星)	 虽然很假，但暖暖的感觉让人很感动，比蜗居强多了            
(5星)	 初恋            
(4星)	 经典韩剧！            
(2星)	 太累了            
(5星)	 这部剧也是经典哇，裴少带眼镜真是迷死人啦！            
(5星)	 这部电视剧拍的真如雪一般纯净！属于值得不停回味的，爱死当时的勇俊和智友了！            
(5星)	 绝对的经典！            
(5星)	 最爱            
(4星)	 泪。。            
(4星)	 觉得裴勇俊在里面真的超帅！            
(5星)	 承载了咱青春年少懵懂无知的。。。。韩剧啊。。。。TAT            
(4星)	 一到大冬天就想看《冬日恋歌》。记得高中那会儿每天都会准点蹲坐，第一次是在“生活时尚”频道看的。之前不明白这部韩剧为什么这么火 囧 是在看“日韩流”节目时，注意到了主题曲的PV~~那时的我还是对撞车这一类剧情很感兴趣的 囧 唉，如果俊尚和民亨不是同一个男人就好了 (╯▽╰)             
(4星)	 高三看的  印象不错            
(5星)	 有一种感觉就算再生你也会记得，那是爱情。            
(NA)	 浪漫的南怡岛            
(3星)	 七七八八的看了些，我还是不喜欢裴帅。。。            
(5星)	 我都想给10颗星，从这部才开始对韩剧有了好感            
(4星)	 男猪脚太cei            
(5星)	 想当年我迷这部韩剧，强调是韩剧迷得神魂颠倒呀……不过现在还是很有爱，唯二一部有爱的韩剧，另一部是《搞笑一家人》            
(3星)	 和一群疯丫头逃课翻墙去网吧看大结局……            
(5星)	 当年对这部剧的痴迷至今历历在目，至今还是会偶尔想起浪漫的剧情和唯美的音乐！！！            
(5星)	 first~~~            
(4星)	 音乐还蛮好听的，男女主角不是我的菜            
(5星)	 经典            
(5星)	 承载了那一年青春的记忆~~            
(4星)	 当年的大爱啊            
(3星)	 裴勇俊叔叔...的魅力..真....            
(3星)	 虽然是经典依然没看点，私以为对门对面比这个好看。            
(4星)	 四颗星是当初的评价= =            
(5星)	 第一个最爱的韩剧.....启蒙课.....            
(4星)	 ...漫天飞雪, 真唯美, 突然好想去北海道!!! 我穿越了...            
(4星)	 前半段喜欢。。。            
(3星)	 韩剧都这样            
(NA)	 还能说什么呢？那个男人已经帅的没天理了            
(4星)	 围巾大叔因此而火，剧情真是纠结啊纠结~没看过的可以尝试看看！            
(4星)	 初中的时候看的也哭的稀里哗啦的。。。那时候我还小。。。            
(5星)	 我最爱的韩国电视剧            
(5星)	 好看的            
(5星)	 老妈喜欢，窝在被子里看。            
(4星)	 经典啊……            
(NA)	 好感动的 呜呜 哭得淅沥哗啦的            
(5星)	 忘记了自己,,            
(5星)	 好喜欢好喜欢眼镜哥哥            
(4星)	 围巾男            
(5星)	 冬季的恋歌，也许就是这样的美好又凄凉            
(4星)	 只要结局是好的            
(4星)	 至今难忘的还是里面的雪景            
(4星)	 男主……哦~~            
(3星)	 请问勇sama到底哪里好了            
(3星)	 那时候，两人都年轻哦！            
(5星)	 不得不爱，爱上了女猪脚            
(5星)	 deadly perfect...十年来没有发现任何电视剧可以媲美            
(5星)	 人称：韩剧四季恋曲，入门必看之作。经典中的经典。。。顶一个吧。            
(3星)	 很喜欢崔智友 但是不大喜欢剧情哦             
(3星)	 剧情遗忘的差不多了，歌儿的旋律还记得。            
(5星)	 相奕啊.......5~......            
(5星)	 看得第一部韩剧，喜欢上了带眼镜的裴勇俊，喜欢看里面的雪景！到了大学要毕业的时候又看了一遍，还是哭了……            
(4星)	 又看了一遍 到底是把结局给忘了 也难怪 快十年了             
(4星)	 很久之前看的了，但是感觉的确很好，记得在之前很流行蓝色生死恋，不过我还就是没怎么看过生死恋，就挺喜欢这个。两个人都是气质人            
(5星)	 第一部看的韩剧            
(4星)	 那时候哭的稀里哗啦            
(4星)	 比较爱高中时期的他们~            
(5星)	 我喜欢里面的音乐，喜欢牵起手走在雪地里。。。            
(3星)	 曾经风靡一时，老套            
(NA)	 压抑的剧情 经典的故事            
(5星)	 整个电视剧都在下雪。多好。            
(5星)	 悲喜交织的情节，深深的感动着我。。。            
(5星)	 温馨呐！            
(4星)	 单纯的校园爱情，期间经历磨难，却最终到达爱的彼岸！是我向往的爱情            
(NA)	 舒服             
(5星)	 我喜欢这种题材的悲剧，伤男人不伤女人，过程是曲折的，结局是美好的~            
(4星)	 你还记得你第一个爱上的人吗~~~~            
(2星)	 哎 主要是里面有个人我不喜欢            
(NA)	   最爱的韩剧之一,绝对经典!!!剧情和演员不需要多做解释的啦,裴勇俊那迷死人的笑容.是个人都会喜欢的.最近听说他患上了败血病.可惜吖.有着这样温暖笑容的人.一定也有着一颗温暖的心啊.为他祈祷  那时还在上初一,每天晚上下了晚修就和朋友飙车回家.怀念吖.那段为了电视剧疯狂的日子            
(5星)	 我妈妈很喜欢，裴勇俊确实是妈妈控            
(4星)	 尹导的风格，唯美的场景，缓慢的节奏，觉得那个时候裴帅很灵饿~            
(NA)	 裴勇俊啊~~~里面真的太有魅力了~~喜欢喜欢~            
(4星)	 虐~~不过当年很风靡。。。。。            
