http://movie.douban.com/subject/1790373/	我的女孩 마이걸
(5星)	 好喜欢，看了好多遍            
(4星)	 嗯，有某种理由去看的。            
(4星)	 最起码让我有笑到，韩剧的小魅力。            
(5星)	 稀饭            
(NA)	 看过,不真实,没是么感觉.就是觉得那女眼睛有些象喔唷,那个谁啊,刘嘉玲,凶滴很            
(1星)	 什麽亂七八糟的東西！！            
(NA)	 超好             
(NA)	 演员不喜欢,剧情也不是很喜欢!            
(3星)	 李多海很pp            
(4星)	 我喜欢一样的下雪天            
(5星)	 非常喜欢的韩剧之一……            
(3星)	 冬天飘雪的时候窝在沙发里看，暖~            
(NA)	 我也喜欢撒谎的女孩。            
(5星)	 这是我看的第一部李准基的电视剧……很喜欢正雨，为正雨感到心痛，和他一起流泪……            
(3星)	 这里面的李东旭真是太帅啦！！！            
(NA)	 善意的谎言，为什么爷爷不能理解            
(5星)	 搞笑的家伙            
(NA)	 也是很零碎的看的            
(4星)	 我喜欢徐郑宇            
(2星)	 女主是弱智吧。。            
(3星)	 虽然有李俊基但还是没能坚持下去            
(5星)	 喜欢李东旭，更喜欢李东海            
(5星)	 满可爱的一部电视剧~主要是因为李多海了，笑起来总是那样纯真又带点小坏的感觉，很可爱~~            
(NA)	 很喜欢的一部韩剧--百看不厌，更喜欢李东旭和李多海。            
(3星)	 为了李东旭才看得            
(NA)	 我个人很喜欢,很搞笑的            
(5星)	 缘分，是注定的            
(4星)	 女主漂亮  男主帅            
(NA)	 这样的遇见是种奇迹，这样的爱情也是奇迹            
(4星)	 谎言爱情            
(5星)	 李多海太可爱了，两个男人都很喜欢啊            
(4星)	 很搞笑啊            
(4星)	 去年在学校的电脑上不知谁下的，就断断续续地看了四五集，后面的不知以后啥时候能再接着看，呵呵            
(4星)	 喜欢在济州岛偷橘子，不喜欢后面哭啼的伤感            
(4星)	 喜欢land rover 和里面的配乐            
(5星)	 韩剧经典，经典的李多海和俊基。            
(5星)	 从这里开始喜欢李多海            
(5星)	 一开始是因为李多海和李俊基看的，结果看了喜欢上了李东旭。。。剧情很特别。多海的表演很自然，东旭也很不错。            
(4星)	 喜欢男主角~            
(5星)	 这两年看过的韩剧中最喜欢的            
(4星)	 喜欢里面的音乐             
(NA)	 要不是李俊基会看才怪            
(4星)	 呵呵，我的韩剧的1/2            
(4星)	 韩剧经典            
(4星)	 非常搞笑的一部韩剧            
(4星)	 里面的几首歌不错的            
(5星)	 爱情也可以这样开始~            
(5星)	 能给人带来很多快乐的剧集，最喜欢的一部韩剧            
(NA)	 超级搞笑，强烈推荐哈！            
(NA)	 My girl            
(5星)	 喜欢。            
(5星)	 经典，就是这片爱上了俊基            
(NA)	 李多海成功转型的戏,可爱哦~~            
(NA)	 李俊基……            
(NA)	 非常搞笑            
(1星)	 一般            
(NA)	 很浪漫，只是停留在很浪漫的程度上。            
(4星)	 ok啦～～～但係我唔中意李多海，雖然佢d衫都好靚～            
(4星)	 韩剧啊。。嘿嘿            
(4星)	 李多海在里面真不错~            
(NA)	 可爱的李多海            
(5星)	 幽默搞笑，因为这部剧爱上李俊基！            
(NA)	 喜欢这个爱说谎的女孩              
(5星)	 真的好喜欢啊， 配乐也很不错哦            
(NA)	 女孩因坚强可爱而变得美丽~~            
(4星)	 人家都喜欢李俊基，我就是喜欢李东旭，配乐很好，每次都让我心绪激动            
(4星)	 虽然剧情并不新颖，但还是很好看。            
(NA)	 看过的第一部韩剧            
(4星)	 还不错  很养眼            
(4星)	 很好笑!感情也比较真挚!            
(5星)	 最近看过 喜欢李东旭            
(NA)	 现在很少看了            
(5星)	 很好看的偶像片            
(4星)	 很搞笑的兄妹契约            
(NA)	 为了别的男人而流泪就不该在我的面前表露你的美丽            
(5星)	 本人认为非常之好看。            
(4星)	 挺好看的，只不过过了看韩剧的年纪咯，咳咳            
(NA)	 我的女孩            
(3星)	 蠻 肥 皂 的 一 部 劇            
(NA)	 不太现实，但还是很美！～～～            
(3星)	 李多海，挺可爱的            
(4星)	 难得看到这样不做作的偶像剧。也让我改变了对李俊基的印象。李东旭很帅，李多海很可爱。            
(NA)	 我的女孩             
(5星)	 喜欢李东旭，不喜欢李多海            
(4星)	 很韩国的偶像剧。很好看，为了正雨痛哭流涕过。看吧，我就是这么不能免俗~真的心疼正雨            
(5星)	 虽然逃不过韩剧惯用的“协议”，不过，很搞笑，也很感人            
(5星)	 这部也是我超喜欢的。            
(5星)	 最喜欢的一部了,喜欢里边薜功灿,周幼琳            
(4星)	 最后眼泪一滴一滴掉下来            
(3星)	 不错呀，和宿舍朋友一起看的。            
(NA)	 女主角的服饰百看不厌~哈哈            
(5星)	 喜欢李多海在里面表现出来的杂草精神，和对爱情的理解~            
(5星)	 好看！            
(4星)	 超喜欢的韩剧！后面哭得一塌糊涂！薛功灿帅得一塌糊涂！            
(4星)	 男二号            
(5星)	 虽说是喜剧却让我掉了不少眼泪            
(4星)	 韩剧当中算经典的            
(4星)	 韩剧就是韩剧....            
(5星)	 女主角 有个性            
(5星)	 太好看咧……            
(4星)	 可爱的多海.            
(4星)	 不错哈            
(NA)	 只有李俊基。            
(5星)	 kojimer達人~你會萬福大~~~            
(NA)	 感觉这部韩剧，让人看了满开心的！不过里面的主人公，说实话，韩剧里的人好像都是这样，人并不是一无所有，她自己实际上会好多，只是没遇到机遇而已！抓住自己的幸福……            
(3星)	 因为有了俊基所以还行不然的话……            
(NA)	 看过，好看，顶~            
(5星)	 可怜的男二号            
(NA)	 wuli junki~~            
(3星)	 看过的少有的几部韩剧之一            
(5星)	 啊。李俊基。。。            
(4星)	 算是拍得不错的了            
(4星)	 7.7            
(NA)	 他给了我一点震撼~            
(NA)	 小骗子的感情却是那么真诚            
(NA)	 不过如此，看过了浪漫漫屋对此就不太感冒了            
(3星)	 正雨不是更好么            
(NA)	 李俊基在里面的角色感觉好可惜。为什么这么帅的人要演这些悲情角色呢。555.不过最后春香梦龙的客串很搞笑。            
(NA)	 原声音乐很好听！            
(4星)	 好喜欢的一部韩剧            
(5星)	 韩剧啊~~~            
(NA)	 蛮有趣的，主题曲不错。            
(4星)	 不错            
(4星)	 李多海长得还真像我同事            
(NA)	 真的很可爱的一部连续剧，可是到后面气氛很压抑了呐.            
(3星)	 我的爱 不是欺骗            
(NA)	 搞笑的爱情故事            
(NA)	 my girl            
(5星)	 我看剧人生中有里程碑意义的一部剧。它使我看不下去其他的剧...            
(5星)	 推荐之。近年来最不错的韩剧制作。前半部绝对让人笑个饱。棒子一向恶俗，所以后半部不可避免的陷入俗套，可悲啊。不过还是很不错的电视剧。            
(5星)	 超好看的            
(5星)	 搞笑，真是搞笑            
(2星)	 讨厌李多海            
(NA)	 韩国            
(5星)	 有笑有泪~~            
(3星)	 ~(@^_^@)~ 俊基！            
(5星)	 很喜欢的一部韩剧.主要是因为Junki            
(4星)	 只看了部分，至少前半是搞笑轻松的，能放松工作紧张的神经，就是李准基，咳，不太喜欢。            
(5星)	 很好看            
(4星)	 搞笑得恋情..            
(5星)	 看了此剧，便爱上东旭了。            
(3星)	 请假在家的时候看的...            
(5星)	 古灵精怪，喜欢她活泼的大眼睛。            
(NA)	 李俊基            
(5星)	 韩剧里比较经典的瓦~~            
(5星)	 真正让人难以忘怀的是正雨。见识了俊基在古装剧里的惊艳，现代时装剧里的他，依然那么美丽，尤其是那俊朗阴柔的脸蛋，飘逸的长发，迷茫的眼神，风靡万千观众。            
(4星)	 凡是你认为精彩的韩剧，建议只看一遍，把最美好的印象留在心中即可。很喜欢这个可爱的女主角            
(NA)	 ···            
(3星)	 李多海在这里和新娘18岁里的形象气质差好远啊。还是喜欢这部剧里的她，可爱呢~            
(5星)	 好看            
(5星)	 高三上学期看的～好难忘的～～每天看三集～看到凌晨一点半～～那段日子～相信不会轻易忘记了～～～对薛功灿的爱·不是谎言···            
(2星)	 我的女孩            
(5星)	 大爱            
(5星)	 到目前为止我最爱的一部韩剧            
(4星)	 搞笑+感人.            
(5星)	 珠裕邻是我的超级偶像            
(5星)	 李东旭好帅啊~~~            
(NA)	 我的女孩 韩剧            
(3星)	 李多海，我还是喜欢你绿蔷薇里的表现。            
(NA)	 韩剧就是韩剧 穿得 戴得 都很好看             
(NA)	 認識了俊基            
(3星)	 马马虎虎。            
(5星)	 很搞笑..剧情也不错            
(NA)	 关键是李俊基原来一点都不女生 韩国男星的创造性很强 为什么李俊基演的男孩总是心疼的要哭 爱情真是不能假装             
(5星)	 李多海可爱得很无厘头啊~            
(5星)	 我反正是看哭了 恩 哭了 还有 李俊基在里面挺惨的 我觉得没怎么着 爱李多海爱得死去活来的。。。唉            
(3星)	 音乐总是在适当的时候出现，把情绪烘托得恰到好处，就像多年前看得那些日剧一样。好的主题曲真的很关键累！两个男主角的性格都那么好，然后越看越帅！阿尤~~好多情节都让我心动，哈哈真是不好意思，觉得自己的心好想年轻个10岁~金世璇也很美，唉~~喜欢，她也很有运动员的质感~~            
(5星)	 近年韩剧中比较好的作品。演员演技不错，轻松搞笑部分很突出，在悲伤部分也能让人感觉到男女主角相爱不能爱的心痛。O.S.T也做得很好。            
(NA)	 很好，从风格上，是我喜欢的            
(3星)	  韩剧             
(4星)	 怎么说呢 很热闹的片子            
(3星)	 女主角太做作了，也不喜欢男主角，反而是李俊基太让人惊喜了            
(4星)	 最害怕李俊基在里边的忧郁眼神了，但是这个片子实在好看            
(4星)	 挺好玩的，耳饰挺好看            
(5星)	 每个假期都会看一遍            
(5星)	 记录的太多回忆的一部剧，至今最喜欢的一部韩剧。            
(4星)	 歌曲蛮好听            
(3星)	 其实怎么看男一号都距离英俊远了点。            
(4星)	 只要坚持这么说，就会成真么？爱情也能这样么？            
(NA)	  就因為這里的徐振宇開始喜歡上李準基。。不過他簽約了中國的英皇，我有點不太喜歡了。我覺得這個公司不管什么人都很亂。            
(3星)	 一般。            
(5星)	 总是看的泪流满面            
(3星)	 命奇好的灰姑娘            
(NA)	 那女的长得不好看            
(3星)	 看过，有一点好看。。。            
(4星)	 喜欢这样子轻松的爱情韩剧，养眼的演员制作也精美，第一次感受李俊基的美，哈            
(3星)	 还是准基好啊！            
(5星)	 真的暴笑～            
(NA)	 You never say goodbye            
(3星)	 将就              
(4星)	 超级搞笑加感人的一部作品，哈哈~            
(NA)	 喜欢男主角 女主角             
(NA)	 呵呵，虽然眼泪也多，但还是觉得特别的搞笑，快乐            
(NA)	 是不是有语病？            
(3星)	 很太阳的女孩            
(5星)	 幽默.            
(4星)	 还不错没我叫三顺好看            
(5星)	 很搞笑  里面李俊基很帅啊            
(3星)	 湖南台放爛了·那傻逼翻譯逗死我了~            
(4星)	 还不错            
(4星)	 喜欢            
(4星)	 情节紧凑，很搞笑，挺好的            
(3星)	 只想说李多海那么一个美丽可爱的女子，就被那些不时出现的猥琐表情给毁了。但不得不承认，她的表演是有创新的，比起那些一生气就嘴一张一张或者托着脖子装打击的，实在优秀不少...剧情没有讨论的价值，太韩国，太肥皂。至今仍无法对李俊基定一个客观的审美标准，只想说两个字，奇怪。女二的表演太一般了，让人对这么个空洞平凡的形象争夺男主的实力感到怀疑。男主其实还不错，就是人物形象太烂俗，显不出特色            
(4星)	 很傻很呆,我居然看了~~            
(4星)	 喜欢李多海！            
(4星)	 李准基 好可爱            
(NA)	 挺有趣的故事......            
(5星)	 太喜欢李俊基了!!剧情也喜欢            
(5星)	 太搞笑了            
(NA)	 觉得这个哥哥有点像一个哥哥            
(4星)	 喜剧，喜剧， 我对于让人happy的东西，总是无法抗拒阿            
(5星)	 我爱李东旭            
(NA)	 東看看西看看。就算看完了吧。            
(4星)	 最好玩的是最后一集邮豪杰春香的主人公友情客串~            
(4星)	 还挺搞笑的。看这部片的时候，刚好看完《恶魔在身边》，就觉得李东旭跟王传一长得挺像的。            
(4星)	 四角恋            
(4星)	 因为湖南卫视在放，看了两眼觉得不错。-2008.6.20 晚12：30。是有它的有趣之处的。而且对于谎言的理解，有的时候觉得比《苍井优×4个谎言》那个，还要深刻呢。            
(5星)	 我最爱的偶像剧 喜欢薛功灿            
(NA)	 超好看的说。。            
(4星)	 搞笑 轻松            
(4星)	 剧情不太记得了            
(NA)	 喜欢这名字~            
(5星)	 李多海            
(3星)	 还可以吧            
(4星)	 挺感人的~            
(5星)	 无可救药喜欢上李俊基，从这开始！            
(NA)	 男主女主男二都是我的大爱～            
(5星)	 好看            
(NA)	 我的爱情没有半点虚假            
(4星)	 让人迫不及待的要看下去            
(NA)	 最喜欢的韩剧，呵呵            
(3星)	 话说是为了看李俊基而看的，但是，我不喜欢里面的李俊基...            
(NA)	 每个下雪天都是你的生日，在电梯里会忍不住憋气许愿，看你的笑脸。。原来爱情是这样。。。。            
(NA)	  除了李俊基 ，还有的没什么好感了            
(4星)	 ~有人说轻松，有人说累~那么美满的结果……只适合看看聊聊，却不适合来追求。            
(3星)	 想说，这部片子正宇是个亮点。（为何男2号总比男1号得我心呢- -！）。。对于情节，我觉得实在有点老套啊。。            
(NA)	 从这部韩剧开始喜欢李俊基            
(5星)	 让我疯狂喜欢上了一个我曾经非常鄙视的人——正雨            
(NA)	 前面还不错的说，后面明显开始拖了。。唉。。            
(4星)	 虽然大部分时候是很搞笑...但还是有让泣不成声的时候            
(5星)	 最爱            
(5星)	 就是一个字，好看！            
(4星)	 哦 哦 好 原本以为自己不喜欢呢            
(4星)	 为什么受伤的总是第二男主角            
(NA)	 可爱的女孩儿.            
(5星)	 看过N遍了，算是一部经典的韩剧吧。            
(5星)	 不知道为什么看了好多遍还是那么喜欢            
(4星)	 韩剧我觉得一般比较夸张，尤其是表情，这部戏女主角表情就很夸张，我也不是很喜欢，但是整部戏是沿着灰姑娘的路线走的，如果你从第一集开始看，接连看几集，你会发现虽然老套，却仍能吸引住你的目光，第一次见到李多海是在新娘十八岁里面，那部剧我不喜欢看，她在里面演一个检察官之类的，那时也不觉得她漂亮，那个角色也很不讨喜，所以对她根本没有印象，在看MG 的时候，我没有认出是她，还觉得长得还挺可以的，朋友和我一起看了说就是新剧里的检察官，我还不信，特意查了资料发现真是她，这次的印象很好，            
(NA)	 老套，但是吸引女人。            
(5星)	 俊基啊！`            
(4星)	 后来有些难受,喜欢里面的李东旭            
(NA)	 好可爱的女主角，每次看都会忍不住被她逗得开怀大笑。            
(5星)	 超帅~~东旭~~~            
(4星)	 爱俊基            
(NA)	 不用说的经典~            
(3星)	 有junki            
(NA)	 很喜欢            
(NA)	 一起看过的            
(NA)	 嘿咻            
(NA)	 除了女二，其他都挺喜欢的。            
(5星)	 他知道，我说的话，全部都是谎言。            
(NA)	 看过一点儿            
(5星)	 从此开始爱上李多海 如杉菜一般杂草，如天使一般热爱生活~            
(5星)	 天哪  简直是……太让人心碎了.=,=.政宇 付出了一些后 放她走了。。。我知道 他多想紧抱她              
(5星)	 史上最爱韩剧，看过无数次……            
(5星)	 我爱LEEDONGWOOK!!!            
(NA)	 我爱俊基            
(4星)	 男主角若在现实中存在就好了            
(4星)	 喜欢李多海的美丽和自然，喜欢她的微笑和哭泣时候的动人．．．            
(5星)	 Lee Dong Wook            
(4星)	 很轻松，当然最后彼此捍卫保护对方的时候的对白很感人。像薛功灿这样的男人现实中绝迹的吧。李多海塑造的很成功。            
(4星)	 李多海好可爱喃！            
(4星)	 好            
(4星)	 是因为李俊基才看的，虽然李俊基是配角吧。但是觉得女主角很有意思。            
(NA)	 我的女孩            
(5星)	 轻松的韩剧也很好看            
(NA)	 灰姑娘的爱情            
(5星)	 非常喜欢            
(5星)	 李多海真可爱~             
(NA)	 挺喜欢 还有 （豪杰春香）            
(5星)	 喜欢这一型的。。。            
(4星)	 2006大四上学期  一直没时间去看才留到大四，两个字搞笑~ 与《春香》有点关系            
(NA)	 在德国最孤独的时候鼓舞了我            
(4星)	 还可以吧，基本合格的。            
(4星)	 冲着李俊基去的，哈哈~~ 角色个性有那么点懦弱（比王男强点儿，比狗狼弱点儿~~~） 主题曲很好听 never say goodbye~~~            
(3星)	 老套            
(NA)	 看的韩文没字幕的，我都佩服我自己了            
(NA)	 我的女孩            
(5星)	 很耐看，我一朋友看了不下三遍~~            
(4星)	 发神经一个通宵看完大结局。男一号怎么帅得那么清澈，太太太干净了。完全迷倒。果然还是小女生情节很重啊。哈哈。            
(5星)	 特别的搞笑，但有的地方还是猜不到，中间还是有满悲伤的地方，结局还是欠缺点什么            
(4星)	 唯一完整看完的韩剧            
(5星)	 超可爱的女主角！            
(NA)	 雪景很美哇~            
(NA)	 哈可爱~            
(3星)	 如果男女主演有我喜欢的，我会更喜欢这部剧。尤其朴诗妍，美女看上去怎么那么僵硬呢？            
(3星)	 还可以拉.            
(NA)	 超喜欢   还买碟了哟            
(5星)	 想当初超稀饭超稀饭 因为超搞笑超感人 虽然一如所有的偶像剧 但我明白了一点 不能说谎            
(5星)	 经典好剧            
(5星)	 故事不错，很新颖！喜欢女主角！很风靡的一本韩剧。电视台不知道已经放了多少遍，但还是有很多人在看。            
(NA)	 说实话，一般般。。。            
(NA)	 不一样的韩剧，超喜欢里面的李俊基            
(5星)	 唯一喜欢的一部韩剧            
(5星)	 从这部喜欢上李多海。话说李东旭那么帅的一小伙杂就不红挖，都米消息的说。倒是把李俊基给红了。            
(3星)	 女主角很可爱            
(4星)	 嗯~多海很可爱~！            
(5星)	 熟女的爱            
(4星)	 虽然故事很老套了，但李多海很可爱，李东旭也不错，还是值得一看的            
(3星)	 太模式化了 不过还是很好看            
(NA)	 李多海和李俊基要是一对该有多好开始有趣，后来也就滥情了            
(NA)	 嗯嗯，第一部完整看过的韩剧哎~            
(4星)	 看到后来看不见剧情了            
(NA)	 乐            
(3星)	 看完以后晕晕乎乎，过段时间一干二净。没营养的电视剧就是拿来消遣时光的。            
(4星)	 搞笑与爱情结合的恰到好处~~~~俊男美女配~~~~            
(5星)	 突然有兴趣再看，为数不多的完整看完的韩剧之一。我用16个小时在床上安静的流泪，用8个小时睡觉。            
(3星)	 开头比较好看            
(NA)	 好苦的正雨            
(3星)	 女主角的表情很假            
(4星)	 很喜欢李多海啦```            
(5星)	 俊基啊……流泪的俊基            
(NA)	 我以为如果是我我会贪心的想拥有两个男人的幸福            
(NA)	 63大厦.            
(NA)	 我的最爱雪人先生            
(NA)	 可爱的女人··            
(5星)	 女主角真的哈嘲~~~            
(5星)	 很喜欢，超喜欢。像中邪了一般。最最好看的韩剧。后来听莫扎特的音乐，才知道里面喜欢的背景音乐来自莫扎特，看人家韩剧，多能吸取世界优秀文化啊            
(NA)	 我最喜欢的韩剧            
(5星)	 感觉比浪漫满屋好看            
(4星)	 我妹妹最爱的一部。            
(4星)	 依然是青春爱情类韩剧的老套路，不过还是忍不住会喜欢女主角的性格，片中对男女主人公不由自主渐渐生成的微妙爱情的阐释也总能撩动心弦，况且有些剧情的确搞笑，第一男主角又很帅，所以还是蛮喜欢。            
(NA)	 很喜欢  很好看            
(4星)	 7.5 喜欢李多海            
(NA)	 恩，喜欢            
(NA)	 最近喜欢上的类~~！！            
(4星)	 女孩的表情有时很夸张不自然。。。            
(NA)	 还好            
(NA)	 仨姓李的嘿~            
(NA)	 很喜欢的一部韩剧，看了很多遍。看得很开心。            
(NA)	 没看完```            
(NA)	 2005年12月14日              又名: My Girl            
(4星)	 难得喜欢看韩剧            
(NA)	 该剧的女主人公裕玲是一个说谎如家常便饭般的开朗女孩，因父亲欠下赌债而四处躲藏，后被男主角功灿相中，让她扮演自己失散多年的妹妹，以了病重爷爷的最后心愿，两人的缘分也由此开始……            
(5星)	 我超爱的一部韩剧！超爱这部片子~！很好看的说~！            
(5星)	 爱，需要谎言            
(NA)	 好喜欢~            
(NA)	 最美丽的谎言            
(5星)	 最喜欢的一部韩剧            
(NA)	 喜欢笑             
(5星)	 很好笑，剧情恨好            
(NA)	 我的女孩            
(4星)	 还可以啦，和浪漫满屋很像            
(5星)	 好喜欢的一部韩剧 很喜欢里面的三主演啊 可爱的男女主角 还有个在里面让我对他改观的李俊基   想推荐大部分人看~            
(NA)	 我的女孩            
(4星)	 很好看            
(NA)	 喜欢的电影            
(3星)	 没什么意思，看了第一集我就想到了结局            
(5星)	 我不太喜欢韩剧，可这部例外。            
(5星)	 很搞笑耶~~            
(5星)	 我看了三遍            
(5星)	 哭            
(NA)	 值得珍藏            
(5星)	 JUNKI红的一塌糊涂 多海也颠覆了一贯路线只是 观下一部作品 貌似颠过了头            
(3星)	 韓劇……看一集就知道結局            
(5星)	 喜欢剧情,喜欢李俊基            
(5星)	 我现在真是暴爱李冬旭！！！！            
(5星)	 超喜欢李东旭~~~            
(NA)	 曾经那么迷韩剧            
(NA)	 看过的韩剧不多，这部最喜欢            
(NA)	 呵呵~~            
(NA)	 那个 当然颂 ！！            
(4星)	 从这里认识李东旭，是李多海最好看最可爱的一部            
(4星)	 good            
(4星)	 喜欢的韩剧            
(5星)	 难得的对于男主男配同有好感，前半部分的女主是想要膜拜的对象．看完后，俊基ＧＧ在心目中的地位咻地上升了！            
(NA)	 smile            
(5星)	 真的很好玩            
(NA)	 李多海真的是相当棒的演员            
(NA)	 特搞笑了            
(NA)	 俊男美女的组合            
(5星)	 喜欢，这个是前年看的，之后对俊基真是迷恋~~~            
(NA)	 完美男主角~~            
(3星)	 除了帅哥和美女，还剩下什么呢？？？            
(5星)	 韩剧经典2            
(4星)	 没想到是春香的姊妹篇^_^            
(3星)	 和那个春香如出一折，依然是有几首曲子不错            
(1星)	 无比拖沓剧情无聊 典型韩国片            
(4星)	 喜欢多海～            
(3星)	 一般啦,看过一遍就不想再看            
(4星)	 不错笑，洪氏姐妹的作品的确不错            
(4星)	 洪式姐妹的作品，都不错            
(3星)	 只因李俊基            
(NA)	 很搞笑的爱情故事            
(5星)	 ~~~            
(NA)	 很喜欢!!            
(4星)	 轻松搞笑,看了停不下来，开始喜欢上李俊基            
(5星)	 大可爱！！            
(NA)	 温暖嘀喜剧 收获很多感受            
(NA)	 喜歡這不片子，同樣哭的很慘，多海騙得好累。。            
(NA)	 因为假扮兄妹到成为恋人的故事（其实是一个女生主动勾引老实内向男的童话故事～）            
(NA)	 精典,看了不下5B,也挺有意义的.....            
(5星)	 为之疯狂！太可爱啦~~~            
(4星)	 挺搞笑，就是男主角差了点            
(NA)	 因为这部影片，我开始喜欢이준기            
(3星)	 典型的韩剧咯.            
(NA)	 my  girl            
(4星)	 看这部过程相当波折…有搞笑~看完觉得李俊基好英俊~            
(NA)	 喜欢            
(5星)	 超级喜欢            
(NA)	 My girl...            
(4星)	 去年过年看到……            
(4星)	 同样是女主角吸引人。这是我喜欢韩剧的最大原因。有一个漂亮女主角李多海。情节吗不错，闲来无事放松时看看            
(NA)	 还好！            
(5星)	 很久没有美好和心疼的感觉了...让心脏跳动的好剧情            
(5星)	 当笑已淡然，泪，还是会流，这样的感觉，才是经典的回味            
(3星)	 没有三顺好看..越看越不喜欢女主角..            
(5星)	 很喜欢            
(4星)	 挺喜庆的一部 电视剧            
(5星)	 比浪漫满屋给人影响深，很喜欢李多海扮演的角色            
(5星)	 多看韩剧的人就会知道，韩剧的魅力不仅在于服装场景的搭配还有那很是合理的情节。这些抛开民族情节的说，中国的偶像剧还是雏形阶段。            
(4星)	 还算不错啦，打发时间还行            
(4星)	 情节有点老            
(4星)	 还不错的韩剧~            
(NA)	 幽默、机灵、反应很快又有些傻傻的女孩            
(5星)	 超喜欢．．．            
(4星)	 很喜欢男主角，我心目中的白马王子就是他＾＾            
(4星)	 李多海太可爱了，可是笑过的背后却是那么多的悲伤和无奈。            
(NA)	 喜欢            
(4星)	 李俊基 演的徐正雨真的很好!            
(NA)	 搞笑，李多海的精彩骗术，还有李俊基哦            
(5星)	 太太太经典～～            
(NA)	 good            
(5星)	 ....我也是贪心的人呢....            
(5星)	 很搞笑,可再看就没那么好玩也提不起兴趣再欣赏了..2010.12.11            
(5星)	 再次是韩国最近的喜剧。。。            
(NA)	 我更喜欢李俊基~~他人帅 又懂得体贴~~那女主角没眼光&gt;-&lt;            
(5星)	 超喜欢！！！            
(4星)	 超搞笑            
(NA)	 欢喜的略带悲伤的            
(NA)	 搞笑的            
(4星)	 灰姑娘的故事            
(NA)	 宫同时放送的MG，所以是与宫同时穿插着看的~~~哈哈·~当时超级迷恋JK和东旭GG~~~~~            
(4星)	 李多海终于有突破了            
(NA)	 还不错啊..            
(5星)	 哈哈哈哈哈哈…这个就不说了，太经典～            
(5星)	 李多海太古玲精怪了            
(NA)	 my girl            
(4星)	 衣服好看            
(NA)	 笑翻了            
(NA)	 韩剧都这样，把不可能发生的事拍成电影，看这种电影的感觉，就像小时候听白雪公主的故事一样，幻想有属于自己的奇迹。            
(NA)	  韩国 my girl  爱情             
(4星)	 雖然是可愛的女騙子..她的愛情也是真的            
(NA)	 男主角简直跟我哥是刻板的~            
(NA)	 从头看到尾，感觉很喜欢，很喜欢            
(5星)	 很喜欢里面的歌曲，而且最后一集的点睛之笔真的让人大跌眼镜！！            
(NA)	 还蛮好看的，主人公设定比较好~喜欢李多海~聪明善良又可爱~            
(4星)	 mi            
(NA)	 不错的电视剧。轻松的主题，到位的演出。一切都很自然让人觉得很喜欢            
(4星)	 好多人都说很好看,强烈推荐的.所以很想找个机会看看.            
(5星)	 超喜欢            
(NA)	 很喜欢~~~``            
(3星)	 因为李俊基看的            
(NA)	 170            
(5星)	 很喜欢的一部韩剧 喜欢女主角 老公说跟我很像呢 偷笑            
(4星)	 哦,好喜欢,一度迷上~            
(2星)	 无聊            
(5星)	 和班里同学跟风看的，是什么已经不太记得了^_^            
(NA)	 李俊基在此片中很帅 仅此而已             
(4星)	 为了李俊基而看的片子，演技果然不错，虽然感觉没有超出《王的男人》，但相信这是角色和剧本的问题。整部片子轻松愉快搞笑又深情，音乐超级喜欢。            
(NA)	 印象深刻里边的可爱女孩，还有百变的漂漂可爱衣服。            
(3星)	 前半段比较好看            
(NA)	 baxia            
(NA)	 很喜欢            
(NA)	 妈妈喜欢            
(4星)	 因为李俊基，我哭了            
(5星)	 李多海~            
(5星)	 喜欢俊基            
(NA)	 好可爱的女主角哦。            
(5星)	 可爱的女孩让人舒畅的性格爱上周幼龄            
(5星)	 他和她终于在一起了！！！            
(NA)	 看了一半也没看下去，没毅力啊。            
(4星)	 Baxia            
(NA)	 我看的第一部韩剧哦~            
(3星)	 my girl            
(5星)	 my fav 棒子剧！！！让我大哭大笑像个神经病一样！超级迷恋东旭哥哥！            
(5星)	 看过心里很快乐            
(3星)	 Cute            
(4星)	 搞笑的爱情剧，其间穿插伤感．            
(5星)	 经典咯            
(NA)	 真好笑            
(5星)	 喜歡徐正宇... 難得快樂搞笑的韓片~ 但也讓我哭得很慘... 因為徐正宇...             
(5星)	 是2005年的冬天最温暖的一部电视剧~~~            
(5星)	    已经看过了  呵呵            
(2星)	 李俊基的戏不多,饰演的也不是我喜欢的类型            
(5星)	 走斑马线只走白线 有好运逗            
(5星)	 很难忘            
(NA)	 喜欢里面的音乐            
(3星)	 好玩的爱情片。            
(5星)	 很喜欢男一号            
(5星)	 女孩～～··女孩            
(NA)	 生活态度很重要            
(4星)	 看的很开心的片子            
(3星)	 标准的韩剧模式．．．            
(NA)	 喜欢李东旭            
(5星)	 看了几遍，还想看！            
(NA)	 迷上李俊基            
(NA)	 李俊基那个男人其实也不是很女人嘛！至少在这部戏里面还是比较有男人感觉的……            
(NA)	 我还是很喜欢李俊基的 太秀气了 唇红齿白            
(NA)	 每次想放松的时候，就会找出一两集来轻松一下。但是后面的纠结，却让爱过的人心里面很痛。            
(4星)	 东旭哦巴~~哇咔咔            
(5星)	 李东旭 李多海            
(3星)	 太简单            
(4星)	 少有的让我坚持看完了的韩剧虽然情节很夸张，但是仍然很有意思            
(3星)	 男2号总是让人喜爱和心痛            
(5星)	 说谎不好,但有时也是出于无奈,周幼琳教你如何说谎,要死撑到底~            
