http://movie.douban.com/subject/5958582/	裸婚时代
(5星)	 现实，人间还有那么一点纯粹的爱情。            
(3星)	 好看的桥段只有结婚时期 贫贱夫妻百事哀啊 婚前离婚后都太鸡肋 啊对了永远在过冬天合适么这个-0-              
(5星)	 《奋斗》太乌托邦了，《蜗居》太他妈现实了，简直是 把生活硬生生搬上舞台，还好《裸》比较贴近电视剧的标准，新一代国产电视剧的典范，贴近现实高于生活。以前怎么就没发现文章是个结巴呢？？？            
(4星)	 文章确实挺招人疼的，但也不能把他描写成神吧？            
(4星)	 离婚前都不错，离婚后的情节太鸡肋了！            
(4星)	 剧情起伏不大。最后和好的很微妙            
(3星)	 剧情完全按照自己的思路进行，文章又回去了……好吧！只要台词搞笑女主角的衣服好看我就会看下去。整部剧给人一种粗糙的感觉，赛车的场面简直没法儿看。还有那个谁，孙晓娆，憋哭腔背台词装富家女的恶心劲儿。情侣就该是这么可爱的生活。广告也太明显了吧，也有效，看了之后喝了人生中的第一罐红牛。            
(5星)	  现实              
(5星)	 杜毅太假了，就像《画皮》里的庞勇似的，哪来那么多白马王子啊`            
(5星)	 吻合现实生活的剧情简单而不脱节  刘、童的感情塑造的淋漓尽致  因为此剧情节与我个人实在是类似 不由自主的融入了角色 人生有太多的可惜 草的 记得当初哥们儿我选择跟五年的初恋分手的初衷也是为了彼此的幸福啊  虽说过去往往总是过不去 但是你救不了我 我也挽不回你。 也就那么回事吧             
(NA)	 文章演的真心做作            
(4星)	 这个剧就告诉我们一个道理：客观因素导致的破裂可弥补 然而主观因素的就一去不复返了            
(3星)	 最后结局。。            
(5星)	 啥也不说了 。。。            
(2星)	 没有意思。            
(5星)	 婚姻光是“我爱你”是远远不够的。            
(5星)	 真实的故事~~细节打败爱情            
(3星)	 在这里，我只能裸婚！            
(5星)	 细节打败爱情            
(4星)	 嘿嘿嘿            
(4星)	 田淑云演的真好，喜欢这个结局~            
(3星)	 我只记得一句话 发乎情止乎礼            
(4星)	 文章文章！            
(2星)	 这个主题被关注了很多遍。。。他们是白领，他们带着北方人说话的调调，他们敢说敢做，敢和父母“作斗争”。。。但这也只是一小半部分人的生活。不是你们的。所以，别把他们的爱情看得太高，也别低估了自己追求爱情的能力。            
(4星)	 感动，无奈，隐隐作痛            
(5星)	 我被文章征服了            
(4星)	 现实的残酷，也许比电视剧还厉害            
(3星)	 看了11集就觉着挺搞笑的，另，新红是浪费了多少很多姑娘啊            
(3星)	 没看完因为真的很无聊看不下去了⋯⋯            
(3星)	 比较欢乐。            
(4星)	 终究只是电视剧，现实虽非完好，但也不至于一无是处！            
(4星)	 前边貌似有点拖沓，不过也是很好看的。。。。赞            
(NA)	 看得我郁闷啊            
(4星)	 你猜？            
(3星)	 耍贫嘴~台词有意思~风格重了~看头一般性~            
(5星)	 你要相信 这个世界没有那么纷繁复杂 最后的最后 我们仍相爱 就足够            
(5星)	 惜福.            
(4星)	 结局有些小假            
(NA)	 有点接近现实的一部片子。            
(3星)	 虎头蛇尾            
(5星)	 喜欢文章求婚的时候，感动姚笛生孩子的时候。裸婚，我是不是也会这样。细节是否打败爱情。            
(3星)	 看了不到十集，逗贫逗贫，还是逗贫。。。。河蟹太谈。。。            
(4星)	 现实没有那么容易，每个人都有他的问题            
(5星)	 唯一一部让我连续看了17集没还其他片子的电视剧,花了有史以来最短的时间,三天看完了30集            
(4星)	 老婆。老妈。丈母娘。三个女人一台戏~            
(5星)	 看完了得出了一个结论，关键的位置要有自己的人！            
(5星)	 细节打败爱情。            
(4星)	None
(3星)	 没有看完。裸婚很不现实~            
(4星)	 生活比电视剧狗血多了.            
(4星)	 爱情很美 婚姻很现实 还是别结了...            
(5星)	 有意思，里面的刘易阳性格有自己的影子，看着百感交集。蛮好看的，陈娇娇是理想型~             
(4星)	 你猜，彷徨在现实与电影之间，现实与电影完全两种结局            
(5星)	 细节打败爱情            
(3星)	 太罗嗦了 拖沓~~            
(4星)	 杜毅实在是太高了，跟童佳倩不配。台词和剧本都还可以。就是冬瓜和孙晓娆在一起的情节太俗了。两个妈演的都挺好。男人可悲的自尊心。            
(5星)	 文章的表演真的很精彩。从奋斗、蜗居到现在的裸婚，总是能感动我。            
(4星)	 偶像版一地鸡毛            
(4星)	 现实啊，就是TMD糟心。。。            
(4星)	 有很多硬伤            
(3星)	 没钱打败爱情            
(2星)	 台词跟嚼烂的口香糖，啰嗦无味，没看完放弃了            
(5星)	 很不错的。            
(5星)	 真实，感慨颇多，文章，牛            
(4星)	 台词不错，我喜欢吵架戏            
(3星)	 看不下去。 一会又取名字了，一会又尿不湿的钱用多了。各种BT，各种抠门。刘家是娶儿媳还是请佣人啊。            
(3星)	 小成本制作 很多地方太粗糙了 太长了 看惯15集以下的日剧 这30集太难熬了……            
(4星)	 要做一个像刘易阳一样的女人,娶一个像童佳倩一样的女人            
(NA)	 细节打败爱情。。。            
(5星)	 我喜欢文章。            
(3星)	 还不错啊            
(3星)	 真的感人么？好吧 我也仅仅是感动了一下而已 裸婚还是去他妈的            
(5星)	 文章同学要不要演那么好，童佳倩要不要那么美            
(4星)	 因为这个电视剧，开始喜欢文章，演的太好了~印象最深的就是他俩离婚后对着喝酒那段，文章说我除了我爱你比你爱我多以外，我没有任何条件优越过你，我现在才知道什么叫失无所失。这顿哭啊，太揪心了~            
(3星)	 一般般吧            
(5星)	None
(4星)	 个女人长的像谢颖颖            
(5星)	 喜欢童佳倩，喜欢姚笛            
(5星)	 那顿散伙饭吃的我 那叫一个揪心呐~~~~~~            
(4星)	 现实            
(NA)	 前部分笑，后部分哭。            
(3星)	 虽然片子实在粗制滥造，剧情也一般，冲着文章给3星            
(3星)	 摊上个这样的婆婆或者丈母娘都会崩溃的...            
(4星)	 终于追完了这剧 看了原著完全不搭 尽管是个开放的结局 但是从他们的微笑还是觉得他们复婚了            
(4星)	 细节打败爱情 但是爱情就是爱情 无可替代            
(4星)	 商业气息太浓，但是很真实，很现实            
(3星)	 电视永远表现在困难重重的情况下，主人公如何突破障碍，最终不负责任的团圆。我不信了。            
(5星)	 的确很现实，值得一看。            
(4星)	 结合最近发生了一件大事，让我彻底看清了乾哥的面目，他不是我情人，是亲人。爱情可以被细节打败，但爱情发展到一定阶段的产物是参与了亲情的高级情感，是坚不可摧的，神马现实与小三都靠边站！            
(5星)	 具有时代性 很现实             
(4星)	 其实带来的冲击没有蜗居大            
(4星)	 后面显得拖沓            
(4星)	 好男人真心不多了            
(4星)	 好男银，对。            
(5星)	 看完电视剧，好几天都走不出来，这一向不是我的风格，作为一个大男人，这还真有点过了！            
(5星)	 看的时候就觉得应该和蜗居是同一个导演。            
(5星)	 感动的我哟            
(2星)	 那么多灯泡不费电啊            
(5星)	 演的挺好            
(NA)	 很多情节都像是家里经历过的            
(4星)	 结局怎么那么。。。            
(5星)	 有童佳倩的地方，才是我刘易阳的家。            
(NA)	 没钱结什么婚生什么孩子，嘴皮子一动说的好听了就是对人家好了啊            
(4星)	 扣掉一星的原因是，里面的bug太多了！            
(5星)	 真心觉得很打动我            
(3星)	 2星给文章1星给小宝宝            
(4星)	 看完了  纠结。。。有一哥们说得好 现在这年代别相信爱情了相信金钱吧、可是内心抵触抵触抵触 时间时间时间 还好吧。            
(NA)	 我再也不相信爱情了            
(5星)	 结局小小狗血~~            
(4星)	 终于看清姚笛的脸了！文章又要火了！这也为XXXX埋下了伏笔。。。太TM真实了。            
(5星)	 很好的一部电视剧……            
(4星)	 细节打败爱情            
(4星)	 男人现实只有奋斗，当好人就一辈子好人吧            
(NA)	 一口气看完~~~            
(4星)	 细节打败爱情。            
(5星)	 在一起不容易 要珍惜身边人            
(4星)	 我只是需要尘世的爱，凡胎肉身的爱.........            
(4星)	 姚笛的小嗲和之后泼妇的变化啊 生活啊 生活会让你不自信 爱会给你这份自信。            
(3星)	 看预告片就可以了。其实片名就能分析去来。结果预告片一出。好嘛，整个剧情都知道了。            
(5星)	 物质细节打败爱情，精神细节摧残自我。            
(NA)	 都第五集了还不结婚啊!!我看片花去了            
(3星)	 没期待的好看呀             
(NA)	 哎 现实，，，26的青年人 如果家里没给买房子和车 自己买也太困难了，，难道要30结婚，还是找个有钱人            
(4星)	 的确挺有意思            
(NA)	 如果爱，为什么不能抛弃一切跟他一起打拼？刘易阳这样的男人，人生要么找一个富家女一辈子不用奋斗，要不然就找一个踏踏实实过日子打拼的女生，而童佳倩哪个都不是，选择童佳倩，不是为了生活，是为了爱情……            
(5星)	 结局很朦胧。            
(4星)	 文章撑起了整部戏，反映的很现实啊...就是来看文章的。其它的漏题粗制滥造什么的，大家不要在意了。还有啊，童佳倩长的像孙俪，杜毅长的像王力宏，崔彬长得像庞龙。有没有？            
(4星)	 堕落了又开始看电视剧了，今天看完了，纠结，不是个滋味            
(5星)	  很现实，我想看             
(3星)	 一口气看完了。某些地方还是挺有共鸣的。叹口气吧。。。            
(5星)	 你在等待着谁，建筑了城堡            
(5星)	 我希望他们复婚。            
(5星)	 很喜欢他们的小真情            
(5星)	 文章出演的片子都很现实。姑娘很好看。结局太乳酸了~            
(3星)	 看完就恐慌了。            
(5星)	 太喜欢文章 感觉他就是本色演出 女人找丈夫就该找文章这种有责任的男人 但我还是不同意裸婚 那样生活矛盾太多 要两人真心相爱 不在乎结婚或者是不结婚 所谓先成家后立业            
(5星)	 太感人了  看的我心里这个不爽啊  结尾应该是主角复婚了吧            
(4星)	 从奋斗到裸婚 文章进步不小            
(4星)	 不错的片子            
(5星)	 “细节打败爱情。”这是我听到最让人伤心的话。            
(NA)	 好            
(4星)	 前面是裸婚，后面是婆媳片            
(4星)	 两天速度搞定，有些情景还是挺耐人寻味的            
(5星)	 超级喜欢刘易阳！！！            
(4星)	 看了几集和一些重点剧情就不想看了= =            
(4星)	 裸婚靠谱，跟婆婆住不靠谱！            
(NA)	 小两口在一起，好甜蜜，好温馨，我已经好久没有这种感觉。喜欢文章的角色，很男人有责任。            
(4星)	 幸好我没和童佳倩一样！幸好！            
(4星)	 不错，人物刻画得有血有肉，剧情不婀娜造作，国产剧里面不多见的精品。            
(4星)	 恐婚了            
(4星)	 放輕鬆點好嗎？別死扛。            
(2星)	 狗屁裸婚 都是有钱银。。导演越来越2了。            
(3星)	 国产的            
(4星)	 像刘易阳那样的男人这世界上有吗            
(4星)	 现实问题永远最残酷。。。            
(4星)	 “细节打败爱情”。但是只有真正执着的那个人才能拥有幸福~所以，请你学会坚守。            
(4星)	 压抑            
(5星)	 这个剧看的我很压抑 还好给了那么一个貌似是复合的结局            
(5星)	 木看完            
(4星)	 细节打败爱情，经历了细节的洗礼，那之后就是爱上加爱了。PS：文章在这类剧中总是扮演让人又爱又疼的角色。            
(4星)	 木有面包 爱情难饱            
(5星)	 太好看了            
(4星)	 没钱确实不行            
(3星)	 我是真心不喜欢佳倩他妈，于是乎一集之后就罢看了==            
(5星)	 爱情经不起细节打磨，是因为我们失去了彼此交流的勇气&amp;            
(5星)	 要不要这么搞死。又看得我飙泪。= =             
(5星)	 看的我荡气回肠。            
(4星)	 文章和父母级别的演员特别好，丁嘉丽很灵。婆媳关系是永恒的母题，腾华弢也果然厉害，能把痒挠到最合适的地方，小情愫细节把握得很好，继续追看中。            
(5星)	 现实的故事，逼真的表演            
(5星)	 好看！            
(4星)	 身临其境            
(5星)	 挺好看的。            
(5星)	 太喜欢这样的结局设定了，让我笑得激动的哭了。。。            
(3星)	 一般，不喜欢文章            
(4星)	 201106...细节打败爱情...            
(5星)	 哎，现在真的很难再遇到这样的感情了，不论是杜毅还是刘易阳，都那么纠结…            
(5星)	 每天晚上看，看的特纠结            
(5星)	 看了之后，没有了结婚的欲望，我还是少女时代，不想那么快就变少妇时代了 哈哈            
(5星)	 安静下的时候 除去浮华 心底的那个人            
(3星)	 越到后来越俗套。开篇还有点小惊喜，但始终有点做作。根本不需要拍成30集。凯莉阿姨对丈母娘的角色倒是非常得心应手            
(4星)	 看到20集以后才来了兴趣，什么都没有想好，就奉子成婚，难道是对孩子的负责么？其实剧中很多争吵都也已避免的            
(3星)	 细节打败爱情！！！！            
(4星)	 看完了结局，让我从5个星改成4个星，结局太蛋疼了！            
(5星)	 细节真的可以打败爱情    门当户对   决定生活的依旧   真正合适的不是爱不爱而是能不能一起过日子到永远            
(3星)	 这评分儿全当给演员的演技了。说实话，我觉得这角色性格个个都挺薄的，通篇就围绕一“钱”字，没有一个可以有点不一样的角色。这是一社会嘛。我挺烦那种冗长的剧集却没一个多面人格的角色。不真实。除此之外，我也喜欢文章呐。            
(4星)	 一个月薪三千的女生嫌弃一个月薪六千的男的家里没钱……有点可悲么？婚姻不是拼的感情，拼的是双方父母的家底……            
(5星)	 其实我推荐看到22集，然后直接跳过看最后一集！这中间的几集要是看了会特别的恶心人~~心里恨不能承受一些东西！            
(NA)	 细节打败爱情……            
(5星)	 很真实！            
(4星)	None
(3星)	 前面还行 后面不行 拖沓神马的 交代不清神马的            
(4星)	 刘易阳这人越看越没劲，越看越矫情，也就一张嘴甜，自尊心比天还大，还有一窝小市民的家人正事不干劲捅娄子。可惜陷在爱情里瞎了狗眼的人就吃这一套，同样矫情纠结的童佳倩不配拥有杜毅。            
(4星)	 大爱 文章            
(5星)	 生活绝对没有我们曾想象的那般美好，但也不至于太糟糕，我们在这座城市苦苦支撑，是因为总有希望。            
(2星)	 裸婚不可怕，可怕的是家庭不和。裸婚后应该是全家人一起努力不再裸奔！            
(4星)	 三星半  里面那孙晓娆长的像我以前一同事             
(4星)	 现实永远比剧情要残酷            
(5星)	 有童佳倩的地方，才是我刘易阳的家。            
(5星)	 看过的最好看的剧            
(NA)	 冲着文章来的            
(5星)	 爱文章，爱刘易阳~            
(4星)	 至少它吸引起大家的眼球了，作为肥皂剧他就成功了。。。            
(4星)	 看了一大半，矛盾越来越深。。。。。。真揪心。以后千万不要这样，刘易阳只适合当男朋友，不适合当老公，千万不能遇上这样一个婆婆，这婆婆跟《婆婆来了》里面一样，让人讨厌            
(3星)	 文章不要口吃好不好,剧情有点不靠谱            
(5星)	 看裸婚时代~看的太糟心            
(2星)	 再次狗血，里面正常人多点能死？            
(3星)	 看了一半 实在是欣赏无能女主角整个一拿爱情当饭吃  26岁还思维幼稚处事无能  三星是给凯丽和文章的                  
(1星)	 敢有点儿剧情么            
(5星)	 好看            
(4星)	 挺有教育意义，我觉得整部戏的悲剧就是主角造成的，当然和童佳倩不懂如何照顾家庭和处理家庭关系有关，但刘易阳爱自己胜过爱别人，太转牛角尖，给自己太大压力，不懂得适当的让家人分担自己的压力，这是以自己为中心的一种体现方式吧            
(4星)	 凭什么让我看30集不给结局啊！尼玛开放你妹啊！这样就完了啊！            
(5星)	 结局挺感动的。            
(4星)	 不仅心痛，而且痛心            
(3星)	 最近看完婚姻保卫战就跟着看这初戏。。。一般吧，有点现实。。。特别是婆婆很真实。。。。不知道会怎么发展下去。。不外乎就是男主角精神出轨，最多也就一夜情。。。然后大团圆结局吧。。。            
(4星)	 听过有声书            
(5星)	 看了两遍，太感人了很容易让我会想到当初            
(NA)	 其实，文章发火的时候，我挺害怕的            
(5星)	 宿命            
(4星)	 现实 让我们懂得珍惜与奋斗            
(4星)	 离婚后看着轻松很多            
(NA)	 细节打败爱情，没钱真他妈不行。            
(4星)	 跟父母住怎么啦，都没工作没收入的才叫裸婚呢！！！            
(5星)	 闲的蛋疼啊            
(4星)	 文章就适合演这样的角色~            
(5星)	 三天一口气看完了,也没觉得很累,吸引力还是挺大的,好久没这么看电视了.看得吃饭的时候脑袋里面都是片子里他们俩的画面和声音.很现实的,可能是贴近自己的年龄了,所以想看,也看了,文章这里面演的刘易阳真的是个好人,比小贝更成熟了,很好的一个人            
(5星)	 看完了觉得做男人  特别是做个好男人  真的是很不容易的~  自己努力吧  让家人幸福！            
(5星)	 断断续续地看完了，结局不痛不痒地，刘易阳问是不是应该叫童佳倩陆太太，童佳倩对着刘易阳说：你猜……或许一切都只不过是幻影……又或者无论结局如何，注定是悲剧……            
(NA)	 为什么每个人说台词都那么夸张且假。。            
(4星)	 一句「裸的不是婚，是生活。」很现实，当爱情遇上柴米油盐酱醋茶，都是80后一代需要面对的问题。扣掉一颗星是因为在这个婚恋自由的时代，父母都想让孩子婚后住自个家里，这是闹那套！！！婚前婚后科普传送门http://movie.douban.com/review/4989963/            
(3星)	 与主线无关的情节太多。文章、姚笛表演中规中矩。            
(4星)	 好喜欢新房那阁楼啊            
(4星)	 男人：“我的目标是给我的子子孙孙幸福”Gosh！说得好听，是没用的；只有有实力做到这句话的，才靠谱。JMS，我们绝不能走“贫贱夫妻百日哀”啊！            
(5星)	 姐弟恋首选文章。            
(5星)	 很符合现代社会的一部好片子。。。            
(3星)	 越到后面拍得越扯淡。            
(NA)	 用生命在看了            
(4星)	 现实中，有很多不一样的刘易阳，不一样的童佳倩，我们要过我们自己的生活，亲们，懂吗？            
(4星)	 唉            
(NA)	 我喜欢            
(3星)	 看了前4集和后10集，文章演得挺好的，不知道是不是为了突出表现文章的角色所以找了个感觉连台词都说不好的女主角...凯丽的女主妈演得很好，让人又爱又恨的            
(5星)	 那段话 我永远也忘不掉 那就是你对我做的 只有感动~            
(5星)	 挺好            
(5星)	 80后真惨啊！            
(5星)	 文章演的不错啊！~            
(3星)	 有点假，没意思            
(5星)	 刘易阳这小伙子挺靠谱的。童佳倩是个好姑娘。细节打败爱情？我想说，好在还有爱情。            
(5星)	 naked wedding.            
(5星)	 好看~~~~            
(5星)	 一集一集看下来的 细节打败爱情 女人生了孩子真没人生了~唉  文章还是好男人一只            
(4星)	 细节打败爱情            
(4星)	 简直就是两孩子。            
(5星)	 细节打败爱情            
(4星)	 很少看国产电视剧...确实很现实,爱情和婚姻确实很难.            
(4星)	 这部剧要告诉观众什么？看不懂。刁钻的婆婆，刻薄的母亲。单身万岁呀。。            
(5星)	 细节打败爱情。但是当初成就爱情的，还是细节。            
(4星)	 韩剧看多了，换换口味            
(5星)	 唔。想结婚了亲。。。            
(3星)	 终于给我快进完了            
(NA)	 不知不觉哭了好多次，想起了曾经的幸福。是不是当初咱都坚持下去，也会有这么贫穷的幸福，也会这么折腾爸妈            
(4星)	 结局是神马意思?我讨厌猜谜...            
(5星)	 相爱的人儿啊最终还是在一起了 富二代的小公主最终跟了个胖胖的穷小子 妖娆娇气的美女嫁给了老实巴交的理工科男..其实这就是个披着现实外衣的童话~~童话呀 谁不爱呢~            
(5星)	 爱情终究还是战胜了一切            
(4星)	 好看~            
(NA)	 剧情太多漏洞。            
(4星)	 虚假中夹杂着真实            
(4星)	 至少他们彼此相爱            
(4星)	 总之，两代人住一起就悲剧。。            
(3星)	 原来我也是裸婚啊，没有房子， 没有婚礼，没有戒指，幸好户口本不用偷的。其实说到底爱情是二个人的事，而婚姻就是二个家庭的事了，所以变得复杂了。            
(5星)	 我哭了            
(5星)	 还是很不错的，文章的演技很好啊。比较贴近现实            
(4星)	 我觉得应该再犀利点。            
(5星)	 裸婚时代1-30集全高清在线观看：http://www.yldyy.com/yldyy/tv2552.html裸婚时代1-30集全高清在线观看：http://www.yldyy.com/yldyy/tv2552.html            
(2星)	 看了两集实在不想看了。。。感觉太假。。。            
(5星)	 你猜            
(NA)	 男猪脚说：细节打败爱情……要入围城者谨慎啊……            
(4星)	 片子的真意永远会盖过那些专业性的诟病。在中国，再超凡脱俗的理想也会砰然坠地，现实的引力实在过于强大。            
(4星)	 看点倒是有点用，电视放到第八集我看到第十四集            
(4星)	 大爱文章            
(4星)	 也要找个人可以陪我裸呀。            
(4星)	 挺现实的一部电视剧，但是在后来剧情有些不连贯            
(4星)	 剧情略微还差了一点点。            
(3星)	 越往后越假            
(5星)	 简直就是我父母的翻版！            
(4星)	 还是挺真实的，不过我觉得童佳倩离婚以后生活中能出现杜毅的可能太小了            
(4星)	 生孩子 离婚散伙饭两场戏都好感人 女主比想象中演的好 不喜欢结局            
(3星)	 后三分之一不行，前面还挺不错            
(3星)	 我看不懂还是怎么的？就觉得笑点比不上《媳妇的美好时代》，现实意义比不上《蜗居》，演员演技比不上《新结婚时代》，剧情比不了《结婚十年》~~~就可以和《奋斗》比一比谁更烂吧。。。            
(5星)	 很真实，不过结局有点YY了            
(NA)	 有童佳倩的地方，才是我刘易阳的家。 我一直在维护我爱情的尊严 直到今天我才知道什么叫失无所失。            
(NA)	 哪里有那么多刘易阳阿！            
(4星)	 细节打败爱情            
(5星)	 非常有感受、婚姻的那些片面解析得很到位            
(5星)	 太逗了,哈哈~            
(5星)	 比奋斗和蜗居都现实。文章本色出演。姚笛进入角色。剧情很流畅，情绪带入很好。。            
(4星)	 现实到让人心疼            
(1星)	 剧情太太太墨迹了！！！！！            
(4星)	 说真的最后一集的剧情真有点给我的虐到了，最受不了的就是这个。PS：太爱田淑云这个丈母娘啦！            
(4星)	None
(3星)	 我的娘嗳佳倩她妈太能说了，语言密集恐惧症。编剧有很多缺失部分，让人莫名其妙            
(4星)	 美满的婚姻是两个家庭的结合。你在维护你爱情的尊严，而我能为你什么都放下。            
(5星)	 最后结局复婚。条件还是敌不过多年的感情吗？            
(4星)	 问题很现实，解决方法很梦幻~关键还是会回归到米~            
(5星)	 刘易阳，找老公的新标准啊            
(3星)	 很现实。但，爱无敌。            
(4星)	 还好吧            
(4星)	 果然是细节打败爱情啊。。。            
(3星)	 勉强还行...            
(5星)	 不错            
(3星)	 太扯了！这是又一部用广告堆出来的电视剧。垃圾文章！            
(4星)	 噢，姚笛收起万恶的刘海。            
(5星)	 只是看清楚原来不懂的事            
(NA)	 极品么            
(4星)	 剧情有些不合理的地方  但是看个热闹 我喜欢童佳倩她妈！！！！嘴和机关枪一样！！！PIAPIAPIAPIAPIA~~~            
(4星)	 今天终于把三十集看完了，还是很不错的。看的时候一度很郁闷，自己不珍惜就成全了别人。最后佳倩的一句“你猜！”我都快崩溃了！要种子的豆我留下邮箱。            
(5星)	 姚笛子、~            
(2星)	 不行 实在看不下去 知道知道讲啥的得了 瞅着就闹挺            
(5星)	 又这样的老公 真幸福            
(5星)	 很现实的剧            
(3星)	 现实啊、、、            
(5星)	 接受我的普通，却不平庸             
(4星)	 详见影评            
(4星)	 开放式结局~~~喜欢文章啊。西安男人好啊            
(5星)	 太好看了！绝对顶！！            
(5星)	 很好看的一部国产电视剧。男猪和女主也都长的挺好看的。完全很很恨的爱情。总是讲不完。太多了爱            
(4星)	 爱情死于细节啊！            
(5星)	 真的值得看            
(5星)	 凑热闹看看~文章还不错嘛~~真实不做作~童佳倩虽然有任性的时候，但是总的来说，还是一个对感情认真，执着的好女孩嘛~~剧情真是百转千回啊。。真实的，都是好作品！            
(3星)	 三星半，全给刘易阳。这种男人濒临灭绝了把。            
(5星)	 很写实            
(4星)	 有很多BUG。。。但是还是值得一看，尤其是80，90后。            
(5星)	 有喜！！！！            
(5星)	 三天看完了~细节决定爱情 也打败爱情 还是有很多感人的地方 比较现实            
(3星)	 看完这部感觉文章的戏快演完了，该换换路子叻~~~~姚笛居然比文章年纪大~~~            
(4星)	 看的人人恐婚.但细节打败爱情 爱情败给现实仍是赤果果的真相.在命运与生活中挣扎的我们总愿结局能如电视剧般美好,纵然存在着太多的事与愿违.            
(3星)	 细节打败爱情            
(5星)	 片花跟整部剧差。远。了。            
(3星)	 看到第八集，果断弃剧。            
(5星)	 因为真实所以喜欢。            
(NA)	 心酸~            
(4星)	 发现文章真适合演这类型的角色            
(5星)	 有些台词太真实了...            
(3星)	 刚开始看，演的太墨迹，感觉姚迪有点过了，总之不太自然。            
(5星)	 女人不懂男人。            
(4星)	 出名要趁早，结婚得想好。            
(4星)	 她们开始吵架的时候，我就觉得不好看了，看来我不适合看现实的电视，还是适合看傻笑的浪漫的爱情故事~~            
(NA)	 文章咋永远都是那个向南呢，是导演还是编剧不自信呢，这个路子下去让演员怎么混啊，越来越窄啊            
(4星)	 很真实。            
(3星)	None
(3星)	 习惯性快进。            
(4星)	 是爱情打败了我们，还是我们打败了爱情，都不重要了，在一起才是永远。            
(NA)	 文章演的有点过了吧。            
(5星)	 自己没能力，家里给不起钱。不能一天天在家耗着，不像某些人成天在家坐着玩玩电脑，潇洒潇洒，不需要担心钱的问题，我22年就是在想着明天到哪里钱，有时候真觉得YG是对的，一个人挺好。            
(5星)	 诚知此恨人人有，贫贱夫妻百事哀。   给即将结婚的年轻人看，所有一切的爱情与现实的冲撞。            
(4星)	 和谁一辈子，都不容易。            
(NA)	 爱情不过如此            
(5星)	 爱的太深。            
(4星)	 似曾相识只孤檠            
(4星)	 年轻人很懂事；老人家很啰嗦，管得太多。八年的爱情，输给了柴米油盐（虽然结局完美，个人认为是适应大的基调而刻意为之）。还有，裸婚不是国人在这个时代的普世价值观。            
(5星)	 我就看不上刘易阳这种男人，本事不大，脾气不小，死要面子，还觉得童佳倩应该因为他做的一切感激他，感激你妹啊！            
(5星)	 喜欢~            
(5星)	 现实中我一直相信还是可以有真爱的，不过你要爱上一个值得爱的人，爱才有出路，婚姻才会幸福。            
(4星)	 我必须得为我们将来的小日子 　　统筹规划，未雨绸缪，深思远虑，高瞻远瞩。            
(4星)	 有点虎头蛇尾~~  前半裸婚，后半《奋斗》            
(4星)	 发现看了文章演的几部电视剧，越来越觉得这男人真不错！刚刚今天复习完所有的功课，刚刚好今天看完了这部电视剧。看到最后我就急了，“我还爱你，咱复婚吧！”那句话说出来有那么难嘛！如果要和杜毅好，麻烦给一刀吧，看着我都急了！额，再说一句，文章的哭戏演的真他妈太好了            
(5星)	 久久不能平静啊~~~            
(4星)	 真实中 的 慌张！！            
(4星)	   花了几天终于看完了，今晚能好好睡觉咯~ 挺好看的，笑点哭点都挺多的。            
(3星)	 其实你恐婚。            
(5星)	 看的这么心酸。80后容易嘛。。。。            
(NA)	 这周末就去看呗~~~            
(4星)	 ei .            
(3星)	 比较现实            
(4星)	 张凯丽阿姨演得真好            
(NA)	 求非qvod全集在线。。            
(4星)	 整个就是一个闹剧！！！！            
(5星)	 境遇很相似，泪腺大爆发            
(4星)	 看完片花了。。觉得一部片子就看完了。。V5的片花。            
(3星)	 結論：女人一定要有自己的事業自己的世界，決不能以孩子和男人的世界為世界！！！！20110615            
(5星)	 只看了片花就决定要看这部电视剧了。一个三无男人，没有浮华的爱情誓言，没有童话般不真实的求爱。却用最真实最简单的方式表达最深邃的爱情。            
(5星)	 姚笛~ 360度 无死角~            
(4星)	 这种剧，找赵导可能会好些~~            
(5星)	 源于生活 高于生活 感动            
(5星)	 小贝的新连续剧 蜗居之后再出手 挺值得一看贴近现实，高于现实，不可多得的好片子，很适合刚结婚的80后观看            
(NA)	 深刻            
(5星)	 我想要给你幸福，给我的子子孙孙幸福。你也是这样对我说的我相信爱情，相信平凡的爱情我知道物质必不可少，但它对我们来说只不过是辅助作用。因为爱你，我拥有了全世界            
(3星)	 每一部文章演的剧都可叫向南成长记 唉            
(3星)	 看了十多集，不想看下去也不打算看下去。从来都只是喜欢美好的东西。。。            
(1星)	 随波逐流的电视剧。编剧的水平不高啊，也欠缺生活经验。            
(5星)	 哎，我今年25，毕业一年，工资不高，追一个女友，也是生出些许无力感...让人之难受，唯有告诫自己好好努力。但是等“功成名就”那一天，我还能等到那不加附件的爱么？或许那时我也会爱上一个人，只是在内心最深底，无疑也有一丝轻视在其间挥之不去...我那心爱的人儿，在这个金本位的时代，我拿            
(4星)	 一个女人拥有的最强大的东西就是她的虚荣心，因它去爱因它去恨，因它去制造一个人，因它再去毁灭一个人。。。能不能别那么多“什么”啊，“怎么”啊~~            
(4星)	 不知该不该再相信爱情！            
(4星)	 细节击败爱情            
(3星)	 最后看的蛮感动 有种想哭的感觉 前面看起来很上瘾后面倒罢了            
(3星)	 离婚后的情节没什么意思了。            
(4星)	 漏洞百出啊，很俗啊，但是这种片就是招人看啊            
(2星)	 整天吵吵吵，吃不太消了            
