http://movie.douban.com/subject/6534065/	女人的香气 여인의 향기
(4星)	 小清新            
(5星)	 喜欢金善雅演的连续剧            
(5星)	 赞。演员剧本            
(3星)	 看一半失去兴趣，不要苦情不要掉肉，想念金三顺彪悍的脂肪            
(3星)	 最近看韩剧 都有一种只想看个开头 这样的感觉            
(5星)	 老套歪腻的韩剧套路、 但是依然赚取我的不少眼泪。 宣儿在三顺里实在影响过于深刻， 现在瘦的脸都凹陷了&gt; &lt;。 东旭OPPA帅气依旧， 退伍之后的首片， 继续加油吧！！            
(4星)	 谁都不知道明天会发生什么，为了今天，好好活着。            
(5星)	 各种伤心各种虐啊,尼玛不是喜剧么!            
(5星)	 后面半段没意思            
(4星)	 这样的结局我还是可以接受的!~\(≧▽≦)/~李东旭真帅!            
(5星)	 爱三顺……            
(4星)	 这……很意外……            
(4星)	 前七集有五星的水准 够紧凑也不老套 四个主角都很有意思 李东旭真的是五五身啊泪目 但是冷漠气质无人能及 金宣儿可以靠这部剧封后了 最后一集给大家寄礼物那一段还是很有泪点的 但是改成开放结局比起死掉来说冲击力不够 正面能量也还是有 但是少了对比不够印象深刻啊 loli粉毁了编剧的五星 叹息            
(3星)	 最近开始越来越没有耐心了  可能看第一集的时候还觉得给5星  看到后来就不想看下去了  最后勉强看完也只是觉得只能给还行这样.....            
(5星)	 金善雅的剧。。没有不好看的说            
(5星)	 我已经不想再说金善雅的演技到底有多好了。            
(5星)	 因为善雅，因为东旭            
(NA)	 韩剧万变不离其宗：女人在遇到男人之前无法掌控自己的命运            
(NA)	 明明知道自己已经年纪一大把，却还是忍不住迷恋灰姑娘与王子的故事            
(5星)	 宣儿的戏那是保障啊。            
(4星)	None
(2星)	 弃了            
(4星)	 结局有点点的美中不足。。。            
(4星)	 终于追完了 还不错 恩            
(5星)	 这种灰姑娘的故事永远都是经久不衰的。女主角的隐忍激发起男主角的保护欲，每次都是一击即中。             
(5星)	 喜欢金善雅的表演，很细腻很到位，演技大爆发，又要开始追剧了绝对值五星~！！！            
(5星)	None
(4星)	 挺喜欢这里的金善雅的 耐看~            
(NA)	 挺温暖的            
(4星)	 李东旭太帅，太可爱，虽然金善雅。。。。有点那个啥。。。灰姑娘的爱情~~总是让人揪心            
(4星)	 男主女主都挺顺眼的~剧情也不错~发展到后来就有点太韩剧了。。。            
(4星)	 金善雅的新作，让人遗憾的善雅减肥了，没有以前圆润了，演技还是一流的。相比之下李东旭演的有点紧，没有善雅松弛。暗恋医生超好，拘谨而可爱，顶你。            
(4星)	 嘻嘻，喜欢男猪脚.            
(2星)	None
(3星)	None
(4星)	 三顺太老了哎…            
(4星)	 미칠 듯 살아 가고 싶다            
(3星)	 怎麼也忘不掉 金三順 這 個形象啊            
(4星)	 如果不是后面两个人的恋爱过于美好，美好的假掉。我会给十颗星的。            
(5星)	 剧情不错            
(4星)	 追姐姐的戏要有耐心，真心觉得比城市猎人好看。            
(3星)	 一般。差ch太多。哎，过不去的c            
(4星)	 为什么叫着名字呢            
(4星)	 韩剧的烂尾难道是宿命吗！！！            
(3星)	 还行吧，三星半            
(5星)	 说实在的，这部剧回归到了最传统的韩剧悲情路线，幸好有个有希望的结局，比起以前哭得死去活来，这部剧给了观众希望，这也是我喜欢这部剧的原因，最重要的是，李东旭，这个帅死人不偿命的男人，爱死了~三顺，温柔小女人，不错~一句话，好看！            
(5星)	 我不行了看得我魂都掉了。前半部很赞后面比较平淡总的来说支持金三娘！中国的人生病就会因为没钱而不医了。还是李妍在命好！            
(4星)	 结局还不错哦，不苦情。            
(3星)	 我真的不是被那几张剧照勾引了            
(4星)	 还有什么能比善良执着的高帅富更能让我心动的呢？！            
(4星)	 偶像剧终究是偶像剧            
(NA)	 撅脸三顺            
(4星)	 两位主角我都喜欢，第一集女主就癌症了。。这个，不是韩剧套路啊，所以想知道会怎么发展，觉得女主好悲催，还是没舍得快进，唉。。。            
(3星)	 情节太慢。            
(5星)	 很值得看哦~            
(4星)	 我只喜欢 前半段    结局让我猜到了--            
(4星)	 啊！我们东旭终于华丽回归了～帅翻了。当兵回来的男银就是不一样啊～～～            
(4星)	 10集以前还不错~后面水平直线下降            
(NA)	None
(4星)	 剧情不够吸引我，演员的表演不真诚。看了几集就弃了，让我失望。            
(4星)	 Scent of a Woman，可译作闻香识女人，可以译作女人的香气~~长见识了~~编剧被闻香里探戈那段有多吸引捏~~~男猪帅气、多金、长情、坚定；女猪倒霉、平凡、绝症、灰暗。太典型的韩剧！癌症，让我好想好想我叔叔，又回忆起我灰暗的08年，anyway还是坚持看完了。最后女猪得到了大家的爱，不离不弃，哦吼吼            
(2星)	 注定的杯具结尾，看不下去。而且，女主的头发一定要这样吗 = =            
(5星)	 额。  有些能与某人对号入座的剧情，让我开始质疑 某人是不是也奢望过某些东西，却没有剧情般的际遇。            
(3星)	 开放式结局,蛮不错            
(2星)	 不知道为什么看不下去。            
(5星)	 看得太上瘾了！            
(3星)	 也许算不错吧，不过我觉着有种不咸不淡的感觉...严基俊这角色不错，很可爱~冷面萌神，哈~李东旭CB回来各种抽抽就爱卖萌啊...这年头大叔都不甘示弱了...对这戏...本人冷感了= =不过立意不错，趁自己还健康的时候去做自己爱做的事，别到最后时刻才想去实现愿望。            
(4星)	 相信美好吧            
(5星)	 看李东旭的脸就已经受不了了，他一说话我就酥了~~ TAT            
(5星)	 李东旭啊啊啊啊啊啊啊啊啊啊~！！！            
(4星)	 怎么说，一开始看还不错，中间越看越喜欢，后来怎么就不给力了。叙事不是一个一个长故事讲完，而是一段一段的，拼凑感很严重，每一段完整的情节不超过五分钟。。。。不给力            
(3星)	 平淡见真情...可我真的想知道她怎么死的            
(3星)	 冲绳那两集好看~后面太沉了，很喜欢宣儿的，但这部总觉得两个人擦布不出火花~            
(5星)	 非常好看！！！            
(4星)	 虎头蛇尾的感觉，越到后面越没劲！女主演技一流，但是不太喜欢这么瘦的她，还是金三顺时可爱；李东旭超蒙啊，但是和车叔一比就只能是个奶娃啦！            
(5星)	 男主眼神呆呆的 冷冷的            
(5星)	 编剧至少借用了三部好莱坞电影，scent of women,bucket list 最最明显的当然还有the last holiday，除此以外，描写都市小人物因为某种爱好而相聚在一起的情节也是很有出处的，例如jane austin bookclub ，当然这里是学习tango。            
(4星)	 如果能把每天都当成最后一天过，日子会很不一样吧。            
(NA)	 断断续续快进看完，男主很完美            
(4星)	 真是蛮好看的~            
(4星)	 结局不给力啊            
(4星)	 面对死亡应该用这样的态度！            
(5星)	 喜欢男二号            
(4星)	 好浪漫好激动，又满足了无数颗当灰姑娘少女的小心心            
(5星)	 是宣儿演的~            
(4星)	 很温暖 这部戏流了我不少泪 现在都见不了生死离别            
(3星)	 看了第一集简直一头火直往外冒 金善雅的角色定位不好 一个女孩子 哦不 女人 快而立之年怎么还能把工作干得那么糟糕 粗心又不用心 部长和女职员是可恶的 可是让这么一帮可恶的人来尊敬你 你得拿出你的成绩 不能光拿同情分            
(4星)	 我又爱李东旭了= =…… 其实追着追着就木得了感觉 到现在还都没看最后一集 我果然不是有耐心的人…… 晚期癌症的女主 额 算是英俊不羁的男主吧 注定没有完美的结局 之于女主是一生 之于男主 也就只是人生的片段了……            
(5星)	 虽然剧情陈芝麻烂谷，但不狗血也不残酷，居然还有床戏，棒子终于有了突破，画面很唯美很sweet，演员也都很有爱~~             
(4星)	 感觉情感戏铺垫得不够呀。看来CITY HALL是不可能被超越了。善雅姐瘦了各种漂亮，但还是最爱三顺。我对画报还是没感觉。            
(4星)	 前三十几年都白活了的女主            
(4星)	 要勇敢            
(NA)	 弃            
(5星)	 李东旭很有料,剧情很言情.            
(4星)	 看着这样的金善雅突然觉得很不习惯。            
(5星)	 越来越喜欢!            
(4星)	 挺好看的            
(5星)	 光是演员本身 就值得追这部剧 哈哈            
(1星)	 真心不好看啊。如果一部韩剧的男主不帅，那这剧必定不好看。可如果这韩剧都没某瞬间让人看到涕泪横流，那也必定算不上好剧。            
(4星)	 黄金侧脸！            
(4星)	 三顺姐姐其实很漂亮，东旭还是像my girl里面一样很有型。。            
(3星)	 题材挺好，镜头很美，就是让编剧给糟蹋了，落俗套里了            
(5星)	 三顺姐是我永远的偶像！            
(3星)	 追不下去了ㄟ( ▔, ▔ )ㄏ            
(4星)	 8错，2011除了City Hall外让人印象深刻的电视剧，话说怎么都是H善雅姐姐的？哈哈，姐姐我爱你，不要太瘦啦            
(5星)	 男猪脚好帅            
(4星)	 复出的金善雅和退伍的李东旭，请不要都那么瘦啊。。情何以堪。。尽管有恶俗的剧情走向，但相信金善雅挑剧本的眼光            
(4星)	 能带来心动和感动的片子。            
(5星)	 中毒了            
(5星)	 李东旭你怎么可以这么肌肉萌!!!!!!!!            
(3星)	 11集弃。果然已经过了看韩剧的年龄。╮(╯_╰)╭.....无法理解男主为什么会爱上女主。女主34岁还能如此单纯，真是不容易......（´Д`）            
(3星)	 两个男主性格都很有爱，演技也很好。金善雅瘦了，不觉得变比较漂亮，脸色脸型都。。。还是三顺好，演技也是还是弃了～俗。。。            
(4星)	 李东旭那个帅啊            
(NA)	 又是一部多角恋剧=.= 不过剧情还是挺好看的            
(4星)	 越来越对韩剧无感了，不得不承认自己真是长大了（画外音，我才没老呢！）。就这个题材来说，高度很够，前面也很吸引人，只是继续拔高的能力不足，后面就越来越没劲了，仔细想想也没有什么故事情节可言，anyway，珍惜活着的每一天，当世界末日来活，挺好！ps，李东旭长得好难看啊！            
(4星)	 真心觉得好看！！！！！               
(3星)	 终于看完了！            
(3星)	 我是为了看金三顺跟那瘦了的男猪脚的。。。噗。。。            
(NA)	 女人香气真的好好看！但是哎，一开始就注定是个悲伤的结局.            
(3星)	 给帅哥加一星。单纯剧情就是3星            
(4星)	 渐入佳境            
(3星)	 虎头蛇尾。但是结局比较满意。            
(4星)	 结局收的不错，没有洒狗血。人那，要活在当下。            
(5星)	 绝症、帅气多金的富二代爱上灰姑娘在这部剧里都有，有人说这又是一部集合了韩剧经典狗血桥段的无聊剧，但是高收视和来自越来越苛刻的观众的如潮的好评让这种说法显然站不住脚了，编剧的功力由此可见一斑。不是在套路中表现男女主角的爱情，而是刻画了一个女人如何成长，如何活出自我，让生命更有意义…            
(5星)	 生命的意义             
(4星)	 为了金善雅！            
(4星)	 真到是只剩6个月生命的时候才觉得一切都那么珍贵            
(NA)	 美好            
(3星)	 金善雅瘦了以后老态毕现，李东旭演技太过用力。剧情非常俗套，又俗又老又丑的女人碰到了完美男主，如果不是得了癌症我还以为再看金三顺            
(5星)	 居然很好看 就是即使癌癥都能如此幸運實在不現實 李東旭好帥。（終於設置好鳥= =）            
(5星)	 很感动.. 可以让人感受到淡淡的香气 。늘 행복을 꿈만 꾸지말고.. 죽음이 닥쳐 오는 순간 처럼 하고 싶은것을 누리며 살아요~ ♥             
(NA)	 好看！！！            
(5星)	 冲绳T T            
(5星)	 看到一半，前面很吸引人，是部好剧，可惜没养肥再看，后面的需要追的部分没兴趣也没念头想要去下载也就没看的心思了。            
(NA)	 嘴硬心软的男主永远是我的菜呀 哈哈            
(5星)	 2011年度最佳女主角－金善雅（女人的香气），2011年度最佳男主角－车胜元（最佳爱情）！            
(4星)	 好像是打着李东旭退伍后的首部电视剧的名号，虽然剧情也是在有够老套。可是……偏偏这些人就是能把相同的剧情演出各自不同的味道啊！会卖萌的肌肉男！笑起来真的很萌！蔡医生也是啊！呜呜~~~要追电视剧的内心，相当纠结啊！！！！！            
(4星)	 有点小励志，泪点小高，珍惜活着的时间吧~            
(5星)	 绝对五星评价！三顺最新作品，等考完研以后好好看！！哈哈~~好期待呀~~            
(5星)	 人是帅的- -就是时不时很尴尬。。噗 李东旭我说= = （眼睛奇怪 和说一些台词的时候= =            
(5星)	 出乎意料地好看啊~原来只是看到心爱的金善雅才去看看的，她演技现在真是太高超了，前两集就哭死，后面反而无感了点            
(4星)	 完全就是励志剧。所有肥女人的励志剧。            
(4星)	 在死前都要努力地活着            
(5星)	 都是实力派，赞            
(5星)	 没看完了，但是两人演技很棒！            
(4星)	 值得深思啊            
(4星)	 金宣儿和李东旭都很老了，但是这部剧给人关于人生的启示还是很足的。            
(3星)	 他俩 不来电            
(4星)	 拍的很有电影的感觉            
(3星)	 最近韩剧女主角路线是走大龄路线的吗            
(3星)	 竟然追不下去了。。。。==            
(4星)	 实现梦想、认真的活在当下，不要在得知生命的期限后才开始。            
(5星)	 喜欢金宣儿，喜欢她演的人的性格，都是很坚强的人。            
(4星)	 大爱李东旭~            
(5星)	 哈哈，正在回顾金三顺，善雅姐姐，怎么会错过你呢。。。一连看了六集。好精彩。心动了。            
(4星)	 脣紅齒白的李東旭好銷魂～            
(3星)	 如果生命只剩六个月，要怎么度过。/如果是se结局，我想我会更喜欢/韩剧怎么总是这样，中间超级好看，快结局又那么沉闷，不喜欢/真心喜欢里面的几首歌/这句中间我追的很辛苦，可是后来就没感觉了。            
(4星)	 尽管看着金善雅的各个片子总会把她看成是三顺，不过这个剧MS还不错。大结局咯，果然不落俗套。是个清新的多年不见的韩剧             
(3星)	 先bs下小女人的自己，可是还是很喜欢女二，囧，然后发现剧情很扯淡            
(5星)	 从头到尾就觉得好看!            
(4星)	 很甜蜜的韩剧。。结局也很好            
(NA)	 又一部成功追完的电视。真的很喜欢。            
(4星)	 比想象中好，只要熬到第一集的倒数五分钟时就舒服了            
(3星)	 前6集，各种精彩加给力。到10集就一般了，然后后面就更不用说了。10集差点没忍住想弃了。最后还是把它看完了。            
(4星)	 幸好没有让我看到研可死掉，就这么珍惜着过每一天吧            
(5星)	 追的我那叫一个煎熬啊~            
(4星)	 把握今天，让每分每秒都幸福            
(4星)	 呆萌的李东旭成功入驻我的后宫了咩哈哈！！剧是不错，但是后来热情就消退鸟- -            
(4星)	 演的很辛苦啊，从一开始就是悲剧。好歹没有虐我。            
(5星)	 喜欢金三顺！演的很赞！            
(4星)	 目前为止，金JJ果然没有让我失望过一次啊亲！！city hall里和车大叔的完美CP一直到现在都还没解毒呐，可素这次的李东旭也很帅有木有-  -...导演用的佳能的镜头拍出来的东西果然比较纯净，电影感画质赞一个~            
(4星)	 总之不俗套，但是金三顺果然还是胖点好看            
(5星)	 很久没看到那么给力的电视剧~疾病是无法束缚勇敢的人~此剧能够给人有关生活的思考~每一个人物都有烦恼与其存在的意义~~            
(5星)	 金善雅超级旺男猪脚的，演技太赞了，在她的带动下，李东旭也很赞。第六集两人的探戈，真是心跳加惊艳            
(NA)	 跟着妈跳着看,,= =            
(4星)	 弥留之际 能将人生的愿望清单逐一实现 也是一种幸福            
(3星)	 李东旭是因为瘦了所以丑了么？越看越没劲，幸好完了            
(5星)	 看我的女孩是因为有李准基没发现李东旭这么帅            
(4星)	 细腻的情感真挚的演技动人的故事 其实有必要活的有危机感 再列一个清单 这样会活的更潇洒 且有意义吧            
(5星)	 最美好的结局            
(5星)	 配乐……配乐……配乐……            
(3星)	 就看了05的最后一点点指望我评论个啥= =金先森好久不见。            
(5星)	 多年未见的好剧，好久不见的善雅            
(3星)	 虽然金善雅真的非常是我的菜，故事太脑残，没办法            
(3星)	 朋友推荐，吃饭看，略显沉重==“看到善雅一个人的时候，总会想起《无我生活》那电影，哎，吃个饭，轻松轻松而已，这是干什么。不过，拍得好，跟哟！ps:觉得那个叫李东旭的男人，演技有待提高啊。想知道编剧要怎么收善雅的戏，预感她死定了，然后有一点点不会演戏的东旭怀念来怀念去。ps:善雅语            
(5星)	 这也是金jj接拍这出戏的初衷吧。这么贴近生活的一个人物原型。我总有时会担心自己什么时候病倒。所以今年也决定出门旅游了。甭管什么工作和评优了。            
(4星)	 结局充满希望！虽然烂俗，但还是有笑有泪的看完了。看到最后的花絮，发现，三顺姐还是三顺姐啊~~            
(5星)	 让人抓狂的情节            
(5星)	 剧情感人又时不时带些笑点，不错！            
(NA)	 12集结尾13集开头也太动人了吧。可惜结局太TVB式了。            
(3星)	 我没多感慨这部剧.            
(5星)	 很喜欢，很爱李东旭呦，“三顺”变瘦啦，故事剧情也很吸引人！            
(4星)	 这样一部一开始就奠定是悲剧的剧情，其发展轨迹却是喜剧和温暖。最终结局如何已经不重要，已经足够幸福了。尤其是妍在的遗愿清单，太励志了~            
(4星)	 看得想学探戈了。            
(4星)	 哈哈哈，T.T 居然又追韩剧了~~~~\(≧▽≦)/~            
(4星)	 三顺姐是真的老了啊~如果说泰熙姐姐的眼角纹还能勉强带点小姑娘的俏皮，那三顺姐的皱纹 真的带着年华逝去的沧桑啊！            
(5星)	 完全沦陷            
(NA)	 先看看再说,结局中女主角会有什么样的结局呢            
(4星)	 探戈那段，竟然看得有点心动，有点身临其境的感觉，似乎男主的胸膛就在我触手可及之处。果然是充满了欲望的探戈啊。果然和舞蹈有关的电影会让我心动，上部是中央舞台，这次是女香。            
(3星)	 逃脱不了矫情的戏路，白瞎两个演员            
(NA)	 坚持到第二集之后，才兴起继续看的心，到今天为止看完收工^ ^            
(5星)	 當硏在寫下自己的遺願時，眼淚就快飆出來。不要再浪費時間，不要再過度壓抑住自己了，好好享受每一天吧。享受與努力不是矛盾體。            
(5星)	 演员们的演技真的很棒，也不知道男女主角是真的恋爱还是假的恋爱，期待结局，希望不是悲剧吧            
(4星)	 咕~~(╯﹏╰)b 后来不眨好看            
(5星)	 很多感动 珍惜每一天 尽量完成自己想做的             
(5星)	 第十六集white christmas哭死人有沒有。尼瑪李東旭要不要這麼帥啊！開放式結局什麽的最討厭了！            
(3星)	 实在是觉得女猪老了不行了，不过依旧被东旭的颜惊倒            
(5星)	 看三顺瘦成这个样子，真是心痛啊……            
(4星)	 真温暖。两个人在一起，就是要能一起成长，比以前过的更美满~~~~            
(5星)	 爱死这个韩剧了            
(4星)	 剧情还是不能免俗 不知道女主以什么理由活下来            
(3星)	 这男人怎么上一秒帅下一秒就变丑了再下一秒又变帅了。。。            
(5星)	 好喜欢，            
(3星)	 哈哈 男主角好可爱哟            
(5星)	 生命的终结阿             
(3星)	 我就是很想知道一个第一集就得了绝症的女主角最后如何咸鱼翻身起死回生，在韩国电视剧里一切皆有可能的道理，我懂得起。【男主真心帅我喜欢他好久了啊身材又好还会卖萌啊呀扑到！！！】            
(4星)	 很到位~            
(3星)	 居然看哭了几次~靠~慢慢开始俗套了~准备弃            
(5星)	 喜欢            
(3星)	 略不怎么给力            
(3星)	 太惨了，没看完。            
(NA)	 请男主表老是流眼泪。。。            
(5星)	 女主为了演这戏不晓得留了几升眼泪。。            
(5星)	 还好没有很悲伤，虽然结局有些不是很饱满的感觉            
(5星)	 太赚泪了~~            
(5星)	 如果生命仅剩下几个月我是不是也有这样的勇气            
(4星)	 冲这两演员来的，果然没失望，从第三集开始越来越好看了            
(5星)	 支持~            
(3星)	 三顺必看            
(NA)	 在最近几年的那堆韩剧中间简直鹤立鸡群！            
(4星)	 你如果生命只剩下6个月，你会做什么？女主用她的行动告诉了我们…很爱整部剧的氛围——几乎贯穿全剧的探戈舞曲调调，女主积极向上的精神，以及Line Tour和严基俊…今年又一部值得推荐的韩剧！            
(3星)	 我可以说这故事没有主线吗？不如改名叫一个好人？            
(4星)	 终于完结了~~喜善挺可爱的~我喜欢她的小漫画~这剧就这么结尾挺好的~至少让人们心中充满希望，面对苦难~            
(5星)	 很养眼的男女主，很唯美的剧情。不知道是因为金善雅喜欢这部韩剧，还是因为李素妍。李东旭演的也很棒，王子形象就是这样滴！一百分！！            
(5星)	 刚刚看完第五集，现在的韩剧看起来都提不起劲，这个还不错，起码还有金三顺在！            
(4星)	 第10集 开始虐了 愿望之一：和爱我的一切人谈恋爱。            
(4星)	 三顺的片子都是女人大戏，男一男二都是陪衬有木有            
(3星)	 烂尾，没意思            
(3星)	 花痴剧，无视剧情！            
(3星)	 很久没看韩剧了 这部挺好的 至少让我对李东旭改观了            
(4星)	 很久没看到这么精彩的韩剧了，美在细节呀，希望能继续保持下去,可惜最后几集归于平淡，看来完美是不那么容易的事            
(3星)	 前几集还成，越往后越失望。好像得了病以后的她人生更加圆满了……            
(3星)	 看两人自行车亲吻戏笑喷了~~没办法看他们的感情戏，老出戏啊            
(3星)	 专心看男一斑比一样的眼睛，三顺那张脸真是不忍心多看……            
(5星)	 喜欢这个结局，虽然很忧伤，但充满希望            
(3星)	 看过市政厅之后 再看这个 有种未来和别的男人谈恋爱 抛弃了车叔的感觉            
(5星)	 只要结尾不是悲剧，绝对值得五星。            
(3星)	 虎头蛇尾！！！纵使东旭OPPA始终是姐的菜，姐还是不得不弃...PS:东旭OPPA真的是尤物啊尤物！！            
(3星)	 看不下去了            
(4星)	 东旭欧巴水汪汪的眼儿粉嘟嘟的嘴儿还有雄赳赳的胸肌 太TM销魂了 其实整片就是看他卖萌了。然后就是 发现TANGO真是SEXY的舞蹈呢            
(4星)	 过自己想过的生活，成为自己想成为的人，什么时候开始都不嫌早，什么时候开始都不算晚。            
(4星)	 越到后面越难看。。。结局sucks            
(4星)	 看了第十集好伤感啊，姜智旭被甩的时候，好像我被甩了一样心痛。            
(5星)	 金三顺            
(4星)	 李东旭的身材真是诱人啊思密达~值得看哦~            
(2星)	 冲着金三顺去的，这剧未免太苦情了吧，一星给金三顺的演技，一星给她这么拼命减肥。其他都可忽略~            
(4星)	 難得找到一部好看的韓劇 &gt; &lt;            
(4星)	 开放性的结局 比想象中好很多^^ 和妈妈一起看❤   嗯 要开心的+努力的生活!            
(3星)	 花絮比较好看~~~            
(5星)	 悲喜交加~            
(5星)	 如果生命已屈指可数，我会做些什么？.......大爱金善雅！            
(5星)	 三顺瘦了好多美了好多 可还是怀念那个胖胖的喜欢骂人的她            
(3星)	 其实我不是很喜欢金善雅 看了太多 某些表情依然那个样子 但是李东旭很美好            
(5星)	 终于剧终了，正如李妍在的台词：我活在今天，我活在每时每刻。            
(5星)	 好久看剧没大笑过了，果然是宣姐出品。便秘那段我笑惨了- -老天爷原谅我，我叫笑点低~            
(3星)	 三顺瘦了 好不习惯。。。脸动的太明显了。。            
(NA)	 以为最后那集会是催泪弹，状态不好的时候就一直压着没看。缓了一周，做好心理建设，结果，筑堤很成功，没有泄洪。这个结局很好，没有凄凄惨惨戚戚。每天在爱人的怀中睡去，很温暖。            
(3星)	 前面第一第二集不错，后面就明显后劲不足了            
(5星)	 金善雅ONI是剧集保障！李东旭越来越帅了！            
(4星)	 开放结局还不错            
(5星)	 再一次被李东旭迷倒！            
(5星)	 令人感傷的是，明明相愛，卻要陰陽兩隔。令人欣慰的是，只要相愛，一切都不重要。            
(NA)	 金善雅姐姐演技的确很好，剧中显老啊，唉。            
(4星)	 后面拖沓的不可理喻 就也算不错的韩剧了 至少没那么俗            
(3星)	 第二集就是全剧的高峰啊~            
(4星)	 三顺瘦到不能再瘦了 又是很喜欢的男女主角 都不是没智商的傻子 可看性挺高            
(3星)	 李东旭好帅啊~金善雅不错 可还是得挑个年轻的演对手戏哇~~女二号请您时刻化淡妆……            
(5星)	 美好的睜不開眼啊~            
(4星)	 太美好            
(3星)	 三顺我爱你！            
(3星)	 终于撑下来了。。。            
(5星)	 好看非常好看！虽然第一集很狗血。。。后面景色太美了            
(5星)	 更新好慢            
(5星)	 暂时替代下小玄子吧，大爱            
(3星)	 坑爹结局没看最后一集            
(3星)	 第3集开始感觉好看一点点 不过大家可能都忽略了金善雅曾经和李东健的剧～不过那是我的重点            
(3星)	 三顺演技派啊！演的很自然呢亲切，长腿啊~只是。。。老了许多这个韩剧嘛。。。一切狗血要素都集齐了。。。不说啥了，不过还是不错的，至少我看完了            
(3星)	 金善雅好高挖~            
(4星)	 竟然一点评论都没有写哦。。这部曾经让我心脏嘣嘣嘣嘣乱跳、大发花痴的剧作。。后面几集剧情太拖沓了。。            
(5星)	 非常非常好看！画质像电影，剧情不俗套，真实又自然！2011年最看好的电视剧！！！            
(3星)	 我承认后面烂尾了= =后半段尼玛就是部苦情狗血剧。但场景完全美 拍出来有种电影的feel~李东旭的腹肌和瘦下来的三顺 女二和男二都是熟面孔。完美的卡司            
(5星)	 感觉很浪漫，很温馨啊，很久没有在看韩剧时有这种感觉了~~~~            
(3星)	 本来想给四星的，但后来结局的几集，完全拖来拖去不知所云。减一星。            
(5星)	 我和你们一起度过的时间就是我的人生，如果一切都有了时限，你是不是会更勇敢些，其实生活中哪样东西没有时限呢？生命有，爱情有，亲情有，友情亦如是。            
(3星)	 三顺变瘦了好不习惯。。。我了个去，女主你最后能不能挂掉。。三顺，虽然我很喜欢你，但是 ，你挂掉好不好，剧情已经够狗血了，你活着，就魔幻了呀。。。            
(5星)	 好看，假如生命只剩下6个月，我也要列一个list            
(NA)	 还有一集迟迟没看...因为啥不说了..我自己懂            
(3星)	 前面不错，中间比较枯燥，於是没有看完。。。            
(5星)	 不错呢，继续追            
(3星)	 一上来就看得人掉眼泪啊~            
(4星)	 很久没有看到有癌症的韩剧了 李东旭真的好可爱啊            
(4星)	 一个开始就知道没有结果的故事 但它还是发生了了            
(NA)	 算是一个幸福的结局。在我身边的每一个人，他们陪伴我的时间，就构成了我的人生。这是研在感悟到的。            
(5星)	 还算开放的结局、没让我哭死            
(3星)	 加油 金三顺            
(4星)	 原来男二竟然是《dream high》里的姜老师啊，不搞笑很深情。韩国癌症的治疗和中国的很不一样，不用整天躺在医院……曾经觉得李研在很自私，现在不那么觉得了            
(3星)	 一开始我真没看出那是金三顺，完全是奔着男女演员去的。中间挺鸡肋的，后面女主老妈知道病情后的一段时间母女的互动挺不错。如果是以前的韩剧风格，女主结尾就该挂了，现在开始来开放式结局。            
(3星)	 本着喜欢男主角的心思，十分努力的融入剧中。omg，我不得不承认，真的是太一般了。不仅没有追剧的心情，连后来都演完之后都木有了下载的心情。美男对我的吸引力看来只是一般啊。            
(4星)	 bad ending..            
(5星)	 妍在表翘啊！你翘了智旭这么帅的娃不就便宜别的女人了！况且啊 智旭这娃的人生好不容易有了点黑白以外的颜色，你忍心让娃又过上活死人的生活么？！皮埃斯：屎锡好萌啊！            
(5星)	 抱着妍在会死的决心去看，也还是能觉得是喜剧的剧。被这美丽的海报吸引来看的。其实希望编剧把持自己，不要因为PC想要妍在或者就狗血啊！抓得住幸福，就算最后要死也能是喜剧的！不然就演到结婚开放结局吧！别毁了！千万别毁了！            
(4星)	 三顺姐的新片。            
(4星)	 美丽的爱情小品或是一杯红酒？            
(NA)	 10集弃，剧情太单调了。            
(5星)	 这几年来看过最现实的电视剧 却不消极阴暗 天气再坏人生再衰 依然“面朝大海 春暖花开”。❤ p.s.看哭第一集的童鞋 握手 处处都是我们生活的影子有木有！！！            
(5星)	 和妈妈一起看  好看            
(4星)	 估计是悲剧吧，要不就是反转剧。谁叫编剧一来就把女主的生命确定了喃。看完了，开放式结局，一切但凭各位想象。            
(4星)	 只差一步实在太好听  闻香识女人 和女人的香气 呵呵 这是什么样的联系            
(5星)	 凡是有三顺的都是精品，凡是有三顺的必看！            
(3星)	 岁月果然不饶人。            
(NA)	 奔着李东旭看的，却发现剧情咋还是金三顺呢？            
(4星)	 很温暖 可以说 因祸得福吧 人生可以这样精彩 有什么 想做就要去做            
(4星)	 太久沒有一部讓人提起興趣的韓劇。沖著擁有挺拔小身板+超超超誘惑嘴唇的男主來鳥~三順姐姐你要不要這麼好命？回憶固然是美，停滯不前卻是大忌喔~--明天，我們要做什麽？--比今天過得還要精彩。            
(5星)	 细节很好！            
(3星)	 太苦情，看不下去了            
(4星)	 我的星星都给了男猪脚~            
(5星)	 真的是女人的香气            
(3星)	 挺温暖的~话说~金善雅笑起来像佘诗曼吧~？李东旭眼睛是不是割过啊？            
(3星)	 主题设计的不错，第一集节奏、配乐、剧情都很好，观望中————弃，后面几集就是垃圾            
(5星)	 刚刚看过四集，喜欢金善雅，华丽丽的回归，心疼她~            
(4星)	 光演技就满分了!!!剧情一般般.男主我的菜            
(5星)	 果然是有开头没结尾的东西 摔！            
