http://movie.douban.com/subject/1754882/	波士顿法律 第一季 Boston Legal (Season 1)
(5星)	 Alan 很搞笑，他跟 丹尼是活寶。            
(5星)	 这是我最喜欢的美剧了，稍微有点重口味的黑色幽默，各具特色的律政流氓......看了才知道，虽然已经停止连载了，一共才五季，但是相信哥，如果对喜剧或者律师剧感兴趣的朋友都绝对不要错过它。但是不够养眼，美女很多，但是都像走马观花似得换得飞快，总有点不舍，而帅哥就几乎……            
(4星)	 男人不坏……唉，谁会爱呢……所有有形的规矩，都有可遁形之处~            
(5星)	 我真的喜欢上那个既正义又玩世不恭的Alan Shore了            
(5星)	 Closing speech of Alan~Amazing            
(NA)	 好看            
(NA)	 那死白胖子也该有中年危机了吧            
(5星)	 果然名不虚传啊            
(5星)	 自由，人性，法制，怪人。            
(5星)	 Awesome.            
(3星)	 虽然冲着奸情而去……但我居然看不下去了……            
(NA)	 Alan很贱 招人爱            
(5星)	 ！！            
(5星)	 超爱ALAN~~            
(5星)	 其他不多说了，喜欢演员们纯正好听的发音，特别感谢馨灵风软的精准翻译及完美注释！            
(5星)	 Amazing ！            
(5星)	 太有才了            
(5星)	 Alan！            
(5星)	 怎么说呢，刚刚开始时对他不感冒的，不过后来发现真的很难不爱上ALAN。。。            
(NA)	 因为取景Boston，所以看起来十分亲切            
(5星)	 在考虑是否复习一遍            
(5星)	 酷            
(5星)	 超赞！ms是正剧，可是台词很幽默！            
(5星)	 神剧，alan shore～～            
(5星)	 律师剧中的大爱~            
(4星)	 不喜欢这类题材            
(NA)	 alan....            
(3星)	 智商有限，很难理解里面的幽默。            
(5星)	 denny crane!            
(5星)	 Denny Crane!!!我是如此的爱上了Allan!!!!喜欢他每次起身不急不忙扣上两颗扣子后做恰到好处有冗长嫌疑结案陈词的性感            
(3星)	 看不下去...            
(5星)	 至今没有美剧能代替Boston Legal在我心目中的地位。            
(5星)	 渐入佳境。            
(5星)	 大爱这部             
(3星)	 Just so so，情节一般            
(5星)	 不是很红的剧，主演的嘴也很奇怪。但是真的好好看！！！强烈推荐            
(5星)	 结案陈词很精彩！非常好看，只是最后一集太郁闷了...            
(5星)	 该给七颗星            
(4星)	 很多美国的观念的文化在里面，越看越乐            
(NA)	 good            
(5星)	 closing很给力啊            
(4星)	 第一部美剧            
(NA)	 虽然 我接近法盲 但是居然看的下去            
(5星)	 为什么美国人的电视剧既好看又有深度。。            
(4星)	 经典法律剧            
(5星)	 大爱Alan Shore.            
(5星)	 虽然知道打官司是一件沉闷的事，但是这部剧还是很适合练练听力。。主要是俚语多吧。。比较贴近现实一点。但是，性实在是太多了。            
(5星)	 逻辑，说服力，渲染力，人格魅力，都在这里了。            
(5星)	 气场很强大            
(4星)	 closing很牛～ 由此爱上律政剧...            
(5星)	 the practice 之后的最棒律政剧            
(NA)	 Boston illegal             
(4星)	 很搞笑得一部美剧            
(5星)	 真羡慕他们的生活            
(5星)	 Alan Shore，一个很有魅力的男人！            
(5星)	 老年人也可以很帅很迷人            
(5星)	 很打破常规的辩论            
(5星)	 开始的时候并不适应片子的剪辑，总要让Alan等人夸张的表情凝固一下才肯罢休。但是，随着慢慢喜欢上剧中的人物，也就慢慢的不再去挑剔了。编剧粉牛！学英语的上佳资料。            
(5星)	 Let no man tear asunder. 原来这才是BL的真意！            
(5星)	 Denny Crane            
(4星)	 我爱Alan            
(4星)	 alan与mad cow，几乎是美国政治和社会生活的缩影，而不仅仅是法律界。alan代表着年轻的新生贵族，对这个国家的制度和运行有自己的怀疑和思考，而不仅仅是无条件的拥护，即使他对很多问题依然困惑而无力；denny透露出时光洗脸而经久不衰的“联邦党人”习气，自豪而乐天知命，不掩饰            
(5星)	 the best tv drama!! ever!!!!            
(5星)	 赞            
(5星)	 看过的最好的美剧，没有之一            
(5星)	 最出色的律政剧之一 James Spader凭此剧两夺艾美奖男主 剧中他饰演的Alan Shore的closing能让人听到高潮 我个人也是十分喜欢 法律人不得错过的律师执业教材            
(NA)	 这海报图太难看了            
(5星)	 学十二怒汉的那会在看的电视剧。喜欢两人火烈鸟的造型~~            
(5星)	 我以我血荐此片！            
(NA)	 经典中的经典首推            
(5星)	 热爱Allan Shore!!            
(5星)	 超搞笑·            
(5星)	 alan shore闪闪发光。            
(3星)	 政治倾向太销魂……            
(5星)	 喜欢！喜欢！！喜欢！！！没有别的词可以形容了！！！！            
(5星)	 最爱            
(5星)	 呃。。。其实我跟不上它的节奏            
(5星)	 网上说听ALan的closing可以让人听到高潮···此言不虚            
(4星)	 最后一集太露骨了吧            
(5星)	 BL剧，很赞！演员演技也好~如果看无字幕档，应该能提高英语水平……            
(NA)	 什么事能言善辩 什么事巧舌如簧  什么是把黑的说成白的 白的说成黑的。。。。也正如很多人说的伟大的剧 伟大的JAMES SPEARD 可爱的老DANNY            
(5星)	 Denny Crane~            
(5星)	 Just give me an Alan Shore~~~~~~            
(NA)	 更了解美国的风土人情了            
(5星)	 My Top 5             
(5星)	 超级好看            
(5星)	 喜欢那张自信的脸，喜欢那种坚定的语气。            
(5星)	 wit~that good, bad, naughty boy~            
(5星)	 大赞！~~~~            
(4星)	 Denny Crane            
(5星)	 最喜欢的一部美剧            
(5星)	 hilarious            
(5星)	 S04E16/E17/E20都很好。有机会当重温。            
(5星)	 诙谐，可爱，颠覆律师的形象            
(5星)	 非常棒  学法律的 不学法律的 看了都会很感动 受益匪浅 幽默            
(3星)	 看过第一季……还好吧…………            
(4星)	 大结局窘死一大片。。。Alan该帅时很帅 该窘时很窘。。。            
(5星)	 dany crane            
(5星)	 最推崇的美剧            
(5星)	 主题深刻，剧情搞笑且富有张力，主角有魅力。            
(4星)	 比较喜欢的律师轻喜剧，节奏明快，故事简单，虽然有些太“美国”，但是庄谐并妙，温情与调侃同在，适合了解美国法律的实际操作，虽非上乘，也算是中等偏上之作吧。            
(5星)	 Pink Flamingo Allen~LOL~            
(5星)	 oh my Alan Shore！！            
(3星)	 看了几集。。没感觉到魅力……不会关注了            
(5星)	 大爱（完结）            
(5星)	 美剧的法律剧只有ally mcbell和BL经典地让人膜拜 BL我更喜欢 因为Alan和Dennywe should never give up            
(NA)	 Alan Shore ，天使与魔鬼的混血~~得此男，人生足矣！            
(4星)	 这样的好剧，你不会急于把它看完。一般我急于把剧看完是因为想看到我所期待的结果，或者是因为剧集过分引人入胜了。而这个，我要留着慢慢看。Beyond all reasonable doubt.            
(4星)	 怎么可以有口才这么好的人。。。不过，也让我这个理工科出身的人听起Alan的长篇大论来有点纠结            
(3星)	 看了一集，弃之，不喜而已            
(4星)	 如果不是换了女主角，我会继续看下去的            
(4星)	 莎士比亚说过，我们要做的第一件事就是把所有的律师杀光。但看过《律师风云》后，也许你会爱上律师这门行业。            
(5星)	 经典经典。。。。除了那反华的最后一集。。。。但是还是经典经典。。。。。            
(4星)	 唯一的没有帅哥美女 我却爱的法律剧            
(5星)	 一口气看完了整套的电视剧，觉得意犹未尽。我感觉到的并不仅仅是法律和道德之间的故事，更多的是一种生活或者说对生命的态度！            
(5星)	 BL最精妙之处是在于不同价值观的碰撞，它引发各种思考。不止是一部美剧那样简单。            
(5星)	 看完了第一季，也许是史上最牛的律政剧了，案例经典，对白经典，人物更经典，甚至先前我觉得异样的配乐都是那么恰到好处。            
(3星)	 刚开始还可以，多看几集就木啥兴趣了，老搞得那么激昂，累不累啊，而且说来说去就那么点自由主义的幼稚花样....            
(4星)	 跟风看的~不过确实不错~            
(5星)	 Alan Shore!            
(4星)	 alan shore挺酷的            
(5星)	 就是喜欢            
(5星)	 哎呀，太搞笑了，绝对推荐！            
(4星)	 cynical            
(4星)	 大家都说不错，但是与我而言，ALAN的没那么吸引人。            
(4星)	 WS爷爷唷-w-            
(4星)	 最喜欢总结陈词的地方，常常有时候看着中文都反应不过来            
(5星)	 惊天动地的denny crane            
(3星)	 我实在找不到此剧的灵魂            
(5星)	 是时候再看一遍了            
(5星)	 最后居然结婚了！！真是他们两个的风格。。。            
(5星)	 每个案子的closing 都非常经典            
(5星)	 really impressive.Jame Spader is so amazing...            
(5星)	       有一点点不习惯，不过现场庭辩很精彩！！            
(5星)	 精彩的剧            
(NA)	 喜欢这部片子诙谐幽默又严肃正经的调调，尤其是有一集让我感受到非常明显的culture shock.Americans think different.不过结局很那个什么…………            
(5星)	 最令人精神的美剧。。。充斥着大量的GRE单词。。。非常适合刚考完的童鞋们观赏。剧情紧凑，虽然看到后面六、七季难逃剧情老套的厄运，总的来说还是非常值得一看的美剧。可以学到很多知识~O(∩_∩)O~            
(NA)	 极其喜欢，something change my mind!            
(NA)	 把民事案子写的很精彩很有趣~大赞结婚结局~~            
(5星)	 在直指人心的Alan面前，你的龌龊黑暗和纯真善良都无从遁形            
(5星)	 Denny Crane！            
(4星)	 唇枪舌战也可以很精彩            
(5星)	 一直都是我最喜欢的美剧之一            
(5星)	 Alan Shore和Denny Crane，俩活宝            
(5星)	 本来只是想用来培养法律兴趣，看完发现，我不仅是有兴趣了⋯⋯简直是爱上了！and i love alan.            
(5星)	 舌灿莲花            
(5星)	 最爱            
(5星)	 经常触及到灵魂的感动. 其中一段酒吧里钢琴独唱once upon a time             
(5星)	 经典            
(5星)	 每一集都很好看，总会有惊喜            
(5星)	 五季都看完啦~ 看到最后有点疲劳= =            
(5星)	 BL万岁！            
(5星)	 法庭辩论，精彩的透视~ 喜欢Alon Denny~             
(3星)	 睡前娱乐剧~            
(5星)	 法律剧中的上乘之作，很深刻的反映了美国社会上的很多问题。Alan和Danny真乃绝配。            
(5星)	 居然今天才看，遗憾！！            
(5星)	 太喜欢这部剧了 每个人都可圈可点啊 Alan这个男一号尤其大赞 不怎么帅的脸蛋和一颗赤子之心 完美            
(5星)	 独树一帜的律师片！ 大爱!            
(4星)	 断断续续的，越到后来越不好看。。            
(5星)	 能够从第一季到第五季完整的，心态一致的看完，说明ABC不愧是律政题材的大家            
(NA)	 很好笑的一群律师            
(5星)	 唯一一部放在硬盘里舍不得删的美剧            
(5星)	 大爱经典律政剧。让我对Boston无比向往。            
(5星)	 Some is good, some is bad, but most is between.Choice,Value&amp;Judge            
(5星)	 非常经典，喜欢。            
(5星)	 伟大的剧集，几乎和老友记一样完美第五季达到完美            
(5星)	 美剧看多了，到头来还是喜欢节奏紧凑的职业剧。不仅为角色惊叹，更为美国的法律体系而惊叹。只推荐前两季，后面几季就如大多数不知道适可而止之美的剧组一样开始扯蛋了。            
(5星)	 经典            
(5星)	 无敌的口才            
(5星)	 Denny Crane!            
(NA)	 对Alan无感 我不是大叔控 &gt;.&lt;            
(5星)	 绝对是律师剧里的NO.1，大爱            
(5星)	 搞笑片            
(4星)	 alan我的最爱，的确聪明，不过实在不适合做男朋友            
(NA)	 Alan Shore!!!!!            
(NA)	 看过的律政剧不多，此剧是其中之一。            
(5星)	 为了Alan Shore，决定以后还要看            
(4星)	 you are always right...            
(5星)	 夜晚的美酒，法律、道德和社会，心理学的辞藻，只为今天而活，Denny Crane！            
(5星)	 第一季最后一集里面alan shore戴着牛仔帽出场的音乐，让我对这个人物产生了特殊的感觉            
(4星)	 definitely 有我最爱啊~~            
(5星)	 对编剧对主演对导演膜拜            
(NA)	 很搞笑，但不是我的菜            
(4星)	 法律题材的肥皂剧，很多法律程序不太明白。。台词很棒，词汇高级，不过，为什么美剧里总是要有那么多情欲呢。。            
(NA)	 聪明的让人怕怕 笨的令人怜惜            
(NA)	 呵呵，我就是不喜欢Alan Shore！            
(4星)	 Allen和Danny这一对活宝~~~            
(5星)	 好看的律师剧，永远的Alan            
(5星)	 超喜欢，可惜要结束了，编剧发疯了，不然可以引进的            
(NA)	 最爱alan大叔~~            
(5星)	 Alan Shore我的偶像！Danny也很可爱。            
(5星)	 我一直强调，法庭下的律师应该像个记者，而法庭上的律师要有演员的范儿。表演技能是律师必备技能之一。            
(5星)	 深刻理解美国文化的作品            
(NA)	 花心的Allen            
(5星)	 唯一看完的一部美剧            
(5星)	 大爱！            
(5星)	 绝对的精彩之作，不浅浮，不沉闷，功底深厚。Alan Shore是男人中的万人迷，抵挡不住。 可惜第三季开始就走下坡了。            
(NA)	 同事推荐看的            
(5星)	 喜欢 DANNY CRANE            
(4星)	 看到大概5-6集的时候开始觉得有意思            
(3星)	 allan shore 哈哈            
(5星)	 果然是神剧 主演年龄分别为48、60、78 impossible in USA            
(5星)	 爱ALAN            
(5星)	 大爱的一部美剧，对伦理、道德、对错种种的观念冲击不小            
(3星)	 驴友推荐的。刚看第一集，有点跟不上思路。里面的男律师都是大叔啊，不怎么美型，但是很有feel。第一集那位黑人牧师的结案陈词太精彩了！            
(NA)	 虽然有些case看起来很牵强 但是大部分的case还是很有启发的 当法律和道德发生冲突的时候 我们该如何权衡 这不仅需要良知 还需要技巧            
(3星)	 偶是外貌派，尽管剧情还可以。            
(5星)	 一方面还不错，另一方面学业需要，就看了            
(4星)	 笑点颇多，Denny Crane!!            
(NA)	 涉猎广博，词锋犀利            
(5星)	 fantastic closing, funny guys            
(5星)	 James Spader，多年前看《性，谎言和录像带》的时候就很喜欢了，彼时瘦且清秀；BL中的Alan Shore中年发福，却更有魅力。迷恋BL中……太好看了！发现discovery的列国图志中国篇竟然也是他导的哦。            
(4星)	 Alan Shore, Alan Shore            
(5星)	 Brilliant            
(5星)	 喜欢danny crane            
(4星)	 好看。但由于我的三分钟热度。。没追完。。            
(4星)	 这部剧第一次让我理解了法律的世界是什么样子的，出了感慨律师们颠倒黑白的口才之外，还惊叹西方人的思维与法律，让我感触最深的就是，法中有情，只要能够感动陪审团，法律完全就可以被抛在一边            
(5星)	 perfect~            
(5星)	 第一次接触这种剧，比较新鲜~            
(5星)	 好看，大爱lorry，律师的想法都很特别啊。            
(4星)	 春节放假时看了第一季，比较轻松，平时消遣看看不错～～但是剧情有些松散，也许重点在于各个case精彩的法庭辩论吧！            
(5星)	 无法超越, 经典            
(5星)	 爱上法学，从这部美剧开始。            
(NA)	 BL            
(5星)	 这是一套能够让人重新从第一季再看起的连续剧。幽默的对话是智慧。            
(5星)	 很精彩。不仅有剧情，还有文化和社会制度的思考。            
(5星)	 狂爱BL啊。。。            
(4星)	 那些经典的closing            
(5星)	 这剧告诉你什么叫范儿！ 什么叫口才！            
(NA)	 无感            
(5星)	 不可排除性怀疑            
(4星)	 律师果然就是被压死也不会心疼啊...            
(5星)	 王牌律师            
(NA)	 Alan Shore啊，俺极度想念你~！            
(NA)	 看看人家的意识形态工作搞得多好。            
(NA)	 看到最黑暗，却满怀阳光            
(5星)	 denny crane            
(NA)	 混蛋的人生才更有趣            
(5星)	 两个老男人...            
(5星)	 学到不少呢            
(NA)	 我爱Alan Shore,我要嫁给Denny Crane            
(NA)	 去波士顿前看的，练英语            
(5星)	 soul-heated            
(5星)	 至少表现office politics方面比较现实            
(5星)	 从法律角度反映了美国社会的人情。历时两年多终于看完，第一集都很精彩。            
(5星)	 i like danny~            
(2星)	 让我失望 不是对Boston Legal 而是对法律和使用法律的人            
(4星)	 看的是closing集锦，法普一下            
(5星)	 Alan Shore            
(4星)	 不BT的律师在这个律师事务所存活不下去。            
(4星)	 哎呀呀什么时候才有Investment banker的职业剧呢，不过真有的话拍什么呢？            
(5星)	 很棒的美剧！一直觉得看剧集，完全是消遣，这部剧让我知道，看剧集，也需要智慧~            
(5星)	 权利要靠自己争取，而不是施舍。            
(4星)	 无处不在的智慧与人性啊！            
(5星)	 佩服编剧            
(5星)	 大小活宝奇遇记= =            
(5星)	 Alan是我的最爱            
(5星)	 始终喜欢不了denny，倒是相当喜欢jerry。没有他的聪明，倒是类似“毛病”。            
(5星)	 alan shore 这个忧郁的男人            
(5星)	 这里描述的不仅仅是法律！            
(4星)	 很棒的片子，两个活宝。。。            
(5星)	 除了最后一集的遗憾,几乎完美            
(5星)	 Alan这个人物其实很有一些理想化，不过他确实给了我很多影响，里面老的那几个我都不是太喜欢。个人认为是法律剧的经典了，虽然那个结局让我非常的无语。            
(5星)	 that&#39;s great            
(5星)	 法律剧的王者            
(5星)	 說我偏心吧。對此類題材片子向來有好感。一口氣看掉5季~            
(5星)	 前4季热闹非凡，到了第5季忽然寂寞寥落起来，出彩的配角一律消失，只剩下几个主角勉强维系。不过这仍然无法掩饰整部剧集的光彩。这个世界永远不缺乏偏见和不公正，也永远不缺乏恃强凌弱，唯有一个独立、正义而又不乏温情的司法系统，可以维护每一个弱小个体的自由和权利。对我们，这是多么的遥不可及            
(5星)	 alan shore^-^            
(5星)	 能给6星么？            
(5星)	 BOSTON LEGAL  5季全部看完，意犹未尽。打分五星Eli Stone 第一季看完了，不过没打算追第二季。JUSTICE 只出了13集，觉得太遗憾了，怎么就没了呢，哎~~SHARK  看完了，觉得还行，出的话继续看。LAW AND ORDER， 听说很经典，没看。            
(5星)	 my favorite            
(5星)	 超喜欢的法律剧，强烈推荐呀            
(5星)	 超级搞笑            
(5星)	 喜欢到不行！            
(5星)	 就爱Alan Shore这幅德性呀～            
(5星)	 很怀念，咋的结束了。。。danny，oh allan~            
(5星)	 Denny Crane ~~~yes u r            
(5星)	 1~5季看毕，相当精彩。看到3季时还是休息了一段时间才继续看，美剧就是很长很折腾。            
(5星)	 Danny Crane            
(5星)	 贱贱的电视剧，很好看            
(3星)	 人物个性鲜明，但是剧情有点弱。            
(3星)	 律政才子佳人。            
(5星)	 真他妈的好看            
(5星)	 很喜欢的风格            
(5星)	 James Spader rocks有时恶搞的过了点            
(3星)	 放弃，第一季都没看完，没其他几个美剧好看            
(NA)	 你听了这个庭辩就知道了英语之美~~            
(5星)	 非常好的剧，昨晚又一口气看到凌晨两点            
(4星)	 美女很性感            
(5星)	 如果你只是看过，没有看哭，都建议你重新看一次。            
(5星)	 fabulous~~S02.10*            
(4星)	 Cool~~什么时候中国的律师也可以这样耍帅…………            
(5星)	 在最喜欢的欧美剧集中应该可以冲入前五位……48岁的男一，77岁的男二，62岁的女一，谁能想到这样一种组合居然有这么大的杀伤力！第一季八卦闹腾了点儿，渐入佳境……绝对渐入佳境，那种感觉太好了。演员和台词都绝佳。恶趣味也绝佳。            
(4星)	 Alan好臭屁 Alan有智慧 Alan好善良            
(5星)	 人性神码的最有意思了            
(5星)	 精彩！            
(5星)	 也许西方认为我国没有人权，是因为我们没有自由探讨我们到底有没有人权            
(5星)	 美国、社会、人性、法律、政治、爱、James Spader            
(5星)	 值得一看！感觉很真实            
(5星)	 看过的最酣畅淋漓的一部美剧，里面的James spader 太抢眼，后来看他年轻时演的性、谎言、录像带，觉得还是年老时有味道            
(5星)	 因为我没学过法律，要是学过应该会更喜欢的            
(5星)	 绝对的经典            
(5星)	 我的两部最爱，friends和boston legal            
(5星)	 鲜明的人物个性，denny crane法律面前，究竟谁对谁错            
(5星)	 perfect            
(5星)	 至今看过的最精彩最值得回味的美剧之一，5季看了NN遍，以后也不想看其他剧了            
(3星)	 老实说，有点疲劳了，看了第一季，觉得不错。看到第二季，开始逐渐对Alan Shore的舌灿莲花免疫，对于陪审团的意见有点动摇。后来就没追。            
(3星)	 整个事务所被alanize，The Practice里很多宝贵的东西失掉了            
(5星)	 喜欢自信满满的Alan 和率直可爱的Denny以及他们异乎寻常的友情            
(5星)	 美剧中我的最爱！allen，danny这2个有魅力又可爱胖子！            
(5星)	 看着感觉自己的专业学对了，清醒后发现自己在中国            
(5星)	 这是一部集友情、爱情、亲情；搞笑、深沉、讽刺于一身的典型美剧。在这部剧中你可以看到以Alan Shore为最主要人物的精彩庭辩，也可以看到主演们插科打诨的以sex为主题开玩笑；你可以看到律师作为正义使者的化身为无辜的人洗清冤屈，也可以看到他们玩弄人性时比魔鬼还可怕的一面。精彩！            
(5星)	 my all times favorite tv show.             
(5星)	 第一季很赞，律师们的巧舌如簧着实让人一惊。季季如此时，那些唇枪舌战就让我有点头疼了            
(5星)	 搞笑轻松~~~Denny Crane ，have a good day~~~            
(5星)	 非常精彩，尤其是ALAN SHORE的结案陈词            
(NA)	 I love Alan Shore            
(4星)	 alan shore,denny crane......            
(5星)	 轻松幽默同时感受美国司法不错哦            
(5星)	 喜欢alan的睿智及正义感 还有denny的潇洒不羁            
(5星)	 法系不同 国情不同 依然看得我热血沸腾~             
(4星)	 第一季不错，后面就有些模式化了            
(5星)	 大爱LORI~            
(NA)	 my ranking is just normal...            
(NA)	 最喜欢的美剧            
(5星)	 没有全部看过，但每一个case都发人深省            
(4星)	 Danny Crane!            
(5星)	 be  a  good  boy  !  denney crane             
(5星)	 Very witty!            
(5星)	 编剧很好，内容涉及政治、法律等等，台词很有水平很幽默，演员也很养眼。总之很好看！            
(NA)	 Cool Denny Crane            
(5星)	 纪念            
(5星)	 must see            
(4星)	 Denny Crane×3            
(4星)	 适合练口语和美式思维            
(4星)	 不要以为这就是现实中的法律 ps：不dj Alan Shore            
(5星)	 窃以为男人必看，年轻的时候Donney挺好，中年那肯定是Alan，老了的话Denny或者Carl都挺好，我也一样会喜欢Shirely的            
(5星)	 上帝啊　is this supposed to be my career?shitload            
(5星)	 BL是一种情结            
(5星)	 哈哈。。帥氣到讓女人都高潮比牛c還厲害            
(NA)	 对学英语有好处啊            
(5星)	 很好看 大力推荐            
(5星)	 里面的英语说得相当漂亮            
(5星)	 这个完全可是算美国法律政治入门剧            
(5星)	 给影响了，好混乱            
(NA)	 喜欢！            
(5星)	 I find the old men here surprisingly attractive            
(5星)	 BL之后无律政剧            
(NA)	 很喜欢BOSTON LEGAL。里面教会我从不一样的角度来看待问题            
(5星)	 finished            
(NA)	 一季而已            
(5星)	 为事务所的每个律师喝彩，特别是Denny &amp; Alan,偶像级的人物，绝对！！            
(5星)	 不想评论什么了。。太精彩无条件投降。            
(5星)	 很怕看得太快，就没有了。。。 2010再慢的看，也还是有ending的 2011            
(5星)	 看多了会腻            
(5星)	 Lori Colson.            
(5星)	 大爱，这些年很少有的彻底看完5季的美剧。要剧情有剧情，要JQ有JQ，而且两位主演太强大了。唯一伤心的就是，咋不早拍15年呢？就算是10年也好啊。如今真的是叔爷恋了（爷爷还老年痴呆了囧）            
(4星)	 很搞笑            
(4星)	 只看了第一季，待看。            
(5星)	 最爱Denny Crane 疯癫自我又敢作敢当的智慧老头            
(5星)	 James大叔啊，太爱了            
(5星)	 英语语言艺术            
(5星)	 大爱alan!!!            
(5星)	 最爱的剧，最爱的男主角，和最爱的男主角            
(4星)	 the LAW is different from book            
(NA)	 alan是我梦想中的样子            
(5星)	 绝对经典！大爱Alan            
(5星)	 睿智~            
(5星)	 Alan Shore  Dany Crane            
(5星)	 跟大陆或者香港的律政片不同，轻松，有趣，有时候也很深刻            
(5星)	 alan 偶像啊！！！！！            
(4星)	 结尾有严重的“中国威胁论”！            
(5星)	 从第一季开始一直喜欢着alan~~觉得他真的太可爱了~时而奸诈，时而正经~            
(5星)	 劇情超級引人入勝！            
(NA)	 3被cut了，我也不看了            
(5星)	 非常精彩的律政，认真研习！            
(NA)	 当之无愧的bl            
(5星)	 只看一部律政的美剧的话，就是这个了            
(5星)	 天使与魔鬼，天堂和地狱都在这里！            
(NA)	 好！            
(5星)	 一个有魅力的胖子alan shore和一个时不时语出惊人的疯老头danny crane            
(5星)	 至今为止，看得最费力的美剧。            
(5星)	 超级            
(5星)	 如果你属于这个星球 那就看看吧            
(5星)	 Tara很赞，虽然胸是隆的            
(5星)	 推荐S1            
(5星)	 最爱的            
(4星)	 人格魅力……            
(5星)	 Jeremy is my favourite, not Alan. His closing statement in 402 made me cry like hell            
(5星)	 Spader&#39;s too good, and way underrated.            
(5星)	 I love this country, but I just don&#39;t recognize it anymore.            
(NA)	 第一季            
(5星)	 精彩。。            
(5星)	 永远的ALAN SHORE            
(5星)	 alan            
(NA)	 大爱~            
(5星)	 那些有趣的case...            
(5星)	 米啥说的。太好了。            
(5星)	 最好的一部法律剧            
(5星)	 只有两个字可以形容--&#34;完美&#34;~男人就该如此            
(5星)	 oh，天，不可思议的第五季12·13            
(5星)	 爱            
(5星)	 男人就需要装B            
(5星)	 好好看···denny crane~            
(3星)	 有点恶搞的嫌疑            
(NA)	 看过那么多美剧，这部最对胃口。            
(5星)	 花了几个月时间终于把它看完这片子无敌了 要啥有啥              
(5星)	 非常喜欢的美剧之一.第一季最经典~Alan Shore喜欢啊啊!            
(5星)	 看到第四季审美疲劳 决定先放一放            
(5星)	 法律剧第二 第一是律政狂鲨            
(5星)	 给不给人活啊，笑死啦！！！            
(3星)	 没坚持住            
(5星)	 越看越好看!            
(5星)	 精彩            
(NA)	 Boston.Legal.S05E12E13.not Perfect，but I&#34;m ok now .            
(4星)	 看了第一季 喜欢的配角们逐渐消失了            
(5星)	 一口气看了五季，当然不是一天。我想说，很好看，是我最近几年看过最好的电视剧。虽然结局有点荒谬和搞笑过头。看在它好看了那么多集的份上，依然给它五颗星。Denny Crane!            
(5星)	 so much to learn~~结束在一个个精妙的故事的回味中。没有感觉任何的offensive.            
(4星)	 alan 太逗了~超可爱            
(5星)	 至爱！！！！！！            
(5星)	 大爱Alan和他very very long closing~~            
(5星)	 有意思的美国愤青剧            
(5星)	 莫名的喜欢。            
(5星)	 主演几个特别可爱呀，庭审也很精彩，一部好剧！            
(4星)	 刚开始还是不错的~            
(5星)	 不错            
(5星)	 Alan是我的偶像啊，曾经的律师梦            
(5星)	 大赞            
(NA)	 从第一集到最后一集，永远怀念Allen Shore~            
(NA)	 2006，部分。            
(4星)	 了解美国社会的窗户            
(4星)	 是不是学法律的人都要看法律剧。。。            
(5星)	 几乎每个有争议的议题在本剧中都有所体现，我看到法律在美国的力量~            
(5星)	 好看！            
(5星)	 编剧很有思想，政治色彩比较浓，可疑更深刻的了解美国，演员表演精彩幽默！绝对值得一看！            
(3星)	 Watched this show at NMH observatory.             
(5星)	 虽然编剧的意识形态不能作为评价这部剧的理由。。。            
(5星)	 best love            
(5星)	 我爱Alan，我爱思考~            
(5星)	 从此剧爱上了法律，却发现那只是在别国才有的美好。            
(5星)	 男主特有魅力~            
(4星)	 这个片子是挺搞得~不过不太合我口味~            
(5星)	 太好看了            
(5星)	 fabulous!            
(4星)	 饶舌的很            
(5星)	 奇怪的时间醒过来。乱点鼠标，还是打开了season5 boston legal这是最后一季了，处处在渗透离别的伤感。伟大的电视剧。            
(5星)	 超爱！！~.~ 每看一集，一次思考~            
(4星)	 喜欢Alan Shore 魅力男人            
(5星)	 我应该很少给五星吧.这部片子我真的很喜欢.            
(5星)	 精彩绝伦~！            
(NA)	 Alan和Denny很搞            
(3星)	 法律英语典范            
(4星)	 之前第一季看过一部分，现在拖出来重看。发现还是有长进，哈哈。            
(5星)	 好看，剧情，美女...FLIRTING很经典            
(4星)	 issues            
(5星)	 James Spader的closing！            
(5星)	 最好看、最真实的一季~~！！            
(5星)	 Allen的外表动作幽默不羁都好像我偶像小王……            
(5星)	 oh~Alan            
(NA)	 很好            
(5星)	 经典  虽然它的言论还是挺反华的 = =            
(5星)	 唉，他结局了结局了结局了啊。            
(4星)	 新一季还没空追&gt;_&lt;            
(5星)	 别了Alan 别了Denny~~            
(5星)	 Denny Crane！            
(4星)	 在很多不會想到的案件，他們的口才真是...哇哇哇            
(5星)	 史上最犀利、最有趣、最花心的话痨            
(5星)	 黑色幽默很精彩没看完            
(5星)	 Boston Legal共5季，已经大结局。相当好看的电视剧，一集都没有闷过。同性之间的友情表现到极致 -- 女人之间的友情看过不少，这是第一部看过的表现男人之间友情的。极致的表现--不剧透，自己看~            
(5星)	 偏左派的思想,但是真的不错            
(5星)	 又正经又搞笑的好剧，Alan我的最爱~~~希望第五季完结时，Alan得到幸福            
(NA)	 season3 finished...4ing...            
(5星)	 打六星~从在看变成看过……以后再也没有新的case可看了……            
(5星)	 如果你还没看过，赶紧的！想什么呢            
(5星)	 喜欢最近特别喜欢律师题材的 看得我笑死了 他们两个太搞笑了            
(4星)	 挺不错的。不过看了三季之后停滞了。以后再拾起来。            
