http://movie.douban.com/subject/2157176/	放羊的星星
(5星)	和室友一块看哒……暖暖的……喜欢
(NA)	林志颖还是小虎队时的青涩样
(3星)	我无法沉住气地从头到尾看完，就跳了几集里面的几个情节来看……自我感觉一般般，整部剧中没有吸引我注意力的沸点。
(4星)	赞
(5星)	有人喜欢那颗耳钻哦~~
(4星)	永远20岁的娃娃脸，林志颖真让人生气。
(4星)	   林志颖    不老的啊 ...
(3星)	也是一部能完整看下来的偶像剧了啦~这个年代好戏不多大家要求就别太高咯（其实我很挑剔的）~毕竟是偶像剧嘛哪能真实的？
(4星)	宝刀不老啊 当初是追着看的
(NA)	剧情老套，但人物都很喜欢
(3星)	不知道怎么就收视狂潮啦 安徽电视没完没了的播 实在觉得没什么意思 韩国人演的表情实在是难以恭维 
(4星)	恩，相对于台湾的白痴爱情偶像剧来说，放羊的星星确实编的不错，虽然看起来离奇，但至少少了很多幼稚。
(5星)	《放羊的星星》是我最喜欢、最感动的一部偶像剧，支持小志！
(3星)	真是及各种狗血剧情于一体 编剧还真强
(4星)	有些片段很感人，好几次我都哭了，阿星让我很感动。
(5星)	本人很喜欢林志颖，所以他的电视剧，当然不会错过啊！！本人很喜欢看
(3星)	本来还能稍微看看的剧在安徽台的强势下。终于变得不能看了。
(2星)	编剧过烂
(4星)	刘荷娜不错。。
(5星)	林志颖真是永远那么年轻
(4星)	我们都是放羊的星星~~~~~
(4星)	不好不坏，林志颖很漂亮，女主角演起来像韩剧。
(5星)	好好好好好好看!!  超级好看!
(4星)	臥槽啊 林志颖啊TVT   又帥又有才華TVT
(5星)	某台有段时间总是反复播出，让人不得不看。剧情不拖沓，还不错。
(5星)	去年的暑假之大爱无边……个人认为最好看的台湾偶像剧……
(NA)	白痴偶像剧·······
(5星)	台剧中仅有的几个有情节的之一
(5星)	小志 你太帅了太帅了太帅了！ 这么多年还这么帅！！
(1星)	好多人跟我说这片超级好看 超级催泪 从头哭到尾 结果我看了第一集就看不下去了 你催泪可以 但可不可以不要这么做作 
(NA)	[完]
(5星)	以前不知道为什么觉得电视剧都挺好看的，哪像现在啊
(4星)	好吧，我承认，我对这样的女生几乎没有免疫力
(4星)	多数台湾青春偶像剧编的很脑残，这部可以称为上升了一个等级的电视剧，剧情一贯不严谨，但是好在有看头，冲着儿时偶像林志颖就一口气看到大结局，不得不承认小志真是妖孽吖，一把年纪了还是娃娃脸，帅气十足，主题曲《我们的纪念》很衬这部剧，总在山重水复疑无路的时候翩然响起，无数次引爆我的哭点
(4星)	不错   刘荷娜的表情太假
(5星)	超好看...剧情有时很搞笑...有时又很伤感...实在是不错,虽然没有琼瑶的戏那么震撼,但是这部剧深入人心...给人一种很亲切的Feel!   `^ ^
(4星)	高三的时候看的第一遍。现在都有N遍了
(3星)	哈哈哈~刚在安徽台看完~蛮好看的啦！！！嗷嗷嗷
(4星)	我好喜欢。好喜欢。好喜欢。。
(5星)	这几年不错的一部台湾偶像剧。。。看完小志哥哥感觉那些当红的年轻男偶像完全没法比~~~
(3星)	这么reo我还看。。唉。
(4星)	林志颖帅到不行才看的。黄燕貌似也喜欢，当她哼那主题曲的时候，我就晕掉一大半，她大概是喜欢这种风格，台湾的，韩国的。正是我讨厌的
(5星)	说这部是林志颖的第二次生命，那可真不是盖的
(3星)	林志颖的确起了很大作用，这部剧充其量也就是偶像剧。老早看的，一直没更新！
(3星)	有那么好看吗？为什么林志颖都不老~~
(4星)	歌曲很好听虽然翻唱~~
(3星)	以前等的头发都掉了现在电视天天有
(4星)	不知道该怎么说，但是是偶像剧里最喜欢的了
(4星)	喜欢女主，漂亮，小志也帅。超爱。
(3星)	剧情有些拖泥带水~~唯一看点就是小志~~
(3星)	说是史上收视最高的台剧，可是我不觉得比流星花园好看啊。
(4星)	后面满特别的。。前面剧情比较平淡。。
(3星)	在云南空闲时看的电视剧，印象深刻。虽然实在是不怎样的特别
(3星)	林志颖是我看这戏的动力，边看边感叹上天的不公，就是有人明明三十好几看上去还是这般年少青涩，萌啊
(3星)	在偶像剧中算是不错的啦~
(5星)	一向不屑偶像剧的我，竟被里面真挚的爱情善意的谎言感动到流泪。。。
(3星)	这么高的评啊，小志真有号召力
(5星)	!
(5星)	算是经典偶像剧了吧
(3星)	安徽电视台以前放的，放了很多遍，没有看全，林志颖挺牛逼闪闪的~
(NA)	07最棒的偶像剧
(3星)	对林志颖帅气年轻的脸很无语。。。
(NA)	这是什么时候看过的。。。。
(4星)	故事稍微长了一些，稍微纠结了一些，不过也还可以，喜欢林志颖，喜欢那条手链，还有一些一贯的搞笑角色和搞笑风格
(4星)	啊，林志颖太帅了
(3星)	公平点说，虽然现在觉得有点幼稚，但当时还是比较迷的
(4星)	中韩合作 觉得还行吧
(5星)	在所看的电视剧里，为数不多又重看的片子。
(3星)	又是灰姑娘与王子的故事
(3星)	一般喜欢一般喜欢绝对一般喜欢。
(NA)	因为一个泰运同事的关系 我开始看这部电视 知道是偶像剧 但是还是去看 知道没有什么涵养 但是还是因为女主角 因为她的漂亮 因为她的遭遇 而坚持看完了 喜欢里面的插曲 
(5星)	虽然不喜欢韩国女主，也不喜欢林志颖的表演，但是老套的剧情仍然是我喜欢的
(NA)	帅，太帅了，都帅
(5星)	林志颖还是童颜……女猪还算可爱。剧情没有那么老套，可以看
(4星)	重温~小志依旧养眼~开头还行~
(4星)	林志颖的眼袋……难道真的老了么···
(4星)	林志颖甜美，女主角太普通。剧情还行。
(3星)	一般
(NA)	感叹生活如此。。。。
(5星)	没办法，林志颖太帅了~~
(5星)	刘荷娜很PP·小志的保养功底很厉害~~
(3星)	还行 夏之星的耳环很漂亮 主题曲也不错 不过剧情有点扯
(3星)	又是一个灰姑娘。。奇迹总是发生在别人身上哈
(NA)	从编剧这个行当还说，台湾真好发展啊
(3星)	只看了1，没接着看
(4星)	在朋友家看的。
(5星)	  喜欢林志颖  呵呵~
(4星)	当时觉得还蛮好看的。又见林志颖~~
(4星)	青春的。那个韩国小女人很好看。仲夏夜之星。
(4星)	人氣很旺阿~覺得夏之星長得漂亮，只是覺得還是不習慣韓國人的誇張表情~林志穎還是帥~火場的那段戲還把我看哭了~
(4星)	林志颖弄还是那么帅~
(4星)	中间的时候很虐啊，还好结局是HAPPY的
(5星)	灰姑娘的故事，好像很老套，但是不知道为什么当时全家人都看这个片子，印象很深也很好。
(4星)	歌好好听
(5星)	放羊的人不都是坏人
(5星)	看了无数遍的片子，匆匆打发掉了大学那段无聊的日子。原谅我标签打上的那几个字，只是室长对我的无奈和对片子的感叹。风水轮流转，在我告别了星星以后，LV重拾，并在练歌房豪迈的线上李雅薇的大作，再一次沉醉。
(5星)	相爱就应该相信
(5星)	已经看好几遍了。
(5星)	为什么林志颖就不显老呢！！
(4星)	很不错的偶像剧~~
(3星)	我觉得林志颖演技很一般
(5星)	起码是原创的
(4星)	因为林志颖是我小时候的王子，但是这个片子，其实，哎~~~ ，还行啦
(4星)	不错的剧
(3星)	这部戏的海报和实际内容很有差距。
(4星)	只是看过那么一点点。。但看得出蛮好看的。。之所以不再看下去就怕自己太着迷深陷其中了。。
(2星)	手铐链子...
(4星)	刘荷娜的表演不错。
(3星)	恩久不看偶像剧了，剧情很恶俗，演技一般般，但还是从头看到了尾，其实是怀念当年喜欢童话爱情故事的自己。
(3星)	零零散散 前后颠倒 乱七八糟的 看的差不多了
(4星)	欺骗与诚实？林志颖哈帅~~好孩子气~有婴儿肥哟~~可爱~
(4星)	不错的偶像剧
(5星)	多么美好的爱情。深深叹息。
(NA)	恶俗青春爱情，三流韩国演员加过气旋风，貌似反响不错
(4星)	画面很漂亮，剧情也不错，励志，有的时候搞笑，感情戏也动人
(3星)	王子变青蛙成为我心中台湾偶像剧的经典之作，放羊的星星还是没有它好看
(3星)	还是垃圾的台剧。
(4星)	故事至少没那么俗套，新的东西挺多的。林志颖真是怎么看都不会老。但我觉得个性里他还是成熟的，坏坏的样子也不错~~ 
(4星)	，很喜欢的一部；不过，为什么是林志颖，我有点郁闷；女主角很漂亮；非常；
(3星)	主角是韩国女 抱歉忘记名字了 凑合着能看 觉得欧亚若挺可怜
(5星)	有点像韩剧 但复杂得多……到现在也没有看全呢 不过很吸引……
(3星)	林志颖还是那么年轻。。
(5星)	我们的纪念很好听
(4星)	台湾剧里面 还能看看的。。
(5星)	剧情很好的一部偶像剧 可以让林志颖再红一把
(3星)	挺好玩的。。完全休闲的。。呵呵
(5星)	你是放羊的小孩吗？
(4星)	偶像剧嘛·总是这一个套路·可还是忍不住的看完整部。。
(NA)	以前很排斥，偶然看了一会儿，就想搞明白怎么回事而了
(NA)	因为兜兜的介绍
(2星)	没有什么
(3星)	还行
(NA)	我们的纪念
(3星)	我是铁打的阿星O(∩_∩)O哈哈~
(4星)	记得同学向我推荐我说烂俗不看没想到一看就欲罢不能，有时候想想俗又怎么样？我就是喜欢
(4星)	剧情曲折，催人泪下，虽然有点像把几个剧的情节揉一起，还是好看
(4星)	没有勇气在看，忒坎坷
(NA)	恩！不错
(NA)	看过部分。
(4星)	男女主角都很棒，就是二里的李威太烂
(4星)	剧情曲折~~
(5星)	不知道为啥 就是还蛮喜欢的 
(5星)	小志，旧爱重燃，却更旺
(4星)	刚上映的时候开始跟，跟到第9集就没看了。今天上午看了安徽台，勾起了把它看完的欲望，呵呵。
(4星)	看了开头，看了结尾
(3星)	就为了看小志
(3星)	看了几集,不是很吸引人
(4星)	超赞！
(5星)	我就是就是就是喜欢浪漫和奇迹
(4星)	剧情俗套了点，但一些小细节真让人感动。仲夏夜之星。再也不分开。
(5星)	 林志颖 拍偶像片还可以  喜欢``
(3星)	纯粹为了看小志
(3星)	越看越想看，呵呵。一个撒谎的故事，所谓美丽的谎言。
(5星)	不用多说了，好看，真好看，非常好看！Very~~~~~TGood!
(NA)	好感人的
(NA)	台剧经典
(5星)	超好看，剧情很好！
(4星)	理想中的浪漫爱情
(NA)	仲天骐，夏之星仲夏夜之星永远不分开！
(4星)	虽然看连续剧是在浪费时间，但看这部戏值得。
(5星)	善良的小阿星。感动死人的仲天骐。
(5星)	林志颖
(4星)	台剧里算很有理智的了。因为这个最近超级喜欢林志颖o(∩_∩)o...
(4星)	喜欢小志先不说，男女主人公如此相爱却因为重重阻隔而不能在一起，让我深深体会到了贫贱夫妻百事哀的悲苦。虽说是偶像剧，但是有些地方却拍的很现实，两个人再相爱，命运面前却不得不低头……一直对台湾的偶像剧有所保留，但是小志的加入让这部偶像剧脱离了一贯的无厘头
(5星)	诚实、不诚实总在一念间；诚实、不诚实总在本质中！
(4星)	“我真的很喜欢你，喜欢的我不知怎么办才好”
(5星)	..近期被感動的偶像劇
(NA)	林志颖真的不会老
(4星)	刘荷娜 哈哈 那样儿呀
(NA)	喜欢林志颖~！！！
(NA)	蛮早之前看的，一直觉得不错~
(5星)	很喜欢它，只用了两天的时间就把它都看完了.......
(4星)	开始是排斥．很爱里面的林志颖
(5星)	有点欧亨利。剧情超曲折。尤其喜欢后面。
(5星)	好看好看
(4星)	本以为会很不好看，结果发现还挺不错的，^_^
(NA)	林志颖太强悍了！！！
(5星)	好久没有看到林志颖的作品了。 真的很想他。
(4星)	暑假看的唯一 肥皂剧 ……
(3星)	08.7 电视剧随意看的
(NA)	台湾 那时…每次听到‘我们的纪念’都会流泪
(NA)	最好看的台湾偶像剧
(NA)	是极少数的较欣赏的台剧
(5星)	好看
(NA)	　最远的星星往往都藏着传奇 最美的爱情往往都活在心里　　爱与不爱/有与没有 对望之外，你到底愿意让我还有什么?
(NA)	刚刚看完，熬了整个通宵，真好看
(NA)	很少看这类的电视剧
(4星)	喜欢的片子。有关爱情与梦想，有关背叛与欺骗，诉说着一个也许动人的故事，编制着都市里少有却又泛滥的童话。
(4星)	Queen Mary 到底去了哪里啊啊啊～～～～
(NA)	很爱看啦！
(3星)	2008年7月 虽然无数个人推荐，但是拖阿拖的过了一年才看，情节蛮紧凑也蛮吸引人的，但是总觉得所有的桥段都是copy韩剧，不过也佩服下编剧能把那么多东西都拿来自己用。所以除了没什么新意，其他都还ok。非常喜欢里面的主题曲。
(4星)	时尚、青春、感动、欢笑
(3星)	跟着安徽台每晚两集两集看的
(NA)	不老林志颖 很不错
(NA)	我们的纪念！
(4星)	还算有剧情的偶像剧，嘿嘿，还不错啦，我很喜欢刘荷娜。
(5星)	很少对偶像剧这么倾慕。不知道这里什么吸引了我。一个人看到深夜。会落泪。会跟着他们的故事揪心。
(NA)	放羊的小孩
(5星)	呵呵，很喜欢林志颖啊，一张娃娃脸穿着西装挺帅的，一点都看不出来35岁了……呵呵，看完以后心理会有落差啊，这种爱情，世上真的不会有吧~~
(5星)	比起一般的台剧，这部好看多了。关键是……小志！and 剧情
(5星)	虽然只感觉五年后那短短的一段十分精彩，但你还要求多少呢？
(NA)	漂亮的男人,美啊...
(NA)	温暖的童话
(3星)	向来不屑偶像剧,感觉特没营养~~不过看在立威廉和不老男--林志颖的面子上瞄了几眼~~
(5星)	很好看的电视剧,小志帅呆了~~^-^
(5星)	我们的纪念！
(NA)	还行吧
(5星)	不要说我HC 小志还是那么帅 
(5星)	都很爱。
(4星)	在偶像剧里还算不错的
(4星)	林志颖还是很可爱
(NA)	tears````out of control
(5星)	很喜欢的偶像剧
(5星)	第一次接触偶像剧，感觉好好看
(3星)	有人愿意相信放羊的星星，却没有人愿意给我幸福。
(5星)	感觉前后风格完全不同，男女主角感情一波三折，尤为感叹，不过演的还是不错的。
(NA)	感动
(3星)	因为女主角是韩国人所以看的。剧情一般，很韩化。
(4星)	考完试后看了一个通宵……
(NA)	高中畢業了...就想...就想干想干的事..那時...覺得..這是絕對的現實..
(4星)	世上已无夏之星
(5星)	情节跌宕起伏，i like～
(5星)	不要因为是偶像剧就抵制，这个绝对是一部值得看的电视剧！感动！
(NA)	看完了
(5星)	原以为林志颖过期了，可是...还是很帅呀~&gt;&lt;
(4星)	经典！喜欢刘荷娜，表情丰富讨人喜欢，林志颖也变帅气了。李威的角色让人怜惜。主题曲我们的纪念也是越听越爱。收视率高是一定的
(2星)	我觉得挺不好看的呀~~~
(NA)	放羊的星星
(NA)	音乐不错 很感人
(4星)	林志胤很帅
(5星)	还是很喜欢小志！
(4星)	比一般的台湾偶像剧要耐看多了
(NA)	因为一集有一个多小时，下了很大的决心才去看很好看喔
(NA)	台湾也就拍到这个水平了...
(4星)	林志颖还是显得那么年轻，呵呵~
(5星)	俗套+俗套+俗套...居然还不错；永远的小志，吼~~
(5星)	不错
(NA)	457896
(NA)	以前并不怎么喜欢林志颖的，小鱼儿——傻傻的角色，但看过放羊的星星后对他的演技十分肯定，两种完全不同的性格，演技非常帅气，应该算是是我看过的最好看的偶像剧。极力推荐。
(4星)	刚开始朋友推荐没看，后来闲下来看了一集，就一发不可收拾了。。
(5星)	好喜欢看的
(NA)	有时候逃避不是办法。只有勇敢的走下去才能看到未来。我们不能做欧雅若。
(5星)	剧情很紧凑。难得的好片。  特别是小志在哦。。
(4星)	那场风花雪月的爱
(NA)	   很喜欢看，没个星期1早上一起来就看！
(3星)	童话 还行
(4星)	还行吧~  挺感动的~   但是不现实~
(5星)	好看
(5星)	很经典.还有哭呢
(3星)	吸引我的不仅是强大的明星阵容，更重要的是那波折的剧情，真希望有一个完美的结局
