http://movie.douban.com/subject/6123976/	最佳爱情 최고의사랑
(5星)	 点都有到，很好笑。            
(2星)	 大叔大妈的爱情故事。。看不下去了。。            
(4星)	 男主意外的很可爱，前十集很不错，后几集太煽情，结尾也有点仓促，总体来说还不错的喜剧。            
(3星)	 我觉得超囧啊！超囧啊！！！            
(4星)	 搞笑大叔啊~            
(4星)	 可爱的阿积西独孤真和非好感的具爱贞            
(4星)	 毒菇太抢眼了            
(4星)	 好爱大叔的鱼尾纹！！孔孝真一脸的过气样~真是选对人了 哈哈哈 从第六集开始 好像有些些烂俗            
(5星)	 好久没看韩剧了，这部很给力，每个角色都很有爱            
(4星)	 冲着车大叔和洪氏姊妹招牌看的戏，还不错~独孤真的经纪人和具爱真的侄子都演得好好呢~不过有N多的广告植入~            
(4星)	 越看越有点失望，车大叔过了            
(4星)	 车大叔，你就尽情的耍抽吧，我照单全收了。            
(4星)	 搞笑的~            
(5星)	 无敌萌大叔！！！！！！！！！孔孝真也很棒！！！！！！！            
(5星)	 我彻底沉迷了            
(4星)	 叮咚            
(3星)	 搞笑的归搞笑，，结局太烂了... ...敷衍~不过车大叔还是相当帅~~            
(5星)	 绝对萌叔啊。            
(5星)	 非常幽默的韩剧，真实的反映了我从贴吧、韩国论坛中了解韩娱圈的内幕。            
(3星)	 面对大叔和大妈的爱情我没有弃剧，已经很好了。最终还是因为那天无聊透了，过了那天这剧就弃了，也许因为看不惯没胡子的大叔            
(5星)	 5分给车大叔，4分给孔姐姐。郁闷啊，为什么这么好看的剧才3000多人看，为神马。            
(5星)	 很有趣，也很好看！一环接一环！            
(3星)	 说真的。。没觉得很好看。。不过很搞笑。。一些狗血。。            
(NA)	 请看完第一集 你就能对闫妮大妈脸和中年妇男眼线男 有所好感！我就是这么过来的！            
(5星)	 特别喜欢孔孝真            
(5星)	 如果女主角是美女，我不会看到结局，因为女主角长相的平凡让我感受到善良的真实性。大叔非常搞笑，韩国烂白菜都能打造成“美型帅哥”，但是本来就帅气的大叔做这么多搞笑又灵气的鬼脸，卖丑都卖的那么有创意。最佳爱情是真的最佳爱情。            
(5星)	 大叔是我理想型TAT            
(5星)	 大结局全是植入性广告嘛。疯掉了。            
(5星)	 虽然大叔不帅 可还是很迷人呢            
(5星)	 超好看！！！！！！            
(NA)	 女主始终爱不起来，看了两集的我决定放弃            
(4星)	 男一男二都很友爱            
(5星)	 虽然各种不完美，但这绝对是我2011年看过的最好看的电视剧之一~            
(5星)	 两个演技派碰撞出来的小火苗            
(5星)	 很久没有被韩剧打动了。没想到感动来的这么突然。开始时还有点接受不了女主角的长相——现在知道自己党史有多么没眼光。女主角是块璞玉，最最值得珍藏。而车大叔，现在已经深深烙在我心里——一个眼神，足以让我沉溺。爱情中没有别人。即使全世界都在唾骂你—但对于我，即使放弃全世界，也绝不会放开你            
(5星)	 终于迎来了大叔的新作~ 好开心~ 孔孝真也好可爱~            
(5星)	 泪奔啊，虽然男二是让人心疼的，但是男一看着更让人心痛啊！！！            
(4星)	 不错，会继续追，男猪脚不帅，但很有个人魅力声音也超级有磁性。。。            
(5星)	 噢。。。被大叔迷倒了。。。            
(5星)	 太赞了  ！ 洪氏姐妹每次都很给力，车大叔表情好到位   魅力十足            
(5星)	 小秋无意间看了第九集，觉得这会是个有趣的片子，于是看了第十集，发现这的确是部有趣的片子，遂准备补上前八集，虽然达不到广为流传的程度，但是片子可以给人温暖幸福的感觉，不会让人觉得腻。不得不说，车胜元这位40多岁的大叔很是有自己的风格，怪不得敢18结婚19生孩子活得这么嚣张~            
(NA)	 大叔好帅（¯﹃¯）            
(5星)	 男主角真是太太太可爱了，整部戏蛮轻松幽默的。            
(4星)	 实话说，车大叔看起来有点猥琐，孔姐姐外形太低调，但比起近期的一些偶像美型男的剧，这部剧反而更有吸引力，即便是如此幼稚的剧情！            
(4星)	 男女主角都木有美颜 胜在剧情  弃了 看不下去了            
(5星)	 超级逗趣            
(4星)	 重回少女时代的感觉            
(5星)	 很happy的剧            
(5星)	 我其实真的很喜欢里面的某歌 目前为止也没狗血的招人烦 也挺乐呵的 如果能保持就给5分~~~就是女主丑了点            
(4星)	 情节算紧凑不拖沓的了，但对猪脚真的萌不起来啊            
(4星)	 洪氏姐妹 有市场 喜感            
(5星)	 车帅很给力！            
(2星)	 不喜欢男女主角额～～～            
(5星)	None
(5星)	 看见大叔就是想笑啊!!!            
(1星)	 男猪不是偶的菜，女猪太丑~~~看不下去~~~！！            
(NA)	 太太太太好看啦！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！            
(3星)	 好久没看韩剧了 这部还顺眼 大叔卖萌什么的最吃不消了            
(5星)	 不舍得快进，怕错过车大叔的每一个表情每一个眼神。最喜欢听他说“叮咚”时候的发音，超有欧范儿~            
(4星)	 我疯了...            
(4星)	 还不错，车大叔很帅            
(5星)	 最近一堆韩剧中最心动的韩剧，连带着认识了极品大叔车胜元和他的市政厅            
(5星)	 值得品味的爱情 演员演技都很好————这部最喜欢洪氏的爱情故事，多美好的爱情，多美好——————美好的爱情~~~~  克服~~~~            
(3星)	 没这么高评价吧？男1无爱，男2不错~剧情没意思~10集弃            
(4星)	 四颗星，给车叔的~             
(5星)	 车胜元大叔你要不要这么可爱哦~            
(4星)	 好贱的男猪脚啊！！！            
(3星)	 大叔卖萌...男二是我的菜...            
(2星)	 据说很搞笑。第一集都看不下去，女主太老太老，男主也老，还自以为很帅。            
(4星)	 冲着大叔看的~~            
(2星)	 到第四集为止女主都还是很怂 忍不住想这种剧就是拍给和女主一样怂的人看的吧 哪怕车大叔演技不错又很好笑 也很难继续看下去            
(4星)	 車叔你就素表情帝，孔姐姐你素氣質完勝吖！！！！！！！最開始很不待見這戲，就因為它取了一個那麼俗の名字，結果嘛，演員討喜編劇給力真の很引人入勝，睇鳥第一集之後就預感之後有戲好睇```這年頭棒子國の戲碼趨勢令人匪夷所思鳥，難道都要男豬腳性格偏門外加表情豐富才能紅麼，雖然我很受用嘀！！！            
(5星)	 配乐也是亮点            
(5星)	 大叔超级有爱 喜欢死大叔了。。。如果生活中有这样的大叔 果断毫不犹豫扑到好吗！！！！            
(3星)	 竟然戳我泪点            
(NA)	 大叔好萌            
(NA)	 完全被车叔击中！叮咚~~            
(5星)	 贱大叔            
(4星)	 WULI车大~~~~醒不过来撒~~~~            
(4星)	 主役不愛 隨便看看 但劇本真的越來越吸引人            
(NA)	 啧啧车大叔你太萌了！我忍不住变身成为大叔控了！！            
(5星)	 哈哈，笑死了。。            
(4星)	 大叔想做的事 就会成功呀            
(4星)	 为着这个男人这部片子一定要追的。            
(5星)	 真的很好看，外貌协会的成员们也都去看看吧            
(4星)	 男一男二怎么喜欢上女一的还是不太明白，不过爱情有千百种模样，有爱情就好~            
(5星)	 happy ending.独孤娴好可爱啊~~            
(5星)	 叮咚~~~            
(3星)	 剧情不错 但是演员们真的太老了啊 我是偶像挂的            
(4星)	 都是演技派啊            
(5星)	 大叔超帅的好么~            
(5星)	 很久没有看过这么好看的韩剧了！车胜元太有魅力了！            
(5星)	 女主很治愈，男主初看很做作，再看很可爱，大力推荐！！！            
(4星)	 真的有这么最佳的爱情么吗?? 哈哈哈...幸福~~~            
(5星)	 轻松的节奏越看越欲罢不能，车大叔的气场真心强大            
(5星)	 大叔，可不可以别这么有魅力啊！太萌了            
(4星)	 出挑的韩剧太少了，孔孝真大爱！！！！！！男主角性格好可爱，哈哈哈，每集都会笑。最后一集看的好纠结。            
(3星)	 男猪太有爱了~            
(5星)	 好笑又感人，喜欢！很棒的一部剧——你值得一看！            
(4星)	 男主完全就是大叔版的黄泰京啊~            
(4星)	 很久没有这么有逻辑的编剧了。。。            
(5星)	 好看！            
(3星)	 车胜元大叔笑爆了。            
(5星)	 车帅又萌又帅！            
(5星)	 完全是车帅的个人秀            
(5星)	 虐            
(5星)	 车帅魅力不可挡！每一集都有让人忍俊不禁的桥段，看到一半揪心中，继续期待            
(5星)	 第八集出现了《燕尾蝶》的OST《MY WAY》！！！            
(NA)	 渐渐结束无耻生活            
(4星)	 男主女主果然还是暧昧时期最有看头，公开了神马之后再多粉红也都超级没劲            
(4星)	 搞笑，罗曼蒂克，心动。。原来并非只有俊男靓女的偶像剧，才能带给人惊喜...            
(5星)	 如果这就是结局，那就是吧            
(3星)	 女主木有演技的 表演 弱爆了            
(3星)	 我不懂 這部劇爲什麽評分那麼高 是真的有那麼好看嗎 孔孝真的表演其實沒什麼突破 車勝元油光蹭亮 個人覺得太一般了            
(5星)	 有年头没看韩剧了呢~            
(5星)	 别扭的人啊~~~大叔好别扭 喜欢死了·~~~            
(5星)	 两位的演技都很好。。。。。            
(4星)	 结局还不错。            
(5星)	 只能用最好看的韩剧来说明了            
(5星)	 虽然女主长的不咋的            
(5星)	 车帅的力作，绝对的给力。车帅的演技真是好的没话说。            
(5星)	 两个人的演技真的没话说，车大叔今年40+了吧，估计40+的男人拍偶像的已经绝迹了，但是车大叔掌控的如鱼得水啊，极其自然，没有娇柔做作感。洪氏姐妹真的很给力，洪氏的戏全啃了，部部都是治愈系。            
(5星)	 好久没看韩剧 一找就找到个这么喜感 有爱的剧！！车大叔太有爱了。完美的结局，最佳的爱情！！车叔 艺真的作品同期待！！以后都是我爱的人！！            
(5星)	 很好看，真的有特别的感觉！            
(5星)	 娱乐圈是个诡异的圈，你以为的真实，可能在下一秒全部颠覆。            
(5星)	 车胜元的演技搞笑功力真是厉害            
(4星)	 车演员  克服            
(5星)	 超好笑，车胜员帅死了            
(5星)	 要做一个内心强大的女人！            
(4星)	 蛮好看滴~~~            
(5星)	 最近开始萌大叔了。。。            
(5星)	 笑中有泪 后半部分有点后续无力了            
(4星)	 男女主人公长的都不怎么样。。不过蛮搞笑            
(5星)	 搞笑            
(5星)	 果然一如既往的好！！！！            
(5星)	 看到11集，喜欢死了            
(5星)	 并不认识的两个猪脚，在开篇三十分钟即抓住我的眼球，可爱的阿扎西，喜欢喜欢，现在已经是欲罢不能了            
(3星)	 大叔 你是韩版宽叔吧 大叔~~~表情帝啊~~哈哈~~~            
(4星)	 cute papa            
(5星)	 真的是太好看了.~每集都可以有心动的感觉!            
(4星)	 哎哟，瞅这位长腿叔叔疯抽的！——台词追不上CityHall，那就让抽疯更猛烈点吧            
(NA)	 小胡子大叔不要太性感，声音也那么磁性。扛不住！！！            
(5星)	 真逗啊~！哈哈！            
(5星)	 原本主角都不认识，但现在不得不说真的很好看。            
(5星)	 真的很浪漫            
(NA)	 我居然看韩剧了！一切都是为了大叔！            
(3星)	 大妈年老不给力，大叔卖萌聚人气。            
(5星)	 好看!车大叔萌翻了            
(4星)	 男主真帅，女主真丑！陈启华同学要是40岁还能长这样，我表示很欣慰啊，小鸡冻            
(3星)	 车叔有点过了,但还算不错            
(4星)	 表情帝--超级搞笑！！i love it!            
(5星)	 太正了!!!            
(NA)	 至今为止，这部是我在2011年唯一喜欢的韩剧，其余的就太老套了，没多大新意！            
(5星)	 充电器            
(4星)	 男主一定是johnnydepp的死忠饭啊~~·            
(5星)	 车叔太帅了！太帅了！有木有 ！完全沦陷了~~~~~~~~~            
(2星)	 純愛片好像不是我的菜            
(4星)	 如果没有原来是美男，如果男女主角颜更好一些，这应该又会是一部经典之作，我因为没有看全美男，并非颜控，所以在我看，这是一部保有优质水准的韩剧！可看！            
(4星)	 后半部分节奏太拖了，也不好笑，一味乱纠结，跟基调完全不搭，最后一集又仓促收尾，本来给五星的，最后还是减一星算了。            
(3星)	 女猪脚实在不怎么样..果断快进了最后两集..            
(3星)	 敢问，编剧把这剧编的对得起这么出色的250叮咚男主和迷倒众女女的完美男二吗？另，深深法令纹的女主为何能引发两男争抢的惨案，个人表示理解无能            
(4星)	 怪大叔太萌了.....笑死我啦            
(5星)	 搞笑啊，剧情太棒了。车胜元刮胡子的样子我笑死了哇哈哈            
(NA)	 看到第13集第13分钟。太欢乐了！大叔魅力，本来讨厌他长相。他笑一半突然停。我那皱得像橘子样哭笑不得的脸。复仇的冬柏花。抓鸡叮咚叮咚。红唇亲亲好开心。5集男二变萌。K歌秘书贱贱脸，男主踢腿我笑破肚。青蛙抱抱好萌萌。8集男主车转弯快开却慢，女主一敲车窗男主立刻开，没出息啊没出息！            
(5星)	 为了演员的演技给五颗星，五颗星都是演技！！！            
(5星)	 也太好看了吧，比尹恩惠和李敏镐的新剧都好看诶，完完全全是匹黑马啊，没有太出名的演员，但是编剧真不是盖的~            
(5星)	 车大叔是有多可爱啊            
(5星)	 这段时间让我又笑又哭的剧，悲催的男二啊。            
(3星)	 不是我的菜，对男女主角实在无爱。无聊的话可以打发下时间。            
(5星)	 大叔卖萌啊 大叔好有爱啊啊 车大叔—3—            
(4星)	 看过CITYHALL后，看此剧总觉得差口气，孔妹妹有金善雅朴实气息，但没有三顺的灵气，凑合看            
(4星)	 还行，三星半吧，最近不太喜欢韩剧了，喜欢医生，就他妈麻烦点。            
(5星)	 算是我看过最好看的现代韩剧了，还是在女主角不算美，男主角不算帅的情况下，难得~            
(5星)	 最高            
(5星)	 太太太太太太太太喜欢啦！！！！！            
(4星)	 轻松搞笑～延续洪氏姐妹的一贯风格～有胡子的车大叔真心帅～            
(5星)	 车叔要不要这么帅！！！电视告白的画面看了要不要哭一下！！！两个演技好的人，要远比帅哥美女档更具冲击力，继秘密花园后，最佳爱情又验证了这点~~车叔啊，长相100分，身材100分，人品100分，演技100分，爱情100分的男人！！！果断划入理想型！！！            
(5星)	 看了兩集,感覺不錯,挺好笑的, 大叔和女主都很可愛~            
(4星)	 典型的韩剧人物安排。演员，情节都很不错。推荐            
(4星)	 比一般de强点，大叔比较疯癫= =~            
(4星)	 夏日韩剧的亮点啊叮咚！萌大叔啊叮咚！男女主角演技好的叮咚啊！            
(5星)	 洪氏的戏都不错 这个最佳爱情 还有不少新意 女主 男主的性格都挺萌的 大叔的演技简直了 太棒了            
(3星)	 = =前八集还OK 后面就恶俗到不行~但还是勉强看完了            
(5星)	 cast挺强大的嘛            
(3星)	 除《秘密花园》外，唯一一部男女猪脚、男女配角都有好感的剧，——剧情太老套 额             
(5星)	 大叔控必看！大叔卖萌是犯法的！！！            
(5星)	 下半年最佳韩剧            
(3星)	 剧情设计还不错，只能说女主太丑了让我放弃跟下去了~            
(5星)	 好久没看过那么吸引我的韩剧了~~毒菇与国宝的最佳爱情~~欢笑与泪水~~赞!!!            
(5星)	 大叔各种破表            
(5星)	None
(5星)	 本季最好看的韩剧            
(4星)	 看到14集，弃了。算还不错的片，不过看到后面就有点提不起劲儿了。            
(5星)	 让我瞬间彻彻底底迷上车蜀黍~~            
(5星)	 爱死车大叔了！            
(4星)	 洪氏姐妹从没让人失望！！！            
(5星)	 车叔你把“元-DRAGON”演得如此恶心我还是忍不住看下去~~~            
(5星)	 本季最佳 被中年们萌到了            
(5星)	 好看  紧凑  不罗嗦  搞笑            
(NA)	 太搞笑了 爱            
(3星)	 车大叔还不错，女主还不够美好啊。            
(4星)	 挺有意思的。。。            
(3星)	 弃！！！！人家已经欣赏不了韩国电视剧了 越往后越是看不下去            
(5星)	 一开始的不相配并不能说明什么，只有一步步走来的两人才知道。什么是自己想要的。开花的土豆，四叶草，心脏的安全值6090。            
(4星)	 我要笑断气了            
(5星)	 一点点的坚持和感动……            
(5星)	 叮咚。。。            
(NA)	 作为一个外貌控 果断舍弃 投奔了城市猎人            
(5星)	 一直喜欢女主，也没失望。男主惊艳了，各种欢腾耍贱萌啊，看不出是40的人了，临了还小虐一把。各位配角客串也很有爱。总之Nice的剧。            
(4星)	 車大叔絕對是賣相與內涵兼備的極品！！！！賣萌超有愛！！！            
(5星)	 挺好看的。。            
(4星)	 只喜欢男二            
(5星)	 车叔我的爱~!            
(5星)	 好看死了!            
(4星)	 编剧好，感人~让人心疼心痛。。。            
(5星)	 笑死我了            
(4星)	 一开始进不了状态，到后面几集很控这2个人~            
(3星)	 十一集开始，弃剧。以后空的无聊再看吧，感觉ON AIR里说的那些编剧靠演员靠台词靠一二集收视率靠搞笑这部剧全中。但后面呢？            
(5星)	 happy ending!            
(5星)	 最近大叔猖獗· 受不了了！            
(4星)	 经历了一年多对韩剧日剧的倦怠期后重拾兴趣的一部戏（之前大热的秘花我觉得没意思）。虽然女主性格和表情都是模式化的棒子女主，但男主很跳脱，就算手术可能会失败，我也不要离开女主，我是国民明星，我不可能不伤害任何人，幼稚霸道的言语下藏着一个果敢深情痴情的男人（捂嘴偷笑）不过，小纠结小拖沓            
(4星)	 黑马啊。            
(3星)	 男二很像星梦奇缘的小民哥，很温暖            
(NA)	 尼妹吖，笑死姐了。            
(5星)	 搞笑            
(5星)	 差点因为演员就弃剧了。真的很好看，很好看            
(5星)	 男一男二都非常喜欢的剧，特别是面部表情，真是特好玩。惊叹5年前就看过女一的剧，一张岁月不老脸。。悲剧的是，现在看怎么那么像小沈阳家老婆？？            
(4星)	 车大叔很夸张的演技~其他演技都一般，剧情还幸亏大叔的演技~            
(4星)	 相比孔孝真，还是喜欢金善雅。车大叔的胡子飞了，看来我还是喜欢他的沧桑老男人味。又挖掘出了一可爱小胖子的童星。            
(NA)	 俗就算了。。。女主角太丑看不下去了。。。            
(3星)	 外表很冷酷，内心却很柔软，即使心脏坏了，还是要很爱你            
(5星)	 超级超级搞笑~            
(5星)	 秘密花园后最高            
(5星)	 正在追车胜元在里面完全颠覆   很可爱却也很自然最近有几部韩剧 我表示很佩服编剧  台词不矫情 细节也很有新意            
(5星)	 自《宫》后，没再坚持完整看一部韩剧，本来说《全部我的爱》跟完，可是佳人下车我也估计看不下去了。没想到这部剧简直把我迷住了，剧中每一个人、主配角都是演技非常非常好、也是没有一个让人讨厌的角色！            
(5星)	 真的很不错的剧            
(2星)	 没看完，觉得看不看无所谓            
(5星)	 感觉一般，喜欢男二            
(5星)	 很好看很好看～～～～秘密花园什么的都是浮云            
(3星)	 老男人的魅力，还算能看的韩剧吧~~            
(5星)	 大叔实在是帅呆了...            
(5星)	 好笑!!!男一男二..请随便给我一个吧!!!!            
(5星)	 终于看完了，追的特来劲儿。可能是中间太精彩了吧，后来感觉都不那么给力了。不过我还是力荐这部剧，它用各种方式体现出人的真心，理想和现实的冲突，虽然终究逃不过韩剧“爱情童话”的影子，但是还是无数次的感动我，教会我如何更好的去爱一个人。            
(4星)	 为男女主角            
(5星)	 车胜元，你个超级腹黑男！！！            
(5星)	 萌叔车抽抽的小动作和他的自言自语、自我幻想都是亮点。。。            
(5星)	 源仔！ 我想说 男主角的喜剧演技太强了~            
(4星)	 喜欢大叔呀~~~~            
(4星)	 大叔~~！！！你太帅了~~！！！！让我太激动了~~！！！！爱你~~！！！！！后面剧情好一般……            
(4星)	 大叔呼呼被打的室长那里也太可爱了吧！！！！理解很重要            
(5星)	 腹黑男的极致。行云流水，收放自如的演技。车大叔太帅了            
(NA)	 我好久没这么澎湃过了==车叔太爱了            
(5星)	 &#34;冬柏花”与“金达莱花”的故事已经上演，期待下次的花期。完美结局，小独孤太可爱了！！！            
(5星)	 O(∩_∩)O哈哈~  很开心            
(5星)	 好看死了，舍不得结局啊            
(5星)	 大叔啊            
(5星)	 后面几集没有前面给力了，但是还是很好看！~最后一集结尾的比较仓促，其实如果是20集的话会表现得更好！~大叔很有爱哦！~            
(4星)	 目前感觉不错，在追看，呵呵追完了，超级喜欢，土豆花啊，哈哈            
(5星)	 两位演技派演喜剧，超好笑            
(4星)	 越看越爱，赶紧更新~            
(3星)	 车胜元表情都好夸张哦。看了一半，果断弃之。            
(5星)	 完全搞笑～～            
(4星)	 烂尾减一星            
(4星)	 车大叔太帅了，还有，这里面的剧情是在影射玄彬宋慧乔咩~~~            
(NA)	 很搞笑~~            
(5星)	 洪氏姐妹的剧当然要支持！大叔卖萌神马的最有爱了！超KUSO！另外女主怎么越看越想闫妮呢。。。            
(5星)	 “能看到這樣的電視劇~榮光米達~~~”“叮咚~”超越三順上升為心目中的最佳韓劇~真是每一集都有驚喜~可以重復再看~如果非要挑出缺陷~就是大結局的結婚生子有點倉促~但不妨礙它成爲最佳~~~            
(5星)	 演技一流，编剧极致了             
(3星)	 洪氏姐妹的巅峰时代过去了啊……            
(5星)	 最佳男演员+最佳剧本+最佳爱情=2011最佳电视剧 继【秘密花园】之后！！！！            
(5星)	 喜欢心跳的感觉。车叔好迷人啊。            
(5星)	 好久了 又有了追剧的冲动~            
(3星)	 还是太假了            
(4星)	 看的时候入不了情啊  想着大叔的儿子跟我一样大...            
(5星)	   5月必追,,,车大你真的太可爱了!特别是电话联线那集,,,哈哈!~~            
(5星)	 这就是我们的最佳爱情。            
(5星)	 演技派啊            
(5星)	 超好超好！超爱车大叔～            
(4星)	 看了一半弃了            
(5星)	 车大叔实在帅            
(4星)	 第十集之后也不搞笑了，就不再期待了。            
(5星)	 卖萌的大叔啊！！            
(4星)	 还不错，蛮好笑的。。。            
(3星)	 大叔大叔            
(4星)	 孔孝真一直很路人OR亲切随和？车大叔一直很有型。            
(4星)	 十集后开始烂……不过还是追下来了            
(4星)	 很轻松 有意思            
(NA)	 挺搞笑的  但是也挺感人得            
(NA)	 车大叔长的实在不是理想的男猪脚，但是性格却可爱的不得了~            
(5星)	 老男人的魅力。。。            
(5星)	 第一集得笑点太多了...车胜元先生的演技爆笑....浓眉大眼,一个表情一个动作...完全就是搞笑漫画里走出来的；最后两集完全狗血，但还是笑着看完了~我超喜欢HAPPY ENDING的~~            
(4星)	 挺有意思的。车大叔太抽了。等着看~~            
(5星)	 大叔卖萌 扛不住的             
(5星)	 笑死我了！！！！            
(5星)	 “我害怕一时的意乱情迷，我之前那么多年的教训都会变得白费了。”            
(4星)	 虽然很韩剧，但是还是比较喜欢~~~            
(5星)	 同样，要写长评的            
(4星)	 车大叔真的真的很有爱。太可爱了！！！！！            
(3星)	 女主有种很奇怪的美感            
(5星)	 不愧是洪氏姐妹！完全赞！            
(5星)	 车胜元！！！！！！！            
(4星)	 车大叔太萌了。最后车叔说“能看到这样的电视剧是你们的荣幸”。哇咔咔，是的，能看着车叔是偶的荣幸！！            
(NA)	 最爱叮咚            
(4星)	 冲着车大叔来的，但是女主迅速吸引了我；车大叔演电视剧演的很high啊，不过我们尽管知道如此，也看的很high，还有女主，从头到尾没有换过发型……强。还是引用车大叔最后一句“能看上这样的电视剧，是你们的荣幸啊”            
(3星)	 不是生菜的翻版，不过这个题材的灵感应该来自生菜。男猪脚那臭屁样儿很欠扁，韩医生到是帅气体贴性格好，不过韩医生喜欢上女猪脚的过程有些不和情理，没有理由地就对女主有好感；最后要说女主长得不是一般的一般那。虽然有这么多不满，但依然认为这部剧潜力无限，比被热捧的“对我说谎试试”给力。            
(5星)	 结局完美。            
(5星)	 改掉之前评论的原因是，我完全被车大收了~2011最完美的韩剧~            
(3星)	 没有坚持看完，弃之，男女主角主要不很美貌，吸引力不足            
(5星)	 到目前为止 5星！！就是女主角。。。好吧 耐看型 以后有人要是夸我是耐看型我就翻脸了！ 车大叔好帅啊啊啊 果然耍宝型大叔我还是拒绝不了 比如秘密花园里的奥斯卡            
(4星)	 男二，男二。。。。好嫩肉的样子，好爱啊～～～            
(3星)	 不喜欢女主，其他都挺好            
(4星)	 车大叔的声音好性感！！！！！女主每次都跟声音好听的男主搭            
(4星)	 男主是别扭抽风的，男二是温润可爱的。对女二的喜爱是在秘密花园里面就建立了的。我爱车大叔重复一百遍！！！            
(5星)	 最佳大叔！！！            
(5星)	 本来是用来打发时间的搞笑片，但是笑着笑着就喜欢上车胜元了……怎么办……            
(5星)	 还好，纠结的爱情才是真爱～不纠结只是爱，不关乎情哈～            
(5星)	 这个超好看！！！！！！几年了都没有看到这么好的韩剧！！！！！！            
(3星)	 孔孝真虽然大妈脸但演得不错，笑起来也好看。            
(3星)	 这片很轻松，但其实也是很乏味的爱情故事。在谢霆锋和张柏芝闹离婚期间看这片，然后又看了范范和黑人结婚宣言那集的康熙，只想说，明星也是人，他们值得被祝福，谁都不一定有一辈子，没什么好咒骂的。车大叔太有型了，卖萌也要有本钱啊~            
(4星)	 总感觉因为美男剧的大火，洪氏姐妹开始刻意走夸张搞笑路线博收视率。当然，这招的确蛮奏效。女二还是在秘密花园里更招人喜欢啊～            
(3星)	 认识了车胜元，更喜欢孔孝真，他们演技令人印象深刻。就是编剧你是缺钱啊，都后面那么赶，太省了吧            
(5星)	 瞬间成为大叔控。。。。。这大叔太有性格了！！！            
(5星)	 好看            
(4星)	 不要烂尾，洪氏姐妹的剧情结尾总是做的不好。结尾还是觉得很落俗。            
(4星)	 萌            
(5星)	 甜蜜蜜~            
(4星)	 孔小姐总是演的那么自然            
(5星)	 他们两的搭配看着很舒服~小助理也很喜欢哟            
(4星)	 自从追完＜49＞之后，被极度反转的剧情，绿色的环保理念忽悠了之后，对最近的韩剧都不感冒。偶然开启最佳爱情，花了两天看完了。先说女主角，孔孝真很适合演这样的角色，从饼干老师星星糖，谢谢，她一直演绎这样坚毅隐忍的角色。男主角也很可爱，40岁的高龄能演成这样也很难得。            
(5星)	 好二的男主！！！！很可爱很好笑！！！他们的孩子长得太水灵了！！！！超爱            
(5星)	 nice,perfect,没有这部剧的日子我应该如何克服啊            
(5星)	 车大叔太有爱了，眼神深深深~~~            
(5星)	 车叔啊，正中我心啊。。扑通扑通。。从车窗里探出头拥吻什么的。。。泪光闪闪的大叔。。            
(5星)	 好好笑！~从《雅典娜》认识的车胜元~硬汉卖萌太可爱了！            
(5星)	 要不要这么快就大结局啊，我还没看够车叔卖萌呢！            
(5星)	 车叔大萌！            
(4星)	 超爱男二号的啊！！！！赐我个韩医师吧！！            
(2星)	 大叔可以再无聊点，没天没事做就知道对着女主角闹别扭。            
(3星)	 非常不错            
(5星)	 大叔原是最大的魅力            
(4星)	 大叔的抽风、买萌，不得l !!!这结局我挺喜欢的，虽然收尾快了点.            
(5星)	 车大叔            
(5星)	 大叔装萌惹人爱，实属不易啊！            
(4星)	 最有爱的始终是大叔啦            
(2星)	 两个近四十的中年男女卖萌。。。。实在看不下去了。。。。            
(5星)	 大叔，理想型啊~            
(1星)	 我表示很无语            
(5星)	 挺写实的，车大叔很搞笑            
(4星)	 有趣有趣。……n久之后回来把话讲完。有趣有趣，但是也就是就韩剧的基准而言的。            
(4星)	 独孤真只能是车胜元，必须是。。男二号，咦，为毛总觉得跟毛方圆长的有点像呢，为毛为毛            
(5星)	 近半年内，唯一想疯狂推介的韩剧，偏偏看的人不多。为了孔孝真，尹继尚，刘仁娜而看，意外看到裴涩琪，顺带喜欢上车大叔~            
(5星)	 太还看了吧，有个这样的老公好幸福，可爱、坚强、神马都有了            
(5星)	 不能保护她谈什么爱            
(4星)	 还不错呜  考雅思中的轻松剧            
(5星)	 萌神车大叔~~❤            
(5星)	 叔儿你太萌了~            
(NA)	 洪氏姐妹的片子看着都挺高兴的~~车胜元大叔气场依旧~但是为什么我会不时觉得孔孝真同学长得像朱咪咪呢。。这可不是好兆头啊好兆头。。            
(5星)	 近期韩剧里最靠谱儿又好看的吧，但是剧情实在是不讲究……三星给第1、2、3、4、11、14集，一星给车演员的表演，一星给拼盘式的配乐和OST。            
(5星)	 太欢乐了            
(4星)	 克服！！            
(4星)	 大叔卖萌            
(5星)	 纯粹的爱！            
(5星)	 这些年看过的最好的韩剧            
(4星)	 不错 看了这句爱上了车大叔 哈哈            
(4星)	 喜欢虽然夸张但不失自然的车大叔            
(5星)	 结局好幸福啊！            
(5星)	 迷上车叔了  完全魅力大叔            
(4星)	 喜欢开头‘叮咚’那一段，部分台词太雷了            
(5星)	None
(4星)	 结局是美好的 我也就安心了            
(4星)	 稀罕车大叔的小眼神  这个给力 就是最后有点仓促了            
(5星)	 喜欢孔孝真,结局真温馨啊            
(3星)	 还行，但我觉得并没有很好笑，剧情也没什么很特别的啊。            
