http://movie.douban.com/subject/1922656/	法证先锋
(4星)	 It&#39;s great。可是怎么办，每次看到欧阳震华圆圆的脑袋我就想到我家表弟            
(5星)	 NN的。我的五一献给了TVB的侦探片。好在真的是部很给力的侦探片            
(5星)	 TVB这类最给力了 杀人破案 叼翻            
(4星)	 看是看过的，但不记得了，蒙嘉慧跟欧阳最近都没出现了啊            
(5星)	 我的madam leung啊&gt;&lt;            
(NA)	 和美剧比起来，不给力诶            
(5星)	 经典的港剧~            
(3星)	 中            
(NA)	 哎呀。超级喜欢欧阳震华。。            
(NA)	 欧阳震华不愧是tvb福将，林文龙很帅！喜欢蒙嘉慧的小资范儿~            
(4星)	 我的最爱 第二部就逊色了            
(4星)	 想看第三部~快出来啊            
(3星)	 先看的2，差不多啦            
(5星)	 看的我这个上瘾啊～～～            
(4星)	 跟前几部不太一样，so又继续第二部了。            
(NA)	 是不是任何聚集都是第一部最经典呢。            
(4星)	 还不错啦            
(5星)	 如果没有钟女神，这个剧会更好            
(4星)	 喜欢案件喜欢恋情喜欢人物            
(5星)	 非常非常喜欢，1和2都看了好几遍了，期待3～            
(3星)	 林文龙还好啦。            
(3星)	 法政人员好pro好威~            
(5星)	 案子还可以 我是无比喜欢实录类破案。第一次看：欧阳 顺眼； 蒙嘉慧 顺眼 ；林文龙 顺眼。第二次看这剧的时候 汀汀 也顺了 她和古泽琛的爱情 我开始微笑 甚至念念不舍......            
(3星)	 钟嘉欣可以忽略。            
(5星)	 突然觉得蒙嘉慧很有气质。第一部看完，开始看第2部。            
(5星)	 有欧阳震华...我就心满意足了╮(￣▽￣)╭            
(5星)	 培养推理能力。。            
(3星)	 上个月在学校陪室友有一集没一集的看。基本处于我看前十分钟预测后八十分钟剧情的状态。不怪TVB不给力，只因为本小姐阅片无数啦~~            
(5星)	 钟嘉欣真的太丑了            
(4星)	 第一部的蒙嘉慧真的很英姿。我喜欢。            
(4星)	 梅小青之後的作品會讓你珍惜這部戲            
(3星)	 据说这个推理还靠谱点 试试看            
(4星)	 我无聊了就看这个            
(NA)	 小胖子演的电视就是好看啦。。。哇哈哈哈            
(4星)	 这个类型的我最喜欢了            
(5星)	 经典！太高科技了 案子很精彩            
(5星)	 无论是剧情或是感情戏都很精彩（虽然被我看出了些BUG），发现蒙嘉慧和钟嘉欣都很漂亮，当然是不同类型的美。结尾被我哭的淅沥哗啦，我果然很感性XDD            
(NA)	 yoyo太帅了太帅了！！然后我真不喜欢苦大仇深型的胖胖所以多希望她能跟Dr.古走到最后。。不过linda的角色蛮适合的 可能是最早没被骂得那么惨的角色之一吧= =Dr.古各种靓仔不解释^^我的法3有这个水准我就知足了T T            
(5星)	 小生啊。yoyo给林文龙多好            
(5星)	 挺好看的            
(4星)	 欧阳震华~            
(4星)	 欧阳震华好可爱啊 像加菲猫            
(2星)	 粗糙CSI抄袭            
(5星)	 当年寝室四人围着一台本本废寝忘食看啊看啊看。。。。            
(NA)	 实话实说。。。我觉得加菲猫真是家养好男人。。。。嫁个这样的人真好。TAT（两眼冒星星）            
(3星)	 打发下时间还不错            
(4星)	 蒙嘉慧长的真的很有味道            
(4星)	 喜欢TVB 。            
(4星)	 不比《鉴证实录》逊色。喜欢蒙嘉慧和欧阳震华的配对。            
(5星)	 一天看了16集，不打算看第二部了            
(5星)	 很不错，法医、法政类型的            
(4星)	 因为喜欢的演员而看的            
(3星)	 不错的·····男猪脚为什么都不演电视剧了？？            
(4星)	 果然有欧阳震华的片子还是不一样~而且算是tvb近年来很不错的刑侦剧了。。。            
(4星)	 10年寒假看的，不错的            
(5星)	 钟情TVB的电视剧和演员。。。            
(4星)	 期待第三部，没有理由！            
(5星)	 YOYO！            
(5星)	 真的很好看~~            
(4星)	 和失恋的疯女人一起看港剧真是可怕“怎么又是感情戏，能不能赶紧有案子”…啧啧            
(4星)	 有些桥段过于牵强,anyway,值得一看            
(NA)	 百看不厌            
(NA)	 喜欢丁丁和古医生的那段爱情            
(5星)	 据说第三部蒙嘉慧要死了？！真不想啊~~~            
(NA)	 个人不喜欢蒙嘉慧，觉得很丑            
(4星)	 每一部都很好看，很喜欢这种类型的片子。            
(5星)	 好看~            
(4星)	 喜欢            
(4星)	 Bobby实在是型            
(4星)	 几个主演都不错            
(NA)	 真的很好的片子！！            
(5星)	 看了之后竟然会颇受感动            
(4星)	 没有小时候看鉴证实录的那种刺激了。            
(5星)	 就是喜欢欧阳震华！            
(4星)	 这类型的港剧就是这个样子的吧，跟美剧精密细致步步为营是比不了的，胜在更生活化，看着亲切！蒙嘉慧最有爱！            
(4星)	 剧情结合爱情。            
(4星)	 有些话有点做作。但整体还是十分好看的            
(5星)	 也是很不错的电视剧， 第三快出来了            
(5星)	 蒙嘉慧            
(4星)	 经典的TVB哈哈~~            
(5星)	 顶。。。。            
(3星)	 第一部没有第二部好看，第一部人物太僵硬            
(NA)	 弃..            
(5星)	 最好看的之一。            
(5星)	 何止风靡一时，堪称经典，尽管有伪科学，但并不影响我们的兴致。从此喜欢钟嘉欣。            
(3星)	 相当弱智。拜托你不要一本正经地说那些自以为专业其实基础得不能再基础的“专业判断”。还有那个钟嘉欣，您知道扮可爱和真愚蠢之间的差别吗？表老是露出一副白痴的表情诱惑我一锅铲拍死你。            
(4星)	 想当年觉得很好看。现在再看，好一般...            
(4星)	 TVB刑侦剧最后的绝唱！            
(5星)	 以前看一的时候觉得一般，但是和二比起来就一个天上一个地下了            
(5星)	 欧阳和蒙嘉慧的组合美妙~~~            
(NA)	 两部都看过了，很不错！打发无聊的时间！            
(5星)	 没什么太喜欢的角色，不过案子真是很精彩，看得出编剧很用心。特别是敖嘉年出演的第一个案子，太精彩了~            
(NA)	 大爱欧阳震华。    “用科学伸张正义”  一切都是用证据说话~            
(4星)	 里面化验部份的剧情很专业啊，虽然案子还是老套了点，不过欧阳震华演得好好哦。            
(5星)	 爱上的第一部香港警匪！ 总之好看！            
(NA)	 这肿么好意思……一次添了这么多条看过的港剧……我我算不算是看港剧长大的嘞？？            
(5星)	 高sir            
(4星)	 蒙嘉慧真的是太漂亮了，欧阳震华的角色一直都很有爱～～～            
(4星)	 Bobby~            
(5星)	 很好看            
(5星)	 知道什么叫百科全书的男人吗 请看此剧            
(4星)	 专业知识很吸引~~            
(5星)	 儿时梦想            
(5星)	 欧阳震华 蒙嘉慧 林文龙 钟嘉欣 四个都喜欢            
(5星)	 蒙嘉慧很萌            
(5星)	 爱tvb，挺好看的，从头看到尾            
(4星)	 先看的鉴证实录，于是觉得前者较为曲折，法政有点过正==             
(4星)	 演技真不错，喜欢呐~~            
(NA)	 太好看了~破案太厉害了~            
(3星)	 小说连环杀手案不错，片子包括了很多法证的常识，看下来还挺有满足感的，只是情感部分的刻画逊色了不少。学粤语的垫脚石。            
(4星)	 虽然没有CSI那么精彩，但我自认为还是很不错啊~哈哈。很喜欢~            
(3星)	 刚开始的案子还不错，后来就有点凑数的感觉，最后的案子有些漏洞，一开始就能看出来凶手是谁，大致上就还好PS：林文龙挺帅的~~            
(4星)	 一直很喜欢这个系列，曾经一度有当法医的念头= =            
(5星)	 相当地不错！            
(4星)	 好看！！！            
(5星)	 爱            
(4星)	 现在看来有很多似曾相识啊。            
(5星)	 高彦博真是太帅了~yoyo和bobby的组合是我的菜            
(4星)	 蒙嘉慧好漂亮            
(5星)	 既经典又经典！！！            
(4星)	 you are my angel            
(4星)	 期待第三部啊~~~蛮久之前看的~来标一下            
(5星)	 最喜欢的破案电视剧，超好看，不看可惜了，超喜欢小柔            
(4星)	 真帅！            
(4星)	 蒙嘉慧蛮漂亮的            
(5星)	 看到开头差点没看下去.个别有吓人.            
(3星)	 蒙嘉慧挺有气质的             
(5星)	 很喜欢的一部TVB片            
(4星)	 能看得下去，总觉得想在完成任务            
(5星)	 4个主角里三个喜欢的 绝了！            
(4星)	 有cp啊啊            
(5星)	 很好看~~~            
(3星)	 啦啦啦啦啦....就是不喜欢那么多无聊的感情戏啦....            
(5星)	 比第2部好看太多了，，然后发现里面竟然有法拉和李思捷 而且演夫妻 喜欢古医生            
(3星)	 案子简直不行！~            
(5星)	 欧阳震华的作品，我喜欢的推理破案剧            
(5星)	 喜欢喜欢            
(4星)	 佩鲁贾留学生之友            
(NA)	 这是我最喜欢的            
(5星)	 不错的！            
(5星)	 tvb很多这种探案片            
(NA)	 我觉得法证好神奇啊             
(3星)	 现在的破案剧凶手都没什么悬念的            
(NA)	 不错            
(4星)	 老片子 依旧有TVB的经典            
(4星)	 不錯！喜歡推理的片子            
(5星)	 好看~么么            
(5星)	 大爱Bobbie和蒙嘉慧…虽然过了好久还是很赞            
(5星)	 好看            
(NA)	 看了1又看2，呵呵，都很喜欢~~~            
(5星)	 Tim永远那么睿智，那么理智，当之无愧行走的百科全书。但是太理智了不好，对于小柔，疯狂一些比较好。            
(5星)	 这是经典，值得推荐！            
(5星)	 我爱死欧阳震华了！            
(5星)	 将法证发挥的淋漓尽致，当年刚出道的配角现在都顶起半边天了。最后一个case较拖沓。第二部某佘出现，顿时没兴趣看了。            
(5星)	 第一部才是经典！            
(5星)	 当时一连接着看了三部…………            
(3星)	 忒先进了，还是爱真正的推理。。。            
(5星)	 法证系列最好看的一部。            
(4星)	 靠，看过了的            
(NA)	 一本正经的欧阳震华没啥意思了~            
(4星)	 虽然差不多每个凶手都猜着了，但是整体来说还算不错了……还老科普~            
(4星)	 Tim Sir 小柔 阿Sam 汀汀 好和谐！            
(3星)	 蒙嘉慧好丑            
(3星)	 好看            
(4星)	 Tim Sir 是我最喜欢的类型了~可惜Bobby有点胖……            
(4星)	 喜欢看的类型，警匪破案片一直是我喜欢的，剧情及主角都哈。            
(4星)	 喜欢欧阳震华            
(4星)	 经典的            
(5星)	 喜欢欧阳震华            
(NA)	 貌似要出法政三了嘛            
(5星)	 精彩还会在第三部中出现嘛？            
(5星)	 我喜欢港剧            
(5星)	 我的林汀汀 ！            
(4星)	 仿的csi，但是欧阳震华很好，为他加了一星            
(5星)	 I love Yoyo            
(5星)	 又重温了一遍  等着第三部的到来  欧阳震华一如既往的让人着迷  这个男人真是无可挑剔            
(NA)	 为了欧阳震华才看的！            
(4星)	 看过法政先锋1、2个人觉得还是不错的，虽然没有逃脱香港警匪片的范畴，但是连起来看还是蛮精彩的，第一部为2做了很多铺垫。到最后我们看的时候都在找里面的问题啦。            
(4星)	 永遠的經典吶！            
(4星)	 我爱看的类型，鉴证实录后难得的同类题材精品。            
(NA)	 最近又在看TVB            
(NA)	 记得当初很迷高sir和他的罗卡定律。。。            
(5星)	 还不错，林文龙很帅            
(5星)	 觉得蒙嘉慧特别好看,不过高sir和madam的感情理智得惊悚....            
(5星)	 不错啊~好久都没看到这么好看的刑警类的片子了。。。            
(4星)	 凡走过必留下痕迹            
(4星)	 只限于第一部。我好喜欢那里面的蒙嘉慧~            
(4星)	 蛮好看的            
(3星)	 如果没有钟嘉欣 可以再加一星            
(5星)	 欧阳震华，心中好男人典范，体贴、有智慧、顾家！            
(4星)	 欧阳震华演的连续剧必看。。。            
(4星)	 欧阳震华的戏，很好看。林文龙也不错。            
(5星)	 很喜欢            
(5星)	 我是多爱TVB，我是多爱刑侦片，熬夜看完的片子            
(5星)	 TVB有好剧            
(NA)	 借鉴的比较高明的CSI，即使像是翻拍也很有看头            
(5星)	 比第二部好看多了。            
(4星)	 喜欢欧阳！            
(5星)	 喜欢里面的演员，演的也非常棒。林文龙帅，第二部郑嘉颖和佘诗曼就是绝配，喜欢他们俩个一起。哈哈，欧阳震华稳重，是个好男人！            
(5星)	 法政系列一直不错            
(5星)	 经典            
(NA)	 欧阳震华 堪称经典            
(NA)	 喜欢看这些破案之类的电视OR电影。            
(4星)	 诶呀呀这电视剧害的我啥事都干不成了            
(4星)	 林文龙。            
(4星)	 喜欢欧阳...            
(5星)	 无敌好看            
(4星)	 虽然模仿CSI的痕迹很明显，但是也算是改编的不错了。            
(5星)	 欧阳正华还需要多说什么吗！！！            
(4星)	 香港版的CSI。改编得还能接受            
(4星)	 大学的记忆            
(4星)	 最后一幕够狗血！            
(5星)	 我喜欢！            
(5星)	 刑侦类，爱。            
(5星)	 不合适就不能勉强 原来做不成恋人真的可以做朋友            
(5星)	 蒙嘉慧~~            
(NA)	 ...            
(5星)	 难得好剧            
(5星)	 超越不了的经典？            
(4星)	 刚看完，感觉这个比《读心》好。            
(4星)	 没想到豆瓣上给分也这么高啊，反正我觉得是蛮好看的。一口气看完，支持一个！小柔和汀汀我都喜欢啊，怎么办呢？O(∩_∩)O哈哈~            
(NA)	 更喜欢1            
(3星)	 看。            
(NA)	 编剧有点洼。。疑犯一露面就能猜到是凶手。情节都被猜到就米意思了。。            
(4星)	 可惜证据大于推理            
(3星)	 好久前的了吧。            
(4星)	 当时觉得还不错吧            
(5星)	 经典！            
(4星)	 对这种剧没有抵抗力，很不错~第一部比第二部剧情更饱满~            
(5星)	 喜欢就是喜欢            
(4星)	 香港拍这种套路的倒还能接受            
(4星)	 不错。            
(4星)	 鉴证科又掀高潮            
(5星)	 好看啊            
(5星)	 不错            
(5星)	 喜欢看这种有思考性题材的电视剧  同时演员风格也不错  可爱的丁丁 钟嘉欣  林文龙身为法医却出版了很多书籍，而很多人却学习他书中的杀人方法来杀人              
(4星)	 一向喜欢香港的这种侦探片            
(3星)	 love 欧阳震华            
(4星)	 高科技破案，有效率，人才            
(5星)	 满足所有我的需要。爱情，侦查，节奏够好。            
(5星)	 如果爱勘探剧的千万别错过            
(4星)	 TVB最擅长的题材，还有欧阳震华坐镇，能差吗？            
(4星)	 完全为了善琛一丁小couple看了二之后追看一啊啊啊~~  我要看善琛一丁的前缘哦啦啦啦~  好鐘意阿sam啊 以后要是也搵到这样的靚仔一定要追返啊~            
(4星)	 挺好看的~好多熟悉的脸啊~            
(5星)	 TVB近年查案类剧集的最佳            
(4星)	 那个编剧真是太过分了，第二部里居然把叮叮弄死了，古法医真是太帅了~            
(4星)	 相比之下我更喜欢第二部            
(4星)	 某个暑假用了两天的时间看完的。            
(4星)	 有Bobby的港剧就没有不看的道理哈哈            
(4星)	 几好看，虽然都是有好多抄袭的桥段。            
(NA)	 好看            
(5星)	 一直很喜欢这类型片子，曾买回大量的csi准备细读，但才看一集就看不下去。。。囧，这个片子却看的很入迷，原来看片子也有关国情啊            
(4星)	 嗯，YoYo姐的造型什么都不错，林文龙好帅啊，Sam 琛法医……            
(5星)	 有些剧总是第一部最好看            
(5星)	 只喜欢看第一部！            
(4星)	 破案的，喜欢……            
(5星)	 法证先锋比谈情说案好看            
(5星)	 长见识。            
(5星)	 港劇中難得的一部讓我難忘的電視劇~            
(4星)	 好看!!!            
(3星)	 无声的证据。            
(4星)	 对此类tvb无抵抗力。。。            
(4星)	 第一部看的很过瘾,节奏掌握的刚刚好.四位主演也很有默契,感觉很好~很喜欢里边的蒙嘉慧            
(NA)	 好爱            
(4星)	 TVB破案类的剧都不错看啊~            
(4星)	 那个，我比较想知道Tracy是怎么杀人的            
(5星)	 这部很优。。            
(NA)	 喜欢古医生，开始觉得林文龙真不错。            
(5星)	 TimSir，Sam哥。。法医也可以很型。            
(5星)	 胖子不错            
(5星)	 经典老片  只看过一...            
(5星)	 第三部快点出！！！！！            
(5星)	 一直很喜欢悬疑的警匪的。这部很不错。就是为了林文龙看的，很喜欢丁丁和古泽琛！Dr.古，太完美了。            
(5星)	 我记得是很好看的            
(5星)	 有一个案子把我吓到了            
(5星)	 感性与理性的完美结合            
(5星)	 期待法证3！！            
(4星)	 第一部好看。            
(5星)	 很棒的片子。             
(4星)	 蒙嘉慧很不错啊~            
(4星)	 在我看来《CSI：LV》是神作，这不可是说仿神作，还是很值得一看的，我曾经一晚上没睡看了六集！            
(5星)	 yoyo 同 bobby 几夹～～            
(5星)	 真的很好看，看了几遍呃            
(NA)	 越来越无聊的警匪片。但是法证先锋还是可以在我心目中排的上队，可能是因为近几年的片子都不怎么样!            
(4星)	 很好看。。。            
(5星)	 大爱！！！  欧阳震华            
(5星)	 很喜欢!尤其是古泽深!            
(5星)	 破案的，好看期待第三部。。。。            
(4星)	 TVB的这种小成本快制作的肥皂剧最让人无语。。。。。。剧情很好，演技很好，但是。。。场景实在太糟糕了！！！            
(4星)	 就没人觉得林文龙和郑嘉颖真的很暧昧吗，我是说角色当然……            
(4星)	 我就当科普片看看            
(5星)	 喜欢欧阳            
(4星)	 这部戏谁没看过……            
(NA)	 我的口味！ 案子也不错            
(5星)	 电视剧里还算不错的了里面的小仪器 很诱人            
(NA)	 欧阳震华演得真是棒~~~~            
(4星)	 近几年来，比较让人愿意看到电视剧。作为TVB的粉丝，非常喜欢 欧阳震华，而TVB每次做的专业电视剧都特别专业，这是优点，赞赏。剧情也还不错。推荐            
(4星)	 是近几年来较好的侦探剧了！            
(5星)	 欧阳震华是只大号的加菲猫&gt;,&lt; 林文龙很有型 =v=            
(4星)	 案件片永远是我的软肋，让我联想起同样经典的《鉴证实录》。            
(5星)	 欧阳胖胖很帅!            
(4星)	 好劲啊。好鬼高科技。劲爆。            
(3星)	 2008年？？            
(4星)	 我爱YOYO，不解释            
(NA)	 不错，期待第三部            
(5星)	 大爱            
(4星)	 让我想起深夜躲在寝室里看电视剧的日子，值得回忆            
(NA)	 好看好看            
(4星)	 重看了一遍..            
(4星)	 除了感情线有点乱。。            
(4星)	 近几年港剧里，看过的最好的侦探片。            
(NA)	 林文龙！！！            
(4星)	 第一步的剧情相当好 很刺激 近几年此类片子一直再走下坡路啊 欧阳正华真适合演这种角色 蒙嘉慧不是我的菜==            
(3星)	 还是技术路线，不过有点假~不如鉴证实录那么经典            
(5星)	 还是不错的推理剧~            
(NA)	 家好月贺的水兵兵没让我喜欢上蒙嘉慧，却在法证先锋里喜欢上她了，她的气质感觉蛮知性的。            
(4星)	 经典中的经典，我在等第三部            
(5星)	 好看！有欧阳震华当绝对的主力就爱，嘿！蒙嘉慧在里面很知性，没有抢过欧阳的风光，他们淡淡的理智的爱情也恰到好处……第二部就挺烂的，出来个佘 三个男人围着一个女的转……捧人不用捧到这么做作就是……            
(4星)	 好看呢~~~            
(5星)	 这类片我都没有免疫力~            
(NA)	 很喜欢在欧阳震华戏   支持~~            
(5星)	 挺好看的！可惜没有3.林文龙还是越看越帅，欧阳震华宝刀不老。            
(4星)	 其实看的太久了，已经差不多案情都忘了= =            
(5星)	 Bobby之于TVB真是卡密撒嘛的存在啊 &gt;/////////////&lt;            
(NA)	 比2 还看，期待3            
(5星)	 早就看过的了 翻来覆去的看 每个案件都能背出来了            
(4星)	 扣一粒星系因为钟嘉欣……她演戏真系……唉……尤其系喊噶场面，我都替她shame            
(3星)	 天上地下的演技对比            
(3星)	 随便看看不错的剧集！            
(3星)	 还是不错的。            
(5星)	 第一部最经典了!!            
(5星)	 这个好像是几年前看的，很喜欢看！只是里面的科技好高哦，都不知道现实生活中有没有？            
(5星)	 bobby少有的正经，和蒙嘉慧很有feel，依然不习惯钟嘉欣的表情            
(4星)	 老好看了，钟嘉欣还是比较适合演配角，她当不起主角的。。烦人            
(5星)	 第一部很不错            
(NA)	 挺经典的，等着出第三部呢！            
(4星)	 恩，喜欢看！            
(NA)	 。。。。。。我好期待第三部啊！！！！            
(5星)	 上个月又重温的一部经典之作，这样的剧集恐怕是再难超越的！            
(5星)	 非常非常的好看 第二部更好看            
(4星)	 超级爱这部剧。。每一集都有很多专业的知识可以学习。。而中间穿插的感情戏也好喜欢。。欧阳震华从小时候开始就看他演的各种警察片。。屡看不厌啊。。但是我很疑惑的是。。为什么每次出事的都是警察局的办案人员各种关系的人呢？是没钱请配角了？这点很不爽            
(5星)	 欧阳震华演的电视都挺不错的            
(5星)	 很精彩            
(4星)	 巧合太多 主角都是扫把星            
(NA)	 我看中了林文龙。            
(4星)	 第一部，抄CSI姐也忍了            
(4星)	 大赞            
(3星)	 先看第二部再看的第一部，那个Copycat的案子其实想想就知道了，谁会带着手套开车却脱掉手套戳人家轮胎的？            
(4星)	 实在是太经典了，当死者已经很惨了，还要躺在解剖台上，真是惨呀            
(NA)	 拍的比内地的好太多！尤其是在相关的法证法医的知识普及方面。            
(4星)	 bobby和蒙嘉慧很配            
(5星)	 经典啊~            
(5星)	 法证题材，新颖，案子也很精彩。            
(NA)	 很好的一步电视剧            
(5星)	 很喜欢！很精彩            
(NA)	 美剧看多了 就觉得这个太。。山寨了            
(5星)	 爱死蒙嘉慧了，她好漂亮呀！！            
(NA)	 非常好看！            
(NA)	 大爱……打算再看            
(5星)	 最爱Tim Sir，蒙嘉慧在欧阳震华面前演技还欠火候，不过很是看好这对剧中情侣，原来林文龙也很帅            
(5星)	 一和二都看了。相比较而言，更喜欢第一步。案情是比较吸引我的地方            
(4星)	 感觉我也在破案。            
(5星)	 经典~            
(4星)	 第一部还真是不错，第二部没什么可讲            
(5星)	 就是喜欢啊            
(4星)	 1.案子很精彩，一环扣一环2.跟法证2一样，总觉得感情戏来的挺突兀的3.不喜欢林丁丁这个角色，欧阳震华演技一如既往的棒，古泽琛真是魅力男啊            
(4星)	 还算近年可以的悬疑剧            
(3星)	 明显抄袭CSI，连老g的台词都翻成中文照搬。案子完全被人物的狗血爱情搅合成了龙套            
(4星)	 比《谈情说案》的剧情好。            
(4星)	 不错！            
(4星)	 前段时间和同学一起看的·其实之前也看过了·可是又想再来一遍·呵呵·超喜欢里面的男人·正派的男人个个好啊·要是身边有个高sir就好啦·不管是我的什么·只要在旁边就觉得有安全感呐·亲密点更好咯·虽然是老片了·但是这种片子还是很喜欢喔·嘿嘿            
(5星)	 对TVB的破案类电视剧一直很有爱            
(4星)	 真想从头再看一遍，可惜没时间。            
(5星)	 观众要看的就是专业的。每个人都有性格，是我喜欢的。|果然经典！欧阳震华好赞！蒙嘉慧在里面好漂亮！第一次好好看林文龙的戏！钟嘉欣的造型实在是…相当喜欢！            
(5星)	 最喜欢tvb的破案片了            
(3星)	 还可以 没有第二部好看            
(5星)	 好看！！！            
(5星)	 很喜欢            
(5星)	 就最近几年的水准来说绝对值五星            
(4星)	 经典~~小时候的最爱            
(4星)	 看了以后想当法医。            
(4星)	 破案要找证据，证据要靠科技            
(4星)	 精彩。            
(5星)	 能让认继续看下去的理由            
(5星)	 哎呦 不错哦~~            
(4星)	 曾经有个人叫瘦瘦的看N遍。            
(5星)	 虽然编剧逻辑不咋样，但还真的挺好看。            
(4星)	 一直很喜欢的电视剧~            
(NA)	 喜欢嘉慧的气质。。。            
(5星)	 相比第二部还是第一步比较引人入胜，紧凑，感情线索明确，胃口吊的够足，让人舍不得落下任何一集，绝对值得一看！！            
(5星)	 喜欢古医生            
(NA)	 哈哈。仲系香港嘅警察同埋法医片精彩啊~心水呢种风格。好多年前都系经典。            
(4星)	 一直很喜欢的TVB风格            
(4星)	 1果然比2好看很多            
(4星)	 很不错~            
(5星)	 !!!            
(5星)	 巨无敌喜欢~            
(4星)	 案情太简单了吧....第一个故事也不知有什么悬疑的，一看就知道是谁...... 钟嘉欣的头发是一个比一个狗血 ******* finished 向神经质到顶点的钟嘉欣致敬欧阳胖胖我还是喜欢陈小生            
(5星)	 酷            
(5星)	 许多细节令人深思，许多种感情给人以启示，这几集电视剧，令我的粤语融会贯通，我该好好谢谢它。            
(5星)	 高中的时候和忱忱谈论得很杂劲啊～啧啧，蒙嘉慧真漂亮～林文龙真帅～啦啦啦～～            
(4星)	 欧阳震华 剧集的保证            
(3星)	 很傻，这种需要严密推理的故事和美剧比起来真是差太多了            
(4星)	 歐陽震華是個可愛的胖紙            
(5星)	 喜欢欧阳震华 喜欢刑侦剧            
(1星)	 太难看了！            
(4星)	 晚上看的时候我会怕欸   蛮好看的            
(5星)	 真的有全才~~            
(NA)	 很喜欢，什么时候出第三部啊？            
(5星)	 真是喜欢蒙嘉慧啊            
(3星)	 不伦不类的csi翻版            
(5星)	 欧阳和蒙嘉慧我一直很喜欢的组合。。。自从看了陀枪师姐4            
(5星)	 支持欧阳震华            
(4星)	 额滴林先生啊，活生生被包子毁了            
(4星)	 欧阳胖了            
(5星)	 BOBBY~~            
(4星)	 很喜欢欧阳震华，呵呵，那种可爱又有趣又淡定~~            
(NA)	 赞            
(5星)	 第一部永远比较经典。            
(5星)	 最后一颗星加给演员们的。            
(5星)	 大爱的一部，经典。            
(4星)	 追的最全的一部港剧。            
(5星)	 欧阳很赞            
(5星)	 虽然有抄袭CSI，不过还是港剧的一个创新~~            
(5星)	 欧阳震华不容错过~~~            
(5星)	 我要看三！！            
(5星)	 刑侦剧有爱            
(3星)	 没有想象中那么好。案件深度不够。            
(4星)	 法证+法医+重案组,不错不错！！            
(NA)	 娱乐用的。。。            
(4星)	 里面两个女人总算看顺眼了——2010.7            
(3星)	 说教有点过，但是推理的理智和科学还是给人留下深刻印象，另外感情戏处理的一般，但也不差，所以算是中规中矩吧            
(NA)	 喜欢这类型的。            
(NA)	 上学期我们这帮宅女在寝室看的....甚至有人不吃不喝的为了看这个很不错的....一惯的TVB风格 可是谁让俺喜欢这风格呢            
(5星)	 赞！            
(4星)	 MA……还算不错的剧，起码信息量很丰富~            
(4星)	 四星            
(4星)	 从另一个角度破案，很喜欢            
(5星)	 好看            
(NA)	 好片子            
(5星)	 这几年TVB最好看的刑侦剧            
(3星)	 TVB强势来袭            
(4星)	 第一部虽然是模仿CSI,但模仿得还算OK,第二部英国马传真就看得我吐血了~            
(3星)	 觉得有些情节挺幼稚的。可以打发时间。欧阳震华，总是演这样的片子。。。            
(5星)	 破案类的巅峰！！            
(5星)	 港剧我很爱．            
(4星)	 这个还靠谱！            
(5星)	 TVB的这类剧还是没说的~！力挺！超爱欧阳震华~            
(4星)	 智慧的最高境界是运用于无形之中~~            
(4星)	 欧阳震华的演技真是，看完之后，觉得不敢和他说话了            
(4星)	 除了鐘嘉欣這個煞風景的 其他都很好。            
(4星)	 TVB典型的双生双旦的组合。男主女主兜兜转转好似兜错圈的路线。剧集抄CSI也抄出了港式精品剧的风味。因为这部戏开始欣赏钟嘉欣的表演气息。            
(4星)	 喜欢欧阳震华            
(3星)	 欧阳震华的作品我都比较喜欢.            
(4星)	 港剧看这么多，对林文龙始终没feel，欧阳震华严肃起来还是很好。            
(4星)	 挺好看的            
(4星)	 TVB刑侦加欧阳震华一向我大爱            
(NA)	 好像从这喜欢上yoyo            
(4星)	 感觉1比2好看。            
(4星)	 好久没看过欧阳震华出来了  挺想他的 从小看他的连续剧长大的            
(4星)	 欧阳叔叔，其实我是你的饭= =即使你们在盗版CSI= =            
(5星)	 爱呀，里面的人都比较喜欢，剧情也不弱智。            
(5星)	 太经典了            
(4星)	 睿智的欧阳胖胖！！欧阳胖胖扮演的角色太完美啦！            
(4星)	 这几年破案剧里最好看的一部啦，要求不要太高            
(5星)	 腐            
(5星)	 那些案情真的挺吸引人的，也增长了不少见识，哈哈。            
(4星)	 很有当年刑事侦缉档案的气势，更科技了，但总感觉经典并不那么容易超越~再回看20年前的命运快车，他俩的气质真的是丝毫米变啊~            
(5星)	 演员棒+剧情精彩，一向最喜欢tvb的警匪悬疑，有法政元素更是绝对的一级好看            
(NA)	 超级喜欢的电视剧            
(5星)	 Doc. 古真是太完美了...欧阳胖胖简直是无敌了，演得太睿智了...            
(NA)	 喜欢侦破片            
(5星)	 很好 以及别看普通话版            
(4星)	 法证冬菇            
(3星)	 江玉郎，你不要再给我纠结了            
(5星)	 good            
(3星)	 这部剧认识的林文龙。            
(4星)	 算是比较别致的一部刑侦剧            
(3星)	 推理还不错，很喜欢林文龙。温文尔雅又心思缜密～～            
(5星)	 超级喜欢            
(4星)	 香港版的CSI。拍的不错啦~~~            
(4星)	 还可以。            
(4星)	 比第二部好看            
(4星)	 欧阳胖子好久不出来了。。。            
(5星)	 剧本身就很吸引人，此外这是让我喜欢上钟嘉欣的戏，赞一下            
(4星)	 记得还不错。            
