http://movie.douban.com/subject/4082304/	鱼跃在花见 魚躍在花見
(NA)	 大爱张智霖~想吃好多好多寿司~            
(4星)	 结尾张智霖奔跑那段好帅啊，迷倒了~~            
(3星)	 在小日本地震前看完的 什么都不想说 一味的港式恶趣味~            
(3星)	 好狗血 好狗血 要不要楞个狗血嘛 各种狗血！！！！！！！！！！            
(4星)	 我想吃寿司我想吃寿司了，啊啊啊            
(5星)	 看完超迷寿司。张智霖唱歌和洪卓立好像！！！！！            
(3星)	 想学寿司。。。            
(NA)	 原来寿司那么多讲究，看的我好想去吃一顿真正的寿司啊！            
(3星)	 看的我贼想吃寿司啊。。。            
(3星)	 寿司啊寿司，肚饿啊肚饿~            
(4星)	 追追也无妨。            
(4星)	 听了几集算不算？额。。。好不。寿司还是很有诱惑的。。。            
(3星)	 好吃~好吃~  PS：松哥真滴老掉嗮……            
(4星)	 不错，看的我留口水            
(3星)	 美食很吸引～張智霖保養得非常好～            
(3星)	 后面结局俗气了点            
(NA)	 喜欢里面的音乐 美食             
(4星)	 美食+美景+帅到掉渣的大仙+越来越顺眼的杏儿。            
(5星)	 这一次TVB的偶像剧，画面颜色很好看呢。            
(NA)	 一天10集地看完了  以前我们说要吃鱼 鱼店装修了 说要去蕉叶 蕉叶倒闭了 说要去北海道 日本地震了 还有很多很多  所以我们最终也万劫不复            
(3星)	 喜欢张智霖，没办法~~~杨怡与谢天华那对的情感纠葛真的很莫名很无趣啊……            
(5星)	 张智霖 为了他给的五星啊！！剧情确实狗血了好么！！还好欢喜冤家这段我还是很喜欢的好咩？！！            
(3星)	 就是冲着张智霖看的 情节一般般 不过让我对寿司很有爱            
(3星)	 结尾太冲忙了，不够丰满啊~            
(4星)	 四星都是给演员的！剧情非常TVB。            
(4星)	 北海道很美            
(4星)	 三吗路，soga~~~~~O(∩_∩)O哈哈~            
(3星)	 惹得我最近很想吃寿司呀！！只可惜宁波的寿司不太给力。。            
(5星)	 张智霖TUT童颜有没有!!!!!!!            
(5星)	 通过一个剧集了解一个行业。            
(4星)	 前面还蛮好看的 后面就无聊了            
(4星)	 尼玛弄得我巨想吃寿司好吗！！！！！！！！！！！！！！！！！！！            
(4星)	 名字给人一种很土的感觉...实质倒还蛮好看的            
(4星)	 原来做寿司这么多学问啊~！！！超爱胡杏儿，又爱酒窝男，姐很博爱，有没有！！！            
(4星)	 它有很多地方我不喜欢，比如我原来一直喜欢的杨怡，现在看看觉得好烦；比如我一直不大喜欢的胡杏儿；反正就是有地方觉得不舒服。不过这部片子很喜欢，喜欢张智霖，喜欢里面的寿司，喜欢百目鱼神，嘿嘿，看得很高兴，一路上一直看下去了，超想吃寿司啊            
(NA)	 鮟鱇鱼，很熟悉            
(5星)	 很久没睇过一整部戏了            
(NA)	 难得萌一次胡杏儿cp还没好结果，剩三集还是不看了。            
(5星)	 张智霖啊。。。美食啊。。。北海道啊。。。喜欢。。。            
(5星)	 蛮好看的 平稳的 日本美食馋死人了~~            
(4星)	 板长寿司赞助地            
(4星)	 看到一半～感觉是现代版美食界射雕英雄传～前面还行，不过据说会烂尾～            
(4星)	 过度的要求就成了挑剔　其实TVB也有在努力求新啦　明媚清新神马的　都有的　大仙果真永不会老啊            
(4星)	 看了这个好想吃寿司~            
(4星)	 TVB的好片子之一。            
(3星)	 寿司OK，风景OK~好多人都说好，但我确实不明到底哪里这么好。。最中意的还是主题曲啦~            
(3星)	 美食美景 还蛮搞笑 看完想吃寿司            
(3星)	 结尾如果不是恶心的失忆可以4颗星，当然，是给寿司的= =            
(4星)	 剧情转得太快 有D烂尾            
(4星)	 一部香港连续剧成了专业的日本料理科普片，感觉有点虎头不对蛇尾。不过还是挺好看的。            
(3星)	 看的我只想吃寿司~            
(4星)	 日本好美~            
(NA)	 好看，插曲也很好听            
(NA)	 无法拒绝的寿司 无法抵抗的张智霖细鱼 无法不喜欢的杏儿            
(4星)	 整部剧都让我很有食欲，可是为什么非得在最后狗血的来上一笔~            
(NA)	 看了之后勾起了我对寿司的欲望            
(3星)	 chilam怎嘛还这么嫩- -|| 但能不能表跟胡杏儿配一对啊(￣.￣)||||。。PS:laughing 锅好帅&gt;3&lt;            
(4星)	 如果不是烂尾，是一部很不错的港剧，演员都很赞            
(4星)	 大爱张智霖            
(3星)	 冲着寿司看的，剧情很一般            
(4星)	 好好味啊~            
(4星)	 为了ChiLam才看的这个…            
(4星)	 喜欢做白日梦的男主啊哈哈...(吃了防腐剂的)张智霖很适合这种无厘头的角色...胡杏儿在里面很可爱啊....就是谢天华和杨怡？            
(5星)	 Chilam好kwaii啊，大爱寿司~~~~~~            
(3星)	 又给我来失忆的戏码 真是够烦的了。不过 寿司都好好看呐 好想吃的。            
(3星)	 张智霖青春不老吖~            
(4星)	 看了想吃寿司~            
(NA)	 我好无聊看了一整晚！！！！            
(4星)	 冲着里面的寿司看的，剧情一般般，就是背景换在日本的北海道，有点新鲜            
(4星)	 張智霖可愛慘了            
(4星)	 好久没看过这么短的港剧。。。            
(3星)	 剧情很狗血，情节很韩剧，外景很美好，美食很诱人，女人的妆都太浓，大仙穿来穿去就那么两件衣服，浪费了大好的帅哥            
(3星)	 张智霖！！！不老传说！！！正！！！我爱！！！            
(4星)	 TVB版将太的寿司            
(5星)	 我要吃寿司~            
(4星)	 最爱吃的东西之一~寿司哒%            
(4星)	 为了张智霖，我还是给了4星。说实话，我还是喜欢当年的杨怡，有种淡然的美好。如今红了，妆太浓~~            
(3星)	 张智霖好帅            
(5星)	 烂尾了+1唉`不过张智霖还是很帅吖`            
(3星)	 做寿司很好看，感情戏俗了。            
(4星)	 我脑里还是那个挥之不去的初哥哥形象...            
(5星)	 最近在看，被里面华丽丽的寿司震撼到了。还有一句，友达以上，恋人未满……            
(4星)	 好喜欢北海道~~美食  真的好搞笑！            
(3星)	 前半部分美食美景赏心悦目，后半部分制作费用骤减吗？烂尾挺可惜的。            
(3星)	 看点一：张智霖不老童颜，这么多年依然是罗子健的脸啊，萌；看点二：北海道优美风景，看得人垂涎啊，偶要度假，偶要去北海道啦~~；看点三：刘松仁可爱卖萌，太牛叉了，卖萌扮可爱什么的居然没违和感，赞；看点四：女主造型都挺靓的；看点五：眼花缭乱寿司满天飞，看得人好饿好像吃日料啊~~demo切记，剧            
(5星)	 最近在看。。。            
(5星)	 还不就是为了看张智霖。。完全是。。            
(4星)	 想吃寿司！！！前半段蛮轻松的。。。            
(NA)	 张智霖！            
(4星)	 每次看的我都很饿。。。            
(4星)	 食欲阿。寿司阿。鱼阿。文化阿。日本阿。屋子阿。装潢阿。物品阿。什么什么等等阿。            
(3星)	 剧情就不谈了，实在是没什么好谈的~显然不如之前一部《和味浓情》好。好在此剧男主不错，女主也不丑。最好的还是日本美食和北海道风景。其他的都是浮云。            
(3星)	 剧情有点狗血，但是寿司看上去不错哦！            
(3星)	 无数狗血的剧情和狗血的台词拼凑而成的欢乐的肥皂剧            
(NA)	 it will be a wonderful ending            
(4星)	 想吃寿司啊！！好想吃寿司，有木有！            
(3星)	 北海道风光片~~~张智琳没有法令纹，没有皱纹，皮肤好过谢天华太多太多太多了……            
(5星)	 轻松爽气的剧集哇，真的很喜欢。虽然不是值得5颗星的完美剧集，老套的地方也不少。但在畸形和孖姜可爱的相处方式、北海道清新的空气、纯正寿司的视觉诱惑下，让观者无比享受，这或许是2011TVB第一部值得一提的剧集了，老套无聊无剧可看的尴尬情况下，鱼跃就是一道彩虹，照耀泥泞的道路并不艰辛            
(4星)	 semaru shokka哎！张智霖啊张智霖，你越来越搞笑了此片肚子饿的人千万不能看！            
(5星)	 我也不想这个剧大结局! 只有小小的失忆是败笔 无损            
(5星)	 想去北海道，爱张兄弟的颜，爱里面的插曲，2011年觉得最舒服的一套剧。            
(NA)	 TVB2011的新片剧情还是很老套的延续心机人物篇不过寿司很养眼，看完后极度想要奔去寿司店吃寿司张智霖结婚了同样充满童趣哦我对室友说：“他真不属于衰老型男人”            
(2星)	 这个剧里张智霖真的好萌~~            
(4星)	 剧情比较狗血，但是摄影师拍出来的效果真是太好了。还有配乐，如此和谐。在吃素的时候看别人一道道上美味可口的寿司，真是……            
(NA)	 我是花痴，一直支持张帅哥~~            
(4星)	 Love episode 20            
(4星)	 看完了还是不知道这个名字是什么意思。。电视本身还是比较好看的，不乏笑点不乏感人之处            
(4星)	 第一次完完整整地把个TVB整个看完，对美食毫无抵抗力啊~现在发现胡杏儿也很可爱嘛            
(NA)	 看的时候很馋，想吃寿司，看完大吃了一顿，吃多了，于是到现在都不像吃鱼生。。。。。。            
(4星)	 比三星多一点，比四星少一点，为了张智霖还是四星吧TT            
(4星)	 加一颗星给张智霖和美味的寿司            
(4星)	 一部tvb电视剧集合了四个我都喜欢的演员，与人物好坏无关。刘松仁老戏骨插诨打科难得演歌搞笑的角色，北海道美丽的风景还有好吃的寿司。张智霖还是一样的萌，那个假面骑士的动作太可爱了。            
(2星)	 情节就是一直比赛，很无趣。张智霖演这么简单的人物，四平八稳也没有看头。            
(4星)	 大仙就是一个活宝，太多内心戏了，太可爱了！            
(3星)	 看完啦 看完啦 姐姐不能吃生鱼 会过敏的。。。。            
(4星)	 诱人的寿司，美丽的北海道风光为这部剧情一般般的电视剧加分不少。            
(3星)	 记得睇粤语版本。北海道风情画+寿司料理。            
(3星)	 哎美食的部分各种口水&gt;&lt;~但是剧情额...各种狗血大集合~~女主一直掉东西不然么剧情不能发展是不?张智霖好帅和谈判专家那会都一样的~~~            
(3星)	 多少总让人看到《将太的寿司》的影子，很多桥段都是直接拿过来用的，虽然有喜欢的演员在里面，可惜港剧在拍美食剧这方面还是欠缺专业和精致的水准。            
(5星)	 oh my god ！张智霖不能这么帅啊！太招人喜欢，不好，不好！            
(5星)	 好看~喜欢张智霖。            
(3星)	 张智霖依旧水嫩嫩只是和胡杏儿真心不配呀。            
(4星)	 壽司！            
(3星)	 小喽啰一天突变大泛光彩，然后循环播放，打击-逃避-鼓励-重振河山-在受戳-在逃避.....果然光靠寿司撑不起啊！！！            
(4星)	 是相对的四颗星。只看孖姜，畸形和慕容生那part还是不错的            
(4星)	 寿司看着好诱人啊~            
(4星)	 张智霖真是帅死了            
(4星)	 寿司看着好吃            
(3星)	 看好开局，可惜到中后部剧情就开始拖沓啦，内心戏也不出彩，可能压缩到15集效果会更好。配乐不错，HOLD ME LIKE A MOUTAIN至今还没找到完整版的，记住一句话“友达以上，恋人未满”。            
(3星)	 普及寿司知识算是亮点，剧情延续港片套路，可以猜中80%。            
(NA)	 很喜欢张智霖胡杏儿这一对哈哈哈啊哈            
(4星)	 小温馨 小搞笑 大美味！张智霖还是这么靓仔，好久不见的TVB剧角色很有爱啊~胡杏儿真的越来越靓啦~我喜欢            
(3星)	 n个人推荐了看的，但很失望。情节虽然紧凑却比较老套，对食材的解说感觉很照本宣科且浮于表面不够具体，或许因为作为寿司主材的那些鱼类都离自己太远，而做生鱼片的刀法又是普通人民望尘莫及的（老实说学了真的也没用...），以至于没有切身感受。相对而言更喜欢《食客》以及《深夜食堂》            
(NA)	 大爱张智霖！！！好男人怎能不喜欢？？            
(4星)	 为什么这么多年过去了，张智霖还是给我很赤子的感觉            
(4星)	 还不错，最后一集有点狗血，张智霖很可爱啊            
(4星)	 北海道的风景啊美食啊，都满吸引人的，细鱼和姜姜还有百目鱼神，三个活宝，太搞了，还有一对就比较拖拉，总体还是不错的，当然大家还是要忽略那狗血的最后一集。。。            
(3星)	 里面的寿司真的看起来很好吃~ 表演和设计上可以看得出来很用心 可是又有种很匆忙的感觉 什么都没有做好然后马上就上结局 这是典型的想学没有学好的例子            
(3星)	 看着就饿了            
(3星)	 烂尾 但张智霖童鞋真的太太太童颜了            
(3星)	 chilam真是万年十八岁...越活越年轻。            
(3星)	 寿司拍得很诱人啊，连我这个超不爱生鱼片的人也有点蠢蠢欲动。。。还有就是张智霖真是不显老啊~~            
(4星)	 边看边想吃寿司！！！哦一西~            
(3星)	 张智霖为嘛都要接不负责任没有担当的角色。以及，他都不会老么。刘松仁相当可爱。谢天华锁眉的表情从头到尾，他稍微放松一点会好一点。没有这么抬眼胡杏儿了。杨怡真是惨，每一部片都好多哭戏。总体一般。            
(4星)	 虽然不怎么中意港剧，但是这部里面添加了许多港剧不曾有的成分，类似动漫感觉的那种，又是关于寿司和北海道的，不错呦            
(4星)	 可以学日本料理的港剧，最爱融合            
(3星)	 张智霖童颜不老，好帅啊            
(NA)	 结局有够狗血啊            
(4星)	 满有爱的。。。后半段属于套路型。。。。但结果还不错。。。            
(NA)	 完全在看寿司和张智霖的帅。            
(5星)	 寿司buddy            
(4星)	 简单的故事，嬉皮笑脸不更事的弟弟磨炼记            
(4星)	 猪排和寿司很搭嘛~哈哈。猪排也是有尊严的！！！寿司buddy萌翻了            
(4星)	 饱眼福，不错。。            
(3星)	 囧里个囧。。。            
(4星)	 实在是讨厌谢天华，杨怡怎么看都土，远比不上佘诗曼            
(3星)	 FUNNY~            
(5星)	 板长！！            
(4星)	 整部剧完全在看两女猪脚秀衣服。。tmd编剧太烂了，虽然这是我最近挑来看还看得下去的港剧。一句话，tvb的好剧越来越少了，编剧越来越烂了。            
(4星)	 承袭了TVB一贯的作风，虎头蛇尾。不过剧情还是很新颖，没有走那些老套的步伐。看完这部片子的直接后果就是想吃寿司，于是带着老妈去吃了缘绿。相比以前吃寿司，这次吃的更加仔细，用心在体会味道。            
(5星)	 看的我超想吃寿司的…            
(3星)	 TVB的剧情真可以老套的几乎没有新花样了，但是寿司对我的诱惑真的是很大，小动画很有爱，大仙儿真是大仙            
(4星)	 来看张智霖的            
(NA)	 张智霖和胡杏儿分手的时候的那首英文歌什么?            
(4星)	 比较逗 适合消磨下雨天的时光            
(3星)	 喜欢张智霖 。。娃娃脸的男人。。。            
(3星)	 不知道是不是想在20集里面说完整个故事的缘故，有些情节进展突然了点。。。刘松仁不错！            
(3星)	 tvb的就快进看吧，看完以后想吃寿司了...            
(5星)	 五分全给张智霖，好萌的说~小鱼大度、善良、活泼、可爱。。。大鱼贱男淫，和茏分分合合两次了，不长记性！太糗了看完了，最好坏人都变好人了，不错            
(3星)	 越爱越伤害 真是折腾人 想吃寿司啊~            
(4星)	 TVB总是有个好的开头。。到后来就不知道是什么了            
(4星)	 不坏哦。猪排猪排，我笑爆了。比胜者为王4好看多了，张智霖啊张智霖，小时候好迷。而且我真的好想吃寿司啊！！！            
(5星)	 温暖的好剧+美食美景            
(4星)	 鱼至赢就是翻版杨光嘛！！！张智霖不管十年还是二十年，颜永远都是那么的嫩！！！             
(4星)	 结尾有点草率总体还过得去，有让我想吃寿司的欲望            
(4星)	 一口气追完哟。            
(NA)	 寿司  寿司  我要恰寿司  我要去日本北海道玩！要去，要去            
(4星)	 张智霖哪像40的人啊，简直是跟当年演天地男儿的时候没差嘛，还是很帅气，酒窝很可爱哈！很喜欢他在里面扮演的小赢的性格~整部都很好看，看完了勾起我想吃日料的欲望。。。最后的结局很喜欢，典型的港剧大团圆结局，但又在最后一集杀出个小插曲然后峰回路转了下，不错不错~            
(NA)	 很有喜感的电视剧，不过再怎么娃娃脸的大眼仔还是老了，时间真是一把杀猪刀啊~~            
(NA)	 唯一的感觉就是想吃日本料理            
(5星)	 because of Chilam            
(4星)	 第一次觉得杏儿这么美，时间可以历练美            
(3星)	 虽然剧情有点突兀，但是还是近期看的比较不错的            
(4星)	 还可以。。。。 张智霖真是不老男。。            
(3星)	 冲着看起来非常美味的寿司给多一星，刚开始几集还好，可是看到后面觉得剧情真的很牵强。不过在减肥的时候看这部片子真是煎熬。            
(5星)	 整部戏不长，就20集。。。。            
(4星)	 喜欢美味，诙谐可爱            
(3星)	 一看到LAUGHING和杨怡两张苦瓜脸我就想换台。。两个人这种长相就不要再苦情了好嘛！！！！            
(3星)	 嗯,张智霖很好看.....            
(NA)	 大家说我花痴，不过我就是迷恋大仙。嘿嘿。电视剧还是多好看的。            
(3星)	 剧情最后还是落入了俗套……            
(3星)	 还行吧。。。            
(5星)	 啊啊啊。。。我可怜的流量            
(4星)	 我愛有食物存在的電視劇~特別是看著別人做，會覺得很幸福~~            
(4星)	 轻松欢快的片~~~大爱日本料理            
(3星)	 泡菜+宝岛，狗血灰常。北海道风景很美。寿司好看吃不到。刘松仁先生真是戏精。虐爱那一对的主题曲选得太肉麻。喵的，又是下雪、萤火虫，要么就是缘分物件。编剧你至于这么懒么，摔！            
(4星)	 虽然是老套路的欢喜结局，但是………………            
(NA)	 很TVB的剧，让我又有了高中时看TVB时的感觉，只是感觉TVB有点像韩剧发展的趋向了.还有就是看完了非常想吃寿司。很爱日本料理题材的电视。            
(4星)	 我爱寿司~~~            
(5星)	 美食 张智霖 北海道美景 撒狗血兄弟反目 老套失忆  大团圆结局~~~满分阿哈哈哈            
(4星)	 畸型 孖姜            
(4星)	 蛮好看的，搞的我很想吃好吃的日料~~寿司啊寿司！！            
(3星)	 结局太tvb 全剧属于让你对日本寿司大感兴趣 食欲很好 2星给寿司 1星给谢天华            
(5星)	 啊啊演完啦~~鱼仔破罐子破摔的样子好像我=-=矮油我其实对电视剧的要求不高的傻逼的地方忽略不计有爱的地方大把抓才是王道~~张智霖的酒窝鱼生的食欲啊你明白QAQ            
(5星)	 對於一個愛壽司 又喜歡日本文化風景的人表示 好好看            
(4星)	 张智霖还真的没变             
(5星)	 好温暖，好幸福的剧集，没有特别多的爱恨情仇，更多的是人和人之间曾经沧海后的亲情，太美好了            
(3星)	 總體還行吧。。勝在劇情&amp; 男主（1 &amp; 2）原諒我對女主無感。。劇情讓人看完瘋狂想吃壽司，怎麼會有那麼漂亮的料理。。太贊了。            
(4星)	 我爱寿司。            
(3星)	 为了张智霖而看，杨怡和laughing接吻雷到我!            
(NA)	 别让他们说你该知足。只有你知道什么是你的幸福。            
(3星)	 很不喜欢胡杏儿，，没想到她竟然帮大仙配 我了个去 -  -剧情都点莫名其妙，，没想象中的好看，，嚣哥和小龙女这对真是，，哎 还我laughing 还我姚金铃            
(NA)	 老罗英语学校许岑推荐！据说看到前几集就会想去吃寿司！我看我第一集都撑不下来哈哈哈~            
(3星)	 看得很像吃寿司，北海道很美，张智霖很帅气，胡杏儿和他爸挺喜感的，另外一对pass            
(NA)	 要不是张智霖就不看了 结局太……            
(3星)	 只爱畸姜两只            
(5星)	 张智霖，张智霖~只为你。            
(4星)	 前面不错，后面又狗血了，唉。。。            
(4星)	 又要爱上张智霖了~~            
(4星)	 爱上寿司            
(5星)	 必须值5星            
(4星)	 直接看了最后一集~果真有捧着小白花奔跑啊啊啊~@dailol 关我神马事啊啊啊……囧            
(NA)	 张智霖真可爱~            
(5星)	 张智霖，不老的酒窝男            
(4星)	 好爱张智霖啊~~~！！！！！            
(4星)	 孖姜&amp;畸形.....            
(4星)	 为了不老的张智霖和看了流口水的寿司~            
(2星)	 就看了赶脚日拉饿，TVB的剧越来越没逻辑了...             
(3星)	 烂尾啊。。真够狗血的。前面好笑，张智霖很帅。            
(4星)	 昨天是大结局，电视中的慕容さん、優しいですね。はは。。。            
(4星)	 吼美味啊。。。            
(NA)	 软广告啊软广告  杨怡我以为你是奸角啊居然面成这样 胡杏儿你敢不车祸么敢不车祸么我一猜即中   仍然是本季最好看的港剧恩            
(3星)	 寿司看起来还不错            
(5星)	 谁让这是大仙的片子，女主再丑我也忍了。大仙的阳光活泼善良温柔好心男到底要演到哪一年呢？哎哎……            
(4星)	 最后姜羌失忆情节太俗套~            
(4星)	 俗but可爱 ^_^            
(4星)	 颜控+吃货~            
(4星)	 断断续续终于都还是看完了，很感人很幸福很有创意的结局            
(4星)	 想吃小嬴做的壽司            
(4星)	 现代版中华小当家。。。厨师神马的最有爱咯。。。            
(5星)	 很浪漫的爱情电视拍摄！传统的行业斗法！家产争斗案！大奶二奶三奶戏！            
(4星)	 轻松的TVB            
(4星)	 片头曲加上张智霖真的好治愈啊            
(5星)	 有冇一株鱼跃心情给花见            
(5星)	 TVB出个好剧挺难的，这个算不错了            
(1星)	 因为阿童美女说，这个简直把所有呕的剧情都集中在了结局了。一猜就中~~~~还来好几个花样~~~            
(4星)	 好片。            
(3星)	 = =看完我特别想吃寿司！！！            
(3星)	 寿司大餐 虽然不爱生食            
(5星)	 寿司寿司！大仙大仙~！            
(3星)	 依然是传说中的大完美结局。最感兴趣的还是里面的寿司。            
(4星)	 剧情有点狗血            
(4星)	 张智霖刘松仁很可爱，美食美景。            
(3星)	 寿司~~~~~~！             
(5星)	 要不要这么好看            
(5星)	 我的茶~总能在张智霖眼睛里看到那么那么诚挚的眼神~港剧的味道~没有家族的勾心斗角~看了我很窝心~            
(3星)	 起初很喜欢，给了4颗星，角色和人物关系的设定都恰到好处，合理紧凑却不复杂纠缠。料理题材，TVB向来懂得把握，北海道的外景和美味的sushi，更是增色不少。可是看完觉得只配3颗了。结局给人草草收场的感觉，不精巧，失了情致。化敌为友皆为瞬间，失忆重逢悉在弹指，还有人物未交待完全。            
(4星)	 這一次。張智霖和胡杏兒同學的角色都相當討喜。嗯。很可愛的劇。邊看邊想吃壽司。不錯。哈哈。            
(1星)	 日本人吃寿司是因为古时日本的烹调技术还是相当落后，很多东西都是生吃了，现在居然居然变成了佳肴~~~            
(4星)	 虽然狗血 但是张智霖还是好萌，还有你今年到底多大啦？！！！！            
(5星)	 剧里的寿司比剧情好看，不过闲来无事看看也可以消磨消磨时光~智霖哥哥年级虽然大了，卖萌还是绰绰有余的，但卖萌的程度和刘松仁叔叔比起来就败下阵来了，哈哈哈……松仁叔叔萌得都让人起鸡皮疙瘩了，可爱的受不了            
(3星)	 3颗星给帅气张智霖。迷了好长时间。但是这部剧。。简直就是普及日本料理，寿司常识的。我嘞个去。。            
(3星)	 长点寿司的知识还是不错的。            
(4星)	 好想用寿司把胃撑爆....杨怡短发好靓!!!终于知道自己中意怎样性格的男仔&gt;&lt;            
(4星)	 题材不错，感情线也有好几条，值得休闲时刻一看！            
(3星)	 翡翠台一直这么狗血的～正常发挥！大仙还是那么嫩            
(4星)	 我喜欢！！2畸形❤奔畸形给的四星！            
(5星)	 有大仙就果断五星了TVT女主神马的都不喜欢TVT 不过日料主题啊啊啊无法拒绝！！！            
(4星)	 每次都会想起 俞悦在犯贱。。。哈哈哈哈            
(4星)	 大仙果然很神奇~~~~~            
(4星)	 四星全部给张智霖            
(4星)	 张智霖很可爱 剧情还不错            
(3星)	 在看中。为什么大家都说很好看。可是你们没有觉得男主角不好看吗!            
(4星)	 张智霖还是这么的帅啊~~~啊哈哈哈哈哈哈~~~~            
(4星)	 看完就想吃寿司            
(3星)	 前半段4，后半段2。寿司什么的很上镜，不过结局太俗套。撞车、失忆、有情人终成眷属.......            
(5星)	 美食美景美女美男，太养眼了这电视，超棒！            
(4星)	 烂结尾            
(4星)	 想吃寿司            
(4星)	 张智霖好嫩好可爱啊，里面又有好吃的不过觉得剧情是TVB一贯喜欢的家族剧情啦~~~大姨太其实也惨惨啊，老公外面偷人哪还算不错啦，前几天看韩剧被恶心到了看这个变得更加好看了            
(4星)	 看了之后好想吃寿司。饮食文化真是深奥啊！            
(NA)	 北海道风光            
(4星)	 美食的诱惑！            
(4星)	 寿司好好吃~日本好美            
(3星)	 本来给四星，狗血的结局让我收回一颗星            
(4星)	 杨怡和谢天华的角色太纠结；冷雍容的改变有点没头没脑；张智霖吃了防腐剂；主题曲很好听；寿司很美味；最后，我饿了……            
(4星)	 我发现我真的是喜欢畸形那一型的~····啊啊~···稀饭~···帅乖~····            
(NA)	 难得有部关于日本的连续剧 不错哦            
(4星)	 为神马为神马为神马张智霖一点都不会老OTZ            
(4星)	 还不错，张智霖很年轻啊，不过越到后面越狗血。            
(4星)	 逆生长的大仙+狗血的剧情。            
(4星)	 剧情什么的一看就知道是TVB的套路，特别是结局部分，撞车失忆完全狗血，不过这剧的亮点在小鱼这条线，张智霖和胡杏儿很搭很美好，感情戏也很温暖，虽然是老套了点，不过北海道这个选景很让人向往啊，寿司也很让人口水直流。美食剧TVB也算是得心应手了吧，刘松仁这个百目鱼神真的是很喜感很可爱啊            
(5星)	 很不错            
(3星)	 TVB 江河日下啊            
(4星)	 日本料理很好吃！看着就嘴馋。不喜欢这部里的谢天华，杨怡也很古怪            
(NA)	 看这部片子，简直就是胃受虐啊            
(4星)	 小鱼真可爱啊~            
(4星)	 张智霖童颜真给力，歌也很好听，惹滴偶好想去nihon吃东东            
(3星)	 三分里面两分给馋死我的寿司，一分给青葱依旧的张智霖同学            
(2星)	 其实就是一个美食节目。看了一半，没看的下去。            
(NA)	 两个女主角相似的短发叫人有点审美疲乏。用来打发时间还是凑合的。            
(4星)	 看了超级想吃寿司。。。            
(2星)	 又来了，做寿司为了开心，做好寿司要用心。牵强老套的剧情让人没有追看的兴趣，只是港剧特有的家常温馨可以缓解一个人睡觉的恐惧。鱼至嚣一直像杀红了眼似的四处咆哮，真讨厌！张智霖好像永远不会老！从来不喜欢胡杏儿，在剧中讲究的穿着打扮让我有了一丝惊喜。北海道的风光，精致的日本料理也是亮点！            
(5星)	 给我的感觉如同小时候看《中华小当家》的感觉一样！剧情越来越让我着迷，只要有感情的融入，一切都会被感动！            
(4星)	 寿司，好喜欢。。。            
(3星)	 很久未看到张智霖演戏了,他还是如此的年轻,而且把这个角色演得非常好,反倒是谢天华演得太浮夸了.            
(3星)	 杨怡整形整的不成人样，唯一的萌点是在张智霖            
(3星)	 看了就想吃寿司了 别的没啥 乍一看这剧 就讨厌谢天华 可能演的太好了吧            
(3星)	 日本料理的广告片，广告效果相当好~~~            
(3星)	 前面几集还不错，主要是寿司太诱人了~~后面实在不敢恭维，剧情很俗套！            
(4星)	None
(4星)	 Laughing Gor.....都系做反派比较好            
(3星)	 好久没在荧幕上看到张智霖了。只要有张智霖，女主角是胡杏儿也能接受啦。            
(5星)	 OISHI~            
(3星)	 tvb最喜欢玩这种一秒浪子回头……            
(3星)	 大结局太狗血            
(5星)	 小鱼和孖姜太可爱了。爱死这对。            
(3星)	 为了看张智霖，兄弟反目            
(3星)	 我爱吃寿司            
(NA)	 因为胡小姐 不想看下去了            
(4星)	 laughing gor~大仙~日本料理……~\(≧▽≦)/~            
(4星)	 天天看得食欲极度大增的剧。。。导致我从开始看起吃了四次日料。。。好吧我承认我是真心喜欢寿司呀 YA YA YA            
(5星)	 难得张智霖还是那么嫩，难得不讨厌胡杏儿，难得laughing gor 邪恶了一回，难得杨怡脸长的让我如此惊讶；还有大爱的寿司~~~            
(5星)	 有张智霖又有洪卓立，我还能不看吗？            
(4星)	 习惯。喜欢张智霖。            
(3星)	 很不喜欢有女人味的女人把头发剪这么短 或者把头发剪这么短而又有女人味            
(3星)	 纯粹看张大仙～            
(4星)	 张智霖越看越萌。。。。。看得我很想吃。。。            
(5星)	 友达以上，恋人未满            
(NA)	 清新的外景            
(3星)	 张智霖一如当年的帅！实在受不了谢天华那张扑克脸！剧中的配乐、画面有突破，但剧情却逃脱不了TVB一贯的套路，结局的失忆很败笔！            
(3星)	 刘松仁明明60+了啊！！你们可不可以不要这样！！            
(4星)	None
(4星)	 童颜呐！！！Laughing呐！！！            
(5星)	 讓我好生吃壽司的想法。張張張張~！！！            
(3星)	 很难得看到的大仙 laughing哥的演技也真是不赖 后面的剧情也真是狗血            
(4星)	 为北海道、美食和永远不老的张智霖~~            
(4星)	 千年不老chilam            
(5星)	 张智霖和胡杏儿不错，不喜欢谢天华不喜欢杨怡            
(3星)	 张智霖还是好可爱啊！！！！            
(3星)	 我想吃日本料理了。。。。。。            
(3星)	 要不是冲张智霖，果断我就弃剧了！！ 那个杨什么怡，谢什么华，你俩演真烂。。呵姐都比你们好。            
(4星)	 张智霖你个妖精            
(2星)	 如果不是广告片多好            
(3星)	 还好有漂亮有型的寿司，批量生产式的剧情实在乏味。            
(4星)	 小鱼和羌仔还有百目大叔            
