http://movie.douban.com/subject/4742378/	我的女友是九尾狐 내 여자친구는 구미호
(5星)	 很好。            
(4星)	 纯洁、疯狂、曲折、动人，古往今来爱情故事所具备的因素都齐活了，加之俊男美女的演绎，还有恰到好处的喜感元素，想不好看都难。            
(3星)	 嘿嘿            
(4星)	 还不错 狐狸雨蛮好听的！            
(5星)	 喜欢女主角，觉得很可爱。李胜基也不错，里面的东朱老师真的很养眼。            
(5星)	 是我看过 最喜欢的韩剧 因此喜欢上申敏儿 笑容甜甜的 小妞            
(4星)	 喜欢这种轻松，纯情，搞笑，浪漫的爱情剧            
(3星)	 棒子剧太慢了，总是在重复重复，不过好歹我还是看完了这部。结局不错，中间有笑点，男二太GAY了。就这。            
(3星)	 虽然有点俗套......毕竟我看过了.            
(4星)	 喜欢喜欢啊            
(3星)	 看这部电视剧其实我本身就动机不纯，说不上。 || &lt;我想我是疯了&gt;            
(4星)	 其实也是很韩剧模式的一部人妖之恋连续剧罢了，像小孩子般的九尾狐是看点。            
(3星)	 一看而过。没有别的感觉。            
(5星)	 剧好看！            
(4星)	 剧情还是比其他的电视剧紧凑的，申敏儿演的蛮好的            
(5星)	 好看 好看 大爱 申敏儿            
(5星)	 我爱尾狐，大爱，演技太可爱了            
(5星)	 很好看啊~~~            
(4星)	 男二真娘！刚开始还挺搞笑的，后来又落入了俗套。            
(3星)	 前面根本就是抄袭倩女幽魂            
(4星)	 九尾狐的小动作太萌了。开始觉得女主不美，看久了还满经看的。男二很正！第一次看李胜基演的电视，始终是可爱的弟弟形象。            
(4星)	 不错            
(3星)	 喜欢女演员多于男演员，真的不常见啊，主题曲不错            
(3星)	 磨叽            
(2星)	 看不下去的韩剧~~~有点无语            
(NA)	 男女主角都不喜欢，但是看花絮介绍挺有意思。            
(3星)	 单纯的偶像剧而已。。            
(3星)	 继续···为了肉丝君去的 我的诺肉丝···            
(NA)	 编剧是我喜欢的~剧情还可以~就是配角不讨喜~            
(3星)	 一直都是盯着男二来的~~~            
(NA)	 牛的颜色            
(4星)	 蛇尾吖蛇尾。。            
(3星)	 情节老套 演员还算满意            
(5星)	 李胜基笑起来真吸睛            
(5星)	 男猪脚你可以丑，但你为毛儿长得如此像摇摇！！！！！！为毛儿！！！！！！！！！！！！！！！！！！！！！！！！！！！！！            
(3星)	 算了....            
(5星)	 虽然开始灰常不喜欢申敏儿，不过后来还是蛮喜欢的~            
(4星)	 故事一般，不过女主角越看越可爱，东朱老师更是迷死人            
(4星)	 洪式的爱情            
(3星)	 洪氏姐妹这次又点失望～            
(4星)	 还是喜欢最后那个尾巴。萌死了。            
(4星)	 很美丽的爱情            
(4星)	 前面还不错，越往后越看不下去了            
(4星)	 不是因为无所谓才喜欢你；而是喜欢你，所以一切都无所谓 不是因为需要你才喜欢你的，而是喜欢你才需要你的            
(2星)	 前几集还行，男二好妖艳啊，故事情节到后半部分显得拖拉了，看了就没劲了            
(NA)	 好喜欢九尾狐！            
(4星)	 九尾狐追求爱情的纯真，男主实在是太善良了，人类真的会为了伟大的爱情牺牲生命吗？我万万不可相信这美丽的谎言。            
(NA)	 原来 到最后我的女友还是狐狸            
(1星)	 剧情啊 神马东西            
(4星)	 申敏儿很可爱，总觉得和《这该死的爱》里的她很像。            
(NA)	 好久没看过韩剧了，介个还不错。            
(1星)	 我果然是很不喜欢看神话。。            
(NA)	 看过几集， 还不错            
(NA)	 不错哒~            
(3星)	 韩剧一部……看不看都一样            
(4星)	 喜欢男二号            
(NA)	 fox rain...            
(4星)	 韩国的纯爱，就是这样。没事看看，温暖一下自己。            
(4星)	 男二秒杀了我，这剧看的很快乐。            
(3星)	 国民弟弟的笑容好萌.虽然很像那个俞haoming            
(3星)	 没那么好啊            
(3星)	 挺可爱的···            
(NA)	 好喜欢李胜基啊            
(NA)	 那个  狐狸雨 好听            
(5星)	 好可爱的尾狐啊~~            
(NA)	 打发时间            
(4星)	 女主角很可爱，支持！            
(4星)	 咳咳咳 还满好看的说 又哭又笑的 囧 还差两集一直没看            
(4星)	 尾狐可爱！吃牛肉的时候最幸福了，最真挚的爱情，催人泪下啊~            
(4星)	 重点是第二男主哦             
(NA)	 看过的剧情最紧凑的韩剧，小推荐一下啊            
(5星)	 결국은 해피엔딩이라 다행이다~~~            
(4星)	 看完后就特爱申敏儿！！特美！哈哈哈~~（我虾米时候才能瘦成这样啊！）ps.诺珉宇 这男人长的也妖艳的过火了吧。。。（妖艳男。。。嘿嘿）            
(5星)	 这是今年最棒的一部韩剧了，申敏儿把九尾狐演得太可爱啦。。。            
(NA)	 好好笑...Masi da~            
(3星)	 看了几集，就调出了结局先看了，然后再看了中间剩下的。为什么呢？感觉后面不好玩了。            
(3星)	 我堕落了，居然看韩剧            
(5星)	 最后还是狐狸，哈哈            
(4星)	 可爱的主角 可爱的音乐 看的很哈皮~~BTW  那个鬼长的太精致了 大爱            
(4星)	 看到的最短韩剧。女猪脚清纯思密达，男猪脚俞灏明~哈哈            
(2星)	 没新意，男二更帅。            
(2星)	 无聊+sb。谁推荐的说好看，姐姐你的品味有待提升。            
(5星)	 很美好的故事～            
(3星)	 前半段还是可以的，后半段‘跌宕起伏’设计的太多了，以至于心情实在是没办法跟着一起跌宕啊~            
(NA)	 很爱大雄,,大雄啊,雄啊,,,,你地可以幸福,真好啊!尾狐噶天真可爱,,呵呵,,,p.s严重5爱男2!            
(4星)	 典型韩剧~~~帅哥美女具多~~~过程纠结~~~结局完满~~~&gt;❤&lt;            
(5星)	 有笑有泪，才是真正的，完美的人生。            
(4星)	 申敏儿和李胜基越看越顺眼，男二就越看越娘= =……有笑点有泪点的典型偶像剧=，=好啦反正我不是那么苛求的观众~            
(5星)	 很喜欢女一号，男二号，但就是男二号，有点不太自然，也没有完全把他对吉达的爱表现出来，有些可惜了            
(5星)	 李胜基一如既往的可爱啊～.            
(3星)	 女主角很可爱~不矫情、不造作~            
(NA)	 感觉前面比较好看啦，后面就一般了            
(3星)	 音乐印象很深刻，女主是舒淇和周迅的综合体，男主骗人的时候很阔耐            
(4星)	 开头还行吧，后面好像太赶了，结局不咋的。            
(2星)	 好假            
(4星)	 除了结局狗血之外其他都还好=。=            
(NA)	 好喜欢好喜欢            
(4星)	 男一永远是女一最爱的 男二永远是观众最爱的            
(4星)	 至少能够守护你 。            
(4星)	 申敏儿还是演的不错的，李胜基的优质偶像的称呼也不是盖的，总之感觉比洪氏姐妹去年的《是美男啊》剧情上的软肋少了些。。。哎，女编剧也是女生，总是少不了对烂熳的渴望和追求啊，这点在洪氏姐妹的剧中体现的非常好哦            
(3星)	 申敏儿 好漂亮啊            
(NA)	 结局有点儿仓促····            
(NA)	 很好看 开心的幸福的 还有悲伤的纠结的            
(3星)	 唉，有几集还蛮好玩的，后来，愈发没劲了，在线没法快进真是不爽啊            
(2星)	 无聊的剧情，特别是女主太丑了吧，怎么让我看得下去。。。。。不能看到据说很帅的男2就果断弃剧            
(3星)	 前面好搞笑来着，但是我们学校的网速，太不给力了            
(3星)	 又是九尾狐~~            
(3星)	 我是男二控。            
(4星)	 申敏儿不是很漂亮但是好可爱啊 李胜基也是好可爱，男二好帅啊 看了一集决定~追下去            
(4星)	 挺好看滴，狐狸很可爱！干脆和小说一样再出个第2部讲东株老师的（毕竟人家半人半妖的活了上千年挺惨的）接着再来个第3部讲大雄和狐狸的孩子滴！            
(3星)	 对韩剧的印象就是套路都一个样，内涵也不会有多深，基本就是走的偶像剧的路线。即使套上了古老的传说也一样没能免去恶俗的编剧，爱来爱去搞出一堆误会然后冰释前嫌。亮点大概就是那九条尾巴的特效吧。姑姑和导演的搭配纯属增加可看性吧。男二相貌太伪娘了，还天天露胸器。            
(3星)	 一直觉得男一跟中国内地的俞灏明很像，所以没神马好感。我还是逼自己看完鸟~            
(3星)	 不搞笑了，就不想看了            
(3星)	 想吃肉想吃肉想吃肉！！            
(4星)	 结局有点仓促            
(5星)	 很少看韩剧，闲在家无聊看的，很不错啊。前面搞笑，后面感人。。            
(5星)	 有点儿意思~~~~~            
(5星)	 很搞笑的电视剧，女主男主都超可爱的            
(3星)	 还行吧，打发时间            
(3星)	 开始几集很搞笑很好看，可是从第十几集开始我就没有兴趣了。。            
(4星)	 剧情挺新颖，也挺搞笑，喜欢女主人公的可爱！            
(3星)	 男二好帅，女主也挺可爱，虽然不漂亮......不理解那个导演一开始出现的时候放的是一首粤语歌，貌似还出现过一首中国武打剧里的歌......汗......划啊划得......我就看完了            
(4星)	 李胜基的演技比灿烂遗产好多了，看得出他的努力，申敏儿小姐云淡风轻的气质还真不是一般人学得来的，让众多真纯甲醇的女星望尘莫及。故事虽然还是那种迷迷糊糊漏洞百出的弱智逻辑，但每次都会骗走一票向往纯真的孩子。呀！还有！男配实在是太惊艳了            
(5星)	 大爱申敏儿.!!!!            
(4星)	 最后还是没有变成人，好可惜，，不过，只要两个人在一起，这又有什么关系呢。。            
(4星)	 她说还以为是个像狐狸一样皎洁的女孩 其实她真是只狐狸 一只五百年来都想当人类的狐狸九尾狐 尾狐 真的好像一个女人的名字 看他耐心的一遍一遍叫着她 看他渐渐欢喜起来  我都觉得 人类的感情高深莫测却又简单至极两个傻子 都不希望对方死挖尽心思只想看着对方活下去 但是没了你如何活呢            
(NA)	 理想终归是理想。            
(NA)	 国庆我刚刚看完，大家都说男二号很帅，但我只是觉得他有点“漂亮”哈哈。。。女主角演的还不错，很傻很可爱。我喜欢男一号，真的，我并不觉得爱情需要什么理由。总之值得一看吧。            
(2星)	 整一脑残剧 看一集就受不了了！            
(5星)	 李胜基演的真可爱，洪氏姐妹的作品真的好有特点很讨喜呢，又搞笑又有意思又有爱，故事题材什么的都很新颖而且绝对品质保障。            
(NA)	 没有介绍的那么好~有点小失望            
(5星)	 很好看的一部电视剧，也许只有依托九尾狐才能把人类间的爱情表现的这么感人这么可爱这么纯粹。看着很温馨很美好，最后是完美结局^_^            
(4星)	 嘿嘿，蛮可爱的韩国小电视剧呢~~            
(4星)	 故事有新鲜感，女主很有出尘的味道，男主演得到位，男二符合半人半妖的设定。音乐很不错。            
(NA)	 男二号  美的~~            
(4星)	 喜欢尾狐吃肉的样子            
(5星)	 想起了以前看过的一部电影，小狐仙。当我们黔驴技穷的时候，别人拿我们用过的老梗还是能吊起人们的狐狸热。我想，现在检讨也太迟了。            
(5星)	 真的很好看，很感人，最后几集眼泪止不住            
(NA)	 终于看完了，意犹未尽。。。。。。            
(5星)	 人和九尾狐的爱情 很感人开始的时候很搞笑 看到后面眼泪哗啦啦呀~            
(4星)	 轻松剧，闲来一看            
(3星)	 跳着看的，没感觉。            
(4星)	 特别特别特别特别特别可爱，^_^            
(3星)	 色友介绍的  帮妈妈看好不好看的            
(5星)	 最喜欢那首 太阳雨 。 某个情节，还配合得掉下眼泪。 想起有人说着，爱着，不是我最终的归处。在流浪之前，要找到我可以回到的地方。 是否，知道我会等待，所以你才放心流浪···            
(4星)	 好好看。。好好笑。            
(NA)	 我是个韩剧迷，这个还算是挺好看的，不过那主角长的超像俞灏明啊~~~~            
(NA)	 剧情虽然拖沓。小细节什么的还是很有爱的            
(3星)	 结尾是个杯具！            
(4星)	 恩 看着还是挺开心的 呵呵            
(5星)	   好好看，            
(2星)	 韩剧啊。。。。。            
(2星)	 狐狸尾巴真好看，好想吃牛肉~男2这个面具人            
(NA)	 赞~            
(5星)	 搞笑            
(4星)	 要求不要太高，洪氏姐妹有这样的想象力已经不错了！            
(5星)	 感动，申敏儿真可爱            
(5星)	 好看！很温馨，主角的微笑都很灿烂，现在还能想起来！            
(3星)	 韩剧总是不错的开头,白痴一样的结尾            
(4星)	 为了RO            
(5星)	 因为男二而给五星的            
(2星)	 冲着主演看的,结果完全不明白这剧的卖点在哪..so....弃剧!            
(4星)	 虽然喊着说不看韩剧了。洪氏姐妹的编剧依然有惊喜。九尾狐的题材很吸引人，虽然最后圆满的结局是韩剧一贯的幸福存在，但确又是一部让我揪了一下心的片子。值得推荐。            
(4星)	 啊~~来配对吧~~            
(3星)	 敏儿那纯纯的眼神，胜基的微笑，不愧是皇帝啊！结局还是很不错！            
(4星)	 不错，喜欢            
(4星)	 感动 幽默            
(3星)	 一个纯净的故事            
(5星)	 女主角不错，可爱又诡异。我很爱尾狐！            
(5星)	 申敏儿再瘦点就好了~衣服不够漂亮~算是一个非常单纯又天真的九尾狐~喜欢诺珉宇            
(4星)	 原来我是酒窝控……让大的小的酒窝都来吧……            
(4星)	 虽然逃不脱韩剧那条线 可是 我还是看进去了  说明还凑合             
(3星)	 一个有趣的故事题目，叙事的方法却依旧是韩版典型的错过式造成的跌宕起伏，缺乏想象力，让人难受。申敏儿演的九尾狐，大部分的时间都是低能儿的样子，没有太可爱的表演；相反，男主角表现挺亮眼，男二号也很帅。最后一集感人，让所有前面的堆积的感情都到了最高点。            
(NA)	 喜欢那首插曲 狐狸雨            
(3星)	 因为有弘二爷的客串才去看的，觉得还不错。            
(NA)	 还不错，挺喜欢里面的男二号的，酷酷的~~~~            
(2星)	 又是一个套用聊斋志异的作品            
(4星)	 不得不承认他们编剧的功力，聊斋对他有很大启发嘛。。。别又说聊斋也是他们的？！            
(5星)	 很轻松的一部剧！值得一看！            
(5星)	 不能自拔的爱上了别人的爱情            
(3星)	 没办法 我太外贸协会了            
(4星)	 开始很好看。。。结尾就乏味了。            
(3星)	 没多大起伏            
(NA)	 肉啊..肉....那个眼镜男配角的侧面.....            
(4星)	 男主角怎么看怎么像 那个俞灏明   不过笑起来可爱多了  朋友一直很爱男二 （呵呵~难得不让人讨厌的男二，老觉得像谁来着，就是想不起来）            
(5星)	 很轻松的剧，喜欢尾狐的酒窝~            
(NA)	 很棒，真的很好的的一部韩剧！雄与狐的故事真的超级感动！！！幸福            
(4星)	 前面几集都很可爱的，男的贱贱的比较搞笑~十几集的时候进入纠结期不是很好看 16集的大结局不错哦！感动            
(3星)	 听说有人看哭了。于是我OTZ了。            
(3星)	 喜欢一个人不一定要在一起，只要对方健康的生活，也就足够了。我觉得这就是爱情。我愿这么相信，请你也要相信，下雨是因为我那么那么想念你～            
(NA)	 比一般的韩剧少了一些纠结            
(NA)	 虚幻的东西，让人神往，却又拒绝            
(4星)	 哈，喜欢前5集，中间嘛就韩剧老一套了~不过还是可以哒~男二号有点妖~hoho~九尾狐可爱哒~嗯，还有点戏剧风~看看就知道了~            
(4星)	 随便看看的~！打发时间还是可以的！~！            
(4星)	 还可，喜欢女主角，耐看型            
(NA)	 超级喜欢男二号！(*^__^*) 嘻嘻            
(5星)	 挺不错~            
(4星)	 很可爱的女主角，我喜欢            
(4星)	 挺好看的，难得的我每周都等着看，不过觉得该剧前半部比后半部好看，看到后来觉得没那么精彩了~~            
(4星)	 我喜欢诺珉宇～            
(4星)	 就像饭后的甜点 不需要咀嚼的也能体会到浪漫            
(5星)	 扯的我真喜欢。。。            
(4星)	 喜欢轻松搞笑的韩剧，一直觉得申敏儿演技不错，什么角色都能演。李胜基在最后两集的表演让我印象深刻！！！            
(5星)	 感人 不是以往的抓狂韩剧，坏人没有一句话将好人完全改变的不正常，里面角色还是很有个性很有优点缺点共存，曾经看过妻子的诱惑几集，看得不可思议竟有这么2B的主角，这部九尾狐能给人带来美好憧憬，有笑有泪~            
(5星)	 近期。唯一一部让我落泪的电视剧~~九尾狐的完美爱情~~            
(2星)	 浪费时间。            
(4星)	 也许再勇敢一点点，也许再多坚持一下下，短暂就成永远...我什么时候能走出自己划的那个圈...            
(4星)	 剧情是有些白，但喜欢男女猪脚，特别是女主笑起来的酒窝，很天真            
(4星)	 不错，剧情没有很慢            
(4星)	 结局可以更加悲催点。            
(5星)	 好好看。。            
(3星)	 九尾狐专业户~            
(4星)	 作为偶像剧的韩剧，正在成长中。比较喜欢剧中开始时对信任的看法，究竟该不该信任别人，生活在人群里，享受人与人的交往？这在现代生活中也是很值得深思的，电视有其积极的一面，显然，最后得出的结论是应该信任，这才是人类社会的生活。            
(4星)	 不错不错！~很搞笑，这个九尾狐长的好自然，一点看不出人工雕琢的痕迹，李胜基也好搞笑！~我要坚持看下去，现在的韩剧比以前的好看了哦！~里面的歌也好听！~            
(NA)	 新颖的风格。。女主很有FEEL            
(5星)	 hoyi hoyi            
(NA)	 一般吧            
(4星)	 特别乐~            
(3星)	 情节拖沓            
(NA)	 开头还行，结尾嘛。还是韩剧的风格，搞笑的开头，能猜中的结尾。总体来说，还行            
(5星)	 韩剧该有的都有了            
(4星)	 我爱大雄！！！            
(3星)	 开始还是很兴致勃勃的...后面觉得一般般了!            
(3星)	 故事挺有意思的，看得我很欢乐。女主很讨喜，笑起来太可爱了，男主的表情很搞笑~~还时不时结合一下中国特色，每每看到就笑得不行。            
(5星)	 尾狐好天仙哦~不过男2更天仙~哦~呵呵呵呵~            
(3星)	 前面还不错 后面有点拖沓 追到12集就放弃了 后来直接看最后一集了事            
(NA)	 好喜欢女主  又可爱又漂亮的 每次看她吃烤肉都觉得肚子好饿的说男主也很可爱又帅气的 哈哈            
(4星)	 喜欢狐狸雨那首歌。            
(3星)	 BUG多，李胜基VS申敏儿，演技对比太强烈~~            
(5星)	 美好的故事。            
(4星)	 结局有点2，把握甜蜜的幻想活脱脱的砍掉了            
(5星)	 向我这种从来都不看韩剧的人都说好看想象看有多么的好看了吧哈哈哈            
(4星)	 第一眼看到申敏儿觉得不够美,可是几集后完全接受,实在够纯真&gt;&lt; PS.我果然是男二控~Rose有帅到~~            
(NA)	 看了第一集半个小时，实在看不下去。女一号实在太ni了。还是等 恶作剧之吻更新吧，虽然被骂的很惨。            
(5星)	 每周就更新2集，坚持了好久，终于是看完了~~~不过集数太少了点吧。            
(5星)	 好看啊            
(4星)	 真的好看            
(5星)	 剧情简单 还行 申敏儿演技好好啊            
(4星)	 最近一直在看腐片，九尾狐还真不错，节奏把握的很好。九尾狐真的是天真可耐，尤其笑起来惊为天人，我喜欢。第一次看韩剧里面这么哈中国的，还提到不少中国的影片，周润发一直挂在嘴边，还模仿了一把倩女幽魂。原来棒子国也这么哈中国啊。            
(5星)	 前半段比较好看,后面还是免不了俗套的韩式结局            
(3星)	 申敏儿的笑是亮点，国民弟弟就还是国民弟弟，建议捉妖的师傅先去把自己整成真实的脸再出镜，漫画感无敌了！            
(5星)	 很清新的剧。也许是因为尾狐非人类的身份吧~            
(4星)	 好久没有让我喜欢的偶像剧了~~~~~可惜后面几集太不给力了，瞎快进            
(NA)	 美湖～～可爱～小小的伤感。。。喜欢～            
(NA)	 情节很简单,但又很长,所以显得有些拖沓.就是超恋男二号.那皮肤好好哦,五官好精致            
(4星)	 男二的戏份如此酱油。叹。不过胜基兄越看越可爱。            
(NA)	 为了看人而看的电视剧，却发现，原来男二是最爱~~~            
(NA)	  为什么我总觉得东株老师有点可怜呢。            
(NA)	 超级无敌好看的，但是延续了洪氏姐妹剧集一贯的特点，结局有点仓促            
(4星)	 打发时间装可爱            
(5星)	 虽然女主角没有像剧中所说的样貌迷人美丽，但是她纯得如天真小动物般的笑容，吃到独爱牛肉时的满足，对爱人的超级喜欢... ...已足以让我为之动容。            
(4星)	 陪老婆看的，还不错吧，多搞笑的            
(5星)	 好喜欢            
(3星)	 男主好像俞灏明。            
(4星)	 用生命去爱，做不做的到？            
(4星)	 好久没看韩剧啦。。。前十集很经典，爆笑且感人。。。后面感觉编剧山穷水尽了。。。            
(4星)	 还剩下最后两集没看，前面的几集一直追着看的，后来热情淡了，呵呵。不过男二号的外形实在不错，尤其是脸，咋一看完美。            
(4星)	 洪氏姐妹果然不是盖的。剧情即使很偶像剧=   =但是还是吸引我看完了。╮(╯▽╰)╭我就是这样的人啊。            
(4星)	 对中国的描写比较无语。。            
(4星)	 很久不看韩剧了。。。。。这部确实还可以。。。清新自然            
(5星)	 嗯，很喜欢~歌曲和剧情的搭配相当不错，尤其喜欢那首《狐狸雨》。            
(5星)	 好看            
(5星)	 觉得有必要拍一下朴东朱老师的续集哈~            
(5星)	 4颗吧，鉴于女主角比较自然加一个            
(4星)	 很久没看这么另我期待下一集的电视剧了，，            
(4星)	 想来这部剧最煽情的时刻我正在就着馒头吃凉皮儿，实在有点大煞风景啊！韩国最近几年超流行姐弟恋啊，果然是个奇怪民族的奇怪癖好。李胜基小哥长得还不错，色女垂涎一下，哈哈            
(4星)	 男2很妖孽            
(4星)	 我觉得很有趣，而且女主角长得很邻家，我很喜欢，还有男二号长得也很精致            
(3星)	 故事老套，剧情拖拉。个人觉得女主角的脸不适合演狐仙，并不是一张能迷倒人的脸。男二的风头明显压过男一，很多人都对男二印象深刻。很久没看韩剧，再看还是一点进步没有。            
(3星)	 现在少数能看的韩剧之一，虽说还是有点老套。喜欢申敏儿~            
(NA)	 这区别于以往的韩国肥皂剧，挺好看的            
(NA)	 其实还行的```只是千不该万不该的在九尾狐之前看了成均馆！！！看什么都没味了！！            
(5星)	 喜欢李胜基，越来越喜欢啊！！！申敏儿的酒窝也很可爱！剧情也比较有味，反正挺喜欢的呵呵            
(4星)	 开头很不错，到了15集左右开始拖戏，剧也开始很闷，遍剧可能没IDEA了            
(5星)	 干净纯净，因为喜欢所以需要，因为喜欢，所以什么都没有问题，尾狐笑起来多美啊···天空不会再下狐狸雨了吧··            
(4星)	 恩。。好吧。。OST给力。。剧情，大框架和细节偏弱。。。医生不给力啊。。。            
(5星)	 偶尔来点棒子爱情剧.超对味的.            
(5星)	 爱情不管再难以得到，终究值得幻想并实践。申敏儿漂亮丫，古典打扮非常非常非常非常漂亮！            
(4星)	 虽然有些情节很相似，但是我还是被感动了，不管他做出了怎样伤人的事情，同样的坚信他是对自己好的，依然爱他            
(5星)	 这一个星期来连续反复看的片子， 冲着李胜基去的， 看完后更喜欢他了！申敏儿我个人觉得灰常漂亮，尤其笑起来甜到心头了            
(4星)	 完了 我觉得挺好看的...为什么我在看韩剧...            
(4星)	 很喜欢女主，一股清新之风。女孩子还是要披肩长发才好看呢。            
(4星)	 男二号帅的么混。原来在情书中看过女二号，感觉还不错，这次看这片子，咋觉得这女二号忒不顺眼的说            
(3星)	 开始看起来是很轻松快乐的，可到越往下看就越觉得没办法结局了 。            
(5星)	 很是轻松 只是后面有点……            
(5星)	 可能在这个时间 觉得什么都是伤感的吧            
(4星)	 搞笑。。。有时候还是很感动的。。。插曲也不错诶。结局一般。。。男二像个假人、瓷娃娃，8过我喜欢~~            
(NA)	 我不喜欢匆匆的结尾！            
(NA)	 想看玄幻、搞笑、可爱、偶像韩剧，不要错过《我的女友是九尾狐》            
(2星)	 韩剧实在不行了            
(5星)	 啊啊啊~~~我也要像九尾狐那样爱着你。。。。。。。            
(NA)	 有点虎头蛇尾，但是申敏儿刚出来的时候真是好漂亮啊，喜欢水灵灵的大眼睛和小酒窝~~喜欢吃牛肉时候的摇头摆手~~            
(3星)	 本来以为是个悲剧，哪晓得？结局真是啰嗦啊。            
(NA)	 温暖。            
(3星)	 洪氏的剧肯定少不了让人喷饭的情节，可惜无论是这部剧的题材还是男女主都不是太对我的胃口。            
(5星)	 头次看韩剧啊...虽然剧情好老套...可是俊男靓女啊...呵呵...十一懒散的尾巴赶论文的焦急...聊且打发时间吧...唉...简历还没有搞定呢...另外,主题曲好赞的啊...nice...            
(3星)	 对男主和女主都无感，为了传说中美貌的男二而来。            
(4星)	 尾狐·········雄···雄啊···            
(5星)	 男二绝对有实力啊~洪氏姐妹的戏除了洪吉童之外都是亮点啊。只是不该拿张根硕来做噱头呀，从头到尾都没看到张根硕一根毛！            
(NA)	 无意看到的韩剧，女主角是亮点，外形清纯可人            
(3星)	 披着九尾狐外皮的普通爱情剧……            
(5星)	 13集和14集太好了,真正的爱情就是这样的,共同担当,互相信任!            
(4星)	 结局还是不错的~            
(3星)	 挺逗，女主角真禁看，属于越看越水灵型            
(4星)	 演九尾狐的演员让人感觉很舒服~            
(4星)	 还好，歌好听            
(NA)	 啊 我也要做小狐狸~~~            
(NA)	 后来还是挺感人的…我又不争气了…            
(3星)	 2010-9~10月7日            
(2星)	 虎头蛇尾。            
(4星)	 这个角色很适合 申敏儿。笑起来纯纯的，无邪的。             
(3星)	 很搞笑的。我每次看到吃牛肉吃的很高兴的九尾狐 就会从心底里微笑。            
(3星)	 额滴神，我终于把这拖沓的剧给快进玩了。申敏儿很美。            
(4星)	 用了三天时间给我赶完了，看完后觉得申敏儿也挺可爱的，国民弟弟李胜基啊，室友说时丑时帅，总的来说还是不错的！九尾狐什么的，不错！            
(5星)	 第二部韩剧，还是挺不错的，和谐的结局            
(NA)	 虽然韩剧的套路都差不多，总是有那么邪恶的第三者。不过还是蛮有看头。人家演员真的做的蛮到位！每集都搞到我又笑 又哭~  最后 几集，哭的最厉害~   我其实蛮抵制杯具结局的，不过既然是有搞笑成分，杯具的可能性不大。 建议爱哭的就表看了。哭很久蛮辛苦的，眼都肿了。            
(4星)	 主要是冲着鸿基的客串。。。悲剧。。其实李胜基也还好的。但是对人妖恋实在是无感啊啊啊。            
(3星)	 我是冲男二号去看的。            
(5星)	    这是最近看的比较成功的韩剧，最后两集感动的一塌糊涂。。。            
(4星)	 完全是因为小尾狐很可爱才多给一颗。            
(5星)	 狐狸呀狐狸，好看啊好看~            
(3星)	 勉强看看，老套故事的新演绎            
(5星)	 很喜欢很喜欢 大爱 跟着连载看的很辛苦很值得            
(4星)	 超喜欢九尾狐说：奴么奴么奴么奴么奴么奴么……太可爱了，跟俺家大头一个样子~            
(5星)	 真的是应了那句话、“洪氏姐妹”必出经典。哈哈、胜基尼还是那么可爱啊！            
(3星)	 前面好看，中间就放弃了            
(5星)	 中后段显得拖沓了点，一星加给配乐~            
(3星)	 女主角太丑            
(4星)	 话说，女猪演得很好，天真烂漫小狐狸~话说，男2长的好妖孽……            
(3星)	 真的是为了肉丝才看的╮(╯▽╰)╭            
(4星)	 剧情有点老套，但是还是能看得下去，喜欢李胜基这种类型的男人也~~敏儿不错！！哈哈哈哈~~好想看到以后。。            
(5星)	 剧本情节很老道。            
(3星)	 好无奈，韩国陷入九尾狐热了么            
(4星)	 恩，值得一看！！女主角是越看越可爱型！！            
(3星)	 没看完。。。很一般。。            
(NA)	 即感人，又搞笑！值得一看！好 希望能拍续集噢！好喜欢申敏儿            
(4星)	 十一假期解决了一部电视剧，好搞笑            
(3星)	 结局太狗血了~跟美男还是不能比的呀~            
(4星)	 又一个白娘子与许仙的故事。只是这次白娘子豁达了很多，更符合现代人的爱情观。只可惜许仙却还是旧时的人类。背负不起太沉重的爱情。不懂也不想懂吧。            
(4星)	 虽然剧情很老土，但是还是很搞笑的，女主角很可爱~~            
(5星)	 太喜欢申敏儿跟大包子似的李胜基的表演了 尤其申敏儿~真自然真可爱 不过越到后来就越韩剧的怪圈还是没走出来 必须得纠结扭曲一下吗？            
(4星)	 喔，麻西哒~~太喜欢这句换了~~剧情么，太老套~就那样~            
(2星)	 很泡沫的一部电视剧            
(4星)	 为了男二看的。            
(5星)	 最后一集真的很感人            
(5星)	 很感人~大悲大喜的结局！ 呵呵 你叫喜欢~ 力顶！！！！！1            
(5星)	 尾狐的单纯让人觉得这部剧有种难得的清新感，而男二的帅气，和大雄的可爱，我都爱啦~~总之，这部剧我推荐看过的人，还都是好评的。给自己的美好心灵留着透气窗口！！            
(4星)	 Rose            
(4星)	 可以一看，主题歌还不错~~            
(4星)	 除了结局潦草了点..            
(5星)	 刚看过的  很喜欢很喜欢~尾狐吖            
(NA)	 好久没有追着韩剧看的冲动了。它帮我重燃起来了·······            
(5星)	 &gt;&gt; 너무 너무 너무 너무 너무 좋아해~~~~ 已经不是情书时代的青涩小孩子了丫。            
(3星)	 故事开始还行,不过后来就变得很一般了,还好只有16集!            
(5星)	 发现一个和贤重很像的男人。。。。            
