http://movie.douban.com/subject/1482394/	蓝色生死恋 가을동화
(3星)	悲剧啊，不敢看，怕哭，还是看了，然后稀里哗啦的
(5星)	经典。。。
(4星)	当年那叫个风靡呀
(NA)	为什么我总被小时候的啥而感动，就象是薰衣草一样．也许是替我自己遗憾而已．．
(5星)	初三那会儿，在学校就着消毒水的味道看的，，可感人了！
(NA)	初中时期。当时哭的要死要活的..- -
(5星)	这一声的哥啊配音绝了
(4星)	最后几集死啊死啊总死不了。。
(4星)	只记得以前看得哭得稀里哗啦，呵呵
(NA)	我最爱的棒子女人  姑奶奶看你的成名作那么多遍  o(╯□╰)o  你对得起我么？？？？
(4星)	第一部完整的韩剧
(5星)	经典，不用说
(4星)	挺早以前看的，那时候还挺喜欢的呢~~一顿哭~~
(4星)	哎。。。。
(3星)	小时候骗了我多少眼泪哦~
(5星)	每看必哭
(4星)	记得当初看的时候哭得那叫一个凄惨。。。
(5星)	当年看完哭得稀里哗啦。大家都说看这剧要准备一大包面巾纸。
(4星)	看的第一部韩剧 前三集看了三遍 哭得稀里哗啦的 也因此结识了小帆 喜欢文根英和宋承宪 可后面太拖了 音乐感人
(3星)	性格悲剧。更喜欢元彬的角色。　
(4星)	太经典的韩剧！是我第一个接触的韩剧
(NA)	这个电视我看过很多遍，可是不管怎么看我都会哭的眼睛发红，而且我觉得里面的恩熙好可怜``但同时也让我很佩服，因为故事中的她坚强~乐观，即使自己心里当时很难过，但是在面对身边人时，她总是快乐的
(3星)	最初看的宋慧乔。
(5星)	曾经稚嫩的宋慧乔-元彬-宋承宪最近的宋慧乔的浪漫满屋-他们生活的世界--不得不说她越来越美，演技越来越好。。。最近的宋承宪的伊甸园之东-脱去那时的稚嫩-退役后的他很MAN的-元彬--好久没有消息的--母亲-貌似是最近的片子了蓝色生死恋===谢谢你们--让我泪趴趴的片子
(NA)	好久好老喽。。。。想念元斌。。
(4星)	喜欢元彬。喜欢宋慧乔。喜欢宋承宪。
(4星)	这部剧简直太悲了记得那时候每次看我都拿着纸也是付出了很多眼泪很悲伤的一部电视剧
(4星)	催泪弹啊...我想问，有没有人没看过...
(4星)	偷人眼泪啊~~
(4星)	还是相当经典的，其中的桥段被后来的多少电视剧使用啊。
(3星)	第一次看哭的一塌糊塗，第二次看什麼感覺也沒有....
(5星)	抱着抽纸看的...
(NA)	只喜欢元彬，真是帅帅还带点坏，好可爱
(4星)	就是小时候那段不错
(5星)	看的第一部韩片，印象深刻啊。故事很感人，画面很唯美。
(5星)	想起了初中时和老妈边看边哭......
(5星)	这好像是我最早看过的韩剧，眼泪好像决堤了！
(3星)	爱情启蒙。
(5星)	经典之作。。。
(5星)	养眼~边看剧边吃饭~~长了不少膘~= =|||
(4星)	现在回头看，当年感动自己的故事已然褪色，因为被后来的韩剧一再翻炒
(4星)	韩剧始祖啊~
(4星)	当年白赚了多少眼泪
(3星)	第一部看过的韩剧~
(5星)	经典的
(4星)	当年豪华的CAST那个哭得稀里哗啦的
(4星)	因為這個電視劇開始喜歡宋承憲 開始看韓劇的
(5星)	想当年啊看的时候我都是准备好纸巾才开电视
(5星)	第一次看的时候，我哭掉一包１００抽的纸巾。
(4星)	元彬和宋慧乔
(4星)	看的第一部韩剧呐，也是唯一一部抱着电视一集不落看下来的韩剧……节奏慢了点，但是当时的震撼还在。说要做一棵树。
(5星)	狂哭！
(5星)	虽然是我不喜欢的绝症类型 但是那是我看的第二部韩剧啊 还不知道后来绝症被用烂。。。当时真的很感动哭的很伤心
(NA)	其实当棵树也挺好的
(NA)	很感人~  元斌很帅~
(3星)	小时候的那段比较感人。
(4星)	看的第一部韩剧...
(5星)	想当年
(5星)	头一次电视剧这么吸引我！
(4星)	四颗星给回忆。
(5星)	看的第一部韩剧~很多年后看也觉得画面和背景音乐好美~恩西和泰西也太不像主流韩国人了吧 = =PS.这里的宋慧乔明明比浪漫满屋美丽清纯多了~
(5星)	到如今还让我哭泣不止。。。。
(5星)	赚足别人眼泪。。那时的宋慧乔还不是那么耀眼
(NA)	高中骂死了此编剧。
(5星)	看的第一部韩剧
(5星)	第一部轟動的韓劇熱潮，韓國風卷襲而來的頭號作品！！力薦！！
(3星)	好在哪？
(3星)	对这种悲情剧一直不太感冒，结局太惨了，压抑。最喜欢文根英在里面的表现
(4星)	应该没人没看过吧---呵呵，-----不评价了
(4星)	画面很唯美，泪点很多
(3星)	这感情以足够强大到支撑我陪伴你这辈子，下辈子，下下辈子。。
(4星)	这是我看过的韩剧里集数比较少的一部，但是也是最感人的一部
(5星)	我想变成一棵树
(4星)	tv
(5星)	经典的韩剧~~经典~~
(NA)	很感人 几次看 几次哭
(NA)	前面挺好，后面太墨迹。。
(3星)	N年前，看通宵看完了，结尾时快睡着了
(5星)	凄美。
(4星)	呵呵，流了好多好多的眼泪啊。
(5星)	第一次看电视哭了，我也不知道。
(5星)	跟我妈一起看的 那眼泪流的 都泛滥了
(5星)	韩剧的启蒙！
(5星)	太经典的片子了
(4星)	好像是看的最初的几部韩剧，那个时候一下就爱上的韩剧的表述风格，唯美的画面，帅气的男主角，还有温柔可爱令人疼惜的女主角。爱情在绽放，明明是两个相爱的人，却始终走不到一起。结局还是那么的悲惨。现在只要看到这部剧的名字，耳边就会响起伴乐的声音，真是记忆深刻。
(5星)	我看的第一部韩剧，赚眼泪啊~那个小时候，真TMD感人~
(3星)	当时涉世未深,哭得稀里哗啦
(5星)	硬盘收藏的电视剧。不解释。
(3星)	没能完整的看 实在不太喜欢
(NA)	除了小时候还真的蛮感人的 后面得剧情完全开始拖拖拉拉
(4星)	乔妹那时不好看，后来最爱的宋承宪当时也青涩，里面最火的算元彬了吧
(5星)	经典中的经典  
(5星)	当时天天守在电视机前哭啊~~
(5星)	经典
(2星)	比较价比较俗套
(4星)	好几年前看的了，当时看得很感动～剧里面的音乐一直都非常喜欢
(NA)	当时觉得元彬很帅
(5星)	认识了承宪哥哥o(∩_∩)o...
(4星)	小时候看的老片子，其实影响不深了。但感觉上还是蛮喜欢的
(4星)	小时候第一部有印象的韩剧
(3星)	《蓝色生死恋》在韩剧里的地位基本等同于《还珠格格》在大陆电视剧里的地位吧……除了经典别无二话。我当时喜欢宋承宪不喜欢元彬，现在他们俩我都不喜欢了。老了老了……
(4星)	``看的唯一一部韩剧吧```突然有点怀念
(5星)	看一次哭一次的啊~
(5星)	经典之作，元彬！
(5星)	很悲很好看
(4星)	看过的唯一一部棒子剧，这一部足已。常常想泰锡那么好那么好，可是如果我是恩熙，也一定会爱哥哥俊熙的。可是我不是恩熙，没有俊熙，也没有泰锡
(4星)	看的第一部韩剧。。。
(NA)	同学在我旁边看的泪流成河= =||||
(5星)	温习了一篇有一篇 可眼泪还是止不住的流~~
(4星)	稀里哗啦
(3星)	啥也比不了两小无猜
(4星)	还算比较经典的韩剧
(4星)	比较经典的一部韩剧，感动
(3星)	其实，我比较喜欢元彬。
(NA)	除了俊男美女没有什么了饿
(2星)	哎，元彬，长得帅不是你的错，抱不回美人是你的错
(NA)	我比较恶劣的喜欢看恩熙被心爱欺负
(5星)	第一次接触的韩剧，也是哭的最死去活来的，通宵达旦的看。
(NA)	很感人的剧情
(5星)	迷上宋承宪和元彬
(4星)	这个感情是不是很纠结列，要是恩熙是俊熙的亲妹妹咋办？
(NA)	第一次觉得很帅的男生 元彬
(4星)	好早的一部韩剧。很经典。于是从此恋上了元彬。
(4星)	第一部痴迷的韩剧 电视不够看 还和妈妈冲出去买碟看那个年代还是一集一张VCD的年代 怀念
(4星)	唯一的缺憾是彬演了一个最伤心的人
(4星)	看了两次 哭了两次
(4星)	早前的经典了，那首幽怨的旋律很美。
(5星)	韩剧必看。
(4星)	因为我妈看才一起看的。好多年了。
(3星)	好久远的记忆了-0-
(3星)	三个主演。。。没法不爱。。。只是哭哭啼啼的戏我向来看不下去。。。
(NA)	the first chapter is the best.well~
(4星)	动人的乔妹
(4星)	我印象中的经典。电视台在播我就凑巧的看了。当时刚看完薰衣草没多久吧。
(NA)	期待的不是这样的爱情，而是这样的兄妹关系……
(NA)	丫……太经典……= =
(NA)	哥 ~~~我想做颗树~~~（用大连话说）
(3星)	我真的没哭。。。= =
(4星)	我还是比较喜欢片子最开始的部分，他们都还是孩子，很感人……只记得，那时候，看着片子，一直哭，一直哭…… 
(NA)	来生要做一棵树
(4星)	从这个开始接触韩剧。
(3星)	初二时候看的= =第一部爱上男配的剧= =看的我郁闷死= =为啥元彬不是主角T T
(3星)	好淒慘阿~~哭哭哭~~~~
(4星)	太伤感了~~
(3星)	只是看过他们小的时候的故事 后来人长大了 就没有兴趣看了
(5星)	应该都看过八
(4星)	当年感动得一塌糊涂
(4星)	是拖沓了点，不过还是算韩式经典吧
(3星)	一般，俗
(4星)	从这部剧开始 唯美的韩剧在中国遍地开花大放异彩 俊男美女恩怨情仇 缓慢的剧情悠扬的配乐美丽的景致 韩式风格的偶像剧虏获了多少痴男怨女的心 那个时候班级同学之间的话题都是宋承宪元彬宋慧乔 现在仍记得一个画面 充满阳光的午后恩熙和俊熙背对着背擦窗 压抑着心中的情感不敢触动却又情不自禁
(4星)	以当时的眼光看还不错
(3星)	喜欢韩剧的时代已经离我远去
(5星)	和很多人一样 第一部韩剧 小恩熙是催泪弹
(5星)	初中经历的爱情故事！
(NA)	看的第一部韩剧
(5星)	负责人说，我没看全，只是这部剧太火了，所以我也知道发生了一件怎样的事，文根英的那部分倒是都看了，乔妹的没怎么看，不过，应该也是巨感人的吧，相较之下，我更爱冬恋。
(4星)	感谢老天，认识了元彬~
(3星)	韩剧苦情路线的始祖 刚看的时候比较感人 
(3星)	我的第一部韩剧。。。
(3星)	当年可是迷的不得了，当时觉得元彬最帅
(NA)	我哭了一天一夜啊··
(3星)	受这韩剧影响，很多人下辈子想做一棵树。节奏太慢了
(5星)	感人！
(4星)	宋慧乔的青涩时期
(5星)	小时候的恩熙部分看了不下百遍，就是因为这个才喜欢上文根英的，演技太好了
(5星)	评分不到8！！！有没有搞错啊！！！？？？
(3星)	从这里开始知道，原来哥还有其他意思orz
(4星)	只喜欢音乐...
(4星)	所有俗烂的韩剧都是从这部开始泛滥的吧。
(5星)	第一部韩剧，追得辛苦
(3星)	喜欢元彬多一点
(5星)	当年大爱
(3星)	其实是前半段比较好看，嗯
(3星)	JO超爱看  我受不了这么悲的
(5星)	大家都不知道为什么会喜欢！所以就喜欢
(4星)	这是作为年少的记忆放在一起的电视剧。
(4星)	是韩剧的源头 后期的众多模仿对象
(NA)	元彬~
(3星)	作。
(4星)	是我看的第一部韩剧，直到现在只要看到俊熙为了忍住眼泪而看向天空的时候我都忍不住会哭。算来，也是，我，后来，恋哥情节的铺垫么
(5星)	初二考试前的一天我看完了这第一部令我流泪的电视
(3星)	没《冬日恋歌》好看。              看来我老了=。=
(4星)	哭啊哭。
(5星)	我看的第一步让我掉眼泪的电影，绝对的好看，不过还是属于泡沫剧之列的！
(3星)	我妈静静地为之流泪并深深地疑惑着我为何无所谓
(4星)	长大后再次相遇的情景至今难忘。。。
(NA)	哭过最多的韩剧，跳动我敏感的脆弱神经
(4星)	居然是娘比我先看然后哭到不行推荐给我的= =
(4星)	也是经典的韩剧啊，小时候和外婆一起看的，看得哭得稀里哗啦。
(NA)	当年
(4星)	经典怎能错过？！
(5星)	經典的經典。
(5星)	韩剧的代表吧
(5星)	看的第一部韩剧。。当时还满小的，看的满压抑的，从第一集哭到了最后一集。。= =||第一遍看了觉得俊熙很灵的，第二遍看了觉得泰熙很灵
(NA)	太经典了。。。。 
(5星)	经典啊！文根英小时候好可爱呀，元彬好帅啊
(5星)	少女情怀总是春之初中回忆
(5星)	经典韩剧..  好喜欢double宋
(NA)	那一个哭啊……
(4星)	难道是当年拍摄技术的问题么？为毛怎么看怎么觉得宋承宪脸走形。。。小乔身段圆润。。。
(4星)	哭得人不行
(4星)	我喜欢的桥段..兄妹恋..脸红..
(5星)	这绝对是经典。
(3星)	其实觉得还好，为什么一定要那么悲呢？
(4星)	胜在年轻
(5星)	初中时看过，哭得那个凄惨……
(NA)	赚取泪水
(4星)	启蒙片哇
(NA)	出彩的男二号
(5星)	经典韩剧啊，元彬太帅气了！
(4星)	想当初也不知道赚取本小姐多少泪水~ 
(4星)	元彬小时候的扮演者还真是非常漂亮
(5星)	当时哭得稀里哗啦
(3星)	第一次看韩剧。。。
(3星)	虽然现在已经不是我的菜，但当时还是看的很专注的
(5星)	初一寒假第一次看的。
(4星)	经典~
(2星)	不知道为什么就是不喜欢这样的剧情···
(3星)	好老了
(5星)	元彬真的很帅
(5星)	只有看他们小时候的那几集才会哭，长大了的故事就不好玩了
(NA)	我的第一部韩剧哦~经典的很~
(4星)	催泪 可我还是没泪点.但就是喜欢宋承宪.
(NA)	就是那么回事儿！
(5星)	眼泪。飙。。
(4星)	韩剧第一号！赚走眼泪无数！  ，，，当年喜欢元彬，现在发现宋承宪更好些，，，老了
(4星)	当年的小恩熙和小俊熙让我哭得一塌糊涂
(3星)	像老太太的裹脚布啊
(4星)	赚取了多少女性朋友的眼泪
(4星)	蓝色生死恋
(5星)	韩剧的经典代表，算很杰出。
(5星)	很早的韩剧，记忆犹新的悲伤
(5星)	此乃吾喜韩剧之源。
(3星)	恩熙死了Ｎ道　终于死了
(4星)	可怜的仨孩子
(4星)	在这里喜欢元彬大于宋承宪。
(4星)	经典，就是太悲情了！
(1星)	哎呀妈的 看的能累死。。
(NA)	99%的人都看过的经典韩剧
(4星)	喜欢男2号，呵呵~当时看完哭了，现在觉得很傻= =
(4星)	看的第一部韩剧，喜欢宋慧乔，喜欢宋承宪~喜欢兄妹恋。。。虽然他们被证明不是兄妹~= =~
(3星)	那时候的韩剧还是玩虐的路子
(4星)	大家杂都看哭了呢？
(5星)	小学和姐姐看的，可以说是我最早看的韩剧，韩剧之母……演员太强大了，我最爱的宋慧乔，还有元彬和宋承宪，太经典了。
(4星)	如果是当年我愿意个5颗星，其实我很喜欢小俊熙，因为某人`~
(3星)	有vcd的 最早看的韩剧 现在突然发现很变态 亲哥亲妹怎么可能会这样
(4星)	我就没哭
(NA)	第一部看的韩剧……
(4星)	从此爱上你！
(4星)	看到韩剧就得想起铁汉柔情的梁哥
(NA)	第一部印象深刻的韩剧
(NA)	很經典的一部韓劇～想當年就是因為這劇喜歡上宋承憲的哈～
(5星)	这个是经典，里面没什么可挑的
(4星)	最喜欢他们小时候那一段。
(NA)	凄美的爱情童话！
(3星)	考研时看的释放下压力
(5星)	韩剧启蒙
(5星)	经典，连妈妈都被小恩熙感动的鼻涕一把泪一把。宋承宪和元彬是真的帅到留口水啊……
(5星)	算不算是我看的第一部韩剧呢~~元彬从此奠定了韩国第一帅哥的地位，坚不可摧！
(NA)	情人节
(5星)	看的第一部爱情韩剧
(NA)	经典老片
(2星)	看睡着了
(NA)	第一部韩剧
(5星)	很多人说看过很多遍都会哭的一部韩剧
(4星)	跟着电视看哭了4遍，买回家看就再也没哭了。
(NA)	这啥也别说了，我和我全家一起等结局等得都要傻掉了。连小阴都和他爸爸看到抹纸巾的剧，哈哈哈。
(5星)	元彬元彬元彬！！！！
(5星)	忒煽情了~泪~
(5星)	喜欢元彬~~~~~
(NA)	爱得很那个%
(5星)	韩剧启蒙之一
(4星)	爱上元彬～
(NA)	为什么韩剧里的第二男主角那么惹人怜爱呢？都那么优秀却都只能和女主角做朋友。
(5星)	想当年，赚掉多少眼泪。
(NA)	讨厌韩彩英的眼神
(4星)	蓝色生死恋の秋天的童话
(4星)	记忆里的经典剧集。
(4星)	韩剧早期的经典，耗费我卫生纸无数
(4星)	催泪弹
(4星)	太久了。現在才想起韓綵英就是壞女人...
(3星)	没什么好感~场景和音乐还不错~
(3星)	我怎么著就不覺得宋承憲像個學生呢
(3星)	不是很喜欢这部剧 主要是演员很养眼
(NA)	都是眼泪。。。
(3星)	主人公坎坷经历及单纯真挚的爱恋令人落泪，但多少还是不喜欢这样的哥妹“恋”。
(4星)	loli时看过第一部韩剧吧现在想想，白血病、两男抢一女的狗血套路不说还有乱伦和自杀，GOD但是足以吸引人的眼球了主角颜都不错，其实管他是不是整出来的，反正是在娱乐咱不是么
(5星)	真是悲情
(5星)	初中毕业的时候看的，看一集哭一集，跟傻子一样~
(3星)	=  =还需要说什么么……OPPA~~恩熙！俊熙！妈~~~囧
(5星)	一把鼻涕一把眼泪的
(5星)	很小时看的 印象很深的很感人的韩剧
(5星)	很动人
(2星)	最讨厌主角得癌症的故事
(3星)	韩剧风靡的代表
(2星)	将拖沓进行到底··
(4星)	狂用卫生纸的催泪剧。。。
(4星)	哭啊，第一部接触的韩剧
(5星)	看过n遍仍不腻的爱，纯纯的
(NA)	泪弹呀～～我一直记得呀～～
(NA)	太惨了……
(5星)	韩剧中的绝对经典~~里面的男男女女后来都是韩国影视圈里叱咤风云的人物啊~精英荟萃~~只是貌似全世界都看过了~
(5星)	故事、画面和演员，唯美的经典。
(5星)	虽然宋承宪很帅，但我还是希望她和元彬在一起.
(5星)	第二部我最喜欢的韩剧~
(4星)	哭了的。
(4星)	貌似算系我睇葛第一出韩剧~
(5星)	唯一完整看完的韩剧。。
(2星)	讨厌凄凄惨惨的悲情戏
(4星)	哭得我稀裡嘩啦！！
(4星)	这个还是不错的
(5星)	当年哭得死去活来
(5星)	哭嘛，眼泪不要钱的流嘛！
(4星)	从此 韩剧
(4星)	妈妈和我一起看的，还可以嘛~
(2星)	后段太拖沓了，受不了了
(5星)	偶在。。到底是要喜欢元彬还是要喜欢宋承宪。。。纠结了下。。。但。。真的。。纠着看了3遍。
(5星)	这个经典
(4星)	第一部韩剧 没认真看..只剩哭的记忆
(5星)	催泪弹剧
(4星)	我韩剧的开山鼻祖
(4星)	最原始的韩国偶像剧...
(5星)	大经典
(4星)	很喜欢小时候那一段 简简单单的 很美好 不要后来那么多伤心
(5星)	终于在很老的时候看了本该很年轻时看的剧..迟迟不敢开始的原因是怕自己会糟蹋了它..前六集时明白自己真的不用回火星了哈..久违的哭的感觉..被他们的亲情所感动，却没有被他们的爱情所吸引..讨厌优柔寡断犹豫不定的人..最后不明白为什么非要选择男一..相比起来我更希望她跟男二私奔..
(2星)	憋死了
(3星)	骗走了多少眼泪啊
(4星)	看得第一部韩国悲情电视剧
(NA)	当初看了好几遍 
(2星)	实在是太慢了
(3星)	哭错无拉
(5星)	看的第一部韩剧。。。很早。
(4星)	这个就不说了~元彬GG太帅了~
(NA)	爱玄彬 
(5星)	下辈子要做棵树。
(3星)	我第一部认真看完的韩剧
(4星)	人生中第一部韩剧，大爱小时候的部分和那一棵树的愿望
(NA)	从没看完过...太悲的看不下去...
(4星)	跟老妈一起看的。哭得淅沥哗啦。。
(5星)	韩剧经典，喜欢里面的配乐
(5星)	爱得死去，没活过来。（超华丽阵容）
(4星)	经典
(2星)	那种哭哭滴滴的电视剧，当年怎么会看得下来
(NA)	流泪的帅哥
(4星)	十年后再看，感慨最多的就是：你们能不能别哭了。。。
(3星)	为什么不能和泰锡在一起呢？？？？
(5星)	给五颗星，因为当时哭的稀里哗啦的，把我弟弟都吓傻啦~说起来还是挺佩服自己的~刚才看了篇帖子，说是韩剧是女人变得爱无能，想想也是，我们每天处在这样一种环境中，难免会变的不现实~然而，真正的爱情又是什么样的呢？
(4星)	超喜欢文根英演的小女孩，看了电影和书，都哭得淅里哗啦的
(5星)	以前看过好多遍了。想再看一次，主要看韩彩英
(4星)	曾经非常的令我感动的一部片子
(4星)	最受不了恩熙喊得那句哥...听着就想哭...
(3星)	从头哭到尾 眼睛都肿了 当然我是说演员
(3星)	我把那个呼机号，牢牢的记在心底。
(5星)	因为这部韩剧喜欢上宋慧乔
(4星)	不一样的宋慧乔
(4星)	干净，美丽的男女主角，勾起对爱情的期待
(4星)	小时候很迷
(3星)	俺现在明白了，那时的宋慧乔就是所谓的婴儿肥～
(2星)	个性不合
(NA)	蓝色生死恋
(NA)	有生以來的第一部也是最好看的韓劇。至今在我心中還是無可超越的經典。
(5星)	多经典的片子
(3星)	应该是我看过最早的一部韩剧了，现在回想起来好像有些老套，但是原来就真的很喜欢，那一段青涩回忆~
(3星)	是开始
(4星)	看的第一部韩剧
(4星)	要不是有俊男美女和美景，就凭这部剧的剧情只能给2星
(4星)	当时没什么韩剧看的我们被两位帅哥惊艳到了
(5星)	需要备一支眼药水，因为会哭到眼泪干，呵呵
(4星)	这样的片子我从不看第二遍
(5星)	第一部让我哭到泣不成声的韩剧。。。引领我走向一个PERFECT WORLD.元斌，宋慧乔，济州岛，《祈祷》。
(NA)	  韩式悲剧.
(3星)	算经典吧 我不喜欢悲剧
(3星)	有段时间对元斌哥哥好爱啊~
(5星)	高三，哭得稀里哗啦，最爱的韩剧鸟~
(4星)	很久很久以前
(4星)	当年最强的催泪弹！
(4星)	对我来讲,有点衰怨
(5星)	这个貌似喜欢什么可以不需要理由了，当年这三个都超年轻啊。
(5星)	最早期的一部韩剧了，堪称经典
(3星)	成年后接触的第一部韩剧
(NA)	都哭吧~我和赵女士也跟着哭，就骗我们善良的母女…
(NA)	宋MM胖的时候，回忆起来情节实在太恶了。
(5星)	恩熙 恩熙
(5星)	下辈子,我想做一棵树,因为树一旦住在一个地方,就不会再换地方..
(NA)	胖胖的女主角
(4星)	第一部韩剧。第一次看是在电视上有一点没一点的。后来重看了一下，不过还是没看完。在小恩熙回到原来的家里的时候，诶~~ 又开始催泪了...长大后的芯爱美得一眼难忘，原来就是韩彩英~~  
(5星)	Wonbin!!!
(4星)	眼泪流了很多很多，高考之前的记忆
(4星)	只愛看小時候那段
(3星)	元彬帅
(4星)	韩剧
(4星)	哭的死去活来，稀里哗啦！
(5星)	那时候哭的稀里哗啦···
(5星)	只能被模仿，永不被超越
(4星)	喜欢小演员
(3星)	早期接触的韩剧。。。现在不太能接受这种催泪系的韩剧了
(NA)	哭死我的韩剧~~~看了N遍了
(4星)	当初拽着我妈一起看的
(3星)	典型的韩剧。音乐挺好听的。
(NA)	因为不能没有你而存在——选择了爱！
(5星)	(*^__^*) 嘻嘻……几年之后回看这部电视剧，还会那样感动。
(5星)	经典
(4星)	歌曲蛮好听的，太悲惨了，女主角太漂亮，所以逃不了编剧把她编死的魔掌。
(4星)	人生看的第二部韩剧。
(4星)	流了好多眼泪~~~
(5星)	當年很喜歡~
(5星)	第一次看的时候，看一集哭一集~
(3星)	其实，狗血剧，永远都是最热卖的，最坊间都知的，就好像口水歌一样。
(NA)	如果是我妈妈，肯定不会把我换回去~恨死芯爱了，不过韩彩英还真是漂亮~
(4星)	必看經典韓劇！
(2星)	诶。。。我不喜欢
(5星)	恩熙，俊熙，真的很经典
(NA)	韩剧
(4星)	里面爱的罗曼史的吉他音乐真的很棒
(5星)	为什么不选元彬？
(5星)	那个时代的经典之作~
(5星)	好吧，我承认在催泪上它真的很成功……没错，我对XML有执著爱……
(3星)	我怎么就没哭呢？？
(2星)	又一经典韩剧
(3星)	失望
(NA)	哭得噼里啪啦
(NA)	太惨
(4星)	 泰锡啊，元彬啊，极品啊~~~
(5星)	又一不得不看之作
(5星)	看一遍哭一遍的故事~ 
(4星)	挺经典的
(NA)	爱上男女主角
(5星)	被人说Summer, you have no heart.但为了蓝色生死恋不知哭了多少
(3星)	实在受不了当初怎么那么多人喜欢这部剧集，夜夜准时赶回家守侯在电视机旁。当时大家的这一举动让我非常之反感，现在想想还作呕。乔妹那时真的是胖，居然有人说她美，抱歉我实在没发觉，我只喜欢瘦人。很多人因为这部剧集爱上元彬，不过我一直都喜欢宋帅哥。剧情很韩式，标准的催泪电视剧。相比后面的剧情我更喜欢2个小朋友在一起的镜头。那句“你下辈子要做什么？树，一棵树！”还是挺让我心动的，其他的，哎，没法接受。
(5星)	哎呀，这眼泪被赚的，估计都可以流个太平洋了～
(5星)	第一次看韩剧可能看的就是这个,那个时候哭到不行啊,现在再看,还是觉得好看,还是拿着纸巾!现在宋慧乔 宋承宪比以前更好看了,好看多了
(2星)	风云一时啊  很多人哭得唏哩哗啦，我看的瞌睡连连，无聊啊
(NA)	很久前被女生们疯狂迷恋的片子，就算现在，无论你觉得他多虚幻，多幼稚，却还是不能忍住不去悲伤。想哭的时候强烈推荐：P
(NA)	很悲惨
(NA)	当时哭的我....哎
(4星)	催人泪下 
(3星)	看过的第一个韩剧
(NA)	实在是不喜欢哭哭啼啼的电视。。。因为我很容易感伤！
(3星)	剧情有点拖沓 但喜欢主角
(4星)	还不错
(5星)	WON BIN 
(4星)	我韩剧的起点。从此有无数的主角死于癌症。
(5星)	有人没看过么
(5星)	经典韩剧
(NA)	很羡慕的爱情
(NA)	这个是我看过的最好看的韩剧!也是看过的第一部韩剧!
(5星)	高中与沫沫
(4星)	最初接触的悲剧。。
(2星)	就只记得他们哭啊哭，哭到我无语……
(4星)	唉
(5星)	让我哭死算了！
(3星)	前三集，ok！
(4星)	复习。。
(NA)	很经典
(5星)	看几次就哭几次
(NA)	那麽帅的两个大男人也会哭成这样。
(5星)	元彬 呵呵
(NA)	现代浪漫悲情剧的鼻祖，至少对我来说是
(5星)	为了多一个文根英的标签...
(4星)	可能是先看冬日恋歌的原因吧，相比之下，更喜欢那部
(NA)	哭死人了。。。
(5星)	眼泪成诗
(NA)	小时候是那么的幸福啊,可是长大了,要考虑的太多了
(3星)	哥~~~听了就心酸
(4星)	童年再次眼泪决堤
(4星)	初播的时候是晚上十点半，每天偷着看
(5星)	流着泪看完韩语版的在线，男猪脚真的很帅，棱角分明，女猪脚稚气可爱清新。很唯美的一部剧。
(5星)	难忘的只是第1,2集的小小情愫
(5星)	应该是我对兄妹恋痴迷的开端~~
(5星)	当时看得是缩减版的一张碟 哭死我了 后来才知道原来是部电视剧 继续哭
(2星)	一般般
(4星)	N久N久以前看的，还哭得淅沥哗啦的。。。
(3星)	看的时候真没被感动。。唉~~
(4星)	一句话：绝对的经典
(5星)	他们小时候的故事，让我哭了很多回。很长一段时期听着那首片头，还会哭的稀里哗啦。
(3星)	乔妹成名作，喜欢小时候的部分
(3星)	悲剧，剧情缓慢。
(NA)	总觉得很惨，看着很难受，当时不喜欢宋慧乔，总觉得一脸苦相，但看完浪漫满屋就改变了
(4星)	不管怎么说是我看的第一部韩剧
(4星)	印象深刻，当初做完手术卧床在家看的，结果哭的我。。。
(5星)	唉~在那个年代~
(NA)	那个年代都是悲剧的韩剧，实在夺人眼泪
(2星)	http://www.douban.com/pics/sth.gif
(3星)	太悲了，不喜欢
(NA)	不喜欢
(NA)	在我妈的带领下，我看的第一部韩剧啊！
(4星)	@#$$%^&amp;
(NA)	当初看时还小，没太多感觉
(NA)	韩剧 
(4星)	我只能说这个是韩剧中经典中的经典
(4星)	……不喜欢，太悲了
(4星)	想哭嗎？看就對了。
(NA)	当时超级喜欢元彬 ，不过如今已经不知道他去了何方拉。赚人眼泪的生死恋
(NA)	怎么能这么苦？这么爱哭？
(NA)	第一批韩剧。。。其实也没那么差啦
(NA)	最爱的韩剧，看了几遍了
(5星)	蓝色经典
(NA)	几乎是第一部韩国电视剧了我看的
(5星)	恩熙。。。哥。。。
(5星)	初一的记忆。
(5星)	我看的第一部韩剧
(5星)	经典
(5星)	.
(NA)	始祖~
(NA)	太伤了
(4星)	悲剧的代表
(5星)	俊熙 恩熙...
(NA)	蓝色生死恋 
(5星)	看韩剧的第一部啊
(NA)	高中时，因为它，哭了又哭
(4星)	本科时，每天晚上躲在导师办公室里看完的
(NA)	很喜欢
(NA)	感人
(5星)	不行了，太好了，太煽情了！
(5星)	没完没了地哭~
(4星)	经典
(NA)	开始流行姐弟恋~~~~诶？人家明明是哥哥妹妹~OBA~~
(4星)	喜欢
(4星)	好喜欢文根英.宋小乔.第一部看到的韩剧.
(NA)	我也想做一棵树。
(4星)	就记住了宋mm
(NA)	骨灰级的！
(5星)	看了知道眼泪不值钱
(4星)	唯一不足是略显拖沓
