http://movie.douban.com/subject/6013886/	你为我着迷 넌 내게 반했어
(3星)	 校园爱情剧，但剧中人物太多，关系复杂，编剧并没有着重突出男女主角的戏份，感觉没有抓住重点。但是这个电视剧让我们回到了学生时代，看到那时的自己。。。            
(2星)	 1.5集后弃，大家都懂的            
(4星)	 我就这么一个泡菜CP 烂尾但是最后一集音乐加分。            
(4星)	 最后没什么剧情了，也还是喜欢。            
(4星)	 淡淡地伤  淡淡的暖``but  有些仓促``            
(3星)	 弃 没办法...好无聊的剧情            
(2星)	 实在对不起为他铺垫的最佳爱情，此片真是不知道在说些什么，无重点。最丑女二和男二，特别是女二应该回炉下，脸都弯成月亮了。。            
(3星)	 只看华丽丽的帅哥美女，淡定忽略剧情            
(2星)	 看容和同学装酷的时候总觉得他心里在傻笑   红薯后遗症啊。。。咋办呢   搞笑片啊            
(3星)	 服装和音乐不错，弃。。。            
(1星)	  朴信惠 圆滚滚很招人爱~容和你还是笑笑露个小虎牙养眼~扑克脸不适合你~还有编剧可以改行了真没发展前途~9集后弃~实在是没耐心看这个傻逼编剧的剧了            
(2星)	 郑容和 敏赫 我才十九岁就受不了这种剧情了            
(5星)	 怎么比起李绅和李奎媛我更喜欢汝俊熙和韩喜珠呢            
(5星)	 看的不错 蛮有趣的            
(3星)	 这年头那么嫩的编剧真少见。大家的演技要加强啊。            
(4星)	 卡司不錯！電視劇本身不過如此！            
(4星)	 总体还是很不错的            
(5星)	 在我心中必须是美好的一部~            
(5星)	 怎一个帅字了得啊。。我的郑容和。。            
(5星)	 蛮赞的            
(3星)	 老套爱情剧，冲着我们容和和信惠小盆友的第二春，就继续追吧。            
(5星)	 朴信惠演技好棒啊            
(3星)	 珉赫萌死我了好吗!!!!作为颜饭就是不管这片子多不好看也是要看下去的(-┏)            
(3星)	 小成本剧迹象明显，剧情处理过于简单随意，反正是无聊跳着看完滴。            
(4星)	 人物关系确实比较复杂。只能说郑容和吉他实力确实不错。插曲很好听            
(5星)	 爱死郑容和 朴信惠  力挺《你迷上了我》！！！            
(NA)	 啊哈~ 美男再度牵手么?            
(5星)	 各种青春美丽的姑娘和小伙噻 好看噻 弥补一下我单调的大学生活             
(2星)	 拍的这是什么            
(3星)	 对郑容和无感……            
(5星)	 为了亲爱的容初丁。再NC我也甘愿了= =||| 简直.......            
(2星)	 歌好听而已            
(2星)	 一集弃            
(2星)	 看了5集吧，不知道在讲什么..虽然据说后来换了编剧后面几集不错，但还是不想再看下去了。朴信惠，你还是适合演男人。            
(4星)	 看到后面还行            
(4星)	 青春片~~            
(5星)	 我觉得还不错.但是收视率好低呀......            
(3星)	 情节性不强啊 失落            
(2星)	 棒剧坑爹            
(4星)	 编剧相当NC。可惜了男女主角。            
(NA)	 容和同学呀 等更完一半再看 不然追着太辛苦            
(4星)	 剧情是平淡了点 但是这种小清新的究极奥义就在于时不时把容小朋友牵出来遛遛卖个萌啥的            
(5星)	 大爱郑容和朴信惠 嗯 收视神马的都是浮云~             
(3星)	 此剧完结，夏日结束。面瘫男和冒失女的故事感觉好像隔了几个世纪，残存的只剩伽倻琴和吉他的混音，但依旧无法掩盖它作为一部虐剧+瘫剧的气质。虽然有些画面总是有OPPO手机广告之感，但谁让三颗星的此剧也多多少少的贯穿了我的夏日呢？            
(5星)	 喜欢朴信惠，她第二集中比赛的古典音乐好听极了，就是不知道叫什么名字            
(5星)	 陪我走过的那段灰暗时光，感激。            
(4星)	 郑龙华和朴信惠的再次相遇...朴信惠变得越来越有女人味了...剧中的人物关系也更复杂了...需要适当的猜想...            
(5星)	None
(3星)	 最后一集，剧情实在是太狗血了.            
(5星)	 超赞            
(3星)	 继玛丽外宿中之后又一部坑爹的偶像韩剧！究竟是我过了年纪还是这坑爹的剧情糟蹋了男女主角呢？！凭着对美男的好感，给三星算了。            
(3星)	 编剧是吃屎的啊。。。            
(4星)	 感觉还不错，好久没追剧了，追追看吧            
(3星)	 这么好的演员，被编剧糟蹋了，情节拖沓没有高潮~好不容易看完了            
(3星)	 开始烂尾了……            
(NA)	 觉得挺无聊的 也不知道男女主角为什么要在一起 但是衣服和画面都挺好看的 歌也不错             
(5星)	 我爱豆 和 我儿纸 人给五星 剧可以给一咩？            
(5星)	 暂时还不够给力哦，但是男女主演技都不错哦            
(3星)	 狗血的开头狗血的结局……能不能不那么老套，最后还弄个手腕受伤，完全收不了啊            
(4星)	 剧情发展慢了点，不过男主的外形是我的菜~            
(5星)	 整部剧主要是题材非常吸引，当然演员没得说了。。。如今有青春气息的，积极题材的电视剧少之又少。美中不足剧情发展有点慢 但是慢慢品味就像咖啡又香又醇。重复重复再重复地看            
(3星)	 无聊看看 ~比想象的好啊~            
(3星)	 女2又歪鼻子又歪嘴            
(3星)	 慢热+短，硬伤啊~果然韩剧这些套路不适合我~★★★☆            
(1星)	 为嘛荣和儿纸初吻要给女二？  为嘛？~            
(3星)	 去他妈的编剧。三星给容初丁的初主演。            
(NA)	 先看看再说            
(NA)	 真不怎么样。。。            
(5星)	 小甜蜜。            
(4星)	 3星半。。。 。。。            
(NA)	 ……            
(3星)	 里面的OST很好听~~~~~            
(2星)	 真是可惜演员了             
(3星)	 演的能有你唱歌那么好就好了……            
(2星)	 弃            
(4星)	 很想给高分的啊！！！！！可是可是可是……收视率就是这么垫底的……死编剧把我的男主女主弄成打酱油的了！！！！！合起来出场有木有十五分钟啊！！！！！！还有那个女三！！！！！！为什么银幕初吻给了女二！！！！！死死死死死死！！！！！！！            
(2星)	 目前只看了一集，勉强3个星吧。。。不是很吸引，会想到dreamhigh，但是dream更好看吧。。个人口味了。。。不想看第二集，弃剧。。原来我喜欢的是姜新禹，而不是郑容和            
(5星)	 一直都在看什么鬼啊神啊僵尸啊骷髅啊超自然力量的东西 最近换换口味 ~~PS这个让我想起去年 都快高考了还在每周不落的看刚更新的是美男啊            
(4星)	 接着看吧，也许后面会给我们惊喜~            
(3星)	 终于结束大结局了...这剧情真是不敢恭维...            
(2星)	 画面还不错，男主的表情太僵硬了吧，当他们开始打赌的时候我就猜到赌注肯定是做奴隶，而且肯定是女主输，因为在电视剧里只有有貌似冷漠的主才能凭借赌注使唤讨厌的人从而爱上奴隶，不变的韩剧套路啊！            
(3星)	 郑容和，新的HC目标，哈哈。喜欢这种清新的校园偶像剧。            
(3星)	 姜珉赫。            
(2星)	 就用來消暑的...            
(3星)	 男女主角都好好看呀~~~            
(3星)	 越老越要重视外表 不知道吗？看看郑荣和噢爸帅气的脸吧==剧里的打扮都挺不错的……            
(3星)	 甜蜜            
(2星)	 其实我还差最后一集没有看完，可是就不想看了。我只能说编剧对不起容和啊！本来是有多大憧憬想看郑荣和和朴信惠在一起的。哎。结局又俗套了！            
(1星)	 唉，才出了两集，就已经让我觉得出现过多的不合理了。。。而且，说真的，容和的演技啊，真的有待加强~~/应该是我第一次弃剧，容和演技不行，男二女儿长相太吓人，剧情太肝疼看了两集，放弃。。。            
(4星)	 正在看，希望后半段的时候不要让人失望            
(5星)	 因为郑容和 所以五星            
(3星)	None
(NA)	 我是如何又弃剧了呢。。。            
(3星)	 这部剧里他俩要给力噢！美男里面好惨的！            
(1星)	 剧情俗了把。国乐系还不错~            
(3星)	 很肥皂剧。。            
(4星)	 韩剧的爱情怎么看怎么浪漫啊.~演员大爱~            
(4星)	 完全冲着男女主去看的..容偶吧zzang&gt;3&lt;            
(1星)	 為了鄭容和、姜敏赫才看的！好爛。            
(4星)	 雖然比較想看正信親辜來演團員的腳色，但姜珉赫也不錯。            
(4星)	 音乐很着迷，CNblue            
(5星)	 冲着容和，给5星，编剧什么的太不给力了            
(4星)	 姐就是看人怎么招吧            
(4星)	 很清新~可惜剧情不够给力            
(4星)	 总算跟完了这坑爹的剧情..            
(5星)	 超级小清新            
(5星)	 新禹与美男的故事~里面音乐很棒！！            
(3星)	 其实觉得挺无趣的            
(5星)	 超爱的啊            
(3星)	 养眼的明星但剧情有点混乱，但还行的            
(5星)	 郑容和，太帅了！！！！！            
(5星)	 淡淡的爱情故事 无论什么时候看到都会让人心跳            
(3星)	 哈哈 校园小清新 但是没看完。。进度实在太慢            
(5星)	 《因为想念》            
(5星)	 郑荣和！！！！！！            
(3星)	 画面很漂亮，正好映衬这个美丽的夏季，情节已经完全忽略了。。。            
(2星)	 原来期待，中间忍受，现在快受不了了，搞什么啊，编剧            
(5星)	 主要是看男一女一            
(3星)	 冲男主看的，剧情太烂，实在看不下去。。。不过歌曲好听。。。            
(NA)	 俗到烂噶剧情！ 都系因为郑容和我先睇！ 仲系有仲心动噶感觉，虽然系入边D人不怎么样，剧情都不怎么样！            
(2星)	 下周再跟两集，已经准备弃了。男女主都是我比较喜欢的演员，但是剧本实在太差劲了，光看脸可撑不下去。MBC好意思说这剧有编剧吗？（E07弃）            
(3星)	 女1和男1彻底被女2、女3，男2、男3的海洋给淹没了。。。导演你到底是要嫩样？！            
(4星)	 青春细腻校园剧，景好人美感情真。缺陷就是剧情有点松散。            
(5星)	 刚刚看第一集觉得不错啊！            
(4星)	  小狗狗好可爱             
(3星)	 男猪脚是我的型啊，又是巨蟹男。泛滥了...            
(4星)	 最后看得有点乏            
(3星)	 我跟我娘的审美终于在这男的身上达到一致了。            
(4星)	 韩剧的一贯作风。烂尾~            
(5星)	 超好看的            
(1星)	 劇情亂七八糟又分散，棄~~~            
(5星)	 主题曲让人兴奋，想必剧情也是这样的，昨天看了第一集还不错啊！两人在这部剧成情侣就对得起上次合作的遗憾了。终于可以在一起了！            
(4星)	 挺有意思的～不过感觉跟《原来是美男》有点类似，只不过原来郑帅被虐变成现在信惠被虐～            
(2星)	 唉。。。            
(5星)	 完结了~美男和新禹终于在一起了 ~\(≧▽≦)/~啦啦啦            
(2星)	 编剧太差!剧情太弱!台词太肉! 男女主角还是在美男里更有萌点            
(4星)	 很青春，很浪漫，很梦想，            
(4星)	 我真的很喜欢朴信惠这型的&gt;&lt;            
(4星)	 少掉的一星为了我向来不喜欢的朴信惠            
(3星)	 有是匆匆结尾            
(1星)	 难得撑完15集只有两个感慨 容和太帅 &amp;舞台恐惧症学长(抱歉我记不住名字了)腹肌太猛 !            
(5星)	 wuli容和难得男一 弹吉他唱歌时拽拽的样子很克里斯马            
(3星)	 剧情到后面稍微给力一点了            
(3星)	 为啥韩剧最后总是要弄的跟反转剧似的……从后半程开始还是很不错的，但前半程就比较渣了。 还有啊OST敢把里面的歌都收全了么？短好几首呢！赶紧的！            
(4星)	 前面实在是闷啊 终于最近几集粉红多多啊~~~哎哟 就该这样嘛~^^ 后面几集很不错 蛮不错的剧 虽然收视率韩国那边不高 但不影响我们看它 推荐下^^            
(3星)	 这电视剧就中间好看了2集，结尾又俗了。。。为了容和信惠还是看完了。 他们两次KISS时我都在想：姜新禹你终于亲到美男了～             
(5星)	 难得一部是越看越好看的韩剧～～            
(5星)	 炎炎夏日的小清新~~最爱容和oppa，唱歌的时候最帅了~~~希望编剧后面不要把你写那么冷漠~~~            
(5星)	 郑容和加一星~里面的音乐再加一星~~~            
(2星)	 剧情太烂了            
(NA)	 ＝ ＝            
(3星)	 我只是想看看新禹偶吧和高美男是怎么在一起的。。。            
(3星)	 校园韩剧，可惜我期待的唯美清新稍显拖沓            
(2星)	 就听音乐来着            
(2星)	 作了个决定：暂弃。上周ep8没出，信惠MM出车祸了，今天ep8出中字了，这一秒0:00，瞬间变成了昨天，ep5就没了想看的心情，偶然又在贴吧看到个投票（看这部剧都几岁），十六七岁最多，不得不承认剧情空洞的偶像剧对我已没了吸引力，不想重蹈玛丽覆辙，早点撤。打雷断网后浏览了11，12，依然无趣！            
(3星)	 认真你就输了！            
(4星)	 为什么我就是抵挡不了男主角被女主角感染后闷骚的样子&gt;&lt;  其实这部韩剧看的算是比较平淡 但可能有我所憧憬的大学生活 有梦想 友谊 激情 爱情 期待自己也能拥有这样一段难忘的大学时光吧            
(5星)	 他们总算走在一起啊。。圆了《美男》后的遗憾哈~            
(3星)	 一颗星星给音乐。主线太模糊了，剧情到现在还没完全铺展开来。编剧想要开展的故事太多了，没有突出重点，以至于相关人员抢戏抢得太严重，2位主角的戏份太少了。2人的爱的火花捏？！！！！整天奴隶奴隶- -根本就没有互动啊！！总是李奎媛看着教授和李绅2人互动，然后默默伤心流泪- -囧！加一颗星星给OST            
(3星)	 亮点是cnblue的姜珉赫啊，实在是太萌了啊~~~~~            
(3星)	 为了促成美男里没成的这一对也要来点有新意的剧情嘛...            
(3星)	 怪简单的剧情，朴MM这种角色太雷同了~容和同学演次阳光少男多好啊~~            
(3星)	 开头和结尾有点恶烂，中间还不错            
(4星)	 天啊，，太喜欢这两个人了，，，其实是喜欢那个男的。。。。真想快点看！！！！            
(3星)	 美男，你还是忘不了泰京吧。。。            
(5星)	 为了郑容和  我决定再加一星            
(5星)	 唔。。郑容和好帅~感人感人感人！！！            
(3星)	 没有容和，我早弃了这剧。这尼玛的是什么剧情！！！！！！！！！            
(3星)	 表导的戏，必须看那…朴MM的小腿规模敢不敢再震撼一点？            
(4星)	 实现了我们影迷的愿望  所以给了四星哈~            
(3星)	 剧情不咋地。            
(3星)	 朴信惠的表情每次都那么可爱~            
(1星)	 第一集剧情散漫，为了容和我忍——————————————烂片，容和啊。            
(4星)	 年轻的一代还是有前途的！！近期很好看的青春爱情            
(5星)	 美男跟新禹啊！！很感动，纯纯的校园爱情，距地一齐既时候好甜蜜啊！！不过后尾有D闷~            
(3星)	 小清新，情节粗糙。            
(3星)	 有点小失望            
(4星)	 这个结局 有点仓促吧！            
(4星)	 夏日小清新~            
(4星)	 一直很想去看音乐剧，看了这个更想去看了。            
(3星)	 看颜看了2集……然后剧情还不知道要讲述神马。            
(5星)	 男主女主很文艺！郑容和在里面造型太好了！小清新            
(4星)	 剧情发展太慢  看了红薯以后超爱他的            
(4星)	 消磨时间的校园小品 《是美男啊》后朴信惠郑容和再续前缘 前几集很不给力 小郑就一大花瓶 从头面瘫到尾 配角们个性鲜明 就如整部剧集明亮的色调一样 让人清凉一夏             
(4星)	 太短了啊T T            
(3星)	 男女主无感，剧情无聊，没看完。（2011.07.02~2011.01.23）            
(3星)	 郑容和后半部演技进步不少呀，总算不再面瘫了，尤其最后一集。            
(3星)	 没有追着看的欲望            
(4星)	 美男里的二号，总算和女一号在一起啦！！！看到花絮里的郑容和笑的灿烂多了嘛~~这剧剧情一般，但是算上好听的音乐，就可以值四星了！            
(3星)	 镜头感还不错            
(1星)	 没看完。。是我看了一部分不想继续看下去的电视剧之一，要剧情没剧情，要演技没演技，莫名其妙矫情的爱情~            
(4星)	 容和容和啊，我多爱你的颜！            
(NA)	 13            
(3星)	 Loveline发展的太慢了点。原来郑荣和呲牙咧嘴咆哮的样子是如此不好看。表导演延续&lt;他 &gt;的风格，画面很美布局不错!            
(NA)	 郑容和你个面瘫，我对你说话时眼神迷茫中带光上扬下巴露门牙的微妙样抵抗无能。7集末我终于完全入戏。有些世界走不进才不懂个中浪漫。容和有种很人性化的帅（对应不食人间烟火的妖孽）。你不会耍帅耍又耍得傻，姜新禹和李绅都令我有点激动，看多了妖孽会疲倦，这个帅度刚刚好。            
(3星)	 为演员和强迫症勉强看到现在，情节铺陈开后观赏感是有加分，可是也不至于四星五星的遍地是吧。大家究竟都迷陷到什么里边儿去了啊orz....我觉得算无功无过挺普通的，萌点还是比较弱啊。撑死三星。            
(5星)	 珍稀，所以珍貴。Just let me spoil you.            
(2星)	 尼玛装逼圣品啊！！！！            
(4星)	None
(4星)	 一颗星给男主 两颗星给郑容和 一颗星给音乐            
(3星)	 也就那样吧……            
(4星)	 小清新 不过匆匆结尾            
(3星)	 好不容易在假期最后一天看完一部剧 感想是 韩剧有三宝 养眼 甜言蜜语 和 必须隐瞒致死的各种伤病……            
(3星)	 诶哟 怎么说呢... 看到后面 想起自己 心酸哪！ 册那....  老娘就是那么容易被感动！有木有！            
(4星)	 主题曲很不错~            
(4星)	 Wuli信惠 and 容和偶吧、            
(4星)	 好看~回到纯真的年代 青春洋溢的浪漫爱情偶像剧！(⊙o⊙)…            
(3星)	 原本不是很喜欢看到女生反转追男生的，但清新自然的喜欢一个人，就是可以放下女子主义，你为我着迷越看越好看，比城市猎人好多了            
(3星)	 前面不错 中间完了蛋  其后没什么意见            
(4星)	 很曲折的一段追剧过程~~结局太敷衍了呀            
(3星)	 单纯喜欢主角而已-.-            
(5星)	 虽然这剧剧情上确实想掐死编剧，OST确实赞到内牛。清新的暑假，不用费神的青春校园剧。两个月，再见~信惠继续努力，容和进步很大，发现萌神敏赫一枚，足矣。如果要评分的话确实有私心...编剧只能给可以给两星，至少有能让我感动的部分；我的美男情节：容和信惠加一星；姜敏赫那萌神必须一星；O            
(3星)	 PMM造型好像没美男里的            
(2星)	 剧情好拖沓，人物实在是太多太多，根本没有什么出彩的地方。男一号永远的僵硬面孔比起美男反而没有了原有的味道。最重要的是剧情剧情啊，很很很无聊。            
(4星)	 每周三四看着容和就会自然地微笑，这么度过的时光很美好。忽略掉前面六集吧。。最后一集居然还把我看哭了。。我的泪点好奇怪。。            
(4星)	 有关梦想的部分还挺感动的。。。            
(4星)	 朴妹妹好清新哦，喜欢            
(3星)	 学校挺美的= =            
(NA)	 .弃  太失望.            
(NA)	 很温馨，一开始很好笑最后很揪心            
(5星)	 郑容和郑容和啊啊啊啊啊！！！我已经爱上你了啊            
(5星)	 好吧,,完全是为了郑容和看滴.小老套不过就是很青春很简单哈。            
(5星)	 超喜欢的两个演员~！真是强大的组合~！期待期待~！hoho~！            
(3星)	 还没找到应该要看的理由            
(NA)	 一般话吧，没有什么特别的            
(2星)	 剧情让我很凌乱。。人数太多让主角戏份大大减少。。一星加给郑容和。            
(4星)	 歌都很不错喔~··            
(3星)	 如果撇开剧情演技神马的，单纯是为了洗眼睛还是很好看的，青春气息扑面而来啊，男女主角琴瑟和鸣啊，绿色的爬山虎那个文艺啊，插曲也不错。郑容和腼腆一笑很美好。            
(2星)	 我忍不了了，内容平淡无趣，演员没有主次之分，配角戏份太重。女二女三女N都丑到爆！            
(NA)	 看了两集就恶心了            
(2星)	 不怎么好看誒，，，节奏太慢 剧情太平淡，，快进的看，为了原来是美男那俩货，来支持下，2星给2货的            
(3星)	 除了歌不错之外 其他的只有还行。。。。            
(3星)	 如果不是演员长得不错，打死我都不会看的            
(4星)	 編劇比較爛，本想給三星的。但，我對容和和信惠妹妹有情意結，他們終於在一起了！！！我更喜歡他們在一起~~            
(5星)	 姜珉赫好萌！整部很淡，从知道了6月29开播后，就一直盼它结束，到今天才看完。概括来说，这样就是青春嘛！            
(3星)	 想看 又不想看 还是喜欢SEOHYUN~\(≧▽≦)/~啦啦啦            
(2星)	 人物性格不固定，剧情不连贯。要不是为了容和，这怎么能坚持着看下来……            
(3星)	 容和的还是赶快提高提高演技吧 光靠脸也不行啊             
(5星)	 嘛也不说了~            
(4星)	 信慧皮肤好好 好漂亮~             
(2星)	 失望至极            
(3星)	 剧情不能看。。。赏心悦目下就好            
(3星)	 我可是在韩国看的大结局有木有！            
(2星)	 无聊的烂俗剧 牵强的过分== 看不下去了            
(4星)	 刚开始。画面很好看，清新的色彩刺激了我shopping的欲望。结局了。。。            
(5星)	 后面开始好看起来了！小清新的剧集、初恋的感觉、淡淡的、青涩的、温馨的、纯爱的校园清新韩剧、好喜欢            
(4星)	 完全倍被容OPPA迷住了！            
(3星)	 15集完结，平平淡淡，没啥亮点            
(5星)	 画面还美，很单纯的一部校园剧！            
(2星)	 好无聊的            
(3星)	 虎头蛇尾。剧本真的没什么能力可言，只剩脸可以看。            
(5星)	 景色很好诶！            
(NA)	 整个亲情剧么。。。怎么一直在讲父子之情啊。。。悲催。。。看得我没耐心。。。            
(5星)	 男女主很配哦~            
(4星)	 韩国版恋爱通告            
(3星)	 看了一集 我就丧失了兴趣 不带这样的 你还是小清新呢            
(3星)	 随便看看。么啥惊喜            
(3星)	 开头乱七八糟            
(3星)	 夏日小清新            
(3星)	 我就是看人的。。。ps 女二真的长得不咋地啊。。。            
(4星)	 我爱的容啊~~~~~~            
(4星)	 比想象中好看            
(NA)	 鸡肋一样的剧情，看着容和和高美男的面子忍着火气追，导演是帅啦，可素有小崔智友的苏小姐整出戏都跟刚喝过人血似地！ps：cnblue里郑容和才真迷人！            
(NA)	 容~~很美好的爱情，很好听的音乐，喜欢这一对！！            
(3星)	 其实我是来看姜敏赫的。。            
(3星)	 为了容和~            
(4星)	 竟然  只有 15集   按照惯例  应该 16集才对 ~            
(2星)	 三集弃！            
(3星)	 颜不错，歌不错，别无其他。            
(NA)	 嘲笑别人追这种脑残剧 自己比谁看的都欢实  没办法我就是想检验下他的脑残程度             
(3星)	 喜欢那首&lt;就这样,忘记吧&gt;            
(4星)	 吼吼~虽然前面几集不太给力，不过后来还是看得我笑心花怒放的~喜欢朴信惠~            
(3星)	 天杀的乐视...要这部剧在内地红不起来，我黑你去！            
(5星)	 俗套的剧本，优秀的演员！冲着朴信惠和郑容和的组合，无论怎样都要打高分啊！刚开头的展开，我还以为是要报复在《美男》里容和暗恋信惠无果，这次来让苦哈哈地单恋的，没想到猜错了，从大概6集之后，容和发现不能没有信惠了，哈哈！就开始甜蜜了！老实说，结局是狗血了点，什么自己募资音乐剧，什么手            
(3星)	 呃~~~            
(3星)	 15（完结） 就这样结束了，还是挺舍不得的。 耍帅不喜欢，还是我结里的容和最可爱呀！这样演个冷漠男什么的接受无能呀！明明是个容初丁！名唱李东振的国乐人生好搞笑！看花絮果然还是个初丁呀，笑容什么的最喜欢了 “即使喊你的名字，你也听不到。即使说我只有你，你也不知道。”            
(3星)	 = =   没想象中好            
(4星)	 果然是青春校园无敌剧~~小清新啊连粉红都好少~~            
(3星)	 女主还行，男主严重缺乏气场啊。。。            
(2星)	 果断弃剧。。。            
(4星)	 有点小儿科的韩剧，题材很小，矛盾很小，冲突很小，有梦想有温馨当然少不了完美结局。            
(3星)	 敏赫小盆友很Q嘛。。。            
(4星)	 很喜欢荣和，虽然演技需要提高，也有很多不足，可是表白那场戏还是觉得看着很幸福，两只挂手机的小熊也超级可爱            
(5星)	 (⊙v⊙)嗯，悲催的新宇哥终于可以不做男二号啦！期待中。。。            
(NA)	 浪費了好題材。            
(1星)	 追了两集就看不下去了。一颗星给容和。。。            
(4星)	 还蛮憧憬的，可毕竟还是电视剧            
(2星)	 真是瞎了宋昌义……            
(1星)	 演员好看有毛用啊 狗屁剧情实在看不下去了！！！            
(4星)	 插曲很好听 剧情一般 因为郑容和多给一星            
(5星)	 好不容易看到你们两个修成正果啊~不容易啊~            
(4星)	 李绅~╭(╯3╰)╮            
(4星)	 姜敏赫！！！四颗星全部为了你啊啊啊啊啊啊TOT 可是= = 还是撑不下去了........            
(4星)	 因为ost 多加一星……            
(NA)	 1、朴信惠圆得都快把容和装进去了 她都没鸭梨的么？ 2、郑先森 依然新禹气质 3、本剧亮点是黑框眼镜蓬蓬头的那个吃货 大萌神一个啊 珉赫君 4、为毛这个人设让我想起了《恋爱通告》            
(4星)	 高美男終於和姜新禹在一起了             
(5星)	 看到最后，无力看了。但还是喜欢的。            
(NA)	 不高兴看完了。。。            
(5星)	 容和FIGHEING!            
(4星)	 結局有點倉促。延續了美男風格 但始終不可能超越。整天肚子餓的鼓手太可愛了。演員都還不錯的。            
(3星)	 从头到尾的纠结剧情啊~~不过大结局俩人还是在一起也算圆满            
(3星)	 蓝色很配容和　敏赫戴眼镜好萌阿 -_-　容和喜欢葵媛后做的事完全可爱~  那句&#34;不要放弃喜欢我&#34;神马的让人想起恋爱情结哇!!!            
(5星)	 看了好几遍信媛的对手戏，真的很好看，感动于信对媛的爱与呵护，要是他俩在一起后媛能主动一些就更好了。看着信媛常常牵手，信常常拥抱媛，还有那几次kiss和bobo，真的很甜蜜很美好很温暖啊！超级喜欢《着迷》里的容和，好帅好萌呀！OST的歌都好好听！特别是《因为想念》和《你为我着迷》，爱容和！            
(NA)	 应该很有趣            
(4星)	 容和偶吧和信惠欧尼还是蛮配的             
(4星)	 容oppa~~~~其實是越來越好看的一部劇~~堅持到最後就是勝利~~~~            
(3星)	 剧情最后一集才感觉进入了情况。但是是容和嘛。            
(5星)	 果断弃剧            
(3星)	 不得不说剧情有些烂            
