http://movie.douban.com/subject/4307476/	无法坦诚相对 素直になれなくて
(5星)	 只能说其实很好看的，这么多种关系缠绕在一起，细细去体味一下吧~什么是真爱，我觉得这部片子完全表现出来了，欢迎拍砖鄙视~            
(NA)	 情何以堪  每次都会想起lf            
(5星)	 面对陌生人 却能够得到那种深深依赖 没有顾忌袒露自己的感觉 渐渐迷恋起来            
(NA)	 喜欢上野，喜欢瑛太！            
(4星)	 瑛太！！！            
(5星)	 10年夏天            
(3星)	 lomo   莱卡  各种小负片~            
(4星)	 我们，总是，和，那么多自己在乎的人，无法坦诚相对            
(5星)	 怎么就这么喜欢上野捏。。。            
(5星)	 桥上的风景好美。。            
(2星)	 不行我要挺住，我还要留一口气看最后一集。            
(3星)	 看得我累            
(4星)	 刚看完LAST FRIENDS，这部又是瑛太和上野。。。            
(4星)	 上野就是演技派，演啥像啥。。说实话继LF，LS，IL之后。。无法坦诚平淡无奇。。。但是。。但是但是但是！！！猪猪的翻译越来越牛*了~~~            
(4星)	 你敢不敢进度再快一点。。。            
(4星)	 怎么说我竟然一集不拉的忍到最后鸟= = 哦 瑛太你这个温暖如玉的男子！            
(5星)	 淡淡的感觉，看了很舒服，也很纠结~            
(5星)	 好看。。。不过金在中好鬼娜啊。。。            
(4星)	 虽然剧本很虐，但是还是喜欢小树和瑛太的搭档。喜欢里面的OST。喜欢里面流畅的节奏和干净的画面。            
(3星)	 越到后面越狗血。。。            
(5星)	 我觉得感触很大。            
(4星)	 自此爱上瑛太            
(3星)	 一直都很喜欢 北川悦吏 的剧  剧情很棒 很喜欢瑛太            
(3星)	 我是看着北川悦吏子的日剧长大的，但这部，即使有瑛太和树里撑场面，我还是有点失望            
(5星)	 反正就是符我的胃口~又回温了一遍。海滩那幕真美好。            
(3星)	 后面有点狗血啊 结尾草率了            
(NA)	 瑛太~~~~~~~~~~~~~~~            
(3星)	 真是追得让人伤心啊。。如此之烂的片。。。还有一两集就追完了吧。。。。            
(3星)	 剧情很狗血            
(4星)	 现实社会的写照。屏幕对面的你，也许亦是这样的无助和彷徨。当然，如果爱，一定要说出来。            
(4星)	 各种悲摧的人生。。各种憋屈。。            
(3星)	 啊啊啊……剧情啊~~要不是因为演员就不追了……            
(4星)	 虐死了            
(3星)	 印象最深刻的是字幕组的最后一句：向所有忍受到最后一集的观众致敬~            
(2星)	 Oh God，狗血了，编剧越后面明显地越驾驭不了故事了            
(3星)	 持续狗血化            
(4星)	 为了一句 加油   虽然越看越狗血  还是爱瑛太跟juri            
(4星)	 挺好，喜欢日剧的可以看看            
(3星)	 【完全冲着twitter去的~不过玉山铁二是看过的演员就安心了。一直看高中纯爱会长不大吧==】不是喜剧不是悲剧像是生活一样            
(4星)	 相当相当相当长的时间没看过日剧了，被片子的清新风格吸引（需然我已经预感到了剧情的纠结与狗血）。决定追下去～～PS：居然插入曲有that&#39;s not my name。这部剧应该叫做人人都爱男一号！！太狗血了～            
(3星)	 - -想不通为毛有金在中。一记头降低了水准，逼人的            
(5星)	 喜欢瑛太。            
(NA)	 棒子真是随处可见            
(4星)	 冲着树里去的~~            
(5星)	 ms 不错，真的不错            
(NA)	 冲这瑛太去就看的，但是没有最后的朋友触动了。比较平淡的故事            
(4星)	 纠结~            
(3星)	 我爱蓝色调。            
(4星)	 加油。            
(4星)	 因为树里和瑛太才看的。顺便终于认识了金在中。这片，结局太微妙……            
(4星)	 狗血            
(NA)	 嗨。。。            
(3星)	 在这学日语相当好！　先是冲这看的            
(2星)	 弃吧各位            
(3星)	 每个人都有一部分病态            
(4星)	 我不知道 我是出于一个什么样的思想 点了想看- - 其实还蛮好看的啦            
(5星)	 弟弟絕對是敗筆。            
(3星)	 开头的相遇稍显俗气，不知道北川的剧本能不能跟上时代的潮水，化腐朽为神奇。            
(4星)	 也是慢慢地被吸引了，比Last Friends好看            
(NA)	 twitter一族...            
(3星)	 劇情太狗血 OST太好聽            
(4星)	 桥段很老套，可是爱情不就是那么回事吗            
(5星)	 linda你让我好心疼            
(5星)	 干净的取景，欲语还休的暧昧。明澈的青春，忠实而唯美。            
(4星)	 演员大爱，但剧情有些拖沓呃...棒子同学在其中还是影响了欢乐气氛            
(4星)	 瑛太！心心心心心心心            
(3星)	 瑛太&amp;上野树里            
(4星)	 虐！            
(4星)	 就要接近生活又有点抽离的感觉！            
(4星)	 linda....明明那么帅那么man....            
(NA)	 虽然没有看last friends 甘纠结...不过日本电视剧还是感叹一句....心理变态!!剧里的角色都好可怜啊!!!            
(4星)	 我不知道为什么大家都说他很差 我觉得还成 总之挡在小瑛太和树里直接的家伙都给我去shi            
(5星)	 结局还不错啦。。。            
(4星)	 Linda啊，你的死让我心痛得受不了了，难道真的要这么杯具DM才觉得高兴？！            
(5星)	 五颗星全部给360度无死角的瑛太！            
(4星)	 有进步，但似乎套数很明显            
(NA)	 为了梦想的五个人~            
(2星)	 大妈跟当年的水平差了真不是一点点，浪费了一票好演员。可以的话真想给大妈来一砖，这么狗血的剧情。            
(4星)	 很好看，很美好。。。我也想上twitter的。。。翻墙很麻烦啊            
(3星)	 nice.            
(NA)	 玉山绝对是实力派啊！！把linda发挥的好了。。。            
(5星)	 又是同性恋又是姐弟恋又是师生恋又是婚外情又是围脖。总之它要把所有时下最新最潮的元素都集合在一起。越复杂越好。越纠结越好。虽然似乎显得有点过于搞噱头的意味，也导致最后情节变得有些奇怪。但是我还是很喜欢。树里！瑛太！玉山！都是我的爱。~\(≧▽≦)/~            
(5星)	 haru 你就乖乖的去豪宅里哭吧。nakaji 是linda的。            
(3星)	 瑛太大爱！            
(1星)	 天雷滾滾            
(4星)	 最后 公主与王子在一起 过着没羞没臊的生活            
(4星)	 =   =既然3个人都爱上了瑛太。。。。。太咋舌了。瑛太和树里最配！！某些棒子的粉丝真是让人受不了，非得逼着别人说棒子帅。难道就不能正常点么。            
(5星)	 如果我们都能够坦诚相对，就不会有那么多的误会和错过，就不会有那么多的痛苦与难过。            
(2星)	 看完觉得这部剧很没有意义。。。。北川大妈只是为了虐而在写剧本么，还有各种学搞不死女孩 诶            
(2星)	 北川悦吏子砸锅之作，完全被高估的作品，也丝毫不值得被追捧。我情愿你好好地讲一个树里和瑛太的爱情故事，也不要搞这些对LF东施效颦的剧本。真的很差，糟蹋了演员。            
(4星)	 纠结到一定程度后，就会变的平淡，习惯了~~            
(NA)	 有多少不能说的秘密            
(3星)	 就算喜欢，明明你知道我也知道，但这份喜欢不足以说出口。我们都在互相试探，我们明白我们怕受伤怕失望怕自作多情。无法坦诚相对。。。这话真好。最后几集狗血，从4星掉3星            
(4星)	 你俩总算在这剧里有了好的结局啊！            
(5星)	 如果人都敢于把自己坦诚呈现别人眼前~也许生活会更简单更容易~            
(3星)	 鸡肋剧又添一部第一集之后就米看下去，偶尔一个不小心杀进第9集，就看到玉铁心酸滴抹了脖子。。。。。。之前不看是明智的。。。PS：第三颗星只给OST。。            
(5星)	 从第二集开始彻底爱上这部剧            
(NA)	 一开始完全是奔着华丽丽的主演去的，可是后来狗血的剧情让我一次又一次的发飙            
(3星)	 音乐、男女主演、里面的同志之爱各一颗星。其他实在是没了            
(4星)	 喜欢主题曲            
(4星)	 和hebe 的love！莫名契合啊            
(4星)	 和《悠长假期》不好比的            
(5星)	 哎呀上野树里            
(4星)	 好狗血。。。瑛太怎么可以那么有范！！！！！~~~在中同学杯具了，他和上野树里从头到尾都那么奇奇怪怪的。。。            
(4星)	 充分的反映了当下各种爱情观。。。其中令我最厌恶的就是外遇盛行啊。。。            
(2星)	 无聊发无聊发，那么有爱的两个人被北川大妈写成这样，有意思发啦！            
(5星)	 刚开始就一口气连着看了7集，觉得很喜欢！喜欢瑛太，也喜欢上野树里^_^            
(4星)	 我边看边想，这年头，其实日剧也爱造梦，只不过跟韩剧不同，韩剧让人做浪漫的不切实际的爱情梦，日剧让人觉得温暖，那份友情，我们生活中很难存在的友情，真美……            
(NA)	 无法坦诚相对.            
(3星)	 这样的多角恋看个两三集就差不多了，十来集我就有点。。。可是上了贼船只能接着坐了。瑛太的角色总能集万千宠爱。Haru的桃花运24岁才来，我很淡定了。。。            
(4星)	 前面线索铺太多了 显得后面收尾很草率 ps 日本摄影师的终极目标都是去伊拉克当战地记者么。。。            
(1星)	 看完09 我觉得 接下去的素直不用再看了反正linda公子已大放血 还有啥看得 北川大妈果然是虐 ~~~~            
(5星)	 既有现实的元素，也有梦想的元素。Nakaji对Haru的感情暧昧而若即若离，但我想如果当初没有那个有夫之妇的女朋友，他们会因相惜而越走越近吧。虽然很喜欢Doctor的在在，但是这个傻傻的角色让人看着心疼又不忍。希望大家都可以坦诚一点吧，有些事不说出口，会遗憾终身的呐。            
(4星)	 结尾啊，，你就不能再精致点么？？            
(5星)	 没有注水，很深刻很简单            
(5星)	 小哥哥，我得说你演得有那么点夸张。瑛太很帅，可惜拍着拍着他就结婚了。。。            
(4星)	 无法轻易接受            
(4星)	 “我们无法坦诚相对，并不是因为个性怪癖，而是因为我们都是胆小鬼，都害怕面对罢了。”            
(5星)	 都市人，许多内心想法往往与表露出的截然相反------这就是现实            
(3星)	 最后又不纠结了，蛇尾            
(NA)	 不太喜欢在中在这部剧里的角色！            
(5星)	 想玩微博~喜欢上野树里~            
(4星)	 上野树里&amp;瑛太++不过怎么最后的画面还是有点变扭，怎么也要kiss吧。喜欢里面的歌曲。期待这种网络上衍生而来的爱恋。            
(2星)	 失望，看不进去！            
(5星)	 此剧慢热到一定境界            
(5星)	 很久没有这么大爱一部日剧了！！！            
(5星)	 觉得~~不是很满意~~  但是  HARU的坚持~我觉得我很需要~            
(NA)	 嗯~hard to say love.突然感觉，喜欢，就要说出口，以后对爱不在沉默了，呵呵            
(4星)	 最后记得的是 音乐很好听~摄影师很不错~上野演技很不错~演什么像什么~~年轻人很危险~~日本人更阴啊   总是发掘人性悲哀的东西~~2010.7            
(5星)	 不喜歡金在中            
(4星)	 看了最后的朋友映像里清瘦的瑛太，感觉很干净~一如既往的干净，轻轻淡淡的~点点的剧情很能引起共鸣，太熟的朋友圈其实面具更多~相互没有利益关系的朋友有缘相聚帮助让人感动~            
(4星)	 嗯，终于看完了          &#34;那时候，我们还不了解 何谓真正的爱.....&#34;            
(5星)	 “这样是不可以的哦”            
(3星)	 有些失望。            
(2星)	 看完只记得第一集和最后一集的最后几秒            
(3星)	 一般            
(5星)	 所有人都喜欢英太。。            
(4星)	 人人都爱Nakaji            
(4星)	 感觉看的又有点纠结的片子。。树里还是有点野田妹的样子哈~            
(NA)	 故事线索很多，其实看上去并不是那么好。感情细节描述很细腻。瑛太表演很好。 花痴瑛太 上野树里。            
(4星)	 这也太狗血了            
(NA)	 看好上野和王英太的组合。            
(5星)	 嘎嘎            
(5星)	 逃不開的寂寞，讓我們彼此連結，就是這種感覺……最後的最後，大家還是都坦誠了……最終人還是得坦誠地面對自己啊……            
(3星)	 结尾不是我喜欢的类型啊~            
(4星)	 結尾有點爛啊!!~~~            
(4星)	 虽说是大团圆结局了。。但感伤在心中仍然有一些。。。            
(5星)	 木有评的那么差啊  上野妹妹还是那么好看~            
(5星)	 。。。排列组合            
(4星)	 大家都爱一个人..            
(4星)	 如果没有last friends在先我会给五星            
(5星)	 说不上最爱 但也中意与之            
(3星)	 好吧 终于看完了。到最后感觉还不错。也仅是不错罢了。挺感慨。喜欢中D.就是这样~            
(4星)	 虽然瑛太没有在LS里看起来叫人温暖，但还是我想看~~            
(NA)	 混亂，不適合我，停留在第3集            
(5星)	 典型的日剧            
(4星)	 虽然还没看完，但还是推荐的，看够了韩剧的拖沓，日剧更能快节奏一些。喜欢上野树里。            
(2星)	 总之这是日剧里我觉得 不怎么样的            
(5星)	 酸酸涩涩的恋情。            
(4星)	 忍得很辛苦的一部剧！            
(4星)	 未看完 纠结的 现实的 残酷的 热衷的            
(2星)	 因为这部片子，喜欢上了the tingtings为自己坚持看到最后一集而鼓掌            
(5星)	 难以言语的伤痛～            
(5星)	 OST,塞高..            
(4星)	 结束了。虽然结局很呆。不过，我还是喜欢            
(4星)	 好吧。。瑛太还是很帅的            
(4星)	 树里树里，瑛太瑛太            
(5星)	 现实。            
(3星)	 没预想的狗血，北川比浅野稍靠谱            
(4星)	 总算走到一起了~            
(2星)	 折磨人的伪虐剧            
(NA)	 .            
(5星)	 嗷～瑛太～～～～……唉，这样就完了。            
(3星)	 冲着上野树里勉强看完的。。。好演员大烂片~~~ 可惜了。            
(4星)	 温暖的结局，开始感觉有点沉重，后面好很多~还挺不错的，不过不搞笑~~            
(3星)	 突然明白为什么haru会选doctor，意思是明白了，可是一点也感觉不到啊——————————————————看完了，结局实在是。。。虽然是我乐于见到的，但是却并没怎么乐呢            
(3星)	 追的累死了 不知道还要不要追下去 这虐人的纠结            
(3星)	 狗血 乱 细腻             
(2星)	 只为猪猪的最后一句而坚持到最后            
(5星)	 好看！！！            
(3星)	 当我看到最后Nakaji和Haru一脸明媚的笑，牵着手在街头奔跑的时候，觉得前面所有的狗血洒的都值得了。。。            
(3星)	 人人都爱Nakaji~~我尤其喜欢猪猪翻译版本的最后一句话~~向全体忍受到最后一集的观众致敬！            
(4星)	 冲着男女主角开始跟这部日剧，老实说，有点失望。            
(5星)	 好看的            
(4星)	 樹裡個發型太土~~還是在LF裡面的琉可造型好看!瑛太還是一副小受的樣子....man不起哦doctor和peach真是煞風景,真是叫他們滾!linda,你還真能忍啊.為了中D 可以跟那母豬SC...            
(2星)	 狗血得令人难以忍受，情节设定还是90年代的套路，误会开头，吵几句，摔一下，背一背，对眼。上野演得很可爱，可惜跟07年的“萤之光”一样，借壳出街，编剧心头泛滥着的依旧是上一个世纪的温情，所能想像出来的，也仍是前数字时代的应对心理与生活方式。            
(3星)	 瑛太不帅 上野不靓 这两个人做主角没吸引力啊 故事一般            
(3星)	 只能说，还凑合            
(4星)	 结局吓到我了……同志情原来可以那么深……            
(NA)	 瑛太、树里二人组才是王道，我会一直追一直追剧情的～好喜欢片中的插曲，谁能告诉我歌名是什么，滴滴！            
(3星)	 啊。一旦日剧也开始狗血~             
(2星)	 瑛树的组合，多年的念想，终于在一起啦不容易啊不容易~~~~泡菜味还是那么浓的金在中啊，北川的剧本，总是让我太难入戏。            
(4星)	 你我他们~哎~~~~            
(3星)	 好演员。烂剧情            
(3星)	 正常生活中的不正常事例            
(4星)	 很有现实意义的一段故事。            
(3星)	 男男女女的猪脚纠结着  我看的更纠结              
(5星)	 让狗血来得更猛烈些吧。。。            
(4星)	 素直!我也无法坦诚相对            
(2星)	 我从没给北川的剧这么低的评价，但是越看越狗血啊！都快看不下去了~~~~没有一个喜欢的角色，都太二了，都那么苦大仇深~~~唉 反正我失望得很            
(5星)	 人人都爱nakaji            
(4星)	 期待了很久的~~但很失望            
(4星)	 上野树里的表现不如前几部，瑛太不错！            
(NA)	 留可已成经典，瑛太很亮眼            
(4星)	 nakaji~            
(5星)	 瑛太魅力太大            
(NA)	 虽然期望太高，但客观点讲，其实还不错啦            
(4星)	 5555……可怜的在中此日剧拍的好有韩剧的风韵            
(NA)	 看了不到一半，觉得没意思            
(3星)	 在中！！！！            
(5星)	 题材很好，思想也很好，只是没有拍摄好。镜头处理不细腻，反而显得沉重拖沓。演员什么的都不错。            
(5星)	 独自游走人间，冷暖自知。人前人后，两个不同的世界；唯一相同的，是那颗诚挚的心，一直在小心翼翼地，寻找另一颗心。            
(2星)	 看twitter这里以为是像电车男一样的网络励志剧，真人见面后就发展成了多角恋的狗血韩剧，中间又差点演变成野岛式的校园黑暗剧，接着又急转直下成就了gay男的悲剧，万幸的是最后还好没演成兄妹恋的纯爱剧，结局还恋人未满，这让当成爱情剧来看的偶们情何以堪。终于知道什么叫没谱了。            
(3星)	 泡菜什么的最讨厌了            
(5星)	 追得好辛苦啊!!!!!!!!!            
(4星)	 只是结局不喜欢            
(2星)	 真的应验你的英文名字呐...hard to say I love you...看得俺真纠结...糟糕...            
(5星)	 哎。。。偶的瑛太君也婚了。。。            
(3星)	 最后一集看得我百无聊赖，最后笑了是因为字幕组结束时打出的字“向所有坚持看到最后的观众说一声辛苦了”            
(5星)	 朋友到恋人，恋人到朋友，还是直接到路人，选择与被选择的关系！当在没有放弃选择时，选择却放弃自己而已！坦诚相对后是另个自己，那选择的结果就不一样！这是肯定的！因害怕自己再次受伤，就不敢坦诚相对的话，那是非常可悲的！不过身边的人过得很幸福，自己也会快乐的！有过错没关系，只要别再错过了            
(5星)	 每个人 都说不出            
(3星)	 瑛太也救不了这剧, 情节太无力~金在中的脸看得我好难受好难受好难受o(&gt;﹏&lt;)o！！！            
(3星)	 明明是最期待的卡司 最后却看了3集就放弃了……            
(3星)	 微博微博。。。赐给我几个朋友吧            
(5星)	 断断续续的看完了11集。彼此都不够坦白的剧情看的着实焦急。编剧真的可以，真的是等到最后一分钟啊。结局很好，不过分不张扬。却有爱。            
(3星)	 完全是冲着演员去看的，瑛太越来越叫人着迷了，可惜做爸爸了，《Last Friends》里让我牵挂的上野同学，竟然现在说话都带着野田妹的气息，太受不了了。电视没有《旋爱》来的精彩，话说我还是喜欢看旋爱            
(4星)	 最后一集的瑛太让我想起了 love shuffle 里的旺次郎，战地摄影师在日本看来是很受欢迎的职业            
(4星)	 本来想打5星 但看到完结 反而没那么喜欢了 剧情到后来就弱了 让人想狂吼一声“有完没完！”            
(4星)	 感觉情侣搭档很不错，故事又有些压抑···            
(3星)	 谷歌了一下结局。也就，弃了            
(3星)	 上野悲剧了            
(3星)	 竟然有英雄在中··            
(NA)	 配            
(4星)	 HARD TO SAY I LOVE YOU            
(4星)	 日剧才能拿捏的小情绪            
(3星)	 剧情实在有点扯。。。            
(4星)	 恩~现在再看追这个，受影响也经常微薄了~~哈哈，瑛太跟树里能结婚就好了~~亚撒西乃~            
(5星)	 瑛太真的很萌~            
(3星)	 坦诚的说爱你真的好难            
(4星)	 期待~            
(4星)	 因為這部劇愛上了微博  這部劇很贊  糾結的劇            
(NA)	 其实我没看完。只是不期待了            
(4星)	 说实话，这些人自以为品位高，不负责任的随便套上狗血之类的评论，还真觉得自己是档次高的人，弄得好像很不屑一顾的样子，我倒也没看出来你们的编剧水平有多高，或许你们去编，应该情节更加垃圾，恶心            
(3星)	 呸            
(4星)	 日剧总会有一些细节，扣进我的心里~~            
(3星)	 奔着上野树里和瑛太去的 没有想象中好看            
(3星)	 这种直白的讲人物关系的剧看起来实在太纠结了，不看了            
(3星)	 没有想象中的好...            
(3星)	 主题紧跟时代，虐功不减当年。北川阿姨威武！            
(4星)	 若干细节做得还行吧。第7集也开始狗血了，有点不想看了。            
(4星)	 一堆人复杂的关系。不过还是希望瑛太和野里在一起。            
(2星)	 睡得义无反顾            
(4星)	 越来越喜欢瑛太，接受不了上野长头发。没有last friend好看。            
(NA)	 很好看            
(4星)	 冲着北川大妈，瑛太和上野去看的，可惜感觉是江郎才尽了，比起北川之前的几部，这部剧情明显弱很多。因为在中桑麻~我要再看一次！            
(4星)	 终于迎来了最终话 说实话 不是因为树里和瑛太的话 俺也不会追完它了.....总算最后喜欢之情相互都明朗化了 那个结局 算是大团圆吧 只是LINDA的角色特杯具了 如果说桐子的离开是为了成全NAKAJI喜欢上HARU的剧情发展的话 那么LINDA的离开就是为了成全NAKAJI的表白和DOCTOR的退出了 只是NAKAJI和HARU感情的            
(5星)	 很真实很残酷却富含希望，给人美好和力量。            
(4星)	 摆脱不了野田妹的上野树里。。。            
(5星)	 嗯。现在还在继续更新中。总体上还是不错。友情。爱情。亲情。            
(2星)	 这剧和《月恋》双双扼杀了我对日剧的信心~            
(3星)	 为毛瑛太你婚了            
(5星)	 好看~            
(3星)	 瑛太很帅。            
(2星)	 想爱真的很难啊，，，，，每部剧演员都是一模一样吞吞吐吐的日剧真的让人很不耐烦诶~            
(5星)	 看完啦  还算可以结局。。。在中在他们里面怪怪的            
(3星)	 脑残的编剧            
(4星)	 华丽归华丽，真是看得纠结啊。。。            
(3星)	 Haru有个逮谁就跟谁睡的密友，喜欢上一个男女通吃的不伦摄影师，却在这过程中与一支小棒在拍拖...            
(5星)	 大爱            
(4星)	 纠结            
(4星)	 上野树里和瑛太是好演员            
(3星)	 越来越纠结            
(4星)	 除了结尾有点草草结束的感觉 其他都不错 很爱上野和瑛太的气质 清新派            
(4星)	 主要是太喜欢上野树里了，剧情只能说还行吧            
(2星)	 要不是瑛太，劇情實在是令人看不下去。雖然上野演得有小囧樣，但她演繹那種有話要說但又不說的角色其實蠻不錯。            
(3星)	 北川大妈，乃赢了```            
(NA)	 蛮写实的            
(3星)	 看到现在，觉得编剧的水准比起当年出自同一人之手的长假相去甚远。吸引人的是养眼的卡斯。瑛太和上野树理的组合实在吸引。但日剧里出现韩国演员实在让人不舒服，感觉很不和谐。本人实在受不了韩国人演戏的那个劲儿。            
(3星)	 怎么说呢，相比同期看的我的家史，有些过于不精彩            
(2星)	 有瑛太就够了! 剧情其实也很现实|| 瑛太一宣布结婚, 剧情也急转直下, 神一般的时间点啊......阿杜死得太有内涵, 北川大妈您是不是有个马甲叫郭敬明啊?!            
(4星)	 另一版LF            
(4星)	 目前来说，就是真够欧美的。= =            
(4星)	 我只是来看juri的百变发型的。。            
(4星)	 瑛太TT            
(3星)	 后面越来越扯....越来越狗血            
(5星)	 你有对谁真正的坦诚相待吗？突然觉得跟《你好，陌生人》有种莫名相联的感觉。            
(4星)	 啊 最后的结局是个还不够完美的小遗憾。。。            
(5星)	 瑛太还是那么有型~~~            
(5星)	 很棒，真的很棒。。。。编导太牛了。。。            
(NA)	 弃            
(4星)	 哈            
(NA)	 太郁闷的日剧了，看不下去了            
(3星)	 日剧真不是我的菜，还有 棒子阴险啊···            
(4星)	 有點拖~有點虐~有點狗血~            
(5星)	 生活中的自己也是这样吧。总不能做到坦诚相对。犹豫胆怯而去刻意隐藏自己的感情，真的好累。            
(NA)	 喜欢            
(2星)	 猜不透。。。            
(3星)	 大爱瑛太~！            
(5星)	 日剧很有爱很内涵。            
(4星)	 好久没有看日剧了，因为在中才看的这部片子，但却比较喜欢主演之一的瑛太，看了三集，还没法讲出些什么来，不过日剧好像就是这样的，没有特别出彩的剧情，但却会让你想要看下去。            
(NA)	 最好的是剧名，素直になれなくて，让人动容            
(2星)	 虎头蛇尾，小失望。            
(4星)	 喜欢圭介..            
(4星)	 清新的风格，喜欢不同画面的切合技术。但是剧情依旧很纠结，角色关系依旧很混乱。。（没能坚持看到最后）            
(2星)	 开头几集还能看看，后来就只能用强迫症支撑到完结篇了！            
(5星)	 坦诚相待 挺难的 但我会真诚相待            
(4星)	 挺好的。有些画面很美。            
(2星)	 天，即使有两个我爱的演员都不能给我动力让我追下去，真是不好看啊            
(NA)	 我还是不喜欢这个名字....            
(3星)	 为何生活系的电视总是摆脱不了主题吸引，内容空洞，主人公不时的愚蠢这个模式呢？            
(4星)	 剧情狗血BH 适合重口味的我啊 果然后面开始不太靠谱起来            
(4星)	 为毛有棒子？！            
(5星)	 反正过程纠结，结局还算圆满吧~            
(4星)	 死在温柔里            
(4星)	 喜欢这个剧的色彩~            
(3星)	 虎头蛇尾。。            
(4星)	 我纠结了...结局老套。            
(2星)	 平淡            
(NA)	 我觉得比较无聊啊            
(3星)	 情节真不怎么样，要不是看在那两只的份上。。看到后面越来越没兴趣了。。            
(5星)	 瑛太 树里 团聚前的剧情是纠结的 我只能这么说了 太残忍了 快 看不下去了            
(4星)	 冲着上野树里看的            
(4星)	 太狗血了            
(4星)	 有谁能够很真实。坦诚太不容易了。            
(4星)	 ··现实的有些恐怖~~            
(3星)	 剧情漏洞很多，如果不是上野和瑛太，不推荐            
(4星)	 好片子啊好片子，虽然比不上last friends。不过也很棒了喜欢            
(5星)	 坦诚，我们谁也做不到。所以，看看也舒服。。。            
(5星)	 狗血了点点            
(3星)	 虽然不知道编剧咋想的，为了瑛太我把它看完了。            
(4星)	 在中，北川，上野树里，瑛太，实在没办法呀……            
(3星)	 前面不错，后面拖拉的离谱 一点都不像日剧            
(5星)	 瑛太和树里的笑容都让人好喜欢哎~            
(5星)	 对我的剧本很有启发            
(5星)	 虽然小哥哥里面有点港=。=还是给他5个星            
(3星)	 从头到尾的不坦诚            
(2星)	 压抑。。为了野田妹才看了，这个演员果然不是所有角色都有魅力的，这个剧完全难看            
(3星)	 瑛太和树理。            
(5星)	 瑛太你就从一下上野吧。。你们一起这么多年了。pps，在中很出彩，相比林志玲来说的外国人有很不错的发音!-v-            
(5星)	 我们有多少……不能告诉其他人的事情？            
(3星)	 从last friend开始喜欢Juri            
(3星)	 只能说还行，偶像剧，不是很喜欢的。。。            
(5星)	 给编剧零颗星妈的            
(5星)	 海报好看。。。。原生好听            
(4星)	 《hard to say I love you》是gossip girl的山寨版么？？片头设计太像了！而且都有网络相关联，《hard》用的是twitter,《gossip girl》用的是gossip girl。            
(4星)	 无法坦诚相对的时候太多了,但真的不是想说什么想做什么都可以的            
(5星)	 在你纠结到要死，最后“奋力”地坦诚相对后，才发现豁然开朗其实好简单，之前纠结个毛线啊.....            
(2星)	 北也改变不了日剧日渐衰落的局面            
(4星)	 希望它快点完结- -虐死人真是不偿命= =             
(3星)	 快进看完了，第一集开头有点gossip girl的感觉，音乐不错，剧情狗血。喜欢上野树里&amp;瑛太～            
(3星)	 三星半            
(5星)	 瑛太            
(5星)	 四个人已经有了四颗星Tetsuji的衣服包鞋配饰再加一颗在中做了炮灰但我很情愿他做炮灰因为是瑛太和Juri呵优一的戏份太少了好看的人应该多露露脸呵            
(5星)	 瑛太和JURI还真是适合温暖的角色····~··            
(5星)	 虽然剧情太揪心了。姐还是忍了            
(3星)	 这三颗星只是给瑛太和树里的。北川还我这11个礼拜的热情            
(5星)	 我就喜欢上野和瑛太对戏！！！最后是好结局啊。在中演得太好了让他的粉都不忍心看了。哈哈            
(3星)	 备胎剧啊 备胎剧 无聊死            
(4星)	 虽然人家说不好看，可是我看到沉浸了            
(4星)	 名字不错 内容凑合 瑛太大爱             
(3星)	 本來是給四星的~~但自從看到某包狂踩后頓覺真的不太好看.......加上這爛尾..............還是3星好了........            
(3星)	 瑛太绝对不是我的菜. 无感于小受身小受脸.            
(4星)	 北川想表达的东西太多了。冲着树里多给一星            
(3星)	 去年的last friends~~~瑛太和树理，停不下的爱啊~~~北川的笔锋真强 生生的来了几个湍急的大漩涡 晕死 猪猪字幕最后讲“谢谢忍受到现在的朋友们” 嗯 最后一集真的是凭惯性滑到最后的。。冲着这俩孩子 依旧4星支持下 ps 瑛太婚了 一切皆有可能啊            
(4星)	 感谢一直追到最后一集的童鞋们。。=。=-|||            
(4星)	 谁的身上没有疤。仲治对春说，你是和风景一样、看不厌。敏霞对Doctor说你和哆啦A梦一样睡在壁橱里^^美美的Peach说，人生就是哪怕你背负得再多也要努力活下去。小树和瑛太结婚吧！            
(4星)	 本来是冲着树里和瑛太去看的，没想到意外收获了玉山大叔。。。            
(4星)	 为了最后美好的牵手加了一颗星。。。。            
(4星)	 因为某个呕吧我弃了            
(3星)	 不能和Last Friends比，最后几集实在很难看下去，花了一个多月才把最后一集看了。            
(4星)	 虽然虐了点，不过片子还不错。瑛太和上野树里绝配呀！            
(4星)	 推荐给：百毒不侵 越虐越动人的宅女一族            
(3星)	 上野和瑛太再度携手之作，更有在中加盟，casting真是极大满足了本女的美男控            
(4星)	 有点烂尾 看到后面全靠瑛太那张帅脸苦苦支撑着我看下去            
(2星)	 白追了            
(5星)	 无法坦诚相对,只因懦弱...            
(5星)	 最最最最最爱的是咖啡罐子上的“加油”。。。买了记号笔，放在随身的包里，可以随时随地在喜欢的地方写“加油”~~侯承洁，要加油~~            
(4星)	 不如十话就结束，第十一话真是无力啊            
(4星)	 不得不说 确实片子不行啊~~不是在看LINDA死了的份上 只给三星            
(2星)	 第一部有点看不下去的日剧。。            
