http://movie.douban.com/subject/2282477/	武林外史
(4星)	 记得几年前每晚凌晨守着电视机看。。汗。。电脑可没电视里看有感觉。至尽还未完整看过。。。。但很喜欢！            
(4星)	 喜欢王艳的白飞飞 虽与原著不同 但是电视剧王艳虽是反角 但不得不承认 王艳颠覆了原著中的白飞飞 让人我见犹怜            
(5星)	 绝对的五星啊。最爱之一。非常厌恶某朱姓女子。            
(5星)	 王艳美翻了。。            
(4星)	 黄海冰那时候帅呆了，后来他演了西游记后传，在我心里的形象就彻底毁了。            
(4星)	 白冰冰啊            
(3星)	 喜欢百灵。            
(3星)	 只对王艳还有点印象。            
(5星)	 要是他们可以在一起就好了~最讨厌那个七七了~            
(1星)	 看了才知道，原来朱七七也可以这么丑。黄海冰倒是有点沈浪的样子，特别是笑起来的时候。            
(5星)	 虽然对原著做了很多修改，但还是很不错的。。。喜欢里面唯一的一个人：白飞飞。。。一个让人无数心疼的女子。            
(3星)	 与原著差太多  喜欢里面的小泥巴            
(3星)	 我当时可劲地喜欢白飞飞            
(3星)	 想当年我恨死朱七七了...            
(3星)	 没意思的时候看看也还凑合吧            
(NA)	 朱七七好杯具。连名字都没上来。            
(5星)	 当年看爱死了七七            
(3星)	 那时看，觉得飞飞死了是遗憾。后来觉得，其实七七更适合沈浪            
(4星)	 当初很迷黄海冰            
(3星)	 为什么不是沈浪和白飞飞在一起啊            
(NA)	 朱七七            
(4星)	 白飞飞真惹人心疼，我一点不觉得她坏。            
(5星)	 相比原著改动颇多 但是人物精神还是很有的 （书中朱七七很美 和白飞飞 旗鼓相当 这里却...）改编后难免滥情 后面就是绑架与解救的游戏 真的很想知道两个主角按照书中演绎的效果 相信白飞飞的决绝一定精彩 怎奈只能自己想象了三星赞王艳 演技太牛了 一星沈浪   一星快活王......            
(3星)	 为白飞飞可惜            
(3星)	 依稀记得年少时对江湖的向往。            
(4星)	 十年前看过这部剧，我希望沈浪和飞飞在一起。            
(NA)	 主角太丑            
(3星)	 那时的沈浪是有多帅，白飞飞是有多漂亮~            
(4星)	 看了好多年了，依然喜欢着。可惜的是电视剧改动的太多了，小时候很喜欢朱七七，只是现在看电视剧就是觉得这个角色怎么那么惹人烦。书中原型朱七七这个人物比电视剧了的可爱多了，书中沈浪也是至始至终爱着朱七七一个人的，在电视剧中咋就来了那么多令人纠结的桥段呢？            
(5星)	 喜欢沈飞的纠结爱恋，看电视剧觉得沈浪只爱飞飞，那才是真爱            
(5星)	 白飞飞的不自信 ........如果说爱上一个不爱你的人很痛苦那么 爱上一个不自信的人 就是灾难沈浪的灾难故事。。            
(5星)	 很久以前看的了，但是仍然记得他            
(3星)	 朱七七这个女人怎么老是一副感冒还没好的嗓音....让我很烦..            
(NA)	 没事儿又翻出来，还是那么喜欢飞飞，唏嘘不已            
(2星)	 什么乱七八糟的            
(NA)	 我就不明白了，为什么不喜欢白飞飞？？？            
(4星)	 那么多年深陷其中无法自拔~            
(4星)	 我爱白飞飞！讨厌朱七七！            
(5星)	 朱七七的扮演者那么好看，可爱后来怎么没有了( ⊙ o ⊙ )啊！            
(1星)	 我都不好意思说我看过这部戏            
(4星)	 电视剧的改编太悲催了……不过是让我开始看古龙的契机            
(NA)	 大爱白飞飞。            
(NA)	 当时觉得沈浪怎么能和猪七七在一起呢！            
(3星)	 片子倒没怎么看全，印象最深的是白飞飞刺了朱七七一剑的那个片段，完全颠覆了我心中的王艳，若干年后看了原著，觉得选王艳真是选得好            
(NA)	 我喜欢朱七七是不是算非主流了            
(4星)	 总的还是不错的~            
(5星)	 很喜欢啊            
(4星)	 小时候喜欢看            
(5星)	 曾经多希望沈浪和飞飞在一起。            
(5星)	 有古龙原著的意境，改编的可以再好一点。不过说实话，白飞飞与沈浪的边边角角其实很难改的。            
(5星)	 沈七 没有如果沈飞 我怎舍得如此带你宋飞 我若看开，早已成佛，又何须出家修行            
(4星)	 朱七七很有趣。跟原著改编很多。            
(4星)	 竟然有這個！            
(4星)	 我挺喜欢这部片子的，但是不知道为什么好像反响不怎么样，演朱七七的演员好像之后都没怎么见过她演片子，蛮可惜的。            
(5星)	 当年居然和老妈一起看这部电视剧，老妈一语中的：这男主角最爱的是白飞飞啊！            
(4星)	 朱七七多亏了配音，王艳有白飞飞的神韵。熊猫长相靠谱，王怜花毁了            
(5星)	 白飞飞那样的女子啊            
(3星)	 就觉得沈浪 为什么 要背叛 那么痴情的白飞飞啊            
(5星)	 很怀念，虽然剧情不合理飞飞好美            
(3星)	 呦呦看过，还迷过一阵黄海冰呢            
(4星)	 很喜欢 但是电视台很少重播            
(NA)	 以前很喜欢呢 现在也还想看一遍             
(4星)	 印象分不错的            
(5星)	 时隔十年再看一遍，原来一直喜爱的白飞飞现在真的觉得她很坏，一直很爱慕的沈浪现在觉得他太花心。。唯有朱七七，还是一如既往讨厌。看得很不爽，主要是因为沈浪啊沈浪，真的太容易变心。一代大侠都如此，何况平凡人呢？            
(2星)	 居然在电视上看到了，吐血。演员就一个字，雷。            
(3星)	 “我的人生就像一个笑话，而你是唯一的真实。”            
(4星)	 这么好看            
(NA)	 额，原来小时候看过这么多电视剧啊            
(3星)	 不喜电视剧，唯爱原作，但有艳冰配，一切皆可抛            
(4星)	 无聊的武侠剧，最后谁知道女主角竟然是反派BOSS的女儿= =            
(3星)	 这个太性了，可以勾起不堪回首的往事。。。但是，我承认我反复的在电视上看过N遍。。。连片尾曲都会唱。。。            
(NA)	       重温了一下小时候的感觉，再看一遍有不一样的感觉，仍然对白飞飞感到心痛，这几天在固执的找《武林外史续》，明知道结局已经固定，确要拼命地想给他们一个好的结局。            
(4星)	 好怀念呀~~为什么沈浪没有和飞飞在一起。。。。。。当年一直觉得很遗憾！！！片头曲里，沈浪拈花，回眸一笑，太迷人了~ 呵呵~另外，宋离不错~~~            
(5星)	 虽然和原著完全不相符，但最爱白飞飞，可惜公子的气度完全没展现出来。            
(5星)	 五星中要去掉朱七七            
(4星)	 朱七七选疵了            
(2星)	 女猪脚真的不好看            
(3星)	 烦死朱七七了！！！            
(3星)	 不太记得了。。。和姐姐一起看的            
(5星)	 经典，没话说的            
(4星)	 当时那个暑假真的有点儿入迷。            
(3星)	 长大了才知道这是古龙相当牛逼的一部小说，可惜被拍成电视剧变了味道，演朱七七的那叫一个难看            
(3星)	 一般拉，武戏不够精彩，爱情不够浪漫。            
(4星)	 那年很喜欢白飞飞，只是最后沈浪和朱七七在一起的结局让人失望。            
(5星)	 沈浪 好浪~            
(4星)	 喜欢白飞飞。。。            
(3星)	 白飞飞            
(3星)	 = =、、、我本来没发现这部这么囧的            
(3星)	 哈哈...小时候看过两遍了...最近没事干又再有点没点得看...越看越雷...越看越搞笑...!            
(3星)	 现在看当然是很恶心了……当年也是追到不行呢~            
(3星)	 一般……            
(3星)	 曾经觉得黄海冰帅弊了~            
(3星)	 刷牙的时候突然想起这剧了，我必须得说，看完原作后，发现这剧应该叫武林外史之架空同人……大有把官配姑娘变成第三者的嫌疑，而且咱能找个好看点的演王怜花么，这是赤裸裸的丑化！虽然我从头到尾都喜欢朱七七，但是很明显我身边看过这剧而没看过原作的都极度厌恶她，毁了毁了……            
(5星)	 好看好看~            
(5星)	 好嘛~我故意进来纠结一圈。。。白飞飞啊            
(5星)	 当年超爱王艳的            
(4星)	 白飞飞真美            
(5星)	 超级好看，王艳超漂亮的            
(3星)	 很久很久以前的...            
(5星)	 如果你是飞飞  你会如何选择忘记一切和宋离远走天涯 还是为了沈浪舍弃生命这么多年过去了我以为我可以放弃可是我突然发现即使是现在我仍旧会选择为沈浪挡上那一剑            
(4星)	 “为什么要爱上你呢”            
(NA)	 沈浪啊沈浪            
(3星)	 呵呵，古龙的作品，当时很迷武侠的            
(3星)	 白飞飞.            
(4星)	 超爱白飞飞~~可惜！~            
(3星)	 七七 熊猫哥。哈哈哈            
(3星)	 不太喜欢白飞飞，还是比较喜欢她演的晴儿            
(3星)	 这里还是喜欢白飞飞~~~            
(3星)	 很多人都觉得沈浪是爱白飞飞的，其实我觉得不是，他从一开始就是可怜她，觉得两个人同是天涯沦落人，但是总感觉两个人多了点客气，相反，他和朱七七反而更自然一点，想骂就骂，想闹就闹            
(4星)	 喜欢里面的衣服和沈浪住的那个悬崖            
(4星)	 说实话，真的很搞。            
(2星)	   白飞飞很美，朱七七很傻，但是这个还是古龙的小说吗？还是换个名字吧，要不雷死我了            
(3星)	 印象中有个腹黑的白飞飞和傻啦吧唧的朱七七            
(5星)	 一天只晓得装柔弱，装可怜，万恶的女人，死也是咎由自取            
(5星)	 比起晴儿，王艳的白飞飞更让我惊艳。小时候一直不明白，沈浪为何只为飞飞守墓两年而另娶七七，亏他在飞飞墓上还写着“爱妻”呢。直到今天，才明白，原来男人做不到一辈子只爱一个女人。            
(5星)	 好想再去看一遍！不过这样感觉可能就没了吧……            
(4星)	 王艳是美女~            
(5星)	 爱上王艳~~            
(NA)	 编剧的心我不懂= =            
(3星)	 朱七七那么丑的那么神经的女的竟然最后成了女一号了！            
(4星)	 不知道为什么，突然间还蛮想看白飞飞的            
(4星)	 服装实在是很无语。但是白飞飞是独一无二的。朱七七总是让我讨厌的。沈浪啊。为什么不能守住那点爱恋呢。            
(4星)	 (⊙v⊙)嗯白飞飞，还用竖笛吹过主题曲嘞            
(3星)	 挺喜欢王艳的，为什么我喜欢的人，结局都是悲剧啊。            
(4星)	 最喜欢里面的百灵和熊猫儿这一对，王艳饰演的白飞飞也是我见犹怜，但讨厌那个男女主角沈浪和朱七七，一个赛着一个不要脸，怎么看怎么不顺眼……就连坏人王怜花都没他们那么让人讨厌            
(3星)	 就记得俊男美女....            
(4星)	 飞飞很美。但不喜欢她的假装柔弱。虽然可怜，更喜欢七七。虽然她幸福，但遇到打击的时候始终坚持自我。成熟了。喜欢七七。            
(4星)	 结局太抽了~~            
(4星)	 我今天挖坟            
(NA)	 七七啊七七悲催啊悲催            
(5星)	 每天看，第二天还要和同桌激烈讨论            
(4星)	 还记得是小学六年级晚上偷偷看的~~也许怀念的不是电视剧，而是那段时光~~            
(4星)	 好早好早以前看的 记得那时候很喜欢沈浪~~~~~            
(3星)	 我讨厌猪77，很讨厌，非常讨厌，我不能忍受沈浪的选择            
(3星)	 猪七七……温婉可人的白飞飞就是大侠心中的梦，可惜你有个不幸的家庭            
(3星)	 女主太丑了，配不上男主            
(NA)	 很喜欢 看过很多遍了            
(5星)	 里面的歌真的满好听的 电视剧真的蛮好看的            
(2星)	 我记得 王艳演的叫白飞飞 知道为啥我记性这好不 靠 我班上有一蔡飞飞 狗血 囧大妈            
(5星)	 蝶儿闯入我梦，我在蝶梦之中。得不到，放不下，既然遇到了对的人，为什么还是凄凉至此？最终也只是想让沈浪永远记住你是吗，一个柔弱又炽烈的女子，白飞飞。            
(1星)	 又是看不下去的片……            
(3星)	 王艳            
(5星)	 白飞飞! 当年那个惊艳啊            
(2星)	 每次点到这类片子 我都一阵心虚            
(4星)	 最后也还是没有选择白飞飞。            
(3星)	 我觉得这个。。。蛮好看的。。。。。。            
(3星)	 黄海冰你这下坡路走的真是坦荡            
(4星)	 白飞飞            
(4星)	 永远的白飞飞和朱七七            
(2星)	 这部剧其实雷，不过我喜欢沈浪 = =            
(3星)	 改得很夸张，简直不能当《武林外史》看，但是撇开原著，这片子在古装剧中也算是矮子里面的高子。可惜朱七七和王怜花都被毁得不成样子，唯一比较欣慰的是王艳演的白飞飞算是惊艳，超出原著里那个单薄的反派形象不少。            
(4星)	 纠结的沈飞恋            
(4星)	 看了那些楚留香改编的电视剧你就会觉得它的剧情改的还不算离谱            
(5星)	 2010-2            
(1星)	 有负分吗？            
(5星)	 我小时候多么爱那个男主啊            
(4星)	 经典啊经典~~小学的时候就喜欢飞飞...如今感动依旧...            
(NA)	 小时候印象很深刻的作品。            
(5星)	 白飞飞我的最爱            
(3星)	 王艳。。。            
(4星)	 当年看得多纠结的~            
(3星)	 迷了好一阵            
(5星)	 当年看上去多么搭的一对啊~飞飞，吾爱~            
(3星)	 小時候看的時候真想是飛飛和沈浪在一起!現在一樣~            
(1星)	 那时候觉得沈浪真是美的不忧方物。77有点像我喜欢的男孩子喜欢的那个女孩子。所以..我不喜欢她，哈哈            
(3星)	 主题曲很适合。            
(NA)	 其实我还是讨厌朱七七=____________=            
(4星)	 太勾心斗角了,不喜欢.            
(2星)	 乱扯            
(4星)	 我宁愿是朱七七也不要是白飞飞~            
(3星)	 王艳的白飞飞，别有一种楚楚动人的情怀，明知道很坏，还是忍不住去爱。            
(4星)	 我爱王怜花！            
(3星)	 初中时看的？            
(NA)	 白飞飞挺漂亮            
(4星)	 小时侯挺喜欢看 但是它实在把原著改得连味道都没了..还是爱着王艳的白飞飞 多么美丽迷人的女子            
(4星)	 百看不厌 我太念旧了。。。            
(5星)	 记得以前安徽台老放老放的……基本它放了几遍我就看了几遍……从此萌上黄海冰不能自拔……潇洒的沈浪……            
(2星)	 编剧简直在侮辱古龙。            
(3星)	 小时候看的            
(4星)	 虽然和原著差很多            
(4星)	 沈浪啊飞飞啊。白飞飞一哭我就心疼。            
(NA)	 难道我是少数的喜欢朱七七的。。。            
(4星)	 三颗星给的王艳，一颗星给当年的黄海冰            
(3星)	 拜此片所赐，我至今仍对沈浪很反感..            
(NA)	 我们不必认识，不必相知，不必分离。这样可以维持在跟着你的影子走过的时光里对你臆想出来的美好的一切。            
(4星)	 不知道为什么这部片子的女主角就看到过这么一次就消失了刚~~            
(5星)	 小时候好喜欢白飞飞            
(3星)	 还好            
(5星)	 王艳的飞飞演得很动人啊            
(4星)	 白飞飞            
(4星)	 还记得当时很喜欢的呢~~小时候的记忆啊。            
(2星)	 比原著差远了            
(5星)	 童年记忆美好啊现在重新看了终于看懂了            
(3星)	 喵喵的 我喜欢白飞飞            
(NA)	 恋极了飞飞            
(3星)	 消遣之作            
(4星)	 痴儿怨女如今看来一一实现 这个世界从来不缺乏误解             
(3星)	 我爱朱七七。。七七，安            
(4星)	 虽然白飞飞是很可怜，但还是希望朱七七与沈浪在一起，也许沈浪是爱过白飞飞，不过最终走进他心底的是朱七七，白飞飞的性子根本就不适合沈浪。            
(4星)	 我记忆里沈浪的帅气无人能敌            
(3星)	 何人不爱白飞飞~            
(4星)	 就是为了黄海冰才看的，古装王子当之无愧，唉 想当年我全家都知道我花痴他啊，不过没关系，我哥也同时花痴王艳            
(4星)	 我的王怜花就这样被毁了！~╮(╯▽╰)╭            
(5星)	 沈浪的微笑，倾倒众生啊·            
(4星)	 小时候很爱看。很喜欢白飞飞。可是为什么不能和沈浪在一起？            
(5星)	 那个时候迷的呀，经常早上吃着火腿肠当早饭窝床上看！            
(5星)	 还是希望沈浪和飞飞一直在一起            
(1星)	 垃圾              
(4星)	 作为电视剧，这部片子 不算成功，作为小说改编的作品，编剧可以说是完全失败，但是作为男女主角的改编还有男女主角的演绎，他们可以说成功的，虽然我更喜欢书里白飞飞，但是电视剧里的白飞飞成了女一号，能力超强、亦正亦邪，有自己鲜明的思想性格，而不男主角身边的花瓶，甚至因为此剧去看古龙的书            
(3星)	 就是喜欢 白七七（是这名儿么）？沈浪太傻了            
(4星)	 那个销魂的王怜花            
(3星)	 白飞飞啊白飞飞            
(2星)	 很喜欢飞飞这个角色。。。。            
(4星)	 四颗星都是给王艳的白飞飞的            
(4星)	 很经典很经典~            
(3星)	 实在不能接受演朱七七的演员，虽然她演的不错，但实在不顺眼啊            
(5星)	 最爱海冰            
(4星)	 之所以推荐，还是因为会怀念当时的岁月吧……            
(2星)	 古龙死不瞑目了。。。            
(4星)	 如果换做你是沈浪，你会选择朱七七还是白飞飞呢？             
(4星)	 飞飞～            
(4星)	 主题歌美呆了！只不过这片是在和原作差太远了……其实我也喜欢朱七七……            
(3星)	 沈浪那叫一个帅..            
(3星)	 有段时间爱看，但现在回过头看看很没意思。            
(4星)	 因为有王艳多给一颗星            
(3星)	 王艳            
(2星)	 比较无聊            
(3星)	 大家都觉得沈浪不要脸吗？哈哈哈 我也是这么觉得的            
(3星)	 当时超爱的一部戏...            
(4星)	 我当初很喜欢这剧啊            
(3星)	 不管是书还是电视，都超喜欢白飞飞，超讨厌朱七七。            
(5星)	 那么多年 它占据着最深 最沉的位置 即使当年那份狂热已经渐渐消退 爱之深 更无言            
(5星)	 超爱，喜欢飞飞和猫猫            
(5星)	 国产武侠片里比较经典的一部，特别喜欢片中那个名字“七七”，还有黄海波饰演的角色也不错。            
(2星)	 白飞飞要比朱七七漂亮。            
(4星)	 快活王？            
(5星)	 哇塞。王艳在里面的装扮真的好好好好看呐。中学时代特别爱看的电视剧。            
(4星)	 沈大哥~!            
(3星)	 当时看的时候还觉得很神奇，把它跟武林外传混起来了            
(1星)	 一句话：朱七七的运气永远很好，白飞飞的运气永远很差。            
(2星)	 太......烂了，黄海冰那个肥肚子，凭什么演沈浪......            
(3星)	 虽然白飞飞...可还是希望和沈浪结婚的是她！            
(3星)	 为什么大家都讨厌朱七七类?            
(5星)	 = =~哎~            
(3星)	 始终很喜欢白飞飞啊            
(4星)	 最爱朱七七。            
(2星)	 从忠实原著的角度给的分。其实王艳虽然称不上美艳绝伦，但是那种感觉演白飞飞还是可以的。就是朱七七的演员让我比较不能忍，没有美貌也没有演技，生生毁了我喜欢的七七，谁能告诉我她是谁？            
(NA)	 沈浪&amp;飞飞            
(5星)	 小学的时候N喜欢看的. 2009.7 这个暑假 依然觉得很回味 很好看,!            
(3星)	 看过一点            
(5星)	 就是画面现在看来太老了，小时候稀饭~~            
(5星)	 喜欢黄海冰的沈浪~            
(4星)	 我始终是在乎白飞飞的            
(5星)	 当年很爱的一部电视剧啊，为了这个连暑假作业也不做~被爸妈骂得啊~~            
(4星)	 给白飞飞的            
(4星)	 演员不好看，制作不精良，但是剧情还是值得品味            
(3星)	 当时很迷王艳的白飞飞呐~~            
(4星)	 比较喜欢小说 沈浪啊...            
(NA)	 就没出朱七七有啥好除了命好不过这属于作者外挂            
(4星)	 喜欢白飞飞，讨厌朱七七， 黄海冰的古装扮相好帅！             
(5星)	 我最爱的武侠片啊~            
(5星)	 超级喜欢白飞飞            
(5星)	 是哪一年的暑假看掉的。            
(4星)	 当时看的时候很喜欢朱七七 真善良一女孩            
(NA)	 七月七日長生殿 夜半無人私語時            
(3星)	 上面的人都很眼熟            
(4星)	 白飞飞~~~~~            
(4星)	 把原著改得什么玩艺            
(4星)	 还是喜欢白飞飞、            
(3星)	 某人婚了，于是我想到小时候津津有味地看过这部            
(2星)	 那时候挺迷黄海冰的            
(5星)	 恨~为什么沈浪没能和白飞飞在一起            
(4星)	 以前甚至录下了“一笑中”            
(NA)	 小时候不懂事一直觉得王艳演的飞飞跟沈浪是最配的~ 哪管什么其他 可惜剧情需要 但还是喜欢~~~~~ 给了我美好的年代 黄海滨演的超帅！！            
(3星)	 嗯嗯，当时觉得很唯美的片子，因为纯粹地喜欢黄海冰的扮相……沈浪与白飞飞的爱恨，估计是一大亮点吧……只是他们两个自己知道自己始终是对方的最爱么？            
(3星)	 把原著拍得惨不忍睹，情节根本乱套            
(3星)	 以前看的时候好喜欢白飞飞啊~无奈在里面朱七七完全是个脑残,想想就不寒而栗.            
(4星)	 挖~新作的海报很不错哦. 这个必看.            
(NA)	 白飞飞~~            
(5星)	 我比较喜欢的一个电视剧！            
(4星)	 那时候觉得黄海冰怎么这么帅呢。最后没有跟王艳在一起很生气的。            
(NA)	 悔恨ing~拿忆旧代替论文。            
(NA)	 其实我当年很喜欢很喜欢白飞飞            
(3星)	 绝色大美女怎么变成了这样            
(3星)	 白飞飞啊白飞飞，王艳完全的美化了白飞飞这个BITCH，改的好！朱七七...演员很有问题...黄海冰沈浪马马虎虎至于王怜花，导演你瞎了么？挑了这么一个娘娘腔又阴险兼丑的要死那个谁谁谁演王怜花？            
(3星)	 不喜欢结局            
(NA)	 那时候喜欢那沈浪喜欢得一塌糊涂啊，汗~            
(2星)	 我就记得那个胖子熊猫看着就想揍丫！            
(5星)	 虽然和原著完全不一样，不过很喜欢里面的飞飞~ 觉得故事改编的也不错啊            
(4星)	 觉得王艳很漂亮，和黄海冰挺配的，虽然结局有点悲惨，但是我以为很合适。            
(5星)	 儿时记忆 挚爱飞飞..            
(3星)	 当时挺喜欢白飞飞的            
(NA)	 隐约记得小凡很喜欢沈浪。            
(2星)	 古龙小说改的电视基本都怨念迭起～            
(NA)	 就觉得王艳很漂亮。            
(3星)	 飞飞美 为何无脑女那么受欢迎理解不能            
(3星)	 暂时放弃            
(4星)	 幼年时期看的，记得还挺好的            
(3星)	 看过，朱七七嘛~            
(4星)	 我們以前經常玩的小遊戲是你是朱八八我是黑飛飛            
(3星)	 黄海冰            
(5星)	 继续古装情结。。。            
(5星)	 白飞飞……            
(5星)	 应该是在下最喜欢的古装剧吧。当年那个迷恋阿。            
(3星)	 在内地的武侠剧中算是比较好的了。。。            
(NA)	 曾经觉得黄海冰很帅~            
(4星)	 私觉得这片里好几个人都演的不错.            
(2星)	 不及小说远矣            
(4星)	 小时候很喜欢的            
(5星)	 也许沈浪只是同情白飞飞，但同情又何尝不是一种爱怜呢？            
(4星)	 我就喜欢朱七七！~            
(3星)	 朱七七太丑            
(NA)	 我喜欢白飞飞。。讨厌朱七七。。。            
(NA)	 恶心            
(3星)	 曾几何时，沈浪，白飞飞            
(3星)	 小时候同学都在看，就看了。。。            
(3星)	 只是比较喜欢黄海冰            
(NA)	 还是古龙书好            
(4星)	 好早好早以前的电视了啊，黄海冰刚刚出道没多久吧。没什么印象了都，记得那个时候还有王艳来            
(4星)	 很着迷于黄海冰塑造的沈浪             
(3星)	 差不多啊 除了帅帅的主角 没有什么太大的印象了啊            
(4星)	 我还挺喜欢朱七七的,虽然跟原著感觉有出入            
(4星)	 沈浪，，朱七七，白飞飞。            
(3星)	 人人都看，我也跟下风            
(4星)	 不喜欢朱七七            
(5星)	 那时候就觉得沈浪好潇洒…………            
(NA)	 武侠中的挚爱!            
(4星)	 当年就这样莫名其妙地喜欢上了那个任性的朱七七            
(5星)	 很喜欢，很爱飞飞，太苦了，生命是个错误            
(5星)	 超爱！喜欢古龙～尽管电视剧被改得面目全非～喜欢沈浪，无论书还是电视            
(5星)	 大爱            
(4星)	 有爱！            
(3星)	 我的白飞飞呀纠结纠结            
(4星)	 呀 这剧~~古龙的小说是不是都有宿命的味道。刚开始喜欢白飞飞，后来喜欢朱七七。            
(4星)	 我喜欢白飞飞            
(NA)	 一定要说白飞飞。太美了~~            
(NA)	 不好看            
(4星)	 为什么虽然白飞飞很漂亮，我还是比较喜欢朱七七叻？            
(NA)	 好看的             
(5星)	 这本电视我看了11遍,别笑我,就是喜欢沈浪~            
