http://movie.douban.com/subject/2253613/	越狱  第三季 Prison Break Season 3
(2星)	 幸好此剧不长，跟了4年，看完。第一季真是惊为天人，实在好看。第二季，死亡的人太多，而且没有太多中心思想，不如第一季那么令人震惊。第三季，好像遇到美剧编剧罢工，大部分美剧都缩水，越狱和英雄是缩水最多的，这一季漏洞太多，交代事情也是不清不楚，感觉很努力在死撑的感觉，观众同            
(4星)	 不错            
(4星)	 越来越没意思            
(3星)	 看完这一季我没再看下去了。就算米勒真的很帅也没用了。            
(4星)	 在我心里 MS已经自由了 佩服那些追了越狱4年的前辈们。。一气呵成痛快些。。。            
(5星)	 演的太好了 无话可说            
(NA)	 2008            
(3星)	 这个编剧越来越不称职            
(4星)	 比第二季好多了~大爱苏克！            
(5星)	 很精彩            
(4星)	 被抓回去得有点做作。            
(NA)	 13集完            
(3星)	 新一轮的越狱  再一次的头脑风暴              
(3星)	 烂俗的剧情..            
(3星)	 2rd            
(NA)	 太棒了            
(4星)	 不太喜欢巴拿马的那个监狱。(⊙v⊙)            
(4星)	 S3的剧情有些牵强LJ和Sara的绑架觉得有些莫名            
(3星)	 拖拖拉拉地撑到一半，当最后一次t同某某真正结束的时候，终于放弃了这剧。            
(4星)	 一般般            
(3星)	 已经没有当初看第一季的感觉了，还行吧            
(3星)	 纯粹为了睇而睇~~            
(3星)	 直接导致第四季就drop了            
(5星)	 人间地狱也不过如此吧            
(5星)	 虽说别人都说除了第一季后面的都不好看，但是我觉得还是有一定看头的~不然也不会吸引我一集一集看到现在~亲爱的第一部美剧。就要对你说再见。            
(3星)	 越来越扯。。。            
(4星)	 不如前两季，但内容也不错            
(5星)	 看的时候很揪心~~没有一刻是舒坦的            
(NA)	 美中年！            
(5星)	 这个...结尾好仓促... 另外出了DVD吧...            
(NA)	 帅....            
(3星)	 只为T-Bag            
(5星)	 其实我觉得第三季还是挺好看的。其实我一开始就觉得sara不会死，不放心还是百度了不过我觉得假的是，如果susuan都让whistler杀了michael那留着sara什么劲。还有就是，jane不是保护LJ么，怎么这么阳痿镜头都没有就挂了？            
(2星)	 多黑戳余的一季...            
(2星)	 看了两集就看不下去了，即使有米勒也看不下去了            
(2星)	 真差劲,四季中最掰的.            
(NA)	 不看后悔！            
(3星)	 我好奇的是茶包怎么能活那么久，我无聊地已经开始只看前景提要了，贝利克总是让人同情又气愤，至于Michael，性格变暴了很多，人格魅力只靠文哥的Face撑着了，第四季还是继续前情提要吧。            
(3星)	 米啥意思  有点残忍，人间地狱~~            
(NA)	 Michael Scofield~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~            
(4星)	 美剧拖太长不是好事情！            
(NA)	 真TM佩服美国人的智商，更应该要佩服的是导演，编剧等制作人员，如此前呼后应，环环相扣的情节被他们完美，无懈可击的表现出来，并且每个人的个性分明，特别是MIC的机智，勇敢，善良，再加上他那双深邃，又无比镇静的眼神，给人很MAN的感觉，还有SRA从刚开始的堕落到最后的蜕变，己思中。。            
(3星)	 。。。            
(4星)	 不要迷恋哥，哥只是个过客。 —— Michael Scofield            
(3星)	 相比一二季，显得很短            
(4星)	 很有才！            
(NA)	 cool            
(3星)	 这一季最不好看。就记住个小TMAC。            
(3星)	 太监了。。。。。。            
(5星)	 追得最辛苦的一季！！            
(3星)	 冗长。。开始拖泥带水            
(4星)	 很好看，虽然没第一季那么好...            
(3星)	 挺烂。。            
(NA)	 又回去了，编剧罢工也拍不下去了            
(4星)	 这集有些乏味了，编剧明显有些技穷            
(3星)	 只有13集..有点短精彩成分也不足..在第二季和第三季都告诉我们霸占一方的黑恶势力都没有好下场..不过SONA这个监狱着实恐怖            
(3星)	 越来越脑残…………            
(4星)	 太套了。草。            
(5星)	 看得第一部美剧，经典            
(NA)	 前两季我看过 但是看的不是太仔细  不过还是能顺下来它的整个剧情  整体感觉就是--鸡肋  食之无味 弃之可惜    在巴拿马监狱的越狱更加充满艰难险阻  但就像所有人知道的一样结局  美国编剧们真是太有才了  就这还闹罢工呢    我感觉越狱马上编的快成科幻剧了  越狱系列吸引            
(4星)	 毕竟陪我走过很长一段时间。。。            
(5星)	 那时的期待~            
(3星)	 比较缩水的一季，似乎是刚看出点感觉就草草结束了            
(4星)	 每次看都非常紧张            
(5星)	 SONA~            
(4星)	 开始走老路            
(4星)	 堕落的Mahone阿 T-bag的表现预示着下一季要进Company么。            
(3星)	 The same.没有第四季好看。不过考虑到这一季美国编剧协会大罢工的一年，纪念一下。            
(5星)	 演员的身材都很好啊~            
(NA)	 第一季那时候看通宵的。看到第三季，哎，感觉都麻木了。            
(4星)	 爱米勒            
(3星)	
(2星)	 突然变得很无聊            
(4星)	 当Michael知道sara死去的那一刻，在那个横杆那里红着眼睛说不出话来，我想着他真的很爱sara啊            
(4星)	 只能说是差强人意吧。。            
(4星)	 狂爱            
(5星)	 哪儿可以看到后9集呢？            
(4星)	 =            
(4星)	 SONA            
(4星)	 他是1还是0？            
(4星)	 中间有一度看到麦克就想拍死他- -            
(3星)	 越狱3的情节貌似不怎么行，没有第一、二季那么好看            
(NA)	 各种看过            
(4星)	 再次展现麦克的超常越狱能力            
(4星)	 导演，你拍结尾的时候是不是尿急啊？            
(2星)	 最烂的一季……黄色的主色调我也受不鸟            
(NA)	 心荡神怡！！            
(4星)	 虽然越狱越到后面恶评越多，可是我依然很喜欢            
(5星)	 相当不错            
(4星)	 温特沃斯米勒~            
(4星)	 米帅帅~~~            
(4星)	 四季中最不好看的一季。。。起初是我每周回家的动力 但后来播播停停。。。追的我好苦。。。最后草草结束。。。看的我都没耐心了。。。很失望            
(5星)	 其实，每个人都想越狱            
(4星)	 纠结...还在越            
(2星)	 很差            
(5星)	 我怎么觉得结局不错啊...~surce曾可怜            
(5星)	 经典··            
(3星)	 啧....            
(3星)	 导演啊。在好的片子。一旦像挤牙膏，让人腻味的。            
(2星)	 这个监狱这段真是不好看            
(4星)	 越狱精彩            
(4星)	 终于回到主题了            
(NA)	 唉，一周一集我都看忘了，可是全出了也没再看一遍的心思了，还是第一季最吸引人            
(5星)	 又进监狱了，爽！火爆！没的说！            
(NA)	 只有驚艷！            
(NA)	 迈克尔            
(3星)	 汗 血 泥 肮脏没见美女sara 不爽            
(3星)	 失望啊,悲哀啊,好好的怎么就这样子了呢!不是很好看了啊            
(4星)	 没别人说的那么烂            
(4星)	 剧情开始走下坡路了            
(3星)	 为了把剧情延续下去，故事越来越牵强了            
(3星)	 米其实不帅啊  艰难重重啊啊啊怎么有这么多巧合            
(4星)	 结局很悲啊。            
(3星)	 胡：这已经开始瞎编了。。            
(NA)	 男主角变成胖子了            
(NA)	 经典            
(3星)	 N久前的了，有点墨迹            
(3星)	 越狱拍的最一般的一季。            
(5星)	 第三季让我爱上MAHONE,            
(5星)	 较前两部比较逊色的一部...            
(3星)	 还是感情分            
(4星)	 缺少了9集 不甚完美            
(2星)	 没落的力量是无穷大的            
(NA)	 其实还可以的            
(5星)	 好看            
(5星)	 不如前两季  这里面T BAG被重点刻画了            
(5星)	 容易沉浸进去的片子            
(3星)	 乱吹八吹，吹到后来都有4了……            
(NA)	 经典            
(4星)	 比较折腾            
(4星)	 喜欢介一个个惊心动魄的场面、喜欢Michael、            
(3星)	 也就马马虎虎            
(4星)	 好看            
(3星)	 为了看他，剧情不好了            
(2星)	 omfg            
(4星)	 只是因为索非亚才打个可以的分！            
(3星)	 最不喜欢的一季！太暴力！            
(NA)	 必须看掉            
(4星)	 已经有点牵强了            
(5星)	 爱情            
(4星)	 分低了吧？            
(4星)	 离真相越来越近，表象就越来越迷糊            
(2星)	 编剧是白痴吧            
(5星)	 我只是还是支持            
(3星)	 米勒真美型            
(3星)	 太仓促了……            
(5星)	 传说中“最烂”的第三季其实也不错            
(5星)	 又一次越狱成功了，精彩刺激。            
(2星)	 come on。。            
(3星)	 总还是觉得第一季最灵了            
(2星)	 狗尾续貂            
(3星)	 反反复复 淘来逃去             
(3星)	 米帅那么敬业的表演.3星吧            
(NA)	 精彩            
(4星)	 米帅米帅。=3=            
(5星)	 麦克（文特沃斯•米勒 Wentworth Miller 饰）为了帮莎拉顶罪进入了巴拿马最凶险的监狱——SONA，这里专门关押一些重刑犯。因为这里几年前囚犯们发生了暴乱，当地的军队已经完全撤出，剩下这里的犯人自生自灭。这时，林肯（多米尼克•珀塞尔 Dominic Purcell 饰）的儿子LJ和莎拉被Company的人绑架了，他们要求麦克帮助他们完成一项任务，那就是在一周内将在SONA里的澳大利亚人找到并救出来。为了心爱的女人和侄子LJ，麦克和在外面活动的林肯又开始了他们新一轮的越狱计划！            
(4星)	 第二季后期已经兴趣大减了  过了这么久 纯粹是因为对于第一，二季的纪念 补看了第三季  总体还是值得一看的 一口气看完            
(5星)	 挺好的，实在是看不下去了。。。不追了。。。            
(3星)	 明显比前两季无聊。            
(3星)	 这个监狱好烂。。。            
(5星)	 有点罗嗦,不过接下来应该很精彩!            
(3星)	 肮脏的监狱，混乱的剧情……            
(4星)	 要看就看完吧。有头有尾            
(5星)	 不得不惊叹。给了我怀疑的力量。            
(3星)	 越完再越..该死的没死,t-bag逛了大半天没有人认出来。不该死的却很坎坷。真是没完的剧情.            
(3星)	 第三季是最不好看的了            
(4星)	 还是不应该救林肯出来为害人间。            
(4星)	 you are always so clever.            
(3星)	 快进看完            
(NA)	 解决有点不开心。            
(5星)	 又讲越狱...            
(2星)	 第三季明显不如从前了...            
(NA)	 很喜欢这一季             
(4星)	 没两季好看，比较仓促，而且sara都死了，没看点了            
(NA)	 08            
(5星)	 经典            
(4星)	 个人感觉是一部很好的连续剧，虽然好多情况下是很理想……            
(4星)	 09.7.8、7.9看完，Sona.            
(4星)	 一直都喜欢            
(4星)	 自妖为人            
(3星)	 Sona是一个暴徒的聚会，这是一场智慧与力量的对决。            
(3星)	 情节没有太大的改变            
(3星)	 快进着看的..            
(3星)	 以后马洪和Michael会有火花 结果 马洪跟只猪似的            
(NA)	 first season is fantastic but then, kind of crazy             
(3星)	 这部07年的剧我到09年才看。剧情有些虎烂，但是依然是我最爱的Michael scofield            
(5星)	 无论怎样，引人入胜，时间不知不觉就过去了。            
(5星)	 很经典的美剧            
(4星)	 结局甩的不错。虽然格瑞秋是一个凶巴巴的女人，但是我觉得她非常性感，另外，她非常有吸血鬼的特质！            
(3星)	 纠结...            
(4星)	 还有许多功课要做。            
(3星)	 题材重复了            
(4星)	 比第二季要好            
(3星)	 太乱了。。            
(5星)	 仓促，但持续上瘾            
(3星)	 这一季真的没啥意思            
(4星)	 这一季的Bellick太搞了            
(NA)	 超喜欢，终于看完全集了！            
(3星)	 开始下坡            
(5星)	 只为一直的喜爱 所以五星            
(4星)	 逊色些。            
(NA)	 剧情赏心悦目   不乏味  不俗套            
(5星)	 平淡的生活需要刺激与冒险 再勇敢些…            
(NA)	 无意间听说，无意间看到，无意间吸引，无意间着迷。没有想到有一天会看这样一部片子，就像米勒没有想到有一天自己会演这样一部片子都是缘份            
(4星)	 再越            
(4星)	 编剧们开始扯了。但还是紧张啊紧张~            
(2星)	 挺垃圾            
(5星)	 我大学生活的一个印记            
(NA)	 Oh。男子。            
(5星)	 第三季可能是四季中稍微逊色点的            
(4星)	 太赶了……但是为了第四季的结局，这里的一些细节又不能不看……真是纠结            
(NA)	 在第三季出来之前，我在百度贴吧看过一个超级长篇的同人连载，基本上就是猜测第三季的故事内容，当时觉得这个人很天才，后来看过了第三季之后，才知道这个家伙不仅仅是天才可以形容了。如果剧本按照他写的来演，或者第三季可以不用到了13集就被砍掉！            
(3星)	 Sara..            
(NA)	 放不下            
(5星)	 好看没说的            
(4星)	 据说本季拍摄过程中困难重重，好莱坞编剧罢工，Sara扮演者因怀孕退出，导致草草结束，而且部分剧情也有了较明显的破绽，让人遗憾。            
(4星)	 超越第二季，堪比第一季，张力十足，疑云重重，喜欢！            
(4星)	 最糟的一季，可是却让我怀念            
(NA)	 看不下去了..            
(4星)	 没有sara的米帅也很帅啊！~            
(3星)	 拖沓就是会审美疲劳的            
(3星)	 重回主题 其实跑题            
(4星)	 米勒还是帅死了～墨西哥那么热哦，阴凉处还38度            
(NA)	 8.6分！            
(NA)	 迈克那样的聪明、执着、善良，他是每个女孩心目中白马王子的化身，也是每个男生镜子中的自己……            
(3星)	 可以烂尾了            
(4星)	 他又在越了……            
(3星)	 比第二季又差一点            
(NA)	 放弃            
(NA)	 第一季很精彩第二季，有点无奈第三季，我无语了居然还有第四季，我决定不看了            
(3星)	 真能扯啊……            
(3星)	 哎.上帝打了个盹            
(4星)	 明知一季不如一季，还是想看&gt;_&lt;...            
(3星)	 看了2集看不下去了            
(4星)	 一部在中国红得出奇的电视剧，虽然在美国的收视率不高，但我大部分中国人一样，非常钟爱这部剧集，经常会感叹为什么中国人拍不出这么优秀的电视剧了？第一季最为精彩。            
(5星)	 啊...米勒...            
(3星)	 最脏的一季~            
(3星)	 小麻烦在10分钟的剧情内搞定，大麻烦在1集内搞定，SONA被冠以自古无人能逃出升天的原因是关押的全是垃圾，完全的垃圾，跟FR的犯人根本没法比。所以史高飞的智慧仅仅需要一点运气，这场越狱毫无悬念。但是，但是SARA为什么要离去，这么坚强执着的姑娘只出现个背景，就撒手人间？往下还有的看吗？            
(3星)	 没有一二好看            
(4星)	 第三季没有那么精彩了嘛            
(4星)	 越不完的狱啊，可怜的米帅            
(4星)	 爱上Alexander Mahone            
(4星)	 FOX的编剧啊……不过感动依旧在            
(3星)	 最不好看的一季。            
(4星)	 没有传说的那么不好看            
(3星)	 跟第一季和第二季有明显差距。            
(1星)	 都说了继续看2，3，4会后悔            
(4星)	 又有点小精彩了。。            
(4星)	 女人真TMD容易变心——观《越狱》第三季里某女收到一个埃菲尔铁塔钥匙扣之后的表现有感！            
(3星)	 看了第一第二季 只能继续看下去            
(NA)	 一直看 考试那几天都在看 O(∩_∩)O~            
(3星)	 sona &amp; sofia            
(3星)	 这季拍的时候正赶上好莱坞编剧大罢工，于是只有13集。半成品的越狱总是让我少了很多第一季一样的激动            
(4星)	 不如前两季精彩，但总的来说也没有某些人说得那么坏吧...            
(5星)	 妈的，酷            
(4星)	 个人觉得比第二部好一些            
(5星)	 给五星的前提：已知Sara会回来            
(4星)	 以为已经完结了，哪知道第四季出了，已经不是在越狱了。            
(3星)	 更加没意思了，还是看吧。            
(4星)	 2007            
(NA)	 2007            
(5星)	 我爱越狱            
(4星)	 酷爱 Wentworth Miller             
(3星)	 1、2季的确超喜欢。。不过后面的。。。。。            
(4星)	 开始犯浑了！            
(NA)	 越来越烂了            
(1星)	 第三季个人感觉是最烂的了            
(4星)	 没1和2好看，但是也很喜欢的            
(3星)	 第一季就是顶峰 第二季是低谷 第三季是多余 第四季峰回路转 然后打住            
(NA)	 sona更加精彩            
(NA)	 有点无聊了            
(3星)	 有点短            
(4星)	 第三季评价不大好 不过也很有特点 喜欢            
(3星)	 相比起之前，的确略显逊色..            
(3星)	 在各个监狱里进进出出的迈克，简直是神。审美疲劳了……            
(5星)	 上瘾            
(1星)	 越狱系列最差的一部，票房毒药            
(NA)	 从第一季开始追，第三季实在无法忍受了，自砍            
(4星)	 期望值太高了            
(4星)	 没第一第二季好看 不过也不错啊            
(3星)	 绝不看第四季了，越狱专业户            
(5星)	 依旧很精彩。            
(4星)	 怎么又进去了……还越狱，都第三季了……女医生死了，有点意外            
(3星)	 没劲~~            
(NA)	 handsome miller             
(5星)	 期待第四季            
(1星)	 这一季更烂。。            
(5星)	 miller的。            
(3星)	 比season one差太多，难道编剧就是要不断把Michael弄进去再让他逃出来吗？累死了            
(2星)	 延续着第二季的无聊。。。            
(5星)	 第三季很好啊，谁说不好来着            
(NA)	 我觉得这一部相对前面的两季来说，稍有逊色！！！            
(5星)	 超级喜欢那个女特工            
(NA)	 米勒胖叻~唉~而且發彪叻~哈~            
(2星)	 ……唉 Alex被他们弄成这样 Luis还不错            
(3星)	 越拍越牵强            
(NA)	 pb3            
(NA)	 暑假里看到一半吧  E9 下的是高清告示 720P rmvb            
(2星)	 Wentworth Miller ： 帅 X Max...            
(3星)	 越看越像说书。            
(2星)	 crap, disappointed!            
(NA)	 这个有点太简短了…… 幸好我看的晚 第三季看的时候已经知道sarah还活着…… 要不真不知道看什么了……            
(3星)	 2008年初            
(2星)	 为了越狱而关人，没完没了了，累不累啊            
(4星)	 很囧让人很想抽的s3            
(4星)	 又进去了            
(3星)	 lalala... 还是看了            
(4星)	 sona            
(4星)	 我迷的是米帅            
(3星)	 一代不如一代了            
(4星)	 第一季，每个星期等着看；第二季，每个月看一次；第三季，出完了才知到，一口气全看了；第四季才刚开始放。。。            
(5星)	 帅！太好看了，每一集都是大片级的！            
(4星)	 真的要越7季么……            
(4星)	 ~~~~~~~~            
(NA)	 不要告诉别人你在乎谁            
(5星)	 话说第四季要开播了            
(NA)	 越狱第三季            
(NA)	 这。这。又回来了            
(4星)	 有没有……像sona一样的王国……            
(NA)	 一直在看~佩服导演这么能折腾            
(5星)	 再越~            
(5星)	 我个人觉得依然精彩            
(3星)	 呃。。。不太喜欢这部说实话。。。只能说是接着看故事。。。            
(4星)	 米帅,一个就够            
(3星)	 没有看完，没什么动力了……            
(5星)	 不太喜欢这一季,尤其是sara的死...            
(3星)	 呵呵，续集真是经典的杀手锏啊~            
(NA)	 To Be Continued ...            
(3星)	 草草结尾，遗憾            
(4星)	 不及1            
(3星)	 E04            
(NA)	 感觉这一季有些残酷，Sara竟然死了，气愤啊！！！！            
(4星)	 嗯,第一季最好看了,第三季也不错啦~            
(4星)	 麦克（文特沃斯?米勒 Wentworth Miller 饰）为了帮莎拉顶罪进入了巴拿马最凶险的监狱——SONA，这里专门关押一些重刑犯。因为这里几年前囚犯们发生了暴乱，当地的军队已经完全撤出，剩下这里的犯人自生自灭。这时，林肯（多米尼克?珀塞尔 Dominic Purcell 饰            
(NA)	 特厉害的一部美剧...            
(4星)	 结局太草率了~看得我伤心……            
(3星)	 还是要追第四季            
(2星)	 狗尾！            
(3星)	 事情越发离谱了。。。似乎没有底的感觉。            
(NA)	 拼凑的痕迹很明显，不推荐了            
(NA)	 沒有第一季好看...但優於第二季...            
(4星)	 就这样完了...期待第四季！！！            
(NA)	 似乎有点看不下去            
(NA)	 期待第四季            
(4星)	 一集集的盼哪.真不容易            
(5星)	 喜欢            
(NA)	 期待第四季！急！            
(3星)	 情节开始生涩了            
(5星)	 期待第4季...            
(1星)	 没有了创新，希望第四季不会是失望的延续……            
(4星)	 这片子给人的感觉 就是你永远不知道一粒糖后面是多大的祸...编剧总是现让你开心下然后让你陷入无限的想不通...            
(3星)	 越来越烦了            
(3星)	 又进一个监狱，无语。。。。            
(NA)	 期待下一季            
(4星)	 末尾出显出当年越狱的紧张感            
(4星)	 驚心動魄的情節,過人的智慧。            
(3星)	 13集 跟葫芦娃一样的....            
(NA)	 么前两季有感觉的额。。            
(3星)	 虽然它越来越叫人失望，男主角还是很帅的            
(5星)	 继续追~~            
(3星)	 老模式，没得好大新意。            
(3星)	 勉强能看...            
(3星)	 不及1/2            
(2星)	 这部的剧情有点勉强            
(4星)	 第4季....            
(3星)	 勉强看完            
(5星)	 应该叫做prison in。。又入狱了。这季比第二季好看。。            
(5星)	 这一季太短了。。。            
(3星)	 编剧罢工使得剧情堕落了，但第四季会变好的，I believe it.            
(3星)	 一般了。            
(NA)	 miller            
(NA)	 没有12好看啊            
(NA)	 简短的第三部            
(3星)	 也许是编剧罢工影响了整部剧做的拍摄,可是故事讲的已经无法和名字相符了            
(5星)	 大爱两兄弟            
(4星)	 漏洞虽然很多，编剧虽然无耻(无奈？)滴写死了Sara，可毕竟是PB。            
(NA)	 在网上看的,三季都看了,很喜欢            
(5星)	 sara怎么能死掉?            
(3星)	 2.9            
(NA)	 迈克的纹身与林肯的血性            
(NA)	 很棒的片子            
(NA)	 太好看了   遗憾的是死了太多人            
(NA)	 Michael&#39;s story            
(4星)	 重回监狱            
(NA)	 S都快成越狱专业户了。。。            
(NA)	 不用多说 大家都知道的            
(NA)	 清洁太乱            
(NA)	 第14集快出来啊            
(NA)	 还行            
(2星)	 第三季不太好看            
(NA)	 好片            
(3星)	 越狱第三季            
(NA)	 越狱第三季            
(4星)	 如果没有编剧大罢工，这部还算可以！            
(NA)	 美剧的共同特点，编剧色彩浓厚，看着倒是还惊心动魄，挺紧张的。            
(NA)	 米帅一定要和sara在一起~~            
(NA)	 season3            
(3星)	 第三季有种草草收场的感觉            
(4星)	 还算不失望吧            
(4星)	 貌似出到第13集就没有下文了~~~            
(4星)	 终于又出来了。。。            
(3星)	 这季还成。            
(NA)	 看完了，等第四部中            
(4星)	 等待第四季了            
(4星)	 高智商的比拼            
(NA)	 绝对值得看            
(NA)	 我喜欢~            
(4星)	 人生就是一场越狱。            
(4星)	 情节开始老套了，不过还是觉得米帅很帅，(*^__^*) 嘻嘻……            
(3星)	 真的是只有michel可以看了，情节这个复杂啊，有点太乱了，习惯性follow而已            
(NA)	 越来越没劲，不过两位男主角确实帅呆了            
(NA)	 my   love            
(3星)	 进了出 出了进 已经开始掐头去尾看了            
(NA)	 没第一集经典，还是想看            
(NA)	 SEASON 3看上去脏脏的，但是还是很扣人心悬            
(4星)	 还行            
(NA)	 美剧             
(4星)	 有点狗尾续貂的感觉，居然把弟弟扔进了监狱，就为了一个编造出来的很重要的人物，让弟弟再玩一次越狱。挺无聊的。第二季结束这个故事其实就已经完满了            
(NA)	 看完第二季，剧情方面就不想再看了，不过如果冲着小温还是可以再看的~            
(NA)	 越狱第三季             
(NA)	 并不象网友说的一样真如一个运作的项目            
(4星)	 编剧有些疲软了            
(NA)	 哼哼，哼哼哼~            
(3星)	 还行            
(5星)	 很棒，可惜只是那么的草草的结束了。。。08年3月            
(3星)	 小苏啊小苏~            
(NA)	 Sara死了我很不爽，现在后面的这些不知道什么时候才出来            
(NA)	 最经典的还是第一季啊            
(NA)	 罢工导致的残品            
(5星)	 小米最帅！            
(3星)	  没前面两季好了，牵强            
(3星)	 越黑暗越好，其实没有了SARA的越狱也挺好，纯粹就是男人之间的较劲。只是这次收手太快，逃狱的方式也太菜了，看介绍4之后要展现迈克最黑暗复仇的一边，好，越黑越离谱越好            
(NA)	 prison break            
(NA)	 怎一个字了得！            
(NA)	 I miss the way we used to talk            
(3星)	 看过            
(4星)	 从这部开始认识美剧的            
(NA)	 14集怎么还不来            
(NA)	 办公室装修、店铺装修，家庭装修，商场，娱乐城，酒楼、保龄球场，大型会所，展厅，医院、公共空间、隔断、玻璃隔断等装修服务。主要承接:公寓别墅装修、写字楼装修、商务办公装修、商业店铺装修、宾馆酒店装修、迪厅酒吧夜总会KTV装修、茶楼茶艺馆装修            
(NA)	 哎……画蛇添足 啊            
(2星)	 越狱到了这一部就真的是有点黔驴技穷的感觉了，抱着看米帅的心态把它看完的！            
(4星)	 剧情稍有逊色！            
(3星)	 已经看了10集了，风格依旧，但是却不如前面两季出彩，虎头蛇尾也是预料之中的。仍然称赞制作者控制剧情发展的能力，希望以后这样水平的电视剧越来越多。已经看完了，与其说是米帅策划的不如说是编剧放走的，逃跑一节太糟糕了。结尾为可能的续集留下了很多素材，几个主人公的轨迹在都留下了变数，近日又有消息说Sara要复活，期待度显然不是很高了。            
(5星)	 大作啊,大作            
(4星)	 越追越累            
(4星)	 。。。            
(5星)	 sarah死了还是没死？好像没死!            
(4星)	 被我搁置了一年多后终于看掉了 最后几集才精彩~~天才的scofield阿~ 冲动的Linc真是看得有点讨厌 最可怜的还是sucre哎……            
(3星)	 感觉比第二季好            
(NA)	 最好看的            
(NA)	 从第一季到到第三季            
(4星)	 前两季确实挺精彩的，但有变弱的趋势，并不期待第三季~            
(NA)	 男人。            
(3星)	 看到後面就沒什麽感覺了            
(4星)	 结尾太仓促了            
(3星)	 走下坡了...            
(4星)	 紧张精彩            
(3星)	 激情不再。仍然持之以恒。            
(5星)	 脑力劳动            
(NA)	 追的第一部美剧            
(NA)	 越来越垃圾了 越狱  唉 第一季还行            
(NA)	 sofield 还是一样的帅``只是sara却已经不在.....            
(NA)	 好看！！！期待第四季            
(4星)	 还是觉得挺精彩的，顺着剧情看，不要去琢磨啥bug了，同学们！有那精力多为四化建设出点力不是更好？！            
(3星)	 最好看的还是是第一季            
(5星)	 没有出来完啊，期待啊            
(NA)	 帶我們去尋找情感與冒險            
(NA)	 比第二季吸引人            
(5星)	 第三季正            
(NA)	 还是第一季好看。。            
(3星)	 一季不如一季            
(NA)	 越来越难看            
(5星)	 又开始精彩了            
(3星)	 开始好看了吗就结束了            
(NA)	 恩恩            
(4星)	 悬念设置得比较紧张。            
(3星)	 越来越...编剧的才华呢..            
(4星)	 12 is the best of this season            
(NA)	 刚看完第三季，故事还没结束，期待第四季……            
(5星)	 绝对风靡中国，很爽            
(3星)	 终于都完了            
(NA)	 老娘这辈子看过的最好看的电视剧            
(5星)	 经典            
(3星)	 假如没有第1季的话            
(5星)	 可惜只有13集...            
(NA)	 我快吐了。            
(5星)	 非常好看            
(4星)	 靠，居然这样就完了……冏            
(3星)	 虽然不如第一部给人新奇的感觉，还是不错的，至少比港台的温情来得好            
(4星)	 米帅~            
(5星)	 强片!强荐！            
(3星)	 又这么短……            
(NA)	 还没看呢            
(2星)	 完全没有了期盼，第三季让我很失望~            
(3星)	 相比前两部来讲只能得到中的成绩            
(4星)	 越狱3            
(4星)	 死不完的坏蛋，越不完的狱。真受刺激...            
(3星)	 学英语            
(2星)	 Sara之死标志着编剧的瞎扯已经到了随心所欲的程度，哀悼下一个本来可能成为经典的美剧的没落            
(NA)	 既然Sarah都已经死了，该结束的就让它结束吧~            
(3星)	 勉强             
(4星)	 追开继续追嗻~            
(5星)	 Perfect!            
(NA)	 鸡肋            
(NA)	 越狱            
(NA)	 现在闹罢工还能拍多少呢？拭目以待结果比较失望            
(3星)	 终于又一季结束了            
(NA)	 估计拍不完了。            
(3星)	 帅哥，噢噢            
(NA)	 喜欢米勒~            
(4星)	 继续失望...            
(4星)	 怎么大家都进去啦!!还真够有缘的...可惜sara的演员不能继续演了,导致sara就这么死啦...哎,迈克尔可怜啊!!!还没完,不知道后面会怎样啊???            
(NA)	 Escape again?            
(3星)	 越拍越烂了~            
(4星)	 总觉得没有了女主角空空的，又不是《士兵突击》            
(4星)	 much better than the 2nd season. i&#39;m following it again            
(4星)	 等待的滋味不好过            
(4星)	 很期待更新            
(5星)	 很喜欢越狱!            
(2星)	 totally看不懂了            
(4星)	 追看            
(NA)	 开始不好看了            
(4星)	 还是因为1，2的原因坚持着看下去，虽然感觉没以前精彩，但也不失为消遣之用。            
(NA)	 又是那个喜欢动脑子的Micheal了，我又闻到了越狱的味道            
(4星)	 很多人说不想看了 不过我还是想继续 因为个人觉得还可以            
(3星)	 莫名其妙            
(4星)	 等他播完            
(NA)	 聪明！惊险！！我看电视剧从来没这么紧张过``            
(5星)	 太短了，没有结束的感觉。感觉看得有点疲了，审美疲劳？            
(NA)	 精彩            
(1星)	 不该出现的续集            
(4星)	 pp-live MILLER的眼神坚定依旧            
(4星)	 喜欢            
(5星)	 我喜欢他的节奏，很快．但是网上更新太慢．就像一个穿的很厚的脱衣舞女郎，不过，每当她要脱一件衣服时，我还是会心跳加速的．            
(NA)	 第4季就没看了……            
(4星)	 看到第4集了            
(2星)	 激动啊            
(4星)	 这一季有太多的残缺，编剧的集体罢工剧情缩水，再加上没有Sara来调剂主心骨是男人的戏。            
(1星)	 看了一集。。。恶心的监狱失望的剧情            
(4星)	 算是美剧的开始，可惜第三季实在不想看了            
(5星)	 rest is ~~wait~my little sara maybe dead~~~no ,is dead .but i hypnotized myself that she still there~~hahahahaha~~~            
(4星)	 应该不是烂尾吧...T-bag统治了sona,Sucre进了sona,mahone重新加入组织,whisler果然是组织的人,linc准备立地成佛?scofield开往复仇的道路...这些应该会捧出第四季才对...            
(NA)	 s.f  l.c              
