http://movie.douban.com/subject/2002924/	冲上云霄
(NA)	 电视剧的海报就是比电影海报丑            
(5星)	 不错            
(5星)	 最喜欢的电视哦  台庆剧~~~~ 大爱            
(4星)	 TVB神马的。            
(4星)	 算是经典之作，一些爱情戏码现在重看会觉得肉麻或做作，不过这样一部充分、真实展现航空业的电视剧拍得挺好，也可以让观众了解到相关的知识。            
(5星)	 大爱！TVB5大小生，赞！            
(5星)	 很经典的台庆剧  很经典的小三角            
(5星)	 喜欢罗马和恋爱的勇气。            
(4星)	 对编剧无语            
(3星)	 很多人不喜欢胡杏儿，可能因为她长得丑没有胸却还入港姐三甲，但是说实话我是从这部戏开始了解她的，在这片子里她演的角色虽然有点笨，但是却讨观众喜欢。所以说她的星路走在了正确的道路上，比起很多港姐冠军她都算是幸运的。            
(NA)	 看过两三遍了            
(4星)	 很励志            
(3星)	 喜欢年纪大的男人，那个…比如亦琛这样的，哈哈哈            
(5星)	 演员好风景好 很值得五星吖。不过最后几集我用了很多快进= =            
(4星)	 迅速蹿红了新一代~吴卓羲 陈键锋 马国明~哈哈 都喜欢            
(4星)	 跳着看还看了半年，一颗星加给吴镇宇。            
(4星)	 Sam哥是个传说            
(4星)	 反正是好久以前看的，当时挺好看~~            
(5星)	 很好看的一部剧            
(5星)	 冲上云霄 听起来很豪言壮志，再加上两位女星的表演，就真是豪情与柔情的完美结合            
(4星)	 这部戏大爱吴镇宇            
(4星)	 OK            
(3星)	 吴镇宇很闷~            
(5星)	 爱上罗马            
(NA)	 经典            
(5星)	 一听到片头曲，我就热血沸腾。            
(4星)	 小时候看的。            
(4星)	 胡杏儿就是这么上位的            
(5星)	 四小生年轻嫩嫩的样子啊，一捏一把水的感觉，重温之！！！            
(4星)	 励志剧噢！            
(4星)	 最大收获吴镇宇！顺带发现了配角黄宗泽可爱的潜质            
(4星)	 为嘛不是he....小马死的好可怜..            
(3星)	 叶璇叶璇~            
(5星)	 经典            
(4星)	 前半部很精彩。            
(4星)	 很爱马德钟啊~~~               
(3星)	 我各种不喜欢俩女主……            
(5星)	 我觉得很好看。= =当时            
(5星)	 吴镇宇！            
(5星)	 大爱！            
(5星)	 不解释的！我爱。            
(5星)	 我觉得我越看越喜欢 陈奕迅唱的主题曲  以及关于民航飞行员的一切            
(NA)	 闷骚有余，可爱更甚吴镇宇！飞机师哇哇哇~~~~~~~~~~~~            
(5星)	 这是我看过最爱的一本TVB的连续剧。缘分，梦想和爱情都是妙不可言的东西。看过很多次了 然后 我爱上意大利 缘分玩偶。都是因为它            
(4星)	 吴卓羲 还有里面的主题曲            
(4星)	 当世事再没完美，可远在岁月如歌中找你。            
(NA)	 经典！！！            
(NA)	 当时大爱，就因为它爱上了吴镇宇...琛哥！            
(5星)	 经典··            
(NA)	 当年还没有联网，记得为了他跑到租铺去借了张碟，最后把押金舍在那儿一直没还那张碟，貌似当时拐走的是32集。好愧疚啊！！！老板不知道是恨我还是爱我，那张碟现在还在，我还想过偷偷还回去来着。            
(5星)	 看了不下10遍…            
(5星)	 2008 五天轧完 SAM哥好帅            
(5星)	 小学的记忆……当时很萌ron、海马  美思楼！              
(4星)	 tvb又一职场剧            
(5星)	 要是换了胡杏儿，就是部完美的剧集了！            
(2星)	 全被胡杏儿毁了！            
(NA)	 就特别喜欢陈慧珊            
(3星)	 如果以珊能和亦琛在一起的话...不管怎么样，我爱上了罗马。            
(3星)	 都没什么印象了...杏儿那会儿好青春~            
(5星)	 爱上马德钟系从依套剧开始噶～～　Ｓ４都系！！而且外景多数都系喺我依家居住噶城市拍摄，我又点会唔锺意呢～～            
(NA)	 还可以            
(5星)	 好看            
(4星)	 题材是好的，可惜演员演砸了。            
(4星)	 TVB④小生 齐了么            
(2星)	 以“儿”结尾是不是丑女的共同点？            
(5星)	 其实我是你外甥。。。哈哈哈~            
(5星)	 每当考试都靠它撑着。            
(NA)	 经典...喜欢的不得了！~~            
(4星)	 吴镇宇~            
(4星)	 帅哥多就好~            
(4星)	 港剧一贯的风格很温馨，但是结果却我最初想的是不一样的。个人和喜欢吴卓羲~~~            
(3星)	 因为觉得有些无聊，没看完。            
(NA)	 至今还是很纠结。 Timing的遗憾。            
(4星)	 吴镇宇演技没话说那个时候比较喜欢叶璇            
(5星)	 超级经典剧啊，为啥我那么喜欢..胡杏儿就不应该出现..            
(4星)	 马德钟很帅~！            
(4星)	 飞行员和空姐的故事            
(4星)	 100%            
(5星)	 我看了十幾遍了，還是想重溫~            
(4星)	 零零散散的算不算看过？多少人因为这部剧倒在吴妈一身制服下。。。可我始终不适合看电视剧，电视剧就是太扯，为了凑集数多扯的东西都扯得出，这部剧有可观性只有前20集，后一半它就是痨，这是TVB的特长，也是他的专长。这类的剧情片一看到后面就会丢了前面部分的好感，适可而止。            
(3星)	 都是很久以前看的。            
(2星)	 看过才知上当的口碑剧！            
(5星)	 吴镇宇的角色很不错。            
(5星)	 从这部剧开始混百度贴吧            
(5星)	 RON+苗+璇+BO+马明=不能错过。            
(5星)	 高中时看时正在等待南航飞行员录取的消息，可惜最后因为分数原因没有被录取。6年过去了，现在已经在海航找到了自己的位置。等待着航校的面试，通过了才能真正踏上飞行之路。再次看这部电视剧，又有了不一样的体验。希望我能像电视剧中的他们一样，冲上云霄。            
(5星)	 昨天晚上躺在床上突然回忆起来了，暑假回去有时间再看一遍！哈哈！吴镇宇！            
(3星)	 港剧里少有这么不完整的收尾的，有意味的剧~过去的终究过去的，时机、心境过了就只剩平常心了~好喜欢陈慧珊和吴镇宇            
(5星)	 喜欢TVB，经典剧            
(5星)	 看到最后我都以为苏怡会死- -结果两人居然抱一起了 哎            
(5星)	 为了它跑了很多店 爱的亦琛！            
(4星)	 最后，他们只是那么暧昧地靠在一起，说了再见，结束了，没有了。            
(3星)	 制服控~~            
(4星)	 我爱云志，我爱阿Bell，但吴振宇演得好差            
(4星)	 成班后生……够活力……仲有只歌……            
(NA)	 曾经疯迷的一部电视剧。。一直喜欢看香港的职业剧。。对于职业的描述很让人向往。。            
(5星)	 从此喜欢上胡杏儿~~~            
(5星)	 tvb拍职业的片子我就不能自拔了            
(5星)	 吴镇宇！！            
(5星)	 我也想要一群这样的同事。            
(5星)	 喜欢它，因为他们两个长的太像了。。。            
(5星)	 经典大作。            
(3星)	 撑不起场面的台庆剧。            
(4星)	 啊啊啊！Vincent好帅好帅啊！！！可是那么早就死了5555桑心。看见俩左撇子男人一起吃面真的萌死了。。            
(5星)	 吴镇宇蜀黍！            
(5星)	 很不错的片子，虽然我是因为美人心计喜欢上苗苗才去看的，不过每个演员都很有爱，故事也很吸引人。            
(4星)	 就是不太喜欢吴镇宇演结尾那段            
(4星)	 还不错            
(3星)	 唉，这剧情。。            
(3星)	 为毛马德钟要死掉啊。。。            
(5星)	 港剧经典。。            
(5星)	 私有的经典。            
(4星)	 这部戏开始不喜欢胡杏儿            
(5星)	 陈建峰真萌~            
(5星)	 台庆剧就是重量级            
(5星)	 超级喜欢~            
(4星)	 很好看。。            
(4星)	 就是因为看了这个片子，我还买了一个Triangle            
(NA)	 吴镇宇啊            
(5星)	 不知道在广大TVB迷看来是不是经典。但在我心里永远都会有 冲上云霄  。也是因为这部片彻底爱上triangel。觉得马德钟和陈慧珊菲一般的相配。可是近期的 搜下留情 真的让人彻底无语。还有我爱的海马。            
(5星)	 重温经典！            
(4星)	 多年后，才知道主题曲是《岁月如歌》，国语版的是《兄妹》。凭这个，多加一颗星~            
(3星)	 这个剧编得折腾...看不下去...            
(5星)	 太喜欢里面的吴镇宇和胡杏儿            
(4星)	 我的最爱。因为这个剧让我看到。一帮很好的哥们。            
(3星)	 因为陈慧珊看的，那个TRIANGEL玩偶就是在这里看到的呢，就是结局，不咋地            
(5星)	 經典中的經典。。好好睇。。睇到我喊左好耐！！            
(5星)	 曾经的经典~            
(NA)	 不懂看过了多少次了，不过这次是第一次完完整整的看完一遍，依旧喜欢。            
(5星)	 我个人来说，这部剧是个经典。和《流金岁月》一样，都是我的最爱。            
(4星)	 当陈慧珊和吴镇宇结束时我觉得整部剧就不用看了。            
(4星)	 鍾意吳鎮宇。            
(4星)	 我的意大利            
(4星)	 当年看这部剧的时候深深爱上吴镇宇大叔！点知他的私生活如此淫乱~OMG。。。            
(4星)	 看到那个胡包子就老火....结局太狗血了...            
(5星)	 吴镇宇真的很有FEEL...            
(3星)	 帅气！            
(4星)	 完美的诠释了什么叫三角恋……            
(3星)	 ok~            
(4星)	 那个时候你风靡整个大陆。那个时候我们都为你的爱情纠结。            
(5星)	 吴镇宇，我是大叔控！            
(5星)	 没之前觉得好看，新人演的比老人好            
(3星)	 看这个片爱上吴卓羲的 胡杏儿真丑            
(5星)	 最喜欢少年组了～～&gt;W&lt;            
(NA)	 当初看这部剧的时候 怎么对苗苗完全无感呢?想不通。。。            
(NA)	 超中意flora的啊            
(4星)	 好不容易结婚了，马德钟居然死了。。。推了很多新人啊。            
(NA)	 吴镇宇啊            
(4星)	 TVB的电视剧总是氛围好~~~            
(4星)	 很好看            
(3星)	 我喜欢吴卓羲干练的小伙子。            
(4星)	 好长的剧...            
(3星)	 当年很喜欢叶璇的说            
(4星)	 老演员的演技没得说，算是TVB的经典了吧            
(5星)	 吴镇宇和陈慧珊、            
(4星)	 很喜欢片头那段口哨            
(5星)	 无论看多少遍还是很喜欢            
(5星)	 爱上意大利的理由~triangle~            
(5星)	 看过好几遍了 喜欢吴镇宇            
(5星)	 这部剧的明星真是多呀~吴卓羲陈键锋马国明黄宗泽的青涩时期~~~~~还是蛮经典的！            
(4星)	 只能说SAM和BELL的感情让我很震撼。。。只能说有一本香港护照真好，爱飞哪飞哪！            
(5星)	 其实我一直还是希望他们在一起的。            
(3星)	 喜欢镇宇            
(5星)	 因为它~我爱上了罗马~至今最爱的TVB剧，无敌！            
(4星)	 如果缘分总是差一点 就是差很多            
(3星)	 最早在本剧中熟知triangel公仔的 后期市面上有卖后仔细看了看 总觉得有点邪恶 还是我太没有爱了            
(5星)	 和一元露露曼小鱼儿大学时候打发时光的片儿，然后，最近在重温，因为同样的飞的小朋友~            
(4星)	 很喜欢里面的吴卓羲～            
(4星)	 喜欢vincent喜欢马德钟，真的不喜欢这里的乐以珊，总是哭哭啼啼的，这种性格让两个男人都受罪，就因为这样我少给一颗星            
(5星)	 第一次看的时候，美丽的剧情优美的歌曲，丰满的人物吸引着我。第二次有冲动要看，是因为我们的重逢。但是这一次，却不敢再看下去，怕知道其实现实的辛苦。人说机师很帅，我说我很心疼            
(4星)	 一如既往的喜欢马德钟. 的的确确是我的菜.如果死的是亦琛 我敢肯定阿bell应该会更加崩溃..            
(3星)	 吸引我的仅是吴的个人表演、欧洲的美景还有当年年轻小生们的青涩感觉。剧本的硬伤是充满太多的巧合、狗血还有拖拉。讨厌belle的性格（觉得陈也演得太做= =），胡是本来就不中意的。不过总的来说从职业剧的角度来说应该算OK了吧。（完全出自个人的无聊牢骚，不喜勿扰~！）            
(4星)	 所有香港肥皂剧，这部不最有诚意。            
(4星)	 喜欢陈慧珊            
(5星)	 每次看都会有不同感受            
(4星)	 记得结局很囧            
(5星)	 我只能说。我爱港剧。            
(3星)	 其实比较假            
(4星)	 初中时候看的电影.最近发神经又重新下来看了一遍.突然觉得陈键锋好可爱&gt;.&lt;!!很经典的港剧啦            
(4星)	 叶璇，叶璇，叶璇！            
(NA)	 zoe你为什么不死啊...编剧你搞死了vincent为毛又不让belle和sam在一起啊....Donald你个蠢货为毛要跟人分手啊.....子啊这剧看得太闹心了= =            
(NA)	 主题曲至今都仲系我最爱既EASON歌曲之一。            
(4星)	 老片了，不知道为什么很喜欢zoe            
(5星)	 唯美的感觉~~缘分很奇妙~~劲中意里面的配乐~~            
(4星)	 ~~~            
(3星)	 去了好多地方拍摄，场景都很美。            
(4星)	 这里面吴镇宇真帅真帅真帅~            
(4星)	 前几集很经典，结局很莫名            
(5星)	 终于搞定……            
(5星)	 错错错了。这个当之无愧到现在都最爱。            
(3星)	 让人有感动的片。虽然童话了点。            
(5星)	 这部里的演员都大爱。《岁月如歌》很棒。            
(4星)	 大爱 就是不待见胡杏儿             
(5星)	 喜欢吴镇宇和陈慧珊            
(NA)	 这部剧明星相当的多，但是不喜欢胡杏儿。            
(4星)	 没看全 不过台庆剧还是不错的            
(5星)	 陈键锋~~~马德钟            
(5星)	 第一次知道有吴卓羲，好喜欢呀好喜欢~            
(4星)	 看过~~~忘了当初看的感觉了~~当初超喜欢叶璇就是了~~超喜欢TVB            
(3星)	 认识了许多当时的新人如今的台柱            
(4星)	 前面很好，很半部分很烂，吴镇宇很灵            
(3星)	 片头曲不错~剧情有些纠结 比岁月风云要好看点            
(NA)	 高中时开始和某人一起花吴卓羲～            
(5星)	 經典!&gt;3&lt;             
(4星)	 原来当年还有陈键锋啊...最近又回味了遍..            
(5星)	 琛哥苏死个人啊真是！            
(5星)	 好久以前看的，现在还记忆犹新的电视剧！当时觉得很好看，那个tra-angel真的好可爱！            
(5星)	 哎呀 又重複睇lar&gt;o&lt;            
(4星)	 这时候就发现黄宗泽很帅 我很得意 因为很难发现 他只是少爷的爹的司机的儿子……            
(4星)	 挺好看的            
(4星)	 最近翻出来在看一遍 果真感觉不一样  很喜欢             
(4星)	 吴镇宇和陈慧珊在罗马相遇那段好浪漫呀~~叶璇穿机师制服狂帅~~            
(5星)	 S4和michelle最青涩但也是最美好的时候，罗马和阿德莱德也很令人向往            
(NA)	 爱和梦想飞行  ，你的triangle。。。            
(NA)	 好看            
(4星)	 只是因为爱吴镇宇，他应该跟陈慧珊一起，而不是胡杏儿啊。            
(4星)	 没有马德钟那个色狼脸的话,这部剧很完美...            
(3星)	 追忆            
(4星)	 因为工作原因喜欢这个片子，胡杏儿真的不好看。。。            
(4星)	 airplane……            
(4星)	 鱼…………乃喜欢的男银也在里面……            
(5星)	 这部戏是我心中真正的经典，它让我喜欢上了吴镇宇，让我更爱陈慧珊，让我认识了S4。            
(4星)	 Vincent是我梦想中的老公哇~~缘分不是让两个人遇见 而是让遇见之后的两个人没有办法再分开。            
(5星)	 咳，最近在回顾。            
(NA)	 ron~~            
(5星)	 一直觉得Sam和阿Belle 好可惜...那么有缘都不能在一起...造化弄人哪...对介绍的机场和飞机的知识很感兴趣的说...            
(3星)	 马德钟从此发达了，叶璇的感情线，哎。            
(3星)	 不完美的结局            
(4星)	 ...天气不似如期 但要走 总要飞 道别不可再等你 不管有没有机 给我体贴入微 但你手 如明日便要远离 愿你可以 留下共我曾愉快的忆记 当世事再无完美 可远在岁月如歌中找你...            
(4星)	 景好情好 苗好Ron好            
(4星)	 从这部戏开始觉得杏儿变美了            
(3星)	 香港四小生的青涩之作~~吴卓羲还是挺好看的~            
(4星)	 岁月如歌            
(3星)	 节奏太慢            
(4星)	 帅哥美女们            
(4星)	 空姐~~            
(3星)	 吴镇宇大叔            
(5星)	 哇！！！！！好看好看！！！吴卓羲啊~~~~~~~~~~            
(3星)	 最后的结局搞得好像易琛照顾两个老婆似的，他和以珊太亲密了吧，又抱又亲的，也不知道阿欣和谁在一起的~~            
(2星)	 有了马德钟，就是潘家德出品没落的开始            
(5星)	 吴镇宇陈慧珊的演技大佳，完全受不了胡杏儿夸张的演技。            
(5星)	 很早期的作品了，可以看到现在红极一时的小生花旦之前稚嫩的时期的作品……当然那时的高人气演员之间的对决自然成了本剧的主角～            
(4星)	 陈慧珊~超爱~就是不怎么感冒吴镇宇~            
(5星)	 看多少遍都不会厌的！            
(4星)	 凌云志就是冲上云霄的第二种说法。            
(5星)	 挚爱Zoe            
(2星)	 一星半给弗朗西斯，半星给flora; 只是想说浪费了弗朗西斯。。。TMD的浪费了。。。当然也浪费了flora.....看着弗朗斯西和那些跟他一点都不搭调的人们一起混，比看到他的神探飞机头还难过            
(NA)	 上夜自修，也是断断续续            
(5星)	 好經典吧             
(5星)	 那时很迷的一套剧            
(4星)	 看到马德钟那个角色死的时候，心里咯噔一下！            
(5星)	 我都懒得说了，这部戏开创了tvb一贯的狭隘视觉，青春励志亲情交织，处理得不错。            
(4星)	 高中很喜欢的港剧            
(5星)	 總需要勇敢生存 我還是重新許願 例如學會 承受失戀            
(NA)	 是可以看多少次呢            
(4星)	 吴镇宇和胡杏儿不太配~            
(5星)	 苏怡的存在就是这部片的杯具            
(5星)	 值得一看啊            
(4星)	 结局啊。。。。。            
(5星)	 岁月如歌!!            
(NA)	 吴镇宇很出彩，也是从这认识胡杏儿的            
(4星)	 阿德莱德好美啊。。。。。。。。。。。。怨念。。。。。。            
(3星)	 只看叶璇部分的 很不喜欢这里的陈慧珊            
(3星)	 高中 教室 中午            
(3星)	 吴镇宇很MAN。高三看了它。选择了航空专业...很绝望            
(4星)	 陈慧珊镇得住，原来马明和苗苗俺那么早就看过了……            
(NA)	 看了一些            
(NA)	 她说喜欢他            
(5星)	 吴卓羲别扭受，陈键锋王子攻            
(4星)	 胡杏儿很可爱很招人喜欢啊            
(4星)	 if !            
(4星)	 前半部我给5颗星  可惜后半部太狗血 我只能给3颗星 于是综合下了就4颗星吧            
(4星)	 超爱主题曲：eason的岁月如歌            
(4星)	 喜欢傻傻的吴镇宇~            
(3星)	 很喜欢看空姐，飞行员的生活。但本片又落入tvb的俗套里去了，一群人成长的故事。故事模式可以套在任何一个职业中            
(5星)	 爱上机师~            
(4星)	 劇情還好，但是演員都不錯，哈哈~~有我愛的陳慧珊蘇玉華馬德鐘陳鍵鋒以及後來愛屋及烏的其他“S4”            
(5星)	 當世事再沒完美　可遠在歲月如歌中找你            
(4星)	 冲着吴镇宇在2日之内睇完. @@            
(4星)	 赞！            
(3星)	 我只对一些角色的人格魅力感兴趣。            
(5星)	 看完这部决定一定要去意大利！            
(4星)	 因为吴镇宇多给一星            
(5星)	 很好看~            
(5星)	 我恨哪！            
(4星)	 叶璇阿叶璇  这是第一部对胡杏儿同学有印象的片子  那个笑容囧的哦很尴尬的感觉            
(2星)	 扮晒嘢            
(4星)	 要是可以把里面的苏怡换了 我加一粒星..            
(5星)	 喜欢死吴镇宇了，为了他不能和陈在一起，总是觉得惋惜            
(NA)	 我奶奶的另一最爱！            
(NA)	 挺早看的片子，到后来有点搞不懂亦琛和以珊到底是什么样的感情啊~~~即使是亲人也不是那样的吧。。。。            
(4星)	 很好看的，就是不太喜欢胡杏儿。            
(5星)	 喜欢这样的题材，很温馨~~            
(5星)	 时而紧张时而开心，看到最后是酸楚，并跟着释然了。命运，谁也说不清。但梦想，是可以抓住的。            
(4星)	 看到陈慧珊不是很理性就是很执着，太极端了，看着心痛            
(5星)	 集大明星于一身~            
(NA)	 一部戏主角虐的我上吐下泻……            
(3星)	 爱陈奕迅的《岁月如歌》            
(5星)	 当年的台庆剧 虽然我是那么喜欢flora 但这剧里更喜欢s4的戏份 当时青涩的4人啊~            
(4星)	 几个主演都不是特别喜欢~~但是当中有叶璇，吴卓羲和陈键锋的三角恋~~~很值得一看~~            
(4星)	 歌很好听，蛮经典的            
(5星)	 飞机师。            
(4星)	 喜欢当时的吴镇宇            
(4星)	 纵然有抄袭日剧架构的嫌疑，情情爱爱无非就是那样。只不过，这次的故事发生在一个你我都神往的地方。阵容很亮眼，男女主都好戏，只是不喜欢剧情后期发展，稍嫌狗血。            
(NA)	 编剧！你给个完美结局能死么？！亦琛和以珊爱情根本就不可能消逝好吧！！心脏病什么的省省吧。。。            
(4星)	 好看？主要系多左个影帝，同周围飞，多靓景！剧情有少许悬疑都！            
(4星)	 早点看也许我会学航空专业            
(5星)	 罗马啊罗马            
(4星)	 大爱的港剧            
(5星)	 兩個吳生~            
(4星)	 港剧大部分都是比较人性化。。感情融入了一大份            
(4星)	 有段高三放学的日子我都飞驰在回家的路上，为了亦琛和zoe            
(NA)	 感觉还好吧~~就是刚开始觉得吴卓羲不太好，后来才喜欢他            
(NA)	 家住机场，对这部片子就是有一种特别的感觉。头一次觉得吴镇宇这么的帅~~也是这个电视让我充分的认识了tri-angle            
(4星)	 好喜欢吴镇宇演的sam，从而让我更钟意吴镇宇了~~为了之前Bella和sam的有缘无分而感慨，罗生门的故事~~里面苗好嫩啊，好可爱，小定短发挺适合的~~            
(NA)	 超愛            
(NA)	 这部剧虽然是很久以前的了，但是越看越有味道，很喜欢。不是单纯的爱情剧，更多的是讲述年轻人该如何坚持自己的梦想，如何披荆斩棘突破难关，走向成功。里面的爱情剧也很感人，要珍惜爱自己的人，同时遇到自己喜欢的人要努力去把握。            
(5星)	 睇过TVB最好睇既剧之一！！            
(3星)	 我只看ID            
(5星)	    triangel.            
(4星)	 从小就有先天心脏疾病的苏怡，一直把能活下来当做老天给自己的一份恩赐，所以她懂得感恩。事实是，任何事都不是无缘无故的。还有两代人的三角恋，后一代的明显比上一代知道如何自处，所以浩聪，阿欣，阿峰最后只是成了好朋友。最初看这剧时真是被陈键锋给电到了，一直觉得阿欣不选浩聪真是傻，呵呵。            
(5星)	 传说，将triangel放在床头，他会守护爱情            
(NA)	 当年宿舍里三人熬夜看的，喜欢之极，大概因为里面浓浓的人情味吧。            
(4星)	 看了就很希望自己是飞机师的电视剧，哈哈            
(3星)	 又是之前看过的，以前曾经一时还蛮迷的，现在嘛，就没什么感觉咯            
(5星)	 璇璇好漂亮！我看过这部片子后就把英文名字改成了Zita，一直用到现在。不过这个名字在国外好像不是太普遍。            
(4星)	 Rome            
(4星)	 果然我还是喜欢头脑简单的热血男。            
(NA)	 这是我最喜欢的一部   我贼喜欢贼喜欢  还有那个调调            
(NA)	 当时，我爱上他了。            
(4星)	 那时的RON可真是年轻，神采飞扬的，还是最喜欢那时的他……其实应该是给3星的，还有一颗给他！            
(5星)	 太爱这部港剧了，特别喜欢吴镇宇和胡杏儿这对荧幕情侣，eason《岁月如歌》超好听            
(5星)	 吴镇宇好有型啊            
(4星)	 当年看着Vincent死在街头那叫一伤心啊……不过吴镇宇配胡杏儿……不是很搭噶            
(4星)	 看过两遍，那种自由的感觉和真挚的友谊流露的很自然            
(NA)	 好看，经典            
(4星)	 风景靓            
(NA)	 喜欢陈慧珊，讨厌马德钟            
(4星)	 吴镇宇真帅～～            
(4星)	 就是一个胡包子给了4星，否则它就是完美的。            
(NA)	 冲上云霄，太好看了，尤其爱吴镇宇！            
(4星)	 有缘无分啊。。。            
(5星)	 我爱这种无奈！            
(4星)	 这部戏的几个年轻男演员都火了            
(4星)	 帅哥比较多，给四星            
(4星)	 正！！            
(NA)	 一般般            
(5星)	 当年蛮喜欢的一部剧，尤爱胡杏儿和吴镇宇那段感情            
(4星)	 嗯，明星很多。嘿。            
(5星)	 大爱啊！            
(4星)	 我爱吴镇宇            
(3星)	 基于几个我比较喜欢的演员，我给3颗星            
(4星)	 不太喜欢吴镇宇和胡杏儿的组合。。。            
(5星)	 就是喜欢。            
(5星)	 经典中的经典,看了一遍又一遍.这部戏让我从讨厌胡杏儿到喜欢,让马德钟咸鱼翻身，让吴卓羲黄宗泽马国明一干小生出位,让人爱上一个叫吴镇宇的老男人......            
(3星)	 喜欢吴镇宇和陈慧珊            
(4星)	 很新鲜的feeling            
(4星)	 其实我是为了陈慧珊来的。            
(5星)	 吴镇宇和阿珊太有爱了.....            
(5星)	 喜欢世界各地的巧克力..            
(NA)	 机师很酷，剧情很纠结...            
(5星)	 很难过吴镇宇和陈慧珊这对会错过不过我从这部戏开始就很喜欢马德钟他越来越帅了            
(NA)	 好看            
(3星)	
(5星)	 年轻的飞机师好有爱!!!            
(5星)	 在电影里没看够的吴镇宇，在这部片子得到满足！！！至爱第一集            
(5星)	 青春，热血（？）            
(5星)	 啊。。。。。            
(5星)	 唯美的邂逅 不该因为要捧任何人而亵渎            
(4星)	 这部戏里我感觉吴镇宇的表演太电影化了，就是过了；而马德钟非常好，至于陈慧珊当然是最棒的，其他小生都是上位之作，推荐4星            
(4星)	 吴镇宇不错~            
(4星)	 帅气的吴镇宇，喜欢每个人的角色，只是觉得马德钟死的有点遗憾            
(4星)	 怀念            
(5星)	 改变我人生的剧。推崇一生！            
(5星)	 一直很心动的一部片子，意大利，triangel。。            
(5星)	 因为阿SAM ，值得一看            
(3星)	 除了吴镇宇头上那坨便便，就没什么印象了。            
(3星)	 感情線太亂,有些不知所謂            
(5星)	 很是喜欢啊              
(5星)	 有一个片段很感人            
(3星)	 靓            
(5星)	 最好看的tvb剧~            
(4星)	 感觉吴镇宇第一次演这么正面的角色            
(3星)	 2007            
(5星)	 我爱云志            
(NA)	 当偶像剧看的~喜欢            
(4星)	 在两个男主角里徘徊！            
(4星)	 喜欢这个题材，讨厌胡杏儿            
(4星)	 当时看了无法自拔...            
(NA)	 好看··经典·            
(5星)	 喜歡這部片子....看了不下4變            
(3星)	 很喜欢这种题材，吴镇宇在里面很灵。            
(5星)	 Vincent的感情观让我好感动，阿bell和亦琛的纠结让我很不舒服，2个人的事情没有处理好，就会让4个人痛苦。话说。。。胡杏儿丑的真不是一点点。不过里面的吴卓羲、陈键锋、黄宗泽还真是青涩哈~~            
(4星)	 开始的时候非常希望吴镇宇和陈慧娴在一起，到胡杏儿和吴镇宇在一起后我就彻底绝望了，放弃了这个电视            
(NA)	 痛心啊，云志            
(5星)	 就冲几个不算主角的帅哥·！            
(4星)	 看得很有幻想            
(4星)	 挺喜欢吴镇宇的            
(3星)	 台庆剧 也就这样啦 退出4s            
(NA)	 好，爱上吴卓羲．爱上罗马，爱上阿德莱德，爱上飞行．爱上生活．            
(NA)	 挺无聊的            
(5星)	 dream!            
(4星)	 Sam好型~            
(4星)	 意大利 旅行 triangel 巧克力 童话 缘分            
(5星)	 很好看，经典            
(NA)	 从小怨念到现在，为什么flora不和吴镇宇在一起呢？？好喜欢一开始他们在罗马的那段~真是好看~            
(4星)	 若是没有胡杏儿多好。。            
(3星)	 白瞎了《冲上云霄》这个题目，木村拓哉的《good luck》被翻译成《空中情缘》，日剧向来以励志为主题，而港台片里励志只是擦边球而已，so，这两个题目应该换换            
(2星)	 歌是陈奕迅唱的 那时候追这部戏。。            
(4星)	 好喜欢陈健锋            
(NA)	 以前读书时候看的觉得非常喜爱空姐这个职业~尤其是身边可以有那么帅气的机师~TVB也许就是能把机师和警察这两个职业诠释的那么完美~            
(3星)	 还蛮好看的。。            
(NA)	 当年的小生小旦们哟~~            
(5星)	 简单温馨和谐            
(4星)	 不喜欢叶璇，吴镇宇Ok，吴卓羲更Ok!            
(5星)	 缘分就是那样妙不可言，究竟是天意弄人抑或是有缘无分。从不知道有那么般配合拍的两人，一个眼神，一个微笑，一切梦幻般完美浪漫，却终究敌不过命运……            
(4星)	 最后还算浪漫            
(4星)	 我記得看完之後一陣子非常迷戀吳鎮宇。這個老男人            
(4星)	 恩 . 很早以前看的了 .            
(3星)	 为啥吴镇宇的造型总是那么奇怪？不喜欢马德钟、陈慧珊组合。            
(NA)	 历历在目，鼓舞人心            
(5星)	 每次重播每次看，很激动我心的            
(4星)	 花了两三个月的时间，断断续续的终于把它看完了。从一开始就不喜欢Belle，为什么Vicent对她那么的好，她还总是想着另一个人。即使有机会让她跟Sam再在一起了，但是那种感觉已完全不同了。过去的始终是过去的，珍惜眼前人才是最重要的。            
(4星)	 喜欢这部~在这里第一次见到吴卓羲和黄宗泽            
(5星)	 一段如歌歲月            
(5星)	 没办法百看不厌啊            
(5星)	 因为这部电视剧 我误入民航圈。            
(5星)	 永远的最爱呀~喜欢里面的每一个角色，也因此更喜欢机场了，觉得机场是个浪漫的地方~            
(5星)	 很好看 故事情节也不错            
(4星)	 飞机师制服好有型啊            
(4星)	 实在没有太深的印象具体讲的是什么，不过印象中还算可以的片子吧。            
(NA)	 返复的看过N次。都是喜欢的演员，            
(5星)	 爱死吴镇宇了!在意大利的景是十分的不错!            
(5星)	 好经典的一部片子            
(4星)	 好            
(5星)	 大爱吴卓羲            
