http://movie.douban.com/subject/3670446/	泡沫之夏
(1星)	 剧情这么狗血 演员有什么办法 当然 比剧情更崩溃的 是配乐= =            
(3星)	 这是我第一次讨厌男二号和女一的感情，黄晓明的悲哀            
(3星)	 都是为了看何润东啊            
(NA)	 果然啊，相见不如怀念啊！太失望了。            
(3星)	 泡沫剧呗~~脑残一把            
(4星)	 难得看的偶像剧。            
(5星)	 两天就看完，我神速了我中毒了，大S演技好好，喜欢上何润东了，哇哇哇哇...少爷啊少爷.......梦幻着呢...            
(3星)	 两男人争一个女人。没意思。            
(3星)	 洛溪虽然帅，但跟他在一起，就像手上捧着一颗流血的心一样！爱情真的没有逻辑，两个男人爱一个女人爱得死去活来，我很想问【为什么为什么为什么】好吧，那是他们的内心世界！！            
(5星)	 “泡沫之夏TV版08集&amp;欧辰篇：这一集能看到欧辰越来越出色，入戏越来越深，看到影院生日那里孤单单的欧辰，我被打动了。夏沫来哀求欧辰那里，欧辰也是将一层层的情绪，表现得淋漓尽致。peter真的很懂这个故事，很懂欧辰。ps，游艇和影院生日的两个情节，都是编剧小咪姐加的哦，很棒，感恩ing~”“泡            
(2星)	 恨谁就把谁绑起来，然后在他耳边循环播放黄晓明的歌，小黑猫只是一只小黑猫。。。            
(5星)	 大s很努力的艺人，何润东的欧辰让我爱到心里了            
(1星)	 这帮2b             
(2星)	 好好一本书。好好一个角色。被黄教主毁了。大S演的还是不错。            
(NA)	 黄晓明是个木头。            
(4星)	 居然比想象的要好很多，没有想象中那么烂、            
(3星)	 在初中第一次把这本书拿在手中时，就深深被书的封面吸引住，夏沫那海藻般的头发，我就想起了大Ｓ，没有像到，这么多年后，她们还是溶为一体            
(2星)	 是因为康熙的宣传才看的，看完挺后悔~~            
(3星)	 泡沫之夏被毁了看完电视剧那两集，第一感觉就是这样至少它破坏了小说在我心中的形象就剧而论，它不算差，演员，制作都还好，没有问题，至少不觉得天雷滚滚，不觉得山寨动人（比某水果台的所谓自制励志呕像剧好太多了)只是，它是小说改编的，而我是先看了小说再看它，那落差就出来了            
(5星)	 这个夏天，不可错过的一部戏！也让我从新认识了peter and s            
(4星)	 就那样            
(NA)	 终于看完了，不知道是不是因为看过小说的缘故，电视剧，快进着一晚上就看完了，天啊，黄晓明比较失败，不过应该没人能演洛熙，我还是喜欢欧辰，哇哈哈哈，另，潘楠的演员很棒，流星上的小滋            
(2星)	 ......腻SHI人的狗血剧!!= =            
(3星)	 喜欢尹夏沫的耳环            
(5星)	 挺好看的            
(4星)	 与黄教主相比，何润东果真是屌爆了！大S最后的选择没瞎啊！            
(3星)	 还好，书更好。还是读书吧            
(NA)	 还行 出了这三位演员的岁数有点大之外……             
(5星)	 非常好，非常喜欢peter,真的被少爷的深情所打败，超级爱啊~            
(2星)	 大S太老，何润东没气质，黄晓明。。。还是那么2，都不想说了            
(3星)	 欧辰~            
(1星)	 s 为了你去看了两集 真的看不下去了...            
(2星)	 因为大s给两颗星，我终于忍着看完了~~            
(3星)	 没有书好看呢。。。            
(5星)	 我已经中毒半个多月，迄今没有解药~~~天天有空就往贴吧里钻每天晚上倒腾出来播放地址来，看第二遍第三遍第四遍第五遍。。。。当然，不会全部看完只挑最爱的经典片段温习于是温习了一遍又一遍~~~ 看小说的时候我就是个少爷派看完电视剧，更满怀满心的是个欧辰派！            
(NA)	 没看过哦，赶明看看，挺喜欢黄晓明和大S的，先顶一下            
(4星)	 除去蹩脚的黄晓明以外，其他的部分还是相当不错的，何润东很帅~~~            
(5星)	 大S和peter演得真的很棒！！非常深情也非常让人感动，大家千万不要因为之前说的演员年纪大而不去看，一定要看！！！            
(4星)	 爱的太深            
(4星)	 我还以为最后夏末会和洛熙呢            
(3星)	 哈哈哈 哈哈哈哈            
(4星)	 刚开始看的时候觉得真的很一般，越到后面越好看。            
(3星)	 看了几集 没看完             
(5星)	 演员演技和制作团队的精良使这个作品成功了！            
(4星)	 根据小说改编的剧本写得很好，不像一般台剧那样老套的剧情，演员的演技也很棒，画面拍出来看上去很美            
(5星)	 挺好看的，但部分回忆情节稍显啰嗦            
(3星)	 Peter很养眼加两星！            
(2星)	 经典，给你毁光了OTL            
(NA)	 这是一个非常傻逼的东西 不解释。。。很纳闷我小时候怎么还去看过原版小说啊。。            
(3星)	 大S很残 黄晓明很雷 看得很欢乐            
(4星)	 还是小说好看呀~~感觉演员好老 很不青春了~~            
(5星)	 个人真的非常非常喜欢！可能是没有看过书没有过期待的原因吧。看到影评很低所以给了个五星，虽然剧中也有不喜欢的地方。超爱欧辰，超爱何润东。其实，一直都是欧辰在付出，在抓住自己的幸福。这是个温柔的男子，细心而且还是事业型男，帮小橙买到书，帮夏沫拿到锅，偷偷布置的两个婴儿房...太有爱了            
(4星)	 我喜欢欧辰            
(NA)	 烂~ 看不下去            
(4星)	 最喜欢欧辰，也最喜欢何润东，我是你的，你是自由的，深情的眼神，不顾一切的付出，只想抓住一点温暖。            
(1星)	 這麼爛的片我真佩服自己把它看完了！我給我的耐心五顆星行嗎！            
(4星)	 一开始被黄晓明恶心得死去活来，到后来可以完全无视他，我的胃是如何适应2教主的，说也说不清楚。这四星全都给何润东，Peter你太棒了！大S的演技也有所提高。求完全没有洛熙戏份的删节版本。            
(2星)	 受不了小明同学的小动作，受不了何同学向下歪了一整部时间的嘴，受不了大s同学厚的刷墙似的妆，受不了那个演小澄家伙的傻*样AND基本看不到有爱情的存在~~~果然是对五年前影像的完全颠覆            
(2星)	 黄晓明太恶心啦！！！！！！！！！！！！！！！！！！！！11            
(5星)	 起码是诚意之作吧  虽然雷电和泡沫一样丰富            
(4星)	 除了编剧觉得演的不错  当然不包括。。。。。。。。。。            
(3星)	 看原著的时候，总是很难在洛熙和欧辰之间取舍，看完了电视剧，坚定地喜欢欧辰！            
(4星)	 其实还是挺不错的，至少很尊重原著，不会有太OX的地方。            
(4星)	 无聊的时候看还是不错的，喜欢何润东            
(3星)	 剧情与小说基本一致  只不过演员老了点吧  不过大S的演技还可以            
(3星)	 说真的啊，有点粗制滥造。主角们都太老了。好在我们姓何的还挺帅，遮掉嘴巴不看的话。另外，这种无脑爱女主的戏份，所有女生都通吃            
(2星)	 两颗星都归于大s的演技，剧本不行，男主不行，晓明很搞笑爱，需要自信，自信是对方的幸福，自信能给对方幸福            
(5星)	 觉得非常忠于原著，有些我们心里的东西演出来难得还保持得那么鲜活。            
(3星)	 还是原著好看！这个打发时间看看吧~~~            
(3星)	 比想象中的还是好点...            
(3星)	 和书相比，差了些。回忆过多，很是重复。            
(NA)	 看一点            
(NA)	 黄教主！！！！！！！！！！！！！！！我了个去            
(5星)	 看完了，比预料中好太多。            
(4星)	 4stars for peter            
(NA)	 三个30多的人演的青春偶像剧            
(4星)	 喜欢洛熙吖。~            
(NA)	 因为他，我喜欢上洛熙            
(4星)	 虽然狗血情节严重~ 但有些话听上去很顺耳 不明白为毛都要是喜剧结局            
(4星)	 我愿意简单的相信这个梦. 就像阿甘正传里说的,这算是一个希望.美丽的梦.            
(5星)	 能让人感动，我觉得就够了            
(3星)	 大雕素个好男银呀= =  Muscle神马滴最男人了！！！            
(4星)	 最后几集急死人了！好在结局不错！            
(4星)	 还是不错的，就是台词有点僵硬，总的来说，让我看到了不一样的何润东。            
(4星)	 很养眼            
(3星)	 悲剧。。            
(4星)	 黄晓明太做作。。。但是至少砸了很多钱的一部剧~何润东永远那么man            
(5星)	 超级喜欢，东少是我喜欢的，没让我失望。            
(4星)	 喜欢书__所以看..并没有太失望。电视剧-不要太强求、            
(3星)	 剧情一般，纯空想型。冲着我喜欢的何润东去看的。            
(5星)	 想说何润东作为制片人真的是找到了一部很适合自己的剧本 很适合自己的角色，能够把自己点亮的角色！传言说 2010是何润东年，我看有戏~~~            
(3星)	 里面的主角各个都有问题，就是自虐的类型，典型的言情剧，不过比起现在的一些台剧，剧情好太多了            
(3星)	 演技一般，不过何润东演的还不错，很帅，好喜欢欧辰……            
(4星)	 欧辰…嘿嘿…            
(5星)	 还是蛮喜欢的！剧情越来越紧张了~            
(3星)	 完全是为了回味原著而按捺不住好奇心去看的...            
(4星)	 个人觉得，撇开年龄，大S的演技还是很不错的啊。虽然两位男主出现的是后我心里出现的不是这个角色而是这个演员的名字，但是还是要客观一点啦。            
(5星)	 明晓溪的《泡沫之夏》，很偶像很清纯很童话。            
(4星)	 没看过原著，但觉得其实这戏还挺好的。呵呵，没太有批判精神的我依然比较容易满足  -  -、            
(4星)	 其实。。我觉得还不错看下去还是很有味道的            
(NA)	 黄晓明太娘，大s太老            
(5星)	 喜欢少爷欧辰~虽然寝室的人当时一直叫我看书，还说电视不好看~但是我还是觉得何润东演的很好的~支持他~他越来越帅啦~            
(3星)	 anykind for skipping....but the heroine is the one i admire.            
(NA)	 黄晓明就是个二缺            
(5星)	 何润东演得很棒，大S演得很棒            
(3星)	 开头结尾            
(3星)	 其实书里我4两个都喜欢的 所以最后夏沫和欧辰在一起84很爽 可是这里黄晓明演的像神经病一样 还好4和欧辰在一起 看到他们一起觉得很温馨很幸福 欧辰的爱好深好深啊~~~羡慕一记~~            
(4星)	 在各种小说翻拍剧里，制作还算不错的啦            
(3星)	 教主你真的很不搭呀...唔..少爷你好帅啊~~~~~            
(3星)	 虽说很不符合现实，但是它至少符合梦幻！            
(3星)	 就看看最后一集。             
(5星)	 是一部看了之后会让人思考的偶像剧，或者，有不适偶像剧，有深度，比起拿些让人看了开头，就猜到结尾的偶像剧好太多了，内容部小白，让人看得下去！佳作！            
(3星)	 抱着被雷的心态看，果然黄教主天雷滚滚啊~~~哎大家都不容易，三十几的人凑在一起折腾偶像剧囧。。。何润东身材还不错~            
(4星)	 大学看书的时候，觉得夏沫完美到现实中没有一个人衬得起这个角色，我低估了大S            
(2星)	 结局是我希望的            
(2星)	 大S整容整得很扭曲，何某人从头到尾一脸大便脸，整部剧里的演员就像是在读台词，旁白整得跟读小说似的，故事发展不符合逻辑，说话牛头不对马嘴，支持着我看下去的唯一动力就是它的吐槽性和娱人性。            
(4星)	 看前几集的时候囧的内牛满面。看到后来却真的内牛满面了。。大S和何润东是越来越入戏，那泪流的真让人一个心痛。。唯一不爽的就是晓明同学（当然不算某几位大花瓶烂演技的女同学）您那小黑猫和牛奶，您那挑起夏沫下巴的食指，您那电梯门打开坐轮椅上还在摆酷的脸，永远在诏告天下，爷是最帅的，囧！            
(NA)	 看的我纠结... ...夏沫到底爱欧辰还是洛熙,又或者她两个都爱,也或许都不爱所以是谁都可以?            
(4星)	  就要看帅哥美女 我承认我肤浅            
(4星)	 黄晓明。。换个内地演员也行            
(2星)	 比原著差多了            
(NA)	 年少时的轻狂何足挂齿            
(4星)	 一直以来都觉得其实这部片子的演员都还是不错的，比较偏向于大S和何润东~~~对这里面的黄晓明不大有爱……不过这片子还是很引人入胜的，或许就像是童话一样吧~~~~恐怕N多的女生都想有一个少爷这样的男友，当然很多人也受不了            
(2星)	 出第一集的时候就看了，黄晓明 吐，不看了，还是觉得只是书就可以了，电视剧太做做            
(3星)	 觉得书写得更好看一些。            
(2星)	 人至贱无敌....            
(4星)	 Peter演的很好~            
(5星)	 超级喜欢何润东~~太帅啦~！！好吧我又花痴了一把是不是只有电视里才能出现这些让人羡慕的抓狂的爱情啊！            
(5星)	 不错            
(1星)	 要多恶心有多恶心！！！一群老人演年轻人的戏！！！！吐着看完的!            
(NA)	 黄晓明演的很垃圾，很垃圾~            
(4星)	 干嘛要针对年龄问题说三道四，电视剧并没有像小说一样介定为大学生的背景啊。我觉得作为一部台湾翻拍剧，已经很棒了。支持执着的peter~他使得我高中时代看的最后一部言情小说，在多年后又再一回使我热泪盈眶*^_^*            
(5星)	 哈哈，分数给大雕的~            
(2星)	 看得蛋疼…            
(4星)	 只觉得peter不错，欧辰真的用生命爱着夏沫。。。其他的一律不敢恭维，尤其是晓明同学跟角色完全不合，还有他们真的不适合演他们的小时候            
(4星)	 作为一部偶像剧而言，节奏紧凑，情节流畅，相对于狗血的原著，能拍成这样已经不错了，至于演员，除了黄晓明给我的感觉不对，另外两位还不错            
(3星)	 年少时喜欢过的小说= =，老年版的虽然忠实于原著，可在HC我家PETER的同时，怨念地看着黄教主和大S。。。P.S.何润东是挺帅的，就还是和我当年心目中的欧辰有差距！            
(2星)	 这里面的黄晓明让我好失望            
(3星)	 我喜欢原著中的少爷。爱疯了。            
(4星)	 我觉着吧 虽然主角们是老了点 但是在小言改变里算不错的 起码我全看完了还觉得有味            
(4星)	 何润东超帅的啊            
(1星)	 感觉有点恶心。男演员们为神马都长得这么丑，何润东的鼻子就像被别人打了一拳，又扁又塌又大还扇着他那大鼻孔，原谅我每次看他表情严肃时都盯着他那鼻子....黄晓明又是一副2B样，发型乱蓬蓬乱蓬蓬 活像是埋在垃圾堆里掏了几天的乞丐刚探出的脑袋、做让人作呕的是，他竟然自我感觉很好！！！？            
(3星)	 虽然我喜欢大S，但是，这三个主角，真的 too old。。。。。            
(4星)	 正如泡沫的夏天，某刻陷入剧集可以不自拔，某刻过去即可清醒。            
(4星)	 这三人用中年的演技弥补了年龄的差距，虽然在他们脸上明显看到了岁月的痕迹，情节到很忠于原著，里面的歌曲着实雷了我一把！但我还是激动地看完了~然后发现还是可以看得            
(3星)	 黄晓明。。。无语。。。            
(5星)	 超级棒、            
(4星)	 陪看            
(4星)	 当然不如书看得好，但是也不错哈哈            
(3星)	 情感太纠结了，以至于最后谁跟谁都无所谓了。。            
(4星)	 何润东在里面很有味道哦~~            
(4星)	 很不偶像的偶像剧，不过比预想中的还是好看很多。没什么期望，反而有惊喜。演员的表演还是不错，尤其是大S,演技很好。不过现在觉得这种灰姑娘型的电视剧就是要舍得砸钱，道具，服装，场景什么的，这点上严重不及格。            
(3星)	 除了黄教主太可怕了以外 这片还算拍得用心            
(3星)	 就去看一眼大s            
(2星)	 在看着他们装B，装嫩，我要死了            
(3星)	 洛熙。。。。            
(4星)	 亲情戏、爱情戏非常泪奔，特别最后几集。虽然很有多可以骂的，比如何润东的马脸大鼻孔、比如黄晓明的装B、比如大S痴呆那集太tm假了。但还是很感动，为欧辰和夏沫、为夏末和洛熙。我想元彬来演洛熙。。言承旭来演欧辰。。。。。。。55555            
(4星)	 中年版...虽然还可以，但是觉得还是不要把小说拍出来得好，真是没有100%符合的人呐...            
(2星)	 看不下去了……大S可以再丑一点！！            
(3星)	 这算哪门子重口味 台词什么的说出来果然还是很囧啊            
(NA)	 黄晓明太恶了，可还是坚持看完。他一出现我就快进！            
(5星)	 一部很有诚意的作品。            
(2星)	 我喜欢洛熙，为什么他是被剩下的那一个。书还不错啦，拍出来一般般，少了联想            
(1星)	 慘不忍睹- -            
(5星)	 好喜欢黄晓明的洛熙，但是更加喜欢欧辰这个角色~~~            
(4星)	 泡沫美人鱼            
(1星)	 不小心看到了。。。            
(3星)	 喜欢书本中的情节  不知道电视剧会怎么样            
(3星)	 有钱人搞定一切的故事            
(4星)	 歐辰 很好            
(3星)	 两颗星给原著，一颗星给主演兼制作人的何润东，话说黄晓明能不装邪魅么？            
(3星)	 不知道什么时候开始讨厌黄晓明的，可友友说这片会让我有所改观，期待啊........掐头去尾总算看完了，对黄教主更烦了(=@__@=).....            
(4星)	 虽然网上的评论都不是很正面，不过，还是挺好看的。特别是，你已经对现实生活中的爱情失望的时候。            
(3星)	 记得高中时看小说时很迷过一段时间~电视剧限制了想象的空间,但演员的演技还是不错的~男演员服装不错~只是大S在里面老是穿娃娃装,泡泡袖,呃,感觉小奇怪~            
(3星)	 大S显老了... 何润东不错.  黄晓明那个做作法啊, 真的没救了!            
(5星)	 love peter            
(3星)	 后面比前面好看。 大爱何润东。 讨厌黄晓明和洛熙。            
(3星)	 从结婚开始才觉得有趣了些``何润东很帅,长腿GG啊～演技小赞一把～  黄晓明……额……幸好他男二……还有``大S那张浮肿的脸啊……那下巴，怎么看怎么垫过的嘛……            
(3星)	 毫无惊艳的剧情和演技......            
(3星)	 快进了黄二的部分  其他感觉不错            
(4星)	 话说黄童鞋实在是演技差啊…还有一个问题是貌似镜头角度有问题，主角怎么都是挖勺脸……台词有的还是挺雷，但是鉴于其实原著里的对白也是天雷滚滚的，原谅……其实是挺终于原著的，也没什么广告插入~~所以总之还行~我还在辛苦的追啊~一周一集………………            
(5星)	 没看过小说，觉得还行            
(4星)	 妙不可言~年少无知看过书，回头看电视剧还是有滋有味的，啧啧。            
(5星)	 欧辰，女人心中的完美男人…            
(3星)	 没有广播局那么吸引我。。。电视被演得没有意境了，很假。。。            
(5星)	 大s演技很棒            
(3星)	 真正的爱情并不是占有对方，而是给与彼此自由，谁都不是谁的。            
(2星)	 看不下去啊，黄晓明完全没有演技，就会傻笑，傻笑，一直傻笑，黄教主，你继续2下去吧！            
(3星)	 不知道是编剧的问题还是大S的问题，究竟夏沫哪句是假话，哪句是真话，哪个时候是喜欢欧辰哪个时候是喜欢洛熙啊？看的我好迷茫...何润东的嘴真让人受不了。不过裸着的上半身还是蛮诱人的。            
(4星)	 四颗星是给何润东的。。老李那天我问你马克了咒怨啊，意思就是你不怕一直看到啊，现在明白我的良苦用心了吧。            
(2星)	 无语，雷。            
(1星)	 毁了原著            
(4星)	 少数能看得下去的偶像剧了。。。也是才发现这两个男人还不算难看。。。            
(2星)	 越来越看不下去了~~            
(3星)	 刚在TV848上看完，其实蛮雷的，但是有帅哥。            
(1星)	 不知道是不是08年拍现在才播的原因，很多东西看起来都差强人意。给人感觉雷点多多~很幻灭            
(2星)	 ...            
(3星)	 故事还是那样的熟悉，看洛熙和夏沫的吻戏还真是让我脸红心跳。            
(2星)	 相信我 糟透了            
(3星)	 为了那份诚意去的            
(4星)	 少爷气场强大的  还行            
(3星)	 黄晓明就是一颗老鼠屎！            
(3星)	 看《泡沫之夏》出于很多理由，比如小说还原真人的期待、夏沫的真人、以及我期待黄晓明的演出。很多人说皮蛋怎样怎样，我怎么开始有点喜欢何欧辰了内？最后说句我的感觉，还是小说比较好看            
(5星)	 我觉得还是不错的            
(NA)	 其实我没有看，我只是在小球那边瞟两眼而已，但是我必须标记了，因为我想把该死的咒怨图片从我的页面顶下切。。。。一看到就渗得慌。。。哦。。这个片子。。。咋看咋想呼黄晓明一万个大巴掌            
(4星)	 大S越来越淡定，看过书以后觉得这部片子在台湾偶像剧中属于层次非常高的，选的内容比较好！嘿嘿            
(3星)	 纠结~~~            
(4星)	 两个周末，一个夏天            
(4星)	 不 比我想象中好多了 还有因为欧辰才开始喜欢何润东 如果都能保证这样那我支持拍明晓溪的《烈火如歌》             
(4星)	 看完之后竟然爱上何润东了。。雷。。。            
(NA)	 哈哈 是我想要的结局 真棒 最后大家都获得了救赎            
(3星)	 前半部欧辰一直冰冷，冰冷得人都快结冰，想发狂，一点也受不了；后半部欧辰丰富了，有笑容，有体贴，有温柔……爱死这样深情的人，型又好，狂恋ing!            
(NA)	 很喜欢里面的男女主角，不管别人说什么，他们演得都很辛苦，所以那些年纪小得不一定演得象他们那么好！所以我喜欢。。。            
(3星)	 其实还行的，真的没有那么差，毕竟原著在那里，而这部剧最大的特点就是“尊重原著”！！            
(2星)	 糟蹋了小说了，一群超龄偶像，何润东算演的相对好点的，尹夏沫的头发怎么看都觉得和大S的头发不像啊，这部戏对女主角的演技非常高，大S并没有达到那个标准，再说黄晓明，我的天啊，还是影帝级别的，把洛溪演的有够猥琐的，台词叫他一念，只能用恶心来形容了。其他的配角更是长得丑的不行，别说演技了            
(5星)	 终于在这2天把这部戏追完了。身边的他早已渐渐入睡。他不能陪我挨到最后一集。但是，依然觉得很幸福！~喜欢欧辰，但是，最后也喜欢渃溪。为剧中的他们心疼哭泣。但是，只要有爱，神马都不怕。            
(5星)	 ……%￥            
(2星)	 实在太2了            
(4星)	 考试期间终于把它看完了 何润东演的真好 洛熙就像个女人一样 动不动就要死要活的 台词也很恶心 开始和结尾拍的很好 中间太磨叽了 偶像剧已经不适合我这个年龄的女人看了            
(3星)	 太梦幻的东西就当当生活调味品            
(1星)	 大S真有气质~整部片子没别的看头，就看大S了            
(5星)	 我觉得我是疯了...花了一晚上一口气看光了。其实也还好，没有评论的那样不堪入目。至少个人觉得主角都演得很好。 啊.........困            
(3星)	 何润东的肌肉好帅            
(3星)	 洛熙是变态            
(3星)	 确实是三个年龄加起来超过一百岁的老妖精扮高中生。。。不过也想不出有什么其他合适的人了，表演其实还算可以吧，尤其大S，比较忠于原著，而且没那么啰嗦，偶像剧这样算可以了，干嘛一天叫嚣什么天雷滚滚呢            
(3星)	 何润东蛮帅的，当然，是在这部戏，其余，就不说了。            
(3星)	 唉。。怎么说呢，从小说改编的一般都比较让人失望，不过在无聊的时候，这部电视剧还是可以看看的。。。黄晓明演的洛熙啊。。。唉。。。就没有不装的 时候。。。我们家小熙熙啊。。。毁了。。。            
(3星)	 我看见教主就想shi！！！！！完全破坏了原著在我心中的地位！！！！！！！！！！！！！            
(2星)	 为什么给两颗星呢，MD姐姐特别烦黄晓明，这个二椅子，素质，注意素质。其次这个故事真的是太无聊了，太没有意思了，黄晓明还总在那里认为自己很帅很有型，实际上狗屁不是。还有黄晓明的歌，我都要吐了，听网友说这个小说还是不错的，怎么拍成电视剧成这个德行了。            
(3星)	 小说里喜欢洛溪，剧里喜欢欧臣。             
(4星)	 钻石。            
(1星)	 一坨....            
(3星)	 还是何润东比较好 小明明太恶心。。。            
(3星)	 我该有多寂寞了开始看呕像剧。。。            
(NA)	 比评论说得要好一点~总不能用对待电影的标准去要求偶像剧吧            
(3星)	 后面实在没耐心看下去了 洛熙被演真是￥%……7            
(5星)	 大S的演技赞到极点。喜欢最后的结局。啊哈哈            
(NA)	 哪里有出入了，不是和书上差不多？            
(5星)	 确实不错。猜不到结局。。好多了。何润东少爷的霸气演的很好啊～            
(3星)	 姜还是老的辣，不简单的夏沫也不是谁都能演的……            
(4星)	 没看过的还是去看小说吧            
(4星)	 我觉得那首钻石不错~            
(2星)	 弃剧= =看了两集所以两颗星            
(4星)	 好久不看偶像剧，想起一些初恋的情绪            
(3星)	 看1集看不下去了，看在大S的份儿上，也就3颗星那么回事儿吧            
(2星)	 超级讨厌黄晓明  他一出来就引起宿舍一片骂声            
(4星)	 我娘该会喜欢的。            
(3星)	 在陪同朋友看的情况下，自己就追看了！效果比想象中的要好            
(NA)	 额。。。黄晓明够丑。。            
(3星)	 胃疼洗胃.....            
(4星)	 还行吧 一开始觉得好雷人 后来看看还行。。就是3个孤独悲伤的人的爱恋情仇喜欢欧辰多一点 其实搞不懂夏沫 在两个人之间打转 到底爱谁 好像谁都爱  好像谁都不爱            
(3星)	 黄晓明太畸形，配不上洛熙，一直怎么看怎么觉得他的头发像刚打完架的，唉，败笔啊！欧辰好帅！            
(4星)	 开始还不错，后面有点拖沓，后面的洛西是打酱油的么？好像他的喜怒哀乐只有沈蔷在意，尤其是最后一个镜头，好多余。。。不过总体来说还是不错的            
(4星)	 。。。            
(NA)	 不错的电视剧，就是有些地方有漏洞，比方说洛熙被妈妈抛弃的那天明明穿的是夏天，他却老说“那么冷的天，把我一个人丢在游乐园里”，还有就是他真的演得很假，只会耍帅，但是，在他只会耍帅的同时，何润东赢的了更多眼光            
(5星)	 喜欢夏沫的淡定，简直是我的偶像！            
(4星)	 之前很鄙夷的一部戏，，不过看了之后发现还不错。。大s现在很会演了啊            
(5星)	 大S的演技真的很细致感觉夏沫真的活生生站在面前了虽然年纪偏大但倘若由年轻的演员来演的话可能演不出夏沫的沧桑与冷漠的感觉大S真的功底深厚啊            
(NA)	 刚直接和K小姐看最后一集，拖到吻戏看了两遍，然后关掉= =|||好吧。。我色。。羞…            
(3星)	 还行            
(3星)	 大S胖了，在里面也没有演得像小说那样好看，看完小说后，这里的这些人物都比较做作，反倒有一些配角还比较搭，个人描写的都比较，怎么说呢就是不像小说那样完美，欧辰，人家是冷酷，不是摆臭脸；洛熙，人家是像金城武古仔那样帅，不是耍出来的；尹夏沫，我就不评论了，压根就有点那个。。。好在是按小            
(3星)	 黄晓明的假发真的很难看            
(3星)	 peter 还不错。            
(3星)	 哎 我又看了一个偶像剧~好吧~虽然过了喜欢帅哥的年纪，还是觉得何润东很帅            
(5星)	 希望大家看到后面欧辰的表现多多支持这部剧,他和夏沫演到后面很感人.我是看到后面才喜欢上这部剧的.            
(5星)	     洛熙洛熙，洛水之神，光明的化身，樱花树下是谁站在那里，上扬的嘴角勾出笑的弧度，粉色的樱花花瓣细细的亲吻着嘴角，迷雾妖娆，亦幻亦真的美丽。你是谁？ 洛熙，那是你的名字。你并不是一个空有美丽的脆弱王子。在被所有人当成小偷看待的时候，秀气的眉宇始终透着一份傲然，坚强的你没有被突如其            
(4星)	 结局不错            
(1星)	 恶俗之极 简直玷污了原著 完全受不了！！！            
(2星)	 和同学一起看，同学看的哭了，我看的睡了。。。原著看了一页就扔了，电视直接看大结局，哈哈            
(4星)	 好好笑啊。            
(5星)	 演的真好~~我爱电视剧版            
(2星)	 不推荐给中学生看            
(2星)	 弃            
(3星)	 额 黄晓明。你杀了我吧            
(3星)	 还是看书比较唯美吧 电视剧节奏慢得要死不活 看着黄晓明发嗲 我有点受不了说实在的            
(3星)	 黄晓明就是一花瓶            
(4星)	 优质剧本，优质演员，优质制作，优质音乐，诚意的制作～～            
(1星)	 这部片因为黄晓明毁了、本来我还觉得他蛮OK的..我的洛熙呀....呜...看了几集,没法看下去了            
(4星)	 我觉得拍的不错 虽然演员老了点 晓明的下巴有沟 但是还是拍的很有诚意的             
(NA)	 “我是你的，而你是自由的”------欧辰            
(NA)	 我在想这种东西会不会把我妈带坏            
(NA)	 原来至始至终洛熙就是个悲剧，其他所有人都是一家人来的，欧辰和小澄是同父异母的兄弟，小澄和夏沫是同母异父的姐弟，夏沫和欧辰又是夫妻，就连洛熙的老板都是那两个兄弟的亲生父亲……从头到尾的悲剧啊~p.s.欧辰很帅，是我的菜。            
(4星)	 比想象好一点            
(NA)	 竟然看完了！            
(5星)	 很喜欢，很感人。。。。            
(4星)	 喜欢夏沫的个性，拍的很好~支持！            
(3星)	 我喜欢看欧辰和夏沫在一起。为什么是大S..            
(5星)	 花了十块钱！            
(3星)	 跟书差不了太多。            
(3星)	 剧情拖沓啊，夏沫她弟弟才是主角吧，浪费我的时间            
(2星)	 这膈应的剧情。。 黄晓明不会演戏 大S演得好假 比十年前的杉菜不知道退步了多少            
(3星)	 故事很童话 台词很肉麻 打发时间还行            
(3星)	 整部戏算是超忠于原著，无论是人物设定，故事情节的发展，甚至是台词对白都和原著一模一样。大S的演技是没话说了，不过为啥眼影要画的那么难看啊。peter还是有点贵族气质的，毕竟人高马大。黄晓明实在不行，装cool，超傻。            
(3星)	 书比较好看。黄妖艳了，s俗气了点，何不够帅气~~            
(5星)	 作为小说拍成电视剧，是为数不多的成功的一部。瑕疵难免有，但绝对不是重点所在。黄的演技其实不错，婚礼那场飙泪戏惊艳到了。            
(5星)	 看大S 来的            
(5星)	 起初觉得很重口味 后来越来越觉得这部戏拍的不错 虽然动作有些力求和原著接近导致有些矫情 但是演员的感情演的很到位 很感动             
(3星)	 假啊~            
(2星)	 俩星都给何润东了，大S老了，黄晓明就是个2。。。。。。要是没黄晓明，我愿意打三颗星            
(3星)	 只有何润东有看头            
(4星)	 to be frank，大s演的很不错            
(2星)	 看得老娘很是難受…所以不看了。            
(1星)	 看了半集，不知怎么生了一肚子气            
(2星)	 完全看不下去了。            
(4星)	 看过明晓溪的书，再看何润东拍的电视剧，感觉演绎的不错，虽然西蒙老师的结局和书中不同，也许离开少爷对双方都好。人生中如若能遇上如欧辰般爱人，多幸福啊。大S在前段感觉演的一般，最后感觉越来越好。将真正喜欢上爱上欧辰的那种情绪演绎出来了。            
