http://movie.douban.com/subject/4967578/	秘密花园 시크릿 가든
(3星)	 剧情白烂，从第一集到最后一集都是讲两个人在那纠缠的，太纠结了！而且有些地方转换得很唐突。很多地方可以浪漫，特别是最后一集，鸡皮疙瘩都起来了。台词故作深情，很难懂。玄彬他老母演得太过火了。看点是玄彬，太帅了，演技超好。河智苑性感却无法清纯可爱，脸部表情有点僵硬            
(4星)	 目前看到的感觉还不错，希望后面不要拖沓不要太入俗套。            
(5星)	 看完很感动，我爱的不是玄彬，而是那个为了爱人不惜交换身体变成植物人的男人，是难得感人而又有深意的韩剧，很好看~~            
(4星)	 以前读高中的时候看过女主角的几部电影，还多喜欢她的。   玄彬 帅。            
(3星)	 追人就追人吧，还这么跩，真是服了大叔你了...            
(5星)	 玄彬演技赞，演了一个讨厌令人控制不住要爱的老男孩！！！……难得韩剧培养出这么优秀的演员，观众有福了……很久之前看到玄彬和宋慧乔的恋情新闻，无感……现在有史以来第一次对宋慧乔羡慕嫉妒恨啊……            
(4星)	 不打常规牌，我喜欢            
(3星)	 帅锅一枚            
(4星)	 起初觉得难看，现在却看的面红耳赤            
(4星)	 看的我灰常火....            
(3星)	 如题。另外，金编剧好像很拿手一种男女的对称。后半部常有对前半部一报还一报的情节出现。            
(5星)	 玄嘞个彬            
(4星)	 喜欢玄彬~然后期待他的下一步作品            
(3星)	 是好笑的喜剧，不过剧情有点弱，看了一大半就看不下去了... 河智苑演得不错，玄彬演得也比较出彩，就是整容整得看着不那么顺眼了...             
(3星)	 总感觉两个人一起看上去不太舒服            
(3星)	 呵呵，有段挺感人的。。情节真的让人想不到啊            
(4星)	 刚看完12集，最后两人的相视怎么能这么有爱，爱爱啊！            
(3星)	 努力撑到第五集的时候 总算有点盼头了。。我承认我最近无聊了。。。            
(NA)	 玄彬的演技很赞~~喜感中带来很多新意。。。期望多看到他在电影上的演出！            
(4星)	 虽然看的我是又哭又笑，但是韩剧的慢节奏还是让我无法忍受啊~            
(4星)	 啊哈 偶尔堕落一下 追下韩剧!!我后知后觉地才觉得玄彬这个眼神实在无抵抗力吖...            
(3星)	 虽然不出意外地烂尾了，但是都市冷漠毒舌男主还是很能满足SM女的意淫的。            
(4星)	 好多地方整不懂.河智苑好丑            
(5星)	 这是极其难得的一部电视剧。没有丝毫拖沓别扭矫情，环环相扣。不只是相爱，更讲到相守。            
(5星)	 喜欢玄彬 所以一定看啦            
(3星)	 玄彬那可爱的小身板..还有那小脸..口水..            
(5星)	 喜欢李钟硕~~            
(5星)	 一年多没碰韩剧，在《南方都市报》看了关于玄彬的毒舌剧评，利马跟进，陷进去了。一天看完11集。只看有玄彬的镜头。他所有的服饰搭配都是我的菜，嘴角的那一抹坏笑还有眼神中时不时流露出的戏谑 ，真是迷死人了。长腿呀！---如饥似渴中看完第13集，丑小鸭终于白天鹅了            
(5星)	 三石啊，你永远那么shuai。去年的这个时候，在看他们生活的世界。很巧，今年冬天又看到你啦。思密达。            
(5星)	 还好我没有在看了两集后放弃，有些突破的剧情，才发现玄彬的帅            
(5星)	 很新颖~~女主角可以再漂亮点儿~~            
(3星)	 看了五集。弃之。            
(5星)	 太多有愛的小地方自問不是那種完全的韓劇癡但這部真的是太令我淪陷河智苑的角色設定實在令我共鳴 甚至不知不覺成了想追隨的目標那些出奇不意的小亮點很驚艷很喜歡河智苑玄彬的演繹！玄彬啊玄彬！尹尚賢的份也不錯太喜歡這部戲請讓我好好保存這部戲的餘溫相信日後想起來會會心微笑的            
(NA)	 强忍看完，不明白玄彬为什么也锥子脸了～            
(3星)	 最后期末考试了就没看了，就再也提不起兴趣看了            
(4星)	 河智苑在里面有增肥吗？！            
(4星)	 总觉得玄彬整容了。剧情开始挺轻松搞笑的。            
(4星)	 玄彬太有爱了。萌得我要哭&gt;&lt;剧情也不落一般韩剧的俗套            
(5星)	 从看了金三顺的时候就很喜欢玄彬。现在依然大爱             
(3星)	 开始还不错，但是就那样吧            
(5星)	 happy ending            
(NA)	 还在追~看看消遣下~玄哥哥瘦了好多呢~            
(4星)	 前几集明显比较有爱，韩剧都这样            
(5星)	 彬彬还是那么的帅气，喜欢贵公子的味道~            
(4星)	 好久没有这么犯贱JP又讨喜的男猪脚了……因为烂结局和SB女猪要减一颗星            
(NA)	 一部有意思的韩剧，又结束了......            
(5星)	 真的很久没萌韩剧了，这部剧算是一个不大不小的奇迹。演韩泰善的男演员太帅了太帅了玄彬竟然可以演女人演的那么传神，服了            
(4星)	 泡菜魂爆发了好吗            
(4星)	 为什么这么帅，为什么为什么为什么。宋慧乔那个死女人，羡慕嫉妒恨！            
(5星)	 真想给十星啊            
(3星)	 迪迪居然说我长的像河智苑...虽然韩剧依旧白痴，可是玄彬演女性内心的时候还挺到位，尤其是那羞涩的表情。哈哈！            
(5星)	 玄彬真是帅到姥姥家了            
(5星)	 玄彬好帅好帅好帅啊~            
(5星)	 玄彬太适合让人YY了。。。            
(3星)	 有点假，个居然能换体的。。要是真这样就有意思了哈哈            
(NA)	 原来爱丽丝梦游仙境这么有爱！！！！！            
(5星)	 玄彬演技超赞~不过为什么女主就是一直不喜欢男主呢……            
(5星)	 2010年度最佳韩剧，没有之一            
(3星)	 还不错，玄彬的脸瘦得有点过分。。。            
(5星)	 玄彬太帅了，忍不住给5颗星~~~越后面越好看！！！不得不说，都是绝对强劲的实力派！            
(5星)	 一部没把观众当白痴的韩剧            
(3星)	 开始蛮好笑的~后来就又。。。疯狂快进= =            
(5星)	 每个周一的期待。            
(5星)	 本来为了玄彬看一看的 发现原来女主是演海云台的那位 觉得她是韩国女演员中最特别的一个 更有理由追这部剧了~            
(NA)	 同事同学力荐，所以就看了，虽然觉得有些地方很狗血，但是有些地方蛮搞笑的，就当喜剧看吧。不知道会不会坚持看完，已经有点想弃了。            
(5星)	 演员演技没的说，就是玄彬那脸瘦得实在看不习惯，当初金三顺的时候多可爱啊            
(5星)	 玄彬好帅好帅~~~好帅~~~            
(4星)	 挺难得的韩剧            
(5星)	 玄彬 各种搞 各种帅            
(NA)	 因为喜欢玄彬还有亲爱的极力的推荐。不过看不看都觉得无所谓，我已经过了那个对韩剧感冒的年纪了。            
(NA)	 OK的            
(NA)	 开始感觉还好，慢慢就失去了兴趣……不知道是故事情节哪里出了问题，感觉男主性格怎么那么奇怪，算了，等考完试慢慢研究一下吧            
(5星)	 我的玄彬!!~~`瘦了很多依然大爱!!~`韩剧的剧情不外乎白马王子灰姑娘再来一个恶婆婆~但是很喜欢这部~因为~一、他有科幻成分!~~换身啦!!~`玄彬的女人演绎很讨喜！！~~二、他是很跋扈很嚣张很不可一世并且一直下去的的男银!!~`深爱神马的咱就不就啦!!~`三、其他号很讨喜!`            
(4星)	 为啥最后一点儿都要我泪着看完(┳＿┳)...            
(4星)	 玄彬好卡瓦伊~~，河智苑好闷骚！！！大爱两位！！            
(5星)	 韩剧总是很有爱~            
(3星)	 弃剧了！男女主毛个性让人很不爽            
(5星)	 追的我要愁死了            
(4星)	 第一部追着看的韩剧            
(4星)	 河智苑躲避茶水的一幕实在很一般，幸好玄彬的毒舌很给力。            
(5星)	 终于看完了！耶！            
(4星)	 两人角色的扮演还是很到位，虽然OPPA怎么瘦成这样子～            
(5星)	 近期看得最好的一部偶像剧，当然玄彬功不可没。而且玄彬的幕后操手真的对他还不错，策划的不错，让这部军旅之前的奠基之作很有影响。还而且发现一个规律，和玄彬合作的女演员一定要比他大、且一定要不太漂亮            
(5星)	 难得有一部剧男女主人公都这么帅！manmusalangenobsimida童话，近成熟的爱情！            
(5星)	 Geiliable~~~            
(4星)	 因为胃口还被吊着所以给个四星吧            
(5星)	 帅的一笔            
(5星)	 玄彬简直帅翻了- -  各种受不了            
(3星)	 我操 韩国电视剧又新上了一个台阶            
(NA)	 前两集较平淡，第三集做仰卧起坐直接把我秒杀了，还有第五集：女说：你会背我啊？男说：我不会背你，我会抱你，这样我会看到你的脸。也直接秒杀了。。。继续追看。。。里面的配乐真的很棒，无论是钢琴曲还是男女对唱。。。圣诞节接着看，还好换过来了            
(4星)	 剧本算是新鲜的了...也许在不久的将来 内地或港台还得翻拍...            
(5星)	 玄彬玄彬用不用这么帅啊？            
(5星)	 男女主角大爱，剧情超赞~~            
(4星)	 近几年来难得能令我想追着看的韩剧~            
(5星)	 为了玄彬才看的，果然好看啊            
(5星)	 很好，比之前任何一部都好！            
(4星)	 老套路的灰姑娘与白马王子的故事，但是在男主角的内心挣扎中却看到一丝新的东西，两个人的互换也好，互相追逐也罢，总之是在传统套子中跳出来的一部剧            
(3星)	 没看完            
(5星)	 暖的。            
(5星)	 刚开始冲着河智苑去的,越看越喜欢,剧情吸引人            
(4星)	 啧啧啧。终于有点不太一样的了。同时期的玛丽外宿就被比下去了            
(5星)	 很好看~~是一部值得追的剧。^^结尾有些平淡无奇。            
(5星)	 &#34;如果距离远就跑过去,如果感觉不像在身边就抱住他...&#34;  和谐的落幕了. 看完很满足. 为什么.满足了女人对爱情的所有幻想.虽然虚幻,但可以憧憬 (很久没有一部电视剧能这样打动我的心了)            
(4星)	 天底下再也找不出这么像俞灏明的女人了！！  不过我喜欢=v=            
(3星)	 我的韩剧季结束了            
(5星)	 情节构思有新意，但到后面有点突兀。不至于愿意为她死吧。不至于愿意为她抛弃母亲吧。还有点拖沓，没有之前精彩。特别是最后两集，所谓烂尾啊。为交换灵魂的戏码的出色演技加一星吧，纠结的打分。。。            
(4星)	 玄彬，因为《雪之女王》爱上的，特喜欢他，可是在这作品里，他瘦好多好多，情节很funny。话说，很讨厌这海报。。跟《是美男啊》完全是。。盗版来的吧。。。            
(5星)	 每周都在追着看，唉……赶紧出吧            
(5星)	 感动之外 还有美好            
(5星)	 最好看的韩剧，前三名之一，其他一部《对不起，我爱你》，剩下一部还没出现            
(5星)	 男猪这个抖M 被虐的太搞笑            
(4星)	 海报像抄袭是美男的样的  不过玄彬真帅阿~怎么就跟宋慧乔跑了呢。。。很好看阿 消磨时间必备良品            
(4星)	 这无语的结局            
(4星)	 喜欢玄彬！构思8错！            
(5星)	 好吧，这是我第一次追韩剧，每个周日准时刷新。。。呼呼            
(3星)	 河智苑 你配不上玄彬呀            
(5星)	 玄彬很帅            
(3星)	 说实话，刚开始真不错，但越到后来越看不下去，主要是又陷入了韩剧的一贯的纠结模式，什么谁是救命恩人啊，又是仇人啊，除了这个还有点别的吗？            
(4星)	 玄彬脸太瘦了            
(4星)	 OST很赞！            
(3星)	 有些地方还行，总感觉弱智拖沓。还有玄彬哦吧，你的颧骨肿么了            
(3星)	 韩剧啊，终究看到后面就会看不下去。            
(5星)	 很好看～！～            
(3星)	 刚开始的两集还行。。。后面就是不断的快进            
(4星)	 总算看完了            
(4星)	 还好吧。。只能这样说。            
(4星)	 近几年来唯一一部能让我看下去的韩剧            
(3星)	 好！            
(4星)	 前面比较好看啊，特别是玄彬装女人的时候，惟妙惟肖的说。最后一集非常不喜欢。            
(5星)	 结局很让人暖心 不是只演到在一起了 而是演到有未来的生活 韩剧就是这样 让人有着对未来的一切未知 的希望  那种相信会像电视剧中美好 我们每个人最后都会幸福            
(NA)	 多美好的剧啊，有这么多可爱的人儿~~            
(4星)	 后面明显没有前面那么好了            
(4星)	 剧情一般，主角＋一颗星....玄彬咋瘦成这样了捏...            
(3星)	 因为唱插曲的都是我喜欢的歌手才去看的  歌曲超好听~电视剧真的很一般呀！            
(4星)	 挺好玩的~~~            
(3星)	 韩剧神马的实在看不下去了            
(2星)	 玄彬越来越有耀眼的光芒，可我依然看不下去...河姐姐长的太悲苦，剧情还有点寒...还没播完就在sbs演技大赏上拿了好多奖，是只因为玄彬还是因为什么...            
(4星)	 刚看了一集，有想看下去的欲望。玄彬啊玄彬。。。你依旧是你，虽然瘦了点，还是很喜欢。后半部剧情很粗糙，结尾还算好。。            
(4星)	 快更新吧~玄彬 你有必要削骨咩 看看人家河智苑~            
(5星)	 玄彬太可爱了！！！！！！！！！！！！！            
(5星)	 很搞笑，但我现在还搞不清楚为什么男主角起女主角面前如此反复。。。            
(NA)	 很好看            
(5星)	 激起我追剧热情！！            
(5星)	 灵魂交换时玄彬的演技是亮点，无法阻挡。。。            
(4星)	 电视就是电视。            
(4星)	 令人念念不忘的美丽幸福的结局，真希望每对恋人都那么幸福。            
(5星)	 最近在追，非常好看，太可爱了            
(4星)	 有点无厘头的感觉~~和现实的差距太看大了~~~但是情节还是比较好笑的~~            
(5星)	 剧情很突破，HE不错。            
(5星)	 没有落入俗套，虽然有点假。。玄彬很帅，虽然脸削的太明显。。            
(3星)	 越看越狗血。            
(4星)	 让我怎么形容呢？故事内容很糟，但是就是会让人莫名的想要看下去~~看到十七集就觉得很好看。可是最后那三个小孩是败笔~~             
(4星)	 一直到最后十分钟台词，才看明白究竟这和那注明的秘密花园有什么关联。            
(5星)	 编剧让台词上了一个境界啊。这交换灵魂比穿越好看多了。            
(5星)	 社长就像个孩子一样霸道 有时会让我想起有理取闹的sheldon啊            
(NA)	 看得很happy            
(5星)	 太好看了 还没看的都赶紧的            
(4星)	 玄彬瘦左好多啊。。。河智苑点解会黑左同壮左好多哦。。前面15集都好闷。。系得后面5集系精华。。            
(5星)	 歌曲超赞，剧情有亮点。我喜欢。            
(2星)	 只看玄彬的镜头，其他都快进！！！            
(NA)	 喜欢。在追。            
(5星)	 近几年看过最好看的韩剧了~又搞笑又温馨又happy endding又没什么特别虐的剧情。主要男2女2从头到尾都互相相爱着，没有打扰男1女1。这个很值得鼓励~            
(3星)	 看得好纠结            
(5星)	 看到玄彬做仰卧起坐的一瞬间就爱上了。。。            
(5星)	 物非人非            
(4星)	 虽然很不现实，但是看到了努力后的成果！            
(3星)	 金木水火，乌龟和丹顶鹤。三清角厅，攻防山地底家宝，萨利萨利中心窝里窝里舍不离岗咕嘟瑟啦，咕噜咪要被卡住 围墙             
(3星)	 我爱玄彬的演技            
(4星)	 室友强烈推荐～前十三集很不错            
(4星)	 玄彬的演技真是没话说！！剧里面偶尔还能听到一两个发人深省的句子            
(3星)	 不喜欢塑造的女主角角色！！！为了看玄彬一直在挨着 可是他脸怎么凹进去了！            
(5星)	 天天追着看~            
(5星)	 童话哟 看完又要失落一阵子了= =            
(3星)	 最爱6,7集 反转得搞笑死，眼泪都出来了，其他无感啊 玄彬瘦得也不好看，河智苑胖得也不好看……后面没看完            
(5星)	 韩剧中难得的经典~            
(5星)	 我确定以及肯定我爱上的是金社长，不是嘬腮玄彬！！！！！            
(5星)	 无聊的剧情~~幼稚~~幼稚！！！！！！！！！！！但是玄彬哈赞啊 哈赞啊            
(3星)	 本来是因为看了评论专门去看玄彬传说中的手工运动服，结果被河智苑迷到了，帅气而可爱的女人。但我还是看不进去呀。            
(4星)	 男人帅。。。没办法            
(4星)	 也还搞笑            
(5星)	 喜欢韩剧 的亲们  一定一定要看的   玄彬最帅  耶~~~~~~~~~~~剧情超搞笑            
(NA)	 最后一集拖垮整体水平…完全可以不要~ ps：他爹到底是何方妖孽啊？            
(4星)	 给四颗变帅的玄彬。            
(NA)	 总算追完了,你再次逼我裸露了花痴的原形。有人形容你是言情版谢耳朵。要我说倒更像流氓版江直树。钢筋脸皮,喜感十足。只是觉的编剧写结尾时一定尿急,打九分~            
(5星)	 超喜欢~~~不晓得为什么一看就笑个不停啊，心情总是随着剧情变化而变化。不是那种灰姑娘的故事，带着现实的感觉，又不是坏男人那么现实那么悲剧。好久没这么喜欢看一部戏了。真的希望最后能有一个解决方法，朱元和罗琳能幸福的在一起。。。玄彬真的越来越帅了~~！            
(3星)	 总算有了点可以称作是创意的东西……让我笑了很久……但不打算追            
(5星)	 毫无疑问，秘密花园将会了2010年最好看的韩剧，力荐~            
(4星)	 看此剧的原因，首先得归功于对玄彬这张美颜的痴迷。结果从第一集开始，就惊愕于玄彬瘦削成V字型的俊脸，这脸瘦的，让我都差点没认出他来，但是不妨妨我继续追看的热情，因为这是难得狗血得有点稍稍免俗的电视剧            
(5星)	 玄彬太帅了。难道是我老了~            
(3星)	 看了一集就不想看了，一开始就是那种恶噪的场面。是在是无法忍受。没有继续下去的勇气。果断没看了。            
(4星)	 因为这个，对韩剧的热情有回归了..天知道我有几年没看过这些了！！！！            
(5星)	 我确定这是最佳的。            
(5星)	 我承认，我玄彬控了。            
(5星)	 此属我人生第二次疯狂的追剧。            
(3星)	 其实我想给2星~            
(5星)	 终于脱了原先韩剧的套子。玄彬怎么那么好看呢~            
(5星)	 又中了韩剧的毒；喜欢玄彬对河MM的专情，小心思和霸道            
(NA)	 最近在跟进的打发时间。。            
(3星)	None
(4星)	 金抽抽~玄彬在这里真是CUTE~喜欢OSCAR和尹瑟的感情~喜欢肖恩啊~~这部剧开始觉得尹大叔真是帅呆了            
(4星)	 玄彬太瘦了吧也……喜欢河智苑的眼神，有一种坚韧在里面            
(5星)	 好看啊，好看，等二爷回来            
(4星)	 玄彬瘦了不少            
(5星)	 无论演员、剧情、台词、画面都无比给力的一部剧，顶礼膜拜金编~            
(5星)	 河智宛和玄彬都有爱            
(5星)	 玄彬笑起来的酒窝真不错。            
(5星)	 最喜欢的韩剧，最喜欢的男女主角，没有之一~            
(5星)	 很喜欢。。            
(5星)	 玄彬把我彻底地迷住啦，太有魅力了，把那种矛盾地心思刻画的让我 心痒痒啊            
(3星)	 歪掉了 向着狗血happy endding以不可阻挡的趋势发展 男主最后应该像人鱼公主一样变成泡沫消失掉才好啊！干嘛有事没事总拍换汤不换药的花样男子 最后不是还要手牵手去好莱坞吧？果然是 on air的编剧 风格真统一！弃剧            
(5星)	 窒息            
(5星)	 哎哟喂，玄彬可不可以表那么可爱啊!这么狗血的剧情可以拍的那么传神感人，导演和演员都很给力啊！            
(4星)	 搞笑啦            
(5星)	 美好的结局            
(4星)	 我喜欢这结局！            
(2星)	 不喜欢女主角            
(3星)	 不错喔            
(4星)	 玄彬演技大突破啊，后来讲复杂了撒，看起来有点累，不过坚持下来了，还不错。。。            
(5星)	 不错不错            
(3星)	 看到后面，有点拖沓的，不知道是不是翻译的问题。            
(3星)	 佩服韩国演员的抗寒能力这么个大冬天，整日穿秋装            
(5星)	 玄彬你实在太帅了！！！！            
(5星)	 很长时间都没看过韩剧了，没想到这一碰就收不住啊            
(NA)	 真瘦真瘦，看的不敢吃饭            
(5星)	 像一部唯美爱情电影般的电视剧。。一点都不腻。            
(4星)	 很新颖很好看            
(5星)	 原来我还是喜欢瘦瘦高高的男生，河同学的身材是我最羡慕的啊。            
(NA)	 很多年不看韩剧了，这部剧很给力            
(5星)	 很欢乐~            
(4星)	 不是所有有钱的王子都是愿意接受灰姑娘那样的出身  这才是现实   挺打破往常的            
(4星)	 开篇5星，后小半拉低评分            
(4星)	 算最近比较不错的韩剧，玄彬在里面的确很有魅力。            
(5星)	 以后不要这么对待吉罗琳。吉罗琳对我来说就是金泰熙、全智贤，我是她的粉丝。哦，玄彬！多么鸡冻的狗血剧情！            
(5星)	 玄彬～啥时候能胖回来啊～            
(3星)	 玄彬的脸怎么了- =            
(4星)	 交换灵魂的剧情很搞笑~~·            
(5星)	 台词真的是个经典~~作家的逻辑性非常要。。。每次都麦下一个小伏笔感觉作家非常喜欢开非常隐晦的玩笑现在后悔不精通韩语。。            
(5星)	 哎呦。搞笑又感人。            
(NA)	 不落俗套。。。玄彬演的很形象。。。            
(5星)	 玄彬哦吧~~~            
(5星)	 金社长!!!!!!!!!求交往呀            
(5星)	 看帅哥。。。            
(5星)	 噢耶耶耶~好剧~又被迷的神魂颠倒~追生追死啊~玄彬那演技。完美了。            
(3星)	 近年来为数不多的 有质量的棒子剧了~            
(4星)	 拍的很精致，精彩的故事都从“交换”的那一刻开始。。。            
(4星)	 没有想象中那么好看。。。            
(4星)	 结局很俗            
(5星)	 很久没看韩剧了  总认为很拖沓  秘密节奏挺紧凑的 而且也和一般的偶像剧不同  虽然大家猜到结局  但是过程的确蛮吸引人的  玄彬好瘦 上电视脸都能凹进去   不过好羡慕            
(4星)	 第一颗星给自己竟然有勇气又追起了泡菜剧；第二颗星给社长和罗琳二位（艰难呐）；第三颗星给奥斯卡和尹瑟（其实我更喜欢这对CP）；第四颗星给编剧和导演（故事都很好）；不给最后一颗星的原因是，世上怎么可能会有这么巧的事。。。TT            
(3星)	 中性帅女的故事我最爱看了~但情节好拖沓。。变身很没有代入感，没有继续看下去的动力。。            
(4星)	 我讨厌互换身份， 即使这才是剧情的亮点。            
(4星)	 男二女二终于不炮灰了。            
(4星)	 玄彬在这里面长得好像Merlin啊……            
(5星)	 原来我最爱的宋MM是跟玄彬好上了，很好很好！！然后又分手了，不好不好！！            
(3星)	 因为玄彬， 所以玄彬            
(5星)	 玄彬牺牲大            
(NA)	 这是近两年来我看过的最好看的一部韩剧。剧情编排富有新意，搞笑诙谐中带着淡淡的爱情真谛，让人欲罢不能。            
(5星)	 除了女主角不怎么样厄，，，，不过越快越喜欢~~            
(NA)	 看了以後還真不覺得是腦殘白癡劇。四星。玄大嬸演技好啦。            
(5星)	 最好看的韩剧，下了另一个字幕组改天再看一遍            
(4星)	 刚看个头            
(5星)	 感觉跟一般韩剧有那么一点点不同。虽然也是王子与灰姑娘的故事。但是这个王子的行为轨迹还是蛮正常的。。不是那种为了打造全方位完美男一号，多多多富贵的公子，却一点脾气也没有，这也适应那也适应的类型。            
(4星)	 这两个男人很帅            
(5星)	 变得时候超级搞笑啊            
(5星)	 很好看，喜欢玄彬            
(5星)	 high inter-textuality            
(2星)	 又一灰姑娘……            
(4星)	 中间很搞笑，两个人都是实力派啊，可是男二号也太撑托玄彬了吧，=3=玄彬            
(5星)	 赚了不少眼泪            
(5星)	 搞笑死了~            
(5星)	 演技、配乐、取景、剧情、台词都配合得很好！            
(5星)	 爱死玄彬啦~~好帅啊~~            
(5星)	 中意的男女主角＋相当给力的台词，花痴起来必须的             
(5星)	 帅帅的吉罗琳            
(4星)	 尹导演是天蝎座吧            
(5星)	 第一次看见你。            
(5星)	 我老了 但想要得到力量            
(4星)	 玄大爷魅力依旧！            
(4星)	 喜欢这个构思，但情节有些拖沓的说...            
(4星)	 如果结局不够好，就是我们不够努力！这句话，我现在还是相信的…            
(5星)	 就喜欢玄彬在草坪上想念河智苑的时候            
(3星)	 虽然有点点新意，中断之            
(5星)	 终于大结局了，有情人终成眷属，大团圆。            
(3星)	 根本就是翻版的辣妈辣妹嘛。。。            
(NA)	 嗯，药水好神奇            
(5星)	 2010.12            
(5星)	 年度最爱剧集，没有之一            
(5星)	 玄彬瘦了好多啊~~~|连孙艺珍都出场了~            
(NA)	 爱死金抽抽...            
(5星)	 灵魂调换的桥段创新得来很搞笑，给力的爱情喜剧～            
(5星)	 玄彬太神了。            
(5星)	 很好 拍得非常细腻 是最近难得看到的好戏!! 非常棒哦!! 让我从此认识了玄彬!! 嘻嘻!!            
(5星)	 玄冰老装可爱、            
(5星)	 玄小彬啊，你也太迷人了。            
(5星)	 男三号果然还是远走他乡了TUT            
(5星)	 啊啊啊，玄彬你还能再傲娇，再小媳妇一点吗，大爷万年冰封的心又萌动了，掀桌啊！！！西服啊，长腿啊，睫毛啊，酒窝啊！！！&#34;o((&gt;ω&lt; ))o&#34;             
(5星)	 你祖么辣么辣么辣么得帅呢！！！            
(NA)	 又看不下去了。诶。            
(4星)	 不是很喜欢那个女演员  韩语啊 (女二和男二 不错   还有那个喜欢男二的那个男淫)            
(5星)	 赞            
(3星)	 不喜欢            
(4星)	 有点点意思吧。            
(4星)	 我对童话有抵触。撰改童话那里倒不错。算是不现实中的现实。            
(NA)	 刚出的电视剧。在追。。。。            
(5星)	 太次了，看了这么多韩剧，这部完全颠覆了，玄彬真是不惜牺牲形象，演娘演的淋漓精致            
(5星)	 玄彬是不是削了下巴是不是是不是！            
(5星)	 很搞笑 好唯美的说            
(5星)	 就觉得编剧很有才，演员也挑得不错。女主角挺可爱的~不过他们换身后，还是有点接受不了~这可能想要的结果吧~            
(4星)	 河智苑看的我真的是吃不消，女主忒丑了点，宋MM演才好嘛            
(4星)	 大叔很好。。。。剧情比同期的。。这类型的韩剧要好。。。            
(5星)	 每周看都会小小的心动，喜欢玄彬这么多年，看到他现在演技这么出众感觉很棒，很快就要入伍了，希望他回来还能有美好的前程吧~            
(NA)	 终于在放假前看完了，happy ending～            
(4星)	 碰到个不拖沓很搞笑女猪很赞很有个性男猪帅的闪瞎人钛合金眼的韩剧，还真不容易。            
(5星)	 又一部经典韩剧~不落俗套！            
(5星)	 玄彬太瘦了！！！可是还是那么帅，哈哈哈            
(4星)	 玄彬啊啊嗄~            
(NA)	 就是喜欢他            
(3星)	 喜欢里头的曲子。            
(3星)	 这海报和美男的好像            
(5星)	 肚皮笑破了。            
(5星)	 玄彬的外貌就不说了，演技真的是大大的提高了。虽然还是灰姑娘和王子的老套故事，但是情节还是有创新的！            
(5星)	 很久没看到这么好看的韩剧了            
(5星)	 哦~好看呀 玄彬 好帅            
(5星)	 喜欢金抽抽和吉罗琳~~            
(5星)	 继《坏男人》之后，又一我觉得不错的韩剧            
(5星)	 抽抽，很给力、、大爱            
(3星)	 前期引人注意，后期无力，中间拖拖踏踏了很久~~            
(3星)	 结局真烂。。。跟没结局没区别            
(NA)	 越往后越二            
(5星)	 哎 人美景美   赞            
(5星)	 玄彬的演技真的很好，总觉得他是很酷的人，没想到演女人也不错。河智苑的身材，是为了这部戏才这样的吗？真是那样，还得佩服一下她的奉献精神！            
(5星)	 河智苑 玄彬超赞            
(5星)	 玄彬帅到暴。            
(5星)	 剧情很有意思，第一次看到电视剧里面有交换灵魂的。会追下去。ps：玄彬真的瘦了很多，有眼前一亮的感觉。            
(5星)	 好吧，我还在看韩剧……            
(3星)	 有腐的剧当然要关注            
(3星)	 男女互换灵魂神马的，总觉得难以接受...            
(4星)	 玄彬是亮点..台词蛮有意思的...不过发展下去有点欠意思            
(3星)	 剧情无感 但是玄彬太白马王子了 太萌了             
(5星)	 玄彬太帅啦 总是看他看不够 哈哈             
(5星)	 红果果的冲着玄彬哥哥来~            
(4星)	 the house is gorgeous ...            
(5星)	 好！！！！！！！！！！！！！！            
(3星)	 剧透现在都在吃闲饭吗 完全不符合真实剧情...            
(4星)	 哈哈哈哈哈            
(3星)	 难得看部韩剧...居然是还没播完的....抽。错乱感...额...不是说剧情。喜欢河智苑的黄真伊（..没有看完）。玄彬和..印象里不太一样了啊...总让我想起一个不知名人士，不好。话说...看介绍的时候居然把玄彬看成了元彬......点进去才恍然...哎..我是有多久没看            
(3星)	 实在已经无法看韩剧了，，，2集弃之。。。            
(5星)	 完全好看啊啊啊啊啊啊~~~            
(5星)	 看惯了前面19集的纠纠结结，对最后一集的调子很不习惯。。编剧很强大，女主很美丽。。            
(4星)	 四颗星全给玄彬。我只能说宋慧乔太幸福了！            
(5星)	 很好看的            
(4星)	 总是觉得玄彬瘦了不如以前好看呢。。。            
(2星)	 Shawn请给力！没坚持看完……但估计后面没有什么令人激动的剧情了……            
(4星)	 玄帅哥对自己的脸还有啥不满意，非得给弄成了三角脸。。。唉。。。河智苑演得太用力了            
(2星)	 我的玄彬~~~活生生糟蹋了！            
(5星)	 迄今看过最好看的韩剧。编剧金恩淑给力啊，接下来又该有那么一段时间有那么一堆脑残韩剧频频冒尖但无出其右了吧。Orz。            
(5星)	 好喜欢~~            
(5星)	 很久不看韩剧，因为都是新瓶装旧酒太恶心……但是这次制作水平很高啊！！好看！人物关系也不再是简单的白马与灰女，四角恋也不是往日的四角关系，看好！特别要强调···编剧NB啊~~~~~追完了，纵然结局这种大团圆会降低整部戏的水准，但是我喜欢，能给我们疲惫的心灵一点安慰。。。            
(3星)	 有點失望~            
(5星)	 最喜欢在草坪上散步那段 YY的很有意境 能够温暖人心 画面感也好 配乐也好 对白也好 各种好啊 好看死了            
(5星)	 题材很新颖，男女主都很帅气，笑点很多。。            
