http://movie.douban.com/subject/4135704/	来不及说我爱你
(4星)	 战争背景下的琼瑶剧···不过钟汉良还是很帅的~            
(5星)	 。看完几乎不能自拔。一个月要过去了我还是天天听主题曲回味。我喜欢动荡年代的爱情。            
(5星)	 原来不在乎剧情,只看钟汉良.为了看那句&#34;我35,单身,和我交往吧&#34;,还去注册了个新浪的微博,粉丝的回应更有意思是&#34;钟汉良,我单身,求交往,要祥瑞,请贴身&#34;:)            
(4星)	 断断续续的终于给看完了.. 还是蛮感动的..            
(5星)	 遇上你，这样迟            
(4星)	 有点纠结的,里面的兰花是最诡异的...            
(5星)	 小说改成电视剧最成功的一部。其他改的都太恶心了            
(4星)	 实在是太纠结咯、不过收视率好高啊、            
(4星)	 静琬，我爱你，一辈子！还是沛林爱得更多一些            
(4星)	 剧情不评论，只是很喜欢两位主演的形貌和气质，加上演技不俗，情感拿捏恰到好处。男主角配音很不错，让我对中国配音员有所改观~~~            
(5星)	 超级好看那，精彩得一塌糊涂~~~值得再看一遍~~~            
(5星)	 之前看过匪我思存的小说，事实上小说只能归为言情小说，莫过天男男女的纠纠缠缠，但是电视剧在历史背景上人物性格上作了些许的变更，反而让人物更加鲜明。但又不会离于主题，是部不错的片子，但是不知归于哪类题材呢，            
(5星)	 如果没有看过原著，这部剧是完美的。萌死人的小冉和小哇~~~            
(4星)	 还是书更好看，不过演员很养眼~            
(NA)	 翻拍得很成功的一部电视剧，迷死我了！            
(5星)	 爱得感人            
(4星)	 剧情比较纠结， 不过结局很不错。主要是我稀饭钟汉良。哈哈、            
(5星)	 此情只因天上有            
(5星)	 一部拍出来比小说还要好看的电视剧，不容易。小哇和小冉，感觉很好。            
(4星)	 冲着钟汉良看的，果然没失望~            
(5星)	 不错！            
(3星)	 我真的超纠结。。。我爱钟汉良，但是不喜欢李小冉；我热爱匪大的文章，但是看到第一集里的枪战场景彻底崩溃。导演你真的升华了我对枪战的理解，我都已经很多年没看见这种一堆人围着看一对一打斗的场景了，更何况这是枪战。。。我估计这分打成这样是为了匪大或者钟汉良吧。。。            
(5星)	 钟汉良演绎的慕容四少，将一方独霸的大军阀的霸气、只取一瓢饮的柔情、家国天下的胸襟演绎的淋漓尽致。四少与静婉之间的爱情细腻、感人，让观众仿佛也谈了一场刻骨铭心的恋爱。每一个微笑、每一次皱眉、每一场亲吻、每一场船戏，都是那么得被浓浓的感情包裹与充斥。钟小哇的又一巅峰之作，实在不能不看            
(4星)	 两个主演我都很喜欢~~可是拍的有点假了。。            
(NA)	 上穷碧落下黄泉，两处茫茫皆不见，一切都已经来不及。            
(3星)	 看得我太累！            
(NA)	 钟gg太帅。。            
(5星)	 演技派。            
(5星)	 看了好几遍，很好看。里面的感情戏很细腻，演员演得很到位！支持小冉、小哇！！！            
(5星)	 不错，钟汉良就是帅            
(4星)	 冲着剧情给你四星，钟汉良还是挺帅的，李小冉的演技不用说，拜托导演下次找专业点的配角，还有多看看新片，那些老式的手段还是收起来吧            
(5星)	 很久没看过那么好的片子了，男女主角都选的那么的完美，虽然很多人说没有小说好，可是我觉得能拍成这样已经很好了            
(NA)	 很好看，蛮感动的            
(5星)	 很让人感动的电视剧！！！超喜欢小哇！！！            
(5星)	 看了好几遍了。好看 有时是25集的时候 那个眼泪啊             
(5星)	 太帅  太美  太般配，放进剧情里，暂时脱离现实，挺好            
(NA)	 很好看  很感人            
(2星)	 和原著情节和人物心理比较  我不能接受   我不能接受李小冉~~~~            
(3星)	 这...这...演员不错...剧情浮夸啊...感情来去没有支撑，情何以堪~~            
(1星)	 这么高的分数怎么来的？！            
(5星)	 看了这部戏后，我变成了钟汉良跟李小冉的超级粉丝，这种片子就是要俊男美女来演，才有看头。静琬掉了孩子那集，看着她虚弱的躺在床上，眼里没有了生机，再狠心的人都会心痛            
(3星)	 2010.11.3            
(4星)	 四少只能在荧幕里。。。            
(NA)	 觉得内涵不足呐。。。虽然主角是我很喜欢的人。            
(4星)	 看到后面心里都一直是酸的            
(5星)	 爱！            
(5星)	 为了小哇，我怎么感觉小冉在里面的造型比《凤穿牡丹》里老了一点？发型的缘故吗？            
(4星)	 俗套的剧情，但我只想说，钟汉良好帅！！！！尤其是穿军装！！            
(5星)	 好看！！大赞！！！！！！！            
(5星)	 太有爱了。。。            
(2星)	 其实也就看了第一集~~钟汉良耍帅！！也就……没看头，还不如看原创小说            
(3星)	 尹静婉，遇见你，那么烦！钟汉良哈赞，最好看的就是苏樱那段，笑S。            
(2星)	 剧情乱的要命！ 男主角很帅，但女主太。。。            
(5星)	 迷上小哇了～            
(3星)	 不知道为啥，看到他们结婚之后我就不想再看下去了~~罪过啊罪过，顺便表示一下对钟汉良先生的支持，以及那个大美女齐芳的喜爱            
(5星)	 因为这部戏迷上了民国时代。。。小哇和小冉太给力了！~~            
(5星)	 钟汉良是本剧精华！！！无可厚非地被秒了，其他什么佳期如梦，什么泡沫之夏，什么宫心锁玉各大主演们可以统统去死了。。。            
(5星)	 钟汉良真的很帅！演的太好了~无奈，信之再好，都不是静琬爱的那个人            
(NA)	 其实剧本不错，但是男主角的啃嘴唇让我怀疑他们的感情甚至有点点崩溃...            
(4星)	 原著不错，钟汉良也不错。主角演得ok，就是配角太差，很多地方演得假。导演有问题，毁了部好剧。            
(4星)	 钟汉良不错，满好看的            
(5星)	 我家小哇威武啊！制服控！！！！            
(NA)	 难得有一部国产电视剧拍得这么有水准，匪我思存的小说本身就好看，这部可能因为是民国戏，改编不算大，结局也温馨~            
(4星)	 钟汉良和李小冉绝配，剧情没想象中好看            
(4星)	 说实话，我就是奔着小哇去滴~电视拍得一般~再怎么折腾也 没书精彩~~~            
(4星)	 好吧，真不错，怀表先生和兰花小姐是绝配。还有那么不合适宜的配乐。。            
(5星)	 钟汉良阿钟汉良            
(5星)	 遇见你，这么晚。。。            
(4星)	 电视剧版的很好看。唯一遗憾的结局完美，但更喜欢小说的结局。            
(5星)	 我认为这部剧改编的很好，甚至比原著还要好，钟汉良的演技实在是太好了，演出了沛林的霸气、温柔、深情和无奈。最爱那句：这漫长的后半生，没有你我要怎么度过？            
(3星)	 越到后面越看不下去了。。。只为了两位主角和剧中爱的主题。什么战争啊之类的都是浮云~~~            
(5星)	 深深中毒中、            
(4星)	 还算符合原著            
(3星)	 前面太美好            
(4星)	 前半部剧情缓慢，后半部纠结。不过主角挑得好好啊。            
(3星)	 改的比小说好点，不然这个男主也太贱了！            
(4星)	 匪大的小说能够拍成这样，已经很不错了。至少比那个啥泡沫之夏好看多了。。。。那个泡沫还真的是泡沫一样的味道。。。。 刚刚看时无法接受李小冉，看完以后居然觉得她演的静琬征服了我。庆幸不是某些花瓶演员演的啊！钟汉良虽然比我想象中的六少要书生气质多了，不过好在演的霸气！            
(5星)	 姐也有今天，考完midterm以后就看到凌晨3点半~~~~            
(5星)	 为兰花小姐&amp;怀表先生欢呼！！！！！！程谨之你是个大笨蛋。程信之你从头到尾就一炮灰。            
(4星)	 演的不错 看书时候脑子里面出现的眼神都有了 想要的表情也有了            
(4星)	 没有传说中的那么好吧            
(5星)	 冲李小冉去的，看完了，确实不错            
(4星)	 悸动了，这不安分的心~~~~            
(4星)	 当四少说“没有你的漫长后半生，我要怎么过”时，我就不行了~真想有一个这样的男子啊~            
(5星)	 慕容四少，你满足了女人对男人的所有幻想。            
(4星)	 虐死。。            
(NA)	 其实我觉得钟汉良长得太清秀俊朗了。但是很深情。            
(4星)	 作为近年来唯一一个能够完整看完的内地电视剧！、虽然某些地方还是假、、整体 对的住匪大的小说了~ 这才叫忠于原著啊~让仙剑神马的见鬼去吧~            
(NA)	 哦吼吼吼吼~~我哈上钟汉良了呢~~            
(4星)	 你亲手捧上的天下，没有我……            
(NA)	 四少很帅，我却感动于信之对爱的不离不弃，不计回报，大爱无私。            
(5星)	 疯了疯了！！！有些演员就是有那种秒杀的功力！！！静琬，遇见你，这样迟……            
(5星)	 匪大的经典之作啊  终于被拍出样了~·            
(5星)	 是翻拍的小说拍得最好的一部，男女主角选得很好，完全表现出了小说里的人物感觉，钟汉良很帅很有霸气，李小冉也很有静婉的感觉，他们都演出了我对小说里他们的想象，真的很好，肯定不会让喜欢原著小说的朋友失望的。            
(5星)	 钟汉良啊钟汉良你怎能那么轻易地就把我给征服了呢，四少啊四少，记得初中的时候有同学喜欢你喜欢的要死，我竟然对你无感，这么多年过去了，我竟然重蹈她的覆辙了，哈哈哈            
(5星)	 没有你的漫长下半生，我该怎样渡过，在这个婚姻多为利益交易的世界，爱情多么珍贵。赚到全世界，赔上了你又如何呢？慕容沣在节节败退的时候，静婉翻山越岭，冒着生命的危险来到他身边，他几乎要赚得了全世界，却放弃了她，可是，他却没想到，因为有她才是全世界！！！            
(5星)	 上周看的，两天看完的，我蛮喜欢这个电视剧的，虽然有些枪战的部分真是有点假，不过感情戏演的很好，真挚感人。两位主演也是我很 喜欢的演员。            
(NA)	 好爱好爱钟汉良~~~帅毙了            
(5星)	 陷进去一个月左右，完整看了5遍，小哇的精华版看了无数遍，常想自己要什么样的爱情，细水长流还是浓烈奔放？关键是，遇到对的人，而那个人，也深深的爱着你。            
(5星)	 四少，比小说的好            
(4星)	 主要是因为男主看的，喜欢电视剧的结局            
(4星)	 把原作有的都拍了，男主女主选的好！            
(3星)	 一有配乐就想搁静音看默剧            
(4星)	 好吧。。。算是我看过的唯一靠谱小说改编，钟小哇和李小冉都好不错啊~~~但是。。。后面改得过于雷咯一点            
(3星)	 只看钟汉良。            
(3星)	 剧情拖沓，不过小哇还是很养眼的            
(5星)	 蛮有感觉的一部片子            
(4星)	 有一点幻灭。也有一点感觉。            
(5星)	 不错的电视剧 ~ 让韵流了不少眼泪            
(4星)	 看的我都有点入戏了,还是很不错的            
(4星)	 我了个去  钟汉良可不可以不要这么帅啊 小太阳啊 小太阳             
(5星)	 翻拍的超级成功，无论是选角、场景、台词，都太有爱了，强烈推荐！！            
(4星)	 啊我的小良良啊  帅爆了            
(5星)	 这才是爱情吧。。。            
(5星)	  钟汉良！            
(NA)	 生死相依，生生世世。            
(2星)	 居然不用同期声！粗制滥造的片子 看不下去～            
(5星)	 小说的剧情很好，演员的表演也很好，人如果一辈子有这样刻骨铭心的爱，可能才算完美吧。我爱你 一辈子            
(5星)	 很不错            
(3星)	 虽然很多情节很白痴，但是，你们懂的......            
(4星)	 首先要做你自己、真实的自己            
(4星)	 啊，大爱李小冉            
(NA)	 只看钟汉良。            
(5星)	 沛林，静婉！            
(5星)	 很好看很感人            
(5星)	 太虐了 四少太给力了            
(5星)	 除了在一些抒情慢镜头时插上了蹩脚的流行音乐，全剧剧本演员都很给力。结局如果不那么狗血喜剧，我觉得根本无法承受更大的悲情，来得及来得及。            
(5星)	 近期看过的最好看的电视剧。因此搜了很多小哇和小冉的其他剧。            
(2星)	 剧情狗血              
(3星)	 喜欢信之，看来我已经过了看言情剧的年纪了            
(4星)	 小言那么多激情吻戏也算给力了~            
(5星)	 钟汉良呀！！！哇咔咔咔咔咔咔～～～            
(NA)	 改编原汁原味的一部民国言情，稀罕四少含情脉脉的眼神            
(4星)	 难道是我自作多情？四少的自问，或许会被一笑而过，但我却被打住了~本打算以览而过，但当看见被心爱的人躲避认作大哥的时候，彻底俘虏了我。每个女孩心中都有一个四少，英俊风流般的人物，至情至深的情种。不愿隔着烽火连天，不愿隔着国仇家恨，就这样朝朝暮暮，一般小夫妻的幸福。            
(4星)	 最近在看，我承认匪大的书深深地吸引了我~            
(NA)	 还是电视剧的结局好啊              
(5星)	 大爱~~            
(4星)	 其实场面不是很恢弘。但已经是很不错的小言翻拍了。            
(5星)	 遇见你，这样迟            
(3星)	 四少  真的还是黑舒服  但是看了小说才知道  小说里面叫六少不是四少~~~~            
(5星)	 就是喜欢这个故事，            
(5星)	 改编的最成功的一篇。。。小哇很到位很到位恩            
(5星)	 花了三个晚上总算看完，之前心里总是牵挂，看完有点小小失落，少了一份寄托似地，总的来说不错，情节也吸引人，值得一看哦。            
(5星)	 一念放下，万般自在，佛说，人世是苦，就是因为人们太执迷不悟，两个人相爱，本来是最喜悦的事，可是却因为执着于贪恋，执着于朝朝暮暮，反倒成了痛苦，爱别离，求不得，无休无止，永堕轮回。可是，如果你能过看得开，能够抛弃这朝朝暮暮的贪恋，就没有什么可以让你们分离，战争不可以，死亡也不可以            
(5星)	 虽然结局很狗血，但能在一起必然是让人感动的~！            
(4星)	 虐啊            
(5星)	 第一集他们在火车上那场好唯美。而且是个美好的结局！            
(5星)	 这个四少比书里的好太多了，但或许只在于爱情上            
(NA)	 囧            
(5星)	 匪大的书，非同一般            
(3星)	 我怎么这么容易动摇啊~~ 看见小哇就不淡定了啊啊啊啊啊啊~~            
(5星)	 好看好看好看呐            
(5星)	 四少……爱你            
(4星)	 小哇,爱老虎油~~            
(3星)	 我也这么觉得。。。            
(5星)	 四少四少&gt;&lt;唉~            
(5星)	 很好看的一部剧，拍的很精美，人物演的很传神，总之大爱~~~            
(4星)	 四少~~            
(4星)	 感觉给李小冉的服装造型都不好。不是偏老化就是杂乱无章的造型。头发也烫的挺差的。跟李美人如兰的气质总是不搭挺遗憾的。            
(5星)	 十一假期一口气看完的，虽然他在结婚的决定上做的很让人伤心，但依然很喜欢四少的霸气和温柔，还有信之对静婉默默无闻的爱的付出            
(5星)	 百分百的好 有一切你想要的美            
(5星)	 看完了 结局改的不错 书里的太悲了            
(1星)	 垃圾~            
(5星)	 匪大的文改编而成的，比《佳期如梦》改编的成功太多了。李小冉刚出现时我还嫌她有点老，看到后面就真的觉得好合适，穿什么衣服都好看，都很有气质，还不错。            
(NA)	 太纠结了，心都吊起来了。好看，哈哈            
(5星)	 中毒啦            
(5星)	 其实看这部剧很偶然，但是看的过程一气呵成。我很久没有因为一部讲述爱情的电视剧如此的沉迷了，很久没有这样陷入一部剧情难以自拔。我很羡慕他们有这样真挚无悔的爱情，但是看完之后思考最多却是，究竟是什么毁了这份真挚的爱。。。            
(4星)	 看一次言情剧怎么了！那啥，虎啊，这部戏，钟汉良+李小冉+军阀时期，而且是略改过的HE的匪我思存文，满足不？            
(4星)	 编剧一定很了解女人的心理，把爱情刻画的如此扣人心弦，肯定很讨好女性观众。静琬是不幸的，却又是幸运的，能够遇到这么2个男人。世界上哪里有那么专情的沛林？那么无私的信之？ 最后一集有点无聊，可能赶稿急了，难道爱情剧都要有失忆？            
(5星)	 好久没有如此被电视剧感动了，看到最后实在忍不住，眼泪稀里哗啦止不住，有对人生的感悟，也有对人物对坚贞爱情的感叹，相信只要有信念，一切都能成真            
(4星)	 据说此剧含沙射影的是蒋介石的故事...个人非常喜欢沛林这型            
(5星)	 让我开始思考关于爱的故事            
(5星)	 很不错。喜欢小哇            
(5星)	 小太阳很适合这个角色，剧情很虐，但是演员超给力，力荐！            
(3星)	 看完了并没觉得像你们说的那么精彩，只是李小冉的演技确实发挥得淋漓尽致，总之，趁着和平年代，乃们要好好相爱。            
(5星)	 借用网友的话，此后再无慕容沛林。结局虽然有点做作，但却很温暖，还是喜欢HE。            
(5星)	 这俩主角都是我贼稀罕的！            
(4星)	 我想说演员演的都很好.我想说我的朋友们都很喜欢你，钟汉良。            
(3星)	 劳什子大哥            
(NA)	 除了部分地方纠结以外，都很好看。。看好迷上钟汉良，我觉得这是他演的最好的一部            
(5星)	 好看到不行的电视剧。。。            
(5星)	 配乐无能。这是我看得最快的一部电视剧，钟小哇，你的魅力无法挡啊，虽然这剧我觉得还好，再虐一点我也承受得住啊。PS.对剧情持保留意见，五星为小哇。            
(NA)	 大爱  很感人              
(4星)	 钟汉良你个妖孽。。。一大把年纪居然长得还那么年轻。。。啧啧啧啧~~            
(5星)	 第一集汗到我了，结局总算圆满了。第二次看觉得钟汉良的表演很到位，李小冉符合这个角色。而且，电视剧本比小说更丰满，虽然有的情节还是电视剧的风格。喜欢这个结局，比小说的好。            
(3星)	 我又白痴+花痴了……来个大叔把我拉回现实中吧……            
(5星)	 很早之前看过原著，现在钟汉良和李小冉成功的演绎了这个凄美的爱情，比原著的结局让人感觉欣慰些            
(5星)	 根据小说改编电视剧中感觉最好的。            
(5星)	 天哪，因为他，我直接对所有男人无视了。。怎么办怎么办，嫁不出去了！            
(NA)	 电视没看下去，不过把书看完了，故事很曲折。。很纠结为什么总是失去才知道珍惜……            
(5星)	 看了这个剧突然爱上钟汉良了。            
(2星)	 知道么这电视剧太水了跟高中生英语剧一样常常没逻辑前一句接不上后一句 还一句话重复好多遍 跟书差着一千倍一万倍一百万倍            
(NA)	 慕容沣，这个人物塑造的符合我对男人的一切幻想……我不介意为这个完美的虚幻犯几天花痴……            
(4星)	 怀表先生和兰花小姐            
(5星)	 力荐的原因很简单：因为看这个犯了花痴 痴的好开心 钟汉良演的四少好的无与伦比  女人绝对的YY对象            
(5星)	 一开始是文字吸引了我，结果又沦陷到怀表先生的霸气和深情里了。。。小冉气质绝佳，俩人真是绝配又养眼~~            
(4星)	 别的不想说。。就想说真好看啊。。            
(NA)	 连配角都那么专业 能不好看啊~~            
(3星)	 2星的剧情，5星的小哇，综合4星~            
(5星)	 好看！            
(4星)	 匪大最经典的一部小说，被编剧糟蹋成啥样了啊？要不是钟小哇，我怎么会硬撑着看完这狗血的36集噢！            
(NA)	 拍的质量不怎么好 我觉得  配音我也不喜欢 尤其是结局  书的结局太震撼了  我一直期待 想知道导演怎么表现  结果  诶 ~~~~~~这本书我最喜欢的就是结局了  虽然很虐            
(3星)	 六少变成四少了            
(4星)	 结局同开头都雷的让我很欢乐~            
(5星)	 太美的爱情了 执子之手 与子偕老            
(5星)	 男猪太帅了，两位主角演技实在太给力，心甘情愿给5颗星            
(NA)	 将一部言情小说拍出看书时幻想的意境着实不易，男女主角功不可没。再加上场数可观的令人春心荡漾的吻戏，床戏，实为色女福利。钟四少终于接到一部能让他红起来的片。他必能凭此片必能俘获无数少女，宅女，已婚妇女的心。同时表示对片中的神曲接受无能。数次出戏。 （转）            
(5星)	 我是那么痴痴用两天时间看完这部35集的电视剧，这对痴男怨女的情路好坎坷。江山美人，小哇把四少诠释得如此风华绝代。男女主角的都用神情来打动人心，演技派！！！虽然电视剧制作的不是很精致，但有小哇的存在就足够让它熠熠生辉。            
(4星)	 用生命诠释的爱，丰富的人生造就深沉的爱。越到后面越好看。。钟汉良好帅好帅好帅好帅。。。            
(5星)	 喜欢，钟汉良好帅啊！痴情好男人！            
(5星)	 小哇小哇小哇~~~~~！！！！！            
(5星)	 慕容超帅的~本来就喜欢狮子男！！哎。。看完以后我空虚了....            
(5星)	 四少太出彩了，其他演员也都不错。剧情虽然有缺陷，但还是很值得一看。            
(5星)	 只能说小哇秒杀一切！~~~            
(5星)	 惊艳            
(3星)	 看了开头结尾加剧透，感觉就是一部正常版的同志亦凡人~~~            
(5星)	 那就是一部很好看的内地爱情片，很好看真的很好看            
(3星)	 完全是为了 小哇            
(5星)	 超好看。我觉得这是我看过的一部由小说改编的爱情剧里面最好的一部。很感人~~~            
(1星)	 冗长~~~无变化~~只看了一集。。。完全是只在一个场景下演了一整级~拖拉无意义~            
(5星)	 爱啊，小哇演技太给力了~~~~            
(5星)	 小哇真是各種美好，各種帥啊！！！            
(NA)	 越是违逆全世界的爱，越是渴求；越是深刻的爱，越不能忍受分享~ 爱的那么深所以那么纠结...            
(5星)	 钟小哇帅得没天理啊！            
(5星)	 感情戏细腻   演员给力  心疼中            
(5星)	 看过小说···发现这是唯一一部超越小说的电视剧···            
(5星)	 被吸引            
(5星)	 虽然还是有几个雷点~但是在国产改编剧中已经算是很优秀的了~钟先生真帅啊            
(3星)	 就是为了看小太阳来的。。。            
(4星)	 2天看完= =看得我荡漾啊。。。许久不HC了。。。唔~~~虽然是happy ending，心里还是很难过的，千辛万苦，最后也仅仅是粗茶淡饭。。。曾经的天下，战乱，权力，都变成了浮云，结局狗血= =。。。            
(4星)	 跳跃着看完了，原来又是匪我思存的作品，很小言，竟然在最后一集哭了。其实觉得故事有些单薄，不过演员演得可真投入......            
(5星)	 般配惨了            
(3星)	 额，钟汉良不错，我也看过原著，咋拍出来这么无聊呢            
(5星)	 偶像剧军服版。。。。额。。。某人很给力            
(5星)	 姐姐一度中了小哇的毒，很深。。。太帅了。。比小说好看            
(4星)	 这部拍的还不错，比佳期如梦好            
(NA)	 小哇~~~~            
(4星)	 结局太狗血了。            
(5星)	 好看~！我喜欢看军阀时期的片子~！            
(4星)	 许久不再考虑爱情这个课题，《来不及说我爱你》给了我些许感受，挑拨了某些久违的伤感。四少的江山，静婉的痛苦，爱我又何以娶别人，爱情从来都是宁为玉碎不为瓦全。            
(NA)	 好吧，我很爱这部电视剧，至少是现在。我爱四少的腹黑，我爱静婉的诀别。我爱四少说：遇见你，这样迟。或许他们不被看好，四少不是好人，他们的爱情很空虚，但是有谁会为了谁舍弃了自己舍弃了所有。最初的温暖幸福，最后的完满。            
(4星)	 有些太梦幻，不太真实。。            
(NA)	 太扯淡了。            
(5星)	 钟汉良好帅啊好帅~            
(4星)	 小哇。            
(3星)	 好看的前半部,让人蛋疼的后半部            
(5星)	 就冲着民国和小哇这2个元素            
(4星)	 看到最后才觉得有点舍不得 前面的太腻了反倒不爱 到后面~爱有深度了还不错            
(4星)	 在室友的强迫下，由三颗星改成了四颗星。            
(5星)	 我觉得这是匪我思存的小说改编成电视剧最好看的一部，郎才女貌，钟汉良演活了慕容四少，看到中间那几集，心里纠结得难受啊，很不错哦！力荐！            
(4星)	 继纳兰公子之后..慕容四少再一次让我不淡定了..            
(5星)	 被小哇翻了。            
(3星)	 好吧，我只看了开头和结尾            
(5星)	 很喜欢小哇跟小冉在里面的演绎，太美，太帅了，实在是被这个电视深深的折服了，四少的霸气，豪情，浪漫，很喜欢            
(2星)	 什么玩意儿！分那么高            
(NA)	 看了一点，就看不下去了，评分还挺高，可是就是喜欢不起来            
(NA)	 太喜欢了  相对于书来说有个完美结局！            
(3星)	 集数太多了，就喜欢他俩甜蜜            
(4星)	 不如碧甃沉，加上了不少主旋律，却仍是不错的，好过很多偶像剧。四少这样的男人，静婉这样的女人，都是一见就误终身的类型啊。。。。            
(3星)	 养眼啊~~~            
(5星)	 我承认我被激烈的吻戏和小哇爱死人的眼神给蛊惑了！            
(3星)	 还行吧            
(4星)	 一部关于江山美人选择的民国时期电视剧是因为书才看到这个的可以看一下            
(5星)	 看完电视剧，再去回想来不及这部书，发现脑海中出现的居然是李小冉和钟汉良……能如此细腻、真实的反映书中人物的神韵，实在是前无古人啊！演的太好了！由其是小冉！这部戏，让我彻底沦陷了！哈哈            
(3星)	 沛林恢复记忆前的那一声声大姐真受不了...虽然蛮喜欢李小冉，可是这片真不怎样            
(5星)	 强烈推荐。。。必看            
(5星)	 小哇帅到家了！！            
(5星)	 钟汉良太他娘的帅了            
(5星)	 从此以后  只是为你。。。            
(5星)	 超感人，真挚的表演……            
(5星)	 民国的爱情故事总是能赚到我的眼泪            
(4星)	 钟汉良，帅呆了。            
(3星)	 后面没看了我实在看不来。我完全是为了小哇= =            
(5星)	 钟汉良超级帅！            
(4星)	 比小说结局好。            
(2星)	 对言情剧提不起兴趣。满剧的模式化好人，模式化坏人。钟汉良挺硬朗，但远没有大家说的英俊啊            
(NA)	 感情故事感人！            
(5星)	 感人啊。。            
(5星)	 生活里我纠不起来了，让我沉浸在电视剧中纠结吧            
(5星)	 剧末最后六集超狗血，可以直接忽略了...            
(4星)	 两个演员选得不错，气质相符，只是演技有待提高。把原来的剧本改了很多，各有各的好吧            
(4星)	 钟汉良的吻戏太棒了，好看            
(3星)	 整个电视剧从剧情到人物形象改变的有点多了！            
(5星)	 我遇见你  这样迟               
(3星)	 只能说 钟汉良粉丝 很强大            
(NA)	 情节太冗余，剧情发展太慢。太做作            
(4星)	 真的太太太太太太啊啊啊啊！！！！钟汉良 oh mygod            
(5星)	 经典            
(5星)	 小哇、小冉！从此进化LM！            
(5星)	 太棒了！难以自制的大爱！            
(4星)	 尾结的有点仓促==            
(5星)	 电视小说都看了几遍，只能说钟汉良太帅了。李小冉太美了。这个片子拍得也算对得起小说了            
(NA)	 话说这片子看得都笑死我了…钟汉良太敬业了，这片还能演的恁么投入…            
(4星)	 结尾再精细些就好            
(5星)	 钟汉良。。。真帅。。。。。            
(4星)	 越看越有韵味。喜欢。            
(3星)	 还好，很喜欢男女猪脚            
(5星)	 感情至深，不做作。打动人心，难得的经典            
(4星)	 现在想想觉得这部戏给人的感觉好像黄晓明的《暗香》啊，只不过换了部同的时代背景，但粗糙的制作却是叫人不敢恭维的。            
(5星)	 说真的，剧情真走的有点慢，但是钟汉良和李小冉实在是感情太惊天动地了。来不及，是因为处在乱世，说爱你是要你记得我我是真的很爱你。唉。我爱钟汉良，我也爱李小冉。            
(NA)	 反正钟汉良可帅。            
(3星)	 看了书  也看了电视剧 爱情永远是真实的 但是故事好缥缈            
(5星)	 我的小太阳哥哥 那缩水的胸肌~~不老的脸~~183的个~~狂野深情的目光~狂多吻戏啊哈哈哈~~如果不是你演 我怎么会看这样一个电视剧             
(5星)	 看得人肝肠寸断。            
(NA)	 很唯美            
(5星)	 钟汉良表演的实在太好了，那种霸道，爱美人同爱江山的感觉~~就是结局不该改啊~~            
(5星)	 结局充分说明回忆的力量无穷大。再有就是信物很重要。匪我思存总算如意了，作品熬成电视了。            
(4星)	 为什么要把爱情弄得这么复杂啊，爱了嘛就在一起啊，不能在一起就请忘记嘛，纠结是纠结得来，受不了            
(5星)	 看来小说又来看电视剧，感觉很亲切，关键是小哇实在太适合演军人了，够挺拔！            
(5星)	 既符合原著又有新的亮点!            
(4星)	 哎哟喂柔情似水的男猪脚...            
(5星)	 一切的一切，情堪以何 。。。            
(5星)	 我最爱的肿汗凉啊~~~~~~            
(5星)	 很喜欢这部剧，小钟演的太好了，特别是细节，大爱！！            
(2星)	 作为一部电视剧来说，真是很差劲。            
(NA)	 最近果然不是看“風花雪月”的心情            
(NA)	 哇靠~~这是我看过的改编小说最成功的一部！男女主角都符合小说里的形象！！小哇太给力了~            
(4星)	 剧情一般但是小哇超级超级帅！            
(2星)	 太日了，一开头便被雷到，不清楚他们到底是追杀还是追着玩。。。钟汉良也是，怎么接到的片子都这么弱呢？            
(NA)	 从吸血鬼日记的STEFAN到来不及说我爱你的四少，我承认我移情别恋了，我太爱四少了！！            
(3星)	 终于看完了！刷星星的人你们好厉害呀！这么低成本制作的春雷轰轰的片子怎么就能5颗星哪？！看看那打斗场面，就让人觉得伤不起呀伤不起，有木有呀有木有！！            
(NA)	 两位主演都是实力派，是可以带你进入剧情的演员！希望这部剧赶紧上星吧            
(3星)	 越看越象琼瑶剧            
(NA)	 虽然剧情狗血,但是男女主角很漂亮,数段吻戏数段床戏啊太强悍,博人眼球            
(4星)	 钟汉良同志太帅了，完全丧失抵抗力了            
(3星)	 明显小说要好看多了，，，，            
(5星)	 懂不懂什么叫经典？这就是经典！            
(5星)	 小哇和小冉演的太赞了！太有爱了！            
(5星)	 单眼皮男最有爱            
(4星)	 腹黑哦～被秒了～            
(5星)	 那种混乱之下的爱情，是人永远的向往            
(5星)	 喜欢极了钟表王子            
(4星)	 两位主角选得真好，虽然我还是比较喜欢原版剧情中那种纠结阴差阳错生离死别的超虐剧情，不过朋友说那样子女主角就死的太窝囊了，不过这剧情后期貌似有点过于和谐            
(NA)	 算起来 是小说改编电视剧中比较成功的一部了            
(4星)	 遗憾的是里面的背景音乐有点不符合！            
(5星)	 太靈了！！！小哇超超帥            
(4星)	 小哇在里面太帅了~可是结局不喜欢，太作了~            
(5星)	 小哇的眼神很犀利哟，像鹰一般……            
(5星)	 非常的好看，演员选的好，导演不错            
(5星)	 钟汉良啊，永远是那么的迷人...~~            
(4星)	 虽然节奏慢了点，还是很感人的。特别是“信之”，行为很高尚，但我知道其实他也很痛心的。            
(NA)	 帅哥 口水中......            
