http://movie.douban.com/subject/5279587/	玛丽外宿中 매리는 외박중
(3星)	 张根锡啊！~小帅还是那么有型            
(3星)	 喚醒純愛的感覺吧~難得男一男二魅力不分上下=)            
(2星)	 主角实在太好看了........好看啊..... 口水阿.....情节?情节是啥?我忘了啊.....            
(3星)	 编剧不给力，演员再好，还是不顶用的。。。            
(NA)	 国民妹妹和张妖孽~~            
(3星)	 好爱他俩~~快快更新吧~~追剧好辛苦~            
(3星)	 男二，感觉像是不会走道，看着真别扭            
(3星)	 小妞还是装可爱的好，被踩了脖子的声带切掉吧。            
(NA)	 妖孽根锡+全程梦幻+牵强契约+不爽结尾 =-=            
(4星)	 两位男主 都太符合我心意 而且女二也是我喜欢的类型哈哈 好看            
(2星)	 烂编剧毁了好演员，音乐还是不错的。            
(3星)	 纯为演员            
(1星)	 张根锡的所有男一人物性格开始都很装13。文MM这一次的形象雷动人心。男二腿长的让人心慌。最后请允许我授予女二最佳传媒奖。非常泡沫的爱情剧。今天看完了            
(NA)	 美型，抽动            
(4星)	 就是为了看张根锡的，剧情太没跟踪点了。。。            
(5星)	 虽然早过了看韩剧的年龄~~            
(3星)	 弃了，真好            
(3星)	 被编剧毁了            
(3星)	 剧情狗血，可是，因为双根，我这个大姐还是追着看啊            
(3星)	 张根硕真适合这样的角色 财阀大公子的形象倒也适合金材昱 &gt;&lt;这剧如果可以腐也可以不腐 文根英的容貌跟男一男二比起来真是……让人汗颜了……PS：希望下次张根硕和金材昱都能出演一个能突破现有形象的角色最后一集PS：你结尾敢不这么草么！！！            
(3星)	 男人怎么可以那么瘦~！！！！！！！！！！！！！！！！            
(4星)	 阿~            
(4星)	 又一部喜欢男二号的韩剧。。。本来是冲张根锡的，结果，男二比较养眼            
(3星)	None
(3星)	 从当初的快刀洪吉童 到现在的玛丽外宿中。你一直在添加自己的印记。            
(3星)	 到最后了就突然不想看了。。。不过还是口水玛丽的大衣            
(4星)	 开头还是可以的，后来怎么就没意思了呢            
(3星)	 “双根”的组合大爱，男二还是那么悲催。阵容很强，毁在烂编剧手上了。剧里演员的造型服装都不错，别的就忽略吧。o(╯□╰)o            
(4星)	 注意力全在张根硕跟文根英身上，            
(3星)	 怎么说呢，前面剧情有些拖沓，不过作为消遣看看还是不错的PS喜欢几位主演            
(3星)	 我擦这是什么编剧什么结局啊            
(2星)	 可惜男一没有hyde美遍360度每个角度的貌男二走路怪样却和gacket如出一辙……            
(2星)	 和男2的话还有点兴趣 男1太娘拉            
(2星)	 连更两集，我却有了“啊~要看两个钟头这么久还不如去吃饭”的念头。我弃了..专心秘密花园吧。            
(4星)	 张根锡这个妖孽.....另个只似乎也是妖孽桑....不过看惯了日剧...十集是偶的极限。。。米啊奈~锅妹那晒            
(4星)	 满足我的花痴心态            
(3星)	 服装 帅哥 美女 就为这些才看完 剧情神马是浮云            
(NA)	 越来越有爱了。。。(*^__^*) 嘻嘻……            
(3星)	 剧情居然能纠结到这个地步，非要给男二难堪才能显示真爱么？            
(2星)	 一般得不能再一般得韩剧，无聊人士的最爱。女猪脚有点装。            
(5星)	 就是觉得跟勾心斗角的爱情片不一样 看着很开心            
(4星)	 开头不错 我怎么觉得编剧换了后 变俗套了...冲着文根英的民族风打扮和两大俊男还是值得一看的...            
(3星)	 文mm一星 小张一星 男二一星除了这三个演员 剩下的都是垃圾            
(5星)	 各种恋爱的感觉            
(3星)	 换个编剧 情节就狗血了 干嘛要换啊            
(4星)	 张根锡真是媚的让人全身起鸡皮疙瘩啊！            
(3星)	 一部韩剧的男二长的相当的日本...很有味道...but发型还能再悲催点吗？            
(3星)	 本认为强强联手，应该能擦出点神马东东吧但到现在来看，只能用soso来形容，无聊的时候看看            
(4星)	 音乐还不错             
(4星)	 追了两集就没有再追了，不过对于张根硕和文根英的FAN来说，应该是一部不会让人失望的电视剧。            
(4星)	 越看越无聊、shit            
(1星)	 喜欢男二，很忧郁，很日化。不过这剧我实在没看下去。            
(3星)	 最年轻的演技大赏获得者完败给脑容量超小的编剧。            
(NA)	 后来觉得木啥意思            
(1星)	 太烂            
(3星)	 应该是这样，前1/3五星，中1/3 三星， 后1/3一星。而这些星都是给小帅的&gt;.&lt; 不管怎么样，谢谢这部剧里的小帅，在我很难挨的时候萌住了我，帮我渡过一段很颠簸的时光。2010 bye!!!            
(3星)	 偶像剧，剧情就是不太足，虽然人都很养眼~~            
(3星)	 冲着男主&amp;女主而去的，越来越觉得偶像剧太幼稚了，不过此戏比较养眼，最开始打发时间还可以，后来完全放弃了，看不了偶像剧的年纪            
(4星)	 更爱 金材昱！  气质男！            
(1星)	 如果不是小帅，我真坚持不了这久。            
(4星)	 张根锡的演技正常很多，相比起在是美男的那种搞怪和莫名其妙...这次倒有那么点男人的感觉了...虽说两个男猪都挺帅气的...剧情不错，关注中。。。            
(3星)	 我 我竟然！！坚持看不下去~~ 啊 张小帅童鞋 我对不住你==            
(NA)	 只为张小帅            
(5星)	 越来越妖孽的某人啊＋＋＋            
(3星)	 文根英真的長歪了。真的。。。 還是材昱帥呀。。            
(3星)	 硬着头皮看完了最后几集。。。            
(2星)	 烂编剧都去死            
(3星)	 主角儿还挺帅气的~~~~歌曲不错~~~            
(1星)	  金材昱这个男人的倒三角和性感的小颧骨，不行，我沦陷了。虽然对于韩剧这种东西总无法苟同，但对于美好的事物，总是没有抵抗力。            
(4星)	 原来文根英已经长这么大了，可以演感情戏了...            
(3星)	 喜欢男二号演的郑仁            
(2星)	 只给两颗星 还是给场景的 男的像人妖 女的像大妈            
(4星)	 风格很漫画。盯着衣服狂看。文根英好年轻都不像24。张根锡好妩媚。男二的某套西装完全错其。男银们都快比女银们更柔美了。            
(4星)	 还可以。。            
(3星)	 好吧，我來看帥哥美女的            
(3星)	 颜!!!!等我这两个星期忙完就再追啊啊啊啊啊 !!!! essay季脑残剧治愈多!!              
(NA)	 释放压力的方式            
(2星)	 不追了……！            
(4星)	 冲着某人的秒杀微笑多给一颗星 剧情不给力也没头绪 最后一集车里那段让我差点以为全剧重点是傲娇受与隐忍攻的苦恋... 爱情如果变成了选择题 一切才有转机的余地            
(2星)	 看着看着没有看下去的冲动            
(4星)	 張根錫 艷了 。 o   O            
(2星)	 太失望了啊 剧情真的不给力            
(5星)	 张根锡就是个妖孽。            
(2星)	 实在坚持不下去。            
(3星)	 没意思。            
(NA)	 - -！怎么这么失望。。。            
(4星)	 帅哥美女~            
(NA)	    雙根在一切劇情都是浮雲啊==            
(4星)	 张根锡你能不能不要那么帅啊！！！            
(3星)	 搞笑吗？            
(3星)	 人生啊，最后一集还特别特别不给力。快进都嫌慢，可能收获就是两个。一个是，当男二把玩类似IPAD的时候那玩意竟然可以接电话，当然插了蓝牙，不然举起来手很酸的吧。还有，原来他们都是90后再剧中设定，我算是无语了。怪不得看不懂啊看不懂。90后，你们看懂了没            
(3星)	 世界已然90后            
(2星)	 除了三四集 其余无感            
(NA)	 超有爱的开头啊！！！喜欢无止尽！！！！            
(3星)	 男一男二都很养眼啊（心 心）            
(4星)	 老了老了，无聊 看看这种养眼青春还是不错的，呵呵            
(3星)	 追的累死了            
(3星)	 一直在快进中进行，没想到小丫头长大了是肉肉脸啊。            
(4星)	 四星给演员，编剧0分。            
(3星)	 乍一看海报没看出来有男的，剧情很糟，偏爱男2号！            
(NA)	 我想看文根英！！！！！            
(2星)	 女猪脚不是一般的傻  打着纯情招牌的棒子剧让人五雷轰顶阿阿阿            
(3星)	 orz。。。很久不看，一看碰到这种，，男一男二官配，，女一打酱油。。。飘过~~~~            
(NA)	 除了看脸 其他真的很烂            
(NA)	 这剧情。。。            
(2星)	 只能············哎·····了····            
(NA)	 Before虽然我现在不喜欢韩剧= =。After没有感觉上好看。然后觉得小帅长残了？             
(4星)	 很快乐的电视剧。。。笑得很开心。。。喜欢，剧情越看越有爱啦，我这下真的加入外貌协会啦。。。还是蛮轻松的，结局女主人公的阐述还是蛮生活真实的。。。个人觉得比秘密花园好看多了，不知道为什么收视率那么高，真奇怪            
(3星)	 文MM长大了也好水嫩啊~            
(NA)	 无乜            
(NA)	 超爱张根锡 亲            
(4星)	 其实我比较喜欢看男一和男二的戏码～～            
(3星)	 看基情~看欢乐！~~            
(3星)	 看到十二集就看不下去了，来来回回反复折腾，你编剧受得了观众可不买账            
(2星)	 魏玛丽就是个神经病啊根本⋯⋯            
(3星)	 开头还不错，越看到后面越没劲，没意思。            
(5星)	 哇我觉得太赞了。。情节不俗套很新颖啊我喜欢            
(3星)	 张根锡实在是太销魂了！！~~剧情的发展越来越不给力，恶俗且脑残，唯一能撑着看的就只有两大帅哥的脸，一度觉得干脆让男一和男二好了算了~~后面的剧情基本就是快进看的。然而却还是坚持着看到了结尾，因为，我只想要祝福，花朵般美丽的爱情~            
(5星)	 大爱！！！张根锡帅！！！            
(1星)	 看了第一集就再也看不下去了，(-┏)。            
(3星)	 文根英的演技演这个实在是糟蹋了- -不过还是忘不了曾经那个眼睛会说话的女子和乘着风的少年啊啊~_~            
(3星)	 其实我是喜欢里面那个爸爸，傻傻的，但真的很爱女儿            
(4星)	 在快进中看完了最后几集 纯粹追金某的            
(3星)	 看了4集看不下去了。            
(4星)	 很可爱的文根英，男主角也很得意。。。            
(5星)	 妖孽啊～～根锡～～希望你和男二有好结果～            
(1星)	 看了一集的就弃了。。。。编剧脑残！            
(3星)	 对剧情很失望，对男二的搞笑生硬技巧有点遗憾，对女主的大脸不是很能欣赏，认为最后一集好看些。            
(5星)	 小孩子们谈恋爱!!!!            
(3星)	 张根锡太娘们了我受不了啦简直就是我喜欢的强零啊！！！！            
(NA)	 永远也无法抗拒的张根锡，            
(3星)	 劇情不是一般的一般 表演也只是一貫水準            
(3星)	 张根锡的床戏擦药、起床什么哒，真是太妖孽了            
(3星)	 见异思迁了思密达~~本来是来看张根锡滴，结果我还是讨厌长头发男生，同理不LIKE他了，男二很有爱哟！！LIKE LIKE！！那个徐准的单相思，总觉得是映照了偶的感情呐！！悲催啦思密达~~            
(2星)	 一共就那么十几集，结果还每集都是“我到你那去吧，我在他这呢”你累不累啊？不烦啊？ 不过第一集张根锡被撞一抬头那段真是妖孽啊！！！尤其是那卷发！！还有手破了用舌头舔了两下，好萌！！！            
(2星)	 剧情简直没法儿看，好演员得有好本子才行啊~            
(1星)	 三个演员都是大爱，但是剧情雷人之至不予言表，没有看完。            
(4星)	 张根锡，你懂的            
(3星)	 我就是觉得吧  张根锡很有当gay的潜质，那小水蛇腰。。。            
(NA)	 merry Christmas            
(3星)	 最然中间拍的有些内容让我到了匪夷所思不可理解的地步，不过，不知道为什么特别喜欢最后一集里一年后的内容，很感触            
(1星)	 结局如果是男一号和女二号，男二号和女一号在一起就好了~~看到这里，想法是这样的。如果继续下去，我也不知道以后感情天平会倾向谁更多一些。 又看了两集电视剧，决定不看了。烦死了~~烂剧~~~            
(2星)	 张根锡越来越妖孽，有点受不了了。。。男二金材昱是亮点，第一眼觉得有点怪怪的，越看越灵，男二啊，果然是给观众们爱的。仅一个男二，无法让我坚持看完            
(4星)	 虽然日韩老喜欢演自言自语十几分钟很烦人，可是男女主角都好可爱~            
(3星)	 棒子就不能正常点？张根锡以前不是挺好的咩。怎么变这样了。受不鸟。            
(3星)	 快点出啊~~~不给力            
(5星)	 不知道会停播多久，哎。。            
(3星)	 弃之            
(4星)	 喜欢，喜欢            
(3星)	 冲人去看的            
(4星)	 没有张力            
(5星)	 最终的最终是个幸福的结局无论怎样幸福还是不难吧            
(4星)	 哈哈~~完全是因为张根锡看的            
(4星)	 一开始看的时候不觉得咋样,慢慢看下去,好像还不错...            
(4星)	 完全是因为演员阵容，结果越来越失望...            
(3星)	 故事情节真是俗到爆，不过演员很养眼哦。。。            
(5星)	 哦。张根锡。。捂胸口，倒下！！！            
(NA)	 张根锡啊张根锡   文根英啊文根英            
(4星)	 虽然受不了韩剧的拖沓，但是最近的韩剧似乎开始改良了很多！张根锡还是那么帅，^_^，喜欢！但是无法坚持看完，因为偶像剧啊偶像剧，就是如此！保持一点神秘的好！            
(3星)	 不喜欢女猪脚。看小帅去~~            
(5星)	 连音乐插曲主题曲都那么赞，小帅更是青春无敌可爱帅气外加酷到爆，难再有这么赞的了吧            
(3星)	 轻松搞笑的，消遣消遣不错            
(3星)	 实在很一般的剧情，充分有让人看不下去的理由..但是，四位主要人物的表现都还是很不错的~这三颗星都送给他们的演技...            
(2星)	 白瞎了啊…白瞎了            
(NA)	 浪费了双根组合啊            
(2星)	 万恶的天平男！            
(4星)	 起先看着着实不错~后来么，有点没劲类。。            
(4星)	 除了养眼，也只有养眼了……            
(3星)	 妖孽张根锡，剧情没啥，冲美女美男去的            
(4星)	 每每看完一部电视剧就觉着空虚，不是说有多喜欢，有多舍不得，而是陪你度过这一段时间又过去了。。。            
(3星)	 剧情不喜欢= = 。给喜欢的文根英和张根硕            
(NA)	 养眼的还是养眼  为了轻松些 我也需要外在一下            
(4星)	 苦闷的生活还是需要一点欢乐狗血的偶像爱情剧。            
(2星)	 真是看不下去。。。。张根锡怎么整成这个样子了？？？？            
(3星)	 人和服装都挺养眼的……后面的剧情，追不起来，弃了            
(4星)	 张根硕太销魂了~~~文MM的衣服都好喜欢~~~~            
(3星)	 小帅同学已经成功变身成女人了~            
(2星)	 从不看韩剧的我不是因为任何一个演员 剧情啊 爱上艺术家啊 rocker啊···哎哟喂啊            
(4星)	 呵呵 看看还是挺好看的 女猪长得其实挺可爱哇            
(3星)	 拖了。            
(3星)	 对这剧宽容些，其实可以看得很幸福。。。            
(3星)	 我喜欢男二啊 ~~            
(3星)	 如果没有张根硕，我不会看。            
(4星)	 张根锡            
(4星)	 张小帅 金美人            
(3星)	 张根锡好萌。。。            
(2星)	 浪费两个好演员，心痛啊            
(4星)	 我等更新等快疯了。。。            
(3星)	 蛮喜欢这组搭档的，才会N年不看韩剧又再看一部。。。剧情很薄弱，完全在看人。。。            
(4星)	 第8话，弃，金同学的脖子应该治治了            
(2星)	 一直把男主角当成女人在看！剧情一般到追不下去！            
(3星)	 最终还是没屏住，10集开始追，杯具。            
(2星)	 衣服和发饰都非常喜欢，其他实在是。。。。。伤心            
(3星)	 小张真的素越来越娘了~~~多的一颗星为女一和男二            
(4星)	 张根锡一颗星文根英一颗星金材昱一颗星剧情一颗星            
(2星)	 这三个人我都喜欢, 这个剧情实在太烂!            
(2星)	 看这个电视剧前面开始不错，演员挺吸引人。最后的结尾不知所云            
(2星)	 三集弃            
(4星)	 张根硕笑起来太美好了~剧情实在是吃不消看下去了            
(2星)	 实在是太烂的剧本 还有那男主角不顺眼的脸            
(4星)	 Suk很好~            
(4星)	 觉得里面演员都还不错，剧情也还行吧~            
(4星)	 纯被男主解美貌杀到。文根英该磨下巴了。要不减肥后的下巴实在是太。。。好吧。人本来就是这样子的。            
(NA)	 如果不是张根锡和文根英，我怎么能看完。            
(4星)	 背景音乐很不错            
(3星)	 后面的剧情真是混，增减剧情毫无根据。主演挺美。            
(5星)	 第一部从没开拍追到大结局的剧 完全是为了双根给五星 虽然编剧很让人无语 但两人的气场和表演都无懈可击滴契合 OST也很给力 至少它让这个冬天变得温暖了            
(4星)	 ..很兴奋..特喜欢无缺和玛丽在一起的时候，特温馨特幸福..没有太喜欢男二..也没有讨厌女二..            
(4星)	 剧情有点熟套，，但演员，服装不乏亮点            
(3星)	 。。。。这超级无敌happyending 普通的结局。。。。。所有臆想一个都没发生            
(4星)	 帅哥美女啊~            
(3星)	 漫画神马的改编都很好看哈~我又错了。。让我坚持看下去的理由是什么。。我自己都不知道，总之看完了            
(3星)	 蛮好看的～可爱的文根英，妖孽的张根锡，正经的金材昱的组合蛮吸人眼球的            
(3星)	 剧情太不ok了……就是主演挺养眼的            
(NA)	 狗血的劇情 爲了我們材昱才看&gt;&lt;            
(NA)	 对小锡锡垂涎三尺呢            
(3星)	 没坚持下去。。再好的美男也拯救不了烂剧本啊            
(1星)	 怎么会有这种垃圾！            
(4星)	 算是一个好的结局吧，中间有些无趣呢，都是误会堆起来的剧情            
(2星)	 只能说  叫烂片了。。。            
(3星)	 失望            
(2星)	 除了皮相和包装，真的不行啊            
(3星)	 没有意外地结束，剧里姜武玦，现实里很多MM会选郑仁吧~            
(4星)	 俊男美女 漫画改编的故事            
(3星)	 虽然几位主演都是非常喜欢的养眼韩流明星，但剧情真的不好看，可惜了，剧中文根英同学的服饰倒是很漂亮，喜欢那种风格。            
(3星)	 又是一个俗套的四角恋。。            
(NA)	 大爱玛丽的穿衣风格！            
(4星)	 妖孽啊妖孽~            
(2星)	 虎头蛇尾，都没交代清楚，无逻辑性可言，绝对是赶工之作！            
(4星)	 挺不错的~            
(3星)	 O__O&#34;…            
(3星)	 僅供花癡！            
(3星)	 坚持唔到睇完            
(4星)	 虽然剧情有点老套，但还是很好看的~算是一部养眼的电视剧！            
(3星)	 美好的，韩剧的一贯风格，只是我不相信王子和灰姑娘的童话。就当是做了一个梦吧！            
(4星)	 两名文艺小青年的爱情故事  帅哥养眼            
(3星)	 三颗星都是张根锡的            
(3星)	 ……看到后面好无趣……            
(4星)	 第一次，第一次喜欢男二大大的超过光彩照人的男一。            
(3星)	 追不动了，直接等结局吧。结局蛮现实的。            
(3星)	 我超喜欢张根锡 可是对这戏好失望，这种烂片。。。也不喜欢文根英。冲着张根锡给三颗星            
(1星)	 有脸蛋都无法再看的一部...            
(NA)	 怎么又看起韩剧了= =。。一如既往喜欢闷骚男，不过女猪脚最后到底会和谁在一起实在是看不出来啊~虽然内心喜欢闷骚男，但是又觉得应该是跟张根锡在一起。【终于看完了～大爱最后二十分钟！一般是结局比较弱，这剧居然是结局最好看！！简直融化前面瞎得不行的剧情，早就该按这个调调编剧了啊！！】            
(3星)	 第九集 弃            
(3星)	 发展发展男1和男2吧~~ = =            
(2星)	 山鸡编的狗血剧情            
(2星)	 顶无聊！！！！！            
(3星)	 是不是偶像剧看太多了~雷同的四角关系我疲劳了。            
(4星)	 超爱超爱            
(3星)	 帅哥靓妹狗血浪漫爱情剧            
(3星)	 喜欢张根硕惊艳的外表和风流的气质。深深地被他吸引着。他是目前为止我觉得最没有瑕疵的艺人。            
(3星)	 傻逼的编剧。。。            
(2星)	 没看完...看不下去了实在..            
(3星)	 实在是没有耐心追到结尾，虽然演员都不错。            
(4星)	 玛丽也追完了 暂时又空荡荡滴            
(3星)	 唉...爛尾...            
(3星)	 “不是不看韩剧嘛”“就跳着看下”“一样吧”“呃。。。”——俩人在一起以后完全看不下去，弃。给张同学几颗星好了。。。            
(2星)	 韩剧都是开头几集较养眼，后面就索然无味纠结乱伦恋            
(3星)	 文根英像小傻子~张根锡我喜欢你短头发~            
(3星)	 弃剧！            
(4星)	 在看中　发现文根英　越来越　不是好看　是耐看了  好吧 结尾扣分了            
(3星)	 韩剧什么的。。拜托我很幼稚的。。            
(3星)	 玛丽你的头发我很爱啊。。。最终也没有说那个讨厌的大叔和玛丽她妈是个什么关系。。            
(2星)	 张小帅和HYDE越来越像了0 0   怎么说，编剧太不给力，后面就烂了。            
(3星)	 比较烂俗            
(1星)	 一星打给张根锡的            
(2星)	 完全失了兴趣。。。不看了。。。这年头阴柔当道啊。。。            
(4星)	 无聊的时候看看帅哥心情老愉快了            
(5星)	 这部剧异常的腐啊！            
(3星)	 喜欢的打滚啊啊啊啊            
(4星)	 我喜欢玛丽的衣服，所以。。。            
(4星)	 文根英还是这样的造型比较萌啊~比灰姑娘的姐姐要萌很多&gt;&lt;恩恩。。完了，我喜欢玛丽的造型咋办捏&gt;&lt;张根锡还是笑起来比较好，不化妆比较好，短发比较好~            
(2星)	 很喜欢小帅，也不讨厌文根英，但这部剧实在是无聊，弃之！            
(3星)	 张根锡啊。。。太帅了。            
(3星)	 编剧有点无力，剧情不够饱满            
(2星)	 剧情没有连帅哥都没有，看个毛啊。            
(NA)	 又是一部看不下去的韩剧。            
(3星)	 我就是为了看看金材昱 可是...第五集 弃!            
(2星)	 看了一半实在看不下去了，三个主演都是俺待见滴演员，可还是看不下去，这剧情是有多白烂啊            
(4星)	 再不要看电视剧了，我的生命生命生命生命......            
(2星)	 男女主配演员们都是喜欢的型，剧情虽然是小白，但毕竟属于轻松的剧，不用动脑子的剧集，看起来还是比较愉快的！两颗星完全是给演员那么辛苦的演了这么个剧。            
(3星)	 剧情太NC了，果断弃之……            
(3星)	 狗血剧情……因为金饼饼加两星……            
(3星)	 这剧本毁灭了双根的卖相和演技            
(4星)	 长的美就行了 剧情什么的就随便吧            
(3星)	 没想到是这样的结局，不过还好，因为至少没太不靠谱，剧终把立意上升到青春的选择，至少不算很俗。要不是因为女猪脚应该不会看，她咋就长得那么可爱哩？            
(3星)	 本来看着已经很爽了，可是同期出现了秘密花园，被比下去了。。            
(3星)	 超多帅哥美女！！！            
(3星)	 是因为有张抽抽才看的。。。但是看到后来真的很想弃剧！如豆瓣上某位童鞋说的。。。编剧你是有多恨几位主演才把剧本写成这样的= =            
(NA)	 过于老套过于偶像剧，我老了，故弃之            
(3星)	 我是真喜欢之前那张海报            
(2星)	 实在无聊之极，一路快进着看完，书还是电影什么的再烂都不会弃掉，强迫自己何必呢            
(5星)	 冲着张根锡看的哦，不过，剧情来说就打着年轻人一代喜欢的吧。有待考验！哈哈            
(3星)	 看到后面看不下去了            
(4星)	 一贯的韩剧浪漫契约路线，拿来打发时间还是不错的，比蔡琳那部给力，至少演员都还年轻            
(3星)	 虎头蛇尾，斩            
(4星)	 被根锡睡觉的样子秒杀~            
(4星)	 演员配置不错，张根锡，文根英 只可惜局限于偶像剧            
(2星)	 你悲剧了。。。就这个分！！            
(4星)	 张根锡 你个雌雄通体 不要笑了 我快扛不住了            
(4星)	 张根锡.....你这妖孽~~~~。。。。。。。。。。。。。。。。。。            
(2星)	 很差！            
(4星)	 看完了T_T            
(1星)	 看看衣服神马的            
(5星)	 所有的星星都是給張根錫的，跟此劇無關……擦，你沒事能不能別長那麼帥……            
(3星)	 搜狗词条骗我说养眼            
(3星)	 只能说张根锡很帅            
(4星)	 张根锡太妖娆了~            
(4星)	 张根锡帅啊            
(3星)	 剧情很狗血 建议后半部分不要继续            
(3星)	 终于完结了，他再不完结我就要去撞墙了。再也不看韩剧了，那裹脚布的剧情啊，编剧你去重返校园吧！            
(3星)	 越是狗血 越是欢乐。。看到玛丽跟男二结婚场景我就想干脆从了吧 男二 其实你爱的是男主吧？被最后的台词shock到了“我们90后的年轻人” 哎哟 老了老了            
(4星)	 女主太可爱了             
(3星)	 虎头蛇尾...3星是给前面2、3集，还有文根英，张根锡的            
(4星)	 喜欢小帅唱歌的样子！好帅～            
(3星)	 说实话剧情真不咋的。但为了文根英，我又让我自己痛苦了。我该在第一集就弃了。哎，我居然给看完了。额。==！我还是去看秘密花园。哈哈哈。            
(1星)	 金材昱！！！！你应该是主角            
(1星)	 编剧坑爹呢！！！！！！！！！弃之            
(3星)	 偶尔脑残一下 三个主演蛮讨喜            
(2星)	 男猪脚很给力。。无奈剧情水分太多。。要是能榨干一点就好了。            
(3星)	 。。。            
(4星)	 剧情真的是不能再普通了，只不过演员我欣赏~~            
(2星)	 自从第12集我就没有继续看下去的勇气了，张姐姐的那张脸都吸引不了我。            
(5星)	 迷人的小帅~            
(3星)	 温暖我半个冬天的小白剧集终结鸟~ 发现每年冬天好像都有张根锡的戏陪我温暖过冬            
(NA)	 哎，，最开始就是没什么好评的片，我也不知怎么就一直看着了，，结果果然不怎么样~            
(3星)	 弃了            
(3星)	 很一般            
(3星)	 没看下去。。            
(3星)	 剧情神马的，都是浮云啊浮云~            
(2星)	 编剧水平太次，韩国治安好到谁家都能随便进吗？韩国男人柔弱到一碰就脆吗？文根英脸越来越大，鼻孔一哭起来就一张一张的。张根锡在这里的演技还好，就是不喜欢这样的角色，男二走起来来像僵尸，办起事儿来更不像个爷们儿。            
(3星)	 一颗星星给男色            
(3星)	 我是不太喜欢，老套。            
(3星)	 喜欢文根英张根锡。但编剧太不给力。            
(3星)	 小帅是帅 。。。但里面演技都太差了。。            
(3星)	 我在等他全部出完了再看，一直追很辛苦啊~~            
(3星)	 好无聊好白痴的剧情。要不是小根锡那张帅脸，打死我也不会看下去。（根锡看我为你多牺牲T T）             
(3星)	 我终于看完了...            
(2星)	  张根锡 太女人了。。             
(3星)	 张根锡你简直要妖媚过赵寅成了你怎么可以这么妖媚....            
(4星)	 越来越暧昧了，最后一集笑到癫狂。            
(3星)	 结局是个让我喜欢的感觉，不过剧情不够抓人，有点牵强。            
(3星)	 各种cute的男一张根锡同学。看到后来反而大爱男二~            
(4星)	 啊 = =。。就这么结束了。。            
(3星)	 完全是冲着小配去的            
(3星)	 又被我无情地弃了            
(2星)	 冲着美男张根锡追的电视。看到第一集就不看不下去了。个人原因对这类偶像剧没有耐心。一星给张根锡。一星给服装。张某人，期待你的其他好剧还有角色突破。像你说的那样。            
(3星)	 咱真不是看韩剧的料。这剧两集一个轮回，不停的在解开误会-甜蜜-产生误会-解开误会中无限循环。我们只需要分辨清楚，这次又是谁抱了谁被谁看到了就成。韩剧，就是这么简单。还有，这堆长辈能不这么理直气壮的犯恶心么！编剧太懒了，真的！去掉女主角的话，似乎对这剧也没什么影响！！            
(4星)	 时尚的原因不想让自己老得太快~            
(5星)	 非常非常好看，硕太帅了，和文文很配哦，大爱姜武玦哈哈，玛丽大发            
(3星)	 哎，我去...这内牛满面的剧情设定。            
(4星)	 两个男人就太销魂。            
(3星)	 失望透顶 根锡啊 哎            
(2星)	 文根英演得真欠揍...韩剧变得好脑残呐！看了半集，不追了！            
(3星)	 前面很妖孽，后面很狗血。看完的第一感觉就是：金材昱越看越耐看，对于剧情方面，有印象的场景几乎没有。白浪费了这么多好演员了。            
(NA)	 我竟然被萌到了。。。太可爱了。。。            
(4星)	 就是看張根奭的！            
(2星)	 看到第九集终于看不下去了，编剧是白痴么？弃~            
(4星)	 韩剧一到中后期就开始不给力 剧情拖沓。            
(3星)	 金材昱~~            
(2星)	 哎，冲着张根锡看得，看不下去快了，都，总算完结了            
(3星)	 看看演员 剧情什么的就忽略吧            
(5星)	 就是爱看韩剧!            
(2星)	 可不可以不要COS僵尸新娘！！！！！呃            
(3星)	 腦殘沒關係，最重要我看著HAPPY~開篇不錯，但後面讓人越看越沒勁，結局是強逼自己看下去的……囧            
(5星)	 文根英、张根锡哈灵，继续期待            
(3星)	 女主角太弱齿，男主角长发太阴柔，男二号倒是抢了镜头，女二号野性招眼球。            
(4星)	 这样滴happy ending 更有爱....            
(2星)	 男一和男二好上才是正经事儿            
(4星)	 张根锡太和音乐有缘啦~            
(4星)	 结局还不错，虽然是预料中不过不恶俗            
(4星)	 沒看韓劇800年後看得韓劇            
(3星)	 要不是冲着小硕TX  我真的追不下去了……编剧很糟糕~            
(3星)	 好假 不来塞了            
(1星)	 除了张根锡，没有什么好看的。确实很差劲~            
(3星)	 完全给两位主演的星。            
(2星)	 剧情到后面就完全没有想要看的想法了~~~败笔啊····            
(3星)	 养眼就好            
(3星)	 剧情真烂，你是韩剧也不能这么烂啊，让我更加确信《坏男人》是少有的有好故事的韩剧。剧中男女主角不是说特别穷吗，那为什么每天换衣服还特别好看。。多颗星完全是因为张根锡漂亮落拓美少年的扮相。            
(3星)	 没有比这个更烂的编剧了，终于看完了。            
(3星)	 文根英的演技配这莫名的剧本好浪费!            
(4星)	 结局太草率wuli饼很受伤            
(4星)	 实在是没坚持下去，突然就看不下去了……唉            
(3星)	 前几集还在追……最后就彻底弃了……            
(2星)	 现在才在反省 到底是什么支撑我把它看完的？            
(1星)	 。。一颗星星给小帅            
(4星)	 剧情暂且不谈 养眼才是王道 ~             
(2星)	 这两颗星是给主角们的外貌的。            
(2星)	 难看到家了 一颗星给小帅 一颗星给前期的文MM            
(3星)	 就看了几集……            
(3星)	 看不下去了。。            
