http://movie.douban.com/subject/4905040/	吸血鬼日记  第二季 The Vampire Diaries Season 2
(5星)	 无与伦比的好看            
(4星)	 苦苦等待第三季的回归啊...            
(5星)	 强力强力再强力推荐！            
(4星)	 拜拜，Nina            
(5星)	 越复杂越好！            
(5星)	 更新的太慢了            
(5星)	 同样的无法自拔~            
(3星)	 其实真的不是大爱这个诶。。            
(5星)	 是不是帅气，成熟，充满保护欲，有点神秘，能随叫随到的吸血鬼男友满足了女人对男人的所有要求？            
(5星)	 给力            
(5星)	 好啊            
(NA)	 吸血鬼神马的是我的大爱~~我喜欢里面的哥哥            
(5星)	 比第一季還要好看            
(4星)	 就是为了Damon才看的&gt;&lt;            
(5星)	 坚定地支持DE！比暮光之城靠谱太多            
(5星)	 很牛叉的编剧            
(4星)	 只能说,美剧一直都是这么混乱的人物关系...如果可以,还是DE或SK这样的组合好了...            
(NA)	 ING            
(NA)	 期待后续            
(4星)	 我还是爱男二。。。            
(4星)	 现在最爱的            
(5星)	 力推啊~            
(5星)	 追的我好辛苦~~            
(3星)	 我不知道我为什么要看下去。            
(4星)	 好大只的悬念，死去的两位吸血鬼再次复活，还都是吉瑞米的女友，这是什么情况，那邦妮怎么办？凯瑟琳还是全身而退了，虽然她给了戴蒙解药，但是不想和女猪一样的面孔困扰着我，戴蒙和艾玲娜的感情又进一步，终于方脸男是不是要被三振出局了呢？还有我的狼人，你就和卡罗兰好了得了，众望所归啊！            
(4星)	 正到痹            
(NA)	 超好看 第二季剧情环环相扣 但越发觉得D和E没戏 有些遗憾            
(5星)	 稀饭的美剧~            
(NA)	 叫什么吸血鬼日记呢，叫吸血鬼人狼好了            
(4星)	 jeremy is cool! 是不是下一季要向无聊进军了。。。            
(4星)	 没第一部吸引人。情节不够严谨            
(5星)	 看开始很不给力，但是越看越有劲，现在每周都在追着，只可惜美国人过圣诞，要等明年了            
(3星)	 吸血鬼，美男，美女，就够了，不过不继续追了、            
(NA)	 坚持看的。            
(5星)	 情节开始丰富，悬念出现            
(5星)	 各种给力各种萌~            
(NA)	 love            
(5星)	 SEASON 3你快点啊            
(4星)	 这种突然死一个人的剧情已经不适合我了 没感觉            
(5星)	 帅哥美女云集            
(5星)	 Elena好米粒T.T            
(4星)	 小女孩喜欢的电视            
(5星)	 这是一部明显狗血第二男主角吸引眼球的剧            
(5星)	 爱死DAMON啦爱死DAMON啦爱死DAMON啦啦啦。。。。            
(5星)	 好看就行了            
(5星)	 两个帅哥足矣把我迷的神魂颠倒。。。。            
(4星)	 追呀追呀            
(4星)	 等第三季啦            
(5星)	 还有什么能超越TVD的美剧!!!            
(5星)	 据说年前不再有，呃，其实很期待的，希望不要太血腥，老人家的心脏受不了。。            
(4星)	 Vampires...            
(5星)	 第二季完全超越第一季，集集有爆点，故事更紧凑，如果让E&amp;D在一道就更完美了            
(NA)	 空了一段时间看，果然没什么感觉了....            
(5星)	 最爱damon            
(5星)	 苦大仇深的小Damon，你太不容易了T_T            
(NA)	 Damon Damon Damon~~~            
(NA)	 so cool.            
(5星)	 目前播到11集，MD，又要停播一段时间了，美国杂七杂八的节日怎么这么多啊，不过这次是圣诞节，估计得停很长一段时间啦，期待。。。            
(5星)	 D不要死吧~~            
(5星)	 DAMON! KATHERINE! ELENA!  Stefan在最后好悲剧啊 真是好男人！又要漫长地等待第三季了……            
(5星)	 D和E一定要在一起！            
(3星)	 可是居然在看第二季了            
(2星)	 饶了我吧，还是暮光好……            
(4星)	 两个大帅哥..            
(5星)	 最最爱。。            
(4星)	 期待下一季Damon会有好发展，编剧你敢不虐嘛！            
(5星)	 继续力推            
(4星)	 期待第三部            
(5星)	 大爱D.            
(NA)	 等的人真辛苦，但还是那么值得一等。            
(4星)	 非常高兴没有烂尾。但打破了一些规则，所以出现逻辑错误了。            
(5星)	 追到现在。每个星期都要纠结那么一回。Demon的表情…总是那么丰富。            
(5星)	 好喜欢~呃，神马时候能出完啊，好想赶紧知道大BOSS是谁            
(1星)	 简直是傻逼恶俗白人版棒子剧            
(5星)	 太好看了！可是也是要等啊等啊等~~~~太太太好看了~            
(5星)	 perfect..            
(5星)	 我也是第一次完整、痴迷地看美剧，越看就越陷越深了，呵呵不过真的是把日记写成周记了，呵呵            
(4星)	 喜欢Damon            
(5星)	 people leave people die people forget people cry, is it us who always survive? 跟帅哥大boss拼了阿damon+caroline+matt+tyler+catherine，persevere!!!            
(5星)	 实在太好看了。超爱damon            
(4星)	 很喜欢的吸血鬼题材的电视            
(4星)	 悸动的Damon            
(5星)	 剧情好。经典！            
(NA)	 非常的好看，我最喜欢的美剧。不要错过啊。            
(4星)	 Damon！~            
(4星)	
(4星)	 看了吸血鬼日记第二季的22，最后达蒙一个人离开墓地的背影真是各种揪心的痛···            
(5星)	 太给力了，大爱Damon            
(5星)	 lalallalalala.....            
(5星)	 一定要关灯全屏地看！            
(4星)	 看到這時候，突然喜歡上那個壞壞的Damon，感覺他身上有種莫名吸引力。            
(5星)	 我爱上那个小狼了~~~            
(4星)	 好看~越来越好看~~            
(4星)	 我觉得第二季比第一季好看。第一季的血腥情节被跳过。啊，第二季里的damon魅力大增呀。            
(4星)	 为什么看到Elena被塞巴掌的时候会觉得有点兴奋```            
(4星)	 本人：男2号重度追求者。原来大家还是更喜欢看隐蔽、不惜代价、充满邪恶的爱情。            
(5星)	 这一季的剧情好看很多~            
(5星)	 我的美人儿            
(5星)	 期待下一季，安娜贝拉回来啦~不过这样stefan好可怜，微妙啦。            
(5星)	 好想看终极boss 克劳斯啊~~            
(5星)	 stefan~~~            
(5星)	 现在到第二季第十集，墓前的感受就是：I love you,Damon. And it&#39;s because I love that I can&#39;t selfish with you. I don&#39;t deserve you, but Elena does.哈哈哈哈哈~~~~~~            
(5星)	 非常喜欢的说            
(5星)	 LOVE Ian•Somerhalder             
(4星)	 恩~其实仔细想一想 还是有一些剧情是挺狗血的 但这丝毫不影响我花痴~ by the way 我是DAMON控 I like the bad guy~然后原声也不错~            
(5星)	 越来越精彩了~~demon好可怜            
(NA)	 你再不出我就不看了。            
(3星)	 开始有点不知道在讲什么            
(3星)	 我对两位男主角能瞬间认出哪位是K哪位是E，并作出相应的面部表情反应表示惊叹不已。            
(5星)	 前半段Katherine的惊艳回归与Nina华丽的一人分饰二角，被后半段拖沓狗血的狼人混血情节弄得无比虎头蛇尾            
(5星)	 cannot　wait!!            
(5星)	 Damon最后那段赚足我的眼泪。。。不过还好木有死啊。。。。看来DE要发展鸟~哈哈哈。。。第三季据说9月份回归，要等死老娘了            
(4星)	 相比GG ，还是蛮好看的。期待回归。            
(5星)	 强烈支持DE            
(5星)	 Damon~~~~            
(5星)	 又一季            
(5星)	 比Twlight更复杂的诡异。。。            
(5星)	 ❤Ian love you more than I can say.            
(5星)	 哎呀呀            
(NA)	
(5星)	 尼玛我看过的最好看的电视剧。。目前。。没有之一！不知道以后有没有！            
(4星)	 姐就是喜欢看吸血鬼，肿么办？            
(5星)	 帅哥美女大集合，喜欢。期待下一季~            
(5星)	 等过一个夏天。            
(4星)	 虐Damon            
(4星)	 比第一季好太多            
(4星)	 Damon!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!            
(3星)	 for Damon            
(5星)	 坐等第三季！！            
(5星)	 我爱死这剧了            
(NA)	 相当的好看，不容错过            
(3星)	 追的好辛苦，停播了又停播。下一季我等您全出完了再看，哼            
(4星)	 真够虐的！            
(5星)	 不看就是人生一大少损失            
(5星)	 刚看了第二季第十集，才发现他们都是为了自己所爱所在乎的人不顾一切的主儿啊！也许这就是我为什么喜欢The Vampire Diaries的原因。我还是爱Damon，Elena就不能对他好一点吗？            
(3星)	None
(5星)	 少有的第二季更加精彩的啊~E10快点出来啊~            
(5星)	 万分期待第三季~~            
(4星)	 没特别感受            
(2星)	 我是真的对这种题材无感            
(5星)	 Love vampire，love Damon~            
(5星)	 i love damon            
(5星)	 非常非常喜欢Damon，越来越有味道了            
(5星)	 一样就爱上，独一无二的Damon            
(5星)	 其实E就跟K一样，几百年来逃不掉的纠葛~~            
(5星)	 我爱的Damon！！！！            
(5星)	 DAMON            
(4星)	 爱啊爱啊 快更新啊            
(NA)	 不是说非得让他俩走到一起，只是觉得，达蒙就应该是剧中最好的那个人女人来爱，来珍惜。            
(5星)	 停播什么的最恶心了 - -            
(NA)	 实在觉得不怎么样。            
(NA)	 我觉得出得太慢了，有点等不及了，出了这集就忘记上集的内容了            
(NA)	 开始了我可悲的追剧生活,坐等 第三季!            
(5星)	  超喜欢Stefan，虽然他有时候有点坏，但是还是觉得他很可爱O(∩_∩)O            
(4星)	 比第一季给力~            
(5星)	 oh,my Damon……            
(NA)	 求腹黑吸血鬼男一枚            
(4星)	 更新更新！            
(4星)	 追剧中···            
(4星)	 我向来都爱吸血鬼，，觉得第二季开始不怎么样，现在剧情渐入佳境。。            
(4星)	 死而复活死而复活，我又快没信心了。保持质量啊编剧。。。            
(3星)	 挺COPY Twillight,不管这里的VAMPIRE却能见阳光、在14世纪有一个创始人，编剧的想象力真丰富的。            
(5星)	 老是被Damon感动着。。            
(4星)	 我已经深陷了 已经无法自拔了 大萌啊~！！！你简直要人命啊！有木有！！！！就不要管那个半废Stefen啦 把Elena抢过来就好啦~！            
(4星)	 true blood美型版。。。速度有點快啊。。。            
(2星)	 中学生剧，纯粹是暮光之城的电视剧版。情节极度雷同            
(NA)	 编剧你虐Damon虐上瘾了!!!!!!!!            
(4星)	 哎 Stephen！            
(4星)	 讨厌美剧的没完没了，但是爱上了Demon的风情，bad guy总是更吸引人。            
(4星)	 虽然吸血鬼题材很多，可是他拍的很不错 剧情说明：吸血鬼是一个大家庭            
(5星)	 喜欢Damon            
(5星)	 还能说什么~真酷~            
(5星)	 第21集哭死我了。我觉得damon要变hero了有没有。            
(4星)	 大爱Damon            
(5星)	 有虐才好看~            
(4星)	 虽然对Damon的转变原因不是很明了，不过却还是越来越喜欢艾！            
(NA)	 Damon            
(5星)	 越来越喜欢达蒙了~~            
(5星)	 超级精彩！期待秋季第三季的回归！Fantastic！！！            
(5星)	 Damon 大爱期待第三季             
(5星)	 我很爱这风格，呵呵。            
(3星)	 季终集太弱了吧，完全木有cliff-hanging的感觉而且还越来越喜感了，于是下一季走向就是stefan黑化，Elena劈腿，Jeremy处理ex-gf issues?再加上模仿黑夜传说的世界观，貌似bug的神级boss存在，真是逼我弃剧了。。。             
(4星)	 就那样吧~            
(4星)	 just the way you are.            
(5星)	 太爱这部吸血鬼的damon了，暮光越到后面越让人失望啊~            
(5星)	 这是电视剧版的《暮光之城》，elena长得好看，男主一般，damon比stephen帅···            
(NA)	 我等我等我等等等出新            
(3星)	 演员养眼 CW剧都这样            
(5星)	 超级好看！demon啊~~~            
(5星)	 太好看了！不是那种血腥的。三个人的爱情啊，我家Damon，绝对的好男人啊！外表邪邪的，坏坏的，可是内心却火热的爱着Elena，只为了她。。。            
(5星)	 伸长脖子 等更新~            
(5星)	 stefan            
(3星)	 Stefan有成为路人甲的嫌疑            
(5星)	 等待更新。。            
(5星)	 让人如此着迷的美剧。            
(5星)	 damon啊damon。你眼睛能不能不要那麼深情啊！！！受不了啊！！！看到最後，越發的希望elena和damon在一起。            
(5星)	 剧情不狗血的吸血鬼题材偶像剧。            
(5星)	 绝对好！！            
(5星)	 DE党。。其实以叔也很帅有没有！            
(4星)	 很不错的剧情            
(4星)	 你已经让我有点看不下去了……            
(5星)	 其实我很喜欢凯瑟琳 最爱damon            
(5星)	 喜欢            
(5星)	 更棒了！            
(5星)	 这一季故事情节很有看头！            
(3星)	 不追了            
(5星)	 为什么要这么对待S啊~~~            
(5星)	 比暮光之城还好看            
(5星)	 Damon唉，好虐啊            
(4星)	 吸血鬼题材，离不开那些元素，有些渐渐走入俗套            
(4星)	 Vicki和Anna真坑爹 每一集都坑爹  吸血鬼日记第二季，坑的就是你！            
(4星)	 越看越木有意思～            
(5星)	 Damon帅呆了            
(3星)	 damon is charming and bonnie is a bitch            
(NA)	 讲了不好玩不看，但是还是还是忍不住看，后面越来越吸引人的了            
(5星)	 Damon 太帅了~！            
(5星)	 男女主角很养眼 喜欢2个男主角 坏坏的            
(4星)	 是吸血鬼我就爱，比起真爱如血的混乱，我更喜欢这一部            
(5星)	 damon...            
(5星)	 打蒙好帅。            
(5星)	 出得磨磨唧唧啊····            
(5星)	 Damon。            
(5星)	 女猪脚很美，男二号很邪很帅            
(4星)	 说实在的，看第二季的时候，对第一季的印象很模糊了，更新的速度太慢了，还要继续连载，不知道到什么时候才能把所有的都看完            
(5星)	 惊险的剧情，好看            
(5星)	 真相会伤人滴。。。！            
(4星)	 我就是冲着帅哥美女才追的。。。在美国坐等美剧更新和在国内木啥区别            
(5星)	 看了第一集就停不下来。一直看到半夜看到第九集啦。katherine真的比elena还有魅力。demon抹去记忆的那一段很让人心碎。            
(3星)	 烂尾..            
(5星)	 每周只更新一集~演技什么的，没想到这么年轻也这么厉害~算不错得了~            
(4星)	 我爱 Damon            
(5星)	 剧情越来越蛋疼。            
(4星)	 可以改名叫虐D日记            
(3星)	 两部在追的美剧都完结了，这下不知道该看什么好。至于第二部的吸血鬼日记，根本就是突然状况堆砌起来的。其实根本就是一部挂着吸血鬼之名的校园爱情剧。也只能是当做打发无聊来看的。            
(5星)	 where is my damon?            
(4星)	 第10季什么时候出来，都一个多星期了            
(5星)	 Demon 真是帅啊，我对眼睛深邃滴帅锅毫无抵抗力啊            
(NA)	 还是觉得第一季经典 开始很喜欢stefan,最后越来越喜欢damon,无论是演技还是其它 呵呵            
(4星)	 比TWILIGHT好看多多多了~            
(5星)	 虐就一个字            
(5星)	 it&#39;s all about historyhistory of lovehistory of revengehistory of oblivion            
(5星)	 为毛vicky出现 我只喜欢anna            
(4星)	 等更新，非常不错~            
(4星)	 又留下一个大boss            
(5星)	 我爱Damon！！！            
(4星)	 我还是喜欢DAMON            
(5星)	 Damon！！！等第三季            
(5星)	 第三季在哪里！！！！            
(4星)	 这一季很好看：）            
(5星)	 大萌~~~~            
(4星)	 Damon 果然越来越受欢迎了             
(5星)	 Domen is a nice guy.            
(5星)	 坐等第三季啊~好纠结~damon!!!!!!!!            
(5星)	 我承认第二季比第一季好看很多             
(5星)	 好故事，很漂亮，很帅气的演员            
(5星)	 越来越烂，从未改变            
(5星)	 竟然出乎意料地越来越好看。喜欢Damon，希望他能得到幸福!            
(5星)	 等待第三季的归来。。damon，不会死。。。。帅哥多美女也多，真好看。。            
(5星)	 恩，越往下看越心疼D            
(5星)	 大爱Katherine            
(5星)	 大爱            
(4星)	 吸血鬼的故事越说越混乱~            
(5星)	 越来越有意思。            
(NA)	 大爱D            
(5星)	 可算看完了第二季 对我这样的DE党来说有个不错的结局哟            
(4星)	 編劇有在進步。            
(5星)	 赞一个            
(5星)	 我的DAMON!!! 为了DAMON会把这剧追到底的            
(5星)	 16集发现女主角眼镜变得好大 好大 妈妈咪呀 好大 好大            
(4星)	 坐等第三季。            
(5星)	 越看越好看            
(5星)	 要等到九月份是么。。。已经预测到第三季剧情会很狗血，但还得义无反顾的追下去！！！DE你们干脆在一起吧~~~            
(5星)	 最爱美剧            
(5星)	 Damon总是让人心疼，那样深情地爱着~~&#34;I love you,Elena.And it&#39;s because I love you that I can&#39;t be selfish with you.&#34;            
(5星)	 k和l都很美            
(5星)	 没得说、、            
(4星)	 期待。            
(5星)	 Damon...!!!            
(5星)	 S為救D不得不重歸兇殘之路 D喝了K的血解了被狼人咬的毒 E和D從C口中知道了S的犧牲 J死後重生貌似能看到死掉的人了......   第二季结束了 又要等好久 期待九月第三季~             
(5星)	 听说美国过感恩节放假，那这周五有更新第十集吗？？            
(4星)	 我竟然对katherine有感！            
(5星)	 坐等第三季            
(NA)	 越看越出色！            
(5星)	 看美剧就是不能太认真，追求的是每一集的精彩和跌宕，爱情，血腥，神秘主义，还有什么比这个更迷人的呢。            
(5星)	 第三季，期待中。            
(4星)	 damon！！            
(5星)	 S的性格已经被他控制的接近完美，可就是敢爱敢恨的Damon更接近现实，他的爱与恨都那么接近真实，并且他的内心也相当强大，这样悲剧的他在我眼中是另一种完美。            
(4星)	 不知道会有几季            
(5星)	 这一季果真比第一季好看,attractive啊不喜elena 对damon也还好只是喜欢一些小配角= =什么bonnie carol tyler的不过当damon流露出情伤时 还是很心疼            
(5星)	 越来越喜欢Doman，真帅。一星期一集，更新的太慢了，期待接下来的发展。            
(5星)	 季终三大悬念：斯特凡的遭遇，E和D的感情，杰里米的变异            
(5星)	 希望可以多多更新啊 一个星期更新一集太不过瘾了 还要因为万圣节圣诞节什么的延期  急急急啊            
(5星)	 虽然没有出完。。但真的是好电视啊。。只有外国拍的出来            
(3星)	 被ian迷倒了。。            
(5星)	 这一季结尾最诡异的就是Vicky 和Anna又出现了，看了第三季的预告，原来是神秘瀑布镇出现了ghost，不得不说这些美剧的编剧真的很牛            
(4星)	 等第三季            
(5星)	 为神马受伤的总是DAMON！！！！！！不公平T^T            
(5星)	 DE激情太少了！！！！            
(5星)	 喜欢ｄａｍｏｎ迷离的眼神，时而正派时而邪恶！剧情越来越引人入胜。            
(5星)	 大爱。            
(5星)	 凯瑟琳的形象越来越丰满了，一集一集追是有多辛苦。。。Demon。。。。。。。             
(5星)	 追的很是辛苦啊，不过乐在其中            
(5星)	 越来越精彩            
(4星)	 我是DE党~~            
(4星)	 到了第二季还是没习惯男一号的鞋拔子脸，剧情还是不错的~~女主第二季表现蛮亮眼的，分饰两角很成功~            
(5星)	 很喜欢这个题材，超好看。            
(3星)	 再有点新意吧...            
(5星)	 有没有看过小说的童鞋，给我剧透点呗，我想知道Elena最后有没有选择变成吸血鬼            
(5星)	 oooo Damon            
(4星)	 还是精彩的,坐等第三季到来            
(5星)	 太爱Damon了啦~！            
(4星)	 第三季~~            
(5星)	 主角们那个靓啊，情节越来越曲折了，好看的电视剧            
(3星)	 弃！            
(5星)	 大爱s            
(5星)	 超爱!            
(NA)	 电视剧更新的太慢了 不过剧情还是很棒的 喜欢demon 期待            
(5星)	 一个女人，两个男人的老套故事，却因男猪脚是吸血鬼而变得有趣了。            
(5星)	 为嘛我讨厌的人又活过来了，不爽~~~个编剧，再把我家J写死试试，我天天去你梦里烦你！！！            
(NA)	 拜托编剧不要再虐Damon了 我已经自动屏蔽他的两片高原红了            
(4星)	 内牛满面的对D倾心了！！！！            
(4星)	 泪流满面泪流满面～故事越来越复杂，Boss一个比一个大，每个人的情路越来越坎坷，这一季是主虐Damon么。。Ian和Nina是越看越顺眼，可比某电影俩主角好看十几倍呢～            
(4星)	 这剧情走向大赞啊～Anna啊你要回来么Anna？！！看到这结尾我激动啊～但是能不能只有Anna回来，Vicky你就别回来了……小狼人该正式和Caroline发展了吧，我静等Matt被虐XD Stefan已经打了好久的酱油了，于是要变嗜血了啊！！！大赞～开始有意思了～            
(5星)	 大爱D！！！E好漂亮~~嗷嗷            
(5星)	 Power!            
(5星)	 看到11集了，哎。。期待            
(5星)	 剧情越来越精彩了~            
(5星)	 好看，养眼~好喜欢damon~            
(5星)	 突然变得好看了            
(5星)	 damon~~~            
(5星)	 Damon !!!!            
(NA)	 第二季的最後兩集一直拖到前天才看完 坐等第三季 悲催的等待就快開始了            
(5星)	 Katherine出现后，女主一人二角的魅力越发无可抵挡。Poor Damon 总是没人爱的那个，就算编剧不给他Elena，也麻烦最后给他安排个可人的Beauty吧~~话说我一直觉得女主的弟弟真是帅呀~Caroline也越来越有爱了            
(4星)	 越看越觉得 damon可怜啊，凯瑟琳不要，艾琳娜不爱，呜呜呜另外，也算是 lost 之后相当不错的迷人的美剧了            
(4星)	 真的很肥皂，不过我喜欢。            
(5星)	 纠结啊···            
(5星)	 wow,太好看了，狂迷啊。。。。DE党            
(NA)	 只为nina            
(5星)	 期待下一季            
(5星)	 d和e快在一起吧！看得真让人心疼~            
(4星)	 Elena快跟Damon在一起在一起呀T T            
(3星)	 其实第二季放到21集就可以停了，damon能不能活下来的这个结局悬念更吸引人。耐心的等第三季出来把，第一次赶上了节奏。            
(5星)	 越看越激动！            
(5星)	 出到14集了，很多人为了保护艾琳娜而努力，艾琳娜也为了保护朋友而付出。爱情，友情。            
(5星)	 让我想找一个想凯瑟琳和艾琳娜那样双面的女生，生活饶有趣味...            
(5星)	 快出下一季吧！！！            
(5星)	 邪不胜正~~挺E~            
(5星)	 比电影还精彩的美剧            
(5星)	 帅哥和美女            
(5星)	 又沉迷在Vampire世界了。            
(5星)	 无以言表，绝对精彩，没有情色和血腥镜头，全靠情节取胜，故事框架绝对完美，你永远猜不到下一秒会发生什么事，堪称完美            
(5星)	 怎么能这样随便季终呢！            
(NA)	 第二季结束了~~~对三位猪脚无爱~~Klaus那么萌，有木有！！！            
(4星)	 剧情越来越复杂啊！            
(NA)	 很曲折，一直等着更新，希望以后的情节不要让我失望            
(5星)	 -----I know you love Stefan,and it will always be Stefan. But I love you.You should know that.-----I do.            
(4星)	 我喜欢哥哥……            
(4星)	 这一季情节太棒了！            
(5星)	 第二季开始好看起来了，故事还是很有情节滴，就是稍微拖了点            
(5星)	 最爱 不解释~            
(4星)	 为了作铺垫使随后几季有故事可讲，就是让该死的人死不了，让死了好久以为再也不会出现的人突然出现。。尼妹的！非虐死我不可。。            
(5星)	 唉哟喂,真的是越来越好看了....真希望可以多拍几季呀期待第三季，热切地            
(NA)	 越来越阴暗，也越来越无聊了。            
(5星)	 精彩             
(5星)	 纠结啊            
(5星)	 更赞了！            
(5星)	 呆萌，还是有人爱你的。            
(5星)	 喜欢            
(4星)	 比第一季好看多啦多啦            
(5星)	 越来越精彩了            
(5星)	 哈哈哈~~Elena终于亲了Damon呢~~~            
(5星)	 Vampire我的最爱啊。。。大家都懂的~~~以前的S现在的D            
(5星)	 很好看，期待接下来的情节。。。            
(5星)	 Damon这眼泪              
(NA)	 damon...~~~~~~            
(4星)	 只是病态地看Damon而已            
(5星)	 一集一集地期待着            
(NA)	 大爱D呀            
(4星)	 更加巩固了D的主角地位，虽然D实在是被虐得不轻，可怜的娃儿。大结局的D帅得更上一层楼啊！故事有点越编越wild了，前面两季主角们一直为之奋斗的事简直就是个joke。期待第三季！            
(5星)	 无可救药的等待连载中，哎，最讨厌连载了            
(4星)	 love sucks            
(3星)	 12集又萎了。。。 剧情越来越老套，到弃剧的时候啦。。。            
(5星)	 越来越好看了，            
(4星)	 又是漫长的等待 season3            
(5星)	 瞬间把其他电视剧给秒杀了，搞得我没其他剧可看            
(5星)	 damon!!!!!!!            
(5星)	 come on!!!!!!!            
(5星)	 我就是追了这剧怎样。。。别说我恶俗了。。。            
(5星)	 大爱!!!DE赶紧的～            
(5星)	 为了Damon的眼泪！            
(5星)	 看第一集时还嘲讽它是暮色系列电视剧版，结果被迷得神魂颠倒七荤八素，从那刻开始彻底爱上了吸血鬼，Damon……！！！            
(4星)	 第一次喜欢上了电视剧中的第二男主角！Damon这孩子可真可爱，敢爱敢恨的！            
(5星)	 正在追            
(5星)	 大爱Damon呀~~~~~~~~~~~~~~~~~~~~~~~~~男人！            
(3星)	 嫩牛五方臉終於可以消停一段時間了 再賤！            
(5星)	 第二季果断比一季好看多了···            
(5星)	 好看            
(5星)	 精彩            
(5星)	 DAMON我们来爱你啊啊啊！！            
(5星)	 情节太吸引人了。。            
(4星)	 Damon 的表白和深情又开始让我深陷。。。感觉内容不够。            
(2星)	 相比第一季 真是差很多            
(5星)	 也许每一个吸血鬼心中，都有他难以回避的情感            
(5星)	 积攒了几个星期一起看，真是够能扯得……            
(5星)	 什么时候能快点出完啊。。。            
(5星)	 你能再纠结一点吗？！！！！！！！！！！            
(5星)	 达蒙！！！！            
(5星)	 Klaus也很帅             
(3星)	 哥哥是个比较有意思的人第15集了 太慢了 不再等了20110513还是把本季看完了 这哥俩让我想起了&lt;大话西游&gt;里的青霞和紫霞            
(5星)	 为什么我觉得Damon还是喜欢Katherine呢？            
(5星)	 大爱~            
(4星)	 天哪，看到damon流淚我心都碎了！！            
(5星)	 庸俗的追一把...            
(5星)	 DAMON。            
(5星)	 第二季比第一季好看多了！Queen K华丽归来。。。虽然结局显得那么不像是结局。9月看S如何堕落扭曲，祝Ian&amp;Nina感情顺利@509 ECNU S            
(5星)	 第二季，第8集。我哭了            
(5星)	 虐人啊！！追死人了啊！！！            
(NA)	 几好～            
(5星)	 虐心            
(5星)	 爱爱爱            
(4星)	 季与季之间可不可以不要那么久。。。。            
(5星)	 第三部啊！！求DE进展！！            
(4星)	 Elena人好得有点缺乏真实感了，还是比较喜欢Damon。第八集最后那滴眼泪很动人。Klaus很是英伦味的charming啊            
(4星)	 哈哈 看来lost里面那个红脸蛋农村男现在红火了。。。            
(5星)	 最后几集很棒啊！我觉得klaus也很帅啊！下一季就变成追逐stefan了啊！elana也终于对damon说i like you，虽然是安慰但是大概贴吧小组之类的地方又沸腾了！！            
(NA)	 我是吸血鬼控            
(5星)	 第八集严重被虐...Damon...            
(5星)	 我的Demon~~            
(4星)	 这一季是讲心灵美么!            
(4星)	 从《黑夜传说》到《暮光之城》再到今天《吸血鬼日子》，一路走来越来越喜欢这类题材的创作，或许要我痴迷其中的是他们每个人心中都有着自己的信仰，虽然困惑过、矛盾过，但这些不正是生活中该有的经历吗？            
(5星)	 伤不起......            
(5星)	 赞~            
(4星)	 也在追。。。            
(5星)	 damon和Elena才是我的最爱            
(5星)	 这是我唯一一部一直在追的美剧，喜欢s的温柔也喜欢k的野性…            
(3星)	 越来越离谱。。。            
(5星)	 大爱            
(5星)	 剧情也太吸引人了吧，，，尽管不能理解为什么每次有机会结束katherine都被丢弃了，，，，            
(4星)	 期待9月。。。。            
(4星)	 Damon你可不能被狼人干掉啊！            
(5星)	 大爱 快点更新吧 太纠结啦 双重身是个啥啊            
(5星)	 现在还在让我痛苦，每个星期只能看一集，太痛苦了。            
(5星)	 主人公给人的感觉很棒！            
(5星)	 这剧越来越好看了            
(NA)	 Doman            
(5星)	 DAMON~~            
(4星)	 越来越长，越来越难结算，完全是被男主角美色勾引！            
(5星)	 第二季END!超赞！！            
(5星)	 美剧真是错综复杂的关系，never has the end。            
(5星)	 啊～～～～～更新的太慢了～～～我都快等成吸血鬼了～～～～～两个字：给力！！！OVER~            
(5星)	 继续等第三季··            
(NA)	 第7集，真精彩啊~！            
(5星)	 接着看            
(4星)	 嗯嗯，强力回归            
(5星)	 我爱Damon            
(NA)	    哎哎哎                 
(4星)	 只看了几集。听说Damon不能和女主一起后就不想看了。            
(4星)	 ╮(╯▽╰)╭蛮喜欢他哥哥，是不是因为他像比个磅霍华德            
(NA)	 开始喜欢Damon了~~~            
(5星)	 我是男二号控。            
(5星)	 我也要有个吸血鬼男朋友……好喜欢女猪脚，好漂亮，娃娃脸，婴儿肥……            
(5星)	 在你的世界中总会有个人比想象中爱你。            
(5星)	 两个长得一样的女人像在自虐。。            
(NA)	 好看!            
(5星)	 就是喜欢vampire            
(4星)	 我靠！别那么狗血行不！！！！！            
(5星)	 爱来爱去 恨来恨去 吸来吸去 吸血鬼日记！！！ 爱死了            
(5星)	  hoho``~~~Steven McQueen.....=_=            
(4星)	 这一季的后半段情节开始有点儿不靠谱了。            
(5星)	 大萌！！！~~            
(4星)	 又出来只巨帅的千年老鬼~            
(NA)	 不喜欢~~~~~~~            
(4星)	 简直着迷了，迷。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。            
(5星)	 Damon！！！！弄伐要西！！！            
(5星)	 内容丰富，情节跌荡曲折。可怜的小jeremy，大家都不带你玩... ...            
(3星)	 追剧是件痛苦的事情 .....             
(5星)	 养眼啊~~            
(4星)	 什么东西出来了。。。前面都不交代。。我擦            
(5星)	 一集集的对stefan失望，不过剧是好看的。            
(5星)	 追剧中~            
(5星)	 坐等第三季，拜托不要总是停播= =            
(4星)	 该死，要是让D死了，姐跟你没完！            
