http://movie.douban.com/subject/2148850/	战神
(5星)	由于有黑暗元素，所以坚持看完了，成为了我第一部完完整整看完的台剧～歌曲和剧情蛮贴合的～看完后有去看漫画的冲动PS:由于仔仔和大S真的很配，所以多给一星～
(NA)	有点郁闷
(4星)	Mars带领大家冲破悲剧的黑暗英雄。为数不多我会想重新看的偶像连续剧。可能他的拍摄手法有些过于偏激，但却实实在在拍出了人心理有时对生活对人的冷漠与仇恨。拍出了人因恨而产生出来的杀孽心理。我和你，和他，也曾有那么一刻希望自己所恨的人消失在这个世界上吧。也曾因为某种原因躲在一个小小的角落里吧。可是不要怕，只要坚信生活的美好，定能看到阳光。男女主角因为伤口彼此心靠得更近，也因为宽容过去，才能勇敢往前走下去。因为看得彼此心中的痛，所以更加珍惜彼此。
(5星)	从这部剧开始喜欢仔仔，发现了他和流星花园里的类不同。第一遍没看明白，又温习了一遍。黑暗最巨大的敌人——爱
(3星)	大S的表现跟《流星花园》基本没区别，看来这辈子该是与演技派无缘了。
(4星)	爱情
(5星)	我最爱的周渝民
(5星)	 还是好看  我喜欢里面的那首歌《说爱我》
(4星)	物领冬实滴经典作品超shock真人版，忠于原作。
(NA)	觉得是仔仔最好看的电视剧
(NA)	有种不一样的感动
(3星)	看到十几集害怕了..弃之....
(4星)	完全没有看下去的欲望
(5星)	情节 寓意 演技打动人心
(5星)	超好看_lulu.
(5星)	大爱的经典.
(4星)	仔仔的演技值得一看
(5星)	可爱的疯子~
(4星)	真的是一集一集追完的，台湾偶像剧里面我最喜欢这部。有灰暗背景的两人在彼此身上重获温暖与慰藉，爱是伟大而奇妙的。
(5星)	爱是带领人们冲破黑暗的唯一力量
(5星)	零，有爱，你并不孤独。
(4星)	始终认为，这部片子是仔仔演技发挥的最好的一次。那种拽拽的帅帅的又不多话的角色很合适他。
(4星)	喜欢大S 喜欢仔仔 还不错哦
(5星)	不是所有人都是零和绮罗~
(5星)	哎 经典的无话可说！！！
(5星)	与仔仔以往的电视剧风格不同，有深度。
(4星)	...
(3星)	只看了前面几集……对那首《零》的主题曲倒是印象深刻
(5星)	看过的偶像剧里唯一没有用快进的
(4星)	看的时候太压抑
(3星)	剧情蛮离奇的~歌曲力推：“零”“说爱我”
(5星)	之前很是不爱姐弟恋，可是看来这片之后，觉得他们就是要在一起的丫，可惜现在。。。
(5星)	冲破内心黑暗，重获光明的两人令人感动。真心希望他们能够幸福。
(5星)	虽然有点神经质.可很喜欢.看完流星花园再没打算看F4的戏.在这里惊喜的发现周渝民很会演戏,当然还有大S.总之很有味道.
(3星)	仔仔在这部戏中有很大突破，完全颠覆了以往花瓶的形象，而且，音乐也不错。不过，就整体而言，还是漫画比较好看。
(5星)	MARS
(3星)	其实剧情不错的，仔仔的演技也有很大突破~~
(NA)	很早无聊时看的 发现还不错
(5星)	缺陷 但是却为对方勇敢
(5星)	仔仔真的演技有很大提高Mars带领大家走出悲剧的黑暗英雄
(4星)	我只喜欢零，不喜欢仔仔
(4星)	曾经超级迷恋邪恶的主题，每个人都是不完整的，但是，我们终将能拯救自己。
(5星)	很好的自我的电影
(NA)	总结一下,怎么以前看的全是偶像剧呀我~~
(5星)	06?
(5星)	脑中总爱浮现零的那句“可是绮罗也会哭诶”
(NA)	很爱很爱。。。
(4星)	8记得那时的仔仔很帅，大S很漂亮...
(4星)	有深度的偶像剧
(3星)	在晚上有幾集會感到蠻恐怖的
(5星)	i love the way it describes the darkness of life in the optimistic view!!
(4星)	感觉很好看~~~~
(4星)	喜欢这样有心理问题的故事
(5星)	超级喜欢仔仔~~~帅呆了~~~
(NA)	2006-2007春节。不多说了，仔仔和大s最棒的表演之一。
(3星)	社会的阴暗面。。。
(NA)	大S和仔仔的爱情开始
(5星)	冲着周渝民看的。实在还是不错的。在台湾片中算是可以的。
(5星)	真实恋人演出来的剧就是震撼人心..
(4星)	爱情靠缘分
(4星)	大仔的组合，就是透着美啊！
(3星)	很喜欢那首主题歌
(5星)	因为你，成为更好的自己。
(NA)	爱情的力量终归可以抵挡一切
(5星)	有点阴暗，但是很赞~！主题曲零超好听~！
(3星)	开头挺好看。。
(5星)	Mars~带领大家穿破悲剧的黑暗英雄
(5星)	啥都不说了
(4星)	集爱情友情亲情惊悚悬疑变态为一体
(3星)	这个仔仔打台球时最帅！
(5星)	零，爱你啊。黑暗的剧。爱的。
(4星)	非常不错的
(5星)	喜欢他俩
(5星)	04年是个坎。
(3星)	看了一半，还OK
(NA)	很帅气。。不过里面的人物都是心里又问题的。。。
(NA)	恩~想再看一遍来着
(5星)	MARS——战神，带领我们穿越悲剧的黑暗英雄。每个人都希望有那样一个人的存在，都希望在自己最无助的时候能有一个人、一双手、一份力量带领我们走向光明……
(5星)	很好的内容与感情，是真实的可以觉察的暧昧
(5星)	仔仔在里面很帅呀~~
(NA)	仔仔
(5星)	非常喜欢剧中仔仔的形象!!
(5星)	从没有喜欢仔仔的外表，但是这部戏让我肯定了他的演技
(3星)	心理片
(4星)	仔仔真的挺帅的
(NA)	复杂的内心，超好看。
(5星)	当只有自己可以拯救自己的时候，你就是我，我就是你
(5星)	五星给摩托车~
(5星)	没看全要补看 
(4星)	今天想起看了第三遍啦~我的妈啊
(NA)	比起现在那些做作的统一模式的台湾偶像剧，这一部算是比较另类的吧。值得一提的是仔仔的演技，突破了他沉默柔弱的形象，给人以活力冲破束缚的深刻印象
(5星)	好看！
(5星)	大S和仔仔演得很是精彩~我还想再看一次
(3星)	另类 阴郁
