http://movie.douban.com/subject/3227335/	仙剑奇侠传三
(4星)	 干嘛是悲剧！！不过场景人物都还挺赞的~            
(NA)	 诶。。。绝望            
(4星)	 没玩过游戏，所以可以抱着平常心来看这部电视剧凭良心说，除了一开始的几集里台词有点雷之外，还是很好看的萱卿的三生三世，执子之手，与子偕老，是最让我哭倒不能自己的溪风水碧的五百年等待也很令人感动甚至魔尊重楼的相见不如不见，都让我觉得这是部不错的电视~只是对景天有点无感。。            
(4星)	 超囧的，但结局好现实，看完怪不得劲得....            
(NA)	 重楼哈哈            
(4星)	 作为仙剑系列忠实的游戏迷，是想给5颗星的，但是实在……就折中给了4星吧            
(4星)	 人物比一丰富，但我还是喜欢李逍遥            
(4星)	 没有第一部好看            
(3星)	 剧情真的很烂……            
(5星)	 不说了，这部电视剧！我非常喜欢！真的~虽然很多人说很雷人~但是我还是喜欢~~~喜欢雪见~~喜欢飞蓬~~呵呵~~~还有重楼！            
(NA)	 很多人说，没玩过仙剑游戏的，会觉得仙剑三很好看。玩过仙剑的就会说这个拍的很垃圾。我个人还是蛮喜欢的，喜欢里面的音乐，喜欢里面的恶搞，就是有些许无厘头，穿越，又如何呢？拿别人的，加以修改，变为适合自己的，就是好的。            
(NA)	 台词道具很雷人，部分剧情是很让人郁闷，但是看下来整体感觉还是不错的哈~            
(4星)	 其实还是不错的~~虽然说总的说来没有第一部拍得好~~            
(3星)	 情节比较粗糙，但不乏一些搞笑的小闪光，总得来说，还成吧～            
(4星)	 虽然说剧情真的非常乱七八糟..但不影响我热爱千年处男重楼和百年处男溪风的心情.            
(4星)	 轮回几次也逃不过宿命的纠缠            
(3星)	 第一次看这种电视剧，画面挺漂亮，剧情一般吧，结尾又很突然。感觉杨幂很漂亮。            
(3星)	 龙葵的衣服是从八十年代春晚伴舞身上扒下来的么？唯一安慰的地方是让长卿和雪见没有游戏中那么让人反感了。            
(2星)	 跟舍友看的，挺一般            
(4星)	 一部融高科技与丰富想象力的古装玄幻武侠电视剧            
(4星)	 好看            
(2星)	 不想说什么。雷动九天。            
(NA)	 纯粹为了看长卿大侠才看完滴~            
(4星)	 虽然跟游戏没得比，但总体来说还是不错了            
(3星)	 还是觉得更喜欢一~~~喜欢里面的魔尊~~~~            
(5星)	 太喜欢仙剑的游戏了   但是都不喜欢结局   为什么总是不完美呢    片拍的很好   很喜欢     要是能完美多好            
(2星)	 囧~~~            
(NA)	 插曲不错            
(3星)	 还行吧，不过某些地方确实被雷了，编剧的问题有些地方还是挺感动的，演员演得不错            
(4星)	 剧情其实很简陋··也不紧凑··然而看到茂茂割肉··呵呵，最后都结局还是让人无限感伤啊··            
(4星)	 嗯嗯，很好看很养眼~我指的是女演员们。。。            
(5星)	 经典到不行的游戏阿!!!又玩游戏又看电视剧,很有feel~~            
(5星)	 喜欢仙剑系列~我不是玩家,但我是仙剑电视剧的铁杆粉丝~无论如何就是喜欢到底~仙剑给的感动很多很多~~支持李国立导演,支持胡哥~            
(4星)	 拍的不完美，但是依然很吸引我。            
(5星)	 演员很养眼，情节还不错。原声超级好听。在这几年内地古装里算是很不错了。            
(3星)	 感动于长卿和紫萱的爱情。            
(3星)	 无聊的剧情以及..            
(3星)	 大爱那些演员 至于剧情 至少让我完整的看完了 只是不会再看第二遍了~            
(4星)	 霍建华开始的时候挺帅的。看到后面越看越觉得不是男人，及其不负责任，而且疑心病还超重。还是紫萱和重楼配。。             
(NA)	 还不错            
(4星)	 十分欣赏里面长卿和紫萱的三世情缘，他们的爱情很让人感动；还有茂茂，越是平凡的人越能做出伟大的事！            
(NA)	 仙剑...不新鲜的剧情，但是还是把它看完了...            
(NA)	 我觉得武打情节不够精彩，简单带过了，比如什么攻打锁妖塔什么的，我还以为很精彩，熬夜看，结果，让我无语........            
(3星)	 娱乐            
(3星)	 被某人逼着去看...用了几个晚上将它看完感觉还行....喜欢龙葵和重楼哈哈....是不是太特别的喜欢了？            
(5星)	 不管那些游戏玩家怎么说仙剑三拍的有多烂，我只站在纯电视观众的角度来说我喜欢。我为长卿和紫萱那三世的爱恋而痛心疾首。很多人都说喜欢重楼说他是好男人。但是理由再多，我还是喜欢长卿，那个白豆腐，那个徐大哥，那个为天下而牺牲自己的男人。那个我原来不觉得帅的霍建华在这里原来是那么的帅。            
(5星)	 听N多人给我推荐，说好看来着，哪天有空就下来看看吧！            
(4星)	 主要是霍建华和唐嫣这一对实在太有爱了~~~❤            
(2星)	 三流的编剧...            
(4星)	 胡歌，我好爱你啊。            
(NA)	 喜欢龙葵对哥哥的那份情，还有瑶池对飞蓬得千年等待，紫萱对长卿的三世情            
(5星)	 还不错 可以看看            
(5星)	 仙剑一贯的剧情，很搞笑，结局虽有点悲，但比第一部好            
(4星)	 真的，挺喜欢的。不管评价怎样、            
(5星)	 很喜欢这部戏，喜欢霍长卿！            
(4星)	 拍得还可以            
(5星)	 特好看啊！！！            
(4星)	 杨幂姐姐~~~            
(3星)	 唯一出彩的是 演员造型不错。            
(3星)	 原来是仙剑一的50年前~            
(3星)	 最喜欢里面的重楼，真挚得让人觉得可爱……长卿和紫萱的爱情太纠结，不喜欢……何必痴等三世，徐长卿永远都不会再是顾留芳了，记忆是留不住爱情的……            
(5星)	 有很多场景很感动            
(2星)	 如果不是杨幂的动作酷似雪见、长卿紫萱的第一世和离别之伤，我会毫不犹豫给1星。我的景天~~~55            
(3星)	 看到龙葵的时候哭了···诗诗很漂亮···            
(NA)	 没玩过游戏的还可以看看，玩过游戏的就当看看美女好了            
(5星)	 喜欢。。。。顶！！！！            
(3星)	 估计编剧没玩过游戏            
(2星)	 很囧很销魂 人物改的面目全非 但是比1好点……            
(5星)	 兩天時間看完的  不錯！贊            
(3星)	 几乎完全脱离游戏,对于一个仙剑迷来说是一种伤害~不过如果当做一个原创的剧集看的话还是不错的~希望仙剑的忠实玩家不要被雷着~            
(5星)	 游戏爱爱            
(2星)	 只是因此喜欢上了唐嫣            
(3星)	 刚看感觉还不错，后面越看越没意思，喜欢重楼的扮相~~~            
(5星)	 暑假就沉迷在这片子里了。            
(4星)	 和游戏有着很大的出入，不接受这么弱的重楼！爱情是仙剑亘古不变的主题，这次又被紫萱和长卿的爱情感动的一塌糊涂，心痛的一塌糊涂，破碎的爱情更让人记住！            
(3星)	 不是因为游戏才喜欢才去看这部剧的，虽然有些剧情免不了狗血，但总体来说不错。            
(5星)	 很好很好 仙剑系列都很不错            
(4星)	 胡歌适合走谐星路线哈！~茂茂很可爱！~             
(5星)	 喜欢重楼　三世情缘不过如此　            
(4星)	 前面很多改动我可以接受，但是结局太扯了。胡歌的演技被定型了，很不好的事情。编剧很粗心，没自己玩过游戏            
(4星)	 喜欢每一个角色            
(2星)	 剧情极度狗血超级拖冗看到二十几集的时候就开始拖着看了最后干脆看下最后一集哎不该看大陆电视剧的！            
(4星)	 很久前就开始玩...也连续玩了很久...很久以后终于等到了TV版的出来...或许有些失望电视剧版的剧情的离奇...和人物有点不搭但至少对于仙三的最爱...我还是要对这部片子充满我最大的激情...            
(3星)	 雪见怎么那么烦呐，什么都不知道就爱瞎嚷嚷，吵死了            
(3星)	 还是逍遥比较萌~ 霍建华笑起来好可爱&gt; &lt;            
(3星)	 女主角们都好娇俏啊，好瘦小的说            
(3星)	 整体式好的，只是雷了点，不如游戏啊……那个心中的经典            
(4星)	 的确是美女啊            
(3星)	 剧情简介太不靠谱，瞎闹            
(4星)	 茂茂死的太惨了。唉。            
(4星)	 不为什么，只为当初的仙剑一。            
(4星)	 做人呐，就是要俗，俗不可耐才最最好呢            
(5星)	 每个演员都长得很漂亮耶~            
(4星)	 造型不错，不过太吵了，闹哄哄的，这剧如果光看看帅哥美女还是不错的            
(2星)	 比较幼稚 听说和游戏里面差不多 看了一半觉得不好看  可是有舍不得不看完  无赖之下 一口气将其看完  没有什么印象            
(NA)	 我就不明白了···男女主角的衣服为何一直其貌不扬？仙剑三气势上还可以，可为何总有一种愈加怀念仙剑一的feeling```            
(3星)	 090801 快进看完的游戏改编剧，各角色还算PL，编剧比较脑残，画面比较假，表演是后现代主义。不过霍GG的古装扮相当真让人惊艳，而且是无比的惊艳。三世的爱情缠绵悱恻，其他一律快进            
(3星)	 对不起，我没有办法只将它当做电视剧            
(5星)	 超级棒！！！爱爆了！！！            
(NA)	 说实话，是跳看的，有点弱~~            
(5星)	 很不错,胡歌            
(NA)	 毕业季花了三天时间看完了~几首歌不错            
(4星)	 喜欢胡歌。            
(3星)	 唐人，中国第一大卖腐影视公司            
(3星)	 偶像剧而已...游戏迷看下吧...演员演得很烂~剧情也是~可是就有种想看完的感觉~个人见解·            
(NA)	 很国产 很无聊             
(4星)	 看到现在的我觉得这真是一部蛮不错的电视剧，所以在这里向大家推荐。看点：1:很多功夫法术特效，让人在视觉上耳目一新。2:剧中的音乐、音效值得一听，大家可以下载原声带进行试听。3:剧情跌宕起伏，一波三折。4:剧中情感丰富，亲情、友情、爱情等景天的圆滑、雪见的口是心非、龙葵的执着、紫宣的纠缠、茂茂的憨厚、长卿的正直、乃至到魔尊重楼、云霆、狐狸精万玉枝等都个性十足，让你有所感悟。             
(4星)	 开始还可以，但结局有点仓促和出人意料，李逍遥的出现太搞人了！            
(3星)	 喜欢歌···            
(3星)	 没有第一部的唯美　　但有游戏中的场面            
(4星)	 時間軸上感覺有點問題，和遊戲出入比較大，總的來說還行。            
(5星)	 个人认为是比仙剑一还要好看的，里面的人物各有特色，很喜欢龙葵和茂茂，龙葵的执着和等待，茂茂的善良和单纯，都深深感动了我，他们最后的牺牲让我好难过。雪见太叼蛮了，景天又太臭屁，不太喜欢，与此相比，沉稳的长卿很让人喜欢。            
(4星)	 杨幂蛮好看的。            
(5星)	 喜欢就是喜欢,就象仙1,好憧憬那世界            
(5星)	 好看极了            
(3星)	 比第一部要好看，男女主角长的都不错，就是实在太现代化了，都赶超现代好几十年了，哪是个古代的样子啊            
(4星)	 还不错            
(2星)	 无聊啊            
(3星)	 剧情还不错。            
(NA)	 恩 超时代的先进            
(5星)	 喜欢紫嫣更爱雪见            
(3星)	 还是第一部好看。这部只有中间还搞笑的，前后都太无聊~            
(1星)	 七句评论。我恨唐人。虽然我可以退好几万步说我要忍住什么话都不说，可是我还是要说，你的脑残让我无法忍受。只看了两集半让我写了5000多字的一个帖子，至今没有再看过。演职员们你们太辛苦了，为你们忍辱负重的精神表示慰问和赞颂。我的话说完了。豆瓣有负分么？            
(4星)	 紫萱姐姐和长卿大侠真是绝了。紫萱是淫荡中透着专一。真让人废寝。话说第9集时长卿的那个梦境也是点睛一笔            
(2星)	 又一部经典被糟蹋了。剧情改了不少，而且都是往雷人方向改的。就冲这点把它当成一部普通的电视剧来看也没有可能了，莫非是我老了？！唯一的安慰是演员都挺美型，气质上也符合原作——当然，是在他们不开口的时候……            
(5星)	 好看死了            
(3星)	 与原著极度不符啊            
(5星)	 喜欢白豆腐，喜欢重楼，喜欢里面的情，很打动人的            
(2星)	 只因为玩过游戏，所以对电视剧比较失望了。            
(4星)	 比较喜欢紫萱和长卿的爱情。演员们演的挺好。            
(5星)	 五星因為徐長卿紫萱，重樓，茂茂，常交叉，超現代穿越........我哭點是負的吧~~~            
(3星)	 差不多花了一个星期的时间看完了 仙剑3 完了 挺失落的             
(NA)	 还好            
(2星)	 说实在是烂啊，除了景天和长卿的演员挺好，其他的....唉我都不想说，太脑残了。            
(3星)	 比起仙1来还算是尊重游戏剧情，也只是相对的，仙剑的感动还是在于单击鼠标左键，这部电视剧恰好在期末考试期间上演，因为它班里挂了一大片……            
(3星)	 还是不错的但再没有以前的那种感觉了暑假在家打出了所有的结局还是最喜欢紫萱的那个            
(3星)	 不要拍仙四了            
(5星)	 很不错，挺喜欢，让人感觉又找回了青春。            
(3星)	 这电视剧拍得真不如游戏，可是还是坚持看完了。其实是喜欢重楼的，都说他亦正亦邪，可我觉得他只是个性情男子。他对飞蓬这种难得的对手惺惺相惜，对紫萱挚爱不渝。他只是太强大，人在高处，不胜寒、            
(NA)	 蛮喜欢            
(3星)	 比一好，不过主人公一样的猥琐……一样的混混            
(NA)	 霍长卿啊······没有你我绝对看不完这雷剧            
(4星)	 真情动人            
(3星)	 因为是先玩过游戏才看的，所以觉得非常雷。游戏里面罪喜欢小葵，是喜欢她的单纯善良，为了景天付出一切。可是这里面的小葵总给我一种怪怪的感觉。只能拿这个电视剧当做一个不想关的东西来看了，那样的话，还算有趣。            
(3星)	 好冷好恶搞~~景卿！！！            
(4星)	 淡淡的温暖和感动，摆脱了仙一对于道的盲目追寻，还是挺值得一看的……不过李逍遥同学是咋来的~紫萱怎么那么像风尘女子~我家女娲族大地之母的形象捏~            
(3星)	 只因为我是忠实的仙剑粉丝            
(3星)	 改编比较多 喜欢紫萱 雪见还过的去             
(5星)	 超喜欢仙剑 虽然这部里面有很多很离谱的东西 但是无论从任何一方面来看都是内地受屈一指的~~            
(3星)	 作为一个仙剑迷 雷点虽然很多 不过作为古装偶像剧还是不错的            
(4星)	 不错。最后几集很感人，很悲剧。            
(NA)	 胡歌不如原来好看 女娲演得就一蛇咬 然后 决定不把他当做仙剑来看 JUST FOR FUN              
(1星)	 彻底脑残            
(4星)	 景天長卿配~            
(5星)	 看是还好看，就是景天和唐雪见那种脑残大大列类的性格实在让我有点无法忍受，拜托轻松剧的主角们至少不应该让人觉得智商太低吧。。。演到后面的时候剧情发展的不错，有种让人想一集一集往下看的感觉~            
(5星)	 超级喜欢！永爱仙三！            
(4星)	 靠着长卿才看完整部剧，看完整部剧爱上长卿了~ 　　在天涯爬长卿同学的楼100多页，又萌上霍同学本尊鸟~ 　　没办法，对这种低调养猫帅哥真是没有抵抗能力！ 　　 　　对剧中其他角色无感，景天雪见那对太呱噪被我快进聊~             
(3星)	 不要被开始的无厘头欺骗，看完再评价吧！            
(3星)	 nice LONGKUI and CHONGLOU            
(2星)	 改的不像样            
(NA)	 慕仙剑之名而看            
(3星)	 虽然很恶搞了，比如明明是仙剑前传，但最后李逍遥都出来了…可是说实话，比仙一靠谱太多了！！！如果没有玩儿过游戏，我还是愿意给四星的            
(3星)	 很感人的情节。有点小感动吧。女主角都很美嗯。            
(5星)	 我再一次拜倒在霍建华的道士袍下，迷茫而温柔的男人啊            
(5星)	 从此我开始喜欢胡歌，开始喜欢仙剑，以前仙一的时候没时间看，后来胡歌一直感觉是被神化的人物，就没兴趣去补看，结果这次仙三出来我就被吸引住了，大概我真是喜欢痞子吧~~            
(5星)	 好啊 大胡            
(3星)	 還是蠻有趣的。            
(4星)	 看的非常纠结。几次停下来。不忍心看            
(NA)	 看着比仙剑一高兴，但是里面的歌没有仙剑一里的好听..            
(NA)	 不喜欢            
(3星)	 一片混乱...            
(3星)	 我绝望了，我对这么狐媚的紫萱这么逍遥的景天这么阿乌卵的重楼绝望了。            
(3星)	 幼稚            
(3星)	 无聊的时候看看蛮好的~因为有仙剑de游戏情结啦！            
(3星)	 伦理片啊伦理片....所幸游戏早被我忘得一干二净，所以改编得如何我毋须置评....关于爱情的故事，我本就以为经典不到哪去....这部穿插着太多雷人剧情的剧集，由于最后一集让我想把它多骂几遍....            
(5星)	 怎么就那么好看！！！            
(5星)	 徐长卿和紫萱的三世情缘感天动地……徐长卿演的很有问道……            
(4星)	 制作比仙一进步许多了，造型什么的也很忠于游戏模型O(∩_∩)O！期待仙四            
(3星)	 唉，没什么可说的，可怜的延帝~~            
(2星)	 我对游戏爱太深， 但这其实是借口而已 =。=  完全雷            
(4星)	 向仙剑致敬            
(NA)	 国产的经典之作骄傲啊            
(3星)	 在16集时放弃里面张芸京的《偏爱》很好听            
(NA)	 不错，就是有点搞恶            
(3星)	 搞笑~~·超萌~~看到我好想笑！！又搞笑又感人，结局太悲喇~            
(3星)	 开始看着 还行 真讨厌 唐雪见呐            
(4星)	 喜欢龙葵             
(4星)	 只是   の     画面好看了些    剧情乱七八糟~            
(5星)	 期待仙剑四            
(4星)	 太纠结的紫卿恋，看得我好累。            
(3星)	 仙剑里的人是不是都得不到幸福啊~~~~~~~~~~~~~            
(5星)	 比我想象中好～长卿。。紫萱。。龙葵。。            
(5星)	 为什么相爱三生三世却还是不能在一起````            
(5星)	 还好            
(3星)	 就知道谈情说爱            
(5星)	 胡歌这次演的没有第一部好啊，还是第一部比较帅。但是很喜欢唐嫣长的很漂亮，这次火了。不知道为什么没有按照游戏的情节拍，到后面都乱了，一团糟~有点遗憾            
(5星)	 好看好看好看！ 霍建华最帅了             
(NA)	 蛮养眼的            
(NA)	 长卿大侠就是萌的嗷嗷的-=-~            
(4星)	 幽默的氛围中带点感伤，展示出的是人人都懂---但却一直忽视的道理            
(4星)	 没玩过仙剑三，看连续剧也觉得剧情挺扯的，画面也一般，不过好像挺讲道理的... 嗯... 喜欢杨幂~            
(4星)	 喜欢重楼，喜欢茂茂。            
(5星)	 人美.歌美            
(4星)	 很不错，搞笑煽情            
(4星)	 我喜欢魔尊重楼            
(4星)	 茂茂，三生三世            
(3星)	 衣服道具6分，剧情0分            
(4星)	 很好的电视剧，故事很不错。虽然有的地方和游戏有出处，但是毕竟是电视剧，不是游戏，演的很不错            
(4星)	 山东台在播 于是在看...            
(4星)	 最有剑仙味道的电视剧。            
(4星)	 总的来说还是不错的，最喜欢的人物是紫萱跟长卿，觉得自己现在越来越感性了，好多地方还是忍不住落泪            
(4星)	 虽然改了很多游戏的情节，但从电视剧的角度来看，还是不错的。            
(3星)	 花痴霍美人的好片            
(2星)	 喜欢龙葵的别看，崇拜重楼的别看，游戏里没玩出紫萱结局的别看......坚毅而已            
(1星)	 如果可以打0星的话 大大的烂片！毁我的仙剑！！            
(4星)	 拍成电视剧的仙三，后来，女主们都大牌了            
(4星)	 只在乎曾经拥有，不在乎天长地久            
(5星)	 基本上是冲军般的看完这部的，总共花了5天时间，排出了工作，基本一直沉浸在仙剑三之中，果然剧中的感情还是很细腻的，看完之后，还是无法从中自拔，也很期待之后的仙剑作品。            
(5星)	 和游戏有差距，不过已经尽力了吧..            
(2星)	 雪见这个角色太咋呼了，和我心目中贾静雯式的形象差太远了.....紫萱-_-b... 唉... 呆瓜道士爱风骚妖精也就罢了...这个设定还合理。重楼大抵是不会好这一口的，魔界霸主总该倾心神秘空灵女...又不是道明寺加酸菜。看了不下去            
(4星)	 李逍遥怎么穿越了。仙剑1不是发生在仙剑3之后的吗？景天好像还是李逍遥老爸的师傅.............总体来说，景天演与原作不一样，雪见、长卿还行，紫萱不敢恭维，茂茂是强悍的绿叶.........顶它...............建议看一下幕后花穗...........真的..            
(3星)	 技术太差了....            
(4星)	 紫萱很美。            
(4星)	 话说，我都看完3了 1 还没看完。喜欢重楼啊 呀呀呀。            
(5星)	 很强大啊~            
(4星)	 仙剑就是仙剑呀~~~            
(4星)	 虽然没有仙剑一经典，但也是一部好片！            
(5星)	 太好看了！！            
(3星)	 雷霆万钧            
(4星)	 虽然跟游戏有一定的差别度，但着重点没变。            
(2星)	 不喜欢。            
(5星)	 不错！！            
(3星)	 原来景天和长卿是相爱的= =            
(3星)	 台词很现代,很雷人。            
(NA)	 喜欢龙葵            
(4星)	 今年来难得的偶像古装武侠梦幻剧 仙剑 让我想到小时候看的港台武侠梦幻很棒霍建华的儒生气质很帅气~~像从古诗词画卷走出的翩翩少年在三世情缘中纠结，在道与情中挣扎深山的修道之人，为了紫萱还俗三次，压抑得越深情越沉爆发力越强结尾：长卿和紫萱还是未续情；景天仍旧是个现实男人            
(4星)	 喜欢雪见和紫萱 紫萱和长卿的三生爱情最感人！            
(4星)	 还行吧~            
(4星)	 台词很经典            
(1星)	 屎。。。            
(1星)	 聊斋志异之仙剑            
(5星)	 最爱 重楼            
(4星)	 蛮不错的，比仙剑一好看。呵呵。。            
(NA)	 [完]            
(1星)	 　　珊界是一个美丽的地方，那里的天是雷的，那里的风是抽的，那里的河水中流淌着酱油，那里的小黑屋中关着重楼…            
(4星)	 很乱也蛮白痴的 ，不过就是能人人开心。里面有些虽然很夸张，但是有的感情真伟大。            
(3星)	 看过也就这样 没有什么值得留恋呢 打发时间就可以了            
(2星)	 雷死            
(4星)	 不错，很喜欢            
(4星)	 还成            
(3星)	 上演時完全到位，落幕后可以忽視            
(3星)	 当初游戏就是萌上雪见..看电视剧也是为了雪见..=皿=我就是个怪控            
(5星)	 虽然我不清楚游戏中的内容，但电视剧拍的感人至深            
(4星)	 除了有些台词情节雷人外，很不错！太喜欢里面的演员了！            
(4星)	 让我们遗忘它是游戏的衍生产品吧！            
(3星)	 谈不上好看，也不能说不好看，只是人物都不讨喜            
(5星)	 呵呵，没玩过游戏的看看吧~挺好的~玩过游戏的飘过~            
(5星)	 大大爱            
(4星)	 额，有兴趣的看看~            
(5星)	 既可以爆笑又可以飙泪的电视剧            
(5星)	 可爱的杨幂，可爱的景天。情节紧凑，喜欢            
(4星)	 花了三天时间解决了。。。景天在最后几集除了最后一集中给人感觉有点fei            
(4星)	 很恶俗的一部电视剧...            
(4星)	 里面的女演员虽然都不认识，但都很漂亮哦~            
(1星)	 真的一塌糊涂            
(NA)	 不知该爱该恨，就那样吧。。。            
(4星)	 至少吸引了我，并给了感动。            
(3星)	 剧情没有仙剑一的好~            
(4星)	 总有被感动的时候 所以你要喜欢便喜欢 不喜欢便不喜欢 不必多说            
(4星)	 喜欢看死去活来的爱 还有点不够火 为什么国产片演不出韩剧的生死离别 不过剧情还好            
(4星)	 对龙葵演员很失望，很失望很失望长得太一般了。玩仙三的时候我那叫一个喜欢龙葵啊……            
(3星)	 有什么样的终极boss就有什么样的主角            
(4星)	 在这里面演技最好的是霍建华，感情最打动我的是长卿和紫萱，三世的痴爱痴恨            
(1星)	 天雷滚滚~~~~            
(4星)	 看完再去玩游戏 感觉又不一样            
(4星)	 杨幂杨幂杨幂，好吧我中毒了            
(2星)	 3G技术的宣传片...            
(NA)	 拍得没有仙剑一好            
(5星)	 虽然很多人骂，但是自我感觉很好看，重楼很帅，茂茂很好，结局很感人            
(2星)	 比仙一稍强但是，你不能改得太过分了……为什么景天变成二流子了？为什么紫萱那么放荡？为什么重楼如此窝囊？为什么非要在结局死几个人才甘心？为什么李逍遥都跑来串场子？为什么加这么多乱七八糟的东西？要说亮点也不是没有，当我看见天帝时，天大亮……另外把他们的前世情缘交代了，这点还算不错            
(5星)	 千年的等待只为与你相见 三世的情缘让人感动 幽默风趣中还隐藏着丝丝痛心的抉择 牺牲与成全完美的结局并不是那么简单的 就像生活 总有崎岖            
(3星)	 作为一个腐女，我觉得这片子还行:)            
(NA)	 重楼...            
(1星)	 唐人你怎么不去死            
(5星)	 生生世世，要怎么结束与开始。为什么不肯留给我哪怕是一点点的美好。            
(3星)	 作为游戏改编的电视剧～～～仙剑3已经做的非常不错了～～又让不少的仙剑迷又感动了一回～～～期待新作            
(NA)	 确实比1好看啊！            
(3星)	 没有一好看，感觉有点乱            
(3星)	 别再拍4和天之痕了            
(5星)	 茂茂茂茂茂            
(3星)	 确实不咋地   硬着头皮看完的   后面比前面好看            
(3星)	 对于这部电视剧只能用2字评价：无语！并不是好得无法评价——而是差得无法评价...            
(3星)	 啧啧,结局真是...叹..            
(4星)	 雷人..            
(2星)	 从有趣看的下去到没看头再到好看到最后不好看，就是那么纠结！！！            
(NA)	 可以靠想象来承载这许多刻骨铭心的爱恋，而不必通过这剧集            
(3星)	 不是那么喜欢了。景天太顽皮。            
(4星)	 美女呦。            
(3星)	 雪见就一败笔            
(4星)	 男主们太过英雄，女主们太过花瓶，无奈。。。不过腐的很给力，景卿不错哈。。。            
(5星)	 我是仙迷,我就挺仙剑!!            
(4星)	 特别喜欢紫萱。对爱情执着的紫萱，成熟稳重的紫萱，柔情似水的紫萱            
(5星)	 很好            
(4星)	 绕断情寰人世不灭。一曲相思都入流年。长卿，是药，也是病。真正爱一个人，就千万不要进入她的生命，不要干扰对方，也不能让对方因爱的痴念而困惑，真正爱一个人，就应该让对方自由，去成全对方，让他永远不受束缚，全无牵挂地去达成理想，受真理的影响，去完成他自己的使命。真正爱一个人，就要放手。            
(4星)	 呵呵。我喜欢茂茂~霍建华也好帅。            
(NA)	 真没一好。跟本不像那年代人说的话，缠在太多新时代的名词~怀念仙剑一            
(3星)	 我就顶徐长卿了 剧情简直 哎呀 妈呀            
(4星)	 感动！            
(5星)	 感情是每个人做事情的起点...            
(3星)	 感觉仙剑三还是没有仙剑一好看~仙剑一太经典了~            
(3星)	 越往后看越没有想象中好……哎~            
(3星)	 我爱唐嫣o(≧v≦)o~~            
(3星)	 剧情有点拖沓,不过还满喜欢雪见的            
(4星)	 还不错~~喜欢长卿~            
(2星)	 与仙一相比之下 仙一实在是好太多太多了紫萱整一妖妇 编剧整一人渣            
(3星)	 ……算有进步！            
(5星)	 好看。。。不论别人如何拿它与游戏比较。我还是喜欢。最喜欢紫萱。她的结局让我很难过。            
(3星)	 仍然只跳着看长卿跟紫萱的对手戏            
(3星)	 有点混乱，当作消遣            
(3星)	 无聊的紧来看仙3..结果更加无聊..冲着仙剑这老字号给3星好了..            
(3星)	 杨幂很可爱~            
(5星)	 不错的神话剧集，演员也很亮丽，是内地为数不多的好片了。            
(4星)	 看完后又回头玩剑三了，重楼有落差。。。            
(NA)	 仙剑3收集5颗灵珠的故事有点类似于《七龙珠》。这个电视剧系列向来是以情动人的，其他方面则比较弱，也不是特别幽默。美女方面就杨幂饰演的雪见还比较好看。            
(4星)	 总之比第一部好....            
(5星)	 最爱紫萱和长卿！特别是紫萱那惊艳的出场呀~重楼和龙葵好可怜！圆了高二时仙剑的梦~也重温了那种武侠片带来的特有感触~            
(2星)	 开头很好......中间鄙视.....最后垃圾.....完全脱离游戏....            
(3星)	 画面不错，故事很傻            
(5星)	 这个夏天的记忆            
(3星)	 几个有情有义的人，还奢求什么            
(4星)	 结局还留个悬念哦            
(5星)	 爱爱爱            
(5星)	 - 幸福。[含笑而終] - 悲傷。[重获新玍]             
(2星)	 除了帅，没啥看点。            
(1星)	 MMD.....编剧大叔你可以直接去死了.            
(4星)	 徐长卿比游戏里美化了  为嘛都说紫萱坏话 我觉得还是可以的  难道是我包容性太强了  好吧对于一个熬夜打出紫萱结局的人来说 紫萱本身的意义超过一切电影或者游戏了已经            
(4星)	 还不错..哈哈.啊鸡玩过的游戏~            
(4星)	 演员都还可以 虽然编剧还是多瓜的 但是总是有感动人的地方哦 还有 天帝是刑捕头 当时简直是笑死我了            
(1星)	 　就算没玩过i游戏也是部雷片啊，玩过游戏就要崩溃了，那紫杉大神纯属恶搞，游戏相当于原著嘛，如果把那些小说人物个性都搞混乱了在电视里拍，那些小说爱好者岂不是不让了，怎么能说没有联系呢             
(5星)	 白豆腐是世界上最可爱的男纸~！            
(5星)	 比1又是一大进步，很多地方像游戏里的的画面            
(4星)	 三生三世的爱恋            
(4星)	 虽说有点扯。。。但还是挺有意思的呵呵~~            
(2星)	 啰哩巴索的。。。            
(4星)	 喜欢长卿和龙葵            
(4星)	 永远的仙剑 无尽的离愁            
(3星)	 仅仅是比较好笑而已。            
(2星)	 很假很白痴            
(3星)	 虽然cg有进步，但不如仙剑1好看了，台词写得烂透了。杨幂虽然人漂亮，但演得实在是……            
(3星)	 虽然很雷，还是兴致勃勃看完了            
(3星)	 还不错 随便看看 主要还是仙剑情结            
(4星)	 活在当下            
(NA)	 脱离原著我相来不介意。 但是。为什么俗了这么一截。 难过。            
(3星)	 ..失望            
(4星)	 和游戏改变很多,有的对白很雷,但是配乐相当好~            
(5星)	 顶好看！            
(5星)	 并不想把游戏与剧集混为一谈。只是纯粹喜欢这种感觉。            
(4星)	 不错            
(4星)	 我喜欢溪风~            
(3星)	 说不看完的，但喜欢上雪见了，咋办哩，看完了。            
(5星)	 帅哥美女云集            
(3星)	 编剧逻辑混乱            
(3星)	 不待脑子的看看，还是挺休闲的，哈哈。喜欢五毒兽花楹            
