http://movie.douban.com/subject/2983434/	我和春天有个约会
(NA)	 这是我小学看的吧，基本忘了，到了高中又看了一点。这里面的歌都会唱            
(5星)	 这个太经典 也太悲剧            
(5星)	 在ATV还有自拍剧的时候，这部剧真系好好睇啊。只不过，那时候没怎么能看而已。            
(5星)	 这是一段不曾褪色的记忆            
(5星)	 看的最早的言情剧么？哈哈 我爱万绮雯我爱邓萃雯            
(5星)	 我又开始怀旧了 小时候的最爱啊            
(5星)	 这好像是我最早接触的港剧，还记得当年在作业和美梦中间心心念念怎么呀忘不了，最爱莲西。。。。            
(5星)	 小时候躲着看            
(5星)	 经典，比“奋斗”真实            
(5星)	 超级超级经典！            
(5星)	 时隔这么久。。。还是如此经典            
(5星)	 永远的经典。            
(4星)	 还想再看，喜欢露露            
(4星)	 经典啊经典，虽然不记得里面的内容，但我很喜欢小蝶            
(5星)	 不曾褪色的经典            
(5星)	 老港剧精髓尽在其中            
(5星)	 最愛的電視劇之一。            
(4星)	 很想重温            
(5星)	 很不错的一部老片            
(5星)	 经典中的经典- -            
(5星)	 小时候的最爱            
(4星)	 小时侯的经典回忆```` 喜欢小蝶`` 家豪  她们每一首歌曲都能跟着轻声哼唱``            
(5星)	 我心里的永恒            
(5星)	 让我再看一遍依旧眼泪哗啦啦~            
(5星)	 每次重放都看==            
(5星)	 你你你为了爱情，孤单的看星。            
(3星)	 想当年多么经典的姚小蝶。            
(5星)	 好怀念，经典啊~准备再看一遍            
(4星)	 很多年前爱不释手的片子~超经典~刻骨铭心的爱令人感叹            
(5星)	 主题曲很有味道            
(5星)	 太好看了，看过几遍都还是觉得好看            
(5星)	 姚晓蝶~~~！            
(5星)	 那个一笑起来就摸鱼尾纹的露露，还有最帅的江华            
(5星)	 亚视创造的经典！            
(5星)	 我那时候大概一年级 = =|| 但是还是印象深刻            
(5星)	 童年的回忆！！            
(4星)	 印象深啊。。里面的歌是忘不了的。。四大花旦四朵花四大人物呵呵。。            
(4星)	 萨克斯！！江华！！            
(5星)	 也是小时的最爱  真美            
(5星)	 經典            
(5星)	 小学时某某和某某还有某某和某某那种初初萌芽时，整天扮着里面的角色，还把窗帘当纬纱！            
(5星)	 小时候看的，其实剧情呢有的想不起来了，但真的很喜欢，很有时代烙印            
(4星)	 。。这么老也能被我翻到？我估计我十岁以下看的。但是，四个蓝红白金的丽人姐妹的组合，让我一直记得牢牢的。人的记忆真是奇怪，到底挑什么记得啊！            
(5星)	 经典力作            
(4星)	 剧情不太记得了，为了邓萃雯            
(NA)	 很好~            
(4星)	 小时候看的，好怀念            
(4星)	 我小时候的最爱啊~~~~~~            
(4星)	 挺好看的。            
(5星)	 最爱最爱！            
(4星)	 看的第一部港剧            
(5星)	 里面都是美女啊！美女！            
(3星)	 四个姑娘 四种颜色 四样人生            
(5星)	 小时候很爱            
(5星)	 这应该是小时候大家最熟知的TVB之一了。当时我的印象是，江华实在太帅气了。。。            
(5星)	 超级超级超级喜欢~~小学二年级的事情了吧？            
(5星)	 曾經爲了它撒謊、曠課            
(4星)	 经典            
(5星)	 江华真的很帅，星哥也超帅，大鸡也很帅。帅哥一箩筐，美女也一箩筐。            
(5星)	 好喜欢那个年代，那种感觉，那些歌~今天又回忆了一天童年的经典，好幸福。。            
(3星)	 我哪记得哦~~            
(NA)	 这部剧让我情窦初开啊            
(5星)	 T T童年的记忆啊            
(5星)	 小时候放一遍看一遍，不知看了多少遍的经典！            
(4星)	 你，你，你...为了爱情。            
(5星)	 经典             
(5星)	 我的青春留过痕            
(5星)	 为什么我看到有人说这是TVB的戏！？明明就是ATV的啊！！！            
(4星)	 小蝶。。。            
(5星)	 哈哈 TVB迷~~            
(5星)	 最喜欢的电视剧，没有“之一”。            
(NA)	 小时候的回忆，那时候觉得凤萍好美啊            
(5星)	 属于我们那个年代的回忆,记得每次歌声响起无比认真地听写歌词，怀念            
(NA)	 我还记得里面有场爆炸在舞厅里            
(NA)	 我曾经这么的爱。            
(3星)	 小学时候看得电视剧。。。。            
(5星)	 家豪...小蝶...            
(NA)	 比较早的歌舞片，印象最深的是邓萃雯的白小蝶~            
(5星)	 现在想想，不喜欢小蝶的爱情，不喜欢凤萍的爱情，可怜的莲茜，傻傻的露露，真不知道那时候怎么就那么喜欢这部电视剧。可是现在一想起里面的歌曲，还是忍不住听完再动~~~            
(4星)	 初中时我们“四人帮”最好的回忆啊。            
(NA)	 还记得是在4年级的时候看的，当时暴喜欢这片，最喜欢小蝶            
(5星)	 真的已經是10多年前了。但記憶依然很深刻。在這個時代重溫，格外感人，現在已經不可能拍得出這樣的電視劇了            
(5星)	 小时候超级喜欢看的一部剧。现在还清楚的记得电视情节，有空还会去看的。            
(5星)	 记忆尤深            
(5星)	 夜阑人静处响起了一曲幽幽的saxophone            
(4星)	 那时候的小蝶真美啊，不过我还是最喜欢薄命的凤萍            
(5星)	 小时候的经典，江华还很年轻的时候            
(5星)	 太经典了主题曲我每次唱K必点            
(5星)	 突然怀旧。。。歌超级好听~            
(4星)	 儿时啊！            
(4星)	 曾经，大学宿舍同学每晚打开电视，守这个剧啊。            
(4星)	 中学看过的，没什么印象，就记得那个歌 梅兰，梅兰，我爱你。。。            
(4星)	 梅兰梅兰我爱你。            
(5星)	 一阙幽幽saxphone            
(5星)	 这部片80后应该会很熟悉的，对于喜欢它的人来说，有很深的影响的~            
(5星)	 小时候看的 所以觉得都很好~~            
(5星)	 爱爱爱            
(4星)	 好像没看完整            
(5星)	 回头看看，这部电视剧并没有什么特别，但是它在我的记忆中却很重很重。在不懂爱情的年龄里，却知道了爱情是苦也是甜，是悲也是喜。。。。。。            
(4星)	 好怀念            
(5星)	 经典经典亚视不可多得的经典！丽花皇宫  一起唱刘雅丽的我和春天有个约会            
(3星)	 湖南台播的那一阵看了一点            
(5星)	 很喜欢，小时候看的了，小学吧，08年那会儿星空台下午又从新播来着！            
(5星)	 TvB 经典我的小时候~            
(5星)	 我记忆中的经典            
(5星)	 难忘啊            
(5星)	 也许没看过，作为80后的人生就不完整            
(5星)	 最最最最最最爱的电视剧~            
(4星)	 比较老的港剧，记得读书时每天都守着电视看，呵呵            
(5星)	 那时的经典啊            
(5星)	 经典中的经典啊，好不容易找到了这部还残留在我小时候记忆里的片子，重温。夜阑人静处，响起了这一阙幽幽的saxophone。。。            
(5星)	 额。。。儿时的最爱，还可以很清楚的记得4个人的结局。其实影片都很模糊了            
(NA)	 小时候爱看的哈哈！！！            
(4星)	 遥远而朦胧的记忆            
(5星)	 小时候的最爱~            
(4星)	 七十年代的香港酒吧风情足够吸引我看了，何况还有爱情            
(NA)	 儿时永远的记忆………………耳边的萨克斯            
(4星)	 让人感动的姐妹情            
(5星)	 小时候太美好！！            
(NA)	 儿时的怀念，感动至今            
(5星)	 经典            
(5星)	 当时真的很火很火呢~~~~怀旧啊            
(5星)	 感谢深圳卫视，让我重温了一段岁月，且有了更深的感受。很多时候经典的无法超越和忘记，不仅在于它的优秀，更在于，它所关联的那些日子。I Still have a date with spring。            
(NA)	 想不起来剧情，只记得男主角吹萨克斯很深情~            
(5星)	 兒時的回憶 ..            
(5星)	 当年超喜欢的姚小蝶！            
(4星)	 ~\(≧▽≦)/~            
(NA)	 guess deep inside something just doesn&#39;t go along with time ...            
(5星)	 曾经为之疯狂。永恒的经典。            
(5星)	 看了四遍影响了我10年，友情爱情、、总会引起我的思考            
(5星)	 应该是最早看的感觉了~~~不管怎么样都印象深刻~~            
(5星)	 最动人的友情            
(5星)	 难忘的记忆            
(5星)	 歌，人，故事，场景，在我心中永恒经典            
(5星)	 姚小蝶, 蓝凤萍. 亚视的浓重一笔.            
(4星)	 这一场与春天的约会，和错过。            
(4星)	 - -#还是想说万绮雯好漂亮……            
(5星)	 经典            
(4星)	 那一段悠悠岁月 永不凋谢的姐妹情            
(5星)	 太经典太爱了            
(5星)	 小蝶            
(NA)	 童年回忆            
(5星)	 大爱              
(NA)	 主题曲好好听那            
(5星)	 幽幽的萨克斯风            
(3星)	 原谅我的年纪，不过是那个年代的偶像剧。很讨厌姚小蝶，超喜欢金露露。            
(5星)	 永远的经典！            
(4星)	 已经忘的差不多了……            
(NA)	 爱哼的歌。那时看江华，长得真像我爸。帅帅。            
(5星)	 性感美女送上门 给她两记大耳光~            
(5星)	 太感动了，至今还有留着这个CD专辑……            
(4星)	 四个女人奋斗的故事，当年的梦想多年后实现了吗？            
(5星)	 歌好听            
(5星)	 ATV难得的好剧。            
(5星)	 曾经一直追            
(5星)	 难以忘怀的故事，依然会流泪            
(5星)	 好喜欢里面的歌啊~            
(4星)	 好经典，我爱万绮雯~            
(3星)	 里面太多好听的歌了            
(NA)	 喜欢里面的萨克斯风            
(NA)	 万绮雯是我童年时代的女神。我爱死了里面的衣服了！            
(5星)	 大爱。感动了我无数次。            
(5星)	 可以算是音乐剧了。江华好青涩，他跟邓萃雯是从那个时候开始相恋的么。八卦不提，四位少女真的很可爱。那种友情的真，还有对爱情的坦然相对，让人唏嘘。            
(3星)	 岁月变迁，情义永存            
(5星)	 那一阕saxophone            
(5星)	 经典的剧集了！四个不一样的女人。。。。            
(5星)	 非常经典，剧情、音乐、画面，都很棒，也牵连着自己小时候美好的回忆。            
(5星)	 超经典            
(5星)	 看了又看 流了很多泪 经典            
(4星)	 若干年后再来看，歌舞依然很华丽，剧情却一般。PS.我爱蔡晓仪！话说尹天照还是个小配~            
(5星)	 看过无数遍了             
(5星)	 人生            
(5星)	 在看第七遍……经典……            
(5星)	 超爱~            
(4星)	 小时候的记忆，那时候还看不懂爱来爱去的...            
(4星)	 记得高中学农的时候，同班的女生4人在我主持的卡拉ok大赛上面，唱过主题歌，“你，你，你，为了爱情。。。。”学农好开心啊！！            
(5星)	 用一曲色士风，拨动你心弦            
(5星)	 10多年后，还觉得是最棒的港剧            
(4星)	 看过  最近在重温 很久不看tvb了 ……            
(5星)	 那时候喜欢商天娥，英语好好啊            
(5星)	 越看越恋旧            
(5星)	 经典啊             
(5星)	 小蝶的执著和家豪的沉默注定了小蝶一生的等待最后还是一场空。有时候，执著是这么的可怕。            
(4星)	 和电影相比，铺陈开来，少了韵味多了从容            
(5星)	 儿时经典            
(5星)	 当年萃雯姐            
(5星)	 好剧本。            
(4星)	 知道我长大了还经常怀念起这部连续剧            
(5星)	 四种不同的颜色，四段不同的爱情，四个女人截然不同的人生，从青涩到沧桑，从开心到伤心再到开心，经历了几十年，不变的是四人的友情，虽然是很小的时候看的，但记忆依然深刻            
(5星)	 心中的经典。            
(NA)	 我爱雯            
(5星)	 小学时代最爱的TVB剧，我会唱里面所有的歌！            
(5星)	 一个时代的金曲；一代人的记忆            
(5星)	 ATV的经典~~            
(5星)	 年代久远但非常精彩的剧。非常喜欢四个姐妹之间感情和小蝶的感情戏。            
(5星)	 好怀念。            
(5星)	 曾经            
(3星)	 都很好看啊            
(5星)	 当年看得我心情很是惆怅。。。            
(4星)	 小时候的印象让我给了四星              
(5星)	 永远记得 那四个 瑰丽的 女人            
(5星)	 哦，小蝶！可惜了戏外的感情却是那样。小时候无法取代的电视之二。            
(4星)	 小学看得 有次我穿件红衣服 同桌对我唱“哥哥你为了爱情，穿红色衣服。”   邓萃雯很灵。            
(5星)	 最单纯的人最幸福            
(5星)	 你你你为了爱情            
(5星)	 多少遍啊            
(4星)	 那时的时光，她们的，我们的。。            
(5星)	 夜阑人静处            
(4星)	 那时候我觉得江华像华仔～～～～·            
(5星)	 儿时经典……            
(4星)	 感情不在于几垒 那个精神时代            
(5星)	 年少时的梦想啊。。。当年的偶像啊。。。            
(5星)	 最深的记忆            
(5星)	 复习N遍。            
(5星)	 童年最喜欢的港剧            
(5星)	 迷恋            
(3星)	 经典之作            
(5星)	 看的时候哭得稀里哗啦            
(4星)	 小学时，它居然成了我们的话题            
(5星)	 小时候看过的这部港剧今天突然出现在我脑海中，那首动听的主题曲不停在我耳边回响..回忆永远是那么美好～            
(5星)	 始终都那么支持家豪，那么心疼怜惜，那么羡慕露露。觉得凤萍实在是自己太傻了。            
(5星)	 小时候看可能仅仅只是因为流行，因为里面的歌曲很好听，人物很漂亮，闪亮的服装，华丽的舞台，吸引着我。现在长大了，再次看这部电视剧，感触颇多，发现这部剧中有很多人性最美好的东西，是当今这个社会所缺失的。推荐大家看看，找寻渐渐离我们远去的那份纯净、善良、信任、宽容、乐观。。。。            
(3星)	 可以看出天然呆的女人最幸福了            
(5星)	 童年的回忆经典剧            
(NA)	 经典的 港剧。重温很美好。            
(3星)	 梅兰梅兰我爱你~~            
(5星)	 最喜欢里面的歌            
(4星)	 杭州台放的            
(5星)	 我爱你；名利，地位，做人，哪一样我都比不上你。唯一可以赢你的，就是知道你会先开口说这句话... have a date with spring .Then how about you ?            
(4星)	 看这片子，其实是在看江华。还有我喜欢的蚊蚊。故事本身并不是十分精彩，换一个演员就绝不会有这份萌。            
(5星)	 夜阑人静处，一曲悠悠的萨克斯风            
(5星)	 我想再看一遍！！！            
(NA)	 确切的说这是我看过的第一部偶像剧！！~~   永远喜欢            
(4星)	 如果不唱歌，这部片子只有2分，还好她一直有唱歌。            
(5星)	 小时候就觉得很好看~            
(5星)	 不可复制的经典~            
(NA)	 经典啊经典,不知道重看几遍~~~还要看~~~            
(5星)	 小时候就很喜欢，每次放假重播，这都是必看剧！经典之作！            
(5星)	 童年的回忆，这一个个的现在都演老母了……            
(5星)	 满脑子的歌曲影像台词情愫浮现出来小时候最单纯最美好的回忆            
(5星)	 我只记得，曾经被感动过。            
(4星)	 我喜欢金露露~~~            
(5星)	 非常喜欢的剧            
(5星)	 那是ATV的经久不衰。。。            
(5星)	 错过            
(5星)	 那里面的歌都好好听 啊            
(4星)	 很喜欢            
(5星)	 小时候最爱的电视,小时候还小,只知道听歌.长大了以后,又看了几遍,才把小碟和家豪之间的感情看青楚.            
(5星)	 突然很想念。小时候看这个长大的。            
(5星)	 最近又看一遍，港剧的经典            
(4星)	 喜欢江华。喜欢吹萨克斯的男拧            
(4星)	 小时候居然喜欢看这样的 呵呵 经典了吧            
(4星)	 小时候天天追啊...            
(5星)	 经典不用多说            
(5星)	 小时候会和姐姐扮演里面的人物唱歌 好怀念            
(4星)	 美好的记忆……还有年少时的四个小姐妹~~呵呵~~~            
(5星)	 Too hard to describe~            
(5星)	 苦恋            
(5星)	 结局我以为是非常惨，为了照顾腿受伤的女人。。。其实是lame excuse吧。            
(5星)	 超小的时候和姐姐一起看的  至今难忘            
(5星)	 喜欢故事  喜欢人  喜欢歌曲  喜欢看第一次这部剧的时候……            
(5星)	 小时候的回忆，邓萃雯，果然是不错            
(4星)	 atv 也不缺经典~            
(5星)	 &#34;若是情未冻,请跟我哼着悠悠的的萨克斯风,于今晚,幽幽的,想我入梦中&#34;~            
(NA)	 离春天有多远？            
(NA)	 又是经典            
(5星)	 我和春天有个约会，看完却是冬天的感觉。            
(5星)	 我一生最爱的剧            
(5星)	 歌曲太棒了！            
(4星)	 经典            
(5星)	 我可以不记得剧情 但不会不记得小时候去别人家里做客妈妈不让我看我还哭了...            
(5星)	 看粤语版的。很棒很棒的电视剧，演的也很好。            
(5星)	 小时候看的，很喜欢看四个女人一台戏            
(5星)	 看的时候很小，直到现在却都依稀记得。。。            
(5星)	 学生时代永远的回忆            
(5星)	 太经典 里面的歌也很好听 想重新再看一遍             
(NA)	 看的第一部港剧,永远的经典            
(4星)	 小时候超风靡            
(NA)	 忆起似水流年，泪流满面。。。。。。。            
(5星)	 经典中的经典。不能不看的。            
(4星)	 童年的回忆。。。            
(3星)	 好像最后的结局都挺惨的~~            
(4星)	 童年的TVB回忆之一。这部和那个大时代记忆尤为深刻。            
(5星)	 中学时候看得一部剧，很喜欢里面四个人的友谊。电视剧电影里很少主题是表现女性友谊滴。这一部虽然结局很伤感，但是一直在看。看了好多遍。记得当时年纪好，你爱聊天我爱笑。            
(5星)	 经典哦，到现在了还喜欢呢那时她们都好美            
(5星)	 经典的电视剧 歌也很好听            
(5星)	 其实未必真的拍到那么那么好，但是有些东西只要记得曾经那么喜欢过让我开心过，也就够了~            
(5星)	 他们四个现在都老了            
(5星)	 小时候的记忆！            
(5星)	 当时追到不行啊。            
(5星)	 好像是我第一部看的港剧            
(5星)	 金露露            
(5星)	 现在想看重播还看不到MD~            
(5星)	 经典中的经典            
(5星)	 我和春天有个约会。            
(4星)	 喜欢江华            
(4星)	 当年的雯女真配得上“娇俏可人”这四个字。照进十余年后各人的情感历程，徒添几分唏嘘感慨，当年的四个人估计多少都有本色的一部分吧，不过家豪跟小蝶的感情戏貌似断了好几节，不知道是不是时间太古旧删节过多的缘故。陈十三的确油菜，不少题材都游刃有余            
(5星)	 经典中的经典啊最喜欢姚小蝶            
(5星)	 经典~~~            
(NA)	 小时候的最爱            
(5星)	 多少年了，我还记得这电视剧啊~            
(5星)	 看过好几遍了~~            
(5星)	 三个女人一台戏一般是闹剧，四个女人一台戏多半很经典。            
(5星)	 很想重温……            
(5星)	 亚视出品的电视剧难得这么好看。            
(5星)	 姚小蝶，金露露，洪莲茜，蓝凤萍……小学看的，还是不忘            
(5星)	 曾经的经典啊            
(4星)	 经典            
(5星)	 记得很小的时候，大概是我小学的时候就有它了，很经典            
(5星)	 儿时的港剧回忆。。女主角都好有味道。。。            
(5星)	 这片子经典。。。            
(5星)	 我还想重看N次            
(4星)	 初中时看过            
(4星)	 那时的梦想 友谊 随他们而动            
(5星)	 哇~~~我小时候的大爱~~            
(4星)	 记得很小的时候看过的            
(4星)	 年少时的回忆啊！经典的片子            
(5星)	 貌似是我看的最早一部港剧            
(NA)	 当年追看，喜欢港剧的氛围。印象里最深刻小蝶说我已经不是当年那个任你摆弄的小姑娘了。            
(5星)	 曾经的最爱            
(5星)	 小学时代真的很喜欢，以至于到大学时的寝室小剧场也不愿错过            
(5星)	 “我和春天有个约会”这首歌一度很喜欢唱哪            
(5星)	 经典，太感动            
(5星)	 那時候就開始喜歡鄧翠雯...            
(4星)	 回到过去，怎么说都是好片。            
(5星)	 有商天娥，还能说什么呢？            
(4星)	 小蝶，小蝶。。我和春天有个约会还有那个万绮雯，美女。。。。            
(5星)	 想当年哭的一塌糊涂            
(5星)	 这不我幼儿园时期的片子。。。我记得那会儿我要看刑事侦缉档案，我外婆跟我2个表姐要看这个。。。最后我妥协了。。。            
(4星)	 呵呵 很久了 那首钻石钻石的歌 我还记得            
(5星)	 曾经的最爱。            
(5星)	 你你你为了爱情            
(5星)	 小学时候看的,主题曲好正....            
(5星)	 是曾经爱的 那些歌 那些人 就是小蝶和家豪有时候太别扭了 还有 每次看到最后小蝶认出danny是凤萍的儿子的时候，貌似总是最感动的 要流不少泪啊            
(3星)	 早年的经典            
(5星)	 经典！            
(5星)	 中考后整个暑假都在看，kaka            
(5星)	 原来雯女早就出现在我小学时代的迷恋里            
(5星)	 难忘的青春启蒙            
(5星)	 小学时候每年暑假都会重播的电视剧  好喜欢洪莲西            
(NA)	 经典            
(5星)	 我就记得当时我妈老跟我说 又看这少儿不宜的……呵呵 很多年过去了            
(NA)	 经典之作            
(5星)	 美好时光            
(5星)	 里面有我喜欢的万绮雯，嗯，当然还有演技派演员邓萃雯。还有好多老上海滩歌曲给我深刻印象。            
(5星)	 即使现在来看也仍然不土，因为他本身就是一部怀旧剧，那个迷人的家豪啊。。。            
(5星)	 这部剧我记了十年。当时还是小学生。。。里面的经典曲目还会哼哼有时候~~~            
(5星)	 小学记忆最重要的电视剧            
(5星)	 凤萍和莲茜的凄惨身世和结局是心里永远的痛            
(5星)	 小时候看会为了小蝶和凤萍而流泪，长大了却为婉碧而唏嘘            
(5星)	 好美好美的万绮雯~~~            
(5星)	 似乎是童年记忆里印象最深刻的港剧~~            
(5星)	 也是本经典剧            
(4星)	 这是我看的第一部电视剧大概是幼儿园的的时候也许是因为是第一部吧反正有种比较特别的感觉其实具体的内容早就不记得了            
(5星)	 I HAVE A DATE WITH SPRING            
(NA)	 记忆。            
(5星)	 经典            
(4星)	 记忆中很好看            
(NA)	 我刚刚看完，看的我眼泪汪汪。那时候的人真的很念旧，我也是一个很念旧的人，我也有过很要好的朋友，至今我依然把他们当做好朋友，但是当我这次回去的时候，发现好多人都变了。时间让人们都，我也要长大了。我会不会像小蝶一样啊？我都不知道，但是我觉得可能很大。但是我绝对不要再像现在一样了。            
(3星)	 也算是经典了，只是现在看起来节奏实在是慢，亚视终究不比无线。            
(4星)	 印象最早的TVB剧            
(4星)	 突然想再看看            
(5星)	 可以十颗星的话……            
(5星)	 时过境迁            
(4星)	 遥想当年            
(5星)	 超级经典。            
(5星)	 经典呀            
(4星)	 好怀念啊~今天突然想起一搜竟然还真有~呵呵 幸福ing~            
(5星)	 你你你~为了爱情~~            
(4星)	 令人难忘的片子            
(5星)	 重温。。            
(4星)	 时间给的沧桑。            
(5星)	 永恒的经典            
(5星)	 小学二年级看的，现在又看一次，江华好帅，帅过现在好多所谓的型男。            
(5星)	 小时候的经典            
(5星)	 蓝凤萍            
(4星)	 老片其实更耐看。            
(4星)	 小时候 小时候 还未懂得爱情时 看得津津有味的港剧啊~            
(5星)	 当时觉得江华真是帅呆了            
(5星)	 小时候最喜欢的好像是蓝色吧。            
(2星)	 你你你为了爱情。            
(3星)	 很好。            
(5星)	 为了这部电视剧，我把我们家的第一部电电视机看爆过。            
(5星)	 小时候的经典回忆            
(4星)	 少女時期的美好回憶            
(4星)	 喜欢~            
(5星)	 大爱~永恒经典~好多人喜欢傻露露，说她傻人有傻福，可是我最喜欢莲西，敢爱敢恨且果敢的让人心疼的女子~            
(5星)	 年少的记忆。。。现在还是和清晰。。            
(NA)	 沒看全            
(4星)	 遥远的记忆。。            
(5星)	 丽花皇宫            
(5星)	 太经典了~            
(5星)	 儿时一出美好的回忆            
(5星)	 一辈子的友谊            
(4星)	 从小到大看了不知看了几遍，经常一到暑假就重播的片子~对它没有感情才怪~            
(4星)	 从小都没看懂。竟然是邓萃雯演的小蝶！            
(5星)	 绝对嗲            
(5星)	 很老的片子，当年红极一时            
(5星)	 好羡慕那四个姐妹可以这么好            
(5星)	 喜欢着四个女子，            
(NA)	 好怀旧啊 比演员剧情经典的 是30年代的音乐            
(5星)	 经典就是经典            
(NA)	 也是上学的时候看的。喜欢看个歌。剧情，忘了。            
(4星)	 小时候很喜欢            
(5星)	 经常会重温,,,童年记忆最深的一部电视剧            
(5星)	 这个太经典了！！！！            
(4星)	 似乎没有完整的看过，印象里结局是令人唏嘘的，不过记住了很多歌，每次去KTV必唱主题曲，而且要等到最后一句“I HAVE A DATE WITH SPRING”“感情就是这样,你伤了别人,无论有意无意,有一天就总会有一个人来伤你。”            
(NA)	 我喜欢她们.我的童年时代.            
(5星)	 时代飘零，人如浮萍！金露露是唯一活得还算是幸福的人，我总觉得她有一种史湘云的感觉，英豪阔大宽宏量！只有这样的人，才最有可能得到幸福吧。            
(4星)	 小时候看的片子啊，最近又看了一遍            
(5星)	 我年少时代最挚爱的剧集之一。            
(5星)	 太经典了，我的童年回忆！            
(4星)	 万绮雯里面美翻了            
(5星)	 佳人已老，哎            
(5星)	 “你你你為了愛情,孤單滴看星。”            
(5星)	 幼儿园看的。 。  经典 。。             
(5星)	 我的大爱            
(5星)	 爱            
(NA)	 很小的时候看过 忘了~            
(NA)	 来自~豆瓣猜，那四个大婶当年可是很漂亮的~            
(5星)	 在天涯上看到一个贴这个剧的帖子，勾起了美好的回忆，真是一部经典的片子啊！于是昨天又看，里面NANCY的歌全部都是她的扮演着商天娥唱的，她英文歌唱的真好听啊，而且很有感觉。雯妹扮演的小蝶好可爱啊！            
(5星)	 因为喜欢邓萃雯，看了好几遍，不过每次都还是觉得很好看！            
(5星)	 感伤            
(5星)	 很久以前看的，姚小蝶的名字是很少留在我记忆中的角色名字。            
(NA)	 看了N次            
(5星)	 很好看的电视剧 演员演得特别好            
(5星)	 经典            
(5星)	 經典 真的經典            
(5星)	 大爱啊！            
(5星)	 儿时 经典啊……            
(5星)	 太經典了，總會想起姐妹情誼            
(5星)	 一转眼又十年，曾说过明年春天重逢就在眼前，却是离春天那么远……怀旧的感伤，估计90后再无此情怀。。。            
(NA)	 小学的。。。            
(NA)	 小学时看的电视剧。五六年级吧。早早的写完作业，守在电视机前，看的如痴如醉，她们在舞台上美得像仙女。被迷得神神叨叨。如今，小蝶老了，成了金枝欲孽中心狠手辣的如妃。那时，小蝶多美好啊。            
(5星)	 那个时候好喜欢万绮雯和江华，但为什么豆瓣上连万绮雯的名字都没有，貌似那个时候已经出名了呀，不过现在居然没有重播的            
(5星)	 每次听到那首片头曲，总是不自主的想起这部戏，经典的            
(5星)	 正在重新温习，努力寻找以前的感觉。想回到从前，不想长大！            
(5星)	 大爱大爱大爱,绝对的经典!            
(5星)	 经典！            
(5星)	 小学和妈妈一起看的！好好看！            
(3星)	 小学时很多同学喜欢看，我也顺带看了。            
(5星)	 一阵幽幽的萨克斯风吹响，带回那个姐妹情深、动荡不安的年代。            
(5星)	 极度怀念~超经典~            
(NA)	 突然想起这部老片。            
(5星)	 万绮雯的腿啊~~我没见过比她更漂亮的了            
(4星)	 记得小时候偷偷起来和老妈在小房间看的。=v=            
(5星)	 年少时的回忆啊~            
(5星)	 曾经那一厥幽幽的SAXOPHONE……            
(4星)	 在大上海的灯光下轻轻摇晃着曼妙的身影，多年之后回味依旧如初。            
(NA)	 大概记得三个人的故事~~            
(5星)	 小时候每年的暑假都看，还喜欢里面的歌。            
(5星)	 记得当时年纪小，你爱唱歌我爱笑            
(5星)	 小时候就想变成姚小蝶            
(5星)	 童年时候看的。。。。虽然现在记忆不深了，但是觉得很值得看。很经典            
(3星)	 怀旧得得不了            
(4星)	 璐璐的结局最好，正应了那句“傻人有傻福”~            
(5星)	 我的最爱。百看不厌。            
(5星)	 这部剧让我感动的不是她们4个人的各自爱情，而是她们4人之间的友情            
(5星)	 小时候的大爱            
(4星)	 我要重温~            
(5星)	 我是TVB迷，这部剧80后的回忆吧~~~~~            
(4星)	 感觉老好的            
(4星)	 歌好听，故事情节让涉世未深的我明白啥叫纠结。。。            
(5星)	 经典之作            
(5星)	 永远不会忘记这四种颜色的女人            
(4星)	 当时超迷家豪~~~~            
(5星)	 超喜欢,看过一遍又一遍            
(NA)	 I have a dream of spring            
(5星)	 很赞啊，我们这代人才会有的记忆。PS. 貌似甄子丹那时喜欢吴婉仪的...            
(NA)	 歌很好听。            
(5星)	 粤语种子终于找到，收藏。            
(2星)	 钻石钻石亮晶晶            
(NA)	 汗 我那时的确比较无聊            
(5星)	 很好看！            
(5星)	 小时候的回忆啊            
(4星)	 小学初中几多暑假            
(5星)	 曾经的最爱啊！！！            
(5星)	 最近重温了  太感动了            
(5星)	 六年级那年            
(5星)	 怀旧的情绪中~经典的春天~            
(4星)	 江华太可恶了            
(4星)	 亚视经典啊            
(5星)	 经典中的经典啊            
(5星)	 非常好看，也非常老的片子            
(4星)	 也许今天看来，这部电视剧不怎么样，但那时确实很好的一部作品，最重要的是，它承载我们小时候的记忆            
(3星)	 记得以前和同学一起分派角色，我选了金。            
(5星)	 看得完全陷进去了，以致放到快结束时，心中莫名的伤感，觉得此后的生活中即将少了重要的一部分            
(5星)	 经典            
(5星)	 最熟悉的不過：夜阑人静处　响起了一厥幽幽的saxophome            
(4星)	 经典            
(5星)	 经典回忆            
(NA)	 童年回忆             
(5星)	 以前很要看的            
(5星)	 我儿时的记忆 一辈子的最爱~            
(NA)	 好怀旧啊            
(4星)	 TVB唯一一部从头看到尾还看了几遍的电视剧            
(5星)	 「离春天多么远。」            
(5星)	 老片            
(NA)	 好久的电视剧了~            
(5星)	 atv最经典的电视剧，为数不多的女人戏。喜欢那句评论，性格决定命运。            
(NA)	 心中的经典。            
(5星)	 好小时记忆中的姚小蝶，蓝凤平，金露露，还有那个萨克斯            
(NA)	 好喜欢那首歌。。怀念。            
